MAT.1.1	Nene pitiiŋ to Yesu Krisi pughu toni. Yesu, ye siŋ to kinik David, ve David, ye siŋ to Abaraam. 
GAL.1.6+GAL.1.7	Oyai, you nagham ŋgar naol pa yam Galesia. Aghita. Ila uraat to Yesu Krisi ve poia toni, Maaron ipoi gham anim le wa. Eemoghon yam rikia moghon apul murimim pani, ve aghaze ataghon varu poia ite. Ve varu poia ee moghon to inepneep. Ite paam maau. Alooŋ. Tamtoghon pida to tinepneep toman gham, yes titortoor varu poia to Krisi ve tighamun ŋgar tiam. Ndiran tonowen, saveeŋ todi iyel kat. 
GAL.1.8	Tovenen yam alooŋ di malep. Alooŋ. Ighaze tamtoghon eta, ma aŋela eta to sambam ivotia varu poia payam, ve saveeŋ toni iyel pa varu poia to muuŋ yei nivotia payam, nene pale mbalmbali to Maaron iza toni ve iwaghamuni. Yei paam, ighaze nigham tovene, nene pale mbalmbali to Maaron iza tiei ve iwaghamun ghei. 
GAL.1.9	Tovenen saveeŋ to nisavia ve alooŋa wa, tauto aazne nayoli muul. Ighaze tamtoghon eta ivotia saveeŋ payam, ve saveeŋ toni iyel pa varu poia to muuŋ yam aghami, nene pale mbalmbali to Maaron iza toni ve iwaghamuni. 
GAL.1.10	Yam agham ŋgar vena? Saveeŋ tiou tonene, you nasavia pa nagham tamtoghon lolodi poia payou? Maau. You nasavia leso Maaron lolo poia payou. Ve vena? Yam aghaze you nazuaria ghou pa ghamuuŋ tamtoghon lolodi? Maau kat! Ighaze nagham tovene, nene you mbesooŋa to Krisi maau. 
GAL.1.11	Yam toŋvetaz, you naghaze yam awatag kat tovene: Varu poia to you nasavia payam, nene ivot ila to tamtoghon eta to taan maau. 
GAL.1.12	Pasa, you naghami ila to tamtoghon eta maau. Ve tamtoghon eta ipatoot ghou pani maau. Yesu Krisi tau, to ivotia payou. 
GAL.1.13	Ŋgar to muuŋ naghamghami, yam avaat alooŋa wa. Sawa to nataghon yes Yuda pa tutuuŋ ve suŋuuŋ todi, naghur pataŋani tintina izaza to yes to tineep ila lupuuŋ to Maaron, ve nagham di tineep sami kat. Pasa, naghaze le nareu di, ve napasob lupuuŋ todi le isob kat. 
GAL.1.14	Sawa tonenen, you nazuaria ghou kat pa suŋuuŋ ve tutuuŋ to yei Yuda, le nalib pa nditag naol to yeiŋa tubuuŋ ee moghon. Pasa, ŋgar tiou iyaryaaŋ kat naghaze le nataghon katin tutuuŋ tisob to nditimbug to tineep muuŋ ve inim. 
GAL.1.15+GAL.1.16	Eemoghon, sawa to tinaŋ ipoop ghou sone, Maaron isia ghou pataghaaŋ wa. Ve muri ghoro, ye ipoi ghou nanim le, itaghon tau lolo ve poia toni, ve ipatooŋ Natu payou, leso navotia varu pa yes to Yuda maau ne. Sawa to mbeb tonenen ivot payou, you nala nakaal ŋgeu eta to taan pa ipaghazoŋan ŋgar tiou ne maau. 
GAL.1.17	Ve nazala Yerusalem pa naghita yes to timuuŋ payou ve tinim mbaŋooŋa to Krisi ne maau. Malmalig nala naneep izi taan suruvu to Arabia. Naneep mala ris le isob, ghoro namuul nala pa ndug Damaskus.
GAL.1.18	Ndaman tol isob, ghoro nazala Yerusalem ve naghita Petrus, ve yeru nineep irau mboŋ saaŋgul ve liim. 
GAL.1.19	Sawa tonenen, you naghita mbaŋooŋa pida to Krisi maau. Naghita Yakobus to Tiina toit tazi ne moghon. 
GAL.1.20	Saveeŋ to nambooda payam ne, kaarom maau. Ila Maaron mata, nene saveeŋ onoon.
GAL.1.21	You naghita Petrus le isob, ghoro nala naneep izi taan suruvu to Siria ve Silisia. 
GAL.1.22	Sawa tonenen, lupuuŋ to Krisi to tineep irau taan suruvu to Yudea, tighita naghog maau. 
GAL.1.23	Tiloŋlooŋ varug moghon tovene: “Ŋgeu to muuŋ ighurghur pataŋani pa iit tamtoghon to taghur ila Krisi saveeŋ toni, ve ireureu ghiit, tauto aazne ivovotia saveeŋ tonenen pa tamtoghon.” 
GAL.1.24	Tovenen yes tilooŋ varug pa ŋgar to Maaron igham payou, ve tipait iza pa tapiri ve poia toni.
GAL.2.1	Ndaman saaŋgul ve paaŋ isob, ghoro yeru Banabas nizala muul pa Yerusalem. Sawa tonenen, nagham Titus ve yeiŋa nila. 
GAL.2.2	Nazala sorok maau. Nataghon ŋgar to Maaron ivotia payou, tauto nazala. Nila peria, ghoro yeiŋa yes to tamtoghon tighita di tighaze yes tinim daba pa lupuuŋ to Krisi, nila nilup ghei saguan, ve napaes padi pa varu poia to navovotia pa yes to Yuda maau ne. Pasa, namatughez: Ighaze muri timundig ve tiyou avodi pa uraat tiou, nene pale uraat to naghamghami, ighur anoŋa maau.
GAL.2.3	Ve aghita. Titus to yeiŋa nizala, ye Yuda maau. Ye Grik taamdi. Eemoghon yes daba tonowen tizoorndug pani pa tiziri maau. 
GAL.2.4	Sawa tonenen, tamtoghon pida to toŋvetaz tau to Krisi maau, tigham kaarom ve tinim toman ghei sorok pa tindaŋgat ghei. Pasa, yes tiwatag: Yei nighur ila nighaze iit tamtoghon to taneep tuŋia ila to Krisi, Krisi ipas ghiit pa ataam to taghoniiŋ tutuuŋ wa. 
GAL.2.5	Eemoghon yei niyoon ariaŋa, ve nilooŋ aliŋadi rita maau. Pasa, nighaze le saveeŋ onoon to varu poia ineep deŋia pa yam to Yuda maau.
GAL.2.6	Tovenen you napaesia varu poia to navovotia ne pa yes daba to tiŋgin lupuuŋ to Krisi, ve tiyok pani moghon. Tirere pani maau, ve tiseeŋga pa saveeŋ ite paam maau. Maau kat. Daba tonowen, tamtoghon titandag padi tighaze izadi tintina. Ve ighaze izadi tintina, ma ledi izadi maau, nene you nagham ŋgar pa mbeb tovene maau. Pasa, Maaron paam igham ŋgar pa tamtoghon izadi maau. 
GAL.2.7	Yes daba tonenen tighilaal ghou tighaze Maaron inumeer ghou, ve ighur uraat inim nimag ighaze navotia varu poia pa yes to Yuda maau ne, raraate inimale ighur uraat to votiaaŋ varu poia pa yes Yuda ila Petrus nima. 
GAL.2.8	Pasa, Maaron ighur ghou nanim mbaŋooŋa pa yes to Yuda maau ne, ve ipapalot ghou pa uraat to naghamghami ila lolodi, raraate inimale ighur Petrus inim mbaŋooŋa pa yes Yuda, ve ipapaloti pa uraat to ighamghami ila lolodi. 
GAL.2.9	Tovenen Yakobus, Petrus, ve Yoan, to tamtoghon tighita di tighaze timuŋmuuŋ pa uraat to Krisi, yes tighilaal tighaze: Maaron ighur poia toni iza tiou, ve ighur uraat tonene inim nimag. Ve lolodi poia pa yeru Banabas uraat tiei, ve tighita tighaze yeiŋa uraat tiei ee moghon. Tovenen yeiŋa niwakisin nimamai, ve nimbua saveeŋ nighaze yeru Banabas pale nila nigham uraat ila yes to Yuda maau ne lolodi, ve yes tigham uraat pa yes Yuda.
GAL.2.10	Mbeb ee moghon to tisaav payei tighaze nighami, nene vene: Yei irau matamai iŋgal tamtoghon todi to mbolaaŋ igham di, ve nisaŋgoor ledi ulaaŋ pida. You nalooŋ saveeŋ todi tonowen, ve nayok pani moghon. Pasa, muuŋ ve inim, ŋgar tiou iyaryaaŋ naghaze nagham tovene. 
GAL.2.11	Sawa to Petrus izi inim ndug Antiok, ye igham ŋgar to deŋia maau. Tovenen you nasaav kat ila mata, ve nayaana. 
GAL.2.12	Pasa, muuŋ, yesŋa yes to Yuda maau ne tiluplup di pa ghanghaniiŋ. Eemoghon sawa to Yakobus imbaaŋ ndita pida tila tivot todi, Petrus ipul yes to Yuda maau ne, ve yesŋa tilup di muul maau. Pasa, imatughez pa yes to tiyoon ariaŋa pa tutuuŋ to Mose ve ŋgar to zirooŋ tamtoghon. 
GAL.2.13	Ve eŋgeni maau. Yuda pida to tighur ila to Yesu, yes tila toman Petrus pa kaarom toni. Ve Banabas paam, tighamun ŋgar toni le itaghon di pa kaarom todi tonowen.
GAL.2.14	You naghita ŋgar todi tonowen iyel kat pa saveeŋ onoon to varu poia. Tovenen nasaav kat pa Petrus ila ival tiina matadi naghaze: “Yom Yuda. Eemoghon upul yes Yuda gabuadi ve tutuuŋ todi, ve uneep unumale yes to Yuda maau. Vena to aazne utoor ŋgar tiom muul, ve ughaze utaghon Yuda gabuadi? Ŋgar to ughami, nene pale igham yes to Yuda maau ne matadi iŋgal tighaze yes irau titaghon yes Yuda gabuadi ve tutuuŋ todi.” 
GAL.2.15	Onoon, yes ndug ndug to tikankaan pa Maaron, timamalaaŋ pa tutuuŋ toni irau sawa isob. Ve iit to siŋ to Yuda kat, tagham tovene maau. 
GAL.2.16	Eemoghon iit tawatag: Ŋgar to taghoniiŋ tutuuŋ, nene irau igham tamtoghon eta ineep deŋia ila Maaron mata ne maau. Ghurla toit to iŋarua Yesu Krisi, tauto inim ataam pait ve taneep deŋiaad ila Maaron mata. Pughu tonene to iit taghur ila to Yesu Krisi, leso igham ghiit taneep deŋiaad ila Maaron mata. Ve ataam to taghoniiŋ tutuuŋ, nene tanumeera muul maau. Pasa, tamtoghon eta irau itaghon katin tutuuŋ to Maaron ve ighami ineep deŋia ila Maaron mata ne maau. 
GAL.2.17	Tauto iit tazuaria ghiit taghaze le taghur ila kat to Yesu Krisi ve taneep tuŋia ila toni. Leso ye igham ghiit taneep deŋiaad ila Maaron mata. Onoon, sawa pida, iit tamalaaŋ pa Maaron tutuuŋ toni. Eemoghon pale tasaav vena? Yesu Krisi inim pughu pa sosor toit tonowen? Maau kat! 
GAL.2.18	Ve aghita. Ataam to taghoniiŋ tutuuŋ, you napaghazoŋani naghaze nene isob wa. Ighaze natoor ŋgar tiou ve napayoon ataam tonowen muul, nene pale nayel pa Maaron ŋgar toni. 
GAL.2.19	Tovenen ataam to taghoniiŋ tutuuŋ, you napuli wa. Pasa, sawa to Krisi imbaad sosor tiou atia izala ai pambarooŋ itaghon saveeŋ to tutuuŋ, nene inimale you paam namaat tomani. Tauto aazne, naneep ila tutuuŋ samba muul maau, ve nagham nepooŋ paghu ila to Maaron ve nambesmbees pani. 
GAL.2.20	Tovenen nepooŋ tiou to aazne naghami izi taan, nene taug naŋgini muul maau. Krisi to inepneep ila lolog ne, tauto iŋgin nepooŋ tiou. Tovenen you naghur ila to Maaron Natu to ighur lolo payou kat, ve ipul tau imaat payou. Ghurla tiou tonene, tauto aazne ighamgham pooz payou pa nepooŋ tiou to taan. 
GAL.2.21	Poia to Maaron to iza toit ila uraat to Yesu Krisi, nene irau matag velegini inimale mbeb sorok ne maau. Ighaze ŋgar to taghoniiŋ tutuuŋ irau igham ghiit taneep deŋiaad ila Maaron mata, nene Krisi imaat sorok. 
GAL.3.1	Aa yam Galesia, agham ŋgar to borouŋa! Sei ighamun ŋgar tiam? Aazne, awaghamgham animale yes to mura tiwaghamun di! Sawa to nineep toman gham, yei nipatoot gham pa Yesu Krisi, le inimale taumim aneep, ve aghita tirabi izala ai pambarooŋ. 
GAL.3.2	Yo, naghaze naghason gham pa mbeb eez. Yam agham Maaron Avuvu itaghon sa ataam. Ataam to taghoniiŋ tutuuŋ, ma ataam to alooŋ varu poia ve aghur ila? 
GAL.3.3	Yam tonanan lemim ŋgar maau ne? Papazogi, Maaron Avuvu ipamundigin gham ve agham nepooŋ poia ila toni. Pughu vena to aazne aghaze apasob uraat toni ila taumim tapirimim? 
GAL.3.4	Mbeb naol to muuŋ tivotvot payam, tivot payam sorok? Maau! 
GAL.3.5	Ve pughu vena to Maaron irei Avuvu payam, ve ighamgham mbeb gharatooŋadi ila lolomim? Yam ataghon katin tutuuŋ toni, tauto igham ŋgar tovene payam ne? Maau. Yam alooŋ varu poia moghon, ve aghur ila.
GAL.3.6	Matamim iŋgal imuul ila pa Abaram. Maaron aliŋa to timbooda, isaav tovene:
GAL.3.7	Tovenen yam irau awatag aghaze yes to titaghon ataam to ghurla, tauto tinim Abaram ndinatu. 
GAL.3.8	Muuŋ kat, Maaron iwatag: Muri, ndug ndug to Yuda maau, pale tighur ila varu poia ve ghurla todi igham di tineep deŋiadi ila ye mata. Pasa, Maaron aliŋa to timbooda, isaav tovene: Muuŋ kat, Maaron ivotia varu poia pa Abaram ighaze:
GAL.3.9	Tovenen tamtoghon tisob to tighur ila to Krisi, nene poia to Maaron pale iza todi, inimale muuŋ Abaram ighur ila ve poia to Maaron iza toni. 
GAL.3.10	Yes to tinumeer ŋgar to taghoniiŋ tutuuŋ tighaze pale inim ataam padi ve tineep deŋiadi ila Maaron mata, nene pale mbalmbali to Maaron iza todi ve iwaghamun di. Saveeŋa timbooda pataghaaŋ wa:
GAL.3.11	Tovenen tutuuŋ irau inim ataam pa tamtoghon eta ve ineep deŋia ila Maaron mata ne maau. Nene ineep ghazooŋa wa. Pasa, Maaron aliŋa to timbooda, isaav tovene:
GAL.3.12	Eemoghon ataam to taghoniiŋ tutuuŋ, nene ŋgara ite pa ataam to ghurla. Pasa, ataam to taghoniiŋ tutuuŋ, nene vene:
GAL.3.13	Tovenen ataam to taghoniiŋ tutuuŋ, nene igham pataŋani pait. Pasa, ighaze tataghon katin tutuuŋ maau, nene pale mbalmbali to Maaron iza toit ve iwaghamun ghiit. Eemoghon Yesu igham inaad ve imbaad mbalmbali to Maaron izala ai pambarooŋ. Tauto igham mulin ghiit pa pataŋani tonowen. Saveeŋa ineep pataghaaŋ wa:
GAL.3.14	Krisi igham tovene, leso poia to Maaron to muuŋ iŋarua Abaram, iza to yes to Yuda maau ne paam. Tauto aazne, iit to taghur ila to Krisi ne, tagham Maaron Avuvu itaghon saveeŋ mbuaaŋ toni. 
GAL.3.15	Yam toŋvetaz, you naghaze nagham saveeŋ palelaaŋ pa ŋgar to iit tamtoghon taghamghami. Ighaze tambua saveeŋ eta ve tapariaaŋa le iyaryaaŋ kat, nene muri tamtoghon ite paam irau ireua, ma iseeŋga pa saveeŋ ite paam maau. Pasa, saveeŋ mbuaaŋ tonenen iyaryaaŋ wa. 
GAL.3.16	Yo, mataad iŋgal saveeŋ to muuŋ Maaron imbua toman Abaram ve paghu toni. Saveeŋ tonowen iŋarua tamtoghon tisob to tivot ila to Abaram ne maau. Iŋarua ŋgeu ee moghon, nene Krisi. 
GAL.3.17	Saveeŋ tiou tonene, pughu tovene: Maaron imbua saveeŋ toman Abaram, ve ipariaaŋa le iyaryaaŋ kat, ve ndaman 430 inim ila, ghoro igham tutuuŋ pa yes Israela. Tovenen tutuuŋ irau ireu saveeŋ mbuaaŋ tonowen maau. Pasa, saveeŋ mbuaaŋ ivot muuŋ. 
GAL.3.18	Nepooŋ poia to Maaron ighaze igham pa tamtoghon toni, inimale ŋgar to taghoniiŋ tutuuŋ irau inim ataam pait ve taghami, tone taghami ila ataam tonenen, ve saveeŋ mbuaaŋ ineeple. Eemoghon maau. Pasa, Maaron imbua saveeŋ pa Abaram ighaze ye pale igham nepooŋ poia tonowen pani sorok. 
GAL.3.19	Venen, pughu vena to Maaron imbua saveeŋ le isob, ghoro izi ve igham tutuuŋ pa yes Israela? Ye igham tutuuŋ pa tamtoghon, leso ipamundigin ŋgar todi, ve tighilaal sosor todi. Ve ye ighaze tutuuŋ tonowen iyoon le irau Abaram paghu toni to imbua saveeŋ pani inim ivot. Tutuuŋ tonenen, yes aŋela tigham pa Mose, ghoro ye ana isakia ila pa yes Israela. Pasa, ye to iyoon bodbodaaŋ pa Maaron ve yes Israela. 
GAL.3.20	Eemoghon sawa to Maaron imbua saveeŋ toman Abaram, tamtoghon eta, ma aŋela eta ineep bodbodaaŋ pa Maaron ve Abaram, ve isakia Maaron aliŋa ila pa Abaram ne maau. Abaram ilooŋ saveeŋ ila Maaron tau avo. Pasa, Maaron eŋgeni to ineep, ve isavia.
GAL.3.21	Ma vena? Saveeŋ mbuaaŋ to Maaron iparab toman tutuuŋ toni? Maau kat! Inimale tutuuŋ eta irau inim ataam pait ve tagham nepooŋ poia ila to Maaron, tone ŋgar to taghoniiŋ tutuuŋ irau igham ghiit taneep deŋiaad ila Maaron mata. 
GAL.3.22	Eemoghon maau. Pasa, Maaron aliŋa to timbooda, isaav ghazooŋa tovene: Ŋgar samia ikis ghiit tasob, le tanimale yes to tineep ila ruum to yabyabuuŋ lolo. Saveeŋ tonene ipaghazoŋan ghiit pa sosor toit. Leso taghur ila to Yesu Krisi, ve ghurla toit inim ataam pait ve taghita saveeŋ mbuaaŋ to Maaron anoŋa. 
GAL.3.23	Muuŋ, sawa to taneep ila tutuuŋ samba, nepooŋ toit inimale yes to tineep ila ruum to yabyabuuŋ lolo. Pasa, tutuuŋ iŋgin ghiit pa mbeb tisob. Taneep tovene le Maaron ipatooŋ ataam to ghurla ivot ighazooŋ. 
GAL.3.24	Agham ŋgar pa yes mbesooŋa to tiŋgin ndipain ve tipasaluŋgan di le tinim ndolman. 
GAL.3.25	Ve aazne, ataam to ghurla ivot ighazooŋ wa. Tauto taneep ila tutuuŋ samba muul maau, ve tutuuŋ inim patoŋaaŋ pait muul maau. 
GAL.3.26	Yam asob to aghur ila to Yesu Krisi, Maaron ndinatu yam. 
GAL.3.27	Pasa, yam to agham ya ve anim Krisi le, asob agham ŋgar to Krisi inim lemim wa, inimale andud gham pa nonogiiŋa paghu. 
GAL.3.28	Ve yam asob raratemim ila Maaron mata. Ighaze yam Yuda, ma Yuda maau, ma yam mbesooŋa sorok, ma yam mbesooŋa maau ve aŋgin taumim, ma yam ndiliva, ma nditamoot, mbeb naol tovene, iit tagham ŋgar pani malep. Pasa, yam aneep ila to Yesu Krisi, ve ye ilup gham asob anim ee moghon wa. 
GAL.3.29	Tovenen aazne, yam anim Krisi le wa. Ve anim Abaram papaghu toni paam. Tauto izamim pa ghamuuŋ nepooŋ poia ila to Maaron, itaghon saveeŋ mbuaaŋ to muuŋ ye imbua toman Abaram. 
GAL.4.1+GAL.4.2	Saveeŋ tiou tonene, pughu tovene: Ighaze tamtoghon eta iza pa iŋgin mbeb tisob to tama, nene irau iŋgin mbeb tonenen rikia maau. Sawa to ye paini, taghita taghaze nepooŋ toni, nene ilib pa yes mbesooŋa to tama maau. Pasa, ye ineep ila mbesooŋa pida sambadi, ve tiŋgini toman mbeb toni tonowen. Ve ye pale ineep tovene le tiza pa sawa to tama ighuri, ghoro igham mbeb toni tonenen, ve tau iŋgin di. 
GAL.4.3	Yei Yuda tovene paam. Muuŋ, nineep ninimale yes ndipain to tipatoot di pa ŋgar. Sawa tonenen, nimbesmbees pa tutuuŋ naol to tisavia mbeb to taan. 
GAL.4.4	Nineep tovene le niza pa sawa kat to Maaron ighuri, ghoro imbaaŋ tau Natu izi inim taan. Liva eez to taan ipoopa. Ve ye ineep ila tutuuŋ samba, ve itaghon katin tutuuŋ le isob. 
GAL.4.5	Ye inim pa igham mulin yei to nineep ila tutuuŋ samba. Leso ninim mbesooŋa sorok pa tutuuŋ muul sob, ve ninim Maaron ndinatu. 
GAL.4.6	Ve yam paam, anim Maaron ndinatu wa. Tauto Maaron imbaaŋ Natu Avuvu ila lolomim. Avuvu tonowen igham ghiit tapoi Maaron taghaze: “Abba, tamaŋ!” 
GAL.4.7	Tovenen aazne, yam anim mbesooŋa sorok muul maau. Pasa, Maaron igham gham anim ye tau ndinatu wa. Ve ighaze ye ndinatu yam, ghoro izamim pa ghamuuŋ nepooŋ poia ila toni. 
GAL.4.8	Muuŋ, yam awatag Maaron maau. Sawa tonenen, yam anim mbesooŋa sorok pa mbeb soroksorok naol to Maaron tau maau. 
GAL.4.9	Eemoghon aazne, yam awatag Maaron wa. Aiss, nasaav vene malep. Maaron to iwatag gham ve igham gham anim le wa. Tovenen pughu vena to aazne yam apul murimim pani, ve aghaze amuul pa gabuamim muŋgina, ve ataghon tutuuŋ naol to taan to ledi tapiridi irau to tiuul gham ne maau? 
GAL.4.10	Aazne, yam matamim iŋgalŋgal sawa to kaiyo iza paghu, ve sawa to ndaman paghu, ve sawa pida to aghur di tinim sawa to suŋuuŋ itaghon ŋgar to yes Yuda. 
GAL.4.11	Tauto agham ghou lolog imbumbu pa uraat tiina to naghami ila lolomim. Pale ighur anoŋa, ma inim mbeb sorok?
GAL.4.12+GAL.4.13	Yam toŋvetaz, aghita. You napul ataam to taghoniiŋ tutuuŋ, ve nataghon yam to Yuda maau ne pa gabuamim. Tovenen aazne, nataŋ roran gham naghaze atoor ŋgar tiam, ve amuul anim ataghon ghou pa ŋgar to you naghamghami. Saveeŋ tiou tonene, nasavia pasa naghaze yam agham sosor payou, nene maau. Yam awatag: Sawa to nalat ve navotia varu poia payam muuŋ, you namorooŋ. Tauto nazalat naneep toman gham. 
GAL.4.14	Moroghooŋ tiou igham pataŋani tiina payam. Eemoghon matamim velegin ghou, ma azurun ghou maau. Yam apakur ghou kat, inimale you aŋela eta to Maaron, ma Yesu Krisi tau. 
GAL.4.15	Sawa tonenen, yam tinimim iza kat pa poia to Maaron to iza tiam. Eemoghon aazne, tinimim iza muul maau. Nene vena? Onoon kat, you nasaav payam: Sawa tonenen, lolomim pa auul ghou kat. Irau aŋguruut mbeb eta payou maau. Inimale yam irau auul ghou pa matamim, tone apasi ve agham payou! 
GAL.4.16	Vena, you nasavia saveeŋ onoon payam, tauto aghaze naghur koi payam?
GAL.4.17	Ndiran to tizuaria di pa ghamuuŋ lolomim, ŋgar todi poia maau. Yes tighaze tigham gham apul ghou, leso ataghon di pa ŋgar todi. 
GAL.4.18	Sawa isob, ighaze tazuaria ghiit pa ghamuuŋ ŋgar popoia, nene poia. Tovenen sawa to naneep toman gham maau, yam irau matamim kisin ŋgar poia ve ataghoni. 
GAL.4.19	O ndinatug, ŋgar to aghami, nene igham pataŋani tiina payou muul. You nanimale liva to apo iyabyab pa popaaŋ. Ve you pale nambaad pataŋani tonene le irau ŋgar to Krisi ivot inim tiina ila lolomim. 
GAL.4.20	Oyai, pale nagham vena payam? Aazne, naneep mala payam. Inimale itiŋa taneep, tone yam agham saveeŋ ila taug avog, ve nasavia saveeŋ popoia pida pa nauul ŋgar tiam.
GAL.4.21	Yam to aghaze aneep ila tutuuŋ samba, asaav payou lak. Yam alooŋ saveeŋ to tutuuŋ, ma maau? 
GAL.4.22	Pasa, Maaron aliŋa to timbooda, isaav tovene: Abaram ndinatu ru. Eez ivot ila to Agar, ye liva to mbesooŋa sorok. Ve ite ivot ila to azuwa Sara to ruum tau. 
GAL.4.23	Liva mbesooŋa natu, ye ivot itaghon ataam to iit tamtoghon to taan. Ve liva to mbesooŋa maau ne natu, ye ivot itaghon saveeŋ mbuaaŋ to Maaron. 
GAL.4.24	Saveeŋ tonene, nene saveeŋ palelaaŋ. Pasa, ndiliva ru tonowen tipatooŋ ghiit pa ataam ru to tamtoghon titaghon di leso yesŋa Maaron tilup di tinim ee moghon. Agar, ye inimale ataam to tutuuŋ to ivot izi lolooz Sinai. Yes to titaghon ataam tonowen, tineep tinimale mbesooŋa sorok. 
GAL.4.25	Lolooz Sinai, nene ineep taan suruvu to Arabia. Agar, ye inimale lolooz tonowen ve ndug Yerusalem to aazne ineep izi taan. Pasa, ndug tonowen tamtoghona tinim mbesooŋa sorok pa tutuuŋ. 
GAL.4.26	Eemoghon Yerusalem tau to ineep izi sambam, tamtoghona tinim mbesooŋa sorok maau. Yes ndug tau. Yerusalem tonowen, to inim iit tinaan. 
GAL.4.27	Pasa, Maaron aliŋa to timbooda, isaav ighaze:
GAL.4.28	Yam toŋvetaz, yam animale Sara natu Isak. Pasa, saveeŋ mbuaaŋ to Maaron inim ataam payam ve anim ye tau ndinatu. 
GAL.4.29	Ve matamim iŋgal imuul ila pa ŋgar to muuŋ Ismael igham pa Isak. Ŋgeu to ivot itaghon ataam to iit tamtoghon to taan, ye ighur pataŋani pa tazi to ivot ila Maaron Avuvu tapiri. Aazne, ŋgar raraate ivotvot. Pasa, yes to titaghon ataam to tutuuŋ, tighurghur pataŋani pa iit to Maaron Avuvu igham ghiit tanim ye tau ndinatu. 
GAL.4.30	Ve Maaron aliŋa to timbooda, isaav vena? Isaav tovene:
GAL.4.31	Tovenen yam toŋvetaz, alooŋ. Iit liva mbesooŋa ndinatu maau. Iit tinaan, ye ruum tau. 
GAL.5.1	Tovenen iit tanim mbesooŋa pa tutuuŋ muul maau. Pasa, Krisi ipas ghiit pa ataam to taghoniiŋ tutuuŋ wa. Tovenen ayoon ariaŋa. Apul tamtoghon tigham gham anim mbesooŋa muul malep. 
GAL.5.2	Alooŋ. You Paulus nasaav ghazooŋa payam tovene: Ighaze alooŋ ndiran tonanan aliŋadi, ve tizir gham leso aneep deŋiamim ila Maaron mata, nene irau uraat to Krisi iuul gham maau. Maau kat. 
GAL.5.3	You nasaav ghazooŋa payam muul. Yam asob to aghaze ataghon ataam to tutuuŋ ve ayok pa tizir gham, yam irau ataghon tutuuŋ to naol ne le isob, ghoro aneep deŋiamim ila Maaron mata. 
