GEN.1.1	Ni fíĉilum fafu, Aláemit nátut fatiya ni ettam.
2CO.1.12	Waf waw waĉilóli me n’jisaloro, wo uomme min uinumóli ugitenóli me búoh buroŋóli ni mof me, fáŋum ni buru, bínini buroŋ banabe, buroŋ baa maagen, buroŋ bajoumulo n’Aláemit. Buroŋ baubu let ni malillo mal arafuhow bujoumulo, bare hum ni gáji gagu gal Aláemit. 
2CO.1.13	Bajut ni siletar sasu so jihiĉulul me waf uce wábulie ni wo jijangae ró me ni wo jujoh ró me. Ban nifiume búoh ᵽan jibil jujoh joon waam dó me ; 
2CO.1.14	to nuomal maa, baje wo buru jujoge, bare let wo ᵽe ; jiffas ñer búoh funah fafu fal éjoul yay yal Ataolal Yésu fiĉigul me, buru ᵽan júsumaet móloli ti may wóli jijae me ésumaet molul.
2CO.1.15	Gafium gaugu go nibaj me, go guĉile min imaŋen imundumen íjoul mbaa buru min mbi jiyab maaro ñáuba. 
2CO.1.16	Maagen mamu, niᵽinorene éjoul bi ni buru, mbiban nífaro bi Masedonia, ᵽúrto níbbañul bo íkiil ijugul min jirambenom ni wo nisohola me bi bújaorom mbaa Yúde. 
2CO.1.17	No nibaj me biinum baubu, nibabaj ᵽiaŋ gailo galejehoe ? Ijoh me bi ekan waf, nih’ijohyojoh ᵽiaŋ ti arafuhow re to, iki baj n’ínje "ey" ni "a-a" mimanur ? 
2CO.1.18	Aláemit naffase búoh firim fafu fo jiŋallul me fukanut firim falimbunenie, fo nihi fulob yaye mbiban ni fúbbañul fulob yaaya. 
2CO.1.19	Injé, Silas ni Tímonte mala Yésu Kirista aamme Añol Aláemit jivareeul, ban aĉila alet "ey" ni "a-a" mimanur ; "ey" barebare eom ni o. 
2CO.1.20	Maagen, Yésu o aamme "ey" yay yaamme ni waf waw ᵽe wo Aláemit alob me esen. Aĉila aĉil me ᵽoᵽ min nuh’uogal Aláemit « Amen
2CO.1.21	O Aláemit faŋaol aliŋene gajogor gagu go nujogoral me ni Kirista, wóli ni buru. Nañendolal, 
2CO.1.22	naŋar fúffasumol min afejolal, ban nabaŋ ni síĉigirolal Biinum Banabe, yagiten me búoh maagen mamu ᵽan ubajal waf waw wo nabaŋ me bi ni wolal.
2CO.1.23	Aláemit naffase búoh wo nijae maa elob let jibij ; íni me nibije, mb’amugom : min ijoh me búoh mat’ibbañ íkail Korent, dáuru jamb’ikanul buyoh. 
2CO.1.24	Let ter wóli jimamaŋ eĉotihen gáinenul ; buru jujojoh liŋ bae ni gáinen gagu. Wo til wóli jimaŋ me, wo uomme etajen ésumayul n’erokor yay ni buru.
2CO.2.1	Injé nijojoh m’biinumom búoh mat’íbbañul bi ni buru jamb’ibbañ ikanul mátañie. 
2CO.2.2	Eno me maagen ínje iĉilul n’jibaj mátañie, ay ñer ᵽan akanom me nibaj ésumay ? Leti hee buru bugo nikan mo me ! 
2CO.2.3	Waĉil me nihiĉulul eletar yauyu, wo uomme jamb’iĉigul ni buru n’jikanom mátañie, buru jaaten me til jiĉilom nibaj ésumay. Ban nifiume búoh ésumayom yolul yom may buru ᵽooul. 
2CO.2.4	Ey, ni mufu ró nihiĉulul eletar yauyu mata ínje ni sílam sámah niomene ban gágogor uguen n’ínje faŋ. Ihiĉulatul yo bi ekanul mátañie, bare til bi egitenul bu níbboliul me faŋ.
2CO.2.5	An aĉil me min mátañie mubaj, let ínje nakan mo, bare níni ti buru ᵽe nakan mo ; ban ívafenut ínje baager buru ᵽe. 
2CO.2.6	Bannur babu bo gammeŋe ni buru gujae me ennur an ahumu ᵽan biᵽilool. 
2CO.2.7	Yo eĉil me juote til juboketol ban ni jisenol buaken, jamb’abil abaj gágogor gafaŋol sembe nár. 
2CO.2.8	Yauyu eĉil me ínje umu n’elaul min jigitenol búoh júbboliolboli. 
2CO.2.9	Nihiĉululhiĉ eletar yauyu mata nimaŋenmaŋ ílingenul min ijuh ter ᵽan jíkanum gurimom bi to. 
2CO.2.10	Anóan o jubokete waf wo nakane, ínje may niboketolboket. Eno me ban baj min mb’iboket an, molul miĉile min ikan yo bújoŋor Kirista, 
2CO.2.11	jambi Seytane ájoum to min abaj bulago bal ebutolal : nuffasale waamme ni biinumol.
2CO.2.12	No niĉih me n’ésuh yay yaa Turoas bi gavare Firim fafu Fásum me faa Kirista, nijuh búoh aĉila Ataw nápegulompegul bulago, 
2CO.2.13	bare biinumom bifiyut mata ijugut bo atiom Tit. Ñer nihato bugaa Turoas min ijow bi ni mof mamu maa Masedonia.
2CO.2.14	Usalal Aláemit, mata nah’akanolal nánonan nugumal ebeŋ yay yaa Kirista ! Ban ni wolal nájoume min akan bugan bugagu n’guffas Kirista tánotan, ní ti gatiŋ gásume gavisore guban babu ᵽe. 
2CO.2.15	Maagen mamu, wolal núnialni ti batiŋoa baa gatiŋ gásume bo Kirista ájie Aláemit, go bugan bugagu ᵽe gujae eun : gajae me eᵽah ti may bugagu gajae me ellim. 
2CO.2.16	Ni bugan bugagu gajae me ellim, gatiŋ gom gal eĉet go nihi gújaenum bi n’eĉet yay ; ni bugagu gajae me eᵽah, gatiŋ gom gaa buroŋ go nihi gújaenum bi ni buroŋ babu. Ban ñer ay aᵽiloe ekan burok baubu ? 
2CO.2.17	Maagen mamu, wolal úniutal ti bugan bugagu ᵽe gaŋare me Firim fafu fal Aláemit min gúbajum to waf. Wolal til maagen mamu mal Aláemit nuh’uvareal bújoŋorol, ni sembe sasu saa Kirista.
2CO.3.1	Gurim gauge egiten yom ᵽiaŋ búoh ban mul jibbañ jisaloro ? Rorene ᵽiaŋ min wóli jisenul siletar sagitene wóli bugay jom, ter buru jisenóli so, ti guce gukane mo me ? 
2CO.3.2	Niegul maa : buru faŋaul juomme eletar yay yalob me móloli ! Eletar yauyu ehiĉihiĉ n’uinumóli, ban bugan bugagu ᵽe guffas yo, bugan bugagu ᵽe gujanga yo. 
2CO.3.3	Ŋannoŋanno búoh buru eletar jom yo Kirista ájoume ni burokóli min ahiĉ yo. Let elankar naŋare nahiĉ yo, bare ni Biinum babu bal Aláemit ahu aroŋ me ehiĉumi. Ebílenuti may ni sival sabaᵽoe baᵽ ti naanaŋ ni 
2CO.3.4	Gafium gagu go wóli jibaj me n’Aláemit mala Kirista go guĉilóli min julob mee. 
2CO.3.5	Maagen mamu, bajut uce wo sembeóli siᵽiloe min jikan wo, bare Aláemit til aĉile min júju jikan waf waw wo jikane mee. 
2CO.3.6	Aĉila aĉile min júju jíni uliŋena bugaa gajogor gagu guvugul gagu. Gajogor gaugu gujoumulat ni gúboñ guce gahiĉihiĉ, bare til ni Biinum Banabe ; gúboñ gagu gufan gagu gúŋareulŋar eĉet, bare Biinum Banabe, bo, buroŋ nihi bisen.
2CO.3.7	Gúboñ gagu guhiĉihiĉ gúbileni ni eval, ban Móis náni aliŋena ala gúboñ gaugu go nihi gúŋarul me eĉet. Bare hani mo, burok baubu baa Móis bubabaj gasal gámah, ban gasal gaugu ni gukan buulol ni biij salsal buvaŋ nihi billeñ malleñ, bireg guñol Israel gújuut gulujol ni buul. Ban bae galleñ gaugu guᵽiout. 
2CO.3.8	Eno me burok babu baa gúboñ gagu bubaje gasal gájaloe, bu ñer babu baa Biinum Banabe mati bubaj me gasal gafaŋe n’gújaloe ? 
2CO.3.9	Eno me maagen mamu burok babu baa gúboñ gagu baĉile me bugan bugagu n’gulo ni bataliŋ babu bal Aláemit bimmemmeŋ gasal, kan babu baa Biinum babu baĉilolal me núnial bugan gaĉole ᵽan bufaŋ m’bimmeŋe gasal. 
2CO.3.10	Nújuale sah uogal gasal gagu gaa maer gurandam gagu gaa no, hani min nihi guijen me salsal, mata gauge gufaŋgofaŋ nár. 
2CO.3.11	Ban eno maagen waf waw waᵽioérit me usalenisalen, bu ñer wawu wajae me éni to bi nánonan mat’ufaŋ me n’usaleni ?
2CO.3.12	Gáhagum gaugu go jibaj mee guĉilóliĉil n’julob ni bugan bugagu ni gafium gámah ró. 
2CO.3.13	Wóli jíkandit ti Móis o nah’aŋar me ésor afut buulol jambi bugal Israel gubil gujuh galleñ gagu gaa buulol, hani min gujae me ékasulo. 
2CO.3.14	Mala bugal Israel, bugo uinumil utojotojo ; bi funah faa jama, gujanga me Firim fafu faa Gajogor gagu Gafan gagu, mati gúju gúnanum fo, mata ésor yay yaĉilil me n’gúpim eroŋ to. Eᵽúnneruti, mata éinen ni Kirista bare yo éjue éᵽuren yo. 
2CO.3.15	Ey, bi funah faa jama, nánonan no gujangae sílebur sasu saa Móis, ni baj ésor efut uinumil. 
2CO.3.16	Bare nánonan no an ahale bakanerol baarat me min ábaho mbal Ataw, ésor yauyu néᵽur. 
2CO.3.17	Ataw ahumu o nulobale mee mola, Biinum Banabe bigitenolal o, ban to Biinum Ataw bom, ᵽan baj to may gáfoilo. 
2CO.3.18	Wolal ᵽoolal bugo uulolal ufuluti me, maije mamu máᵽullo me n’Ataw mújue mujugi ni wolal. Ataw nábahenolal ni búkanum baa Biinum babu, min unogoralol jatit-jatit, ni maije ró mafaŋe nánonan gájalo.
2CO.4.1	Aláemit ni músum mamu mola násenumoli mee burok baube ; yo eĉil me wóli jíllelenut. 
2CO.4.2	Wóli jilalat bakaner bánoban basunenie ter bakani ni makoᵽe, jikanérit waf bi ebut bugan, ban ndi jítigen firim fafu fal Aláemit ; julobelob til bugan bugagu maagen ŋanno ca, min mbi bugo ᵽe gúju gujuh maagen mamu búoh wóli bugan jom gufiumay bújoŋor Aláemit. 
2CO.4.3	Ban, eno me Firim fafu Fásum me fo wóli jivaree me fuŋannout ni guce, fuŋannout ni bugagu bare gajae me ellim. 
2CO.4.4	Bugan bugaubugi gajae mee ellim gúinenut, mata Seytane, aamme ávi ahu ala buroŋ be, nápimepimen uinumil jambi gujuh gajaŋa gagu go Firim fafu Fásum me fisene me. Firim faufu figitene gasal gagu gaa Kirista, o gániol guomme ganur ni gal Aláemit. 
2CO.4.5	Maagen mamu, gavare gagu go wóli jivaree mee let móloli, bare Yésu Kirista aamme Ataw o jivaree mee mola. Wóli uroka jom bare bugolul, dó ᵽe mala Yésu. 
2CO.4.6	Aláemit naage naanaŋ : « Mbi gajaŋa gujaŋen emoĉ yay ! » Ban aĉila faŋaol ajaŋene mee uinumolal min akanolal nuffasal gajaŋa gagu gaa gasalol gaamme ni buul babu baa Kirista.
2CO.4.7	Bare wóli jabaj me fubaj faufu jínini ti sibara siteᵽer so ndi suful me n’efumo, dó ᵽe bi egiten búoh bájalo baubu bájuut mee biligori bujoumulat ni wóli, bare til n’Aláemit. 
2CO.4.8	Mánoman bugan bugagu gúlameneoli, bare mati jihalil n’gúgotenoli ; ᵽan guyogenóli, bare gújuut gukanóli n’jíllelen. 
2CO.4.9	Ᵽan gúlatienoli, bare Aláemit mat’ajundenóli ; ᵽan gubelóli n’ettam, bare mati gufabenóli. 
2CO.4.10	Wóli ubugu min jitebe nánonan ni sinilóli sílam sasu sal eĉet yay yaa Yésu, min mbi may buroŋ babu bola bujugi ni sinilóli. 
2CO.4.11	Maagen mamu, mánoman juom ni buroŋ, wóli ubugi min jíᵽimbore nánonan n’eĉet yay mala Yésu, min mbi buroŋ babu bola may bujugi ni sinilóli sajae me ebil siĉet. 
2CO.4.12	Mamu, eĉet yay uyu ni burok ni wóli, bare buroŋ babu, bo, ubu n’erok ni buru. 
2CO.4.13	Bahiĉer babu buoge : « Níineyinen, yo eĉil me nilob isenul
2CO.4.14	Ey, wóli jiffase búoh Aláemit naileyilen Ataw Yésu ni gaĉet me, ban may ᵽan ailenóli manur ni Yésu, min akanóli n’jinamo tiñ tanur ni o ni buru ró. 
2CO.4.15	Maagen mamu waf wauwu ᵽee wo wóli jumutene mee, molul jumutenum wo, tima gáji gagu gal Aláemit n’gúju gugor bugan gafaŋe jammeŋ, min mbi may gasal gagu go bugan bugaubugi gusale me Aláemit gufaŋ n’gújaloe.
2CO.4.16	Yo eĉil me ñer jamb’úllelenal. Hani min sinilolal sihajene me jatit-jatit, bare ñáraruolal ñuvuguletevugulet funah-ó-funah. 
2CO.4.17	Maagen mamu, sílamolal saa babe ni mof, mánoman sítañie, bare sivilivili ban silet n’eᵽio : so mbi siĉilolal me min ubajal gasal gáamah. Gasal gaugu gaa bi nánonan gom, ban go gufaŋe fúf sílam sausu. 
2CO.4.18	Yo eĉil me ukanutal sifituolal ni waf waw wajugei me, bare til ni wawu wajugériti me, mata waf waw wajugei me nd’uᵽio, bare wawu wajugériti me, wo, uᵽioeᵽio bi nánonan.
2CO.5.1	Maagen mamu, nuffasale búoh enil yay yololal yaa babe ni mof énini ti fúggut dó nuĉinale fajae ebil fuhajen. Fuhajen me funah, ᵽan ubajal n’émit yaŋ yaa bándor yo Aláemit ateᵽe, yalet bateᵽer baa guñen arafuhow. 
2CO.5.2	Ban jama min uomal maa ni sinilolal saa babe ni mof, wolal ubugu n’éil, mata gaᵽinorolal ᵽe min mb’Aláemit asenolal sinil saa n’émit síni saŋolal. 
2CO.5.3	Maagen mamu, eno me nubajale sinil sausu, Aláemit mat’ajogolal bugan gaam sinil sirakel. 
2CO.5.4	Maer no nuomal maa ni sinilolal use saa babe ni mof, wolal ubugu n’éil mala sílamolal sájalo mee. Let ter numaŋalmaŋ úᵽurenal sinil sausu sajae me ebil siĉet, bare numaŋalmaŋ uoᵽoal sinil sasu sañumut me eĉet, tima buroŋ babu m’bímer waf waw waat me uĉet. 
2CO.5.5	Aláemit faŋaol akane min dáuru dúju dibajolal, ban nasenolal Biinum Banabe bíni fugabolal fítiar faa gubaj gagu go najae me esenolal. 
2CO.5.6	Yo eĉil me nuotale nánonan ubajal gafium. Nuffasale búoh nánonan no nuroŋale ni sinil sausu sal arafuhow, buroŋ nuomal ni bo báhatuloe Ataw. 
2CO.5.7	Yo eĉil me let ni waf waw wo nujugale me núroŋumale, bare ni gáinen gagu. 
2CO.5.8	Ey, nubajale gafium gámah, ban numaŋenale úᵽural ni sinil sause min uolal uk’uĉinal to Ataw aamme. 
2CO.5.9	Yo eĉil me, únial ni sinil sause-ó, úᵽural ni so-ó, wafaŋ me ejogolal ᵽe, wo uomme min úsumal Ataw. 
2CO.5.10	Maagen mamu, funah fice, wolal ᵽe ᵽan uiyal bújoŋor Kirista min ataliŋolal. Funah faufu, ánoan ni wolal ᵽan ayab bacam babu baa wo nakan me ni buroŋol babe ni mof : maaro nakane ter maarat.
2CO.5.11	Nemme wóli jiffase waamme eroŋ ni gákanum dó Ataw, yo eĉil me n’jíni n’eliᵽ ekan bugan bugagu min gúbahoul mbaa ni o. Aláemit naffase wóli juomme bugay, ban níinene búoh buru mo may jiffasóli mee. 
2CO.5.12	Min julobe maa, jilet n’esalenoro bújoŋorul, bare til jimamaŋ jigitenul waf wo mb’uĉilul me n’júsumaet móloli ; mamu ᵽan júju jíbal bugan bugagu galiᵽe me gasal ni waf waa jujugom min guhat waamme ñáraru uinum waw. 
2CO.5.13	Maagen mamu, íni me bugan bugagu ban gujogóli ti utea ni guhow, mala Aláemit jínium mo ; bare íni me gujogóli bugan gaam apuñil, molul jínium mo. 
2CO.5.14	Maagen, gábboli gagu gaa Kirista gúĉibbenoliĉibben, wóli játallo me búoh aĉila nevonol aĉele bi mala bugan bugagu ᵽe, yaamme ñer búoh wolal ᵽe nugumalgum eĉet yauyu ni o. 
2CO.5.15	Naĉele mololal wolal ᵽe, mamu wolal jaroŋ me jambi ubbañal uroŋal bi ni wolal faŋaolal, bare bi ni an ahumu aĉet me ban naiyul n’eĉet yay mololal.
2CO.5.16	Yo eĉil me, maemma wóli julujérit an ni gániol gajugei me gal arafuhow ; hani min jiffasen me Kirista ni gáni gaugu, maer jibbañut jiffasol ni go. 
2CO.5.17	Iní me an najogore ni Kirista, an ahumu búuwenum buvugul nam : gániol gátinar gunemoe, nabaje maer gace guvugul. 
2CO.5.18	Ban dáuru ᵽe n’Aláemit dujoumulo. Ni Kirista nakanolal núsumal ni o, nasenolal ᵽoᵽ burok babu bal ekan bugan bugagu n’gúsum may ni o ; 
2CO.5.19	yoemme ñer, Aláemit nasenólisen firim fafu fal egiten bugan bugagu búoh ni Kirista nájoume min ásumenor mof mamu ni o faŋaol, m’bakanut ni gaᵽin utilil.
2CO.5.20	Wóli ñer bugan jom bugo Kirista aboñe bi elob ni gajow gola. Gurim gagu go wóli julobul me, níni nan Aláemit fumumol avogeul. Wóli ubugi n’elaul waf wauwe ni gajow gaa Kirista : jihat Aláemit nakanul n’jibbañ júsum ni o ! 
2CO.5.21	Kirista o nuffasal me búoh akanut gatil gánogan, Aláemit nakanol naoᵽo util waw wololal, min mb’újoumal n’aĉila Kirista min mb’Aláemit ajogolal bugan gaĉole.
2CO.6.1	Nemme ñer wóli jurokodokor n’Aláemit, yo eĉil me wóli ubugu n’elaul juogul : jambi jihat gáji gagu go jiyab me ni o min gúni gáji garakel ni buru. 
2CO.6.2	Maagen mamu, Aláemit naaseh :
2CO.6.2	« No tinah talu táari me tiĉige, níttunettun galai.
2CO.6.2	No funah fafu faa min iᵽageni fiĉige, nirambeneiramben
2CO.6.2	Juutten ! Maer tinah talu táari me tiĉige, funah fafu no Aláemit ajae me eᵽagen bugan bugagu fiĉige. 
2CO.6.3	Wóli jimaŋut jiĉil an naloŋen min alo ni gatil, jambi an abil áju alob maarat aya ni burokóli. 
2CO.6.4	Bare til, ni waf waw ᵽe wo wóli jikane me, jigitengiten búoh wóli fumumóli uroka jom bugal Aláemit. Ni burok baubu, jiteteb n’emuten yámah ró sílam, buyoh, ni bíyih ; 
2CO.6.5	gutególiteh, n’gujogóli iki gukul, n’guinnul ésuh yay bi ni wóli, ban ni gumugóli ni burok, gúfiroli gámori ni fitiñ. 
2CO.6.6	Jurondoŋ buroŋ baĉole, ban n’jibaj gaffas gajoumulo n’Aláemit ; jumutemuten ban n’júsum ni bugan bugagu ; Biinum Banabe ubu ni wóli, ban ni júbboli bugan bugagu maagen mamu. 
2CO.6.7	Ni búkanum baa sembe sasu sal Aláemit jivaree bugan bugagu firim fafu faa maagen. Bakaneróli baĉol mee bo buomme gañóli gaa fitih : gal eteh ni gal égaden. 
2CO.6.8	Guce ᵽan gusalóli, bugagu ni guĉotihenóli ; guceil ni gujelóli, bugagu n’gulob maaro guya ni wóli ; guce mul ni gujogóli uᵽula-sulob, ban maagen julobe. 
2CO.6.9	N’gujogóli ti bugan bugo guffasut ban guffasóli ᵽe, n’gujogóli ti bugan gaam n’eĉet ban bae wóli ubugu m’buroŋ. Nihi gúlatienoli, bare gújuutoli emuh. 
2CO.6.10	N’gukanóli n’júgogor, bare wóli ubugu nánonan n’ésumay. N’gujogóli ti bugan galege nár, bare wóli ubugu min jikane me bugan gammeŋe n’gúni usanum. Wóli jínini ti bugan gabajut wáfowaf, bare jibaje waf waw ᵽe.
2CO.6.11	Buru bugaa Korent, wóli julobullob maagen mamu, julobullob waf waw ᵽe waamme n’uinumóli. 
2CO.6.12	Wóli jilalut egitenul gábboli gagu góloli, bare til buru fumumul jilalóli me. 
2CO.6.13	Maer ban ilob ni buru ti nihi jíni me guñolom iegul : júbbolioli may ti wóli júbboliul me, ban jípeguloli uinumul !
2CO.6.14	Jambi júguñor ni bugan bugagu gáinenut me ni Kirista. An aĉole nájue ᵽiaŋ ategori ni an ákanumut Aláemit ? Maŋannoe mújue mujaor n’emoĉ ? 
2CO.6.15	Kirista ᵽiaŋ nájue ajamor ni Seytane ? An áinene ni Kirista ni an áinenut ni Kirista wa guogore ? 
2CO.6.16	Gajamor bu gújue gubaj tutor gávi gagu gal Aláemit ni siᵽaŋ sasu ? Maagen mamu, wolal uomal me gávi gagu gal Aláemit aroŋ me, ti aĉila fumumol alob yo me aah :
2CO.6.16	« Ᵽan iĉin ni bugo, ᵽan iroŋ n’etulil,
2CO.6.16	ᵽan íni Aláemilil, ban bugo ᵽan gúni ésugom
2CO.6.17	Yo eĉil me Ataw naah :
2CO.6.17	« Júᵽur ni bugan bugaubugu, jihalor ni bugo ;
2CO.6.17	jambi jugor waf wasigoe.
2CO.6.17	Júttun me firimom, ᵽan ialenul
2CO.6.18	« Ᵽan íni ᵽayul,
2CO.6.18	buru ᵽan jíni úᵽurom ni sújurom.
2CO.6.18	Maumu ínje Aláemit-Sembe ilobe
2CO.7.1	Gutiom bugo níbboli me nár, nemme Aláemit nalobe esenolal waf wauwu ᵽe, kan nuotale úᵽural ni wáfowaf ᵽe wájue usigen sinilolal ter uinumolal. Uakenal min gákanum Aláemit gújaenumolal uk’ubanal éni maagen mamu bugan ganabe.
2CO.7.2	Jípeguloli uinumul ! Wóli jibijut ni ánoan, juloenut an, ban may jubutut an min jiŋar wafol. 
2CO.7.3	Nilob maa let bi fujogul nílobum yo ; ti nilob yo me iban, buru ubugu n’uinumóli, ban bajut waf wájue úᵽunnul dó : nuĉelale-ó, nuroŋale-ó, ᵽan jíni to me n’uinumóli. 
2CO.7.4	Nibabaj gafium gámah ni buru, ban nísumaete faŋ molul. Ni sílamoli ᵽe so jujuh me, nibajdóbaj buaken faŋ, ban ésumay yámah efaĉom mala yo.
2CO.7.5	Maagen mamu, no jiĉih me Masedonia, jibajut bo gáelo gánogan, bare til sílam sánosan jibajsobobaj : bútaj tíyaŋ, gáholi ñáraruoli. 
2CO.7.6	Bare Aláemit o nah’asafor me bugan bugagu gádeume me, nasaforólisafor n’éjoul yay yaa Tit, 
2CO.7.7	ban let ejoulol bare esaforóli, bare ᵽoᵽ min alobóli me bu buru faŋaul jisaforol me nogor. Nalobólilob bu buru jimaŋ me faŋ ebbañ jujugom. Nalobóli ᵽoᵽ mala eteh mahat yay yolul, ni bu jírihenom me nogor bújoŋor ulatorom. Waf wauwu ᵽe ukanomkan min ifaŋ nísumaete.
2CO.7.8	Ey, hani eletar yay yo nihiĉulul me ekanulkan n’júgogor, ĉilutom min ijoh émiremma. Maagen, nijogenjoh émiremma no nijuh me búoh eletar yauyu ekanulkan n’júgogor maa. 
2CO.7.9	Bare maer ínje umu n’ésumay : let mala min ikanul me n’júgogor, bare mala min gágogor gaugu guĉilul me n’júvu búsol buroŋul baarat me, min jíbaho jiŋar buroŋ buvugul. Gágogorul gujaojaor ni búnongum Aláemit, yo eĉil me n’gaᵽinoróli wóli juoge jikanutul maarat mánoman. 
2CO.7.10	Maagen mamu, gágogor gajaore ni búnongum Aláemit gukanekan buroŋ bal an m’búbaho, min ĉilol naᵽah m’bajogut émiremma mala gágogor gaugu. Bare gágogor gajoumulo ni bakaner babu baa mof me gúŋareulŋar eĉet. 
2CO.7.11	Jujuh wo gágogor gaugu gajaor mee ni búnongum Aláemit gukanul me : Mo jusommene n’ebet waf waw ni ganab ! Mo jújue elaw gaboket ! Mo waf waĉolut ukanul bitiña-fiiñ ! Mo jíkanume Aláemit ! Mo jusommene bujugom ! Mo jiakene n’ekan maĉole ! Mo jújue ejjonen waf waĉolut ! Ni bakanerul ᵽe jigitengiten búoh n’elob yauyu buru jiffasenut to wáfowaf.
2CO.7.12	Min ihiĉulul mee eletar yauyu, let ter an ahu ageĉ me aĉile, let ᵽoᵽ ter an ahu o nageĉ me o aĉile, bare nihiĉululhiĉ bi egiten ŋanno ca bújoŋor Aláemit gailo gagu gáari me go jibaj me ni wóli. 
2CO.7.13	Yauyu eĉil me wóli n’jibaj buaken.
2CO.7.13	No wóli jujuh me ésumay yay yaamme ni Tit, mala min buru jikan me biinumol m’bifilo, ésumay yámah néni ni wóli etajen to buaken babu bo wóli jibaj me. 
2CO.7.14	Eno me nikakan iruĉen jatiito no nilobeol me molul, kanutom ñusu. Ti julobeul me nánonan maagen, mo may Tit ajuh me búoh esal yay yo wóli jisalul me bújoŋorol maagen dom. 
2CO.7.15	Ban Tit ake me aosen bu júttunol me ᵽooul ni bu jialenol me súndoul ni gákanum n’etelenor nímoro, gábboli gagu go nábboliul me n’gufaŋ n’gújaloe. 
2CO.7.16	Ey, súmomsum nár mata niffase búoh níjue íhagum ni buru ni wáfowaf.
2CO.8.1	Gutióli, wóli jimaŋe jikanul n’jiffas bu Aláemit asen me sijangu sasu saamme ni mof mamu maa Masedonia gájiol. 
2CO.8.2	Bugan bugagu gaamme ni sijangu sausu guteteb sílam sámah, bare ésumail éjalojalo nár iki nihi gugiten músum mámah hani min guomme bugan galege faŋ. 
2CO.8.3	Gusesen wo gúju me gusen, ban gusesen sah iki faŋ to, ni biinum bájebie. Injé níjue ilob yo mata nijuge táh. 
2CO.8.4	Gulaólilaw faŋ mala min jihalil n’gukan to gañenil ni burokóli baamme baa garamben bugan bugagu bugal Aláemit gaamme baubu Yérusalem. 
