MAT.1.1	Gëtabu ga mwango wamwa Yesu Kiristo, mwana wamwa Daudi, mwana wamwa Iburahamu. 
1TI.6.9	Ëgweeso avoo unë vëufenja utendeka aghwarë vëugwëëraa mu maghemwa, na ukwatiwa gënya mutegho nëuguvasachaa veeso uhanga nkumbu nyingë ya gëfutu na ya uvaria. Nkumbu iyii yiuvajubulëya antu mu uruvëki në uvë. 
1TI.6.10	Gusoko uyanja hela, në mwiiri wa uvë woong'ë. Në ukëërëa nkumbu ëyëë nëti a ntundo antu vangëja vadahie urekanuka kurengë na uhuvëi, na nkhoo yawe yahomiwe itambëëmwe na uvavi në wingë. 
1TI.6.11	Ëgweeso mwino kunë veve Timoteo, mutumami wa Muungu, rekanuka na mantu ayaa oong'e në mavë. Ikunkunyaye utënda tutë, utënda nëëgumuyanjisya Muungu, umuhuvëa Kiristo nanguu nanguu, uvayanja antu vangëja, ughimu na untu në uja. 
1TI.6.12	Ihome wihomi në uja wa uhuvëi. Kwatëëra ufanga wa khae na khae në Muungu wagwëtanie veve uduve uduvi mwino urui. Ukëërëa uhuvëi urui ukumwue ukumwui në uja nëwautëndie usonge a masudanga vingë. 
1TI.6.13	Usonge a Muungu në ugusachaa ufanga u mantu oong'e, na usonge amwa Kiristo në mung'ë a usudanga wakwe usonge amwa Fontio Filato agatenda ukumwui në uja. 
1TI.6.14	Nene nguguraghëëya veve ukwatëëra maraghëëyo në nene nagufie vee, faka itiku në Yesu ujie udwëëra. Nësa utende vii, gutie muntu mba umwe në ugurighëëtya ivë. 
1TI.6.15	Muungu wamudwëëya muforiwa nanë Mwibali në müküü në umwedu mu itungo në rënoneye. Uyui unë Mutemi wa atemi na Müküü wa akuu. 
1TI.6.16	Mweeso imwene unë atiukuyaa na uguduvaa mu weru në gutie muntu nëudahëtë uhumbeera. Mweeso unë gutie muntu nëwadahie umwona mba ugudaha umwona. Kunë mweeso ëtendeke üküü nanë udaho khae na khae. Amini.
1TI.6.17	Mwino gwa aghwarë va mu urëmi urui, varaghëëye veeso vëtaje gijaghumbua, mba uvëka ighonje rawe gunto a ughwarë nëukëanëye. Ëgweeso uvëka ighonjë rawe kunë Muungu në ugugufaa sese ughwarë itambëëmwe na mantu oong'e nëëgugutëndaa sese guduve gwa uyanjo. 
1TI.6.18	Veeso nëvëtende vija. Vëtendeke aghwarë gwa utënda ntendo në njija, vekegisëmëa ufunya maari awe gusoko a antu vangëja. 
1TI.6.19	Uvii veeso vëgivëkëye mpamba nküü gwa matiku në ëjie usonge, gusoko veeso vëdahe ukwatëëra ufanga unë ufanga wa tutë. 
1TI.6.20	Timoteo, ghoja rasëë në Muungu wagufie veve. Utategheeye sang'ida në ëtina ikuryo kunë Muungu na sang'ida a gëfutu mwino antu vangëja vëutaana ihaa, ëgweeso ti ihaa ra tutë. 
1TI.6.21	Gusoko gwa utanantya ërëë antu vangëja varekie uhuvëa masëyo në a tutë a uhuvëi.
1TI.6.21	Mboto itendeke kunë veve.
2TI.1.1	Paulo, mutumwa wamwa Kiristo Yesu. Gwa mafënji a Muungu gwa uhonga na iraghano ra ufanga në wë mukhatë amwa Kiristo Yesu. 
2TI.1.2	Kunë Timoteo, Mboto gëhe nanë majëghana ufuma kunë Muungu Tata nanë Kiristo Müküü witu.
2TI.1.3	Nene ngufunyaa asi kunë Muungu në nene ngumwitumëkëa gwa nkhoo në njija, mwino vatëndie va tata vane. Mu itungo në nene nguromba nëgukumbukiwe vee faka. 
2TI.1.4	Nene nëkumbukiwe mihori ako, na nene ngufenjaa mumwë nanë utiku ugona veve, gusoko nëdahe gijuwa uyanjo. 
2TI.1.5	Nene nëkumbukiwe uhuvëi wako wa tutë, uhuvëi naarë ugikhaa kunë nyokuu wako Loisi, nanë nyokwe Eunike na itungwee nene nëmanyie tutë ugëkhaa mukhatë ako.
2TI.1.6	Nene ngufenja veve ukumbukwe ugësoseya gëfewa ga Muungu nëgëmukhatë ako, ukëërëa mëkhono në nene naguvëkëa gunto ako. 
2TI.1.7	Gusoko Muungu inagufaa sese nkhoo a wova, ëgweeso wagufee sese nkhoo a udaho nanë uyanjo na nkhoo nëëmoomo. 
2TI.1.8	Uvii utaonee mënyaa umusudangëa Müküü witu, mbesa gusoko ane nene nënëmutungwa wakwe. Ëgweeso gwa udaho wa Muungu khuvëa na nene mung'ë a makhasëko ane gusoko a Sayu Njija.
2TI.1.9	Muungu wagutyoe sese na ugwëtaana sese itambëëmwe na iëtaanwa në ryeru. Ti uja wa mëëmo itu ëgweeso uja wa ndolyo akwe mughonjo nanë mboto unë mweeso wagufee sese mukhatë amwa Kiristo mëakha mingë nëakëire. 
2TI.1.10	Na itungwee wadahie gikunukuwa ukëërëa gidwëëya gwa Mutyoi witu Kiristo Yesu. Mweeso waheiye ikuya nanë wetie ufanga nanë ufanga wa khae na khae mu weru ukëërëa Sayu Njija.
2TI.1.11	Gusoko a Sayu Njija ëyëë nene nahwaniywe nëtënde në mutanantii na mutumami na musëyi. 
2TI.1.12	Gwa uvii nene nguvaara mwino nguvaara. Ëgweeso nene ntigona mënyaa, gusoko nëmumanyie wasuu në nene nëmuhuvëe. Nene nëmanyie tutë mwino mweeso wina udaho wa ugëghoja gasëë faka itiku ra mpeo, gasëë në mweeso wagëmpee.
2TI.1.13	Honga nyinkhori a nkhani ya tutë në veve wadahie uyitëgheeya ufuma kunë nene, mung'ë a uhuvëi nanë uyanjo unë ë mung'ë amwa Kiristo Yesu. 
2TI.1.14	Ghoja tutë në adahie uvëkwa kunë veve gwa udaho wa Mwahu Mweru nëuguduvaa mukhatë itu.
2TI.1.15	Nene nëmanyie tutë mwino veve umanyie mwino antu voong'e va umukoa wa Asia vandekie nee. Na mukhatë a vasaa në Figelo nanë Herimogene. 
2TI.1.16	Nene nguromba Müküü avafe gëhe antu va ukhaya amwa Onesiforo, gusoko mweeso faka wendie umëtenda nkhoo ane ëyanje. Mweeso inendaa gona mënyaa gusoko a nene utendeka në ugëtungo. 
2TI.1.17	Ëgweeso nënaa mweeso wafika u muji wa uRumi mweeso agampenja gwa nkumbu faka wang'anga. 
2TI.1.18	Müküü amufee mweeso gëhe mu Itiku ëroo ra mpeo. Veve umanyie vija utumami wakwe woong'e nëwaufunyiye kunë nene uko Efeso.
2TI.2.1	Veve mwanane, utende wina nguu mung'ë a mboto në ëmukhatë amwa Kiristo Yesu. 
2TI.2.2	Na asaa nëwayatëgheeye ufuma kunë nene usonge a masudanga vingë, vafe antu në ahuvëi, në vëudaha uvasëya antu vangëja. 
2TI.2.3	Khuvëa mu makhasëko mwino musikee në muja wamwa Kiristo Yesu. 
2TI.2.4	Gutie musikee në ugitumaa mwëmo wakwe wa usikee nëugihangënkhania mu mantu a uduvi wa antu nëti asikee. Gusoko ndolyo akwe nëumuyanjisya muntu uyoo unë wamwandëkie mwëmo wa usikee. 
2TI.2.5	Muntu nëuginisya winisyo wa umanka atiuriechwa ngaa faka mweeso nëwahuma gwa uhonga seria yoong'e. 
2TI.2.6	Në murëmi nëugurëmaa gwa nguu unë unoneye ula nkhari ya mwandyo ya u muunda wakwe. 
2TI.2.7	Ghemanëya nanguu në nene nguhanya, gusoko Müküü ugugufa veve umanyi mu mantu oong'e.
2TI.2.8	Mukumbukwe Yesu Kiristo, nëwafëtiywe ufuma gwakuyi, nëwafafiwe ufuma ufafo wamwa Daudi, mwino sayu ane në njija eguhanya. 
2TI.2.9	Sayu Njija në nene ngukhasiwaa na nguyaa mëkhova mwino muhutii. Ëgweeso ukhani wa Muungu utiudaha utungwa na mëkhova. 
2TI.2.10	Gusoko ësëë nene ngughimëëyaa mantu oong'e në makaku gusoko a antu nëvahwaniywe. Uvii veeso noo vëdahe uhanga utyoi ufuma kunë Kiristo Yesu itambëëmwe na uküü nëutina mpeo.
2TI.2.11	Gusoko murighëëtyo uruu wa tutë:
2TI.2.11	Nësa gwadahie ukuyaa itambëëmwe na
2TI.2.11	mweeso, sese gwinjë noo
2TI.2.11	uduva itambëëmwe na mweeso.
2TI.2.12	Nësa sese gufwaghëëra ughimëëya,
2TI.2.12	sese gwinjë noo gibala itambëëmwe na mweeso.
2TI.2.12	Nësa sese gumukhana mweeso,
2TI.2.12	mweeso noo winjë ukhana sese.
2TI.2.13	Nësa sese gutiuhuvëe,
2TI.2.13	mweeso winjë ufwaghëëra utenda muhuvëi,
2TI.2.13	gusoko mweeso atiudaha gikhana mughonjo.
2TI.2.14	Vakumbukëye veeso mantu ayaa, na uvaraghëëya veeso usonge a Muungu vëkhondye gikhuva gwa nkhani. Nkhani mwino yasii itikweti ryana mbanduvë, ëgweeso gutufu yiuvavaryaa antu nëvëutëgheeya. 
2TI.2.15	Ikunkunyaye giraghëëra mughonjo kunë Muungu mwino muntu nëunoneye, mutenda mwëmo unë atiufenja givirya mënyaa. Sëya vija ukhani wa tutë. 
2TI.2.16	Ineghe na murighëëtyo në wa gëfutu në ti wa dini, gusoko vinjë ufwaghëëra ino mu uvë. 
2TI.2.17	Na murighëëtyo wawe winjë uvalya gwa njëa në ikwëte na mudusyu. Mukhatë a vasaa në Himenayo na Fileto. 
2TI.2.18	Veeso vayaghae ufuma u tutë gwa ukwatëëra mwino ufëtyo wa akuyi wakeire. Veeso vëukhundughusya uhuvëi wa antu vangëja. 
2TI.2.19	Ëgweeso musiingi në ukhamu wa Muungu, wina gëmanyëko chëëkë: “Müküü uvamanyie antu vakwe,” na “Vasaa unë vëurëtaana rina ra Müküü inoneye vëfentuke kurengë ufuma utenda në mavë.”
2TI.2.20	Mung'ë a nyumba në nküü tiese gwina maifee a sahabu na hela gutufu, ëgweeso angëja a mëtë na angëja a irongo, angëja ina ikuryo na angëja itikweti. 
2TI.2.21	Nësa muntu woong'e ugioya mughonjo ufuma u asaa nëamënyaa, uvii mweeso winjë utenda gëfee gusoko a utumami wa ikuryo. Na utumëwa na müküü wa nyumba, wighondanëye gusoko a mwëmo nëuja. 
2TI.2.22	Uvii itëje nkumbu yoong'e ya ubalanda. Tendeka wë muhuvëi, wina uyanjo nanë majëghana. Veve inoneye utende vii itambëëmwe na voong'e avoo unë vëumurombaa Muungu ufuma unkhoo në njeruchwë. 
2TI.2.23	Uhite sang'ida ya gëfutu, nëëtikweti ryana mbanduvë. Veve umanyie mwino sang'ida yasii yiusachaa wikhuvi. 
2TI.2.24	Mutumami wa Muungu inoneye atatendee mwikungumi, ëgweeso atende gwa a antu voong'e, nëudahëte usëya, na mughimu. 
2TI.2.25	Mweeso uguaghoraa avoo nëvëufëngaa. Muungu udahëtë fangëja uvafa veeso iyoma ra ufea na umëmanya tutë. 
2TI.2.26	Na veeso vëdahe ginegha ufuma u mutegho wamwa ibilisi, nëvatungiwe na mweeso vëtende mafenji akwe.
2TI.3.1	Ëgweeso veve manya ërëë, mwino mu matiku a umpeo gujie udwëëra matungo a holota. 
2TI.3.2	Gusoko antu vinjë giyanja aghonjo, vinjë uyanja hela, anyagëdida, anyagijaghumbua, atukani, antu në vëtivakuriye afafi vawe, në vëtina irumbi, antu në vëtina ikuryo kunë Muungu. 
2TI.3.3	Antu në vëtina untu, vëtiufenja uvaonea uvavi antu vangëja, anyauregheegheya, antu në vëtigibalëtë aghonjo, akharë, nëvëhwëtë uja. 
2TI.3.4	Antu në ahongeeri, nëvëtikeere antu vangëja, në vëgikumajua, në vëyanjëtë uja ukëra umuyanja Muungu. 
2TI.3.5	Veeso vina wikhori wa antu në veru ëgweeso vëukhana nguu ya Muungu. Rekanuka na antu mwino vasaa. 
2TI.3.6	Gusoko mukhatë a veeso unë avoo nëvëgingëa mu makhaya a antu na uvahora gënya antu në atughwa akhema në afutu, nëvënempewe na mahutye awe na uvayaghaya gwa nkümbü hiya hiya. 
2TI.3.7	Akhema avaa vëufenja gësëya ufuma u muntu gëkaku na kamwe vëtiufikëa umanyi wa tutë. 
2TI.3.8	Mwino Janesi nanë Jamburisi nëvëgamufënga Musa, uvii antu avaa noo vëumëfëngaa tutë, antu në ihaa rëruvekie na veeso tutë vague mu uhuvëi. 
2TI.3.9	Ëgweeso veeso vëtiufika kurungë, gusoko ufutu wawe winjë utënda wë daaji gwa antu voong'e, mwino uroo wa aghosya avoo në vavëë.
2TI.3.10	Ëgweeso veve wahongie mas'eyo ane, mwenendo wane, na ilengo rane ra uduvi, uhuvëi wane ughimu wane, na ughimu na ukhamu. 
2TI.3.11	Malwe na makhasëko ane, mantu nëang'angie kuuko Antiokia, Ikonio na uListira na mu malwe nënayaghiimëëye na Müküü agantyoa na asaa oong'e. 
2TI.3.12	Tutë antu voong'e unë vëufenja uduva uduvi wa gëmuungu mukhaya amwa Kiristo Yesu, antu vëjie uvakhasya. 
2TI.3.13	Ëgweeso antu në avë nanë antu nëvëughemaa weegheeghe vëufwaghëëra utendeka avë itiku gwa itiku. Veeso vëuvakhonga antu na antu vangëja vëuvakhonga na ukhongwa.
2TI.3.14	Ëgweeso mwino kunë veve, fwaghëëra ukwatëëra mantu asaa mwino antu vagusëiye veve na mwino veve wahuvëe. Veve noo umanyie në va yanyu nëvagusëiye veve mantu ayaa. 
2TI.3.15	Gusoko ufuma ung'ënya wako veve umanyie Maandëko në Meru unë ina udaho wa ugutongeera veve uhange utyoi gwa umuhuvëa Kiristo Yesu. 
2TI.3.16	Maandëko oong'e Muungu wayaehere nkhoo a ufanga mukhatë ayo. Ënoneye uyatumëa gwa usëya, gwa uvakenea antu, gwa uvaghoora na gwa uvasëya mu tutë. 
2TI.3.17	Uvii atumami va Muungu vëukhondekeka mu udaho woong'e nanë usëywa utenda ntendo yoong'e në njija.
2TI.4.1	Nene nguguraghëëya veve usonge a Muungu nanë usonge amwa Kiristo Yesu në ujie uvaramwua antu në afanga nanë vakure, nanë idwëëra rakwe nanë utemi wakwe: 
2TI.4.2	tanantya ukhani wa Muungu, ëse wighondanëye gwa matungo në ënoneye nanë ëtinoneye. Veve inoneye uvakhanëa antu mantu nëvayatëndie vivë, uvakenea nanë uvafefeheya. Fwaghëëra ughimëëya na usëya. 
2TI.4.3	Gusoko itungo rëjie në antu vëjie uhita masëyo në atutë. Ëgweeso, gusoko vina matwë në ëgwagha, veeso vëjie gihangwëëya maburi na maburia asëyi nëvëjie uvasëya asaa në ëmünkümbü yawe. 
2TI.4.4	Veeso vëjie ukhondya utëgheeya masëyo a tutë na vëjie ufëtukëa mahumo a uregheeghe. 
2TI.4.5	Mwino kunë veve, matiku oong'e veve wibale mughonjo, ghimëëya makhasëko, tenda mwëmo wa utananti, hinëntëya mwëmo wako wa utumami.
2TI.4.6	Gusoko nene nighondanëyaa mu itungo ra umiminwa. Itungo ranë ra uwuka mu uduvi urui raghea. 
2TI.4.7	Nene nihomie wihomi në uja, nameeye uduvi wane, nahuvëe faka mpeo. 
2TI.4.8	Ufuma itungwee nanë matiku në ejie nëindëwe na ngaa a tutë, në Müküü wanjikëye, në muramwui wa tutë nëujie umpa nene mu Itiku rasëë. Na ti nene gutufu ëgweeso noo gwa voong'e në vindëe ukunukuwa kunë mweeso.
2TI.4.9	Ikunkunyaye uje künu ruvi. 
2TI.4.10	Gusoko Dema, gwa uwuyanja urëmi uruu wandekie nene na wendie uTesalonike. Kireseni wendie uGalatia na Tito wendie uDalimatia. 
2TI.4.11	Luka imwene wë itambëëmwe na nee. Muhoreeye Mariko muje itambëëmwe mwinakwe. Gusoko mweeso unonëye vija mung'ë a mwëmo. 
2TI.4.12	Nene namutumie Tikiko uko Efeso. 
2TI.4.13	Itungo në veve ujie, eteeya khaanju në nene namërekie kunë Karipusi uko uTuroa. Kangë noo ëtëëya vitabu nanguu iyio në vitëndiwe gwa mëkunja a maimwana. 
2TI.4.14	Alekisanda mutyana wa machuma wambaariye gwa njëa nyingë. Müküü winjë umurëfa gwa uhonga na ntendo yakwe. 
2TI.4.15	Veve wighoje na mweeso gusoko wafëngie gwa nguu sayu itu. 
2TI.4.16	Itungo ra mwandyo nënaa nene nginenera mung'ë a Barasa,
2TI.4.17	Ëgweeso Müküü agaëmëka gu uvaru wane. Mweeso wampee nene nguu ya utanantya sayu, uvii antu va ndughu ingëja vëdahe utëgheeya. Uvii nene nëgatyowa ufuma u momo wa ng'imba. 
2TI.4.18	Müküü winjë untyoa nene ufuma gu uvë woong'e na ung'ora nëmuteere ryu faka utemi wakwe wa girunde, kunë mweeso ëtendeke üküü khae na khae. Amina.
2TI.4.19	Muramuche Pirisika nanë Akwila. Varamuche nanë antu va ukhaya amwa Onesiforo. 
2TI.4.20	Erasito wasighie uko u muji wa uKorinto. Turofimo namurekie uko u Mileto uwaire. 
2TI.4.21	Veve ikunkunyaye uje nëkëë itungo ra mpefo a muntumba rinaja. Eubula ugutuma maramucho kunë veve. Viuyi viuyi Fude, nanë Lina nanë Kulaudia nanë aruna vitu voong'e vëutuma maramucho kunë veve. 
2TI.4.22	Müküü atënde wë itambëëmwe na nkhoo ako. Mboto ëtende itambëëmwe na vee.
TIT.1.1	Faulo, mutumwa wamwa Muungu na mutumami wamwa Yesu Kiristo. Nene natumiwe nëvakhamie nkhoo antu në Muungu waahwaniye vëhange uhuvëi në üküü na veeso vëhange umanyi wa tutë në uguvatongeera vëduvë mwino Muungu ugufenja. 
TIT.1.2	Umanyi wasuu uguvatongeera antu mu ighonje ra ufanga wa khae na khae në Muungu në atiurëgheegha, waëkie iraghano nënaa urëmi kë winatundwa. 
TIT.1.3	Na nënaa itungo ranoneya Muungu Mutyoi witu agaraghëëra ukhani wakwe na agandaghëëya nene nëutanantye.
TIT.1.4	Kunë Tito, mwanane wa tutë mu uhuvëi në nene ginako guukweti. Muungu Tata witu nanë Kiristo Yesu Mutyoi witu agufe mboto nanë majëghana.
TIT.1.5	Ëyëë në soko nëantendie nene nëgureke veve uKirete, gusoko veve udahe uyatenda vija mantu nëëtitendekie vija, na uhwania anyampaa mu muji mwino nene naa naguraghëëye. 
TIT.1.6	Mutongeeri wa kanisa atende muntu nëatina ihondwe, mughosya wa mukhema umwedu, na anakwe vëtende ahuvëi. Veeso vëtiufenjiwa vëtende vëna uduvi gënya wa maimwana mba nëvëtina ikuryo. 
TIT.1.7	Gusoko askofu, mwino mutogneeri në müküü wa mwëmo wa Muungu imunoneye atendeke atina ihondwe. Mweeso imunoneye atatende muntu nëugiyanjisya mughonjo mba muntu wa makuo mba mughai mba ugutumëa nguu mba muraku wa hela. 
TIT.1.8	Ëgweeso mweeso atende wë gëhe, uyanjëte utenda mantu në maja nanë wibalëte mughonjo. Uduvi wakwe utendeke ughokie, weru, nanë gighiiya utenda mahutye. 
TIT.1.9	Mweeso imunoneye imëke sësë gwa uhonga tutë a ukhani në antu vëusëyaa. Gwa utenda uyi, mweeso adahe uduya maraghëëyo nëëghokee masëyo a tutë na noo gwa uvafënga avoo nëvëufëngaa masëyo asaa.
TIT.1.10	Gusoko gwina antu vingë nëvëtina ikuryo, vëurighëëtya nkhani nëitina ryana nanë arëgheeghe, ino ikhakho ra antu avoo nëvëtowe ihungu. 
TIT.1.11	Veve inoneye uvakiye antu vasaa, gusoko veeso vëusacha antu va makhaya ëgëtunga uyaghaa ufuma u masëyo a tutë. Vëutenda uyi gusoko a urëfwa gënyamwëmo intu në veeso vëtinoneye usëya. 
TIT.1.12	Umwedu unë veeso vëumughemaa mwino munyagëdaghu agahanya,
TIT.1.12	“Antu va uKirete
TIT.1.12	matiku oong'e vëurighëëtya uregheeghe.
TIT.1.12	Veeso araku na atoto
TIT.1.12	vikhwete na maimwana a gihaka.”
TIT.1.13	Usudanga urui në wa tutë. Gwa uvii veve vakenee veeso gwa ukharë, uvii veeso vëdahe utenda vaja mu uhuvëi. 
TIT.1.14	Veeso vëkeutegheeya mahumo a Gëyahudi mba maraghëëyo a antu unë vëumëjughuta tutë. 
TIT.1.15	Gusoko gwa antu vasaa në aja mantu oong'e maja. Ëgweeso gwa antu avoo në nëvëkhwalë nanë vëtihuvëe gutie intu në rija. Mahaa awe nanë dhamiri yawe ikhombekie. 
TIT.1.16	Veeso vëgitendaa vëmumanyie Muungu, ëgweeso veeso vëumukhana mweeso gwa ntendo yawe. Veeso vëna mahurisyo, vëtina ikuryo, na veeso vëtinoneye gwa intu roong'e në rija.
TIT.2.1	Ëgweeso mwino kunë veve, Tito sëya në ënoneye u masëyo a tutë. 
TIT.2.2	Varaghëëye anyampaa vëtende vë moomo, vikurye veeso aghonjo, vëna mahaa. Veeso vëtende vëna uhuvëi nëunoneye, vëna uyanjo, vëtende akhamu gi mung'ë a ughimu. 
TIT.2.3	Varaghëëye akheikuu noo vëtende vëna ikuryo mu uduvi, vëtarighëëtye në mavë gwa antu vangëja, mba atughwa va ntui. Veeso inoneye usëya në maja, 
TIT.2.4	gusoko veeso vëasëye asungu uvayanja aghohi vawe nanë anaawe. 
TIT.2.5	Veeso vëufenjiwa vëgibale aghonjo, vineghe na uvë woong'e, nëvëdahëte ma mwawe nanë afoo. Veeso vëufenjiwa vinyumpye gwa aghosya vawe, gusoko ukhani wa Muungu wekeunang'anwa
TIT.2.6	Viuyi noo varaghëëye aghosya nëvëtifichiye meakha makumi mutandatu vëgibale aghonjo. 
TIT.2.7	Mung'ë a mantu oong'e iraghëëre mughonjo wë gëloleyo gwa ntendo në njija. Na mung'ë a masëyo ako raghëëra uhuvëi nanë ntendo në njija. 
TIT.2.8	Itungo në veve ugusëya, sëya masëyo në atutë në gutie muntu nëuguyaenkenya, gusoko munyaufënga adahe goona mënyaa, na awuriye intu në ive ra uhanya kunë sese. 
TIT.2.9	Varaghëëye atughwa vinyumpye gwa aküü vawe na uvayanjisya veeso gwa mantu oong'e. Veeso vëtatende antu nëva nkhani mbë, 
TIT.2.10	aivi hela. Ëgweeso uvaraghëëra aküü vawe uhuvëi wa tutë tuutë, gusoko mu mantu oong'e veeso vëatende antu vëhunukwe masëyo a Muungu Mutyoi witu.
TIT.2.11	Gusoko Muungu waraghëërë mboto gusoko a utyoi wa antu voong'e. 
TIT.2.12	Mboto ësëë ëugusëyaa sese ukhana mantu nëëtiumuyanjisya Muungu na nkümbü ya mu urëmi. Kangë ëugusëyaa uduva uduvi në wagighiya, nëughokie na uduvi wa umuyanjisya Muungu mu urëmi urui. 
TIT.2.13	Sese gwindëe ighonje ritu nërëforiywe, itiku në Müküü Muungu witu nanë Mutyoi Yesu Kiristo ugudwëëra gwa üküü. 
TIT.2.14	Mweeso widwëëye mughonjo gusoko a ugutyoa sese ufuma mu uvaya woong'e na ugutenda sese antu në veru, antu vakwe mweeso mughonjo unë vëna nkümbü a utenda në maja.
TIT.2.15	Righëëtya mantu ayaa; raghëëya na kenea gwa udaho woong'e. Muntu woong'e ataguhorye veve.
TIT.3.1	Vakëmbukëye anya uKirete vinyumpye gwa anya gibala nanë anya udaho. Vëtende vëna ikuryo, na vighondanëye gwa ntendo yoong'e në njija. 
TIT.3.2	Veeso vëtarighëëtye në mavë gwa muntu woong'e, vërekanuke na wikhuvi. Vëtende antu në aja gwa antu voong'e, na vëraghëëre ufoo wa tutë gwa antu voong'e. 
TIT.3.3	Gusoko sese aghonjo naa kheengë naarë gwa afutu, na gutina ikuryo na naa gutongeerwe na uvë. Sese naa gwë gënya atughwa va nkümbü nanë geyanjisya. Sese arë gwë avë matiku oong'e, naarë gwina wiru, guhwëtwe na antu na arë gwihwëte song'e: veeso vëguhwëte sese na sese guvahwëte veeso. 
TIT.3.4	Ëgweeso itungo nënaa Muungu Mutyoi witu waraghëëra uja nanë uyanjo kunë sese, 
TIT.3.5	mweeso agagutyoa sese. Agatenda uyi ti gusoko a ntendo yitu në njija nëgwayitendie mu tutë, ëgweeso mu uja wa gëhe gakwe mughonjo. Gwa njëa a Mwahu Mweru agagooya sese na utendeka gwë ufafo në ufya nanë uhanga ufanga në ufya. 
TIT.3.6	Mwahu uyi mweeso agagukununtëa gunto itu gwa wingë ukerea Yesu Kiristo Mutyoi witu. 
TIT.3.7	Mweeso agatenda uyi gusoko sese gudahe utenda gwë aja gwa mboto akwe na gutendeke gwë asai mu ighonje ra ufanga wa khae na khae. 
TIT.3.8	Murighëëtyo urui në wa tutë.
TIT.3.8	Nene ngufenja veve ususutëye mantu ayaa, gusoko avoo unë vamuhuvëe Muungu vëdahe aghonjo utenda në maja. Mantu ayaa në maja go na ina sao gwa antu. 
TIT.3.9	Ëgweeso rekanuka na sang'ida a gëfutu, mukhova në urifu wa mahumo nëuvaghokëe vaa kükü, wibaghui, nane wihomi, gusoko asaa ëtina sao na ëtina ryana. 
TIT.3.10	Mwino gusoko muntu nëugusacha wibaghui, nëwadaha umwonya muhënjo rumwedu mba muhënjo wa gavëë rekanuka na muntu wasuu. 
TIT.3.11	Veve manya mwino muntu wasuu wina ihaa nerëhutanëe na ra mahutye. Mweeso mughonjo ugiraghëëra mwino munya mahutye.
TIT.3.12	Nene nëna mufango wa umutuma Atema mba Tikiko kunë veve. Në mweeso wafika, tenda gwa nguu yako yoong'e uja kunë nene uNikapoli, gusoko naramwue gëkhaa faafo matungo a mpefo. 
