GEN.1.1	Uru-uru tèka, Ama Lamatua pajꞌajꞌi dedha-liru dènge rai-haha.
HEB.4.10	Aa dhèu dhu maso le sèna ka ae nare dꞌara na sama-sama dènge Ama Lamatua, nèngu dhu ae nare le nèti sasabꞌa-laꞌa na, sama sèmi Lamatua kahèi ae nèti sasabꞌa-laꞌa Na, lèke dènge lodꞌo ka pidhu.
HEB.4.11	De bori paꞌèra ho miu bisa maso ae mere dꞌara, sèna ka mamuri sama-sama dènge Ama Lamatua. Mage dhoka abhu dhu jꞌajꞌi boe maso, lula nèngu nanene boe Lii Holo-Nori Lamatua, cakaraa bèi-baki èdhi sèra.
HEB.4.12	Te Lii Holo-Nori Ama Lamatua ka dhu pajꞌujꞌu jꞌara mamuri dhu lèke. Lii seꞌe dhu dènge koasa ho maso asa dꞌara èdhi, sèna ka pasoro ngangee dènge dadꞌèi èdhi aaꞌi-aaꞌi. Te Lii Holo-Nori se, dhu madèka titu kèna, risi nèti hela madèka dhu bisa sabhi eele isi, aa jꞌue eele kalua dènge sègꞌi rui, sèna ka pasabhoka aaꞌi. 
HEB.4.13	Ètu dedha-liru dènge rai-haha, abhu boe èci sa dhu pahuni nèti Ama Lamatua, te Nèngu bisa nèdhi aaꞌi mèu-mèu. Aa bèli-camèdꞌa èdhi hudꞌi lati asa katanga madha Na, sèna ka ti dhaa aaꞌi, ngaa dhu èdhi adꞌu-ue.
HEB.4.14	Èdhi hudꞌi kèpe ku paꞌèra-èra lalèka èdhi, lula Ana Ama Lamatua, Yesus, dhu jꞌajꞌi le kètu kapai risi agama èdhi. Te Nèngu ètu le madha Ama Lamatua ètu sorga, sèna ka sarii èdhi. 
HEB.4.15	Na bisa sarii èdhi dènge beꞌa, lula neꞌa, èdhi dhèu rai-haha biasa. Ladhe abhu dhu dadugu-rariu èdhi ho tao sala, na, èdhi manahu malai. Yesus abhu dadugu-rariu kahèi sama sèmi èdhi, te ngaa Na manahu nèdhi boe. 
HEB.4.16	Nèti èèna ka, mai ti pabani dꞌara ho ara lati asa madha Ama Lamatua dhu ètu kadera paredha Na. Te Nèngu ne, dꞌara hua iia. De ladhe èdhi sabajꞌa mi Nèngu, tatu Na neo padꞌelo rasa kasia Na, ho soru-bara èdhi lèke dènge lodꞌo na.
HEB.5.1	Dhèu dhu dedꞌe rare jꞌajꞌi kètu kapai risi agama, sasabꞌa na, hudꞌi soru-bara dhèu, sèna ka rèngu pabeꞌa dènge Ama Lamatua. Nèngu hudꞌi sèmi nare ku mèdha persembahan dènge badha korban, ho saraka asa Lamatua. Nèngu kahèi hia badha korban, sèna ka Lamatua saku eele sasala-sasigo dhèu. 
HEB.5.2	Ladhe abhu dhèu dhu reꞌa boe jꞌara mamuri dhu lèke, do dhèu dhu rai eele nèti jꞌara èèna, kètu agama ne pasusa boe rèngu. Nèti dꞌara hua iia na, nèngu lii mako dènge ra, lula nèngu kahèi dhèu rai-haha dhu mudꞌa manahu, sama sèmi rèngu. 
HEB.5.3	Lula nèngu kahèi dhèu rai-haha sama sèmi rèngu, nèti èèna ka kètu agama ne hudꞌi hia badha korban, ho Lamatua saku pamèu sasala nèngu mesa na.
HEB.5.4	Dhèu bisa boe dedꞌe iisi na, sèna ka jꞌajꞌi kètu kapai risi agama. Te dhoka Ama Lamatua di dhu dènge hak, sèna ka hagꞌe nare dhèu sèmi èèna, nuka sèmi uru-uru sèra Na dedꞌe Harun, aꞌa Musa.
HEB.5.5	Sèmi èèna kahèi dènge Kristus. Na dedꞌe boe iisi Na, ho jꞌajꞌi kètu kapai risi agama. Te uru èèna, Ama Lamatua mesa Na ka dhu dedꞌe Ne, peka na,
HEB.5.5	“Èu ne, Ana Jaꞌa,
HEB.5.5	Doe neꞌe, Jaꞌa dedꞌe Èu ho mèdꞌu paredha.”
HEB.5.6	Ètu era leo nèti Sasuri Lamatua dhu Mola-Mèci, dhu suri kahèi, peka na,
HEB.5.6	“Èu jꞌajꞌi kètu agama dhu ca ropa dènge ca dhèu dhu mamuri uru èèna, nuka Melkisedek,
HEB.5.6	te ngaa Èu jꞌajꞌi kètu agama toke dꞌai mia-mia.”
HEB.5.7	Ètu lodꞌo oe èle mamuri Yesus ètu rai-haha ne, Na loe boe sabajꞌa dènge tangi dꞌara pèdꞌa, manèngi Ama Lamatua sèna ka hia Ne aꞌèra. Te neꞌa, na, koasa Lamatua bisa hia Ne mamuri. Hèia Ama Lamatua sèmi nare lii manèngi Yesus, lula Na madhutu mola-mola dadꞌèi Lamatua.
HEB.5.8	Te Yesus ne, Ana Ama Lamatua. Masi ka sèmi èèna, te ngaa Nèngu hudꞌi pasae ku jꞌajꞌèra, ho neꞌa madhutu dadꞌèi Ama Lamatua. 
HEB.5.9	Èle èèna ka, Na tao madhutu mola-mola dadꞌèi Lamatua aaꞌi-aaꞌi. Nèti èèna ka, Nèngu jꞌajꞌi le Kapua Mamuri bagi dhèu aaꞌi-aaꞌi dhu parcaya Ne, ho mamuri taruu dènge Ama Lamatua. 
HEB.5.10	Te Lamatua dedꞌe nare le Yesus jꞌajꞌi kètu kapai risi agama, ca ropa dènge Melkisedek, dhu jꞌajꞌi kètu kapai risi agama uru sèra.
HEB.5.11	Jꞌara ae era dhu jaꞌa neo lole dènge miu lula-nèti Kristus dènge Melkisedek, te ngaa ako carui paledꞌa jꞌara seꞌe, lula miu nuka sèmi ana iiki dhu meꞌa mèu mèka dènge beꞌa. 
HEB.5.12	Aa te ngaa, miu dhu parcaya nèbhu le. Madhutu iia-iia na, miu jꞌajꞌi le mese ho ajꞌa-nori dhèu leo. Te ngaa teꞌa boe na, miu cakaraa ana rara iisi hiu, dhu neꞌa mèka naꞌa, te neꞌa dhoka ninu susu di. Miu parluu dhèu era ho ajꞌa miu lula-nèti jꞌara-jꞌara dhu carui mèka nèti Sasuri Lamatua dhu Mola-Mèci. 
HEB.5.13	Jaꞌa pakasame miu dènge ana rara iisi hiu, lula miu meꞌa mèka jꞌara-jꞌara dhu carui boe nèti Kristus, sèna ka miu bisa mamuri mola.
HEB.5.14	Te ngaa lodꞌo ana iiki ne kapai, nèngu ninu heka susu, te ngaa naꞌa ngangaꞌa dhu sakaa. Èèna èci èèna ka, dènge dhèu ajꞌa ne toke neꞌa mèu aꞌajꞌa Lamatua, sèna ka neꞌa mia ka dhu beꞌa, aa mia ka dhu karehe.
HEB.6.1	De miu hudꞌi ajꞌa paie-iie ku aꞌajꞌa dhu carui risi, lula miu dhu ajꞌa nèbhu ae le aꞌajꞌa dhu carui mèka lula-nèti Kristus. Nèti èèna ka limuri ne, baku dhoka ajꞌa pahari-pahari aꞌajꞌa dhu carui mèka sèra, nuka sèmi: dhèu hudꞌi tèke eele ku sasala rèngu aaꞌi-aaꞌi; aꞌajꞌa lula-nèti dhèu hudꞌi parcaya ku Ama Lamatua; 
HEB.6.2	aꞌajꞌa lula-nèti sarani; aꞌajꞌa lula-nèti bane ai mi dhèu sèna ka dhèu èèna sèmi nare Roh Lamatua dhu Mola-Mèci; aꞌajꞌa lula-nèti Ama Lamatua pamamuri hari dhèu nèti mamadhe ra; aa aꞌajꞌa dhu èèna na dhèu lasi asa katanga madha Lamatua, ho sèmi rare lii pamaꞌète, dhu peka na, cee ka dhu bisa mamuri taa-taa dènge Ne, aa cee ka dhu bisa boe. 
HEB.6.3	Te ngaa ladhe Lamatua hia ijin, na, èdhi jꞌajꞌi heka ana iiki dhu teꞌa dhoka tinu susu di. Te jaꞌa neo ajꞌa jꞌara-jꞌara dhu carui risi hari.
HEB.6.4+HEB.6.5+HEB.6.6	Aa te ngaa, abhu le dhèu dhu reꞌa mèu lii aꞌajꞌa Kristus, aa dhu rasa le dꞌara hua iia Lamatua kahèi, toke Na hia si Roh Na dhu Mola-Mèci. Rèngu reꞌa le Lii Holo-Nori Lamatua, aa rasa le koasa Na dhu Na neo pake lodꞌo èle rai-haha ne. Masi ka sèmi èèna, te ngaa dhèu se tèke eele le parcaya ra, aa ra soro kabodho mi Kristus. Nèti èèna ka, bisa heka abhu jꞌara ho rèngu bisa lèpa hari manèngi abho, sèna ka mamuri pabeꞌa hari dènge Ama Lamatua. Te ladhe dhèu roꞌo boe ele-hoꞌa, èèna sama sèmi rèngu ka dhu paku pamadhe hari Ana Ama Lamatua ètu ajꞌu palolo-palèbha, hèia ra nyanyèi Ne ètu madha dhèu ae-ae.
HEB.6.7	Dhèu sèmi sèra, èci èèna ka dènge rai dhu hèu mèngi boe, nèti èèna ka abhu boe hua-hela dhu beꞌa. Te ngaa ladhe abhu ka èjꞌi, rai dhu hèu mèngi bisa hia hua-hela dhu dènge guna mi lamatua oka. Hèia Ama Lamatua papuru mamèngi-nale, sèna ka hua-hela nèti rai ne asa tabha ae. 
HEB.6.8	Te ngaa dhèu dhu soro kabodho mi Kristus, nuka sèmi rai dhu pènu dènge dhudhu dènge sete di. Aa dhudhu-sete se guna boe mi ngaa-ngaa èci sa. Nèbhu boe, Ama Lamatua mai ho huku rai èèna. Hèia Na labhu pakèpu aaꞌi dhudhu dènge sete se, dhu gaguna ra aadꞌo.
HEB.6.9	Aꞌari pasue! Masi ka jaꞌa ako padhai lii bia ciki, te ngaa jaꞌa keꞌa kahèi, na, miu rai eele boe Kristus. Te miu parcaya Ne kahèi, aa mamuri miu kahèi abhu hua-hela dhu beꞌa. 
HEB.6.10	De sanèdꞌe, te dꞌara Ama Lamatua mola, aa Na bhèlu boe èi kabhèsu miu. Te miu sabꞌa bia le, sèna ka soru-bara dhèu unu Na sèra, aa mi sue si. Mema karèi nèti uru ka, miu pakako le sasabꞌa Na. Aa miu pakako taruu sasabꞌa Na era. 
HEB.6.11	Te limuri ne, jaꞌa dꞌèi ladhe miu sabꞌa èra risi hari, sèna ka tao madhutu taruu toke paꞌèle. Dènge sèmi èèna, miu bèli-camèdꞌa sèmi mere babeꞌa aaꞌi-aaꞌi dhu miu sanao nèti Ama Lamatua. 
HEB.6.12	Sadꞌi miu baku bai-eedꞌa! Miu hudꞌi laladhe nèti dhèu dhu parcaya nèbhu le mi Ama Lamatua. Te rèngu tino sanao-maena mi Nèngu, toke ra sèmi rare aaꞌi dhu Lamatua pajaji le.
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	Conto nuka sèmi Abraham. Uru èèna, Ama Lamatua paꞌèki lii pajaji dènge ne pake lii subha. Ladhe dhèu rai-haha dedꞌe subha, nèngu tema pake kolongara Ama Lamatua, sèna ka Lamatua jꞌajꞌi sakasii na, lula Lamatua risi nèti nèngu. Aa ladhe paraga dènge lii langu, dhèu aaꞌi-aaꞌi reꞌa, na, lii dhu dhèu ne peka èèna lèke tareꞌa, lula na subha pake kolongara Ama Lamatua. Èèna mema jꞌara dhèu rai-haha kèna. Te ngaa lodꞌo Ama Lamatua dedꞌe subha dènge Abraham, Lamatua pake kolongara Nèngu unu Na, lula abhu boe dhu risi nèti Nèngu. Na jaji, peka na,
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	“Èèna na, Jaꞌa hia mèngi-nale ae-ae,
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	mi èu dènge ana-èpu mu,
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	Bèli-camèdꞌa rèngu bèba-kacanga,
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	toke dhèu bisa boe ige rare si.”
HEB.6.13+HEB.6.14+HEB.6.15+HEB.6.16	Ama Lamatua padadha nare sèmi èèna, hèia Abraham parcaya, aa sanao-maena taruu mi Lamatua, masi ka dꞌai nèbhu ae ku, heka sèmi nare ngaa dhu Lamatua pajaji sèra. 
HEB.6.17	Dènge jꞌara ne, èdhi teꞌa, ladhe Lamatua paꞌèki lii pajaji dènge dhèu unu Na, Nèngu paꞌèki lii pajaji ne pake subha, ho jꞌajꞌi mi tateꞌa, ngaa dhu Na moa èèna, mema lèke aa ubꞌa boe. 
HEB.6.18	Te abhu dua jꞌara dhu bisa boe ubꞌa. Ka èci, nuka lii pajaji Ama Lamatua. Aa èci hari, nuka lii subha Lamatua, dhu Na pake jꞌajꞌi mi tateꞌa nèti lii pajaji Na. De ladhe Ama Lamatua dhu moa le jꞌara èci, tatu Na tao madhutu, lula Nèngu bisa boe omo koso. Nèti èèna ka, èdhi baku pangee rupa-rupa dènge lii pajaji Na. Èdhi dhu rai lati le, sèna ka tenge mamuri nèti Nèngu, de limuri ne, èdhi dhoka mate di, ho sanao dhoka mi Nèngu di. 
HEB.6.19	Dènge jꞌara neꞌe, dꞌara èdhi taleo nuka sèmi koha dhu rai eele nèti dꞌara rii, ho laꞌe panahu ètu hèbꞌa-namo. Te era maena èdhi dhoka Kristus di, dhu jꞌajꞌi le kètu kapai risi agama èdhi. Uru èèna, lèke dènge lodꞌo kalela dhèu Yahudi, kètu kapai risi agama rèngu maso asa Kama Luri Mola-Mèci re bèla gorden, sèna ka paraga dènge Ama Lamatua ètu èèna.
HEB.6.20	Te ngaa limuri ne, Yesus dhu laꞌe uuru le, ho bhoke jꞌara hia èdhi. Te Nèngu kètu kapai risi agama kahèi, dhu ca ropa dènge Melkisedek, dhu uru èèna. Te ngaa Yesus kapai risi nèti kètu agama uru èèna, lula Na ae nèdhi boe pakako sasabꞌa-laꞌa Na.
HEB.7.1+HEB.7.2+HEB.7.3	Uru èèna, Melkisedek jꞌajꞌi dhèu aae kota Salem. Nèngu kahèi kètu agama nèti dhèu-dhèu dhu pahaha iisi mi Ama Lamatua dhu Dedha Risi Eele èèna. Ngara Melkisedek ne, sasoa na, “Dhèu Aae Dꞌara Mola”. Aa dhèu aae Salem, sasoa na, “Dhèu Aae Dame”. Èci sa reꞌa boe jꞌajꞌajꞌi Melkisedek ne nèti mia. Èci sa reꞌa boe kahèi ina dènge ama na, aa bèi-baki na. Abhu boe ca dhèu sa dhu reꞌa lodꞌo rara iisi na, aa lodꞌo mamadhe na. Dhèu reꞌa dhoka, nèngu dhèu aae kota Salem, aa kètu agama nèti Ama Lamatua. Te ngaa nèngu ne, nuka sèmi Ana Ama Lamatua, lula nèngu ama agama dhu pakako taruu sasabꞌa na kahèi.
HEB.7.1+HEB.7.2+HEB.7.3	Ca tèka, pèri-pèri dhèu aae dènge sordadꞌu ra mai parame rèti mèdha-panyau angalai Abraham. Ka Abraham dènge angalai na lasi pamusu dènge dhèu aae se, toke Abraham segi si. Hèia mèdha-panyau nèti angalai na sèra, Abraham nèti aaꞌi hari. Ropa Abraham lèpa asa rai na, hèia Melkisedek kalua nèti kota Salem, ho laꞌe soru ne. Ka na hia Abraham berkat, peka na, “Hudꞌi laa Ama Lamatua dhu Dedha Risi Eele èèna, hia èu mèngi-nale.” Èle ka Abraham hia Melkisedek ca pala nèti canguru pala, nèti mèdha aaꞌi-aaꞌi dhu na parame nare hari sèra. Abraham pabagi hia ne, lula Melkisedek ne kètu agama nèti Ama Lamatua dhu Dedha Risi Eele.
HEB.7.4	De pangee paie-iie Melkisedek ne! Abraham bagi hia ne ca pala nèti canguru pala, nèti mèdha aaꞌi-aaꞌi dhu beꞌa risi dhu na parame nare hari. De dhu lèke, nuka Melkisedek ne dhèu kapai. 
HEB.7.5	Aa te ngaa lodꞌo sèra, Ama Lamatua dedꞌe mèka dhèu jꞌajꞌi ama agama. Toke dꞌai ku lodꞌo Lewi, ana-èpu èci nèti Abraham, heka Ama Lamatua dedꞌe ne dènge ana-èpu na, sèna ka jꞌajꞌi ama agama hia mi ana-èpu Abraham aaꞌi-aaꞌi ra. Èle èèna ka, Ama Lamatua papuru atora Na dhu peka na, dhèu nèti suku Lewi dènge hak ho abhu ca pala nèti canguru pala nèti rui-jꞌajꞌèra aꞌari ra suku leo sèra ètu Israꞌel.
HEB.7.6	Te ngaa Melkisedek ne, ana-èpu boe nèti Lewi. Masi ka sèmi èèna, te ngaa Abraham bagi hia ne ca pala nèti canguru pala, lula na pangee, na, Melkisedek ne dhèu kapai. Lodꞌo èèna Abraham dhu sèmi nare le lii pajaji nèti Ama Lamatua ho hia ne berkat. Masi ka sèmi èèna, te ngaa Melkisedek peka kahèi, na, “Hudꞌi laa Ama Lamatua dhu Dedha Risi Eele èèna, hia èu mèngi-nale.” 
HEB.7.7	Neꞌe ne ka jꞌajꞌi mi tadha, na, Melkisedek ne, dhèu kapai. Lula dhèu dhu hia berkat tatu kapai risi nèti dhèu dhu sèmi nare berkat.
HEB.7.8	Ama agama aaꞌi-aaꞌi ra dènge hak abhu ca pala nèti canguru pala. Te ngaa, lula rèngu dhèu rai-haha biasa, nèbhu-nèbhu ra madhe kahèi. Kètu agama Melkisedek abhu kahèi ca pala nèti canguru pala. Te ngaa na mamuri taruu, lula Sasuri Mola-Mèci Lamatua peka boe na, nèngu madhe. 
HEB.7.9+HEB.7.10	Lula Abraham bagi hia Melkisedek ca pala nèti canguru pala nèti mèdha na sèra, dhèu bisa pangee, na, Abraham tago nare kahèi ana-èpu na dhu rara iisi mèka. Dènge jꞌara sèmi èèna, èdhi bisa pangee, na, nèngu bꞌae mema le unu ana-èpu na Lewi, ca pala nèti canguru pala.
HEB.7.11	Lodꞌo ana-èpu Lewi sèra jꞌajꞌi ama agama, Lamatua pili nare Harun, aꞌa Musa, ho jꞌajꞌi kètu kapai risi agama dhu partama. Sasabꞌa nèti ama agama sèra, nuka soru-bara dhèu, sèna ka mamuri mola, pabeꞌa dènge Ama Lamatua. Masi ka rèngu mamuri madhutu atora agama aaꞌi-aaꞌi sèra, te ngaa kètu agama ca ropa dènge Harun, lake nare boe tao dhèu se mola-mèci. Nèti èèna ka, rèngu parluu kètu agama leo, dhu ca ropa dènge Melkisedek. 
HEB.7.12	Te ngaa ladhe kètu agama rupa hiu gati eele kètu agama rupa dhui, tatu atora dhui hudꞌi gati eele kahèi.
HEB.7.13	De teꞌa mèu le, kètu agama rupa hiu èèna, nuka Yesus. Te rara iisi Ne, nèti boe suku Lewi, te ngaa nèti suku leo. Madhutu atora Musa, kètu agama ca ropa dènge Harun, dhoka mai nèti suku Lewi di, bisa boe nèti suku leo. 
HEB.7.14	Te ngaa dhèu aaꞌi-aaꞌi dhu reꞌa, na, Kètu èdhi, Yesus Kristus, jꞌajꞌi nèti suku Yahuda. Madhutu atora Musa, abhu mèka dhu jꞌajꞌi kètu agama nèti suku neꞌe.
HEB.7.15	Te ngaa Ama Lamatua pake heka atora dhui, lula abhu le Yesus dhu jꞌajꞌi kètu agama rupa hiu, nuka sèmi Melkisedek. 
HEB.7.16	Te madhutu atora Musa, kètu agama rupa dhui hudꞌi mai ku nèti suku Lewi. Te ngaa Yesus mai boe nèti suku èèna. Masi ka sèmi èèna, te ngaa Ama Lamatua dedꞌe Ne, sèna ka jꞌajꞌi kètu agama rupa hiu, lula Nèngu dènge koasa ho mamuri toke dꞌai mia-mia, aa abhu boe dhu bisa palaho Ne. 
HEB.7.17	Te Sasuri Lamatua suri, peka na,
HEB.7.17	“Èu jꞌajꞌi kètu agama ca ropa dènge Melkisedek, dhu uru èèna,
HEB.7.17	te ngaa Èu jꞌajꞌi kètu agama toke dꞌai mia-mia.”
HEB.7.18	Sasoa na, atora dhui dènge boe koasa, sèna ka soru-bara dhèu rai-haha. Nèti èèna ka, Ama Lamatua pake heka atora dhui, dhu uru èèna Na pangèdꞌu mi Musa. 
HEB.7.19	Te masi ka dhèu mamuri madhutu atora dhui sèra, te ngaa sasala ra era. Nèti èèna ka, limuri ne, Ama Lamatua bhoke le jꞌara dhu beꞌa risi, ho èdhi bisa mamuri padame dènge Ne.
HEB.7.20+HEB.7.21	Uru èèna, lodꞌo Ama Lamatua dedꞌe ana-èpu Lewi ho jꞌajꞌi ama agama, Lamatua pajaji boe, aa subha boe ngaa-ngaa dènge rèngu. Te ngaa lodꞌo Ama Lamatua dedꞌe Yesus jꞌajꞌi kètu agama, Na pajaji, peka na,
HEB.7.20+HEB.7.21	“Jaꞌa ne, Lamatua!
HEB.7.20+HEB.7.21	Jaꞌa subha, Jaꞌa ubꞌa boe ngaa-ngaa dhu Jaꞌa pajaji le.
HEB.7.20+HEB.7.21	Jaꞌa dedꞌe Èu jꞌajꞌi kètu agama,
HEB.7.20+HEB.7.21	sèna ka Èu pakako taruu sasabꞌa-laꞌa Mu.”
HEB.7.22	Dènge lii pajaji sèmi èèna, Ama Lamatua pake Yesus jꞌajꞌi mi tateꞌa hia èdhi, dhu peka na, Nèngu neo paꞌèki lii pajaji dhu beꞌa risi dènge èdhi.
HEB.7.23	Uru èèna, kètu agama rupa dhui gati taruu, lula ra madhe. Nèti èèna ka, hudꞌi abhu ku kètu agama ae-ae. 
HEB.7.24	Te ngaa Yesus, kètu agama rupa hiu dhu mamuri taa-taa, aa Na loe boe pakako sasabꞌa-laꞌa Na. Nèti èèna ka, parluu boe dhèu gati Ne. 
HEB.7.25	Nèti èèna ka, Yesus bisa hia mamuri mi dhèu aaꞌi-aaꞌi dhu neo mai re Nèngu asa madha Ama Lamatua. Nèngu bisa tao sèmi èèna, toke dꞌai mia-mia laꞌe. Aa Nèngu jꞌajꞌi dhèu dꞌara, dhu loe boe manèngi Ama Lamatua ho soru-bara rèngu.
HEB.7.26	Yesus kètu kapai risi agama dhu lalau-laloꞌo èdhi. Te Nèngu ne, Dhèu mola-mèci dhu dènge boe sasala ngaa-ngaa. Nèngu ne, sama boe dènge dhèu rai-haha biasa, dhu reꞌa dhoka adꞌu-ue sasala di. Te Ama Lamatua dhu nedhe Ne padedha-dedha, risi nèti aaꞌi-aaꞌi dhu ètu sorga dènge rai-haha. 
HEB.7.27	Nèti èèna ka, Yesus beꞌa risi nèti kètu agama rupa dhui aaꞌi-aaꞌi ra. Uru sèra, rèngu bèli-bèli hudꞌi roro badha tao korban, sèna ka Ama Lamatua saku eele sasala-sasigo rèngu unu ra. Èle ku, heka ra tao korban hia dhèu biasa kèna. Te ngaa Yesus parluu boe tao korban pahari-pahari sèmi èèna, lula Na saraka ngiꞌu Na ca tèka èèna ka di, sèna ka jꞌajꞌi korban. Neꞌe ne dꞌai aaꞌi kèna, ho Lamatua saku eele sasala-sasigo dhèu aaꞌi-aaꞌi ra.
HEB.7.28	Madhutu atora Musa, rèngu dedꞌe dhèu rai-haha biasa ho jꞌajꞌi kètu kapai risi agama. Te ngaa sasala ra era. Nèti èèna ka, Ama Lamatua tao lii pajaji hiu, peka na, Nèngu dedꞌe Ana Na jꞌajꞌi kètu kapai risi agama. Te Ana Na, madhutu taruu dadꞌèi Na.
HEB.8.1	De lii padhai jaꞌa dhu kabꞌua, sèmi neꞌe ka: limuri ne, èdhi dènge le kètu kapai risi agama dhu beꞌa risi nèti uru sèra. Nèngu neꞌe, nuka Yesus. Nèngu dhu madhèdi nèdꞌu paredha ètu sorga, ètu baboa gꞌana Ama Lamatua dhu Dedha Risi Eele.
HEB.8.2	Aa Na pakako sasabꞌa Na ètu era sabajꞌa dhu asli ètu sorga. Era neꞌe ne, paꞌue-ai Ama Lamatua mesa Na, nèti boe dhèu rai-haha.
HEB.8.3	Kètu kapai risi agama tema nèti mèdha persembahan dènge korban hia Ama Lamatua. Nèti èèna ka, Yesus hudꞌi nèti korban kahèi. 
HEB.8.4	Te ngaa Yesus pakako boe sasabꞌa Na ètu rai-haha. Lula ètu rai-haha ne, abhu le ama agama dhu hia mèdha persembahan dènge korban asa Ama Lamatua madhutu atora Musa. 
HEB.8.5	Ra pakako sasabꞌa ra ètu dꞌara Paleo Manèngi-Mangajꞌi, dhu ca ropa dènge era sabajꞌa dhu asli ètu sorga. Te lodꞌo Musa neo tao Paleo ne, Ama Lamatua pasanèdꞌe ne, peka na, “Sanèdꞌe paie-iie! Èu hudꞌi tao ku palèke mola-mola dènge rupa dhu Jaꞌa padꞌelo dènge èu ètu kolo ledhe nèi!”
HEB.8.6	Te ngaa sasabꞌa Yesus ne, kapai risi nèti ama agama rupa dhui aaꞌi-aaꞌi ra. Te limuri ne, Ama Lamatua paꞌèki le lii pajaji dhu beꞌa risi, lula Na pake Yesus jꞌajꞌi kalete kahèi, sèna ka dhèu rai-haha bisa padame dènge Ama Lamatua.
HEB.8.7	Uru èèna, Na paꞌèki lii pajaji dènge Musa, ropa Na papuru atora sèra. Masi ka sèmi èèna, te ngaa dhèu rai-haha bisa boe mamuri mola-mèci madhutu atora ne. Nèti èèna ka, rèngu bisa boe pabeꞌa dènge Ama Lamatua. Nèti èèna ka, limuri ne, parluu abhu lii pajaji dhu beꞌa risi hari. 
HEB.8.8	Te lodꞌo uru sèra, Ama Lamatua dhu kai le dhèu unu Na, lula rèngu sisu pahari-pahari atora Na. Ropa Na taha nare heka dꞌara, hèia Na nasa, ka peka, aku Nèngu na,
HEB.8.8	“Nanene paie-iie, te Jaꞌa ne Lamatua!
HEB.8.8	Tatu Jaꞌa neo paꞌèki hari lii pajaji hiu
HEB.8.8	dènge dhèu Israꞌel sèra,
HEB.8.8	aa dènge suku Yahuda.
HEB.8.9	Lii pajaji dhu Jaꞌa neo paꞌèki dènge rèngu èèna,
HEB.8.9	sama boe dènge lii pajaji uru èèna
HEB.8.9	dhu hia mi bèi-baki ra.
HEB.8.9	Te uru èèna, Jaꞌa kadhèi kacui-aai ra,
HEB.8.9	ho lere si kalua nèti rai Masir.
HEB.8.9	Te ngaa rèngu tao boe
HEB.8.9	madhutu ngaa dhu ra pajaji dènge Jaꞌa.
HEB.8.9	Nèti èèna ka, Jaꞌa pusi-pahae heka si.
HEB.8.10	Lii pajaji dhu èèna na Jaꞌa paꞌèki dènge suku Israꞌel,
HEB.8.10	isi na sèmi neꞌe ka:
HEB.8.10	Pe Jaꞌa tao atora Jaꞌa ètu dꞌara ngangee ra.
HEB.8.10	Pe Jaꞌa suri paredha Jaꞌa, ètu dꞌara rèngu.
HEB.8.10	Hèia Jaꞌa jꞌajꞌi Lamatua ra,
HEB.8.10	aa rèngu jꞌajꞌi dhèu unu Jaꞌa.
HEB.8.11	Bèli-camèdꞌa rèngu parluu heka ajꞌa-nori angalai ra,
HEB.8.11	dènge aꞌari ra, peka na,
HEB.8.11	‘Miu hudꞌi tadhe ku Lamatua!’
HEB.8.11	te rèngu aaꞌi-aaꞌi ra tadhe mèu Jaꞌa,
HEB.8.11	mulai nèti ana iiki-iiki toke dꞌai kapai aae.
HEB.8.12	Lula Jaꞌa neo padꞌelo rasa kasia Jaꞌa mi rèngu,
HEB.8.12	nèti èèna ka Jaꞌa pabhèlu eele sasala-sasigo ra aaꞌi-aaꞌi.”
HEB.8.13	Lodꞌo Lamatua padhai lii nare, Na neo paꞌèki lii pajaji hiu dènge ra, sasoa na, lii pajaji dhui pake heka. Nèbhu heka, na ele.
HEB.9.1	Jaꞌa neo pasanèdꞌe miu sèmi neꞌe: lodꞌo Ama Lamatua paꞌèki hiu-hiu lii pajaji dènge bèi-baki èdhi, Nèngu papuru atora kahèi, sèna ka ra tao era manèngi-mangajꞌi, ho ra bisa pahaha iisi mi Nèngu madhutu dadꞌèi atora sèra. 
HEB.9.2	Ètu era manèngi-mangajꞌi ne, abhu madha èmu dènge paleo aae cue. Ètu dꞌara kama re madha nèti paleo ne, abhu era tatèka labhu dènge mei èci dhu ama agama tèke roti dhu rèngu neo hia Ama Lamatua. Kama re madha ne, ra peka na, 
HEB.9.3	Abhu kahèi bèla bhabhiri kapai ca bèla dhu paꞌabhe kama leo èci, dhu ra peka na, 
HEB.9.4	Re madha bèla bhabhiri ne, abhu mei hualaa cue, era tunu raa ajꞌu hèu mèngi hia Ama Lamatua. Aa ètu dꞌara Kama Luri Mola-Mèci èèna, abhu boaraka hualaa èci, dhu ra peka na, 
