GEN.1.1	Kafa viuḡuwai Guyau abama keta fwayafwaya i fufunisiya. 
ACT.19.26	Naki tututaumi kwa kitiya keta kwa nowaniya namaise Fauno i savisavivina Efeso sinenei eketa yota fafani Eisiya kana matatafu. Tanake namoḡa yagwanisi nuwatasi i kanikaniya keta Atemisi kana kodukodu si visaḡaketuketuwiya. Tanake i bwadubwaduwa, ‘Iba kafa kodukodu namoḡa nimasiyai si kikifufuna o mukamokena guyau.’ 
ACT.19.27	Eketa kita aviyaonana kaivakuku kasi tokifufuna tana kitadewadewa be Fauno muka kata wava ina givigoyoi yota muka yata kaikaiwabu kana ke'ta ina guduya. Keta yota muka yata guyau kana kafa kodukodu kana numa ina viibakaokaoḡo. Nofe tova Eisiya sinenei be fwayafwaya kana matatafu si kodukoduwa guyau Atemisi nenei, eketa kita matata ina fakina venemokena be kana wava muka ina bwavi.”
ACT.19.28	Tovanama Demetiniyasi yana bwadu si nowaniya, kayosi i kuḡa keta si vikafinafina, “Kita fiyao Efeso yata guyau Atemisi kana wava o nakatamokena!” 
ACT.19.29	Namoḡa matatafusi menana sinenei kayosi si nowaniya eketa si vibutuwa si vikafinafina atu muka kana uḡu sita sanamanei. Keta sabu si nemiya Gaiyusi keta Anisitako si givikavinisiya, tasike fiyao Masedoniya atu Fauno nukusi si ninidadana, keta si sinakanikanisiya keta si niisiya menana yana kafa nusifusifufu kana kabaḡai.
ACT.19.30	Fauno nuwanuwana be ina niya yoko matasiyai be ina nusifufuwa, atu tomuniyeina muka sita sawateweyei. 
ACT.19.31	Yota tunisi fafani Eisiya kana namoḡa nakanakasisi, tasike aviyaonana Fauno unaunana, kana matakawa fifiwanina si teweiya Fauno nenei be muka ina nai menananama yana kafa nusifusifufu kana kabaḡai.
ACT.19.32	Kafa nusifusifufu kana kabaḡai, sabu nuwatasi i bauwa venemokena. Tunisi namoḡa si vikafinafina iba tamo fasinei eatu tunisi o si vivikafinafina nuwanuwa tunisi fasisiyai. Namoḡa yagwanisi muka sita sanamanei avana uḡuna yo si nai nokomai. 
ACT.19.33	Fiyao Diu namoḡa tamokaḡa si katutunetuniya kana wava Anekisenida i niya yoko naunei keta namoḡa yoko sinenei si fina be ina bwaduwa. Eketa Anekisenida nimanei i nusawatana namoḡa matatafusi ina kanovisiya fasinei be yoko ita iyavisiya vitana fiyao Diu muka sita vikaiuḡunei goyona nofe. 
ACT.19.34	Atu tovanama si kitiya tanake tene Diu, matatafusi vikafinafina si tenekasikasisiyemokiya tamo nenei si bwadubwaduwa, “Kita fiyao Efeso yata guyau Atemisi kana wava nakatamokena!” Kana nivaniva vanavana kana bai nuwesi i kakavisiya.
ACT.19.35	Keta tamokaḡa menana kana namoḡa nakasina sabu i sawatanisiya keta nenesiyai i bwaduwa, “Fiyao Efeso, fwayafwaya kana matatafu si sanamaniya Efeso menana nakasina o tokitavikavina guyau Atemisi kana kafa kodukodu fasinei keta yota kana nawenawe maise kifukifufuna tafutafuna abamei i fekuwa. 
ACT.19.36	Matatafusi si sanamaniya nofe o venemokena, na uḡuna kwami ita kanovimiya eatu muka tamo fufuna goyona kwata savivinei. 
ACT.19.37	Kwami namoḡa nofe kwa nemiisiya wekamai, atu tasike muka avana sita gikumai numa kodukodu nenei o bwadu goyona sita bwaduwei yata guyau Atemisi fasinei.
ACT.19.38	Kafa fonayau kana numa kakayauna yota kana namoḡa nakanakasisi o naki noko. Taki Demetiniyasi yana tobunanige nukusi nuwanuwasi be aitevana tamo sina vinoiya, kana nufota sina niya kana kabaḡai ebe yo nokomai tututausi sina vikavivinoiya. 
ACT.19.39	Atu taki yami nuwanuwa iba tunisi fasisiyai, nao menana kana namoḡa nakanakasisi yasi yokowai kana fata kwana nusifufuwisiya ebe sina gidawadawaniniisiya. 
ACT.19.40	Avamasi kimoki i kikinomana fasinei naki a matuta. Kita matata ita kata akata Noma namoḡa nakanakasisi sina vinuesanita sina bwaduwa vitana kita tata vivikasanegwanegwa. Nofe vikasanegwanegwanama muka tamo kana nuwatamayeta. Eatu taki nokomaise sina nuwanuwa kita fasitiyai, nao muka kana fata be tana gidawaniniyei.” 
ACT.19.41	Tovanama menana kana namoḡa nakasina maise i bwaduwa muninei, namoḡa i gionovisiya si kikinomana keta kafa nusifusifufu kana kabaḡa si teweiya.
ACT.20.1	Tovanama noko vikasanegwanegwanama Efeso sinenei i kataniya, Fauno tomuniyeina i wenevakukusisiya eketa i vatonisiya ebe Yeisu sina munimuniiya. Muniyai yo i vioiyoowisiya eketa i noḡokawawa Masedoniya yana fafaniyai. 
ACT.20.2	Yana kikinomana muninei i niya menana tamokatamokaḡa nenesiyai tovitumaḡana i vavatonisiya yana sifufu yagwanina nenesiyai, eyo muniyai i niya fafani Ginisi, 
ACT.20.3	eketa nokomai i fakwa yamayamana tonusi. Kabegomokena be wakai ita niya fafani Siniya nenei eatu i biganowana vitana fiyao Diu tunisi si weifufuna kana munuwa fasinei noko kamudadananama nenei. Na fasinei yana nuwanuwa i giviniya eketa i makaviniya Masedoniyei i niya.
ACT.20.4	Namoḡa tunisi nukusi kaena si kwafuya maise Finusi natuna Sofata tene Beneya, fiyao Tesanonaika kasi nuwa Anisitako keta Sikanidasi, Gaiyusi tene Debi, Timoti, eketa fafani Eisiya namoisi kasi nuwa Tikikusi keta Tonofimusi. 
ACT.20.5	Nofe namoḡasima wakai si viketanuna eketa Tonowasi menana nenei si fotikiya, 
ACT.20.6	Maneka Muka Nakana Nutuva Kana Ka muninei, menana Finifai nenei ka toḡa. Eketa kuyadayada kana vi5 muninei menana Tonowasi nenei unaunaki ka nisaisiya eketa nokomai ka fakwa wiki tamokaḡa.
ACT.20.7	Satadei vanavanasonuwai tovitumaḡana tunisi nukusi ka yokowa viyao kana ka yota Tuveka yana ka kana kiyakiyaya kana kawiiya fasinei, atu Fauno i numamanisiya. I nuwanuwa vitana nuwabuni Tonowasi ina teweiya, na fasinei i nusifufuwisiya kana nivaniva i vinuwabunasinefouwa. 
ACT.20.8	Totomu kuetana namai ka yokowa nenei, kimayeta i kanatadenideniya. 
ACT.20.9	Namoḡa tufunakasina kana wava Yutiko numa kana kiyonavifofofo kana vitonu nugiginabu nenei i nuvitoḡa. Fauno yana sifufu i soniya nubwayoumataina eketa Yutiko matana i goyomoka. Tovanama i kenonuwataunuwa, i kabwataviniya keta i fekuwa fwayafwayai. Tovanama si sobuwa keta si sinanakasiya, si kitiya matematena. 
ACT.20.10	Fauno yota i sobuwa keta Yutiko tofwanei i tananiya eketa i nutaviya. Namoḡa i iyavisiya i bwaduwa, “Muka kwana nuwanuwa, namoḡa yawayawasina!” 
ACT.20.11	Munifotai i vanesavaviniya numai eketa Tuveka yana Ka kana kiyakiyaya i fufuniya eketa tovitumaḡana nukusi si kawa. I nusifufuwisiya kana nivaniva tova i katakiya yo muniyai na menananama i teweiya. 
ACT.20.12	Tovitumaḡana o namoḡa dewadewana yawayawasina si oviya keta na yasi sebobo si niya numai.
ACT.20.13	Kimaḡa wakai ka venuviketanuna ka niya Asosi menana nenei, eatu Fauno i iyavikiya vitana kavananei ina nemiya nokomai yo kana totoiya. 
ACT.20.14	Nokomai ka vikaninisaḡa keta i toḡa eketa matatafuki ka niya Mitinini menana nenei. 
ACT.20.15	Nokomai ka teweikiya eketa kuyadayada kana vinuwa nenei ka niya menana tamokaḡa nenei Kiosi simuna niniunei. Nokomai ka banuwa yo muniyai ka kanayauwa ka niya Samosi simunai eketa kuyadayada kana vinuwa nenei o ka kikinomana Minitusi. 
ACT.20.16	Fauno muka nuwanuwana tova ina teweyei Eisiya yana fafaniyai, na fasinei muka kata kanasuna Efeso eatu ka venukatuvaavaḡa. I soḡowa uḡuna nuwanuwana be taki meyameyanina maise Yenusanema ita kikinomana Kabwaga Matana kana tovai.
ACT.20.17	Eatu tovanama ka kanasuna Minitusi, Fauno yana kisuya i niya Efeso ebe ekanesiya kana tokawakawa sita nemiya sita kitiya. 
ACT.20.18	Tovanama si nemiya, i iyavisiya i bwaduwa, “Kwami naki kwa sanamaniya namaise yaku fakwafakwa kwami nukusi tova kana matatafu fafani Eisiya nenei, tovanama kafa viuḡuwai a nemiya eketa kana nivaniva kimoki. 
ACT.20.19	Tunisi fiyao Diu si weifufuna be sita weikuvavanikuwa na nenei keta anuvanuva nakanakasisi nenesiyai a nisaisiya, na nakiyai atu nuwasobuwai yota tamo tova katekateku na yana bwedi nukusi atu Tuveka fasinei a bunanigeya.
ACT.20.20	Muka tamo kami bwadu-ovivita ata givikaviniya, tovanama Guyau fonana nenei a numamana sagisagigi nenesiyai keta a visawavenena sabu nenemiyai yota numa nenesiyai. 
ACT.20.21	Bwadu fifiwanina fiyao Diu eketa Kani Kwauna a venisiya. A iyavisiya vitana yasi go'yona nenesiyai sina ugevinisiya be Guyau nenei sina saḡa keta yata Tuveka Yeisu sina vitumaḡaniya.
ACT.20.22	Eketa sifufu nofe kwa nowaniya. Guyau Kanununa i visimeikuwa eketa ana niya Yenusanema, eatu muka ata sanamanei avana ina kikinomana nenekuwai, 
ACT.20.23	eatu menanasima nenesiyai a niniya, Kanunu Tafutafuna i gigimatakawikuwa vitana nokomai deni eketa dauna nakanakasisi nenesiyai sina tenikuwa. 
ACT.20.24	Yota taki sina nuvimatikuwa na muka fasinei ata nuwanuwa nakasina, eatu iba nakatamokena nenekuwai o nuwanuwaku Tuveka Yeisu bunanige i venikuwa ana nusafuya. Bunanigenama o Guyau yana omukumukutana bigana namoḡa ana iyavisiya.
ACT.20.25	A numamaniya matatafumi nenemiyai Guyau yana Kafa visime fasinei. Eatu naki nofe tova a sanamaniya gewa kimoki keta i niniya, muka yota tafakaiku kwana kitai. 
ACT.20.26+ACT.20.27	Muka tamo Guyau yana vinuwadadana kana matakawa ata givikaviniya, naki matatafuna a bwaduwekoḡoiya. Na fasinei bwadu venemokena nenei nofe tova ana iyavimiya. Taki aitevana tamo bwadu nofe muka ina vitumaḡanei ebe muka yawasivaḡata ina nisaḡai, iyau muka kaku kuvana.
ACT.20.28	Kwami toviketanuneina tututaumi kwana kitavikavinimiya yota tovitumaḡanasima matatafusi Kanunu Tafutafuna kanonovamiyai i tenisiya, kwana kitavikavina-dewidewisiya maise yomuyomu kasi tokitavikavina yana yomuyomu i kitakitavikavinisiya. Tasike Guyau yana namonamoḡa, tauna ufaufanei i kimwanetamanisiya. 
ACT.20.29	A sanamaniya tovanama ana venuteweimiya tonumamana-vikanonono sina nemiya sina tuyanomwanimiya eketa namoḡa yasi vitumaḡana sina givigoyuya, naki maisemoka anuketa-wanawanaki manimaninisi sina nemiya sifi waumisi nenesiyai eketa sina nuvimatisiya. 
ACT.20.30	Yawane yota tututaumi sinemiyai tunisi namoḡa sifufuvi-kanonono nenei sina visawavenena eketa tovitumaḡana nuwatasi sina kaniya ebe yasi visawavenenasima goyosi tovitumaḡana sina muniiya. 
ACT.20.31	Na fasinei matami ina fekuwa! Kwana tukuya, manamana tonusi sinesiyai na matainuku muka ata onovei yaku vivisawavenena tamokatamokaḡa nenemiyai kuyadayada be nuwabuna.
ACT.20.32	Tova nofe Guyau nimanei a tenitenimiya. Yana omukumukutana sifufuna, naki kwana vitumaḡanemokiya. Taki bwadunama kwana muniiya, yawasimi sina tafwa fifiwanisi eketa Guyau yana sawanuwagabubu ina venimiya naki yana bwadudabadaba tauna yana namonamoḡa tenetenesineinasi nenesiyai maise.
ACT.20.33	Nukusi ta fakwafakwa nenei muka tamo aitevana yana gabana o kana kwame ata vai. 
ACT.20.34	Kwami naki kwa sanamanikuwa, iyau tauku nimakuwai kaku ovivita a ninisaiya eketa nenei yota unaunaku a oovivitisiya. 
ACT.20.35	Yaku savivinasima nenesiyai iyau tauku a vikafakita nenemiyai eketa a visawavenimiya vitana yata dibumusiḡa nenei kana fata goyogoyo tana ovivitisiya. Tana tukuya Tuveka Yeisu i bwaduwa, ‘Kavenena namoḡa nenesiyai o kana sebobo nakatamokena muniyai yo yuna.’”
ACT.20.36	Tovanama i nusifufukooḡa matatafusi kaetutusi si viketogunina eketa i kawanunukuwa. 
ACT.20.37+ACT.20.38	Yana sifufu nenei i iyavisiya i bwaduwa, “Muka yota tafakaiku kwana kita-savavinei.” Nofe bwadunama katekatesi i nuyavayavaniya, eketa matatafusi si nusiya si viyuiya eketa si bwedisitesitiya eyo si kwafuya nukusi si niya wakai.
ACT.21.1	Efeso tovitumaḡana kasi toviketanuneina ka vioiyoowisiya muninei, ka sinanakata keta dawaniniina ka niya Kosi simunai eketa nokomai ka banuwa. Nuwabuni ka niya Nodesi eyo ka tamana Fatana menana nenei ka saniniya eketa ka sobuwa. 
ACT.21.2	Nokomai waka tamokaḡa ka nisaiya ina tamana Foenisiya, nenei ka toḡa eketa ka kanayaukiya. 
ACT.21.3	Ka nemiya Saifunusi simuna niniunei eketa kukikimawaki i fakwa eatu ka venukatuvaavaḡa Siniya yana fafaniyai. Wakanama o Taya menana nakasina kana nogonogo i totoiya ebe nokomai ina nusiwasiwaiya, na fasinei ka nikanasuna.
ACT.21.4	Nokomai tomuniyeina ka nisaisiya eketa wiki tamokaḡa nukusi ka fakwa. Nokomai Kanunu Tafutafuna yana visawavenena nenei, tomuniyeina Fauno si matakawiya be muka ina nai Yenusanema. 
ACT.21.5	Eatu tovanama yama nai kana tova i nisaiya, ka misiniya eketa ka noḡokawawa. Tovitumaḡana matatafusi na kakawasi eketa na natunatusi menana si teweiya eatu si kwafukiya nukusi ka sobuwa gibowai. Nokomai matatafuki kaetutuki ka viketogunisiya eketa ka kawanunukuwa. 
ACT.21.6	Nukusi ka vioiyoowa eketa kima ka toḡa-savavinikiya wakai eatu tasike si makavinisiya yasi menanai.
ACT.21.7	Yama kamudadana Taya nenei i kakaviya eketa ka kanasuna Tonimaisi menana nenei. Nokomai tovitumaḡana ka venuyofiyofisiya eketa nenesiyai ka fakwa kuyadayada tamokaḡa. 
ACT.21.8	Kuyadayada venuwanei noko menananama ka teweiya atu ka niya Sisaniya menana nakasinei eketa nokomai Finifi yana numai ka fakwa. Tanake namoḡa tamo vivinuwadadaneinana. Tovanama Yenusanema sinenei namoḡa kasi 7 si gibokisiya, tanake o nukusi si vinuwadadaniya ebe yo sina ovivita Guyau yana mudadava fasinei. Yota tanake Guyau fonana kana tonumamana namoḡa nenesiyai. 
ACT.21.9	Tanake natunatuna vivine tutubonosi nasi nufunina. Tasike tamo tova Guyau fonana fasinei si bwadubwaduvioḡona.
ACT.21.11	I nemiya nenekiyai, Fauno kana wakina i viya eketa tauna nimana keta kaena i kiyona eketa i bwaduwa, “Naki nofemaise Kanunu Tafutafuna fonana, ‘Fiyao Diu kasi toviketanuneina, toniwakina nofemaise sina yoniya eketa Kani Kwauna nimasiyai sina teniya.’” 
ACT.21.12	Tovanama nofe bwadunama ka nowaniya, tovitumaḡana tunisi nukusi Fauno ka nuoneoniya ebe muka ina nai Yenusanema.
ACT.21.13	Eatu i bwaduwa, “Ava uḡuna nofemaise kwa bwedibwedi eyo katekateku kwa nunubudabudaniya! Iyau o muka vitana ata gidewadewa kaku kiyonaḡa fasinei, eatu naki a gidewadewa ebe Tuveka Yeisu fasinei ana mateya.” 
ACT.21.14	Tovanama ka kitiya muka kana fata be yana nuwanuwa kana givinai, naki ka onoviya eatu ka iyaviya vitana avana Tuveka yana nuwanuwa maise ita saviviniya.
ACT.21.15	Kuyadayadasima i kakavisiya muninei, ka gidewadewa eketa ka noḡokawawa Yenusanema fasinei. 
ACT.21.16	Sisaniya tomuniyeina tunisi nukusi ka niya, eketa si niikiya Munasoni tene Saifunusi yana numai eketa nokomai ka fakwa. Namoḡanama nofe o tanake tamo tovitumaḡana nauna.
ACT.21.17	Tovanama ka kikinomana Yenusanema, tovitumaḡana na yasi sebobo si venuyofiyofikiya. 
ACT.21.18	Kuyadayada venuwanei Fauno nukusi ka niya Yemesa ina kitiya fasinei, eketa Yenusanema tovitumaḡana kasi toviketanuneina matatafusi si nemiya nokomai. 
ACT.21.19	I bwaduviagigikuwisiya muninei, matatafuna gunina ovina i nusifufuwekoḡoiya nenesiyai namaise yana bunanige sinenei Guyau i savivina Kani Kwauna nenesiyai fasinei.
ACT.21.20	Tovanama yana sifufunama si nowaniya Guyau si daviya. Eketa Fauno si iyaviya si bwaduwa, “Unaki, naki ku sanamaniya fiyao Diu nofemai sagisagigi Yeisu si vitumaḡaniya eketa matatafusi Guyau yana visime si oofekufekuwiya. 
ACT.21.21	Eatu si nowaniya avage tovanama ku niniya Kani Kwauna yasi kabaḡa nenesiyai, matatafusi fiyao Diu ku vivisawavenena vitana Mosese yana visime sina saḡakuwakufutiya. Tamo iba avage ku iyaiyavisiya ebe natunatusi namoḡa muka sina nufifina yota kata sanu muka sina muniyei. 
ACT.21.22	Yawane ya nemi fasinei sina biganowana. Na fasinei avamasi tamo tana fufuniya ebe sina sanamaniya vitana bwadusima si nowanowanisiya o muka venemokena.
ACT.21.24	Nukusi kwa nai Numa Kodukodu wasiketanei ebe givieyaeya kana fufuna kwa savivininei Guyau matanei. Eyo muniyai kuna nufata ebe debabousi sina kigosiya. Taki namoḡa sina kitiwa nofe fufuninama kuna fufuniya, matatafusi sina sanamaniya gewa kwaḡa o Mosese yana visime ku munimuniiya. Eketa sina sanamaniya gewa sifufusima fasiweu o sifufu-vikanonono.
ACT.21.26	Eketa kuyadayada kana vinuwa nenei Fauno noko namoḡasima kasi nufunina i ovisiya eketa nukusi si givieyaeisiya Guyau matanei. Munifotai i kanasuna Numa Kodukodu kana wasiketai i matakawisiya avi tovai kasi givieyaeya kana tova ita kakavei fasinei. Ebe noko tovanama nenei kasi givieyaeya bwanaosesi, tovibwanaose sita vibwanaoseiisiya tamokatamokaḡa fasisiyai. 
ACT.21.30	Tovanama namoḡa si nowaniya dagedage i toḡa Numa Kodukodu sinenei, Yenusanema kana matatafu nuwanuwa si viya eketa kabaḡa tuninatunina nenesiyai si dibwana nokomai. Fauno si givikaviniya eketa si sinakanikaniya si kikinomaniya Numa Kodukodu kumenanina, eatu tuiyo kawa si venukatugudusiya. 
ACT.21.31	Fauno si vivibaiiya be sina nuvimatiya eatu Noma tonuaviya kasi toviketanuneina biga i nowaniya vitana fiyao Yenusanema namoḡa matatafusi si vivikamunumunuwa Numa Kodukodu kana kani sinenei. 
ACT.21.32	Eketa yana tonuaviya kasi kaimatana nukusi i venuvakukusisiya eketa si dibwana sabu kuweyaisi. Tovanama sabuveka si kitisiya tonuaviya kasi toviketanuneina nukusi si nenemiya, vitana Fauno si munumunuya eava si onoviya.
ACT.21.33	Tonuaviya kasi toviketanuneina i nemiya eketa Fauno i givikaviniya. Yana tonuaviya i visimeisiya eketa seni nuwesi nenesiyai si yoniya, munifotai eyo sabuveka i nutoninuvenuveisiya i bwaduwa, “Nofe o aitevana? Ava o i fufuniya?” 
ACT.21.34	Sabuveka sinesiyai namoḡa tunisi iba tamo fasinei si vivikafinafina, eatu namoḡa tunisi o naki si vivikafinafina-kaokaoḡowa. Vikafinafina i vikatumataiya eketa tonuaviya kasi toviketanuneina muka kana fata vidagedage kana uḡu ina sanamanei. Na fasinei yana tonuaviya i visimeisiya ebe Fauno sina kanasuniya numa fakinina nenei. 
ACT.21.35	Eatu tovanama i nemiya numa fakinina kana kaevaavaḡa niniunei, sabuveka si vibaimoka nuwanuwasi be Fauno sina givikaviniya, na fasinei tonuaviya si ginakasiya eketa si unamokiya ebe sina ofafafiya namoḡa nenesiyai. 
ACT.21.36	Sabuveka si omunitawisiya eatu si bwaubwauwa, “Kwa nuvimatei! Kwa nuvimatei!”
ACT.21.37	Tovanama Fauno kabegomokena be numa sinenei sina kanasuniya, Giniki fonasiyai tonuaviya kasi toviketanuneina i iyaviya i bwaduwa, “Kana fata ata nusifufuwiwa?”
ACT.21.37	Noko nenei tonuaviya kasi toviketanuneina i sabanutuḡa eketa i iyaviya i bwaduwa, “Omasi kwaḡa bwadu-Giniki ku sanamaniya? 
ACT.21.38	Iyau a nuwanuwa vitana kwaḡa bwatanemoka tene Itifita maise. I anuvanuva be kama toviketanuneina nenesiyai ita nuaviya, eketa totaniyagunu kasi 4,000 na funumisi i viketanunisiya eketa si niya fwayafwaya nunumonumonei. Eketa kwaḡa namoḡauma?”
ACT.21.39	Fauno i nufata i bwaduwa, “Muka, iyau tene Diu, a tufuwa fafani Sinisiya sinenei menana na kana wava Tasusi nenei. Kana fata kuta sawateweikuwa be namoḡa ata nusifufuwisiya?”
ACT.21.40	Toviketanuneina i vinowana eketa Fauno kaevaavaḡa nenei i misiniya eatu nimanei namoḡa i nusawatanisiya. Tovanama i katanisiya, Ibeniu fonasiyai i nusifufuwisiya.
ACT.22.1	Fauna i bwaduwa, “Amamaku keta unaunaku, kwa vaneneḡeiku eatu tauku ana tanafafafanikuwa iyau muka tamo goyona ata fufuniya.” 
ACT.22.2	Tovanama sabuveka Fauno si nowaniya tututausi Ibeniu fonasiyai i nunusifufuwisiya, vikafinafina si onoviya eatu si numananava.
ACT.22.4	Na fasinei aviyaonana Yeisu yana Ke'ta nununei si niniya, a givikuvavanisiya eketa tunisi si mateya. Yaku visime nenei tovitumaḡana namoḡa keta vivine si givikavinisiya eketa deni nenei si tenisiya. 
ACT.22.5	Tovibwanaose kasi toviketanuneina keta tokawakawa matatafusi nukusi si sanamaniya a bwadubwaduwa venemokena. Nufunufu viviginiwisi si venikuwa ebe tunisi unaunasi fiyao Diu menana Damasiko nenei si fakwafakwa ata venisiya. Nokomai a niya Yeisu kana tomuniyeina ata nuwasisiya ebe ata kiyona eketa ata makavinisiya Yenusanema ebe nofemai sita vimatadawanisiya.
ACT.22.6	Naki kuyadayada kana sinefou nenei, ketai a niniya eatu Damasiko niniunei abamei mayesina matakikikwanena visabanutuḡai i tafafifinikuwa. 
