MAT.1.1	Abraham poho ne Dabid koro poho Yesu Kiristo ekashi shinrit ikiri anuye kambi.
1TI.5.10	nei guru anak ne poho utara reshpa yakun, atchi un utara ayando kore yakun, ashkanne utara chikiri uraye yakun, yairamhekonro utara kaobiuki yakun, shiarikiki no obitta no okai pirika ikip nei no iki yakun, sapaha nuye yan. 
1TI.5.11	Koroka, upen shiyompiyara shiwentep gusu iteki sapaha nuye yan: inambe gusu ne yakun, nei utara Kiristo gusu keutum ehaita chiki, 
1TI.5.12	shui soshipi rusui; aige, nei utara anak ne atpakta koro eishokor-i atte keutum eyaikoemaka gusu ekokatpakte ruwe ne na. 
1TI.5.13	Samata, nei no okai utara anak ne toranne iki wa chisei pishno shioyapkire apkash; toranne patek shomo ne koroka paro-rui ne yakka ki, moshima guru orushpe orun isaikako, aige, shomo aye kuni itak ye ruwe ne. 
1TI.5.14	Tambe gusu, upen shiwentep utara anak ne hoku koro wa poho shikore, orowa, epokba guru oitakushi gusu an ika shomo kore hine koro uni shikkashima kuni ku kon rusui ruwe ne; 
1TI.5.15	inambe gusu ne yakun, sereke an utara anak ne tane ne yakka Satan orun henoye okere ruwe ne. 
1TI.5.16	Eishokoro iki shiyompiyara shiwentep koro shiwentep an chiki, shinuma nei utara kaobiuki yak pirika, aige, son no an shiyompiyara kaobiuki eashkai kuni ne iteki karisia seire yan.
1TI.5.17	Pirika no epungine puresbuteros utara eusamanu aainukoro kunip ne sekoro esanniyo yan, makangane nei itak gusu ne yakka epakashnu ambe gusu ne yakka monraige utara epeka nei no iki yan. 
1TI.5.18	Inambe gusu ne yakun, amam ibehe oashinge beko otta iteki etukarip eunu yan, sekorʼambe Kamui kambi kata anuye wa an ruwe ne gusu ne na. Samata, monraige guru anak ne koro pummaha akore kunip ne ruwe ne na. 
1TI.5.19	Tun ren paweteshu guru iki ambe shomo ne yakun, puresbuteros epeka eiyonnuppa ambe iteki uk yan. 
1TI.5.20	Chikokatpak utara okai chiki, moshima okai utara ishitoma kuni ne obitta no okai utara shik-samata pakashnu yan. 
1TI.5.21	Oheuge sak no tap okaibe e iki, ainu kashiramu gusu shomo ki no nep ne yakka ki kuni ne Kamui tek-samata newa Kiristo Yesu teksamata newa anumge wa okai Kamui hauturumbe tek-samata newa e ikashpaotte ash na. 
1TI.5.22	Yaitunashka wa ainu kata iteki teke ande, shui, moshima guru tura iteki chikokatpak koro: yaituru-sak no e an kuni ki yan. 
1TI.5.23	Tewa no ouse wakka patek shomo iku, koroka, e honihi gusu hemhem kanna-kanna e etashumka ambe gusu tonoto pon no ka eiwange yan. 
1TI.5.24	Sereke okai utara koro chikokatpak anak ne etoko wano aeramanbe ne, aige, aesanniyo kuni ne hoshiki no arapa; orowa, sereke okai utara korobe gusu anak, nei ambe iyoshi no arapa ruwe ne. 
1TI.5.25	Tambe nei no ne yakka anukarape ne pirika ikip okai; orowa, pirika shomo ne ambe anak anuina eaikap ruwe ne.
1TI.6.1	Rekut unbe pokta ausshiune wa okai utara yaikota koro nishpa aainukoro kunip ne sekoro esanniyo yak pirika, tambe anak ne Kamui reihei newa nei epakashi shomo akoatcha kuni gusu ne na. 
1TI.6.2	Orowa, eishokor-i atte nishpa utara koro utara anak ne, iteki nei utara pange yak pirika, iriwak utara ne ruwe ne gusu ne na; torota, makangane otta yaishieiwangere yak pirika, inambe gusu ne yakun, nei pirika ikip koro utara anak ne eishokoro utara ne, omap ki utara ne ruwe ne. Tap okaibe epakashnu wa onishnishi yan.
1TI.6.3	Moshima okai epakashi epakashnu hine, nisashnu itak, chikoro Utarapa ne Yesu Kiristo koro itak otta hemhem Kamui kooripak korachi an epakashi otta hemhem ramuoshma shomoki guru an chiki: 
1TI.6.4	nei guru anak nep ne yakka erampeutek wa pittaranne, koroka, Kamui kooripak ambe anak ani eyaiepirikare kunip ne sekoro yainu wa eyaitunnap keutum hemhem, upaore ambe hemhem, Kamui koatcha ambe hemhem, wenbe eyainu ambe hemhem, keutura munin wa 
1TI.6.5	sonep sak wa oheuge upahunara hemhem patek iki guru ne ruwe ne. 
1TI.6.6	Koroka, Kamui kooripak wa yaiyainuwere ambe anak ne poro aepirikarep ne: 
1TI.6.7	nep ne yakka koro wa moshirʼotta araki ash shomoki, samata nep ne yakka koro wa moshiri kohoppa eaikapbe ne ruwe ne gusu ne na: 
1TI.6.8	koroka, aep newa amip chi koro hine yaiyainuwere ki kusu ne na. 
1TI.6.9	Koroka, yaieoteknure rusui utara anak ne, isamka ambe newa wen ushike ta utara esumba wa aronnu korachi an akoramnukara ambe newa akbe newa inne no okai ohaita iwende ibeporore ambe oro-oshma ruwe ne. 
1TI.6.10	Inambe gusu ne yatun, ichen omap ambe anak ne usa okai wenbe koro shinrit ne ruwe ne: sereke okai utara anak ne nei ambe epa kuni iki hine eishokor-i wano ashiren, aige, inne no okai shirikirap ani yaiotke kushna nisa ruwe ne na.
1TI.6.11	Koroka, Kamui koro ainu e ne gusu, tap okaibe eshaot yan; aige, oupeka ambe, Kamui kooripak ambe, eishokor-i atte ambe, omap ambe, yaiyupupu ambe, 
1TI.6.12	ramushiroma ambe keseamba yan. Eishokor-i gusu an pirika tumi iki yan, otusashuishiri pakno an inotu shikkashima yan, nei ambe gusu e nishuk an okere, samata, inne utara shik-samata pirika paweteshu ambe e ki nisa ruwe ne. 
1TI.6.13	Obitta no okaibe shiknu kuni ne koshiratki Kamui tek-samata ne yakka, Pontio Pirato kotchaketa pirika paweteshu ambe iki Kiristo Yesu shik-samata ne yakka e kashpaotte ash na; 
1TI.6.14	chikoro Utarapa ne Yesu Kiristo anukara pak no, echi sak no, aekot kuni ushike isam no, 
1TI.6.15	nei ikashpaotte shikkashima yan: yaikota koro pakihi ta Shinuma nei ambe nukare kusu ne, Shinuma anak ne shinnunuke an patek Sapanep ne Ahekote nishpa utara ok kashi an Ahekote Kamui ne, utarapa utara ok kashi an Utarapa ne ruwe ne; 
1TI.6.16	Shinuma patek shomo rai-ambe koro hine otta karange no arapa eaikap shiripekere ta oshiroma ruwe ne; inan guru ne yakka naa shomo Shinuma nukara, samata, Shinuma nukara eaikap ruwe ne; Shinuma orun otusashuishiri wano otusashuishiri pakno an aainukorobe newa kiroro an na. Amen.
1TI.6.17	Tan moshiri ta okai wa oteknu utara anak ne iteki yaiesanniyorire hene ki, iteki autumotne an ikoro eyaikopashte hene ki, koroka, ani eyainupetnere kuni gusu nuye an no obitta no okaibe un kore Kamui eyaikopashte kuni ikashpaotte yan; 
1TI.6.18	nei utara pirikap iki, 
1TI.6.19	pirika iki ambe gusu nuye an no iki, eimek wa utara tura no koro hine iyoshi no ek kusu ne pakihi gusu, yaikota gusu pirika asamaha ande wa nei inotu, son no inotu, aeumashnure kuni ne kashpaotte yan.
1TI.6.20	Aa Timoteos, e shikkashimare an okaibe epungine hine momok an oha-hawe orowa no hene shunge no aye eramushbe epokbap orowa no hene yaiohaitare yan; 
1TI.6.21	sereke okai utara anak ne nei okaibe eishokoro kunak ye wa eishokor-i ohaita nisa ruwe ne na.
1TI.6.21	Irenga e otta an kuni akoramkon na.
2TI.1.1	Kiristo Yesu oshiketa an inotu akore kuni eitakamkire an korachi Kamui irenga ankushkerai Kiristo Yesu koro Apostoro ne Pauros ku ne anak ne, ku omap an poho Timoteos otta kambi omande na: 
2TI.1.2	irenga hemhem rampoken hemhem itomo hemhem Michi ne Kamui newa chikoro Utarapa ne Kiristo Yesu orowa no an kuni akoramkon na.
2TI.1.3	Tokap ne yakka kunne ne yakka echi nukan rusui hine okere shomoki no ramma echi eshkarun wa ku inonno-itak, aige, ku goro ekashi utara wano aotke-otke shomo ne an keutum ani otta ku yaishieiwangere Kamui ku yaiiraige na, 
2TI.1.4	echi nupe ku eshkarun wa shiri ku nupetne kuni ne nei no ku ki na; 
2TI.1.5	orowa, e onnaigeta an kankapkapeka sak eishokor-i a en eshkarunde an; hoshiki no nei ambe anak ne e koro huchi Rois newa e koro habo Euneike oshiketa an; orowa, e onnaigeta ne yakka an sekoro ku eishokon ruwe ne. 
2TI.1.6	Tapan ikkewehe an gusu, ku teke e kashi-ta ku ande ankushkerai Kamui orowa akore ambe e paraparasere kuni ne e eshkarunde ash ruwe ne. 
2TI.1.7	Inambe gusu ne yakun, Kamui anak ne ishitoma kuni gusu an ramat un kore shomoki, koroka, kiroro newa omap ambe newa keutum yaieashirikara kuni ramat un kore nisa ruwe ne.
2TI.1.8	Tambe gusu chikoro Utarapa gusu an paweteshu ambe hene, Shinuma gusu upakashnu chisei ta an guru ne kuani gusu hene iteki yainikoroshma yan: koroka, Kamui kiroro nei no an pirika shongo tura wenbe gusu eyairamkoiki yan; 
2TI.1.9	Shinuma anak ne un kashiobiuki nisa, ashkanne nushuk ambe ani un tak, iki ikip nei no an korachi shomo ne, koroka, otusashuishiri an pakihi etokota Kiristo Yesu oshiketa okai wa un kore Shinuma yaikota koro keutura newa irenga an korachi nep; 
2TI.1.10	aige, nei ambe anak ne chikoro un Kashiobiukip ne Kiristo Yesu ek-hi ani anukare nisa ruwe ne; Shinuma anak ne rai ambe isamka wa pirika shongo ankushkerai inotu newa shomo muninbe sarare nisa ruwe ne; 
2TI.1.11	nei ambe gusu eupaskuma ki guru, Apostoro ne guru, epakashnu guru ne kuni akara ainu ku ne ruwe ne. 
2TI.1.12	Tap ambe gusu obitta no tan okaibe ku eramushitne wa an: yakka ku yainikoroshma shomoki ruwe ne; inambe gusu ne yakun, ku eishokoro okere guru ku eamkiri, orowa, ku shikkashima re okaibe Shinuma nei toho gusu epungine eashkaibe ne sekoro ku eishokon ruwe ne gusu ne na. 
2TI.1.13	En orowa no e nu okere nisashnu an itak katuhu gusu anak, Kiristo Yesu oshiketa an eishokor-i atte ambe newa omap ambe ani shikkashima yan. 
2TI.1.14	Aokai ashikkashimare okere pirika ambe gusu anak, e onnaigeta oshiroma wa an Ashkanne Ramat ankushkerai epungine yan.
2TI.1.15	Tambe e eraman, Asia moshiri ta okai utara obitta en orowa no hosari okere; nei utara tumugeta Pugeros newa Herraogones okai ruwe ne. 
2TI.1.16	Onesiporos koro uni un utara Utarapa erampokiwen wa kore kuni ku koramkoro; inambe gusu ne yakun, shinuma anak ne kanna-kanna en sambe shiturire nisa, orowa, 
2TI.1.17	ku shinkop gusu shomo yainikoroshma ki; koroka, Roma kotan ta an ita irammakaka en hunara hine 
2TI.1.18	en pa nisa ruwe ne (Utarapa toho ta Utarapa anak ne shinuma erampokiwen wa kore kuni ku koramkoro); samata, Epesos kotan ta hempak inne okaibe ani shinuma en gusu yaishieiwangere ambe aokai pirika no eraman ruwe ne na.
2TI.2.1	Tambe gusu ku poho ne aokai, Kiristo Yesu oshiketa an irenga otta yaitumashnure yan. 
2TI.2.2	Orowa, inne paweteshu utara tumugeta en otta e nu okere okaibe, epakashnu eashkai sone an moshima utara otta ne yakka shikashimare yan. 
2TI.2.3	Kiristo Yesu koro pirika tumikoro guru korachi uturu wenbe eyairamshitne yan. 
2TI.2.4	Nep tumi-koro gusu iki guru ne yakka tan moshiri ta ishu kuni gusu an okaibe gusu shomo yainishomapte ruwe ne; tambe anak ne tumi-koro guru gusu shinuma sapaha nuye guru nupetnere kuni gusu ne na. 
2TI.2.5	Samata, nei shinot gusu ukirorowande guru an chiki, ikashpaotte nei no iki shomoki yakun, 
2TI.2.6	sapa-umbe shomo aunu ruwe ne Monraige wa etoita gurʼanak ne hoshiki no nei hetuku ibehe ibe kunip ne. 
2TI.2.7	Ku ye itak esanniyo yan; nep ne yakka gusu Utarapa anak ne e eramande kusu ne gusu ne na. 
2TI.2.8	Ku iki shongo nei no an, Dabid sanikiri ne, rai-i orowa no hetopo-shiknu Yesu Kiristo eshkarun yan: 
2TI.2.9	nei shongo gusu wen-buri ki guru korachi a en tupetupe wenbe eyairamshitne wa an na; koroka, Kamui itak anak ne atupetupe shomoki ruwe ne. 
2TI.2.10	Tambe gusu, anumge wa okai utara gusu obitta no okaibe ku eyaishiporore ruwe ne, nei utara ne yakka Kiristo Yesu tura otusashuishiri pakno an arakuru ne kashiobiuki ambe akore kuni gusu ne na. 
2TI.2.11	Nei aye itak ambe sonep ne: inambe gusu ne yakun, Shinuma tura no chi rai yakun, Shinuma tura no shiknu ash ne yakka ki kusu ne; 
2TI.2.12	yaishiporore yakun, Shinuma tura no epungine kusu ne; Shinuma eshikashke ash yakun, Shinuma un eshikashke ne yakka ki kusu ne: 
2TI.2.13	chi utara anak ne sone ambe shomo ne a yakka, Shinuma ramma sonep ne; Shinuma yai-eshikashke eaikap ruwe ne gusu ne na.
2TI.2.14	Tapan okaibe gusu nei utara eshkarunde yan, aige, ani eyaiepirikare eaikapbe, nu utara oheugere kuni itak gusu upahunara ambe nei utara itek iki kuni ne Utarapa kotchaketa kashpaotte yan. 
2TI.2.15	Oupeka no sone an itak koro, yainikoroshma kuni ika sak no an monraige guru nepkoro, Kamui iramye nei no an guru korachi yaikoropare kuni ne shiarikiki no iki yan. 
2TI.2.16	Koroka, momok an oha-hawe eshishi yan: inambe gusu ne yakun, nei okaibe anak ne shomo Kamui kooripakbe gusu naa iki kuni okaibe ne, 
2TI.2.17	orowa, koro itak anak ne nini shipirasa korachi shipiraspa ruwe ne: 
2TI.2.18	nei utara tumugeta Humenaios newa Piritos okai ruwe ne; nei utara anak ne sonep gusu ohaita, aige, hetopo-a-shiknure ambe anak ne aokere ruwe ne sekoro ye hine sereke okai utara eishokor-i hokushte ruwe ne. 
2TI.2.19	Yakka. Kamui koro nishuwamne asamaha aatte wa an, aige, tan han aomare an na; — Utarapa anak ne yaikota koro utara eraman; orowa, Utarapa reihei ye obitta no okai utara oupeka-sakbe orowa no shikiru yan. 
2TI.2.20	Koro chisei onnaigeta ouse kongani op newa shirokani op patek okai shomo ne, koroka, chikuni op newa toitoi op ne yakka okai; samata, momokbe gusu aeiwange kunip okai, aeoripakbe gusu aeiwange kuni ambe okai ruwe ne. 
2TI.2.21	Tambe gusu, ainu anak ne nei okaibe gusu yaituru-sakte chiki, shinuma anak aeoripakbe kuni gusu an op ne, ashkannep ne, kon Nishpa orowa no aeiwange kuni oupakbe ne, nep pirika ikip gusu aetokooiki kunip ne akara kusu ne na. 
2TI.2.22	Koroka, upen guru iki rusui wen-buri eshishi hine turu-sak sarabe wano Utarapa konishuk utara tura, oupeka ambe hemhem, eishokor-i hemhem, omap ambe hemhem, itomo irenga hemhem keseamba yan. 
2TI.2.23	Koroka, ramu-sak, aerampeutekbe an upahunara ambe eshishi yan, e eraman korachi, nei okaibe anak ne ukoiki ambe hopunire ruwe ne na. 
2TI.2.24	Orowa, Utarapa koro usshiune guru anak ne ukoiki kunip shomo ne, koroka, obitta no okai utara epeka rotcha wa an, epakashnu eashkai no an, wenbe gusu eyaishiporore wa an, 
2TI.2.25	ramu-shiroma no yaiatte wa epokba utara pakashnu kuni an guru ne kunip ne ruwe ne; Kamui anak ne nei utara yaikokatpakte wa sonep eramande, orowa, 
2TI.2.26	nei utara yaieashirikara hine nitne Kamui atte akbe aohaitare, aine, Kamui irenga ankushkerai shinuma ani auk kuni gusu ne na.
2TI.3.1	Koroka, tambe onnere yan, okese an toho ta hokamba pakihi ek kusu ne. 
2TI.3.2	Inambe gusu ne yakun, utara anak ne yai-omap utara ne kusu ne, ichen omap utara ne kusu ne, yaiomonnure ki, shitumkanere, Kamui koatcha hemhem ki, eshikop epeka itakkashi, 
2TI.3.3	shomo yaiiraige an no okai, turu-ushbe, 
2TI.3.4	omap ki keutum sak, utara epokba, yaishikkashima eaikap, niwen, pirikap shomo koomap, ainu ekoshi, 
2TI.3.5	koetaraka iki, pakesara, Kamui koomap kasu no yainupetnere ambe koomap utara ne; Kamui koori-pak noine an katuhu koro, koroka, nei kiroro eshikashke: 
2TI.3.6	tap okai utara wano eyaishishire yan. Tap okai utara wano usa chisei orun reyepa ahup hine chikokatpak sei ehaita shiwentep tek-pashte, usa okai wenbe ki rusui keutura an gusu aani, 
2TI.3.7	ramma eyaihannokkara, koroka, ramma sonep eraman kuni pakno epa eaikap utara ne ruwe ne Orowa, 
2TI.3.8	Yannes newa Yambres anak ne Mose shisamchashnure korachi, tan utara ne yakka sonep shisamchashnure ruwe ne; keutum munin utara ne wa eishokor-i gusu yaikoemakbap ne ruwe ne. 
2TI.3.9	Koroka, nei utara anak ne tewa no naa iki shomoki kusu ne: inambe gusu ne yakun, nei tun iki ohaita ambe anak ne obitta no okai utara shik-samata anukara wa an korachi, nei utara gusu an orushpe ne yakka anukara kusu ne gusu ne na. 
2TI.3.10	Koroka, aokai anak ne ku epakashnu ambe, ku iki buri, ku keutum, ku eishokor-i, ku ramu-shiporore ambe, 
2TI.3.11	ku omap ambe, ku yaiyupupu ambe, a en epokba ambe, aeyairamshitnere ambe e ikoisamba nisa ruwe ne; Antiok kotan ta, Ikoniom kotan ta, Rustra kotan ta en gusu nep okaibe hetuku ya; nep aepokba ambe ku eyaishiporore ya: aige, obitta nei okaibe orowa no Utarapa en ohaitare nisa ruwe ne. 
2TI.3.12	Ruwe un, inan guru ne yakka Kiristo Yesu oshiketa Kamui kooripak an no ishu kusu ne sekoro ramuoshitchiu gurʼanak ne aepokba kusu ne. 
2TI.3.13	Koroka, wen utara newa tusu ikichi utara uwepaketa wen ne kusu ne, aine, moshima guru kokandama hemhem ki, 
2TI.3.14	yaikota akokandama aiki kusu ne na. Koroka, eani anak eyaihannokkara okere okaibe, sonep ne sekoro e eraman okaibe shikkashima yan, aige, inan guru otta eani nei okaibe eyaihannokkara ya eraman no okai yan; 
2TI.3.15	orowa, Kiristo Yesu oshiketa an eishokor-i ankushkerai kashichiobiuki gusu e wayashnure eashkai Ashkanne kambi ponram orowa no e eraman ruwe ne na. 
2TI.3.16	Nep Ashkanne kambi ne yakka obitta Kamui pariri, aige, epakashnu gusu hemhem, shirosh ne gusu hemhem, oupekare gusu hemhem, oupeka an ambe epeka pakashnu gusu hemhem epirikare ambe ne: 
2TI.3.17	Kamui koro ainu anak ne aeramushinne no an wa nep pirika ikip gusu irammakaka etokooiki an kuni gusu ne na.
2TI.4.1	Kamui shik-samata hemhem, shiknu guru ne yakka rai guru ne yakka koipishi Kiristo Yesu shik-samata hemhem, samata, Shinuma ek kusu ne a ambe newa koro moshiri ankushtapne e onishnishi ash na; 
2TI.4.2	nei itak eupaskuma yan; pakihi pirika ita ne yakka, pirika pakihi isam ita ne yakka ramma-kane iki yan; shi no ramu-shiporore wa epakashnu tura koipishi wa esanniyo, 
2TI.4.3	pakashnu, onishnishi yan. Inambe gusu ne yakun, nei utara anak ne nisashnu an epakashi kopange pakihi ek kusu ne; koroka, mayaige kisara koro hine yaikota koro iki rusui keutura kopakeat epakashnu utara yaikota gusu roshki kusu ne; 
2TI.4.4	orowa, sonep orowa no koro kisara hosari hine uwepekere orun atte kusu ne. 
2TI.4.5	Koroka, nep ne yakka gusu yairamatte yan, enishte yan, pirika shongo eupaskuma guru ki kuni ikip ki yan, otta yaishieiwangere ambe uweomare yan. 
2TI.4.6	Inambe gusu ne yakun, tane kuani a en ayange okere, ku oman kuni a-i epa nisa ruwe ne. 
2TI.4.7	Pirika ukoiki ambe ku ki okere, pakno ku hoyupu kuni-hi ku oman okere aeishokor-i ku shikkashima nisa ruwe ne; tewa no en gusu oupeka sapa-umbe eumashnu wa an; 
2TI.4.8	oupeka no koipishi ki Utarapa nei toho ta nei ambe en kore kusu ne: orowa, en otta patek shomo ne, koroka, Shinuma ek kuni ambe omap obitta no okai utara, otta ne yakka akore kusu ne ruwe ne.
2TI.4.9+2TI.4.10	Tunashino en orun ek kuni iki yan: inambe gusu ne yakun, Demas anak ne tane okai moshiri omap gusu en emaka wa Tessaroniki orun oman wa isam ruwe ne gusu ne na; orowa, Kureskens anak Garatea otta arapa, Titus anak ne Darmatea otta oman nisa ruwe ne. Roukos patek en tura no an ruwe ne. 
2TI.4.11	Markos tura wa ek yan: nei guru anak yaishieiwangere otta en gusu raka an guru ne ruwe ne gusu ne na. 
2TI.4.12	Koroka, Epesos otta Tikikos ku omande nisa. 
2TI.4.13	Troas kotan ta an Karpos otta ku hoppa mipihi; samata, kambi-sosh, orowa makangane anuye kambi, 
2TI.4.14	e ek chiki koro wa en kore yan. Fure-kani kik guru ne Areksandros anak ne shi no en wende nisa ruwe ne; Utarapa anak ne shinuma ki ikip esanniyo wa koropare kusu ne: 
2TI.4.15	aokai ne yakka nei guru gusu yaitubare yan: inambe gusu ne yakun, shinuma earikimre chi ki itak shisamchashnure nisa ruwe ne na. 
2TI.4.16	Atpake an ku iki kikikara itak ku sange ita anak ne en tura shinen poka shomo iki, koroka, obitta en emaka nisa ruwe ne: tap ambe ika nei utara epeka wa aesanniyo kuni ku koramkoro. 
2TI.4.17	Koroka, Utarapa anak ne en samaketa an, awa, en tumashnure nisa ruwe ne; tambe anak ku ankushkerai nei orushpe naa irammakaka aashte kuni, samata, obitta no okai Oya un utara inu kuni ne aki na: orowa nei shishi paro wa a en ohaitare nisa ruwe ne na. 
2TI.4.18	Utarapa anak ne pishno no an wen ikip orowa no en ohaitare kusu ne, orowa, kando un moshiri gusu en kashiobiuki kusu ne: otusashuishiri wano otusashuishiri pakno Shinuma orun arakuru an na. Amen.
2TI.4.19	Priskas newa Akiras newa Onesiporos koro uni un utara tura ekap yan. 
2TI.4.20	Erastos anak ne Korintos kotan ta riya nisa: koroka, Tropimos tashum wa gusu Miretos kotan ta ku hoppa nisa ruwe ne. 
2TI.4.21	Mata etokota ek kuni ne shiarikiki no iki yan. Eubouros e ekap na; Pondes ka, Rinos ka, Kraudia ne yakka obitta no okai iriwak utara tura e ekap ruwe ne.
2TI.4.22	Utarapa e kon ramat tura no an kuni akoramkoro. Irenga e tura no an kuni ku koramkon na.
TIT.1.1	Kamui koro usshiune guru ne, samata, Kamui koro anumge wa okai utara atte eishokor-i newa Kamui kooripak ambe nepkoro an sonep eramu ambe nei no an wa Yesu Kiristo koro Apostoro ne Pauros 
