GEN.1.1	Idi 
ZEC.6.4	Idin simmungbatac ket kinunac iti angel a nakisarita caniac, Aniada dagitoy, apoc?
ZEC.6.5	Ket ti angel simmungbat ket kinunana caniac, 
ZEC.6.7	Ket dagiti napigsa napanda, ket 
ZEC.6.8	Idin isu pinuccawannac, ket sinaona caniac, a kinunana, Adtoy, dagidiay a mapan iti daga ti amianan pinagtalnada ti 
ZEC.6.9	Ket ti sao ni Jehova immay caniac a kinunana,
ZEC.6.10	Mangalaca cadagiti naggapu iti pannacacayaw, uray ken Holdai, ken ni Tobias, ken ni Jedaia; ket umayca iti daydiay met laeng nga aldaw, ket inca iti balay ni Josias nga anac ni Sefonias, a papanan dagidiay aggapu sadi Babilonia;
ZEC.6.11	Wen, mangalaca 
ZEC.6.12	Ket agsaoca kencuana, a cunam, Castoy ti sinao ni Jehova dagiti buybuyot, a cunana, Adtoy, ti tao, a ti naganna 
ZEC.6.13	Isu met laeng 
ZEC.6.14	Ket dagiti balangat addadanto ken ni Helen, ken ni Tobias, ken ni Jedaia, ken ni Hen nga anac a lalaki ni Sefonias, agpaay a pacalaglagipan iti templo ni Jehova.
ZEC.6.15	Ket 
ZEC.7.1	Ket naaramid idi 
ZEC.7.2	Idin 
ZEC.7.3	Ken tapno isaoda 
ZEC.7.4	Idin ti sao ni Jehova dagiti buybuyot immay caniac, a kinunana,
ZEC.7.5	Agsaoca cadagiti amin a tattao ti daga, ken cadagiti papadi, a cunaem, Idi a nagayunarcayo 
ZEC.7.6	Ket no mangancayo ken ni uminumcayo, saancayo aya a mangan nga agpaay cadacayo met laeng, ken uminum nga agpaay cadacayo met laeng?
ZEC.7.7	Dicayo 
ZEC.7.8	Ket ti sao ni Jehova immay ken Zacarias a kinunana,
ZEC.7.9	Castoy ti sinao ni Jehova dagiti buybuyot, a kinunana, 
ZEC.7.10	Ket dicayo parigaten ti balo a babai, 
ZEC.7.11	Ngem isuda dida kinayat nga impangag, ket imbawingda ti abagada, ken 
ZEC.7.12	Wen, inaramidda ti pusoda a cas la bato a pamulinawen, tapno saanda a mangeg ti linteg, ken dagiti sasao a ni Jehova dagiti buybuyot imbaonna babaen ti Espirituna a naaramat dagidi immununa a mammadto: gapuna immay ti dackel a pungtot a naggapu ken Jehova dagiti buybuyot.
ZEC.7.13	Ket napasamac nga isu nagpuccaw, ket dida kinayat nga impangag, iti casta agpuccawdanto, ket diacto ipangag, cuna ni Jehova dagiti buybuyot;
ZEC.7.14	Ngem iwaracto ida babaen ti alawig iti tengnga dagiti amin a nasnacion nga isuda dida naammoan. Iti casta ti daga langalang idi iti licudanda, 
ZEC.8.1	Ket ti sao ni Jehova dagiti buybuyot immay 
ZEC.8.2	Castoy ti cuna ni Jehova dagiti buybuyot: 
ZEC.8.3	Castoy ti cuna ni Jehova: 
ZEC.8.4	Castoy ti cuna ni Jehova dagiti buybuyot: 
ZEC.8.5	Ket dagiti calcalsada ti ili mapnodanto cadagiti ububbing a lallaki ken ububbing a babbai nga agayayamda cadagiti calcalsadana.
ZEC.8.6	Castoy ti cuna ni Jehova dagiti buybuyot: No daytoy nacascasdaaw iti imatang ti 
ZEC.8.7	Castoy ti cuna ni Jehova dagiti buybuyot: Adtoy, siac ispalecto ti ilic 
ZEC.8.8	Ket yegconto ida, ket agnaeddanto iti nagtengngaan ti Jerusalem: 
ZEC.8.9	Castoy ti cuna ni Jehova dagiti buybuyot: 
ZEC.8.10	Ta iti sacbay dagidiay nga al-aldaw awan ti tangdan iti lalaki, uray ania a tangdan nga agpaay iti animal; awan idi ti uray ania a talna iti daydiay a rimmuar wenno simrec, a maipuon iti cabusor; ta siac incabilco amin a lallaki tunggal maysa a maibusor ken caarrubana.
ZEC.8.11	Ngem ita saanacto a cas cadagiti immun-una nga aldaw, iti matda iti daytoy nga ili, cuna ni Jehova dagiti buybuyot.
ZEC.8.12	Ta 
ZEC.8.13	Ket maaramidto nga idinto a 
ZEC.8.14	Ta castoy ti cuna ni Jehova dagiti buybuyot: 
ZEC.8.15	Casta manen pinanggepco cadagitoy nga aldaw ti mangaramid iti imbag iti Jerusalem ken iti balay ti Juda: dicayo agbuteng.
ZEC.8.16	Dagitoy dagiti banbanag nga aramidenyonto: 
ZEC.8.17	Ket awan coma cadacayo ti mangisicat iti dakes cadagiti pusoyo a maibusor ken caarrubana; ket dicayo ayaten ti naulbod a sapata: ta amin dagitoy dagiti banbanag a guraec, cuna ni Jehova.
ZEC.8.18	Ket ti sao ni Jehova dagiti buybuyot immay caniac, a kinunana,
ZEC.8.19	Castoy ti cuna ni Jehova dagiti buybuyot: Ti panagayunar 
ZEC.8.20	Castoy ti cuna ni Jehova dagiti buybuyot: No umayto manen dagiti tattao, ken dagiti agnaed cadagiti adu nga il-ili;
ZEC.8.21	Ket ti agnaed iti maysa 
ZEC.8.22	Wen, adu nga il-ili ken napipigsa a nasnacion 
ZEC.8.23	Castoy ti cuna ni Jehova dagiti buybuyot: Cadagidiay nga aldaw 
ZEC.9.2	Ket ti 
ZEC.9.3	Ket ti Tiro binangonna kencuana met laeng ti sarikedked, ket nagurnong iti pirac a cas la iti tapuc, ken iti nasudi a balitoc a cas la iti pitac dagiti calsada.
ZEC.9.4	Adtoy, ti Apo iccatennanto kencuana ti panagtagicuana, 
ZEC.9.5	Ti Ascalon makitananto, ken agbutengto ti 
ZEC.9.6	Ket maysa a sapsing agnaedto idiay 
ZEC.9.7	Ket iccatecto ti 
ZEC.9.8	Ket 
ZEC.9.10	Ket 
ZEC.9.11	No maipapan kenca met, ta gapu 
ZEC.9.12	Agsublicayo iti sarikedked, dacayo a 
ZEC.9.13	Ta binaccugco 
ZEC.9.14	Ket ni Jehova makitanto iti ngatoenda: ket ti panana mapanto a cas iti kimat; ket ni 
ZEC.9.15	Ni Jehova dagiti buybuyot salacnibannanto ida; ket alun-unendanto, ken payatendanto dagiti batbato ti pallatibong; ket uminumdanto, ken agickisdanto a cas iti pannacaaramat ti arac; ket mapunnodanto a cas cadagiti 
ZEC.9.16	Ket ni Jehova a Diosda ispalennanto ida iti 
ZEC.9.17	Ta anian a nagdackel ti imbagna, ken anian a nagdackel ti imnasna! dagiti trigo parang-ayendanto dagiti babbaro ken ti baro nga arac cadagiti babbalasang.
ZEC.10.1	Dumawatcayo ken Jehova iti 
ZEC.10.2	Ta dagiti terafin nagsaoda iti kinaubbaw, ket 
ZEC.10.3	Ti pungtotco mapasged a maibusor cadagiti papastor, ket dusaecto dagiti 
ZEC.10.4	Aggapu kencuana umayto ti 
ZEC.10.5	Ket isuda casdanto cadagiti mamaingel a tattao, a payatenda 
ZEC.10.6	Ket siac papigsaecto ti balay ti Juda, ken isalacanconto ti balay ni Jose, ket isublicto ida; ta addaanac caasi cadacuada; ket isudanto ti casla diac ida impurruac: ta siac ni Jehova a Diosda, ket ipangagconto ida.
ZEC.10.7	Ket 
ZEC.10.8	Sultipacto 
ZEC.10.9	Ket imulacto 
ZEC.10.10	Siac met 
ZEC.10.11	Ket isu 
ZEC.10.12	Ket papigsaecto ida ken Jehova; ket 
ZEC.11.1	Luctam dagita ruanganmo, O Libano, tapno ti apuy lamutenna dagita cantingenmo.
ZEC.11.2	Agdung-awca, O cayo a parwa, ta ti cantingen natuang, ta dagiti naimnas madadaelda: agdung-awcayo, 
ZEC.11.3	Timec ti dung-aw dagiti agpaspastor! ta ti dayagda madadael: timec ti panagungor dagiti bumaro a leon! ta ti tangsit ti Jordan narba.
ZEC.11.4	Castoy ti kinuna ni Jehova a Diosco; 
ZEC.11.5	A dagiti gimmatang cadacuada papatayenda ida, ket ibilangda a dida nacabasol; ket dagidiay nangilaco cadacuada cunada, Bendito coma ni Jehova, ta nabacnangac; ket dagiti paspastorda met laeng dida caasian ida.
ZEC.11.6	Ta siac diacto caasianen dagiti agnaed ti daga, cuna ni Jehova; ngem, adtoy, yawatconto dagiti lallaki tunggal maysa iti ima ti caarrubana, ken iti ima ti arina; ket isuda dadaelendanto ti daga, ket ispalen ida iti imada.
ZEC.11.7	Iti casta impaarabco ti pangen a maipaay iti pagpartian, kinapudnona ti 
ZEC.11.8	Ket dinadaelco ti tallo a pastor iti maysa a bulan; ta ti cararuac nautoyan idi cadacuada, ket ti cararuada met gimmurada caniac.
ZEC.11.9	Idin kinunac, saancayto nga ipaarab: daydiay matay, matay laeng; ket daydiay madadael, madadael laeng; ket dagidiay matda agkikinaanda coma iti lasagda met laeng.
ZEC.11.10	Ket innalac ti sarucodco a Kinaimbag, ket pinutedco a naggudua, tapno burakec ti tulagco nga inaramidco cadagiti amin nga il-ili.
ZEC.11.11	Ket isu naburac iti daydi nga aldaw; ket iti castoy ti nacuttong iti pangen a nagimdeng caniac nabigbigna a daydi sao ni Jehova.
ZEC.11.12	Ket kinunac cadacuada, No dacayo panunutenyo a naimbag, itdenyo caniac ti tangdanco; ket no saan baybay-anyo. Iti casta kinatida ti tangdanco iti 
ZEC.11.13	Ket ni Jehova kinunana caniac, Isu ipalladawmo iti agdamdamili, 
ZEC.11.14	Idin pinutedco a naggudua ti sabali a sarucodco, a ti met laeng Pagreppet, tapno burakec ti panagcabsat da Juda ken Israel.
ZEC.11.15	Ket ni Jehova kinunana caniac, 
ZEC.11.16	Ta, adtoy, bangonecto ti 
ZEC.11.17	Asi pay iti awan cais-iscanna a pastor a mangbaybay-a iti pangen! ti campilan agdissonto iti tackiagna, ken iti canawan a matana, ti tackiagna mamagmaganto unay, ket ti canawan a matana agsipngetto amin.
ZEC.12.2	Adtoy, 
ZEC.12.3	Ket maaramidto iti daydiay nga aldaw, a siac aramidecto ti Jerusalem a bato a nadagsen a maipaay cadagiti amin nga il-ili; amin dagiti mangawit kencuana masugatanto iti nasaem unay; ket amin dagiti nasnacion ti daga maurnongdanto nga agtitimpuyog a maibusor kencuana.
ZEC.12.4	Iti daydiay nga aldaw, cuna ni Jehova, 
ZEC.12.5	Ket dagiti pangulo ti Juda cunadanto iti pusoda, Dagiti agnaed ti Jerusalem isuda dagiti pigsac ken Jehova dagiti buybuyot a Diosda.
ZEC.12.6	Iti daydiay nga aldaw pagbalinecto dagiti pangulo ti Juda a 
ZEC.12.7	Ni Jehova isalacannanto met nga umuna dagiti toltolda ti Juda, tapno ti dayag ti balay ni David ken ti dayag dagiti agnaed ti Jerusalem didanto atiwen ni Juda.
ZEC.12.8	Iti daydiay nga aldaw ni Jehova ispalennanto dagiti agnaed ti Jerusalem; ket daydiay 
ZEC.12.9	Ket maaramidto iti daydiay nga aldaw, nga agawaacto a racraken dagiti amin a nasnacion nga umayda a maibusor iti Jerusalem.
ZEC.12.12	Ket ti daga agdung-awto, tumunggal familia a nalasinlasin; ti familia ti balay ni David sangcalasin, ken dagiti 
ZEC.12.13	Ti familia ti balay ni Levi sangcalasin, ken dagiti assawada a babbai sangcalasin; ti familia dagiti 
ZEC.12.14	Amin dagiti familia a matda, tunggal familia sangcalasin, ken dagiti assawada a babbai sangcalasin.
ZEC.13.1	Iti daydiay nga aldaw 
ZEC.13.2	Ket maaramidto iti daydiay nga aldaw, cuna ni Jehova dagiti buybuyot, a dadaelecto dagiti nagnagan dagiti didiosen iti daga, ket isuda saandanto a malaglagipen; ket papanawecto met dagiti mammadles ken ti narugit nga espiritu iti daga.
ZEC.13.3	Ket maaramidto nga, intono ti siasinoman agpadlesto manen, cunadanto da amana ken inana a nagputot kencuana, Sica dicanto agbiag, nagsaoca iti ulbod iti nagan ni Jehova; ket ni amana ken inana a nangputot kencuana 
ZEC.13.4	Ket maaramidto iti daydiay nga aldaw, a 
ZEC.13.5	No di ket isu cunananto, 
ZEC.13.6	Ket adda agcunanto kencuana, Ania dagitoy sugsugat iti nagbaetan dagiti takiagmo? Isu sumungbatton, Dagitoy a sugat naalac ida idiay balay dagiti gagayyemco.
ZEC.13.7	Agriingca, O campilan, a maibusor iti 
ZEC.13.8	Ket maaramidto nga iti amin a daga, cuna ni Jehova, dagiti dua a capaset kencuana madadaeldanto ket matayda; 
ZEC.13.9	Ket yegconto ti maicatlo a capaset iti apuy, ket 
ZEC.14.1	Adtoy, 
ZEC.14.2	Ta 
ZEC.14.3	Iti casta ni Jehova mapanto, ket makigubatto a maibusor cadagidiay a nasnacion, a 
ZEC.14.4	Ket dagiti sacana agtacderto iti daydiay nga aldaw iti 
ZEC.14.5	Ket agtalawcayto iti lobong dagiti bantayco, ta ti lobong dagiti bantay dumanonto agingga iti Hasal; wen, dacayo agtalawcayto, a cas iti panagtalawyo 
ZEC.14.6	Ket maaramidto iti daydiay nga aldaw, nga awanto ti lawag; dagiti nasilnag pumanawdanto:
ZEC.14.7	Ngem isunto ti maysa nga aldaw a maammoan ken ni Jehova; saan nga aldaw, ket saan a rabii; ngem mapasamacto, nga 
ZEC.14.8	Ket maaramidto iti daydiay nga aldaw, a nabiag a dandanum rumuardanto nga 
ZEC.14.9	Ket ni Jehova isunto ti 
ZEC.14.10	Amin ti daga maaramidto a 
ZEC.14.11	Ket dagiti tattao agtaengdanto kencuana, ket awanton ti lunod; ket ti Jerusalem agtaengto a sitatalged unay.
ZEC.14.12	Ket daytoy isunto ti didigra a pangsaplit ni Jehova cadagiti amin nga il-ili a nakigubat a maibusor iti Jerusalem: ti lasagda aggibusto iti bayat nga isuda agtatacderda ket dagiti matada aggibusdanto cadagiti abutda, ket ti dilada aggibusdanto iti ngiwatda.
ZEC.14.13	Ket maaramidto iti daydiay nga aldaw, a ti natbag nga ariwawa manipud ken Jehova addanto iti tengngada; ket isuda cumpetdanto tunggal maysa iti 
ZEC.14.14	Ket ni Juda met gumubatto a maibusor iti Jerusalem; ket ti sanicua dagiti amin a nasnacion maurnongdanto a matiptipon, ti balitoc, ken ti pirac, ken dagiti pagananay, iti nawadwad unay.
ZEC.14.15	Ket iti casta addanto didigra cadagiti cabcabayo, ti mulo, ti camello ken ti asno, ken dagiti amin nga an-animal nga addadanto cadagidiay a pacpacarso, caslanto iti daydiay a didigra.
ZEC.14.16	Ket maaramidto, a tunggal maysa a matda cadagiti amin a nasnacion nga immay a maibusor iti Jerusalem 
ZEC.14.17	Ket maaramidto, 
ZEC.14.18	Ket no ti familia ti Egipto saan a sumang-at, ken saan nga umay, 
ZEC.14.19	Daytoy isunto ti dusa ti Egipto, ken dusa dagiti amin a nasnacion a saan a sumang-at tapno mangngilin iti fiesta dagiti tabernaculo.
ZEC.14.20	Iti daydiay nga aldaw maisuratto cadagiti barongbarong dagiti cabayo, 
ZEC.14.21	Wen, tumunggal banga idiay Jerusalem ken Juda nasantoanto ken Jehova dagiti buybuyot; ken amin nga agidaton umaydanto ken mangaladanto cadacuada, ken aglutodanto kencuana: ket iti daydiay nga aldaw 
MAL.1.3	Ngem ginurac ni Esau, ket 
MAL.1.4	Agsipud ta ti Edom cunana, Dacami napababacami, ngem agsublicamto ket bangonenminto dagiti narba a disdisso; ni Jehova dagiti buybuyot cunana ti castoy, Isuda bangonendanto, ngem siac duprakecto; ket dagiti tattao naganendanto ida, Ti sacup ti kinadakes, ken Tattao a pagungtan nga agnanayon ni Jehova.
MAL.1.5	Ket dagita matayo makitadanto, ken cunaenyonto, Ni Jehova maitanoc coma iti labes ti sacup ti Israel.
MAL.1.6	Ti anac a lalaki dayawenna ni amana, ket ti adipen iti apona: no siac ngarud ti ama, sadino ti yan ti pannacadayawco? ket no siac ti apo, sadino ti yan ti panagbuteng caniac? cuna ni Jehova dagiti buybuyot cadacayo, 
MAL.1.7	Dacayo 
MAL.1.8	Ket 
MAL.1.9	Ket ita, agdawatac cadacayo, a makicaasicayo iti parabur 
MAL.1.10	O no adda coma maysa cadacayo a mangirikep coma cadagiti ruangan, tapno dicayo coma gangatan 
MAL.1.11	Ta 
MAL.1.12	Ngem dacayo bassawanganyo 
MAL.1.13	Dacayo cunayo met, Adtoy, anian a pannacabannog daydiay! ket dacayo agbang-escayo kencuana, cuna ni Jehova dagiti buybuyot; ket inyegyo ti rinabsut, ken ti 
MAL.1.14	Ngem mailunod ti mangallilaw nga addaan iti arbanna animal a 
MAL.2.1	Ket ita, 
MAL.2.2	No dicayto ipangag, ket dicayo icabcabilangan a padayawan ti naganco, cuna ni Jehova dagiti buybuyot, iti casta ibaonconto ti lunod cadacayo, ket ilunodconto ti 
MAL.2.3	Adtoy, tubngarecto ti putotyo, ket 
MAL.2.4	Ket dacayo mabigbigyonto a siac imbaonco daytoy a bilin cadacayo, tapno ti 
MAL.2.6	Ti linteg 
MAL.2.7	Ta 
MAL.2.8	Ngem dacayo simmiasicayo iti dalan; 
MAL.2.9	Gapuna 
MAL.2.11	Ni Juda nagaramid a sililiput, ket ti kinarimon maaramid 
MAL.2.12	Ni Jehova isinananto iti daydiay tao nga agaramid iti daytoy, daydiay mangriing ken daydiay sumungbat, cadagiti tolda ni Jacob, ken casta met daydiay mangidatag iti daton ken Jehova dagiti buybuyot.
MAL.2.13	Ket aramidenyo manen daytoy: tinepenyo ti altar ni Jehova, cadagiti lulua, cadagiti sangsangit, ken cadagiti ununnoy, iti casta isu dina ipategen ti daton, isu dina met awaten babaen ti naimbag a nakem ita imayo.
MAL.2.14	Nupay casta cunaenyo, Apay? Ta ni Jehova isu idi ti sacsi kenca ken iti 
MAL.2.15	Ket 
MAL.2.16	Ta siac guraec ti panangisina, cuna ni Jehova, a Dios ti Israel, ken daydiay mangabbong iti pagananayna iti ranggas, cuna ni Jehova dagiti buybuyot: gapuna aywananyo ti espirituyo, tapno dicayo mangliput.
MAL.2.17	Dacayo inupayyo ni Jehova cadagiti sasaoyo. Nupay casta cunayo, Iti ania ti nangupayanmi kencuana? Daydiay panagcuna, Tunggal maysa a mangaramid iti dakes naimbag iti imatang ni Jehova, ket isu maayayo cadacuada; wenno 
MAL.3.1	Adtoy, 
MAL.3.2	Ngem siasino ti macabalin a mangibtor 
MAL.3.3	Ket isu tumugawto a cas iti mangdalus ken manggugor iti pirac, ket gugorannanto dagiti annac ni Levi, ket dalusannanto ida a cas iti balitoc ken pirac; ket agidatagdanto ken Jehova cadagiti datdaton iti kinalinteg.
MAL.3.4	Iti casta ti daton ti Juda ken ti Jerusalem macaay-ayonto ken Jehova, a cas cadagiti al-aldaw idi ugma ken cas cadagiti tawen idi punganay.
MAL.3.5	Ket siac umasidegacto cadacayo iti panangocom; ket nasiglatacto a sacsi a maibusor cadagiti managanito, ken maibusor cadagiti mannakicamalala, ken maibusor cadagiti naulbod a managsapata, ken maibusor 
MAL.3.6	Ta siac, ni Jehova, 
MAL.3.8	Ti tao tacawannanto aya ti Dios? nupay casta dacayo tacawandac. Ngem dacayo cunayo, Iti 
MAL.3.9	Babaen ti panangilunod, nailunodcayo, ta tacawandac, daytoy met laeng amin a nacion.
MAL.3.10	Yegyo ti amin nga apagcapullo, iti camalig, tapno adda coma 
MAL.3.11	Ket ungtacto ti manangalun-on maipuon cadacayo, ket isu dinanto dadaelenen dagiti bungbunga ti dagayo, 
MAL.3.13	Dagiti sasaoyo 
MAL.3.15	Ket ita naganentayo a nagasat dagiti natangsit; wen, dagiti agaramid ti dakes isuda ti narang-ay; wen, isuda sinulisogda ti Dios, ket nacalisida.
MAL.3.16	Iti casta dagiti nagbuteng ken Jehova nagsaoda iti maysa ken maysa; ket ni Jehova nagimdeng, ken nangipangag, ket maysa a 
MAL.3.17	Ket isuda cucuacto ida, cuna ni Jehova dagiti buybuyot, cucuac 
MAL.3.18	Iti casta agsublicayto 
MAL.4.1	Ta, adtoy, ti aldaw 
MAL.4.2	Ngem cadacayo nga agbuteng iti naganco lumgacto 
MAL.4.3	Ket dacayo payatenyonto ti managdacdakes; ta isuda dapdapudanto iti baba ti dapanyo iti aldaw nga aramidecto, cuna ni Jehova dagiti buybuyot.
MAL.4.4	Lagipenyo 
MAL.4.6	Ket isu 
MAT.1.2	Ni 
MAT.1.3	Ket ni Juda pinutotna ken Tamar da Fares ken ni Zara; ket ni Fares pinutotna ni Esrom; ket ni Esrom pinutotna ni Aram;
MAT.1.4	Ket ni Aram pinutotna ni Aminadab; ket ni Aminadab pinutotna ni Naason; ket ni Naason pinutotna ni Salmon;
MAT.1.5	Ket ni Salmon pinutotna ken Rahab ni Booz; ket ni Booz pinutotna ken Rut ni Obed; ket ni Obed pinutotna ni Isai;
MAT.1.6	Ket ni 
MAT.1.6	Ket ni David pinutotna ni Salomon iti daydi 
MAT.1.7	Ket ni 
MAT.1.8	Ket ni Asa pinutotna ni Josafat; ket ni Josafat pinutotna ni Joram; ket ni Joram pinutotna ni Ozias;
MAT.1.9	Ket ni Ozias pinutotna ni Joatam; ket ni Joatam pinutotna ni Acaz; ket ni Acaz pinutotna ni Ezequias;
MAT.1.10	Ket ni Ezequias pinutotna ni Manases; ket ni Manases pinutotna ni Amon; ket ni Amon pinutotna ni Josias;
MAT.1.11	Ket ni Josias pinutotna ni Jeconias ken dagiti cacabsatna, idi pannacaipanda 
MAT.1.12	Ket idi calpasan ti pannacaipanda sadi Babilonia, ni 
MAT.1.13	Ket ni Zorobabel pinutotna ni Abiud; ket ni Abiud pinutotna ni Eliaquim; ket ni Eliaquim pinutotna ni Azor;
MAT.1.14	Ket ni Azor pinutotna ni Sadoc; ket ni Sadoc pinutotna ni Aquim; ket ni Aquim pinutotna ni Eliud;
MAT.1.15	Ket ni Eliud pinutotna ni Eleazar; ket ni Eleazar pinutotna ni Matan; ket ni Matan pinutotna ni Jacob;
MAT.1.16	Ket ni Jacob pinutotna ni Jose, asawa ni Maria, a nacayanacan ni Jesus a managan ti Cristo.
MAT.1.17	Iti casta amin dagiti caputotan a mangrugi ken Abraham agtungpal ken David, sangapuloda ket uppat a caputotan; ket mangrugi ken David agpapan idi pannacaipanda sadi Babilonia, sangapulo ket uppat a caputotan; ket nanipud idi pannacaipanda sadi Babilonia agtungpal ken Cristo, sangapulo ket uppat a caputotan.
MAT.1.18	Ngem ti 
MAT.1.19	Ni Jose nga asawana, agsipud ta nasingpet ket 
MAT.1.20	Ngem idi ta panpanunutenna daytoy, adtoy, maysa nga angel ti Apo nagparang kencuana iti maysa a 
MAT.1.21	Ket aganacto iti maysa a lalaki; 
MAT.1.22	Ket amin daytoy, naaramid tapno matungpal ti sinao ti Apo, nga inaramatna di mammadto, a cuncunana:
MAT.1.23	Adtoy ti maysa a virgen agsicugto ket 
MAT.1.23	Ket panaganandanto iti Emmanuel; a no mayulog cayatna a saoen: Ti Dios 
MAT.1.24	Iti casta ni Jose, idi a nacariing iti turogna, inaramidna cas ti imbilin di angel ti Apo, ket inawatna ni asawana;
MAT.1.25	Ket saana a tinignay aginga ti impasngayna ti umuna unay nga anacna a lalaki; ket pinanagananna ti Jesus.
MAT.2.1	Idi ta nayanac ngaruden ni Jesus idiay Bethlehem sadi Judea, 
MAT.2.2	Sadino ti yan ti nayanac nga Ari dagiti Judio? Ta nakitami ti 
MAT.2.3	Idi mangngeg daytoy ni Ari Herodes, naglagaw ket ti amin a taga Jerusalem nakipaglagawda met.
MAT.2.4	Ket idi nga inurnongna amin a panguloen dagiti sacerdote ken dagiti 
MAT.2.5	Ket kinunada kencuana: Sadi Bethlehem sadi Judea: ta casta ti adda nga insurat 
MAT.2.6	Ket sica, Bethlehem, daga ni Juda,
MAT.2.6	Saan a sica ti cababassitan cadagiti principes ti Juda;
MAT.2.6	Ta sica ti pagtaudanto ti maysa a pangulo
MAT.2.6	A mangpastor iti ilic nga Israel.
MAT.2.7	Iti casta ni Herodes inayabanna dagidi mamasirib iti nalimid, ket inammucodna cadacuada a naimbag ti tiempo a pinagparang ti bituen.
MAT.2.8	Ket imbaonna ida sadi Bethlehem, a cuncunana: Incayo ket damagenyo a naimbag ti maipapan iti ubing ket no masapulanyonto, yammoyo caniac, tapno siac mapanacto met agdayaw kencuana.
MAT.2.9	Ket idi calpasan ti pannacatimudda iti Ari, napandan ket adtoy, ti bituen a nakitada idiay daya, agturturong iti masangoananda, agingga ti nacagteng, ket nagsardeng iti ngatoen ti yan ti ubing.
MAT.2.10	Ket idi a nakitada ti bituen nagragsacda iti napalalo.
MAT.2.11	Ket idi simrecda iti balay, nasaracanda ti ubing ken ni Maria nga inana; ket nagrucbabda, nagdaydayawda kencuana; ket linucatanda dagiti gupgupitda, indatonda kencuana dagiti sagsagutda a 
MAT.2.12	Ket idinto a napacdaaranda gapu iti maysa a 
MAT.2.13	Ket idi nacapanawdan, adtoy, ti maysa nga angel ti Apo nagparang iti maysa a tagtagainep ken Jose a cuncunana: Bumangonca, ket alaem ti ubing ken ni inana, ket aglemmengca idiay Egipto, ket agianca sadiay aginga ti panangibagacto kenca, ta ni Herodes sapulennanto ti ubing tapno pucawenna.
MAT.2.14	Ket bimmangon, innalana di ubing ken ni inana iti rabii, ket napan idiay Egipto;
MAT.2.15	Ket nagian sadiay aginga ti ipapatay ni Herodes: tapno matungpal ti sinao ti Apo gapu iti pannacaaramat ti mammadto a cuncunana:
MAT.2.16	Iti casta ni Herodes idi nakitana mga inuy-uyungan dagiti mamasirib, nagpungtot unay: nagbaon ket pinapapatayna dagiti amin nga ubbing 
