MAT.1.1	Libru yaꞌa kakuneꞌe xixitna Jesucristu. Xixitna‑ia n‑kuu David. Xixitna David n‑kuu Abraham. 
2TH.3.8	Na n‑ka taxi‑n xa kaa‑da, te n‑ka xo chiyaꞌu‑da. Nduu, xakuaa n‑ka xo kidatniu‑da. N‑ka kidatniu‑da, nde n‑ka xo xiau‑da, chi ña n‑ka juini‑da xa kundeka ñaꞌa‑n. 
2TH.3.9	Se n‑tundaꞌa Jesucristu ka kuu‑da, te vatuka xa kajan koio‑da xa tax koio‑n xa ndoñuꞌu‑da. Ko duꞌa ña n‑ka kida‑da, chi n‑ka juini‑da xa ku kuu mee‑da ɨɨn ichi tnɨɨ koio mee‑n, xa kada koio mee‑n ná n‑ka kida mee‑da. 
2TH.3.10	Na n‑xo tuu‑da xiꞌin‑n, n‑ka taꞌu tniu ñaꞌa‑da xaꞌa: Ɨɨn ñayiu, nux ña juini‑i xa kadatniu‑i, te maxku kaxi‑i. 
2TH.3.11	Xá n‑ka tekutnuꞌu‑da xa dava mee‑n ña ka juini‑n xa kadatniu‑n. Ñayiu kudi ka kuu‑n, ñayiu ndu ini xa kuu ñayiu jan ka kuu‑n. Te xa ka kuu mee‑n ña ndu ini‑n. 
2TH.3.12	Taꞌu tniu ñaꞌa Xtoꞌo‑ro Jesucristu mee‑da, xa taꞌu tniu koio‑da nuu ñayiu jan, xa na kadatniu‑i nu xaxi‑i, te maxku kunduu ini‑i xa kuu ñayiu.
2TH.3.13	Ñani‑da kuꞌa‑da, kada naꞌi koio ka‑n xavaꞌa, te maxku kuita anu‑n. 
2TH.3.14	Nux ña juini ɨɨn ñayiu xa jandixa‑i tnuꞌu kidavaꞌa‑da, chinuu koio mee‑n jundu kuu ñayiu jan, te maxku kunduu koio ka‑n xiꞌin‑i, xa na kujanuu‑i. 
2TH.3.15	Ko maxku jini uꞌu koio‑n ñayiu jan. Jan doꞌo ni‑n‑yɨ, ná jan doꞌo‑n ñani‑n kuꞌa‑n, chi duꞌa kuu‑i.
2TH.3.16	Ia kida xa xtuu mani ñayiu kuu Xtoꞌo‑ro Jesús. Kɨu xiꞌin kɨu, na kada‑ia xa kutuu mani mee‑n xiꞌin Ianyuux xiꞌin ñayiu. Davaꞌa nga xa io xa ka yaꞌa‑n, ko na kada Ianyuux xa kutuu vaꞌa‑n. Na kunduu mee‑ia xiꞌin‑n, ntdaa‑n.
2TH.3.17	Mee‑da kuu Spalu. Xiꞌin ndaꞌa mee‑da, kidavaꞌa‑da xanyuux yaꞌa. Duꞌa ka xini‑n xa carta n‑kidavaꞌa mee‑da kuu. Duꞌa kida‑da ntdaa carta kidavaꞌa‑da. 
2TH.3.18	Na taxi Xtoꞌo‑ro Jesucristu xamani‑ia nuu‑n, ntdaa‑n. Duꞌa na koo.
1TI.1.1	Ruꞌu, Spalu, kuu‑r se n‑tundaꞌa ñaꞌa Cristu Jesús xa juña tnuꞌu‑r ñayiu xa n‑jaꞌan‑ia ñuu xiꞌin ñuu chi daa n‑taꞌu tniu Taa‑ro Ianyuux, Ia dananitaꞌu ñaꞌa. Dɨuni daa n‑taꞌu tniu Cristu Jesús, Ia xndetu‑ro. Xandaa xakuiti ndixi‑ia. 
1TI.1.2	Tundaꞌa‑r carta yaꞌa juan xee nuu‑n, Timoteo. Xaxeꞌe xa n‑dakuaꞌa ñaꞌa‑r, xijan kuu xa n‑kukanu ini‑n Cristu Jesús. Kuenda kɨu daꞌya yɨɨ‑r kuu ñaꞌa xaxeꞌe xijan.
1TI.1.2	Xijan taꞌu‑r nuu Ianyuux xiꞌin nuu Cristu Jesús, Ia kuu Xtoꞌo‑ro xa na chindee chituu ñaꞌa‑ia xiꞌin xa na kundaꞌu ini ñaꞌa‑ia. Dɨuni xijan taꞌu‑r nuu‑ia xa na ku kundaa ku kuvatu anu‑n chi n‑natu ini‑n xa n‑kida‑n kuechi.
1TI.1.3	Xijan taꞌu ntuku‑r nuu‑n xa na kutuu naꞌi‑n Éfeso de na n‑xijan taꞌu‑r nuu‑n xa kiꞌna xa ndoo‑n dian na n‑kee‑r xa vaxi‑r Macedonia. Kutuu naꞌi xa na taꞌu tniu‑n nuu dava ñayiu dian xa maxku jaꞌan koio ka‑i nuu dava ka ñayiu ɨɨn xa ña ndaa. 
1TI.1.4	Ni maxku chinuu koio‑i cuentu n‑ka xo xani ini mee xixitna‑i, ni maxku nduku tnuꞌu koio‑i nuu jundu n‑ka xo kuu tadɨꞌɨ xixitna‑i chi ma kɨu xa jɨn ndɨꞌɨ xijan nux dani na kuu kada‑i. Diko ni dajantnaꞌa ñaꞌa cuentu jan, te ñatu kachitnuꞌu ñaꞌa tnuꞌu jaꞌan‑ro nuu ñayiu dakuaꞌa‑ro na kuaꞌa na kukanu ini koio‑i Cristu Jesús. 
1TI.1.5	Taꞌu tniu‑r nuu‑n xa jaꞌan‑n nuu ñayiu ka kukanu ini Cristu Jesús xndaxio dian xa na juemani‑i ɨnka ñayiu, te na ku kuvaꞌa anu‑i nuu‑i. Na ku kukanu ini naꞌi‑i Cristu Jesús, te na koo ndaa na koo kuiti anu‑i. 
1TI.1.6	Dava ñayiu ñatuka xemani‑i ɨnka ñayiu. Ka jantnaꞌa tnuꞌu‑i te diko ni daka niꞌno tnaꞌa‑i. 
1TI.1.7	Ka tna ini dava ñayiu xa dakuaꞌa‑i ñayiu ka kukanu ini Cristu Jesús xa n‑chidotnuni Moisés chi ka jaꞌan‑i xa vaꞌa ka tuꞌa‑i, ko ña ka kutnuni ini‑i xa n‑chidotnuni‑s juini ka dakuaꞌa‑i ñayiu xa n‑chidotnuni‑s.
1TI.1.8	Xá ka xini‑ro xa vaꞌa ley n‑chidotnuni Moisés, te io xa jandixa‑ro. 
1TI.1.9	Ka xini‑ro xa ñadu xaxeꞌe xa vaꞌa ñayiu n‑xe koo ley n‑chidotnuni Moisés, chi n‑xe koo xaxeꞌe xa ka kida ñayiu davaꞌa nga xa ka juini mee‑i. N‑xe koo‑i xaxeꞌe xa ka kuxe ini ñayiu nuu Ianyuux. N‑xe koo‑i xaxeꞌe xa ñatu xndaxio‑i xañuꞌu nuu‑ia, xaxeꞌe xa kida‑i xaloko xaduꞌa. Dani n‑xe koo‑i xaxeꞌe xa xaꞌni‑i taa‑i, xaꞌni‑i dɨꞌɨ‑i, xaꞌni‑i ñayiu. Io xa kaꞌu ntdaa ñayiu yaꞌa ley n‑chidotnuni Moisés, te io xa jandixa koio‑i. 
1TI.1.10	Dani n‑xe koo ley xaxeꞌe ñayiu n‑ka tnundaꞌa xndaa xiꞌin ɨnka ñayiu, xaxeꞌe se xndaa xiꞌin tnaꞌa seyɨɨ‑s, xaxeꞌe se ka diko ñayiu ka kidatniu duꞌa, xaxeꞌe ñayiu vete, xaxeꞌe ñayiu n‑ka kida ɨɨn kuechi, te ka jaꞌan‑i nuu juxtixia xa ña tuu nax n‑ka kida‑i te ka chinaa‑i Ianyuux du. Dɨuni n‑xe koo ley xaxeꞌe ñayiu dadaꞌan xa maxku jandixa dava ka ñayiu xa ka jaꞌan‑ro nuu‑i. Ɨɨn xandaa kuu. 
1TI.1.11	Nakaxtnaꞌa xa kakuneꞌe‑r ya xiꞌin xa dakuaꞌa‑ro ñayiu vaxi. Na najuen tnuꞌu‑ro Ianyuux nuu ñayiu, te ndadakaꞌnu‑ro‑ia. N‑kukanu ini ñaꞌa‑ia xa jaꞌan‑r xaꞌa nuu ñayiu. Ɨɨn xavaꞌa kuu.
1TI.1.12	Na kutaꞌu‑r nuu Cristu Jesús, Ia kuu Xtoꞌo‑ro, xa kuaꞌa‑r kada‑r tniu‑ia. N‑taxtutniu ñaꞌa‑ia chi n‑kukanu ini ñaꞌa‑ia xa junukuechi‑r nuu‑ia. 
1TI.1.13	N‑xo jan kuiꞌa‑r Jesús te n‑xo kida uꞌu‑r ñayiu n‑ka kukanu ini‑ia. Ɨɨn se loko n‑xo kuu‑r chi ma kachi ini‑r, ko n‑kundaꞌu ini ñaꞌa Ianyuux chi ta kukanu ini ka‑r Cristu daa. Daxa ta jini ka‑r jundu kuu‑ia. 
1TI.1.14	N‑chindee n‑chituu ñaꞌa Ianyuux. Yo chindee ñaꞌa‑ia. N‑kida‑ia xa n‑kukanu ini‑r Cristu Jesús, te dɨuni n‑kida‑ia xa nduu‑r se mani ini.
1TI.1.15	Io xa jandixa ntdaa ñayiu xa Jesús kuu Cristu te n‑kixi‑ia ñuñayiu xa nanitaꞌu‑ro xiꞌin ntaka dava ñayiu chi ntdaa‑ro xiꞌin‑i ka kida kuechi. Xandaa kuu xaꞌa. Ruꞌu kuu ɨɨn se kueꞌe ka kuechi n‑kida. 
1TI.1.16	Xaxeꞌe xa ndaꞌu ini Cristu Jesús, n‑taxkanu ini‑ia xa n‑kida‑r juini kueꞌe xa n‑kida‑r. N‑taxkanu ini‑ia xa n‑kida‑r xa na jini ñayiu ta kukanu ini ka‑ia xa ndaꞌu ini‑ia, te dani taxkanu ini‑ia‑i, juini kueꞌe xa n‑ka kida‑i tuku. Kutuu koio‑ro xiꞌin‑ia nuu tuu‑ia nɨkava nɨkuita. 
1TI.1.17	Ma kɨu ma ñuu kuú‑ia, te io xa taxnuni‑ia nɨkava nɨkuita. Ña kanda ndeꞌa‑ro‑ia. Idii ni‑ia io. Io xa najuen tnuꞌu‑ro ntdaa‑ro xiꞌin ñayiu ñuñayiu‑ia. Nɨkava nɨkuita na kada‑ro xijan. Amén.
1TI.1.18	Mani juini ñaꞌa‑r, Timoteo chi kuenda kɨu daꞌya yɨɨ‑r kuu ñaꞌa. Nakaxtnaꞌa xa taꞌu tniu‑r xa kada‑n ya xiꞌin xa xá n‑ka jaꞌan se n‑ka jaꞌan tnuꞌu Ianyuux nuu‑n. Nux jandixa‑n xa jaꞌan‑r te jandixa‑n xa n‑ka jaꞌan se ijan, ndaku‑n xa kada naꞌi‑n tniu Ianyuux. 
1TI.1.19	Kukanu ini naꞌi‑n Cristu Jesús. Maxku ñaꞌa kada‑n na kuaꞌa maxku kune ini‑n. Dava seyɨɨ, kueꞌe xa ka kida‑s, te ñatuka ka kukanu ini‑s Cristu Jesús. 
1TI.1.20	Himeneo kuu ɨɨn‑s, Alejandro kuu ɨnka‑s. Dɨuni kuiꞌa n‑ka jaꞌan‑s Ianyuux, te n‑xejoon‑r xa n‑xeka ñaꞌa Kuiꞌna xa na dakuaꞌa koio‑s.
1TI.2.1	Taꞌu tniu‑r nuu‑n xa jaꞌan‑n nuu ñayiu ka kukanu ini Cristu Jesús xa na najaꞌan koio‑i Ianyuux xiꞌin xa na kajan taꞌu koio‑i xa na kutuu vii kutuu vaꞌa ntdaa ñayiu. Dɨuni na jaꞌan koio‑i nuu‑ia xa vaꞌa‑ia chi xko chindee‑ia‑i. 
1TI.2.2	Na kajan taꞌu koio‑i nuu Ianyuux xa na taxnuni vaꞌa koio se ka taxnuni xiꞌin ntdaa se ka kuu juxtixia na kuaꞌa na kutuu vii kutuu vaꞌa koio‑ro. Na kada koio‑ro xiꞌin‑i xa juini Ianyuux, te na kava ñukax ini tniu‑ro. 
1TI.2.3	Tna ini Ianyuux, Ia dakaku ñaꞌa xaꞌa chi ɨɨn xavaꞌa kuu. 
1TI.2.4	Juini‑ia xa kaku nandɨkaa nandituꞌu ñayiu xiꞌin xa najini koio‑i nax kuu xa ndaa. 
1TI.2.5	Idii ni Ianyuux io te idii ni Ia iñi xeꞌe‑ro io. Kuu‑ia Cristu Jesús te n‑kuu‑ia ñayiu. 
1TI.2.6	N‑xejoon‑ia xa n‑ka xaꞌni ñaꞌa ñayiu loko xa n‑chiyaꞌu‑ia kuechi‑ro. Te daa n‑yaꞌa kɨu n‑xantuu Ianyuux. Te n‑ka xini ñayiu xa duꞌa n‑kuu. 
1TI.2.7	N‑tundaꞌa ñaꞌa Cristu Jesús xa jaꞌan‑r nuu ñayiu ñatu ka kuu ñayiu Israel xa n‑chiyaꞌu‑ia kuechi‑ro ntdaa‑ro xiꞌin‑i. Dɨuni n‑tundaꞌa ñaꞌa‑ia xa jaꞌan‑r nuu‑i xa na kukanu ini koio‑i‑ia te na jini‑i nax kuu xandaa. Ndaa jaꞌan‑r, ñatu vete‑r.
1TI.2.8	Dɨuni taꞌu tniu‑r nuu‑n xa jaꞌan‑n nuu se ka kukanu ini Cristu Jesús xa na kajan taꞌu koio‑s nuu Ianyuux davaꞌa nga nuu xtuu‑s. Hora na dandaa ndaꞌa‑s xa kajan taꞌu‑s, maxku ku kiti ini‑s, ni maxku kajan taꞌu koio‑s hora ka jantnaꞌa tnuꞌu‑s xiꞌin ñayiu. 
1TI.2.9	Dɨuni juini‑r xa jaꞌan‑n nuu ñadɨꞌɨ xa na kundix kudaꞌu‑ña daꞌma natau xiꞌin‑ña. Na kava nxaꞌnu daꞌma kuiꞌno‑ña. Maxku yo kadakutu‑ña mee‑ña. Maxku kukutu‑ña oro a perla. Maxku yo naꞌa dandee‑ña yoo‑ña, ni maxku kuiꞌno‑ña daꞌma yo yaꞌu. 
1TI.2.10	Naa xa kadakutu koio‑ña mee‑ña na kada koio‑ña xavaꞌa ná ka kida ñá ka xinokuechi nuu Ianyuux. 
1TI.2.11	Hora dakuaꞌa ɨɨn seyɨɨ ñayiu ka kukanu ini Cristu Jesús n‑ka nataka, nanini na kunini koio‑ña. Maxku chitnaꞌa‑ña. Ndaꞌu ndaꞌu na kunini koio‑ña. 
1TI.2.12	Ñatu tna ini‑r xa dakuaꞌa ɨɨn ñadɨꞌɨ se ka kuu seyɨɨ ka kukanu ini Cristu Jesús nuu ka nataka ñayiu ka kukanu ini‑ia ni maxku taxnuni‑ña nuu‑s. Nanini na kunini‑ña hora ka dakuaꞌa‑s‑yɨ a hora ka taꞌu tniu‑s nuu‑i. 
1TI.2.13	Na kunuu seyɨɨ chi kiꞌna nuu n‑kidavaꞌa Ianyuux Adán, ijan dada n‑kidavaꞌa‑ia Eva. 
1TI.2.14	Daxa ñadu Adán n‑dandaꞌu ñaꞌa Kuiꞌna chi Eva n‑dandaꞌu‑i, te xaxeꞌe xijan n‑kuu‑ña ñayiu n‑kida kuechi. 
1TI.2.15	Kueꞌe vida ka yaꞌa‑ña hora ka xajan‑ña daꞌya, ko ma kuú‑ña nux kukanu ini‑ña Cristu Jesús, nux xemani‑ña Ianyuux, nux kida‑ña xa juini‑ia, nux kunxaꞌnu‑ña du.
1TI.3.1	Se juini xa nkonetniu‑s xa taxnuni‑s nuu ñayiu ka kukanu ini Cristu Jesús te junuu‑s‑yɨ, tniu vaꞌa juini‑s xa kuneꞌe‑s. Ñatu jaꞌan vete‑r chi ɨɨn xandaa kuu. 
1TI.3.2	Se juini xa kada‑s tniu yaꞌa, kidayɨka‑i xa ku kuu‑s ɨɨn se io ñayiu xañuꞌu nuu‑s, chi kuu‑s se vaꞌa. Na ku kuu‑s se idii ni ñadɨꞌɨ io. Dɨuni na ku kuu‑s se kunxaꞌnu, se kuñukax ini xiꞌin se xitondee ñayiu ka xeꞌen nukee nuveꞌe‑s. Na ku kuu‑s se tuꞌa vaꞌa na kuaꞌa daa na dakuaꞌa‑s ñayiu. 
1TI.3.3	Na ku kuu‑s se ñatu xiꞌi xa nde xini‑s. Maxku ku kuu‑s se ma kachi ini, se jantnaꞌa. Na ku kuu‑s se jan vii jan vaꞌa, se tuu mani xiꞌin ñayiu. Maxku ku kuu‑s se yo kajan ini tvini. 
1TI.3.4	Dɨuni na ku kuu‑s se yɨndaꞌa vaꞌa familia‑s xiꞌin se ka jandixa ñaꞌa daꞌya‑s, te xndaxio‑i xañuꞌu nuu‑s 
1TI.3.5	chi nux ña kuaꞌa ɨɨn seyɨɨ xa kɨndaꞌa‑s daꞌya‑s, ma kada‑s xa kɨndaꞌa‑s ñayiu ka kukanu ini Cristu Jesús. 
1TI.3.6	Ɨɨn se dijan n‑kixeꞌe xa kukanu ini‑s Cristu Jesús, maxku kɨndaꞌa‑s ñayiu ka kukanu ini‑ia na ñaꞌa yo ku ku iꞌni‑s te kada‑s kuechi te kada uꞌu ñaꞌa Ianyuux ná kada uꞌu‑ia Kuiꞌna. 
1TI.3.7	Kidayɨka‑i xa ku kuu‑s se io ñayiu ñatu ka kukanu ini Cristu Jesús xañuꞌu nuu‑s chi nux ñatu kuu‑s se xndaxio ñayiu ijan xañuꞌu nuu‑s, kuiꞌa jaꞌan‑i‑sɨ, te kuvete Kuiꞌna.
1TI.3.8	Dani se nkonetniu xa junukuechi‑s nuu ñayiu ka kukanu ini Cristu Jesús, ndoñuꞌu xa ku kuu‑s se io ñayiu xañuꞌu nuu‑s. Na ku kuu‑s ɨɨn se ɨɨn ni tnuꞌu. Maxku ku kuu‑s se tuꞌa ndɨdɨ́, ni maxku ku kuu‑sɨ se tnɨɨ tvini ñayiu. 
1TI.3.9	Na ku kuu‑s se jandixa xa ɨɨn xandaa kuu xa ka jandixa ñayiu ka kukanu ini Cristu Jesús. Na ku kuu‑s se ña tuu nax kida xa kune ini‑s. 
1TI.3.10	Kiꞌna ka na kototnuni ñayiu ka kukanu ini Cristu Jesús se nduku‑i xa junukuechi‑s nuu‑i. Nux vaꞌa kida‑s, na nkonetniu‑s.
1TI.3.11	Na ku kuu ñadɨꞌɨ se tetutniu‑n, ñá xndaxio ñayiu xañuꞌu nuu‑ña, te maxku ku kuu‑ña ɨɨn ñá jan tnuꞌu ñayiu. Dɨuni na ku kuu‑ña ɨɨn ñá ña xiꞌi xa nde xini‑ña. Na ku kuu‑ña ñá kukanu ini‑n xa vaꞌa kada‑ña tniu io xa kada‑ña.
1TI.3.12	Kidayɨka‑i xa ku kuu se junukuechi ya se io idii ni ñadɨꞌɨ, se yɨndaꞌa vaꞌa daꞌya‑s xiꞌin dava ka ñayiu xtuu nukee nuveꞌe‑s. 
1TI.3.13	Nux vaꞌa ka xinokuechi ɨɨn se xinokuechi, vaꞌa ka tniu kuneꞌe‑s, te kuyɨɨ‑s xa jaꞌan‑s nuu ñayiu xa kukanu ini‑s Cristu Jesús.
1TI.3.14	Nu xaku kɨu xe kotoniꞌni ñaꞌa‑r, 
1TI.3.15	ko xa kachitnuꞌu ñaꞌa‑r nax io xa jaꞌan‑n nuu ñayiu ka kukanu ini Ianyuux ndixa, n‑kidavaꞌa‑r tutu yaꞌa juan xee nux kukuee‑r xa xee‑r. Ñayiu yaꞌa dani ka jandixa‑i xa xandaa kuu tnuꞌu n‑jaꞌan Ianyuux, te mee ni xandaa ka jaꞌan‑i nuu ɨnka ñayiu hora ka dakuaꞌa‑i‑yɨ. 
1TI.3.16	Xandaa xakuiti ña ka xini vaꞌa‑ro nax juini Ianyuux xa kada‑ro xa na jandixa ka‑ro‑ia.
1TI.3.16	Cristu kuu Ia n‑kuu ñayiu,
1TI.3.16	te n‑ka xini ñaꞌa ñayiu ñuñayiu xiꞌin ángel, ia ka xinokuechi nuu Ianyuux.
1TI.3.16	N‑jaꞌan Espíritu Ianyuux xa ni ɨɨn kuechi ñatu n‑kida Cristu.
1TI.3.16	Xitendodo xa n‑jaꞌan‑ia xiꞌin xa n‑kida‑ia nación xiꞌin nación juaꞌan.
1TI.3.16	Te ka jandixa ñayiu xa kuu‑ia Ianyuux.
1TI.3.16	Te juan ndaa‑ia andɨu nuu ndukaꞌnu‑ia.
1TI.4.1	Kaxi n‑jaꞌan Espíritu Ianyuux xa na kuyatni xa naa ñuñayiu ma kukanu ini ka dava ñayiu Cristu Jesús. Jandixa koio dava ñayiu jan xa jaꞌan ñayiu ñuꞌu ñaꞌa xaloko, te nkuitandijun‑i‑yɨ. Dandaꞌu‑i‑yɨ. 
1TI.4.2	Jaꞌan ñayiu ijan xa jaꞌan ndaa‑i, ko kuu‑i ñayiu ka kidavaꞌa tnuꞌu vete, te ña tuu nax kuu ini‑i. Yo n‑ka xixa nuu‑i. 
1TI.4.3	Dadaꞌan ñayiu yaꞌa xa tnundaꞌa ñayiu, te ma juejoon‑i xa kaxi ñayiu ijan ntdaa xa n‑kidavaꞌa Ianyuux xa kaxi koꞌo‑ro. Vatuka kaxi roo, ñayiu kukanu ini Cristu Jesús davaꞌa nga xa io xa kaxi xa koꞌo‑ro chi xnaꞌa‑ro xa n‑jaꞌan Ianyuux xa io vaꞌa xa kaxi koꞌo‑ro ntdaa xa n‑xani ini‑ia nux na juñaꞌa‑ro nuu‑ia: “Na kutaꞌu‑da, Taa‑ro.” 
1TI.4.4	Na kaxi koꞌo‑ro ntdaa xa n‑xani ini Ianyuux xa kaxi‑ro, te maxku ku jaꞌan‑ro xa maxku kaxi koio‑ro, ko dɨuni na juñaꞌa‑ro nuu‑ia: “Na kutaꞌu‑da, Taa‑ro.” 
1TI.4.5	Xaxeꞌe xa xijan taꞌu‑ro nuu‑ia xa na nduu ii xa kaxi xa koꞌo‑ro, xiꞌin xaxeꞌe xa n‑jaꞌan‑ia xa nduu ii, xijan kuu xa nduu ii.
1TI.4.6	Nux na jaꞌan‑n nuu ñayiu ka kukanu ini Cristu Jesús tnuꞌu yaꞌa, kuu‑n se xinokuechi vaꞌa nuu‑ia, te vaꞌa ka kutnuni ini‑n xa n‑dakuaꞌa‑n. Xá jandixa‑n xijan vaxi. 
1TI.4.7	Maxku chinuu‑n cuentu n‑ka xo xani ini mee xixitna ñayiu dian xa ka najani ñaxaꞌnu vitna chi ñadu ɨɨn xandaa kuu xijan. Ñadu ɨɨn xa xiniñuꞌu kuu. Kada xa juini Ianyuux, te ñadu xa daa cuentu ijan ku jandixa‑n.
1TI.4.8	Xa ka dadɨkɨ‑ro te ka xikonuu‑ro xa ka dakaa‑ro tuchi, ɨɨn xavaꞌa kuu, ko ñatu yo kunuu xijan. Xa yo ndandɨꞌɨ kuu xa kida‑ro xa juini Ianyuux chi xaxeꞌe xa kida‑ro xa juini‑ia, vaꞌa tuu‑ro ñuñayiu, te dani vaꞌa kutuu‑ro andɨu xaxeꞌe xijan.
1TI.4.9+1TI.4.10	Ndetu‑ro xa ndixi Ianyuux ndixa, Ia dakaku ñayiu ñuñayiu, Ia dananitaꞌu ñaꞌa roo, ñayiu ka kukanu ini‑ia. Xa na nanitaꞌu ñayiu yo ndeꞌe ka kidatniu‑ro, te ndaꞌu ka yaꞌa‑ro. Io xa jandixa ntdaa ñayiu xa kakuneꞌe‑r ya chi ɨɨn xandaa kuu.
1TI.4.11	Juña tnuꞌu ñayiu ntdaa xa jaꞌan‑r ya, te juñaꞌa‑n nuu‑i xa na jandixa koio‑i. 
1TI.4.12	Nux ñatu tna ini dava ñayiu ka kukanu ini Cristu Jesús xa dakuaꞌa‑n‑yɨ xaxeꞌe xa luchi‑n, jandoꞌo‑n‑yɨ. Ku jaꞌan nxaꞌnu‑n, te ku kuñukax ini‑n nuu‑i ntdaa‑i. Dɨuni juemani‑n‑yɨ. Kukanu ini naꞌi Cristu Jesús, te maxku jɨn tnɨɨ ini‑n. Maxku kada‑n kuechi. Kada ntdaa xaꞌa na kuaꞌa na kundeꞌa ñayiu ka kukanu ini‑ia, te daa na kada koio‑i tuku. 
1TI.4.13	Kaꞌu ndodo‑n tnuꞌu Ianyuux xyodotnuni nuu ñayiu, jan doꞌo‑n‑yɨ, te dakuaꞌa‑n‑yɨ chi kukuee‑r itaꞌu xa xee‑r. 
1TI.4.14	Na n‑ka xajan ndodo sexaꞌnu ka taxnuni nuu ñayiu ka kukanu ini Jesucristu ndaꞌa‑s dɨkɨ‑n, n‑ka jaꞌan‑s nuu‑n xa n‑jaꞌan Ianyuux nuu‑s xa kada‑n tniu‑ia. N‑kida Ianyuux xa n‑kuaꞌa‑n kida‑n tniu‑ia. Maxku ndunaa‑n xijan.
1TI.4.15	Jun ini‑n xa vaꞌa ka kada‑n tniu‑ia na kuaꞌa na jini ntdaa ñayiu xa vaꞌa ka tuꞌa‑n juaꞌan. 
1TI.4.16	Jun ini‑n xa jandixa‑n ntdaa xa jaꞌan‑r, te dakuaꞌa‑n ñayiu juini ndaꞌu na yaꞌa‑n. Nux daa na kada‑n dakaku‑n mee‑n xiꞌin ntdaa ñayiu kunini tnuꞌu jaꞌan‑n.
1TI.5.1	Maxku kanandee‑n ɨɨn sexaꞌnu hora jan doꞌo‑n‑sɨ. Kada‑n kuenda xa taa‑n jan doꞌo‑n. Vivii jaꞌan‑n nuu ntaka solteru hora jan doꞌo‑n‑sɨ. Kada‑n kuenda xa ñani‑n ka kuu‑s. 
1TI.5.2	Vivii jaꞌan‑n nuu ntaka ñaxaꞌnu hora jan doꞌo‑n‑ña. Kada‑n kuenda xa dɨꞌɨ‑n ka kuu‑ña. Dani hora jan doꞌo‑n ntaka soltera, vivii jaꞌan‑n nuu‑i. Kada‑n kuenda xa kuꞌa‑n ka kuu‑i, te maxku ku jaꞌan loko‑n nuu‑i. Ku kunxaꞌnu‑n nuu‑i. 
1TI.5.3	Ñadɨꞌɨ n‑ka xiꞌí yɨɨ te ñayo na daꞌya‑ña io xa kachi‑i xa ndaꞌu‑ña, na juñaꞌa ñayiu ka kukanu ini Cristu Jesús xa ka ndoñuꞌu‑ña, 
1TI.5.4	ko ñadɨꞌɨ n‑xiꞌí yɨɨ io daꞌya a daiñani, na kachi koio‑i xa ndaꞌu‑ña. Kiꞌna ka na kachi‑i xa ndaꞌu dɨꞌɨ‑i a dɨxaꞌnu‑i, ijan dada na kachi‑i xa ndaꞌu ɨnka ñayiu. Mudu yaꞌa nachiyaꞌu‑i xa n‑kachi tadɨꞌɨ‑i xa ndaꞌu‑i na luchi‑i. Tna ini Ianyuux xaꞌa. 
1TI.5.5	Dava ñá n‑ka ndoo mee n‑ka ndoo ɨɨn, n‑ka kukanu ini‑ña xa dakaku ñaꞌa Ianyuux, te ka xijan taꞌu‑ña nuu‑ia nduu xakuaa; 
1TI.5.6	ko dava ñá ka kuloko ka kuduꞌa. Ñatuka ka kida‑ña xavaꞌa, ka kida‑ña xa kuu ini mee‑ña. 
1TI.5.7	Taꞌu tniu nuu ñayiu ka kukanu ini Cristu Jesús xa na kada koio‑i xavaꞌa yaꞌa, na kuaꞌa maxku ku jan tnuꞌu ñaꞌa dava ka ñayiu. 
1TI.5.8	Ñayiu ña kachi xa ndaꞌu ntdaa familia‑i, ñatuka jandixa‑i xa n‑taꞌu tniu Ianyuux chi xe ini‑i. Xe ini ka‑i dada ñayiu ñatu kukanu ini Cristu Jesús.
1TI.5.9	Na nkodotnuni dɨu ñá ka xiꞌí yɨɨ nuu yodotnuni dɨu ñadɨꞌɨ xa daa nga n‑ka xiꞌí yɨɨ nux io‑ña uni diko kuia, nux ñatu n‑dandaꞌu‑ña yɨɨ‑ña, 
1TI.5.10	nux najuen tnuꞌu ñaꞌa ñayiu xaxeꞌe xa n‑kida‑ña xavaꞌa, nux n‑xo ndeka vaꞌa‑ña daꞌya‑ña, nux xitondee‑ña ñayiu xeꞌen veꞌe‑ña, nux najini‑ña xeꞌe ñayiu ka kukanu ini Cristu Jesús, nux n‑chindee‑ña ñayiu ndaꞌu ka yaꞌa te nux n‑kida‑ña xavaꞌa du. 
1TI.5.11	Maxku chidotnuni‑n ñadɨꞌɨ ka xiꞌí yɨɨ ka kuu kuechi nuu xyodotnuni dɨu ñá xá xndaxio uni diko kuia jan chi vaa ni nanduku‑ña yɨɨ‑ña te natnundaꞌa‑ña. Te kunuu ka xijan dada tniu Cristu Jesús, 
1TI.5.12	te dakuido datau‑ña anu‑ña chi ma daxinokava‑ña tniu n‑jaꞌan‑ña xa kada‑ña. 
1TI.5.13	Daxa ka xini kudi‑ña, te ñadu diko ni ka xini kudi‑ña, chi dɨuni ka xikonuu‑ña veꞌe xiꞌin veꞌe xa ka kine tnuꞌu‑ña ñayiu. Dɨuni ka najani‑ña cuentu ka teku‑ña. Cuentu loko cuentu duꞌa ni ka jaꞌan‑ña. 
