MAT.1.1	Ewana Yesu Kerisonu sirorari sina. Dana Deiwidinu sisia amara. Dana Eibaramunu sisia amara.
REV.2.21	Nanu ununa danu neno Nabai odifie iba ekodero dana moana kowaro ibebirogo danu neno Nabai odawa me, dawa unutawa danu naueta Nabai odifite danu dita yagera fareta dubena afu sanawa ui. 
REV.2.22	Enoba Nana danu aineta warafaro mu samaro i uwara anama dawaini dita yagera faraita, emanu ueta ba me da ekodifitate Nanu buribi arawa ufitaitana emaini oferini bomu derawere emabai mamau. 
REV.2.23	Nana eno umate danu koiniboro nesia ma uimauba i dubu su naueta uwara nesia ema iwata, Nana eme nesia emanu imuetaini unu nesia iwata utatane ema iwata. Ya nesia yana ane ane utebitaba yanu moko demui demui yaba mamau.
REV.2.24	Nono ya moana Taiataira suro ibinita uwara, yana i siosawere we mawetu ueta sina nautawa utebitate seitaninu kimuwere feare ibeta imueta iwata meba yaba ueta bomuwere da mamau. 
REV.2.25	Nono awonaroma Nanu famau kowaro yanu kobererau ueta nesia enanari uegou uawe. 
REV.2.26+REV.2.27+REV.2.28	Ana anama i siosawere ueta serigari ufitate Nanu unu ueta awonaroma i dubu kowaro uteibitaitana Nanu Babama Naba buna mai enanari emaba mamaro emana i orofa atata uwara nesia kimuwere yawofitaita. Emana kimuwere yawoteda Naba wasai utaita uwara ma berafitaita. Emema aiyoni isu ari ima nasinima ubu ueta okia kikiratu ure birabiarebaita i ari emema kimuwere yawofitate Naba wasai utaita uwara ma berafitaita. Nana emaba i waura warai bububu ueta baikoni mamau.
REV.2.29	Yana ome bobona Godinu Imumu Kotofuma i dubu su uwaraba wasu sina nauegou uawe watane Dana eno wei.
REV.3.1	Dana nono naba eno wei, i Sadasi dubu suro ibinu aneruba moana sina owawa eno ue odia. I sinana eno, Nana Godinu Imumu seweni boboini Nana i muina seweni maibeda ewa sina aba watane. Na iwata anu ueta sineta nesia. Uwarama eno webaita, i Sadasi dubu su naueta uwarama merau ibinita, eno webaita. Nono enona me, yana uieta uwara ari. 
REV.3.2	Uyawete yanu uitebasu naueta me siosaba ma buna uawe. Na iwata yanu ueta sineta Godinu iboro kobererau me. 
REV.3.3	Bodere i kobere sina we mawetu utaro yana nauta. Enoba i sina imuegou uawete enanari uegou utebeawete yanu siosawere ueta nesia yanu dubena afu sawe. I ainibetaroma da uyafoitana i waira ueta amarama farebasu, i ari famau. Ina ya iwata me Nanu yabai famau kowa. 
REV.3.4	Nono ya moana Sadasi suro ibinita uwara, yana siosawere utawa utebita. Yanu ueta sinetana roatarau wadia ari. Yana kobererauba inakeorau wadia baruforo Naini inarebeisi. 
REV.3.5	Ana anama emanu siosawere ueta serigari ufitaitana ido Nana emaba inakeorau wadia emabai yure odimate emanu ifu i wiroeta bukaroma da ma iramau. Nana Nanu Babanu iboroini Danu anerunu iboro inaibeda emana Nanu uwara eno wemau.
REV.3.6	Anama dawa ome bobona Godinu Imumu Kotofuma i dubu su naueta uwaraba wasu sina nauegou ufi watane wei.
REV.3.7	Dana nono naba eno wei, i Firadefia dubu suro ibinu aneruba moana sina owawa eno ue odia. I sinana eno, Nana kakara derawereini ba uetanu ubi. Nana Deiwidinu ki maibine. I sinanu ubina eno, Godima Deiwidi buna maiba dawa i bodere Jerusaremu su yawoegou utebi i ari Godima Naba buna maiba i reka fafisu Jerusaremu su yawoegou umau. Nana i kasimu ma ereamaro mui amarama nono da garari ufisu. Nana garari umaro nono mui amarama da ma ifegari ufisu. Nana ewa sina aba watane wei. 
REV.3.8	Na iwata yanu ueta sineta nesia. Na iwata yanu bunana kikiratu ibinurogo Nanu we mawetu ueta sina nauteda enanari utaitate Nanu ifu ma fearawa utaitate wawuriro waita. Nana yanu iboro kasimu ma ifegari ue odero ibinuba nono mui amarama i kasimu da garari ufisu. 
REV.3.9	Nanu sina nauawe! I seitaninu uwara emana eno waita, yana Ju uwara waitarogo emana Ju uwara me. Emana meo weta uwara torowa. Nana i uwara woure are yabai odimaro yanu buri sibibai arubi ufitate ido iwata ufitaita, Nana yaba neno arama utatane. 
REV.3.10	Yana Nanu iba sina nautebitaro enanari i ueta siosa farebina inare kimu utebitaba ya yawoegou umaro i siosawere ue ereta uwara nesiabai fafisurogo nono yabai da fafisu. 
REV.3.11	Nana yabai sau famau. Enoba yanu naueta Nabai odegou uawe. Yawotebe i me ibene ibene ibetanu moko mui amarama muosoa. 
REV.3.12	Anama danu siosawere ueta serigari ufisuna Nana dawa mune Nanu dera dubu suro ma kimu ueta tutubu ari ma inare odimaro dawa me ibene ibene ibeda iroma sara da anibisu. Nana Godinu ifu danu ofero owawa ue odimau. Eno umate nono Nanu Godinu reka su ifu Jerusaremu su urero Godibairoma fafisu sunu ifuini Nanu reka ifuini danu ofero owawa ue odimau.
REV.3.13	Anama ome bobona Godinu Imumu Kotofuma i dubu su naueta uwaraba wasu sina nauegou ufi watane wei.
REV.3.14	Dana nono naba eno wei, I Reodisia dubu suro ibinu aneruba moana sina owawa eno ue odia. I sinana eno, Nana Godinu ba sinanu ubiba iba Danu sina nesia enanari ufisu. Nana ainewaure Godinu ba sina torowa webatane. Nana Godima ubu ui ememetunu ubi iba ewa sina watane. 
REV.3.15	Na iwata yanu ueta sineta nesia. Yana naueta derawere utawa kikiratu utawa uta. Nanu ununa yana naueta derawere aba kikiratu ari ufoe watane. 
REV.3.16	Nono yanu nauetana iwu me, wakiki me. Yanu nauetana toba ariba iba Nana ya Nanu bebeturoma witua ari umau. 
REV.3.17	Yana eno webaita, yana gugua gubari bobo uwaraba moana ibaiabai unutawa eno webaita. Yana eno webaitana yanu aramawere me ibeta iwawa utebaita. Yanu naueta Nabai odawa utaita iba yanu ibetana eno, ibaiabai meini wadia me yana ofe torowaini diti basugari i ari yana eno ibebaita. 
REV.3.18	Enoba ewa imueta yaba matatane, Nabai inama yarebasuro kobererau farebasu goru oiya uawete gugua gubari bobo uwara siawe. Inu ubina Nabai uyawete ba imuetaini nauetaini muawe. Nabai inakeorau wadiaini oiya uawete baruawete ofe torowa da aniawe. Inu ubina yana Na ba imutedana maru da ufoita. Nabai diti iraini oiya uawete odiawete kobererau eawe. Inu ubina ba uetaini siosa uetaini ma saragari uteda ba iwata ufoita. 
REV.3.19	Nana ana uwaraba neno arama utedana emaba iba sina weda ure ma rorowarau utatane. Enoba imuegou uawete yanu siosawere ueta nesia dubena afu sawe. 
REV.3.20	Nanu sina nauawe! Nana i bebetobai inaibeda ario webatane. Anama naufite kasimu ma ereafisuna dawabai animaro dawaini Naini arotorowa ieta ifutu. 
REV.3.21	Nana bodere i orofa atatanu siosawere ueta serigari uete Nanu Babanu yawoetanu yauretaro Dawaini yauraitu enanari ana anama emanu siosawere ueta serigari ufitaitana emaba kobererau umaro Naini Nanu yawoetanu yauretaro yaufeisi.
REV.3.22	Anama ome bobona Godinu Imumu Kotofuma i dubu su naueta uwaraba wasu sina nauegou ufie watane wei.
REV.4.1	I nesia ue me siniro na Joni nana tubetuberoma erena urero kasimu ereare ibiro ere. Botai i tawuyo ubutebaita rurua ari wate naue enanari nono eno wei, Nabai mararo aba duburo fafisu ememetu mawetu uma eno wei. 
REV.4.2	Eno weiro daido sau Godinu Imumu Kotofunu buna nabai fariro erena urero yaure yawoeta orofa ibiro mui amarama i yauretaro yaubiro ere. 
REV.4.3	I yaubiro ere Amara Danu ibo nawata ario ui. Danu ibo nawatana kobere jasafaini kaneria gebironu ario ari. Nono i warabadima yawoetanu yauretaro ode kara uiro erena warabadima emara gebironu ario ari ario uiro ere. 
REV.4.4	Nana erena mui yaure yawoeta orofa tueniti fo (24) ima i dera yaure yawoeta orofa ode kara utaro nono dera uwara nesia tueniti fo i yauretaro yaure fare anitaro ere. I uwara nesia emanu wadiana inakeorarabo barutate emanu kofiri baruetana goru eno baruta. 
REV.4.5	I dera yaure yawoetanu kabesirona bida mamiro ure derawere uri. I dera yaure yawoeta orofanu iboro iro ekiwa seweni yarebi. I ekiwana Godinu Imumu seweni. 
REV.4.6	I dera yaure yawoetanu orofa iboro mui emeru ibiro ere. Ina dera enea ogo, ina garasi ari. Ina roatarau kurisa gebiro ari.
REV.4.6	Moana me ibene ibene ibeta emeru foma (4) i dera yaure yawoeta orofa ode wayatate inare kara uta. I me ibene ibene ibeta ememetu fo emabaina diti faiyawere ibita. O afuini dubena afuini diti faiyawere ibita. 
REV.4.7	I botai me ibene ibene ibeta emeru dawana raiyoni egi ari. Nono i mui me ibene ibene ibeta emeru dawana reka yawera borumakau ari. Nono i mui me ibene ibene ibeta emerunu ibo nawatana ba emenu ibo nawata ari. Nono i dubu me ibene ibene ibeta emeru dawana i ana daro fafafa ue inarebasu dera amuo gasira ari. 
REV.4.8	I fo me ibene ibene ibeta ememetu ema nesia demui demui emanu fakinana nesia sikisi (6) bobo. Diti faiyawere emabai ibita. Ubareroini wawaroini nesia wate fare ibita. Emana dumuroini kowaroini wate eno webaita,
REV.4.8	i Dera Waria buna derawere Godi Dawana kobererau, Dawana kobererau. Dana bodere ibebe awonaini daido ibinuba duburo fafisu.
REV.4.8	I sina imoiteda wiawa daido eno weiene weiene utebaita. 
REV.4.9+REV.4.10	I fo me ibene ibene ibeta ememetuma i dera yaure yawoetanu orofaro yaubinu Amarabai Danu ifu we ma derawere utebaitate Dawaba we ma kobererau utebaitana i dera uwara nesia tueniti fo (24) ema i dera yaure yawoetanu orofaro yaubinu me ibene ibene ibeta Godinu iboro arubi utebaitate Dawaba guriguri utebaita. Emana emanu goru kofiri barueta mune Danu iboro odaitate eno soni waita,
REV.4.11	Ana yanu Dera Waria Amaraini yanu Godi. Enoba eme nesia Abai Anu ifu we ma derawere utaitate Aba we ma kobererau utaita. I buna nesiana Anu. Ana nesia ubu ui. Ana Anu unu uite nesia ubu uiro ido ibinita,
REV.4.11	eno waita.
REV.5.1	Na Joni, nana tubetuberoma erena i dera yaure yawoetanu orofaro yaubi Amaranu banibira afu agero mui buka ibiro ere. I bukanu oroini dubenaroini owawa ue odiro ere. Nono uwane tarieta na sewenima i buka uwane tarita. 
REV.5.2	Nana nono erena mui buna derawere aneruma yua derawere we mamite wei, anama dawa kobere amarana i uwane tarieta na ma furiare sabite i buka ma wurafite efisu wei. 
REV.5.3	Eno weiro doberebe mui amarama i buka ma wurafite ubarero efie ureroini nasiniroini nasini wowonaroini atanawa uta. 
REV.5.4	I buka ma wurae ereta amara atanawa utaba iba na i derawere webitara. 
REV.5.5	Nana eno ueba mui dera amarama naba eno wei, i da wiate ea. I Juda uwarabairoma fari raiyoni waita Amara, i Amarana Deiwidinu dera sirorari amara. Dana i orofa atatanu siosawere ueta nesia serigari uiba Dana i uwane tarieta na seweni ma furiare sabite i buka ma wurafisu wei.
REV.5.6	Nana mui Reka Mamoe erena emema urebaitaro uitebasute ibebasu, i ari i Dera Yawoeta Amaranu iboro inaibiro i me ibene ibene ibeta emeru fonu iboroini i dera uwaraini ema nesia Dawa ode kara utaro ere. I Mamoe Danu yawera nesiana seweni. Nono Danu diti nesiana seweni. I diti seweni ina Godinu Imumu seweni. Godima imumu seweni ema siaia uiro orofa atata aika maikaro anita. 
REV.5.7	I Reka Mamoema ane i buka i dera yaure yawoetanu orofaro yaubi Amaranu age duro muniro ere. 
REV.5.8	Ane i buka muniro me sinina ido i me ibene ibene ibeta emeru foini i dera uwara tueniti foini (24) ema nesia i Reka Mamoenu iboro arubi uta. Ema nesia gita ari afa waita emetuini korube goru naberoini muta. I korube naberoro fauda ari bonanawere emeruma i korube nabero nesia wate fare ibita. Ina Godinu uwaranu guriguri ueta. 
REV.5.9	Ema nesia reka soni i Reka Mamoeba eno weita,
REV.5.9	Abaina arotorowaba i buka muninute i uwane tarisinu na ma furiare saninu. Emema a utaro uite Anu ononoma uwara aika maika, sina aika maika webita uwaraini orofa aika maika aboro aboro ibita uwara oiya uite ema woure amo Godibai odi. 
REV.5.10	Ana i uwara nesia Godibai gaukara ufitae iba ema dera yawoeta uwaraini fuyo ode sina weta uwara we mune odiba emana i orofa atata uwara nesia yawofitaita. Ana eno uiba Abaina arotorowaba i buka mubate i uwane tarisinu na ma furiare sabasu,
REV.5.10	eno weita.
REV.5.11+REV.5.12	Nana nono erebe nauena aneru faiya faiyawerema weroroka webitaro naue. Emana i dera yaure yawoetanu orofaini i me ibene ibene ibeta emeru foini i dera uwara tueniti foini ode kara utate soni derawere eno weita,
REV.5.11+REV.5.12	i utaro ui Reka Mamoe Dawana kobererauro bunawereba Dana yawoetaini gugua gubarini iwata uetaini buna derawereini mubisu. Emema Dawabai Danu ifu we ma derawere ufitate we ma kobererau ufitaro Godima Danu araeta mafisu,
REV.5.11+REV.5.12	eno weita. 
REV.5.13	Nana nono nauena Godima ubu uiro ibinita ememetu nesia, nasiniro ibinitaini urero ibinitaini nasini wowonaro ibinitaini enea ogo ubarero ibinitaini ema nesia soni weitaro naue. Emana soni eno weita,
REV.5.13	i dera yaure yawoetanu orofaro yaubinu Godi, Dawaini i Reka Mamoeini ema sadeibai we ma kobererau uteibitate emanu ifu we ma derawere uteibitaro araeta derawereini buna derawereini emabai me ibene ibene ibifisu,
REV.5.13	eno weita. 
REV.5.14	Eno weitaro i me ibene ibene ibeta emeru foma weita, ina ido weitana i dera uwara tueniti foma arubi uteda guriguri utaro ere.
REV.6.1	Nana tubetuberoma erena i Reka Mamoema mui uwane tarieta na nesia seweni, i botai na turiro ere. Nana ereda nauena mui me ibene ibene ibeta emeru danu watena ure urebasu rurua ari. Dana naba derawere wei, arate ea weiro naue. 
REV.6.2	Nana nauete erena, inawere osi egima inaibiro ere. Mui amarama i osi deiro yaubeda fewa maibi. Mui amarama dawaba mui dera yawoeta kofi barueta mairo munite emeini urafite serigari ufie ani.
REV.6.3	Nana nono erena i Reka Mamoema i bukaro mui uwane tarieta na turiro ere. Nana ereda nauena i mui me ibene ibene ibeta emeruma naba wei, arate ea weiro naue. 
REV.6.4	Nana nauete erena, mui kukuiwere osi egi ido fariro ere. Mui amarama i osi deiro yaubiro dawa ewa nasiniro uraneta odifiro emema emanu ure uie matafitae iba dawaba buna maite yafawere kaiya mai.
REV.6.5	Nana nono erena i Reka Mamoema i bukaro mui uwane tarieta na turiro ere. Nana ereda nauena, i mui me ibene ibene ibeta emeruma naba wei, arate ea weiro naue. Nana nauete erena mui dubawaruwere osi inaibiro ere. Mui amarama i osi deiro yaubeda ibaiabai urumu ere oeta maibi. 
REV.6.6	Nana nauena i fo me ibene ibene ibeta emerunu turo mui wate naunono uero i wate eno wei, kowa demurai waiya ue oi munetama faraua kafusi demurai oiya utebitaitate nono i kowa demurai waiya ue oi munetama raisi kafusi rarogonu oiya utebaita weita. Eno weitate weita, nono i oriwa oeraini waini ogo ma siosa da ua eno weitaro naue.
REV.6.7	Nana nono erena i Reka Mamoema i bukaro mui uwane tarieta na turiro ere. Nana ereda nauena i dubu me ibene ibene ibeta emeruma naba wei, arate ea weiro naue. 
REV.6.8	Nana nauete erena mui yaowere osi egi inaibiro ere. Mui amara danu ifuna uieta, dana i osi deiro yaubeda aniro i uieta kabesi Eidisima danu buribi baworo ani. Emaba buna derawere mairo mutate orofa atata uwara nesia me, nono uwara faiyawere kaiyaini osi wouretaini oferi wouretaini awe egini ima ema ma uifitae anita.
REV.6.9	Nana nono erena i Reka Mamoema i bukaro mui uwane tarieta na turiro ere. Nana erena moana uieta uwaranu imumu i fuyo oeta kabesi emina wowonaro ibitaro ere. I uwarama Godinu kobere sina mamegou utebitate webitaro wasai uwarama ema ma uitebita. 
REV.6.10	I uwara emanu imumuma eno derawere weita, O Godi, Abai buna nesia ibinu. Ana kakarawere. Ana i ba ueta sinetanu ubi nesinaba iba kowa abo abo me sibiro i nasiniro uwara koto ufate emana ya ma uitebitaba emaba yanu onono fanisi moko mafasu weita. 
REV.6.11	Eno weitaro nauete erena inararabo wadia ema demui demui maite eno wei, imoiawero yanu yaiyemutuini yanu gaukara arotorowa ueta uwaraini yaini wasai uwarama ure uitebita, i nesia arotorowa ufiroma Godima yanu uieta moko emaba fanisi mafisu weiro naue.
REV.6.12	Nana nono erena i Reka Mamoema i bukaro mui uwane tarieta na turiro ere. Nana erena nasiniro dumu derawere fariba nasini wawana wawana uiro kowa dubawaruwere wadia ari uiro sakara onono ari uiro ere. 
REV.6.13	Oyauma boruba ana tai beruwere ma rarewari utebasuro nasiniro itarebasu i ari ureroma muina burubatate nasiniro itataro ere. 
REV.6.14	Wia wau ura utebaita i ari ure eno uite me ari uiro i maidanini nesiaini mutumutu nesia emanu kabesiroma mune aika odiro ere. 
REV.6.15+REV.6.16+REV.6.17	Eno uiba i dera yawoeta uwaraini derarabo yawoeta uwaraini ami kafiteni uwaraini gugua gubari derararabo uwaraini sabua ueta uwaraini me inareta uwaraini ema nesia i gebiro ebaroini maidani gebirorarabo wowonaro featate i maidanini gebiroba eno weita, yanu duboro itawete ya dadau uawero i dera yaure yawoetanu orofaro yaubinu Godima ya eosoro i Reka Mamoe yaba ibo uosoa. Emanu ibo ue fanisi maeta kowa ido farinuba iba uwara nesia da inare kimu ufitaitana da wiroftaita, emana eno weitaro naue.
REV.7.1	Ina nesia ue me siniro nana nono erena aneru nesia foma nasininu souko foro (4) inaibitaro ere. Emana inaibeda oyaunu fareta didi ma tarie ibitaro anaroini enearoini nasiniro oyau mamawa ui. 
REV.7.2+REV.7.3	Nana tubetuberoma erena mui aneruma i kowa amueta afuroma fariro ere. Dawana i me ibene ibene ibeta Godinu isi bobo. Dana i nasini enea ma siosa ufitae iba buna muta aneru foba eno wei, i nasinini eneaini anaini da ma siosa uawero duburo ma siosa uawe weiro naue. 
REV.7.4+REV.7.5	Dana naba eno wei, i isi muta uwarana faiya faiyawere. I Isaraero abuamutu uwara nesiabairoma uwara faiyawere wani aderedi foti fo tausani (144,000) mune Godibai odi weiro naue. Emanu yawietana eno, Juda uwarabairoma uwara tuero tausani (12,000) mune emanu beforo Danu isi sane odi. Rubeni uwarabairoma uwara tuero tausani emanu befororo Danu isi sane odi. Gedi uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. 
REV.7.6	Asura uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Nafatarai uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Manasa uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. 
REV.7.7	Simioni uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Riwai uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Isakara uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. 
REV.7.8	Sebiuroni uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Josefa uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Benijameni uwarabairoma uwara tuero tausani mune emanu befororo enanari sane odi. Danu isi emanu befororo enoma enoma sane me sini.
REV.7.9+REV.7.10	Eno ue me siniro ere. Nanu tubetuberoma nono erena uwara faiya faiyawere guruguru ue ibitaro ere. Ema faiya faiyawereba mui amarama ema da yawifisu. Emana orofa aika maikaini ofe aika maikaini uwara ema nesia i dera yaure yawoetanu orofanu iboroini i Reka Mamoenu iboro inaibitaro ere. Emana yafawere asugari inararabo wadia barutate farai tata mamitate inaibeda derawere eno weita, yanu dera yaure yawoetanu orofaro yaubinu Godini i Reka Mamoeini emana ya durua utebisiba yabai awe derawere uyareta serigari usite merau ibinisi weita. 
REV.7.11+REV.7.12	I aneru nesiama i dera uwara nesiaini i me ibene ibene ibeta emeru foini (4) i dera yaure yawoetanu orofaini ode kara utate arubi uteda Godibai guriguri utate eno weita, ina ido, Godibai yaru ufero araeta ibifiro iwata ueta nesia ibifiro we ma kobererau ufete Danu ifu we ma derawere ufero i buna nesia ibifisu. I ueta nesia Danuba Dawabai me ibene ibene ibeibisu weita.
REV.7.13+REV.7.14	I mui dera amarama naba wei, i inararabo yafawere asugari barueta bobo uwarade, ema aboroma farita wei. Eno weiro we, dera amara, na iwata me, anu aika iwata utasu wero wei, i uwarama awe derawere uyaretaba urumuini oferi wourebitaro emema ema ma uitebita. I uwara emanu wadia i Reka Mamoenu ononoma urotaro inarau ibita. Enoba ema i dera yaure yawoetanu orofaro yaubinu Godinu iboro inaibinita wei. 
