GEN.1.2	Na asase da hɔ hunu a ɛnni bɔbea biara, na esum wɔ ebunu no ani. Na Onyankopɔn honhom butu
JER.49.5	Hwɛ, mede ehu
JER.49.5	bɛfiri wɔn a wɔatwa wo ho ahyia nyinaa nkyɛn aba wo so,
JER.49.5	asafo AWURADE Nyankopɔn asɛm nie,
JER.49.5	na wɔasunsum mo mmaako mmaako atwene
JER.49.5	a obiara biara remmoa adwanefoɔ ano.
JER.49.7	Sɛ asafo AWURADE seɛ nie:
JER.49.7	Nyansa biara nni Teman bio?
JER.49.7	Afotuo abɔ nhunumufoɔ?
JER.49.7	Wɔahwie wɔn nyansa agu anaa?
JER.49.8	Monnwane, monnane mo akyi, monkɔtena deɛ emu dɔ hɔ,
JER.49.8	O Dedanfoɔ!
JER.49.8	Na mede Esau sɛeɛ bɛba ne so,
JER.49.8	berɛ a mɛba mabɛtwe n’aso no.
JER.49.9	Sɛ bobe abatefoɔ ba wo so a,
JER.49.9	wɔrennya wo mpɛpɛ anaa?
JER.49.9	Na sɛ anadwo akorɔmfoɔ ba a,
JER.49.9	wɔbɛsɛe deɛ ɛbɛso wɔn anaa?
JER.49.10	Na me deɛ, mama Esau ada adagya,
JER.49.10	mayi n’ahuntadeɛ adi,
JER.49.10	na ɔrentumi nkata ne ho,
JER.49.10	wɔasɛe n’asefoɔ ne ne nuanom
JER.49.10	ne n’afipamfoɔ, na ɔnni hɔ bio.
JER.49.11	Gya wo nwisiaa hɔ, me na mɛgye wɔn nkwa,
JER.49.11	na w’akunafoɔ nso, ma wɔmfa wɔn ho nto me so.
JER.49.13	 Na maka me ho ntam, AWURADE asɛm nie, sɛ Bosra bɛdane ahodwirideɛ, nsopa, amamfo ne nnome, na ne nkuro nyinaa ayeyɛ daa amamfo.
JER.49.14	Mate AWURADE anomu nsɛm,
JER.49.14	na wɔasoma ɔbɔfoɔ ma wakɔ amanaman mu sɛ:
JER.49.14	Mommoaboa mo ano mmra ne so,
JER.49.14	na monsɔre mmɛko.
JER.49.15	Na hwɛ, mayɛ wo amanaman mu ketewa
JER.49.15	ma wɔabu wo animtia nnipa mu.
JER.49.16	W’ahodwire ne w’akoma ahantan
JER.49.16	adaadaa wo,
JER.49.16	wo a wote ɔbotan ntokuro mu,
JER.49.16	wo a wote nkokoɔ a ɛkorɔn soɔ;
JER.49.16	sɛ woyɛ wo buo sorosoro sɛ ɔkɔdeɛ mpo a,
JER.49.16	ɛhɔ ara na mɛyi wo afiri asi fam, AWURADE asɛm nie.
JER.49.18	 Sɛdeɛ Sodom ne Gomora ne ɛho nkuro butuiɛ no, AWURADE asɛm nie, obiara rentena hɔ, na onipa ba biara renyɛ hɔ hɔhoɔ. 
JER.49.19	 Hwɛ, ɔforo sɛ gyata firi Yordan kwaeɛ no mu reba tenabea a ɛwɔ hɔ daa no so, na mɛma wɔde adwane afiri hɔ amonom; na deɛ wɔayi no no, ɔno na mede no bɛsi soɔ. Na hwan na ɔte sɛ me? Na hwan na ɔbɛhyia me? Na hwan ne odwanhwɛfoɔ a ɔbɛtumi agyina m’anim? 
JER.49.20	Enti montie AWURADE agyina a watu no Edom ho, ne ne tirimbɔ a wabɔ no Temanfoɔ ho no, ampa ara, wɔbɛtwe wɔn sɛ nnwan mu nkumaa akɔ, ampa ara, wɔn ho bɛyɛ wɔn tenabea ahodwiri. 
JER.49.21	Wɔn ahweaseɛ gyegyeegye nti, asase woso, agyaadwo a wɔtwa no, wɔte nka Mmɛwa Po ano tɔnn. 
JER.49.22	 Hwɛ, ɔforo sɛ ɔkɔdeɛ retu aba, na ɔtrɛ ne ntaban mu Bosra so; na ɛda no, Edom nnɔmmarima akoma bɛyɛ sɛ ɔbaa a ɔda ahohiahia mu akoma.
JER.49.23	Wɔakum Hamat ne Arpad aniwuo,
JER.49.23	ɛfiri sɛ wɔate asɛmmɔne bi;
JER.49.23	wɔn akoma atu; sɛ ɛpo a ahuru,
JER.49.23	ɛntumi nyɛ komm.
JER.49.24	Damasko ahodwo, adane ne ho rebɛdwane;
JER.49.24	nketenkete akye no,
JER.49.24	ahohiahia ne yea akuta no
JER.49.24	sɛ ɔbaa wofoɔ.
JER.49.25	Ayeyie kuro, m’ahosɛpɛ kuro no,
JER.49.25	hwɛ sɛdeɛ wɔasi agya no afa!
JER.49.26	Enti emu mmeranteɛ bɛtotɔ mmorɔno so,
JER.49.26	na ɛda no ara wɔatwitwa n’akofoɔ nyinaa agu,
JER.49.26	asafo AWURADE asɛm nie.
JER.49.27	Na mɛsɔ Damasko fasuo mu gya,
JER.49.27	na ahye Ben-hadad ahemfie no.
JER.49.28	Sɛ AWURADE seɛ nie:
JER.49.28	Monsɔre ntu Kedar so sa,
JER.49.28	na monsɛe apueeɛfoɔ.
JER.49.29	Wɔn ntomadan ne wɔn nnwan, wɔbɛfa;
JER.49.29	wɔn nkuntu ne wɔn nnoɔma nyinaa
JER.49.29	ne wɔn yoma, wɔbɛtase akɔ,
JER.49.29	na wɔateam aka akyerɛ wɔn sɛ: Ehu wɔ afa nyinaa.
JER.49.30	mo a mote Hasor!
JER.49.30	AWURADE asɛm nie.
JER.49.30	Na Babelhene Nebukadnessar
JER.49.30	atu mo tiri so agyina,
JER.49.30	na wapam mo so apam.
JER.49.31	Monsɔre ntu ɔman a wɔn ho dwoɔ
JER.49.31	a wɔte hɔ dwoodwoo no so sa,
JER.49.31	AWURADE asɛm nie.
JER.49.31	Wɔnni apono ne akyire adaban,
JER.49.31	wɔn nko ara na wɔte hɔ.
JER.49.32	na wɔn mmoakuo dodoɔ ayɛ asadeɛ.
JER.49.32	Na mɛbɔ wɔn a wɔayi wɔn bɔgyesɛ putuo
JER.49.32	apete mframa nyinaa ano,
JER.49.32	na mede wɔn sɛeɛ
JER.49.32	afiri afa nyinaa aba wɔn so,
JER.49.32	AWURADE asɛm nie.
JER.49.33	ne daa amamfo,
JER.49.33	obiara biara rentena hɔ,
JER.49.33	na onipa ba biara renyɛ hɔhoɔ wɔ hɔ.
JER.49.34	AWURADE asɛm baa Odiyifoɔ Yeremia nkyɛn, Elam ho, Yudahene Sedekia ahennie mfitiaseɛ sɛ:
JER.49.36	na mede mframa nnan bɛfiri ɔsoro afanan aba Elam so, na mabɔ wɔn apete mframa yi nyinaa ano, na ɔman biara nni hɔ a Elam adamfikyi remma hɔ; 
JER.49.37	na mɛma Elam akoma atu, wɔn atamfoɔ ne wɔn a wɔrepɛ wɔn akum wɔn no anim, na mede mmusuo a ɛyɛ m’abufuo mu gya bɛba wɔn so, AWURADE asɛm nie, na mama afena ati wɔn akɔsi sɛ mɛwie wɔn yɛ. 
JER.49.38	Na mede m’adwa bɛsi Elam, na mama ɔhene ne mmapɔmma ayera hɔ, AWURADE asɛm nie. 
JER.49.39	 Nanso nna a ɛdi akyire no mu no, mede Elam nnommum bɛsane aba, AWURADE asɛm nie.
JER.50.2	na monsi frankaa, momma wɔnte,
JER.50.2	na mommfa nsuma, monka sɛ:
JER.50.2	Wɔafa Babel,
JER.50.2	wɔakum Bel aniwuo,
JER.50.2	wɔayɛ Merodak pasaa,
JER.50.2	wɔahyɛ n’ahoni aniwuo,
JER.50.2	wɔayɛ n’abosom pasaa.
JER.50.3	Na ɔman bi firi atifi fam retu ne so sa; wɔn na wɔbɛyɛ n’asase no amamfo a obiara rentena soɔ, nnipa ne mmoa nyinaa bɛtu akɔ.
JER.50.5	Wɔbɛbisa Sion akyiri kwan, ɛhɔ na wɔn ani kyerɛ, aka sɛ: Mommra mma yɛnkɔfam AWURADE ho, wɔ daa apam a yɛn werɛ remfire mu.
JER.50.6	Me man adane nnwan a wɔayera, wɔn ahwɛfoɔ ama wɔafomfom kwan adanedane kɔ mmepɔ so; wɔafiri bepɔ so kɔ kokoɔ so, wɔn werɛ afiri wɔn daberɛ. 
JER.50.7	Wɔn a wɔto wɔn nyinaa tete wɔn mu, na wɔn ahohiahiafoɔ ka sɛ: Yɛnni fɔ! ɛsiane sɛ wɔayɛ AWURADE, tenenee tenabea ne wɔn agyanom anidasoɔ AWURADE no bɔne.
JER.50.9	Na hwɛ, me na mɛnyane amanaman akɛseɛ asafo ama wɔafiri atifi fam asase so atu Babel so sa, na wɔatwa ne ho mpasua, ɛhɔ na wɔbɛfiri afa no; wɔn agyan te sɛ dɔmmarima a waben, ɔnsane n’akyiri kwa. 
JER.50.10	Na Kaldeafoɔ bɛdane asadeɛ, wɔn a wɔbɛfom no afa nyinaa bɛmeemee, AWURADE asɛm nie.
JER.50.11	mo a mofomm m’agyapadeɛ no,
JER.50.11	na moduabo sɛ nantwiburuwa, ɛserɛ mono mu,
JER.50.11	na mosuu sɛ apɔnkɔ akunini.
JER.50.12	Mo na ani awu pa ara,
JER.50.12	mo wofoɔ anim agu ase:
JER.50.12	Hwɛ, ɔbɛyɛ amanaman mu kyirikafoɔ,
JER.50.12	ɛserɛ, nkyɛkyerɛ ne anwea pradada so.
JER.50.13	na ne nyinaa bɛdane amamfo koraa;
JER.50.13	obiara a ɔtwam Babel ho no ho bɛdwiri no,
JER.50.13	na wabɔ n’amanehunu no nyinaa ho hwerɛma hwee hwee.
JER.50.14	Mommae mu ntwa nhyia Babel ho,
JER.50.14	mo a mokuntunu tadua mu nyinaa;
JER.50.14	montoto no, monnodo agyan ho,
JER.50.14	ɛfiri sɛ wayɛ AWURADE bɔne.
JER.50.15	Ɔde ne ho ama,
JER.50.15	ne nnyinasoɔ ahwehwe ase,
JER.50.15	n’afasuo adwiri,
JER.50.15	na AWURADE aweretɔ ne no.
JER.50.15	Montɔ mo were ne so,
JER.50.15	monyɛ no sɛdeɛ ɔyɛeɛ no.
JER.50.16	Montwa ogufoɔ mfiri Babel,
JER.50.16	ne deɛ ɔsɔ kantankrankyi mu twaberɛ mu no.
JER.50.16	Atirimuɔden afena no anim
JER.50.16	na wɔbɛdanedane akɔ wɔn manfoɔ mu,
JER.50.16	na wɔadwanedwane akɔ wɔn asase so.
JER.50.17	Israel yɛ odwanten a wayera a agyata apam no korɔ; akane no, Asiriahene na ɔtetee ne mu, na akyire yi, ne nnompe mpo, Babelhene Nebukadnessar abubu mu. 
JER.50.18	Enti sɛ asafo AWURADE, Israel Nyankopɔn, seɛ nie: Hwɛ, mereba mabɛtwe Babel hene ne n’asase aso, sɛdeɛ meba bɛtwee Asiriahene no aso no, 
JER.50.19	na mede Israel asane aba n’asase so, na wabɛdidi Karmel ne Basan, na ne kra amee, Efraim bɛpɔ so ne Gilead. 
JER.50.20	 Nna no mu, ne berɛ no mu, AWURADE asɛm nie, na wɔbɛhwehwɛ Israel amumuyɛ, nso na ɛnni hɔ, ne Yuda bɔne, na wɔrenhunu, na mede bɛfiri wɔn a memaa wɔkaeɛ no.
JER.50.21	Tu Merataim
JER.50.21	asase no ne Pekod
JER.50.21	Kum wɔn, na sɛe wɔn pasaa,
JER.50.21	AWURADE asɛm nie,
JER.50.21	na yɛ sɛdeɛ mehyɛɛ woɔ no nyinaa.
JER.50.22	Akodie gyegyeegye ne ɔsɛeɛ kɛseɛ
JER.50.22	wɔ asase no so.
JER.50.23	wɔabubu asase nyinaa asaeɛ no,
JER.50.23	sɛdeɛ Babel asi adane
JER.50.23	amamfo amanaman mu ne no!
JER.50.24	Masum wo fidie na ayi wo nso, Babel,
JER.50.24	na wo deɛ, woanhunu;
JER.50.24	wɔahu wo akyere wo nso,
JER.50.24	ɛfiri sɛ wo ne AWURADE na adi aperepereɛ.
JER.50.25	AWURADE ahini n’akoradeɛ dan,
JER.50.25	na wayi n’abufuhyeɛ akodeɛ,
JER.50.25	ɛfiri sɛ asafo AWURADE Nyankopɔn wɔ adwuma bi yɛ
JER.50.25	wɔ Kaldeafoɔ asase so.
JER.50.26	Momfiri ano nohoa mmra ne so,
JER.50.26	monhini n’asan,
JER.50.26	monsesa ngu hɔ sɛ ayuo akuakuo, na monsɛe no pasapasa,
JER.50.26	mommma biribiara nnka mmma no.
JER.50.27	Monkunkum n’anantwinini nyinaa;
JER.50.27	momma wɔnsiane nkɔ okum mu.
JER.50.27	Wɔnnue, ɛfiri sɛ wɔn da,
JER.50.27	wɔn asotwe berɛ adu.
JER.50.28	Wɔte adwanefoɔ ne wɔn a wɔafiri mu afiri Babel asase soɔ nne, na wɔbɛka AWURADE yɛn Nyankopɔn aweretɔ, n’asɔrefie ho aweretɔ wɔ Sion hɔ.
JER.50.30	Enti ne mmeranteɛ bɛtotɔ ne mmorɔno so, na n’akofoɔ nyinaa bɛdwerɛ ɛda no, AWURADE asɛm nie.
JER.50.31	Ɔhantanni, hwɛ, me ne wo na anya,
JER.50.31	asafo AWURADE Nyankopɔn asɛm nie,
JER.50.31	ɛfiri sɛ wo da,
JER.50.31	w’asotweberɛ adu.
JER.50.32	Na ahantanni no bɛsunti ahwe ase,
JER.50.32	na obiara nni hɔ a ɔbɛma no soɔ;
JER.50.32	na masɔ ne nkuro mu gya,
JER.50.32	na ahye atwa ne ho nyinaa ahyia.
JER.50.33	Sɛ asafo AWURADE seɛ nie: Wɔhom Israel mma ne Yuda mma nyinaa so, na wɔsosɔɔ wɔn a wɔafa wɔn nnommum nyinaa mu, wɔmpɛ sɛ wɔgyaa wɔn. 
JER.50.34	Wɔn pɔnfoɔ no nso ho yɛ den, asafo AWURADE ne ne din; die na ɔne wɔn ho asɛmpɛfoɔ no bɛdie, sɛdeɛ ɛbɛyɛ na wama asase no ahome, na wahyɛ Babelfoɔ ahometeɛ.
JER.50.35	Afena wɔ Kaldeafoɔ so, AWURADE asɛm nie,
JER.50.35	ne Babelfoɔ so, ne wɔn mmapɔmma
JER.50.35	ne wɔn anyansafoɔ so.
JER.50.36	Afena wɔ akɔmfoɔ atorofoɔ no so,
JER.50.36	na wɔadanedane nkwasea.
JER.50.36	Afena wɔ wɔn nnɔmmarima so,
JER.50.36	na wɔn akoma atu na wɔakunkum wɔn.
JER.50.37	ne asraafoɔ afrafrafoɔ a wɔwɔ kuro no mu no nyinaa so,
JER.50.37	na wɔadanedane mmaa;
JER.50.37	afena wɔ n’akoradeɛ so
JER.50.37	na wɔafom afa.
JER.50.38	Ɛweɛ wɔ ne nsuo so
JER.50.38	na awewe,
JER.50.38	ɛfiri sɛ ɛyɛ ahoni asase,
JER.50.38	na wɔbobɔ abosom a ɛyɛ hu ho dam.
JER.50.39	Ɛno nti ɛserɛ so mmoa ne nkuntumpaa bɛtena hɔ, na nsohori bɛtena mu; na nnipa rentena mu da biara da, awoɔ ntoatoasoɔ a ɛdidi soɔ mu biara renkyekyere bio. 
JER.50.40	 Sɛ Sodom ne Gomora ne ɛho nkuro a Onyankopɔn butuiɛ no, AWURADE asɛm nie, obiara biara rentena hɔ, na onipa ba biara renyɛ mu hɔhoɔ.
JER.50.41	na ɔman kɛseɛ bi ne ahemfo bebree
JER.50.41	bɛkanyan wɔn ho firi asase ano tɔnn.
JER.50.42	wɔn ho yɛ den, na wɔnhunu mmɔbɔ;
JER.50.42	wɔn nne yɛ huu sɛ ɛpo,
JER.50.42	na wɔtete apɔnkɔ so
JER.50.42	asiesie wɔn ho sɛ akofoɔ,
JER.50.42	atu wo, Babel babaa, so sa.
JER.50.43	Babel hene te wɔn nka,
JER.50.43	na ne nsam ago;
JER.50.43	ahohiahia akye no,
JER.50.43	ne yea sɛ ɔbaa wofoɔ.
JER.50.45	Enti montie AWURADE agyina a watu no Babel ho, ne ne tirimbɔ a wabɔ no Kaldeafoɔ asase ho no, ampa ara, wɔbɛtwe wɔn sɛ nnwan mu nkumaa no akɔ; ampa ara, wɔn ho bɛyɛ wɔn tenabea ahodwiri. 
JER.50.46	Ɛnne a ɛse: Wɔafa Babel! no gyegyeegye nti asase woso, wɔte agyaadwotwa amanaman mu.
JER.51.1	Sɛ AWURADE seɛ nie:
JER.51.1	Hwɛ merehwanyan ɔsɛefoɔ honhom
JER.51.1	atia Babel
JER.51.1	ne wɔn a wɔtete nnipa a wɔne me anya no mu,
JER.51.2	na wɔahu no so,
JER.51.2	na wɔama n’asase ada mpan,
JER.51.2	ɛfiri sɛ wɔbɛtwa ne ho ahyia,
JER.51.2	ɛda bɔne no so.
JER.51.3	Deɛ ɔkuntunu ne tadua mu no,
JER.51.3	ma taduakuntunfoɔ nkuntunu ne tadua mu ntia no, ne deɛ ɔma ne ho soɔ, ne dadeɛ nkataboɔ mu no.
JER.51.3	Na monnnodo ne mmeranteɛ ho,
JER.51.3	monsɛe ne dɔm nyinaa pasapasa.
JER.51.4	Na atɔfoɔ abɛgugu Kaldeafoɔ asase so,
JER.51.4	na wɔn a wɔahwire wɔn mu agugu ne mmorɔno so.
JER.51.5	Nyankopɔn, asafo AWURADE no, nnyae wɔn.
JER.51.5	Na wɔn deɛ, wɔn asase no, Israel Kronkronni no ho asodie ahyɛ so ma.
JER.51.6	na mommema mo kra mfiri mu mfi,
JER.51.6	na monnnwerɛ wɔ n’amumuyɛ mu,
JER.51.6	na AWURADE aweretɔ berɛ nie,
JER.51.6	ɔretua no ne nneyɛɛ so ka.
JER.51.7	a ɛma asase nyinaa borɔ;
JER.51.7	amanaman anom ne nsa no bi,
JER.51.7	enti na amanaman abobɔ dam.
JER.51.8	Montwa ne ho agyaadwo,
JER.51.8	momfa ne yea ano aduro mmra,
JER.51.8	ebia wɔsa a, ɛbɛyɛ yie.
JER.51.9	Anka yɛresa Babel yadeɛ,
JER.51.9	nanso ansa.
JER.51.9	Monnya no mma yɛnkɔ
JER.51.9	yɛn nsase so,
JER.51.9	na n’atemmuo akɔduru ɔsoro,
JER.51.9	na wɔama so de akɔduru wiem tɔnn.
JER.51.10	AWURADE ayi yɛn tenenee adi;
JER.51.10	mommra mma yɛmmɛka
JER.51.10	AWURADE yɛn Nyankopɔn nneyɛe wɔ Sion.
JER.51.11	AWURADE akanyan Media ahemfo honhom, na wabɔ Babel ho atirimpɔ sɛ ɔbɛsɛe no, na AWURADE aweretɔ, n’asɔrefie aweretɔ ne no.
JER.51.12	Monsi frankaa ntia Babel afasuo,
JER.51.12	momma ɔwɛn mu nyɛ den,
JER.51.12	momfa awɛmfoɔ nsisi hɔ,
JER.51.12	monsiesie atɛfoɔ,
JER.51.12	na AWURADE dwene ne tirim,
JER.51.12	nso ɔreyɛ deɛ waka no Babelfoɔ ho no.
JER.51.13	a w’akoradeɛ dɔɔso no,
JER.51.13	w’awieeɛ aba,
JER.51.13	deɛ wɔasusuo a wɔbɛtwa no wo soɔ no aduru so.
JER.51.14	Asafo AWURADE aka ne ho ntam sɛ:
JER.51.14	Ampa ara, mede nnipa bɛhyɛ wo ma sɛ mmɛbɛ,
JER.51.14	na wɔabɔ wo so se.
JER.51.15	de ne nyansa maa wiase timm hɔ,
JER.51.15	na ɔde ne nhunumu
JER.51.15	de ɔsoro trɛɛ hɔ.
JER.51.16	Aprannaa bom a, ɔma nsu dodoɔ ba ɔsoro,
JER.51.16	na ɔma nsuwisie tu firi asase ano nohoa;
JER.51.16	ɔyɛ anyinam ka osuo ho,
JER.51.16	ɔtu mframa firi n’adekorabea hɔnom.
JER.51.17	Nnipa nyinaa yɛ nkwaseafoɔ a wɔnni nimdeɛ,
JER.51.17	sikadwumfoɔ nyinaa ani wuwu ahoni ho,
JER.51.17	ɛfiri sɛ wɔn agudeɛ yɛ atorɔ,
JER.51.17	na ahome nni wɔn mu;
JER.51.18	wɔyɛ ahuhudeɛ nko, nnadaa adwuma,
JER.51.18	wɔn asotwe berɛ mu no, wɔbɛyera.
JER.51.19	Yakob kyɛfa nte sɛ yeinom,
JER.51.19	ɛfiri sɛ nnoɔma nyinaa yɛfoɔ ne no,
JER.51.19	na Israel ne n’agyapadeɛ abusuakuo,
JER.51.19	asafo AWURADE ne ne din.
JER.51.20	na mede wo mebobɔ amanaman,
JER.51.20	na mede wo mesɛesɛe ahennie;
JER.51.21	na mede wo mebobɔ ɔpɔnkɔ ne ne sotefoɔ;
JER.51.21	na mede wo mebobɔ teaseɛnam ne mutenafoɔ;
JER.51.22	na mede wo mebobɔ ɔbarima ne ɔbaa,
JER.51.22	na mede wo mebobɔ akɔkoraa ne abɔfra,
JER.51.22	na mede wo mebobɔ aberanteɛ ne ababaa;
JER.51.23	na mede wo mebobɔ odwanhwɛfoɔ ne ne nnwankuo,
JER.51.23	na mede wo mebobɔ okuafoɔ ne n’anantwie mpamho,
JER.51.23	na mede wo mebobɔ amradofoɔ ne ɔman mpanimfoɔ.
JER.51.25	Hwɛ, me ne wo anya, bepɔ sɛefoɔ,
JER.51.25	AWURADE asɛm nie,
JER.51.25	wo a wosɛe asase nyinaa,
JER.51.25	wo so na matene me nsa,
JER.51.25	na mamunimuni wo afiri ɔbotan so,
JER.51.25	na mayɛ wo bepɔ a ahyeɛ.
JER.51.26	Na wɔremfa wo mu ɔboɔ a wɔde bɛto ntweasoɔ
JER.51.26	ne ɔboɔ a wɔde bɛto fapem,
JER.51.26	na mmom wobɛdane daa amamfo,
JER.51.26	AWURADE asɛm nie.
JER.51.27	monhyɛne ntotorobɛnto amanaman mu;
JER.51.27	monsiesie amanaman nkyere ne so sa,
JER.51.27	monhyia Ararat, Mini ne Askenas
JER.51.27	ahennie ntia no.
JER.51.27	Monsi sahene ntia no,
JER.51.27	momfa apɔnkɔ mmra sɛ mmɛbɛ kuro a wɔretu.
JER.51.28	Monsiesie amanaman nkyere ne so sa,
JER.51.28	Media ahemfo, wɔn amradofoɔ ne wɔn amanpanin
JER.51.28	ne wɔn ahennie nsase nyinaa.
JER.51.29	Na asase no woso na ɛpopo,
JER.51.29	ɛfiri sɛ AWURADE tirimbɔ no ba mu, Babel ho,
JER.51.29	sɛ ɔrebɛyɛ Babel asase amamfo a obiara nte soɔ.
JER.51.30	Babel nnɔmmarima agyae ko
JER.51.30	tete wɔn aban mu,
JER.51.30	wɔn mmaninyɛ to atwa,
JER.51.30	wɔadanedane mmaa;
JER.51.30	wɔato wɔn afie mu gya,
JER.51.30	wɔabubu akyire adaban.
JER.51.31	Mmirikatuni tu mmirika hyia mmirikatuni,
JER.51.31	ɔbɔfoɔ nam hyia ɔbɔfoɔ
JER.51.31	sɛ ɔrekɔbɔ Babel hene amanneɛ,
JER.51.31	sɛ wɔafa ne kuro, tia ne tia,
JER.51.32	na wɔagye asuo atwaeɛ,
JER.51.32	na wɔde ogya ahye mmɛwa tadeɛ no,
JER.51.32	na akofoɔ no ani atane.
JER.51.33	Na sɛ asafo AWURADE, Israel Nyankopɔn, seɛ nie:
JER.51.33	Babel babaa te sɛ ayuporebea,
JER.51.33	berɛ a wɔtiatia soɔ no.
JER.51.33	Aka kakraa bi
JER.51.33	na twaberɛ aduru ama no.
JER.51.34	Babelhene Nebukadnessar atete me,
JER.51.34	wayam me,
JER.51.34	ɔde me asi hɔ sɛ adeɛ a hwee nni mu.
JER.51.34	Wamene me sɛ asuo mu bɔpɔn bi,
JER.51.34	wayɛ me nnɔkɔnnɔkɔwadeɛ de me ahyɛ ne yafunu ma,
JER.51.34	wapu me agu sɛ nsuo.
JER.51.35	Atirimuɔden a wɔbɔɔ me ne me honam no, wɔmfa mmisa Babel,
JER.51.35	deɛ ɔte Sion no na ɔka saa;
JER.51.35	na me mogya ngu Kaldeafoɔ so,
JER.51.35	Yerusalem na ɔka saa.
JER.51.36	Enti sɛ AWURADE seɛ nie:
JER.51.36	Hwɛ, meredi w’asɛm mama wo, na matɔ no were mama wo;
JER.51.36	na mama ne po no mu awo,
JER.51.36	na n’asubura awe;
JER.51.37	ne ɛserɛ so kraman tenabea,
JER.51.37	ahodwirideɛ ne fɛdie,
JER.51.37	na obiara rentena hɔ.
JER.51.38	Wɔn nyinaa bobom sɛ agyata,
JER.51.38	wɔpopɔ so sɛ agyata mma.
JER.51.39	Sɛ wɔn ho yɛ wɔn hye a, mɛto wɔn nsapono,
JER.51.39	na mama wɔabobo na wɔn ho asɛpɛ wɔn,
JER.51.39	na wɔada daa nna,
JER.51.39	na wɔannyane, AWURADE asɛm nie.
JER.51.40	Mɛtwe wɔn asiane sɛ nnwammaa a wɔrekɔkum wɔn,
JER.51.40	sɛ adwennini ne mpapo nyinaa.
JER.51.41	asase nyinaa ayeyie no!
JER.51.41	Sɛdeɛ Babel asi adane
JER.51.41	amanaman mu ahodwirideɛ!
JER.51.42	Ɛpo abɛsram Babel so,
JER.51.42	n’asorɔkyeɛ huuyɛ akata so.
JER.51.43	Ne nkuro adanedane amamfo,
JER.51.43	asase pɛsɛɛ ne anwea pradada
JER.51.43	asase a obiara nte soɔ
JER.51.43	na onipa ba biara mfa soɔ.
JER.51.44	na mayi deɛ wɔamene no afiri n’anomu,
JER.51.44	na amanaman rensene nkɔ ne nkyɛn bio;
JER.51.44	Babel afasuo nso ahwe ase.
JER.51.45	na monnyegye mo kra
JER.51.45	mfiri AWURADE abufuo mu gya no ano.
JER.51.46	Nso mommma mo akoma nntu, na monnsuro
JER.51.46	akwansosɛm a wɔbɛte no asase soɔ no ho,
JER.51.46	na akwansosɛm bɛba afe bi so,
JER.51.46	na ɛno akyi afe no, akwansosɛm foforɔ bɛba:
JER.51.46	Sɛ nhyɛsoɔ wɔ asase no so,
JER.51.46	na deɛ ɔdi tumi sɔre tia deɛ ɔdi tumi.
JER.51.47	Ɛno nti hwɛ, nna bi reba
JER.51.47	a mɛba mabɛbu Babel ahoni no atɛn,
JER.51.47	na n’asase nyinaa ani awu,
JER.51.47	na n’atɔfoɔ nyinaa ahwehwe ase wɔ so.
JER.51.48	ne deɛ ɛwom nyinaa bɛto Babel no ahurisie dwom,
JER.51.48	na asɛefoɔ bɛfiri atifi fam aba ne so,
JER.51.48	AWURADE asɛm nie.
JER.51.49	Babel nso, sɛdeɛ wɔmaa Israel atɔfoɔ hwehwee aseɛ no,
JER.51.49	saa ara na Babel nso asase nyinaa so atɔfoɔ bɛhwehwe aseɛ.
JER.51.50	monnante nkɔ, monnnyina!
JER.51.50	Momfiri akyirikyiri nkae AWURADE,
JER.51.50	Yerusalem nso mmra mo akoma mu.
JER.51.51	Yɛn ani awuwu, na yɛate nsopa,
JER.51.51	ahohora akata yɛn anim,
JER.51.51	ɛfiri sɛ ananafoɔ aba
JER.51.51	AWURADE fie akronkronneɛ no.
JER.51.52	Ɛno nti, hwɛ, nna bi reba, AWURADE asɛm nie,
JER.51.52	sɛ mɛba mabɛbu n’ahoni no atɛn,
JER.51.52	na atɔfoɔ bɛpenepene
JER.51.52	n’asase nyinaa so.
JER.51.53	Sɛ Babel foro kɔ ɔsoro mpo,
JER.51.53	na sɛ ɔhyɛ n’aban a ɛkorɔn mu den sɛn ara a,
JER.51.53	me nkyɛn ara na asɛefoɔ bɛfiri aba ne soɔ,
JER.51.53	AWURADE asɛm nie.
JER.51.54	Wɔte nteamu firi Babel
JER.51.54	ne agyaadwo kɛseɛ firi Kaldeafoɔ asase so.
JER.51.55	Na AWURADE resɛe Babel,
JER.51.55	na wama gyegyeegye kɛseɛ no ayera wɔ mu.
JER.51.55	Na wɔn asorɔkyeɛ yɛ huu sɛ nsuo bebree,
JER.51.55	wɔn nne hooyɛ gyegye.
JER.51.56	Babel so,
JER.51.56	na wɔkyekyere ne nnɔmmarima,
JER.51.56	wɔbubu wɔn tadua mu,
JER.51.56	ɛfiri sɛ ananmuhyɛ Nyankopɔn ne AWURADE,
JER.51.56	tua nso na ɔtua ka.
JER.51.57	ne n’amradofoɔ ne ne man mpanimfoɔ ne ne nnɔmmarima abobo,
JER.51.57	na wɔadeda daa nna a wɔrennyane,
JER.51.57	ɔhene a ne din ne asafo AWURADE no asɛm nie.
JER.51.58	Babel afasuo a atrɛ tɛtrɛɛ no,
JER.51.58	wɔbɛdwiridwiri ama aseɛ ada hɔ petee,
JER.51.58	na kuro ano apono a ɛkorɔn no,
JER.51.58	wɔde ogya bɛhye,
