GEN.1.1	Aum Aunfank muak Gott Himmel un Ieed. 
ACT.17.15	De Mana, dee met Paulus toopjinjen, brochten am bat Ateen. Un no däm, daut see dän Befäl jekjräajen hauden, Silas un Timotäus to sajen, daut see soo schwind aus mäajlich uk hankomen sullen, jinjen see trigj.
ACT.17.16	Aus Paulus en Ateen no an luad, räajd sien Jeist sikj en am opp, aus hee sach woo de Staut voll Aufjetta wia, 
ACT.17.17	un räd dan en äare Schoolen to de Juden un de gottesferchtje Griechen, un uk to aule, dee hee aule Dach opp däm Moakjtplauz troff. 
ACT.17.18	Dan muaken sikj uk eenje von de epikurische un stoiksche Filosofen äwahäa met am to strieden. Eenje säden uk: Waut well dis Blaubamauz ons sajen? Eenje säden: Daut sitt soo, aus wan hee ons niee Jetta väatostalen haft. Daut säden see, wiels hee an daut Evangelium von Jesus prädijd un säd, daut de Doodes oppstonen wudden. 
ACT.17.19	Dan neemen see Paulus un brochten am opp däm Jerechtsplauz, un fruagen am: Kjenn wie weeten, waut dise niee Lia es, von dee du rätst? 
ACT.17.20	Wie hieren waut gaunz framdet von die; doawäajen well wie jieren weeten, waut daut meent. 
ACT.17.21	Aul de Ateena, un de Utlenda dee doa wieren, doonen nuscht leewa aus von niee Dinja räden, ooda waut nieet hieren.
ACT.17.22	Dan stunt Paulus medden opp däm Jerechtsplauz opp un säd: Jie Mana von Ateen, ekj see, daut jie no aule Sieden han sea relijees sent un de Jetta ferchten. 
ACT.17.23	Wiels aus ekj hia romjinkj un mie de Städen besach, wua jie aunbäden, sach ekj eenen Aultoa, opp dän jeschräwen stunt: To dän onbekaunden Gott. Nu moak ekj junt met dän Gott bekaunt, dän jie aunbäden un oba nich kjanen. 
ACT.17.24	De Gott, dee de Welt un aules waut doabennen es jemoakt haft, es Har äwa Himmel un Ieed, un wont nich en Tempels, dee met de Henj jebut sent. 
ACT.17.25	Un hee woat uk nich von Menschenhenj bedeent, aus wan am irjentwaut fält. Wiels hee selfst jeft aule Menschen Läwen un Odem un aulet aundre. 
ACT.17.26	Un hee haft daut soo jemoakt, daut aule Velkja opp de Ieed von eenen Mensch staumen, un äwa de gaunze Welt wonen sellen, un haft äare Tiet jesat un bestemt wua see wonen sellen. 
ACT.17.27	Dit deed hee doaropp, daut see no Gott sieekjen sullen, un woomäajlich am feelen un finjen wudden. Hee es werkjlich von ons aula nich wiet auf. 
ACT.17.28	Daut wie läwen, ons bewäajen un äwahaupt doa sent, es aula en am; soo aus eenje von june Dichta jesajcht haben: Wie sent uk siene Kjinja! 
ACT.17.29	Wan wie von Gott staumen, sell wie uk nich denkjen daut de Gottheit met Golt, Selwa un Steenbilda to vejlikjen es, dee derch Menschenkonst un Jedanken jemoakt sent. 
ACT.17.30	Gott haft de Tiet äwaseenen aus see am nich kjanden. Nu oba velangt hee aule Menschen aulawäajen omtokjieren. 
ACT.17.31	Wiels hee haft een Dach bestemt, aun dän hee de Welt met Jerajchtichkjeit rechten well, derch een Maun, dän hee doatoo jewält haft. Un daut haft hee doaderch sechajestalt, daut hee am vom Doot oppwuak. 
ACT.17.32	Aus see doavon hieeden, daut de Doodes oppstonen wudden, hauden eenje äaren Spott doaräwa. Aundre oba säden: Wie wellen die noch meamol doavon räden hieren. 
ACT.17.33	Un soo jinkj Paulus von an wajch. 
ACT.17.34	Doa wieren oba doch eenje Mana, dee am aunhongen un toom Gloowen kjeemen. Eena von dee wia Dioniesius, eena utem Jerechtsrot, un eene Fru dee Damaris heet, un eenje aundre met an.
ACT.18.1	No dit veleet Paulus Ateen un kjeem no Korint. 
ACT.18.2	Doa troff hee Aquilla, een Jud von Pontus, dee korz met siene Fru Priszilla toop von Italien jekomen wia, wiels Klaudius aule Juden von Room wajch jeschekjt haud. Doa kjeem Paulus han; 
ACT.18.3	un wiels hee, soo aus dee uk, een Zeltmoaka wia, bleef hee doa un oabeid met an toop. 
ACT.18.4	Un aum Sabat jinkj hee emma en äare Judenschoolen un äwazeijd de Juden un de Griechen. 
ACT.18.5	Aus Silas un Timotäus von Mazedonien jekomen wieren, funk Paulus aun sikj gaunz un goa hantojäwen de Juden daut to bewiesen, daut Jesus de Christus wia. 
ACT.18.6	Oba aus see jäajenaun wieren un lastaden, scheddad hee sikj dän Stoff von de Kjleeda un säd: Jun Bloot woat äwa june ieejne Kjap komen. Ekj sie rein un go von nu aun no de Nichjuden! 
ACT.18.7	Dan jinkj Paulus von doa wajch un jinkj bie Titius 
ACT.18.8	Krispus, de Leida von de School, un siene gaunze Famielje jleewden aun dän Harn. Un väl von de Korinta, aus dee hieeden, jleewden un leeten sikj deepen. 
ACT.18.9	Eene Nacht säd de Har to Paulus en eene Vision: Fercht die nich, hool aun to prädjen un lot die nich stelmoaken! 
ACT.18.10	Ekj sie met die, un doa saul sikj kjeena woagen, die Schoden auntodoonen; wiels ekj hab väl Menschen en dise Staut. 
ACT.18.11	Dan bleef hee doa achtieen Moonat un lieed an daut Gotteswuat.
ACT.18.12	Aus Galio Gowernia äwa Achaja wia, stunden de Juden sikj toop un brochten Paulus ver Jerecht 
ACT.18.13	un säden: Dis Maun berät de Menschen, Gott opp soone Oat auntobäden, dee jäajen daut Jesaz es. 
ACT.18.14	Aus Paulus jrod reed wia to räden, säd Galio to de Juden: Leewe Juden, wan sikj daut om een grootet orrajcht ooda vebräakjen haundeld, wudd ekj wellich sennen no junt to horchen; 
ACT.18.15	oba wan sikj daut om eene Strietfroag äwa Wieed un Nomes en jun ieejnet Jesaz haundelt, dan weet junt selfst doamet; wiels ekj woa äwa soone Dinja nich Rechta sennen. 
ACT.18.16	Un hee juach an utem Rechthus. 
ACT.18.17	Dan kjrieejen aul de Griechen Sostenes, dän Leida von de Judenschool, to hoolen un veheiwden am ver däm Rechtastool. Oba Galio muak sikj nuscht doarut.
ACT.18.18	Paulus bleef dan noch eene lenjre Tiet en Korint. Dan oba veleet hee de Breeda, un säajeld met Priszilla an Aquilla toop äwa no Korint. En Kenchreä leet hee sikj de Hoa aufschnieden, wiels hee haud een Vespräakjen jemoakt. 
ACT.18.19	Un hee kjeem no Efesus, un leet an doa. Hee oba jinkj en de School nenn un räd met de Juden. 
ACT.18.20	See prachaden am dan, daut hee noch lenja bie an bliewen sull. Hee oba, jinkj doaropp nich en, 
ACT.18.21	oba neem Aufscheet von an un säd: Ekj mott onbedinjt en Jerusalem opp daut Fast sennen. Oba ekj woa, wan Gott daut soo well, wada trigjkomen. Un hee fua von Efesus wajch. 
ACT.18.22	Un hee kjeem no Cäsarea un jinkj no Jerusalem un jreest de Jemeent un reisd auf no Antiochia. 
ACT.18.23	Hee bleef doa dan eene Tietlank, un reisd dan wieda un jinkj derch daut galatische Launt von eene Städ no de aundre, un soo uk derch Friegien, un stoakjt aul de Jinja.
ACT.18.24	Entweschen wia Apollos, een Jud von Alexandria, no Efesus jekomen. Daut wia een jeleifja Rädna, dee met de Schreft goot bekaunt wia. 
ACT.18.25	Dis Maun wia äwa dän Harn sien Wajch rechtich belieet worden un räd un lieed met groote Bejeistrunk vom Harn, wan hee uk mau bloos met Johanes sien Deepen bekaunt wia. 
ACT.18.26	Disa funk gaunz frie aun, en de Schoolen to prädjen. Aus Priszilla un Aquilla am hieeden, neemen see am bie sikj nenn un läden am Gott sien Wajch noch jrintelja ut. 
ACT.18.27	Aus Apollos no Achaja reisen wull, schreewen de Breeda han un muaken de Jinja Moot, daut see am oppnämen sullen. Un aus hee hankjeem, holp hee dee sea väl, dee derch Jnod toom Gloowen jekomen wieren. 
ACT.18.28	Un hee muak de Juden daut ver aule Menschen ut de Schreft kloa, daut Jesus de Christus wia. 
ACT.19.1	Aus Apollos en Korint wia, reisd Paulus derch de Huachlenda un kjeem no Efesus. Doa troff hee waut Jinja, 
ACT.19.2	un fruach an: Kjrieej jie dän Heiljen Jeist, aus jie toom Gloowen kjeemen? See säden: Nä, wie haben noch niemols jehieet, daut doa een Heilja Jeist es. 
ACT.19.3	Dan säd hee to an: Wuaropp word jie dan jedeept? See säden: Opp Johanes siene Doop. 
ACT.19.4	Paulus säd: Johanes siene Doop wia een deepen doaropp, daut see omkjieren sullen. Doamet säd hee to de Menschen, daut see aun dän jleewen sullen, dee no am komen wudd, daut es aun Christus Jesus. 
ACT.19.5	Aus see daut hieeden, leeten see sikj en dän Harn Jesus sienen Nomen deepen. 
ACT.19.6	Un aus Paulus an de Henj oppjelajcht haud, kjeem de Heilja Jeist äwa an, un see räden en Tungen un profezeiden. 
ACT.19.7	See wieren aules toop 12 Maun.
ACT.19.8	Hee jinkj oba en de Judenschool nenn un prädijd dree Moonat frie rut, un lieed un räd drinjent met an vom Gottesrikj. 
ACT.19.9	Oba aus eenje sikj vehoaden un nich jleewen wullen un ver daut Volkj schlajchtet äwa dän Wajch räden deeden, veleet Paulus an un neem de Jinja met sikj un räd aule Dach to an en Tieranus siene School. 
ACT.19.10	Un dit hilt twee Joa aun, soo daut aule, dee en Asien wonden, dän Harn sien Wuat hieeden, beides de Juden un uk de Griechen.
ACT.19.11	Gott deed derch Paulus butajeweenelje Wunda, 
ACT.19.12	soo daut wan see Schneppeldieekja un Schaldieekja, dee Paulus jebrukt haud, no de kranke brochten, worden dee jesunt, un de beese Jeista veleeten an. 
ACT.19.13	Eenje Juden, dee romjinjen un beese Jeista utdreewen, proowden uk dän Harn Jesus sien Nomen äwa dee to brucken, dee doa beese Jeista hauden, un säden: Wie beschwieren junt bie dän Jesus, dän Paulus prädicht. 
ACT.19.14	Daut wieren dän Huagenpriesta Skeva siene säwen Säns, dee daut deeden. 
ACT.19.15	De beesa Jeist säd to an: Jesus kjan ekj, un ekj weet wäa Paulus es, oba wäa sent jie? 
ACT.19.16	Un dee Mensch, en däm de beesa Jeist wia, sprunk opp an nopp un kjrieech an aula unja, soo daut see noaktich un bloodrich utem Hus sikj doavon brochten. 
ACT.19.17	Aus de Juden un Griechen, dee en Efesus wonden, dit to hieren kjrieejen, äwakjeem an aula eene Forcht, un dän Harn Jesus sien Nomen wort sea huach jehoolen.
ACT.19.18	Dan kjeemen uk väle, dee toom Gloowen jekomen wieren, un bekjanden un kjeemen doamet verendach, waut see jedräwen hauden. 
ACT.19.19	Un väle, dee sikj met Zaubakrauft aufjejäft hauden, brochten äare Zaubabieekja toop un vebrenden dee, wua aulemaun daut seenen kunn, un see räakjenden ut, daut dee 50.000 Selwastekja wieet wieren. 
ACT.19.20	Opp disen Wajch vespreed daut Wuat sikj wiet, un neem de äwahaunt. 
ACT.19.21	Aus dit aula jeworden wia, neem Paulus sikj em Jeist väa derch Mazedonien un Achaja to gonen un dan no Jerusalem to reisen, un säd: Wan ekj doa ieescht jewast sie, mott ekj uk noch seenen no Room to komen. 
ACT.19.22	Un soo schekjt hee Timotäus un Erastus, twee von siene Deena, en Mazedonien nenn, oba hee selfst bleef noch eene Tietlank en Asien. 
ACT.19.23	Ojjefäa om dee Tiet jeef daut eene groote Oppräajunk äwa dän Wajch. 
ACT.19.24	Een Selwaschmett, Demetrius jenant, muak kjliene, selwane Diana Tempelkjes un brocht dee Hauntoabeida grooten Jewenst en. 
ACT.19.25	Hee roopt dee toop, un uk dee Oabeida, dee eene änelje Beschaftjunk hauden, un säd: Leewe Mana, jie weeten daut wie derch disen Haundel eene goode Ennom haben. 
ACT.19.26	Un jie hieren un seenen, daut dis Paulus nich bloos en Efesus, oba meist aulawäajen en Asien, väle Menschen jäajen ons äwarät. Hee sajcht: Menschenhenj kjennen kjeen Gott moaken. 
ACT.19.27	Dan es nich bloos dis Haundel en Jefoa en de Grunt to gonen, oba daut soogoa de groote Jettin Diana äa Tempel woat veacht woaren, un daut see äa aunseenen velieren woat, dee aulemaun en Asien un de gaunze Welt aunbäden deit. 
ACT.19.28	Un aus see dit hieeden, räajd sikj en aulem de Wutt, un see schrieejen: Groot es de Efeesa äare Diana! 
ACT.19.29	Soo wia en dee gaunze Staut een Derchenaunda. Un aus see Gajus un Aristarch von Mazedonien, Paulus siene metreisende, faustjenomen hauden, moarachten see aula tojlikj em Teauta nenn. 
ACT.19.30	Aus Paulus dan ver de Menschen gonen wull, leeten siene Jinja daut nich. 
ACT.19.31	Uk eenje von de väaschte en Asien, Paulus siene goode Frind, schekjten han un leeten am sajen, daut hee sikj nich sull em Teauta seenen loten. 
ACT.19.32	Eenje Menschen schrieejen eenalei un de aundre waut aundret. Doa wia soon Wirwoa, daut de mieeschte, waut toopjekomen wieren, nich wisten wuarom see doa wieren. 
ACT.19.33	Un see trocken Alexanda, dän de Juden väajeschowen hauden, utem Volkj rut. Alexanda vesocht daut Volkj derch siene Hauntbewäajunk steltomoaken, un wull sikj veteidjen. 
ACT.19.34	Oba aus see enworden daut hee een Jud wia, schrieejen see aula tojlikj twee Stund en eent: Groot es de Efeesa äare Diana! 
ACT.19.35	Aus de Stautskaunsla daut Volkj ieescht stell haud, säd hee: Jie Mana von Efesus, wua es een Mensch, dee doa nich weet, daut de Staut Efesus de Tempelwajchta fa de groote Jettin Diana es, un uk äwa de Figua, dee vom Himmel foll. 
ACT.19.36	Un wiels doa nich jäajen to räden es, sull jie stell sennen un nuscht onbedochtet doonen. 
ACT.19.37	Wiels jie haben dise Menschen häa jebrocht, dee nich Tempelreiba, uk nich Lastra äwa june Jettin sent. 
ACT.19.38	Wan dan nu Demetrius un de Hauntoabeida, dee opp siene Sied sent, eene Kloag jäajen wäm haben, daut Jerecht es doa, un doa sent uk Rechta; lot an sikj doa unjarenaunda vekloagen. 
ACT.19.39	Wan jie noch irjentwaut aundret opptobrinjen haben, 
ACT.19.40	Wiels wie sent en Jefoa, daut wie wäajen dän vondoagschen Opprua kjennen vekloacht woaren, wiels doa licht kjeene Sach väa, wuamet wie ons fa disen Opprua entschuljen kjennen. Un aus hee dit jesajcht haud, leet hee de Vesaumlunk gonen.
ACT.20.1	Un aus de Opprua äwa wia, roopt Paulus de Jinja no sikj, spruak an Moot too, neem Aufscheet von an un jeef sikj opp de Reis no Mazedonien. 
ACT.20.2	Un aus hee derch dise Lenda jereist wia un an doa met väl Wieed Moot toojesproaken haud, kjeem hee no Griechenlaunt un bleef doa dree Moonat. 
ACT.20.3	Aus de Juden am aunfungen notostonen, jrod aus hee reed wia no Sierien to reisen, wort hee sikj eenich trigj no Mazedonien to gonen. 
ACT.20.4	Un met am no Asien reisden Sopater von Beria, Pierus sien Sän; Aristarch un Sekundus von Tessalonich; Gajus un Timotäus von Derbe; un Tiechikus un Trofimus von Asien. 
ACT.20.5	Dise Mana jinjen veropp un luaden no ons en Troas.
ACT.20.6	Wie oba säajelden fuaz no daut Passafast un kjeemen om fief Doag bie an en Troas aun, wua wie säwen Doag bleewen.
ACT.20.7	Aus de Jinja dän ieeschten Dach en de Wäakj toopkjeemen, daut Broot to bräakjen, un wiels Paulus dän näakjsten Dach räakjend wieda to reisen, räd hee bat medden en de Nacht. 
ACT.20.8	Doa wieren väl Laumpen en de Bowastow, wua see toopjekomen wieren. 
ACT.20.9	Un Eutiechus, een junga Maun, saut em Fensta, un aus Paulus soo lang räd, wia hee faust enjeschlopen. Aus hee soo faust schleep, foll hee vom dredden Stock rauf un wort doot oppjehowen. 
ACT.20.10	Paulus jinkj rauf un läd sikj opp dän Maun nopp, foot am om un säd, see sullen kjeen jaumarieren aunstalen, wiels siene Seel wia noch en am. 
ACT.20.11	Dan jinkj hee wada trigj nopp, bruak daut Broot un eet. Hee räd noch väl met an, bat daut zemorjes dach wort, un dan reisd hee wieda. 
ACT.20.12	De Menschen neemen dän jungen Maun no Hus, un daut wia fa an een groota Troost.
ACT.20.13	Wie jinjen veropp nom Schepp un fuaren no Asos om Paulus doa nopp to nämen, soo aus hee daut bestalt haud, wiels hee wia doa to Foot hanjegonen. 
ACT.20.14	Aus wie am en Asos troffen, neem wie am met un kjeemen bat Mitilene. 
ACT.20.15	Dan säajeld wie von doa wajch un kjeemen dän näakjsten Dach bat Chios. Un dän Dach doaropp fua wie no Samos un kjeemen dan 
ACT.20.16	Paulus haud sikj väajenomen, bie Efesus vebie to foaren, daut hee nich noch en Asien Tiet toobrinjen must, wiels hee spood sikj doaropp, wan daut mäajlich wia, to Pinjsten en Jerusalem to sennen. 
ACT.20.17	Oba von Milet schekjt hee no Efesus un leet de Eltestasch von de Jemeent fodren. 
ACT.20.18	Aus see aunkjeemen, säd hee to an: Jie weeten, woo ekj vom ieeschten Dach aun, bie junt en Asien emma jeläft hab, 
ACT.20.19	un woo ekj dän Harn en aule Deemoot unja väl Tronen jedeent hab, wan ekj von de Juden, dee mie nostunden, uk sea opp de Proow jestalt wort. 
ACT.20.20	Un jie weeten uk, daut ekj biem prädjen nuscht trigjehoolen hab, daut junt toom nutzen komen kunn. Ekj hab junt en de Vesaumlungen jelieet, un sie uk von een Hus no daut aundret jegonen. 
ACT.20.21	Ekj hab beid, Juden un Griechen, daut woarnent väajehoolen, daut see sikj to Gott kjieren un aun onsen Harn Jesus Christus jleewen sullen. 
ACT.20.22	Un nu go ekj vom Jeist jedräwen no Jerusalem, un weet nich, waut doa met mie passieren woat. 
ACT.20.23	Ekj weet bloos, daut de Heilja Jeist en aule Städa mie woarnt, daut ekj doamet räakjnen kaun, daut ekj woa lieden motten un faustjenomen woaren. 
ACT.20.24	Oba ekj hool mien ieejnet Läwen nich väl wieet, ekj mucht bloos mienen Wajch met Freiden to Enj ranen, un dän Deenst verechten, dän de Har Jesus mie oppjelajcht haft, un daut es, fa daut Evangelium von Gott siene Jnod entostonen. 
ACT.20.25	Un ekj weet nu bestemt, daut aul jie, mank dee ekj daut Gottesrikj jeprädicht hab, woaren mie nich wada seenen. 
ACT.20.26	Doawäajen saj ekj junt daut vondoag gaunz kloa, daut ekj aun kjeenen Mensch sien Bloot schuldich sie, 
ACT.20.27	wiels ekj hab mie nich jeschut, junt aules to sajen waut Gott em Senn haud. 
ACT.20.28	Soo woakt äwa junt selfst un uk äwa de Häad, äwa dee de Heilja Jeist junt aus Oppsechta jestalt haft, een Hoad äwa Gott 
ACT.20.29	Ekj weet, daut wan ekj ieescht woa wajch sennen, woaren rietende Wilw mank junt komen, dee de Häad nich veschoonen woaren. 
ACT.20.30	Doa woaren soogoa von june ieejne Menschen eenje oppstonen, dee de Woarheit vedreien woaren, om Aunhenja fa sikj to kjrieen. 
ACT.20.31	Doawäajen siet waka un denkjt doaraun, daut ekj dree Joa, Dach un Nacht, junt aula met Tronen vemont hab. 
ACT.20.32	Un nu äwajäw ekj junt aun Gott un sien Jnodenwuat, daut de Krauft haft junt opptobuen un een Oafgoot to jäwen, met aul dee toop, dee jeheilicht sent. 
ACT.20.33	Ekj hab kjeenem sien Selwa, Golt, ooda Kjleeda velangt. 
ACT.20.34	Jie weeten selfst, daut dise, miene Henj, mie daut enjebrocht haben, waut ekj fa mie selfst brukt, un uk fa dee, dee met mie wieren. .
ACT.20.35	Un en aules, waut ekj deed, bewees ekj junt, daut wie derch schwoa oabeiden de schwake methalpen musten, un doaraun denkjen, daut de Har Jesus säd: Jäwen es seelja aus nämen.
ACT.20.36	Un aus hee dit jesajcht haud, kjneed hee sikj met an aulatoop dol un bäd. 
ACT.20.37	Un see hielden aulatoop, un footen am om un kusten am. 
ACT.20.38	Waut an aum truarichsten muak, wia, daut Paulus jesajcht haud, daut see am nich mea seenen wudden. Un see jinjen met am met nom Schepp.
ACT.21.1	Aus wie ons von an loosjeräten hauden un opp däm Schepp wieren, fua wie jlikj äwa no Kos un dän näakjsten Dach no Rodos un von doa no Patara. 
