GEN.1.1	Du ujuni Naşibaţi apaş baţi na mboş.
ACT.27.41	Kë uşë ya wal mënţ abiŋa ţi pyiw pwuţaan pi bdëk, kë kadun ki wa kajiiri, uunkak ahilan pya, kafeţ kë kaşë rumpadiir fuţ ţiki ŋmaaroŋ ŋakob bnuura.
ACT.27.42	Bangoli kë başë ŋal wal mënţ kafiŋ bakalabuş, bawutna kalam kabuur. 
ACT.27.43	Kë naweek i bangoli aşë ŋal 
ACT.27.44	bandukiiŋ baji ñaaŋ andoluŋ alanka ţi kampiñu kayaakna pya këme iko iloŋ ţi inkitiiŋ ţi ulanŧu, kaţaşna bukundu. Kë hënk di di badoluŋ, aban bŧi pkay abuur.
ACT.28.1	Wi ŋbuuruŋ bŧi, aşë baa me kë unjiw uwo katim ki Malita. 
ACT.28.2	Bañaaŋ banfëţuŋ da baţijan un bnuura. Baŧehan bdoo, adu'un kë ŋţo atëma ţiki uşubal ujun pşub, kë ujonţ uwoo. 
ACT.28.3	 ajej wal mënţ imul ikay afël du bdoo, kë upula uloŋ uşë pën ţi ya, aţi bdoo buŋ. Ulut alabari'a ţi kañen. 
ACT.28.4	Wi bañaaŋ banfëţuŋ ţi unjiw bawinuŋ upula ţi kañen ki Pawulu, aşë hoopaţër aji : « Ñiinţ i aka pwo nafiŋ bañaaŋ, ţiki ajaka jak abuur pkeţ du bdëk, kë naşibaţi aloŋ andu'aniiŋ “naşibaţi anjaaŋ aluk” aşë wo aandinan awo najeb. » 
ACT.28.5	Kë Pawulu ul, aşë lëŧ upula awat du bdoo, nin ukoolan uundola do. 
ACT.28.6	Kë bañaaŋ banuŋ aji ajun pwur këme kajot kakeţ ţi dko mënţ. Wal wi bayoonkuŋ ajon baanwin ukoolan, aşë wugëş ŋşal aji awo aloŋ ţi başibaţi.
ACT.28.7	Ufëţ wi naweek i unjiw anwooŋ katim ki Publiyuŧ uñog da. Aţijanun kë ŋwo bayaanţ biki nul ŋnuur ŋwajanţ, ji banohul. 
ACT.28.8	Aşin Publiyuŧ amaak wal mënţ awo na ptool kë uleef ubot ayik na a. Pawulu aya awina, aşë ñehan Naşibaţi, apafa iñen ţi bkow, ajebana. 
ACT.28.9	Kë wi wi bamaakal biki unjiw bandukiiŋ bŧi babiiŋ ţi Pawulu, kë ajeban baka. 
ACT.28.10	Bañaaŋ bamaganun maakan, wi ŋkyaaŋ, kë başë pënan iko yi ŋkyaaŋ kanuma bŧi du bgah byaanţaani awulun.
ACT.28.11	Wal wi ŋdoluŋ kli kwajanţ, aşë jija ţi ulanŧu uloŋ wi ubeeka wi Alekŧandriya, unţëpanuŋ wal wi ujonţ ţi unjiw unwooŋ katim ki kbet
ACT.28.12	Ŋya awala du Ŧirakuŧa, ado da ŋnuur ŋwajanţ. 
ACT.28.13	Wi ŋwoonuŋ da, aşë ţaş kabaŋ ki bdëk, adoo ban ubeeka wi Regiyum. Na mnjinţ, kë uyook unwoonuŋ btammaŋu uşë jun pkob, kë ŋdo ŋnuur ŋtëb, aşë ban pkëŋ pi Putewoli. 
ACT.28.14	Wal wi ŋbanuŋ ubeeka mënţ, ŋţënk da baloŋ banfiyaaruŋ, kë bamëbanun kë ŋţo da kanëm kapëb. Wi wi ŋşaaŋ aban Rom. 
ACT.28.15	Banfiyaaruŋ biki Rom baŧiink kë baji ŋwo ţi bgah, aşë bi te Ufeeru wi Apiyuŧ na du dko di bajaaŋ bado Itoh yi Bayaanţ Iwajanţ pkitun. Wi 
ACT.28.16	Wi ŋbanuŋ Rom, badinan 
ACT.28.17	Wal wi aţooŋ ŋnuur ŋwajanţ, aşë du bantohi 
ACT.28.18	Baheparaan bnuura uko unţëpuŋ, aşal pwutanaan ţiki baanwin win nin ukoolan ţi nji unkëşuŋ bafiŋën. 
ACT.28.19	Kë wi bayuday başaaŋ apok uko mënţ, kë nwoyi kahepar pwayëş pi naşih najeenkal, ahepar pa. Aşë wo kakşa mënka nin uko uloŋ utapar pntaali pi naan. 
ACT.28.20	Waŋ ukaaŋ kë ndu'an, kawinan, kaţiini na an, ţiki batanën na mnkorentu mi ţi katim ki ñaaŋ i biki 
ACT.28.21	Wi wi baŧeemuluŋ aji : « Ŋënyeenk nin uko uloŋ umpiiŧuŋ ţi iwi unwoonuŋ 
ACT.28.22	Kë ŋşë ŋala kaŧiink uşalu, ţiki bañaaŋ ţi dko bŧi balaţ pnŧuk pi iwooŋ. »
ACT.28.23	Hënk, kë bamëban unuur na Pawulu, kë bañaaŋ baŧum ţi baka baluŋ abi du dko di Pawulu awaliiŋ. Aţiini na baka nfa te utaakal uţup wi 
ACT.28.24	Baloŋ ţi baka bafiyaar uko wi aţupuŋ, kë baloŋ baanfiyaari. 
ACT.28.25	Wi bawooŋ biki pwayşër bahumaara baanŧiinkari. Kë Pawulu aşë ji na baka ţañ : « Ni ! 
ACT.28.26	Aţiini aji :
ACT.28.28	Kë Pawulu aşë baañëş bţup aji na baka « Nawo i kame keeri, kë Naşibaţi, banwooŋ baanwo bayuday biki awuluŋ Uţup wi mbuur. Bukal baluŋ kaŧiink wa ! » [
ACT.28.29	Wi Pawulu aţupuŋ haŋ kë bayuday başë ya, aŋom.]
ACT.28.30	Pawulu aţo da ŋşubal ŋtëb du katoh kaloŋ ki aklukuŋ luk bdidi'ul, aji yeenk banjaaŋ babi bŧi pwina. 
ACT.28.31	Aţo da aţup uko wi Pşih pi Naşibaţi, abot ajukan uko wi Yeŧu Ajugun na mntëŋ abot awo najeeh.
ROM.1.1	Nji Pawulu nalempar Yeŧu 
ROM.1.2	Uţup mënţ, Naşibaţi aţëpna undiimaan ţi 
ROM.1.3	Uţup mënţ uţiiniyaan uko wi Abukul, ampënnuŋ ţi kabuka ki 
ROM.1.4	Kë 
ROM.1.5	Ţi ul i i Naşibaţi aţëpnuŋ awulën bnuura ado kë nwo nanjañan. Hënk, katim ki nul kameeţana, nhilna ndo bañaaŋ biki ŋŧaak bŧi bafiyaara bakuţ bado kaŧiinka. 
ROM.1.6	An kak nawo ţi bakaŋ mënţan, an biki Naşibaţi aduuŋ pa nawo biki Yeŧu Kriŧtu. 
ROM.1.7	An bŧi nanwooŋ du Rom, biki Naşibaţi aŋaluŋ abot adu'an nawo bañaaŋ biki nul, dñehan Naşibaţi Aşin nja na Ajugun Yeŧu Kriŧtu bawulan bnuura babot bajoobţënan ŋhaaş.
ROM.1.8	Dŋal duna kaţëpna ţi Yeŧu Kriŧtu kabeeb Naşibaţi i njaaŋ kadëman ţi uko wi nan bŧi ţiki bañaaŋ biki umundu bŧi baŧiink kë nafiyaar Kriŧtu. 
ROM.1.9	Naşibaţi i njaaŋ kadëman na uhaaş wi naan bŧi wi njaaŋ kaţup 
ROM.1.10	wi njaaŋ kañehan Naşibaţi. Dji kañehana woli uwo uko wi aŋaluŋ, adolën nhilan mbi du an. 
ROM.1.11	Dŋal maakan pwinan, kahilna kafaaşër na an uko wi Uhaaş wi Naşibaţi uţennuŋ pa utëŋţënan. 
ROM.1.12	Dŋal kawo ţi pŧoofan, pfiyaar pi nan, na pfiyaar pi naan patëŋţën nja bŧi.
ROM.1.13	Bayiţ naan, dŋal name kë djon ŋal pbi du an, kë Naşibaţi aşë wo aandinanaan te hënkuŋ. Dŋal kalemp ţi pŧoofan kawin ulemp mënţ uwul uko unuura, jibi udooŋ abi wo du ŋŧaak ŋloŋ. 
ROM.1.14	Dwo i pya du bañaaŋ biki ŋbeeka na du biki ŋţeeh, du banjukuŋ na du banwooŋ baanjuki. 
ROM.1.15	Uko mënţ ukaaŋ kë nŋal pţupan an kak nanfëţuŋ du Rom 
ROM.1.16	Mënji kakowa pţup 
ROM.1.17	Uţup ulil unuura mënţ uyuuj nja jibi Naşibaţi ajaaŋ ado nja ŋwo baŧool ţi këşul. Ţi pfiyaar ţañ di di pwo naŧool pawoonuŋ. Ulibra wi Naşibaţi uji : 
ROM.1.18	Naşibaţi aji diimanaan du baţi udeeb wi nul ţi bañaaŋ bŧi ţiki baanji badëmana abot aji bado iko inwooŋ iinwo iŧool kamenna manjoonan. 
ROM.1.19	Kë uko wi ñaaŋ ahiluŋ pme ţi Naşibaţi uşë wo ujinţ piş pa bañaaŋ bŧi : Naşibaţi ţi uleeful adiiman wa baka. 
ROM.1.20	Nin ñaaŋ aambaaŋ kawina Naşibaţi, kë du wal wi apaşnuŋ umundu te hënkuŋ, woli bañaaŋ baten iko yi apaşuŋ, bawin mndëm mi nul manwooŋ maankba kabot kame kë awooŋ Naşibaţi na manjoonan. Bañaaŋ bajën baanhilan kafaŋ ţiki baankdëman Naşibaţi abot ado iko inwooŋ iinwo iŧool. 
ROM.1.21	Bame Naşibaţi bnuura aşë wo baanji badëmana ji Naşibaţi abot awo baanji babeeba jibi bawooŋ i kado kabeeba. Babaa ţëp ţëp awo na ŋşal ŋpën kë ŋşal ŋi baka ŋdah ŋaya du bdëm. 
ROM.1.22	Başal aji batiti aşë wo bayila : 
ROM.1.23	bapok mndëm mi Naşibaţi anwooŋ aankkeţ akak ţi pdëman itu yi ñaaŋ najën ankkeţuŋ, yi ŋkaŧ, yi ŋnŧaam na yi ŋko ŋi uţeeh.
ROM.1.24	Uko mënţ ukaaŋ kë Naşibaţi awut baka kë bawo ţi iko iţop jibi ŋhaaş ŋi baka ŋaŋaluŋ ya, kë bakţopan ŋleef ŋi baka. 
ROM.1.25	Bajej manjoonan mi Naşibaţi aţëţ na ŋţilan, apok pdëman napaş iko i bawooŋ i pdëman te mnţo, awo ţi pdëman uko umpaşaniiŋ. Uwo haŋ.
ROM.1.26	Uko mënţ ukaaŋ kë Naşibaţi awut baka ţi iko injaaŋ ipoţan ñaaŋ : bahar baka baankak aji bapiinţ na biinţ awo ţi ppiinţ na baaţ baŧënţ baka. 
ROM.1.27	Kë biinţ bakak aduk ppiinţ na baaţ ayenar biinţ baŧënţ baka, baji bado iko ikowandënaan na biinţ baŧënţ baka, hënk bayeenk bukal ţi ŋleef ŋi baka kakob kanŧaaŋuŋ na pneem pi baneemuŋ.
ROM.1.28	Başal aji baanwo i kame Naşibaţi, ukaaŋ kë awut baka ţi ŋşal ŋi baka ŋdah, kë hënk, bakdo iko yi bawooŋ baanwo i kado. 
ROM.1.29	Baŧum na iko bŧi inwooŋ iinwo iŧool, buţaan, pñeebar iko, na mŋot. Baŧum na bkujar, bfiŋar, pŋom, kaguuru, babi duka duka ţi iko iwuţaan. Baji batapar bañaaŋ bţup na ŋţilan, 
ROM.1.30	abot akuutar, awo başoorad Naşibaţi, bakarad, bapiiŧar, bahomp. Baji babi ţu ţu ŋhaaş ţi pla iko iwuţaan ihalu, baanji baŧiink bajug baka. 
ROM.1.31	Baantiti, baanji bado uko wi bajakuŋ aji bado, bajën ŋhaaş abot awo baanji bañaga baŧënţ baka. 
ROM.1.32	Bame bnuura pwayëş pi Naşibaţi ţi iko mënţ : banjaaŋ bado haŋ baŧaaŋ na pkeţ. Kë başë duki'aara duka ţi iko mënţ, badoo beeh beeh aji bamagan banjaaŋ bado iko mënţ.
ROM.2.1	Iwi, ñaaŋ i iwohaŋ, iinfaŋi woli iji kşal kë bañaaŋ baloŋ baduknaanaa. Na manjoonan woli iji baduknaanaa aşë do ji baka, iji kdiiman iwi ţi uleefu kë iduknaanaa. 
ROM.2.2	Kë ŋşë me kë woli Naşibaţi awayëş bañaaŋ banjaaŋ bado iko yaŋ, awayëş na manjoonan. 
ROM.2.3	Işal aji iwi inkjakuŋ kë baloŋ baduknaanaa aşë do iko yi bakdoluŋ iluŋ kabuur kakob ki Naşibaţi i ? 
ROM.2.4	Këme ibeeh bnuura bweek bi Naşibaţi, kamiir ki nul, pjoob bkow pi nul ? Iimme me kë bnuura mënţ bawo kadolu iwut pjuban ibot iţëlëş mnwo mi nu i ?
ROM.2.5	Kë işë wo iinji kŋal kate, iindi pwut pjuban ukaaŋ kë iji kla kakob kaweek wal wi Naşibaţi akdiimanuŋ udeeb uweek wi nul na pwayëş pŧool pi nul. 
ROM.2.6	Aluŋ kawayëş andoli ţi uko wi adoluŋ. 
ROM.2.7	Bañaaŋ bantamanuŋ ţi pdo bnuura, banklaaŋ pdëm na mndëm na iko inwooŋ iinkŧoka yi Naşibaţi ajaaŋ awul, awul baka ubida wi mnţo. 
ROM.2.8	Kë bañaaŋ bampokuluŋ ado uko unliluŋ baka ţañ, bampokuŋ pţaş manjoonan abot aţaş iko inwooŋ iinwo iŧool, aluŋ kadiiman baka udeeb uweek wi nul. 
ROM.2.9	Kë pwuţan na phaajala ŋaşë kob bañaaŋ bŧi bankdoluŋ buţaan, bayuday, na banwooŋ baanwo bayuday kak. 
ROM.2.10	Kë Naşibaţi aşë luŋ kawul bankdoluŋ bnuura pdëm na mndëm, kajoobţën baka ŋhaaş, bayuday na banwooŋ baanwo bayuday kak. 
ROM.2.11	Na manjoonan, Naşibaţi aanji paţşër.
ROM.2.12	Bañaaŋ banjaaŋ bajuban baluŋ kaya bŧi infernu, badole wo baamme 
ROM.2.13	Na manjoonan, mënţ bañaaŋ banjaaŋ baliŋ ţi pŧiink uko wi bgah bi Moyiŧ bajakuŋ bawooŋ baŧool ţi kadun ki Naşibaţi, banjaaŋ bado uko wi bajakuŋ bakluŋ kawo baŧool ţi këş ki nul. 
ROM.2.14	Na manjoonan, woli banwooŋ baanwo bayuday, banwooŋ baamme bgah bi Moyiŧ, bado uko wi bgah bajakuŋ bdidi baka, baji badiiman kë bawo na bgah mënţ ţi ŋhaaş ŋi baka. 
ROM.2.15	Baji badiiman hënk kë uko wi bgah bi Moyiŧ bajakuŋ upiiŧana ţi baka meeţ, ŋhaaş ŋi baka ŋaji ŋaţup baka me uko wi badoluŋ uwuţi këme uwo unuura. Ŋşal ŋi baka kak ŋaji ŋaţup baka uko me uwuţi këme unuura. 
ROM.2.16	Hënk, uko mënţ uluŋ kapën wal wi Naşibaţi akţëpnuŋ ţi Yeŧu Kriŧtu jibi nţupuŋ ţi 
ROM.2.17	Kë iwi, injakuŋ aji iwo nayuday, anahna 
ROM.2.18	iji ime uko wi aŋaluŋ, apaţëş bnuura na buţaan ţiki bgah bi Moyiŧ bayuuju wa. 
ROM.2.19	Ifiyaar kë iwooŋ kado kaţoŋ nakuul abot awo unkaniya pa bañaaŋ banwooŋ ţi bdëm. 
ROM.2.20	Işal aji ime apel bandukiiŋ, iwo kajukan baka, ţiki işal kë ţi bgah ime iko bŧi, ime manjoonan. 
ROM.2.21	Kë wi işaaŋ ajukan bandukiiŋ, we ukaaŋ kë iinkjukan uleefu ba ? Iji kji na bukundi bawut kakiij aşë ji kkiij ! 
ROM.2.22	Iji kneenan pjuban pi piinţ aşë ji kjuban pjuban pi piinţ ! Ipok bado kadëman itu aşë ji kya du dko di iwooŋ kajej da bţijar ! 
ROM.2.23	Iji knahna bgah aşë ji kwalan Naşibaţi wal ijaaŋ kwo iinji kţaş ba ! 
ROM.2.24	Na manjoonan Ulibra wi Naşibaţi uji : 
ROM.2.25	Woli ido uko wi 
ROM.2.26	Kë woli banwooŋ baanwala kaŧëmp baţaş uko wi bgah bajakuŋ, bawo ji banwaliiŋ kaŧëmp ţi këş ki Naşibaţi. 
ROM.2.27	Anwooŋ aanya kaŧëmp aşë do uko wi bgah bajakuŋ aluŋ kadiiman kë iduknaanaa, iwi inwooŋ iinji kţaş bgah mënţ wi badooŋ apiiŧ ba awulu kë ibot awala kaŧëmp. 
ROM.2.28	Mënţ pwala kaŧëmp pakkaaŋ ñaaŋ awo nayuday na manjoonan, kë kaŧëmp kaanwo uko unkwinaniiŋ ţi kaara. 
ROM.2.29	A-a, nayuday na manjoonan awo ñaaŋ i uhaaş wi nul uwooŋ ţi Naşibaţi. Kë pwala kaŧëmp na manjoonan paanwo pfal kanŧomntën jibi bapiiŧuŋ ţi bgah pawo pţëlëş uhaaş pi Uhaaş wi Naşibaţi ujaaŋ udo. Ñaaŋ anwooŋ haŋ aji yeenkna kabeeb du Naşibaţi, mënţ ţi bañaaŋ biki ajaaŋ ayeenkna ka.
ROM.3.1	Kë ţuŋ keeri di di nayuday apelnuŋ bandukiiŋ ? Pwala kaŧëmp paka udooni i ? 
ROM.3.2	Pwo nayuday panuura maakan ; bukal biki Naşibaţi ahankanuŋ iko yi aţupuŋ. 
ROM.3.3	Kë hënkuŋ ? Woli baloŋ ţi baka baanfiyaara, uko mënţ kado Naşibaţi awo aankdo uko wi ajakuŋ i ? 
ROM.3.4	Nin, bañaaŋ bŧi bawo i kame kë Naşibaţi aji do uko unjoonanuŋ, kë ñaaŋ najën andoli awo na ŋţilan. Hënk di di 
ROM.3.5	Kë woli buţaan di ŋdoluŋ dayuuj bnuura kë Naşibaţi awo naŧool, we uwooŋ wi pţup ba ? Woli Naşibaţi adiiman nja udeebul, aankpën ţi pwo naŧool i ? Kë nşaaŋ aţiini jibi ñaaŋ najën ajaaŋ aşal. 
ROM.3.6	Name kë mënţ hënk da ! Woli aanwo naŧool, hum di akhilanuŋ keeri kawayëş umundu ? 
ROM.3.7	Kë wi ŋţilan naan ŋakaaŋ kë manjoonan mi Naşibaţi manwinanaa abot adiiman mndëm mi nul, we ukaaŋ keeri kë nduknaanaa wi njubanuŋ ? 
ROM.3.8	Keeri we ukaaŋ kë ŋënhil kaji : « Nawulan ŋdo buţaan, bnuura başë babi ? » Aa, bañaaŋ baloŋ badiihën aji nji djukanuŋ uko mënţ. Bakaŋ mënţan baluŋ kakoba kakob ki baŧaaŋanaanuŋ.
ROM.3.9	Kë we wa keeri ? Nja bayuday ŋpel bandukiiŋ i ? Nin ! Na manjoonan, ddo bi diiman kë bañaaŋ bŧi, bayuday na banwooŋ baanwo bayuday, bawo bŧi bañaaŋ banjaaŋ bajuban. 
ROM.3.10	Upiiŧana ţi Ulibra wi Naşibaţi aji :
ROM.3.19	Kë ŋşë me bnuura uko bŧi wi bgah
ROM.3.20	Ukaaŋ kë nin ñaaŋ aanhil kawo naŧool ţi kadun ki Naşibaţi ţi pţaş bgah ţañ : na manjoonan, bgah bado ţañ ñaaŋ ame kë aji juban.
ROM.3.21	Kë hënkuŋ Naşibaţi aşë diiman nja jibi akdoluŋ nja ŋwo baŧool ţi kadun ki nul, bë aankţëpna ţi 
ROM.3.22	Naşibaţi aji do bañaaŋ bawo baŧool ţi kadunul wi bafiyaaruŋ Yeŧu 
ROM.3.23	Na manjoonan, bañaaŋ bŧi bajubani, alow Naşibaţi awaaŋ mndëm mi nul. 
ROM.3.24	Naşibaţi awul bañaaŋ bnuura wi akakanuŋ baka baŧool ţi kadunul bë baanluki. Aţëpna ţi Yeŧu Kriŧtu abuuran baka ţi pekadu. 
ROM.3.25+ROM.3.26	Ayil Yeŧu kë atul pñaakul ayeenkar nja kakob pa ipekadu yi nja. Hënk, Naşibaţi adiiman bañaaŋ bŧi kë awo naŧool wi amiiruŋ, awo aankob bambiiŋ ajuban ţfa. Akak adiiman bañaaŋ bŧi pwayëş pŧool pi nul hënkuŋ wi awooŋ naŧool abot ado kë banfiyaaruŋ Yeŧu bŧi bawo baŧool.
ROM.3.27	Ŋwo keeri kado kahomp hënkuŋ i ? Nin ! We ukaaŋ ? Ţiki mënţ pţaş bgah pakaaŋ kë ŋbuuri, pfiyaar pi ŋfiyaaruŋ 
ROM.3.28	Hënk ŋwin kë ñaaŋ aji wo naŧool ţi kadun ki Naşibaţi woli afiyaari, mënţ pţaş bgah pakaaŋ. 
ROM.3.29	Kë nşë hepar, Naşibaţi awo Naşibaţi i bayuday ţañ i ? Aanwo kak Naşibaţi i banwooŋ baanwo bayuday i ? Aa, awo kak Naşibaţi i banwooŋ baanwo bayuday. 
ROM.3.30	Naşibaţi awoha aloolan, kë uko uloolan ţañ uwooŋ wi pdo kawoona naŧool ţi kadunul. Bañaaŋ baji bawo baŧool ţi kadunul woli bafiyaari, bawole bayuday këme woli baanwo bayuday. 
ROM.3.31	Kë hënkuŋ, woli ŋdiiman kë pfiyaar pawoonuŋ, ŋwo biki kaţilma 
ROM.4.1	Kë hënkuŋ, we wi ŋkjakuŋ keeri ţi 
ROM.4.2	Woli iko yi Abraham adoluŋ ikaaŋ lah kë awo naŧool ţi këş ki Naşibaţi, ahinan kahomp. Kë uşë wo uunwo haŋ. 
ROM.4.3	Na manjoonan Ulibra wi Naşibaţi upiiŧ aji : 
ROM.4.4	Ñaaŋ alemple, baluk bi ajaaŋ ayeenk baanwo wo uţen : alemp lemp ayeenkna baluk mënţ. 
ROM.4.5	Kë ñaaŋ aşë wo aanhinan kado Naşibaţi aji awo naŧool ţiki alemp uko uloŋ ţañ. Naşibaţi aji dinan kë bañaaŋ bambiiŋ apoka bawo baŧool wal wi bafiyaaruluŋ ţañ. 
ROM.4.6	 kak aţiiniyaanuŋ mnlilan mi ñaaŋ i Naşibaţi ajakuŋ aji awo naŧool ţi kadunul bë aanten iko yi adoluŋ, aji :
ROM.4.9	Kë pnuurandën mënţ, pawo pa banwaliiŋ kaŧëmp këme pawo kak pa banwooŋ baanwala ka ? Jëm ŋbaa ji ji ţi kë 
ROM.4.10	Kë lum di di Naşibaţi ajakuŋ aji awo naŧool ţi kadunul ba ? Wi awaliiŋ kaŧëmp wa, këme ji abi ado kawala kaŧëmp ? Ji abi ado kawala kaŧëmp Naşibaţi aji awo naŧool. 
ROM.4.11	Ayeenk pwala kaŧëmp kë pawo uko uloŋ unkyuujuŋ kë Naşibaţi adobi dolaara do kë awo naŧool ţi kadunul wi afiyaaruluŋ. Kë hënk di akakuŋ aşin bañaaŋ bŧi banwooŋ baanya kaŧëmp aşë fiyaar Naşibaţi, Naşibaţi aji bawo baŧool ţi kadunul. 
ROM.4.12	Awo kak aşin banwaliiŋ kaŧëmp, banwooŋ baanliŋ ţi pwala kaŧëmp ţañ bakak aţaş pfiyaar pi Abraham aşin nja afiyaaruŋ ji abi ado kawala kaŧëmp.
ROM.4.13	Naşibaţi ahoŋ ţfa 
ROM.4.14	Woli pţaş bgah ţañ pakţuuŋ ñaaŋ ayeenk iko inuura yi Naşibaţi ahoŋuŋ, pfiyaar pawaaŋ keeri udooni, kahoŋ ki Naşibaţi kakuţ kawaaŋ udooni. 
ROM.4.15	Kë uşë wo uunwo haŋ, bgah baji bado Naşibaţi adeebaţër ñaaŋ jibi awooŋ aanţaş ba, kë bgah başale wo baanwoo, pjuban paankak aji pawo.
ROM.4.16	Hënk, ţi pfiyaar di di ñaaŋ ajaaŋ ayeenkna kahoŋ ki Naşibaţi. Kahoŋ mënţ kawo uţen unkwooŋ pa bampënnuŋ ţi 
ROM.4.17	Naşibaţi aji na Abraham ţi Ulibra wi nul : 
ROM.4.18	Abraham ahaţ wal wi mnhaţ manwooŋ maankak awo, afiyaar aşë kak aşin kntaali kŧum jibi Naşibaţi abiiŋ aţupa aji : 
ROM.4.19	Aya pka ŋşubal iñeen-week aşë fiyaaraara fiyaar Naşibaţi bë aanwutan nin wi atenuŋ uleeful undooŋ abi kaya ya pkeţ akuţ aten Ŧaara aharul anwooŋ aankak ahil kabuk ; 
ROM.4.20	amëban ţi uko wi Naşibaţi ahoŋuluŋ, aanwo na ŋşal ŋtëb ; abaa ţëp ţëp afiyaara maakan, adëmana. 
ROM.4.21	Afiyaar na manjoonan kë uko wi Naşibaţi ahoŋuŋ bŧi, aka mnhina mi pdo wa. 
ROM.4.22	Uko mënţ ukaaŋ kë 
ROM.4.23	Kë woli Ulibra wi Naşibaţi uji Naşibaţi aji awo naŧool, mënţ pa ul aloolan a ţañ ; 
ROM.4.24	ŋţup mënţ ŋawo pa nja kak, ŋnfiyaaruŋ kë Naşibaţi anaţanuŋ Yeŧu ţi pkeţ ukaaŋ kë aji ŋwo baŧool ţi këş ki nul. 
ROM.4.25	Yeŧu mënţ awulaniiŋ pa ipekadu yi nja, anaţa ţi pkeţ ŋhilna ŋwo baŧool.
ROM.5.1	Kë hënk keeri, wi pfiyaar pi nja padoluŋ kë ŋwo baŧool ţi kadun ki Naşibaţi, ŋţëpna ţi Ajugun Yeŧu 
ROM.5.2	Ŋfiyaar Yeŧu Kriŧtu ukaaŋ kë Naşibaţi awul nja bnuura bi nul bi ŋmëbanuŋ aliinŧ. Ŋlilan ţiki ŋme kë ŋyeenk kafah ţi mndëm mi Naşibaţi. 
ROM.5.3	Ŋdoo ji ŋlilan woli ŋwo ţi unoor ţiki ŋme kë unoor uji uţij kamiir, 
ROM.5.4	kamiir mënţ kaji kaţij pmëban kaliinŧan ţi unoor, kë pmëban mënţan paji paţij mnhaţ. 
ROM.5.5	Mnhaţ maanji manguur ñaaŋ nin. Naşibaţi aţëpna ţi Uhaaş wi nul wi awuluŋ nja, aŧuman uŋalul ţi ŋhaaş ŋi nja.
ROM.5.6	Na manjoonan, wi ŋwooŋ ŋëndobi hinan pbuuran ŋleef ŋi nja, wi wi 
ROM.5.7	Utam maakan pkeţar ñaaŋ, adole wo naŧool. Kë ñaaŋ aşë hinan katëŋ pkeţar ñaaŋ anwooŋ nanuura na manjoonan. 
ROM.5.8	Uko unkyuujuŋ kë Naşibaţi aŋal nja maakan uwooŋ kë wi ŋhumuŋ ţi pekadu, Kriŧtu akeţ pa nja. 
ROM.5.9	Kriŧtu atul pñaak pi nul pa nja ukaaŋ kë Naşibaţi aji ŋwo baŧool ţi këş ki nul, abaa do do hum kado kawo aankluŋ kalowan nja udeeb wi Naşibaţi ? 
ROM.5.10	Woli wi ŋbiiŋ awo başoorad Naşibaţi, akak ţi ploolan na nja wi Abukul akeţuŋ pa nja, hum di di akwooŋ aankbuuran nja wi anaţiiŋ ţi pkeţ. 
ROM.5.11	Kë uşë wo uunliŋ ţi waŋ, Naşibaţi ado nja kë ŋlilani ţiki Ajugun Yeŧu Kriŧtu ado nja kë ŋwo hënkuŋ ţi ploolan na Naşibaţi.
ROM.5.12	Name kë pjuban pi ñaaŋ aloolan, 
ROM.5.13	Pjuban pawo ţi umundu ji 
ROM.5.14	Kë du wal wi Adam te wal wi 
ROM.5.15	Kë pjuban pi Adam paşë wo paanhilan kanaamnţën na uţen wi Naşibaţi aţenuŋ. Na manjoonan pjuban pi ñaaŋ aloolan paţu kë bañaaŋ baŧum bakeţi ; kë bnuura bi Naşibaţi başë dëm apel uko mënţ. Uţen wi aţëpnuŋ ţi ñaaŋ aloolan, Yeŧu 
ROM.5.16	Pjuban pi Adam papaţ maakan na uţen wi Naşibaţi. Naşibaţi awayëş pekadu dloolan, kë pwayëş mënţ paşë ţij kakob. Kë uţen wi Naşibaţi uşë do kë amiir ipekadu iŧum. 
ROM.5.17	Pjuban pi ñaaŋ aloolan pado kë mnhina mi pkeţ manwinanaa, na manjoonan ñaaŋ aloolan mënţ uŋ akaaŋ. Kë ţi Yeŧu Kriŧtu aloolan kak ŋşë yeenk apelan : bañaaŋ bŧi banyeenkuŋ bnuura bweek maakan bi Naşibaţi ado baka kë bawo baŧool. Kriŧtu ado baka kë bawat pkeţ kakaana ubida wi mnţo.
ROM.5.18	Hënk, pjuban ploolan pi Adam pado kë bañaaŋ bŧi baduknaanaa ; kë hënk kak di di udo uŧool uloolan wi Kriŧtu adoluŋ uţijuŋ bañaaŋ ubida, kë bawo baŧool. 
ROM.5.19	Ţi ppok pŧiink pi ñaaŋ aloolan, bañaaŋ baŧum baneej ţi pekadu ; kë ţi pŧiink Naşibaţi pi ñaaŋ aloolan, bañaaŋ baŧum bakak baŧool ţi kadun ki Naşibaţi. 
ROM.5.20	 babii, hënk kë pekadu daşë ŧuma ŧum, kë dko di pekadu daŧumuŋ, bnuura babi aŧum apel. 
ROM.5.21	Hënk, jibi pjuban padiimanuŋ mnhina mi pkeţ, hënk kak di di Naşibaţi aţëpnuŋ ţi Yeŧu Kriŧtu Ajugun awul nja bnuura bi nul, ŋhilna ŋwo baŧool ţi kadunul, ŋwat pekadu ŋkaana ubida wi mnţo.
