MAT.1.1	Ибрагимнен тувган Дауттынъ улы Иса Масихтинъ асылы-тукымы сосындай эди: 
EPH.6.18	Аьр заман эткен аьр туьрли дуванъызда, Кие Рухка таянып, ялбарып тилегенинъизде не суьйгенинъизди Аллага билдиринъиз. Сол мырат пан буьтин имандасларынъыз уьшин толы шыдамлык пан дува этип, уяв болынъыз.
EPH.6.19	Мен уьшин де дува этинъиз. Ийги Хабардынъ сырын йигерлик пен билдиреек болып, авызымды ашсам, Алладан мага керекли соьз берилсин деп, тиленъиз.
EPH.6.20	Соьле тутнакта болсам да Ийги Хабардынъ элшиси болып тураман.
EPH.6.21	Сиз де калай болганымды эм не эткенимди билер уьшин, Тихик сизге баьрисин де хабарлар. Ол – бизим аьзиз кардашымыз эм Раббийдинъ сенимли куллыкшысы.
EPH.6.22	Эне сол себепли, сиз аьлимизди билсенъиз, коьнъилинъиз коьтерилер деп, Тихикти сизге йиберемен.
EPH.6.23	Кардашларым, сизге Атамыз Алладан эм Раббий Иса Масихтен тынышлык, суьюв эм иман болсын.
EPH.6.24	Алладынъ шапагаты Раббийимиз Иса Масихти токтавсыз суьетаганлардынъ баьриси мен бирге болсын. (Амин.)
PHP.1.1	Масих Исадынъ куллары Паулдан эм Тимотейден Пилип шахардагы иман ямагатынынъ етекшилери мен ярдамшыларына эм Иса Масихке багысланганлардынъ баьрисине салам!
PHP.1.2	Атамыз Алладан эм Раббий Масих Исадан сизге шапагат эм тынышлык болсын.
PHP.1.3	Сизди эске туьсирген сайын аьр заманда да Аллама шуькир этемен.
PHP.1.4+PHP.1.5	Сизинъ энъ биринши куьниннен баслап соьлеге дейим Ийги Хабарды таралтувда катнасканынъызга аьр бир дувамда баьринъиз уьшин, куванып, тилек тилеймен.
PHP.1.6	Сизде ийги исти этип баслаган (Алла) оны Масих Исадынъ (кайтаяк) куьнине дери толтыраягына толы ынанаман.
PHP.1.7	Меним баьринъиз акында солай ойланувым дурыс, неге десе сиз дайым юрегимде турасыз эм тек тутнакта турган заманымда тувыл, а Ийги Хабарды, коршалап, яклаганда да, онынъ акыйкатлыгын, арт кайтпай, бегиткенде де баьринъиз мени мен бирге Алла шапагатын боьлесиз.
PHP.1.8	Баьринъизди Масих Исадынъ суьйими мен суьйип, коьрмеге аьсирет болганыма Алла – шаат.
PHP.1.9	Мен, сизинъ суьйиминъиз терен билимлик эм толы сезим аркалы коьптен коьпке оьссин,
PHP.1.10+PHP.1.11	эм ийгиди биле барынъыз, Масихтинъ (кайтаяк) куьнинде минсиз эм айыпсыз болынъыз деп, тилеймен. Соны ман Раббий данъкланып макталар, Иса Масихтен келген туврашылыктынъ емиси ишинъизде толы оьсер эм сиз Масихтинъ (кайтаяк) куьнинде минсиз эм айыпсыз боларсыз.
