MAT.1.1	Yesu Kristo enye Abraham kple Fia David ƒe dzidzimevi, eƒe dzidzime lae nye esi.
1PE.1.2	ame siwo wotia le Mawu, Fofo la, ƒe nunyanyaɖi nu, to Gbɔgbɔ la ƒe ŋutikɔklɔ ƒe dɔwɔwɔ me, hena toɖoɖo Yesu Kristo kple eƒe ʋuhehlẽ la me. Amenuveve kple ŋutifafa nanye mia tɔ le agbɔsɔsɔ me.
1PE.1.3	Woakafu Mawu, ame si nye míaƒe Aƒetɔ Yesu Kristo Fofo! Le eƒe nublanuikpɔkpɔ sɔ gbɔ la ta wòna gbugbɔgadzi mí ɖe mɔkpɔkpɔ gbagbe me to Yesu Kristo ƒe tsitretsitsi tso ame kukuwo dome me. 
1PE.1.4	Eye wòtsɔ domenyinu si magblẽ o, si malũ xe alo aklo o la na mí, domenyinu si wodzra ɖo ɖe dziƒo na mi, 
1PE.1.5	ame siwo ŋu wotɔ kpɔ ɖo kple Mawu ƒe akpoxɔnu to xɔse me, va se ɖe esime woaɖe ɖeɖe si wodzra ɖo na nuwuwuɣeyiɣiwo la afia. 
1PE.1.6	Togbɔ be fifia ele na mi be miaxa nu le dodokpɔ ƒomevi geɖewo me hena ɣeyiɣi ʋee aɖewo hã la, miele dzidzɔ manyagblɔ kpɔm le mɔkpɔkpɔ sia ta. 
1PE.1.7	Esiawo va mia dzi ale be miaƒe xɔse, si xɔ asi wu sika, si gblẽna evɔ wololoe le dzome hafi, be woakpɔ miaƒe xɔse be enye nyateƒetɔ, ale wòahe kafukafu, ŋutikɔkɔe kple bubu vɛ, ne woɖe Yesu Kristo fia. 
1PE.1.8	Togbɔ be miekpɔe kpɔ o hã la, mielɔ̃e, eye togbɔ be miele ekpɔm fifia o hã la, miexɔ edzi se eye dzidzɔ manyagblɔ, si ŋuti ŋutikɔkɔe le la yɔ mia me fũu, 
1PE.1.9	elabena miele miaƒe xɔse ƒe taɖodzinu si nye miaƒe luʋɔwo ƒe ɖeɖekpɔkpɔ la xɔm.
1PE.1.10	Ɖeɖe sia tae nyagblɔɖila siwo ƒo nu tso amenuveve si le mia dzi va ge ŋuti la ku nugɔme vevie kple beléle tɔxɛ, 
1PE.1.11	hedze agbagba be woanya ɣeyiɣi kple nudzɔdzɔ si Kristo ƒe Gbɔgbɔ si le wo me la le asi fiamii, esi wògblɔ nya ɖi tso Kristo ƒe fukpekpewo kple ŋutikɔkɔe si akplɔe ɖo la ŋuti. 
1PE.1.12	Woɖee fia wo be menye woawo ŋutɔ ɖokuiwo subɔm wole o, ke boŋ miawoe, esi woƒo nu le nu siwo wogblɔ na mi azɔ la ŋuti to ame siwo gblɔ nyanyui la na mi to Gbɔgbɔ Kɔkɔe si wodɔ ɖa tso dziƒo la dzi. Mawudɔlawo gɔ̃ hã di vevie be woakpɔ nu siawo me.
1PE.1.13	Eya ta, midzra miaƒe tamesusuwo ɖo hena afɔɖeɖe, miɖu mia ɖokuiwo dzi, mitsɔ miaƒe mɔkpɔkpɔ katã da ɖe amenuveve si woana mi ne woɖe Yesu Kristo fia la dzi. 
1PE.1.14	Abe vi ɖotowo ene la, migadze dzodzro vɔ̃ siwo nɔ mia me esi mienɔ agbe le numanyamanya me la yome o. 
1PE.1.15	Ke boŋ, abe ale si ame si yɔ mi la le Kɔkɔe ene la, miawo hã minɔ kɔkɔe le nu sia nu si miewɔna la me, 
1PE.1.16	elabena woŋlɔ ɖi be, “Minɔ kɔkɔe, elabena nye la mele kɔkɔe.”
1PE.1.17	Esi mieyɔa Fofo si drɔ̃a ʋɔnu ame sia ame ƒe dɔ ameŋkumemakpɔmakpɔtɔe la, minɔ agbe abe amedzrowo ene le afii le vɔvɔ̃ kɔkɔe me. 
1PE.1.18	Elabena mienyae bena menye sika kple klosalo si gblẽna lae wotsɔ xe fe ɖe mia ta heɖe mi tso yakagbe si mia fofowo gblẽ ɖi na mi la me o, 
1PE.1.19	ke boŋ kple Kristo ƒe ʋu xɔasi, ame si nye alẽvi si ŋuti mokaka kple kpɔtsɔtsɔ mele o. 
1PE.1.20	Wotiae hafi wova wɔ xexeame gake woɖee fia le ɣeyiɣi mamlɛatɔ siawo me le mia ta. 
1PE.1.21	To eya amea dzi miexɔ Mawu dzi se, ame si fɔe tso ame kukuwo dome, hetsɔ ŋutikɔkɔe ɖɔnɛ, ale miaƒe xɔse kple mɔkpɔkpɔ le Mawu me.
1PE.1.22	Azɔ esi miekɔ mia ɖokuiwo ŋu to toɖoɖo nyateƒea me be lɔlɔ̃ sime alakpa mele o la nanɔ mia si na mia nɔviwo ŋuti la, milɔ̃ mia nɔewo vevie tso dzime ke. 
1PE.1.23	Elabena wogbugbɔ mi gadzi, menye tso ku gbegblẽ me o, ke boŋ tso ku magblẽmagblẽ me, to Mawu ƒe nya si le agbe eye wònɔa anyi tegbetegbe la me. 
1PE.1.24	Elabena, “Amegbetɔwo katã le abe gbe ene, eye woƒe atsyɔ le abe seƒoƒo le gbeme ene, gbe ƒuna eye seƒoƒo yrɔna, gena, 
1PE.1.25	ke Aƒetɔ la ƒe nya nɔa anyi yi ɖe mavɔ me.” Ke esiae nye nya si wogblɔ na mi.
1PE.2.1	Eya ta miɖe vɔ̃ɖoɖo ɖe ame ŋu kple beble katã ɖa le mia ɖokuiwo ŋu, nenema ke nye, alakpanuwɔwɔ, ŋubiabiã kple ameŋugbegblẽ ƒomevi ɖe sia ɖe ɖa. 
1PE.2.2	Eye abe vidzĩewo ene la, midi gbɔgbɔmenotsi vevie ale be to esia dzi miatsi le miaƒe ɖeɖe la me, 
1PE.2.3	esi azɔ mieɖɔe kpɔ, henya be Aƒetɔ la nyo.
1PE.2.4	Esi mieva eya amea sinye Kpe gbagbe kpe si amewo gbe, evɔ Mawu tiae eye wòxɔ asi nɛ ŋutɔ la, 
1PE.2.5	miawo hã, abe kpe gbagbewo ene la, wotsɔ mi le gbɔgbɔmexɔ tumii be mianye Osɔfo Kɔkɔewo, ame siwo asa gbɔgbɔmevɔ siwo dze Mawu ŋu la to Yesu Kristo dzi. 
1PE.2.6	Elabena wogblɔ le mawunya me be, “Kpɔ ɖa mele kpe aɖe ɖom ɖe Zion, dzogoedzikpe si wotia eye asixɔxɔ le eŋu, ame si atsɔ eƒe mɔkpɔkpɔ ada ɖe edzi la, ŋu mele ekpe ge akpɔ gbeɖe o.” 
1PE.2.7	Azɔ la hena mi ame siwo xɔse la, kpe sia nye kpe xɔasi na mi. Ke na ame siwo mexɔe se o la, “Kpe si xɔtulawo gbe la, eyae va zu dzogoeɖokpe, 
1PE.2.8	kpe si naa amewo klia nu eye wònye agakpe si naa wodzea anyi,” Woklia nu elabena wogbe toɖoɖo nyanyui la, esi hã nye nu si woɖo wo ɖi na.
1PE.2.9	Ke miawo la mienye ame tiatiawo, Fia la ƒe Osɔfowo, dukɔ kɔkɔe, ame siwo nye Mawu ŋutɔ tɔ, be miaɖe gbeƒã ame si yɔ mi tso viviti me va eƒe nuku kekeli me la ƒe kafukafu. 
1PE.2.10	Tsã la mienye dukɔ o, ke azɔ la, miezu Mawu ƒe dukɔ, tsã la womekpɔ nublanui na mi o, ke azɔ la wokpɔ nublanui na mi.
1PE.2.11	Nɔvi veviwo, mele eƒom ɖe mia nu be, abe amedzrowo kple mɔzɔlawo le xexeame ene la, be miaɖe ɖa xaa tso dzodzro vɔ̃ siwo wɔa aʋa kple miaƒe luʋɔ la gbɔ. 
1PE.2.12	Minɔ agbe dzadzɛ le Trɔ̃subɔlawo dome ale gbegbe be, togbɔ be wotsoa mia nu be miewɔ vɔ̃ hã la, woakpɔ miaƒe dɔ nyuiwo eye woakafu Mawu le ŋkeke si dzi wòava asra mí akpɔ.
1PE.2.13	Le Aƒetɔ la ta la, mibɔbɔ mia ɖokuiwo na dziɖuɖu si woɖo anyi ɖe amegbetɔwo dome, eɖanye fia la, abe ŋusẽtɔ kɔkɔtɔ kekeake ene, 
1PE.2.14	alo gɔvina siwo woɖo ɖa be woahe to na nu gbegblẽ wɔlawo eye woakafu nu nyui wɔlawo o. 
1PE.2.15	Elabena Mawu ƒe lɔlɔ̃nue wònye be, to nu nyui wɔwɔ me la miatsi bometsilawo ƒe numanyamanya ƒe nuƒoawo nu. 
1PE.2.16	Minɔ agbe abe ablɔɖeviwo ene, gake migawɔ miaƒe ablɔɖe la ŋutidɔ abe mɔɖeɖe na nu vɔ̃ wɔwɔ ene o; minɔ agbe abe Mawu ƒe dɔlawo ene. 
1PE.2.17	Mitsɔ bubu deto na ame sia ame, milɔ̃ habɔbɔ kple xɔsetɔwo, mivɔ̃ Mawu eye mitsɔ bubu na fia la.
1PE.2.18	Mi kluviwo la, mibɔbɔ mia ɖokuiwo na miaƒe aƒetɔwo le bubudede ame ŋu katã me, menye na esiwo nyo eye wobua mia ŋuti ɖeɖeko o, ke boŋ na esiwo nye tamesesẽtɔwo hã. 
1PE.2.19	Elabena enye nudzeame ne ame aɖe tsɔ vevesese tsɔ fukpekpe si medze na hafi o la, le esi wònya Mawu ta. 
1PE.2.20	Gake viɖe ka wòanye ne mi ne woƒo mi ɖe vɔ̃ si miewɔ la ta eye miedo dzi tsɔe? Ke ne miekpe fu le nyiwɔwɔ ta, eye miedo dzi tsɔe la enye nudzeame le Mawu gbɔ. 
1PE.2.21	Esia tae woyɔ mi vɛ ɖo, elabena Kristo kpe fu ɖe mia ta, eye wògblẽ kpɔɖeŋu ɖi na mi, be miadze eyome ato eƒe afɔtoƒe. 
1PE.2.22	“Elabena mewɔ vɔ̃ aɖeke o eye womekpɔ alakpa aɖeke le eƒe nume o.” 
1PE.2.23	Esi woflɔ dzu ɖe edzi la, meɖo eŋu o, esi wokpe fu la meƒo fi de ame o. Ke boŋ etsɔ eɖokui de asi na ame si drɔ̃a ʋɔnu dzɔdzɔe. 
1PE.2.24	Ke eya ŋutɔ tsɔ míaƒe nu vɔ̃wo ɖe eƒe ŋutilã me le ati ŋuti, ale be míaku na nu vɔ̃ eye míanɔ agbe na dzɔdzɔenyenye, to eƒe abi si woxɔ me, miekpɔ dɔyɔyɔ. 
1PE.2.25	Elabena mienɔ abe alẽ siwo tra mɔ la ene, ke azɔ la mietrɔ gbɔ va Alẽkplɔla la kple miaƒe luʋɔwo Dzikpɔla la gbɔ.
1PE.3.1	Nenema ke mi srɔ̃nyɔnuwo mibɔbɔ mia ɖokuiwo na mia srɔ̃wo ale be ne wo dometɔ aɖewo mexɔ nya la dzi se o la, to wo srɔ̃nyɔnuwo ƒe agbe ɖɔʋu nɔnɔ me la, woakpɔ ɖeɖe nya aɖeke magblɔmagblɔ na woe, 
1PE.3.2	ne wokpɔ dzadzɛnyenye kple bubu si le woƒe agbe me 
1PE.3.3	Miaƒe tugbedzedze megatso gota lekewɔwɔ me, abe ɖa ŋɔŋɔe ƒoƒo, sikanuwo dodo kple avɔ xɔasiwo tata me ene o. 
1PE.3.4	Ke boŋ miaƒe tugbedzedze nanye ememetɔ tugbedzedze malũxe sinye tufafa kple bɔbɔenyenye ƒe gbɔgbɔ, si xɔasi le Mawu ŋkume ŋutɔ. 
1PE.3.5	Elabena aleae nyɔnu kɔkɔe, siwo nɔ anyi le blema, esiwo tsɔ woƒe mɔkpɔkpɔ da ɖe Mawu dzi la wɔa leke na wo ɖokuiwoe. Wobɔbɔ wo ɖokuiwo na woawo ŋutɔ srɔ̃wo 
1PE.3.6	abe ale si Sara bɔbɔ eɖokui na Abraham eye wòyɔe be aƒetɔ la ene. Mienye vianyɔnuwo ne miewɔ nu dzɔdzɔe eye mieɖe mɔ na vɔvɔ̃ o.
1PE.3.7	Nenema ke, mi srɔ̃ŋutsuwo minɔ anyi kple mia srɔ̃wo le nunya me, mide bubu wo ŋu, elabena wonye gbɔdzɔgbɔdzɔtɔwo eye wonye domenyilawo kpli mi le amenuveve nunana sinye agbe si wona mi, ale be naneke maxe mɔ na miaƒe gbedodoɖawo o.
1PE.3.8	Mlɔeba la, mi katã minɔ anyi kple mia nɔewo le ɖekawɔwɔ me, ame nu newɔ nublanui na mi, milɔ̃ mia nɔewo abe dadaviwo ene, minyo dɔme na amewo eye mibɔbɔ mia ɖokui. 
1PE.3.9	Migatsɔ vɔ̃ ɖo vɔ̃ teƒe alo dzudzu ɖo dzudzu teƒe o, ke boŋ miɖo teƒe na wo kple yayra, elabena esia tae woyɔ mi vɛ ɖo be mianyi yayra ƒe dome. 
1PE.3.10	Elabena, “Ame si lɔ̃ agbe eye wòdi be yeakpɔ ŋkeke nyuiwo la, nelé eƒe aɖe be magblɔ nya vɔ̃ aɖeke o, kple eƒe nu, be magblɔ beble nya aɖeke o. 
1PE.3.11	Ele nɛ be wòaɖe asi le vɔ̃ ŋu awɔ nyui eye wòadi ŋutifafa ati eyome. 
1PE.3.12	Elabena Aƒetɔ la ƒe ŋkuwo le ame dzɔdzɔewo ŋu eye eƒe towo le te ɖe woƒe gbedodoɖa ŋu, ke Aƒetɔ la tsia tsitre ɖe ame siwo wɔa nu vɔ̃ la ŋuti.”
1PE.3.13	Ame kae awɔ nu vevi mi ne mietsi dzi ɖe nu nyui wɔwɔ ŋu? 
1PE.3.14	Ke ne miekpe fu le nu nyui wɔwɔ gɔ̃ hã me la, woayra mi. “Migavɔ̃ nu si vɔ̃m wole o; dzidzi hã megaƒo mi o.” 
1PE.3.15	Ke le miaƒe dziwo me la, mina nɔƒe tɔxɛ Kristo abe Aƒetɔ kɔkɔe ene. Minɔ klalo ɣesiaɣi be miaɖo nya ŋu na ame sia ame si abia mi be miagblɔ nu si ta mɔkpɔkpɔ sia le mia si ɖo. 
1PE.3.16	Ke miwɔ esia le ɖokuibɔbɔ kple bubu me, eye miaƒe dzitsinya me nakɔ keŋkeŋkeŋ, ale be ame siwo ƒoa nu vlo le mia ŋuti le agbe nyui si nɔm miele le Kristo me ta la, naɖu ŋukpe le woƒe ameŋugblẽnyawo ta. 
1PE.3.17	Ne enye Mawu ƒe lɔlɔ̃nu la, enyo be woakpe fu le nu nyui wɔwɔ ta wu ɖe vɔ̃ wɔwɔ ta. 
1PE.3.18	Elabena Kristo ku ɖe miaƒe nu vɔ̃wo ta zi ɖeka ame dzɔdzɔe, ɖe ame tovowo ta, be woakplɔ mi ava Mawu gbɔe. Wowui le ŋutilã me, ke wogbɔ agbee le Gbɔgbɔ me, 
1PE.3.19	to ame si dzi wòyi ɖagblɔ mawunya na gbɔgbɔ siwo le gaxɔ me, 
1PE.3.20	ame siwo sẽ to le blema, le esime Mawu lala le dzigbɔɖi blibo me, le Noa ƒe ɣeyiɣiwo me, esi wònɔ aɖakaʋua kpam. Ame ʋee aɖewo koe woɖe le tsiɖɔɖɔ la me, wo katã nɔ luʋɔ enyi. 
1PE.3.21	Ke tsiɖɔɖɔ la nye mawutsideta si miexɔ hena ɖeɖekpɔkpɔ la ƒe dzesi eye menye ɖi kɔklɔ le ŋutigbalẽ ŋue wònye o, ke boŋ adzɔgbeɖeɖe be woatsɔ dzitsinya nyui atrɔ ɖe Mawu ŋui. Mawu sia ɖe mi to Yesu Kristo ƒe tsitretsitsi me, 
1PE.3.22	ame si yi ɖe dziƒo, ɖanɔ Mawu ƒe nuɖusi me, eye mawudɔlawo, dziɖulawo kple ŋusẽwo bɔbɔ wo ɖokui nɛ.
1PE.4.1	Eya ta, esi Kristo kpe fu le eƒe ŋutilã me ta la, miawo hã mitsɔ nɔnɔme ma ke bla miaƒe aliwo dzii, elabena ame si kpe fu le eƒe ŋutilã me la, klã ɖa tso nu vɔ̃ gbɔ, 
1PE.4.2	elabena hena eƒe agbemeŋkeke mamlɛawo le anyigba dzi la, menɔa agbe le ŋutilãmenudzodzrowo nu o, ke boŋ ɖe Mawu ƒe lɔlɔ̃nu nu. 
1PE.4.3	Tsã la, miegblẽ ɣeyiɣi geɖe le nu siwo Trɔ̃subɔlawo wɔna la me, esiwo nye, ahĩawɔwɔ, nudzodzro vɔ̃wo, ahatsunonowo, nuɖuɖu vivivo, aglotutu vɔ̃wo kple Trɔ̃subɔsubɔ ŋunyɔtɔ. 
1PE.4.4	Ewɔ moya na wo be miedo ɖi ɖe ŋunyɔnu ƒe tɔɖɔɖɔ sia me kpli wo o, eya ta woli kɔ dzudzu ɖe mia dzi gleglegle. 
1PE.4.5	Ke hã la, ele na wo be woana akɔnta ame si le klalo be wòadrɔ̃ ʋɔnu agbagbeawo kple kukuawo. 
1PE.4.6	Susu sia tae wogblɔ nyanyui la na ame siwo ku va yi xoxo la hã, ale be, togbɔ be, le woƒe agbenɔnɔ le anyigbadzi me woto ʋɔnudɔdrɔ̃ si me amegbetɔ ɖe sia ɖe tona hã la, woate ŋu ava Mawu ƒe agbe la gbɔ le gbɔgbɔ me.
1PE.4.7	Nuwo katã ƒe nuwuwu ɖo vɔ. Eya ta minɔ mo xexi eye miɖu mia ɖokui dzi, ale be miate ŋu ado gbe ɖa. 
1PE.4.8	Ƒo nuwo katã ta la, milɔ̃ mia nɔewo vevie, elabena lɔlɔ̃ tsyɔa nu vɔ̃ ƒe agbɔsɔsɔ dzi. 
1PE.4.9	Mixɔ mia nɔewo ɖe miaƒe aƒewo me liʋiliʋĩlilĩmanɔmee. 
1PE.4.10	Mia dome ame sia ame natsɔ eƒe gbɔgbɔmenunana asubɔ ame bubuwoe, eye miama Mawu ƒe amenuveve la anukwaretɔe le mɔ vovovowo nu. 
1PE.4.11	Ne ame aɖe le nu ƒom la, neƒoe abe Mawu gbɔe nyawo tso ene. Ne ame aɖe le subɔsubɔm la, newɔe kple ŋusẽ si Mawu nɛ la katã ale be le nuwo katã me la woakafu Mawu to Yesu Kristo dzi. Eya tɔe nye ŋutikɔkɔe kple ŋusẽ tso mavɔ me yi mavɔ me. Amen.
1PE.4.12	Nɔvi veviwo, migana fuwɔme ƒe dodokpɔ si me tom miele la nawɔ nuku na mi abe nane si medzɔ kpɔ o lae le mia dzi vam ene o. 
1PE.4.13	Ke mikpɔ dzidzɔ be mienye fukpekpe siwo me Kristo to la ƒe gomekpɔlawo, ale be miaƒe dzidzɔ nagba go ne woɖe eƒe ŋutikɔkɔe fia. 
1PE.4.14	Ne wodzu mi le Kristo ƒe ŋkɔ ta la, woayra mi, elabena ŋutikɔkɔe ƒe Gbɔgbɔ sinye Mawu ƒe Gbɔgbɔ la le mia dzi. 
1PE.4.15	Ne miekpe fu la, migakpee abe hlɔ̃dola, fiafitɔ alo nu tovo wɔla aɖe loo, alo ame si dea nu ame bubuwo ƒe nya me la ene o. 
1PE.4.16	Gake ne mia dometɔ aɖe akpe fu elabena enye kristotɔ la, ŋu megakpee o, ke boŋ neda akpe na Mawu be woyɔ ŋkɔ sia ɖe eŋu. 
1PE.4.17	Elabena ɣeyiɣi de be ʋɔnudɔdrɔ̃ nadze egɔme tso Mawu ƒe ƒomea me; ke ne edze gɔme tso mía dzi la, ekema ale ke woahanɔ na ame siwo meɖo to Mawu ƒe nyanyui la o? 
1PE.4.18	Eye “Nenye be bebli hafi dzɔdzɔetɔ akpɔ ɖeɖe la, ekema ale ke nɔge wòle na mawumavɔ̃lawo kple nu vɔ̃ wɔlawo?”
1PE.4.19	Eya ta, ame siwo kpea fu le Mawu ƒe lɔlɔ̃nu nu la, netsɔ wo ɖokui de asi na wo Wɔla nuteƒetɔ la eye woayi nyuiwɔwɔ dzi.
1PE.5.1	Nye, ame si nye hamemegã, Kristo ƒe fukpekpewo ɖaseɖila kple ame si hã akpɔ gome le ŋutikɔkɔe si woaɖe fia la me la, le edom ɖe hamemegã siwo le mia dome la gbɔ be, 
1PE.5.2	mianye Mawu ƒe alẽha si wotsɔ de miaƒe dzikpɔkpɔ te la ƒe kplɔlawo, mikpɔ wo ta, eye menye abe dɔdeasi ko ene o, ke boŋ kple dzidzɔ kpakple lɔlɔ̃nu nyui, abe ale si Mawu di tso mia si be miawɔe ene, menye kple ŋukeklẽ ɖe ga ŋuti o, ke boŋ kple subɔsubɔ ƒe didi nyuie; 
1PE.5.3	be miagaɖu tɔ ɖe hame si dzikpɔlawo woɖo mi la dzi o, ke boŋ mianye kpɔɖeŋu na alẽha la. 
1PE.5.4	Ekema ne Alẽkplɔlagã la ado la, miaxɔ ŋutikɔkɔefiakuku si ƒe keklẽ maklo akpɔ gbeɖe o.
1PE.5.5	Nenema ke mi ɖekakpuiwo, mibɔbɔ mia ɖokui na ame tsitsiwo. Mido ɖokuibɔbɔ abe awu ene na mia ɖokuiwo ale be miate ŋu asubɔ mia nɔewo, elabena, “Mawu tsia tre ɖe dadalawo ŋu gake ekɔa eƒe amenuveve ɖe ɖokuibɔbɔlawo dzi.”
1PE.5.6	Eya ta, azɔ la mibɔbɔ mia ɖokuiwo ɖe Mawu ƒe asi sesẽ la te, be ne ɣeyiɣi si woɖo la de la, wòakɔ mi ɖe dzi. 
1PE.5.7	Mitsɔ miaƒe dzimaɖitsitsiwo katã da ɖe eya amea dzi, elabena eya amea léa be na mi.
1PE.5.8	Miɖu mia ɖokuiwo dzi eye mianɔ ŋudzɔ. Miaƒe futɔ, Satana, le tsatsam abe dzata si le gbe tem, le nu dim ne wòavuvu la ene. 
1PE.5.9	Minɔ te ɖe enu, minɔ tsitre sesĩe le xɔse la me, elabena mienyae be mia nɔvi siwo le xexeame godoo la le fu mawo ke me tom.
1PE.5.10	Amenuveve katã ƒe Mawu la, ame si yɔ mi va eƒe ŋutikɔkɔe mavɔ la gbɔ le Kristo me, le fukpekpe sue aɖe ko megbe la, ŋutɔ aɖo mi te, ado ŋusẽ mi, ali ke mi eye wòaɖo mia gɔme anyi zã. 
1PE.5.11	Eya tɔ lanye ŋusẽ tso mavɔ me, yi mavɔ me. Amen.
1PE.5.12	Meŋlɔ nu kpui sia ɖo ɖe mi to nɔvi Sila, ame si mebu nɔvi nuteƒewɔla la ƒe kpekpeɖeŋu me, le ŋusẽ dom mi eye kple ɖaseɖiɖi be esiae nye Mawu ƒe amenuveve nyateƒe tɔ la. Minɔ te sesĩe ɖe eme.
1PE.5.13	Mia nɔvi, sinye hame si le Babilonia, si wotia kpe ɖe mia ŋu la ɖuɖɔ mi vevie, nenema ke vinye Marko hã do gbe na mi nyuie. 
1PE.5.14	Mitsɔ lɔlɔ̃nugbugbɔ do gbe na mia nɔewo. Ŋutifafa na mi ame siwo katã le Kristo me.
2PE.1.1	Simon Petro, Yesu Kristo ƒe dɔla kple apostolo, ŋlɔ na ame siwo to míaƒe Mawu kple Yesu Kristo ƒe dzɔdzɔenyenye me la hã xɔ xɔse si xɔ asi abe mía tɔ ene.
2PE.1.2	Amenuveve kple ŋutifafa nanye mia tɔ le agbɔsɔsɔ blibo me to sidzedze Mawu kple Yesu míaƒe Aƒetɔ la me.
2PE.1.3	Mawu ƒe ŋusẽ tsɔ nu sia nu si míehĩana na agbe kple mawusosroɖa to míaƒe sidzedze eya amea me, ame si yɔ mí to eya ŋutɔ ƒe ŋutikɔkɔe kple nyuiwɔwɔ me. 
2PE.1.4	To esiawo me wòtsɔ eƒe nunana gã kple ŋugbedodo xɔasi na mí, ale be to wo dzi míakpɔ gome le eƒe mawunyenye me eye míasi le gbegblẽ si dzodzro vɔ̃wo he va xexeame la nu.
2PE.1.5	Le susu sia ta miɖe afɔ ɖe sia ɖe be miatsɔ nyuiwɔwɔ akpe ɖe miaƒe xɔse ŋu, sidzedze nakpe ɖe nyuiwɔwɔ ŋu, 
2PE.1.6	ɖokuidziɖuɖu nakpe ɖe sidzedzea ŋu, veviedodo nakpe ɖe ɖokuidziɖuɖu ŋu, mawumegbenɔnɔ nakpe ɖe veviedodo ŋu; 
2PE.1.7	dɔmenyonyo na havi nakpe ɖe mawumegbenɔnɔ ŋu eye lɔlɔ̃ hã nakpe ɖe dɔmenyonyoa ŋu. 
2PE.1.8	Elabena ne nɔnɔme siawo dzi ɖe edzi le mia me le agbɔsɔsɔ me la, woakpe ɖe mia ŋu be miaganye ŋutetemanɔŋutɔwo kple ame matsekuwo le miaƒe sidzedze míaƒe Aƒetɔ Yesu Kristo me o. 
2PE.1.9	Ke ne nɔnɔme mawo mele ame aɖe me o la, enye ame si mekpɔa nu dea adzɔge o eye eƒe ŋkuwo gbã eye wòŋlɔ be, be woklɔ ye ŋu tso yeƒe tsã nu vɔ̃wo me.
2PE.1.10	Eya ta, nɔvinyewo, midze agbagba ɖe edzi wu tsã be miakpɔ kpeɖodzi na miaƒe yɔyɔ kple tiatia. Elabena ne miewɔ esiawo la, miada ƒu akpɔ o, 
2PE.1.11	eye miaxɔ dzadoname tɔxɛ le míaƒe Aƒetɔ kple Ɖela, Yesu Kristo ƒe fiaɖuƒe mavɔ la me.
2PE.1.12	Togbɔ be mienya nu siawo eye mieli ke le xɔse si su mia si fifia la me hã la, manɔ ŋku ɖom wo dzi na mi ɣesiaɣi. 
2PE.1.13	Mesusu be zi ale si mele ŋutilã ƒe agbadɔ sia me la enyo be manɔ ŋku ɖom nu dzi na mi, 
2PE.1.14	elabena menyae be, esusɔ vie maɖe agbadɔ sia ɖi, abe ale si míaƒe Aƒetɔ Yesu Kristo gblɔe nam kɔtɛ la ene. 
2PE.1.15	Makpɔ egbɔ be, meɖe afɔ ɖe sia ɖe si mate ŋui be, ne meva dzo la, miaɖo ŋku nu siawo dzi ɣesiaɣi.
2PE.1.16	Menye gli siwo wokpa kple nunya la yome míedze esi míeƒo nu na mi tso míaƒe Aƒetɔ Yesu Kristo ƒe ŋusẽ kple eƒe vava ŋuti o, ke boŋ míenye eƒe gãnyenye ƒe atsyɔ si míekpɔ kple ŋku la ƒe ɖasefowo. 
2PE.1.17	Elabena exɔ bubu kple ŋutikɔkɔe tso Mawu, Fofo la gbɔ esi gbe aɖe ɖi tso eƒe Gãnyenye ƒe Ŋutikɔkɔe me, gblɔ bena, “Ame siae nye Vinye si gbɔ nyemelɔ̃a nu le o, esi ŋu mekpɔa ŋudzedze le.” 
2PE.1.18	Míawo ŋutɔ míese gbe sia esi wòɖi tso dziƒo, esi míeli kpli le to kɔkɔe la dzi.
2PE.1.19	Ale míegakpɔ kpeɖodzi na nyagblɔɖilawo ƒe nyawo eya ta anye nudzeame ne mieɖo to wo, elabena ele abe ale si kekeli klẽna ɖe viviti mee ene, va se ɖe esime ŋkekea nava eye ŋukeɣletivi la naklẽ ɖe miaƒe dziwo me. 
2PE.1.20	Gawu la, ele be miase egɔme be nyagblɔɖi aɖeke mele mawunya me, si va eme to nyagblɔɖila la ŋutɔ ƒe nyameɖeɖe me o. 
2PE.1.21	Elabena nyagblɔɖi ƒe dzɔtsoƒe metso amegbetɔ ƒe lɔlɔ̃nu me kpɔ o, ke boŋ ame xɔa gbe tso Mawu gbɔ abe ale si Gbɔgbɔ Kɔkɔe la kplɔ eya amea ene.
2PE.2.1	Gake aʋatsonyagblɔɖilawo nɔ ameawo dome abe ale si aʋatsonufialawo anɔ miawo hã domee ene. Woahe nudadafiafiawo vɛ le adzame, woagbe nu gɔ̃ hã le aƒetɔwo dzi Aƒetɔ si xɔ wo ƒle la gbɔ eye woahe gbegblẽ ava woawo ŋutɔ ɖokui dzii kaba ŋutɔ. 
2PE.2.2	Ame geɖewo adze woƒe ŋukpenanuwɔwɔwo yome eye woahe nyateƒe ƒe mɔ la ade nyahehe dzodzrowo me. 
2PE.2.3	Nufiala siawo, le woƒe ŋukeklẽ me atsɔ nya kpakpawo aɖe vi le mia ŋuti. Woƒe fɔbubu le ta dzi na wo tso blema ke eye woƒe gbegblẽ medɔ alɔ̃ o.
2PE.2.4	Elabena ne Mawu mekpɔ nublanui na mawudɔlawo esi wowɔ nu vɔ̃ o, ke boŋ eɖo wo ɖe dzomavɔ me, hede gawo ɖe ʋe globo do viviti me, be woanɔ afi ma va se ɖe ʋɔnudrɔ̃gbe; 
