GEN.1.1	Le gɔmedzedzea me Mawu wɔ dziƒo kple anyigba. 
MAT.28.2	Eye kpɔ ɖa, anyigba ʋuʋu ŋutɔ, elabena Aƒetɔ la ƒe dɔla ɖi tso dziƒo va mli kpe la ɖa le yɔdo la nu, eye wòbɔbɔ no edzi. 
MAT.28.3	Eye eƒe kpɔkpɔme le abe dzikedzo ene, eye eƒe awu fu tititi abe sno ene; 
MAT.28.4	ke dzɔlawo dzo nyanyanya, eye wozu abe ame kukuwo ene le ŋɔ, si wòdzi na wo la ŋuti. 
MAT.28.5	Eye mawudɔla la gblɔ na nyɔnuawo bena: Miawo la migavɔ̃ o; elabena menyae bena, Yesu, amesi woklã ɖe ati ŋu la, dim miele. 
MAT.28.6	Mele afisia o, elabena etsi tre, abe alesi wògblɔ ɖi ene. Mite va kpɔ afisi wòmia la ɖa. 
MAT.28.7	Eye miyi kaba ɖagblɔ na eƒe nusrɔ̃lawo bena: Etsi tre tso ame kukuwo dome; eye kpɔ ɖa, edze mia ŋgɔ yi Galilea, afima míakpɔe le; kpɔ ɖa, metoe na mi. 
MAT.28.8	Eye wodo go tso yɔdo la me enumake kple vovɔ̃ kpakple dzidzɔ gã, eye woƒu du, bena woaɖaka eta na eƒe nusrɔ̃lawo. 
MAT.28.9	Eye kpɔ ɖa, Yesu va kpe wo gblɔ bena: Miɖo aƒe! Eye wote ɖe eŋu lé eƒe afɔwo hedze klo nɛ. 
MAT.28.10	Tete Yesu gblɔ na wo bena: Migavɔ̃ o! Miyi ɖaka eta na nɔvinyewo bena, wòayi Galilea, eye afima woakpɔm le.
MAT.28.11	Ke esi wole yiyim la, kpo ɖa, dzɔlawo dometɔa ɖewo yi dua me ɖaka nusiwo katã va dzo la ta na nunɔlagãwo. 
MAT.28.12	Eye esi woa kple amegãwo ƒo ƒu la, wode adaŋu, eye wotso klosalo geɖe na asrafoawo bena: 
MAT.28.13	Migblɔ bena: Eƒe nusrɔ̃lawo va le zã me, eye wofii yii, esime mieɖo alɔ̃. 
MAT.28.14	Eye ne nya sia ɖi mɔ̃mefia se la, ekema miawo míalé enu, eye miawo miavo atso fuɖeɖe me. 
MAT.28.15	Eye woxɔ klosalo la, eye wowɔ, abe alesi wòfiã mɔnu wo ene; eye nenem nya sia kaka ɖe Yudatɔwo dome vaseɖe egbegbe.
MAT.28.16	Ke nusrɔ̃la wuiɖekɛawo yi Galilea ɖe to, si Yesu fia wo ɖi la dzi. 
MAT.28.17	Eye esi wokpɔe la, wodze klo nɛ, ke amea ɖewo ke ɖi. 
MAT.28.18	Eye Yesu te va wo gbã, ƒo nu na wo gblɔ bena: Wotsɔ ŋusẽ katã, si le dziƒo kple anyigba dzi la, de asi nam. 
MAT.28.19	Miheyi ɖawɔ dukɔwo katã ne woanye nusrɔ̃lawo, miade mawutsi ta na wo ɖe Fofo la kple Vi la kpakple Gbɔgbɔ kɔkɔe la ƒe ŋkɔa me, 
MAT.28.20	miaha wo bena, woawɔ nusiwo katã meɖo na mi la; eye kpɔ ɖa, nye la meli kpli mi ŋkekeawo katã vaseɖe xexeame ƒe nuwuwu.
MRK.1.1	Yesu Kristo, si enye Mawuvi la, ƒe nyanyuie la ƒe gɔmedzedze enye esi. 
MRK.1.2	Abe alesi woŋlɔ ɖi le nyagblɔɖila Yesaya ƒe agbalẽ la me ene bena: „Kpo ɖa, mele ye dɔla dɔm ɖo ɖe ŋgɔwò, amesi adzra wò mɔ la ɖo; 
MRK.1.3	amesi le ɣli dom le gbeadzi la ƒe gbe enye esi: „Midzra Aƒetɔ ƒe mɔ la ɖo, miwɔ eƒe mɔtatawo dzɔdzɔe.“ 
MRK.1.4	Yohanes va do, amesi de mawutsi ta na amewo le gbeadzi, eye wòɖe gbe ƒã dzimetɔtrɔ ƒe mawutsidedetaname hena nuvɔ̃keke. 
MRK.1.5	Eye amesiwo le Yudea-nyigba dzi, kple Yerusalemtɔwo katã do go va egbɔ, eye wòde mawutsi ta na wo ɖe Yordan-tɔsisi la me, esi woʋu woƒe nuvɔ̃wo me nɛ. 
MRK.1.6	Eye kposɔfuwu le Yohanes ŋu, eye lãgbalẽlidziblanu le eƒe ali dzi, eye woɖua ʋetsuviwo henoa gbemenyitsi. 
MRK.1.7	Eye wòɖe gbe ƒã gblɔ bena: Amesi tri akɔ wum la, le megbenye gbɔna, amesi ƒe atokota ŋu ka medzem be, mabɔbɔ atu o. 
MRK.1.8	Nye la metso tsi de mawutsi ta na mi; ke eya la atsɔ Gbɔgbɔ kɔkɔe ade mawutsi ta na mi.
MRK.1.9	Eye wòva ve me le ŋkeke mawo me bena, Yesu tso Nazaret le Galilea va, eye Yohanes de mawutsi ta ne ɖe Yordan-tɔsisi la me. 
MRK.1.10	Eye enumake esime wòle go dom tso tsia me la, ekpa dziƒowo nu ʋu, eye Gbɔgbɔ la le abe akpakpa ene hele ɖiɖim ɖe edzi; 
MRK.1.11	eye gbe ɖi tso dziƒowo bena: Wòe nye vinye, si gbe nyemelɔ̃a nu le o, wò ŋu mekpɔa ŋudzedze lena.
MRK.1.12	Eye enumake Gbɔgbɔ la kplɔe yi ɖe gbedzi. 
MRK.1.13	Eye wònɔ gbeadzi ŋkeke blane, eye Satana tee kpɔ, eye wònɔ anyi kple gbemelã wɔadãwo, eye mawudɔlawo va subɔe.
MRK.1.14	Ke esi wòlé Yohanes de gaxɔ me megbe la, Yesu va Galilea hele gbe ƒã ɖem Mawu ƒe nyanyuie la bena: 
MRK.1.15	Azãgbe la ɖo dzi, eye mawufiaɖuƒe la ɖo vo. Mitrɔ le miaƒe dzi me, eye mixa nyanyuie la dzi se!
MRK.1.16	Eye esi wòle Gatilea-ƒua nu tom yina la, ekpɔ Simon kple nɔvia Andrea wole asabu dam ɖe ƒu la me; elabena tɔƒodelawo wonye. 
MRK.1.17	Eye Yesu gblɔ na wo bena: Miva nɔ yonyeme, eye mawo mi míazu ameɖelawo. 
MRK.1.18	Eye enumake la wogblẽ asabuawo ɖi, eye wodze eyome. 
MRK.1.19	Eye esi wote yi ŋgɔ ʋee la, ekpɔ Yakobo, si nye Zebedeo vi kple nɔvia Yohanes, woawo hã le ʋu me le asabuwo sam. 
MRK.1.20	Eye enumake la wòyɔ wo, eye wogblẽ wo fofo Zebedeo kple ʋuléviawo ɖi ɖe ʋua me, eye woyi ɖadze eyome.
MRK.1.21	Eye wodzo yi ɖe Kapernaum; eye enumake le Sabat-ŋkekea dzi la efia nu le ƒuƒoƒe la. 
MRK.1.22	Eye kuvia ɖo wo le eƒe nufiafia la ŋuti; elabena efia nu wo abe amesi si ŋusẽ le la ene, eye menye abe agbalẽfialawo ene o. 
MRK.1.23	Eye enumake amea ɖe, si me gbɔgbɔ makɔmakɔ le la, le woƒe ƒuƒoƒe, eye wòdo ɣli gblɔ bena: 
MRK.1.24	Nya ka le mía kple wò dome, wò Yesu Nazaretetɔ? Ɖe nèva mía tsrɔ̃ ge mahã? Menya amesi nènye, Mawu ƒe kɔkɔetɔ la nènye. 
MRK.1.25	Eye Yesu blu ɖe eta bena: Mia wò nu, eye nado go le eme! 
MRK.1.26	Eye gbɔgbɔ makɔmakɔ la nyamae, eye wòdo ɣli kple gbe sesĩe, eye wòdo go le eme. 
MRK.1.27	Eye wòwɔ nuku na wo katã, nenem bena, wobia wo nɔewo bena: Nuka enye esia? Nufiafia yeye! Etsɔ ŋusẽ dea se na gbɔgbɔ makɔmakɔwo, eye woɖoa toe. 
MRK.1.28	Eye enumake lã eƒe ŋkɔ ɖi hoo le Galilea-nutowo katã me godoo.
MRK.1.29	Eye enumake esi wodo go tso ƒuƒoƒea la, Yakobo kple Yohanes kpe ɖe wo ŋu yi ɖe Simon kple Andrea ƒe me. 
MRK.1.30	Ke Simon lɔ̃xo le anyimlɔƒe le ŋudza lém, eye enumake la wogblɔ eŋutinya nɛ. 
MRK.1.31	Eye esi wòte va la, elé eƒe alɔnu hekɔe ɖe dzi, eye ŋudza la dzo le edzi, eye wòsubɔ wo. 
MRK.1.32	Ke le fiẽ me, esime ɣe ɖo to la, wotso amesiwo katã ƒe lãme gblẽ, kple esiwo me gbɔgbɔ vɔ̃wo le la, va egbɔe. 
MRK.1.33	Eye du blibo la katã ƒo ƒu de ʋɔtrua nu. 
MRK.1.34	Eye wòda gbe le amesiwo katã le da bubu ƒomeviwo katã lém la ŋu, eye wònyã gbɔgbɔ vɔ̃ gedewo do goe, eye mede mo na gbɔgbɔ vɔ̃wo be, woaƒo nu o, elabena wonyae.
MRK.1.35	Eye esi wòfɔ fɔŋli la, edo go heyi de gbedzi, eye wòdo gbe da le afima. 
MRK.1.36	Eye Simon kple amesiwo kpe de eŋuti la, di eyome mɔ; 
MRK.1.37	eye wokpɔe, eye wogblɔ nɛ bena; Amewo katã le diwòm. 
MRK.1.38	Eye wògblɔ na wo bena: Mina ne miayi du bubuwo me, bena magblɔ nya le afima hã; elabena esia ta medo go do. 
MRK.1.39	Eye wòyi ɖe woƒe ƒuƒoƒeawo me le Galilea katã hele gbe ƒã ɖem, eye wòle gbɔgbɔ vɔ̃wo nyãm le go domii.
MRK.1.40	Eye anyidzela ɖe va egbe le kuku ɖem nɛ, eye wòdze klo nɛ gblɔ bena: Ne èlɔ̃ ko, ate ŋu aklɔ ŋutinye. 
MRK.1.41	Eye esi eƒe dɔme trɔ ɖe eŋuti la edo eƒe abɔ ɖa, eye wòde asi eŋu hegblɔ nɛ bena: Melɔ̃, ŋutiwò nakɔ! 
MRK.1.42	Eye enumake la anyi la vo le eŋuti, eye eŋuti ko. 
MRK.1.43	Eye esi wòblu ɖe eta la, ènyae do go enumake, 
MRK.1.44	eye wògblẽ nɛ bena: Kpɔ nyuie! Megagblɔ naneke na amea ɖeke o; ke heyi natsɔ ɖokuiwò afia mawununɔla boŋ, eye na nusiwo ŋuti Mose de se ɖo la, le wò ŋutikɔklɔ la ŋuti, ne wòanye ɖaseɖiɖi na wo. 
MRK.1.45	Ke eya do go de asi gbeƒãɖeɖe me lelele kple nya la kaka me ale gbegbe bena, Yesu magate ŋu adze gaglã ayi du me o, ke gbedzi ko wònɔna, eye wotso afisiafi va egbɔ.
MRK.2.1	Eye esi wògayi ɖe Kapernaum le ŋkekea ɖewo megbe la, wose bena, ele aƒea me. 
MRK.2.2	Eye ame geɖewo ƒo ƒu ale bena, womegakpɔ nɔƒea ɖeke le ʋɔtrua nu hã o, eye wògblɔ nya na wo. 
MRK.2.3	Eye ame ene tso lãmetututɔa ɖe gbɔna va egbɔ. 
MRK.2.4	Eye esi womete ŋu te va egbɔ le ameha la ŋuti o la, woyi ɖaɖe mɔ ɖe xɔ, si me wòle la tame, eye esime woŋɔe vɔ la, woɖiɖi aba, si dzi lãmetututɔ la mlɔ la, ɖe anyi. 
MRK.2.5	Eye esi Yesu kpo woƒe xɔse la, egblɔ na lãmetututɔ la bena: Vinye, wotsɔ wò nuvɔ̃wo ke wò. 
MRK.2.6	Ke agbalẽfialaa ɖewo bɔbɔ nɔ anyi ɖe afima, eye wole ɖi kem le woƒe dzi me bena: 
MRK.2.7	Aleke wo amesia ƒo nu alea? Egblɔ busunya, ameka ate ŋu atso nuvɔ̃wo ake, ne menye Mawu ɖeka ko o mahã? 
MRK.2.8	Eye enumake esi Yesu dze sii le eƒe gbɔgbɔ me bena, wole ɖi kem le woa nutowo ɖokui me ale la, egblɔ na wo bena: Nuka wɔ miele nusiawo ƒe ɖi kem le miaƒe dzi me mahã? 
MRK.2.9	Kae bɔbɔ wu? Be woagblɔ na lãmetututɔ la bena: Wotsɔ wò nuvɔ̃wo ke wò loo, alo woagblɔ bena: Tsi tre natsɔ wò aba, eye nazɔ azɔli mahã? 
MRK.2.10	Ke ne mianyae bena, ŋusẽ le Amegbetɔvi la si be, wòatsɔ nuvɔ̃wo ake le anyigba dzi, — egblɔ na lãmetututɔ la bena: 
MRK.2.11	Mele egblɔm na wò bena: Tsi tre, tso wò aba, ne nayi aƒewò me. 
MRK.2.12	Tete wòtsi tre, eye enumake, esi wòtsɔ eƒe aba la, edo go le wo katã ƒe ŋku me nenem bena, kuvia ɖo wo katã, eye wokafu Mawu gblɔ bena: Miekpɔ ale nusiawo tɔgbe kpɔ o.
MRK.2.13	Eve wògayi ɖe ƒu la nu, eye ameha la katã va egbɔ, eye wòfiã nu wo. 
MRK.2.14	Eye esi wòto afima yina la, ekpa Lewi, Alfeo vi la, bɔbɔ nɔ anyi le nudzɔƒe, eye wògblɔ nɛ bena: Dze yonyeme! Tete wòtsi tre dze eyome. 
MRK.2.15	Eye wòva ve me bena, esi wòle kplɔ̃a ŋu le eƒe me la, nudzɔla kple nuvɔ̃wɔla geɖewo bɔbɔ nɔ anyi kple Yesu kpakple eƒe nusrɔ̃lawo, elabena ame geɖe wonye dze eyome. 
MRK.2.16	Ke esi farisitɔwo dome agbalẽfialawo kpɔ bena, ele nu ɖum kple nuvɔ̃wɔlawo kpakple nudzɔlawo la, wogblɔ na eƒe nusrɔ̃lawo bena: Aleke wo bena, woɖua nu, eye wonoa nu kple nudzɔlawo kpakple nuvɔ̃wɔlawo mahã? 
MRK.2.17	Eye esi Yesu see la, egblɔ na wo bena: Menye lãmesesẽtɔwoe hiãa gbedala o, negbe dɔlélawo ko; nyemeva ame dzɔdzɔewo yɔ ge o, negbe nuvɔ̃wɔlawo ko.
MRK.2.18	Eye Yohanes ƒe nusrɔ̃lawo kple farisitɔwo tsia nu dana; eye wova gblɔ nɛ bena: Nukaŋuti Yohanes ƒe nusrɔ̃lawo kple farisitɔwo ƒe nusrɔ̃lawo tsia nu dona, eye wò nusrɔ̃lawo ya metsia nu dona o mahã? 
MRK.2.19	Eye Yesu gblɔ na wo bena: Alo ɖe ŋugbetɔsrɔ̃ la ƒe xɔlɔ̃wo ate ŋu atsi nu adɔ, esime ŋugbetɔsrɔ̃ la li kpli wo mahã? Ŋkeke alesi ŋugbetɔsrɔ̃ la le wo gbɔ la, womate ŋu atsi nu adɔ o. 
MRK.2.20	Ke ŋkekewo gbɔna, esime woatsɔ ŋugbetɔsrɔ̃ la ayii le wo gbɔ; ekema woatsi nu adɔ le ŋkeke ma dzi. 
MRK.2.21	Amea ɖeke metsɔa avɔ matakpɔ ƒe nuɖeɖi kaa avɔ xoxo o; ke ne menye nenem o la, ava yeye, si wotso kae la, aho avɔ xoxo la ɖe eɖokui ŋu, eye eƒe vuvu awu tsãtɔ. 
MRK.2.22	Eye amea ɖeke metsɔa aha yeye dea lãgbalẽgolo xoxowo me o: ke ne menye nenem o la, aha yeye la awo lãgbalẽgoloawo, eye aha la kple lãgbalẽgoloawo siaa agblẽ; ke wotsoa aha yeye dea lãgbalẽgolo yeyewo me.
MRK.2.23	Eye wòva ve me bena, eyi ɖato lugbleawo me le Sabat dzi, eye le woƒe yiyi me la eƒe nusrɔ̃lawo de asi lutiawo ŋeŋe me. 
MRK.2.24	Eye farisitɔwo gblɔ nɛ bena: Kpɔ da, wowɔ nusi mele sea nu o la le Sabat dzi! 
MRK.2.25	Eye wògblɔ na wo bena: Alo miexlẽ nusi Dawid wɔ la kpɔ o, esime hiã tui, eye dɔ wu eya kple amesiwo kpe de eŋuti la o mahã? 
MRK.2.26	Alesi wòyi ɖe mawuxɔ la me, le esime Abyatar enye nunɔlagã, eye woɖu ŋkumeɖobolo, si womeɖe mo le ŋuti nɛ be, woaɖu o, negbe nunɔlawo ko, eye wòna amesiwo kpe ɖe eŋuti la o mahã? 
MRK.2.27	Eye wògblɔ na wo bena: Wowɔ Sabat le ame ta, eye menye ame le Sabat ta o; 
MRK.2.28	eyaŋuti Amegbetɔvi lae nye Sabat hã dzi Aƒetɔ.
MRK.3.1	Eye wògayi ɖe ƒuƒoƒe, eye amea ɖe le afima, si titi lé asi na. 
MRK.3.2	Eye wole ŋudzɔ nɛ be, aɖa gbe le eŋu le Sabat dzi loo, bena yewoatso enu. 
MRK.3.3	Eye wògblɔ na amesi titi lé asi na la bena: Tsi tre ɖe titina. 
MRK.3.4	Eye wòbia wo bena: Ɖe woɖe mo bena, woawo nu nyui alo woawo nuvɔ̃ le Sabat dzi, be woaɖe ame, alo woawui mahã? Ke woawo zi kpi. 
MRK.3.5	Eye esi wòkpɔ wo godoo kple dziku la, exa nu le woƒe dzimesesẽ la ŋuti, eye wògblɔ na ame la bena: Mlo wò asi! Eye wòmloe, eye eƒe asi la gaɖɔ ɖo. 
MRK.3.6	Tete farisitɔwo do go enumake kple Herodiahawo, eye wode adaŋu le eyama ŋuti, alesi woawɔ awui.
MRK.3.7	Eye Yesu kple eƒe nusrɔ̃lawo ɖe wo ɖokui ɖa yi ƒu la nu; eye ameha gã tso Galilea kple Yudea va dze eyome. 
MRK.3.8	Eye esi wose nusiwo wòwɔ la, ameha gãa ɖe tso Yerusalem kple Idumea kple Yordan godo kpakple Tiro kple Zidon-nutoawo meva egbɔ. 
MRK.3.9	Eye wògblɔ na eƒe nusrɔ̃lawo bena, woadzra ʋuvi la do na ye le ameha la ŋuti bena, ne woagamimi ye ɖo o; 
MRK.3.10	elabena eda gbe le ame geɖewo ŋuti ale bena, ame geɖe alesinu le veve sem la, te ɖe edzi, bena yewoade asi eŋu. 
MRK.3.11	Eye gbɔgbɔ makɔmakɔwo, ne wokpɔe ko la, wodzea klo ɖe ekɔ me, eye woɖoa ɣli gblɔna bena: Wòe nye Mawuvi la. 
MRK.3.12	Eye wogbe nya na wo vevie ŋuta bena, ne woagana wòanya ye o.
MRK.3.13	Eye wòyi ɖe to la dzi, eye wòyɔ amesiwo ye ŋuta le didim la, va egbɔe, eye woyi egbɔ. 
MRK.3.14	Eye wòɖo ame wuieve, bena woanɔ ye ŋuti, eye bena yeadɔ wo aɖo ɖa woaɖaɖe gbe ƒã, 
MRK.3.15	eye bena ŋusẽ nanɔ wo si hena gbɔgbɔ vɔ̃wo nyanyà do goe. 
MRK.3.16	Eye wòdo ame wuieveawo, Simon, eyae wòna ŋkɔe bena Petro, 
MRK.3.17	Yakobo, Zebedeo vi la, kple Yohanes, Yakobo nɔvi la, eye wòna ŋkɔ woawo bena Boanerges, si gɔme enye dziɖegbeviwo; 
MRK.3.18	Andrea kple Filipo, Bartolomeo kple Toma, Yakobo, Alfeo vi la, Tadeo, Simon, Kananitɔ la, 
MRK.3.19	kpakple Yuda Iskariot, si fia eyome mɔ la hã.
MRK.3.20	Eye wòva aƒe me. Eye ameha la gale ƒu ƒom ale bena, womete ŋu ɖu abolo gɔ̃ hã o. 
MRK.3.21	Eye esi etowo see la, wodo go yi ele ge; elabena wogblɔ be: Eƒe tame da!
MRK.3.22	Eye agbalẽfiala, siwo tso Yerusalem va la, gblɔ bena Beelzebul le eme, eye wònyã gbɔgbɔ vɔ̃wo do go to gbɔgbɔ vɔ̃wo ƒe fia la dzi. 
MRK.3.23	Eye esi wòyɔ wo va egbɔ la, eƒo nu na wo le lododowo me bena: Aleke Satana ate ŋu anyã Satana ado goe mahã? 
MRK.3.24	Eye ne fiaduƒe mã de ye ŋutɔ ɖokui ŋuti la, ekema fiaduƒe ma mate ŋu anɔ anyi o. 
MRK.3.25	Eye ne aƒe mã ɖe ye ŋutɔ ɖokui ŋuti la, ekema aƒe ma mate ŋu anɔ anyi o. 
MRK.3.26	Eye ne Satana tsi tre ɖe ye ŋutɔ ɖokui ŋuti la, ekema emã, eye emate ŋu anɔ anyi o, ke boŋ enu lava tsi. 
MRK.3.27	Amea ɖeke mate ŋu ayi ɖe ŋusẽtɔ la ƒe me, eye wòaha eƒe aƒemenuwo o; negbe ɖeko woabia ŋusẽtɔ la gbã hafi aha eƒe aƒe. 
MRK.3.28	Vavã mele egblɔm na mi bena: Woatsɔ amegbetɔviwo ƒe nuvɔ̃, siwo katã wòwɔna, kple busunya, siwo wogblɔna la, ake wo; 
MRK.3.29	ke amesi agblɔ busunya ɖe Gbɔgbɔ kɔkɔe la ŋu la, makpɔ tsɔtsɔke vaseɖe mavɔmavɔ me o; ke boŋ enyi nuvɔ̃ mavɔmavɔ ƒe fe; 
MRK.3.30	elabena wogblɔ be: Gbɔgbɔ makɔmakɔ le eme.
MRK.3.31	Eye dadaa kple nɔviawo va afima, eye wole tsi tre le xexe, da ame ɖe egbɔ be, woayɔe ɖa. 
MRK.3.32	Eye ameha la le anyinɔƒe ƒo xlãe. Eye wogblɔ nɛ bena: Kpɔ ɖa, dawò kple nɔviwòŋutsuwo kpakple nɔviwònyɔnuwo le xexe le diwòm. 
MRK.3.33	Eye wòɖo ŋu na wo bena: Amekawo nye danye kple nɔvinyewo mahã? 
MRK.3.34	Eye esi wòkpɔ amesiwo le anyinɔƒe ƒo xlãe dzi godoo la, egblɔ bena: Mikpɔ danye kple nɔvinyewo ɖa! 
MRK.3.35	Amesi ke awɔ Mawu ƒe lɔlɔ̃nu la, eya kee nye nɔvinyeŋutsu, ganye nɔvinyenyɔnu, ganye danye hã.
MRK.4.1	Eye wògade asi nufiafia me le ƒua nu, eye ameha gã ŋutɔ ƒo ƒu ɖe eŋu ale bena, wòyi ɖe ʋu me, eye wòbɔbɔ nɔ eme le ƒua dzi, ke ameha la katã le ƒua nu. 
MRK.4.2	Eye wolia nu geɖewo le lododowo me, eye wògblɔ na wo le eƒe nufiafia me bena: 
MRK.4.3	Miɖo to! Kpɔ ɖa, nukuwula ɖo go yi nuku wu ge; 
MRK.4.4	eye wòva ve me bena, esi wòle ewum la, ɖewo ge ɖe mɔ to, eye xeviwo va mi wo. 
MRK.4.5	Eye bubu ge ɖe kpenyigba dzi, afisi mekpɔ anyi geɖe le o; eye wòdo nu ɖa enumake, elabena mekpɔ anyi sɔ gbɔ o; 
MRK.4.6	eye esi ɣe dze la, ŋdɔkutsu ɖui; eye esi ke meli nɛ o ŋuti la, eyrɔ. 
MRK.4.7	Eye bubu ge ɖe ŋuwo me; eye ŋuwo mie, eye wovu tsyɔ edzi, eye metse ku o. 
MRK.4.8	Eye bubuwo ge ɖe anyigba nyui la dzi, eye esi womie la, wotsi, eye wotse, ɖewo blaetɔ̃, ɖewo blaade, eye ɖewo alafa. 
MRK.4.9	Eye wògblɔ bena: Amesi to senu li nɛ la, nesee!
MRK.4.10	Eye esi wòsusɔ eya ɖeka ɖi la, amesiwo kpe ɖe eŋuti kple ame wuieve la, wòbia lo la gɔme. 
MRK.4.11	Eye wògblɔ na wo bena: Miawo la wona mawufiaɖuƒe la ƒe nuɣaɣla mi; ke ame mawo, siwo le egodo la, wona nuwo katã wo le lododowo me, 
MRK.4.12	bena amesiwo le nu kpɔm la, nakpɔ nu, ke womagadze sii o; eye amesiwo le nu sem la, nase nu, ke womagase egɔme o, bena woagatrɔ, ne woatsɔ woƒe nuvɔ̃wo ake wo o. 
MRK.4.13	Eye wògblɔ na wo bena: Ne miese lo sia gɔme o la, aleke lawɔ, eye mianya lododoawo katã gɔme mahã? 
MRK.4.14	Nukuwula le nya la wum. 
MRK.4.15	Ke esiawo nye amesiwo le mɔ to, afisi wowu nya la ɖo; eye ne wosee ko la, enumake Satana vana, eye wotsɔa nya, si wowu ɖe wo me la, yinɛ. 
MRK.4.16	Ke esiwo wowu ɖe kpenyigba dzi la, wonye amesiwo, ne wose nyaa la, woxɔnɛ enumake kple dzidzɔ; 
MRK.4.17	eye ke meli na wo o, eye wonɔa anyi ʋee ko; ke ne fukpekpe kple yometiti va le nya la ŋuti la, enumake wozua nuɖiaɖia na wo. 
MRK.4.18	Eye bubu, siwo wowu ɖe ŋuwo dome la, woawo nye amesiwo sea nya la, 
MRK.4.19	eye xexeame ƒe agbagbadzedzewo kple kesinɔnu ƒe beble kpakple nu mamleawo ƒe amedzodzro yina ɖe wo me, eye wotsyɔa nya la dzi, eye wotsia matsematse. 
MRK.4.20	Eye esiwo wowu ɖe anyigba nyui la dzi la, woawo nye amesiwo sea nya la, eye woxɔnɛ, eye wotsena, ɖewo blaetɔ̃, ɖewo blaade, ɖewo alafa.
MRK.4.21	Eye wògblɔ na wo bena: Ɖe wotsɔa akaɖi vanae, be woada ɖe afianu alo abati te mahã? Alo menye be woatsɔe ada ɖe akaɖiti dzi oa? 
MRK.4.22	Elabena naneke mele ɣaɣla o, negbe ɖeko wòaɖee ɖe go afia; eye womewɔ naneke hã le vivi me o, ke boŋ bena wòava kekeli me! 
MRK.4.23	Amesi to senu li nɛ la, nesee. 
MRK.4.24	Eye wògblɔ na wo bena: Milé to ɖe nusi Sem miele la ŋuti; dzidzenu, si mietsɔ dzidze nui la, eya ke woatsɔ adzidze nui na mi, eye woade edzi na mi. 
MRK.4.25	Elabena amesi ke si nu le la, woana nui; ke amesi si nu mele o la, nusi le esi la, woaxɔ eya hã le esi.
MRK.4.26	Eye wògblɔ bena: Mawufiaɖuƒe lã le ale, abe alesi ame tsɔa nuku dea anyigbatu me ene; 
MRK.4.27	eye wòdɔa alɔ, eye wòfɔna zã kple keli, eye nuku la miena, eye wòtsina ale bena, eya ŋutɔ menyanɛ o. 
MRK.4.28	Anyigba la na nuku wɔna le eɖokui si; gbã ewɔa togba, ekema liŋɔ, emegbe la kutsetse blibo noa liŋɔ la me. 
MRK.4.29	Ke ne kutsetse la ɖi la, enumake edoa nuŋehɛ ɖa; elabena nuŋeɣi la ɖo.
MRK.4.30	Eye wògblɔ bena: Nuka ŋu miatsɔ mawufiaɖuƒe la aɖoe mahã? Alo lo ka woaɖo le eŋuti mahã? 
MRK.4.31	Ele abe logoku ene, esi ne woƒãe ɖe anyigba me la, ele sue wu atiku, siwo katã le anyigba la dzi; 
MRK.4.32	eye ne woƒãe la, emiena, eye wòva lolona wua abɔ me tiwo katã, eye wòɖea alɔ gãwo nenem bena, dziƒoxeviwo ate ŋu adze ɖe eƒe vɔvɔli me.
MRK.4.33	Eye wògblɔ nya fia wo le lododo sia ƒomevi geɖewo me, abe alesi wòanya se na wo ene. 
MRK.4.34	Eye ne menye lododowo o la, meƒoa nu na wo o; ke ne eya kple eƒe nusrɔ̃lawo ɖeɖe woli la, eɖea nuwo katã gome fia wo.
MRK.4.35	Eye le nenem ŋkeke ma dzi, esi fìẽsi ɖo la, egblɔ na wo bena: Mina ne míayi go keme dzi. 
MRK.4.36	Eye esi wogblẽ ameha la ɖi la, wokui yi, abe alesi wòle ʋu la me ene; eye ʋu bubuwo hã kpe ɖe eŋuti. 
MRK.4.37	Eye ahom sesẽa ɖe va tu, eye ƒutsotsoewo le ŋeŋem ɖe ʋu la me, ale bena ʋu la de asi yɔyɔ me. 
MRK.4.38	Ke eya ŋutɔ le ʋu gome, Zia suɖi le alɔ̃ dom, eye wonyae gblɔ nɛ bena: Nufiala, ɖe miaƒe tsɔtsrɔ̃ metsɔ gbɔwò nya o mahã? 
MRK.4.39	Eye esi wònyɔ la, eblu ɖe ya la ta, eye wògblɔ na ƒu la bena: Zi ɖoɖoe, dze anyi! Tete ya la dzudzɔ ƒoƒo, eye ɖoɖoe gãa ɖe zi. 
MRK.4.40	Eye wògblɔ na wo bena: Nuka wo mievɔ̃ ale? Ɖe xɔse mele mia si o mahã? 
MRK.4.41	Eye wovɔ̃ geɖe ŋutɔ, eye wogblɔ na wo nɔewo bena: Ameka gɔ̃e nye esia bena, ya kple ƒu gɔ̃ hã ɖoa toe mahã?
MRK.5.1	Eye wòva ɖo ƒu la godo le Gadaratɔwo ƒe anyigba dzi. 
MRK.5.2	Eye esi wòdo go le ʋu la me la, amea ɖe, si me gbɔgbɔ makɔmakɔ le la, do go tso yɔdowo me va kpee, 
MRK.5.3	amesi ƒe nɔƒe nye yɔdowo me, eye amea ɖeke mete ŋu blane kple kɔsɔkɔsɔ gɔ̃ hã o; 
