MAT.1.1	Ña'a kùu sivi ma ndian kūu ñivi Jesucristu, ra kūu ñivi ma racha'nu David, chi'in racha'nu Abraham. 
1JN.5.10	Yakan va tu chìnunio ma tu'un ma ra Se'e Ndioo, cha chìto yo ti ña ndicha kùu ma tu'un ña kà'an Ndioo cha'a' Se'e ra ña ìyo tichi anima yo, va taku ma ndian tüvi chìnuni ma tu'un Ndioo, ndiakan kàti na ti mamaa tu'un vatani kùu ma ña kà'an ra. Takan kàti na ti tüvi chìnuni na ña tu'un ndaa kùu ma ña kà'an Ndioo cha'a' ma ra kùu Se'e ra. 
1JN.5.11	Ma Racha'nu Ndioo cha kāti kachin ra nuu yo, ti kùuni ra ña na ni'o nuu ni koo yo endeeni chi'in ra. Ta cha'a' ña ndō'iin yo chi'in Se'e ra kùu yi ña ni'o nuu ni koo yo endeeni chi'in ra. 
1JN.5.12	Yakan va ma ndian chìnuni tu'un ma ra Se'e ma Racha'nu Ndioo, cha nì'i na yi, va takua ma ndian tüvi chìnuni tu'un ma ra Se'e Ndioo, na tüvi nì'i na yi.
1JN.5.13	Tài ma tu'un i'ya kuenda ndo ndian chìnuni tu'un ma Racha'nu Jesuu ra kùu Se'e Ndioo, ikan na koto kachin ndo ña cha nì'i ndo nuu ni koo ndo endeeni chi'in ra.
1JN.5.14	Yakan va na tüvi ìyo yi ña yu'vio kà'an yo chi'in ma Racha'nu Ndioo, vati cha kàti ra ña tu kà'an yo chi'in ra ma ña va'a ña kùuni maa ra, ni taso'o ra ma ña kà'an yo. 
1JN.5.15	Yakan va cha chìto yo ti ora kà'an yo chi'in ma Racha'nu Ndioo, tàso'o ra ma ña kà'an yo. Ta juuni cha chìto yo ña tu chìkan yo iin nakuyi nuu ra, ta cha nī'o yi ndia.
1JN.5.16	Ta tu nde'o ña ma ndian kùu ta'an yo jà'a na iin kuati, ña tüvi iin kuati ka'nu ña kundaka yi na iti' nuu kuvi na endeeni, na ka'an yo chi'in Ndioo kuenda na, ikan na jaka'nuni ra ma kuati na ta ku'va ra iti' koo ndito na chi'in ra. Ta tu ja'a na iin kuati ka'nu ña ìyo yi ña kuvi na endeeni, ta tüvi ìyo yi ña ka'an yo cha'a' na nuu Ndioo tuva takan. 
1JN.5.17	Yakan va tandi'i ma ña tüvi va'a ña jà'a ma ñivi iin kuati kùu yi. Va töve ndisaa kuati ña jà'a ma ñivi ndàka yi nuu kuvi na endeeni.
1JN.5.18	Ta juuni cha chìto yo ña ndisaa ndian kùu se'e Ndioo, töva ìyo na ña ja'a na kuati, vati ma ra Se'e Ndioo kùu ma ra jà'a kuenda na. Ta cha'a' yakan kùu yi ña na küu ga ja'a ma kui'na ja'án' ña na ku'un na iti' kini.
1JN.5.19	Va cha chìto yo ti ñivi ìyo kuenda Ndioo kùu maa yo, va cha yatin ndisaa ma ñivi ñuñivi kùu ma ndian ìyo kuenda ma kui'na. 
1JN.5.20	Ta juuni cha chìto yo ña kīchaa ma ra Se'e Ndioo nuu ñu'u' ñuñivi i'ya ta chā'a ra chinituni yo, ikan na nakoto yo ma Ndioo ndicha. Ta cha'a' yakan kùu yi ña indukuni ìyo yo chi'in ra, ta chi'in ma ra Se'e ra Jesucristu ndia. Yakan va ma rakan kùu ra ma Ndioo ndicha, vati chà'a ra nuu koo yo endeeni chi'in ra.
1JN.5.21	Yakan va ndyo'o se'yu, na ja'a ndo kuenda nuu ndo ta tüva ìyo yi ña jaka'nu ga ndo ma ndioo yutun ña jànda'viña'a. Ta takan na kuu yi. Amén.
2JN.1.1	Yu'u iin ra kuxini ndian chìnuni, tài tutu i'ya kuenda yo'o iin ña'a ña kùu iin ña kāchin Ndioo ña kùu̱n iin ñivi ra, ta juuni tài yi kuenda ndian kùu se'un ndia. Ndicha kuii ña ya'a kùuni̱ nde'i ndo. Ta yüvi yu'uni va juuni ndisaa ndian nàkoto ma tu'un ndaa, juuni kùuni na nde'e na ndo ndia. 
2JN.1.2	Yakan va nduva'a kùuni̱ nde'i ndo cha'a' ña cha chìto yo ma tu'un ndaa, ta ma tu'un ikan ti na tüva ni naani yo yi, vati endeeni koo yi chi'o. 
2JN.1.3	Ma Racha'nu Ndioo ra kùu Tatá yo chi'in ma Racha'nu Jesucristu ra kùu Se'e ra, na ku'va ra ma ñamani ra nuu ndo ta na kunda'vini ra ndo, ikan na koo vii ndo chi'in ta'an ndo. Ta na takan ja'a ra chi'in ndisaa yo ña nàkoto ma tu'un ndaa, ta juuni ndisaa yo ña ya'a kùuni yo nde'o ta'an yo ndia.
2JN.1.4	Yakan va nduva'a kuii chisii̱ vati ndē'i uvi uni ndian kùu ñivi ta'an ndo ña chìnuni ndicha ma tu'un ndaa, ta jà'a na takua kà'an ma Ndioo Tatá yo ña na ja'a yo. 
2JN.1.5	Ta vitin ndyo'o ndian chìnuni, chìkain ñamani nuu ndo ña na ndakimani ndo ma ñivi ta'an yo ña kùuni na nde'e na ta'an na ndia. Ta ma tu'un ña tài kuenda ndo ma vitin, ti na yüvi tu'un chaa kùu yi kuenda yo, vati ma tu'un ña cha chīni yo nda ora kīcha'a yo chìnuni yo kùu yi. 
2JN.1.6	Yakan va jàna'a yo ña ya'a kùuni yo nde'o ma Racha'nu Ndioo ora chàkuu yo kuenda jachi'o ma tu'un ña kà'an ra, vati cha kātitu'un ma Ndioo Tatá yo chi'in yo ña ìyo yi ña na koo yo kuenda kùunio nde'o ma ndian kùu ta'an yo, takua cha chīni ndo ma ora kīcha'a ndo chìnuni ndo niku.
2JN.1.7	Vati nuu ma ñu'u' ñuñivi i'ya chàkunuu nduva'a kuii kua'a' ma ndian janda'viña'a ìyo vitin. Ta juuni ma ndiakan kùu ma ndian töve ku'va na kuenda ña ma Racha'nu Jesucristu kùu ra iin ra'ii ndicha ora kāku ra ma nuu ñu'u' ñuñivi i'ya. Takan kà'an na ña kùuni na janda'viña'a na yo, vati xaani na nde'e na ma Racha'nu Jesuu. 
2JN.1.8	Yakan va na ja'a ndo kuenda nuu ndo chi'in ma tu'un jàna'a na, koto jänaa ndo ma ya'vi ña jākanaa ndo cha'a ma tiñu cha jà'a yo kuenda Ndioo. Vati ìyo yi ña ni'i ndo tandi'i ña va'a ña chà'a ma Racha'nu Ndioo Tatá yo nuu ndo.
2JN.1.9	Ta ndian tiso tiaga siki ña jà'ani na ña kà'an na ma tu'un ña jāna'a Cristu nuu yo, kùuni yi ka'an yi ña na tüva ìyo ma Racha'nu Ndioo chi'in na tuva kua ikan jà'a na. Vati tu endee kuà'an yo iti' ra takua jàna'a ma Racha'nu Cristu, kùuni yi ka'an yi ña ìyo ma Ndioo Tatá yo chi'in yo, ta juuni ìyo ma Racha'nu Se'e ra chi'in yo ndia. 
2JN.1.10	Ta tu ìyo nda ndian chaa nuu ìyo ndo va tüvi jàna'a na tu'un ndaa takua kà'an ma tu'un jàna'a ma Racha'nu Cristu, va'aga ña na töve kàña'a ndo chi'in na, ta ni kü'va ndo ve'e ndo kundaa na ndia. 
2JN.1.11	Vati tu ìyo ndaa ndyo'o ña tìñu'u ndo na, kùuni yi ka'an yi ña indukuni kùta'an ndo chi'in ma ña kini ña jà'a na ndia.
2JN.1.12	Ìyo kua'a' ga ma tu'un ña kùuni ka'in chi'in ndo, vati töve kùuni̱ tai yi nuu tutu. Va'a ga ña ku'un mai ma nuu ìyo ndo, ta ikan natu'un ta'an yo yi, ikan na sii kùuni ndisaa yo.
2JN.1.13	Ta vitin ma ñivi ta'an ndo ndian ìyo i'ya, ndian kāchin ma Ndioo, tàchi na iin saludu nuu ndo. Ta takan na kuu yi. Amén.
3JN.1.1	Yu'u iin ra kuxini ndian chìnuni, tàchi̱ tutu i'ya nuu̱n, yo'o ra nàni Gayu, ra merui ña ndicha kuii kùuni̱ nde'i.
3JN.1.2	Yo'o yani, kà'in chi'in Ndioo kuendaun, ikan na koo va'un takua kùuni ma Racha'nu Ndioo ña koun, vati tüvi kùuni̱ nuva ta'un ja'a ma kue'e ndia. Yakan va na koo va'un chi'in ndisaa ma tiñu va'a ña jà'un. 
3JN.1.3	Nduva'a kuii chìsii̱ ora kīchi kàtitu'un ma ndra yani yo nui ña ìyo ma tundeeni Ndioo chi'un, ti endeeni kuà'un ma iti' ndaa. 
3JN.1.4	Ta cha'a' yakan kùu yi ña nduva'a kuii chìsii̱, vati cha chītoi cha'a' ma ndian kùu se'i, vati endee kuà'an na ma iti' ndaa takua kùuni ma Racha'nu Ndioo ña na ja'a na.
3JN.1.5	Yo'o yani, ya'a va'a ja'un ña tìndeun ma ndian kùu ta'an yo ña chìnuni kīchi inga ñuu ora chàa ndra chànde'e ndra ñuu̱n ma nuu ìyo ve'un vaji töve nàkotoun ndra. 
3JN.1.6	Ta ndiakan kùu na ña chā'a na kuenda nuu ma ndian chìnuni tu'un Cristu ña ya'a ga kùuniun nde'un na. Ta vitin chìkain iin ñamani nuu̱n ña na tindeun na chi'in ndisaa ma ña chiniñu'u na, ti takan va'a kùuni ma Racha'nu Ndioo. Ta takan ja'un, ikan na ku'un va'a na ma iti' nuu. 
3JN.1.7	Vati cha'a' ña tìñu'u na ma Racha'nu kùu yi ña chàkunuu na, ta töve jà'a na ña ki'in na ña soko ma ndian töve chìnuni. 
3JN.1.8	Yakan va ìyo yi ña nanduku yo naja tindee yo na, ikan na ndo'iin yo chi'in na, ti indukuni jàtiñu yo kuenda ma tu'un ndaa.
3JN.1.9	Yu'u tāi iin tutu ta tāchi̱ yi nuu ma ñivi chinuni ikan, va ma ra nàni Diótrefe ti na tüvi kùuni ra jachi'in ra ma ña kà'an yi, vati maa ra kùu ma ra chàta'ani ka'nda tiñu. 
3JN.1.10	Yakan va ora ni chai ma ndakan, tajan ni katitu'in nuu ndo cha'a' ma kuati jà'a ra, vati cha chīnitu'in ña kà'an ra tu'un vata chata ndi, ta yakan ti na yüvi ña va'a kùu yi. Vati na tüvi ndaki'in maani ra ma ndian kùu ta'an yo ndian vàchi inga ñuu vaji ndian jàtiñu kuenda Ndioo kùu na. Ta nda ma inga ndian chìnuni ña ìyo chi'in ra juuni na tüvi chà'a ra ña na ndaki'in maani na na ndia. Va tu jà'a na yi tajan rakan ti tavani'i ra na ma tichi veñu'u ta tüva cha'a' ra ña ki'vi ndiko na.
3JN.1.11	Yakan va yo'o yani koto jä'un takua jà'a ma ñivi ikan, va'aga na ja'un ma ña va'a. Vati ma ndian jà'a ma ña va'a, ndiakan kùu ma ñivi Ndioo, va ma ndian tüvi jà'a ma ña va'a, kùuni yi ka'an yi ti na tüvi nàkoto na ma Racha'nu Ndioo.
3JN.1.12	Ndisaa ñivi cha chà'a na kuenda ña iin ra va'a ndicha kùu ma ra nàni Demetriu, ta ndicha ña takan kùu yi. Yakan va ndava nda ndyu'u kà'an ndi ña iin ra va'a kùu ra ta chìtoun ti ña ndaa kùu ma ña kà'an ndi.
3JN.1.13	Ìyo kua'a' ga ma tu'un kùuni̱ ña kotoun va tüvi kùuni̱ tai yi nuu tutu. 
3JN.1.14	Vati yu'u chànini̱ ña va'a ga ña ku'un mai kunde'i ñu̱n ma nuu ìyoun numini tuva kuyati̱, ta ikan natu'un ta'an yo yi.
3JN.1.15	Yakan va na koo viiun chi'in Ndioo, ta ma ndian meru yo tàchi na iin saludu nuu̱n. Ta juuni na katitu'u̱n ma saludu i'ya nuu ta'ii'iin ndian ñivi kùu meru yo ndian ìyo ndakan ndia.
JUD.1.1	Yu'u Juda ra kùu yani Jandiau, ra jàkuu tiñu nuu ma Racha'nu Jesucristu, tàchi̱ saludu nuu ndyo'o ti ma Racha'nu Ndioo Tatá yo kāchin ra ndo ta kùuni ra nde'e ra ndo, ta ma Racha'nu Jesucristu kùu ra ma ra kùmi ra ndo. 
JUD.1.2	Ta na kunda'vini ga ma Racha'nu nde'e ra ndo ta na koo vii ndo ta kùuni ndo nde'e ndo ta'an ndo, takua kùuni ma Racha'nu nde'e ra ndo.
JUD.1.3	Ndyo'o yani̱ ndian ya'a kùuni̱ nde'i, cha ìyo tiempu ña kùuni̱ tai iin tutu kuenda ndo ña kà'an yi cha'a' ña kàkú ndo jà'a Ndioo kua jàkakú ra yu'u ndia. Va vitin tài tu'un i'ya kuenda ndo ti ìyo yi ña janini̱ ndo, koto kü'va ndo ña jakesiin na ndo, ta sama na ma tu'un ndaa cha'a' ma Racha'nu Jesuu ña chìnuni ndo ña iin cha'ani chā'a ra yi nuu tandi'i yo ndian kùu ñivi ra. 
JUD.1.4	Vati ìyo iin ma ndra cha kī'vi xe'e ma tañu ndo ña jà'ani ndra ña ndra va'a chìnuni tu'un Ndioo kùu ndra. Ta takan jànda'viña'a ndra ndo ti yüvi ma ndian chìnuni kùu ndra takua kùu ndo. Ti jàna'a ndra ña va'ani tu ki'vi ndra ja'a ndra ma ña kini cha'a' ña cha ìyo ma ñamani Ndioo chi'in ndra, kùuni ndra. Ta juuni kàti ndra ña ma Racha'nu Jesucristu yöve uvanuu ra kùu ma ra chito'o yo, kàti ndra. Yakan va kua kàti ma nuu tutu Ndioo tatiempu, ma Racha'nu Ndioo ni jakutuni ra ma kuati ndrakan, ikan na nde'e ndra tundo'o cha'a' ña jà'a ndra.
JUD.1.5	Ta vaji cha chìto ndo, ta vitin kùuni̱ jakuku'un ndikoni̱ ndo ña ma ora cha yā'a jakakú ndio ma Racha'nu Ndioo ndian judíu ndian kùu ñivi ra ma nuu tundo'o ña jànde'e ma ñivi ìyo ma ñuu Egiptu ma tatiempu. Ta ma ora cha yā'a yakan, ma Racha'nu Ndioo jānde'e ra ma tundo'o ta jānaa ra ma ndian judíu ndian tüvi chìnuni ña chīyo tañu na ndia. 
JUD.1.6	Ta jàkuku'uni ndo ña ìyo kua'a' ma tati ña jà'a tiñu nuu Ndioo ña tüvi jà'a na tiñu nuu ra takua ìyo yi ña ja'a na yi, ti ndākoo na yi niku. Va ma tati ikan cha chū'ni ma Racha'nu Ndioo na ma nuu naa chi'in ma kadena kaa kuenda ña na nde'e na tundo'o endeeni, nda kati chaa ma kivi nuu ndi'inia ña Ndioo ni jakutuni ra na cha'a' ma kuati na. 
JUD.1.7	Ta indukuni tā'an ma ndian ìyo ñuu Sodoma chi'in ma ñuu Gomorra chi'in ma inga ma ndian ìyo ma ñuu kuati ña kàndii yatini xiin yi. Ma ndra ñuu ikan nduva'a kuii kua'a' kuati jā'a ndra chi'in ma kuñu ndra, nda kati chàta'ani ndra ki'vi ndra juuni chi'in ndra'ii chi'in ndra. Yakan va indukuni jā'a ma Ndioo chi'in ndra ti jānaa ndi'i ra ma ñuu ikan chi'in ñu'ú. Ta ma tu'un i'ya jàna'a yi nuu yo ña takan Ndioo ni ja'a ra chi'in ma ndian jà'a ma ña kini takan. Va ni jande'e ra tundo'o na, ta ni jakutuni ra ma kuati na, ikan na kayu na endeeni.
JUD.1.8	Ta juuni ma ndra jà'ani ña kùu ndra matru ikan, ña ìyo tañu ndo juuni jà'a ndra ma ña kini, ta takan töve tìñu'u ndra ma kuñu ndra, ta kàti ndra ña ma ña chàni ndra tichi ñuma'na ndra ìyo ma ndatu Ndioo chi'in yi kuenda ndra, ña na katitu'un ndra yi nuu ma ñivi ña na jachi'in na yi. Ta töva jachi'in ndra ma Racha'nu Ndioo ta ndava kà'an ti'ini ndra chata ma ndatu ma tati ña jà'a tiñu nuu ra ndia. 
JUD.1.9	Vati ni ma tati ña nàni Mike, ña chà'nda yi tiñu nuu ma tati ña jàkuu tiñu nuu Ndioo, ta ma tati kùxini ikan vaji ìyo ndatu yi, tüvi nī kuuni yi tisokuati yi ma kui'na ora kànita'an yu'u yi cha'a' ma ñunda'yu ma Moisés. Vati ndākoo ma tati kùxini ikan yi nuu nda'a ma Ndioo ta te'en nāka'an yi chi'in ma kui'na: “Ma Racha'nu Ndioo, na jande'e ra tundo'o ñu̱n”, kàti yi. 
JUD.1.10	Ta ma ndra matru vata ikan chàtu'un ndra ta kà'an ti'ini ndra cha'a' ma ña tüvi kutuni va'ani ndra. Ta ma ña töve va'a ña jà'a ndra indukuni jà'a ndra yi takua jà'a kiti ña töve kuii chìto ndri ña jà'a ndri. Yakan va ni jandi'i maa ndra nuu ndra cha'a' ma ña jà'a ndra takan.
JUD.1.11	Va nda'vi ta'an ma ndrakan ña kuà'an ndra ma iti' kini takua jā'a ma ra nàni Caín. Ta cha'a' xu'un' ma ña nànduku ndra jakanaa ndra kùu yi ña ndākoo ndra ma tiñu va'a jà'a ndra, ta kī'vi ndra jà'a ndra ma ña kini takua jā'a ma ra nàni Balaam. Ta chì'í ndra takua chī'í ra nàni Coré cha'a' ña töve nī jachi'in ndra ma ña kà'an ma Racha'nu Ndioo. 
JUD.1.12	Iin ña tukanuuni kùu yi ora chàa ma ndrakan nuu ndò'iin ndo ña jà'a ndo viko ta jàka'nu ndo ma Ndioo. Ti endee chàchi ndra ta chì'i ndra, ta ya'a ga sii kùuni ndra ta töve tìñu'u ndra ma Racha'nu Ndioo. Ta nànduku ndra ma ña va'a kuenda maani ndra. Ta kùu ndra takua kùu ma viko ña tüvi ndiso yi takuii ña kèñu'u ma tati yi te'en tikan, ta juuni kùu ndra takua kùu ma yutun ña tüvi jàtiñu ndrun ma tiempu ña ìyo yi ña jatiñu ndrun. Yakan va ndisaa ma ndra jà'a takan cha chī'í ndra takua kùu ma yutun ití ña chī'í ndrun chi'in ndava nda ma yo'o ndrun ndia. 
JUD.1.13	Ndisaa ma ña jà'a ndra kùu yi ña jàkukanuu yi ndra ti ya'a kini kùu ma ña jà'a ndra, ta kùu ndra takua kùu ma xikiñu kini ña chàkoso yu'u tañu'u jà'a ma ola ka'nu. Takua ma ndoso chìnu ri iti' andivi ta numini naa ri, takan kùu yi chi'in ma ndrakan, ndra chàkunuu te'en tikan, va numini ni naa ndra endeeni, ta ni kindoo ndra ma nuu naa.
JUD.1.14	Takan kūu ta kuenda ma tu'un i'ya cha kātitu'un ma ra nàni Enoc, ma ra kūu tata ucha ma Adán, te'en nāka'an ra chata ma ndian jà'a takan: “Ndè'i ma Racha'nu ña vàchi ra chi'in nduva'a kuii kua'a' mii ma ndian ií ndian jàkuu tiñu nuu ra chi'in ra. 
JUD.1.15	Vàchi ra ta ni jakutuni ra cha'a' ndisaa kuii kuati ña jà'a ma ndian kini cha'a' ña töve chìnuni na tu'un ra. Ta juuni ni jande'e ra tundo'o ma ndian kà'an ti'ini chata ra ndia.” Takan kāti Enoc tatiempu.
JUD.1.16	Ndisaa ndra matru vata ikan endee ka'anti'ini ndra chata nda ña ni kùuni, ti tüvi kìndoo va'ani ndra chi'in ma tu'un ña kà'an na. Ta endee chàtu'un ndra ma ña jà'a inga ñivi. Vati ma ña nànduku ndra jà'a ndra kùu yi ña na kindoo va'a ndra juuni chi'in maa ndra. Ta ya'a chàta'ani ndra jandotayi ndra ndra. Ta chàta'ani ndra jandomani ndra ma ñivi chi'in ma tu'un vii kuenda ña kùuni ndra kindoo va'ani ndra chi'in na.
JUD.1.17	Va taku ndyo'o ndian yani̱ ndian ya'a kùuni nde'i, na kuku'un va'ani ndo takua kātitu'un ma ndra kùu tatun Jesucristu. 
JUD.1.18	Vati ndrakan kātitu'un ndra ña ma nuu ni ndi'i ma ñuñivi ni koo ñivi ña ni ka'an ti'ini na chata ma ndian kùu ñivi Ndioo, ta ni ja'a na ma ña kini takua kùuni maa na. 
JUD.1.19	Ta juuni ndrakan jàkesiin ndra ma ñivi, ta jà'a ndra ma ña kini ña chàta'ani maa ndra ja'a ndra, vati töve ìyo ma Tati Ií Ndioo chi'in ndra.
JUD.1.20	Va taku ndyo'o ndian kùu yani ña chìnuni tu'un Ndioo, na chinuni va'a ga ndo ma tu'un ra, ikan na ni'i ga ndo naja kua koo ií ndo chi'in ra. Ta juuni na ka'an ndo chi'in ma Racha'nu Ndioo kuenda ña na tindee ma Tati Ií ra ndo. 
JUD.1.21	Yakan va na koo va'a ndo chi'in Ndioo cha'a' ña ya'a kùuni ra nde'e ra ndo. Ta na kuatu va'a ndo ma Racha'nu yo Jesucristu ma ora ni chaa ma kivi ña ni ku'va ra ña na koo ndito ndo chi'in ra endeeni cha'a' ña ya'a kunda'vini ra ndo.
JUD.1.22	Ta na kunda'vini ndo ma ndian ta'an ndo ña tüvi chìnuni va'a, 
JUD.1.23	ta na tindee ndo ma inga ñivi, ikan na kakú na koto ku'un na ma andaya'. Ta inga na na kunda'vini ndo nde'e ndo na vaji juuni ìyo yi ña ja'a ndo kuenda nuu ndo chi'in ma ña kini jà'a na, koto juuni maa ndo na kï'vi ndo ja'a ndo ma ña kini ña jà'a na ndia.
JUD.1.24	Ta ma Racha'nu Ndioo ìyo ndatu, kuenda kumi ra ta takan töve ja'a yo ma kuati, ikan na kuu chaa yo koo yo ma nuu ìyo ra. Ta ni kuu yo takua kùu iin ja'ma chaa ña nï'iin ta'vi töve meku ta nduva'a sii ni kuuni yo ora chaa yo nuu ìyo ra. 
JUD.1.25	Yakan va na jaka'nu yo ma Racha'nu Ndioo, ti uvanuu ra kùu ma ra kùu jakakú yo cha'a' ma Racha'nu Jesucristu. Ti ma Racha'nu Ndioo kùu ma ra chà'nda tiñu ta ìyo kua'a' ndatu ra ta ra nduva'a ka'nu kùu ra ndia. Yakan va na jaka'nu yo ra vitin, itaan ta endeeni. Ta takan na kuu yi. Amén.
REV.1.1	Ndioo chā'a ra ña na katitu'un Jesucristu tu'un i'ya, ikan na jana'a ra ma ndian jà'a tiñu nuu ra, cha'a' ma ña ni ta'an yo numi kuiini ma tiá iti' nuu. Vati ma Racha'nu Jesucristu tāchi ra iin tati jàkuu tiñu nuu Ndioo, ikan na katitu'un yi tu'un i'ya nuu Xuva ra jàkuu tiñu nuu Jesuu. 
REV.1.2	Ta ma Xuva kùu ra, ra kātitu'un ndaa ra nuu ma ñivi ndisaa kuii tu'un ña tāchi Ndioo ra chi'in tu'un ña jāna'a ma Racha'nu Jesucristu nuu ra ndia, vati Xuva chā'a ra koto ma ñivi ndisaa kuii ña ndē'e ra.
REV.1.3	Ta na sii kuuni ma ndian jàkua'a ma tu'un i'ya ña kà'an ña ni kuu, ta juuni na sii kuuni ndian taso'o yi ta jachi'in na ña kà'an yi, vati cha kùyatin ma ora ña ni chinu ma tu'un i'ya ña kà'an yi.
REV.1.4	Yu'u Xuva, tài ma saludu i'ya ta tàchi̱ yi kuenda ndisaa ndyo'o ndi ucha veñu'u ndian ìyo ninii ka'nu ma ñu'u' Asia ña kùu ndo ucha veñu'u ma Racha'nu Jesucristu. Ma Racha'nu Ndioo ndo, na ku'va ra ma ñamani ra nuu ndo, ta na ku'va ra ña na koo vii ndo kuenda ra, ti maa ra kùu ra ña ìyo ra ma vitin, ta maa ra kùu ra ña cha takani ìyo, ta maa ra kùu ra ña ni kichi ra tiá iti' nuu ndia. Ta juuni na ku'va ma ndi ucha nuu ma Tati Ií Ndioo ñamani yi nuu ndo chi'in ña koo vii ndo ndia, nda ma nuu ka'ìin yi iti' nuu chà'nda Ndioo tiñu. 
REV.1.5	Ta nda nuu ma Racha'nu Jesucristu na ni'i ndo ñamani Ndioo ta na koo vii ndo ndia, ti rakan kùu ra testigu ndaa, ta ra nunuu ña nātaku tañu ma ndian ndií, ta chà'nda ra tiñu nuu tandi'i ma ndra kumitiñu ña ìyo ma nuñu'u' ñuñivi i'ya. Vati Cristu ikan kùu ra ña ya'a kùuni ra nde'e ra yo, ta cha jānandoo ra ma kuati yo cha'a' ña chāti ma nii ra cha'a' yo. 
REV.1.6	Ta juuni jā'a ra yo ña na kùu yo takua kùu ma ndra kùu rey ndra chà'nda tiñu, chi'in ña na kuu yo sutu, ndra jàka'nu ma Racha'nu Ndioo Tatá yo. Yakan va na jaka'nu yo ma Racha'nu Jesucristu, ta na koo ndatu ra endeeni. Ta takan na kuu yi. Amén.
REV.1.7	¡Na nde'e ndo!, vati Cristu vàchi ra tañu ma viko. Ta ikan ndisaa na ni nde'e na ra, ta nda ma ndian xaani ni nde'e na ra, ta nda ma ndian jātakue'e kuñu ra ni nde'e na ra ndia. Ta tandi'i ma ñivi ìyo ñuñivi ni kuaku na ma ora ni nde'e na ra, ta ndicha ña takan kùu yi, ta takan ni kuu yi ndia.
REV.1.8	Vati ma Racha'nu Ndioo kà'an ra ña: “Yu'u kùu ma ra nunuu, ta ma ra nuu ndi'inia, takua kùu ma letra A chi'in Z, ti yu'u kùu ma ra kuxini ma vitin, ta kùi ma ra takani kūi niku, ta kùi ma ra ni kichi iti' nuu ndia.” Takan kāti ma Racha'nu Ndioo ra ya'a ìyo ndatu.
REV.1.9	Yu'u ra nàni Xuva, ra juuni chìnuni̱ takua chìnuni ndo, ti cha ndō'ii̱n chi'in ndo cha'a' ma Racha'nu Jesuu. Yakan va juuni ni ni'i̱ nuu ni koi chi'in ndo ma nuu chà'nda Ndioo tiñu, ti juuni ya'a jāndeeni̱ ña nde'i tundo'o ndia. Vati cha'a' ña kàtitu'in ma tu'un Ndioo nuu ma ñivi cha'a' ma Racha'nu Jesucristu, kùu yi ña tāchi na yu'u kuenda ña ndè'i tundo'o ma tichi ku'u ña nàni Isla Patmo. 
REV.1.10	Vati iin kivi ña na jaka'nu yo ma Racha'nu kūu yi ña ndai jaka'nui ra chi'in ndatu ma Tati Ií Ndioo, tajan ma iti' chatai chīni̱ iin tati ña ya'a kanachaa, takua kùu iin tati ma yutun tìvi 
REV.1.11	ña te'en kà'an yi chi'i̱n:
REV.1.11	―Yu'u kùu ma ra nunuu ta ma ra nuu ndi'inia, takua kùu ma letra A chi'in Z, ta cha'a' yakan kùu yi, ña yu'u kùuni̱ ña na taun iin nuu tutu ma ña ndē'un, tajan na tachiun yi ma nuu ndi ucha ma veñu'u, ndian chìnuni ña ìyo ma iti' ñu'u' Asia. Taku nuu ma ñivi Ndioo ña ìyo ma ñuu Efesu, chi'in nuu ma ñivi Ndioo ña ìyo ñuu Esmirna, ta nuu ma ñivi Ndioo ña ìyo ñuu Pérgamo, ta nuu ma ndian ìyo ñuu Tiatira, ta nuu ma ndian ìyo ñuu Sardis, ta nuu ma ndian ìyo ñuu Filadelfia, ta nuu ma ndian ìyo ñuu Laodicea ndia.
REV.1.12	Ta ma ora chīkoni'i ndioi ma iti' chatai ña kùuni̱ nde'i yo tati kùu ma ña kà'an chi'i̱n, tajan ikan ndē'i ucha ta'an ma kandileru oro nuu chàkuiin ma tima. 
REV.1.13	Ta tañu ma ndi ucha ta'an ma kandileru nuu chàkuiin ma tima, ikan ndē'i iin ma ra kàa takua kàa ma ra se'e ñivi ña ñu'u ra iin ja'ma kani, ña chàa yi ndava nda sukun cha'a ra, chi'in iin pañu oro ña chàa yi ndava nda pechu ra. 
REV.1.14	Ta ma ixi xini ra kuichin la'ndi yi, takua kuichin ma ixi ma mvechala, a takua kuichin ma nieve, ta ma tichi tinuu ra, va kàa yi takua kàa ma yaa ñu'ú. 
REV.1.15	Ta ma cha'a ra, va kua'á yi takua kàa ma kaa bronce ma ora kàyu yi ma tichi hornu. Ta ma tati ra, nduva'a ni'i kà'an yi, takua jà'a ma yuta ña nduva'a kàyu jà'a yi. 
REV.1.16	Ta ma tichi ma nda'a' kua'a ra, ka'ìin ucha ta'an ma chele, ta iin machiti ña xaan nduvi chiyo, kùu yi ña kèe yi tichi yu'u ra. Ta ma nuu ra va nduva'a tàcha yi, takua tàcha ma nduva nikandii ora ya'a xaan nde'e yi.
REV.1.17	Yakan va ma ora ndē'i ra, ta ndūvai ma iti' cha'a ra takua ndùva iin ma ña chī'í. Tajan maa ra jūndii ra ma nda'a' chiyo kua'a ra ma chatai, ta te'en nāka'an ra chi'i̱n:
REV.1.17	―Na yü'viun ti yu'u kùu ma ra nunuu, ta ma ra nuu ndi'inia. 
