MAT.1.1	Uriro uvas ma garip ma eap am Iesu Karisito. Iesu irie a gar ang Devit ga Abraham.
2PE.2.9	Eva, irio paga la businguala Ila Kakani la oit alang meba mapugutara inamaniap am iro uvuvuo na tara la omeuluan ties ang. Ga oit gat alang meba abum inamaniap mila kiram na giginanim, puoieng ira la eba apulang uniap ula kiro me maun na la gorang. 
2PE.2.10	Urio uniap ula kiro, urie la eba maioping migat inamaniap la mime amiuluan tavuk ila kire o na ma neip, ga inamaniap la mime oguek ties ang Ila Kani la ume uale mabuo.
2PE.2.10	Tie, miriro teip o usingnualap o kakarabunim la mime pringesnges ga mime tekanir ga tale kan mime merau ga mime mapuke angelop onim na panbinim. 
2PE.2.11	Pa angelop la memaning ngangas ula kakanu ga kaguma ila kani la makurupmin migat irio gar ma teip o usingnualap o kakarabunim, tale kan mime mapuke na tara la dusmeng na irap a Ila Kakani. 
2PE.2.12	Pa mirio teip la kamena gare suvailap la tale memaning agat pa mimet omiuluan na ma neip. Are ratmat ga mime mapuke me pagap la tale mamit. Kamena gare suvailap la umaiat ma ga mavarangemeng meba mavanameng teip o pasina ga umaiaring ma ga menamum ga mevara. Aret tie ga eba makiraraang Ila Kani. 
2PE.2.13	Miriro teip la mime akosar tavuk ila kire. Are ratmat ga eba akosarang Morowa tavuk ila kire ira ma ga makiraraang. Temeba ga megama papot ma parakiap ga papot o tapnuap na tara la ui efan urie la mumuru. Eva, irio gar la maialo mulinubap ula kakanu miun. Memani, tara la maionama ga parakmeng ga mimi, man omeuluan kan agat ma neip ma. Pa mivanameng ga nameng me milam meba agatming gare ro, Miriet mi la puvuvum na irap a Morowa. 
2PE.2.14	Mirie gat la mitara nameng meba durimeng ga magaulap maiam non teip. Agarip maiam la parepmeng migat ira a tavuk o kirinim, ga tale puomeng meba amaiolaing irio tavuk. Karuk. Mime marourou teip ga magaulap la tale mamaranu nagan maiong ga meranam meba okosarmeng kirinim ga mirie. Are ratmat ga eba maset makiraraang Morowa. Memani, mitara man ameuluan a tavuk o na me pagap maiam non inamaniap. 
2PE.2.15	Eva, maialam ibup ma iro alang ula puvuvui, ga man gurameng tapmat ga omeuluan tavuk ang Balam, poi ang Bior. Irie unuli pa mitara naong meba oala uniap me tavuk ang ila kire. 
2PE.2.16	Na irie tara la ula uaio Balam alang a tavuk ila kire, pa donki ang la tiesong gare migana, ga abukula me tavuk ang ila kire. Ga me iruo tavuk, donki la abunakong iriro unuli meba tale akosarang iruo tavuk o babanan.
2PE.2.17	Ga kamena gare uvau, Ila Kakani la orangaong ara non pianam la ding migat ga pupulu migat ga eba mela maionang una. Are ratmat ga orangaong Morowa non pianam la mitara arubu una gare uniap ula kiro me tavuk ila kire, meba mela maionang una. 
2PE.2.18	Memani, mirio teip o kakarabunim la mimet ties agarit ga tiesmeng it meba tevienmeng agarit ma tiesiap maiam kan. Marouroumeng non inamaniap la mamaiolai tavukup la mime makosar mila kakorikang o na ma neip onim na kimanam ga man meranam meba ina terigimeng me na tavuk ila kire onim na uro kimanam. 
2PE.2.19	Mirio teip o usingnualap o kakarabunim la mime ties gare ro, “Mimi la lop kan am Morowa. Are ratmat ga karuk kan o maimai ba la mibunakieng meba mima omiuluan agat maiong neip.” Pa tale meira mirie kan la tesigitmeng ara ira tavuk o nuvarap. Urio ties la migat. Memani, bira gare ro, Leba onang non ba migana apat noba migana, tie irie la migana ang o ubi. Are gat to, mirio teip o usingnualap o kakarabunim la maionama apat tavuk ila kire. 
2PE.2.20	Migat, mirier teip la ameit Iesu Karisito, irie Ila Kakani buang la ina ume bulagi, ga iro utmat agat la maagailie ga makabanmeng non ara tavukup mila kiram la mime mamiuluan inamaniap onim na kimanam. Pa leba ina parepmeng ira ma tavukup mila kiram, eba tale muru ba nunamap maiong. Pa tubiat, leba ina gat parepmeng ira ma tavukup mila kiram, tie eba bat maset makurupmeling mirie tavukup la makosarmeng tinan ga eba omela uniap ula kiro migat. 
2PE.2.21	Mumurum maime la eba tale amira tavuk ila puvuvui. Memani, amit ara irio paga ila mumuri, pa maialam ara ibup mi ira a. 
2PE.2.22	Aime iriro tavuk maiang, urio ties la busingiala la migat kan. Tiesieng gare ro, “Inagat terigiong kavuna ga um tarakbalip a.” Pa non ties la igama: “Uviet ara kumorot na burunam, pa ina gat man tegulakong na bisap.”
2PE.3.1	Mimi migap tuam o na migat, urio babam titot la omirtung, urie lama narain babam la osagarung me miun. Lina litiro babapien, man timuam agarip mim meba ina man agatming puvut. 
2PE.3.2	Narung meba ina onagiming gat ties la ovaikmeng mirie unulip mila babaim ma man pagap la namo betmeng tubiat. Ga narung meba ina onagiming gat maimai ang Ila Kakani, irie migana la ina bulagiong; la mipto na nanamup ma Apostolop buam.
2PE.3.3	Are ratmat ga narung ka lake meba amira irio paga ila kani: Na tara la eba betieng la lagorang, non teip la eba fugaumeng ira ma teip la naganmeng ira a Iesu Karisito ga auanmela la eba ina terigiang. Mirio teip are tiro la mime omeuluan agat ula kiro la iot na dalap ma. 
2PE.3.4	Ga eba mialava gare ro, “Tinan la tiesong Iesu la namo eba ina terigiang me na urio kimanam. Pa lagi ra titot? Eva, tale puoong meba ina terigiang. Karuk. Memani, tiralo na tara la mevara eap ga muio puoieng titot, pagap ganam na kimanam la maiot gare kan tie la makosarong Morowa.” 
2PE.3.5	Tiesmeng gare ro, memani, tale kan maset agatmeng meba mameira miriro pagap: Tiralo kan la tiesong it Morowa ga betieng panbinim. Ga okosarong kimanam o burunam ga betieng kimanam kabirana o burunam. 
2PE.3.6	Ga tubiat Morowa la tiesong ga betong maf ila kakani o urirot burunam ga ialu urio kimanam, ga lilitmeng kan inamaniap ganam. 
2PE.3.7	Ot urirot ties ang Morowa, man uale ka ubuo panbinim ga kimanam ga man liot ka ga man uanlila meba suamliong, puoieng ira tara la eba dusmeng teip la mime oguek ties ang Morowa na ties ga makiraraang Morowa.
2PE.3.8	Pa mimi migap tuam o na migat, ebun mivaia irio namurit paga: Iro agat ang Ila Kakani, namurit la la are 1,000 ma karaip pa 1,000 ma karaip la aret namurit la. Uvas ang Morowa la non ara me uvas maiong inamaniap. 
2PE.3.9	Are gat to, Ila Kani la tale kan ume teteiliat meba ouluan mida ang meba ina terigiang me na uro kimanam gare non inamaniap la agatmeng. Pa Morowa la tale ume teteiliat meba akosarang tavuk ang are non teip onim na kimanam la tiesmeng. Karuk. Irie la tale naong meba saikang migana ba o magabun ba. Karuk. Pa naong maime mirier inamaniap ganam meba maigormela dalap ma ga naganmeng ira a. Are ratmat ga man mauanula ka.
2PE.3.10	Pa urie la la namo ina terigiang Ila Kakani leba betieng gare migana o pula la ume bet. Memani, tale ameit inamaniap man tara la eba betang. Karuk. Na urie la, eba ilava duk maranit. Ga mirier maralaip ga non pagap na panbinim la eba masuamieng kit ula papamno ga makiraraieng. Kimanam gat ga mirier pagap ganam una la eba masuamieng kit ga karuk ba maime. 
2PE.3.11	Tie, leba makiraraieng kit miriro pagap ganam gare ro, tie man tavuk la eba akosarming? Mimi le akosarming tavuk ila babai ga mamiuluan mirier tavukup Morowa kan la teuba maime. 
2PE.3.12	Eva, na tara la ouanmila urie la ang Morowa la eba betieng, man makosarming it tavukup gare tie ga man okakalaitming urie la meba betieng. Na urie la lagorang, eba suamieng panbinim na kit ga makiraraieng, ga kit ula papamno migat la eba masuamieng mirier maralaip ga non pagap na panbinim ga eba karuk ba maime. 
2PE.3.13	Pa buat kadikbuong maime mitmat pagap. Karuk. Memani, man buavia mida la akosarong Morowa ga bubuo ga auanbula Morowa meba okosarang panbinim ula nou ga kimanam ula nou ga eba maionang inamaniap mila puvuvum una na irap a Morowa.
2PE.3.14	Are ratmat ga mimi migap tuam migat, man auanmila irio paga la eba betang. Are ratmat ga ubiming maranit ga tebabauraming ga eba tale mimaning kiribas a paga ba na irap a Morowa. Ga mionang aun malina na dalap mi ga Morowa. Are ratmat ga na la ang Ila Kakani, eba magimaang Morowa miruo tavukup mim mila mumurum. 
2PE.3.15	Migat, mimi le mira maset man muana ga man uanula ka Ila Kakani meba ina terigiang me na urio kimanam ga tale kakalaitong meba okiraraang panbinim ga kimanam. Teteiliatong me bulam, memani, naong me bulam ga bunam le maigorbula dalap buo me ai ga eba ina bulagiang. Ga ualo Morowa agat ula mumuru aun papa buang Apostolo Paulo, ga irie gat la omirong ties are tiro me miun. 
2PE.3.16	Eva, babap ganam la mamirong me la lagorang, la ume ties a namurit it muana irie la mirulo titot. Pa non tiesiap la maiot na uriro babam ang la mitara mamaranim meba maset mabira muap ma. Pa non teip la tale oarakimeng ties ang Morowa ga tale naganmeng maranit ira a Morowa, la mime origi kirat urio ties ang Paulo ga non gat tiesiap na Babam ula puaru. Aret tiruo ga mirie kan la eba okirarameng nagan maiong ga orangameng alang maiong kan meba saikmeng.
2PE.3.17	Are ratmat ga mimi migap tuam migat, mamit ara mirio pagap la eba betmeng tubiat. Are ratmat ga mimi kan le maset temamalienming. Memani, ebun mimerang miriro teip la mime oguekmeng maimai ang Morowa ga omiolai uriro ties migat ang Morowa titot la mime dus maranit iro. 
2PE.3.18	Are ratmat ga mimi le mionang maset na ubonuvarap ang Ila Kakani buang Iesu Karisito, irie migana la inagat ume bulagi. Ga mimi le man mikakanim ba meba amira irie aga migat ga nemiganming ga irie. Mariktung meba oala bonim ula kakanu titot ga atatan makin. Amen.
1JN.1.1	Tie, pame omir babam ga ila miun. Ga pame mipalo a iruo migana aga la ualo ties buun meba buagalie meba bunang ga bimung mar mirie lap ganam. Iruo migana la unama tiralo kan migat ga papto ties ang ga agimapang ma irap pa ga kilalap pa la maiaria. 
1JN.1.2	Iruo migana la ume maagaulie teip ga magaulap meba maionang ga meimung migat, betong na uakap ga pava kan la agimapang. Titot la baispang mi a la irie aga: Iruo migana la unama mar mirie lap ganam ga irie kan la unama ga Morowa. Iruo migana la betong na uakap ga agimapang. 
1JN.1.3	Are ratmat ga miruo pagap la magimapang, ga tiesiap la paptam aun, la pame mavaik me miun. Memani, napang me milam meba mimaning narit nagan ira Iesu Karisito are ba pava, are ratmat ga eba mimaning narit dalap ga pava. Ga urio nagan leba betieng ga nepuoieng gare Morowa ga poi ang Iesu Karisito la businguala. 
1JN.1.4	Are ratmat ga pava la omirpang urio ties me miun meba betieng tenubap pang ga kakanu ba migat.
1JN.1.5	Tie, urio ties la papto aun Karisito ga ovaikpang me miun la are ro: Morowa irie lalabie ga karuk o arubu ba la iot ira a. 
1JN.1.6	Tie, leba bumama, “Mating narit dalap ga Morowa”, pa akosarbuong tavuk ila kire gare migana la unum na arubu, tie urio ties buong la kakarabu ga tale bunum maset na tavuk o ties migat. 
1JN.1.7	Pa leba abuluan tavuk ila puvuvui gare migana la unum na lalabie are Morowa la businguala, bumaning narit dalap ga mirie papap buam ga loup buam la memaning narit dalap. Ga iruo olabuan a poi ang, Iesu Karisito la oduratong kirinim buong gano ga bubabaim. 
1JN.1.8	Leba bumama, “Tale bumaning kirinim.” Tie eba makarabutbuala dalap buo kan. Eva, ties migat la tale iot na dalap buo. 
1JN.1.9	Leba mavaikbuong kirinimup buam ai Morowa, tala kan buulai. Karuk kan. Muana, eba akosarang Morowa tavuk ila puvuvui ira buo ga eba avaiam kirinimup buam. Ga eba maduratang tavukup buam mila kiram ga eba bubabaim ba. 
1JN.1.10	Leba bumama, “Tale kan okosarbuong kirinim ba buong,” tie na urio ties buiva Morowa gare migana o kakarabunim. Muana la tiesong ara bubuo ganam la okosarbuong kirinim. Are ratmat ga tale iot ties ang na dalap buo.
1JN.2.1	Tie, lop tuam mila kapim, omirtung urio babam me miun are ratmat ga leba tale okosarming kirinim. Pa leba migana ba kabirana mi la naganong ira Morowa ga okosarong kirinim, puoong Morowa leba oduratang kirinim ang. Muana, bumaning namurit migana o uaganuliap irie la eba buagaalie na ties, irie la unama ga mamo Morowa. Irie migana ila puvuvui Iesu Karisito. 
1JN.2.2	Irie kan la ualo ninimiap ang meba maduratang Morowa tavukup buam mila kiram. Pa talet okosarong urio ubi meba buagalie bubuot la naganbuong ira Morowa. Karuk. Pa okosarong gat meba maagaalie teip ga magaulap ganam la maionama na uro kimanam. 
1JN.2.3	Leba mabuluan miriro tiesiap ganam Morowa la ulo meba mabuluo, tie eba maset abira Morowa. 
1JN.2.4	Leba noba migana la amama, “Arit maset Morowa”, pa tale ume mauluan maimaiap ganam la ualam Morowa buun meba mabuluan, tie iruo migana la migana o kakarabunim. Ga ties migat la tale iot na dalap a. 
1JN.2.5	Pa teip ga magaulap la ameuluan migat man paga la maulo Morowa a meba ameuluo, eba migat nameng aime. Are tiruo ga puobuong meba bira maset la bunama ira Morowa gare mani. 
1JN.2.6	Pa leba migana ba la ugama, “Turuo la nagantung ira Morowa ga unama na ninimiap tung”, tie iruo migana le auluo tavuk la nevuoong ga tavuk ang Iesu la akosarong. 
1JN.2.7	Papap tuam, urio maimai la omirtung me miun, la tale nou, karuk. Tatalu ra ira mi la omila tinan na tara la betming gare teip la naganmeng ira Morowa. Urio maimai la iot na ties ang Morowa la miptora tinan migat. 
1JN.2.8	Pa urio maimai titot la omirtung me miun, la urie maimai it ula nou: “Nanang me papap nuam ga loup nuam.” Memani, iriro tavuk la agimabuong na tavuk ang Iesu, ga titot la betong na ninimiap ming gat. Ga tavuk onim na kimanam lare arubu la namo ra ne ba, pa tavuk migat ang Morowa la betong ga ulabie gare lalabie. 
1JN.2.9	Leba noba migana la ugama, “Aruluan tavuk migat ang Morowa gare lalabie” pa tale ume naong maime papap ga loup la naganmeng ira Morowa, tie, iruo migana la man unama ka na tavuk onim na kimanam gare arubu. 
1JN.2.10	Migana la naong maime papap ga loup, iriet la auluan tavuk migat ang Morowa gare lalabie. Ga karuk kan a paga ba ira tavuk la akosarong irie la puoong meba makosarang papap ga loup am meba okosarmeng kirinim. 
1JN.2.11	Pa migana la tale naong maime papap ga loup am, man unama ka na tavuk onim na kimanam. Na tara la akosarmeng iruo tavuk gare tiruo, kamena gare migana la bangutong o alang na panap. Ga iruo tavuk ila kire la are arubu la makukuila irap a, ga tale oit man alang la man ouluan. 
1JN.2.12	Mimi lop tuam mila kapim, maduratong ara Morowa tavukup mim mila kiram iro kan ubi la okosarong Karisito, gare turuo kan la omirtung urio ties ga ila miun. 
1JN.2.13	Mimi irap, amit maset Iesu la unama tiralo migat ga man unama ka. Are tiruo ga omirtung urio ties ga ila miun. Ga mimi kubap, akurupienming ara Satan. Ga are tiruo la omirtung urio ties ga ila miun. Mimi tatak lop tuam, maset ara amit Morowa. Ga are tiruo la omirtung urio ties ga ila miun. 
1JN.2.14	Mimi irap, amit maset Iesu la unama tiralo kan ga man unama ka. Gare tiruo la omirtung urio babam ga ila miun. Mimi kubap, mimaning kukunim, ga ties ang Morowa la iot na dalap mi ga akurupmin ara Satan. Ga are tiruo la omirtung urio ties ga ila miun.
1JN.2.15	Tie, buat naming maime tavukup onim na kimanam ga mirier pagap ganam onim na kimanam. Migana ba la naong me tavuk onim na uro kimanam, tie tale naong migat aime Morowa mamo. 
1JN.2.16	Memani, mabit tavukup ganam maiam teip onim na kimanam, gare temiara dalap, tebuk, ga tepien o ninimiap. Miruo pagap la tale mamaio aun Morowa Mamo. Karuk. Mamaiot na kimanam. 
1JN.2.17	Buat naming me tavuk onim na kimanam. Muana, miruo pagap la eba nam ba, ga temiara dalap me pagap onim na uro kimanam gat la ebat nam ba. Pa teip ga magaulap la omeuluan ties ang Morowa, eba mionang mar mirie lap ganam.
1JN.2.18	Tie, tatak lop tuam, tara iang urio kimanam la namo ne ba la muor kagarat. Titot papot ma karorap am Karisito la betmeng ara na uakap ga magimabuong. Ga tubiat tale laklage tara ga karorama ang Karisito Ila Kakani leba betang. Tinan la mipto ra uriro ties. Are ratmat ga bira, tara iang uriro kimanam la namo ne ba la muor kagarat. 
1JN.2.19	Iruo gar ma karorap am Karisito la bumiolai bubuo la naganbuong ira Morowa. Ga tale memaning nagan ira Iesu Karisito gare bubuo. Leba memaning nagan ira Karisito, tie eba ka man maionang ga bubuo. Pa bumiolai, memani nameng teip ga magaulap meba mameira la tale narit dalap ma ga bubuo iro nagan ira Karisito. 
1JN.2.20	Pa amila ra Muranama Ila Babai ga mimi ganam la omit ara ties migat ma agarip buam bubuo teip mila naganmeng ira Morowa. 
1JN.2.21	Atabo tale omit ties migat la bubuo teip mila naganmeng ira Morowa, are ratmat ga umirtung me miun a? Karuk. Omit ties migat o la bubuo la naganbuong ira Morowa, ga kakarabunim la tale puoieng meba iobung na ties migat ang Morowa. Karuk kan maset! 
1JN.2.22	Tie, aga la migana o kakarabunim? Migana la ulo gare ro, “Iesu la tale irie Karisito.” Irie migana la buat kakarabi migat! Tale naganong ira Morowa mamo ga Iesu irie poi ang. Are ratmat ga betong gare karorama ang Karisito. 
1JN.2.23	Leba migana ba la ualo ibunam a ira Iesu Poi ang Morowa, tie ualo gat ibunam a ira Morowa mamo. Pa leba migana ba la naganong ira Iesu Poi ang Morowa, tie naganong gat ira Morowa mamo.
1JN.2.24	Tie, miriro tiesiap tiralo migat la miptam a Iesu Poi ang Morowa, miarim maranit ga magatming. Leba miarim mirio tiesiap tinan la miptam, Iesu ga Mamo ang la eba lionang ga mimi atatan makin. 
1JN.2.25	Ga ira iriro mida ang me bulam: “Eba alang ninimiap buun ula pareieng gare tie la buulo.” 
1JN.2.26	Omirtung urio ties me miun meba miralava ma miriro teip la namo mikarabutmiala. 
1JN.2.27	Aurukong Iesu Muranam ang mibuo ga miara Muranama ila babai aun. Are ratmat ga tale kan kagesming aime non migana ba meba misingala. Memani, Muranama Ila Babai la ut na dalap mi la ume misinguala ma mirier pagap. Ga urio ties ang Muranama la migat o. Tale kan kakarabi. Are ratmat ga leba omiuluan uriro ties la misinguala Muranama o, tie eba mionang maset ga Karisito. 
1JN.2.28	Tie titot, tatak lop tuam, mionang ga naganming ira Karisito. Muana, tubiat na tara leba ina terigiang me na urio kimanam, babun mulimiba me tavuk ming la akosarming ga eba miraung aime leba agimaming. 
