GEN.1.1	Nemetva seilva owai, mani mani lohvnamoa, wo Sesoava sism vena ovm petham manam manam. 
REV.2.17	Himba nomba kuvhoatava vuhemba Sesoaindava, kava si daswolvav moainal inne rotinanihna hemba indkumbimba, os ningthiv, mana, wo mendah poaita komalohv. Ka vera, vrahora hem, hon dombal nonahonam, nemel nihilva novol velohvra nosrava. Owai, mongova lihavavmoa honamba nemelva nihilva, henongas henoi honi vravavm.
REV.2.18	Kristusva mendah ishongamnavna Yonmba. Novol veno honaoa ovsongolnindrinim Kristusnindnam Taiatairanindram. Ombolva Sesoanamba os ona, hengas lohv novnamba, osva maim ui, mindel suwena, wo kemonglava nehramohrava vevpa, maim ov, olna govhoawol vivna. Himba ishunv honam yemba. 
REV.2.19	Kava nonora lohv, nomba temba yimba viwul vevpa. Kava nonora luhunv yena wavrakolamba osva henom, henom, yena keknam undnahonam alm, yena kolvrandramba henom, henom Kristusnindm, wo eva yimba es eva kivrawuliha vrivra. Kava nonora, osva yimba viwul vev mindnam daipotava, osva temba seilva nemetva pevpa vivnamba espetava.
REV.2.20	Wo heva os kava honamba yemba ovinv, yimba nomba ungevlirinikoklamba nombolvhoalohv, nomba temba himba velmba vevpa. Himba os ovna, kava moashulnind unguvlirini av. Heva os himba kanamba indhanamba indamonam deisumbisihav mongona monam hevna moaram. Hev deisumbi aisiha vev ongariskuirava, hlalmba innemba, nomba temba nonamba tihsongomba sembayang velvohinvpa. Ungevlirinikoklava Yesepelva doarava os vewol vevna.
REV.2.21	Kava doa ollana, osmba pevna undm weihaloh vretok, wo meishanam pilpiango pevna sahaposwomoa. Heva os owai, himba nengvnamoa, weihaloh vrelmba hevmba. 
REV.2.22	Hillu, kava si pilpiapahavav hemba vuhekoklarava, uvavulvuheram, wo himba nomba temba tlatrinimba kekaiv vivpa hemongova, henomba si mendekli kinmba dumbvav. Kava honamba si daipota vevav, himba nomba henga weihaloh avramanamba owai vetava hevna sahaposworiniva.
REV.2.23	Ka vera, si helvakomo venara hena andranindm. Wo annind annind indkumbiva si os nunglivav, kangas nonorava lohv, osva indhanamba vei, os vewol viv, eva os nengwol viv. Wo kava si esesm yemba vinvav, osva temba yimba nomba vinamba.
REV.2.24	Heva os yimba indkumbiva Taiatairanindva owai, hena moamba engminivnamoa. Yimba pevmba numhowol vivnamoa, levrapialmba, nomba temba osva alvpa, Setanna merini moainal poaita und. Men honam kava yemba isholm vinv, kava si hengava mongova kinmba yemba holothunvavmoa. 
REV.2.25	Osangas wohviluwulkovvm Sesoamomoa, nonamba temba yemba numhowol vinamba, verava, kav provavm.
REV.2.26	Kava si kekaiv vevav eusmonamsna yemba indakonda, himba nomba kuvhoatava vuhemba Sesoaindava, wo osangas eunillamoa vevm, nomoa temba kava osva nengvrava. Wo henoi si he kuwulalmba wulluhunvav mongnindnamba.
REV.2.27	Himba si kekaiv vevav hemba, wo owai, wavrava si luhunvavmoa. Himba si powalwolvav hemba eskand eskand, maim ora pethablanga. Noinda himba si keknam wohluhunvra kuwulalm. 
REV.2.28	Memba honamba eusmonamsnamba, kava kovovrana arana. Kava si osoa vrahovav hemba. Wo osoa ka vera, vrahora hulvundm, memba osm, doa vuhemba Sesoaindava kuvhoai. 
REV.2.29	Indkumbioa heoa nomba aongnamba hillivm, nomoa memba moamba Sesoasongolva ishunvrava osva hind Kristusnindm, hind Kristusnindm, hind Kristusnindm indakondava.
REV.3.1	Kristusva mendah ishongamnavna Yonmba. Novol veno honaoa ovsongolnindrinim Kristusnindnam Sartisram. Himba nomba mongova ilohvta Sesoasongolva, 7pelarava painahonamba, honi yemba ishunvra. Kava nonora lohv, osva manimani yimba viwul vevpa. Indhanamba yemba os unvra, yimba av, heva os tanam doa yemba wohsihana. Memba os, yimba mendah kamba engivmoa. 
REV.3.2	Phosoho, yeoa keknam ovhoapro honanamoa, memba mendahva lohvpa, wo si os wohsihavavmoa yunalmba. Kava nonglav, os manimani yimba memba viwul vevpa, owai beswonamba lehrava kana Sesoana novrava. 
REV.3.3	Wo noinda osva manam yimba maikumi vivra besalnemelmomba, nomba temba yimba dumbvnamba, hillivnamba, wohengivm nom. Weihaloh vewol viu pevna undm, alm nonam. Yeoa novkaka eivvm, kava si prunvav yeindamba, kinm plothunilm, vekingil vruwul vevra, yimba os maim uvra, yukovnindrini. Wo yimba si ningvavmoa, osva henanam kava si provav yem.
REV.3.4	Heva os yimba monglava ten aevulv Sartisrava, himba hevmba popeng vewol vivna, nihvuhinhuimba almba. Himba si kamongo angavra, osm maim ovra, sehelnonoa. Himba si vewol vivra dombal pikianmba, manara himba besal. 
REV.3.5	Himba nomba kuvhoatava vuhemba Sesoaindava, si vewol vevav dombal pikianmba, os hev ten noi. Kava si poswol vinvavmoa hena nihilva Sesoana tombairiniva, temba noindava kilihavpa, beswonamba yunalmba wohalmba. Kava si os ovav nomba, himba kana, Sesoana novra eva hevna ovsongolnindna novra. 
REV.3.6	Indkumbioa aongna hillivm, nomoa memba Sesoasongolva ishunvpa hindm hindm hindm Kristusnindmba vavawonamba.
REV.3.7	Kristusva mendah ishongamnavna Yonmba. Novol veno honaoa ovsongolnindrinim Kristusnindnam Pilatelpianindram. Mongova honamba himba Sesoamangas wohengv, hengas tanamolmomba ishov, himba ishunv honamba yemba. He wulav kuntiva Devitnamba. Memba osm, he wuleinv kuwulva. Nonamba himba velaihavrava mana vemamba, hengava es eva ata kolvovta, owai, os ambo wohvelaihalohvra. Wo hengava himba kolvovrava, es eva hengava ata velavhoavta? 
REV.3.8	Kava wiyera lohv manam manam, yimba temba viwul vevpa. Hillu, kava doa tuvpa yemba velaihaklehinna pevna novra, wo an eva hengava kolvovav? Kava nonora lohv, yimba nihilhui mongona indhanahovrava. Heva os yimba kana moam wohengiv. Wo yimba pemba vivmoa, kana nihilmba sevra ovralmba.
REV.3.9	Ten lohv vuhekoklava nomba Setannamba, temba himba nomba avpa hona vuherava ishuv os, kava Yutanindnonoa Sesoanindnonoa, heva os owai, himba gekala uv. Himba Sesoanindva owai. Hillu, ka si weihaloh vewol vevav hemba, ambinilm yena novram, wo ku kusithapramana vevra yena monglasra. Himba si os nunglivav, osva kava doa yemba und vewol vev. 
REV.3.10	Yimba doa engivna kana moamba, noinda yimba doa kivrawuliha vrinamoa. Wo noinda osva kava si yemba wonavra nonamba lehwolalmba, nomba temba si prunvavpa indkumbimba hona pethanindmba. Honamba lehwolalmba si lehwol vevra henom, men avm henoi pethara.
REV.3.11	Kava ten prov, osangas wohavm, pev men daipota avm. Wo an eva si dembhanga vinvav yenamba topi kuriniva, nonamba kanothowol vevpa, osmba memba kalm.
REV.3.12	Kava si venavav, mongova henomba kuvhoatava vuhemba Sesoaindava, kava si hem nomba lothovav hovmundilmsna tempelmerava kana Sesoanamba. Himba si owai, wohwuleihavavmoa. Kava si novol vewol vevav heinda nihilmba kavna Sesoanamba, eva nihilm kotanam kavna Sesoanam. Memba kotava honamba nemel Yerusalem. Himba holopev senakembellini kana Sesoana. Wo kava si eva novol vevav heindava kavna nemel nihilmba. 
REV.3.13	Henoi henoi indakonda indhana yeoa aongna hillu, nomoa temba Sesoasongolva ishunvpa hindm hindm hindm Kristusnindmba vavawonamba.
REV.3.14	Kristusva mendah ishongamnavna Yonmba. Novol veno honaoa ovsongolnindrinim Kristusnindnam dom Laotisianindram. Himba nomba mongova Sesoa aramangas engv, wo hevna aralna moamangas levraholothov, he plalva, manimani memba Sesoava venamba. Himba ishunv honam yemba.
REV.3.15	Kava wiyera lohv, nomba manimani temba yimba viwul vevpa. Yemba owai, vuvrowol vevmoa, tepepa vilovmoa. Memba osm yenamba keknamba undnahonamba almba doa tombseihinv. Kava osm vev, os yemba vuvrowol vev, ora tepepa vilov. 
REV.3.16	Noinda kava doa plasra einv, mengongo vinilm yem kavna mengmerinim. 
REV.3.17	Yimba eishov, os kava bimbsnind. Yimba os ningv, kava doa phovhoana bimbstowondalm, wo owai, hengava ningvmoa mana vemamba. Heva os yimba owai, levrapivolvmoa, osmba kava tanamolnam snakolal, aivokolal, innehuinindrini, novtitmungil, nihpus.
REV.3.18	Ka ishunv yem, kanamini golm sovawol viu, golva nomba vewol vina suwenangas, osm besal. Wo yimba osva tanam wohavav bimbsnind kana novrava. Sovawol vivm kanamini pikianoa nooa dombaloa. Wo yimba os pevna loutovmba nihpusnamba hehla vewol vivra. Sovawol viu kanamini obatoa pevna novmoa nonamoa selvowolalmoa. Wo os yimba tanamba beswonamba novpa vivra.
REV.3.19	Kava sishona vewol ovov, wo hukum vewol vev, nomba kava und vewol vevpa. Wo noinda osva keknamangas vivm besalwevsamoa, beswonam weihaloh vewol vivm pevna undm, alm nonam. 
REV.3.20	Hillu, men kava, kava tuvrava lohv, wo vendawov tuvm. Mongova helletava kana moalamangmba, wo tuvpa velavhoatava, kava si siharava, inne enevra hei. Wo himba si kai enevra.
REV.3.21	Himba nomba vuhemba kuvhoatava Sesoaindava, kava hemba wuhhovav, kavna vuheram waialm. Manara, kava doa kuvhoana vuhemba, wo ahav mongawulm kavna arai hena vuhera. 
REV.3.22	Yeoa indkumbioa aongna hillivm, osva ora, es Sesoasongolva ishunv hindm nom, hindm nom, hindm nom, Kristusnindmba vavawonamba.
REV.4.1	Sismba kava ona nonglana, wo diva nomba velaiha endvna tuvpa senakembelliniva. Wo kav hellevna moalamangm, nom ten ishomnanam kam doara. Snal moalamangva, nomba ophovna vuvmsna. Nomba moalamangrava os ophovna, pro, vongao hom, wo kava ata indthoamnavav yemba, osmba mani si phovav sewonamba. 
REV.4.2	Wo noinda Sesoasongolva nihrava vrevna kamba lilnam. Pai, diva vuhemba lohvnata senakembellava, king kuwulna vuhemba. Mongo indhanarini di avna vuhesra. 
REV.4.3	Temba himba nomba avnamba no vuhesrava, snal ovna, elhon av, hevm snal besal, vena, vei aembulnonoa eva tevlapihanalnonoa. Mindva weisming vrelohvna no vuhemba tevlapihananalna.
REV.4.4	Vuhemba monglava 24pelarava nomba eilungutho velohmanavna. Diva noindava 24pelara kuwulva ovsongolnindva lovahvna, no 24 pelara vuhesra aevulvna. Nomba kuwulva vevrana pikianmba dombal, wo himba topiva golna hohloprana. 
REV.4.5	Wing pihavnamba, hulaikala no vuherini vevna. No vuherava di mura lampuva 7pelara telowovna. Nomba lampuva lihvna Sesoasongolm. 
REV.4.6	Wo eva di novlomossis no vuherava lohvna mana vemava snamba wanplomb glasmsna, glasva nomba ambo dendovna.
REV.4.6	No vuhepethallava mongnasis mongnasis di ovsongolnindva moainal Sesoana lovahvna 4pelara doara. Nomba ovsongolnindva 4pelara novangas nihmba lehra vethaprinna, vevna, misis lovahinvna, eva meissis lovahinvna. 
REV.4.7	Nomba mimiriniva ovsongolnindriniva snatovna, ovna laion. Nomba pethamnalva snal maim ona, sapi aral mendahal. Wo hovrinina novlomosva ovna, indhanarinina. Wo eunilliniva snal, ovna hultuwa dalohv ovra. 
REV.4.8	Honamba indakondava ovsongolnindnamba 4pelanamba, anglalva 6pelara luhungu vinvna. Wo novangas hemba wohehlathaprowol vena yunalm, venamba, anglalsingi, osangas. Sia okomba himba owai, wuleihivnamoa uvuvulmba, osva,
REV.4.8	Windel, windel, windel, hev mendekli Sesoava hevnapopolnonoa. Hev avnam, hev lohvm, wo himba si provavm.
REV.4.9	Honamba ovsongolnindva novnamba, himba Sesoam okulivna, hem nomba, temba himba avpa no vuhesrava, os huhmohva yenamba besalnonoa. Wo eva nihilva yenamba mendekli sena wohlohv. Yemba kava os umniv, yimba lehra. Yimba memba noi, wohav yunalm osangas. 
REV.4.10	Wo nonam nonam nomba kuwulva ovsongolnindva 24pelarava mulumbdandna olvohthamnana novlomossis hemba, temba himba avpa no vuhesrava king kuwulna. Himba okulivna sembayangna hemba, himba wohav osangas yunalm.
REV.4.10	Nonamba himba hemba okulivnamba, himba dembhapuv vevna hevna topiva kuriniva vuhera murapeta, wo uvna,
REV.4.11	Pina mendekli eva Sesoa, kava yemba okuliv, os huhmohva yenamba besalnonoa. Nihilva yenamba mendekli sena wohlohv. Yimba keknamangas av, manara yimba manam manam wohvena. Manimani wohphongas vena, wo os vena, noinda yimba indva os vrevna.
REV.5.1	Wo kava nonglana tombaim dindvelva nihanasis henoina, ten avnam vuhera. No tombairava doara novol velohvna, vena, mongnasis, eva mongnasis. Tinennamsna 7pelarava sithawol vungalohvna no tombairava, si homeis pevhoawolvm. 
REV.5.2	Wo kava nonglana andrasowolm ovsongolnindrinim. Himba ishovna vevandnam moamba, an besalva, tongovorombol velmba nomba tinenmba, wo pevhoawolvav nomba dindvelva tokolva tombaiva os? 
REV.5.3	Heva os owai, mongova senakembellava huiva petharava eva pethamerava, an eva besalva lohv, pevhoawolalmba dindvelva tokolva tombaiva, wo an eva nov vesiha vevav? 
REV.5.4	Kava wena avna, wenopva kanamba esvema pihavna, noinda snamba mongova owai, an eva besalva, pevhoalmba dindvelmba tokolva tombaiva, eva nonglalm meram?
REV.5.5	Heva os mongo noi ovsongolnindrini kuwullini omnana kamba, hello, manam yimba wovevav, laionmba Yutatindiriniva doa wohkuvhoana vuhemba. Himba Devittindirini lohv. Noinda himba besal, pevhoawolalmba nomba dindvelva tombaiva, eva nom 7pelaram tinenm.
REV.5.6	Wo kava nonglana, sipsip otolva hovra lohvna no vuherava, no ovsongolnindva novnamba 4pelarava eilungung vrelohmanavna. Wo kuwulva eva eilungung velohmanavnata di. Nomba sipsip otolmba os nunglivna, ovna, doa miklie. Himba os ilohvna 7pelara kasalva eva 7pelara novpa. Nomba yunam Sesoasongol, temba wolaihapranamba hona petharamba vavawonamba. 
REV.5.7	Doa sipsip pronamba, vra nomba dindvelva tokolva tombaiva nihanasisriniva henonaminiva, temba avnamba vuherava.
REV.5.8	Sismba himba vranamba dindvelva tokolva tombaiva, wo noi 4pelara ovsongolnindva novnamba, eva 24pelara kuwul ovsongolnindva ku kusithapramnana sipsip mendahalm. Henoi henoi indakonda wohwulluhpravna gitava. Wo eva hev vena, wulluhpravna pirin, pilivhoangu vevnamba tinen teteihnungna. Memba pirinmba, tinen teteihnungnamba, sembayangmoa Sesoatindinindna. 
REV.5.9	Wo himba indkumbiva ovuvrimnivna nemel sangalva sipsip mendahalm,
REV.5.9	Yimba besalva, vralmba dindvelva tokolva tombaiva, wo eva pevhoalmba tinenmba. Manara, yemba doa helvakomandhina, wo tovol pevna dahallini yimba indhanamba kilumbshuawol venamba, wo himba Sesoana lovahv. Nom hindm hindm, eva indakonda moanam, eva snatovna snatovna, eva indkumbim pethanindm vavawonam. 
REV.5.10	Yimba vrowol vena hemba, sembayang andranindilm Sesoanam pivnam. Noinda himba os lovahv, maim oi, king kuwul. Wo himba si moamba wulvahinvra petharava.
REV.5.11	Wo kava nonglana, wo kava hillinvna moalamangm indkumbim ovsongolnindnam. Esvema lohvna, es eva ata seivilta. Himba di eilungung vrelohvna, vena, Sesoana vuhem, eva nom ovsongolnindm novnam 4pelaram, eva nom ovsongolnindm kuwulm 24pelaram. 
REV.5.12	Wo indkumbiva eishovna moamba mindnam,
REV.5.12	Nomba sipsip otolva miklinamba, noinda himba besal, wo kava hemba okuliv. Himba keknamangas av, manimani besalva henangas, manam manam nowolva hengas wulluhv. Hengasta nihilva mendekliva wulluhv, hena nihilva okuliv.
REV.5.13	Wo kava hellevna manam manam, Sesoava nomba vewol venamba, vei, senakembellinim, petharinim, wanplombmerinim, eva pethamerinim. Kava helwolvna manam manam vavawonam, uvna,
REV.5.13	Indkumbi okolowol velvohra aral ombolmoa, eva undnahonam popeng verumbvra hemoa, manara, hengasta mendekliva nihilva ahai elohv, hena nihilva aiwo vulinv. Himba keknamangas ahav yunalm yunalm, henomoa temba himba avpa vuhesrava, eva sipsip mendahalm.
REV.5.14	Wo no 4pelarava ovsongolnindva novnamba uvna, tanamta, wo ovsongolnindva kuwulva 24pelarava ku kusithapranamba, wo sembayang vivna.
REV.6.1	Wo kava nongla wulluhvna, nonamba sipsip mendahalva tongova vravnamba mimirinim nom 7pelaram tinenm. Kava hellevna, mongom nom herinim, ovsongolnindm 4pelarini ishovna, os maim ovna, hulaikala ov. Os ishovna, pro, mana vemava doarava novol velohvpa tombairava, osoa phovra. 
REV.6.2	Wo kava nonglavna, diva miva dombal hosva lohvna. Indhanariniva noindava lohmana vevnamba, valgo iavna, wo hemba vreuhvna topi kuwulna. Wo himba os gana daosramba ungundramba. Himba gana, mueh velmba.
REV.6.3	Wo sipsippa henga mongom tongova vravna tinenm. Wo kava hellevna, henga mongom, nom herinim, ovsongolnindm 4pelarini, os ovna, pro. 
REV.6.4	Wo henga mongo phona hos. Honamba memba aembul hosva. Indhanariniva nomba noindava lohmana vevnamba, hemba moamba kovoreuhna, pethanindmba indkokla vewolalmba, osm indhanamba owalmba helvakomo vivra. Wo hem vena, vreuhna mendekli ovlakasbona.
REV.6.5	Wo sipsippa tongova vravna henga mongom tinenm. Wo kava helle henga, mongom nom herinim, ovsongolnindm 4pelarinim. Himba ishovna, ona, pro. Wo kava nonglana, diva miva kaindava lohvna sumul hosva. No indhanariniva temba no hosnamba lohmana velohvnamba, himba wulluhvna besi, innemba nolhramba dombolmba, nonamba lukmangthallava avnamba. 
REV.6.6	Wo kava mana vemawitva os hellevna, ovna indhanana moalamang. Nomini phunvna, ten noi ovsongolnindva 4pelara lovahvnam. Nomba moalamangva os ovna, yeoa garava, pevna andra vevm, osm indhanaoa ponda ara. Wo noinda osva diva maketrava mindnam vongav. Innepetava eusil, diva esvema vongamnav. Wo heva os manam yimba denwitmba indkokla vewol vevav, wain, oliv, nomba aiv mengnam hlawuvolm.
REV.6.7	Wo sipsip otolva henga mongom tongova vravna tinenm. Wo kava hellevna henga nom mongom herinim ovsongolnindm 4pelarini, ovna, pro. 
REV.6.8	Kava nonglana, diva miva kaindava worakakal hosva lohvna, indhanariniva nomba temba nosrava lohmana velohvnamba, henamba nihilva Daha. Wo no vuherava mindva sihavpa, Dahamba sis engprav. Eva hemba moamba dombtreihunna, indhanamba helvakomo evelm petharam. Si vewol vewuvmona everava, mongova di dahavav, samblamongova si lovahvav. Honamba si nona vinvra, daosna, owousna, uvavulkoklana, sungeittatanana.
REV.6.9	Wo sipsip otolva henga mongom tongova vravna tinenm, wo kava nongalna di indsongolva alta sengsingi senakembella. Himba noi indsongolva, ten hem helvakomo vinam, noinda himba Sesoana moamba undnahonam keknam wulvahvnam, eva eishovnam. Noinda hemba helvakomo vilangavna. 
REV.6.10	Honi indsongol vevandwonam eishovnam,
REV.6.10	Sesoa, yimba kuwul mendekli wulluhunv. Yimba windelangas, yimba pevna moamangas wohengv. Henanam si verava, yimba helmhola vewol vevav indhanamba pethanindmba, wo esesmba vewol vevra, nomba temba kamba helvakomo vivnamba?
REV.6.11	Wo nomba indsongova os henoi henoi, deiswulna hemba dombal pikian tokol. Hemba unna, dawonam euvvm tokwonapetam. Verava, pevna mongawa andranind, himba sembayang vinivm Kristusm, boasna hemsna helvakomo vipieirava, os yem ten helvakomo vivnam. Yeoa dawonam euvvm, verava, noi boasna lohohvhoara, ten Sesoa hev kikih vewol venam, dalalm. Doa os Sesoava si yenamba tovolmba lomohinvav esesmba.
REV.6.12	Kava mendah di wohlohvna, nonamba sipsippa tongova vravna tinenmba mongova. Nonamba diva esvema mendekli nenvpa kekaiv vena. Okombava suwihil nilhana, malo suwihilmsna. Weisva aembulalm nilhana, snal ovna, tovol. 
REV.6.13	Paiva ovriniva velaral vevna, os fikmov pundel holaral vev tillini, nonam vuvi vendvm. 
REV.6.14	Ovpa ambo heva hev hoai vena. Heva hev dindvena ambo hevm tikarmsna. Wo manimani olo wankokondvulpetha nominiva kihgavna, henga mongnahalm mongnashara indamonam.
REV.6.15	Wo indhanamba kithavna mella eva honmera olopethalla. Diva noi vevna, king kuwul pethanindna, duang, valgonindna kuwul, bimbsnind, eva mendekli indhana. Indkumbi ombandhana andranind, eva ombandhana, noi ten ambo avnam kuwulhui, indhanamba vevna, kokmondha vewol vivna hevmba. 
REV.6.16	Hev unvna olom eva honm, piheinu kam. Ehlathawol viu kam henona novlomossisoa, wo himba temba avpa hevna vuherava. Kam komao hena wusprollinioa sipsipnaoa. 
REV.6.17	Manara, nambaikoklava mendekli doa prunna hena wusprunilmba. An eva moih ovovta, ovunilmba hemba?
REV.7.1	Sismba kava nongalvna samblasambla ovsongolnindm, lovahliangavna pethamulla pethara. Himba vuvim olla numthuvna, dalohvnamba pethara wanplombra eva tira sena. 
