MAT.1.1	Kristus Yesus, Zen teipsïn zini Daud Bak mo Auyan-tane.
1JN.3.22	Sap dekam anakane dam ulsuk gwenan, “Ëe ama zëre mo ol san hen dwam gwibin sin ang gwe-gweꞌan.” Kirekam de enho nakon tïtïk gwen srëmkam abe tanna, dekam zebe ulin gwenan. 
1JN.3.23	An zen tangan zëre mo ola– nen de desan ang ta gwen hap denaye:
1JN.3.23	“Ano tanena Kristus Yesussu em taïblïblan, hen enaka em kwasang gwibirida gwen.”
1JN.3.24	Men zen kirekam Alap zëre mo ol san enlala tatete naban ang ta gwenan, zen mes zëre han nëraha-en gwek, hen Zen mes deban mae golëaha-en gweka. Hen nëbe mae hap mes zëre mo Enhona ing ta sonezimki, nen in zebe anakan dam ulsuk gwenan, “Eiwa, Zen mes tangan nëban mae golëaha-en gweka.”
1JN.4.1	Ano dang tïnïnak de wenya, bahem na-en taïblïbirida gwen– zini men zen ebon mae onak anakan ëgu gweꞌan zalye, “Ëe an Alap mo Enho nakore olsa de ebe mae hap ayang gul gwizimdin hip de zi.” Sap yasik tabin hip de zini mes beyakam yaïng gwezak. Zep emki akasibirida gwen– dekam de anakan tame tabin hipye, “San ha zëno mae mo tawa tabinni Alap onakorena? San ha Zëbon onakore naka hom?”
1JN.4.2	Zi de damnak anakan tonbirida gwenna, “Kristus Yesus Zen eiwa zi tangankam hata zaka,” zen dekam de dam tasïn, “Zëbon eiwa mes Alap mo Enhona ing gwe heka.”
1JN.4.3	Hwëna zen de anakan gunkum, “Yesus zen zi tangankam hom hata zaka,” kire zini zen Alap mo olsa hom ayang gul gweꞌara. Zen hwëna Kristus mo jal zi mo olsa ayang gul gweꞌara. Emsa mes anakan tawa da gwibik, “Kristus mo jal zini sa hata zala.” Hwëna zëno enhona angkam man okamanak syal gwe-gweꞌara.
1JN.4.4	Ano walas, nen an hwëna Alap mo wei-wik gunnu, nen zebe yasik ta gwibin hip de zi mo tawa tabinni insa ja kul guk kïnï gwenan. Sap Alap mo Enhona men Zen nësa ing gwe hebiridaka, Zen Zen– soson Zi niye. Dowal mo kïgï mo enhona in zen auhu-kama enlala zinik ing gwehe gwenda, zen soson naka hom.
1JN.4.5	Yasik ta gwibin hip de zini, zen hwëna auhu-kama enlala zi. Zep zëno mae mo ol toranna hen auhu-kama enlala en san. In zep ahakore auhu-kama enlala zini desa i-san i-san neibirida gwenan. 
1JN.4.6	Nen an hwëna Alap mo bi gwibiridanna. Zep nëno mae mo ol toranna, zen Alap onakorena. Men zen Alapsa tame dak, zen en zep nësa nasalbirida gwenan. Alap mo walaskam de gubirida gwen srëm wenya, zen zep nësa nasalbirida srëm gwe-gwenan. Nen dekon zebe anakan kles oso gwenan, “An eiwa Alap mo Enho nakore naka ayang gul gweꞌara,” ahaksa, “An yasik tabin hip de zi.”
1JN.4.7	Ano dang tïnïnak de wenya, nen nënaka kwasang gwibirida gwen, sap kwasangna zen Bian zëre onakon nëp hata gwizimninzal. Tïngan men zen kwasang naban lowehe gwenan, zen Alap zëre mo wei-wik gun walas hen Zënaka de tame tan wenya. 
1JN.4.8	Men zen kwasang srëmkam lowehe gwenan, zen hom Alapsa tame daꞌan. Sap Alap Zen kwasang-kwasang enna. 
1JN.4.9	Zen in zep Alap Tane aha-ere zemka nësa dikim ngaya tabin hip zer soneka. In zebe anakan dam ulsuk gwenan, “Eiwa, Alap mo nëbe mae hap de kwasangna mam tanganna.”
1JN.4.10	Nen home orep Alapsa enna ola gweblak. Hwëna Zen en sërkam nësa kwasang gwibirida gweka, zep hëndep Tane aha-ere zemka nëbe mae hap de kwasang hap zerguku– nëno mae mo kareksa dikim ngan gulsuzimdin hipye.
1JN.4.11	Ano dang tïnïnak de wenya, Alap in kirekam nësa kwasang gwibiridaka, zep nen hen kirekam nen nënaka kwasang gwibirida gwen. 
1JN.4.12	Zini nen hom tangane Alapsa nwekam hla la gwenan. Hwëna nen de nënaka kwasang gwibirida gwenkam, dekam zep nwe-mase gwe-gwenan: Alap man nësa golëaha-en gweꞌara, hen zëno kwasangna dekam zep nëno mae mo enhonak bïl gwe-gwenan.
1JN.4.13	Zen mes zëre mo Enhona nëbe mae hap zerzimki, nen in zebe anakan dam ulsuk gwenan, “Nen mese Deban ëraha-en gwek, hen Zen nëban mae golëaha-en gweꞌara.”
1JN.4.14	Ëe zëre hon de ang ta gwen wenya, ëe kië ëre mae mo nwekam Yesussu hla la gwek. In zebë angkam anakan eiwa de gul gwizimꞌin, “Bian Zen eiwa mes Tane zemka zer soneka– okamanak de zisi dikim ngaya tabin hipye.” 
1JN.4.15	Zep men zen anakan gu gwenna, “Yesus Zen eiwa Alap mo Tane,” kire zini zen mes Alap han zeraha-en gweka, hen Alap mes deban zeraha-en gweka. 
1JN.4.16	Zep angkam nen mese tangan Alap mo nëbe mae hap de kwasangna tame uk, hen nen angkam ema tangan kwasangna insa blol eibiꞌin. Eiwa, Alap Zen kwasang-kwasang enna. Zep men zen kwasang naban lowehe gwenan, Bian mes deban mae golëaha-en gweka, hen zen mes Bian han nëraha-en gwek.
1JN.4.17	Kirekam de zeraha-en gwenkam, zen dekam zep zëre mo kwasangna nëno mae mo enhonak saltïl gwenan, hëndep zen de bïl gwenkam dekam saher srëmkam esa aumwa hap de klis gunnuk Alapsa ërtower. Nen mae hap esa ësaher gwe srëm gwer: Sap nen kim nënaka kwasang eibirida gwenan, nen dekam Yesus mo kime okamanak lowehe gwenan. 
1JN.4.18	Zep bap nen Alapsa anakan aïrï gweblan, “Zen sa nësa karek tabiri.” Zi mo enhonak, Alapsa de aïrïblan naban Alap onakore kwasangna in han bëjen siri nën. Alap onakore kwasang de nëno mae mo enhonak bïl gwenkam, zen dekam zep Alapsa de aïrïblan hap de enlalana jek-jak gwe-gwenda. Zep zi de nama Alapsa aïrï gweblanna, dekam man dam gwesïnïn, “Zëno enhonak de Alap onakore kwasangna hom bïl gweꞌan.” 
1JN.4.19	Sap nonola Alap nësa kwasang gwibiridaka. Nen in zebe hen angkam Zëbon onakore kwasang naban lowehe gwenan.
1JN.4.20	Zep zi de anakan gunnu, “Ëe ama Alapsa ensa lwa gweblanan,” hwëna zen de Kristen bose zemka husus gwibirida gwenna, zen boton tamna. Kristen bose zemka de kwasang gweblan srëmkam, zëre mo nwekam de hla ta gwen naka, zen ki hwëna banakan de hla ta gwen srëm Zini Alap ensa enna lwa gweblan hap? 
1JN.4.21	Sap Bian mes nësa gubiridaka, “Zini men zen Asa enna nola gweblanan, zen diki Kristen bose zemka zen hen kwasang gwibirida gwen.”
1JN.5.1	Men zen Yesussu anakan daïblï gweblanan, “Zen eiwa Alap mo Tane– nësa de ngaya tabin hip Dena,” kire zini zen Alap mo wei-wik gun walas. Kire zini hen Bi zem Alapsa man ensa nola gweblanan, hen Alap mo wei-wik gun walas bose zemka man kwasang neibirida gwenan. 
1JN.5.2	Zep nen de Alapsa ensa lwa gweblankam, hen zëno ol san de enlala tatete naban ang ta gwenkam, dekam mes dam gwesïnïn: Nen esa hen Bian mo tïngare wei-wik gun walasna kwasang eibirida gwer. 
1JN.5.3	Sap men zen Alapsa enna nola gweblanan, zen sa zëno ol san ang ta gwer. Hen zëno ol san de ang tanna hom nëbe mae hap dohon-hon gwizimꞌin.
1JN.5.4	Nen an Bian mo wei-wik gun walas. Zen in zebe auhu-kama hole-hlena ja kul guk kïnï gwenan. Hwëna desa de jaul guk kïnï gwen hap de sosonna, zen diki Yesussu de taïblïblan en nakone ulin gwenan.
1JN.5.5	Men zen anakan daïblï gweblaꞌan, “Zen eiwa Alap mo Tane,” zen zen auhu-kama hole-hlena insa ja nul guk kïnï gweꞌan. Kire srëm wenya bëjen.
1JN.5.6	Kristus Yesus Zen eiwa zi tangankam hata zaka. Te-lidak son nakon in zep zëno tim nikon ho naban kala ban wet nosok. Zen ho en hom wet sok. Hwëna kala ban ho naban dang gulblun weina in kon wet nosok. Zep man tangan dam gwesïnïn: Zen eiwa zi tangankam hata zaka.
1JN.5.7	Zep Bian Alap mes dekam de nëbe mae hap eiwa guzimdin hip dena dan-ahan goltreizimki: 
1JN.5.8	Ahana hona in zen hlëwe hezak.
1JN.5.8	Ahana kala in zen wet sok.
1JN.5.8	Hen ahana Alap zëre mo Enho.
1JN.5.8	Hwëna dan-ahare eiwa de gunnu in mo dam gulsunnu, zen aha-en. An zen: “Yesus Zen eiwa zi tangankam hata zaka.” 
1JN.5.9	Zen zep hen anakan lwaꞌan: Dan-ahare zi de banakare maesa eiwa gunnu, emaka laïblïbiridaꞌan. An hwëna angkam Bian Alap Zën dan-aharena inkam eiwa de guꞌura– nen dikim hen anakan taïblïblan hap, “Zen Zen eiwa– zëno Tane naye.” 
1JN.5.10	Nen men zene Alap mo Tanena insa laïblï gweblaꞌan, Alap man nëno mae mo enhonak kirekam hen eiwa de gul gwenda. Zen dekam zebe tangan anakan dam lasïk gwenan, “An eiwa Zen tangan.” Alap Zën mes ki kirekam nëbe mae hap eiwa de gulzimki, zep zi de kirekam Tane zemka taïblïblan srëmkam, zen ki Alapsa gu gweblaꞌara, “Zen boton tamna.” 
1JN.5.11	Hwëna Alap sap mes anakan eiwa de gul gwizimki, “Ëre mo Tane naban de zeraha-en gwen wenya kip, Ëe mesë hëndep de ëngaya gwen hap dena golzimk.” 
1JN.5.12	Men zen Tane zemka taïblïblankam nëraha-en gweꞌan, zen mes hëndep de ëngaya gwen hap dena nulin. Hwëna men zen nëraha-en gwe srëm gweꞌan, zen hom nul inꞌin.
1JN.5.13	Em in zen kirekam laïblïblak, ëe in zebë kire hap denaka de ebe mae hap ale gulzimdin hip dwam gwer– em dikim anakan ëtawa gwen hap, “Ëe mesë hëndep de ëngaya gwen hap dena insa ulink.”
1JN.5.14	Zep angkam mes tangan dam gwesïk: Bian man nëno mae mo abena sal gwenda– nen de zëno dwam gwibin sin abe tankamye. Nen in zebe saher srëmkam Alapsa abe la gwenan.
1JN.5.15	Hen Bian de nëno mae mo banakare mae hap de abesa sal gwenkam, dekam mes dam gwesïnïn, “Zen sa kiresa nëbe mae hap gol gwizimdi.” In zebe kirekam ulin gwenan.
1JN.5.16	Zep em de ere mo Kristen bosesa anakan tol hla tanna, “Zen man ora dawem nakon syal heꞌara,” dekam Biansa em anakan abe tan, “Emki etan zini ansa ora dawem san dep dam tasïk sonen.” Dekam sa etan desa dam tasïk sonera. Hwëna ahakorena sërkam tangan Kristussu de hli tankam syauk sun de ora san dep ësyalhe gwenan. Kirekam de zi hip ëe homë emsa gubiridaꞌan– zëbe mae hap de kirekam Biansa abe tan hapye. 
1JN.5.17	Tïngare kirekam-kirekamna, zen sap eiwa kïtak karek. Hwëna syauk sun dep de karekna hen ki. Hen syauk srëm san dep dena hen ki. Syauk srëm san dep de ëkarek gwen zi hip, em de Biansa abe ta gwenkam, Zen sa tap gulsuk gwizimdi.
1JN.5.18	Nen tawana, Alap mo wei-wik gun walasna nen bëjen kareksa gol tine gwen. Sap Alap zëre mo Tanena man nësa kara ta gwibirida, zep dowal mo kïgï ba kon dep?– nësa golek de tabir tine gwen naye.
1JN.5.19	Nëna tawana: Nen an eiwa Alap mo wei-wik gun walas. Hwëna tïngare auhu-kama enlala wenya, zen kïtak dowal mo kïgï mo ïrïk gïnnïk lowehe gweꞌan. 
1JN.5.20	Hen nëna tawana: Ngaya Zini Alap mo Tanena mes hata zaka, hen Zen mes Bi zemka dikim tame tan hap dena nëbe mae hap golzimki. Nen kime Tane Zem in han taïblïblankam ëraha-en gwek, zen dekam zebe hen Bi zeban ëraha-en gwek. Kristus Yesus Zen hen eiwa Alap, hen Zen Zen– ëngaya gwen hap de ausu naye. 
1JN.5.21	Zep ano dang tïnï tabin walas, yang tabin alap-alapsa aes eisibirida gwek.
2JN.1.1	Suratna an, ëre mo somol hap– mensa hen Alap ngaya gwen hap dam gulsukuke, hëndep walas zeban,
2JN.1.1	zi bogola abon onakon: 
2JN.1.1	Dawem! Ëe ama emsa kïtak kwasang gwibirida gwenan, sap nen apdekam Alap onakore eiwa de ol sane ang ta gwenan. Hen tïngan men zen eiwa de ol san ang ta gwenan, zen hen man emsa kwasang neibirida gwenan. 
2JN.1.2	Nen mae habe nënaka kwasang eibirida gwenan: Sap Alap mes eiwa de ola nëno mae mo enhonak ing gul soneka, hen ola in molya nëbon mae onakon jek-jak gwek.
2JN.1.3	Bian Alap Tane Zem Kristus Yesus hun sa dawemna hen kwasang-kwasang zemka mamkam nëbe mae hap ol gwizimdi. Hen nen zëre nik mo taha terenak esa lowehe gwer. Zen kirekam sa nëbon mae lwa gwer– nen de nama kwasang-kwasang naban eiwa de ol san ang ta tine gwenkamye.
2JN.1.4	Ëe ama tangan sam gwesïk eno ahakore walassa de anakan salbiridankam, “Zen eiwa de ol san ang ta gweꞌan”– men kirekam Bian nësa gubiridakake. 
2JN.1.5	Ano dang tïnïnak de wenya, nen nënaka kïtak kwasang gwibirida gwen. Kirekam de ep ale gulzimdinkim, ëe ol ëse san dep homë emsa tïtï tabiꞌin. Hwëna men desae orep nëna ësane gwe-gwekke– desaë etan ebe mae hap ëse gulzimꞌin.
2JN.1.6	Kwasangna in a dekam esa oltrei gwizim: Bian mo ol san de ang ta gwenkam. Hen mam tangan wenya, mensa nonol lonesen nakon ena ësane gwe-gwek, zen a kirekam moye: “Em enaka kwasang gwibirida gwen.”
2JN.1.7	Sap yasik tabin hip de zini bira! Zen beya nik ë-ë san namjanbiridanda gweꞌan. Zëno mae mo tawa tabinni, zen a kirekam moye, “Kristus Yesus Zen zi tangankam hom okamanak hata zaka.” Zep zi de kirekam emsa gubiridanna, zen emsa de yasik tabin hip de zi hen Kristus mo jal zi. Zëno mae mo teipsïnnï, zen sa hata zala. Hwëna zen in angkam zëno olsa ebe mae hap hamal hap ayang nul gwizimꞌin. 
2JN.1.8	Em hwëna ora dawem sane ang ta gweꞌan, zep dawem enkam enaka kara la gwibik. Sap Alap ngatan zi mo langnak dawemna mam naka nëbe mae hap lam gulzimꞌira. Hwëna eme etan aha ora san ang taꞌak, ki em molye dawemna insa ulink. 
2JN.1.9	Anakan mana emsa yasik dabirink, “Em in namae Kristus hup de tawa tabin ennak langanak lowe heꞌan. Desa baes eibik. Ëe mesë tïl kïnïn ora san hles yablak.” Hwëna kire zi mo enhonak Alap hom gwë gwenda. Diki men zen Kristus hup de tawa tabin ennak lowehe tine gwenan, zen diki kire zi niban Bian Alap Tane Zem Yesus hun enho nakon olëlowehe gwenda. 
2JN.1.10	Zep zi de ebon mae onak srë de ora san dep de tawa tabinsi golhata zanna, bahem gola kon zer irin, hen bahem mae anakan gublun, “Dawem.” 
2JN.1.11	Sap em de kire zisi zer irinkim, em hen dekam mese jowenda– san de syal bose zem.
2JN.1.12	Ano ola sap nama beyana– desa de ebe mae hap ale gul sonezimdin hipye. Hwëna ama enlala gweꞌan, “Suratkam ba hap de.” Diki dawemna amjanbinkim de emsa ëkkam tawa tabin hibë dwam gweꞌan. Dekam nëno mae mo isrip-srina sa tangan taman kïnïl.
2JN.1.13	Eno we aya mo walasna– mensa hen Alap ëngaya gwen hap dam tasibirki, dawem ensa ebe mae hap nol sonezimk. 
3JN.1.1	Ëre mo dang tïnïnak de walasna Gayus Bak hap,
3JN.1.1	zi bogola abon onakon:
3JN.1.1	Dawem! Ëe ama emsa kwasang gwe-gweblanan, sap nen apdekam Alap onakore eiwa de ol sane ang ë gwenda.
3JN.1.2	Ano dang tïnïnak de walas, ëe ama Biansa abe ta gwenan– em dikim dawemkam hen sang-sang srëmkam gwë gwen hap, men kirekam hen eno enhona dawemkam hen tatetekam lwa gweꞌarake. 
3JN.1.3	Ëe ama tangan sam gwesïk– nër hom kim nëre nik mo Kristen bose walya ebe hap dena asa anakan nenbla zakye, “Eno walasna Gayus Bak eiwa dawemkam tangan eiwa de olak tal gwesïꞌïra, hen desan en ang gwe-gweꞌara.” 
3JN.1.4	Ano isrip-sri gwibin tanganna zen in zen– ëre mo walaskam denaka de kirekam salbirida gwen naye, “Zen nama Alap onakore eiwa de ol san ang ta gweꞌan.” 
3JN.1.5	Ano dang tïnïnak de walas, ëe ama eno syala sam gwesïk gwibirin. Zini men zen Kristus mo ngana ë-ë san namjanblanda gwenan, 
3JN.1.6	Zep kim etan lwan dahal gwenanzal, zen man awe de aya-wal oso-walya tagal gwennak ebe hap dena anakan donbirida gwenanzal, “Gayus zen dawemkam nësa kwasang gwibirida gwenda.” Em esa sam gwesïlï– etan de sek gwezan wenya ansa de ora san dep mas gwibiridankamye. Sap dekam Alap mo bosesae teip gulsuk gweblaꞌara. 
3JN.1.7	Zini in Yesus hup de ol dawemsa de gol haladan hap sek gweꞌan. Zep zen anakare enlala naban sek gweꞌan, “Ëe homë Yesussu de tame tan srëm zisi blol eibiridaꞌan. Zen diki Yesussu de tame tan wenyik sa totoresa asa mas neibirida gwer.” 
3JN.1.8	Zep nëbe mae hap man tangan sam gwesïꞌïn– kire zisi de lup gulin gwen naye. Sap dekam nen ema zëno mae mo syal dawemna iwe mas taꞌan– Alap onakore eiwa de olsa de gol halada gwennakye.
3JN.1.9	Ëe kië sap suratna nonol tïngare langna iwe de Kristen zini ebe mae hap ale gul sonezimk– em de kirekam Kristus mo nganak de syal ta gwen zisi lup gulin gwen hap denaye. Hwëna Diotrefes Bak zë-en de mam gwen hap dwam gwe-gwenda. Zen ano mae mo ol san bëjen ang gwen. 
3JN.1.10	Zep aen de hata zankam dekam asa emsa damnak tonbiridazal– zëno karekna mensa abe mae hap gol gwizimniraye, asa de totore olkam tonsubirida gwenkam. Hwëna asa en hom ki karek ta gwibirida. Hwëna Kristus mo nganak de syal ta gwen zini men zen zëno ënak yaïng gwe-gwenan, zen hom mae gol zem kon lup gulin gwenda. Hwëna men zen sap lup gul irin hip ëhohle gwe-gwenan, desa hwëna man anakan jalse gwibirida gwenda, “Eme lup ul inꞌik, ëe asa emsa jematna an kon golëalsa soner.”
3JN.1.11	Zep ano dang tïnïnak de walas, nen bap nen karek gol gwen zi mo lowehen san ang ë gwen. Diki dawemsa de gol gwen zi mo lowehen en san nen ang ë gwen. Men zen dawemna syal nei gwibirin, zen Alap mo bi gwibiridan wenya zen. Men zen karekna nol gwenan, zen hom Alapsa tame daꞌan. 
3JN.1.12	Emki dawemkam Demitrius Baksa zer irin. Zen hen mes eiwa de olak tal gwesïkï, hen tïngare awe de Kristen bose wal om man tangan sam neisïk gweblanan. Ëe ëre mo wal bose walya ban zebë emsa en soneblaꞌan, “Zini an dawemna.” Hen ena tawana: Ano mae mo ola zen eiwa dena. 
3JN.1.13	Ano ola sap nama beyana– ebe hap de ale gul soneblan hap denaye. Hwëna ëe ama enlala gweꞌan, “Suratkam ba hap de.” 
3JN.1.14	Sap nabakam asa emsa duweblazal. Zen dekam esa dawemkam lora.
3JN.1.15	Dawem! Em Alap mo taha terenake gwë gwenda. Awe de eno aya-wal oso-walya dawem ensa ep nol soneblaꞌan. Ano mae mo dawem gol sonenna ansa emki iwe de aya-wal oso-wal hap aha-en aha-enkam ayang gul gwizimdin.
JUD.1.1	Suratna an tïngare Alap mo hlïl irin wenya ebe mae hap.
JUD.1.1	Em Bian Alap mo kwasang gwibiridan wenya,
JUD.1.1	hen Kristus Yesus man emsa kara ta gwibiꞌira.
JUD.1.1	Kristus hon de babu gwen zini, Yakobus Bak mo osona Yudas onakon:
JUD.1.2	Dawem! Diki Alap Zën sa kae-kaena hen kwasang-kwasang zemka mamkam ebe mae hap gol gwizimdi. Hen nen zëno taha terenak esa lowehe gwer.
JUD.1.3	Ano dang tïnïnak de aya-wal oso-wal, ëe sap dawemkamë akasïk gweꞌak– sangankam de ebe mae hap ale gulzimdin hip. Hwëna dekon zebë sak: Emsa de yasik tabin hip de zini mes ebon mae onak bïtï gwezak. Ëe ama sap menkam kalang gwek– hëndep de lowehe gwen hap denaka de ebe mae hap ale gulzimdin hip, men desa Kristus nëbe mae hap syal gwibir-zimkike. Hwëna angkam nabakamë suratkam emsa tïtï tabiꞌin– dekam de nëre mae mo Kristussu de taïblïblan hap dena insa golluwe gwen hap. Sap Alap srën-srënkam hom ëngaya gwen hap de ola gol gwizimnira, hwëna Zen mes aha-en zëre mo hlïl irin zini nëbe mae hap golzimki– nen dikim karek-karek nakon wet so gwen hap denaye. 
JUD.1.4	Hwëna emsa de yasik tabin hip de zini in mes aningkim ebon mae onak bïtï gwezak. Zëre mae mo karek-karek nakon, zep dam gwesïk gweꞌan: Zen Alapsa de tame tan srëmna. Zen man anakan tïtï da gwibirin, “Alap Zen kwasang-kwasang enna, zep Zen molya nësa kahalo en hap karek tabirki.” Zen ëk enkam man ëgu gwenan, “Ëe an Kristen zi,” hwëna zëno mae mo tawa tabinni in, dekon zep nwe-mase gweꞌan– san de nëre mae mo Teipsïn Zini Bian Yesussu de anakan gublunna kiye, “Zen aban apdenak.” Zep Alap orep mes kire zini zëre mo ol ale gunnuk karek tabin hip gu-gubiridaka.
JUD.1.5	Em sap ansa orep mese ëtawa gwek, hwëna ëe ama etan emsa enlala sobiridaꞌan: Bian orep mes Israel mo auyan-azana Mesir kon gwiswe soneka. Hwëna men zen Zënaka daïblïbla srëm gwek, desa hwëna man timbwas tabirki.
JUD.1.6	Alap zëre mo dam taha nakore zini hen kirekam gweibiridaka: Men zen zëre mae mo syala kon de wet so gwen hap ësoson gwek, zep hëndep zëre mo lowehe gwenna hli nuk, Alap zep desa okama otdenak de bwi kawesïnnïk kang gul neka. Zen zëwe besi dokotkam de tahalebin nik lowehe gwenan. Alap mo klis gun hup de yakla yalak kim de hataꞌak, Zen dekam sa desa sërkam karek tabir zira. 
JUD.1.7	Ë yala Sodom hen Gomorak de zini, hen zëno golek de ë-ë san de zini, zen hen zëno mae mo kim ëkarek gwek. Zen man ëkahalo soson gwek hen totore-totore swisa nulin halasen gwek. Zep Alap in kim syaukkum timbwas gulku, Zen dekam tïngare zi hip de ërak hap kang gulku– dekam de anakan tame gun hup, “An kirekam sa hen karek gol gwen zini tïnsïk gwen srëm syauknuk hëndep denaban lowehe gwer.”
JUD.1.8	Emsa de yasik tabin hip de zini in, zen hen kirekam zëre mae mo eisirkim de hlaun sun ang ta gwenan. Zen dekam zep zëre mae mo timni ëkahalo gwe-gwenkam kun da gwibirin. Zen hen teipsïn tangan Zini Alapsa man enlala në gweblanan, “Zen soson tangan naka hom.” Hen ngatan zi mo langnak de teipsïn-teipsïn wenya man lamang da gwibirin. 
JUD.1.9	Alap mo dam taha nakore zini Mikayel, zen sap wal bose wal zem onakon hen teipsïnnï, hwëna sap kirekam zen hwëna hom dowal mo kïgïsa lamang taka. Zen kim dowal mo kïgï naban Musa mo tokna naman-man ëblaka, mae hap, “Diki ëe asa zerhal,” dekam Mikayel Bak kim jalse gweblaka, zen hom zënaka boltere taka. Hwëna zen man sapꞌnen gubluka, “Zen diki Bian Zën sa emsa karek tala.” 
