MAT.1.1	Abraham po aso, Dabhit po agijing, anang so Jisu Khristo asar-lar alekha alo bangpo lo.
2TI.4.2	nang kime-alamthe pahar pon; lake kime aporta, aro kangho aporta songkhan pusi; chipaning ding, aro kikrol yok wanot, paserek, aro nengrung pon, kachihi alamthe hike pon. 
2TI.4.3	Piyok pu tene ladi apor arleng hel kijok-kachirli amun chihihe ye, manta ano kapangthak arleng chiplangsi, anali kar-ih ateng kahike jap-jap arleng chipa-ongsi doye, 
2TI.4.4	aro khanang alam ka-one ano chirduk deye, aro aporong atomo chithan phaknge, labadi apor wange. 
2TI.4.5	Nali ke, arnita ahuwit alam long trepne do, duk-tap chihi, lamthe kihari asal tikipon, nang murkiya asal pachok pon not. 
2TI.4.6	Jongsi nephan, nibot badi kichampi apor wangdo; aro ne jiu chitikangsi kachikak apor wang hlengdo. 
2TI.4.7	Ne la-anat akime neng pisi chilarelo, ne karwaltang aduwar kapatang yok kat duno, ne kikrol chi-en thipsi dolo. 
2TI.4.8	Minon para nephan dhorom kangthir aphurkup nephan ne bipiwen do; dhorom kangthir bisar poke Hemphu la-arni bangpo neyok nepi ye; neyok det ta kalek, manta anang kachiklang arniyok nengkidok ahuwit ayok piye.
2TI.4.9	Nedung kiwang ayok parjang letne nang meso tikinot, 
2TI.4.10	piyok pu tene Demas po ke minon labang pirthepe yok nengdoksi tikango, aro Thesalonika yok damo; Kresken po Galatiya yok damo, aro Titas po ke Dalmatiya yok damo. 
2TI.4.11	Luk po detsi nepen do. Nang Mark po yok en-ne wangot; piyok pu tene kapahar asal along nephan rapthekman. 
2TI.4.12	Troyas rongpe long ne chol akiding Karpas po arideng thikangsi wang hlongo, 
2TI.4.13	nang kiwang amun anang yok, aro lo hel, layok ke chul hel wanot. 
2TI.4.14	Alekjendar homalpo neyok paduk hap mo, anang katiki hel aphan Hemphu piphak nge. 
2TI.4.15	Anangyok nang manta meso chilang, piyok pu tene anang ili lamthe hel kiteng. 
2TI.4.16	Ne angoke ne bithang alamthe angkipu apor, ihut ta nepen wang rung dunde yongo, manta ahuwit ta neyok tikang detno. Bangpo analiyok alekhot pa-en nangne. 
2TI.4.17	Manta Hemphu nedung wang arjapsi neyok ajakong nepilo; la-apotsi ne ridengsi kapahar asal pachok detyok, aro ahuwit Bang-ajat hel parju hlongyok nepek ngo. Lasi ne tike-chalbe hel para jok uno. 
2TI.4.18	Hemphu neyok ahuwit akangho kapaduk para pajok do aro anang ethakpe-alongri aphan ral le. Anang ajortang mo-moyok padong. Amen.
2TI.4.19	Priskila pe pen Akila poyok aro Onesiphoras po ahem bang yok kardom pajirdun. 
2TI.4.20	Erastas po Korinth long rilo; manta Troplimas po Miletas long kisosi ne tikango. 
2TI.4.21	Nang kichum adin ango kiwang ayok meso chitiki. Ebulus po nangyok, Padens po, aro Linas po aro Klaudiya aro ahuwit kortehel yok katiki badi kardom hlodundo. 
2TI.4.22	Hemphu nali jiuli pen pado nang. Nali pen kajinso pado nang.
TIT.1.1	Arnam karwaltang abang kikrol, aro kamainot badi khanang alamthe agiyan, Arnam amurkiya aro Jisu Khristo kapachak kangthir-adun Pol po, labangke kijok-kachirli ateng, 
TIT.1.2	kachobelbe Arnam, kichengcheng akal para kipiyok kapang-ak, labang ki-or eh ajiuli chihasi— 
TIT.1.3	aro labang ateng kapahar parasi anang lamthe pen pachiklango, kapahar asalpo ili Ral Hemphu Arnam kithan atengsi nerideng champilo, 
TIT.1.4	kapahar atengsi kikrol, ne long wang kimeng osopo apun naksi Titas po adungyok: Apa Arnam aro ili Ral Hemphu Khristo Jisu para kajinso aro nengsam nali long pado nang.
TIT.1.5	Kitangte asal hel kapachok phrotyok, aro ne kithan badisi, arongten kithe-kiding abang yok sal kapachak yok, Krete langlompe long ne nangyok bisi wango. 
TIT.1.6	Inghone bak arleng ado kangwepen, anang iphong det piso ki-en, anang asohel kikrol det, kangho katiki alokjor aro ado kido lale kimengme kalek tene labadi arleng labang aphang michangman. 
TIT.1.7	Piyok pu tene bisop, ihut Arnam ahem puru ahemphu badi, ado donangne ye; aneng neng kang-phlut nangne ye lale ahisasi kengkam kachijor lale hor kangri-klang do nangne ye, aborai kido nangne ye, lale neng kilangho alop donangne ye; 
TIT.1.8	manta anang don-kachingden thek, akime loi-loi nengkidok, abangpo kachipangdom, kachiron thek, kangthir, atengsi kicho-kijun chiplang nange. 
TIT.1.9	Khanang alam pachirlipon, aro lam kapasumseng abangyok kimaime hel pangthek si paklangthek nange. 
TIT.1.10	Akijol alamthe kithan, Arnam ango kachobe aro kimengme ako-ong arleng do, lalong Jihudi sunnot kachiplang hel asitem do; 
TIT.1.11	anali ladihak kido pangwe nange, anali ladihak kilangho alap aphan, anali kanangne hel paklangsi, angkhan ahem arlengyok kikrol pangho detman. 
TIT.1.12	Anali ihut abithang arleng, anali turki posi, ladi pudo, “Krete alongri abang arnita kachobel det, achong kido okpe natsi, aro kaselet kicho akhok.” 
TIT.1.13	Labang hakhi ke khanang. Lasi analiyok pasereksi kithan aro kikrol acho alam pachirli, 
TIT.1.14	Khanang alamthe kachi-oh wedetsi Jihudi hel aporong atomo hel, lale khanang para kachirting arleng hel alamyok onedunek. 
TIT.1.15	Kangthir phlen helyok ahuwit abihini kangthir phlen, manta akangho hel aphan aro kikrolkre helyok jatsi kangthir phlen kalek. Anali neng aro kime-kangho kachiron hel la-hini ta akangho. 
TIT.1.16	Anali Arnam yok than-un pusi anali angho pen ke hoi chodo, manta anali salpen ke hoi choche. Anali simeme, kithan mengme, ahuwit akime asal katiki chakche pho.
TIT.2.1	Manta nang kijok-kachirli alam potsi kanange pomar paklangsi me-at alamthe pachirli pon. 
TIT.2.2	Kithe-kiding helyok atengsi abang kapangdom, kime asoi, lam chironthek, aro kijok- pachirli ponthek, nengdok long, aro chipaneng dingsi kido pachirli. 
TIT.2.3	Labadisi, arloso akisar helyok ta kangthir arleng badi kikrol kamichang arkel-pasi yok hikepon, aro ado tikiner lale cho-ingri sal aturu dodesi, potsi akime lamehel pachirlipon, 
TIT.2.4	la-apot arlosohel apihan helyok aro abithang aso helyok nengdok thek aphan pachirli, 
TIT.2.5	kachipangdom un, kachiron thek, abang kangthir-et, hem kilang thek, kajinso kido aro anali apihan hel arhum kidoyok pathek-paresi Arnam alam pen katharak hlonghle ayok pachirlipon. 
TIT.2.6	Ladisi riso arleng hel yokta abithang abangpo chipangdom thek ayok nengrung pon. 
TIT.2.7	Nang bithang ta ahuwit kime asal katiki arjan chipaklang, aro nang paklangne pachiklan, thirkukne dopon; 
TIT.2.8	aro kijoktang alam paklangsi katharak nange ingjong, laparake kilang set-set abang ili yok wang kipu awak hlonghlesi, chitharak phaknge. 
TIT.2.9	Turuhel ayok ili Ral Hemphu Arnam alam chirlisi ahuwit alamlong pamengdun nang, 
TIT.2.10	la-amun pudun phak nangne, manta anali hem ahemphu mengdunsi, aro ahuwit alam along nengsamsi do dun nok, la-apot ahuwit asal long anali ili Ral Hemphu Arnam alam kachirli arje pachiklan unyok mehel neng rungpon. 
TIT.2.11	Piyok pu tene Arnam kajinso ahuwit arleng kapajok aphan chiklango, 
TIT.2.12	ili kimeng-kapangho aro pirthepe long kar-ih hel hoi chochesi, dhorom kangthir, aro kikrol-chirlisi labang pirthepe long arjak nang, 
TIT.2.13	bor-eh long kachiha hlongyok aro Arnam aro ili Ral Hemphu Jisu Khristo jortang pen kachiklang arniyok inghong si donang, labang kajinso ladi hali paklangdo. 
TIT.2.14	Anang ili ahuwit kanghohel para kapajok yok, aro akime asal katiki kar-ih anang aphan apharan pensi kapangthir arleng otesi, ili phansi champilo. 
TIT.2.15	Nang lamehel alam thanphlen nok; apharan kido badi nengrung aro chingduk. Nangyok kapangwe det aphan kaiyokta awak piyek.
TIT.3.1	Kipangdom, aro apharan kihlong arleng arlo kidoyok, kimeng ponyok, ahuwit kime asal katiki trepne kidoyok, neng purkipon, 
TIT.3.2	kaiyokta patharakngek, ado kol, aro chinom hopsi, ahuwit arleng yok kachingbar angthin kido aphan analiyok purkipon. 
TIT.3.3	Piyok pu tene aporong ke ilita kamango, kithan kimengme, pamok-mok, ajatjat amek alop, aro abang kaselep turu asal tikisi, chilanglepho, aro chithengsi apor kapadam, kilang karjuho, aro ihut para ihutyok kachisim kido. 
TIT.3.4	Manta konam ili Ral Hemphu Arnam nengsamsi, aro munusi ajatyok nengdok pachiklansi, 
TIT.3.5	la-amun ili bithang kime asal katiki anatke kalek, manta anang jinso atengsi jiuli akimi pen kachulu, aro Jiuli-Kangthir akimi kasanse parasi ili pajok tango; 
TIT.3.6	labang anat labang ajiuli ili Ral Hemphu Jisu Khristo parasi ili phuthak li-tungo, 
TIT.3.7	la-apotsi, ili anang or-eh len ajiu kachiha ateng pahlong dun ayok jinso pensi dhorom kangthir kachipu alekhot chiplango. 
TIT.3.8	Labang alamthe khanang kikrol nange do. Ne Arnam long kikrol abang kime asal otsi katikijong yok ar-ih do, labang anat lamehel along nang thirkuksi kithan ayok ne nangyok than do. Lamehel alam arleng hel aphan akime aro alap do pendo. 
TIT.3.9	Manta kamango badi kachingchek, agijing hel atomo chingje si, kachingbarbe, aro kanong alam kachingje, labang ahuwit para nang chiterek, piyok pu tene labang hel kanangne aro akijol. 
TIT.3.10	Inghosi rat asitem phlak ponman, mehel arleng yok iphong lale phong-ni paserek aphel, kachideng dun nange ingjong, 
TIT.3.11	piyok pu tene ladi arleng kangho paklangponsi aro anang bithang aporman pisi pap tikido, bangpo nang thek do.
TIT.3.12	Ne nang dungyok Artemas po, lale Taikhikas po yok tole, Nikopoli long nedung kiwang yok chiron, piyok pu tene ne labang athem kichum adin kido damyok chirono. 
TIT.3.13	Kanong ukil Jenus po aro Apolos po yok me-atne wangtol, lalong lahel ka-ongkal weye. 
TIT.3.14	Aro ili arleng hel ta songkhan kanange apor kachirap thek aro kanange kakungthin amun pachok aphan anali kime asal katikiyok pachirli nang. 
TIT.3.15	Ne pen kido ahuwit ta kardom nang hlodun do. Kikrol along iliyok nengdok kido abangyok kardom pajir. Nali ahuwit penta kajinso pado dun nang.
PHM.1.1	Jisu Khristo anat akrol kido Pol po, aro korte Timothi po, ili kirapdun alok aro nengdok Philimon poyok, 
PHM.1.2	aro ili ingjir Aphiya pe aro ili lok sonturi Arkhipas po, aro nali hemlong kachingrum kachikruk, ahuwit adung yok. 
PHM.1.3	Ili Pa Arnam aro Hemphu Jisu Khristo para naliyok kajinso aro nengsam pado nang.
PHM.1.4	Ne pingkit amun ne nangmen chipurki si, arnita ne Arnamyok kardom pajirsi do, 
PHM.1.5	piyok pu tene nang Hemphu Jisu yok aro ahuwit kangthir arleng hel aphan nang nengdok aro kikrol alam ne arjusi do. 
PHM.1.6	Nang kikrol along kachingchong dunsi hali pen kido ahuwit akime asal Khristo aphan pachok nang, labang pingkitsi do. 
PHM.1.7	Piyok pu tene, ei ne-kortepo, nang nengdok para ne ako-ong nengrong aro nengkirung alam arju hlongo, piyok pu tene nang parasi kangthir arleng hel ajiu long pharat dakngo.
PHM.1.8	Labang anatsi, jipe kanange do, labang alam nangyok kithan yok Khristo long ne aha doman, 
PHM.1.9	Jisu Khristo anat minon akrol kibeng, ne Pol po, ihut aharapo yongta nengdok anat layok ke nang chingduk do; 
PHM.1.10	lake apo po apun, aro ne akrol long kido amun kiplang Onesimas po aphan ne nali chingduk do. 
PHM.1.11	Anang ango nangyok kichakche si kido, manta minon ke nang phan aro nephan ta kirap chiplango. 
PHM.1.12	Ne ingthin nengdok do, anang yok ne nangdung pachirul phaksi tolo. 
PHM.1.13	Kime-alamthe kapahar anat ne akrol long kido hlong, nang holan anangke nephan sal nerapdo, lasi ne si anangyok nebithang aphan kachipon kiron; 
PHM.1.14	manta, anang kirap ke neng ahisa wedung ke kalek, manta nang ahisasi chok, la-apot nang chikekngke lengke ne jatsi ki-en ponyok aneng dode yongo. 
PHM.1.15	Nang anangyok mophel kapahlong phak ayoksi, anangyok angkhan adin kachikak bak hele. 
PHM.1.16	Turu poyok hlong phakta turu badike kalek, turuyok kimechot nengdok korte apun chiplangot; anang neyok nengdok chotdo, manta layok ke a-ok long aro Hemphu long, la-hini nangpen konbak nengdok chotdo. 
PHM.1.17	Lasi nang neyok alok badi nechiron do, tene neyok kachideng badi anang yokta chidengot. 
PHM.1.18	Aro anang nangyok pene bak akangho tikilo, lale penebak kipime do tene, nang neyok pune alekha en nok. 
PHM.1.19	Ne si nangwol piphak nge; bangpo nesi Pol po nebithang ari pen wilo; piyok pu tene nang neyok dhar badi ne kipime abam dolang, pusi nangyok nangthan do. 
PHM.1.20	Oik, ei korte, Hemphu aronsi ne nangpara bekso nengrong hlongchet tene nephan kime lo; nang Khristo long neneng pangsam mot. 
PHM.1.21	Nang kithan kimeng chinengtang pusi ne nangyok wilo; aro ne potsi nangthan hlongo, layok nang meso tiki chotne pusi ne thekdo. 
PHM.1.22	Manta la-amunsi, nephan don kido apulu isi honjokne bi; piyok pu tene, nali pingkit parasi neyok naliphan banta badi pajir nangbo pusi chihado.
PHM.1.23	Jisu Khristo aphan nepen akrol kachibeng Ipaphras po naliyok kardom nali hlodo. 
PHM.1.24	Aro Mark po, Aristarkhas po, Demas po, aro Luk po, ne pen katiki lokjor abangta kardom hlodo. 
PHM.1.25	Ili Hemphu Jisu Khristo kajinso nali ajiuli pen pado nang. Amen.
HEB.1.1	Atono ke Arnam prek-prek apor aro ajat-jat badi turki hel parasi sar-lar helyok lam pathan no, 
HEB.1.2	manta ki-or owelong anang ihut Aso parasi lam-thano, labang Aso yok si anang ahuwit abihini aphuthak aidot pekngo, aro anang parasi pirthepe ta hurjilo. 
HEB.1.3	Labang Aso si Arnam ajortang pachituro, aro abithang apharan aben asap aro anang apharan kido alamthe pensi bharasot pangdomsi bilo. Konam anang pap hel kol pangthirsi, anang Kithechot Jortang kido ancho-ri aga iningo, 
HEB.1.4	ethak tharlon helyok ta thechot amen hlongsi, jibak amen hlongo, ango abang yok ta kithechot amen pahlongo.
HEB.1.5	Piyok pu tene, Arnam labang tharlonhel asitem inghoyok pulo? ‘‘Nang ne So, ne mini nangyok paplangple yong ma?’’ Lale prek along pudo, ‘‘Ne anang Apa chiplange, aro anang ke ne So chiplange kalek ma’’? 
HEB.1.6	Aro matmatsi, konam anang So tahangyok pirthepe long wanno, anang pulo, ‘‘Ahuwit Arnam tharlon hel anangyok pachirdom nang.’’ 
HEB.1.7	Tharlon hel yok Arnam pulo, ‘‘Anang abithang atharlon helyok tomon naksi, aro abithang turu helyok me-ade badi oteman.’’ 
HEB.1.8	Manta Aso aphan ke pulo, ‘‘O Arnam, nang inghol, binongyok do, nang longri bisar kangthir pensi pangdom man. 
HEB.1.9	Nang kadhorom yok nengdokngo, aro kangho yok simo; lasi Arnam, nang Arnam, nangyok, alokjor yok kimechot, nengrong ajangthu helsi arwal tango.’’ 
HEB.1.10	Aro, ‘O Hemphu, nang kicheng amun pirthepe abihini hel pangningo, suneng peke nang-ri asal; 
HEB.1.11	Labang hinita prel detne; manta nangke arni dolen; lamehel ahuwit ta pe badi banne; 
HEB.1.12	nang jalso ape badi lamehel yok thul-wetne, aro chol ape badi lamehel yok chiseleye. Manta nangke isi detsi do, aro nang anengkan hel jatsi or-eh ye.’ ’’ 
HEB.1.13	Manta anang tharlon hel asitem inghoyok anang pulo, ‘Ne nang hutur hel yok nang kengpak arlo bibe lengke, ne ancho-ari aga iningne do?’ 
HEB.1.14	Labang ahuwit tharlon helke jiuli asal tikisi, kijoktang hel aphan murkiya asal katiki hel kalek ma?
HEB.2.1	Lasi ili karju alamthe long me-atsi ka-one neng pidun nange, piyok pu tene ili potsi one-hlong, khanang hel ili nepsi en nange, tangsi bangpo ili parake pon un-eh ye. 
HEB.2.2	Piyok pu tene tharlon hel kithan alam parasi chipmo, aro amungten apap lale kanong kapangho anat kanange angban hlongo, 
HEB.2.3	labang kijoktang alamthe kichengke Hemphu parasi paharo, aro karju abang parasi kikrol pilo, labadi akithe kijoktang yok seleptene ili pot badi chipajok une? 
HEB.2.4	Konam asombhik asin, bismat angtar aro ajat-jat ajakong kithe asal, aro Jiuli-Kangthir abor-eh parasi Arnam ahisa badi hakhi kipipon aporman chokngo.
HEB.2.5	Piyok pu tene ili kiwang nange pirthepe alam pudo, bangpo anang tharlon hel arlo bibe yong. 
HEB.2.6	Manta ihutpo hakhi pisi pudo, ‘Arlengke pot te, nang anangyok neng purkiman? Lale arleng asoke pot te, nangke anangyok la-an al-en dunman? 
HEB.2.7	Nang tharlon hel para bekso si pabeksi thepmo; nang analiyok jortang aro aman kipi phurkup pen pachi-ik wetno, 
HEB.2.8	‘ahuwit abihini anang kengpak arlo bisi, anang arhum bilo.’ Piyok pu tene ahuwit abihini anang arlo kibi apot, anang arhum kido-kangwe dophrot no, manta minon hok ili ahuwit yok anang arlo kibi thek hlonghle yong, 
HEB.2.9	manta labang Jisu yok thek do, anangyok tharlon helyok ke beksosi pabekngo, anang kithi akorom anat kihal aro aman kido phurkup pachi-ik wetno; la-apot Arnam kajinsosi, ahuwit aphan anang kithipo angdom pahlonge, lalongsi labang kithi akorom aronpo do. 
HEB.2.10	Piyok pu tene ingho aphansi, aro ingho parasi ahuwit chokngo, ako-ong asoyok hal phrotsi kiwan amun, anali kapajok cheng duk-kicho parasi jinso choknge, Arnam labangsi kamichang kido. 
HEB.2.11	Piyok pu tene inghosi pangthirman, aro jibak ayok pangthir phlenman, labang ahuwit ihut Apa parasi chokman, 
HEB.2.12	Labang anatsi Jisu ke anali yok korte pusi kataram yok tharakre, anang pudo, ‘Ne korte hel angot ne nangmen pahare, kachikruk hel asitem nang parklam alun lunne.’ 
HEB.2.13	Aro anang puphak do, ‘Ne anang longsi chihadutne,’ aro puphak do, ‘Holek langot, ne aro neyok Arnam kipi osohel do.’ 
HEB.2.14	Lasi osohel awi aro a-ok chingchong do apot, anang bithang ta labadi asoi long chingchongo, kithi apharan kidoyok, lake si-ik yok kithi parasi kaparem ayok, 
HEB.2.15	aro konbak arleng kithi yok kaphere anat kidoso alengke kithi aturu kido, lahel yok kapajok aphan, anang bithang ta ladisi la-hini aphan chingchongo. 
HEB.2.16	Piyok pu tene khanangke anang tharlon helyok wang rungre si, Abraham po agijing helyok wang rung ngo. 
HEB.2.17	Lasi arleng hel pap kachikol ayok, Arnam abi-pun aphansi anang ke kajinso aro kikrol bor-bangthe chiplang ngo, la-apot ahuwit aphansi korte aro ingjir hel amahang badi kachiplang nange kido. 
HEB.2.18	Piyok pu tene anang honjat tongsi duk-kicho amun, anang honjat kitong hel yok kirap apharan dopen do.
HEB.3.1	Lasi, ei ethakpe wang kataram tang kangthir korte aro ingjirhel, ili hoi kicho kangthir-adun, aro bor-bangthe yok, lake Jisu yok neng pipon. 
HEB.3.2	Pot badi Mosi po Arnam ahem aphan kikrol dun, ladisi anang ta wang kitol poyok kikrol. 
HEB.3.3	Piyok pu tene kido hem yokta mechot ahem kikem arlengpo konbak aman doman, anang Mosi po yokta ongchot jortang kido kamichang alekhot dolo. 
HEB.3.4	(Piyok pu tene ahemten ihut parasi kemman, manta ingho ahuwit abihini kemo, anang ke Arnam.) 
HEB.3.5	Minon ke jibak alam mophel aphan kithanme kido, labang ahuwit hakhi kido aphan Mosi po, murkiya asal tikisi Arnam ahemdung aphan kikrol kido; 
HEB.3.6	Khristo ke, Aso chiplangsi, anang hem aphuthak krol lo; ili kachiha aborai aro aha kido kijut yok krol pensi ili pado lo, tene ili si labang anang hempo lo.
HEB.3.7	Lasi, Jiuli-Kangthir kipu badi, ‘Mini nali anang asi arju hlong man, 
HEB.3.8	ahul wang tene, ladi ke nali ingthin long chiparthak ke do yek, labadi ingnam ajulong honjat kilang arni badi do yek, 
HEB.3.9	lalong nali sar-larhel neyok katiki hel honjat kilang parasi neyok archal tango, aro angkol-hini anengkan yok ne katiki pomar thek hlongo, 
HEB.3.10	lasi ne labang owepo yok neng-kithi wangsi puhlongo, anali arniten angthin kangho arleng, aro anali ne duwar hel anali chinine yong ngo. 
HEB.3.11	La amun ne neng-akang si seme-kitang hlong, anali ne kisang athem long lut hlonghle ye. 
HEB.3.12	Ei korte aro ingjirhel, chilangwen, pene badi kihreng jong Arnam para kijang yok inghone bak kikrol-kresi kasotonga angthin chiplange. 
HEB.3.13	Manta pap kachobel pensi nali kaita angthin chipangtang-er hlonghle yok, lasi ‘mini’ pune kipu apor kido aleng ke, arniten ta ihut para ihutyok nengrung pon nang. 
