MAT.1.1	Abraham é awut ashín, Dawiq é yhangzo yhangshu,
HEB.5.6	"Nàng gi, Melahkizedek wó é hkyangjong ayá hkyô dông mai ahtum abyuq hkyangjong rayuq nghut nyi ri."
HEB.5.6	ga, gó wô má le, Yhang taî to ashî nghut ri.
HEB.5.7	Yesuq gi, myidàm htoq má asak dui nyi é buinyì pé má, Yhang lé, shi é mai wó hkyi yù Su chyáng, ngaubyi ngau-nhap eq wut garû é èq, kyûdung é eq dung tôngbán bê nghut mù, Yhâng é hkungga gíng é ap nóng hkyo é yanmai, gyo byî é hui bê nghut ri. 
HEB.5.8	Yhang gi, Zo rayuq nghut to kôle, Yhang hui zô é wuîhke jamjau hkyô mai jìno gyo hkyô wó mhoq yû bê nghut ri. 
HEB.5.9	Yhang gi, lhoq gumjup huî é hkûn, Yhang é jìno gyo bang banshoq é matú, ahtum abyuq é hkyi yù hkyo é awang dut byuq bê nghut é eq, 
HEB.5.10	Melahkizedek wó é hkyangjong ayá hkyô dông mai hkyangjong mó dut râ matú, Garai Gasâng èq hkyin masat é hui bê sû nghut ri.
HEB.5.11	Ngamoq gi, shí hkyô eq séng luî taí râ gyai joq lhê; nghut kôlhang, nungmoq gi, ra luì za a sê gyô é bang nghut kô é yanmai, taî sân kyo wuî ri. 
HEB.5.12	Gè gè ga jáng, ahkui lhê ahkyíng má, nungmoq gi, sará dut gíng bê bang nghut lhê; nghut kôlhang, Garai Gasâng é mungdang mâ é tengmán hkyo é awang lé, rayuq yuq èq nungmoq lé dum taû mhoq byi râ ru dut nyi akô nghut ri. Nungmoq gi, htan é zoshuq râ é bang a nghut, naú wing râ é bang ru nghut nyi ashî kó myhi-nhung! 
HEB.5.13	Naú wing shuq râ é sû ó yuq le, zonú nghut nyi ashî mù, dingmán é hkyô lé mhoqshit é má a mán shi nghut ri. 
HEB.5.14	Nghut kôlhang, htan é zoshuq gi, ge é hkyô eq agè ashop é hkyô lé wó sê gam hkoq yû shoq, hkâ-nhám le yhumsing gùng yhumsîng lhoq mhân yu nyi é, kô dìng bê bâng é matú ru nghut lhê.
HEB.6.1	Haû mù luî, nga-nhúng gi, Hkrisduq eq sêng é mhoqshit hkyô awang lé tô to mù, myit kô ding é hkyô shut xoq sô ê sháng. Nga-nhúng gi, shî-nò hkyô shut shuî jé é muzó mai myit lhîng hkyo é, Garai Gasang lé lumjíng hkyo é, 
HEB.6.2	baptisma pé, loq ke byi hkyô, shi é mai dum dui toq hkyô eq ahtum abyuq jéyáng hkyô eq sêng é mhoqshit hkyo é, apûn awang dum hî nó a ra lô é nghut lhê. 
HEB.6.3	Garai Gasang gyô é nghut jáng, nga-nhúng gi, myit kô dìng hkyô shut xoq so râ nghut lhê.
HEB.6.4	Myoq lhoq bóng é radàm hui bê bang, mauhkûng chyunghuq lé myang hap yù bê bang, haû Chyoiyúng Woi-nyí lé chôm hkam yù bê bang, 
HEB.6.5	Garai Gasâng é mungdâng é gè hkyô eq jé lo nyi é ipyat é a-tsam pé lé myang chyam wú bê bang, 
HEB.6.6	yhangmoq hpuq lhik ló byuq é nghut le gi, hká dông lé myit lhîng dum ge wó râ a nghut lo, haî mù gâ le, yhangmoq gi, Garai Gasâng é Yhangzo lé dum jén sat pyâm é dut mù, Yhang lé de de rhoi pyám kô é nghut lhê.
HEB.6.7	Yhâng ahtoq má wo gyûn é mau wuî lé shuq yû mù, yò mû saí bâng é matú akyû bo é hôwa nuqhpyí lhoq htoq byî é maumyî gi, Garai Gasâng é shimân jeju myang hap yu é nghut ri. 
HEB.6.8	Nghut kôlhang, zu gâm eq myoq gàm yuq htoq nhang é maumyî gi, akyû a bò mù, nhîng pyâm é hui zo râ lé chiq râ ri. Haû gi, ló htáng má nyhê hkyô pyâm é hui râ nghut lhê.
HEB.6.9	Nghut kôlhang, chyitdap é gumang wuì ê, ngamoq gi, haû su nghû taî é nghut kôlhang, nungmoq é hkyi yù hkyô eq sêng é je ge é jung pé, nungmoq wó bekô râ nghû hkyak myit lum tô lhê. 
HEB.6.10	Garai Gasang gi, a tara é sû a nghut. Yhang gi, nungmoq é muzó lé le, Yhâng é byu pé lé nungmoq garúm bê eq xoq luî garúm nyi é dông, Yhang lé nungmoq chyitdap é myit shit kô é hkyô lé le, a tô-myhí râ nghut lhê. 
HEB.6.11	Ngamoq gi, nungmoq é i-myit myoqbyù hkyô wó byíng jup râ matú, nungmoq yuq hkangmó ipyat htum shoq xoq shikut nyì kó râ lé gyai ô nau ri. 
HEB.6.12	Ngamoq gi, nungmoq lagon bang dut byuq râ lé a ô nau é za, Garaî danggidiq byî to bê é lé, lumjíng myit eq myit hîng hkyô dông mai hkam yu é bang su châng kut kó râ lé ô nau é ru nghut lhê.
HEB.6.13	Garai Gasang gi, Abraham lé danggidiq tô é hkûn, Yhâng htoq gyaú é dakâm myìng lang râ rayuq lháng a nyi é nghut mù, Yhânggùng lé Yhang lang luî dakam é gi, 
HEB.6.14	"Ngò gi, nang lé teng yhang shimân byi mù, nang lé awut ashín myo myo byi râ nghut lhê."
HEB.6.15	Haû mù, Abraham gi, myit hîng hîng láng yu é htâng má, byî tô é danggidiq lé wó yû bê nghut ri.
HEB.6.16	Byu pé gi, yhangmoq htoq gyaú su é myìng lé lang luî, dakâm kô é eq, yhangmoq dakam é dang lé saksé kut mù, dang-rháng é hkyô pé banshoq lé lhoq pân pyâm akô nghut ri. 
HEB.6.17	Garai Gasang gi, Yhang myit hpyit tô é hkâ-nhám le a htaî lhik é hkyô lé, danggidiq byî tô é lé hkam yù râ bâng chyáng san za shit nau ri; haû mù luî, dakâm dang eq lhoq gîng to bê nghut ri. 
HEB.6.18	Garai Gasang gi, mhaú a ge é yanmai, hkâ-nhám le a htaî lhik é hkyô í hkat nghut é danggidiq eq dakâm dang joq é nghut mù, Yhang haû su kut é gi, nga-nhûng hí má tô to byî é myit myoqbyù hkyô lé myhik zîng râ matú gaû é jowò shut hpang wàng bê bang nga-nhúng lé wum mó byî é dut râ matú nghut lhê. 
HEB.6.19	Nga-nhúng gi, myit nhiklhûm é shamtoq goknghe dông myit myoqbyù hkyô haû lé wó é nghut mù, haû gi, gingtîng é eq gaû é hkyô nghut ri. Myit myoqbyù hkyô haû gi, mauhkûng noqkuq yhûm mâ é pán-gyang ahkaû mâ é sân-yúng gok má jé wang é nghut ri. 
HEB.6.20	Jowò haû gi, nga-nhûng é akyu é matú, nga-nhûng é hí má wàng byî é sû Yesuq wang jé é jowò nghut ri. Yhang gi, Melahkizedek wó é hkyangjong ayá hkyô dông mai, ahtum abyuq é hkyangjong mó dut bê nghut ri.
HEB.7.1	Melahkizedek gi, Salem myuq é hkohkâm eq Myhang Htâng é Garai Gasâng é hkyangjong nghut ri. Yhang gi, hkohkâm pé lé sat ûng pyám luî dum taû lo é Abraham lé hui mù, shimân byi bê nghut ri. 
HEB.7.2	Haû mù, Abraham gi, wó lo é jung hkangmó mâ é, xê gambùm mâ é ragambùm, yhang lé byi bê nghut ri. Sâng-hi lhê é Melahkizedek é myìng lichyúm gi, "dingmán hkyo é hkohkâm" gâ é nghut mù, htâng lhê é "Salem é hkohkâm" gâ é gi, "nguingón hkyo é hkohkâm" gâ é nghut lhê. 
HEB.7.3	Yhâng é înu îwa é hkyô eq byùxik labaû le, hi é buinyì eq asak htûm é hkyô le a kâ to nghut ri. Yhang gi, Garai Gasâng é Yhangzo su, ahtum abyuq hkyangjong ru nghut nyi ri.
HEB.7.4	Yhang hkâ-í hkik lhê nghû é lé, myit wú keq. Haû îchyí îwa Abraham lháng gi, wó lo é mâ é xê gambùm mâ é ragambùm, yhang lé byi ri-nhung! 
HEB.7.5	Hkyangjong dut bang Lewiq é awut ashîn pé gi, yhangmoq é gumang wuì, Abraham mai nyì gyó lo é bang nghut kôle, tarâ má bo é eq rajung za, haú bâng chyáng mai xê gambùm mâ é ragambùm lé hkyui yù râ dut é bang nghut akô. 
HEB.7.6	Nghut kôlhang, Melahkizedek gi, Lewiq mai gyó lo é amyû a nghut kôle, danggidiq pé wó to sû nghut é Abraham chyáng mai xê gambùm mâ é ragambùm hap yù mù, shimân byî ri. 
HEB.7.7	Shimân byi sû gi, shimân byî é lé hkam yù sû htoq je gyaú sû nghut é lé, ó yuq le úng-áng râ hkyô a joq é nghut lhê. 
HEB.7.8	Hkyangjông pé eq séng luî ga jang, shi byuq sê é byu èq, xê gambùm mâ é ragambùm lé hkyui yu é nghut lhê; nghut kôlhang, Melahkizedek eq séng luî nghut jáng, asak dui nyi é ga taî pyô byî é huí su èq hkyui yu é nghut lhê. 
HEB.7.9	Xê gambùm mâ é ragambùm hkyui yù sû, Lewiq lháng gi, Abraham dông mai xê gambùm mâ é ragambùm byi bê nghû wó taî ri. 
HEB.7.10	Haî mù gâ le, Melahkizedek gi, Abraham lé huî é hkûn, Lewiq gi, yhâng é îchyí îké é gungdu hkaû má ru bo tô ashî nghut ri.
HEB.7.11	Haû Lewiq hkyangjong amyû pê é ipyat má, byu pé gi, jep é tarâ lé wó yu bùm kô é nghut mù, hkyangjong ayá haû mai gumjup hkyô wó yû kô é nghut le gi, haî mù luî, Arun wó é hkyangjong ayá hkyo dông a nghut é za, Melahkizedek wó é hkyangjong ayá hkyo dông lo é sû gotû hkyangjong rayuq ra shirâ lhú? 
HEB.7.12	Hkâsu mù gâ le, hkyangjong amyû htaî é hkûn gi, tarâ le htaí yhang htaí râ dut é nghut lhê. 
HEB.7.13	Haû su nghû taî é hkyô pé eq sêng é Sû gi, gotû byuhú mâ é sû nghut mù, byuhú haû mai gi, ó yuq le hkungga gyap má dojaú wú é a nghut. 
HEB.7.14	Hkâsu mù gâ le, nga-nhûng é Yhumsîng gi, Yudaq byuhú mai gyó lo é awut ashín nghut é hkyô, san za nghut nyi ri. Mosheq kúm gi, byuhú haû eq sêng é hkyô má, hkyangjong pé eq séng luî haî lé a taí é nghut lhê. 
HEB.7.15	Melahkizedek eq dù é gotû hkyangjong rayuq pô htoq bê nghû, ngamoq taí bê hkyô gi, je riyhang san za dut bê nghut ri. 
HEB.7.16	Yhang gi, îwa rayuq é awut ashín pé nghut râ lhê gâ é tarâ dông hkyangjong rayuq lé dut é a nghut é za, a wó lhoq htên é asak é a-tsam eq rajung za lé dut é ru nghut lhê. 
HEB.7.17	Hkâsu mù gâ le,
HEB.7.17	"Nàng gi, Melahkizedek wó é hkyangjong ayá hkyô dông mai, ahtum abyuq hkyangjong rayuq nghut nyi ri."
HEB.7.17	ga Yhang eq séng luî taî pyo tô é nghut lhê.
HEB.7.18	Haû hí lhê é cháng râ tarâ gi, wum nyhôm é eq akyû a bo é yanmai, tô pyám bê nghut lhê. 
HEB.7.19	Hkâsu mù gâ le, haû jep é tarâ gi, gumjup hkyô haî a wó kut byî é nghut lhê. Haû mù, je ge é myit myoqbyù hkyô lajang byî é nghut luî, nga-nhúng gi, myit myoqbyù hkyô haû mai Garai Gasâng chyáng wó chyâng htep ê é nghut lhê.
HEB.7.20	Myit myoqbyù hkyô haû gi, dakâm hkyô a bo é a nghut myhi-nhung! Góbang gi, dakâm hkyô a bo é za hkyangjông pé wó dut bekô nghut ri. 
HEB.7.21	Nghut kôlhang, Yesuq kúm gi,
HEB.7.21	"'Nàng gi, ahtum abyuq hkyangjong rayuq nghut lhê.'
HEB.7.21	ga haû Yhumsîng dakâm bê nghut mù, Yhang myit é hkyô htaí râ a nghut."
HEB.7.21	ga, Yhang eq séng luî Garai Gasang taî é hkûn, dakâm dang haû mai hkyangjong rayuq dut bê nghut ri. 
HEB.7.22	Dakâm dang hau é yanmai, Yesuq gi, je ge é dangshikaq é pahkám wò yù sû dut bê nghut ri.
HEB.7.23	Hkyangjông pé myo myo nyì râ dut é gi, yhangmoq é muzó a wó xoq zui shoq shi byuq hkyô èq hkûm zing pyám kô é yanmai nghut ri. 
HEB.7.24	Nghut kôlhang, Yesuq gi, ahtum abyuq dui nyì sû nghut é yanmai, Yhang gi, hkyangjong mû ayang ru zuî nyí râ nghut lhê. 
HEB.7.25	Haû mù luî, Yhang gi, Yhang dông mai Garai Gasâng chyáng lé jé é bang lé, hkâ-nhám le wó hkyi yu é nghut lhê; haî mù gâ le, Yhang gi, yhangmoq é matú dûng tôngbán byi nyì râ matú, rû dui nyi é sû nghut lhê.
HEB.7.26	Yesuq gi, chyoiyúng é sû, mara hûn râ hkyô a bo é sû, sân-yúng é sû, yubak dap bang eq rahá a nghut shoq gotû san kut huî é sû, mauhkûng pê ahtoq má lhoq toq lhoq gyaú yu huî é sû nghut ri. Haû sû é hkyangjong mó gi, nga-nhúng râ é lé lajang byi râ htuk ang ri. 
HEB.7.27	Nyí nyí buì buì, yhumsing é marâ é matú hí hkungga nhông byi mù, byu pê é mara matú le hkungga nhông byî é gotû hkyangjong mó pé su, Yhang gi, a kut râ é sû nghut lhê. Yhang gi, Yhânggùng lé Yhang nhông byî é hkûn, yhangmoq é yubak marâ é matú banshoq radàm za hkungga nhông byi pyám bê nghut ri. 
HEB.7.28	Hkâsu mù gâ le, haû jep é tarâ gi, wum nyhôm é byu pé lé hkyangjong mó pé dông masat é nghut ri. Nghut kôlhang, Garai Gasang gi, haû jep é tarâ é htâng má lé jé é dakâm dâng èq, Yhâng é Yuqzo lé masat to bê nghut mù, Yhang gi, ahtum abyuq lhoq gumjup hui bê nghut ri.
HEB.8.1	Ngamoq taî nyi é dangkâng gi, shí dông nghut lhê: Nga-nhúng gi, haû sû é hkyangjong mó lé wó é bang nghut lhê. Yhang gi, mauhkûng htoq má, Hkikhkam dik Sû Garaî é hkohkâm-tanghkuq é loqyò hkyam shut zùng to mù, 
HEB.8.2	byu èq saî é a nghut é za, haû Yhumsing èq saî é saksé zúm akying hkaû mâ é, sân-yúng dik gok má dojaú é sû nghut ri.
HEB.8.3	Hkyangjong mó hkangmó gi, chyunghuq pé eq hkungga pé lé nhông byi râ matú wò hun to huî é chyat nghut lhê. Haû mù luî, hkyangjong mó shí yuq le, rajung jung nhông byi ra râ nghut lhê. 
HEB.8.4	Yhang gi, mingkan htoq má nyi tô é ru nghut le gi, hkyangjong dut râ a nghut; hkâsu mù gâ le, jep é tarâ dông ga jang, chyunghuq nhông jaú é byu pé nyi to gù bê nghut lhê. 
HEB.8.5	Yhangmoq, sân-yúng dik gok má dojaú é hkyô gi, mauhkûng htoq má joq é azòng eq wupzo dông nghut ri. Haû nghut é yanmai, Mosheq gi, saksé zúm saí râ nghut é hkûn, "Nang lé, bùm má tûn shit é azòng eq rajung za jung hkangmó wó saí shoq kut aq."
HEB.8.6	Nghut kôlhang, Yesuq, gyoro sô xoq byî é dangshikaq gi, axaû lhûm htoq má je gyaú é eq rajung za Yhang hap yu tô é dojaú hkyô gi, yhangmoq é dojaú hkyo htoq má je gyaú é nghut lhê. Haû mù, dangshikaq haû gi, je ge é danggidiq pê htoq má awang hi tô é nghut lhê.
HEB.8.7	Hkâsu mù gâ le, sâng-hi lhê é dangshikaq má râ é hkyô haî a bo é ru nghut le gi, gotû ra râ a nghut lo. 
HEB.8.8	Nghut kôlhang, Garai Gasang gi, byu pê chyáng mara bo é myàng mù, taî é gi,
HEB.8.8	"Haû Israelaq é yhumbyù wuì eq le, Yudaq é yhumbyù wuì eq le,
HEB.8.8	Ngò, dangshikaq asik to râ ahkyíng jé lo nyi ri ga haû Yhumsîng taî pyo ri.
HEB.8.9	Haû gi, Ngò, yhangmoq é îchyí îwâ pé lé loq èq zui mù, Egutuq ming mai shuî htoq lo é hkûn,
HEB.8.9	yhangmoq eq tô tô é dangshikaq su dut râ a nghut.
HEB.8.9	Haî mù gâ le, yhangmoq gi, Ngá é dangshikaq lé a xoq cháng kô é nghut mù,
HEB.8.9	Ngò gi, yhangmoq chyáng mai lhing ló byuq é nghut lhê ga haû Yhumsing taî pyo ri.
HEB.8.10	Shî gi, ahkyíng haû laî é htâng má, Israelaq é yhumbyù wuì eq Ngò to râ nghut é dangshikaq nghut lhê ga haû Yhumsîng taî pyo ri.
HEB.8.10	Ngò gi, Ngá é tarâ pé lé, yhangmoq é i-myit má kat byi mù, yhangmoq é myit nhiklhum má kâ to byi râ nghut lhê.
HEB.8.10	Ngò gi, yhangmoq é Garai Gasang nghut mù, yhangmoq gi, Ngá é byu pé dut kó râ nghut lhê.
HEB.8.11	'Haû Yhumsîng lé sé keq.' ga, yhâng é gumang hpó lé nghut nghut,
HEB.8.11	yhâng é chyangnâm mâ é sû lé nghut nghut, mhoqshit é byù nyì râ a nghut lo,
HEB.8.11	haî mù gâ lé, yhangmoq lhunglhâng bang gi, tiq htáng sû mai kô htáng sû jé shoq Ngo lé sé kó râ nghut lhê.
HEB.8.12	Hkâsu mù gâ le, Ngò gi, yhangmoq é agè ashop hkyô lé mara hkyut pyám byi mù, yhangmoq é mara pé lé dum a bun byi lo râ nghut lhê."
HEB.8.12	gâ ri.
HEB.8.13	Dangshikaq haû lé, Yhang "asik" gâ é gi, sâng-hî lhum lé, axau kut pyâm é nghut ri; xau ló byuq é haî le, hkâ-myháng a myáng má byuq ló byuq râ nghut lhê.
HEB.9.1	Sâng-hi lhê é dangshikaq gi, noqkuq râ htûngtarâ pé eq noqkuq râ myidàm sân-yúng dik gok bo é nghut ri. 
HEB.9.2	Saî tô é saksé zúm é sâng-hi gok má gi, haû myibung tsûng jang, siboî eq haû nhông byî é muk joq mù, haú gok lé gi, Chyoiyúng Jowò ga myhîng ri. 
HEB.9.3	Í dang nghû râ gok pán-gyang é ahkaû mâ é gok lé gi, Chyoiyúng Htâng é Jowò gâ é nghut lhê. 
HEB.9.4	Gok haû má gi, namngón jung nyhê é hîng hkungga gyap eq hîng shup dangshikaq sidek joq ri. Dangshikaq sidek haû má gi, mannaq muk bo é hîng yam, ahaq nyún tô é, Arun é dumbáng eq, dangshikaq luqlong pé bo tô ri. 
HEB.9.5	Dangshikaq sidek é ahtoq má gi, shîhtaí gunglik hkungga byi jang htoq má wup tô é, Hpungwup shingkang bò Sû é hkerubim
HEB.9.6	Haû dông jung hkangmó ban lajang tô é hkûn, hkyangjông pé gi, ayang sâng-hi gok má wàng mù, yhangmoq é dojaú muzó lé wùn waq bekô nghut ri. 
HEB.9.7	Nghut kôlhang, ahkaû gok má gi, hkyangjong mó za, yhânggùng é matú le, a sê é za byu pé kut shut é marâ é matú le, nhông byi râ sui chûng mù, razàn má radàm za wang é nghut lhê. 
HEB.9.8	Haû Chyoiyúng Woi-nyí gi, haú pé dông mai, sâng-hi é saksé zúm ru joq nyì nyì, haû Chyoiyúng Htâng é Jowò wàng hkyô a hpông shit shi é lé, tûn shit nyi ri. 
HEB.9.9	Haû gi, ipyat shi é matú tûn shit é azòng nghut mù, nhông byî é chyunghuq pé eq shigu hkungga pé gi, dojaú sû é i-myit lé a wó lhoq sân-yúng byî é hkyô lé taí nau é nghut lhê. 
HEB.9.10	Haú pé gi, zojung, shuqjung eq chî san chî séng hking ahú hú eq za sêng é nghut mù, htûngli asik, lé joq é ahkyíng jé shoq za tô tô é gungsho eq sêng é tarâ pé nghut ri.
HEB.9.11	Hkrisduq gi, shî má joq to gù nghut é gè hkyô pê é hkyangjong mó dông lé jé é hkûn, hpan tô é má a lom nghû nau é, byu èq saî é a nghut é, je kô é eq je gumjup é saksé zúm mai wang lai bê nghut lhê. 
HEB.9.12	Yhang gi, Chyoiyúng Htâng é Jowò má wang é hkûn, bainám eq nojûng zo pê é sui lé chûng mù wang é a nghut é za, Yhâng é suî èq yhang banshoq é matú radàm za ahtum abyuq é hkyi yù hkyô wó yû bê nghut ri. 
HEB.9.13	Htûngli dông agot a-û dut é bang lé lhoq sân-yúng râ matú, bainám eq nohtó zo pê é sui eq no-pyâ é myi-mhop lé, yhangmoq é ahtoq má hpyun gyun é hkûn, yhangmoq gi, ahtoq gungsho pyâm wó lhoq sansêng é hui kô é nghut lhê. 
HEB.9.14	Haû nghut jáng, Garai Gasâng é hí má ra a bo é Yhânggùng lé, ahtum abyuq é Woi-nyí dông mai nhông byî é Hkrisduq é sui gi, rû dui nyi é Garai Gasang lé nga-nhúng wó dojaú sháng gaq ga, shi é hkyô shut shuî jé é nyì yap sâmlai mai nga-nhûng é myit sôn sê é hkyô lé, je riyhang wó lhoq sanséng yu ri-nhung mhaî!
HEB.9.15	Haû nghut é yanmai, Hkrisduq gi, danggidiq byi tô é ahtum abyuq é muizè lé, ji yù huî é bang wó hap yù kó sháng gaq ga, dangshikaq asik é gyoro sô xoq byi sû nghut nyi ri. Haû su wó kut é gi, sâng-hi lhê é dangshikaq ahkaû má mara kut shut é bang lé lhoq lhut yû râ matú, yubak chyîn xap zê ralhum dông, Yhang shî hkám byi yanmai nghut ri.
HEB.9.16	Madat dang eq séng luî ga jang, madat dang taí sû haû shî bê hkyô saksé shit râ lhê. 
HEB.9.17	Haî mù gâ le, madat dang gi, rayuq yuq shî jáng za sheq lichyúm htoq é nghut lhê. Madat dang taí sû rû dui nyì nyì, haû gi, hkâ-nhám le lichyúm htoq râ a nghut. 
HEB.9.18	Haû nghut é yanmai, sâng-hi lhê é dangshikaq lháng gi, sui a bo lòm jáng lichyúm a htoq é nghut lhê. 
HEB.9.19	Mosheq gi, haû jep é tarâ má bo é hkunmó hkangmó lé, shiwa byù banshoq bang lé ban taî pyo é hkûn, zam zam ne é saumaú eq jàm kyâng lé yù mù, nojûng zô é sui eq bainám sui eq wuì nyhô tô é lé, chyúmding má le, shiwa byù banshoq bang lé le, hpyun gyûn é nghut ri. 
HEB.9.20	Yhang gi, "Sui shî gi, nungmoq cháng râ matú, Garai Gasang, hkunmó hkyô to bê nghut é, dangshikaq tô tô é sui nghut lhê."
HEB.9.21	Yhang gi, saksé zúm eq dojaú é má chung é zè pé má le, haû eq rajung za sui haû hpyûn gyûn ri. 
HEB.9.22	Gè gè gi, haû jep é tarâ má bo é dông ga jang, azíng zê aluq banshoq gi, suî èq lhoq sân-yúng é hui râ dut é nghut mù, sui htoq hkyô a joq jáng, mara hkyut byi hkyô le joq é a nghut.
HEB.9.23	Haû mù, mauhkûng zè pê é azòng pé gi, hkungga haú pê èq lhoq sân-yúng é hui râ é nghut lhê. Nghut kôlhang, mauhkûng zè pé yhang gi, haú pê htoq je ge é hkungga pê èq lhoq sân-yúng é hui râ dut é nghut lhê. 
HEB.9.24	Hkâsu mù gâ le, akying lhûm é azòng za nghut é, byu èq saî é chyoiyúng dik é jowò má Hkrisduq wang é a nghut é za, Yhang gi, mauhkûng má yhang wang é nghut mù, ahkuî gi, nga-nhûng é matú Garai Gasâng é hí má bo yap byî nyi é nghut lhê. 
HEB.9.25	Yhang gi, haû hkyangjong mó mai yhumsîng é sui a nghut é sui lé chûng mù, Chyoiyúng Htâng é Jowò má zàn wuì wàng luî kut é su, yhânggùng lé dum nhông byi byi kut râ matú mauhkûng má wang é le a nghut. 
HEB.9.26	Haú dông ru nghut le gi, Hkrisduq gi, mau htoq xâng hkûn mai shî hkâm é adàm myo myo nghut berâ nghut lhê. Nghut kôlhang, ahkuî, Yhang gi, yubak mara huî sêng pyám byi râ matú, yhânggùng lé hkungga nhông byi râ ga ipyat pé ló htâng ló nyi é má, banshoq é matú radàm za htoq shit bê nghut ri. 
HEB.9.27	Byù gi, radá za shî râ nghut mù, hau htâng má tarâ jéyáng é hui râ nghut é eq rajung za, 
HEB.9.28	Hkrisduq gi, byù myo myô é yubak mara lé yu pyám byi râ matú, radá za hkungga nhông é hui bê nghut ri. Haû mù, Yhang gi, yubak mara wun pyám byi râ a nghut lo é za, Yhang lé láng nyi é bang lé hkyi yù hkyô yu lé byi râ matú, htâng má í dâm nghû râ dàm htoq shit râ nghut lhê.
HEB.10.1	Haû jep é tarâ gi, jé lô râ nghut é gè hkyô pê é akyîng a nghut é za, wupzo za nghut ri. Haû nghut é yanmai, jep é tarâ gi, zàn wuì ru nhông byi byi kut nyi é eq rajung zâ é shigu hkungga pé dông mai, noqkuq râ matú chyâng lé é bang lé hkâ-nhám lé wó lhoq gumjup é a nghut. 
