MAT.1.1	Магьа Ибрагьимдин наслиан вуйи, Давудрин тухмиан вуйи Месигь Исайин ата-бабйир:
1CO.10.16	Аллагьдиз чухсагъул дупну, убхъурайи баркаллагьнан Захру ухьу Месигьдин ифдик ктикьурадарин? Гьудубтӏну, пай дапӏнайи уьли ухьу Месигьдин бедендик ктикьурадарин? 
1CO.10.17	Уьл саб ву, ухьура, фукьан гизаф вушра, саб беден вухьа, гьаз гъапиш, ипӏурайи гьадму саб уьл’инди ухьу вари сатӏи шулахьа.
1CO.10.18	Израил халкьдиз лигай, гъурбан апӏрушвахьна гъурбан гъапӏу мутму дубхну ипӏрудар, гъурбан гъапӏушвахъди саб шуладарин? 
1CO.10.19	Икибаштӏан, узу, идолиъ вая дидиз гъурбан дапӏнайибдиъ фу-вуш саб мяна а, кӏурадарза. 
1CO.10.20	Ваъ, аммаки Аллагьсузари чпин гъурбнар, Аллагьдиз ваъ, хъа шейтӏнар-жинариз хура. Узуз учву жинарихъди саб духьну ккундарзуз. 
1CO.10.21	Учвхьан Агъайин Зах’анра ва жинарин зах’анра сабси убхъуз хьибдарчвухьан! Учвхьан Агъайин Суфрайихъра ва жинарин суфрайихъра сабси деуз хьибдарчвухьан! 
1CO.10.22	Агъайик хъял капӏуз шулухьхьан кӏури, ухьу фикир апӏурайин? Ухьу Думутӏан кьувватлуйир вуйин дарш?
1CO.10.23	Учву: «Вари апӏуз ихтияр ачуз!» кӏурачва, аммаки вари, хайирназ дар. «Вариб апӏуз ихтияр а!» Аммаки варибди мюгькамвал хурдар. 
1CO.10.24	Гъит варидари, жвуваз ваъ, имбудариз уж’вал апӏри.
1CO.10.25	Базариъ масу тувруб вари, юкӏв архаинди, ахтармиш дарапӏди, ипӏинай, 
1CO.10.26	фицики, «жил ва дид’ин алиб вари Агъайинуб ву».
1CO.10.27	Эгер хътругъру адмийи учвуз теклиф гъапӏиш, гьивуб вари юкӏв архаинди, ахтармиш дарапӏди, ипӏинай. 
1CO.10.28	Хъа эгер учвуз гьадмуган: «му гъурбан дапӏнайи йикк ву» гъапиш, гъапир бадали ва намус бадали, мипӏанай – 
1CO.10.29	узу мушваъ, ичв ваъ, хъа жара касдин намус бадали, кӏураза. Жарарин намусну йиз азадвалик тягьна гьаз кипди? 
1CO.10.30	Аллагьдиз чухсагъул дупну, узу думу хураг баркаллагьниинди ипӏураш, узук тягьна гьаз кипди?
1CO.10.31	Гьаддиз, учву ипӏурашра, убхъурашра, фу апӏури гъашишра, вари – Аллагьдин ад бадали апӏинай. 
1CO.10.32	Я жугьдар, я грекар, я Аллагьдихъ хъугънайидар гунгьихъна дархрубси уьмур хъапӏри апӏинай. 
1CO.10.33	Узуси, варибдиъ варидиз ужу шлуси апӏинай. Узу, узуз ваъ, хъа, жарадар гизаф дюрхну хьпан бадали, гьадрариз уж’вал абгурайир вуза.
1CO.11.1	Узу Месигьдихъан дубгъурайиганси, учвура узхъан дубгъай.
1CO.11.2	Узу гъапиб вари ичв кӏваин илмивалин ва узу учвуз туву аьгъювалариъ дупнайиси апӏурайивалин тяриф апӏураза.
1CO.11.3	Учвуз аьгъяди ккундузуз: гьар жилирин кӏул – Месигь ву, дишагьлийин кӏул – чан жилир, хъа Месигьдин – Аллагь. 
1CO.11.4	Жилижвиву кӏул’ин алди ккарагураш, ваяки пайгъамбарвалин гафар кӏураш, чан кӏул аьйибнакк ккаъра. 
1CO.11.5	Дишагьлийира кӏул’ин алдарди ккарагураш, ваяки пайгъамбарвалин гафар кӏураш, чан кӏул аьйибнакк ккаъра. Мици вуйиш, дишагьлийи чан кӏул алдапӏнайи гьисаб шуйи. 
1CO.11.6	Эгер хпириз кӏул’ин алабхьуз ккундарш, зат имдарди кушарра алдаъри, хъа дишагьлийиз кӏул алдапӏуб аьйибнан ляхин вуш, кӏул’ин алабхъри. 
1CO.11.7	Жилири кӏул илибкну ккундар, фицики думу Аллагьдин ухшар ва ад ву, хъа хпир – чан жилирин ад. 
1CO.11.8	Жилир хпирикан гъахьир дар, хъа жилирикан – хпир. 
1CO.11.9	Жилир хпир бадали халкь дапӏнайир дар, хъа хпир жилир бадали халкь дапӏнайир ву. 
1CO.11.10	Гьаддиз дишагьлийи, чан кӏул’ин чан жилирин гьюкум аливалин малайикариз лишандикьан, кӏул’ин алабхъну ккунду.
1CO.11.11	Аммаки Агъайихъди саб духьнайивалиъ, дишагьли жилирикан ва жилир дишагьлийикан асиллу ву. 
1CO.11.12	Жилирикан хпир гъахьибси, дишагьлийикан жилижвира бабкан шула, аммаки вари Аллагьди халкь дапӏна. 
1CO.11.13	Учву гьисаб апӏинай, дишагьлийиз кӏул’ин алдарди Аллагьдиз ккарагуб лайикь вуйин? 
1CO.11.14	Ва чав табиаьтдира ухьуз, жилижвиву ярхи кушар гъитуб аьйиб ву, кӏурадарин? 
1CO.11.15	Дидихъди сабси, дишагьлийиз ярхи кушар – заанвал ву. Дурар дугъаз, чан кӏул’ин лакач алабхъуз, тувнайидар дарин? 
1CO.11.16	Яни, мидкан узухъди гьюжат ккебгъуз ккунириз дишлади кӏураза: мидлан гъайри жара аьдат я учухь, я жара йишвариъ айи Аллагьдихъ хъугърударин арайиъ адар.
1CO.11.17	Гьамцдар насигьятар туври, узуз пуз ккунди азуз: ичв тяриф апӏидарза, гьаз гъапиш ичв уч хьували хру хайиртӏан зарал гизаф ву. 
1CO.11.18	Гьаз? Саб гъапиб, узуз гъеебхьунзуз: учву Аллагьдин улихь уч шлуган, ичв арайиъ гьюжатар гъитӏирккуз хъюгърачва. Сакьюдар дицдар хабрарихъ хъугъурза. 
1CO.11.19	Ичв арайиъ гьар жюре фикрар-хиялар, фуж дюз вуш аьгъю апӏбан бадали, духьну ккунду. 
