GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
MRK.2.9	Icyoroshye ni ikihe, ari ukubwira uyu muntu umugaye ngo ‘Ibyaha byawe urabibabariwe’, cyangwa ngo ‘Byuka ufate ingobyi yawe ugende?’ 
MRK.2.10	Nyamara ndagira ngo mumenye ko ku isi Umwana w'umuntu afite ubushobozi bwo kubabarira abantu ibyaha.” Nuko abwira uwo muntu umugaye ati: 
MRK.2.11	“Ndagutegetse, byuka ufate ingobyi yawe witahire.”
MRK.2.12	Ako kanya arabyuka afata ingobyi ye, asohoka abantu bose bamureba ku buryo bose batangaye cyane, basingiza Imana bati: “Nta na rimwe twigeze tubona ibintu nk'ibi!”
MRK.2.13	Yezu asubira ku Kiyaga cya Galileya, maze imbaga y'abantu irahamusanga arabigisha. 
MRK.2.14	Nuko ahise abona Levi mwene Alufeyi, yicaye ku biro by'imisoro. Aramubwira ati: “Nkurikira!” Levi aherako arahaguruka aramukurikira.
MRK.2.15	Igihe Yezu n'abigishwa be bari kwa Levi bafungura, abasoresha benshi n'abandi banyabyaha baraza basangira na bo, kuko mu bamukurikiraga, bene nk'abo bari benshi! 
MRK.2.16	Abigishamategeko bo mu Bafarizayi babonye Yezu asangira n'abasoresha n'abanyabyaha, babaza abigishwa be bati: “Kuki asangira n'abasoresha n'abanyabyaha?”
MRK.2.17	Yezu abyumvise arababwira ati: “Abazima si bo bakenera umuvuzi, ahubwo abarwayi ni bo bamukenera. Sinazanywe no guhamagara intungane, ahubwo naje guhamagara abanyabyaha.”
MRK.2.18	Igihe kimwe abigishwa ba Yohani Mubatiza n'Abafarizayi bari bigomwe kurya, maze abantu basanga Yezu baramubaza bati: “Kuki abigishwa ba Yohani n'ab'Abafarizayi bigomwa kurya, naho abawe ntibabikore?”
MRK.2.19	Yezu arabasubiza ati: “Mbese mu bukwe abasangwa bashobora kwigomwa kurya, umukwe akiri kumwe na bo? Oya, igihe cyose bakiri kumwe ntibashobora kwigomwa kurya. 
MRK.2.20	Nyamara igihe kizagera umukwe avanwe muri bo, ni bwo bazigomwa kurya.
MRK.2.21	“Ntawe utera ikiremo gishya ku mwenda ushaje. Uwabikora, ikiremo gishya cyawukurura ukarushaho gushishimuka. 
MRK.2.22	Nta n'usuka inzoga y'umubira mu mpago z'impu
MRK.2.23	Igihe kimwe Yezu anyuze mu mirima y'ingano ku isabato, abigishwa be bagenda baca amahundo. 
MRK.2.24	Nuko Abafarizayi babwira Yezu bati: “Dorere, kuki bakora ibidakwiriye gukorwa ku isabato?”
MRK.2.25	Yezu arababaza ati: “Mbese ntimwigeze musoma ibyo Dawidi yakoze, igihe we n'abo bari kumwe bari bashonje cyane? 
MRK.2.26	Icyo gihe yinjiye mu Nzu y'Imana arya imigati yatuwe Imana, kandi nta wemererwaga kuyirya uretse abatambyi. Ariko Dawidi yayiriyeho ahaho n'abo bari kumwe. Ibyo byabaye igihe Abiyatari yari Umutambyi mukuru.”
MRK.2.27	Yezu arababwira ati: “Isabato yabereyeho abantu, abantu si bo babereyeho isabato. 
MRK.2.28	Nuko rero Umwana w'umuntu ni we ugenga n'isabato.”
MRK.3.1	Yezu asubiye mu rusengero ahasanga umuntu wari unyunyutse ikiganza. 
MRK.3.2	Bagenzura Yezu ngo barebe ko amukiza ku isabato, kugira ngo babone icyo bamurega. 
MRK.3.3	Yezu abwira uwo muntu wari unyunyutse ikiganza ati: “Haguruka ujye hariya hagati.” 
MRK.3.4	Nuko arababaza ati: “Mbese hemewe iki ku munsi w'isabato, kugira neza cyangwa se kugira nabi? Gukiza umuntu cyangwa kumwica?” Baricecekera.
MRK.3.5	Yezu abararanganyamo amaso arakaye, kandi atewe agahinda n'uko imitima yabo inangiye. Nuko abwira uwo muntu ati: “Rambura ikiganza.” Arakirambura maze cyongera kuba kizima.
MRK.3.6	Abafarizayi basohotse, ako kanya bahuza umugambi n'abo mu ishyaka rya Herodi
MRK.3.7	Nuko Yezu n'abigishwa be bagenda bagana ku kiyaga, imbaga nyamwinshi y'abantu iramukurikira. Bari baturutse muri Galileya no muri Yudeya, 
MRK.3.8	baturutse n'i Yeruzalemu no mu ntara ya Idumeya no hakurya ya Yorodani, no mu karere ka Tiri na Sidoni. Bazanywe n'uko bumvise ibyo Yezu yakoraga. 
MRK.3.9	Nuko abwira abigishwa be kumwegereza ubwato ngo ajyemo rubanda rutamuniganaho, 
MRK.3.10	kuko yari yakijije abantu benshi bigatuma abari barwaye bose bamwisukaho kugira ngo bamukoreho. 
MRK.3.11	Ingabo za Satani na zo iyo zabonaga Yezu, zituraga hasi imbere ye zikarangurura ziti: “Uri Umwana w'Imana.” 
MRK.3.12	Na we akazibuza azihanangiriza ngo ze kumwamamaza.
MRK.3.13	Hanyuma Yezu azamuka umusozi, maze ahamagara abo yishakiye baramusanga. 
MRK.3.14	Nuko atoranya muri bo cumi na babiri kugira ngo babane na we, ajye abohereza kwamamaza Ubutumwa bwiza, 
MRK.3.15	abaha n'ububasha bwo kumenesha ingabo za Satani. 
MRK.3.16	Abo cumi na babiri yatoranyije ni aba: Simoni Petero, 
MRK.3.17	na Yakobo na Yohani bene Zebedeyi ari bo yahimbye Bowanerige (ni ukuvuga “abakubita nk'inkuba”), 
MRK.3.18	na Andereya na Filipo na Barutolomayo, na Matayo na Tomasi na Yakobo mwene Alufeyi, na Tadeyo na Simoni w'umurwanashyaka w'igihugu, 
MRK.3.19	na Yuda Isikariyoti wa wundi wagambaniye Yezu.
MRK.3.20	Hanyuma Yezu agaruka imuhira
MRK.3.21	Bene wabo babimenye baza kuhamuvana, kuko bavugaga bati: “Yasaze.”
MRK.3.22	Abigishamategeko bari bavuye i Yeruzalemu baravuga bati: “Yahanzweho na Bēlizebuli”, kandi bati: “Ububasha bwo kumenesha ingabo za Satani abuhabwa n'uwo mutware wazo.”
MRK.3.23	Yezu arabahamagara maze abaha urugero ati: “Satani ashobora ate kumenesha Satani? 
MRK.3.24	Iyo igihugu gisubiranyemo ntigishobora gukomera. 
MRK.3.25	Byongeye kandi iyo umuryango usubiranyemo, ntushobora gukomera. 
MRK.3.26	Nuko rero niba Satani ubwe yirwanya, aba yiciyemo ibice ntashobore gukomera, ibye bikaba birangiye.
MRK.3.27	“Ntawe ubasha kwigabiza urugo rw'umunyamaboko ngo amusahure ibyo atunze keretse abanje kumuboha, ubwo ni bwo yasahura urugo rwe.
MRK.3.28	“Ndababwira nkomeje ko ibyaha byose abantu bakoze, ndetse n'ibyo batutse Imana byose bazabibabarirwa. 
MRK.3.29	Ariko uzatuka Mwuka Muziranenge ntabwo azababarirwa bibaho. Azabarwaho icyaha gihoraho iteka ryose.”
MRK.3.30	Icyateye Yezu kuvuga ibyo ni uko bari bavuze ngo yahanzweho n'ingabo ya Satani.
MRK.3.31	Nyina wa Yezu n'abavandimwe be baraza bahagarara hanze, bamutumaho. 
MRK.3.32	Abantu benshi bari bicaye bamukikije baramubwira bati: “Yewe, nyoko n'abavandimwe bawe bari hanze baragushaka.”
MRK.3.33	Yezu arabasubiza ati: “Mama n'abavandimwe banjye ni bande?”
MRK.3.34	Nuko araranganya amaso mu bari bicaye bamukikije, aravuga ati: “Mama n'abavandimwe banjye ni aba: 
MRK.3.35	umuntu wese ukora ibyo Imana ishaka ni we murumuna wanjye, ni we mushiki wanjye, ni na we mama.”
MRK.4.1	Yezu yongera kwigishiriza ku nkombe y'ikiyaga. Imbaga y'abantu iramukikiza bituma ajya mu bwato yicaramo, abantu bose baguma imusozi. 
MRK.4.2	Nuko abigisha ibintu byinshi akoresheje imigani ati: 
MRK.4.3	“Nimutege amatwi: umuntu yagiye kubiba, 
MRK.4.4	igihe abiba imbuto zimwe zigenda zigwa ku nzira, hanyuma inyoni ziraza zirazitoragura. 
MRK.4.5	Izindi zigwa ku gasi zihita zimera, kuko ubutaka ari bugufi. 
MRK.4.6	Izuba ricanye rirazotsa ziruma, kuko zidafite aho zishorera imizi. 
MRK.4.7	Izindi zigwa mu mahwa, amahwa azirengaho ziragwingira ntizera. 
MRK.4.8	Izindi zigwa mu butaka bwiza, ziramera zirakura maze zirera. Zimwe zera imbuto mirongo itatu, izindi mirongo itandatu, izindi ijana.”
MRK.4.9	Nuko Yezu aravuga ati: “Ufite amatwi yumva ngaho niyumve!”
MRK.4.10	Yezu asigaye wenyine, abari kumwe na we barimo ba bandi cumi na babiri, bamusobanuza iby'imigani ye. 
MRK.4.11	Nuko arababwira ati: “Mwebwe mwahawe kumenya ibanga ry'ubwami bw'Imana, naho abandi byose babimenyeshwa n'imigani, 
MRK.4.12	kugira ngo
MRK.4.12	‘Kureba barebe ariko be kubona,
MRK.4.12	kumva bumve ariko be gusobanukirwa,
MRK.4.12	kugira ngo batagarukira Imana ikabababarira.’ ”
MRK.4.13	Nuko yongera kubabwira ati: “Ese ko mutumvise uwo mugani, iyindi yose muzayimenya mute? 
MRK.4.14	Imbuto umubibyi abiba ni Ijambo ry'Imana. 
MRK.4.15	Imbuto zaguye ku nzira zigereranywa n'abantu bumva iryo Jambo, maze ako kanya Satani akaza agakuraho Ijambo ryabibwe muri bo. 
MRK.4.16	Izabibwe ku gasi ni nk'abantu bumva Ijambo ry'Imana, ako kanya bakaryakirana ubwuzu, 
MRK.4.17	nyamara ntibatume rishorera imizi muri bo, bityo bakarimarana igihe gito. Iyo habaye ingorane cyangwa gutotezwa bahōrwa Ijambo ry'Imana, bahita bacika intege. 
MRK.4.18	Abandi ni nk'izabibwe mu mahwa. Ni abumva Ijambo ry'Imana, 
MRK.4.19	nyamara guhagarikwa umutima n'iby'isi no gushukwa n'ubukungu, no gutwarwa n'irari ry'ibindi bintu byose bikarenga kuri iryo Jambo, rikaba nk'imbuto zarumbye. 
MRK.4.20	Naho abagereranywa n'izabibwe mu butaka bwiza, ni abumva Ijambo ry'Imana bakaryakira bakera imbuto, bamwe mirongo itatu, abandi mirongo itandatu, abandi ijana.”
MRK.4.21	Yezu arababaza ati: “Mbese hari uwacana itara akaryubikaho akabindi, cyangwa akaritereka munsi y'igitanda, ahubwo ntiyaritereka ahirengeye? 
MRK.4.22	Nta gihishwe kitazahishurwa, nta n'ibanga ritazashyirwa ahagaragara. 
MRK.4.23	Ufite amatwi yumva ngaho niyumve!”
MRK.4.24	Arongera arababwira ati: “Murajye mwitondera ibyo mwumva. Akebo mugeramo ni ko namwe muzagererwamo, ndetse muzarushirizwaho. 
MRK.4.25	Ufite azongererwa, naho udafite na busa azakwa n'utwo yaririragaho.”
MRK.4.26	Yezu arongera aravuga ati: “Iby'ubwami bw'Imana wabigereranya n'umuntu utera imbuto mu murima. 
MRK.4.27	Yasinzira cyangwa yaba maso ijoro n'amanywa, izo mbuto ziramera zigakura atazi uko bigenda. 
MRK.4.28	Ubutaka ubwabwo ni bwo bwera imyaka: habanza ingemwe zigakura zikaba imigengararo, hanyuma na yo ikaba amahundo arimo impeke zeze. 
MRK.4.29	Nuko imyaka yamara kwera, nyir'umurima agahita ategeka ko bazana imihoro ngo bayisarure, kuko ari igihe.”
MRK.4.30	Yezu yongera kuvuga ati: “Mbese ubwami bw'Imana twabugereranya n'iki, cyangwa twabacira uwuhe mugani wo kubwerekana? 
MRK.4.31	Twabugereranya n'akabuto kitwa sinapi, igihe bagatera kaba karutwa n'izindi mbuto zose zo ku isi. 
MRK.4.32	Nyamara iyo bamaze kugatera karamera kagakura, kagasumba ibihingwa byose kakagaba amashami manini, inyoni zikaza kugamamo.”
MRK.4.33	Nuko Yezu akomeza kubabwira Ijambo ry'Imana, akoresha imigani myinshi nk'iyo ku rugero bashoboye kumva. 
MRK.4.34	Nta cyo yababwiraga adakoresheje imigani, ariko abigishwa be akabasobanurira byose biherereye.
MRK.4.35	Uwo munsi bugorobye, Yezu abwira abigishwa be ati: “Twambuke dufate hakurya.”
MRK.4.36	Basiga rubanda aho bamujyana muri bwa bwato yarimo, n'andi mato aramuherekeza. 
MRK.4.37	Nuko haza inkubi y'umuyaga, umuhengeri w'amazi utangira kwiroha mu bwato bwenda gusendera. 
MRK.4.38	Yezu we yari aryamye inyuma mu bwato, yiseguye agasego asinziriye. Abigishwa be baramukangura baramubwira bati: “Mwigisha, nta cyo bikubwiye ko tugiye gushira?”
MRK.4.39	Nuko arakanguka maze acyaha umuyaga, abwira n'ikiyaga ati: “Tuza! Gwa neza!”
MRK.4.39	Umuyaga urahosha haba ituze ryinshi. 
MRK.4.40	Hanyuma arababaza ati: “Ni iki cyabateye ubwoba bungana butyo? Mbese n'ubu ntimurizera?”
MRK.4.41	Abigishwa be bakuka umutima barabazanya bati: “Uyu ni muntu ki utegeka umuyaga n'ikiyaga bikamwumvira?”
MRK.5.1	Yezu afata hakurya y'ikiyaga mu ntara y'Abanyagerasa
MRK.5.2	Yezu akigera imusozi, umuntu aza amusanga aturutse mu irimbi. Uwo muntu yari ahanzweho n'ingabo ya Satani. 
MRK.5.3	Yiberaga mu irimbi kandi nta muntu n'umwe wari ugishobora kumuboha, haba no kumubohesha iminyururu. 
MRK.5.4	Akenshi bamubohaga amaguru bakoresheje ibyuma, n'amaboko bakoresheje iminyururu, noneho iminyururu akayituraguritsa, n'ibyuma akabicagagura. Nta muntu wari ukimushobora. 
MRK.5.5	Ijoro n'amanywa yazereraga mu irimbi no ku misozi, avuza induru kandi yikebesha amabuye.
MRK.5.6	Akiri kure abona Yezu, aza yiruka aramupfukamira. 
MRK.5.7	Maze avuga cyane aranguruye ijwi ati: “Uranshakaho iki, Yezu Mwana w'Imana Isumbabyose? Girira Imana we kunyica urubozo!”
MRK.5.8	Ibyo byatewe n'uko Yezu yari ategetse ati: “Ngabo ya Satani, va muri uwo muntu!”
MRK.5.9	Yezu abaza uwo muntu ati: “Witwa nde?”
MRK.5.9	Aramusubiza ati: “Nitwa Giteronyamwinshi, kuko turi benshi cyane.”
MRK.5.10	Nuko yinginga Yezu cyane ngo ye kumenesha izo ngabo za Satani mu gihugu.
MRK.5.11	Hafi aho ku musozi hari umugana munini w'ingurube
MRK.5.12	Izo ngabo za Satani zinginga Yezu ziti: “Tureke twigire muri ziriya ngurube tuziberemo!”
MRK.5.13	Arazemerera. Nuko ziva muri uwo muntu zinjira mu ngurube, maze umugana wose ucuncumuka ku gacuri wiroha mu kiyaga. Izo ngurube zose uko zari nk'ibihumbi bibiri zirarohama.
MRK.5.14	Abashumba bazo barahunga, iyo nkuru bayikwiza mu mujyi no mu byaro. Abaturage bahita baza kureba ibibaye ibyo ari byo. 
MRK.5.15	Bageze aho Yezu ari, babona wa muntu wari warahanzweho na cya gitero nyamwinshi cy'ingabo za Satani, basanga yicaye yambaye, yagaruye ubwenge bibatera ubwoba. 
MRK.5.16	Ababibonye babatekerereza ibyabaye kuri uwo muntu wari warahanzweho, n'ibyabaye kuri za ngurube. 
MRK.5.17	Baherako binginga Yezu ngo abavire ku musozi.
MRK.5.18	Yezu agiye mu bwato, uwari warahanzweho aramwinginga ngo bijyanire. 
MRK.5.19	Yezu ntiyamwemerera ahubwo aramubwira ati: “Subira imuhira usange bene wanyu, ubatekerereze ibyo Nyagasani yagukoreye byose n'impuhwe yakugiriye.”
MRK.5.20	Nuko uwo muntu aragenda, atangira kwamamaza muri ako karere ka Dekapoli ibyo Yezu yamukoreye byose, abantu bose baratangara.
MRK.5.21	Hanyuma Yezu ajya mu bwato asubira hakurya. Imbaga nyamwinshi y'abantu yongera guteranira aho ari, ku nkombe y'ikiyaga. 
MRK.5.22	Haza umuntu witwaga Yayiro, wari umwe mu batware b'urusengero rw'Abayahudi. Abonye Yezu aramupfukamira, 
MRK.5.23	aramwinginga cyane ati: “Umukobwa wanjye arenda gupfa. Ndakwinginze ngwino umurambikeho ibiganza, kugira ngo akire ye gupfa.”
MRK.5.24	Nuko barajyana. Yezu aherekezwa n'abantu benshi bagenda bamubyiganiraho.
MRK.5.25	Muri bo hari umugore wari urwaye indwara yo kuva, ayimaranye imyaka cumi n'ibiri. 
MRK.5.26	Yarababaraga cyane, biturutse no ku baganga benshi yivujeho. Ibintu bimushiraho ntibyagira icyo bimumarira, ahubwo arushaho kumererwa nabi. 
MRK.5.27	Yumvise ibyo bavugaga kuri Yezu, araza aca mu kivunge cy'abantu, amuturuka inyuma akora ku mwitero we 
MRK.5.28	kuko yibwiraga ati: “Ninkora ku myambaro ye ndakira.”
MRK.5.29	Amaraso ahita akama, maze yumva mu mubiri we akize ya ndwara. 
MRK.5.30	Ako kanya Yezu yiyumvamo ko hari imbaraga zimuvuyemo, arahindukira areba abantu, arababaza ati: “Ni nde ukoze ku myambaro yanjye?”
MRK.5.31	Abigishwa be baramusubiza bati: “Dorere! Abantu barakubyiganiraho nawe ukabaza ngo ‘Ni nde unkozeho?’ ”
MRK.5.32	Yezu abararanganyamo amaso, kugira ngo arebe uwabikoze uwo ari we. 
MRK.5.33	Wa mugore ashya ubwoba ahinda umushyitsi, kuko yari azi ibimaze kumubaho. Araza amwikubita imbere, amubwiza ukuri kose. 
MRK.5.34	Yezu ni ko kumubwira ati: “Mwana wanjye, ukwizera kwawe kuragukijije. Genda amahoro kandi ukire icyo cyago!”
MRK.5.35	Akivuga atyo haza intumwa zibwira wa mutware w'urusengero ziti: “Ko umukobwa wawe amaze gupfa, uraruhiriza iki umwigisha?”
MRK.5.36	Ariko Yezu yirengagiza
MRK.5.37	Nuko ntiyagira uwo akundira kujyana na we, uretse Petero, na ba bavandimwe Yakobo na Yohani.
MRK.5.38	Bageze mu rugo rw'uwo mutware w'urusengero, Yezu ahasanga urusaku rw'abarira n'abacura imiborogo. 
MRK.5.39	Yinjiye mu nzu arababaza ati: “Ni iki gitumye musakuza? Murarizwa n'iki? Umwana ntiyapfuye, ahubwo arasinziriye.”
MRK.5.40	Baramuseka cyane. Yezu ni ko guhēza abantu bose, ajyana n'ababyeyi b'umwana n'abari kumwe na we, bajya aho umwana ari. 
MRK.5.41	Amufata ukuboko aramubwira ati: “Talita kumi”, ni ukuvuga ngo “Mukobwa, byuka!”
MRK.5.42	Ako kanya uwo mukobwa arabyuka atangira kugenda, abantu barumirwa. Yari amaze imyaka cumi n'ibiri avutse. 
MRK.5.43	Yezu arabihanangiriza ngo be kugira uwo bamenyesha ibibaye, kandi ababwira kugaburira uwo mwana.
MRK.6.1	Yezu ava aho ngaho ajya mu mujyi w'iwabo. Abigishwa be bajyana na we. 
MRK.6.2	Isabato igeze ajya kwigishiriza mu rusengero. Abenshi bamwumvise baratangara cyane bati: “Mbese biriya byose abikomora he? Ubu bwenge yahawe ni bwenge ki? Ibi bitangaza byo abikora ate? 
MRK.6.3	Mbese si we wa mubaji mwene Mariya, akaba n'umuvandimwe wa Yakobo na Yozefu, na Yuda na Simoni? Ese bashiki be bo ntiduturanye?” Ibyo bituma batamwemera.
MRK.6.4	Nuko Yezu arababwira ati: “Nta handi umuhanuzi asuzugurwa uretse mu karere k'iwabo no muri bene wabo, n'iwe mu rugo.” 
MRK.6.5	Ntiyashobora kugira igitangaza ahakorera, uretse abarwayi bamwe yakijije abarambitseho ibiganza. 
MRK.6.6	Atangazwa n'uko batamwemeye.
MRK.6.6	Yezu azenguruka ako karere kose yigisha, ava ku murenge ajya ku wundi. 
MRK.6.7	Nuko ahamagara ba bigishwa be cumi na babiri, atangira kubatuma babiri babiri, abaha ububasha bwo kumenesha ingabo za Satani. 
MRK.6.8	Arabihanangiriza ati: “Ntimugire icyo mujyana, yaba impamba cyangwa umufuka, cyangwa amafaranga mutwara mu mikandara yanyu, keretse inkoni yonyine. 
MRK.6.9	Mwambare inkweto, mwambare n'ikanzu imwe ntimujyane iya kabiri. 
MRK.6.10	Urugo muzabonamo icumbi, muzarugumemo kugeza igihe muzahavira. 
MRK.6.11	Ahantu hose batazabakira ntibabatege amatwi, muzaveyo muhunguye umukungugu
MRK.6.12	Nuko baragenda bajya kubwira abantu ko bagomba kwihana. 
MRK.6.13	Bamenesha ingabo nyinshi za Satani zari mu bantu, basīga abarwayi benshi amavuta
MRK.6.14	Umwami Herodi yumva ibya Yezu, kandi koko izina rye ryari rimaze kwamamara hose. Bamwe baravugaga bati: “Ni Yohani Mubatiza wazutse! Ni cyo gituma afite ububasha bwo gukora ibitangaza.”
MRK.6.15	Abandi bakavuga bati: “Ni Eliya.”
MRK.6.15	Naho abandi bati: “Ni umuhanuzi kimwe n'abahanuzi ba kera.”
MRK.6.16	Herodi na we abyumvise aravuga ati: “Ni Yohani! Namuciye igihanga none yazutse!”
MRK.6.17	Koko kandi Herodi yari yaratumye abantu gufata Yohani, baramuboha bamushyira muri gereza, impamvu yaturutse kuri Herodiya umugore w'umuvandimwe we Filipo
MRK.6.18	Ni cyo cyatumaga Yohani abwira Herodi ati: “Ntibyemewe ko utunga umugore w'umuvandimwe wawe.” 
MRK.6.19	Kubera iyo mpamvu Herodiya arwara Yohani inzika, agashaka uko yamwicisha nyamara ntabishobore. 
MRK.6.20	Herodi yatinyaga Yohani akajya amurengera, kuko yari azi ko ari intungane akaba n'umuziranenge. Yakundaga kumwumva nubwo yamubwiraga ibimubangamiye.
MRK.6.21	Nuko Herodi atumira abatware be n'abakuru b'abasirikari n'abanyacyubahiro bo muri Galileya, mu munsi mukuru wo kwibuka ivuka rye. Noneho Herodiya abona ko ari cyo gihe cyo kwihimūra. 
MRK.6.22	Umukobwa we araza arabyina, binyura Herodi n'abatumirwa be. Umwami Herodi ni ko kubwira uwo mukobwa ati: “Nsaba icyo ushaka cyose ndakiguha.”
MRK.6.23	Ndetse aramurahira ati: “Icyo unsaba cyose ndakiguha, naho cyaba ari kimwe cya kabiri cy'igihugu cyanjye.”
MRK.6.24	Nuko uwo mukobwa arasohoka, abaza nyina ati: “Nsabe iki?”
MRK.6.24	Undi ati: “Saba igihanga cya Yohani Mubatiza.”
MRK.6.25	Ako kanya uwo mukobwa ariruka asanga umwami ati: “Ndashaka ko mumpa igihanga cya Yohani Mubatiza, mukakimpa nonaha ku mbehe.”
MRK.6.26	Umwami agira agahinda kenshi, nyamara kubera ko yari yabirahiriye imbere y'abatumirwa be yanga kukimwima. 
MRK.6.27	Ako kanya yohereza umusirikari, amutegeka kuzana igihanga cya Yohani. Uwo musirikari ajya muri gereza, aca Yohani igihanga 
MRK.6.28	akizana ku mbehe. Agiha uwo mukobwa, na we agishyikiriza nyina. 
MRK.6.29	Abigishwa ba Yohani bumvise ibyabaye, baraza bajyana umurambo we bawushyingura mu mva.
MRK.6.30	Nuko Intumwa za Yezu zigaruka aho ari, zimutekerereza ibyo zakoze n'ibyo zigishije byose. 
MRK.6.31	Arazibwira ati: “Nimuze tujye kwiherera ahantu hadatuwe muruhuke ho gato”, kuko abantu bari benshi cyane ari urujya n'uruza, bigatuma batabona n'uko bafungura.
MRK.6.32	Nuko bajya mu bwato bajya kwiherera ahantu hadatuwe. 
MRK.6.33	Benshi mu bababonye bagenda barabamenya. Nuko bava mu mijyi yaho yose, bariruka banyura iy'ubutaka, babatanga kuhagera.
MRK.6.34	Yezu ageze imusozi abona iyo mbaga y'abantu abagirira impuhwe, kuko bari bameze nk'intama zitagira umushumba. Nuko atangira kubigisha byinshi. 
MRK.6.35	Umunsi ukuze abigishwa be baramwegera, baramubwira bati: “Aha hantu ntihatuwe kandi dore burije. 
MRK.6.36	Sezerera aba bantu bajye mu mihana no mu nsisiro za bugufi, bihahire ibyo barya.” 
MRK.6.37	Yezu arabasubiza ati: “Ahubwo mube ari mwe mubafungurira.”
MRK.6.37	Baramubaza bati: “Mbese uragira ngo dutange ay'igihembo cy'imibyizi magana abiri, tubagurire imigati yo kurya?”
MRK.6.38	Na we arababaza ati: “Mufite imigati ingahe? Nimujye kureba.”
MRK.6.38	Bamaze kubimenya baramubwira bati: “Hari itanu n'amafi abiri.”
MRK.6.39	Nuko abategeka kwicaza abantu mu byatsi bitoshye, biremyemo amatsinda. 
MRK.6.40	Bicara mu matsinda, rimwe ijana, irindi mirongo itanu, bityo bityo. 
MRK.6.41	Afata iyo migati itanu n'amafi abiri, areba ku ijuru, ashimira Imana. Nuko amanyura iyo migati, ayiha abigishwa be, na bo bayikwiza abantu. N'amafi abiri ayagabanya abantu bose. 
MRK.6.42	Nuko bose bararya barahaga. 
MRK.6.43	Bateranya utumanyu tw'imigati n'utw'amafi twasigaye, twose twuzura inkangara cumi n'ebyiri. 
MRK.6.44	Mu bariye, abagabo bonyine bari ibihumbi bitanu.
MRK.6.45	Bikirangira Yezu ategeka abigishwa be kujya mu bwato, kugira ngo bamubanzirize kugera hakurya i Betsayida, mu gihe agisezerera iyo mbaga y'abantu. 
MRK.6.46	Amaze kubasezerera azamuka umusozi ajya gusenga. 
MRK.6.47	Bumaze kwira ubwato bwari bugeze mu kiyaga hagati, naho Yezu yasigaye imusozi wenyine. 
MRK.6.48	Abonye ko bagashya bibaruhije kuko umuyaga wabaturukaga imbere, bujya gucya Yezu aza abagana agenda ku mazi, asa n'ushaka kubanyuraho. 
MRK.6.49	Bamubonye agenda ku mazi bakeka ko ari umuzimu bavuza induru, 
