GEN.1.1	Dəkəcop, kɔ Kanu kəwurɛ kɔm k'antɔf. 
ACT.13.25	Ntɛ Saŋ ɛŋc-ləpəs yɛbəc nyɛ Kanu kənasom kɔ mɔ, eŋc-yif: ‹Pɛcɛm-cɛmnɛ ponu, an’ iyɔnɛ-ɛ? Nwɛ nəŋcɛm-cɛmnɛ a nkɔn iyɔnɛ mɔ, bafɔ nkɔn iyɔnɛ de! Mba endeder tadarəŋ tem nwɛ pəntɔmar’ im yati kəsikəlɛ cɔfta dəwɛcək mɔ.›
ACT.13.26	Awɛŋc im aŋa, nəna awut aka dokom da Abraham, kɔ nəna akɔ nəŋnesɛ Kanu mɔ, səna ŋɔ anakɛrɛ toloku ntɛ tendeyac su mɔ. 
ACT.13.27	Mba aka Yerusalɛm kɔ abɛ aŋan ŋanacərɛ fɛ fum nwɛ Yesu ɛnayɔnɛ mɔ. Ŋanagbɛkərɛ fɛ sɔ moloku ma sayibɛ-e mmɛ aŋc-karaŋ dɔsɔk o dɔsɔk da kəŋesəm mɔ, mba ŋanader ŋalas moloku mamɔkɔ ntɛ ŋanabocər Yesu kiti mɔ. 
ACT.13.28	Ŋanasɔtɔ fɛ ntɛ o ntɛ tɔkɔ pənamar a ŋadifɛ Yesu mɔ, mba ŋantola Pilat kədif kɔn. 
ACT.13.29	Ntɛ ŋalip kəyɔ mes fəp mɔkɔ anacic tetɔn mɔ, kɔ ŋantorɛ kɔ dəkətɔk kəpəmpəl, kɔ ŋaŋkɔ ŋaboc kɔ dəkufu. 
ACT.13.30	Mba Kanu kənayekti kɔ afum afi dacɔ. 
ACT.13.31	Kɔ Yesu owurər mataka mɛlarəm akɔ ŋanapɛ kɔ nkɔn kəyɛfɛ Kalile kəkɔ ka Yerusalɛm mɔ. Ŋa ŋayɔnɛ oŋ aŋɛ ŋanatəŋnɛ kəyɛfɛ ka Yesu afi dacɔ mɔ, ŋa ŋantam sɔ kəluksɛ ti afum alɔma.
ACT.13.32	Kɔ səna toloku tɔtɔt tatɔkɔ tɔ səloku nu: Temer mpɛ anasɔŋ atem asu mɔ, 
ACT.13.33	Kanu kəlasɛ su ti bel-bel, səna dokomɛnɛ daŋan, kəyekti ka Yesu, pəmɔ tɔkɔ aŋcic ti Yabura Dawuda ya mɛrəŋ disrɛ mɔ:
ACT.13.33	‹Wan kem məyɔnɛ,
ACT.13.33	bawo in’ okom əm kəyɛfɛ mɔkɔ.›
ACT.13.34	Kanu kənaloku a kəndeyekti kɔ afi dacɔ, ntɛ tɔŋsɔŋɛ ta oluksərnɛ pəte mɔ. It’ ɛnasɔŋɛ pəloku:
ACT.13.34	‹Indesɔŋ un memer mosoku mmɛ inasɔŋ Dawuda mɔ,
ACT.13.34	memer mmɛ mɔyɔnɛ kaŋce mɔ.›
ACT.13.35	Itɔ Kanu kəlokɛnɛ kəfo kəlɔma Yabura Dawuda disrɛ:
ACT.13.35	‹Məfɔdesak Wəsoku wəkam pəte dəkufu.› 
ACT.13.36	Dawuda nkɔn ɛnabəc tɛfaŋ ta Kanu dɛtɛmp dɔn disrɛ, k’ɛfəntərɛ k’efi, k’awup kɔ nde atem ɔn kəsək, k’ente dəkufu. 
ACT.13.37	Mba fum nwɛ Kanu kənatimi afi dacɔ mɔ, nkɔn ɛnate fɛ.
ACT.13.38	Awɛŋc im aŋa, nəcərɛ ti: Teta nkɔn Yesu t’ aŋcamɛ nu kəŋaŋnɛnɛ ka kiciya, kiciya nkɛ sariyɛ sa Musa sənatɔ-tam kəsɔkəs nu mɔ. 
ACT.13.39	Ti disrɛ, nwɛ o nwɛ omboc kəlaŋ kɔn nnɔ Yesu eyi mɔ, Kanu kəndesɔkəs kɔ. 
ACT.13.40	Nəkɛmbərnɛ ntɛ tɔŋsɔŋɛ mes mɔkɔ sayibɛ-e ŋaŋcic mɔ ta mɛbəp nu:
ACT.13.41	‹Nəmɔmən nəna afum aŋɛ nəbɔtər kəfani mɔ!
ACT.13.41	Nəyi pəciyanɛ disrɛ, nəsɔlɛ!
ACT.13.41	Bawo ina kəyɔ k’inder tes tɔlɔma kiyi konu doru kaŋkɛ disrɛ,
ACT.13.41	tes ntɛ nəntɔdelaŋ kɔ fum olok’ un ti-ɛ.›»
ACT.13.42	Dəkəwur daŋan, kɔ afum ŋalɛtsɛnɛ ŋa kəder sɔ dɔsɔk da kəŋesəm dɔkɔ dender mɔ kədegbɔkərɛ moloku min mayi. 
ACT.13.43	Ntɛ kənay kəsakətɛnɛ mɔ, aSuyif alarəm kɔ akɔ ŋambɛrɛ dinɛ d’ aSuyif mɔ ŋaŋcɛpsɛ Pol kɔ Barnabas kəlok-loku kəŋan disrɛ. Kɔ akakɔ ŋasɛp kəcəpəs ŋa bəkəc teta kəsumpər kəmar ka Kanu.
ACT.13.44	Dɔsɔk da kəŋesəm ndɛ dɛnacɔŋc mɔ, kɔ aka dare fəp ŋaloŋkanɛ kəkɔ-cəŋkəl toloku ta Wəbɛ. 
ACT.13.45	Ntɛ aSuyif ŋananəŋk kənay ka afum mɔ, kɔ ŋayɔ kəraca kəpɔŋ. Kɔ ŋayɛfɛ kəgbɛkəl Pol, ŋac-lɔməs kɔ.
ACT.13.46	Pol kɔ Barnabas ŋambaŋsɛ kəloku ŋa: «Nəna yati pənamar a pacop kəluksɛ toloku ta Kanu. Mba ntɛ nənabupərɛ ti, kɔ nəncɛm-cɛmnɛ a pəmar fɛ a nəsɔtɔ kəyi wəyeŋ ka doru o doru mɔ, ndɛkəl oŋ səna səndekafəlɛ səkɔ ndena akɔ ŋantɔyɔnɛ aSuyif mɔ. 
ACT.13.47	Bawo Wəbɛ osom su ntɛ:
ACT.13.47	‹Isɔŋ’ am kəyɔnɛ pəwaŋkəra pa tɔf,
ACT.13.47	ntɛ tɔsɔŋɛ məkekərɛ kəyac ka afum
ACT.13.47	haŋ nde cəpəc ca doru fəp cəyi mɔ.›»
ACT.13.48	Ntɛ afum ŋane ti mɔ, kɔ pəmbɔt atɔyɔnɛ Suyif dəbəkəc. Kɔ ŋaŋkor-koru toloku ta Wəbɛ, aŋɛ Kanu kənacəmbərɛ kəyi wəyeŋ ka doru o doru mɔ, kɔ ŋayɔnɛ alaŋ.
ACT.13.49	Kɔ toloku ta Wəbɛ tɛsaməsər dɔtɔf fəp. 
ACT.13.50	Mba kɔ aSuyif alɔma ŋaŋgbiŋər aran abeki akor-koru Kanu, kɔ abeki a dare, kɔ ŋaŋcop kətɔrəs Pol kɔ Barnabas teta kəlaŋ kəŋan kɔ ŋambɛləs ŋa dare daŋan. 
ACT.13.51	Pol kɔ Barnabas ŋaŋkoŋər ŋa kəbof ka wɛcək waŋan, kɔ tɔyɔnɛ sede sa kəfati kəŋan kəcəŋkəl toloku ta Kanu, kɔ ŋaŋkɔ Ikoniyon. 
ACT.13.52	Pəmbɔt acɛpsɛ a Yesu darəŋ, kɔ Amera Ŋecempi ŋa Kanu ŋɛnayi kɔ ŋa.
ACT.14.1	Dəndo dare da Ikoniyon, Pol kɔ Barnabas ŋambɛrɛ kəlɔ ka dəkətola da aSuyif. Kɔ ŋaloku moloku mmɛ mɛnasɔŋɛ aSuyif kɔ aKresi alarəm kəlaŋ Yesu mɔ. 
ACT.14.2	Mba kɔ aSuyif ayeŋki səbomp aŋɛ ŋambɛrəs afum atɔyɔnɛ Suyif mɛr kəter ka awɛŋc aŋa alaŋ. 
ACT.14.3	Ti disrɛ, Pol kɔ Barnabas ŋambɔləsɛ kiyi kəŋan dəndo dare dadɔkɔ. Kɔ ŋalok-lokɛ kəgbɛkər mera yaŋan teta Wəbɛ. Kɔ Wəbɛ ɔsɔŋ ŋa fənɔntər fəyɔnɛ mes mɛwɛy-wɛy kɔ mɛgbɛkərɛ, pəc-mentər sɔ kaŋce ka mes mɔkɔ Pol kɔ Barnabas ŋaŋc-cam teta kəmar ka Wəbɛ. 
ACT.14.4	Kɔ kənay ka afum a dare dadɔkɔ ŋayersɛnɛ. Alɔma ŋanayinɛ aSuyif, alɔma ŋayinɛ asom a Yesu. 
ACT.14.5	Mba, aSuyif kɔ acikəra kəbəp ka abɛ aŋan ŋanalompəsnɛ kəkɔ-tɔrəs Pol kɔ Barnabas kəcacas kəŋan masar haŋ ŋadif ŋa. 
ACT.14.6	Ntɛ Pol kɔ Barnabas ŋane ti mɔ, kɔ ŋayɛksɛ kəkɔ-yacnɛ nde Listər kɔ Dɛrbɛ, sədare sa atɔf ŋa Likayoni, kɔ səkəsək sayi. 
ACT.14.7	Dəndo sɔ ŋaŋc-cam toloku tɔtɔt ta Yesu.
ACT.14.8	Fum wəlɔma ɛnayi Listər pəyɔnɛ wəbəc, wɛcək wɔn wɛnafi. Kəyɛfɛ ntɛ aŋkom kɔ mɔ, ali ɔŋc-kɔt fɛ. Ɛnandɛ, 
ACT.14.9	pəc-cəŋkəl moloku ma Pol. Kɔ Pol ɛŋgbətnɛ kɔ. Ntɛ ɛnəŋk a wəbəc ɔyɔ kəlaŋ nkɛ kəntam kəyac kɔ mɔ, 
ACT.14.10	kɔ Pol olokɛ kɔ dim dɔpɔŋ: «Məyɛfɛ! Məcəmɛ wɛcək wam kəroŋ, məlomp!» Kɔ wərkun nwɛ oyoknɛ, k’ɛyɛfɛ k’ɛŋcəmɛ kəkɔt.
ACT.14.11	Kɔ kənay ka afum akakɔ ŋanəŋk ntɛ Pol ɔyɔ mɔ, kɔ afum kənay ŋampɛnɛ cəbebe ŋac-loku cəLikayoni: «Canu cəntəŋkəlɛ afum kɔ cəntor nnɔ ndorosu!» 
ACT.14.12	It’ ɛnasɔŋɛ ŋawe Barnabas «Sus», ŋawe Pol nkɔn «Hɛrmɛs», bawo Pol nkɔn eŋc-cepərɛnɛ moloku. 
ACT.14.13	Wəloŋnɛnɛ ka Sus ɛnakɛrɛ mura kɔ yɛnɛkəs nde dəkəbɛrɛ da kəlɔ ka dəkəloŋnɛ nkɛ kəyi nde dare dəkusu mɔ. Pənabas kɔ kəloŋnɛ mi, nkɔn kɔ kənay ka afum nnɔ Pol kɔ Barnabas ŋayi mɔ.
ACT.14.14	Mba ntɛ asom a Yesu Barnabas kɔ Pol ŋane ti mɔ, kɔ ŋawal-wali yamos yaŋan, kɔ ŋambɛrɛ afum dacɔ ŋac-kulɛ-kulɛ: 
ACT.14.15	«Anapa! Ta ake tɔ nəyɔnɛ tantɛ-ɛ? Səna sɔ, afum ŋɔ səyɔnɛ, palompəs su tin tayi pəmɔ nəna. Səlok’ un toloku tɔtɔt ntɛ tɔŋsɔŋɛ nəsak mes mɛyama-yama mamɛ! Nəkafələr Kanu fɔr nkɛ kəyi wəyeŋ mɔ, Kanu nkɛ kəlompəs kɔm, antɔf kɔ kəba, kɔ ca yɔkɔ yeyi ki mɔ fəp. 
ACT.14.16	Dɛtɛmp dɔkɔ dɛnacepər mɔ, Kanu kənawosɛnɛ afum a tɔf ya doru fəp ŋac-tam kəcəmɛ dɔpɔ darəŋ dɔkɔ ŋaŋfaŋ mɔ. 
ACT.14.17	Ali ntɛ nkɔn Kanu kənatɔ-sak kəc-mentər’ un dɔtɔt dəmɔyɔ ma Ki mɔ, bawo kəŋc-sɔŋ un wəcafən, kəŋc-sɔŋɛ sɔ yɔbɔf yonu kəkom pəlarəm, kɔ kəŋc-sɔŋ un sɔ yeri yɛlarəm, kɔ kəŋc-las’ un sɔ pəbotu dəbəkəc.» 
ACT.14.18	Ali ntɛ Pol kɔ Barnabas ŋanaloku moloku mamɔkɔ mɔ, pəcuca pɛnayi ŋa kəyamsər ka kənay kaŋkɔ kəloŋnɛ cəna nkɛ ŋanafaŋ kəyɔnɛ ŋa mɔ.
ACT.14.19	Kɔ aSuyif alɔma ŋander kəyɛfɛ Antiyɔk ŋa Pisidi kɔ Ikoniyon mɔ, kɔ ŋasɛp haŋ kɔ ŋantalər kənay ka afum akakɔ. Ntɛ tɔ kɔ kənay ka afum aŋɛ ŋayɛfɛ kəcacas Pol. Tɛləpəs kɔ ŋaliŋəs kɔ haŋ dare kəsək, ŋacɛm-cɛmnɛ a efi. 
ACT.14.20	Mba ntɛ acɛpsɛ a Wəbɛ ŋanadenɔŋkər Pol mɔ, k’ɛyɛfɛ, k’oluksərnɛ dare. Dɔckɔsɔk kɔ ŋaŋkɔ dare da Dɛrbɛ, nkɔn kɔ Barnabas.
ACT.14.21	Ntɛ Pol kɔ Barnabas ŋambəp dare da Dɛrbɛ kɔ ŋaŋcam dəndo toloku tɔtɔt ta Yesu. Kɔ ŋasɔtɔ di afum alarəm aŋɛ ŋanalaŋ teta Yesu mɔ. Ntɛ tɔ kɔ ŋalɛk dɔpɔ kəlukus ka Listər, Ikoniyon kɔ Antiyɔk ŋa Pisidi. 
ACT.14.22	Kɔ ŋacəpəs acɛpsɛ darəŋ bəkəc, ŋac-gbiŋər ŋa kəyinɛ kəlaŋ, ŋac-loku: «Kɔ səna, mɛnɛ səcepərɛnɛ pəcuy pɛlarəm a səc-bɛrɛ nde dɛbɛ da Kanu deyi mɔ.» 
ACT.14.23	Kɔ ŋayɛk-yɛkɛ ŋa abeki dəkəloŋkanɛ fəp da alaŋ. Ntɛ ŋalip kətola Kanu kɔ kəsuŋ mɔ, Pol kɔ Barnabas ŋasɔŋ ŋa Wəbɛ nwɛ ŋanagbɛkər kəlaŋ mɔ kəbum kəŋan. 
ACT.14.24	Kɔ ŋaŋcepər dɔpɔ da atɔf ŋa Pisidi kɔ ŋambɛrɛ atɔf ŋa Paŋfili. 
ACT.14.25	Ntɛ ŋalip kəloku toloku ta Wəbɛ dare da Perke mɔ, kɔ ŋantor dare da Atali.
ACT.14.26	Dəndo Atali, difɔ Pol kɔ Barnabas ŋanalɛk abil kɔ ŋaŋcali kəkɔ Antiyɔk ŋa Siri, dare ndɛ anatolanɛ ŋa kəmar ka Kanu teta yɛbəc nyɛ ŋanalip mɔ. 
ACT.14.27	Ntɛ ŋambɛrɛ mɔ, kɔ ŋaloŋka alaŋ a Antiyɔk fəp, kɔ ŋalɔm tɔkɔ Kanu kənayɔnɛ ŋa mɔ, kɔ tɔkɔ nkɔn Kanu kənasɔŋɛ atɔyɔnɛ Suyif kəlaŋ mɔ. 
ACT.14.28	Pol kɔ Barnabas ŋawon dəndo dare dadɔkɔ kɔ acɛpsɛ a Wəbɛ Yesu darəŋ.
ACT.15.1	Afum alɔma ŋanayɛfɛ atɔf ŋa Yude, ŋac-təksɛ awɛŋc aŋa alaŋ ntɛ: Kɔ nəntɔyɔ pakəŋc’ un pəmɔ tɔkɔ tɔyɔ tokur ta Musa toloku ti mɔ, Kanu kəfɔdewosɛ kəyac nu. 
ACT.15.2	Ntɛ Pol kɔ Barnabas ŋaŋgbɛkəlɛnɛ kɔ arkun akakɔ kəliŋɛnɛ kəŋan moloku mɔ, kɔ ŋantəŋnɛ a nkɔn Pol kɔ Barnabas kəbəp ka akin akin arkun akakɔ dacɔ, ŋakɔ Yerusalɛm kəkɔ-nɔnɛ moloku mamɔkɔ nnɔ asom a Yesu kɔ abeki a kəloŋkanɛ ka alaŋ fɔr kiriŋ. 
ACT.15.3	Kɔ kəloŋkanɛ ka alaŋ a Antiyɔk ŋasɔŋ ŋa daka ndɛ pənamar a ŋayɔ teta marənt mɔ. Ntɛ ŋaŋcepər atɔf ŋa Fenisi kɔ atɔf ŋa Samari mɔ, kɔ ŋalɔmər ŋa ntɛ atɔyɔnɛ Suyif ŋaŋkafəli bəkəc yaŋan nnɔ Wəbɛ eyi mɔ, ŋac-sɔŋɛ awɛŋc aŋa alaŋ fəp pəbotu. 
ACT.15.4	Ntɛ ŋambɛrɛ Yerusalɛm mɔ, kɔ kəloŋkanɛ ka alaŋ, asom a Yesu, kɔ abeki a kəloŋkanɛ ŋambaŋ ŋa. Ntɛ tɔ Pol kɔ Barnabas ŋalɔm tɔkɔ Kanu kənayɔ fəp kɔ ŋa mɔ.
ACT.15.5	Awa kɔ aFarisi alɔma aŋɛ ŋanayɔnɛ alaŋ mɔ ŋayɛfɛ kɔ ŋaloku: «Pəmar pakəŋc atɔyɔnɛ Suyif, pagbiŋər ŋa sɔ kəleləs sariyɛ sa Musa.»
ACT.15.6	Asom a Yesu kɔ abeki a alaŋ aka Yerusalɛm ŋanabəpsɛnɛ kəkɔ-mɔmən ka tes tatɔkɔ. 
ACT.15.7	Ntɛ kəgbɛkəlɛnɛ kəwon ŋa dacɔ mɔ, kɔ Piyɛr ɛyɛfɛ k’oloku: «Arkun, awɛŋc im aŋa, nəŋcərɛ ti: A pəwon ntɛ Kanu kənayɛk-yɛk im nəna dacɔ kəcam ka toloku tɔtɔt ta Yesu, ntɛ tɔŋsɔŋɛ atɔyɔnɛ Suyif ŋatam kəne ti kɔ kəlaŋ ti mɔ. 
ACT.15.8	Kanu kəŋcərɛ bəkəc ya afum, Ki yati kəmentər a kəmbaŋ atɔyɔnɛ Suyif, bawo kəsɔŋ ŋa sɔ Amera Ŋecempi pəmɔ səna. 
ACT.15.9	Ali kəgbɛy kəfɛt ɛŋgbɛy fɛ su kɔ atɔyɔnɛ Suyif, bawo kəlaŋ k’ ɔsɔkəsɛ ŋa bəkəc. 
ACT.15.10	Ndɛkəl oŋ, ta ake tɔ nəfaŋ kədəkətərɛ Kanu-ɛ? Ntɛ nəfaŋ kəsarsər acɛpsɛ a Yesu tes tocu ntɛ, kəyɛfɛ atem asu haŋ səna yati səntɔtam kəsarɛ mɔ. 
ACT.15.11	Mba səlaŋ a andeyac su kəmar ka Wəbɛ Yesu disrɛ pəmɔ ŋa atɔyɔnɛ Suyif.»
ACT.15.12	Kənay ka afum fəp ŋanacaŋk, k’aŋcəŋkəl oŋ moloku ma Barnabas kɔ Pol. Kɔ ŋalɔm mes mɛwɛy-wɛy kɔ mɛgbɛkərɛ mmɛ Kanu kənasɔŋɛ ŋa kəyɔ atɔyɔnɛ Suyif dacɔ mɔ. 
ACT.15.13	Ntɛ ŋalip kəloku mɔ, kɔ Sak endeŋər: «Awɛŋc im aŋa! Nəcəŋkəl im! 
ACT.15.14	Simɔŋ ɔlɔm ntɛ tɔcɔkɔ-cɔkɔ Kanu kənader kəyɛk-yɛk tɔf ya doru fəp dacɔ, afum aŋɛ ŋayɔnɛ akɔn mɔ. 
ACT.15.15	Itɔ moloku ma sayibɛ-e mosolnɛ kɔ moloku ma Simɔŋ pəmɔ ntɛ aŋcic ti mɔ:
ACT.15.16	‹Kɔ Wəbɛ oloku: «Kɔ tantɛ teŋcepər-ɛ, indeder sɔ.
ACT.15.16	Indeyekti sɔ abal ŋa Dawuda nŋɛ ŋɛnatɛmpɛnɛ mɔ,
ACT.15.16	indeyekti samba sa abal ŋaŋɔkɔ,
ACT.15.16	Indecəmbər ŋi sɔ ŋolomp,
ACT.15.17	ntɛ tɔŋsɔŋɛ afum aləpəs ŋatɛn ina Wəbɛ mɔ.
ACT.15.17	Ɛy, dətɔf fəp nyɛ anakornɛ tewe tem mɔ.»
ACT.15.17	Wəbɛ oloku tantɛ, nwɛ ɔŋyɔ mes mmɛ
ACT.15.18	aŋcərɛ tɛm ntɛ pənawon mɔ.›
ACT.15.19	It’ ɔsɔŋɛ ntɛ, ina Sak, iŋwosɛ sɔ a ta patɔrəs atɔyɔnɛ Suyif aŋɛ ŋantɛfərnɛ nnɔ Kanu kəyi mɔ. 
ACT.15.20	Mba pacicɛ ŋa a ŋakɛmərnɛ pətɔ-cemp mpɛ pɛyɛfɛ nnɔ kətola mɛrənka kəyi mɔ, kɔ dalakɔ, kɔ kəsɔm ka sɛm nyɛ antɔfay mɔ, ŋakɛmərnɛ sɔ kəmun mecir. 
ACT.15.21	Kəyɛfɛ dɛtɛmp dɔcɔkɔ-cɔkɔ, Musa ɔyɔ sədare fəp afum aŋɛ ŋaloku tetɔn mɔ, bawo aŋkaraŋ Tawureta tɔn dɔsɔk o dɔsɔk da kəŋesəm nde dəkətola Kanu da aSuyif.»
ACT.15.22	Asom a Yesu kɔ abeki kəbəp ka kəloŋkanɛ ka alaŋ Yesu kɔr-kɔr ŋande ŋamɔmən a pəmar payɛk-yɛk ŋa dacɔ afum alɔma akɔ pəmar a pasom Antiyɔk mɔ, kəbɛrɛnɛ ka Pol kɔ Barnabas. Ti disrɛ kɔ ŋayɛk-yɛk afum mɛrəŋ aŋɛ ŋanatɔmpər delel awɛŋc aŋa dacɔ mɔ: Yudas wəkɔ aŋc-we sɔ Barsabas mɔ, kɔ Silas. 
ACT.15.23	Kɔ ŋasom ŋa kɔ areka nyɛ:
ACT.15.23	«Awɛŋc anu, asom a Yesu kɔ abeki kɔ alaŋ ŋaŋcicɛ nu areka, nəna awɛŋc su aŋa aka Antiyɔk, aka Siri, aka Silisi aŋɛ ŋantɔyɔnɛ Suyif mɔ:
ACT.15.23	Səyif un! 
ACT.15.24	Səne a afum asu alɔma aŋɛ ŋawur nnɔ ndorosu mɔ, ŋantɔrəs nu kɔ ŋampempɛ nu moloku maŋan, mmɛ səntɔsom ŋa mɔ. 
ACT.15.25	Ntɛ sənenɛnɛ akɔ səntəŋnɛ ti mɔ, itɔ sənəŋk fɔ pəntesɛ səyɛk-yɛk afum, səsom ŋa nde nəyi mɔ, kəbɛrɛnɛ ka Barnabas kɔ Pol, aŋɛ səmbɔtər mɔ, 
ACT.15.26	afum aŋɛ ŋaŋcaməs kiyi kəŋan doru tewe ta Wəbɛ Yesu Krist mɔ. 
ACT.15.27	Itɔ səsom Yudas kɔ Silas ŋakɔ ŋalok’ un ntɛ teyi areka ŋaŋɛ disrɛ mɔ.
ACT.15.28	Pənabas Amera Ŋecempi kɔ səna sɔ, a pəntesɛ fɛ a sənuŋkər nu mes mɔkɔ nəntɔtam kəsarɛ mɔ, mɛnɛ mes mɔkɔ mɛmar nu kəsumpər mɔ: 
ACT.15.29	Ta nəsɔm sɛm nyɛ aloŋnɛnɛ mɛrəŋka mɔ, nəbɔlɛnɛ mecir kɔ sɛm nyɛ antɔfay mɔ, nəbɔlɛnɛ sɔ dalakɔ. Pəmar nəkɛmərnɛ mes mamɔkɔ fəp.
ACT.15.29	Kanu kəsɔŋɛ a nətamnɛ.»
ACT.15.30	Ntɛ anasak asom aŋɛ mɔ, kɔ ŋawurnɛ kəkɔ Antiyɔk. Kɔ ŋaŋkɔ ŋaloŋka di alaŋ, kɔ ŋasɔŋ ŋa areka ŋaŋɔkɔ. 
ACT.15.31	K’aŋkaraŋ ŋi kɔ pəmbɔt ŋa, bawo areka ŋaŋɔkɔ ŋɛnacəpəs ŋa bəkəc. 
ACT.15.32	Yudas kɔ Silas aŋɛ ŋanayɔnɛ sɔ sayibɛ-e mɔ ŋaŋc-gbiŋər awɛŋc aŋa alaŋ kɔ ŋacəpəs ŋa sɔ bəkəc dəmoloku mɛlarəm. 
ACT.15.33+ACT.15.34	Ŋanayi dəndo Antiyɔk haŋ, kɔ awɛŋc aŋa alaŋ ŋatolanɛ ŋa marənt moforu, kɔ afum a Antiyɔk ŋasak ŋa kəlukus nde asom aŋa ŋayi mɔ. 
ACT.15.35	Mba tɛm tatɔkɔ Pol kɔ Barnabas ŋanayi Antiyɔk, kəbɛrɛnɛ kəŋan kɔ afum alarəm alɔma, ŋac-təksɛ, ŋac-cam sɔ toloku tɔtɔt ta Wəbɛ.
ACT.15.36	Ntɛ mataka mɔlɔma meŋcepər mɔ, kɔ Pol oloku Barnabas: «Səluksərnɛ səkɔ-nəŋk awɛŋc su aŋa sədare nsɛ sənadəŋk toloku ta Wəbɛ mɔ, ntɛ tɔŋsɔŋɛ səcərɛ ntɛ ŋayi mɔ, kɔ tɔkɔ ŋasumpər toloku tatɔkɔ mɔ. 
ACT.15.37	Barnabas nkɔn ɛŋc-faŋ kəkenɛnɛ Saŋ, wəkɔ aŋwe sɔ «Mark» mɔ. 
ACT.15.38	Mba Pol nkɔn ɛnawosɛ fɛ ti, ɛnacɛm-cɛmnɛ a pəmar fɛ kəlɛkɛnɛ Mark, bawo dəndo Paŋfili Mark ɛnasak ŋa pəfati kəcəmbər ŋa kəkɔtɛnɛ ka yɛbəc yɔkɔ anasom ŋa mɔ. 
ACT.15.39	Kəgbɛkəlɛnɛ kəŋan kənayeŋk haŋ kɔ tɔsɔŋɛ ŋa kəgbɛyɛnɛ. Ntɛ tɔ kɔ Barnabas ɛlɛk Mark kɔ ŋambɛkɛ debil kɔ ŋaŋcali kəkɔ Sipər. 
ACT.15.40	Ntɛ Pol ɛnayɛk-yɛk Silas mɔ, awɛŋc aŋa alaŋ ŋantolanɛ kɔ, ŋac-tola Wəbɛ a pəbum ŋa kəmar kɔn disrɛ, kɔ ŋaŋkɔ. 
ACT.15.41	Kəkɔ kəŋan, kɔ ŋaŋcali tɔf ya Siri kɔ Silisi, ŋac-cəpəs alaŋ aka di bəkəc.
ACT.16.1	Pol ɛnabɛrɛ dare da Dɛrbɛ, k’ɔŋkɔ sɔ Listər. Dəndo wəcɛpsɛ Yesu darəŋ wəlɔma ɛnayi pac-we kɔ Timote, kɛrɛ pəyɔnɛ wəSuyif nwɛ ɛnader pəlaŋ Yesu mɔ, mba kas pəyɔnɛ wəKresi. 
ACT.16.2	Awɛŋc aŋa alaŋ aka Listər kɔ Ikoniyon ŋanatəŋnɛ kəyɔ kɔn mes mɔtɔt. 
ACT.16.3	Kɔ Pol ɛfaŋ kəkekərɛ Timote, k’ɛlɛk kɔ k’ɛŋkəŋc teta aSuyif akɔ ŋanayi atɔf ŋaŋɔkɔ mɔ, bawo fəp fənacərɛ a Timote kas wəKresi ɛnayi. 
ACT.16.4	Sədare nsɛ ŋaŋc-cepər mɔ, ŋaŋc-luksɛ moloku mmɛ asom a Yesu kɔ abeki alaŋ a Yerusalɛm ŋanasom ŋa kəkɔtɛnɛ mɔ, ntɛ tɔŋsɔŋɛ alaŋ atɔyɔnɛ Suyif ŋacəmɛ mi darəŋ mɔ. 
ACT.16.5	Aloŋkanɛ alaŋ ŋac-cəpəs bəkəc kəlaŋ disrɛ, ŋac-bɛrɛnɛ kəla dɔsɔk o dɔsɔk.
ACT.16.6	Ntɛ Amera Ŋecempi ŋa Kanu ŋɛyamsɛ Pol kɔ Silas kəloku toloku tɔtɔt ta Kanu atɔf ŋa Asi mɔ, kɔ ŋaŋcali atɔf ŋa Firiki kɔ atɔf ŋa Kalat. 
ACT.16.7	Ntɛ ŋalɔtərnɛ atɔf ŋa Misi mɔ, kɔ ŋasɛp kəkɔ atɔf ŋa Bitini, mba Amera ŋa Yesu ŋɛnawosɛnɛ fɛ ŋa ti. 
ACT.16.8	Kɔ ŋasolnɛ atɔf ŋa Misi kɔ ŋantor dare da Torowas. 
ACT.16.9	Pibi disrɛ kɔ Pol ɔsɔtɔ kənəŋk kəyɛfɛ ka dareŋc. Ti disrɛ, wəka Masedon pəcəmɛ kɔ kəsək pəc-lɛtsɛnɛ kɔ: «Məder Masedon, məmar su!» 
ACT.16.10	Pol ɛnadesɔtɔ kənəŋk kaŋkɔ, kɔ səntɛn katina kəkɔ ka atɔf ŋa Masedon, səc-boc ti a Kanu kəwe su kəkɔ-cam di toloku tɔtɔt ta Yesu.
ACT.16.11	Kɔ səyɛfɛ Torowas kɔ səyekti abɛla kɔ səntɛfərnɛ kəkɔ ka Samotiras, dɔckɔsɔk kɔ səmbɛrɛ Neyapoli. 
ACT.16.12	Kɔ səyɛfɛ dəndo, kɔ səŋkɔ Filipi, dare dɔpɔŋ da atɔf ŋa Masedon dɔlɔma ndɛ aka Rom alarəm ŋanandɛ mɔ. Kɔ sənacepərɛnɛ mataka mɔlɔma dare dadɔkɔ.
