GEN.1.1	Pílen-ruulendo delo, kerayalumpe Shédíbí taleng emla amongem pílen geto.
2CO.5.15	Turla duuna kídíe, buluke legang petompe tursu yimadope idakkom buluke legape sina, delokke sirongem kiirep kunam bíkke legape turbidope, Jisu Kristo bí takam legape sigebito.
2CO.5.16	Dekepe ila supak kelokke séko mete adín yédulok kaamang. Ngolu kerape Kristome adín yédulok kaatuakom depe ngolu kaayimang. 
2CO.5.17	Delok legape, séko Kristokíng duududí, bí anípe píkuname; akue gíkabong, aníe angkai! 
2CO.5.18	Si takam si Kristo kelok ngolum bíkkíng yérík dakrík sukuna delokke ngolum yérík suku penam agérem bina Shédíkelok lenne: 
2CO.5.19	depe emnamde tani paabem bulukíng sanket bimape, Shédí bí tani amongem Kristo kelok yérík sukuname. Delokrongem bí yérík dakrík sukunam agomem pobodope ngolum bitung.
2CO.5.20	Delok legape Shédí bí ngolukelok bíkke roguem gukenam kísa, ngolu Kristoke poyon sukenge. Ngolu Kristoke amínpe nolum pobidung. Shédíme yérík sulang kuka. 
2CO.5.21	Ngolu bíkkelok Shédíke yéjiinam akor sorem paadope emla, paab kamana amiem, paab gena kísa imoto.
2CO.6.1	Shédíke agérem gérbo sunape idola, nolum ngo podung, Shédíke yanggongem emmumpe laasam mapeka. 
2CO.6.2	Kapeila bí sikepe pobidung:
2CO.6.2	“Torík sudo longem ngo nolum tatbito delokke turdíku longem ngo nolum igulto.”
2CO.6.2	Ngo nolum podung, supakmin Shédíke torík sudíe, supakmin turdíku longe.
2CO.6.3	Ngoluke agérem ibul madope ngolu akonke bedangem itummang. 
2CO.6.4	Dempenem Shédíke abílpe ngolu agísuem takam bedalo meyu sulíkdung; 
2CO.6.5	demkolo, pateklo delokke ebínkolo; ingéésuko agérlo, yuem ipyi mangkolo, delokke tíílíng kenokolo, donggap gedung; 
2CO.6.6	demamílo, tatkén namlo, jémgekolo delokke ayangkolo, Deena Aid delokke aro ayanglo melík sudung; 
2CO.6.7	aro agom pokolo delokke Shédíke pauarlo; lakbík lolang lakkélo yéjii nana tamtem bomdola 
2CO.6.8	angun ralnamlok delokke míngge manamlok, atímana ripode delokke aina pokunge; aro namíai idakla irunampe míngko suto; 
2CO.6.9	kénnamíai kénmanam kísape; sidungai, idola ngolu turdung; demkosuto idokom petmang; 
2CO.6.10	ankí kenue yagodung; opane, idolate mirem sudung; atí kamang, ilate takamem kasudung.
2CO.6.11	Korinthlo duuna ami kídía ngolu nolum popéé sumape podung, delokke ngoluke aange nolum jon ge bidung. 
2CO.6.12	Ngolu nolum iiga bosumape imang idakkom nolumin ngolum ayang penam emteng mepak sudune. 
2CO.6.13	Ngokke ome-oo kídíem ngo mííposula podung noluke aange bodong langka.
2CO.6.14	Arope míngke sumana kídílo nolu gyabbo sumapeka. Kapeila yéjiinam delang delokke yémem namde ingkona gyapgíngko kadun? Demangkom ingkona lekonam atíko angunelang kaamue kabo sudune? 
2CO.6.15	Kristo bí Belialkíng
2CO.6.16	Shédíke ekume uyu kumkedelo ingkona gyapgíngko kadune? Ngolumin turna Shédíke kumkeng ekume. Kapeila Shédí bí poto, “Ngo bulukíng duumín gela, bulukíng yémín geyé, delokke ngo buluke Shédípe ipe delo bulu ngokke amipe iyépe.”
2CO.6.17	Delok legape,
2CO.6.17	“Bulukelokke lenlangkula delokke angu langkula deemana atíem ukkí mapeka,
2CO.6.18	delomin ngo nolum torík suyéne,”
2CO.6.18	“Ngo nolu takamke Abupe ipe delokke nolu ngokke ome-oope iyé emla tolna ralna Ruutum bí podung.”
2CO.7.1	Ngolu sim pébi sunamem paadunade, ayanam angong kídía, amíl emlang aidem belum mona takamem megeyéla, Shédíme pesodola aro deenamlok ngolu deesu langkuju.
2CO.7.2	Noluke aangem ngolum bisutoka; ngolu séko meteng imem bosumang, ngolu séko meteng inyokmang, ngolu séko meteng ipu silummang. 
2CO.7.3	Ngo sim nolum lukaape lumang; ngo sim kerape podung, depe emnamde ngolu nolukíng turdokom lekope, sidokom lekope emnam aapíde nolu kelokom dung emla podung. 
2CO.7.4	Nolukíng ngo airupe mííte sudung; airupe mííyum sudung, airupe míídíísudung; ilate ngoluke adír asong takamlo ngokke ashénge ngatdung.
2CO.7.5	Legade ngoluke Makedonialo aaduemte ngoluke amíl sim apéé momape idakla luyulo díínam moname delokke aralo pesue idope ngoluke yéko mipílo irééto. 
2CO.7.6	Idakkom mínggíp sunem míípo mokuna Shédí bí ngolum Titonke angkolok míípo motoku, 
2CO.7.7	delokke bíkke aanam petom lokmang idakla noluke bím míípodope inam lokkom ngolum míípo motoku. Bí noluke ngom míítí bomnamem, noluke eerípe bursu namem noluke ngom erappe ankínamem tatla ngokke ashénge kerang kempemílo shéduk yadope, ngolum lukan botoku.
2CO.7.8	Ngokke sithilok nolum duuk motuakom, ngo dem míínyimang. Ngo míínyi tuakom ngo kaaname ngokke sithie noluke aapíem take motuakom, de takede ool doomang 
2CO.7.9	depe ilate supak ngo ashédungku, de nolum duuk moko lokmang, idakla noluke duuge nolum míílat sumotoku. Legade Shédíke míngkampe noluke buulínge ito delokke depe iname ngoluke inamde nolum atímadope emla imang. 
2CO.7.10	Aro bursude turpeko bedalo aadokupe míílat sumodungku, delokke míínyi míísonam kamoyimang, idakkom adínlok bursude sikolo gímodung. 
2CO.7.11	Kaatoka Shédí bí noluke bursu kolok ingkuem bitun: si edítko nolum erap modune! Sikepe kangkiname! Sikepe ansuname, sikepe imemnem ingéé líname! Takam agomlo nolu sokke legalo imem kamape dengepe duune emla lengkan sudung.
2CO.7.12	Depe ila ngo nolum attuakom, de imemna ami petom legape demangkom imemna opéé petom legape imang idakla dempenem Shédíke keralo edítko nolu ngolum míída sutuan, dem nolu agí agísue kaasu ladokupe emlamin itone. 
2CO.7.13	Si takam si ngolum ermodung.
2CO.7.13	Ngoluk agí ernam teyolokom, edítko Titon bí ashéton, dem tatla ngolu mííyumsuto, kapeila bíkke aangem nolum takam iigape míísu moto. 
2CO.7.14	Noluke legangem ngo bíkkíng yidgesudo delokke nolu ngom annyi momang. Idakkom ngoluke ponam takamde arodung, depe iname Titonke keralo ngoluke nolum yidgenam delogei aruem gakdung. 
2CO.7.15	Nolu miríína mílí ila bím pesuem dan gedola yamrík namem bíkke popang bodokuem bíkke nolum iigape míísunam aapíde botte yadungku. 
2CO.7.16	Ngo ashédola podung, ngo nolum apíípe míídíísudung.
2CO.8.1	Delokke bíro kídía supak, ngo nolum Makedonia mondolilo Shédíke yanggong binam legangem kénmope emla míídung. 
2CO.8.2	Ikaa darkange séngéépe ilate, deddíko iréé sinyola, ikaa darkaala iduemte opane séngéé dolate airupe ashéla dokang uldum sunamem erapto. 
2CO.8.3	Delokke ngo ankíname bulu agíke kadulok ayokone, dem biboonete agí kusiipe agí míídulok bisuto, 
2CO.8.4	buluke kootírlok yébo dakbona kídíem iguldope ngolumte ankírupe podo. 
2CO.8.5	Delokrongem ngoluke dekepe iyépe emla míínamlok imape, idakla kera yalumpe agísue Ruutumme bisuto delokke delokrongem Shédíke míídulok ngolukíng bisuto. 
2CO.8.6	Depe iname sim agér sim ilenbona Titonme iyardope delokke sim apekrupe ayanam agér sim nolum iyin bodope podung. 
2CO.8.7	Supak nolu míngkelo, agomlo, kénnamlo, takam ankí bomnamlo delokke noluke ngolum ayanamlo nolu pakdung
2CO.8.8	Ngo nolum hukumpe pomang; idakkom abíd kídí lokke ankí bomnam emla noluke aro ayangem kaayiisula kangkínape emla podung. 
2CO.8.9	Legade ngoluke Ruutum Jisu Kristoke yanggongem nolu kéndung, bí mireme idolate, noluke legape bí opan geto. Depe inamde bíkke opanlok nolu mirem dokupe iname.
2CO.8.10	Delokke simino sok agomsok legape nolukepe pobinam aiyalumna ngokke ngiitome. Mennying nolu kera yalumpe bigene delokke de petommang; dem ipe emla erappe mínggene. 
2CO.8.11	Supak ipenamem iyintoka, delomin noluke dem ilíí namde nolu kape iruutudí dekepe apííyéne, noluke ilanamko itoka. 
2CO.8.12	Kapeila nolu bilínam aapí kamílo, bila manadem emmang, akonke kakorlok bilasunam amande torík supename.
2CO.8.13	Ngoluke míínamde ayokone asarpe yédope delokke nolu tebegla yédope emla míímang, idakkom delo akampe yédope emlamin míídune. 
2CO.8.14	Siyum siroke noluke kanamde buluke míínamem ipííbiyé, delokrongem buluke kanamdete noluke míínamem ipíí biyéku. Delomin akam bosuyéne; 
2CO.8.15	de sikepe atbinam kísape iyé; “Séko mekumtudí bí ngatbanpe kamayé delokke séko anyongope mekumtudí bíkom píírammayé.”
2CO.8.16	Ngokke nolukepe ankí namem Titonke aanglo duumona Shédíme ngo yiddung. 
2CO.8.17	Legade Titon bí ngoluke roguem tatbinam petommang, idakla bíkke míísa sulok, ernamrupe nolukíng endak. 
2CO.8.18	Bíkke lekope ngiitom tatponem pogong kolok takam mondolilo amín kana bíroko ngolu bíkke lekope metak sulíktung. 
2CO.8.19	Delok teyolote, bí ngolum enbo gíbo sudope mondoli kídíe ullentung, kapeila ngolu dokang em gedung de ngoluke igul línamem lang Shédíme erkí namem lengkan sunape iname.
2CO.8.20	Ngoluke sim daan sim iduu sitok kolo amiem paklo kosu límang. 
2CO.8.21	Kapeila Ruutumke kangko petom lomang, tani kangko lokom ngolu ingkue aidudí dem ngolu aang kibom sudung.
2CO.8.22	Delokke teyoloteng, takam bedalo erapnako emla lengkansuna delokke nolukíng bíkke míídíng sukolok supak pakyape erapna ngoluke bíroko buluke lekope ngolu metem líkdung. 
2CO.8.23	Titon kepedan bí ngokke angonge delokke nolukelo agér gérbo sutínge; ngoluke bíro kídí lokke, bulu ngoluke mondoli lokke migule delokke Kristokíng míngge pename. 
2CO.8.24	Delok legape noluke angongem delokke ngoluke nolum yidnam legangem mondoli kídíe kaasu ladope so ami kídíem lengkan sulangka.
2CO.9.1	Judialo Shédíke ami kídí legape igul melíknam legangem ngo nolum attí bima dokom aiyé. 
2CO.9.2	Legade, ngo noluke igulkolo erbom namem kéndung, delokke ngo nolum Makedonialo duuna ami kídíem yidsudung. Ngo “Akaialokke bíro kídíe mennying kelokke ila igulpe emla mííyin sudung” emla poto. Nolu ergename bulum alumkonem uttoku. 
2CO.9.3	Supak ngoluke nolum sok legape yidnamde agom asar petompe imadope emla mííru suyépe emla míídung. 
2CO.9.4	Kapeila Makedonia lokke ngokkíng akone píímílo delokke nolum míírung irung madope anmílo, ngolu nolum atíyang lumape ngolukíng míídíí sunamem ngolu annyii supelo. 
2CO.9.5	Dekepe ila kerape nolukíng ento gítosula delokke noluke dokang amanem bipe emla pébi sunamem iyin kaayin bodope emla ngo bíro kídíem pogíírupe políkdung. Demílomin de akone míngkidola binampe imape, bidarla binampe iyéne.
2CO.9.6	Sim mínggap sulangka: Séko anyongope amliem siyyédí bí aliem anyongoko paayéku; delokke séko amliem bojépe siyyédí bí deddínako aliem paayéku. 
2CO.9.7	Mipile bigode idola, demangkom lulík kootírlok bimape, bíkke aanglo bipe emla mííyin sunam akorlok bipe aido, kapeila Shédí bí ashédola binam demmin aipe míídune. 
2CO.9.8	Delokke Shédí bí takam yanggongem nolum jémo ladung, delomin atí takamlo delokke moodí mipílo noluke agí katengem kasudola, aina agér takamem kanampe géryéne. 
2CO.9.9	Dem sikepe atbitung,
2CO.9.9	“Bí mibolo yédola, opanem biguldung:
2CO.9.9	Bíkke yéjiinamde agínpe duuyardung.”
2CO.9.10	Supak séko nolum amli bidudí delokke dopenam ettíngem bidudí bí noluk mesiinam ali emte bojémoyé delokke yéjiinam ayémte jémoyé. 
2CO.9.11	Noluke binam mipílo nolu bidarla bidope delokke noluke bidar namem ngolu kelok Shédíme yidgedope emla nolum bebak mipílo mirem moyé. 
2CO.9.12	Si noluke igul agér gérnamsi Shédíke tani kídíke pííramem ipíí binam petommang, idakla angu angu bedalok Shédíme yidgename asi kísa biilendo. 
2CO.9.13	Kapeila nolu agísue porman lengkan sunam agér sim Kristoke dooying agérlo améngope míísudola, beleng legape delokke noluke bulumlang abídem ankí kíbosunam legape amie Shédíme yidgela erkígeyé. 
2CO.9.14	Delokke bulu nolukepe kumduem buluke aange nolukelo pííyé, kapeila Shédí bí ikumna yanggongem nolum bitung. 
2CO.9.15	Shédíke puam yimanam aman legape bím yidgedung.
2CO.10.1	Kristoke remag loklang remellok ngo, nolum kaayém “Pesogena” delokke mooteng yékuem “Miramna” Paul ngo nolum rogudung. 
2CO.10.2	Ngo kumdung, ngolu tani gíída sokke yédulok yédung emla míínam ami ayokonlo ngokke aayém ngokke míngkampe ngo miram gemape iyépe. 
2CO.10.3	Kapeila tani amoso ngolu duudokom ngolu tani moomemke mimag ikampe mimak imang. 
2CO.10.4	Ngoluke mimak inana sérasi tani gíída sokke mimak séramang. Dempenem, buluk yapguem bénpak nana teyong pauare kadung. 
2CO.10.5	Ngolu lukí pokí sunamem mepak sudung, delokke takam agom kídíem langkum sugeyéla Kristome beleng genape ngolu idung. 
2CO.10.6	Delokrongem noluke edíípe míída suname apíírongem, míngke sumanam agérem ngolu ingéékupe emla raldung.
2CO.10.7	Nolu atíem teyong petomlok kaadung.
2CO.10.8	Kapeila ingkuem nolum olet momape delokke dempenem singon monana ralnamem Ruutum bí ngolum bitudí dem ngo yidsudokom annying penam kamang. 
2CO.10.9	Ngok sithie nolum lurít yépe emla ngo míímang. 
2CO.10.10	Legade ayokone emdung, “Bíkke sithi kídíde sépekrudo delokke berokrudo, idakkom bí agíde edíípe kaamanamko delokke bíkke agome sanpenam kamang.” 
2CO.10.11	Dekena ami kídíem ngokke duumangem sithipe atnam dela agí duusu duem ponamde akame dem tatkén sumotoka.
2CO.10.12	Ngolu lungu ingusupe demangkom agísuem yidsuna kídílo ngolum agísuem luyii poying sulamang. Edílo bulu agísuem agísue popee suyédí, bulu kénmane. 
2CO.10.13	Depe iduakom ngolu yidsu suríem yidbong sulamang, idakkom Shédíke ngolum binam nolukíte píídope binam loorí lomin ngoluke yidsu dekom kayéne. 
2CO.10.14	Nolu delo aradelo doosudo iname, Kristoke tatpona ngiitomem bomla nolukíng ngoluke aado delo ngolu dem poboola poban mangai. 
2CO.10.15	Akonke agér inam emteng
2CO.10.16	delomin ngolu ngiitomem noluke dungko kékon lokom pogoo layéne. Kapeila angukon ami amolo agér gértonam dem ngolu yidsu gekanmang.
2CO.10.17	Idakkom “Séko yidsu dudí bím Ruutumkelo yidsu motoka.”
2CO.10.18	Legade idung, agíke yidsu kolok bím arue emmang idakla Ruutumke yidnam ami demin depe empename.
2CO.11.1	Ngo mide dungkom ngokke mide namem nolu tatjon suyépe emla ngo míínam sudung; arope nolu dekepe idubong. 
2CO.11.2	Ngo nolum nedung idokom Shédí kelok nedung, kapeila ngo deena mimum konem milo atelkolo binam kísape nolum ngo milo atel Kristokelo bipe emla pébi sudung. 
2CO.11.3	Idakkom tabíe budii rula Ibme yadnam kísape noluke deenampe Kristokíng kumnamem delokke erap aapíem kape pakmala gínyok bopelo emnamde ngokke pesoname. 
2CO.11.4	Legade ayokone aala ngoluke pogoo bosunam Jisume emmape Jisukonko pogoo dumílo, demangkom nolu noluke paatonam aidem emmape nolu angukon aidko paadumílo, demangkom nolu noluke torík sunam tatpona dooyingem emmape angukon dooyingko paadumílo nolu nompoope nomko sudung.
2CO.11.5	Idakkom ngokom dekena mitíkon bottena “Tomlíknam mirokídí” dem anyong kokom rumkí yamang emla ngo míídung. 
2CO.11.6	Ngo agom lukolo tumi lonmo madokom ngokom kénnamlo píírammang. Takam bedalo ngolu sim berok bidung.
2CO.11.7	Ngo Shédíke Ngiitom tatponem nolukíng pobito emla ngo are komang. Nolum boromope emla ngo agíe lebíng koníng geto. De ngokkepe imem dunía? 
2CO.11.8	Ngokke nolukíng agér gérdungem angukon mondolie ngom uto. Arope pomílo nolum igul napemin angukon mondoli konkem ngo pinnyok bitone. 
2CO.11.9	Delokrongem ngoluke nolukíng yédula pííram séémo duemte, séko mekom ngo tebeg momang, kapeila Makidonialok aana bíro kídíe ngokke pííram séémuem kaabi ibito. Ngo agísue nolum tebeg molímang emla meto delokke dekepe iyaryé. 
2CO.11.10	Ngokkelo duuna Kristoke arolok ngo pébisudung, Akaia amolo sékokom ngokke mííte sunamsim itum lamayé. 
2CO.11.11	Kapeila? De ngo nolum ayamang emlangía? Ngo ayadudí Shédí bí kénsudung!
2CO.11.12	Abíd “Tomlíknam miro” kídíe botte tekeng kamadope delokke bulukom ngoluke inam atelem idung emkeng kamadope, ngokke supakke ibomnam sim ngo iyarbomyé. 
2CO.11.13	Kapeila sikena ami kídíe yégebona mirue, yadnamlok agér gérbona kídíe, Kristoke agérem yégebona kísape idola mirupe inakídíe. 
2CO.11.14	Dem kapei emla míípenam kamang, kapeila Soitane agíete teyongke angunbona amipe irudung. 
2CO.11.15	Dekepe iname bíkke béérange yéjiina amipe irunamde irisinyue emla míípenam kamang. Buluke nyokku nanade buluke agérsulok lensuyé.
2CO.11.16	Ngo lekoteng pobeng dungku; Ngom sékoteng mideko emla míímem bosumapeka. Delokke mííyé miloteng ngo bottepe míísu penam kamadope ngom miderupe torík sutoka. 
2CO.11.17	Ngo ingkuem supak podudí Ruutumke lulíklok pomang; sikena bottepe míísu namem ngo aropakpe midepe míísula podung. 
2CO.11.18	Tani among míngkampe bosie bottepe míísu dunade, ngokom bottepe míísupe. 
2CO.11.19	Nolu kénnape idolate mide amínem gelí dunía! 
2CO.11.20	Arolok luyém nolum abílpe demangkom inomna demangkom míílona demangkom língkitlok gakna demangkom mingmolok pina kídílo nolu yébo sudung. 
2CO.11.21	Ngok annying kode dekedelo ngolu bojérupe ralmato emla toge sudung.
2CO.11.21	Amie bottepe míísuduem, ngokom bottepe míísu ladung, ngo dem mide agompe posudung. 
2CO.11.22	Bulu Hibru kídíedí? Ngokom dekene. Bulu Israel kídíedí? Demílo ngokom dekene. Bulu Abrahamke otíng oyin emílo ngokom dekene. 
2CO.11.23	Kristoke béérangedí bulu? Ngom tumna kísape taddupe idakkom bulum pemílo aiyana béérange! Ngo mirííyape agérem gérto, pateklo deddíko duurum duurum duuto, demngéé kosuto, delokke sita simang ito kudandan imoto. 
2CO.11.24	Lemngo kokai Judai amikídíe íying angum kolang konang tetepe ngom demnamem paato. 
2CO.11.25	Lengumko ngom arem boyiklok demto, leko elínglok geto, lengumko siyéng raadalo jajie kupgeto, yoh kolang longeko siyéng raadalo duuto. 
2CO.11.26	Ngo dengepe edílokom duumang. Leko leko bedu bedalo sibu meyu katapakto, dokait alaglo díkdari paato; ngokke agí ami kídíe díkdari bito; mibo gooralo, taon bottena amolo, doolulo siyéng asilo; delokke miru angong kídílok díkdari paato. 
2CO.11.27	Yoh rubungem ipyi mapete agér gértíla yéto; ansingko amolo mílípe yémoto. 
2CO.11.28	Delok takam kékon lokom ngo takam mondoli legape egedem ankípe geboto. 
2CO.11.29	Séko ralmadudí ngokom ralmape mííbo sudung, edílo akonem paab imodudí, ngo duuk aréé míndung.
2CO.11.30	Ngo bottepe míísu dumílo ngokke ralmangem lengkan bina atílomin bottepe míísudune. 
2CO.11.31	Agínpe yidyar penam Ruutum Jisu Kristoke Abu delokke Shédímin ngokke aro menam agomem kéndune. 
2CO.11.32	Damaskalo duuna Areta rojake gobornorde ngom umpe emla Damaska Taonem sipayingem gargoomoto. 
2CO.11.33	Idakkom ngom suppi kirki robengkíng sopur aralo rumkíbelo meboo líkname ngo bíkke lokke dukpu getoku.
2CO.12.1	Ngo bottepe míísu bangkai delokke atíyang paapeko kamang, idokom ngo kaarí kaanyuem delokke lengkan namem Ruutum kelok paadung. 
2CO.12.2	Ngo Kristokíng yéna amiko tagying kolang dítag appi kerape kedon yalumna teyong amolo yényok dokupe kéndung. De agípak pedí itone, agí mapedí itone ngo kénmang Shédí bí kéndung. 
