MAT.1.1	Yesus Kristus, opirati Daud muno Abraham aya ajavip, avaki no susye so rai:
REV.9.17	Weti kuda muno naito mine so usea mansai nanawirati Amisye po rarorono rinai umaso onawamo syo mansaen maisyare so: Naite umaso awa ansuno wo rave mamo ansuno besi kasubai maisyare tanamo mbadurur ramaisy muno ngkeke muno ngkuga. Kuda umaso makari maisyare singa makari ramaisy muno taname ama vadurure muje no mansawa rai, ama kijao, ama kapume ntavondi rai. 
REV.9.18	Umba kuda wo siurijo mangke mandeije umaso—taname, kijaowe, muno kapumo ngkuga umaso—veano vatano mine so maubaisy. Vatano mine so maporabe mandeij, weti anugane maporabe so inta nawirati ugweneno rai. 
REV.9.19	Kuda umaso nao awa vambunine no no mansawa rai muno matevane rai tavon. Kuda matevane umaso maisyare tawae makari ramaisy, weti mo vatane manepati mansewabe.
REV.9.20	Vatano nako tuna onawamo maotare ramu, weramu usakinavo awa ana wo raveti ngkakai raije ramu. Yara onawamo una tawan ubeaje anawayo kakai mansai muno wo awa vukane ranteter no yare mansamun. Yare umaso mamo emasije, perakije, tembaga, orame muno inyoe veano manari, weti mamije, mamarikoame, majoe no mai jivae, weramu wo nuge ranyanyute kakai, wo ana raranive jewen, muno wananave kakai. 
REV.9.21	Vatane umawe usakinav irati awa ana udave ti ngkakai raije ramu, maisyare wo vatane maubaisy, wo nyovara kakai raugav, anaerere ugavo mansai muno wanaonoambe.
REV.10.1	Umba syerato syo naito Amisy kaijinta aen, opamo bambunin dave. No no munijo ntiti umba paje, kamayo mo anasine rakakipimbe maisyare ansune ramaisy muno eve ntami akari vone rai. Vare muje amune rai maisyare uma amaisy. Ajoe mamo manakoe maisyare ajijo mo yavare ratugar, muno maisyare tanamo mbadurur ramaisy. 
REV.10.2	Aneme mamo po nyovara wao raakuvi tuvan inta raijar, po raijare soamo raneka to. Ajo kove rapaato nteto mayane vone rai muno ajo kakai nteto yawa rai. 
REV.10.3	Gwaina anamote manakoeve maisyare singa inta gwanone omaisy. Anamote umaso nggwain, naije katitire kaururum we ravabari. 
REV.10.4	Katitiro kaururume umaso ravabarija jewen, syare syo ratoe, weramu idanito syo anamote inta ranaun no munijo ntiti mare, “Animaisye mirati katitir kaururume mo raura omamo vemo nyo ratoe inya! Yara nyo ama ine rangkokaibe!”
REV.10.5	Umba naito syo aen te no mayan muno yawa rai po anem ngkove raijaseo no naumo warae. 
REV.10.6	Umba naite umaso po raura aje pare, “Amisye po inatutir syo Apa ayao urairi raura. Wepirati noa nuge nuganui, Wepirati po naumo warae me mine so me mayane me ama anakotaro ntuna rai ranari vintabo. Weti syo Amisye apa tame veano Apa urairije raokaisy taiso: Rope raugaje nggwaravainy akatoe ramu, yara Amisye apa mangke soamo nde to! 
REV.10.7	Arono naito kaururume pare po apa tavuna ramawisy, naije umba Amisye apa bekero manakoe Po rangkokaibeowe mare nde mamai to ije. Weti mamaisyo Po raura nanto Apa anawae wanapatambe Ai no wusyinoe mansai.”
REV.10.8	Muno anamoto idanaun no munijo ntiti we mo raura de inai jakato mare, “Nyoronto! Nyo nyovara wao raakuvi tuvane, namirati ntuna no naito te no yawa pe mayane pe aneme rai raugav.”
REV.10.9	Naije syoroto kobe no naite umaso ai muno syo ranajo ai indamu po nyovara wao raakuvi tuvane umaso raunande. Umba naite umaso po raura nande inai pare, “Ndaugav muno ndaisy! Omamo indati ndaisyo nawa rai ndanauna manavan maisyare anyauene ama poko manavanoe yara masyo wanyati raito yamo mpariman.” 
REV.10.10	Naije syo nyovara wao raakuvi tuvan umawe raugav no naite umawe aneme rai muno syo raisy. Idanaun no inawa rai manavan, weramu masyo no sya wanyati rai, sya wanyati njoram. 
REV.10.11	Umba po raura nande inai pare, “Winyamo indati ana Amisye po rarorono nai omamo nyo ratoe akato, anakotaro mare nande no mine so ama kawasae, ama munije, ama ayaowe, ama akarijo titi mansai tenambe.”
REV.11.1	Naije akato uvi omane inta aunande rinai, maisyare taune inta amaisy. Muno anamote inta mo raura rinai mare, “Mbeseo ramu nyo Yavaro Amisye rataun muno ama tewa orame ntavon. Syare nyo vatano ube sambayambe no ama uga rai awa wanuije rator tavon. 
REV.11.2	Yara Yavaro Amisye ama vasyoto no no akiri omamo vemo nyo rataun nora, weye omamo raunanta irati vatano wantukambe Rinaije mansai. Onawamo indati usea ube akarive irati Yerusalem, Amisye apa munije so, raija embae tename jirum eane jirum. Muno wo vatano utantuna no naije mansave tatugadi. 
REV.11.3	Muno Risyo vambunine raugajeo Sya anawae yo inaura kakavimbe jiruma yai indamu yo ana indati nande raurairive muno ijantuna memembea masyote ratoramo ribuge intabo muno ratusije jirum eane tename mandeij (1260).”
REV.11.4	Anawae jirume umaso yaurata irati inyo saitune jirum muno yawainye jirumo nsayai no Amisy amun, opirati be akarive munije tename so rai. 
REV.11.5	Muno ranivara vatane inta ware wo yansewabe, naije taname muje no yawa rai mo mansanen, weti aya marova umaso mangkur bintabo. Maisyare omaisy, wene nande vatano ubeker wo anawae jirume yanasine ransewabe mai. 
REV.11.6	Anawae jirume umaso, vambunino naumo warae ayaura rai tavon. Weti arono yo Amisye apa ayao raurairive no mine so, yo maruge raorai maje, weamo tugae mamaisyo aya idaura so rai kobe. Muno vambunine no yai weti yo mana raveti mavu. Muno vambunine no yai indamu yo siurijo mangke kotaro rui vayave raugavo munije so rai mo ratatuv, arono rui vayave yo ramayar bayave.
REV.11.7	Arono yo ayao Amisy raurawa mewen to, ana mamun tipu no Atemo Wene umawe ama uga rai, marovave anawae jirume umawe yai, weti po yapinde muno po yaubaisy. 
REV.11.8	Anawae yanasino ngkakai omamo ntamijo munijo Yerusalem ama unanuijo akoe rai. Omamo munijo wemirati Amisy Yesus auseo sawa inyo kapite raijo wem. Munijo Yerusalem wato mo Sodom muno Mesir ramaisy.
REV.11.9	Umba vatano mine so ude wo anawae jirum yanasino ngkakai umaso raen. Vatane umaso nawamo ude awa susye rai, awa kawasae mai, awa ayao rai, muno awa munijo ranteter. Masyote mandeija vasye inta vatane umaso ude tenambe, wo yanasino ngkakai so raen. Weramu wo yanasino kopa umaso raorai ware omamo vemo rantuna nora. 
REV.11.10	Anawae jirume umaso yo siurijo mangke raugavo vatan tenambe utantuna mine so rai mansai, weti arono wene nande yai to, vatano utantuna no mine vone so mananibe rave. Manayanambe aya wene rai, weti wo one rave wo ananuge raijaro eyaive mansai.
REV.11.11	Masyote mandeij vasye intai mewen to, umba Amisye po apa anawayo raugakasya yai jakato, naije ikovakato ti isea isyayai. Weti vatan tenambe wo yaene nawamo ujani dave. 
REV.11.12	Naije anawae jirume umaso yo anamoto manakoe inta ranaun, ngkino munijo ntiti mayao de yai mare, “Inandesen indamu ide no naiso!” Naije umaso isyea ija no naumo warae, kamayo mo yatatuv, muno aya marova wo yanyanyuto iseayi.
REV.11.13	Naije kobe mungki akoe inta ravari muno munijo namije raosor ava abusyin, weti ama nako raosore umaso inta mirati mandamisy muno vatano muenen dai nseo no ribuge kaururum. Muno vatano una munije wato rai ugwenen dainy onao ujani dave, naije wo Amisy wepi no munijo ntiti aura ware, “Wakoe! Amisye apa vambunine manakoe rave!”
REV.11.14	Sya ayao siurijo jirume ndento to. Ndaen akato: siurijo mandeije mavave mo rarijade kobe.
REV.11.15	Umba naito Amisyo kaururume po apa tavuna ramawisy. Naije idaniv anamoto manakoe no no munijo ntiti ware: “Naisoamo mine tename mbintabo, wama Amisy obo pirati be akarive rai tenambe, muno Apa Mesias tavondi, Wepi po vatane mapaya ayao kakaije rai. Indati be akarive ntoa nuge nuganui.”
REV.11.16	Muno vatano ube akarive mansano tenamara eane mambisy nanawirati utantuna no awa kursijo titi no no Amisye amun wenanao wo vukane ranteter no Amun indamu ubeaje Ai. 
REV.11.17	Umba wo raura ware:
REV.11.17	“Amisy, Winyi nya vambunine ntiti mo vambunino kaijo rui rakivan tenambe,
REV.11.17	muno Winya soamo wino muno wusyinoe wino to.
REV.11.17	Reamo kove raura ore Winai,
REV.11.17	weye soamo Nyo nya vambunino manakoe raijar indamu wimbe akarive.
REV.11.18	Vatano wantukambe Nai upari weye Nya pari mangke mamo ama masyote mamai to.
REV.11.18	Muno Nya masyote nande to arono nyare Nyo vatano ugwenen to maijasea ukovakato,
REV.11.18	umba Nyo manajo awa ana udave rai, rui ngkov muno rui ngkakai.
REV.11.18	Nyare Nyo kovo manakoe inta raugaje irati
REV.11.18	Nya anawae nanawirati wanapatambe Nai mansai,
REV.11.18	muno Nya kawasae mansai, nanawirati wo nasyaniv,
REV.11.18	vatano mamaun muno vatano akokoe mansai tenambe.
REV.11.18	Yara are nawirati wo vatane mave tatugadi muno wo maubaisy, indati taune Nyo maubaisy.
REV.11.18	Anakotare umaso ama masyote ndea mamai kobe to.”
REV.11.19	Umba naije Yavaro Amisy no no munijo ntiti rausiso, muno Amisye apa Kasyamo Urairije
REV.12.1	Naije anainame inta raroron nande no naumo warae: wanya inta mirati mo uma ave ansumbe muno embae no no rajo ate rai. Rakari vone mamo ama sapeo muno tume abusyinara eane jirum no rai. 
REV.12.2	Wanya umaso ranakeave ama arikainye autan muno manonae ama yorame rai weye mare mo ama kavo avaki.
REV.12.3	Naije anainamo kaijinta raroron akato no naumo warae: syerato tawae akoe nijame inta raen, omamo ama rakari kaururum muno ama sapeo kaururum ntavon, muno ama korodoai abusyin. 
REV.12.4	Muno ratevane rave tumo no no naumo warae raporabe mandei, weti mo nake inta ramau no mine vone so rai. Muno tawae akoe umaso nseo nte no wanya uma mare mo arikainye avaki so ramun indamu mo arikainye umaso aun arono mo avaki. 
REV.12.5	Naije mo Arikainyo anya inta avaki, weramu tawae mo aune ramu, weye Arikainye umaso augavo dodorabe vayave irati wanya umawe raora.
REV.12.6	Wanya umaso mamo nin weti nto no nugo vabukane vono maninimbe, nuge umaso Amisye po ratayao indamu nina nto no rai. Muno Po raeranande no we yava masyote nanto no ribuge intabo muno ratusije jirum eane tename mandeij (1260).
REV.12.7	Naije marova akoe ntami no munijo ntiti. Nait Amisy akari apa tame mirati Mikael muno apa naito be akarive mai wanugan umarovave tawae umaso rai, muno tawae me ama naite wo marova rasakinav akananto mansai tavon. 
REV.12.8	Weramu tawae umaso me ama naite nawamo utataopon irati marova umaso rai, mbeare wemai ti varore raugaje mansai jakato ra utantuna no munijo ntiti ma jewen. 
REV.12.9	Muno tawae akoe namije ramau ti musyo. Wemirati tawaeyo wusyin, namirati rawainamo Anakakai Akoe, mo vatano mine so mansaponae. Ramaugaje no mine so ama naite mansautan tenambe.
REV.12.10	Arono naije idanito syo anamote inta ranaun ngkino akoeve no munijo ntiti, mo raura mare:
REV.12.10	“Soamo masyoto Amisye po apa vatane mapaya kakaije rai!
REV.12.10	Soamo Apa masyoto po apa vambunine raroron
REV.12.10	muno be akarive Apa kawasae mansai nande to!
REV.12.10	Muno Apa Mesias po apa vambunine raroron indamu be akarive tavon,
REV.12.10	Wepirati Amisye po apatimu indamu Po vatane mapaya kakaije rai.
REV.12.10	Weye Anakakai Akoe, wepi po wama arakove mansaura tantunawi no wama Amisye amun simane rai namane rai tutir bayave,
REV.12.10	opamo Amisye po amau ti puje munijo ntiti raora to.
REV.12.11	Wama arakove wo Anakakai Akoe umaso apinde
REV.12.11	weye Domba Tuvan apa mavu mo mapaya awa ayao kakaije rai
REV.12.11	muno wo ayao Amisy raura kakavimbe.
REV.12.11	Muno ujanivo wene rai ramu,
REV.12.11	yara wanapatambe Amisye ai tutir ti vatane wo maubaisy.
REV.12.12	Maisyare omai ti, vatano wana no munijo ntiti weap,
REV.12.12	wasananibe tenambe!
REV.12.12	Yara vatano mayan muno vatano yawa weap,
REV.12.12	kakaije nde wasai, weye Anakakai Akoe paje wasai to.
REV.12.12	Opamo apa pari mangke dave weye po raenamo anakero po kakai raijare ma
REV.12.12	nggwaravainy akatoe ramu yara kavinta ama marane ntami.”
REV.12.13	Muno arono tawae akoe mo taune raen mare omamo ramau no mine so rai to, naije mo wanya uma mo arikainyo anya avaki rawatan. 
REV.12.14	Wanya umaso mamo Amisye po insani mangkangkan inta apa pepake mirati raugaje rai, indamu mbadirir nto no nugo vabukane vono maninimbe, indamu Amisye po raeranande nggwaravainyo tawae akoe ama no raije rai yava tume mandeij muno embae kawije intabo.
REV.12.15	Umba tawae akoe umaso mo mana rampunae rawa raide, njama maisyare mana akoe, mare indamu mo wanya umawe raugav. 
REV.12.16	Weramu mine vone so mo wanya umaso raeranande taiso: mo rawa rayak mo mana umaso raunto, namirati umawe tawae mo rampunae wem. 
REV.12.17	Naije tawae akoe umaso mpari wanya umawe rai. Weti nto ti marovave wanya umaso ama ajavi mo mampame mansai—nanawirati ubeta ayao Amisye rai muno wo Yesus apa ayao raijar matuve mansai. 
REV.12.18	Muno tawae umaso ntet tawan kobe no nayave von kobe.
REV.13.1	Naije syerato syo ana mamun inta tipu no mayan aen. Opamo apa korodoai abusyin muno akarije kaururum, muno apa korodoai ama vone mamo sapeo abusyin nsayai dai. Tame inta ratoe akarije ranteter rai, muno tame wato mo Amisye aura tantunawi. 
REV.13.2	Ana mamun umaso anakea ngkarandomanive maisyare karawae amaisy, ajoe maisyare beruang muno awa maisyare singa awa ramaisy. Naije tawae akoe umawe mo vambunino manakoe raunande ana mamun umaso ai, mamaisyo taune ama vambunine rai. Muno mo apa tamo titi raunande ai indamu be akarive. 
REV.13.3	Ana mamun umaso apa akarije inta mamo puto manakoe no rai, wemamo paro kavintare mo wene raugavo ai ma, weramu nsauman akato to. Vatan tenambe mine so unantaive ana mamun umaso ai muno utavono ai. 
REV.13.4	Vatano wanui ubeaje tawae akoe umawe rai weye mo vambunine raunande ana mamun umaso ai. Muno ana mamun napije, vatane ubeaje ai tavon, wo raura ware, “Are pirati po ana mamun so amaisy? Are pirati indati marovave ana mamun maisyare somaisye ai? No mine so vatan inta mamaisy jewen tenambe.”
REV.13.5	Ana mamun umaso po Amisye aura tantunawi yara po taune aijaseo titive. Muno Amisye po amayar bayave, weye Po amayaro be akarivea embae tename jirum eane jirum rai. 
REV.13.6	Weti ana mamun umaso po Amisye aura tantunawi jirati Apa tamo Amisye rai muno Apa tuna raije rai. Muno po vatano una no munijo ntiti mansaura tantunawi tenambe. 
REV.13.7	Varore raugaje ai indamu marovave Amisye apa kawasaeyo ukakavimbe mansai, weti po mapinde. Amisye po ana mamun umaso amayar be akarive vatano mine so mai tenambe—awa susye, awa kawasae, awa ayao, muno awa munije rui vayave. 
REV.13.8	Vatano mine so wanui rave inta ubeaje ai. Weramu vatan inta nawirati ubeaje aije jewen, wenawamo vatano nanawirati awa tame ratoe Bukugo Kovo Nuge Nuganui rai arono nuge so ranari rainyoe. Bukuge umaso omirati Domba Tuvan apaura rai, Napirati vatane wo aubai to.
REV.13.9	Weti, syare wadanide, are pirati amarikoame rasakinavo sya ayao so rai, weamo po ranaun:
REV.13.10	Are pirati Amisye po apatimu indamu vatano mine so wo ausiso no tanoano makova rai, weamo indati wo ausiso no tanoano makova rai jaje. Are pirati Amisye po apatimu indamu vatano mine so wo omake veano aubaisy, weamo indati wo aubaisyo omake rai jaje. Maisyare omai ti, Amisye apa kawasae weap, ana mbe mobe wasai rave mamo wasatawandi muno wapanave Amisye ai rave.
REV.13.11	Naije syerato akato syo ana mamun kaijinta aen, tipu sen no mine rai. Apa korodoai jirum maisyare domba tuvan inta amaisy, weramu payao maisyare tawae akoe inta mayao. 
REV.13.12	Ana mamun tipu sen no mine rai so apa vambunine mamo ana mamun manasyine umawe pirati po raunande ai weti po apa anakere raijar no amun. Muno po vatan tenambe mine so mansantitidi indamu ubeaje ana mamun manasyine ai, napirati paro manakoe rave no akarije rai weramu nsauman akato to. 
REV.13.13	Muno ana mamun tipu sen no mine rai po anapaporainyo manakoe raroron no vatano wanui mansamun. Po taname raura no naumo warae maje mine so rai muno vatane wo raen kakavimbe. 
REV.13.14	Weti apa anapaporainye mo vatano mine so mansaponae, wemirati po rave no ana mamun manasyin umawe amune rai. Umba po vatano mine so matutir indamu wo yare ranarijo ana mamun manasyine anyi, napirati vatane wo omake veano aperam weramu kakai ramu. 
REV.13.15	Muno vambunine raunanto ai indamu po anawayo raugasyo irati yaro uma wo anari ana mamun manasyin anyi we ai indamu yare umaso payao. Weti are pirati beaje yare umaso ai jewen, yare umaso po apa mangke aubaisye rapatimugo ai. 
REV.13.16	Muno ana mamun tipu sen no mine rai umawe wepi bewar tiva pake raunanto vatan tenambe mansai—vatano mamaun muno vatano akokoe; vatano awa ananuge manui muno vatano awa ananuge meweno maije nao; vatano aro muno vatano aro jewene nao. Vatan tenambe umaso nanawamo ana mamun umawe po mantitidi indamu pake raunanto mansai. Vatan inta nawamo pake raunanto no manem ngkove rai muno kaijinta nawamo pake raunanto mande rai. 
REV.13.17	Pako raunanto mai no taiso: vatano ana mamun manasyine umawe apa tame no mai nao dako, apa nomorije no mai nao dako, vatano nanawije nawirati mansamayaro wanamavumbe no pasar, yara pake meweno mai nawamo mansamayare ramu.
REV.13.18	Sya arakovo wabacave sya ayaowe so rai, syo raura kakavimbe wasai: Ana mamun umawe apa nomorije ama ine mbare ramu. Vatano makarikuga mbar obo nawirati unanta ama ine rai. Weti are pirati akarikuga mbar syare po nomorije umaso ama ine ratantona kobe, weye ana mamun umawe apa nomorije so raurata irati vatane inta apa tame rai. Ama nomor mamo 666.
REV.14.1	Muno syerato: Tugae rave, Domba Tuvan seo tet no Unato Sion. Vatano utavondi Ai awa wanui nanto no ribuge ratusije intabo eane tename jirum eane mambisy (144.000). Muno mande mamo Domba Tuvan apa tame ratoe rai muno Ajae Amisy apa tame ratoe rai tavon. 
REV.14.2	Muno syo anamote inta ranaun ngkino munijo ntiti maisyare mana vuke inta nsopato pene rai ranauni nto muno maisyare katitir ama kino manakoe ramaisy. Muno syo anamoto namije ranaun tavon maisyare vatane inta wo kecapi inta rambaon wemaisy. 
REV.14.3	Vatano uma awa wanuije ratora ribuge ratusije intabo eane tename jirum eane mambisy (144.000) onawamo ukinyo ansyerane rai ta no kursijo titi ama usye rai muno ana akokoe Amisye po manari muno vatano utantuna ube akarive umawe mansamun. Wo ansyerano wanyine inta ukinyo rai, muno webo nawirati umamaisyo ukinyo rai, yara vatano kaijinta wo ranyao kakai, weye onawamo vatano Amisye po mapatimu no vatano mine so awa yasyine rai, Po mapaya awa ayao kakaije rai to. 
REV.14.4	Wenawirati wo taune manasine raeranande indamu anaerere meweno mansai, weti ukakavimbe. Vatane so nanawirati Domba Tuvan pare to no rui vayave utavondi Ai tutir. Wenawirati Amisye po mapatimu no vatano mine so awa yasyine rai, Po mapaya awa ayao kakaije rai, indamu onawamo maunanto terave Amisye ai muno Domba Tuvane ai, raurata irati inyoe ama mane makauje ti ama nyoamano manasyine raunande Amisye ai wemaisy. 
REV.14.5	Wenawamo wayarurijabe ramu muno awa ayao kakai meweno mai.
REV.14.6	Umba syerato syo naito Amisy inta aen badirir no naumo warae. Amisye po atutir indamu po Apa Ayao Kovo no pitawabe ravov. Weti po raura nanto vatane kotaro ntuna no mine tename so mansai—vatan tenambe so mansaeno awa munije, awa susye, awa ayaowe, awa kawasae rui vayave. 
