GEN.1.1	Tota hoqarero Kotiva naaruvavata vatavata autu kero vatora. 
JHN.10.12	Vovano kia sipisipi qova tanava, viva qaqi kaiqa vaiintivano vaiharo tavaivaro qaakau vairivano ani vaivaro viva qetakero qaqira kero kantama vivaro, qaakau vairivano vira sipisipi vo arukero hini kiaka raantaupirima kairave. 
JHN.10.13	Vira kaiqa vaiintivano qaqi kaiqa vaiintivano vaiharora tiro, viva kia sipisipi vikara noraiqaakero iriraitiro, qetakero virave.
JHN.10.14	Te sipisipi qoka koqeka vaiha te tenta sipisipi viraaqamake tavauramanta ti sipisipinavu tivata viraaqamake tavaarave. 
JHN.10.15	Vira aanarero ti Qova ti kankoma kero tavaimanta tevata vira kankomake tavaunarave. Ho ti sipisipi arukevorave ti, te vikara irihama qutu virerave.
JHN.10.16	Sipisipi vonavu vika kia maa avutaraqi vaika, vikavata te una sipisipikave. Vika ti uva iriqe te vika ntita vare vuru kaarira ti sipisipinavu hampata vohaaraqi variate. Vika vohaaraqi vaiqe te vika qoka vohaiqavanoqai vairerave.
JHN.10.17	Te vikara irihama qutu vi qaiqaa qaqi himpirerave. Te mintiainarara tiro, ti Qova tiriara muntuka vataivo. 
JHN.10.18	Te kia hove tiariraro kiama vovano ti ho haru kaanarove. Te tenta qutu vuataa iraqe te qutu virerave. Te qutu vuaina okararave, te qaiqaa qaqi himpuaina okararave, ti kaiqama vaivo. Ti Qova tiriara minti mintiane ti uvara, te vi uvara vararerave, tiro.
JHN.10.19	Minti tumanta qaiqaa Iutaa vaiinti noranavu vi uvara iri rairavi hininavu vo uva tumanta hininavu vo uva tura.
JHN.10.20	Airitahaa tiha, Vueravano viraqi vaivaro minti tivo. Viva vueraiqaa vivo. Nantihae ne vira uva iriavo? ˻Kia vira uva iriate˼, tumanta 
JHN.10.21	vonavu tiha, Aqao, vueraiqaa viva kiama vi uvara ho tianarove. Vueravano kia ho avu qimpa vira rampai kaanarove, ti. Minti turama.
JHN.10.22	Ieruharemini haaru Kotira Naavu Quahama Amito Entarara iriha ovata no entava anirovaro vi entara kuarivano kia noraiqaakero ite vaura.
JHN.10.23	Vi entaraqaa Ihuva Kotira Naavu vaunaini vaiharo Soromonura Haraarave turaqi ni vaumanta 
JHN.10.24	Iutaa vaiinti noranavu viraqi ruvaaqumavi Ihurara tiha, Are uva vo vaaka tinavu tiva timiataarave. Tavakae tinavu tiva timinarave? Are quqaa 
JHN.10.25	Vika minti tuvaro Ihuva tiharo, Te vaaka ni tiva nimuramanta ne kia ti uvara quqaave tiavo. Ti Qova ti noraiqama kaimanta te vira kaiqa vare vaunarave. Ho te varauna kaiqava ti okarara ti vaivo. Ne ti kaiqa tavaarara irihama ne ti okararavata iriataarave. 
JHN.10.26	Ne kia ti sipisipinavu vaihara ti, ne kiama ti uvara quqaave tivarave.
JHN.10.27	Te tenta sipisipinavu viraaqamake tavaunarave. Vika ti uva viraaqamake irihama ti avataqi ni variarave. 
JHN.10.28	Te ekaa enta qaqi variqi vira vika nimiari vika kia qutu vivarave. Kiama vovano ti kauquqihairo ti sipisipinavu raqiakero varaanarove.
JHN.10.29	Ti Qova ti sipisipi timitaiva, viva mpeqavano ekaa haika aatarakaiva vaiharo ti sipisipiqaa raqiki vaivarora tiro, kia vovano vira kauquqihairo ho raqiakero varaanarove. 
JHN.10.30	Tetanta Qoka vohaama vauro, tiro.
JHN.10.31	Ihuva minti tumanta Iutaa vaiinti noranavu vi uvara kaara Ihura aavata ruqutu kaare ti, ori utu varovaro 
JHN.10.32	Ihuva vikara tiharo, Ti Qora koqe kaiqa, vo kaiqa vo kaiqa te ni numiqaunarave. Te nana kaiqa varaunara kaarae ne oriqohai ti haru kareka auti variavo? tiro.
JHN.10.33	Minti tumanta Iutaa vaiinti noranavu Ihurara tiha, Kia tenavu ai kaiqa koqera kaara oriqohai ai aru kareravauve. Are vi uvara tiharama Kotira qora uva tiva amite variarao. Are qaqi vaiintivano vaiharama are Variqa Kotikantira vohaa vaireva auti variarao. Are mintianara vira kaarama tenavu ori varake ai aru karerave, ti.
JHN.10.34	Vika minti tuvaro Ihuva tiharo, Ne Kotira vuku vataaraqi uva vo qara ntuva tova vaivo. Ne kiae vi uvara kankomake tavaavo? Kotiva vaiinti vokukara mintima tivo: Ne variqa vaiintinavuve, turave.
JHN.10.34	(Ihi 82:6)
JHN.10.35	Tenavu iruraro Kotira uva kia una uvavata vairave. Kotiva nai uva ti vau vaiintinavukara qaqi qumina vaiintinavuara variqa vaiintinavuve turave. 
JHN.10.36	Ho Kotiva tiriara vataini vuane tivakero ti tititaimanta te vataini tuvu vaihama, niara te Kotira Maaquvanove turamanta ho ne nantihae tiriara tiha, Are Kotirama qora uva tiva amite variarao, tiavo?
JHN.10.37	Te kia tenta Qora kaiqa varaariravauve ne kia tiriara quqaa vivave tivarave. Te tenta Qora kaiqama vare vauro.
JHN.10.38	Ne kia tiriara noraiqaake irivera, ne te kaiqa vare variainarara noraiqaake irihama tiriara quqaa vivave tiate. Ne minti tivaro ni aatovano kenko tira irihama ti Qova tiqi vainaravata ne kankomake irivarave. Te viraqi variainarara ne kankomake irivarave, tiro.
JHN.10.39	Minti tumanta vika qaiqaa vira karapuhiqama kareka auti vauvaro Ihuva vika kauquqihairo ruqemakero qaqi tuvitarero viro.
JHN.10.40	Ihuva tuvitarero viro otu Iotani Namari hini mantaraini, Ioniva tota vaiharo namari nimunaini viro, otu mini vaura.
JHN.10.41	Ihuva mini otu vaumanta airi vaiinti nahenti viva vaunaini anire tiha, Ioniva kia nora kaiqa varo vaiintiva vaiharo Ihurara tinavu tiva timurave. Ho tenavu tavauraro Ioniva ekaa uva maa vaiintirara tinavu tiva timuva quqaa uvaqaima vaivo, ti. 
JHN.10.42	Minti tivakema mini vauka airitahaa Ihurara quqaa viva tinavu kahaqiarira vaiintivave tura.
JHN.11.1	Vaiinti vovano vira autu Rasarusiva Betanihainaava nora aiha viraara varero vaumanta vira auratanta Mariaka Mataaka vitantavata mini vaura. 
JHN.11.2	(Mariava koqe 
JHN.11.3	Ho vitanta vakaava rovara varomanta vitanta Ihuva vaunaini uva varake mintima ti: Nora Vaiintio, ai muntukavano vai vaiintiva nora rovara varaivo, ti.
JHN.11.4	Minti tivaketanta uva vara kovaro Ihuva vi uvara iriro tiharo, Rasarusiva noraiqaakero aiha vivo. Ho viva kiama qutu vuanarove. Ne Kotira mpeqa kaiqa tavamake vira autu tuahera kaate tiro, vi rovarava vira arivo. Ne ti Kotira Maaqu mpeqa okara kankomake tavaate tiro, vi rovarava vira arivo, tiro.
JHN.11.5	Ihuva Mataararavata, Mariararavata, Rasarusiraravata, voqamakero antuqa aruvaro vaiharo 
JHN.11.6	vi uvara iriro, viva kiama vaaka viraitiro, qaqira kero taara entavata mini vaura. 
JHN.11.7	Mini varikero viraqaahairo nai vaintinavuara tiharo, Ho varaiqenavu Iutiaini vuare, tiro.
JHN.11.8	Minti tumanta vira vaintinavu aqao ti, Maara ti variara vaiintio, ninau Iutaa vaiinti noranavu ori varake ai aavata ruqutu kareka auti variarave. Are mini qaiqaa virevae auti variarao? ti.
JHN.11.9	Minti tuvaro Ihuva tiharo, Vo enta vo enta kuarivano aatitairaqaa ho itairave. Vaiintivano aatitairaqaa ni vaiva kuarivano itairaqaa niharora tiro, ho taveharo kia kuntavaivaima varero kaavu nti vairave. 
JHN.11.10	Kuarivano kia itaivaro entaqi ni vaiva kuntavaivaima varero kaavu nti vairave, tiro.
JHN.11.11	Ihuva minti tivakero qaiqaa tiharo, Tinavu tonti Rasarusiva vaitama vivo. Te vira oru vauraqama karerave, tiro.
JHN.11.12	Minti tumanta vira vaintinavu tiha, Nora Vaiintio, viva qaqi vaitavi vairera, viva koqemama vuanarove, ti.
JHN.11.13	Minti tivake vika kia kankomake iruvaro Ihuva uva tuqantaakero Rasarusiva qutu vurara tura. Vika tiha, Ihuva Rasarusirara qaqi vaitema vaivo tivo, ti.
JHN.11.14	Vika mintima aato iruvaro viraqaahairo Ihuva vutukero vika tiva nimiro tiharo, Rasarusiva qutuma vivo. 
JHN.11.15	Ho te niarao ti, ne tiriara quqaa vivave tiate ti, te Rasarusira kia vaaka oru tavaunarara quaheha vauro. Ho varaiqenavu viva qutu vinaini oru vuare, tiro.
JHN.11.16	Minti tuvaro vira vainti vovano Tomaasiva, vira vara autu Taapiva, viva nai kena vaintinavuara tiharo, Ho varaiqenavu maara ti vai vaiintira vataake vuare. Iutaa vaiinti noranavu vira arukaiqe tenavuvata vira vataake qutu vuare, tiro.
JHN.11.17	Minti tuvaro Ihuva oru viro orurero irumanta Rasarusira qutu vumanta quntama tovaro erakaimaante enta aitarora. 
JHN.11.18	Betani vatukavano Ieruharemi aumanto 3 
JHN.11.19	Ieruharemihairo vi vatanaaka airitahaa Mariaka Mataaka muntuka kuquqama nimiteha Rasarusirara iqi rata amitareka anura.
JHN.11.20	Ani vauvaro Mataava iruvaro Ihuvavata vihairo aaraini ani vauvaro viva Ihura vita kareva viharo Mariara naavuqi mini kero oru viro orurero 
JHN.11.21	Ihurara tiharo, Nora Vaiintio, are maini variare tiaraitirio, ti vakaava kiama qutu vitirio. 
JHN.11.22	Ho vate are Kotirara nana nana haikarae naarihara timiane tinara Kotiva vi haikara homa ai amianarove. Te virara irunarave, tiro.
JHN.11.23	Tuvaro Ihuva Mataara vira tiva amiro tiharo, Ai vakaava qaiqaa qaqima himpuanarove, tuvaro 
JHN.11.24	Mataava tiharo, Ho ekaara entaqaama viva ekaa vaiinti nahenti hampata qaiqaa qaqi himpuanarove. Te viraravata irunarave, tiro.
JHN.11.25	Tuvaro Ihuva tiharo, Vaiinti nahenti qutu vuakaqihai qaiqaa qaqi vara himpimake vaurauka, te maa vikama vauro. Vaiinti nahenti qaqi variqi vi varia okarara nimi vaurauka te maa vikama vauro. Tiriara quqaave tira vaiintiva, viva qutu viro naantiara qaiqaa qaqi himpiro variqiro vuanarove. 
JHN.11.26	Qaqi variqiro viharo tiriara quqaa vivave tirava kiama qutu vuanarove. Ho are virara quqaae tiarao? tiro.
JHN.11.27	Tuvaro Mataava tiharo, Ho Noravauvo, quqaama tiarao. 
JHN.11.28	Minti tivakero Mataava anirantero nai aura aarama kero evaara vira tiva amiro tiharo, Maara ti vai vaiintiva aniraivo. Viva ariarama iraivo, tiro. 
JHN.11.29	Tuvaro Mariava vi uvara iriro himpiro kantero oru Ihura vita kareva vura.
JHN.11.30	Ihuva Mataava vaaka vira vitakonaini vaiharo kia vatukaini vaaka aniraitiro vauvaro 
JHN.11.31	Mariava vira vita kareva vumanta Iutaa vatanaaka vira muntuka kuquqama amitareka anuka tavovaro Mariava naavu qihairo vevarero kantamaqiro vumanta vika tiha, Ho Rasarusira quntama taanaini iqi ratareva vivo, tivake vikavata himpi Mariara avata vare vi.
JHN.11.32	Vira avata vare vuvaro Mariava oru viro Ihuva vaunaini orurero, Ihura tavero oru vira aiqutaraini hiqiri viro vaiharo tiharo, Nora Vaiintio, are maini variare tiaraitirio, kiama ti vakaava qutu vitirio, tiro.
JHN.11.33	Tuvaro Ihuva tavovaro viva iqi rate vaumanta Iutaa vaiinti nahenti vira vataake anuka, vikavata iqi rate vauvaro Ihura muntukavano qoraiquvaro viva mpo ike tiro tiharo, 
JHN.11.34	Vira taraqie quntama te iavo? tumanta vika Ihurara tiha, Anira oru tavaane, tuvaro 
JHN.11.35	Ihuva iqi rate vaura.
JHN.11.36	Iqi rate vaumanta vaiinti nahenti tiha, Ho tavaate. Viva voqamakero Rasarusirara antuqa arivaro iqi rate vaivo, ti.
JHN.11.37	Tumanta vonavu tiha, Viva avu qimpa vura ho rampai kaivave. Ihuva vi entara maini variare titirio, Rasarusiva qutue vitirio, kiae qutu vitirio? ti.
JHN.11.38	Minti tuvaro Ihuva qaiqaa mpo ike tivaqiro viro vira quntama tonaini orurora. Vika oriqira vira veta vate, ori vo varake qentiana tinta tonaini orurero Ihuva tiharo, 
JHN.11.39	Ho ori vira qaqini vara kaate, tuvaro qutu vura vira auravano Mataava aqao tiro, Noravauvo, vira quntama taavaro erakaimaante enta aitaraivaro vira vaata ntera viro untama ivo, tiro.
JHN.11.40	Tuvaro Ihuva Mataarara tiharo, Te vaaka ai tiva amuna uvara iriane. Are tiriara quqaa vivave tirera, are Kotira mpeqa okara takuqi vainara tavenarave, tunarave. Kiae te vaaka ariara minti tunarave? tiro.
JHN.11.41	Ihuva minti tumanta vika ori qaqini vara kovaro Ihuva virini taveharo tiharo, Ti Qo, are tiriara ekaa enta ekaa enta iri varianara te virara irihama ariara koqema iarao turo. 
JHN.11.42	Are tiriara ekaa enta ekaa enta iri varianarara irunarave. Are ti tititaanarara vaiinti nahenti kankomake iriate ti, te vikara irihama ai aarauro, tiro.
JHN.11.43	Ihuva minti tivakero viva naveraitiro tiharo, Rasarusio, himpira vevaraane, tuvaro 
JHN.11.44	Rasarusiva qutu vuva qaiqaa qaqi himpiro, vira aiqu kauqu uquramate vira qiatavata tauriqohai apuqamatova viraqihairo vevarero. Viva vevarovaro Ihuva vika tiva nimiro tiharo, Vira kuvantu kaivaro ho variarire, tura.
JHN.11.45	Minti tumanta Iutaa vatanaaka Mariara tavareka anuka airitahaa vi kaiqara tave Ihurara quqaa vivave ti. 
JHN.11.46	Tumanta hininavu qaqirake Ihura kaiqara vuru Parasi vaiintinavu tiva nimumanta 
JHN.11.47	Parasi vaiintinavuvata, Kotira kaiqa vara amite vau vaiintika vika noranavuvata, vika 
JHN.11.48	Tenavu vira qaqi kaarera, viva mintiaqiro viramanta vaiinti nahenti ekaa virara quqaa vivave tivarave. Minti tivaro tinavuqaa raqiki variaka Romeni vatanaaka tinavu vataake raqiha Kotira Naavu rampai aquke, tinavu vaiinti nahenti ekaa aru vehi autu kevorave, ti.
JHN.11.49	Minti tuvaro vi vaiintinavukaqihairo Kotira kaiqa vara amite vau vaiintika vika qiata vaiinti Kaiapaasiva himpiro. Vi ihiraqi viva qiata vaiintivano vaiharo viva himpiro tiharo, Ne kia avu aatovata vaikave. 
JHN.11.50	Romeni vatanaaka tinavu Iutaa vatanaaka ekaa ruqutu vehi autu kevorave ti, koqemama ne qaqi kaivaro vaiinti vohaiqavanoqai qutu viramanta ekaa vaiinti nahenti ho variate, tiro.
JHN.11.51	Kaiapaasiva vi ihiraqi qiata vaiintivano vaiharo vi uvara tiharo te tenta irikema turo tiro. Viva kia kankomake iruvaro Kotiva vira kahaquvaro viva Ihuva Iutaa vatanaa vaiinti nahentiara iriharo qutu vuainarara tura. 
JHN.11.52	Ihuva kiama Iutaa vatanaakaraqai iriharo qutu vuarirava vauravauve. Kotira vainti ekaa raumpirimavi vaika, vikavata ntita varero vuru vohaaraqi ruvaaquma tareva Ihuva qutu vuarirava vaura.
JHN.11.53	˻Kaiapaasiva tiharo, Koqemama ne qaqi kaivaro vaiinti vohaiqavanoqai qutu viramanta ekaa vaiinti nahenti ho variate tumanta˼ vi entaraqaahai Iutaa nora vaiintinavu Ihura aruke uvarara ti vaura. 
JHN.11.54	Minti ti vauvarora tiro, Ihuva Iutia vataini kia qoqaa niraitiro, qaqira mini kero oru Efaraimu vatuka qumina vata tataaqa mini oru nai vaintinavu hampata vaura.
JHN.11.55	Mini vauvaro Iutaa vatanaaka Vehakuma Nimito Karara ovata no entava aumanto vaumanta hihai hihai vaiinti nahenti verara Ieruhareminiqai oru vi. Mini oru vaiha vi entara veka vaiha, vika nái maara okarara iriha namari tuntuke utavaaqa hiqamake vaura.
JHN.11.56	Vika vaiha Ihurara aitutumaqi niha oru Kotira Naavuqi ruvaaqumavi nai ire nai ireha tiha, Ihuva hoe uru ovata naanarove, viva qeteharo kiae uruanarove? ti.
JHN.11.57	Minti ti vaumanta Parasi vaiintinavuvata, Kotira kaiqa vara amite vau vaiintika vika noranavuvata, vika vaiinti nahenti tiva nimi tiha, Ne tavaivaro Ihuva urirera, viri tinavu tiva timiqe vira karapuhiqama kaare, tura.
JHN.12.1	Vehakuma Nimito Karara ovata no entava aumanto vauvaro 6 entanavuqai qaqi vauvaro Ihuva qaiqaa Betanini tota vaiinti vo Rasarusiva qutuvura qaqi vara himpima kovaro vaunaini vura. 
JHN.12.2	Mini vumanta vi vatanaaka Ihura kara unta amitovaro Mataava vi karara vara vuru nimumanta Rasarusivavata vo vaiinti nahentivata Ihura hampata kara tainta tataaqa oquvi vaura.
JHN.12.3	Vika mini oquvi vauvaro Mariava vahavera taqu vo varero anura. Vahavera taqu vira nora monu aquko 
JHN.12.4	Naavu vira mpiqa kovaro Ihura vaintinavuqihairo vovano Iutaasi Ikeriotiva Ihura qovarama kaarirava, viva aqao tiro, 
JHN.12.5	Vi vahaverara vokika nimiharo 300 
JHN.12.6	Iutaasiva kia vehi vaiinti nahentiara ike mpo tiva nimitaraitiro, viva muara vaiintivano vaiharora tiro, minti tura. Viva Ihura vaintinavu monu utaqaa raqikiharo vi utaraqihairo kukeqa keharo vinavuka monu muara vare vaura.
JHN.12.7	Iutaasiva tiharo, Monu vira vehi vaiinti nahenti nimiataara vaivaro quminama ariqaa vahavera aqu amiteharoma taiqa kaivo, tuvaro Ihuva tiharo, Kia vi nahentira atiane. Viva vahavera tiqaa aqu timiteharo, ti quntama te entarara qerama timite vaivo.
JHN.12.8	Vehi vaiinti nahenti vo enta vo enta ni hampata variqi vivarave. Ne qaqi entaqaa vika homa kahaqivarave. Te kiama ni hampata vo enta vo enta variqi virarave, tiro.
JHN.12.9	Ihuva minti tivakero vaumanta Iutaa vatanaaka airitahaa iruvaro Ihuva Betanini vaumanta vika Ihuravata Ihuva qaqi vara himpimako vaiintira Rasarusiravata tavareka otu Betanini ruvaaqumavi vaura.
JHN.12.10+JHN.12.11	Iutaa vatanaaka airitahaa Ihuva Rasarusira qaqi vara himpima korara irihama, nai nora vaiintinavu mini qaqirake, otu Ihurara quqaa vivave ti vaumanta vira kaara Kotira kaiqa vara amite vau vaiintika vika noranavu Rasarusiravata aruke uvara ti vaura.
JHN.12.12	Vira qararaa vaiinti nahenti airitahaa Vehakuma Nimito Karara nareka anuka iruvaro Ihuva Ieruharemini aaraini uri vaura. 
JHN.12.13	Uri vaumanta vika vira quahama amitareka toqera mare voqaara teqa vare, vira vita kareka vihama naveraitiha,
JHN.12.13	Kaiqenavu vira autu tuahera kaare. Noravano nai autuqaa ani vai vaiintira koqema amitaivo. (Ihi 118:26)
JHN.12.13	Tinavu Isareri vatanaakaqaa raqikiaina vaiintira Kotiva koqema amitaivo, ti.
JHN.12.14	Vika minti tivaqi vuvaro Ihuva 
JHN.12.14	Haaru Kotira vukuqi virara mintima qara ntuva tova vaura:
JHN.12.15	O Saioni vatukaihainaakao, kia qetaate. Ho tavaate. Niqaa raqikiarirava aniharoma, viva qaraaka donki tauvaqaqaa oquvi vaiharo ani vaivo, tura. (Sek 9:9)
JHN.12.16	Vi uvava vukuqi vaumanta vi entara Ihura vaintinavu kia vi uvara okara kankomake irura. Naantiara Ihuva qutuviro qaiqaa qaqi himpuaina entaraqaa vi uvava vika aatoqi ntuva vimanta irike tiha, Vi uvava Ihuva 
JHN.12.17	Ihuva Rasarusira oriqi quntama toraqihairo aarama kero vira qaqi vara himpima komanta vaiinti nahenti mini Ihura vataake vauka vi kaiqara tave, viti viri voka voka tiva nimumanta 
JHN.12.18	viraqaahai vaiinti nahenti airitahaa Ihuva nora kaiqa varorara irihama, Ihura otu vita kora.
JHN.12.19	Vika Ihura quahama amitareka mini vumanta Parasi vaiintinavu nai tiva ami nai tiva ami iha tiha, Ho tavaate. Tenavu vira qoraiqama amitaarira aarava kiama ho vaivo. Ekaa vaiinti nahenti vira avataqi vi variavo, tura.
JHN.12.20	Giriki vatanaaka vonavuvata vi ovatara nehama Kotira autu tuaherareka Ieruharemini vi oru vaura. 
JHN.12.21	Oru vauvaro Ihura vainti vo Piripira Besaida vatuka Kariri vataihainaarara tiha, Ti vaiintio, tenavu Ihura tavarerave, tuvaro 
JHN.12.22	Piripiva vuru Entaruravata tiva amiro vitanta Entaruka vuru Ihura tiva amura.
JHN.12.23	Tiva amuvaro Ihuva tiharo, Te Vataini Vatatai Vaintikave. Ti hutu noraiqiaina entava aniraivo. 
JHN.12.24	Te quqaama tiari iriate. 
JHN.12.25	Ho vaiintivano maa vataraqaa nai qaqi variqiro vuainararaqai noraiqama kero iriqiro virava, viva ekaarama qutu vuanarove. Vaiinti vovano kia nai qaqi maa vataraqaa variqiro vuainarara noraiqaakero iriqiro virava, vi vaiintiva ekaa entama qaqi variqiro vuanarove.
JHN.12.26	Taukae ti kaiqa varaataa irauka, hauri vika qumina qaqi varaqi vivorave. Vika ti avataqi aniate. Vika mintihama te variainanainima vikavata ho vaivarave. Vika mintimake ti kaiqa vara timite vaivaro ti Qova vika nutu noraiqama kaanarove.
JHN.12.27	Ho maa entara ti muntuka qoraiqimanta vauro. Tenta Qorara te nana uvae tirarave? Ti Qo, vi entara aniraantorave. Vi entara qaqira kaane. Mintie tirarave? Aqao, te kia minti tirerave. Te vi entarara irihama tuvuraukave. Vi entaraqaa antura ruvaqi vuare tivakeha te tuvuraukave.
JHN.12.28	Ti Qo, nena autu noraiqama kaane, tiro. Minti tuvaro naaruvaihairo uvavano tiharo, Te tenta hutu noraiqama kauro. Te tenta autu qaiqaavata noraiqama karerave, tiro.
JHN.12.29	Minti tumanta vaiinti nahenti ruvaaqumavi mini himpite vauka vi uvara iri tiha, Naaruvavanoma uva tivo, tumanta hini kuka tiha, Aqao, 
JHN.12.30	Tuvaro Ihuva tiharo, Kia viva tiriarao tirovauve uva tivo. Viva niarao tiroma uva tivo. 
JHN.12.31	Ho maa entava vataini vaika 
JHN.12.32	Vataihai ti tuahera kaiqe te vaiha ekaa vaiinti nahenti rarauru kaari vika te variainanaini anivarave, tiro. 
JHN.12.33	Ihuva vi uvara tiharoma nai qutu vuaina okarara vika tiva nimura.
JHN.12.34	Minti tumanta mini ruvaaqumavi vauka aqao ti, Kotira vukuqi qara ntuva tova tiharo, 
JHN.12.35	Tuvaro Ihuva tiharo, Inaaraiqaqai ovavano ni hampata vaiharo itaqiro vuanarove. Konkiraqi ni vaiva kia nai tainie vuaina aarara kankomakero irirara ti, ne konkira ariraqi nuarorave ti, ne ovavano qaqi ite variainaraqaa niha variate.
JHN.12.36	Ovavano qaqi vaina entaraqaa ne vi ovara quqaa vivave tivake virara iriqi vihama nuate. Minti tihama ne ova vaintivara vaihama, nevata ovavano itaainantemake itaqi vivarave, tiro.
JHN.12.36	Ihuva vi uvara tivakero viraqaahairo kia vika nivuqaa vairaitiro, kukeqaviro vaura.
JHN.12.37	Ihuva vika nivuqaa vaiharo nora kaiqa, vo kaiqa vo kaiqa varomanta vika tavevata vira qaqirake kia virara quqaa vivave tura. 
JHN.12.38	Vika virara kia quqaa vivave tuvarora tiro, vi entara Aisaiaava haaru uva tivatova quqaa vivau vaura. Haaru Kotiva vaiinti vo Aisaiaara kahaquvaro Aisaiaava paropeti vaiintivano vaiharo, qumina enta vaiharo vi uvara qoqaa tiva nimiro tiharo,
JHN.12.38	Nora Vaiintio, tavave tinavu uvara quqaave tivo? ˻Kia vovano quqaave tivo.˼ Nora Vaiintivano nora kaiqa vara kaivaro tavave vira kaiqa kankoma kero tavaivo? ˻Kia voqavanovata vira kankomakero tavaivo,˼ tura. (Ais 53:1)
JHN.12.39	Aisaiaava minti turara ti, vika kia Ihurara quqaa vivave tura. Aisaiaava qaiqaa 
JHN.12.40	Vi vaiintika qora aara qaqirake tiriara tinavu kahaqiane tivorave tivakero, Kotiva vika avu aato tinta kaimanta vika kia avuqohai ho tave, vika kia aatoqihai ho iriavo, tura. (Ais 6:10)
