MAT.1.1	I⁴la³ ti²ton³ la⁴jang³⁴ sa¹jeun³ quian¹ Jesucristo a³lang⁴³ jon⁴³tyie¹ A³brang²³ jian³ Da³vei²³.
1TI.2.2	Hniah³ m³⁴i³ nei² quieh¹ la⁴jang³⁴ gobierno jian³ la⁴jang³⁴ a³ti²lang⁴³ ta¹, canh⁴a² hyie³²ˉ¹ tai³² i⁴si³hyonh³ˉ¹ jian³ i⁴ma²tei³²ˉ¹ i²con²³ Jon⁴dai¹ jian³ i⁴ma²jnia³²ˉ¹ re³. 
1TI.2.3	Quie¹ la⁴ne³ tsei³⁴, teg³ tsei⁴³ Jon⁴dai¹ A³lie³ jnia¹, 
1TI.2.4	a³hain⁴ a³hnie³⁴ lion⁴ la⁴jang³⁴ chie³ jian³ i⁴li⁴ñi³i³ jau²³ ni²tei⁴³. 
1TI.2.5	Quie¹ jan³pa² Jon⁴dai¹ sian³, jian³ jan³pa² a³sainh⁴³ nei² quieh¹ chie³ i²con²³ Jon⁴dai¹, a³hain⁴ Jesucristo, a³a⁴lang³⁴ chie³, 
1TI.2.6	a³hain⁴ a³a⁴hyein⁴³ húan³⁴ i⁴ma⁴hmah³²i³ i⁴lion⁴ la⁴jang³⁴; jian³ ta⁴tsei¹ jau²³ nei² jon³, con³ma²a⁴tyie³⁴ jm² quieh¹. 
1TI.2.7	Jian³ nei² ne³ a⁴hnoh³i³ jnia⁴ i⁴lang⁴³ˉ⁴ a³hleh² jau²³ quieh¹i³, jian³ a³hei¹ joh⁴³ cúa³ ta¹ quieh¹i³, jian³ lang⁴³ˉ⁴ a³he²³ i²con²³ a³sa⁴lang⁴³ judío jau²³ ni²tei⁴³ jian³ liah⁴ hniah³ li⁴hain⁴i³. Juah³ˉ⁴ i⁴ne³ liah⁴i² hleh² jan³ a³hain⁴ i²con²³ Cristo, a⁵sia³ ta³jaun²³ˉ⁵.
1TI.2.8	Jian³ hno⁵ˉ⁵ liah⁴ i⁴la⁴tan² m³⁴ a³ñih³ tionh² i²con²³ Jon⁴dai¹ i⁴sieh³i³ si¹cúa³ ta⁵yeih³², i⁴ti²cag⁴ m⁴tyi⁴ quieh¹i³ jian³ i⁴a⁵sie⁴³ m³tsainh²i³ jian³ i⁴a⁵sie⁴³ qui³jang²³i³. 
1TI.2.9	Jian³ la⁴ne³pa² a³m⁴ liah⁴, hniah³ han⁵i³ a²cúan³ co⁴heih⁴³ jnia⁴, i⁴cúan²³ jnia⁴, i⁴hei¹ jeu³; jian³ sa⁴hniah³ júanh³i³ o¹tyi² juah⁴ ton³² ua⁴jeu³² co³ jnia⁴; jian³ sa⁴hniah³ o¹cau³²nie¹, a⁵ga⁴ o¹m⁴ i⁴seg⁴³ tyein² tsei³⁴, a⁵ga⁴ a²hmh³ húanh²; 
1TI.2.10	quie¹ hniah³ júan³⁴i³ i⁴tsei³⁴ liah⁴i² haih¹ hniah³ júan³⁴ a³m⁴ a³ti²hleh² i⁴ma³tei⁵i³ i²con²³ Jon⁴dai¹. 
1TI.2.11	Jian³ liah⁴, hniah³ nau³⁴ a³m⁴ tai³² jau²³ quieh¹ Jon⁴dai¹ i⁴ma³tang²³i³, jian³ i⁴naih¹i³ la⁴jeg³⁴ jau²³ i⁴chie²³. 
1TI.2.12	Quie¹ sa⁴cúa³⁴ˉ⁴ juah⁴ i⁴heh³ a³m⁴ chie³, jian³ i⁴júan³⁴i³ heih⁴³ i²con²³ a³ñih³, quie¹ hniah³ cua³⁴ tai³² pi²³i³. 
1TI.2.13	Quie¹ A³dang²³pa² ñeih³² a⁴júan⁴³ Jon⁴dai¹, jon³ a²ma⁴ a⁴júan⁴³i³ Eva. 
1TI.2.14	Jian³ a⁵hei⁴³ A³dang²³ ñeih³² a⁴lang³⁴ ca³, a³m⁴pa²; i² con³ma²a⁴lang³⁴i³ ca³, jon³ a⁴tanh⁴i³ chie³². 
1TI.2.15	I² a³m⁴ ne⁵, lion⁴i³ tei⁴³i² li⁴sian³ a³jon⁴³i³ juah⁴ne³ hain⁴i³ liah⁴ma³hain⁴i³ jon³, jian³ i⁴hnio³⁴i³, jian³ i⁴ŋeng²³i³ cúanh¹i³, jian³ i⁴hei¹ jeu³.
1TI.3.1	I⁴chie⁴³pa² jau²³ la³: juah⁴ne³ hnie³⁴ jan³ i²lain⁴ a³quian³ ma³tyi² quian¹ cuah³, con³ ta¹ tsei³⁴pa² jon³ hnie³⁴i³ júan³⁴i³. 
1TI.3.2	I² ton³²nie⁴³ ne⁵, la⁴jang³⁴ a³quian³ ma³tyi² quian¹ cuah³ hniah³ ŋeng³⁴i³ re³ i⁴sa⁴li⁴cúa³⁴ chie³ chie³² i²con²³i³, jian³ i⁴jan³ a³m⁴ quian¹i³, jian³ i⁴ŋeng²³i³ hei¹ jeu³ jian³ con⁴juah⁴ co³hei²tsei³ tsei²³, jian³ i⁴ma³jnia³i³ re³, jian³ i⁴cúah³i³ chie³ jauh³², jian³ hniah³ he³⁴i³ re³. 
1TI.3.3	Jian³ sa⁴hniah³ li⁴hain⁴³i³, jian³ sa⁴hniah³ hnoh⁴³i³ hnai³qui³, jian³ sa⁴hniah³ laih⁴i³ o¹cau³² con⁴juah⁴ co³hei²tsei³ hlagh³², quie¹ hniah³ júan³⁴i³ i⁴tsei³⁴ tsei⁴³i³, i⁴huan³² tsei⁴³i³, jian³ i⁴sa⁴ya¹queunh³ tsei⁴³i³ o¹cau³². 
1TI.3.4	Jian³ hniah³ júan³⁴i³ heih⁴³ re³ jauh³² quieh¹, jian³ hniah³ júan³⁴i³ i⁴naih¹ si³jon⁴³i³ i⁴ma⁵co⁴³i³ quieh¹i³. 
1TI.3.5	Quie¹ juah⁴ne³ sa⁴re³ júan³ jan³ chie³ heih⁴³ jauh³² quieh¹, ¿liah⁴a² li⁴hion⁴³i³ cuah³ quian¹ Jon⁴dai¹, lainh⁴ˉ³? 
1TI.3.6	Jian³ sa⁴hniah³ lain⁴ jan³ a³can¹ ra⁵hain⁴ a³quian³ ma³tyi², quie¹ con³na¹a⁴júan⁴i³ ron⁴, jian³ li⁴hyieh⁴i³ ma²eu⁴³ liah⁴i² a⁴hyieh³ a³sa⁴tsein³⁴. 
1TI.3.7	Jian³ ton³²nie⁴³ hniah³ ma⁵co⁴³ chie³ a³sa⁴hain⁴ nei² quieh¹ a³quian³ ma³tyi² hain⁴, canh⁴a² sa⁴ji⁵ŋang⁴ chie³ quieh¹i³ jian³ li⁴jo⁴ a³sa⁴tsein³⁴ quieh¹i³ liah⁴.
1TI.3.8	Conh⁴liah⁴ la⁴ne³ hniah³ ŋeng³⁴ a³cúa²³ cúa³tag³² i²con²³ cuah³ i⁴re³, jian³ a³con³ jau²³ quieh¹, jian³ sa⁴hniah³ li⁴hain⁴³i³ liah⁴, jian³ sa⁴hniah³ laih⁴i³ o¹cau³² con⁴juah⁴ co³hei²tsei³ hlagh³². 
1TI.3.9	Quie¹ hniah³ sanh³i³ re³, con⁴juah⁴ co³hei²tsei³ tsei²³, jau²³ quieh¹ Jon⁴dai¹ i⁴ma²ni²hma² i⁴ti²hain⁴ˉ¹. 
1TI.3.10	Quie¹ hniah³ con⁴³i³ ñeih³² jau²chie⁴³ i²con²³ a³hain⁴ tionh²; i² juah⁴ne³ ŋeng²³i³ re³, jon³ a²ma⁴ lei⁴ li⁴lain⁴i³ a³cúa²³ cúa³tag³² i²con²³ cuah³. 
1TI.3.11	Conh⁴liah⁴ la⁴ne³pa² a³m⁴ liah⁴, hniah³ ŋeng³⁴i³ re³, sa⁴qui⁵jaih³i³ jau²ta³jau²³, quie¹ hniah³ júan³⁴i³ hei¹ jeu³ jian³ i⁴ni²taih⁴³i³ la⁴jeg³⁴. 
1TI.3.12	Jian³ a³cúa²³ cúa³tag³² tionh² hniah³ júan³⁴i³ ma⁵jan³ a³m⁴ quian¹, jian³ júan³⁴i³ heih⁴³ re³ i²con²³ si³jon⁴³i³ jian³ a³tionh² jauh³² quieh¹i³ liah⁴. 
1TI.3.13	Quie¹ juah⁴ne³ ma³tei⁵ a³cúa²³ cúa³tag³² hain⁴ ta¹ quieh¹, jon³ li⁴júan³⁴ si³reunh¹i³ júanh⁴³i³, jian³ tsei³⁴sa² jang³⁴ tsei⁴³i³ hleh²i³ nei² quieh¹ i⁴hain⁴i³ i²con²³ Cristo Jesús.
1TI.3.14	Quie¹ hno⁵ˉ⁵ nai³²ˉ⁴ ni¹jen³²ˉ⁴ hnei³ ta¹tia⁴; i² ñeih³²jia⁴³ sag³⁴ˉ⁴ i⁴la³ i²conh²ˉ³, 
1TI.3.15	quie¹ con³na¹a⁴len⁴ˉ⁴, canh⁴a² li⁴ñih¹ˉ³ liah⁴ hniah³ júanh²ˉ³ jen² chie³ quian¹ Jon⁴dai¹, a³ti²lang⁴³ cuah³ quieh¹ Jon⁴dai¹ a³sian³, a³tionh² tia⁴ nei² quieh¹ jau²³ tei⁴³, jian³ jainh²i³ jm² nei² jau²³ tei⁴³ liah⁴. 
1TI.3.16	Quie¹ ta² co³ naih⁵ jau²³ quieh¹ Jon⁴dai¹ i⁴ma²ni²hma²; i¹con³ jau²³ a⁵sie⁴³ ma⁵li⁴chie³⁴ nei² ne³, quie¹ ra³juah⁴:
1TI.3.16	A⁴ma⁴jnia³² Jon⁴dai¹ i⁴lang⁴³i³ chie³;
1TI.3.16	ra⁵tsein³⁴i³ con⁴juah⁴ M⁴tyi⁴;
1TI.3.16	jian³ a⁴je³ ángel quieh¹i³ liah⁴.
1TI.3.16	Jian³ ua⁵hleh² jau²³ quieh¹i³ i²con²³ a³tionh² la⁴jeg³⁴ nación,
1TI.3.16	jian³ la⁴tan² m⁵cu³ ra⁵hain⁴i³ i²con²³i³;
1TI.3.16	i² con³ma²a⁴leg³⁴ jon³, ŋah³i³ ñi⁴jeu⁵.
1TI.4.1	Jian³ hleh² M⁴tyi⁴ quieh¹ Jon⁴dai¹ ra³jia⁵ i⁴teinh⁴³ tsei⁴³ ca³chion²³ jau²³ quieh¹ Jon⁴dai¹, tei⁴³i² ma³o¹tieh⁴ jm², i⁴ro³⁴i³ jeu³ i²con²³ m⁴tyi⁴ ma³co³ jian³ jau²³ i⁴cúa²³ m⁴tyi⁴ hlagh³². 
1TI.4.2	Quie¹ nau³⁴ chie³ hain⁴ tionh² i²con²³ chie³ a³júan³ ni²taih⁴³ a³ta³jaun²³, quie¹ jaun² tsei⁴³i³ a³hmh² nei². 
1TI.4.3	Jian³ juah⁴ chie³ hain⁴ i⁴heinh⁵ i⁴sanh⁴i³, jian³ júan³⁴i³ heih⁴³ i⁴sa⁴li⁴queuh⁴³i³ ca³chie³² i⁴queuh³i³; quie¹ a⁴júan⁴ Jon⁴dai¹ i⁴ne³ canh⁴a² queuh⁴³ la⁴jang³⁴ a³hain⁴ i²con²³i³ jian³ a³ma³ti²ñi³ jau²³ tei⁴³, i⁴queuh⁴³i³ con⁴juah⁴ i⁴cúa²³i³ ti²hmah³². 
1TI.4.4	Quie¹ la⁴jeg³⁴ i⁴a⁴júan⁴ Jon⁴dai¹, jmah³ i⁴tsei³⁴pa²; i¹con³ a⁵sia³ hniah³ tien³²ˉ¹, quie¹ hniah³ quih³²ˉ¹ cúa³²ˉ¹ ti²hmah³² i²con²³ Jon⁴dai¹. 
1TI.4.5	Quie¹ con⁴juah⁴ jau²³ quieh¹ Jon⁴dai¹ jian³ con⁴juah⁴ i⁴m²³i³, li⁴cúah¹.
1TI.4.6	Juah⁴ne³ heh³ˉ³ i⁴la³ i²con²³ si³reunh⁴ˉ¹, jon³ langh⁴³ˉ³ jan³ a³tsein²³ a³júan³ ta¹ quieh¹ Jesucristo, jian³ la⁴con³ ma³⁴ quianh³ˉ³ jau²³ i⁴ti²hain⁴ˉ¹ jian³ la⁴jeg³⁴ jau²³ tsei²³ i⁴ya¹hangh⁴³ˉ³. 
1TI.4.7	Jian³ a⁵tonh⁴ hnei³ tyih³ jau²³ i³nah², jau²³ can³ tsei⁴³, i⁴quieh¹ m⁵cu³ la³. Ma⁴tang²³ hnei³ re³ i⁴ni²tainh⁴³ˉ³ i²con²³ Jon⁴dai¹; 
1TI.4.8	quie¹ ua²liah⁴a² tei⁴³ ta¹ meih³ i⁴co³i³ i⁴júanh²i³ he³², eu⁴³a² tyein² tei⁴³ ta¹ i⁴ma³tang²³i³ i⁴ni²taih⁴³i³ i²con²³ Jon⁴dai¹, quie¹ tei⁴³ ta¹ m⁵cu³ tieh²ˉ¹ la³, jian³ m⁵cu³ con³ liah⁴. 
1TI.4.9	I⁴la³pa² tyein² ni²tei⁴³ jian³ i⁴haih¹ li⁴hyei³⁴ la⁴jang³⁴. 
1TI.4.10	Nei² jon³pa² júan³ jnie³² ta¹ la³ jian³ hyein⁵ jnie³² i⁴sag⁴³ jnie³² chie³ jau²hlagh³², quie¹ hain³² tsei⁴³ jnie³² i²con²³ Jon⁴dai¹ a³sian³, a³hain⁴ A³lion³ la⁴jang³⁴ chie³, jian³ tyein² lion⁴i³ la⁴conh⁴ a³hain⁴ i²con²³i³.
1TI.4.11	He² hnei³ jau²³ la³ jian³ júan² hnei³ heih⁴³ liah⁴. 
1TI.4.12	Jian³ i¹jan³ sa⁴hniah³ juah⁴ i⁴sa⁴ro⁵ hnei³ jeu³ quie¹ i⁴maih⁴³ˉ³; eu⁴³a² re³ ma⁴jnia³² hnei³ con³ i⁴tsei³⁴ quieh¹ la⁴jang³⁴ a³ti²hain⁴ tionh² liah⁴ hleh³ˉ³, jian³ liah⁴ ŋengh³ˉ³, jian³ liah⁴ hnoh⁴³ˉ³, jian³ i⁴nei²³ hoh⁴³ˉ³, jian³ liah⁴ hainh⁴ˉ³, jian³ i⁴tseinh³ˉ³ liah⁴. 
1TI.4.13	I² ta¹la⁴ ñei¹ˉ⁴, hei³ hnei³ Ma²jyi³ quieh¹ Jon⁴dai¹ ta⁵nei² la⁴jang³⁴, jian³ hlenh³²i³ hnei³ jian³ heh³²i³ hnei³ liah⁴. 
1TI.4.14	Jian³ a⁵júan³ hnei³ i⁴sa⁴roh²ˉ³ jeu³ ta¹ i⁴quianh²ˉ³ i⁴a⁴hyanh³ˉ³, con³ma²a⁴sanh³ a³quian³ ma³tyi² quian¹ cuah³ ma³tyih³ˉ³, i⁴a⁴hleh⁴³i³ hnei³ con⁴juah⁴ M⁴tyi⁴ quieh¹ Jon⁴dai¹.
1TI.4.15	Júan² hnei³ ya¹queunh³ hoh⁴³ˉ³ la⁴jeg³⁴ i⁴ne³, jian³ a⁵teinh⁴³ hnei³ hoh⁴³, canh⁴a² li⁴je³⁴ la⁴jang³⁴ liah⁴ si³cúanh³ˉ³. 
1TI.4.16	Jian³ jianh³ˉ³ júan² hnei³ húanh⁴³, jian³ jianh³ˉ³ júan² hnei³ i⁴heh³ˉ³ liah⁴, tia⁴ sianh³ hnei³ i⁴ne³; quie¹ juah⁴ne³ júanh³ˉ³ la⁴ne³, jon³ lionh⁴ˉ³ húanh⁴³ˉ³, jian³ lion⁴ a³ti²nau³ jau²³ i⁴hleh³ˉ³ liah⁴.
1TI.5.1	Sa⁴hniah³ jainh¹ˉ³ jan³ a³don⁵, quie¹ hniah³ hlenh³²i³ hnei³ liah⁴i² hlenh⁵ˉ³ jan³ naih⁴³ˉ³; jian³ a³si³maih² liah⁴, hniah³ jenh³²i³ hnei³ la⁴jan³ si³reunh³ˉ³; 
1TI.5.2	jian³ a³don⁵ m⁴ tionh² liah⁴, la⁴jan³ sieh³ˉ³, jian³ a³m⁴ a³si³maih² liah⁴, la⁴jan³ a³m⁴ reunh³ˉ³ jian³ con⁴juah⁴ co³hei²tsei³ tsei²³.
1TI.5.3	Jian³ ma⁴ho³² hnei³ a³don⁵ m⁴ hnang⁴ a³i⁴chie⁴³ a⁵sion⁴³ a³sian³ quian¹. 
1TI.5.4	I² juah⁴ne³ sian³ a³don⁵ m⁴ hnang⁴ a³tionh² si³jon⁴³ jian³ o⁴ si³tyie¹i³, hniah³ ma⁴tei⁵ a³ne³ tionh² i⁴tyein² tain⁴³i³ i²con²³ sie²³i³ jian³ o⁴ si²hyie³²i³, i² la⁴ne³ jainh³i³ i⁴tsei³⁴ i²con²³ jmai³sie²³i³, quie¹ eu⁴³ tsei³⁴ la⁴ne³ jian³ teg³ tsei⁴³ Jon⁴dai¹. 
1TI.5.5	I² a³lang⁴³ a³don⁵ m⁴ hnang⁴ i⁴chie⁴³ ne⁵, jian³ a³cua⁴³ hña³, i⁴hain³² tsei⁴³i³ i²con²³ Jon⁴dai¹, jian³ mh²i³ Jon⁴dai¹ la⁴húa²³ la⁴jm²³ i⁴sa⁴jian²³. 
1TI.5.6	I² a³m⁴ hnang⁴ a³can²³ jeu³ i⁴si³hyonh³ he³² hña³, sian³i³ i⁴ma³jaun²i³. 
1TI.5.7	Júan² hnei³ heih⁴³ i²con²³i³ tionh² jau²³ la³, canh⁴a² i¹con³ sa⁴sia³ liah⁴ li⁴cúa³⁴ chie³ chie³² quieh¹i³. 
1TI.5.8	Quie¹ juah⁴ne³ sa⁴ma³hon³² jan³ a³tei⁴³ jau²³ quian¹, jian³ tyein² tain⁴³ a³tionh² jauh³² quieh¹i³, ma³a⁴teinh³ tsei⁴³ jau²³ i⁴hain⁴ˉ¹ jian³ hlangh²i³ la⁴conh⁴a² a³sa⁴hain⁴.
1TI.5.9	Jian³ ta⁵ton³² jmah³ a³don⁵ m⁴ hnang⁴ jyi³ la⁴conh⁴ a³hein² to⁴lo⁵quia⁴ ni²tsei¹ quia³⁴ ñi³ ta⁵yeih³², jian³ la⁴conh⁴ a³sanh¹ conh⁴ jian²³ jan³ i³cúa³, 
1TI.5.10	jian³ a³lei³ jnia⁴ a³ma³a⁴júan⁴ i⁴tsei³⁴; júan³²ˉ¹, juah⁴ne³ ma³ma⁴cúan³i³ si³jon⁴³, jian³ juah⁴ne³ ma³a⁴cúah³i³ chie³ jauh³² i⁴jian³⁴i³, jian³ juah⁴ne³ ma³a⁴cúa⁴i³ cúa³tag³² i²con²³ si³reunh⁴ˉ¹, jian³ juah⁴ne³ ma³ma⁴hon³²i³ a³sian³ ma²eu⁴³, jian³ juah⁴ne³ ma³a⁴júan⁴i³ la⁴jeg³⁴ nai² i⁴tsei³⁴ liah⁴.
1TI.5.11	I² a³m⁴ hnang⁴ a³maih² i²meih³, sa⁴hniah³ tionh³²ˉ³ jyi³; quie¹ tei⁴³i² jia²³ si³hyonh³i³ i⁴i²sanh⁴i³, jon³ ua³tsei³²i³ jau²³ quieh¹ i⁴ma³a⁴cúa⁴i³ i²con²³ Cristo. 
1TI.5.12	Jon³ ta³sangh²i³ ren³i³ chie³², quie¹ so⁵ma³tei⁵i³ jau²³ quieh¹ i⁴ma³a⁴cúa⁴i³ i²con²³ Cristo liah⁴ma²ra⁴lie⁵. 
1TI.5.13	Jian³ li⁴tang²³i³ ŋeng³⁴i³ i⁴jeunh³i³ i⁴hai¹ hnei⁴³; jian³ a⁵jon⁴³ co³nai² li⁴jeunh³i³, quie¹ tya²³i³ jau²ta³jau²³ liah⁴, jian³ tian²³i³ nei² sa⁴tain⁴³i³, jian³ hleh²i³ jau²³ i⁴sa⁴haih¹ li⁴hleh³i³. 
1TI.5.14	I⁴jon³ hno⁵ˉ⁵ i⁴sanh⁴ a³m⁴ hnang⁴ a³maih⁴³ i²meih³, i⁴ma⁵cúan³i³ si³jon⁴³, i⁴cua³⁴i³ re³ jauh³² quieh¹, canh⁴a² sa⁴cúa³⁴i³ jeu³ i⁴li⁴hleh³ a³hie²³ hlagh³² nei² quieh¹i³. 
1TI.5.15	Quie¹ ca³chion²³ a³m⁴ hnang⁴ ma³a⁴teinh³ tsei⁴³ i⁴ma³ŋo²³ coh⁵cah³² a⁵lainh³².
1TI.5.16	Juah⁴ne³ jan³ chie³ quian¹ Jon⁴dai¹, a³ñih³ jian³ o⁴ a³m⁴, a³sian³ a³don⁵ m⁴ hnang⁴ i²con²³, hniah³ guenh⁴³i³ canh⁴a² sa⁴can³⁴ cuah³ lie²³ ne³, quie¹ canh⁴a² la⁴jon³ sia³ i⁴li⁴ma⁵ho³² cuah³ quieh¹ a³don⁵ m⁴ hnang⁴ i⁴chie⁴³ o³tan².
1TI.5.17	Jian³ a³ti²quian³ ma³tyi² cuah³ a³ti²júan³ re³ ta¹ quieh¹, hniah³ ma⁵con⁴³i³ re³ i⁴leg⁴³ teun³⁴ nai², jian³ tyein² hniah³ ma⁵con⁴³i³ a³ti²he²³ jian³ a³ti²hleh² jau²³ quieh¹ Jon⁴dai¹. 
1TI.5.18	Quie¹ ra³juah⁴ Ma²jyi³: “Sa⁴tonh²ˉ³ a²hnai³² ho³² a²cua³²jeu²³ a³jeun²³ o¹m⁴ trigo.” Jian³ ra³juah⁴ liah⁴: “Haih¹ li⁴hlianh² la⁴jang³⁴ a³júan³ ta¹.”
1TI.5.19	Jian³ liah⁴ sa⁴hniah³ roh²ˉ³ jeu³ tei⁴³i² hnang⁴³i³ jan³ a³quian³ ma³tyi² quian¹ cuah³ juah⁴ne³ sa⁴sian³ on³⁴ on³ a³tei⁴³ nei². 
1TI.5.20	Jian³ la⁴jang³⁴ a³sa⁴teinh³ tsei⁴³ ta³canh¹ chie³², hniah³ jainh¹ˉ³ ta⁵nei² la⁴jang³⁴ canh⁴a² li⁴coh⁴³ la⁴jang³⁴ a³sang²³. 
1TI.5.21	Júan³⁴ˉ⁴ heih⁴³ i²conh² hnei³ ta⁵nei² Jon⁴dai¹ jian³ ta⁵nei² Re¹ Jesucristo, jian³ ángel quian¹i³ a³a⁴quianh⁴³i³, i⁴ma²teih³²ˉ³ jau²³ ne³ i⁴nei² chie³ jian³ i⁴sa⁴sia³ ni²hna³. 
1TI.5.22	Jian³ sa⁴júanh³²ˉ³ i¹jan³ ta¹tia⁴ a³can³⁴ ma³tyi² cuah³, quie¹ sa⁴hniah³ canh²ˉ³ chie³² quieh¹ a³sang²³, jian³ júan² hnei³ jmah³ i⁴tsei³⁴.
1TI.5.23	A⁵ma⁵hauh⁴³ hnei³ ja³ o¹jm³cuh⁵ nei² quieh¹ i⁴ton³ chie² heinh¹ˉ³ jian³ i⁴chieh¹ˉ³ i⁴lagh⁵, hainh⁴ hnei³ ca³leuh² o¹bein².
1TI.5.24	Ta² lei³ jnia⁴ chie³² quieh¹ ca³chion²³ naih⁵i² can³⁴ Jon⁴dai¹ jau²chie⁴³ i²con²³i³, i² chie³² quieh¹ a³sang²³ ne⁵, sa⁴lei³ jnia⁴ ñeih³², ta⁵cang³pa² jñeih³. 
1TI.5.25	Jian³ la⁴ne³pa² la⁴jeg³⁴ i⁴tsei³⁴ i⁴júan³ chie³ liah⁴, lei³ jnia⁴; i² ua²liah⁴a² sa⁴lei³ jnia⁴ tieh²la³, a⁵sia³ juah⁴ sa⁴li⁴jnia³ ta⁵cang³.
1TI.6.1	La⁴jang³⁴ a³júan³ quian¹ chie³ hniah³ ma⁵con⁴³i³ re³ jeu³², canh⁴a² sa⁴hleh³ chie³ hlagh³² nei² quieh¹ Jon⁴dai¹ jian³ o⁴ nei² jau²³ i⁴he²³ˉ¹. 
1TI.6.2	I² juah⁴ne³ a³júan³ quian¹ chie³ hain⁴ sian³ jeu³² a³lang⁴³ chie³ quian¹ Jon⁴dai¹, a⁵sia³ juah⁴ hniah³ sa⁴ron⁵i³ jeu³ quie¹ i⁴lang⁴³i³ a³reunh¹i³. A⁵sia³, quie¹ tsei³⁴sa² hniah³ cúa³⁴i³ cúa³tag³² re³ i²con²³i³, quie¹ ta⁵la⁴ lang⁴³i³ a³ti²hain⁴ jian³ a³hnio² tionh², a³hain⁴ a³hyei³ la⁴jeg³⁴ i⁴tsei³⁴ i⁴júan³ mozo hain⁴. He² hnei³ i⁴la³ jian³ hlenh³²i³ hnei³.
1TI.6.3	Juah⁴ne³ sian³ a³he²³ i⁴seg³⁴ nai² i⁴sa⁴jon¹i³ jau²³ tsei²³ quieh¹ Re¹ Jesucristo quian⁴ˉ¹, jian³ sa⁴he²³i³ liah⁴i² he²³ˉ¹ i⁴ma⁵tei³²ˉ¹, 
1TI.6.4	lang⁴³i³ jan³ a³ron⁴ pi²³ a³sa⁴ñi³ i¹leuh², lang⁴³i³ la⁴jan³ a³tsei²³ nei²; jmah³ i⁴hnie³⁴i³ jang⁴³i³ nei² quieh¹ jau²³. I⁴jon³ jia²³ eu⁴³ tsei⁴³i³, jian³ i⁴hnie³⁴i³ hnai³, jian³ i⁴sagh⁴³i³ chie³ jau²hlagh³², jian³ i⁴sa⁴hain³² tsei⁴³i³ i²con²³ jon²reunh¹. 
1TI.6.5	Jian³ si³tang⁴ sa⁴tei⁴³ ta¹ chie³ la⁴ne³ tionh² a³ma³a⁴hliah³ co³hei²tsei³ quieh¹, a³sa⁴quian³ jau²³ ni²tei⁴³; lain⁴i³ laih⁴i³ o¹cau³² i⁴ma³tei⁵i³ i²con²³ Jon⁴dai¹. Ta⁵co⁴³ quein⁴³ hnei³ i²con²³ a³la⁴hain⁴ tionh². 
1TI.6.6	I⁴chie⁴³pa² hlion⁴ mai²³ quein⁴³ i⁴ma³tei⁵i³ i²con²³ Jon⁴dai¹, juah⁴ne³ ma³hyon²³i³ tsei⁴³ la⁴conh⁴ sia³ quieh¹i³. 
1TI.6.7	Quie¹ i¹con³ a⁵sia³ i⁴le²³ˉ¹ ma²cúa³⁴ˉ¹ m⁵cu³ la³, jian³ i¹con³ a⁵sia³ i⁴le¹ˉ¹ chieh³²ˉ¹ liah⁴. 
1TI.6.8	Quie¹ juah⁴ne³ sia³ i⁴quih³²ˉ¹ jian³ a²cúan³ˉ¹, jeg³⁴ jon³pa² hniah³ li⁴hyon³ tsei⁴³ˉ¹. 
1TI.6.9	Quie¹ la⁴jang³⁴ a³hnie³⁴ li⁴jlanh² tianh⁵i³ tei⁴³i² jia²³ jau²chie⁴³ i²con²³i³, jian³ hñi³i³, jian³ hnie³⁴i³ hlion⁴ i⁴sa⁴tei⁴³ ta¹, jian³ i⁴ma³hlieh⁴; la⁴jeg³⁴ i⁴ne³ júan³ hlianh⁴ chie³ jian³ si⁵hain⁴i³. 
1TI.6.10	Quie¹ i⁴hnie³⁴i³ o¹cau³², o¹sieh³² quieh¹ la⁴jeg³⁴ nai² i⁴hlagh³²pa² jon³; quie¹ sian³ chie³ a³ma³a⁴teinh³ tsei⁴³ i⁴ma²hain⁴i³ nei² quieh¹ i⁴tsainh³i³ o¹cau³² jian³ ma³a⁴hei³⁴ queuh³ tsei⁴³ hlion⁴ mai²³ nei² jon³.
1TI.6.11	I² hnei³ ne⁵, a³ñih³ quian¹ Jon⁴dai¹, ta⁵co⁴³ quein⁴³ hnei³ la⁴jeg³⁴ i⁴ne³. Júan² hnei³ jmah³ i⁴tsei³⁴, jian³ i⁴re³ ma⁵teih³²ˉ³, jian³ i⁴hainh⁴ˉ³, jian³ i⁴hnoh⁴³ˉ³, jian³ i⁴júanh³ hoh⁴³ˉ³ jian³ i⁴huan³² m⁴tyi⁴ quianh³ˉ³. 
1TI.6.12	Re³ júan² hnei³ hnai³ i⁴hainh⁴ˉ³; tia⁴ sianh³ hnei³ m⁵cu³ sa⁴ton³ jm² ua²tya⁴³, quie¹ nei² ne³pa² a⁴te⁴ hnei³ Jon⁴dai¹, jian³ ma³a⁴juah¹ˉ³ ra³jia⁵ i⁴hainh⁴ˉ³ ta⁵nei² jeun⁴³ chie³. 
1TI.6.13	Jian³ tieh²la³ júan³⁴ˉ⁴ heih⁴³ i²conh²ˉ³ ta⁵nei² Jon⁴dai¹ a³júan³ i⁴sian³ la⁴jang³⁴ jian³ la⁴jeg³⁴, jian³ ta⁵nei² Jesucristo a³a⁴hleh⁴ re³ ra³jia⁵ ta⁵nei² Poncio Pilato, 
