MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
REV.5.12	te ngāteitei, te kakā ē te 'akapa'apa'a'anga.”
REV.5.13	Kua 'akarongo atura au i te au mea kātoatoa tō runga i te rangi, tō runga i te 'enua nei, tō raro ake i te 'enua nei, tō runga i te moana ē te au mea rava rāi i roto ra i reira i te nā kō'anga ē:
REV.5.13	“Tei aia tei no'o i runga i te terōno ē i te Punua Māmoe ra
REV.5.13	te 'akameitaki'anga, te ngāteitei, te kakā
REV.5.13	ē te mana e tuātau, e tuātau 'ua atu.”
REV.5.14	Kua nā kō atura ngā mea ora e 'ā: “Āmene!” Kua tīpapa i'ora te aronga pakari ki raro ē kua 'akamori atura.
REV.6.1	Kua 'ākara atura au kia vāvā'i te Punua Māmoe i tēta'i o ngā 'akairo e 'itu, ē kua 'akarongo atura au i tēta'i o ngā mea ora e 'ā ra i te tuatua'anga ma te reo mei te māngūngū rāi te tū, “E 'aere mai!” 
REV.6.2	Kua 'ākara au, ē inā, 'e 'oro'enua teatea. 'E 'ana tā tei no'o ki runga a'o ē kua 'ōronga'ia atu tēta'i korōna nōna. Kua 'aere aia ki mua ma te 'autū'anga ē kia 'autū atu rāi.
REV.6.3	Kia vāvā'i aia i te rua o te 'akairo, kua 'akarongo au i te rua o ngā mea ora ra i te tuatua'anga ē, “E 'aere mai!” 
REV.6.4	Kua 'aere atura tēta'i 'oro'enua kē ki mua, 'e mea kutekute. Ē kua 'ōronga'ia te tika ki tei no'o ki runga a'o kia 'apai kē atu i te 'au mei tēianei ao, ē kia tā te au tangata tēta'i i tēta'i. 'E koke ma'ata tei 'ōronga'ia mai nāna.
REV.6.6	Ē kua 'akarongo atura au i tēta'i mea mei te reo rāi te tū mei rotopū i ngā mea ora e 'ā ra i te nā kō'anga mai ē, “'Okota'i vāito sītona 'okota'i moni 'ārio, e toru vāito kērite 'okota'i moni 'ārio. Auraka rā koe e 'akakino i te 'ōlive ē te uaina.”
REV.6.7	Kia vāvā'i aia i te 'ā o te 'akairo, kua 'akarongo au i te reo o te 'ā o ngā mea ora ra i te tuatua'anga ē, “E 'aere mai!” 
REV.6.8	Kua 'ākara au, ē inā, 'e 'oro'enua maratea. Ko te ingoa o tei no'o ki runga a'o ko Mate ia, ē ko Āte tei āru atu i aia. Kua 'ōronga'ia te mana ki a rāua nō runga i te 'ā o te tu'anga o te ao nei kia tāmate rāua ma te koke, te onge, te mate, ē nā roto katoa mai i te au puaka tā'ae o te 'enua nei.
REV.6.9	Kia vāvā'i aia i te rima o te 'akairo, kua kite au i raro ake i te 'atarau i te au vaerua o te aronga i tāmate'ia nō te tuatua a te Atua ē nō tō rātou 'akakite'anga i te reira. 
REV.6.10	Kua kāpiki rātou ma te reo ma'ata, nā kō maira: “'E a'a te roa, e te 'Atu tapu ē te tuatua mou, i kore ei koe i 'akavā ē i tūtaki atu i tō mātou toto ki te aronga tei no'o i te ao nei?” 
REV.6.11	Kua 'ōronga'ia ki a rātou tātakita'i 'e kāka'u roroa teatea ē kua 'akakite'ia ki a rātou kia tiaki rāi rātou nō tēta'i tuātau poto, e tae 'ua atu ki te pou'anga o tō rātou au taeake tāvini ē tō rātou au taeake tei 'akakoro'ia nō te mate mei a rātou rāi.
REV.6.13	Kua topa maira te au 'ētū o te rangi ki raro i te 'enua nei, mei te pū suke tei rūrū'ia tōna 'ua parakore mē 'akakeukeu'ia aia e te matangi ma'ata. 
REV.6.14	Kua ngaro te rangi mei te tuatua i tātā'ia e ngaro kia pōkaikai'ia. Kua takakē i'ora te au maunga ē te au pā 'enua mei tō rātou ngā'i.
REV.6.16	Kua karanga atura rātou ki te au maunga ē ki te au mato, “E topa mai ki runga a'o i a mātou ē e tāpoki mai i a mātou mei mua i te aroaro o tei no'o ki runga a'o i te terōno ē mei te riri o te Punua Māmoe. 
REV.6.17	Kua tae mai 'oki te rā ma'ata o tō rāua riri. Ko 'ai 'oki te ka mou?”
REV.7.2	Kua kite atura au i tēta'i 'āngela kē i te 'aere'anga mai mei te 'itinga o te rā, tei aia tēta'i mea 'akatāpa'o o te Atua ora. Kua kāpiki maira aia ma te reo ma'ata ki ngā 'āngela e 'ā ra tei 'ōronga'ia te mana kia tākinga kino i te ao nei ē te tai, 
REV.7.3	nā kō maira, “Auraka e tākinga kino i te ao nei, te tai ē te au rākau kia 'ope rava i āku i te 'akatāpa'o i te rae o te au tāvini o tō tātou Atua.” 
REV.7.4	Ē kua 'akarongo atura au i te ma'ata o te aronga tei 'akatāpa'o'ia mei roto mai i te au kōpū rava rāi o te au tamariki a Īserā'ela. E 'okota'i 'ānere e 'ā nga'uru mā 'ā tauatini te kātoatoa tei 'akatāpa'o'ia. 
REV.7.5+REV.7.6+REV.7.7+REV.7.8	Mei roto mai i te au kōpū tātakita'i o Īserā'ela e ta'i nga'uru mā rua tauatini, koia 'oki o te kōpū o Iūda, o Rubena, o Gada, o Āsera, o Nāphatari, o Manāse, o Simeona, o Levi, o Īsākara, o Zēbulūna, o Iōsēpha ē o Bēniāmina.
REV.7.9	I muri ake i te reira, 'ākara atura au, ē inā, 'e urupū tangata ma'ata tei kore e rauka i te tatau'ia, mei roto mai i te au 'iti tangata, te au kōpū, te au tū tangata ē te au reo rava rāi. Kua tū rātou i mua i te terōno ē i mua i te Punua Māmoe, i kāka'u'ia ki te kāka'u roa teatea ma te kīkau nū tāmara i tō rātou rima. 
REV.7.10	Kua kāpiki atura rātou ma te reo ma'ata, nā kō atura ē, “Ko te rāvenga ora tei tō tātou Atua e no'o nei i runga i te terōno, ē tei te Punua Māmoe.” 
REV.7.11	Ē te au 'āngela rava rāi tei tū takapini i te terōno, te aronga pakari ē ngā mea ora e 'ā ra, kua tīpapa i'ora rātou ki raro ki mua i te terōno, 'akamori atura i te Atua, 
REV.7.12	nā kō atura, “Āmene! Ko te 'akapa'apa'a, te kakā, te pakari, te 'akameitaki, te ngāteitei, te mana ē te ririnui tei tō tātou Atua ia e tuātatau rava atu. Āmene!”
REV.7.13	Kua ui maira tēta'i o te aronga pakari ra ki āku, “Ko 'ai mā tēia au tangata tei 'akakāka'u'ia ki te kāka'u roa teatea, ē nō 'ea mai rātou?”
REV.7.14	Kua 'akakite mai aia ki āku, “Ko te aronga tēia tei 'aere mai nā roto mai i te mate ma'ata. Kua tāmā ē kua 'akateatea rātou i tō rātou kāka'u i roto i te toto o te Punua Māmoe. 
REV.7.15	Nō reira rātou e tū ei i mua i te terōno o te Atua, ē e 'akamori ei i aia i te pō ē te ao i roto i tōna nao. Ē nā tei no'o ki runga i te terōno, tei rotopū ia i a rātou 'ei pāruru. 
REV.7.16	Kāre rātou e pongi 'aka'ou, kāre katoa e kakī vai 'aka'ou, ē kāre rātou e roko'ia 'aka'ou e te veravera o te rā. 
REV.7.17	Nā te Punua Māmoe 'oki i rotopū i te terōno ra e tiaki i a rātou, ē nāna e arataki i a rātou ki te au ngā'i pu'ipu'i'anga o te vai ora. Ē nā te Atua e 'ōrei i te roimata rava rāi o tō rātou mata.”
REV.8.1	Kia vāvā'i te Punua Māmoe i te 'itu o te 'akairo, 'e mūtēkī'anga tei te rangi mei tēta'i 'āpa ora te roa. 
REV.8.2	Kua kite au i ngā 'āngela e 'itu tei tū i mua i te aroaro o te Atua ē kua 'ōronga'ia e 'itu pū ki a rātou.
REV.8.4	Ē kua peke kāpiti atura te au o te rākau kakara mei roto mai i te rima o te 'āngela ma te au pure a te aronga tapu ki mua i te aroaro o te Atua. 
REV.8.5	Kua rave i'ora te 'āngela i te tūmiāma, kua 'akakī ki te a'i mei runga mai i te 'atarau ē kua titiri maira ki raro ki runga i te 'enua. Kua tupu i'ora te 'aruru, te māngūngū, te uira ē te ngāruerue 'enua.
REV.8.6	Ko ngā 'āngela e 'itu tē mou ra i ngā pū e 'itu, kua 'akate'ate'amamao i'ora i te reira nō te 'akatangi.
REV.8.8	Kua 'akatangi i'ora te rua o te 'āngela i tāna pū. Tēta'i mea mei te maunga ma'ata te kā ra i te a'i i tīria'ia ki roto i te tai. Kua riro te toru o te tu'anga o te tai ra 'ei toto. 
REV.8.9	Kua mate atura te toru o te tu'anga o te au mea ora ra i roto i te tai, ē kua tākore'ia te toru o te tu'anga o te au pa'ī ra.
REV.8.11	Kua tapa'ia te ingoa o taua 'ētū ra ko Maramara ia. Kua maramara te toru o te tu'anga o te au vai. 'E mānganui te tangata i mate nō te vai 'oki, nō tōna tū maramara.
REV.8.13	Kua 'ākara atura au, e kua 'akarongo atura i tēta'i 'āeto e rere teitei ra nā runga i te māreva ra i te nā kō 'anga atu ē, “Auē, auē, auē tō te aronga e no'o nei i te ao nei i te tangi'anga o te au pū tā ngā 'āngela e toru e vaitata nei i te 'akatangi.”
REV.9.1	Kua 'akatangi i'ora te rima o te 'āngela i tāna pū. Kua kite atura au i tēta'i 'ētū tei topa mai mei te rangi mai ki runga i te 'enua nei. Kua 'ōronga'ia te tāviri o te tomo'anga ki te va'arua takerekore ki aia. 
REV.9.2	Kua nga'ā akera i aia te tomo'anga ki te va'arua takerekore, ē kua puroro mai mei roto mai i taua tomo'anga ra mei te au o tēta'i umu ma'ata. Pōiri atura te rā ē te rangi i te au mei roto mai i taua tomo'anga ra. 
REV.9.3	Nō roto mai i taua au ra kua 'aere maira te au tāpaki ki runga i te 'enua nei ē kua 'ōronga'ia mai kia rātou te mana o te au tēkōpio o te 'enua nei. 
REV.9.4	Kua 'akakite'ia ana ki a rātou ē, auraka rātou e rave kino atu ki te matie o te 'enua nei, ki tēta'i 'ua atu au mea matie tupu ra, mē kāre ki tēta'i 'ua atu rākau. Ka rave kino anake 'ua rā ki te au tangata kāre tō te Atua tāpa'o i runga i tō rātou rae. 
REV.9.5	Kua 'ōronga'ia te tika ki a rātou, auraka kia tāmate rava i te au tangata, kia 'akamamae rā i a rātou e rima ake marama. Ko taua mamae 'oki mei te mamae ia o te tangata tei kakati'ia e te tēkōpio. 
REV.9.6	Kia tae ki te reira au rā e kimikimi ei te tangata kia mate, kāre rā 'e rāvenga. Ka umuumu 'oki rātou i te matenga, e rere kē ra te matenga i a rātou.
REV.9.8	Tō rātou rauru, mei te rauru va'ine ia, ē tō rātou ni'o, mei te ni'o liona ia. 
REV.9.9	'E pāruru umauma tō rātou mei te pāruru 'āuri ia, ē te pararā o tō rātou pē'au, mei te 'ārurururu ia o te au kariota 'oro'enua 'e mānganui e 'oro ki te tamaki ra. 
REV.9.10	'E 'iku tō rātou ē te tara mei tō te tēkōpio ra. Ē tei roto ia tō rātou au 'iku, tō rātou mana nō te tāmamae i te tangata e rima ake marama. 
REV.9.11	Ko te 'āngela o te va'arua takerekore tō rātou ariki. Tōna ingoa ko Ābadona i te reo 'Ēbera; ko Āpōliona i te reo Eleni, tōna 'āite'anga, te Tākore Tākiri.
REV.9.12	Kua 'ope 'oki te mate mua, i, e rua rāi mate te ka tupu mai.
REV.9.14	i te nā kō'anga ki te ono o te 'āngela i mou i te pū ra, “Ka tuku i ngā 'āngela e 'ā i tāpeka'ia i te pae o te kauvai ma'ata ko Eupharāti.” 
REV.9.15	Tuku'ia i'ora aua ngā 'āngela e 'ā ra tei 'akate'ate'amamao'ia nō taua ora, taua rā, taua marama ē taua mata'iti 'oki i te tāmate rava i te toru o te tu'anga o te tangata nei. 
REV.9.16	Ko te ma'ata o taua au va'e'au 'oro'enua ra, e rua 'ānere mirioni. Kua 'akakite'ia mai 'oki ki āku tō rātou ma'ata. 
REV.9.17	Ko tēia te tū o te au 'oro'enua ē te aronga i no'o ki runga a'o ra tāku i kite i taua 'ōrama ra: 'e pāruru umauma tō rātou, e muramura ra mei te a'i te tū, e auīka ē te rengarenga mei te teio ra. Te mīmiti o te au 'oro'enua ra mei te mīmiti o te liona, ē kua puroro mai te a'i, te au ē te teio nō roto mai i tō rātou va'a. 
REV.9.18	Nā tēia ngā mea e toru i mate ei te toru o te tu'anga o te tangata nei, koia 'oki, nā te a'i, te au ē te teio tei puroro mai nō roto mai i tō rātou va'a. 
REV.9.19	Ko te ririnui 'oki o te au 'oro'enua tei roto ia i tō rātou va'a ē tō rātou 'iku. Tō rātou au 'iku 'oki mei te 'ōvī rāi te tū, 'e mīmiti tō rātou, ē nā te reira e rave nei i te kino.
REV.9.21	Kāre katoa rātou i tatarā'ara i tā rātou tā tangata, tā rātou purepure, tā rātou 'akaturi ē tā rātou keiā.
REV.10.1	Kua kite au i tēta'i 'āngela mana ririnui kē i te 'eke'anga mai mei runga mai i te rangi, i kāka'u'ia i te tiao rangi; tei runga a'o i tōna ūpoko te ānuanua. Tōna mata mei te rā rāi te tū ē tōna vaevae mei te pou a'i ra. 
REV.10.2	Tei tōna rima tēta'i pōkaikai meangiti tei ma'eu 'ua ra. Kua tuku aia i tōna vaevae katau ki runga a'o i te tai, e tōna vaevae kaui ki runga a'o i te 'enua. 
REV.10.3	Kua kāpiki aia ma te reo ma'ata mei te liona e ngunguru ra. Ē kia kāpiki aia ra, kua pa'u mai ngā māngūngū e 'itu. 
REV.10.4	Kua 'akakoro au i te tātā i te tuatua'anga a taua ngā māngūngū e 'itu. Kua 'akarongo rā au i tēta'i reo nō te rangi mai, nā kō maira, “Mou muna i tā te au māngūngū i 'akakite mai, auraka e tātā.”
REV.10.6	ē kua taputo'u ki tei ora e tuātatau rava atu, koia 'oki tei 'anga i te rangi ē te au mea katoa i roto, i te 'enua ē te au mea katoa i roto, ē i te tai ē te au mea katoa i roto, i te nā kō'anga ē, “Kāre 'oki 'e taime toe! 
REV.10.7	I te au rā rā o te reo o te 'itu o ngā 'āngela, mē 'akatangi aia i tāna pū, ka tupu te tuatua ngaro o te Atua, mei tāna i 'akakite mai ki tōna au tāvini, te au peroveta.”
REV.10.9	Kua 'aere atura au ki te 'āngela, ē kua 'akakite au ki aia kia 'ō mai i te pōkaikai meangiti ki āku. Ē kua tuatua mai aia ki āku, “E rave koe ē e kai i tēia, ka 'akamaramara te reira i tō'ou kōpū, i roto rā i tō'ou va'a 'e venevene ia mei te meri.”
REV.10.10	Kua rave i'ora au i te pōkaikai meangiti mei roto mai i te rima o te 'āngela ē kua kai au, ē i roto i tōku va'a 'e venevene ia mei te meri rāi. Ē kia oti rā i āku i te kai, kua maramara tikāi tōku kōpū. 
REV.10.11	Ē kua tuatua maira aia ki āku, “Kia toto'u 'aka'ou koe ki te au 'iti tangata, te au pā 'enua, te au reo ē te au bāsileia 'e mānganui e tikāi.”
REV.11.2	Auraka e vāito i te paepae i va'o ake i te nao ra, e 'akaruke atu i te reira. Kua 'ōronga'ia 'oki te reira ki te au 'ētene. Ka takataka'i rātou i te 'ōire tapu e 'ā nga'uru mā rua marama. 
REV.11.3	Nāku e 'ōronga atu i te mana ki ngā kite e tokorua nōku ra kia toto'u rāua, i kāka'u'ia i te kāka'u pā'oa 'okota'i tauatini e rua 'ānere e ono nga'uru rā.”
REV.11.5	Kia tīmata tēta'i i te tākinga kino mai i a rāua, e puroro mai te a'i mei roto mai i tō rāua va'a ē ka pou tō rāua au 'enemi. Kia 'akakoro tēta'i i te tākinga kino mai i a rāua kia tāmate'ia aia e tikāi. 
REV.11.6	'E mana tō rāua kia mōpani i te rangi kia kore te ua e topa mai i tō rāua au rā toto'u'anga ra, ē 'e mana katoa tō rāua ki runga i te au vai i te 'akariro i te reira 'ei toto ē i te pāpā i te 'enua nei ki tēta'i 'ua atu mate mē 'inangaro 'ua rāua.
REV.11.8	Ka vao'o 'ua 'ia tō rāua kōpapa ki runga i te mataara o te 'ōire ma'ata, te ngā'i i 'akasātauro'ia ai tō rātou 'Atu. Kua 'aka'āite'ia 'oki taua ngā'i ra ki a Sodoma ē Aiphiti. 
REV.11.9	E toru ē te 'āpa rā ka 'ākara 'ua te tangata mei roto mai i te au 'iti tangata, te au kōpū, te au reo ē te au pā 'enua i ēia ngā kōpapa mate. Kāre e 'akatika'ia i te tuku i te reira ki roto i tēta'i mēnema. 
REV.11.10	Te aronga i no'o i te 'enua nei, e mataora rātou ē te pingapingareka i a rāua, ē ka 'apai rātou i te 'apinga aro'a tēta'i ki tēta'i, nō te mea, i tāmamae ana ēia ngā peroveta e rua i te aronga i no'o i te 'enua nei. 
REV.11.11	E 'ope akera ngā rā e toru ē te 'āpa, kua tomo mai te vaerua ora o te Atua ki roto i a rāua ē kua tū mai rāua ki runga. Roko'ia i'ora te aronga rava rāi i kite i a rāua e te mataku ma'ata.
REV.11.13	I taua ora rāi 'e ngāueue'anga ma'ata tō te 'enua, 'inga i'ora te nga'uru o te tu'anga o taua 'ōire ra ki raro, ē e 'itu tauatini tangata i mate i taua ngāueue'anga o te 'enua ra. Mataku rava akera te aronga i toe ē kua 'akakakā atura i te Atua o te rangi.
REV.11.14	Kua 'ope te rua o te mate. Inā, tē vaitata mai nei te toru o te mate.
REV.11.16	Ko te aronga pakari e rua nga'uru mā 'ā tei no'o ki runga i tō rātou au terōno i mua i te aroaro o te Atua, kua tīpapa i'ora ki raro ē kua 'akamori atura i te Atua, 
REV.11.17	nā kō atura,
REV.11.17	“Te 'ōronga atu nei mātou i te 'akameitaki ki a koe,
REV.11.17	e te 'Atu, te Atua Mana Kātoatoa, ko tē vai nei ē tei vai ana,
REV.11.17	kua 'āriki 'oki koe i tō'ou mana ma'ata ē kua 'akamata koe i te tūtara.
REV.11.18	inārā, kua tae mai tō'ou riri
REV.11.18	ē te tuātau e 'akavā'ia ai te aronga mate
REV.11.18	ē e tūtaki'ia atu ei tō'ou au tāvini, te au peroveta,
REV.11.18	te aronga tapu ē te aronga tei mataku i tō'ou ingoa,
REV.11.18	ko tei iti ē tei ma'ata;
REV.11.18	te tuātau katoa e tākore'ia atu ei te aronga e tākinokino nei i te 'enua nei.”
REV.12.1	Kua kitea'ia tēta'i 'akairo i te rangi, koia 'oki, 'e va'ine i kāka'u'ia i te rā ē tei raro ake te marama i ōna vaevae, ē tei runga a'o i tōna ūpoko tēta'i korōna 'ētū rau nga'uru mā rua. 
REV.12.2	Kua nui aia, ē kua kāpikipiki ma'ata ē kua auē aia i te mamae 'ānau.
REV.12.4	Kua kika'ia e tōna 'iku te toru o te tu'anga o te au 'ētū o te rangi ē kua tīria mai ki runga i te 'enua. Kua tū i'ora taua tā'ae ra i mua i te va'ine tei vaitata i te 'ānau kia rauka i aia i te kai i tāna tama mē 'ānau aia. 
REV.12.5	Kua 'ānau i'ora aia i tāna tama, 'e tamāroa 'oki, ko te ka tūtara i te au 'iti tangata rava rāi ki te sepeta 'āuri ra. Kua 'apaina'ia taua tamaiti ra ki te Atua ē ki tōna terōno. 
REV.12.6	Kua 'oro kē atura te va'ine ki roto i te mētēpara, ki te ngā'i i 'akate'ate'amamao'ia e te Atua nōna, kia utuutu'ia aia i reira e 'okota'i tauatini e rua 'ānere ē ono nga'uru rā.
REV.12.8	Kāre rā aia i māro'iro'i rava, ē kāre atura ō rātou ngā'i 'aka'ou i te rangi. 
REV.12.9	Tīria atura 'oki te tā'ae ma'ata ki te 'enua nei. Ko te 'ōvī ta'ito ra ia, tei tapa'ia ko te Tiāporo ē ko Sātani, ē tei arataki kē atu i te ao katoa nei. Kua tīria tāna au 'āngela ma ia katoa.
REV.12.11	Kua 'autū rā rātou i aia nā roto i te toto o te Punua Māmoe ē nā roto i te karere tā rātou i 'akakitekite ra, ē kāre rātou i nā mua i te kimikimi i tō rātou ora, kua tāmou tikāi rā te karere e tae 'ua atu ki te mate. 
REV.12.12	Ē nō reira, e rekareka ma'ata, e te au rangi ē tei no'o i roto i te reira ē! Auē te 'enua ē te moana ē! Kua 'aere mai te Tiāporo ki raro ki a kōrua ma te riri ma'ata, nō tōna kite 'oki ē, 'e mānga tuātau poto 'ua tōna e toe.”
REV.12.13	Kia mārama te tā'ae ē, kua tīria aia ki runga i te 'enua, kua aruaru aia i te va'ine tei 'ānau i te tamāroa. 
REV.12.14	Kua 'ōronga'ia i'ora ki taua va'ine ra ngā pē'au e rua o te 'āeto ma'ata kia rere atu aia ki te mētēpara ki tōna ngā'i, kia mamao kē aia mei te mata o taua 'ōvī ra ē kia 'āngai'ia aia i reira kia 'ope kia 'ope e toru ē te 'āpa mata'iti. 
REV.12.15	Kua 'akapu'aki atura te 'ōvī i te vai mei roto mai i tōna va'a i muri i'o i taua va'ine ra, mei te kauvai rāi te tū, kia 'apai kē'ia aia e taua kauvai ra. 
REV.12.16	Kua tauturu rā te 'enua i taua va'ine ra. Kua 'āmama te 'enua i tōna va'a, ē kua 'āpuku i te kauvai tā te tā'ae i 'akapu'aki mei roto mai i tōna va'a. 
REV.12.17	Kua riri atura te tā'ae i taua va'ine ra, ē kua 'aere atura aia i te tamaki atu i tāna 'uānga toe, ko te aronga 'oki tē 'ākonokono i te au 'akaue'anga a te Atua ē tei a rātou te tuatua 'akakite a Iēsū. 
REV.12.18	E kua tū i'ora aia ki runga i te one ta'atai.
REV.13.2	Te puaka tā'ae tāku i kite ra, mei te nēmera ia te tū, tōna vaevae mei tō te pea ia, ē tōna va'a mei te va'a ia o te liona. Kua 'ōronga maira te tā'ae i tōna ririnui, tōna terōno ē te mana ma'ata nōna. 
REV.13.3	'E puta'anga mate tō tēta'i o tōna ngā mīmiti, kua 'akaora'ia rā taua puta'anga mate. Kua āru i'ora tō te ao nei i taua puaka tā'ae ra ma te vā 'ua. Kua 'akamori atura rātou i te tā'ae, nō te mea, kua 'ōronga aia i te mana nō te puaka tā'ae. 
REV.13.4	Kua 'akamori katoa rātou i te puaka tā'ae i te nā kō'anga atu ē, “Ko 'ai tei 'āite ki te puaka tā'ae, ē ko 'ai tei tau kia tamaki atu i aia?”
REV.13.6	Kua ma'eu aia i tōna va'a i te tuatua i te 'akakino'anga Atua, i te 'akakino i tōna ingoa ē tōna ngā'i, ē i te aronga katoa tei no'o i runga i te rangi. 
REV.13.7	Kua rauka katoa i aia te tika i te tamaki atu i te aronga tapu, ē i te 'autū ki runga i a rātou. Kua 'ōronga'ia ki aia te mana kia tūtara ki runga i te au kōpū, te au 'iti tangata, te au reo ē te au tū tangata rava rāi. 
REV.13.8	Te aronga rava rāi tei no'o i te ao nei, ka 'akamori atu rātou i aia; ko te aronga 'oki kāre tō rātou ingoa i tātā'ia ki roto i te puka o te ora a te Punua Māmoe mei te 'akamata'anga mai o tēianei ao.
REV.13.9	'E taringa tōna ra, kia 'akarongo aia! 
