GEN.1.1	Ba pun iya kelia,
EZK.45.13+EZK.45.14+EZK.45.15	Bedus: siku ari genap dua ratus iku bedus ti diambi ari padang rumput menua Israel
EZK.45.13+EZK.45.14+EZK.45.15	“Kita enda tau enda mai piring tepung, jelu ti deka ditunu segala, enggau jelu nyadika piring pemaik, ngambika dosa kita diampun. Aku, TUHAN Allah Taala, ngasuh kita ngereja utai tu.
EZK.45.16	“Semua orang di menua tu enda tau enda mai
EZK.45.17	Raja nya deka betanggungjawap meri jelu ti deka ditunu segala, piring tepung, enggau piring wain ke semua orang Israel lebuh Gawai Anak Bulan, Hari Sabat, enggau gawai ti bukai. Iya enda tau enda ngenjuk piring pengampun dosa, piring tepung, piring tunu segala, enggau piring pemaik, kena muai dosa orang Israel.”
EZK.45.18	Ku TUHAN Allah Taala bejaku, “Kena satu hari bulan ti kesatu, kita enda tau enda meri siku sapi ti lelaki ti nadai penimpang nyadika piring kena nuchi Rumah Sembiang. 
EZK.45.19	Imam deka ngambi sekeda darah ari piring ti dikena muai dosa nya, lalu malitka darah nya ngagai tiang pintu Rumah Sembiang, ba empat iti sukut alta, enggau ba tiang pintu besai ti nuju ngagai tengah laman ti di dalam. 
EZK.45.20	Kena tujuh hari bulan nya, kita enda tau enda mega ngereja utai nya baru, ngarika sebarang sapa ti udah bedosa enggau enda sengaja, tauka laban sida enda nemu diri udah bedosa. Nya meh jalai kita nguduska Rumah Sembiang.
EZK.45.22	Ba hari ti keterubah ke Gawai nya, raja enda tau enda meri siku sapi ti lelaki nyadika piring pengampun dosa iya empu, enggau dosa semua orang mayuh. 
EZK.45.23	Genap hari dalam kandang tujuh hari Gawai nya diintu, raja enda tau enda meri tujuh iku sapi ti lelaki enggau tujuh iku bedus ti lelaki, ti nadai penimpang nyadika piring lalu nunu jelu nya segala. Iya enda tau enda mega meri siku kambin ti lelaki tiap hari nyadika piring pengampun dosa. 
EZK.45.24	Ke genap iku sapi ti lelaki, enggau ke genap iku bedus ti lelaki ti digaga nyadika piring, 17.5 liter gandum, enggau 3 liter minyak kana enda tau enda diberi.
EZK.46.1	Ku TUHAN Allah Taala bejaku, “Pintu besai timur ti nunga ngagai tengah laman ti di dalam, enda tau enda selalu ditutup dalam kandang enam hari, tang enda tau enda dibuka ba Hari Sabat, enggau lebuh Gawai Anak Bulan. 
EZK.46.2	Raja deka bejalai ari tengah laman ti di luar, tama ngagai bilik penama ba pintu besai, lalu bediri ngimbai tiang pintu nya lebuh bala imam nunu piring raja nya segala, lalu ngenjuk piring pemaik ke raja nya empu. Raja enda tau enda besembiang dulu ba mua pintu nya sebedau iya pansut. Pintu nya enda tau ditutup nyentuk ngagai lemai. 
EZK.46.3	Genap Hari Sabat, enggau genap Gawai Anak Bulan, semua orang mayuh mega enda tau enda meremi lalu nyembah TUHAN ba mua pintu nya. 
EZK.46.4	Lebuh Hari Sabat, raja nya enda tau enda mai enam iku anak domba enggau siku kambin ti lelaki, ti nadai penimpang, nyadika piring tunu segala, ti diberi ngagai TUHAN. 
EZK.46.5	Ke genap iku bedus ti lelaki, raja enda tau enda mai piring 17.5 liter gandum. Ke genap iku anak domba, iya enda tau enda mai sebarang utai ti deka diberi iya. Ke genap 17.5 liter piring tepung, iya enda tau enda mai 3 liter minyak kana. 
EZK.46.6	Lebuh Gawai Anak Bulan, raja deka meri siku sapi ti lelaki, ti agi biak, enam iku anak domba, siku bedus ti lelaki, semua nadai penimpang magang. 
EZK.46.7	Ke genap iku sapi ti lelaki enggau siku bedus ti lelaki, raja enda tau enda meri 17.5 liter gandum, lalu ke genap iku anak domba, iya enda tau enda meri sebarang utai ti deka diberi iya. Ke genap 17.5 liter gandum, iya enda tau enda meri 3 liter minyak kana. 
EZK.46.8	Lebuh iya tama, iya enda tau enda tama nengah tempuan pintu besai nya, lalu iya enda tau enda mega pansut nengah nya.
EZK.46.9	“Lebuh orang mayuh datai nyembah TUHAN lebuh maya gawai, orang ke tama nengah pintu utara enda tau enda pansut nengah pintu selatan lebuh sida udah besembiang, lalu orang ke tama nengah pintu selatan, enda tau enda pansut nengah pintu utara. Nadai siku orang tau pansut nengah pintu ti ditengah iya tama, tang enda tau enda pansut nengah pintu ti betapak enggau pintu nya. 
EZK.46.10	Raja enda tau enda tama nyereta orang mayuh, lalu pansut mega nyereta orang mayuh. 
EZK.46.11	Lebuh maya pengerami makai besai enggau lebuh maya gawai, 17.5 liter gandum enda tau enda diberi ke genap iku sapi ti lelaki tauka siku bedus ti lelaki, enggau sebarang utai ti deka diberi sida ke genap iku anak domba. Ke genap 17.5 liter gandum, 3 liter minyak kana enda tau enda diberi.
EZK.46.12	“Lebuh raja deka ngenjuk piring nitihka peneka ati diri ngagai TUHAN, nemuka piring nya ditunu segala, tauka piring pemaik, pintu ti muak ke timur ti nuju ngagai tengah laman ti di dalam, enda tau enda dibuka ke iya. Iya enda tau enda ngenjuk piring nya baka chara iya ke ngenjuk piring lebuh Hari Sabat, lalu pintu nya enda tau enda ditutup lebuh iya udah pansut.”
EZK.46.13	Ku TUHAN bejaku, “Genap pagi siku anak domba ti umur setaun, ti nadai penimpang, enda tau enda ditunu segala nyadika piring ti diberi ngagai TUHAN. Piring nya enda tau enda diberi tiap hari. 
EZK.46.14	Nambahka nya, dua kilogram tepung enda tau enda diberi tiap pagi, enggau seliter minyak kana kena nyampur tepung nya. Adat ngenjuk piring tu ngagai TUHAN enda tau enda dipejalaika belama iya. 
EZK.46.15	Anak domba, tepung, enggau minyak kana nya enda tau enda diberi ngagai TUHAN genap pagi, belama iya.”
EZK.46.16	Ku TUHAN Allah Taala bejaku: “Enti raja meri tanah iya empu ngagai siku ari bala anak lelaki iya, tanah nya deka diempu anak iya nyadika pesaka iya. 
EZK.46.17	 Tang enti iya meri tanah iya ngagai orang ke bekereja ke iya, tanah nya deka diempu orang nya nyentuk ngagai taun mulaika utai baru.
EZK.46.18	Raja enda tau ngerampas pesaka orang. Tanah ti diberi iya ngagai bala anak lelaki iya enda tau enda tanah ti endang udah diletak nyadika pesaka raja empu, ngambika iya enda ngerampas tanah ari bala nembiak Aku.”
EZK.46.19	Udah nya orang nya lalu mai aku nengah penama nya, ti ba tisi pintu nya, tunga ngagai rintai bilik bala imam muak ke utara. Dia aku lalu tepedaka siti endur ba pengabis ujung rintai bilik nya muak ke barat. 
EZK.46.20	Iya lalu bejaku ngagai aku, “Tu endur alai bala imam manduk dagin ti udah diberi nyadika piring pengampun dosa, tauka piring kena bebayar, enggau endur alai sida manggang tepung ti diberi nyadika piring, ngambika utai ti kudus nya enda dibai pansut ngagai tengah laman ti di luar, lalu ngemediska orang mayuh.”
EZK.46.21+EZK.46.22	Udah nya iya nguluka aku ngagai tengah laman ti di luar, lalu nunjukka ngagai aku, ba genap iti sukut tengah laman nya bisi tengah laman ti mit agi, ti panjai 20 meter enggau buka 15 meter. 
EZK.46.23	Genap iti tengah laman nya dikelingi enggau dinding batu, lalu bisi dapur ngimbai dinding nya. 
EZK.46.24	Ku orang nya madahka ngagai aku, “Nya dapur alai bala orang ke bekereja dalam Rumah Sembiang manduk piring ti diberi orang mayuh.”
EZK.47.2	Orang nya lalu mai aku pansut ari kandang Rumah Sembiang nengah pintu utara, lalu nguluka aku ngagai pintu ti nunga ke timur. Siti sungai ti mit rarat ari tisi selatan pintu nya. 
EZK.47.3	Ngena batang penyukat iya, iya lalu nyukat 500 meter ngili sungai nya tunga ke timur, lalu ngasuh aku bejalai nengah ai nya. Ai nya semina ngampuhka buku-ali aku. 
EZK.47.4	Udah nya iya nyukat 500 meter baru, lalu ai nya ngampuhka pala patung aku. Iya nyukat 500 meter da agi, lalu ai nya datai ba ikas punggung aku. 
EZK.47.5	Iya nyukat 500 meter da agi, lalu ai dia kelalu dalam datai ke aku nyau enda ulih bejalai nengah ai nya agi. Ai nya kelalu dalam, lalu enda ulih ditengah enti enda nyemerai. 
EZK.47.6	Ku iya bejaku ngagai aku, “Anak mensia, peratika semua utai tu enggau manah.”
EZK.47.6	Udah nya orang nya mai aku pulai baru ke tebing, 
EZK.47.7	lalu lebuh aku datai ba tebing, aku tepedaka mayuh amat kayu ba tebing sepiak-sepiak. 
EZK.47.8	Ku iya bejaku ngagai aku, “Ai tu rarat nengah menua tu tunga ke timur, lalu nurun ngagai Lebak Jordan, terus ngagai Tasik Mati. Lebuh ai sungai tu rarat ngagai Tasik Mati, iya nganti ai ti masin ba tasik nya ngena ai ti tabar. 
EZK.47.9	Enda milih tunga ai sungai nya rarat, endur nya deka bisi semua macham jelu enggau ikan. Ai sungai nya deka ngasuh ai dalam Tasik Mati tabar, lalu enda milih tunga ai nya rarat, iya deka ngasuh utai dia idup. 
EZK.47.10	Orang berikan deka seruran bisi ba tebing nya nyembui pukat sida kenyau ari Mata Ai di En-gedi, nyentuk ngagai Mata Ai di En-eglaim. Pemayuh macham ikan ba sungai nya deka ngemayuh macham ikan ti ba Tasik Tengah. 
EZK.47.11	Tang ai ba paya enggau ba letung sepemanjai tebing sungai nya masin. Ai dia deka nyadi endur alai orang ngulihka garam. 
EZK.47.12	 Ba tebing sepiak-sepiak sungai nya, semua macham kayu deka tumbuh lalu mansutka utai ti tau diempa. Daun sida enda nemu layu, lalu sida enda ngetu bebuah. Sida mansutka buah tiap bulan, laban sida bulih ai ari sungai ti rarat ari Rumah Sembiang. Kayu dia deka mansutka pemakai, lalu daun sida deka dikena ngeraika orang.”
EZK.47.13	Ku TUHAN Allah Taala bejaku, “Tu garis entara menua ke menua ti deka dibagi ngagai dua belas raban bansa orang Israel, lalu raban bansa Josep deka nerima dua iti bagi.
EZK.47.14	Aku udah besemaya ngena sumpah enggau bala aki ini kita, deka meri sida menua tu. Nya alai, diatu bagi meh menua tu ulih kita.
EZK.47.15	“Garis entara menua di utara berengkah ba Tasik Tengah terus ke timur ngagai nengeri Hetlon, ngagai Lebo-hamat, ngagai nengeri Sedad,
EZK.47.16	ngagai nengeri Berotah enggau Sibraim (nengeri nya ba entara menua perintah Damaskus enggau menua perintah Hamat), lalu ngagai nengeri Tikon (ba garis entara menua ke pelilih menua Hauran). 
EZK.47.17	Nya alai garis entara menua di utara berengkah ari Tasik Tengah lalu nuju ke timur ngagai nengeri Enon, ti tunga ke utara Damaskus lalu garis entara menua enggau Hamat tunga ke utara garis entara menua nya.
EZK.47.18	“Garis entara menua di timur berengkah ba endur entara menua Damaskus enggau menua Hauran, lalu nuju ke selatan. Sungai Jordan nyadika garis entara menua kena nyeraraka menua Israel di barat enggau menua Giliat di timur, nyentuk ngagai Tamar ba Tasik Mati.
EZK.47.19	“Garis entara menua di selatan berengkah ba Tamar lalu nuju ke selatan-barat ngagai mata ai Kades-meribah lalu udah nya nuju ke utara-barat niti garis entara menua Ejip, ngagai Tasik Tengah.
EZK.47.20	“Garis entara menua di barat nya Tasik Tengah, terus ke utara ngagai siti endur ti tunga ke barat Lebo-hamat.
EZK.47.21	“Bagi menua tu ngagai raban bansa kita. 
EZK.47.22	Menua tu nyadika pesaka kita. Orang ari menua bukai ti diau begulai enggau kita, lalu udah beranak betelesak di menua tu, enda tau enda bisi ungkup lebuh kita magi menua tu. Sida enda tau enda digaga sebaka enggau peranak orang Israel, lalu enda tau enda enggau bechabut undi ngambi ungkup menua sama enggau raban bansa orang Israel. 
EZK.47.23	Semua orang bansa bukai ke diau ngentapka diri di menua tu deka nerima ungkup sama enggau raban bansa ti enggau sida begulai diau. Aku TUHAN Allah Taala, udah bejaku.”
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Garis entara menua ti di utara nuju tunga ke timur berengkah ari Tasik Tengah nyentuk ngagai nengeri Hetlon, ngagai Lebo-hamat, ngagai nengeri Enon, ngagai garis entara menua perintah Damaskus enggau Hamat. Genap raban bansa deka nerima sebagi ari tanah nya berengkah ari garis entara menua ti muak ke timur nyentuk ngagai Tasik Tengah di barat. Baka tu ku ripih bagi menua ti diungkupka ngagai tiap-tiap raban bansa, berengkah ari utara nyentuk ke selatan:
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Dan
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Aser
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Naptali
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Manasi
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Epraim
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Reuben
EZK.48.1+EZK.48.2+EZK.48.3+EZK.48.4+EZK.48.5+EZK.48.6+EZK.48.7	Judah
EZK.48.8	Tanah ti nangkanka menua raban bansa Judah enda tau enda dibagi nyadi endur ti besai amat guna. Buka tanah nya 12.5 kilometer ari utara ke selatan. Lalu pemanjai iya ari timur nuju ke barat nya sebaka enggau pemanjai menua ti diberi ngagai raban bansa orang Israel ti bukai. Tu meh tanah alai Rumah Sembiang deka digaga.
EZK.48.9	Ba tengah-tengah tanah tu, siti endur ti panjai 12.5 kilometer, buka 10 kilometer, deka diserahka ngagai TUHAN. 
EZK.48.10	Sida imam deka bulih bagi ari tanah ti kudus tu. Ari timur ke barat, pemanjai tanah sida nya 12.5 kilometer, lalu ari utara ke selatan, 5 kilometer. Lalu Rumah Sembiang deka digaga ba tengah-tengah tanah tu. 
EZK.48.11	Tanah ti kudus tu diberi ngagai bala sida imam ti ari peturun Sadok. Sida udah gawa ke Aku enggau ati ti tetap, lalu nadai enggau orang Israel ti bukai ngereja utai ti salah, baka ke udah dikereja raban bansa Lewi ti bukai. 
EZK.48.12	Nya alai sida diberi tanah ngimbai tanah ti diempu orang Lewi, lalu tanah nya deka nyadi endur ti pemadu kudus. 
EZK.48.13	Orang Lewi mega diberi tanah muak ke selatan ari tanah sida imam. Pemanjai tanah nya mega 12.5 kilometer ari timur ke barat, lalu buka iya 5 kilometer ari utara ke selatan. 
EZK.48.14	Tanah ti diserahka ngagai TUHAN nya tanah ti pemadu manah di menua Israel, lalu tanah nya enda tau dijual, tauka disilih, tauka ditukar nama ngagai nama orang bukai. Tanah nya kudus lalu endang enggi TUHAN.
EZK.48.15	Teda tanah nya, ti panjai 12.5 kilometer enggau buka 2.5 kilometer, nya ukai tanah ti kudus, tang tau dikena orang mayuh. Sida tau diau dia, lalu ngena tanah nya. Nengeri deka digaga ba tengah-tengah tanah nya, 
EZK.48.16	lalu tanah nya besegi empat, pemanjai tisi sepiak-sepiak 2.25 kilometer. 
EZK.48.17	Ngelingi nengeri nya bisi tanah ti lapang. Buka tanah nya 125 meter. 
EZK.48.18	Teda tanah ti agi tinggal lebuh nengeri nya udah digaga muak ari selatan tanah ti kudus nya, deka nyadi endur alai orang nengeri nya betanamka utai. Pemanjai teda tanah nya muak ke timur nya 5 kilometer, lalu buka iya 2.5 kilometer. Pemanjai iya muak ke barat 5 kilometer, lalu buka iya 2.5 kilometer. 
EZK.48.19	Barang sapa diau dalam nengeri nya, enda milih bagi raban bansa sida nya, tau betanamka utai ba tanah nya.
EZK.48.20	Nya alai tanah nya, nyengkaum tanah ti diungkup alai ngaga nengeri nya, besegi empat. Pemanjai tisi siti-siti 12.5 kilometer.
EZK.48.21+EZK.48.22	Teda tanah ti tunga ke timur enggau ke barat ari tanah ti alai Rumah Sembiang bediri, ti alai tanah bala sida imam, tanah orang Lewi, enggau tanah alai nengeri nya bediri, semua diempu raja. Tanah nya nganchau nyentuk ngagai garis entara menua di timur enggau nyentuk ngagai Tasik Tengah di barat. Di utara tanah nya bekunsika garis entara menua enggau tanah raban bansa Judah, lalu di selatan iya bekunsika entara enggau tanah raban bansa Benjamin.
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Tanah ti muak ke selatan tanah nya, iya nya kenyau ari garis entara menua ti di timur nyentuk ngagai Tasik Tengah di barat, enda tau enda dibagi baka tu, betusun ari utara ngagai selatan:
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Benjamin
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Simeon
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Isakar
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Sebulun
EZK.48.23+EZK.48.24+EZK.48.25+EZK.48.26+EZK.48.27	Gat
EZK.48.28	Ba tisi selatan tanah ti diberi ngagai raban bansa Gat, garis entara menua nya nuju ke selatan-barat berengkah ari Tamar ngagai mata ai Kades, lalu udah nya, nuju ke utara-barat niti garis entara menua enggau orang Ejip, ngagai Tasik Tengah.
EZK.48.29	Ku TUHAN Allah Taala bejaku, “Nya meh jalai menua nya deka dibagi ngagai semua raban bansa orang Israel, nyadika pesaka sida.”
EZK.48.35	Pemanjai semua dinding ti ngelingi nengeri nya, 9 kilometer. Belabuh ari diatu, nama nengeri nya “TUHAN Bisi Ditu!”
DAN.1.2	 Lalu TUHAN nyerahka Raja Jehoiakim ngagai jari Raja Nebukadnesar sama enggau reta tengkira ti berega dalam Rumah Sembiang. Lalu Nebukadnesar nabanka sekeda orang tangkap ngagai menua Babilon. Iya mai lalu nyimpan reta tengkira dalam bilik setor rumah petara iya.
DAN.1.3	Raja nya ngasuh Aspenas, ti nyadi tuai ke bala pemesai iya, milih orang Israel ke agi biak, ke ari peturun raja, enggau ari peturun orang ke tinggi pangkat, 
DAN.1.4	ke nadai penimpang, sigat, bepenemu-dalam sereta bepelajar, ke ulih bekereja dalam istana raja. Iya ngasuh Aspenas ngajar sida macha enggau nulis jaku orang Babilon. 
DAN.1.5	Raja mega meri atur ngasuh sida tiap hari diberi pemakai enggau wain ti diberi ngagai raban orang ke di istana raja. Lebuh sida udah dilatih tiga taun, sida lalu dibai betemu enggau raja. 
DAN.1.6	Bala sida nya nyengkaum Daniel, Hananiah, Misael, enggau Asariah, ke datai ari raban bansa Judah. 
DAN.1.7	Tuai pemesai nya meri sida nama baru: Daniel dikumbai iya Beltesasar; Hananiah dikumbai iya Sadrak; Misael dikumbai iya Mesak; lalu Asariah dikumbai iya Abednego.
DAN.1.8	Daniel mutuska runding enggai ngamahka diri makai pemakai raja, tauka ngirup wain ti diirup raja, lalu iya minta Aspenas ngemendarka iya ngereja nya. 
DAN.1.9	Lalu Allah Taala ngasuh Aspenas kasihka Daniel. 
DAN.1.10	Tang ku Aspenas bejaku enggau Daniel, “Aku takutka raja; laban raja udah ngeletak utai ti patut diempa enggau diirup kita. Enti iya meda kita kurus agi ari orang bujang ke seumur enggau kita, iya tentu deka munuh aku.”
DAN.1.11	Udah nya Daniel lalu bejaku enggau orang jaga ti udah diasuh Aspenas ngemataka sida: 
DAN.1.12	“Awakka nuan nguji kami dalam kandang sepuluh hari. Beri kami sayur enggau ai irup aja. 
DAN.1.13	Udah nya nuan tau mandingka kami enggau orang bujang ke makai pemakai raja, lalu ngaga pemutus nuan beduduk ba utai ti dipeda nuan.”
DAN.1.14	Orang jaga nya besetuju nejuka sida Daniel ngujika diri dalam kandang sepuluh hari. 
DAN.1.15	Lebuh timpuh nyau chukup, sida berupai manah agi gaya, sereta gemu agi ari semua orang bujang ke makai pemakai raja. 
DAN.1.16	Nya alai, orang jaga nya ngambi pemakai raja ari sida, lalu meri sida sayur.
DAN.1.17	Allah Taala meri sida penemu macha enggau nulis, sereta meri sida penemu-dalam. Nambahka nya, Iya meri Daniel pengelandik nerangka reti genera enggau mimpi.
DAN.1.18	Ba ujung timpuh ti udah diletak raja, Aspenas mai semua orang bujang nya ngagai Nebukadnesar. 
DAN.1.19	Raja berandau enggau semua sida, lalu iya puas agi ati enggau Daniel, Hananiah, Misael, enggau Asariah ari sida ti bukai. Nya alai sida empat lalu diletak nyadi raban orang ke bekereja di istana raja. 
DAN.1.20	Dalam semua pekara pasal penemu-dalam enggau pasal meretika utai ti ditanyaka raja ngagai sida, raja nemu sida sepuluh kali pandai agi ari semua orang ke tau keramat, tauka orang ke nyadi lemambang ke di menua ti dipegai iya. 
DAN.1.21	Daniel mengkang bekereja di istana raja nyentuk ngagai maya Raja Sairus.
DAN.2.1	Kedua taun Nebukadnesar udah nyadi raja, iya bisi mimpi. Mimpi nya balat amat ngasuh ati iya irau, datai ke nyau enda ulih tinduk. 
