GEN.1.1	Tshimolohong, Modimo o ne o hlole mahodimo le lefatshe.
LUK.24.44	A ntoo re ho bona: Ke tsona ditaba tseo nkileng ka le bolella tsona, ha ke sa na le lona, ka re: Tsohle tseo ke ngodilweng ka tsona molaong wa Moshe le baporofeteng le dipesalemeng, e ka kgona di etsahale. 
LUK.24.45	Ya eba hona a bulang kutlwisiso ya bona, hore ba utlwisise Mangolo. 
LUK.24.46	A ntoo re ho bona: Ho ne ho ngodilwe jwalo, mme ho ne ho tshwanela hore Kreste a utlwiswe bohloko, mme a tsohe bafung ka letsatsi la boraro; 
LUK.24.47	ho tle ho bolelwe ka lebitso la hae pako le tshwarelo ya dibe ho ditjhaba tsohle, ho qala ka Jerusalema. 
LUK.24.48	Lona, le dipaki tsa 
LUK.24.49	Mme bonang, nna ke tla le romela pallo ya Ntate; le mpe le sale motseng wa Jerusalema, le tle le be le apeswe ka matla a tswang hodimo.
LUK.24.50	A ba isa kantle, ho ya fihla Bethania, a emisa matsoho a hae, a ba hlohonolofatsa. 
LUK.24.51	A re a sa ba hlohonolofatsa, a kgaohana le bona, a nyolosetswa lehodimong. 
LUK.24.52	Haele bona, ba mo kgumamela, ba ntoo kgutlela Jerusalema ka thabo e kgolo. 
LUK.24.53	Ba ne ba le tempeleng kamehla, ba ntse ba boka Modimo, ba o rorisa.
JHN.1.1	Lentswe le ne le le tshimolohong, mme Lentswe le ne le le ho Modimo, mme Lentswe e ne e le Modimo. 
JHN.1.2	Le ne le le ho Modimo tshimolohong. 
JHN.1.3	Dintho tsohle di entswe ke lona, mme hara dintho tse leng teng, ha ho letho le entsweng kantle ho lona. 
JHN.1.4	Bophelo bo ne bo le ho lona, mme bophelo e ne e le lesedi la batho. 
JHN.1.5	Mme lesedi le kganya lefifing, mme lefifi ha le a ka la le amohela.
JHN.1.6	Monna a hlaha, a romilwe ke Modimo, lebitso la hae 
JHN.1.7	Eo a tla ho ba paki, hore a pake tsa lesedi, bohle ba tle ba dumele ka yena. 
JHN.1.8	E ne e se yena lesedi, 
JHN.1.9	E ne e le lona lesedi la nnete, le bonesetsang motho e mong le e mong ya hlahang lefatsheng. 
JHN.1.10	Le ne le le lefatsheng, mme lefatshe le hlahile ka lona, mme lefatshe ha le a ka la le tseba. 
JHN.1.11	Le ne le tle habo lona, mme ba habo lona ha ba ka ba le amohela. 
JHN.1.12	Empa bohle ba le amohetseng, le ba neile tokelo ya ho ba bana ba Modimo, e leng ba dumelang lebitso la lona; 
JHN.1.13	ba sa kang ba tswalwa ke madi, leha e le ka ho rata ha nama, leha e le ka ho rata ha monna, ba mpa ba tswetswe ke Modimo. 
JHN.1.14	Lentswe le ne le etswe nama, mme la aha hara rona le tletse mohau le nnete, mme re bohile kganya ya lona, e kang kganya ya Mora a nnotshi ya 
JHN.1.15	Johanne o mo pakile; a phahamisa lentswe, a re: Ke yena eo ke neng ke mmolela, ha ke re: Ya tlang kamorao ho nna, o moholo ho nna, kahobane a ne a le pele ho nna. 
JHN.1.16	Mme re amohetse bohle mohau hodima mohau, ho tletseng ho yena. 
JHN.1.17	Hobane molao o neilwe ka Moshe, mohau le nnete di hlahisitswe ka Jesu Kreste. 
JHN.1.18	Modimo ha o a ka wa bonwa ke motho le ka mohla o le mong; Mora a nnotshi, ya sefubeng sa Ntate, ke yena ya re tsebisitseng 
JHN.1.19	Ke bona bopaki ba Johanne, mohla Bajuda ba romileng baprista le Balevi, ba etswa Jerusalema, ho ya mmotsa, 
JHN.1.20	A ipolela, a se ke a latola, a bolela, 
JHN.1.21	Ba mmotsa, 
JHN.1.22	Yaba ba re ho yena: O mang, re tle re nee ba re romileng karabo? O reng, ha o ipolela? 
JHN.1.23	A re: 
JHN.1.24	Mme ba romilweng e ne e le ba bafarisi. 
JHN.1.25	Ba boela ba mmotsa, ba re ho yena: Ha o se Kreste, o se Elia, o se moporofeta eo, ke ka baka lang ha o kolobetsa na? 
JHN.1.26	Johanne a ba araba, a re: Haele nna, ke kolobetsa ka metsi; empa e mong o teng hara lona, eo le sa mo tsebeng; 
JHN.1.27	ke yena ya tlang kamorao ho nna, ya bileng teng pele ho nna, eo ke sa lokelang ho lokolla leqhwele la seeta sa hae.
JHN.1.28	Taba tseo di etsahetse Bethania, mose wa Jordane, moo Johanne a neng a kolobetsa teng.
JHN.1.29	Ka hosasane, Johanne a bona Jesu a etla ho yena, mme a re: Bonang, ke Konyana ya Modimo e tlosang dibe tsa lefatshe. 
JHN.1.30	Ke enwa eo ke mmoletseng, ka re: Kamorao ho nna ho tla monna ya bileng teng pele ho nna, kahobane a ne a le pele ho nna. 
JHN.1.31	Le nna ke ne ke sa mo tsebe; empa ke tlile ho kolobetsa ka metsi, a tle a bonahatswe ho Iseraele. 
JHN.1.32	Johanne a paka, a re: Ke bone Moya o theoha lehodimong, o kang leeba, wa ba wa dula hodima hae. 
JHN.1.33	Le nna ke ne ke sa mo tsebe; empa ya nthomileng ho kolobetsa ka metsi, ke yena ya neng a mpoleletse, 
JHN.1.34	Le nna ke bone, mme ke pakile hore enwa ke Mora Modimo.
JHN.1.35	Ka hosasane, Johanne o ne a eme teng hape hammoho le barutuwa ba hae ba le babedi. 
JHN.1.36	A tadima Jesu a feta, a re: Bonang, ke Konyana ya Modimo. 
JHN.1.37	Barutuwa ba babedi bao ba mo utlwa a rialo, ba ba ba latela Jesu. 
JHN.1.38	Jesu eitse ha a reteleha, mme a ba bona ba mo latela, a re ho bona: 
JHN.1.39	Le batlang? Ba re ho yena: Rabbi, — ke ho re, moruti, ha ho fetolwa — o dutse kae? 
JHN.1.40	A re ho bona: Tlong, le bone. Yaba ba ya, ba bona moo a dutseng teng, mme ba hlola letsatsi leo le yena; e ne e batla ho ba hora ya leshome.
JHN.1.41	Andrease, ngwanabo Simone Petrose, e ne e le e mong wa ba babedi bao ba utlwileng Johanne ha a bolela, mme ba latela 
JHN.1.42	Yena a fumana pele Simone, ngwanabo ka sebele; a re ho yena: Re bone Messia — ke ho re, Kreste, ha ho fetolwa. 
JHN.1.43	A mo isa ho Jesu. Jesu ha a mo tadima, a re: O Simone, mora Jona: o tla bitswa Kefase — ke 
JHN.1.44	Ka hosasane, Jesu a rata ho ya Galilea, mme a fihlela Filipi; a re ho yena: Ntatele! 
JHN.1.45	Athe Filipi eo e ne e le motho wa Bethsaida, motse wa habo Andrease le Petrose.
JHN.1.46	Filipi a fihlela Nathanaele, a re ho yena: Re fumane eo Moshe a ngodileng 
JHN.1.47	Nathanaele a re ho yena: Na ntho e molemo e ka tswa Nasaretha na? Filipi a re ho yena: Tloo, o bone. 
JHN.1.48	Jesu a bona Nathanaele a etla ho yena, a mmolela, a re: Bonang Moiseraele wa sebele, eo ho seng mano ho yena. 
JHN.1.49	Nathanaele a re ho yena: O ntsebela kae? Jesu a araba, a re ho yena: Ke o bone, Filipi a eso ho o bitse, o le tlasa 
JHN.1.50	Nathanaele a araba, a re ho yena: Rabbi, o Mora wa Modimo, o morena wa Iseraele! 
JHN.1.51	Jesu a araba, a re ho yena: O dumela kahobane ke o boleletse hore ke o bone tlasa 
JHN.1.52	A ba a re ho yena: Kannetenete ke re ho lona: Ho qala jwale, le ya nne le bone lehodimo le phetlilwe, le mangeloi a Modimo a nyoloha, a ba a theohela hodima Mora motho.
JHN.2.1	Ka letsatsi la boraro, bohadi ba eba teng Kana wa Galelea; mma Jesu o ne a le teng. 
JHN.2.2	Jesu le yena a biletswa bohading le barutuwa ba hae. 
JHN.2.3	Mme veine ya fela. Yaba mma Jesu o re ho yena: Ha ba na veine. 
JHN.2.4	Jesu a re ho yena: Mosadi, taba ya ka le wena ke efe? Nako ya ka ha e eso ho tle. 
JHN.2.5	Mmae a re ho bahlanka: Etsang kahohle kamoo a tla le bolella kateng. 
JHN.2.6	Dinkgo tsa majwe tse tsheletseng di ne di le teng, tseo Bajuda ba itlhatswang ho tsona; e nngwe le e nngwe e ne e tlatswa ke ditekanyo tse pedi, kapa tse tharo. 
JHN.2.7	Jesu a re ho bona: Tlatsang dinkgo 
JHN.2.8	Yaba o re ho bona: Kgang jwale, le isetse monga mokete. Mme ba mo isetsa. 
JHN.2.9	Yare ha monga mokete a latswa metsi a fetohileng veine, a sa tsebe moo e tswang teng, ho tsejwa ke bahlanka feela ba kgileng metsi, monga mokete a bitsa monyadi, 
JHN.2.10	a re ho yena: Batho bohle ba ye ba bee veine e monate pele, mme ere hobane ho nowe haholo, ebe hona 
JHN.2.11	Mohlolo ona, oo Jesu a qadileng ka wona, o ne a o etse Kana wa Galelea; a bontsha kganya ya hae, mme barutuwa ba hae ba dumela ho yena.
JHN.2.12	Kamora tseo, ba theohela Kapernauma, e le yena le mmae, le banababo, le barutuwa ba hae; mme ba hlola teng matsatsi a se makae.
JHN.2.13	Paseka ya Bajuda e ne e le haufi; yaba Jesu o nyolohela Jerusalema. 
JHN.2.14	A fumana tempeleng batho ba bapatsang ka dikgomo le ka dinku le ka maeba, le ba ananyang ditjhelete ba dutse 
JHN.2.15	Hobane a etse phafa ya maratswana, a ba phahla kaofela tempeleng, le dinku le dikgomo; mme ditjhelete tsa ba ananyang a di tsholla, a rapalatsa le ditafole. 
JHN.2.16	A ba a re ho ba bapatsang ka maeba: Tlosang dintho tsena mona, mme ntlo ya Ntate le se ke la e etsa ntlo ya ho rekela. 
JHN.2.17	Jwale barutuwa ba hae ba elellwa hobane ho ngodilwe, ho thwe: Tjheseho ya ntlo ya hao e ntjele.
JHN.2.18	Yaba Bajuda ba bua, ba re ho yena: O ya re bontsha pontsho efe, haele moo o etsa tse jwalo? 
JHN.2.19	Jesu a araba, a re ho bona: Qhaqhang tempele ena, mme ke tla e tsosa ka matsatsi a mararo. 
JHN.2.20	Yaba Bajuda ba re: Tempele ena e hahilwe ka dilemo tse mashome a mane a metso e tsheletseng, mme wena o re, o tla e tsosa ka matsatsi a mararo na? 
JHN.2.21	Athe yena o ne a bolela tempele ya mmele wa hae. 
JHN.2.22	Eitse hobane a tsohe bafung, barutuwa ba hae ba elellwa hobane o ne a ba boleletse 
JHN.2.23	Yare a sa le Jerusalema, ka Paseka, mohla mokete, 
JHN.2.24	Empa Jesu yena o ne a sa ba tshepe, kahobane a ne a ba tseba kaofela, 
JHN.2.25	le kahobane a ne a sa tshwanele a ka bolellwa tsa motho ke e mong; hobane o ne a itsebela se leng teng ka ho motho.
JHN.3.1	Monna e mong wa bafarisi, e leng kgosana ya Bajuda, o ne a le teng, lebitso la hae e le Nikodema. 
JHN.3.2	A tla ho Jesu bosiu, a re ho yena: Rabbi, re a tseba hobane o moruti ya tswang ho Modimo; hobane ha ho motho ya ka etsang mehlolo eo o e etsang, ha Modimo o se ho yena. 
JHN.3.3	Jesu a araba, a re ho yena: Kannetenete ke re ho wena: Motho ha a sa tswalwe la bobedi, o sitwa ho bona mmuso wa Modimo. 
JHN.3.4	Nikodema a re ho yena: Na motho a ka tswalwa jwang ha a se a tsofetse? Na a ka boela a kgutlela popelong ya mmae, a boela a tswalwa? 
JHN.3.5	Jesu a araba, 
JHN.3.6	Se tswetsweng ke nama, ke nama; mme se tswetsweng ke Moya, ke moya. 
JHN.3.7	Se makale, ha ke re ho wena: E ka kgona le tswalwe la bobedi. 
JHN.3.8	Moya o fokela moo o ratang teng, mme o utlwa modumo wa wona, empa ha o tsebe moo o tswang teng, le moo o yang teng. Ho jwalo le ho bohle ba tswetsweng ke Moya. 
JHN.3.9	Nikodema a araba, a re ho yena: Tseo di ka etswa jwang na? 
JHN.3.10	Jesu a araba, a re ho yena: Wena o moruti wa Iseraele, mme ha o tsebe taba tseo! 
JHN.3.11	Kannetenete ke re ho wena: Re bolela seo re se tsebang, mme re paka seo re se boneng; empa ha le amohele bopaki ba rona. 
JHN.3.12	Ekare ha ke le bolella tsa lefatshe, mme le sa dumele, na le tla dumela jwang ha ke le bolella tsa lehodimo? 
JHN.3.13	Ha ho ya kileng a nyolohela lehodimong, haese ya theohileng lehodimong, 
JHN.3.14	Mme jwalokaha Moshe a ne a fanyehe noha feelleng, Mora motho e ka kgona a fanyehwe jwalo; 
JHN.3.15	hore e mong le e mong ya dumelang ho yena a se ke a timela, a mpe a be le bophelo bo sa feleng. 
JHN.3.16	Hobane Modimo o ratile lefatshe hakalo, o bile wa le nea Mora wa wona ya tswetsweng a nnotshi; hore e mong le e mong ya dumelang ho yena, a se ke a timela, a mpe a be le bophelo bo sa feleng. 
JHN.3.17	Hobane Modimo o romile Mora wa wona lefatsheng, e seng hore a ahlole lefatshe, empa e le hore lefatshe le bolokwe ke yena. 
JHN.3.18	Ya dumelang ho yena ha a ahlolwe; empa ya sa dumeleng o se a ahlotswe, kahobane ha a ka a dumela lebitso la Mora Modimo ya tswetsweng a nnotshi. 
JHN.3.19	Mme kahlolo ke yona ena: Lesedi le tlile lefatsheng, mme batho ba ratile lefifi ho lesedi, kahobane mesebetsi ya bona e ne e le mebe. 
JHN.3.20	Hobane e mong le e mong ya etsang bobe, o hloile lesedi, mme ha a tle leseding, mesebetsi ya hae e tle e se ke ya kgalemelwa. 
JHN.3.21	Empa ya etsang nnete, o tla leseding, mesebetsi ya hae e tle e bonahatswe hore e etseditswe Modimo.
JHN.3.22	Kamora tseo, Jesu a tla lefatsheng la Judea, a ena le barutuwa ba hae, mme a hlola teng le bona, a kolobetsa. 
JHN.3.23	Johanne le yena o ne a kolobetsa Enone, haufi le Salime, kahobane metsi a ne a le mangata teng, mme batho ba ne ba etla teng, ba kolobetswa. 
JHN.3.24	Hobane Johanne o ne a eso ho kenngwe teronkong.
JHN.3.25	Yaba ho hlaha kgang ka taba ya phekolo mahareng a barutuwa ba Johanne le Mojuda e mong. 
JHN.3.26	Ba ya ho Johanne, ba re ho yena: Rabbi, ya neng a na le wena mose wane wa Jordane, eo o neng o mo pake, bona, ke enwa o a kolobetsa, mme bohle ba ya ho yena. 
JHN.3.27	Johanne a araba, a re: Motho o sitwa ho nka letho, ha a sa le newe ke lehodimo. 
JHN.3.28	Ke lona ka sebele le leng dipaki tsa ka tsa hobane ke boletse, ka re: Hase nna Kreste, ke mpa ke romilwe ho mo etella pele. 
JHN.3.29	Ya nang le monyaduwa ke monyadi; empa motswalle wa monyadi ya emeng teng le ho mo utlwa, o ye a thabe ka thabo e kgolo, ha a utlwa lentswe la monyadi. Thabo ya ka, e leng e jwalo, e phethehile. 
JHN.3.30	E ka kgona yena a hole, mme nna ke bobe. 
JHN.3.31	Ya tswang lehodimong o kahodimo ho bohle, ya tswang lefatsheng ke wa lefatshe, mme o bua e le wa lefatshe; ya tswang lehodimong o kahodimo ho bohle. 
JHN.3.32	Seo a se boneng, le seo a se utlwileng, o a se paka; empa ha ho motho ya amohelang bopaki ba hae. 
JHN.3.33	Ya amohetseng bopaki ba hae, o tiisitse hore Modimo ke wa nnete. 
JHN.3.34	Hobane ya romilweng ke Modimo o bolela mantswe a Modimo, hobane Modimo ha o mo nee Moya ka tekanyo. 
JHN.3.35	Ntate o rata Mora, mme o mo neile dintho tsohle matsohong. 
JHN.3.36	Ya dumelang ho Mora, o na le bophelo bo sa feleng; mme ya sa dumeleng ho Mora, a ke ke a bona bophelo, empa bohale ba Modimo bo sala hodima hae.
JHN.4.1	Eitse ha Morena a tseba hobane bafarisi ba utlwile ha ho thwe: Jesu o fetisa Johanne ka ho etsa barutuwa le ka ho kolobetsa, — 
JHN.4.2	leha e ne e se yena Jesu ya kolobetsang, empa e le barutuwa ba hae, — 
JHN.4.3	a tloha Judea, mme a boela a ya Galelea. 
JHN.4.4	E ne e ka kgona a haole ka Samaria.
JHN.4.5	Yaba o fihla motseng wa Samaria, o bitswang Sikare, haufi le naha eo Jakobo a neng a e nee Josefa, mora wa hae. 
JHN.4.6	Sediba sa Jakobo se teng moo. Jesu, kahobane a ne a kgathetse ke tsela, a dula pela sediba; e ne e batla e le hora ya botshelela.
JHN.4.7	Jwale mosadi e mong wa Samaria a tla kga metsi, Jesu a re ho yena: Mphe, ke nwe. 
JHN.4.8	Hobane barutuwa ba hae ba ne ba ile motseng ho reka dijo. 
JHN.4.9	Mosadi eo wa Samaria a re ho yena: 
JHN.4.10	Jesu a mo araba, a re: Hoja o tsebile neo ya Modimo, le ya reng ho wena: Mphe, ke nwe, ke wena o ka beng o qetse ho yena, mme a ka be a o file metsi a kollang. 
JHN.4.11	Mosadi a re ho yena: Morena, ha o na sekgello sa ho kga, le sediba se sekoti; metsi 
JHN.4.12	Na o moholo ho ntata rona Jakobo, ya re neileng sediba sena, a ba a nwa ho sona ka sebele sa hae, le bara ba hae, le dikgomo tsa hae? 
JHN.4.13	Jesu a mo araba, a re: E mong le e mong ya nwang metsi ana, o tla boela a nyorwe. 
JHN.4.14	Empa e mong le e mong ya nwang metsi ao ke mo neang wona, a ke ke a hlola a nyorwa le ka mohla o le mong, mme metsi ao nna ke mo neang wona, e tla ba ka ho yena sediba sa metsi a phallelang bophelong bo sa feleng. 
JHN.4.15	Mosadi a re ho yena: Morena, mphe metsi ao, ke tle ke se hlole ke nyorwa, mme ke se hlole ke tla kga mona. 
JHN.4.16	Jesu a re ho yena: Ya bitsa monna wa hao, mme le tle kwano. 
JHN.4.17	Mosadi a araba, a re: Ha ke na monna. Jesu a re ho yena: O boletse hantle, ha o itse: Ha ke na monna. 
JHN.4.18	Hobane o kile wa ba le banna ba bahlano, mme eo o nang le yena jwale hase monna wa hao; moo o boletse nnete. 
JHN.4.19	Mosadi a re ho yena: Morena, ke a bona hobane o moporofeta. 
JHN.4.20	Bontata rona ba ne ba rapela thabeng eo; mme lona le re, nqalo eo ho tshwanetsweng ho rapelwa teng, e Jerusalema.
JHN.4.21	Jesu a re ho yena: Mosadi, ntumele, nako e a tla, eo le sa tlo ka le rapela Ntate thabeng eo, leha e le Jerusalema. 
JHN.4.22	Lona, le rapela seo le sa se tsebeng; rona re rapela seo re se tsebang; hobane poloko e tswa ho Bajuda. 
JHN.4.23	Empa nako e a tla, le jwale e setse e le yona, eo barapedi ba nnete ba tla rapela Ntate ka moya le ka nnete; hobane Ntate o batla ba mo rapelang jwalo. 
JHN.4.24	Modimo ke Moya: ba o rapelang e ka kgona ba rapele ka moya le ka nnete. 
JHN.4.25	Mosadi a re ho yena: Ke a tseba hobane Messia, ya bitswang Kreste, o tla tla; mohla eo a tlileng, o tla re tsebisa tsohle. 
JHN.4.26	Jesu a re ho yena: Ke nna, ya buang le wena.
JHN.4.27	Yaba barutuwa ba hae ba fihla, mme ba makala ka hoba a ne a bua le mosadi; leha ho le jwalo, ha ho a ka ha eba ya reng ho yena: O batlang? kapa: O buelang le yena? 
JHN.4.28	Yaba mosadi o siya nkgo ya hae, a ya motseng, a re ho batho: 
JHN.4.29	Tloong, le bone motho ya mopleletseng tsohle tseo ke di entseng. Na e ke se be ke yena Kreste? 
JHN.4.30	Yaba ba tswa motseng, mme ba tla ho 
JHN.4.31	Lekgatheng leo, barutuwa ba hae ba ne ba mo rapela, ba re: Rabbi, ako je. 
JHN.4.32	A re ho bona: Nna ke na le sejo seo ke se jang, seo lona le sa se tsebeng. 
JHN.4.33	Yaba barutuwa ba botsana, ba re: Hleka e mong o kile a mo tlisetsa dijo na? 
JHN.4.34	Jesu a re ho bona: Sejo sa ka ke ho etsa thato ya ya nthomileng, le ho phetha mosebetsi wa hae. 
JHN.4.35	Ana ha le re, kgwedi di sa le nne, mme etlaba e se e le kotulo? Empa ke re ho lona: Emisang mahlo a lona, le tadime masimo, hobane a se a sweufaletse ho kotulwa. 
JHN.4.36	Ya kotulang o nka moputso, mme o bokellela bophelo bo sa feleng dijo, hore ya jalang a thabe hammoho le ya kotulang. 
JHN.4.37	Hobane ke moo ho netahalang polelo ena e reng: E mong o a jala, mme e mong o a kotula. 
JHN.4.38	Ke le romile ho kotula moo le sa kang la sebetsa teng; ba bang ba sebeditse, mme lona le keneletse mosebetsing wa bona.
JHN.4.39	Basamaria ba bangata ba motse oo ba dumela ho yena, ka baka la polelo e boletsweng ke mosadi eo, ha a itse: O mpoleletse tsohle tseo ke di entseng. 
JHN.4.40	Ka baka leo, eitse ha Basamaria ba fihla ho yena, ba mo rapela, ba re, a dule le bona; mme a hlola ditshiu di le pedi teng. 
JHN.4.41	Ha ba ha dumela 
JHN.4.42	Ba ne ba re ho mosadi: Ha re sa dumela ka baka la polelo ya hao; hobane re ikutlwetse, mme re a tseba hobane enwa ke Kreste ruri, Mmoloki wa lefatshe.
JHN.4.43	Eitse ha matsatsi a mabedi a fetile, a tloha teng, a ya Galelea. 
JHN.4.44	Hobane le yena Jesu o ne a boletse, a re: Moporofeta ha a bokwe naheng ya habo. 
JHN.4.45	Eitse ha a fihla Galelea, Bagalelea ba mo amohela, kahobane ba ne ba bone tsohle tseo a di entseng Jerusalema mohla mokete; hobane le bona ba ne ba ile moketeng.
JHN.4.46	Jesu a boela a tla Kana wa Galelea, moo a neng a fetotse metsi veine. Mme kgosana e ne e le teng, eo mora wa yona a kulang Kapernauma. 
JHN.4.47	 eo eitse ha a utlwa hobane Jesu o fihlile Galelea, a etswa Judea, a tla ho yena, a mo rapela, a re, a theohe, a ye ho fodisa mora wa hae; hobane o ne a se a le makgatheng a ho shwa. 
JHN.4.48	Yaba Jesu o re ho yena: Ha le sa bone mehlolo le meeka, ha le ke le dumela. 
JHN.4.49	Kgosana ya re ho yena: Morena, ako theohe, ngwana ka a eso ho shwe. 
JHN.4.50	Jesu a re ho yena: Eya; mora wa hao o pholohile. Monna eo a dumela taba eo Jesu a mmolellang yona, a ikela. 
JHN.4.51	Yare ha a sa theoha, a kgahlanyetswa ke ba hlanka ba hae, ba mo tsebisa, ba re: Mora wa hao o pholohile. 
JHN.4.52	A ba botsa hora eo a ikutlwileng ho thuseha 
JHN.4.53	Yaba ntata 
JHN.4.54	Jesu a etsa mohlolo oo wa bobedi, ha a fihla Galelea, a etswa Judea.
JHN.5.1	Kamora 
JHN.5.2	Letsha le teetsweng hare ke mekgoro e mehlano le ne le le teng Jerusalema, monyakong wa Dinku, le bitswang Bethesda ka Seheberu. 
JHN.5.3	Ho ne ho sekame ho yona bongata bo boholo jwa batho ba kulang, difofu, le dihlotsa, le ba omeletseng 
JHN.5.4	Hobane lengeloi le ne le ye le theohele letsheng ka mehla e meng, le fudue metsi, mme ya neng a kena letsheng pele, hobane metsi a fuduwe, o ne a fodiswa, leha a ne a kula ke lefu lefe le lefe]. 
JHN.5.5	Monna e mong o ne a le teng moo, ya kutseng ka dilemo tse mashome a mararo a metso e robileng meno e le mmedi. 
JHN.5.6	Jesu ha a mmona a sekame, mme a tseba hobane e se e le nako e telele a kula, a re ho yena: Na o rata ho fola na? 
JHN.5.7	Ya kulang a mo araba, 
JHN.5.8	Jesu a re ho yena: Ema, nka diphate tsa hao, o tsamaye. 
JHN.5.9	Monna eo a hla a fola hang, a nka diphate tsa hae, a tsamaya.
JHN.5.10	Athe letsatsi leo ya be e le Sabatha. Yaba Bajuda ba re ho ya fodisitsweng: Ke Sabatha, ha o a lokela ho jara diphate tsa hao. 
JHN.5.11	A ba araba, 
JHN.5.12	Ba mmotsa, 
JHN.5.13	Ya fodisitsweng o ne a sa mo tsebe hore ke mang; hobane Jesu o ne a nyametse hara bongata bo neng bo le moo. 
JHN.5.14	Kamora tseo, Jesu a mo fumana tempeleng, a re ho yena: Bona, o fodisitswe; o se ke wa hlola o etsa sebe, hore se sebe haholo ho 
JHN.5.15	Monna 
JHN.5.16	Ka baka leo, Bajuda ba hlorisa Jesu, ba rata ho mmolaya, kahobane a ne a etsa tse jwalo ka Sabatha.
JHN.5.17	Empa Jesu a ba araba, 
JHN.5.18	Ka baka leo, Bajuda ba thoothelwa ho mmolaya, ka hore, ha a tlole molao wa Sabatha feela, empa o bile o re, Modimo ke Ntatae ka sebele, mme o iketsa ya lekanang le Modimo. 
JHN.5.19	Jesu a araba ke hona, a re ho bona: Kannetenete ke re ho lona: Mora o sitwa ho etsa letho a nnotshi, ha a sa ka a le bona le etswa ke Ntatae; hobane tsohle tse etswang ke 
JHN.5.20	Hobane Ntate o rata Mora, mme o mmontsha tsohle tseo yena a di etsang; o tla mmontsha le mesebetsi e meholo ho ena, le tle le makale. 
JHN.5.21	Hobane, jwalokaha Ntate a tsosa bafu, le ho ba pholosa, le yena Mora o pholosa bao a ratang ho ba 
