MAT.1.1	ھي عيسيٰ مسيح جو شجرو آھي، جيڪو دائود ۽ ابراھيم جو اولاد آھي.
1JN.4.1	اي عزيزو! سڀڪنھن روح تي يقين نہ ڪريو، پر روحن کي آزمائي ڏسو تہ اُھي خدا جي طرفان آھن يا نہ، ڇالاءِ⁠جو ڪيترائي اھڙا ماڻھو دنيا ۾ نڪري پيا آھن، جيڪي پاڻ کي نبي سڏائين ٿا. 
1JN.4.2	خدا جي روح کي اوھين ھن طرح سڃاڻي سگھو ٿا تہ جيڪو روح قبول ڪري ٿو تہ عيسيٰ مسيح انساني صورت ۾ آيو، سو خدا جي طرفان آھي. 
1JN.4.3	پر جيڪو روح عيسيٰ کي نہ ٿو مڃي، سو خدا جي طرفان نہ آھي ۽ اھو ئي مسيح جي دشمن جو روح آھي، جنھن جي بابت اوھان ٻڌو آھي تہ اچڻ وارو آھي، بلڪ ھاڻي اچي چڪو آھي.
1JN.4.4	پيارا ٻارؤ! اوھين خدا جا آھيو ۽ انھن نبي سڏائيندڙن تي فتحياب ٿيا آھيو، ڇالاءِ⁠جو جيڪو اوھان ۾ آھي سو انھيءَ کان وڌيڪ طاقتور آھي جيڪو دنيا ۾ آھي. 
1JN.4.5	ھو دنيا جا آھن، تنھنڪري ھو دنيا جون ڳالھيون ڪن ٿا ۽ دنيا انھن جي ٻڌي ٿي. 
1JN.4.6	اسين خدا جا آھيون. جيڪو خدا کي سڃاڻي ٿو سو اسان جي ٻڌي ٿو. جيڪو خدا جو نہ آھي سو اسان جي نہ ٿو ٻڌي. انھيءَ مان اسان کي حق جي روح ۽ گمراھيءَ جي روح جي خبر پوي ٿي.
1JN.4.7	اي عزيزو! اچو تہ ھڪ ٻئي کي پيار ڪريون. ڇالاءِ⁠جو پيار خدا جي طرفان آھي ۽ جيڪو پيار ڪري ٿو، سو خدا جو ٻار آھي ۽ ھو خدا کي سڃاڻي ٿو. 
1JN.4.8	جيڪو پيار نہ ٿو ڪري سو خدا کي نہ ٿو سڃاڻي، ڇالاءِ⁠جو خدا پيار آھي. 
1JN.4.9	خدا پنھنجو پيار اسان سان ھن طرح ظاھر ڪيو جو ھن پنھنجو ھڪڙو ئي فرزند دنيا ۾ موڪليو، تہ جيئن انھيءَ جي وسيلي اسين جيئرا رھون. 
1JN.4.10	پيار اھو نہ آھي تہ اسان خدا کي پيار ڪيو، پر ھي آھي تہ خدا اسان کي پيار ڪيو ۽ پنھنجي فرزند جي قرباني ڏنائين، جيڪا اسان جا گناھہ کڻي وڃي ٿي.
1JN.4.11	اي عزيزو! جڏھن خدا ئي اسان سان اھڙو پيار ڪيو، تہ پوءِ اسان کي بہ گھرجي تہ ھڪ ٻئي سان پيار ڪريون. 
1JN.4.12	 ڪنھن بہ انسانذات ڪڏھن بہ خدا کي نہ ڏٺو آھي. پر جيڪڏھن اسين ھڪ ٻئي سان پيار ڪريون ٿا تہ خدا اسان ۾ رھي ٿو ۽ سندس پيار اسان ۾ مڪمل ٿئي ٿو.
1JN.4.13	اسين ڄاڻون ٿا تہ خدا اسان ۾ رھي ٿو ۽ اسان خدا ۾ رھون ٿا، ڇالاءِ⁠جو ھن اسان کي پنھنجو پاڪ روح ڏنو آھي. 
1JN.4.14	اسان ڏٺو آھي ۽ انھيءَ جي شاھدي ٿا ڏيون تہ پيءُ پنھنجي فرزند کي جھان جو ڇوٽڪاري ڏيندڙ ڪري موڪليو آھي. 
1JN.4.15	جيڪو اقرار ڪري ٿو تہ عيسيٰ خدا جو فرزند آھي، تہ خدا انھيءَ ۾ رھي ٿو ۽ ھو خدا ۾. 
1JN.4.16	اسان کي خبر آھي ۽ اھو يقين اٿئون تہ خدا جو اسان سان پيار آھي. خدا پيار آھي، جيڪو پيار ۾ رھي ٿو سو خدا ۾ رھي ٿو ۽ خدا بہ انھيءَ ۾ رھي ٿو. 
1JN.4.17	انھيءَ سبب پيار کي اسان ۾ مڪمل ڪيو ويو آھي تہ جيئن عدالت جي ڏينھن اسان کي تسلي ھجي، ڇالاءِ⁠جو ھن ئي دنيا ۾ اسين مسيح وانگر آھيون. 
1JN.4.18	پيار ۾ ڪوبہ خوف ڪونھي، پر مڪمل پيار تہ خوف ڪڍي ٿو ڇڏي. ڇالاءِ⁠جو خوف سزا جي ڪري ٿئي ٿو ۽ جيڪو ڊڄي ٿو سو پيار ۾ ڪامل نہ ٿيو آھي.
1JN.4.19	اسين پيار انھيءَ لاءِ ٿا ڪريون، جو پھريائين خدا اسان سان پيار ڪيو آھي. 
1JN.4.20	جيڪڏھن ڪو ماڻھو چوي تہ ”آءٌ خدا سان پيار ٿو ڪريان،“ پر ھو پنھنجي ڀاءُ ڀيڻ سان پيار نہ ٿو ڪري جنھن کي ھن ڏٺو آھي، سو خدا سان پيار ڪين ڪري سگھندو، جنھن کي ھن ڏٺو ئي ڪينھي. 
1JN.4.21	جڏھن تہ مسيح جو اھو حڪم آھي تہ جيڪو خدا سان پيار ٿو ڪري تنھن کي پنھنجي ڀاءُ ڀيڻ سان بہ پيار ڪرڻ گھرجي.
1JN.5.1	جنھن کي اھو يقين آھي تہ عيسيٰ ئي مسيح آھي، سو خدا جو ٻار آھي ۽ جيڪو پيءُ سان پيار ٿو ڪري، سو سندس ٻار سان بہ پيار ٿو ڪري. 
1JN.5.2	جڏھن اسين خدا سان پيار ڪريون ٿا ۽ سندس حڪمن تي عمل ٿا ڪريون، تہ انھيءَ مان معلوم ٿئي ٿو تہ خدا جي ٻارن سان بہ پيار ٿا ڪريون. 
1JN.5.3	 خدا سان پيار ڪرڻ، معنيٰ اسان جو سندس حڪمن تي عمل ڪرڻ آھي ۽ ھن جا حڪم ڏکيا نہ آھن. 
1JN.5.4	ڇالاءِ⁠جو جيڪو خدا جو ٻار آھي، سو دنيا تي فتح حاصل ڪري ٿو. اھا سوڀ جنھن دنيا کي فتح ڪيو آھي سا آھي اسان جو ايمان. 
1JN.5.5	دنيا کي ڪير فتح ڪري سگھي ٿو، سواءِ انھيءَ جي جيڪو ايمان آڻي ٿو تہ عيسيٰ خدا جو فرزند آھي؟
1JN.5.6	ھي اھو ئي آھي جيڪو پاڻيءَ ۽ رت جي وسيلي آيو، يعني عيسيٰ مسيح. ھو نہ رڳو پاڻيءَ جي وسيلي، پر پاڻيءَ ۽ رت ٻنھي جي وسيلي آيو آھي. 
1JN.5.7	اھو شاھدي ڏيڻ وارو پاڪ روح آھي، ڇالاءِ⁠جو پاڪ روح حق آھي. بلڪ شاھدي ڏيڻ وارا تہ ٽي آھن: 
1JN.5.8	پاڪ روح، پاڻي ۽ رت، جيڪي سڀيئي ھڪڙي ئي ڳالھہ ٿا ڪن. 
1JN.5.9	اسين ماڻھن جي شاھدي قبول ڪريون ٿا. پر خدا جي شاھدي تہ انھيءَ کان وڌيڪ آھي، ڇالاءِ⁠جو اھا خدا جي شاھدي آھي، جيڪا ھن پنھنجي فرزند جي حق ۾ ڏني آھي.
1JN.5.10	جيڪو خدا جي فرزند تي ايمان آڻي ٿو، تنھن جي دل ۾ اھا شاھدي موجود آھي. جيڪو خدا تي ايمان نہ ٿو آڻي سو کيس ڪوڙو ٿو ڪري، ڇالاءِ⁠جو ھن انھيءَ شاھديءَ تي ايمان نہ آندو آھي، جيڪا خدا پنھنجي فرزند جي حق ۾ ڏني آھي. 
1JN.5.11	 اھا شاھدي ھيءَ آھي تہ خدا اسان کي دائمي زندگي ڏني آھي ۽ اھا زندگي خدا جي فرزند جي وسيلي آھي. 
1JN.5.12	جنھن وٽ خدا جو فرزند آھي تنھن وٽ زندگي آھي ۽ جنھن وٽ خدا جو فرزند نہ آھي تنھن وٽ زندگي بہ ڪانھي.
1JN.5.13	اوھين جيڪي خدا جي فرزند جي نالي تي ايمان آڻيو ٿا، تن ڏانھن مون ھي ڳالھيون انھيءَ لاءِ لکيون آھن تہ جيئن اوھان کي خبر پوي تہ اوھان کي دائمي زندگي مليل آھي. 
1JN.5.14	اسان کي خدا جي حضور ۾ پورو پورو ڀروسو آھي تہ جيڪڏھن اسين سندس مرضيءَ موجب ڪا شيءِ گھرنداسين تہ ھو اسان جي ٻڌندو. 
1JN.5.15	جيڪڏھن اسان کي خبر آھي تہ ھو اسان جي ٻڌي ٿو، تہ پوءِ اسين اھو بہ ڄاڻون ٿا تہ جيڪو بہ اسان کانئس گھريو آھي سو اسان کي مليو آھي.
1JN.5.16	جيڪڏھن ڪو ماڻھو پنھنجي ھم⁠ايمان کي اھڙو گناھہ ڪندو ڏسي، جنھن جو نتيجو موت نہ آھي تہ کيس ھن لاءِ خدا کان دعا گھرڻ کپي، جيڪو کيس زندگي بخشيندو. ھي انھن لاءِ آھي جيڪي اھڙا گناھہ نہ ٿا ڪن جن جو نتيجو موت آھي. اھڙو بہ گناھہ آھي، جنھن جو نتيجو موت آھي. آءٌ نہ ٿو چوان تہ کيس انھيءَ گناھہ بابت دعا گھرڻ کپي. 
1JN.5.17	سڀڪا بڇڙائي گناھہ آھي، پر اھڙو بہ گناھہ آھي جنھن جو نتيجو موت نہ آھي.
1JN.5.18	اسين ڄاڻون ٿا تہ خدا جنھن کي پنھنجو ٻار بڻايو آھي، سو گناھہ نہ ڪندو آھي، ڇالاءِ⁠جو خدا جو فرزند سندس حفاظت ڪري ٿو ۽ شيطان کيس ھٿ بہ لائي نہ ٿو سگھي. 
1JN.5.19	اسين ڄاڻون ٿا تہ اسين خدا جا ٻار آھيون، جيتوڻيڪ ٻي سڄي دنيا شيطان جي قبضي ۾ آھي. 
1JN.5.20	اسين اھو بہ ڄاڻون ٿا تہ خدا جو فرزند آيو آھي. ھن اسان کي سمجھہ بخشي آھي تہ اسين انھيءَ خدا کي سڃاڻون جيڪو حق آھي ۽ اسين انھيءَ حقيقي خدا جا آھيون، تھڙيءَ ئي طرح سندس فرزند عيسيٰ مسيح سان گڏجي ھڪ ٿيل پڻ آھيون. اھو ئي حقيقي خدا ۽ دائمي زندگي آھي.
1JN.5.21	پيارا ٻارؤ! بتن يعني ڪوڙن معبودن کان پاڻ کي بچائجو.
2JN.1.1	ھن بزرگ جي طرفان تو خدا جي 
2JN.1.2	ڇاڪاڻ⁠تہ سچ اسان ۾ رھي ٿو ۽ ھميشہ اسان سان گڏ رھندو.
2JN.1.3	شل اسان تي سچائيءَ ۽ پيار سان گڏ خدا پيءُ ۽ پيءُ جي فرزند عيسيٰ مسيح طرفان فضل، رحم ۽ سلامتي ھجي.
2JN.1.4	آءٌ ڪيڏو نہ خوش ٿيس جڏھن مون ڏٺو تہ تنھنجا ڪي ٻار ائين سچ تي ھلي رھيا آھن، جيئن پيءُ اسان کي حڪم ڏنو آھي. 
2JN.1.5	 پياري ڀيڻ، عرض تہ آءٌ تو ڏانھن ڪو نئون حڪم نہ، بلڪ اھو پراڻو حڪم لکي رھيو آھيان، جيڪو شروع کان اسان کي مليو ھو تہ اسين ھڪ ٻئي سان پيار ڪريون. 
2JN.1.6	پيار جو مطلب اھو آھي تہ اسان کي خدا جي حڪمن تي عمل ڪرڻ گھرجي. سو جيڪو حڪم اوھان شروع کان ٻڌو آھي سو ھي آھي تہ اوھين پيار ۾ زندگي گذاريو.
2JN.1.7	ڇالاءِ⁠جو ڪيئي گمراھہ ڪندڙ دنيا ۾ نڪري پيا آھن، جيڪي عيسيٰ مسيح جي انساني صورت ۾ اچڻ جو انڪار ٿا ڪن. اھڙي قسم جو شخص گمراھہ ڪندڙ ۽ مسيح جو دشمن آھي. 
2JN.1.8	خبردار، اوھان جيڪي ڪم ڪيا آھن سي متان برباد ڪري ڇڏيو، بلڪ اوھان کي پورو پورو اجر ملي. 
2JN.1.9	جيڪو مسيح جي تعليم کان اڳتي وڌي وڃي ٿو، تنھن وٽ خدا موجود نہ آھي. پر جيڪو مسيح جي تعليم تي قائم رھي ٿو، تنھن وٽ پيءُ ۽ فرزند ٻئي موجود آھن. 
2JN.1.10	جيڪڏھن ڪو اوھان وٽ اچي ۽ ھيءَ تعليم نہ ڏئي تہ اھڙي شخص کي گھر ۾ اچڻ نہ ڏيو ۽ نڪي کيس سلام ڪريو. 
2JN.1.11	جيڪو کيس سلام ڪري ٿو، سو سندس بڇڙن ڪمن ۾ شريڪ ٿئي ٿو.
2JN.1.12	مون کي ڪيتريون ئي ڳالھيون اوھان کي ٻڌائڻيون آھن، جيڪي مس سان ۽ ڪاغذ تي لکڻ نہ ٿو چاھيان. پر اميد اٿم تہ روبرو اوھان سان ملي ڳالھيون ڪريان تہ جيئن اسان جي خوشي پوري ٿئي. 
2JN.1.13	خدا جي چونڊيل تنھنجي ڀيڻ جا ٻار تو کي سلام ڏين ٿا.
3JN.1.2	اي پيارا! منھنجي اھا دعا آھي تہ شل تون ائين خوشحال ۽ تندرست ھجين، جيئن تنھنجو روح آھي. 
3JN.1.3	جڏھن ڪن ايمان وارن اچي اھا شاھدي ڏني تہ تون سچ جو وفادار آھين ۽ سچائيءَ سان زندگي گذاري رھيو آھين، تڏھن مون کي ڏاڍي خوشي ٿي. 
3JN.1.4	منھنجي لاءِ ھن کان وڌيڪ ٻي ڪابہ خوشي ڪانھي، جڏھن آءٌ ٻڌان تہ منھنجا ٻار سچ تي ھلي رھيا آھن.
3JN.1.5	اي پيارا! جيڪي ايمان وارا تو وٽ اچن ٿا، خاص ڪري جيڪي تنھنجا اڳ ڏٺل بہ نہ آھن، تڏھن بہ تون سچائيءَ سان انھن جي خدمت ڪرين ٿو. 
3JN.1.6	ڪليسيا جي اڳيان انھن تنھنجي پيار جي شاھدي ڏني آھي. اھو چڱو ٿيندو جيڪڏھن تون اھڙيءَ طرح سندن مدد ڪري سفر لاءِ روانو ڪندين جھڙيءَ طرح خدا کي جڳائي. 
3JN.1.7	ڇالاءِ⁠جو ھو مسيح جي نالي تي نڪتا آھن ۽ جيڪي ايماندار نہ آھن، تن جي مدد قبول نہ ڪئي اٿائون. 
3JN.1.8	تہ پوءِ اسان کي اھڙن ماڻھن جي مدد ڪرڻ گھرجي، تہ جيئن اسين ھن سچائيءَ جي ڪم ۾ ساڻن شريڪ ٿيون.
3JN.1.9	مون ڪليسيا ڏانھن ڪي ڪجھہ لکيو آھي. پر دياترفيس جيڪو وڏو ٿيڻ گھري ٿو، سو اسان کي قبول نہ ٿو ڪري. 
3JN.1.10	سو جيڪڏھن آءٌ آيس تہ جيڪي ڪم دياترفيس ڪري ٿو، تن کي اچي ظاھر ڪندس تہ ھو ڪيئن اسان جي خلاف بڪواس ڪري ٿو. ھو ايتري تي بہ راضي نہ ٿو ٿئي، بلڪ پاڻ تہ ايمان وارن کي قبول نہ ٿو ڪري، پر جيڪي قبول ڪرڻ گھرن ٿا تن کي بہ منع ڪري ٿو ۽ کين ڪليسيا مان ڪڍي ڇڏي ٿو.
3JN.1.11	پيارا! بڇڙائيءَ جي نہ، بلڪ چڱائيءَ جي پيروي ڪر. جيڪو نيڪي ڪري ٿو، سو خدا جو ٻار آھي ۽ جيڪو بڇڙائي ڪري ٿو تنھن خدا کي ڪڏھن بہ نہ ڄاتو آھي. 
3JN.1.12	دميتريس جي ھر ڪو نيڪي ڪري ٿو ۽ سندس نيڪي ڪرڻ حق بہ آھي. اسين بہ سندس شاھدي ڏيون ٿا ۽ اوھين ڄاڻو ٿا تہ اسان جي شاھدي سچي آھي.
3JN.1.13	مون کي ڪيتريون ئي ڳالھيون تو کي ٻڌائڻيون ھيون، پر آءٌ اُھي مس ۽ قلم سان لکڻ نہ ٿو گھران. 
3JN.1.14	اميد اٿم تہ جلد ئي اچي تو سان ملندس ۽ پوءِ روبرو ڳالھائينداسين.
3JN.1.15	شل تو کي اطمينان ھجي. ھتان جا دوست تو کي سلام چون ٿا. تون ايڏانھن وارن دوستن کي نالي وار سلام چئجانءِ.
JUD.1.2	شل اوھان تي رحم، سلامتي ۽ پيار جھجھي انداز ۾ ھجي.
JUD.1.3	پيارا دوستو! مون کي اوھان ڏانھن انھيءَ ڇوٽڪاري جي باري ۾ لکڻ جو تمام گھڻو چاھہ ھو، جنھن ۾ اسان سڀ شريڪ آھيون. سو مون اھو لکڻ ضروري سمجھيو تہ اوھان کي ھمتايان تہ انھيءَ ايمان لاءِ سخت مقابلو ڪريو، جيڪو خدا ھميشہ لاءِ پنھنجي قوم کي ڏيئي ڇڏيو آھي. 
JUD.1.4	ڇالاءِ⁠جو ڪي ماڻھو لڪي ڇپي اوھان منجھہ گھڙي آيا آھن. اُھي قديم زماني کان پاڪ ڪلام موجب ھن سزا لاءِ مقرر ڪيا ويا ھئا. ھو بدڪار ماڻھو آھن، جيڪي خدا جي فضل کي ڦيرائي پنھنجي شھوت⁠پرستيءَ جو بھانو بڻائين ٿا. اُھي اسان جي ھڪڙي ئي مالڪ ۽ خداوند عيسيٰ مسيح جو انڪار ٿا ڪن.
JUD.1.6	اھڙيءَ طرح جن ملائڪن پنھنجي اختيار واري حيثيت قائم نہ رکي پر پنھنجي خاص رھڻ جي جاءِ ڇڏي ڏني، تن کي خدا ابدي زنجيرن سان قيد ڪري عظيم ڏينھن واري عدالت تائين اونداھيءَ منجھہ رکيو آھي. 
JUD.1.7	 ساڳئي نموني سدوم ۽ عموراہ ۽ انھن جي آس⁠پاس وارا شھر زناڪاري ۽ بدفعليءَ جي پٺيان پيا. اُھي دائمي باھہ جي سزا پيا ڀوڳين تہ جيئن ٻين لاءِ عبرت جو مثال ٿين.
JUD.1.8	بلڪل ساڳئي نموني اھي ماڻھو بہ پنھنجن خوابن خيالن ۾ محو ٿي پنھنجن جسمن کي ناپاڪ ٿا ڪن، اختياريءَ کي حقير ٿا ڄاڻن ۽ عظيم آسماني ھستين جي بي⁠حرمتي ٿا ڪن. 
JUD.1.9	 مگر وڏي ملائڪ ميڪائيل جڏھن موسيٰ جي لاش بابت شيطان سان جھيڙو ۽ تڪرار پئي ڪيو، تڏھن کيس ايتري ھمت نہ ٿي جو شيطان تي ڦٽڪار ڪري سگھي. پر رڳو ايترو چيائين تہ ”خداوند تو تي ملامت ڪري.“ 
JUD.1.10	پر ھي ماڻھو انھن ڳالھين تي ڦٽڪار ٿا ڪن، جن کي ھو نہ ٿا ڄاڻن ۽ جن ڳالھين کي ھو بي⁠عقل جانورن وانگر طبعي ٿا سمجھن. اھي ئي کين تباھہ ڪن ٿيون. 
JUD.1.11	 افسوس آھي انھن تي! ڇالاءِ⁠جو ھو قابيل جي واٽ تي ھليا، نفعي جي خاطر بلعام جھڙي گمراھيءَ ۾ ڪاھي پيا ۽ قوراہ وانگر بغاوت ڪري برباد ٿيا.
JUD.1.12	ھي بدڪار ماڻھو اوھان جي محبت ڀرين مجلسن لاءِ نقصانڪار آھن، جيڪي بنا ڪنھن ڊپ⁠ڊاءَ جي رڳو پنھنجي پيٽ ڀرڻ لاءِ اوھان سان گڏ کائين پيئن ٿا. اِھي بي⁠آب ڪڪر آھن، جن کي ھوائون کنيو اُڏائينديون وتن. اِھي سرءُ جا وڻ آھن جيڪي پوريءَ طرح مئل آھن، يعني بي⁠ڦل ۽ پاڙؤن پٽيل آھن. 
JUD.1.13	اِھي سمنڊ جون بي⁠قابو ڇوليون آھن، جيڪي پنھنجي بي⁠شرميءَ جي گَج ٿيون اڇلائين. ھو ڀٽڪندڙ تارا آھن، جن لاءِ ھميشہ گھُگھُہ اوندھہ رکي ويئي آھي.
