GEN.1.1	Qallariypeqa Dios janaj pachata kay pachatawan ruwarqa. 
JER.17.26	Judá llajtasmanta, chay Jerusalén qayllapi kajkunamanta jamonqanku, Benjamimpa jallp'asninmantapis jamullanqankutaj, mar cantopi pampasninmanta, orqosninmanta, chantá Neguevmantapis. Diosta yupaychana wasiman apamonqanku uywasta, ruphachinapaj rikuchikusta jaywanankupajtaj, poqoykunasinkuta, inciensosninkutapis, Diospa wasimpaj nisqa jaywanastapis. 
JER.17.27	Sichus qankuna kay kamachisniyta mana kasukunkichejchu, chay samakuna p'unchaypi yupaychanawaykichejta, jinataj cargasta Jerusalenman samakuna p'unchaypi mana apaykunatawan mana junt'awankichejchu chayqa, llajtaj punkusninman ninata churasaj, chay ninataj Jerusalempa palaciosninta ruphaykonqa tukuchinankama, manataj pipis thasnuyta atenqachu.
JER.18.1+JER.18.2	Noqa Jeremiasman Señorqa kay jinata niwarqa: Uraykuymanka ruwajpa wasinman, chaypitaj uj willayta qanman qosqayki. 
JER.18.3	Noqa Jeremías uraykorqani, tariparqanitaj tornopi t'urumanta ruwashajta. 
JER.18.4	Imatachus ruwasharqa chay mana allinchu llojsejtenqa, chay kikin t'urullamantataj wajtañataj ruwaj churakorqa, munasqanman jina imapis llojsinankama.
JER.18.5+JER.18.6	Chantá Señorqa nillawarqataj: Manachu noqapis qankuna israelitaswan ruwayta atiyman, imaynatachus mankata t'urumanta ruwan ajinata? Qankunaqa makiypi kankichej, chay manka ruwajpa makimpi t'uru jina. Chayta nini noqa Señor. 
JER.18.7	Ima ratollapis munayman sik'iyta, urmachiyta, nacionta, chayri reinotapis atillayman phiriyta. 
JER.18.8	Chay nación sajramanta t'aqakunman chaypachaqa, chay apachimunay karqa chay jasut'ita manaña apachimusajchu. 
JER.18.9	Waj ratopi noqa nerqani chay nacionta wiñachinayta, chayri sayarichinayta. 
JER.18.10	Sichus chay nación sajrata ruwan, kamachisqasniytataj mana kasunchu chaypachaqa, imastachus paypaj wakichiporqani chaytaqa manaña apachimusajchu.
JER.18.11	Niy ari Judá aylloj runasninman, jinataj Jerusalempi tiyakojkunaman, noqa Señor paykunaman nishasqayta: Noqa wakichikushasqayta qankunaj contraykichejpi ruwaykunata. Jasut'iyta munashaykichej. Saqellaychejña ari chay sajra ñanta; puriyniykichejta, ruwasqasniykichejtapis astawan allinyachiychej. 
JER.18.12	Paykunaqa nisonqanku: Ama tiempoykita usuchiychu. Noqaykoqa munasqaykuman jina kausakullasqayku, qhatillasqaykupunitaj rumi sonqoykupi sajra yuyasqasniykumanjina, nispa.
JER.18.13	Chayrayku Señorqa niwarqa:
JER.18.13	Naciones ukhupi tapuriychej, ichapis pi kay jinata nejta uyarin. Israel aylloqa manchay millayllatapuni ruwan!
JER.18.14	Libanopi chay alto chhankasninmanta jayk'ajpis rit'eqa chinkapunchu? Chayri karu jallp'asmanta jamoj yakupis tukukapunmanchu?
JER.18.15	Aylloyqa qonqarparipuwan,
JER.18.15	chay qhasi dioskunasninmantaj inciensosta jaywakapun.
JER.18.15	Chay ñaupa cheqan ñanmanta chinkarparin,
JER.18.15	waj mana rejsisqa ñankunasta qhatiykuspa.
JER.18.16	Jinamanta jallp'ataqa uj ch'in pampaman tukurparichin,
JER.18.16	jinataj qhepampi qhepampi asipayasqallapuni kanampaj.
JER.18.16	Tukuy chayninta pasajkunaqa mancharisqas umankuta khiwirenqanku.
JER.18.17	Inti llojsimuynejmanta wayra jina noqaqa Israelta ch'eqerachisaj; enemigosnimpa ñaupaqenta ayqechispa. Noqa paykunaman wasayta kutirisaj, manataj uyaytachu, maypachachus jasut'inay p'unchay chayamonqa chaypacha.
JER.18.18	Runasqa nerqanku: Jeremiaspa contrampi wakichikuna,
JER.18.18	mana jayk'ajpis sacerdotes yachachinawanchejpaj pisiwasunchu, nitaj yachayniyojkunapis umachanawanchejpaj,
JER.18.18	nitaj profetaspis Diospa palabranta willanawanchejpaj.
JER.18.18	Wañuchinankupaj ch'ataykunachej. Ama kasunachejchu ni ima niwasqanchejta, nispa.
JER.18.19	Señor, allinta uyariway.
JER.18.19	Enemigosniypa nisqasninkuta uyariy.
JER.18.20	Allin kajtaqa sajrawanchu pagapuna?
JER.18.20	Paykunaqa ayayta p'ampanankupaj jallp'ata allankuña.
JER.18.20	Yuyarikuy qanwan tiyakusqaymanta, paykunataj khuyayniykita mañakuspa parlasusqayta mañasuspataj paykunamanta phiñakuyniykita qhechunaykita.
JER.18.21	Kunanqa wawasninkuta yarqhaywan wañuchiy,
JER.18.21	chayri espadawan; warmisninku viudas qhepakuchunku,
JER.18.21	manaña wawasniyojtaj.
JER.18.21	Qosasninkupis onqoywan wañurachunku.
JER.18.21	Wayna wawasninkupis maqanakupi wañurachunku.
JER.18.22	Contrankupi ujllapi ashkha suwasta kachaykamuy.
JER.18.22	Manchariywan qhaparqachasqanku uyarikuchun,
JER.18.22	imaraykuchus jap'inawankupaj uj jusk'uta allanku,
JER.18.22	purinasniymantaj tojllata churamunku.
JER.18.23	Qantaj, Señor, yachankiña, imastachus contraypi ruwayta munashasqankuta, noqata wañuchinawankupaj.
JER.18.23	Chay sajra ruwasqasninkumantaqa ama perdonaychu,
JER.18.23	nitaj juchasninkuta pampachaychu.
JER.18.23	Ñaupaqeykipi urmarachiy, phi'nakuyniykiwantaj jasut'iy.
JER.19.1	Señor niwarqa: Riy rantimuy uj wich'ita, wajyaytaj kay llajtamanta wakin kurajkunata, jinataj wakin kuraj sacerdotestawan. 
JER.19.2	Chaymantaqa llojsiy Benhinon valleman, k'analla ruwana punkuman sayaykamuy, chaypitaj willanki imatachus willasqayki chayta. 
JER.19.3	Niy: Judamanta kaj reykunas, Jerusalempi tiyakojkunapis, Señorpa palabranta uyarichej: Ajinata nin: Israelpa Tukuy Atiyniyoj Señor Diosnenqa: Jatuchaj ñak'ariykunata kay cheqaman apachimusaj, pikunachus kay willayta uyarejkunaqa ningrisninku sonashaj qhepakonqanku. 
JER.19.4	Israelitas saqerpariwarqanku, kay cheqatataj uj mana rejsisqa jallp'aman tukucherqanku, chaypi inciensosta waj dioskunallaman q'osñicherqanku. Chaytaqa ñaupa tatasninku, ni paykuna, nitaj Judamanta reykunaspis rejserqankuchu, chaykunapitaj mana juchayoj runaspa yawarninta jich'arqanku. 
JER.19.5	Chaymantataj, altarkunasta sayaricherqanku, wawasninkuta chaypi Baalpaj ruphachipunankupaj. Chayta noqaqa paykunaman mana kamacherqanichu, nitaj nillarqanipischu, ni yuyaynillaypis karqachu. 
JER.19.6	Chayrayku qhepa p'unchaykunaman, maypachachus kay cheqaqa manaña Tofetchu sutichakonqa, nitaj Ben-hinom vallechu, manachayqa wañuchina valle nisqa kanqa. Noqa Señor chayta nini. 
JER.19.7	Kay cheqapi noqaqa Judáj, jinataj Jerusalempa imatachus yuyasqasninta chinkachisaj. Saqesajtaj chay wañuchejkunaj enemigosnin atipaykunankuta, wañurachinankutataj. Chay ayasninkurí aycha mikhu phawajkunaj mikhunankupajtaj kanqanku. 
JER.19.8	Kay llajtata uj ch'inman tukuchisaj, uj imamanta t'ukunapaj jinataj tukuynin phirisqa kasqanmanta. 
JER.19.9	Saqellasaj runas kikin qhari wawasninkuta, jinataj warmi wawasninkutapis mikhuykunankuta. Purajmanta mikhunakunankutapis, chay wañuchej enemigosninku llajtata muyuykojtinku, mana aguantayta atisqankurayku.
JER.19.10+JER.19.11	Kayta niytawan kamataj, chay wich'ita, qanwan kashanku chay runaspa ñaupaqempi p'akiy, niytaj: Tukuy Atiyniyoj Señorqa nin: Noqapis kay aylluta, kay llajtatapis p'akisaj, imaynatachus uj wich'ita p'akejta rikunkichej ajinata. Chayqa manaña allinyayta atikunñachu. Runasqa ayasta Tofetpiña p'ampanqanku chay cheqapi manaña campo kajtin. 
JER.19.12	Ajinatamin kay llajtata, chaypi tiyakojkunatapis ruwasaj. Chantapis Tofeti jinallataj saqesaj. Noqa Señor chayta nini. 
JER.19.13	Jerusalempi, chantá Judapi reykunaspa wasisnin, chay wasi pataspi, maypichus inciensosta q'osñichej kanku tukuy qoyllurkunaman, chantá maypichus vinota waj dioskunaman jich'aj kanku chaykunapis, Tofetpi jina ch'ichipaj qhawasqas kanqanku.
JER.19.14+JER.19.15	Kay qhepantataj Jeremiasqa Tofetmanta kutimorqa, maymanchus Señor kachasqa, sutimpi parlamunanta. Chaymantataj Diosta yupaychana wasej patiompi sayaykukuytawan tukuy runasman nerqa: Israelpa tukuy atiyniyoj Señor Diosnin nin: Kay llajtaman tukuy qayllapi kaj llajtasmanwan, ima jasut'ichus jamunanku karqa, chaykunata kachaykamusaj, imaraykuchus sonqonkuta rumiyacherqanku, palabrasniyta mana kasunawankupaj.
JER.20.1	Maypachachus Imerpa wawan sacerdote Pasur Diosta yupaychana wasimanta kuraj kamachej kashajtin, Jeremiasta Diospa willayninta parlashajta uyarerqa. 
JER.20.2	Chaypacha Pasur kamacherqa Jeremiasta maqaykunankuta, chantá uj kurkumantaj jap'iykuchimunankuta pata kaj Benjamín Punkupi, Diosta yupaychana wasej qayllannejpi. 
JER.20.3	Q'ayantintaj chay kurkumanta Jeremiasta phaskaramunankuta kamacherqa, chaypitaj Jeremiasqa nerqa: Señorqa chay Pasur nisqa sutiykita Magor-misabi nisqa sutiwan churasunki. 
JER.20.4	Señorqa nisunki: Qan kikiyki mayta mancharikunaykipaj jina ruwasqayki, jinataj tukuy kausayniykipajpis; rikunaykita kausaqesniyki enemigosninkoj espadanwan wañuchisqas kanqanku. Tukuy Judapi kaj tiyakojkunatataj Babilonia reypa makisninman jaywaykusaj, payta jallp'aykichejmanta Babiloniaman apasonqachej, chayri cuchillowan wañurachisonqachej. 
JER.20.5	Jinallatataj kay llajtapipis tukuy ima kajkunasniykichejta, Judapi reykunaspa tukuy imasninkuta Babiloniaman apanankupaj jaywaykullasajtaj. 
JER.20.6	Qanrí, Pasur, tukuy aylluykiwan khuska Babiloniaman wijch'usqallataj kanki. Chaypi wañumunki, chayllapitaj p'ampasonqanku, qanta, tukuy kausaqesniykitawan, pikunamanchus qan llullakuspa profeta jina sut'incharqanki.
JER.20.7	Señor, qan ch'aukiyawarqanki,
JER.20.7	noqataj ch'aukiyachikullarqayki;
JER.20.7	qan may kallpayoj karqanki atipawarqankitaj.
JER.20.7	Sapa kutipi asipayakuwanku,
JER.20.7	tukuytaj noqamanta alqochakuwanku.
JER.20.8	Parlani chayqa, ñak'ariymanta, jinataj wañuymantapuni parlani, chayraykutaj sapa kuti toreawanku,
JER.20.8	asiykakamuwankutaj, palabrasniykita willarasqayrayku.
JER.20.9	Sichus nini: Manaña Señorpi yuyasajchu,
JER.20.9	manañataj sutimpipis parlasajchu,
JER.20.9	chaypachaqa ukhuypi palabrasniykeqa nina jina ruphaykuyta munawan, tullusniykamataj chayawan.
JER.20.9	Chaywampis sonqoyta ñit'iykukuyta munani manataj atinichu.
JER.20.10	Uyarini contraypi runas chhichinakushajta,
JER.20.10	tukuynejpi manchachikuykunas tiyan, nispa.
JER.20.10	Jamuychej ch'ataykusunchej, chay jawa kausaqesniypis suyanku imapi pantanayta. Chantaqa nillankutaj:
JER.20.10	Ichapis ch'aukiyachikunman, chaywanqa atipaykusunchej,
JER.20.10	vengakusunchejtaj, nispa.
JER.20.11	Señor, qan noqawan kashanki, uj mana atipay atina ch'ajwapi maqanakoj jina.
JER.20.11	Pichus qhatiykachawajkunaqa urmanqanku,
JER.20.11	manataj atipayta atiwanqankuchu;
JER.20.11	atipachikuspa p'enqaypi rikhurenqanku,
JER.20.11	mana qonqay atinapaj jina, wiñaypaj mana allimpaj qhawasqas kanqanku.
JER.20.12	Tukuy Atiyniyoj Señor, qanlla cheqan ñawiwan qhawawanki,
JER.20.12	qanmin rikunki runaj tukuy sonqonta,
JER.20.12	noqamampis rikuchiway imaynatachus chay runasta
JER.20.12	jasut'isqaykita; chayrayku makillaykiman kausayniyta churani.
JER.20.13	Señorman takiychej, Señorta yupaychaychej.
JER.20.13	Payllamin salvan llakiypi kajta, chay sajrata ruwajkunaspa makinmantaqa.
JER.20.14	Maldicisqa kachun chay paqarisqay p'unchayqa.
JER.20.14	Mamay nacechikuwarqa chay p'unchayqa,
JER.20.14	ama bendicisqachu kachun.
JER.20.15	Maldicisqa kachun pichus tatayta kusicherqa,
JER.20.15	uj qhari wawa nacepusunki nispa, willajqa.
JER.20.16	Chay runaqa, imaynatachus Señorqa wiñaypaj llajtasta phirin, ajina phirisqa kachun.
JER.20.16	Sut'iyaymanta nanaywan qhapariykunasta uyarichun,
JER.20.16	chaupi p'unchaypitaj maqanaku ch'ajwaykunasta.
JER.20.17	Diosqa mamaypa wijsampi mana wañuchiwarqachu.
JER.20.17	Ajinamanta mamayqa sepulturay kanman karqa,
JER.20.17	noqarí mana jayk'ajpis nacekuymanchu karqa.
JER.20.18	Imapajtaj mamaypa wijsanmanta llojserqaniri,
JER.20.18	kay jina nanayta, llakiykunasllatataj rikunaypajri,
JER.20.18	kausayniytataj p'enqaypi tukuchinaypajri?
JER.21.1+JER.21.2+JER.21.3+JER.21.4	Rey Sedequías Maasiaspa wawan Pasurta kacharqa, chantá Maasiaspa wawan sacerdote Sofoniastapis Jeremiasman kachallarqataj, kayta nejta: Señorta tapuripuwayku, imaraykuchus Babiloniamanta rey Nabucodonosor yaykuykamushawayku. Ichapis Señorqa munanman uj t'ukuna imata ruwayta, Nabucodonosortataj ithirichiyta.
JER.21.1+JER.21.2+JER.21.3+JER.21.4	Chaypacha Señorqa Jeremiasman parlarqa, Jeremiastaj Sedequiaspa kachasqasninman kuticherqa: Niychej Sedequiasman, Israelpa Diosnin Señorqa kayta nin: Noqa soldadosniykichejta qhepaman kutirichisaj, babilonioswan, jinataj caldeoswan maqanakushajtiykichej. Paykunaqa perqaykichej wasanta muyuykamunkuña, jinamanta llajta chaupiman tantaykusqaykichej. 
JER.21.5	Noqa kikiy qankunaj contraykichejpi maqanakusaj tukuy atiyniyta kachaykuspa k'ajaj phiñakuyniywan. 
JER.21.6	Wañuchisaj kay llajtapi tukuy tiyakojkunata, runasta, chantá uywastapis, uj millay onqoywan wañurachisaj. 
JER.21.7	Chay qhepantataj Judamanta rey Sedequiasta, Nabucodonosorpa makisninman, waj wañuchejkunaj makisninanwan jaywaykusaj. Chanta jaywaykullasajtaj tukuy puchojkunata, onqoykunamanta, maqanakumanta, yarqhaymanta, llajtapi puchojkuna soldadosta ima. Noqa saqesaj espadawan wañuchisqas, mana uj chhikan khuyarisqas kanankuta. Noqa Señor chaytaqa nini.
JER.21.8	Willaytaj llajtaman noqa Señor kayta nisqayta: Ajllakunankupaj noqa churani kausay ñanta, wañuy ñantawan. 
JER.21.9	Pichus kay llajtapi qhepakojqa maqanakupi yarqhaywan, chayri onqoywan wañonqa. Pitajchus llajtamanta llojsispa caldeoswan jap'ichikonqa chayqa, mana wañonqachu, kausaynillantapis payqa salvanqapuni. 
JER.21.10	Noqa kay llajtaman apachimunayta niniña sajra kajkunata, manataj allin kajkunatachu. Babiloniamanta reyman llajtata jaywasaj, paytaj ninata jap'iykuchenqa. Noqa Señor chayta kamachini.
JER.21.11	Judá reypa ayllunman, rey Davidpa mirayninman, kay noqaj nisqayta nimuy:
JER.21.12	Señormanta kay willayta uyariy:
JER.21.12	Tukuy p'unchaykunapi cheqan kajllata ruway,
JER.21.12	chay ñak'arejkunata kacharichiy qhasimanta oqojkunamanta.
JER.21.12	Pajtataj chay millay ruwasqasniykirayku phiñakuyniy nina jina jap'iykukunman, manataj pipis thasnuyta atishanmanchu.
JER.21.13	Qan, llajta, valleta kamachinki,
JER.21.13	pampapi uj chhanka jinataj kashanki,
JER.21.13	noqa Señor contraykipi oqharikuni.
JER.21.13	Qankunarí ninkichej: Pitaj maqanakoj yaykuykamuwasunmanri?,
JER.21.13	nispa. Pitaj pakakunanchejkama chayamuwasunmanri?, nispataj.
JER.21.14	Noqa jasut'isqaykichej ruwasqasniykichejman jina,
JER.21.14	ninatataj jap'iykuchisaj sach'asniykichejman.
JER.21.14	Chay ninataj tukuy muyuynimpi kajkunata ruphaykonqa.
JER.21.14	Noqa Señormin chayta nini.
JER.22.1+JER.22.2	Señorqa niwarqa: Reypa palacionman riy, kaytataj willay: Judamanta reypa ñaupaqempi payqa tiyashan, Davidpa tronompi, chantá willay kamachisnimpa ñaupaqempi, jinataj llajtamanta runaspa ñaupaqempipis, kay jinata: Uyariychej Diospa palabranta, nispa. 
JER.22.3	Kay llajtapi ruwaychej allin kajta, cheqan kajtataj. Chay ñak'arejkunata sajra runaspa ñaupaqenmanta kacharichiychej, ama k'umuykachachiychejchu, nitaj ñak'arichiychejchu waj llajtayojkunata, Amataj wajcha wawasta, warmi sapastapis. Ama wañuchiychejchu mana juchayoj runastaqa. 
JER.22.4	Sichus cheqamanta kay kamachisqayta ruwankichej chayqa, qankunamanta reykunas Davidpa tronompi tiyaykunankupaj kallanqankupuni. Paykuna yaykurenqanku carretaspi, caballospitaj kay palacioj punkusninta kamachisninwan khuska, jinataj llajtapi kajkunawan ima. 
JER.22.5	Manachus kay nisqasniyta junt'ankichej chayqa, kay palaciotapis raqaykunasllaman tukuchisaj. Noqa Señor chayta nini.
JER.22.6	Noqa Señor chayta nini,
JER.22.6	Judamanta reypa palacionqa kay jina kananta:
JER.22.6	Qan noqapajqa Galaad orqo jina kanki,
JER.22.6	Líbanoj orqo puntan jinataj.
JER.22.6	Kunantaj jurani uj ch'in pampaman tukuchinasuyta,
JER.22.6	mana pejpa tiyakuynin cheqaman.
JER.22.7	Hachasniyoj runasta contraykipi kachamusqayki tukuchinasuykipaj. Chay cedro sach'asniykita k'uturanqanku, ninawantaj enqhaykonqanku.
JER.22.8	Chay qhepanta waj llajtasniyoj runas, kay llajta qayllanta pasanqanku:
JER.22.8	Imaraykutaj Señorqa kay jinata jatun llajtawanqa ruwarqari?, nispa.
JER.22.9	Kutichenqankutaj: Imaraykuchus Señor Diosninkuwan tratota ruwasqankuta, saqerparispa waj dioskunallata yupaychaj kanku, nispa.
JER.22.10	Rey Josiasmanta ama waqaychejchu, amataj wañusqanmanta waqaychejchu; manchayqa wawan Salummanta waqaychej, pay mana kutimuyniyojta ripushasqanrayku, manaña rikonqachu maypichus nacekusqan jallp'anta. 
JER.22.11	Salomqa Diospa wawan karqa, Judamanta reytaj. Paytaj tatampa cuentanmanta kamacherqa, chay cheqamantataj llojsiporqa. Chay Salummantataj Señorqa nin: Manaña kutimonqachu. 
JER.22.12	Manachayqa wañonqa maymanchus wijch'usqa karqa chay jallp'api, manañataj kay jallp'antaqa rikukaponqachu.
JER.22.13	Ay, qanmanta sajra ruwasqasniykiwan,
JER.22.13	manataj cheqan ruwasqasniykiwanchu oqharerqanki palaciosniykita, jatuchaj wasisniykita ima.
JER.22.13	Wakintataj mana jornalninmanta pagaspalla qhasimanta llank'acherqanki.
JER.22.14	Qanqa ninki: Uj jatun palaciota ruwachikusaj,
JER.22.14	pata kaj altompitaj jatuchaj wasista, nispa.
JER.22.14	Ventanastapis kicharinki, perqasnintapis cedrowan qhataykuspa pukawan pintaykunki.
JER.22.15	Cedros chaupillapi tiyakusqaykipichu sumaj rey kasqaykeqa yachakun?
JER.22.15	Tataykeqa kausaynimpi kusikorqa, chaywampis payqa cheqanta ruwaj, chayrayku paytaqa tukuy imapi allillan rerqa.
JER.22.16	Payqa ñak'arejkuna wajchastapis yanapaj,
JER.22.16	chayrayku paytaqa tukuy imapi allin rerqa.
JER.22.16	Chaypi yachakun noqa Señorta rejsiwasqanqa.
JER.22.16	Noqa Señor chayta nini.
JER.22.17	Qanrí, mana kajmanta qolqeta jap'iyllata munanki,
JER.22.17	mana juchayojkunata wañuchinki,
JER.22.17	runasniykita ñak'arichinki, waqachinkitaj.
JER.22.18	Josiaspa wawan Judamanta rey Joacimmantataj Señorqa nin: Pay wañojtenqa mana pipis waqaj kanqachu.
JER.22.18	Mana pipis kay jinata nispa waqaj kanqachu:
JER.22.18	Ay, wauqéy! Ay ñañay!
JER.22.18	Ay, Señor! Ay Reyníy!
JER.22.19	Burro wañusqata jina qhawarparenqanku,
JER.22.19	Jerusalenmanta qhatatatispa jawaman wijch'onqanku.
JER.22.20	Qan, Judá, Líbano, orqoman wichariy, qhapariytaj.
JER.22.20	Jatunmanta Basán orqospi waqay.
JER.22.20	Abarim lomasmantapacha qhapariy,
JER.22.20	imaraykuchus tukuy kausaqesniyki tipasqasña kanku.
JER.22.21	Noqa parlarqayki tukuy imapis allin rishasojtin,
JER.22.21	manataj uyariyta munawarqankichu.
JER.22.21	Ajinatapuni ruwarqayki wayna kasqaykimantapacha.
JER.22.21	Parlasqayta mana uyariyta munawarqankichu.
JER.22.22	Tukuy kurajkunasniykita wayralla oqharenqa,
JER.22.22	munasqasniykitaj waj jallp'asman wijch'usqas kanqanku.
JER.22.22	Qantaj p'enqaypi k'umuykachashaj rikhurinki chay tukuy juchasniykirayku.
JER.22.23	Kunan qanqa thapaykipi k'acha karikushanki,
JER.22.23	Libanomanta chay apamusqa cedros chaupipi.
JER.22.23	Chantaqa ñak'arinki, maypachachus wijsayoj warmej nanaykunasnin jina jamusojtin.
JER.22.24	Joacimpa wawan rey Judamanta Jeconiasman Señorqa nin: Kausayniyrayku jurayki: Paña makiypi uj sellana sorteja kawaj chaypis wijch'uykimanraj. 
JER.22.25	Qanta jaywaykusunaypaj wañuchej enemigosniykiman, qan pistachus manchachikunki chaykunaman wijch'usqayki. Babiloniamanta rey Nabucodonosorman chantaqa jaywaykusqayki, caldeosman ima. 
JER.22.26	Qantawan mamaykitawan khuskata wijch'usqaykichej, maypichus mana nacekojta rikusorqachejchu chay waj jallp'aman, chaypitaj iskayniykichej wañunkichej, nispa. 
JER.22.27	Maytapuni kutimpuyta munanqanku chay jallp'amanqa mana kutimonqankuñachu.
JER.22.28	Jeconiasqa mana ni imapaj p'akisqa k'anallachu?
JER.22.28	Imaraykutaj payqa wawasnintin mana rejsisqa jallp'aman wijch'usqari?
JER.22.29	Jallp'a, jallp'a, jallp'a, Señorpa parlasqanta uyariy!
JER.22.30	Kay runaj sutinta librosman qelqaykuychej,
JER.22.30	mana wawasniyoj runata jina, chantá kausaynimpi mana allin kausayniyojlla runata jina.
JER.22.30	Ni pipis mirayninmanta kajkunaqa,
JER.22.30	Davidpa tronompeqa tiyakonqachu Judapi watejmanta kamachinampajqa.
JER.23.1	Señorqa nin: Ay, michejkunamanta pischus ovejasniyta chinkachinku chaykunamanta. 
JER.23.2	Israelpa Señor Diosnin nillantaj, paypa ayllunta kamachinku chaykunaman: Qankunamin ovejasniyta ch'eqerachinkichej, ayqerachinkichejtaj, manataj allintachu qhawarqankichej. Noqapis jasut'isqaykichej sajra ruwasqasniykichejmanta. Noqa Señor chayta nini. 
JER.23.3	Noqa kikiytaj chay puchoj ovejasniyta apakapusaj, maymanchus ayqecherqani chay jallp'asmantapacha tantaykusaj, watejmanta pastosninkuman kutiykuchisaj ashkha uñasniyoj kanankupaj. 
JER.23.4	Michejkunatataj qhawapunawankupaj churasaj, mana imatapis manchachikunankupaj, nitaj imamanta pisichikunankupaj. Noqa Señor chayta nini.
JER.23.5	Señorqa nillantaj:
JER.23.5	Uj p'unchay chayamonqa, maypachachus Davidpa mirayninmanta
JER.23.5	uj cheqan kajta rikhurichisaj.
JER.23.5	Kay pachapitaj chay reyqa tukuy yachaywan, justiciawan,
JER.23.5	cheqan kaywantaj kamachenqa.
JER.23.6	Chay p'unchaykunasnimpeqa Judá salvasqa kanqa, Israelpis sumaj waqaychasqa tiyarikonqa.
JER.23.6	Kay sutiwanmin chaypacha sutichanqanku:
JER.23.6	Señormin cheqan kajta ruwaysiwajninchejqa, nispa.
JER.23.7	Señorqa nin: P'unchaykuna chayamonqanku, maypachachus manaña juranqankuchu, chay israelitasta Egiptomanta orqhomorqa Señorpa kausayninrayku, nispa. 
JER.23.8	Manachayqa juranqanku: Señorpa kausayninrayku pichus orqhomorqa wichaynej jallp'asmanta, chay tukuynin waj jallp'asmantapis ch'eqerasqas kasharqanku chaymanta, nispa. Kikin jallp'ankupitaj kausanqanku.
JER.23.9	Profetasmanta uj willay:
JER.23.9	May sinch'i yuyayniy chinkasqa kani,
JER.23.9	tukuy ukhuy khatatitiwan. Uj machasqa runa jina kani.
JER.23.9	Aqha ujyaj q'eta machasqa jina kani,
JER.23.9	Señorpa llimphu palabrasninrayku.
