MAT.1.1	Cay kelkaskaka Jesucristoj ñaupaj tatasninmantamin. Jesuska Abrahammanta jamun Davidmantawan.
EPH.2.21	Paywan ujchaska tucuynin waseka cusca wiñan payman t'akaska yupaychana-wasi canancama. 
EPH.2.22	Kancunapis nokaycuwan cusca wasichaskas canquichej Diospa wasin cananchejpaj. Wasichaskas canchej Espiritunnejta Dioska nokanchejpi tiyacunanpaj.
EPH.3.1	Ajinapimin noka, Pabloka, Cristo Jesusraycu wisk'aska cashani. Kancuna waj llajtayojcunaman willaranaypajmin paypa cachamuskan caskayraycu carcelpi taricuni. 
EPH.3.2+EPH.3.3	Uyarerkanquichejñachá c'acha Dios pacaska yuyayninta sut'inchawaskanta. Qhuyacuyninpitaj confiawaspa kancunaman cachamuwarka. Chay jawa uj pisita ñaupajpi kelkarimorkayquichejña. 
EPH.3.4	Chay kelkamuskayta leespa reparayta atinquichej Cristomanta Diospa yuyayninpi allin yachachiska caskayta. 
EPH.3.5	Unay tiempospi chay pacaska yuyaynenka mana pimanpis sut'inchaskachu carka. Cunanrí payman t'akaska cachasninman willajcunanmanpis Dioska Santo Espiritunejta yuyayninta sut'inchan. 
EPH.3.6	Caymin pacaska yuyaynenka: Waj llajtayojcuna israelcunawan cusca wiñay causayta jap'ej-masis cancu; Cristoj cuerponmanta cancu; sumaj niskasmantapis jap'ej-masis cancu. Tucuy chayta Cristo Jesuswan ujchaska caspa sumaj willanasnejta jap'incu. 
EPH.3.7	Chayta willaranaypajmin camachin cani Dios qhuyacuyninpi confiawaskanmanjina. Chaypajtaj atiyninmanjina callpachawan. 
EPH.3.8	Diospa tucuy runasninmanta sullc'amantapis aswan sullc'ajina cani. Payrí c'acha yanapayninwan nokaman confiawarka waj llajtayojcunaman khapaj willanasninta willaranayta. Chay khapaj willanasnenka Cristoj mana tucucoj munacuyninmin. 
EPH.3.9	Cachamuwarkataj tucuyman sut'inchanaypaj imaynatachus Dios pacaska yuyayninmanjina cunan ruwashaskanta. Tucuy imata ruwaj Dioska chayta yuyaynillanpi pacarka wiñay wiñaymantapacha. 
EPH.3.10	Cunanrí Dioska ashqha imaymana yuyayninta ricuchiyta munan. Chayta ricuchishan iglesia runasninnejta janaj pachapi caj camachejcunaman atiyniyojcunamanpis. 
EPH.3.11	Chayka wiñay wiñaymantapacha yuyaskanmanjinamin. Chayta pay yuyarka Señorninchej Cristo Jesusnejta junt'ayta. 
EPH.3.12	Ajinapi Jesuspi jap'icuspa mana manchachicuspa ima Diosman kayllaycuyta atinchej. 
EPH.3.13	Chayraycu niricuyquichej ama llauchhuyacuychejchu kancunaman willaraskayraycu llaquichiska caskaymanta. Manachayrí sonkochacuychej, ñac'ariskaynejta jatunchaskas caskayquichejraycu.
EPH.3.14	Tucuy chay yuyaycunaraycu Dios Tataman konkoricuni. 
EPH.3.15	Paymantamin sapa uj aylloka sutinta jap'in janaj pachapi cay pachapipis. 
EPH.3.16	Paymanta mañacushani callpachasunayquichejta Santo Espiritunnejta. Ajinapi may khapaj atiyninmanjina sonkoyquichej uqhupi callpachasonkachej, 
EPH.3.17	Cristo sonkoyquichejpi tiyacunanpaj paypi jap'icuskayquichejnejta. Ajinapitaj munacuypi sumaj sayaskas wiñaskas canquichej. 
EPH.3.18	Chayta mañacuni callpachaskas sumajta reparanayquichejpaj imaynatachus munacuywan causacunata. Reparanquichej tucuy Diospa runasninwan cusca Cristoj munacuynenka may jatun caskanta. ¡Mayjina ancho, caru, pata, uqhutajmin! 
EPH.3.19	Cristoj munacuynenka tucuy yachaymanta aswan jatunmin. Chaywanpis mañacuni chay munacuyninta sumajta rejsinayquichejpaj. Ajinapi causayniyquichejka Diospa cayninwan junt'a canka.
EPH.3.20	Payka may astawanraj mañacuskanchejmanta yuyaskanchejmantapis ruwayta atin. Chay atiyninmanjinataj cunanpis nokanchejpi ruwashan. 
EPH.3.21	Paytaj yupaychaskapuni cachun runasninnejta Cristo Jesusnejtapis wiñaypa wiñaynintinpaj. Ajina cachun.
EPH.4.1	Ajinaka, noka, Señorninchejraycu wisk'aska, tucuy sonkowan mañacuyquichej Diospa wajyacuskasninjina causanayquichejta. 
EPH.4.2	Chaymanjina causaychej llamp'u sonkowanpuni, c'acha yuyaywantaj. Runastapis muchuychejpuni. Munacuywan purajmanta yanapanacojcunapunitaj caychej. 
EPH.4.3	Allinyanaska caspa tucuy atiskayquichejta wakaychacuychej Santo Espirituwan ujchaska causacunayquichejpaj. 
EPH.4.4	Uj cuerpolla, uj Espiritullamin. Chaymanjinataj tucuy kancunata Dios wajyasorkachej paywan cusca causacuyta suyanayquichejpaj. 
EPH.4.5	Uj Señor, uj cheka ñan, uj bautismo, 
EPH.4.6	uj Diosllataj, tucuypa Tatancu. Pay tucuyta camachin, tucuy runasninnejta ruwan, tucuy runasninpitaj tiyacun.
EPH.4.7	Astawanpis sapa uj nokanchejman imachus ruwanapaj atiyta kowarkanchej Cristoj koskanmanjina. 
EPH.4.8	Chayraycu Dios palabranpipis nin:
EPH.4.8	Janaj pachaman wicharispa atipaskacunata presota pusarka.
EPH.4.8	Atiycunata runasman korkataj.
EPH.4.9	Chay wichariskanka niyta munan ñaupajta cay pachamanta uracama uraycamuskanta. 
EPH.4.10	Uraycamojka quiquin wicharejllatajmin. Wicharerka tucuy janaj pachacunamanta aswan patacama. Ajinamanta Cristoka tucuynejpi caspa tucuy imata junt'an. 
EPH.4.11	Cristoj cuerpon iglesia runasninman cay atiycunata kon: Cachasnin, sut'inchajcuna, willarajcuna, pastorcuna, yachachejcuna canancupaj. 
EPH.4.12	Chay atiycunata korka tucuy Diospa runasninta yanapanacuypi waquichiskas canancupaj. Chayka Cristoj cuerponta wiñachinapajmin. 
EPH.4.13	Chay atiycunawan tucuy runasnin Diospi jap'icuypi ujchaska canka. Wawan Cristota rejsispataj mosoj causaypi wiñaskas casunchej. Payka munan tucuy runasnin ujchaska wiñananchejta sumaj Runa cananchejcama. Munantaj uj cuerpolla Cristowan paymanjina tucuy imapi wiñaskas cananchejta. 
EPH.4.14	Ajinapi Cristopi wiñaskas caspaka manaña wawajina muyuchiskaschu casun ima yachachinallawanpis. Runacuna sajra yachaynincupi pantachinasta waquichincu. Cristopi wiñaskacunarí chay yachachinaswanpis manaña engañaskaschu casun. 
EPH.4.15	Astawanrí cheka cajta munacuywan parlaspa tucuy imapi Cristowan ujchaska wiñasunchej. Paymin umanchejka. 
EPH.4.16	Umanchej Cristoman allin c'ascaskataj sumaj casachiskataj cuerponka wiñan ujcuna ujcunanejta. Umaj callpachaskanmanjina waquichiska sapa uj ruwan maychus ruwananta tucuy cuerpon munacuypi wiñacunanpaj.
EPH.4.17	Cayta Señorpa sutinpi encargaspa niyquichej: Amaña Diosta mana rejsejcunajinaka causaychejchu. Paycunaka yankha yuyaynincumanjina causashancu. 
EPH.4.18	Yuyaynincoka lakhayaskamin. Diospa causayninmanta carunchaskas cancu mana reparaskancuraycu rumi sonkos caskancuraycupis. 
EPH.4.19	Paycuna cheka cajta manaña rejsincuchu nitaj munancuchu. Tucuy munaynincuwan jaywacorkancutaj sajra causayman millay ruwanasta ruwanancupaj. 
EPH.4.20	Kancunarí mana chayjinatachu Cristomanta yachacorkanquichej. 
EPH.4.21	Yachanimin paypa yachachiskanta uyarispa jap'iskayquichejta cheka caj Jesuspi ricuchiska caskanmanjina. 
EPH.4.22	Chayraycu imaynachus causarkanquichej, chay mauc'a causayta wijch'upuychej. Mauc'a causayka millay llulla munaycunawan ismushan. 
EPH.4.23	Mosojyaychej wajjina mosoj yuyaywan causacunayquichej. 
EPH.4.24	Diosmanjina mosoj causaywantaj p'achallicuychej. Chay mosoj causayta pay ruwarka chekanta, c'acha ima causacunayquichejpaj cheka cajmanjina.
EPH.4.25	Uj cuerpopi ujchaska canquichej. Chayraycu llullacuyta wijch'uspa sapa uj cheka cajta parlanacuychej runa-masiyquichejwan. 
EPH.4.26	Phiñacunquichejchus chayka, ni jayc'aj juchallicuychejchu inti yaycunancama phiñaskaraj caspa. 
EPH.4.27	Nitaj supay Satanasman lugarta koychejchu.
EPH.4.28	Suwajka amaña suwacuchunñachu. Manachayrí sumaj imasta ruwaspa quiquin maquisninwan llanc'achun. Ajinamanta caponka pisichicojman konanpaj. 
EPH.4.29	Ama ima millay parlaypis simiyquichejmanta llojsichunchu. Manachayrí allin cajta parlaychej hermanosta wiñachinapaj. Ajinamanta uyarejcunata c'achata yanapanquichej. 
EPH.4.30	Amataj Diospa Santo Espiritunta llaquichiychejchu. Espiritunnejtamin sellaskas carkanquichej jakay jamoj p'unchaypi wiñay causaypaj cachariskas canayquichejpaj. 
EPH.4.31	Wijch'uychej tucuy jaya yuyayta, rabiacuyta, phiñacuyta, khaparkachayta, sajra parlaytapis, tucuy imaymana sajra caytawan. 
EPH.4.32	Astawanpis ujcuna ujcunapaj c'acha caychej, qhuyanacuychej. Imaynatachus Dios perdonasorkachej Cristopi, quiquillantataj kancunapis perdonanacuychej.
EPH.5.1	Ajinaka Diospa munaska wawasnin caspa payjina ruwajcuna caychej. 
EPH.5.2	Imaynatachus Cristopis munacuwarkanchej ajinallatataj munacuywan causacuychej. Payka nokanchejraycu causayninta jaywacorka. Diosman causayninta jaywanatajina kospa Diosta cusicherka. 
EPH.5.3	Astawanpis khenchachacuyta, millay cajta, tucuy munapayay cajtapis sakeychej. Kancuna chaupipeka chaycunamanta ni parlaskallapis cachunchu Diospa runasnin caskayquichejraycu. 
EPH.5.4	Amataj cachunchu kancuna chaupipi millay parlay, ni mana yuyayniyoj parlay, nitaj yachayniyojjina manacaj parlay. Chayjina parlaycunaka manamin allinchu. Manachayrí Diosman graciasta koymin allenka. 
EPH.5.5	Janaj pachapi Cristoka Dioswan camachin. Sumajta yachanquichejtaj: Manamin khencha, ni millay caj, nitaj munapayajpis janaj pachapi wiñay causayta jap'enkachu. Chay munapayayka ruwaska diosta yupaychaywan quiquinmin.
EPH.5.6	Ama pipis kancunata engañasuchunchu yankha parlaycunawan. Chay parlaycunaraycu Diospa c'ajaj phiñacuynin jamun mana casucojcunaman. 
EPH.5.7	Ama paycunaj ruwaj-masisnin caychejchu. 
EPH.5.8	Ñaupajpeka lakhapi causarkanquichej juchasapas caskayquichejraycu. Cunanrí Señorwan ujchaska caspa c'anchay canquichej. Chayraycu c'anchayniyoj runasjina causacuychej. 
EPH.5.9	C'anchaymanta jamun, pokoyjina, tucuy c'acha caj, chekan ruway caj, cheka cajpis. 
EPH.5.10	Chay pokoy causayniyquichejpi cajtin Señorta imaynapichus cusichiyta reparanquichej. 
EPH.5.11	Amataj ruwaysicojcuna caychejchu lakhamanta mana pokoyniyoj ruwanaswanka. Astawanpis chay ruwanas sajra caskanta reparachiychej. 
EPH.5.12	Yachanquichej chay lakhamanta cajcunaj pacaypi ruwaskasnincoka p'enkaymin cashan parlanallapajpis. 
EPH.5.13	Tucuy chay imas c'anchaypi reparaskaka, sajra riqhurin. C'anchaypi sajra caskanta ricuspa chay ruwanasta sakenchej. 
EPH.5.14	Chayraycu nin:
EPH.5.14	Puñoj, rijch'ariy; jataricuy wañuskacunamanta,
EPH.5.14	Cristotaj kanman c'anchaycusonka.
EPH.5.15	Ajinaka khawacuychej imaynatachus chekanta purinayquichejta. Ama mana yuyayniyojcunajinaka, manachayrí yuyayniyojcunajina puriychej. 
EPH.5.16	Sajra p'unchaycunapi tiyacushanchej. Chayraycu sapa p'unchay sumaj ruwaskasniyquichejwan junt'aychej. 
EPH.5.17	Ajinaka ama caychejchu mana yuyayniyojcunaka. Manachayrí entiendeychej imachus Señorpa munaynin caskanta. 
EPH.5.18	Amataj ujyanaswan machaychejchu. Chayka causayta tucuchin. Manachayrí Santo Espirituwan junt'aycuchicuychej. 
EPH.5.19	Purajmantataj parlanacuychej yupaychana taquinaswan, himnoswan, Santo Espíritoj yuyaychaskan taquinaswanpis. Tucuy sonkowan taquispa yupaychaychej Señorta. 
EPH.5.20	Graciasta koychejpuni tucuy imasmanta Señorninchej Jesucristoj sutinpi Dios Tataman. 
EPH.5.21	Purajmanta casunacuychej Cristota manchachicuspa.
EPH.5.22	Warmis, kosayquichejta casuychej Señorninchejpi jap'icojcunajina. 
EPH.5.23	Kosaka warmej umanjinamin. Ajinallataj Cristopis iglesia runasninpa umancujinamin. Pay quiquintaj iglesianpa Cacharichejninpis cashan. 
EPH.5.24	Astawanpis imaynatachus iglesia runasnin Cristota casuncu, ajinallatataj warmis kosancuta tucuy imapi casunancu. 
EPH.5.25	Kosas, warmiyquichejta munacuychej. Imaynatachus Cristopis iglesia runasninta munacorka, ajinata kosas warmincuta munacunancu. Cristoka runasninta munacuspa paycunaraycu causayninta jaywacorka. 
EPH.5.26	Jaywacorka payman runasninta t'akananpaj yacu mayllaywan llimphuchaspa niskannejta. 
EPH.5.27	Chayta Cristo ruwarka iglesia runasninta uj cuerpollapi paypa ñaupakenman pusananpaj. Mana pantayniyojta, ni ch'ichiyojta, nitaj chayjina rijch'acuyniyojtapis munan. Manachayrí c'acha mana juchachana cananchejta munan. Ajinata runasninta ñaupakenman pusananpaj sonkopi c'achachan. 
EPH.5.28	Cristoj munacuskanjinallataj kosas warmincuta munacunancu quiquin cuerponcutajina. Warminta munacojka pay quiquinta munacun. 
EPH.5.29	Manamin pipis ni jayc'aj quiquin cuerponta chejnicorkachu. Manachayrí munacuywan uywan cuidantaj. Quiquillantataj Cristopis runasninta munacuywan uywan cuidantaj 
EPH.5.30	cuerponmanta caskanchejraycu. 
EPH.5.31	Chayraycu khareka sakenan tiyan tatanta mamantapis warminwan ujchaska cananpaj. Iscaynincutaj ujchaska cankancu. Ajinaka manaña iscaychu cancu, manachayrí ujllaña. 
EPH.5.32	Chay parlariskayka uj sumaj pacaska yuyaymin. Nokarí Cristomanta iglesia runasninmantawan parlashani. 
EPH.5.33	Astawanpis sapa uj warminta munacuchun pay quiquintajina. Warmitaj kosanta sumajpaj khawachun.
EPH.6.1	Wawas, Señorninchejpi jap'icojcunajina tatayquichejta mamayquichejta casuychej. Chaymin chekanka. 
EPH.6.2+EPH.6.3	Camachiskapis nin: “Tatayquita mamayquita casuy, unayta cay pachapi sumajta causanayquipaj. Ajinata sumaj niskanwan Dioska chay camachiskata yaparka allin cajninta ricuchinanpaj. 
EPH.6.4	Tatas mamas, ama wawasniyquichejta phiñachiychejchu. Manachayrí casuchicuspa uywaychej Señorpa yachachinanpi yuyaychayninpipis.
EPH.6.5	Camachis, cay pacha patroncunayquichejta sumajpaj khawaspa casuychej. Manchachicuywan tucuy sonkowanpis Cristotajina casuychej. 
EPH.6.6	Amataj runa ricunanpajjinallaka ruwaychejchu. Manachayrí Cristoj camachisninjina Diospa munayninta c'acha yuyaywan ruwaychej. 
EPH.6.7	Sumaj munaywan serviychej Señortajina amataj runatajinaka. 
EPH.6.8	Yachanquichejjina sapa uj allin ruwaskanmanjina Señormanta jap'inanta, camachipis chayrí mana camachipis. 
EPH.6.9	Patroncuna, quiquillantataj kancunapis camachisniyquichejwan ruwaychej. Amaña paycunaman manchachinaswan niychejchu. Yachanquichej paycunapis kancunapis janaj pachapi Señorniyoj caskayquichejta. Payka uj runata waj runamanta manamin astawanpajchu khawan.
EPH.6.10	Chaywanpis Señorwan ujchaska callpachacuychej paypa jatun atiyninwan. 
EPH.6.11	Imaynachus soldadoka makanacuna p'achaswan p'achalliycucun atipananpaj, ajinallataj kancunapis Diospa tucuy makanacuna p'achasninwan p'achalliycucuychej. Ajinapi supay Satanaspa urmachej sajra yuyaskasninpa contranpi sinch'ita sayayta atinquichej. 
EPH.6.12	Nokanchejka mana runaswanchu makanacunchej, manachayrí mana ricunaswan: Camachejcunawan, atiyniyojcunawan, cay lakha pacha sajra atiyniyojcunawan. Mana ricuna wayrapi atiyniyoj sajracunawan makanacunchej. 
EPH.6.13	Chayraycu Diospa koskan tucuy makanacuna p'achaswan p'achalliycucuychej sajra p'unchaypaj. Ajinapitaj sinch'ita sayaspa tucuyta atipaskayquichejmantaña sinch'ita sayanquichej. 
EPH.6.14	Ajinaka sinch'ita sayaychej cheka cajwan chumpiskas. Pechopajtaj chekan ruwanasta pecherotajina churaycucuychej. 
EPH.6.15	Chaquiyquichejmantaj allinyachej sumaj willanaswan waquichiskas canayquichejpaj ojot'aycucuychej. 
EPH.6.16	Chay tucuymanta astawanka Diospipuni jap'icuychej wakaychaska canayquichejpaj. Chaywan enemigoj laurashaj tucuy pantachiycunanta thasnuchiyta atinquichej. 
EPH.6.17	Diospa sumaj niskanta jap'iycucuychej umayquichejpaj uj sombrerotajina. Chaymin wiñaypaj cachariska canayquichejka. Santo Espíritoj koskan t'ujsina espadatapis jap'iychej. Chayka Diospa palabranmin. 
EPH.6.18	Chaywanpis Santo Espíritoj yuyaychaskanmanjina tucuy sonkowan mañacuspapuni caychej. Rijch'ariskapuni cashaychej Diospa tucuy runasninpaj mañapuspa. 
EPH.6.19	Nokapajpis mañapuwaychej runasman parlashajtiy Dios yuyaychanawanpaj. Ajinapi sumaj willanaspa pacaska cajninta mana manchachicuspa sut'inchasaj. 
EPH.6.20	Chaypajmin cachan churaska cani. Chayta willaraskayraycutaj preso cashani. Diosmanta mañapuwaychej mana manchachicuspa ninaymanjina willaranaypaj.
EPH.6.21	Munaska hermano Tiquicoka cheka camachi Señorpi. Pay nokamanta ruwashaskaymanta ima tucuyta willasonkachej. 
EPH.6.22	Chaypajpunimun payta cachamuyquichej nokaycumanta yachanayquichejpaj sonkochasunayquichejpaj ima.
EPH.6.23	Hermanosníy, allillanpi tiyacunayquichejpaj munacuy paypi jap'icuytaj cachun. Chaycunata Tata Dios Señorninchej Jesucristopis kowasun. 
EPH.6.24	Señorninchej Jesucristota tucuy munacojcunapaj mana tucucoj c'acha yanapaynin cachun. Ajina cachun.
PHP.1.1	Noka, Pablo, Timoteowan Cristo Jesuspa camachisnin caycu. Filipos llajtapi tucuy Diospa runasninman, pastorcunancuman, yanapajcunancumanpis kelkamushayquichej. Kancuna Cristo Jesuswan ujchaska caspa Diospa runasnin canquichej. 
PHP.1.2	Dios Tatanchejpa Señorninchej Jesucristojtapis c'acha yanapaynin kancunawan cachun allillanpi causanayquichejpaj.
PHP.1.3	Kancunamanta yuyaricuspaka Diosniyman graciasta konipuni. 
PHP.1.4	Sapa cuti Diosmanta mañacuspaka cusiywan tucuy kancunapaj mañapuyquichej. 
PHP.1.5	Ajinata graciasta koni uyariskayquichejmantapacha cunancama nokawan yanapacuwaskayquichejmanta. 
PHP.1.6	Yachanitaj sonkoyquichejpi c'acha causayta Dios kallariskanta wiñachinanta Cristo Jesuspa cutimunan p'unchaycama. 
PHP.1.7	Chaytari chekanta yuyani tucuy kancunamanta anchata sonkoywan munacususkayquichejraycu. Wisk'aska caskaypipis muchojmasisniy canquichej. Chaywanpis sumaj willanas cheka caskanta ricuchishajtiy willashajtiypis nokawan ujchacunquichej. Chayraycu tucuy kancuna causacoj-masisniy canquichej Dios c'achata yanapawaskanchejraycu. 
PHP.1.8	Diosmin yachan imaynatachus munacuyninwan tucuy kancunata mayta munacuskayquichejta.
PHP.1.9	Cayjinatataj Diosmanta mañacushani: Munacuyniyquichej astawan astawanraj Diospa munayninpi yachaywan tucuy yuyaywanpis wiñananta. 
PHP.1.10	Ajinata mosoj causayniyquichejpi ajllanquichej aswan allin cajtapuni. Cristoj cutimunan p'unchaypajtaj llimphu sonkoyoj mana juchayojpis canquichej. 
PHP.1.11	Chaywanpis Jesucristonejta c'acha causayniyojpuni canquichej Dios jatunchaska yupaychaskataj cananpaj. Chayta mañapuyquichej.
PHP.1.12	Hermanosníy, yachanayquichejta munani cay muchuskayraycu sumaj willanaska mana jarc'askachu cashan. Manachayrí aswan willaraska cashan. 
PHP.1.13	Ajinapi Roma camachejpa wasinpi guardiacuna tucuy wajcunapis sut'ita yachancu Cristoraycu carcelpi wisk'aska cashaskayta. 
PHP.1.14	Wisk'aska caskaywantaj ashqha hermanosninchej Señorpi callpachacuncu. Chayraycu astawan astawan Diospa niskanta willashancu mana manchachicuspa. 
PHP.1.15	Chekamanta waquenka envidiawan churanacuywantaj willarashancu. Waquinrí c'acha munaynincuwan Cristomanta willarashancu. 
PHP.1.16	Paycuna munacuywan willarashancu yachaspa sumaj willanas cheka caskanta ricuchinaypaj churaska caskayta. 
PHP.1.17	Chay ujcunarí t'akarachinapaj willarashancu puraj uya caywan, [munaspa runas paycunallata khatinancuta.] Wisk'aska caskaypi chaywan llaquiyta yapawayta yuyancu. 
PHP.1.18	¿Imanantaj chayrí? Imaymanallapipis Cristomanta willarashaskancuraycu cusicuni. Canman puraj uyamantapis chayrí cheka sonkomantapis.
PHP.1.18	Astawanpis willaraskancuraycoka cusicusaj. 
PHP.1.19	Imaraycuchus tucuy chayka allinniypaj yanapawanka. Ajina canka Diosmanta mañapuwaskayquichejnejta Jesucristoj Espíritun yanapawaskannejtapis. 
PHP.1.20	Mayta munani confiacunitaj ama ni imapi p'enkachiska canaypaj. Astawanpis imaynatachus cay p'unchaycama Señorniy yanapawarka, ajinallatapuni yanapawanka. Cunanpis Cristollata mana manchachicuspa nokapi jatunchayta munani causayniywanpis chayrí wañuyniywanpis. 
PHP.1.21	Nokapaj causayka Cristomin, wañuytaj aswan sumaj, Cristowan cusca canaypaj. 
PHP.1.22	Sitajchus cay pachapi causayman chayka, Señorta jatunchanaypaj llanc'asaj. Manataj yachanichu causaytachus wañuytachus ajllanayta. 
PHP.1.23	Cay iscay imaswan ñit'iskajina cashani, cay pachamanta llojsipuyta munaspa Cristowan cacunaypaj. Chayka aswan allinpuni cashan. 
PHP.1.24	Cay pachapi causanaytarí ajllayman kancunata yanapanaypaj. 
PHP.1.25	Chaytaka chekatapunitajmin yachani tucuy kancunawan canaypaj cay pachapi khepacunaytaka. Ajinapitaj yanapaskayquichej mosoj causayniyquichejpi wiñanayquichejpaj Diospi jap'icuspa cusicunayquichejpaj. 
PHP.1.26	Ujtawantaj kancunawan caskayraycu astawan astawan Cristo Jesuswan ujchaska cusicunquichej.
PHP.1.27	Cayta niyquichej: Imaynatachus Cristoj sumaj willanasninpi causacunanchej, ajinallatapuni puriychej. Sinch'itataj sayaychej uj yuyayllawan uj sonkollawan cusca llanc'aspa. Ajinapi runas sumaj willanasta uyarispa Diospi jap'iconkancu. Chaywanka kancunata ricoj jamuspapis sumaj causayniyquichejmanta yachasaj. Chayrí mana chaypi caspapis llanc'ashaskayquichejmanta uyarisaj. 
PHP.1.28	Amataj imapipis enemigocunamanta manchachicuychejchu. Mana manchachicuspa sayaskayquichejka sut'ita ricuchin Dios chaycunata tucuchinanta. Ricuchintaj Dios kancunata libraspa wiñay causayman pusasunayquichejta. 
