MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
HEB.9.4	Bə wɛ̀rhɛ́ ku bə̀ nʼê ji wẽ̀ rə̀ lwẽ́ nã́nyə̀nyɛ̀lɛ́ ò yó, bə zə sánə́má bə pɔ́pɔ̌ w bə cĩ́ jàà y èmyɛ́ wẽ́. Dɔbrɛ́ kùlkṍ w myɛ yʼà ŋwɛ́nɛ́ è wẽ́, bə̀ yʼà zə sánə́má bə pɔ́pɔ̌ wa. Sə nə̀zhĩ̌ yʼà ŋwɛ́nɛ́ ò wẽ́, bə̀ zə sánə́má bə mɔ ya, bə ce mã́nɛ è wẽ́.
HEB.9.5	Bə mɔ wẽ̀ ǹdə màlɛ́kabá ta bə cĩ́ kùlkṍ w yó, rə̀ nʼê byili bə̀ Yi ŋwɛ́nɛ́ gàà ǹdə́ rə̀ zùwə́. Wẽ̀ dé tɛ̀bɛ́ yʼà zhe vɔ̀mɛ̀. Rə̀ vɔ̀mɛ̀ nɛ́ ywə́l mó yʼà nʼê círhí ku w kɔ̀bɔ́ bə̀ yʼà nʼê lwé vwâm jal mɔ́ ò yó yə̀-bəlwàálɛ sǔbri lwə̂l yil mó. Sə nə́ wàr wẽ̀ dé tɛ̀bɛ́ gakó nə́ la byilu èlâsɛ̃´ yé.
HEB.9.6	Wɔ́ èta bə̀ tɛnɛ kòrhó w né. Vwĩ̀-zwə́lnə bé nʼê zwì ò jì-ná y wẽ́ twéé twéé bə̀ twĩ̀ bə̀ tumə né. 
HEB.9.7	Wɔ́ vwĩ̀-zwə́lnə bé yé né cìnə́ bé gakó náncɛ y dúdú ń nə́ ń zwì ò jìní y wə, sə wɔ́ twər rə̀dù byin gakó. Ń gə la zú, ń mə̂ sə n zə vwĩ̀ jal n zù n pə Yi ni, ń cìcì yilə, ǹdə́ lyì bí dwã bɛ́ yə̀-bəlwàálɛ́ bə̀ wɛ̀rhɛ́ ǹdə́ bə̀ yə̀l mó yilə. 
HEB.9.8	Eshirhə náàcɛ̀nɛ́ tó rə̀myɛ́ dɛnnɛ è nʼê byili bə̀ kòrhó w nándṍ w gə gwẽ̌ nʼê jí, sɔ́má tɛ̀nɛ́ sə lò zù jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ du páá mɔ́ wẽ́ yé. 
HEB.9.9	Sə rə̀myɛ́ wɔ́ myɔrhɔ èlâsɛ̃´ mɔ́ yilə. Ò nʼô byili bə̀ vwĩ̀ pansɛ́ bə̀ nʼê pɛ Yi ni mú wàr sə̀ ce lò mó mɔ̀bɔ́ ń nə́ ń pɛ sɛ mɔ́ wu w pyìrhí o zâ Yi námpúm yé. 
HEB.9.10	Sə nyə́ né nə̀myɛ́ wɔ́ kùjú ǹdə́ numbyíní gə́ mə̂ sʼe shàrh è yala nɛ́ dwí gakó né è yò kɔrhɔ ǹdə́ Yi mú nyə́ nə̀ pɔwa. Nyə́ né nə̀myɛ́ pɔ nə mʼe dɛ̃̀ dɛ̃ rɛ́ tɛ̀bɛ́ Yi kwɛrhɛ kɔn gakó mó.
HEB.9.11	Sə èlâsɛ̃´, Kristə túwə́. Ńmyɛ̌ ń wɔ́ vwĩ̀-zwə́lnə mó náncɛ yá. Cɛ̀nɛ̀ tɛ̀bɛ́ Yi yʼà bwəl nyí bə̀ rə̀ la nə́ba pɔ mɔ́ gakó wɔ́ ńmyɛ̌ dɛnnɛ nə́ tó né nə́ nə rɛ. Ń zù kòrhó w kɔ̀bɔ́ ò zhe kùr du nã́yóó mó, o jʼa sú yírh dɛ̃´dɛ̃´ mɔ́ wa. Kòrhó w òmyɛ́ də̀ lũ w kɔ̀bɔ́ nyɔ̃̌ yé, bʼè də̀ numbyínsi sə̀ pú w yé. 
HEB.9.12	Ń zù jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ du mú wẽ́ twər rə̀dù sá, twéé gakó yilə. È də̀ bə̀-cǐlsi ǹdə́ nə̀-byə-etwə́ə́le jal ń pɔ yé. Wɔ́ ń cìcì jal mɔ́ ń pɔ n mə n vwârh nə́ba twéé gakó yilə.
HEB.9.13	Bə̀ nʼê zə bə̀-cǐlsi ǹdə́ nə̀-byərh jal mɔ́, bə̀ nʼê zə nə̀-cɛl bə̀ nʼê gwi bə̀ fúl mó tɔ̀mɔ̀ w bə̀ súlí, bə̀ mʼê zhɛ́rhɛ́ lyì bí byɛ̀bɛ́ bə̀ dó mó yó bə̀ kwɛrhɛ bə̀ pwẽ̀ né mó yò, sə rə̀myɛ́ tʼâ wɛ̀rhɛ́ kaka bə̀ wun ní wẽ́ yé. 
HEB.9.14	È gə wɔ́ èta, lwarna bə̀ Kristə jal mɔ́ zhe jàn du rə̀myɛ́ gakó dɛ̃´dɛ̃´, bə̀ Kristə pɔ ń cìn Yi ni ǹdə vwĩ̀-kɔn dɛ̀bɛ́ rə̀ bə jìmdì zhe ta ǹdə́ Eshirhə náàcɛ̀nɛ́ jàn. Tùntwə̃̀ə̃̀ né nyɛ̀bɛ́ nə̀ nʼê cĩ́ lò cu sɔ́má yó mó byèlè nə́ wun ní, sə ń jal mɔ́ vùr nə́ yə̀-bəlwàálɛ́ nə́ jǐrh wárhgáá, mùnì nə́ ŋwɛ̀nɛ́ nə́ twĩ̀ Yi nã́nyì y tum dí.
HEB.9.15	Wɔ́ ńmyɛ̌ dɛnnɛ Yi tó né rə zə dɔbrɛ nándùl ǹdə́ nə́ba. Ń shɛ̀nɛ́ n cì n mə n vwârh numbyínə́ bé bə̀ yə̀-bəlwàálɛ́ bə̀ yʼà nʼê wɛ̀rhɛ́ dɔbrɛ́ nã́yéé ré yi ní mú wẽ́. Ń wɛ̀rhɛ́ èta mùnì byɛ̀bɛ́ Yi byẽ̀ mó ŋwɛ̀nɛ́ bə nə cɛ̀nɛ̀ rɛ́ tɛ̀bɛ́ rə̀ tʼâ la zhɔ̌, Yi bwə̀l rə̀ nyí mú.
HEB.9.16+HEB.9.17	Lò gə pɔ nyí bə̀ ń gə cù sə bə wɛ̀rhɛ́ kɔn dɛ̀bɛ́ èta, ń gə gwẽ̌ yə̀ cì, ń nyí rí rə̀myɛ́ mɔ́ tʼâ jí yé. Sə ń gə tú ń cùwə̀, wɔ́ rə̀myɛ́ yi ní, ń nyí rí zɛ̃̀ rə̀ nʼê jí. 
HEB.9.18	Wɔ́ rə̀myɛ́ è ce, dɔbrɛ́ nã́yéé ré gə́ tú è la zal, bə̀ jɛ̀rɛ̀ bə ló vwâm jal tɛ̃´. 
HEB.9.19	Muyiisi jɛ̀rɛ̀ n byili nyə́ né púlə́púlə́ lyì bí gakó ne ǹdə nə̀ gə́ kɛ̃ sɛ́bɛ́ rɛ́ wẽ́ né, n zɛ̃̀ n kwè nə̀-byə-etwə́ə́le ǹdə́ bə̀-cǐlsi jal ǹdə́ nɛ̃̌ n kwè pyì-kur nándə̀dwààlɛ̀ nánshɛ̀n ǹdə́ dɔ̌ ná-èkùlí n mɔ́rh nɛ́, n jɛ̀rɛ̀ n zhɛ́rhɛ́ nyə́ né sɛ́bɛ́ rɛ́ yó, n zɛ̃̀ n zhɛ́rhɛ́ lyì bí gakó yó, 
HEB.9.20	n zɛ̃̀ n wɔ̀: “Jal mɔ́ mɔ̀bɔ́ wɔ́ dɔbrɛ́ Yi zɔ ǹdʼába mɔ́ myɔrhɔ.” 
HEB.9.21	Rə̀myɛ́ kwã nɛ́, n zɛ̃̀ n zhɛ́rhɛ́ jal mɔ́ kòrhó w ǹdə́ wẽ̀ dé tɛ̀bɛ́ bə̀ yʼà mʼê twĩ̀ Yi tumə né mó gakó yó. 
HEB.9.22	È gə wɔ́ nyə́ né gə́ nʼê byili ní mú, wɔ́ jal mə̀ nʼê ce kɔn gakó jǐrh wárhgáá, sə rə̀ jàlà ŋwɛ́nɛ́ rə̀ wàr yé. Jal gə yə̀ tɛ̃´ lwé, sǔbri pɔ tɛ̀nɛ́ yé.
HEB.9.23	Kɔn gə wɔ́ nyɔ́ɔ́ sə bə zwə́l vwə̃̀ mùnì wẽ̀ dé tɛ̀bɛ́ rə̀ wɔ́ Arəzana nyân dɛ́ nyaarhɛ́ mɔ́ jǐrh wárhgáá, sə́ nyǐ Arəzana nyân dɛ́ cìcì mú wɔ́ vwĩ̀ tɛ̀bɛ́ rə̀ zhe kùr dɛ̃´dɛ̃´ mɔ́ bə̀ mə̂ sə bə zwə́l rə̀ yilə. 
HEB.9.24	Zhə̀nà, Kristə yə̀ kòrhó kɔ̀bɔ́ numbyínsi pú ò nyɛrhɛ kɔ̀bɔ́ ò ŋwɛ́nɛ́ dɛ̃̌ Arəzana w mɔ́ wẽ́ zwì yé. Ń zɛ̃̀ n vò dɛ̃̌ Arəzana w Yi cìcì sõ ń nə́ ń lwə̀l lè nə́ yilə.
HEB.9.25	Zhwifubá vwĩ̀-zwə́lnə bé náncɛ y nə́ ń zə vwàmá jal ń zwì kòrhó w jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ du mú wẽ́ byin byin gakó, sə Kristə yə̀ nɛ́ zwì n pə ń cìn twər nánzhəzhɔ̌ yé. 
HEB.9.26	Kɔn gə yʼà yàl èta, ń yà ń mà n nwɛ̀nɛ̀ twər nánzhəzhɔ̌ lũ w kùr-ju yi ní ga. Sə ń byili ń cìn dwã nɛ́ nyɛ̀bɛ́ nánkwaá nɛ́ èta mɔ́ wẽ́ twər rə̀dù sá twéé gakó yilə, n pə ń cìn ǹdə vwĩ̀ kɔn ta n mə n vùr yə̀-bəlwàálɛ́. 
HEB.9.27	Lò gakó mə̂ sə n cì twər rə̀dù sá, Yi zɛ̃̀ rə bùr ń bùrsì. 
HEB.9.28	Èta, Kristə myɛ pɔ ń cìn ǹdə vwĩ̀-kɔn ta twər rə̀dù sá, n mə n vùr lyì nánzhəzhɔ̌ yə̀-bəlwàálɛ. Ń mà n ká n bà, sə è də̀ yə̀-bəlwàálɛ vǔr yil kə́dò yé. Wɔ́ byɛ̀bɛ́ bə̀ nʼê dɛ̃̀ mɔ̀ mɔ́ vwârh yilə.
HEB.10.1	Muyiisi nyə́ né wɔ́ cɛ̀nɛ̀ rɛ́ tɛ̀bɛ́ rə̀ bàn mɔ́ èsə̃̌yùlú, sə è də̀ rə̀ cìcì mú yé. Nə̀ nʼê byili bə̀ bə̀ mə̂ sə bə jʼâ nʼê zwə́l vwə̃̀ né nə̀myɛ́ cìcì bə̀ kʼâ bwérhé byin byin gakó. Wɔ́ rə̀myɛ́ è ce, nə̀ wàr nə̀ nʼê ce byɛ̀bɛ́ bə̀ nʼê zwə́l vwə̃̀ né nə̀myɛ́ mɔ́ yə̀ námpúm Yi yé né yé. 
HEB.10.2	Nə̀ gə yʼà wɔ̌ nə̀ ce bə̀ yàl námpúm, bə̀ gə kʼê tʼâ zwə́l vwĩ̀ yé. Vwə̃̀ né nə̀myɛ́ gə vùr bə̀ yə̀-bəlwàálɛ́, rə̀ yò yʼà kʼê tʼâ la bə̀ wẽ́ yál yé. 
HEB.10.3	Sə vwə̃̀ né bə̀ yʼà nʼê zwə́l mó yʼà ce bə̀ nʼê lyǐrh bə̀ yə̀-bəlwàálɛ́ yò byin byin gakó, 
HEB.10.4	bə̀ nə̀-byərh ǹdə́ bə̀-cǐlsi jal wàr yə̀-bəlwàálɛ mə̀ la vǔr yé.
HEB.10.5	Rə̀myɛ́ ce, Kristə gə́ tú ń bàn lũ w wẽ́ yi ní, ń zɔ̀m ǹdə́ ń Da n wɔ̀:
HEB.10.5	“Ǹ tá ǹ yâl vwə̃̀ ǹdə́ pansɛ yé,
HEB.10.5	sə ǹ wɛ̀rhɛ́ numbyíní yala ń pɛ̃.
HEB.10.6	Ǹ tá ǹ yâl vwàmá nɛ́ nyɛ̀bɛ́ bə̀ nʼê zwə́l bə̀ ji myǐn vwĩ̀-jìlú w yó mó,
HEB.10.6	ǹdə́ vwə̃̀ né nyɛ̀bɛ́ bə̀ nʼê zwə́l yə̀-bəlwàálɛ vǔr yil mó yé.
HEB.10.7	Rə̀myɛ́ yi ní, à wòwə̀: ‘Nyǐ ni, à Yi,
HEB.10.7	à tú ǹ pùbùlə̀ wɔ̀rhɔ́ yilə,
HEB.10.7	ǹdə bə̀ gə́ kɛ̃ ǹ zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ à shò-kwã nɛ́ nɛ́.’ ”
HEB.10.8	Ń ju kùr n wɔ̀: “Ǹ tá ǹ yâl vwə̃̀ ǹdə́ pansɛ, ǹdə́ vwàmá nɛ́ nyɛ̀bɛ́ bə̀ nʼê zwə́l bə̀ ji myǐn vwĩ̀-jìlú w yó mó, ǹdə́ vwə̃̀ né nyɛ̀bɛ́ bə̀ nʼê zwə́l yə̀-bəlwàálɛ vǔr yil mó yé.” E jà bə̀ nʼê zwə́l vwə̃̀ né nə̀myɛ́ mɔ́ gakó ǹdə nyə́ né gə́ nʼê byili ní. 
HEB.10.9	N zɛ̃̀ n kə́ n wɔ̀: “Nyǐ ni, à tú ǹ pùbùlə̀ wɔ̀rhɔ́ yilə.” Èta, Kristə ce shãã ga vwə̃̀ né jé, sə ńmyɛ̌ vwĩ̀ rí kʼâ zhǐ nə̀myɛ́ gakó jàà wà. 
HEB.10.10	Yezu Kristə pɔ ń yala nɛ́ twər rə̀dù sá, twéé gakó yilə, n mə n pyìrh Yi pùbùlə̀ né. Ń vùr nə́ yə̀-bəlwàálɛ́, n ce nə́ jǐrh náàcɛ̀nà námpúm.
HEB.10.11	Vwĩ̀-zwə́lnə gakó nə́ ń zhì dɛ̃̌ Yi kòrhó w wẽ́ ń mə́ ń twĩ̀ Yi tum dí. Bə̀ nʼê zwə́l vwə̃̀, sə wɔ́ nə̀myɛ́ mɔ́ cìcì bə̀ nʼê zwə́l bə̀ kʼâ bwérhé. Sə nə̀ wàr nə̀ mʼa vùr yə̀-bəlɔ̀lɔ́ gaga yé. 
HEB.10.12	Sə è gə wɔ́ Kristə yilə, ń pɔ ń cìn ǹdə vwĩ̀-kɔn ta, twər rə̀dù sá, nə́ yə̀-bəlwàálɛ́ yilə. Rə̀myɛ́ kwã nɛ́, n zɛ̃̀ n vò dɛ̃̌ Arəzana wa, ń jě Yi jə̀jĩ́ ni twéé gakó yilə, 
HEB.10.13	ń mə́ ń dɛ̃̀ Yi la ce n nɔ̀ ń zwə̀ bé tɛ̃´ ń nə̀rh kùr w mó. 
HEB.10.14	Ń tó ń cìn pɔ twər rə̀dù sá ǹdə vwĩ̀-kɔn ta mɔ́ dɛnnɛ n ce byɛ̀bɛ́ bə̀ yə̀-bəlwàálɛ́ shə́r mó tó ń dɛnnɛ bə jǐrh náàcɛ̀nà námpúm.
HEB.10.15	Eshirhə náàcɛ̀nɛ́ myɛ ju kùr e zɔ̀m rə̀myɛ́ yò e wɔ̀:
HEB.10.16	“Cinu wòwə̀: dɛ̃ rɛ́ tɛ̀bɛ́ rə̀ bàn mɔ́ gə tú è yúwə́,
HEB.10.16	à bʼa ce à nyə́ né Esərayɛl lyì bí surhə né wẽ́,
HEB.10.16	a kɛ̃ nɛ bə̀ wun ní wẽ́.
HEB.10.16	Wɔ́ rə̀myɛ́ rə̀ bʼa yə̀ à dɔbrɛ́ à la zal ǹdə́ bɛ mɔ́.”
HEB.10.17	E zɛ̃̀ e súlí e wɔ̀: “À kʼâ tʼâ la bə̀ yə̀-bəlwàálɛ́ ǹdə́ bə̀ dwə́ə́ré yò lyǐrh kə́dò yé.” 
HEB.10.18	Sǔbri gə pɔ rə zhɛ̀, bə̀ kʼê bə vwĩ̀ zwə́l tum zhe yə̀-bəlwàálɛ yil yé.
HEB.10.19	Da-byâ, nə́ yě pamparɛ̃ɛ̃ bə̀ nə́ wɔ̌ nə́ bʼâ tó Yezu jal mɔ́ mə̀ ló tɛ̃´ mɔ́ dɛnnɛ nə́ zù jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ du mú wẽ́. 
HEB.10.20	Ń púl sɔ́má nándwə̃̀ n pə nə́ba, è wɔ́ nyǔ sɔ́má. È nʼê tó gɔ̀nɔ̀ w ò bɔ̀n Yi kòrhó w dwã w mɔ́ wẽ́. Rə̀myɛ́ wɔ́ ń cìcì yala nɛ́ myɔrhɔ. 
HEB.10.21	Nə́ zhe vwĩ̀-zwə́lnə náncɛ, wɔ́ ńmyɛ̌ ń cǐ Yi kɛ̀lɛ́ yá. 
HEB.10.22	Bànà nə́ bwəlse Yi ni ǹdə́ wu òdù, nə́ zhí ri ǹdə́ nə́ wun gakó, ǹdə́ wu kɔ̀bɔ́ ò bə lwɛlɛ dwí-byǐ zhe, ǹdə́ yala nyɛ̀bɛ́ bə̀ shàrh ǹdə́ nɛ̃̌ zwẽ́zwẽ́. 
HEB.10.23	Zana nə́ zə kɔn dɛ́ dɛ̀bɛ́ nə́ bwə̀l rə̀ yò w nə́ rʼé dɛ̃̀ mɔ́ kẽkẽ, bə̀ Yi bʼa pyìrh kɔn dɛ́ dɛ̀bɛ́ rə̀ bwəl rə̀ nyí bə̀ rə̀ la nə́ba pɔ mɔ́. 
HEB.10.24	Sɛ̃na nə́ sɛ̃ dwã nɛ, nə́ zə dwã wun ni, nə́ swéné dwã ǹdə́ tumə nyɛ̀bɛ́ nə̀ càn. 
HEB.10.25	Nə́ bə̀kʼá kwàrh nə́ dwã-gùúlí jàà y wẽ́ zhəl ǹdə lyì bí jàlà gə́ myɛrhɛ bə̀ kʼê tʼâ zhə̀l mó ta yé. Nə́ mə̂ sə nə́ rʼé sɛ̃ dwã nɛ twéé twéé, bʼâ nə bə̀ Cinu dɛ̃ rɛ́ bwəlse.
HEB.10.26	Nə́ yě zhə̀n dɛ́ gə́ wɔ́ nɛ́. Rə̀myɛ́ ce, nə́ gə gwẽ̌ cə̀ə̀lè nə́ rʼé wɛ̀rhɛ́ yə̀-bəlwàálɛ ǹdə́ bə̀cà, sə́ nyǐ vwĩ̀ dõ kʼê tɛ̀nɛ́ rə̀ la rɛ vǔr yé. 
HEB.10.27	Wɔ́ wu-zɛ̃̀ɛ̃´ dúdú è mʼa zhe nə́ba nə́ mʼé dɛ̃̀ kɔn dɛ̀bɛ́ rə̀ bàn mɔ́. Kɔn dɛ́ rə̀myɛ́ mɔ́ wɔ́ lyì bí bùrsí kɔ́ ǹdə́ myìn-cɔ̀lɔ̀ w ò la Yi zwə̀ bé jú mú. 
HEB.10.28	Lò mɔ̀bɔ́ gakó ń yà ń cẽ Muyiisi nyə́ né, lyì bə̀lyè ráá bə̀tɔ̀ zɛ̃̀ bə yə̀ ń yò w zhə̀n-cìnə́, bə̀ nʼê gwi rə̀-ná-cí. Bə̀ tʼâ dùr ń nɔ̀nɔ̀ yé. 
HEB.10.29	Rə̀myɛ́ ce, lwarna bə̀ lò mɔ̀bɔ́ ń tá ń nyàm Yi Byǐ mú mà n nə zwini nánfɔ̀lɔ̀ du, bə̀ ń tá ń zə ń jal mɔ́ Yi tó mə̀ dɛnnɛ rə zə dɔbrɛ mɔ́ ń mə́ ń yàl kɔ̀-twə̂, e jà wɔ́ mə̀myɛ́ dɛnnɛ ń yə̀-bəlwàálɛ́ tó né rə shə́r n jǐrh wárhgáá. Kɔn súlí myɛ, ń nə́ ń tùrh Eshirhə náàcɛ̀nɛ́, sə wɔ́ èmyɛ́ è ce nə́ lwar bə̀ Yi wɔ́ wu-bɔ̀nɔ̀ cə́bal. 
HEB.10.30	Zhə̀nà, nə́ yě bə̀ Yi wòwə̀: “Wɔ́ àmyɛ́ à cǐ bùrsí bǔr mó. À nʼâ kɛ́ lò gakó bùrsì ǹdə kɔn gə́ mə̂ nɛ́.” N kə́ n súlí n wɔ̀: “Cinu mà n kə́ ń lyì bí bùrsì.” 
HEB.10.31	Lò mɔ̀bɔ́ ń wɛ̀rhɛ́ rə̀myɛ́, ń gə tu Yi nã́nyì y jɔ̃̀ wà, zwini nánfɔ̀lɔ̀ bʼa zə mɔ!
HEB.10.32	Lyǐrhnə kɔn dɛ́ dɛ̀bɛ́ rə̀ wɛ̀rhɛ́ ába shãã ga, á gə́ zù Yi pwẽ̀ dé wẽ́ yi ní mú yò. Á ju kùr á nwɛ̀nɛ̀ dɛ̃´dɛ̃´, sə á pyɛ́nɛ́ á zhì á nà yó kẽkẽ, á mʼá bú búlə́ né nə̀myɛ́. 
HEB.10.33	Bə̀ tùrh á jàlà, bə nwɛ̀nɛ̀ bɛ̀ lyì bí gakó yírh wə, sə á jàlà myɛ yʼâ nʼá sɛ̃ lyì bí byɛ̀bɛ́ bə̀ yʼà nʼê nwɛ̀nɛ̀ èta mɔ́ nɛ. 
HEB.10.34	Zhə̀nà, á tó byɛ̀bɛ́ bə̀ yʼà co byə̀nə́-jù w mú myɛ nɛ á nwɛ̀nɛ̀, á shɛ̀nɛ́ ǹdə́ wu-nyɔ̃̀ bə zə ába bə zwẽ á jɛ̃̀-kɔn dɛ́ gakó, bʼâ yě bʼâ zhe nə̀cɛ̀ndɛ̀ nánfɔ̀lɔ̀ rə̀ ŋwɛ́nɛ́ twéé twéé.
HEB.10.35	Á bə̀kʼá gə á wun yé, bʼâ mʼâ tó rə̀myɛ́ dɛnnɛ á nə pɛnɛ́ nánfɔ̀lɔ̀. 
HEB.10.36	Wɛ̀rhɛ́na Yi pùbùlə̀ ǹdə́ cìn-pyɔ́nɔ́, mùnì á nə kɔn dɛ̀bɛ́ Yi bwəl rə̀ nyí bə̀ rə̀ la ába pɔ mɔ́. 
HEB.10.37	Bə̀ kɛ̃ Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ bə wɔ̀:
HEB.10.37	“È dâl námpɔ́lɛ́ɛ́,
HEB.10.37	mɔ̀bɔ́ ń mə̂ sə n bə̀ mɔ́ bànà;
HEB.10.37	ń tá ń la dɔnɔ yé.
HEB.10.38	Lò mɔ̀bɔ́ ǹ zhí àmyɛ́ nɛ, ǹ kə́ ǹ bə dóó zhe yé;
HEB.10.38	ǹ Yi-ni-zhú mú bʼa ce ń nə nyǔ.
HEB.10.38	Sə ǹ gə yẽ̌ àmyɛ́ nɛ zhú mú ni,
HEB.10.38	à kʼâ tʼâ la ǹ sõ cilu yé.”
HEB.10.39	Nə́myɛ̌ zhí Yi ni, nə́ mʼâ nə vwârh. Nə́ tɛ̀nɛ́ lyì bí byɛ̀bɛ́ bə̀ yẽ̌ bə̀ Yi-ni-zhú mú ni bə jé mó wẽ́ yé.
HEB.11.1	Yi-ni-zhú mú nʼê yâl e wɔ̀: bə̀ ǹ yě bə̀ ǹ bʼâ nə kɔn dɛ̀bɛ́ ǹ nə́ ǹ dɛ̃̀ mɔ́, sə ǹ yě myɛ ǹdə́ ǹ wu gakó bə̀ wẽ̀ ŋwɛ́nɛ́ rə̀ wɔ́ zhə̀nà, yírhə́ jʼà bə rɛ nɛ yé. 
HEB.11.2	Shãã ga lyì bí wɔ́ bə̀ Yi-ni-zhú mú mə̀ ce Yi byili bə̀ bə̀ sú rə̀ yírhə́.
HEB.11.3	Wɔ́ nə́ gə́ zhí Yi ni mú è ce, nə́ yě bə̀ wɔ́ rə̀ zɔ̀mɛ̀ rɛ́ rə̀ wɛ̀rhɛ́ lũ wə́. Èta, wẽ̀ dé tɛ̀bɛ́ yírhə́ nə mɔ́, wɔ́ tɛ̀bɛ́ yírhə́ bə nɛ mɔ́ dɛnnɛ Yi tó né rə wɛ̀rhɛ́ rɛ.
HEB.11.4	Abyəə yà ń zhí Yi ni. Wɔ́ rə̀myɛ́ è ce ń vwĩ̀ rí ń zwə́l n pə rɛ mɔ́ yí rə̀ pùbùlə̀ du Kɛ̃ɛ̃ nyân dɛ́. Wɔ́ ń Yi-ni-zhú mú è ce Yi zwẽ ń vwĩ̀ pɛnɛ́ y rə mʼe byili bə̀ ń bə dóó zhe yé. Wɔ́ ń Yi-ni-zhú mú myɛ mə̀ ce n cì n jà ń gwẽ̌ nyɛ̌ ǹdə ń ŋwɛ́nɛ́ ń nə́ ń zɔ̀m ta.
HEB.11.5	Enɔkɛ yà ń zhí Yi ni. Wɔ́ rə̀myɛ́ è ce rə kwè mò n vò ń jě rə̀ yala nɛ ǹdə́ ń yə̀ cì yé. Lò lò yírh kʼê yə̀ mɔ nɛ yé, bə̀ Yi kwè mò n vò ń jě rə̀ yala nɛ. Bə̀ kɛ̃ Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ bə̀ Enɔkɛ yà ń sú Yi yírh ǹdə́ rə̀ gwẽ̌ yə̀ mɔ̀ kwè n vò rə̀ sõ yé. 
HEB.11.6	E jà lò mɔ̀bɔ́ ǹ yə̀ Yi ni zhí, ǹ wàr ǹ bʼâ sú rə̀ yírh yé. Lò mɔ̀bɔ́ ǹ nə́ ǹ yâl ń bwəlse Yi yé né, ǹ mə̂ sə́ zwẽ nyí myɛ bə̀ rə̀ nʼê kwɛ̃̌ byɛ̀bɛ́ bə̀ nʼê pyà rɛ̀ mɔ́.
HEB.11.7	Nəwee myɛ yà ń zhí Yi ni. Wɔ́ rə̀myɛ́ è ce Yi gə́ byili mu kɔn dɛ̀bɛ́ rə̀ la wɔ̀rhɔ́ mɔ́, ń yírh jʼà yʼà gwẽ̌ bə rɛ nɛ mɔ́, n zwẽ nyí, n fwar kùlkṍ nánfɔ̀lɔ̀, ńmyɛ̌ ǹdə́ ń kɛ̀lɛ́ y lyì bí zù ò wẽ́ bə mʼe lú. Sə ń gə́ wɛ̀rhɛ́ èta mɔ́, ń kɔ́ lũ w lyì bí bùrsì. Wɔ́ ń Yi-ni-zhú mú è ce Yi nyǐ mu ǹdə ń bə dóó zhe ta.
HEB.11.8	Abəraham yà ń zhí Yi ni. Wɔ́ rə̀myɛ́ è ce, Yi gə́ byẽ̀ mò, ń shɛ̀nɛ́ n zwẽ nyí, n zhǐr n yẽ̌ ń cìcì cɔ w nɛ, n vò tənà kɛ̀bɛ́ Yi yʼà la mɔ pɔ e jǐrh ńmyɛ̌ nyâ mɔ́ wa. E jà ń yà ń yə̀l ń gə́ la mə̀gã̌ yé. 
HEB.11.9	Ń Yi-ni-zhú mú ce n jòm cɔ w Yi yʼà bwəl mo ò nyí mú wə, ǹdə zhə-bal ta, kwə̀ə́rhe wẽ́, ńmyɛ̌ ǹdə́ Yəzakɛ ǹdə́ Zhakɔɔbɛ, bə̀ bə̀myɛ yʼà nɔ Yi nyí-bwəl lé rə̀myɛ́. 
HEB.11.10	Abəraham yà ń nə́ ń dɛ̃̀ cɔ w kɔ̀bɔ́ Yi cìcì la lú náàcɛ̀nɛ́ mɔ́.
HEB.11.11	Wɔ́ ń kɛ̃ Sara gə́ yà ń zhí Yi ni mú è ce n ŋwɛ̀nɛ́ n lù byǐ ǹdə́ ń yà ń cɛ ga yírh wə, bə̀ ń yà ń yě bə̀ Yi nyí-bwəl lé tʼâ la kwârh yé. 
HEB.11.12	Wɔ́ rə̀myɛ́ è ce Abəraham yàl nàmbal mə̀dù sásá, ǹdə́ ń yà ń cɛ n bwəlse cu ga, ń nɔ nɛ̀mɛ́ nánjə̀jóló ǹdə cã̀mə́sɔ̌rh ta dɛ̃̌, ǹdə nyɔ̀rhɔ́ ta mwə̃́ nyí ni. Lò lò wàr bɛ̀ ń la gál n nə bə̀ yó yé.
