GEN.1.1	Kì ri cɑ̈gø cøn, Jwøk ɑ́cwɑ̈j-ɑ mɑl kí piny. 
2CH.3.4	Øn-ɑ yïëbbi Kengø bɑ̈re bɑ mïtïr ɑ́bïngwen ni lɑ̈ji Kengø, o döre bɑ mïtïr pyɑ̈r ɑ́bïj wïdɑ́ngwen. O yije bɑ ɑmwøn ki dhɑb. 
2CH.3.5	Yij øn-ɑ dwøng ótɑgø ki pɑ̈mmi sɑndɑl, o ógøjø ki dhɑm dhïw, kí ngïjji yenh benø geki ɑ́cwecwel. 
2CH.3.6	Kengø ɑ́dhyɑw yi rɑ̈dh ki kïtt-ɑ myër møg-ɑ ɑ́kɑ̈ɑ̈l kì piny Pɑrbɑim. 
2CH.3.7	Döri Kengø kí rïwwi ɑwɑjj geki thïggi Kengø gï ɑ́gøje ki dhɑb. Kɑ ri dörø gögge ki ngïjji kerobb. 
2CH.3.8	 Kej Kwërdwøng bɑ̈re bɑ mïtïr ɑ́bïngwen, o lɑ̈je bɑ mïtïr ɑ́bïngwen e nɑ lɑ̈ji Kengø. 
2CH.3.9	Gedd ɑ́gwøg kɑ grɑmm mø dhɑb miy ɑ́bïj kí pyɑ̈r ɑ́bïryew, dörri udd-ɑ mɑl ɑ́gøj kɑ dhɑb thyew.
2CH.3.11+2CH.3.12+2CH.3.13	ge cungi ge nenn-ɑ dhø ød. Ákyel obërre bɑ ɑ́ryew, obërø ɑ́kyel bɑ̈re bɑ mïtïr ɑ́ryew kí sentimïtïr pyɑ̈r ɑ́ryew, obërrɑni ópedhø, o obëri men nywɑll-ɑ obëri men-ɑ kyeelø, o obër-ɑ kyeelø nywɑll-ɑ dörø. 
2CH.3.14	 Gëëng Kej Kwërdwøng ɑ́gwøg kɑ ógødh kor-ɑ yöm, e bɑ ɑgwel ki kïddì mø bɑ ówɑw kí ɑ́cwïcwïl kí møg kwɑrø, o ree ókwïnnø ki ngïjji kerobb.
2CH.3.15	Rɑ̈dh ɑ́göög ki löjji dilɑl ɑ́ryew, ɑ́kyel bɑ̈re bɑ mïtïr pyɑ̈rø wïdɑ́bïj kí sentimïtïr pyɑ̈r ɑ́bïj, kɑ gï cïbe bøli Kengø, wɑ̈thi löjjɑni dɑ ɑtɑ̈nyy mø bɑ̈ri gen bɑ mïtïr ɑ́ryew kí sentimïtïr pyɑ̈r ɑ́ryew. 
2CH.3.16	Wɑ̈thi löjjɑni ryeet ódhyɑwø ki ɑ́cwecwel, kí ngïjji nywøli yɑdh romɑn møg-ɑ ógwøgø ki ngyënyø dilɑl gɑ miyø. 
2CH.3.17	Kɑ löjjɑni cïb dhø Kengø. Kɑ men-ɑ wɑɑng wurlwɑl cɑg ɑ́ Yɑkin, kɑ men-ɑ wɑɑng wuudø cɑg ɑ́ Boɑdh.
2CH.4.2	Kɑ ogöögø ki luy me bɑ ɑ́dulø ki dilɑl, men yije nyi kïdhi pï. Rïwi dööle bɑ mïtïr ɑ́ngwen kí sentimïtïr pyɑ̈r ɑ́ngwen, o döre bɑ mïtïr ɑ́ryew kí sentimïtïr pyɑ̈r ɑ́ryew, o bɑ̈ri dööle bɑ mïtïr pyɑ̈rø wïdɑ́dɑ̈g kí sentimïtïr pyɑ̈r ɑ́ryew. 
2CH.4.3	Wɑ̈thi tøggi luyɑni yiny-ɑ wɑ̈g bëne bɑ ɑdöl ki lwøbb ɑ́ryew mø ngïjjì, ɑ́kyel kì kömi men-ɑ kyeelø. Gïg-ɑ ógweed kömi luyɑni bɑ ngïjji wɑ̈dhh. 
2CH.4.4	Luyɑni ócïb-ɑ kömi wɑ̈dhhi dilɑl pyɑ̈rø wïdɑ́ryew, ge nenn-ɑ wɑ̈g, ɑ́dɑ̈g nenn-ɑ tung ɑ́kyel. 
2CH.4.5	Luyɑni bɑ dhïl ki mïlimïtïr pyɑ̈r ɑ́bïryew wïdɑ́bïj, nyɑ̈re nɑ nyɑ̈ri kubɑyɑ̀, ɑ́ ɑtɑ̈ny ni okøgg. Luyɑni yije røm-ɑ yi pï røthøl ɑ́lïp miyø kí pyɑ̈r ɑ́ryew. 
2CH.4.6	 Agöög gen ki ɑ́tɑ̈yyì pyɑ̈rø, kɑ ɑ́bïj cïb wïj tuung Kengø kì wɑɑng wuudø, kɑ ɑ́bïj-ɑ kyeelø cïb wïj tuung Kengø kì wɑɑng wurlwɑl. Pïgɑni nyi lwøøg-ɑ rïngg-ɑ rɑ̈b gɑ gëdhhì. Pïg-ɑ yij luy dilɑl nyi löög-ɑ yi ókwër.
2CH.4.9	Agëddi ókwër ki ódɑ̈rø kì yij Kengø, kí ódɑ̈rø megø kì yiny-ɑ wɑ̈g. Thïggi ódɑ̈rrɑni bɑ ɑmwøn ki dilɑl. 
2CH.4.10	Luuy dilɑl ɑ́cïb-ɑ tuung Kengø men-ɑ døøg wɑɑng wurlwɑl kì kuni wɑɑng cyɑ̈ɑ̈ng mwøl.
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Kurɑm ɑ́göög ki puggì, kí ɑtögg, kí tɑ̈mmì, gen ɑ gïg-ɑ ɑ́köbbe Rɑ̈dh Sølømøn kinni gï ógwøge gɑ mø Kengø, kɑ gï tyëge ki gwøgø bënn. Gïg-ɑ ɑ́gwøge bɑ:
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	löjj ɑ́ryew
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Atɑ̈nyyi wɑ̈thi löjjɑni ryeet
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Bøøy dilɑl mi ɑtɑ̈nyyi löjjɑni ryeet
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Ngïjji nywøli romɑn gɑ miy ɑ́ngwen, møg-ɑ ɑ́cïb ri ɑtɑ̈nyɑni gɑ lwøbb ɑ́ryew
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Yɑ̈thi dilɑl gɑ pyɑ̈rø
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Átɑ̈yyì pyɑ̈rø
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Luuy dilɑl
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Wɑ̈dhh pyɑ̈rø wïdɑ́ryew møg-ɑ kömi gen ócïb luy dilɑl
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	puggì, kí ɑtögg, kí gɑ̈bbì
2CH.4.11+2CH.4.12+2CH.4.13+2CH.4.14+2CH.4.15+2CH.4.16	Gïgɑni bënn ɑ́thɑ̈dh-ɑ yi bødhø Kurɑm ki dilɑl me dhïw gɑ mø Kengi Jwøng-ɑ Ácwɑ̈ɑ̈j, ni kɑ ɑ́kwøbii yi Rɑ̈dh Sølømøn ceth.
2CH.4.17	Jɑmmɑni bënn ɑ́gwøg-ɑ thwør-ɑ kɑɑm Suköth geki Dhered kì kömi Nɑm Urdun ni kɑ ɑ́kwøbii yi rɑ̈dh. 
2CH.4.18	Jɑmmɑni bënn ɑ́gwøg yi Sølømøn ge gïïr, o pegi dilɑl nuti rømø mɑ́ e gïïr cɑrø.
2CH.4.19	Rɑ̈dh Sølømøn ɑ́göög ki jɑmmi Kengø ki dhɑb, ɑ løg këli lɑm, kí tɑrɑbedhhi ópun men-ɑ nyi mëggi Jwøk, 
2CH.4.20	kí teggi lɑ̈mbɑ̈ɑ̈ geki lɑ̈mbɑ̈ɑ̈ mø dhɑm-ɑ dhïw møg-ɑ nyi lyel kì bøli Kej Kwërdwøng, ni kɑ ókwøbii ceth, 
2CH.4.21	kí ngïjji okøgg, kí lɑ̈mbɑ̈ɑ̈, ki dikɑ̈bbì; 
2CH.4.22	kí gïg-ɑ nyi nɑ̈ɑ̈g lɑ̈mbɑ̈ɑ̈, kí tɑ̈mmì, kí ópɑ̈nni bɑkur, kí ɑtöggi mɑc. Gïgɑni bënn ɑ́gwøg kɑ dhɑm dhïw. Thïggi dhø Kengø møg-ɑ yiny-ɑ wɑ̈g geki thïgi Kej Kwërdwøng bɑ ɑmwøn ki dhɑb.
2CH.5.3	Ge ɑ́cugi bøli rɑ̈dh bënn kì bøli kej Kwër Akɑnnì. 
2CH.5.4	Keny-ɑ ɑ́wɑ̈nhi pëjjì bënn, ɑtïng Sɑnduug Cigg yi Kwɑrri Leebì, 
2CH.5.5	kɑ gø kïdhi gen Kengø. Thyew kɑ Kemi Jwøng-ɑ Ácwɑ̈ɑ̈j ki jɑmme bënn tëër Kengø yi ókwër geki Kwɑrri Leebì. 
2CH.5.6	Kɑ Rɑ̈dh Sølømøn kí tyëng Isrɑil bënn ge ócugø kì bøli Sɑnduug Cigg, kɑ ongɑ̈dø ki gëdhhì mø ngenyø; dyëg, kí dhög. 
2CH.5.7	Codhe, kɑ Sɑnduug Cigg tïng yi ókwër kɑ gø cïb gen Kej Kwërdwøng, kì thɑ̈thi obërri kerobb. 
2CH.5.8	Sɑndug geki lødh-ɑ nyi byellii bɑ ɑgëng yi obërri gen møg-ɑ ópedhø. 
2CH.5.9	Wɑ̈thi lødh nenn-ɑ yi ngɑn cungi kì yij Kengø, e rwöm ki dhø Kej Kwërdwøng, de ge pɑ nënni kì wɑ̈g. (Ge nud kì kenyɑni gïti dicyɑ̈ngtïn.) 
2CH.5.10	 Ábong-ɑ gïn nud kì yij Sɑnduug Cigg, den-ɑ́ ópɑ̈nni kït ɑ́ryew møg-ɑ ɑ́cïb yi Mosɑ̀ keny-ɑ ɑ́ying gen Kïti Sinɑy, keny-ɑ ɑ́lwööb Jwøng-ɑ Ácwɑ̈ɑ̈j kí tyëng Isrɑil ge kɑ̈ɑ̈l-ɑ Rïp.
2CH.5.11+2CH.5.12+2CH.5.13+2CH.5.14	“Lenhu Jwøng-ɑ Ácwɑ̈ɑ̈j mɑ́ e døøj
2CH.5.11+2CH.5.12+2CH.5.13+2CH.5.14	o mɑ̈ɑ̈dø mee gït-ɑ ɑtheer.”
2CH.5.11+2CH.5.12+2CH.5.13+2CH.5.14	Keny-ɑ ɑ́cɑ̈gi ókwër ki bëën wɑ̈g kì Kengø, kɑ Kengø yije ceg-ɑ ì loj yi pöölø, kɑ mɑ̈ɑ̈r Jwøng-ɑ Ácwɑ̈ɑ̈j omënyø kì yij pøølɑni. Kɑ ókwër ówïyø ki gwøg mɑ́ Kengø ɑ́pɑ̈ng yi mɑ̈ɑ̈r Jwøng-ɑ Ácwɑ̈ɑ̈j.
2CH.6.1	Codhe, ɑkwɑ̈jji Rɑ̈dh Sølømøn kinni,
2CH.6.1	“Wuö Jwøng-ɑ Ácwɑ̈ɑ̈j, yï ɑ́myeg bëëdø kì yethi pøøl, kí bëëdø kì yij muudhø.
2CH.6.2	Yï ɑ́gëddɑ ki Kengø
2CH.6.2	ɑ́ keny bëëd yi yïn gïti ɑtheer.”
2CH.6.3	Tyëng Isrɑil bënn ɑ́cung ɑ kenyɑni kɑ rɑ̈dh ree luge yï gen, ɑcwööle gyëdhhi Jwøk kömi gïn. 
2CH.6.4	 Akööbe kinni, “Pwøju Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil! Kwøbb-ɑ ɑ́köbbe wïyɑ Rɑ̈dh Debïd ɑ́mïdhe, gen ɑ møg-ɑ ɑ́köbbe gøn kinni, 
2CH.6.5	‘Kër-ɑ ɑ́kɑ̈ɑ̈lɑ jiɑ wɑ̈g kì Rïp gïti ɑnɑn, bong kɑɑl mɑ ɑ́myegɑ kì piny Isrɑil ɑ́ keny gëddi ki ød me yije ómɑlli yɑn, o ɑ́bong-ɑ ngɑn mɑ ɑ́yienyɑ ɑ́ ngɑn jɑɑg jiɑ, tyëng Isrɑil. 
2CH.6.6	De ɑnɑn Yerusɑlem ɑ́myegɑ ɑ́ keny mɑlli yɑn, kɑ yï kwɑnyɑ Debïd, yïn ɑ́ ngɑn jɑɑg jiɑ.’ ”
2CH.6.7	Akööb Sølømøn kinni, “Wïyɑ Debïd ɑ́dwɑdd-ɑ geri Kengø ɑ́ men yije mɑlli Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil, 
2CH.6.8	de ɑ́köbbi yi Jwøng-ɑ Ácwɑ̈ɑ̈j kinni, ‘Yï ɑ́dwɑdd-ɑ gwøgi gïjø me døøj, kɑ ɑ́dwɑddí gëddi yɑn ki kengø, 
2CH.6.9	de koo ger-ɑ yi yïn, bɑ wɑ̈dí ceth ɑ óger Kengɑ.’
2CH.6.10	“Anɑn Jwøng-ɑ Ácwɑ̈ɑ̈j, kwøbbe ɑ́mïdhe, kej wïyɑ ɑ́kwɑnyɑ yɑn ɑ́ rɑ̈ɑ̈dh Isrɑil, ɑgerɑ Keng-ɑ yije mɑlli Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil. 
2CH.6.11	Sɑnduug Cigg men-ɑ yije di ópɑddi kïtti lwöm-ɑ ɑ́lwøb yi Jwøng-ɑ Ácwɑ̈ɑ̈j ki tyëng Isrɑil ɑ́cïbɑ yij Kengø.”
2CH.6.12	Codhe, ɑcungi Sølømøn kì bøli këli lɑm mi Jwøng-ɑ Ácwɑ̈ɑ̈j, kì bøli tyëng Isrɑil bënn, kɑ cingge thɑɑnge mɑl. 
2CH.6.13	Sølømøn ɑ́bëëd e rum gwøg ki gyeem dilɑl. Gyemɑni bɑ óør, bɑ̈re bɑ mïtïr ɑ́ryew kí sentimïtïr pyɑ̈r ɑ́ryew, o döre bɑ mïtïr ɑ́kyel kí sentimïtïr pyɑ̈r ɑ́dɑ̈g, kɑ gø cïbe dïdyëri ódɑ̈rø. Ayedhe wïj gyemɑni, kɑ cønge rume piny e onennø yi ji bënn, kɑ cingge thɑɑnge mɑl. 
2CH.6.14	Akwɑ̈jje kinni, “Bong Jwøk me ni yïn kì mɑl kí piny bëne yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil. Lwömí ki jií ɑ́mïdhí, kɑ mɑ̈ɑ̈dø mií nyudhí gen, kɑ̀ bëëd gen ge gɑ̈nn-ɑ yïn ki pëthi gen bënn. 
2CH.6.15	Møg-ɑ ɑ́köbbí wïyɑ Debïd ɑ́mïdhí ceth, møg-ɑ ɑ́kwøb yi yïn bënn ɑ́pɑ̈dhi kɑ̈jji gen dicyɑ̈ngtïn. 
2CH.6.16	 Anɑn mïdhí kwøbbí møg-ɑ kyeelø, møg-ɑ ɑ́köbbí wïyɑ Debïd, yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil, møg-ɑ ɑ́köbbii yi yïn kinni, rɑ̈nh-ɑ ójɑɑg Isrɑil kì yethi rïjj bënn, óbï e kɑ̈ɑ̈l-ɑ ri kwɑrre, keløg ciggí ómïdhi yi gen kidøøj ni kɑ ɑ́mïdhe gïn. 
2CH.6.17	De ɑnɑn wiy møg-ɑ ɑ́köbbí bɑ̈ngí Debïd pɑ̈dhi gen kɑ̈jji gen bënn, yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, Jwøøg Isrɑil.
2CH.6.19	Wuö Jwøgɑ, yɑ bɑ bɑ̈ngí. Lïngí kwɑ̈jjɑ, kɑ gïg-ɑ kwɑjjɑ mëggí yɑn. 
2CH.6.20	 Kor Kengø men kì dicɑ̈ng kí wɑ̈r. Yï ɑ́kööb kinni, bene keny-ɑ yije ómɑlli yïn èn. Nyi lïngí kwøbbɑ kenyi kwɑ̈jjɑ wïjɑ lugi yɑn Kengø men. 
2CH.6.21	Lïngí kwɑ̈jjɑ kí kwɑ̈jji jií tyëng Isrɑil kenyi lugi gen ri gen keny, kɑ ge ókwɑ̈jjø, lïngí kwɑ̈jji wøn kɑ lɑɑwí dwöög piny kipe wøn kì pɑɑrí mɑl.
2CH.6.22	“Keløg dhɑnhø óbɑ̈jjø ki wɑɑd gen, kɑ kɑ̈ɑ̈l wïj këli lɑm mií kì Kengø men, kipe kinni o könge kinni yïe bɑ̈r, 
2CH.6.23	lïngí kwøbbe kì pɑɑrí mɑl, yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ gøøny gen liidh, cɑy ngɑn-ɑ ɑ́bɑ̈jji ki cɑ́y-ɑ kyëëw ki bɑ̈jje, kɑ ngɑn-ɑ yïe bɑ̈r wiy.
2CH.6.24	“Keny-ɑ ótyɑɑm jií tyëng Isrɑil yi tyëngmɑ̈ɑ̈nø, mɑ́ ge ɑ́røngi kì bølí, kɑ ge dwöög-ɑ köörí, kɑ ge bï-ɑ yij Kengø men, ge yömm-ɑ yïí kipe dwöögi lɑɑwí piny, 
2CH.6.25	lïngí kwøbbi gen kì pɑɑrí mɑl, kɑ ge dwöög piny-ɑ ɑ́mëggí gen geki kweyyi gen.
2CH.6.26	“Keny-ɑ ómɑ̈ɑ̈n kødh yi yïn, kipe kɑ ɑ́røngi jií kì bølí, kɑ ge óyewø, kɑ wɑ̈thi gen lugi gen Kengi men, ge kwɑjj-ɑ yïn ki möölø, 
2CH.6.27	lïngí kwøbbi gen kì pɑɑrí mɑl, yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ lɑɑwí dwöög piny kipe orøøg bɑ̈nggí tyëng Isrɑil, kɑ ge pwönyí ki gwøgi gïn-ɑ bɑ dyër, kɑ kødh ör kömi piny men, eni piny-ɑ ɑ́mëggí jií ɑ́ mi gen gïti ɑtheer.
2CH.6.28	“Keny-ɑ ónud kɑ̈j kì pödhø, wɑlɑ̀ yømø nɑ̈ɑ̈g, wɑlɑ̀ byel orënyø yi yømø me teg, wɑlɑ̀ ge cɑm-ɑ yi bɑ̈nyø, wɑlɑ̀ kenyi pɑ̈ɑ̈r kömi jií yi tyëngmɑ̈ɑ̈nø, wɑlɑ̀ rɑ̈ɑ̈m dëllì, 
2CH.6.29	lïngí kwɑ̈jji gen. Keløg jií, wɑlɑ̀ dhɑnhø ɑ́kyel kì kelli jií tyëng Isrɑil cingge tïnge’ mɑl e wïje lug en Kengø, e ókwɑ̈jjø ki rɑ̈ɑ̈m pyëwe, 
2CH.6.30	lïngí kwɑ̈jji gen, lïngí kwøbbi gen kì pɑɑrí mɑl, kɑ lɑɑwí dwöög piny kipe gen. Bɑ yï ketí ɑ ngɑ̈nyi rumm-ɑ ying pyëw dhɑnhø. Göggí dhɑnhø ki gïn-ɑ kyëëw ki en, 
2CH.6.31	kipe kinni o yï wør yi ji, o yï gɑ̈nni yi gen ceth, kɑ̀ bëëd gen kì piny-ɑ ɑ́mëggí kweyyi wøn.
2CH.6.32	“Keløg perí olïngø yi tyëngpɑth kì kun lɑ̈wi, kinni yï dwøng o yï teg, o yï pɑ nyi cwööng ki kunyø, kɑ ge bï-ɑ be kwɑ̈jjø kì Kengø men, 
2CH.6.33	lïngí kwɑ̈jji gen. Lïngí kwɑ̈jji gen kì pɑɑrí mɑl, kɑ ge göggí gïn-ɑ kwɑjji yi gen, kipe kinni, o yï yod yi tyëng kömi piny, o yï gɑ̈n yi gen, ni kɑ̀ gɑ̈ɑ̈n yïn yi jií tyëng Isrɑil. O yod yi gen kinni Kengø men-ɑ geer yɑn èn, bene keny-ɑ mɑlli yïn.
2CH.6.34	“Keny-ɑ óköbbí jií kinni nyïɑ̈ggi gen ki tyëngmɑ̈ɑ̈nø, kɑ yï kwɑjji yi gen, kì keny-ɑ ódi gen, e wɑ̈thi gen lug gen kɑɑldwøng, kɑɑl-ɑ ɑ́myeg yi yïn, kí Kengø men-ɑ ɑ́gërrɑ yïn, 
2CH.6.35	lïngí kwɑ̈jji gen. Lïngí kwøbbi gen kì pɑɑrí mɑl, kɑ ge wëggí tyɑ̈mø.
2CH.6.36	“Keny-ɑ órøngi jií kì bølí, kɑ bong-ɑ ngɑn nuti røngø, keny-ɑ órënyi pyëwí kɑ ge wëggí tyɑmø yi tyëngmɑ̈ɑ̈nø, kɑ ge køøl pödhø megø gɑ ɑmɑgg, cɑgg pönhɑni lɑ̈wi, 
2CH.6.37	lïngí kwɑ̈jji jií. Keløg ge óyewø kì pönhɑni kɑ yï kwɑjji yi gen, ge yïëyø ki bɑ̈jji gen, lïngí kwɑ̈jji gen yïn ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j. 
2CH.6.38	Keløg ge óyewø kì pönhɑni e bong wëënyø kì pëthi gen, kɑ yï kwɑjji yi gen e wɑ̈thi gen lug gen piny-ɑ ɑ́mëggí kweyyi wøn, kí kɑɑl-ɑ ɑ́myeg yi yïn èn, kí Keng-ɑ ɑ́gërrɑ yïn èn, 
2CH.6.39	lïngí kwɑ̈jji gen. Lïngí kwøbbi gen kì pɑɑrí mɑl, kɑ pyëwí lɑ̈ɑ̈me ki gen, kɑ lɑɑwí dwöög piny kipe orøøg jií bënn.
2CH.6.40	“Anɑn yïn ɑ Jwøgɑ, lug thɑ̈wwí, kɑ kwɑny-ɑ kwɑjji yïn yi wøn kì keny lïngí. 
2CH.6.41	 Dhwöödh ɑnɑn, yïn ɑ Jwøk, Jwøng-ɑ Ácwɑ̈ɑ̈j, kɑ yï kedhí yij Kengø, kɑ yï bëëd kì yije wuki Sɑnduug Cigg, ɑ bɑ ngïji tegí gïti ɑtheer. Nyi gëdhhí ókwërrí gïg-ɑ gøggi yi gen bënn, kɑ wiy pëthi jií bënn med gen kipe kor-ɑ koor gen. 
2CH.6.42	Rɑ̈nh-ɑ ɑ́myeg yi yïn ko bɑɑny yïn ɑ Jwøk, Jwøng-ɑ Ácwɑ̈ɑ̈j, pɑrrí mɑɑr-ɑ ɑ́mɑɑr bɑ̈ngí Debïd.”
2CH.7.2	Ókwër ɑ́cög ge pɑ kedhi Kengø, mɑ́ Kengø ɑ́pɑ̈ng yi mɑ̈ɑ̈r Jwøng-ɑ Ácwɑ̈ɑ̈j. 
2CH.7.3	 Keny-ɑ ɑ́liidh mɑc e ódëëmø kì mɑl yi tyëng Isrɑil, kɑ Kengø opɑ̈ngø yi cɑr, ɑbøødh gen ri gen piny wɑ̈thi gen ónywɑ̈ddø’ piny, ge mɑll-ɑ Jwøk, e olenhø yi gen kipe døøje, kí mɑ̈ɑ̈dø mee men-ɑ pɑ nyi lwënyi gïti ɑtheer. 
2CH.7.4	Codhe, ɑnëngi Jwøng-ɑ Ácwɑ̈ɑ̈j ki gëdhhì yi Sølømøn, geki ji bënn. 
2CH.7.5	Kɑ Rɑ̈dh Sølømøn ongɑ̈dø ki dhög ɑ́lïp pyɑ̈r ɑ́ryew wïdɑ́ryew, kí dyëg ɑ́lïp miyø kí pyɑ̈r ɑ́ryew gɑ gëdhhì. Kɑ Kengø thyey yi Sølømøn geki ji bënn. 
2CH.7.6	Ókwër ɑ́cung ɑ kɑ̈jji gen ge nenn-ɑ nyingi gen geki Kwɑrri Leebì. Kwɑrri Leebì lejj-ɑ Jwøng-ɑ Ácwɑ̈ɑ̈j ki jɑmmi wör møg-ɑ ɑ́mëggi gen yi Rɑ̈dh Debïd gɑ møg nyi lenhi Jwøng-ɑ Ácwɑ̈ɑ̈j ki wöri mɑ̈ddø kinni, Jwøng-ɑ Ácwɑ̈ɑ̈j mɑ̈ɑ̈dø mee bong cöge, ni kɑ ɑ́ceg gen yi Debïd. Akoodh kɑ̈ngì yi Kwɑrri Leebì, ji ócungø bënn.
2CH.7.7	Athyeey ódɑ̈r-ɑ bøli Kengø yi Sølømøn, ɑmuuje kì kenyɑni ki gënh-ɑ nyi rɑ̈b bëne, kí byëlø, kí dwɑ̈li gënhi mër. Gï ɑ́gwøge kinøw, mɑ́ këli lɑm men-ɑ ɑ́gwøge ki dilɑl thiinh, gëdhhɑni bënn pɑ cuggi rømi wïje.
2CH.7.8	Agwøøg Kwëër Akɑnnì ki cyɑ̈ng ɑ́bïryew yi Sølømøn geki tyëng Isrɑil bënn. Ádɑ ji mø kɑ̈ɑ̈l pödhh mø lɑ̈wi ge gïïr, ge kɑ̈ɑ̈l-ɑ Amɑth kì wɑɑng wuudø gïti wïj keew Rïp, kì wɑɑng wurlwɑl. 
2CH.7.9	Kì bïdɑ̈ɑ̈g cyɑ̈ng, kɑ ji bënn bï-ɑ be mɑlli Jwøng-ɑ Ácwɑ̈ɑ̈j, mɑ́ këli lɑm ɑ́thyey kɑ cyɑ̈ng ɑ́bïryew, o Kwëër Akɑnnì ɑ́tyëg-ɑ cyɑ̈ng ɑ́bïryew. 
2CH.7.10	Kì cyɑ̈ng pyɑ̈r ɑ́ryew wïdɑ́dɑ̈g, kì bïryeew dwɑ̈tt, ɑör ji myërri gen yi Sølømøn. Akedh gen pëthi gen med cɑrø kipe gïgdøj bënn møg-ɑ ɑ́göggi tyëng Isrɑil geki Debïd, kí Sølømøn yi Jwøng-ɑ Ácwɑ̈ɑ̈j.
2CH.7.11	Kì bɑng kɑ ɑ́rum Kengø geki gøldwøng ki gerø yi Sølømøn, kɑ gïg-ɑ ɑ́rømme bënn kipe gïn tyëge ki tɑrø, 
2CH.7.12	ɑcigi Jwøng-ɑ Ácwɑ̈ɑ̈j cwöbø kì bøle kì wɑ̈r, ɑköbbe gøn kinni, “Kwɑ̈jjí ɑ́lïngɑ, Kengø men ɑ́yïëyɑ ɑ́ keny yije ómëggi yɑn gëdhhì. 
2CH.7.13	Keny-ɑ ómɑ̈ɑ̈nɑ kødh, kɑ bɑ̈nyø örɑ be cɑmi byel, wɑlɑ̀ kömi jiɑ örɑ’ yømø nɑ̈ɑ̈g, 
2CH.7.14	keløg yɑ okwɑjjø yi gen, kɑ ge óyewø ki orøg, kwøbbi gen ólïngɑ kì pɑɑrɑ mɑl, kɑ lɑɑwɑ dwöögɑ piny kipe orøøg gen, kɑ pödhi gen døøgɑ ki tyenyø. 
2CH.7.15	Kengø men ónennɑ, yïthhɑ óbëëd ge kyëën yɑn kipe lïngi gïg-ɑ ókwɑjji kì keny bënn. 
2CH.7.16	Mɑ́ Kengɑni ɑ́rum ki gerø, kɑ kwërɑ ɑ́ keny yije ómɑlli yɑn gïti ɑtheer, ónennɑ kɑ korɑ kì bøli kɑ̈jj bënn. 
2CH.7.17	Keløg yɑ ógöggi yi wun e yethi wun bong ɑ́dud ni kɑ ɑ́mïdhi ciggɑ yi Debïd, kɑ gïg-ɑ nyi köbbɑ wun nyi gwøg yi wun, 
2CH.7.18	 dhøgɑ ómïdhɑ kɑ møg-ɑ ɑ́köbbɑ wïyí Debïd kinni Isrɑil óbëëd e jɑɑg-ɑ yi kwɑrre kì yethi rïjj bënn; gwøgɑ ceth. 
2CH.7.19	De keløg jií óbɑ̈nyi ki mïdhi ciggɑ geki kwøbb-ɑ mëgg-ɑ wun, kɑ ge døøg-ɑ be mɑlli jwögg mø pɑth, 
2CH.7.20	wu ónyiigɑ kì piny-ɑ ɑ́mëggɑ wun, kɑ Keng-ɑ ɑ́kwër yi yɑn kinni yije ómɑlli yɑn, wiyɑ piny thyew. Kɑ Kengɑni gɑggi yi ji, kɑ ogöögø e bong nyinge.
2CH.7.21	“Dhwɑ̈ɑ̈ng Kengø dwøng ɑnɑn, de órënyi kɑ ji-ɑ nyi kɑ̈l bute nyi ceg-ɑ ngɑ̈ngø, kɑ ri gen nyi pyënyi gen kinni, ‘Ede pönhï geki Kengø men ɑ gwøøg gen kinni yi Jwøng-ɑ Ácwɑ̈ɑ̈j?’ 
