GEN.1.1	Soo 'udechoo whe'whudit'en whe Yak'usda (Elohim)
2CO.8.10	Ndi daja nuszun la 'et ts'ih'un nohdutasnelh, 'et 'uk'enus nohba hootázoo'. Nada' nohni hukwa' nahzun 'ink'ez hoonáht'i' whe whe'daht'en, 'et 'awhuz tilah 'et ndaht'en.
2CO.8.11	'Et 'andit lhaóodoohleh huba' hoont'oh. 'Et nts'en'a la noheni lhadáhla, whuz un'a lhaóodoohleh.
2CO.8.12	'Et soo cho whunulh'en, 'et dune dudeni lhaídinla whe sooneya daltsuk huwa íta'alh, 'i 'aw 'et soo 'últsuk whe 'unt'oh. Ndai la huwa íta'alh-i 'on 'unyaz huwa íta'alh hukwa' ninzun hoonts'i, 'aw 'ooneh ait'oh-un, 'et soo' hoont'oh.
2CO.8.13	'Et 'aw nohni nohba howa whulna' 'ink'ez 'onghunne 'aw hoonliyaz lhe'hust'en, 'et 'uwhudúsni.
2CO.8.14	'Et k'us ts'iyanne ba lhgha' hot'e'. 'Et whuz un'a nohni lhai aht'i te, ndunne lhe'ít'ihne, 'enne whuloh bughah'aih. 'Et whuz un'a lhla ts'oot'en huba' hoont'oh.
2CO.8.15	'Et whuz un'a whutso da' 'uk'ehóoguz whe ndutni, “'Et ndun mbe la k'us lhai ílhchoot-un, 'en 'aw ch'uditízkat-i hoonts'i lhit'i, 'ink'ez ndun mbe la hukw'e-i ilhchoot-un, 'aw hoonliyaz ye ndunidzit-i hónloh.”
2CO.8.16	Yak'usda ts'un musi ts'utni. 'En 'uja Titus ba hoolhtus whulhtsi, 'et whe soo cho nohla tit'elh 'et whuz un'a hukwa' ninzun.
2CO.8.17	'Aw neghuni ulhtus-i ilhchoot 'aw 'et za iloh huwa, 'et dich'oh hukwa' ninzun huwa nohts'ú whinya.
2CO.8.18	'Ink'ez 'uyoon neulhutsin, mbe la khuni unzoo-i be yalhduk-un, 'et huwa Yak'usda ba 'ilhunaoodúlhne, 'enne ts'iyawh hiba oodílhti'. 'En cha Titus bulh whuz nohts'ú whe buts'alh'a'.
2CO.8.19	'Aw 'et za iloh, ndun 'en Yak'usda ba 'ilhunaoodúlhne neba 'utahahúyalhti nebulh tí'us 'ink'ez nela' tit'elh whuba. 'Et whuz un'a ndi 'ut'en unzoo-i 'onghohne buba ne'ut'enne ts'inli. 'I be neMoodihti dich'oh ye dizti'-i t'ehinoozeh. 'Ink'ez 'i be la noheni lhadínt'oh t'ets'onózin.
2CO.8.20	Ndi huwant'ai-i whutaztilelh-i 'aw ooka nek'éholts'i junih. 'Et whuch'a ne'ts'ut'en.
2CO.8.21	'Et neMoodihti nalh 'ink'ez ts'iyanne cha nalh soo ts'ih'un un'a 'uts'otilelh.
2CO.8.22	'Ink'ez neulhutsin, 'en cha, 'enne bubulh whe
2CO.8.22	ts'alh'a'. Ndun lhat whe ts'óolhdzai 'et whe t'ets'onínzun 'ahoolhyiz huba sulh'i tube cho 'et ndutínelh huba. 'En za nohbulh oodzi hoonli whe nohni 'a cho nohts'utíyalh hukwa' ninzun.
2CO.8.23	'Et mbe la Titus há' 'oodulhkutne, 'en ts'úditni-un, nohni nohba sulh 'ut'en'un 'unt'oh, budóhni. 'Et mbene la neulhutsinke há' 'oodulhkutne, 'enne Yak'usda ba 'ilhunaoodúlhne khuni buba na'áne 'ink'ez Christ ye dizti'ne 'uhint'oh, budóhni.
2CO.8.24	'Et 'inka Yak'usda ba 'ilhunaoodúlhne bunalh mbene la nohts'oozdilne, nts'en'a la be nek'ets'intsi'-i aht'i, 'ink'ez nts'en'a la nohba ts'odilhti'-un, 'et ts'iyawh bunalhts'et haootihlelh.
2CO.9.1	'Et 'awet Yak'usda ooch'e'ne bula tihnelh, 'aw 'uyoo khuni nohts'o k'eoosges huba lhe'hoot'oh.
2CO.9.2	'Et ndutíhnelh hukwa' nahzun t'eoonuszun. 'Et huwa ndunne Macedonia whut'enne ts'un nohdústi' whe nohghu yasduk. Achaia yun k'ut nohwhenghoh whut'enne ndet la lhahódutileh-un, 'et nada' lhahódinla budásni' 'et huwa. 'A cho 'uwhutánelh hukwa' nahzun 'et t'éoonúszun. 'Et huwa nohni nohgha ndunne Macedonia whut'enne k'us lhane sooneya howa húti'alh 'et huhóost'et.
2CO.9.3	'Ink'ez nts'en'a la be nóhdusti'-i, 'i 'aw howu t'eduzoosnih ait'oh, 'et huwa neulhutsinke nohts'un whebis'a'. 'Et whutso da' nohdúsni, 'inka nohzooneya be lhadóoht'e'.
2CO.9.4	'Et whulohne Macedonia whut'enne, khun la sulh hútooya', 'et nohni 'aw lhalhduzahne de, nts'en'a la be nóhdusti'-i, 'i wheni ookwaya uztileh. 'Ink'ez nohni, 'et do', nohba dáhoont'oh?
2CO.9.5	'Et ndunúszun whe neulhutsinke 'uda' cho stso nohts'ó toodilh ubudúsni. 'Et hoonáht'i' whe howa tíh'alh, 'et de la k'udada huwa tih'alh-i lhahídooleh. 'Et whuz un'a ndi huwa tít'alh-i, hoonáht'i' whe huwa tíh'alh, 'et 'aw soo 'a cho 'et dahneh nohts'udóne' ait'oh.
2CO.9.6	'Et diz un'a nja dúhoont'oh, mbe la ntsool-i 'anuleh-un, 'en ntsool-i hantilelh. 'Ink'ez mbe la lhai 'ananla-un, 'en k'at le lhai hántilelh.
2CO.9.7	'Ilhone hinli whe ndai la dudzi be hukwa' huninzun huwa híta'alh, 'et 'ultsuk-i huwa hóo'alh. 'Aw 'et dantsi' be iloh k'us whuz hinilht'i huwa iloh. 'Et huwa mbe la hoont'i' whe huwa 'á'aih-un, 'en Yak'usda yuk'entsi'.
2CO.9.8	Yak'usda soo 'últus whe ndai la ye unzoo-i, 'i 'on nus 'ultsuk-i negha nántikulh. 'Et whe ndai la be ndunahdzit-i, 'i 'on 'un lhai tiht'elh. 'Et 'ut'en unzoo-i 'ulh'en-i, ts'iyaitsuk nohanus 'uniltsuk-i, 'i nohtl'anátikulh.
2CO.9.9	'Et khuni 'uk'eguz-i 'et ndutni,
2CO.9.9	“Ndulcho whe dune la 'uja, tel'enne,
2CO.9.9	'enne cha bula 'uja.
2CO.9.9	Ye ts'ih'un un'a 'unt'oh-i, 'ilhiz wheni 'unt'oh.”
2CO.9.10	'Et mbe la nohgha íyunle-un, 'en 'on nus lhai úncha nohghale. 'Et whe la nohe'ut'en ts'ih'un un'a 'unt'oh-i, 'i 'on nus lhai tileh.
2CO.9.11	'Et ndúwhulcho whe soo dah'a 'et whe ndet whe la lhts'u nahzoo-un, 'i be 'onghohne buts'un nohla hoonli. 'Et whe Yak'usda musi ts'utni.
2CO.9.12	'Et dahoont'oh huwa nohsooneya gha noh'e'ut'en be ne'ut'enne ahli, 'et whe Yak'usda ooch'e' unline huye ndunidzit-i buba soo' yunoltsuk. 'I gha la lhane Yak'usda ts'un tube cho musi ts'utni.
2CO.9.13	'Ink'ez ndet whe la 'uyoonne noh'e'ut'en k'oh whe whubuntalhtun, 'i be, 'et ndúwhulcho whe 'onghohne Yak'usda 'on nus buba whudálhti'. Christ ooghuni unzoo-i daja dahni-un, 'et za hukw'úne' aht'en. 'Et huwa nohla hoonli whe Jerusalem whut'enne, 'enne bula aht'en, 'ink'ez n'un whut'enne, 'enne cha bula ahja.
2CO.9.14	Yak'usda ye unzoo-i, hóont'i' whe nohyé dan'ai-i, 'et huwa nohk'e ni hinli 'ink'ez nohba tenahududli.
2CO.9.15	Ndi Yak'usda 'ants'i negha óonin'ai-un, unzoo k'et, 'aw uzdooni' ait'oh. 'Inka tube cho musi ts'utni.
2CO.10.1	'Et 'awet Si Paul nohghu tédusdli. Nts'en'a la Christ ye yo 'ududaldzin-i, 'ink'ez yé soo ne'ust'en-i, 'i be' dusni. Nts'en'a la dast'oh whe nohtoh susda' da', 'aw lhoojoh-un lhúsdloh. 'Et hoonts'i lhe'hutni, nohch'oh 'ust'oh te, 'et nohélhoosjoh.
2CO.10.2	'Et nts'en'a la neyust'e whuts'u nínt'i hukw'un'a, 'et whuz un'a za 'uts'ut'en huninzun. 'Et nohtoh ndunt'ohne, wheóonujut whe bubut nenátisdalh. 'Et huwa nohts'u te'dusdli ndet nohbulh 'ust'oh de, 'aw nohts'un lhootásjoh hukwa lhe'núszun whulohne za buts'un lhootásjoh.
2CO.10.3	'Et ndi yun k'ut uzdilhts'i-un, neyust'e whuts'u nint'i whuz un'a iloh nuts'íya.
2CO.10.4	Nulh'en ndai la be lhts'ugan-i, 'aw ndi yun k'ut whuts'u haínzut-i, 'i iloh 'unt'oh. 'Et Yak'usda be ts'ílhtus-i, 'i be lhts'ugan-i 'unt'oh. 'Et whe ndai la be néch'az whuditni-i, 'i ts'iyawh náninizyuz.
2CO.10.5	Ndet la lhtoh 'alhgoh howa yahalhduk-un, 'i cha ts'iyawh hooloh whé nilhtsi. Ndai la Yak'usda ye whunih-i, 'i cha huyando 'oot'e' hukwa' hut'en, 'i cha ts'iyawh hooloh yutilhtselh. 'Ink'ez daja huninzun-un, 'et cha nahuhootálhchulh, 'et whe Christ hik'oh ts'e nuni hunoozut.
2CO.10.6	'Et 'awet ndai la ts'iyantsuk hukw'u ne'zaht'en de, 'et de mbene la hukw'ú nulhe'it'elne, wheni 'enne ts'iyantsuk whe dzoh notideh-un bugha ts'óta'alh.
2CO.10.7	Hadi' njan 'et nohba dáhoont'oh? Ndet hooh'en, 'et za eh whunulh'en? Mbene la Christ ooch'e'ne na'dunúdzunne, dáhoont'oh whe Christ ooch'e'ne 'uhint'oh, 'et whuz un'a za, wheni cha Christ ooch'e'ne 'uts'int'oh. 'Et cha soo cho howu nuní hunoozut!
2CO.10.8	'Et neMoodihti dune an ndo 'uts'int'oh-un negha óonin'ai, 'i be ulhtus nohuztilhtselh, 'aw musai tihleh k'un'a iloh unohts'uleh. Ndet la negha óonin'ai-un, óont'e' be howu yasduk, 'et 'aw hukwa yálhusdloh.
2CO.10.9	Njan ndunóh dusni-un, 'aw 'et whe nohwhe'oonusjoot iloh whe' dusni.
2CO.10.10	Njan 'et huwa ndiz un'a nja dudúsni, whulohne hutni, “Ndi Paul 'udustl'us 'uk'uneyuzguz-i tube be óonujut 'ink'ez ulhtus. 'Et hoonts'i netoh usda te, ooyust'e tetsun 'ink'ez ndai la ye yalhduk-i 'ants'i 'unt'oh,” hutni.
2CO.10.11	'Et hoonts'i mbe la 'et ndiz un'a howu yalhdukne, soo cho howu nihotan, ndi ne-e'dustl'us, 'i be nts'en'a la neghuni daja ni, 'et nkede la wheni nohtoh 'uts'int'oh de, whuz un'a uztit'elh.
2CO.10.12	'Et whulohne didutch'oh ts'ih'un dune na'hududútni. 'Et huwa 'aw wheni ndúlhts'udoosih. Didutch'oh dutoh dahínt'oh la 'et 'enne buk'un'a nulhé'ts'oost'en. 'Et hoonts'i mbene la didutch'oh dutoh duba na'udzoo'ne, 'et ndunt'ohne 'aw huwhunih iloh whe' hint'oh.
2CO.10.13	'Et wheni ndai la 'ut'en Yak'usda neba yoozi-i, 'i ts'uhóont'i' whe howu yats'ulhduk. 'Et ndi 'ut'en neba yoozi-i, nohni soo nohbulh 'utni. 'Et 'uyoo 'ut'en ooghu yats'oolhduk huba lhe'hóot'oh.
2CO.10.14	'Et ndet whuts'un neba hoozi-un, 'et whan 'un ha' ts'oot'en ait'oh. 'Et huwa nohni cha Christ ooghuni unzoo-i, 'i bulh nohghuznindil.
2CO.10.15	'Ink'ez 'uyoonne dune Yak'usda 'ut'en buba yoozi-i 'aw 'uts'óont'e' whe ooghu yats'oolhduk ait'oh. 'Et nkede 'uwhutánelh whe nohba 'alha' 'unt'oh-i, 'on nus 'ulcho nohba tileh, 'et de wheni cha nohtoh 'on nus nohba ts'incha tileh. Ndai la 'ut'en neba yoozi-i 'et whe nohni nohba ts'incha tileh.
2CO.10.16	'Et whe la nohan 'awh ho khuni unzoo-i be yats'oolhduk. 'Ink'ez 'uyoonne 'ut'en buba yoozi-i 'et cha 'aw 'uts'óont'e' be 'oh ho yats'oolhduk ait'oh.
2CO.10.17	'Et hoonts'i mbene la 'ududálti'ne, 'enne neMoodihti, 'en be 'ududólti' huba' hoont'oh.
2CO.10.18	'Et mbe la dich'oh duba na'hoodudzi, 'et ndunt'ohne, 'enne 'aw soo huyulh nelhuhoo'al inle'ne. Mbe la neMoodihti yoozi-un, 'en za 'ódzilh huba' hoont'oh.
2CO.11.1	Ndi khuni 'ants'i 'oh be neyasduk nuhzun la, 'et huwa 'atsulyaz nducha 'on 'unle sgha óonah'aih. 'Ink'ez 'alha 'i be whuz un'a soo zúlhts'ai.
2CO.11.2	'Et Yak'usda be 'oonih, 'i be si cha nohba 'ooznih. Nohba nahizúsya 'ilhoghun dune ooghu tihdalh, Christ 'en 'unt'oh. Nohni sak'usda nohtsun hoolohne le'aht'oh whe Christ gha nóhnusdla.
2CO.11.3	'Et hoonts'i 'oh da' nyoo tl'ughus ye 'uts'un uninzun-i, 'i be nts'en'a la Eve yunan'a, 'et whenuzjut nohni cha 'et whuz un'a noheni ninta' itálh'elh. 'Et ndúhooja de, 'et de noheni Christ ts'un 'aw 'ilho oole' ait'oh.
2CO.11.4	'Ink'ez lhe'ahja nulh'en, 'ilhoghun dune nohghu ninya whe 'uyoon Sizi ghun nohbulh yalhduk, 'aw 'en whuz un'a Sizi nohyulh yalhts'ilhdih. K'us 'uyoo 'uyughi úlhchoot de, 'aw wheni neghá iloh úlhchoot. K'us 'uyoo khuni unzoo-i úlhchoot de, 'aw wheni neghá iloh úlhchoot. 'Et 'alha' hoont'oh nahzún eh?
2CO.11.5	'Ink'ez ndunne whel'a' nchane, 'aw buba nyo lhe'ust'oh na'dunusdzun.
2CO.11.6	'Et yasduk-un t'eoonuzúszun 'et hoonts'i lhat-un t'éoonuszun whe 'ust'oh. 'Ink'ez ts'iyantsuk t'éoonóhzun nohzúsi.
2CO.11.7	Yak'usda ooghuni unzoo-i 'aw 'uk'elha iloh bé nohbulh yasduk. Te'duduz'en 'et whe 'i be nchane tihle. 'I be lubeshi úschoot nahzun eh?
2CO.11.8	'Uyoonne Yak'usda ba 'ilhozdilne 'enne buzooneya sba 'uk'elha hohoolh'i. 'Et hoonts'i bughi ndunust'ih le'ust'en, 'et nohni nohba ne'úst'en whutoh.
2CO.11.9	'Oh da' nohtoh susda whe hoonliyaz be ts'uwhuzdoh-i, 'et hoonts'i 'aw nohts'u de' lhuzusnih. 'Et sulhutsinke Macedonia ts'e hahándil whe ts'iyaitsuk be sla' hit'en. 'Et huwa nohts'u de' dusni-un whuch'a' duduzdzun. 'Et whuz un'a za ndutist'elh nduwhulyiz whe.
2CO.11.10	Christ khuni yé 'alha' 'unt'oh-i, 'i be dúsbun. 'Et huwa njan Achaia yun k'ut ndulcho whe ndai la bé oonust'e'-i, 'aw 'etsul 'udósnih ait'oh.
2CO.11.11	Di ha nja dudúsni? 'Aw nohk'elhúsi' nahzún tilah? 'Et hoonts'i Yak'usda t'éoonínzun.
2CO.11.12	Ndai la 'ut'en 'us'en-i, 'i k'elha nohts'u dé' doosni' ait'oh, whuz un'a za 'et ndutíst'elh. 'Et whe la nyoonne wheni nek'un'a huhóolhdzih hukwa' hut'enne 'ink'ez 'óont'e' be howu yahulhduk de, 'et soo 'etsul 'ahudutánelh ubutiselh.
2CO.11.13	'Et ndunt'ohne 'aw ts'ih'un whel'a'ne iloh 'uhint'oh. Dich'oh dude 'ut'en k'oh hukw'un'a 'uyoonne nahuna'ah. Christ whel'a'ne buk'un'a na'hududil'i.
2CO.11.14	Khun te nohba hooncha oole' junih! Satan 'en lizas be hoot'en-un na'dudil'i 'et huwa.
2CO.11.15	'Et huwa mbene la yula 'ut'enne, 'enne dich'oh mbene la ts'ih'un un'a ne'út'enne na'hududil'i. 'Et hoonts'i 'aw lhuhóocha-un 'uhoont'oh. 'Et ndut'enne dich'oh bube 'ut'en k'oh hukw'un'a buba k'elha whatáleh!
2CO.11.16	'Et doo cha za nohdusni, 'aw dune whusni-un 'unt'oh sonózin junih. 'Et hoonts'i whuz un'a za 'unahzun de, whute, whusni k'un'a nesúnulhti 'et whe hoont'um-unyaz 'óont'e' be yatisduk.
2CO.11.17	Daja nohdusni-un, 'aw neMoodihti yalhduk hukw'un'a iloh si yasduk. 'Ants'i whusnine k'un'a 'unohdusni. Sdzi hoonli whe óont'e' sghu diz'ai.
2CO.11.18	Lhane ooyust'e ts'u nínt'ine hukw'un'a 'óont'e' be yahalhduk. 'Et si cha whuz un'a óont'e' be 'et yatisduk.
2CO.11.19	Noheni hoonli 'et hoonts'i ndunne dune 'aw lhe'hoot'oh k'un'a dune unline nohtoh hudilhts'i, 'et hoonts'i 'aw nohba dalhúhoot'oh.
2CO.11.20	Lhe'aht'en, 'ilhoghun nohtoh usda whe de 'ustl'enne nohulhtsi, k'us 'ilhoghun nohúlhgooh, k'us 'ilhoghun ndai la aht'i-i nohghu yílhchoot, k'us 'ilhoghun nohtoh ncha na'dudulhtsi, k'us 'ilhoghun nohóonúkat, 'et ndúwhulcho nohba dalhúhoot'oh.
2CO.11.21	Hukwaya usdli whe nohbulh yatisduk. 'Oh da' nohtoh úzdilhts'i da' 'ants'i tets'utsun lé'ts'int'oh. 'Et hoonts'i mbe la njan huwun lhoojoh-un, 'en ook'un'a, whuz un'a si cha lhóosjoh whe yatisduk.
2CO.11.22	Ndunne Hebrew bughuni yalhdukne na'hududútni, 'et si cha 'ilhoghun 'ust'oh. Israel whudune'ne na'hududutni, 'et si cha 'ilhoghun 'ust'oh. Abraham oots'u haíndene na'hududútni, 'et si cha 'ilhoghun 'ust'oh.
2CO.11.23	Ndunne Christ ba ne'ut'enne eh 'uhint'oh? 'Ants'i seni hooloh hukw'un'a yasduk, 'et hoonts'i si 'on nus 'ust'oh. Si 'on nus 'ut'en buba nus 'ultus 'i be 'ust'en. 'On nus lhat suhólhtsus k'et 'aw uzdooni' ait'oh. 'On nus lhat sch'az dá'dan'a', 'ink'ez k'us lhat-un whe 'ankw'us dasúsai.
2CO.11.24	Nyoonne Lizwifne 'alhgoh kwulat sts'o holhtsus. 'Ilhoh suhoolhtsas totsuk, tat whunizyat 'on 'at 'ilho hooloh stsé'hulhtsus.
2CO.11.25	Tat tut'oh be suholht'o. 'Ilhoh tse be sozoolhghelh hukwa' sahalh'en. Tat ts'i sulh nádizghuz. 'Ilhoh ya too' k'ut lhulcho nusúsdlat, 'ilhe 'úlhdzis 'ink'ez 'ilhudzin.
2CO.11.26	'Ahoolhyiz lhen ts'u kédiszulh. 'Et 'ukoh cha tube sba whe whunujut. 'Undunut'íne 'enne buts'un sba howa óodli-un. Sulh didohne, 'enne hoonts'i, buts'u tse hoosli. 'Udun yun k'ut whut'enne, 'enne cha buts'u tse hoosdli. Keyoh susda-un, 'et hoonts'i sba howa 'óodli. Dune hooloh-un susda de, 'et hoonts'i sba howa 'óodli. Ya too k'ut 'et cha sba howa óodli. 'Ink'ez mbene la sulh didowh na'dudil'íne, 'enne butoh cha sba howa 'óodli.
2CO.11.27	'Ut'en ulhtus-i be 'ust'en. 'Et huwa whuloh te tube nenúsi. Lhat 'aw lhústoh. Lhat sye'últs'ilh 'ink'ez ta'óosda. Lhat-un whe sóo hoosnih, k'us lhat hukw'uz yo nusúsya dzoh 'et dune usdli whe.
2CO.11.28	'Aw 'et za iloh, nts'en'a la Yak'usda ba 'ilhunaoodúlhne bughusdli, 'et whe 'ants'i dutuszas le'ust'oh.
2CO.11.29	'Aw t'eoonuzáhzun eh 'ilhoghun oodzi tetsun suli' de, si cha sdzi tetsun lhih. 'Ink'ez mbe la nebulh dune 'onghohne lubeshi be nalts'uk le'ut'ihne 'et huwun huzúske 'ink'ez 'ants'i dusk'un le'ust'oh.
2CO.11.30	Hoonli huwun ootást'e' de, 'et ndet la dast'oh whe tesun, 'et la whé 'ost'e'.
2CO.11.31	Yak'usda, Sizi Gri 'en neMoodihti ooBá, 'en za 'ilhiz wheni uzdílhti', 'en t'eoonínzun 'aw lhozusts'it.
2CO.11.32	'Et lerwe Aretas huyulhni-un, 'en ookeyoh Damascus huwhútni, 'et humoodih-un dune, 'en setálhchulh hukwa' ninzun.
2CO.11.33	'Et hoonts'i sih ghun dadint'az k'et, 'et chalhyal cho be súhalhti. 'Ink'ez nanásahalhlukw. 'Et whe oola k'éhanasja.
2CO.12.1	'Alha ndi 'ududíti' khuni be yasduk-un, 'aw sba lhe'hóozoo' whe' dusnih. Ndet la neMoodihti benghun newhúkat-un 'ink'ez ba be hóodilts'ih-i, 'i ghun nohbulh yátisduk hukwa' nuszun.
2CO.12.2	'Ilhoghun Christ uniyalh-un, 'en t'enuszun. 'Et ndun 'oh da' whunizyat 'on 'at dit yus k'ut inle' whe 'en whulh tat-un yak'uz 'et 'ants'i khun be' dúzgooh le'uja. Ooyust'e bulh k'us ooyit, 'aw si t'éoonuzúszun, Yak'usda 'en t'éoonínzun.
2CO.12.3	'Et ndun 'en t'enuszun. Ooyust'e bulh k'us ooyit, 'aw si t'éoonuzúszun, Yak'usda 'en t'éoonínzun.
2CO.12.4	K'us hoonzoo-un neltí lé'uja, 'et 'ants'i khun be' dúzgooh hukw'un'a 'unt'oh. 'Et whuts'un ndai la khuni 'aw ye yátoolhdih ait'oh, 'et whudánts'o. 'Aw ye yátilhduk-un yutl'alhúwhus'ai 'et huwa.
2CO.12.5	'Et ndunt'oh-un dune, 'en bé' 'oonust'e' whe ooghu yatisduk. 'Et hoonts'i 'aw se' 'ut'en k'oh huwa whe' 'oonust'e' k'un'a howu yaoosduk ait'oh. Ndet la dast'oh whe tesun, 'et za whe 'óonust'e' whe howu yasduk.
2CO.12.6	'Et be' 'oonúst'e'-un k'un'a yatisduk hukwa' nuszun de, 'et hoonts'i 'aw whuzusni tisdleh hukwa lhe'núszun. 'Et huwa ndai la khuni 'alha 'unt'oh-i, 'i gha za yatisduk. Ndi be' 'óotast'e' whuch'a whuz un'a 'utist'elh. Doo ka la n'awh dunene sonilh'en 'ink'ez sulhódits'o de, 'et whuz un'a za dune unli sontázin.
2CO.12.7	'Et njan ndet la senghun newhúkat-un, 'et whu la ndi 'ududutázti' whuch'a 'ink'ez ncha-un na'dudutizselh 'et whuch'a, 'et whu la gha ts'e whus cho soo dulhkaih le'ust'en. Satan ntsi'-un nududeh-un, 'en gha 'ust'en dzoh nuszut. 'Et whuz un'a 'aw 'ududózti' ait'oh.
2CO.12.8	Tat neMoodihti oots'u tédisdli, khun la whus cho suhanaóokat.
2CO.12.9	'Ink'ez 'usúlhni, “Be úszoo-i 'awet 'i mba soo 'únt'oh. Be ústus-i, 'i be teinsun-i, 'i ts'iyawh lhaóoduja 'et huwa.” 'Et huwa hoonúst'i' whe ndi be tesun-i, 'i gha 'et whe oonust'e'. 'Et whe la Christ ye ulhtus-i sulh 'óot'e'.
2CO.12.10	'Inka ndet suba teoosun, 'ink'ez sghu hudloh, 'ink'ez hoonli sba howa whúlna', 'ink'ez ndet la dzoh nusahalhdzut, 'ink'ez hoontsi'-un sghá honinla, 'i ndi ts'iyawh 'alhgoh Christ 'en gha sba 'uhóoja de, 'et de 'oonúst'e'. 'Et whuz un'a be tesun-i, 'i be ústus nadleh, 'et huwa hoonúst'i'.
2CO.12.11	Nja whe 'oonust'e'-un, 'et 'i be whuzusni le'ust'oh. Nohni whuz sunulht'i 'et dósni ha. 'Et nohni nohgha buba na'óodudosdzi' huba' hoont'oh. Nyoonne whél'a' nchane, 'aw hoonliyaz whe buk'elh'ih lhe'úst'oh, 'ants'i 'ust'oh 'et hoonts'i.
2CO.12.12	'Et 'alha ndai la whél'a'-un be whe hóodal'en-i, 'i ts'iyawh si sgha lhawhúdint'oh nohba whuzúsi. Dzoh nusuzut-un whulh súsyin, 'ink'ez huwa ít'en-un cha, 'ink'ez hooncha túne' zust'en cha, hoolhtus-un cha túne' 'ust'en, 'et ts'iyawh nohtoh huwhúsdla.
2CO.12.13	'Onghohne Yak'usda ba 'ilhunaoosdilne, nohnih nts'en'a hukw'e'ih utiht'elh? 'Et 'aw hoonli nohts'e 'úkalhe'duzusnih. 'Et huwa eh ninta' ust'ih nahzún eh? Ndi dai la 'uts'un un'a be ne'zust'en-i, 'et ts'iyawh sba whunawhudoolhnoh!
2CO.12.14	'Et 'awet lházduja whe whulh tat nohts'u nátisdalh. 'Aw ndai la aht'i ookwa' lhe'núszun, nohni za nohka' nuszun. 'Et huwa nohts'u dátiso ha íloh. 'Et ts'oodunne 'aw dudusneke ubonoolhyeh huba lhe'hóot'oh. K'us budusneke duzkeh 'enne ubonoolhyeh huba' hoont'oh.
2CO.12.15	'Ink'ez 'uk'enus be nohk'esi', nohni hukw'e'ih sk'ehtsi' 'et hoonts'i sba 'uts'un un'a lhe'hóot'oh. Nohzul 'i ba hoonúst'i' whe ookw'elha whutiselh. Be khusna-i, 'i hóonts'i kw'elhá yutiselh.
2CO.12.16	Nts'oh dája nahzun 'et hoonts'i hoonliyaz whe nohch'a nulhé'zust'en, nohnich'oh t'éoonúhzun. 'Et hoonts'i lhe'usja, nunúz'i'-un hukw'un'a whuts'it bulh nohúschoot lé'usja.
2CO.12.17	Mbe la nohts'ú whes'aihne, 'enne bugha 'et whe nohgha há' dunust'ah nahzun tílah?
2CO.12.18	'Et Titus khuni ulhtus-i be dásni' whe ndun neulhutsin 'en bulh nohts'ó whebis'a'. 'En cha eh nohgha há' dunit'ah? 'Awundooh! Ts'uhóoont'i' whe lhgha za whe nohtoh 'uts'ut'en? Lhk'un'a za eh uzdit'us? A!
2CO.12.19	'Et doo cha za nohoodutaskut, wheni nohts'u k'úzdutitnelh nahzun eh? 'Awundooh! Yak'usda nalh Christ 'en gha nja duts'útni, ook'entsi'ne ndai la hoonliyaz nohtoh 'uts'alh'en-i, 'et ndúwhulcho whe nohni za nohba' ts'it'en. 'Et whe la nus za lhé'tilhtus whe nohba ts'ut'en.
2CO.12.20	'Et tube whesaz whe doo cha za nohts'u nátisdalh. 'Et khun 'et dusja de, 'et si ndiz un'a tilah nahós'alh. 'Et ndet la nohts'o húkwa' nuszun, 'et 'aw whuz un'a tilah lhe'zoohne. 'Ink'ez 'et whuz un'a nohni cha sts'o hukwa' nahzun-un, 'aw whuz un'a lhe'ust'oh-un tilah nahóh'alh. Nohghu nusya de, 'et ndiz un'a tilah 'ooht'e', ts'iyawh lhedáhdulh 'ink'ez lhghe' 'oolhnih. 'Et khun lhulh húnulhch'oh 'ink'ez lhch'az nedahdulh. Lahoot'oh whe lhch'á nedahni'. Ts'iyawh lhghune' dahni'. Nchane na'dudulh'i 'ink'ez ts'iyantsuk hoontsi'-un nohba lht'a'whúnt'en.
2CO.12.21	'Inka whesaz whe doo cha za nohts'u natisdalh. K'us lhane nohtoh lubeshi 'uhínla tilah. Lhe'hóozoo' tune' hut'en. Dune ts'eke bulh ninta' hunt'en 'et whe lubeshi 'uhinla. 'Ink'ez lubeshi dutsun-i 'uhulh'en. 'Et 'awhuz tilah budzi k'oh nalhe'huyilel. 'Et whuz un'a 'et ndúhoont'oh de, 'et howa sdzi yo útinelh 'ink'ez howu ni tisdleh. 'Enne bugha Yak'usda 'et whe yo úsutilelh.
2CO.13.1	'Et njan 'awet whulh tat nohts'u nátisdalh. Nane k'us tane 'enne bunalh ne'whut'en, ts'iyaitsuk nohni nohtoh, ndai la be 'uk'ehoot'aih-i, 'enne bughuni gha ts'iyantsuk lhaóodutanelh.
2CO.13.2	Whutso da' njan nohdasni'-un whusdloh 'et hoonts'i nohzih susda hukw'un'a whulh nat nohts'o k'e'usges 'ink'ez nanohdúsni, mbene la lubeshi 'alh'en 'ink'ez 'onghohne tubulh nanohdúsni whe dzoh notizut-un, 'aw hukw'ut dodóya' ait'oh whe' hoont'oh.
