GEN.1.4	Dieu vit que la lumière était bonne, et Dieu sépara la lumière et les ténèbres. 
JHN.18.5	Ils lui répondirent : Jésus le Nazoréen. Il leur dit : C’est moi. Judas, qui le livrait, se tenait avec eux. 
JHN.18.6	Lorsqu’il leur dit : « C’est moi », ils reculèrent et tombèrent par terre.
JHN.18.7	Il leur demanda de nouveau : Qui cherchez-vous ? Et ils dirent : Jésus le Nazoréen. 
JHN.18.8	Jésus répondit : Je vous l’ai dit, c’est moi. Si donc c’est moi que vous cherchez, laissez-les s’en aller. 
JHN.18.9	C’était pour que s’accomplisse la parole qu’il avait dite : « Je n’ai perdu aucun de ceux que tu m’as donnés. »
JHN.18.11	Jésus dit à Pierre : Remets ton épée dans son fourreau. La coupe que le Père m’a donnée, ne la boirai-je pas ?
JHN.18.13	Ils le conduisirent d’abord à Anne : c’était le beau-père de Caïphe, qui était grand prêtre cette année-là, 
JHN.18.14	ce Caïphe qui avait donné aux Juifs le conseil suivant : « Il est avantageux qu’un seul homme meure pour le peuple. »
JHN.18.16	Pierre, lui, se tenait dehors, près de la porte. L’autre disciple, celui qui était connu du grand prêtre, sortit, parla à la gardienne de la porte et fit entrer Pierre. 
JHN.18.17	Alors la servante qui gardait la porte dit à Pierre : N’es-tu pas, toi aussi, l’un des disciples de cet homme ? Il dit : Je ne le suis pas. 
JHN.18.18	Les esclaves et les gardes se tenaient là ; ils avaient fait un feu de braises, car il faisait froid, et ils se chauffaient. Pierre aussi se tenait avec eux et se chauffait.
JHN.18.20	Jésus lui répondit : Moi, j’ai parlé ouvertement au monde ; j’ai toujours enseigné dans la synagogue et dans le temple, là où tous les Juifs se rassemblent, et je n’ai rien dit en secret. 
JHN.18.21	Pourquoi m’interroges-tu ? Ce dont j’ai parlé, demande-le à ceux qui m’ont entendu ; ils savent bien, eux, ce que, moi, j’ai dit ! 
JHN.18.22	A ces mots, un des gardes qui étaient là donna une gifle à Jésus, en disant : Est-ce ainsi que tu réponds au grand prêtre ? 
JHN.18.23	Jésus lui répondit : Si j’ai mal parlé, prouve-le ; et si j’ai bien parlé, pourquoi me bats-tu ? 
JHN.18.24	Alors Anne l’envoya, lié, à Caïphe, le grand prêtre.
JHN.18.26	Un des esclaves du grand prêtre, qui était parent de celui à qui Pierre avait tranché l’oreille, dit : Ne t’ai-je pas vu, moi, dans le jardin, avec lui ? 
JHN.18.27	Pierre le nia encore. Et aussitôt un coq chanta.
JHN.18.30	Ils lui répondirent : Si cet individu n’était pas malfaisant, nous ne te l’aurions pas livré. 
JHN.18.31	Pilate leur dit donc : Prenez-le vous-mêmes, et jugez-le selon votre loi ! Les Juifs lui dirent : Il ne nous est pas permis de tuer quelqu’un ! 
JHN.18.32	– cela afin que s’accomplisse la parole que Jésus avait dite, pour signifier de quelle mort il allait mourir.
JHN.18.34	Jésus répondit : Est-ce de toi-même que tu dis cela, ou bien est-ce d’autres qui te l’ont dit de moi ? 
JHN.18.35	Pilate répondit : Suis-je donc juif, moi ? C’est ta nation et les grands prêtres qui t’ont livré à moi ! Qu’as-tu fait ? 
JHN.18.36	Jésus répondit : Ma royauté n’est pas de ce monde. Si ma royauté était de ce monde, mes gens auraient combattu pour que je ne sois pas livré aux Juifs ; en fait ma royauté n’est pas d’ici. 
JHN.18.37	Pilate lui dit : Toi, tu es donc roi ? Jésus répondit : C’est toi qui dis que je suis roi. Moi, si je suis né et si je suis venu dans le monde, c’est pour rendre témoignage à la vérité. Quiconque est de la vérité entend ma voix. 
JHN.18.38	Pilate lui dit : Qu’est-ce que la vérité ?
JHN.18.38	Après avoir dit cela, il sortit de nouveau vers les Juifs et leur dit : Moi, je ne trouve aucun motif de condamnation en lui. 
JHN.18.39	Comme il est d’usage chez vous que je vous relâche quelqu’un pour la Pâque, décidez donc : vous relâcherai-je le roi des Juifs ? 
JHN.18.40	Alors ils se remirent à crier : Pas cet individu, mais Barabbas ! Or Barabbas était un bandit.
JHN.19.2	Les soldats tressèrent une couronne d’épines qu’ils lui mirent sur la tête, et ils l’habillèrent d’un vêtement de pourpre ; 
JHN.19.3	ils venaient à lui en disant : Bonjour, roi des Juifs ! et ils lui donnaient des gifles.
JHN.19.5	Jésus sortit donc, portant la couronne d’épines et le vêtement de pourpre. Et Pilate leur dit : Voici l’homme !
JHN.19.7	Les Juifs lui répondirent : Nous, nous avons une loi, et selon cette loi, il doit mourir, parce qu’il s’est fait Fils de Dieu.
JHN.19.8	Quand Pilate entendit cette parole, sa crainte augmenta. 
JHN.19.9	Il rentra dans le prétoire et dit à Jésus : D’où es-tu, toi ? Mais Jésus ne lui donna pas de réponse. 
JHN.19.10	Pilate lui dit alors : Tu ne me parles pas, à moi ? Ne sais-tu pas que j’ai le pouvoir de te relâcher comme j’ai le pouvoir de te crucifier ? 
JHN.19.11	Jésus répondit : Tu n’aurais sur moi aucun pouvoir s’il ne t’avait été donné d’en haut. C’est pourquoi celui qui me livre à toi est coupable d’un plus grand péché.
JHN.19.13	Après avoir entendu ces paroles, Pilate amena donc Jésus dehors et s’assit au tribunal, au lieu dit le Pavé – en hébreu Gabbatha. 
JHN.19.14	C’était le jour de la Préparation de la Pâque, vers la sixième heure. Il dit aux Juifs : Voici votre roi ! 
JHN.19.15	Mais ils s’écrièrent : A mort ! A mort ! Crucifie-le ! Pilate leur dit : Vais-je crucifier votre roi ? Les grands prêtres répondirent : Nous n’avons pas d’autre roi que César. 
JHN.19.16	Alors il le leur livra pour qu’il soit crucifié.
JHN.19.16	Ils prirent donc Jésus. 
JHN.19.17	Portant lui-même la croix, il sortit vers le lieu qu’on appelle le Crâne, ce qui se dit en hébreu Golgotha. 
JHN.19.18	C’est là qu’ils le crucifièrent, et avec lui deux autres, un de chaque côté et Jésus au milieu. 
JHN.19.19	Pilate fit aussi un écriteau qu’il plaça sur la croix. Il y était inscrit :
JHN.19.19	« Jésus le Nazoréen, le roi des Juifs. »
JHN.19.21	Les grands prêtres des Juifs dirent à Pilate : N’écris pas : « Le roi des Juifs », mais : « Celui-là a dit : Je suis le roi des Juifs. » 
JHN.19.22	Pilate répondit : Ce que j’ai écrit, je l’ai écrit.
JHN.19.24	Ils se dirent entre eux : Ne la déchirons pas, mais désignons par le sort celui à qui elle appartiendra. C’était pour que soit accomplie l’Ecriture :
JHN.19.24	Voilà ce que firent les soldats.
JHN.19.26	Jésus, voyant sa mère et, près d’elle, le disciple qu’il aimait, dit à sa mère : Femme, voici ton fils. 
JHN.19.27	Puis il dit au disciple : Voici ta mère. Et dès cette heure-là, le disciple la prit chez lui.
JHN.19.29	Il y avait là un récipient plein de vin aigre. On fixa à une tige d’hysope une éponge imbibée de vin aigre et on l’approcha de sa bouche. 
JHN.19.30	Quand il eut pris le vin aigre, Jésus dit : Tout est achevé. Puis il baissa la tête et rendit l’esprit.
JHN.19.32	Les soldats vinrent donc et brisèrent les jambes du premier, puis de l’autre qui avait été crucifié avec lui. 
JHN.19.33	Quand ils vinrent à Jésus, ils virent qu’il était déjà mort et ils ne lui brisèrent pas les jambes ; 
JHN.19.34	mais un des soldats lui transperça le côté avec une lance ; aussitôt il en sortit du sang et de l’eau. 
JHN.19.35	Celui qui l’a vu en a témoigné, et son témoignage est vrai ; lui, il sait qu’il dit vrai, pour que vous aussi vous croyiez. 
JHN.19.36	Cela est arrivé pour que soit accomplie l’Ecriture : 
JHN.19.37	Et une autre Ecriture dit encore : 
JHN.19.39	Nicodème, qui était d’abord venu le trouver de nuit, vint aussi en apportant un mélange d’environ cent livres de myrrhe et d’aloès. 
JHN.19.40	Ils prirent donc le corps de Jésus et le lièrent de bandelettes, avec les aromates, comme les Juifs ont coutume d’ensevelir. 
JHN.19.41	Or il y avait un jardin au lieu où il avait été crucifié et, dans le jardin, un tombeau neuf où encore personne n’avait été mis. 
JHN.19.42	C’est donc là qu’ils mirent Jésus, à cause de la Préparation des Juifs, parce que le tombeau était proche.
JHN.20.2	Elle court trouver Simon Pierre et l’autre disciple, l’ami de Jésus, et elle leur dit : On a enlevé le Seigneur du tombeau, et nous ne savons pas où on l’a mis !
JHN.20.4	Ils couraient tous deux ensemble. Mais l’autre disciple courut plus vite que Pierre et arriva le premier au tombeau ; 
JHN.20.5	il se baisse, voit les bandelettes qui gisent là ; pourtant il n’entra pas. 
JHN.20.6	Simon Pierre, qui le suivait, arrive. Entrant dans le tombeau, il voit les bandelettes qui gisent là 
JHN.20.7	et le linge qui était sur la tête de Jésus ; ce linge ne gisait pas avec les bandelettes, mais il était roulé à part, dans un autre lieu. 
JHN.20.8	Alors l’autre disciple, qui était arrivé le premier au tombeau, entra aussi ; il vit et il crut. 
JHN.20.9	Car ils n’avaient pas encore compris l’Ecriture, selon laquelle il devait se relever d’entre les morts. 
JHN.20.10	Les disciples s’en retournèrent donc chez eux.
JHN.20.12	Elle voit alors deux anges vêtus de blanc, assis là où gisait précédemment le corps de Jésus, l’un à la tête et l’autre aux pieds. 
JHN.20.13	Ils lui dirent : Femme, pourquoi pleures-tu ? Elle leur répondit : Parce qu’on a enlevé mon Seigneur, et je ne sais pas où on l’a mis. 
JHN.20.14	Après avoir dit cela, elle se retourna ; elle voit Jésus, debout ; mais elle ne savait pas que c’était Jésus. 
JHN.20.15	Jésus lui dit : Femme, pourquoi pleures-tu ? Qui cherches-tu ? Pensant que c’était le jardinier, elle lui dit : Seigneur, si c’est toi qui l’as emporté, dis-moi où tu l’as mis, et moi, j’irai le prendre. 
JHN.20.16	Jésus lui dit : Marie ! Elle se retourna et lui dit en hébreu : 
JHN.20.17	Jésus lui dit : Cesse de t’accrocher à moi, car je ne suis pas encore monté vers le Père. Mais va vers mes frères et dis-leur que je monte vers celui qui est mon Père et votre Père, mon Dieu et votre Dieu.
JHN.20.20	Quand il eut dit cela, il leur montra ses mains et son côté. Les disciples se réjouirent de voir le Seigneur. 
JHN.20.21	Jésus leur dit à nouveau : Que la paix soit avec vous ! Comme le Père m’a envoyé, moi aussi je vous envoie. 
JHN.20.22	Après avoir dit cela, il souffla sur eux et leur dit : Recevez l’Esprit saint. 
JHN.20.23	A qui vous pardonnerez les péchés, ceux-ci sont pardonnés ; à qui vous les retiendrez, ils sont retenus.
JHN.20.25	Les autres disciples lui dirent donc : Nous avons vu le Seigneur. Mais lui leur dit : Si je ne vois pas dans ses mains la marque des clous, si je ne mets pas mon doigt dans la marque des clous et ma main dans son côté, je ne le croirai jamais !
JHN.20.27	Puis il dit à Thomas : Avance ici ton doigt, regarde mes mains, avance ta main et mets-la dans mon côté ! Ne sois pas un incroyant, deviens un homme de foi ! 
JHN.20.28	Thomas lui répondit : Mon Seigneur, mon Dieu ! 
JHN.20.29	Jésus lui dit : Parce que tu m’as vu, tu es convaincu ? Heureux ceux qui croient sans avoir vu !
JHN.20.31	Mais ceux-ci sont écrits pour que vous croyiez que Jésus est le Christ, le Fils de Dieu, et que, par cette foi, vous ayez la vie en son nom.
JHN.21.3	Simon Pierre leur dit : Je vais pêcher. Ils lui dirent : Nous venons avec toi, nous aussi. Ils sortirent et montèrent dans le bateau ; cette nuit-là, ils ne prirent rien.
JHN.21.5	Jésus leur dit : Mes enfants, avez-vous quelque chose à manger ? Ils lui répondirent : Non. 
JHN.21.6	Il leur dit : Jetez le filet à droite du bateau, et vous trouverez. Ils le jetèrent donc ; et ils n’étaient plus capables de le retirer, tant il y avait de poissons. 
JHN.21.7	Alors le disciple que Jésus aimait dit à Pierre : C’est le Seigneur ! Quand Simon Pierre eut entendu que c’était le Seigneur, il attacha son vêtement à la ceinture – car il était nu – et il se jeta à la mer. 
JHN.21.8	Les autres disciples vinrent avec la barque, en traînant le filet plein de poissons, car ils n’étaient pas loin de la terre, à deux cents coudées environ.
JHN.21.10	Jésus leur dit : Apportez quelques-uns des poissons que vous venez de prendre. 
JHN.21.11	Simon Pierre monta dans le bateau et tira à terre le filet, plein de cent cinquante-trois gros poissons ; et quoiqu’il y en eût tant, le filet ne se déchira pas.
JHN.21.13	Jésus vient, prend le pain et le leur donne, ainsi que le poisson. 
JHN.21.14	C’était déjà la troisième fois que Jésus se manifestait à ses disciples depuis qu’il s’était réveillé d’entre les morts.
JHN.21.16	Il lui dit une deuxième fois : Simon, fils de Jean, m’aimes-tu ? Pierre lui répondit : Oui, Seigneur ! Tu sais bien, toi, que je suis ton ami ! Jésus lui dit : Sois le berger de mes moutons. 
JHN.21.17	Il lui dit pour la troisième fois : Simon, fils de Jean, es-tu mon ami ? Pierre fut attristé de ce qu’il lui avait dit pour la troisième fois : « Es-tu mon ami ? » Il lui répondit : Seigneur, toi, tu sais tout ! Tu sais bien, toi, que je suis ton ami ! Jésus lui dit : Prends soin de mes moutons. 
JHN.21.18	 je te le dis, quand tu étais plus jeune, tu passais toi-même ta ceinture et tu allais où tu voulais ; mais quand tu seras vieux, tu étendras les mains, et un autre te passera ta ceinture pour te mener où tu ne voudras pas. 
JHN.21.19	Il dit cela pour signifier par quelle mort Pierre glorifierait Dieu. Après avoir ainsi parlé, il lui dit : Suis-moi.
JHN.21.21	En le voyant, Pierre dit à Jésus : Et celui-ci, Seigneur ? 
JHN.21.22	Jésus lui dit : Si je veux que lui demeure jusqu’à ce que je vienne, que t’importe ? Toi, suis-moi. 
JHN.21.23	Là-dessus, le bruit se répandit parmi les frères que ce disciple-là ne mourrait pas. Pourtant, Jésus ne lui avait pas dit qu’il ne mourrait pas, mais : « Si je veux que lui demeure jusqu’à ce que je vienne, que t’importe ? »
ACT.1.1	J’ai parlé, dans mon premier livre, de tout ce que Jésus a commencé de faire et d’enseigner 
ACT.1.2	jusqu’au jour où il fut enlevé après avoir donné ses ordres, par l’Esprit saint, aux apôtres qu’il avait choisis.
ACT.1.5	Jean a baptisé d’eau, mais vous, c’est un baptême dans l’Esprit saint que vous recevrez d’ici peu de jours.
ACT.1.7	Il leur répondit : Il ne vous appartient pas de connaître les temps ou les moments que le Père a fixés de sa propre autorité. 
ACT.1.8	Mais vous recevrez de la puissance quand l’Esprit saint viendra sur vous, et vous serez mes témoins à Jérusalem, dans toute la Judée et en Samarie, et jusqu’aux extrémités de la terre.
ACT.1.10	Et comme ils fixaient le ciel, pendant qu’il s’en allait, deux hommes en habits blancs se présentèrent à eux 
ACT.1.11	et dirent : Hommes de Galilée, pourquoi restez-vous là à scruter le ciel ? Ce Jésus, qui a été enlevé au ciel du milieu de vous, viendra de la même manière que vous l’avez vu aller au ciel.
ACT.1.14	Tous, d’un commun accord, étaient assidus à la prière, avec des femmes, Marie, mère de Jésus, et les frères de celui-ci.
ACT.1.16	Mes frères, il fallait que soit accomplie l’Ecriture dans laquelle l’Esprit saint, par la bouche de David, a parlé d’avance de Judas, qui a servi de guide à ceux qui se sont emparés de Jésus. 
ACT.1.17	Il était compté parmi nous et il avait eu part à ce même ministère. 
