MAT.1.1	Abraham tapa, David tapa, Jesu Khrist khanggui thu bu. 
1PE.5.12	Unaupa ginumtah a ka heet Silvana khut in nanguh hasotna leh, hichu Pathian hehpihna i dinna uh ahi chih hesah kawmin na kawmvah tomtakhat in ka hung gial ahi. 
1PE.5.13	Nanguh toh teel khawm Babylon a um kouhtuamte’n chibai ahung buuh uhi; huchimahbangin ka ta Mark in zong ahung buuh hi. 
1PE.5.14	Lungsiatna kitawp in khat leh khat chibai kibuuh un. Khrist Jesu a um nanguh zousiah kawmah hamuanna um hen. Amen.
2PE.1.1	Simon Peter, Jesu Khrist suaah leh sawlleh in, Pathian leh i Hundampa Jesu Khrist dihtatna jala ginna manpha i tan bang tangte kawmah: 
2PE.1.2	Pathian leh i Lalpa Jesu heetna jiahin, na tungvah hehpihna leh hamuanna suhpung in um hen;
2PE.1.3	Amah loupina leh hoihna a ei hung koupa heetna jiahin a Pathian silbawltheihna bangin hinna leh Pathian ngaihsahna lam thu ah sil zousiah ahung pia hi. 
2PE.1.4	Hujiahin thuchiam manpha leh loupi mahmah chu ahung pia hi: huchi'n utna jiaha khovela siatna um chu taikhiahsan in Pathian hinna kikoppihte na hung hi thei diing uhi. 
2PE.1.5	Hujiahmahin, thanop suah himhim in, na ginna vah hoihna hal unla; na hoihna vah heetna hal unla; 
2PE.1.6	Na heetna vah kideehtheihna hal unla; na kideehtheihna vah kuhkalna hal unla; huleh na kukalna vah Pathian ngaihsahna hal unla; 
2PE.1.7	Na Pathian ngaihsahna vah unaute kideihsahna hal unla; huleh na unaute kideihsahna vah lungsiatna hal un. 
2PE.1.8	Ajiahchu hite nanguh a, a um a, a khan jel leh, i Lalpa Jesu Khrist heetna lamah chiing leh gahlou a um louin ahung bawl diing uhi. 
2PE.1.9	Hizongleh hi silte nei lou chu mittaw ahi a, gamlapi a mu thei sih a, huleh a nidanglai sualte apata silsiang a a umna zong a mangngilhta hi. 
2PE.1.10	Hujiahin unaute, nanguh hung kikouhna leh teelna suchian diingin thanop hung suah un: ajiahchu hite na bawl uleh chu na puuh ngei himhim sih diing uhi: 
2PE.1.11	Ajiahchu, huchi'n Jesu Khrist i Lalpa uleh Hundampa kumtuang gam a luutna nanguh kawmah ahung musah na sa mahmah diing hi.
2PE.1.12	Hujiahin hi silte he in, thutah na kawmva um a na kipna vah hu silte chu hung heetpih gige diingin, ngaihsah louin ka um himhim sih diing hi. 
2PE.1.13	Ahi, hi bawhinn a ka um sung teng nanguh hung heetpih in hung tohhalh zing hoih ka sa hi; 
2PE.1.14	I Lalpa Jesu Khrist hung heetsah mahbangin, hi ka bawhinn koihmangna ahung tungpah diing chih ka he ngal a. 
2PE.1.15	Ahi, ka paikhiah nung chiang a hi silte na heetzingna diingun ka hahkat diing hi.
2PE.1.16	Ajiahchu i Lalpa Jesu Khrist silbawltheihna leh ahung paikiitna thu ka hung heetsah laiun, taangthu piltaha ngaihtuah khiah juite ka hi sih va, a loupina mute ka hi zaw uhi. 
2PE.1.17	Ajiahchu ama’n chu Pa, Pathian kawma kipatin paahtawina leh loupina a mu a, huchihlaiin loupina nasatah apatin hichibang aw a kawmah ahung tung a, Hichu ka Tapa deihtah, ka kipaahna mahmah ahi, chi'n. 
2PE.1.18	Huleh taang siangthou a, a kawma ka um laiun, hi aw chu vaan akipata hung pawt keiuh ngei in ka ja uhi. 
2PE.1.19	Soilawhna thu kip zaw sem zong i nei uhi: khua ahung vaah a, na lungtang va jingsol aahsi ahung suaah masiah mun mial a vaah um a ngaihsah bang va na hih uleh na bawl hoih uh ahi diing hi. 
2PE.1.20	Pathian lehkhathu a thusoilawh himhim koima’n a tum a a letdoh diing ahi sih chih he masa un. 
2PE.1.21	Ajiahchu thusoilawh himhim nidanglaiin mihing deihdan a pawt ahi sih a, Pathian misiangthoute’n Hagau Siangthou phuut ahih bang jelun ana soi uh ahi zaw hi.
2PE.2.1	Hizongleh mite laha zawlnei tahloute zong ana um veu mah bangin, na lahva zong houtu tahloute ahung um diing uh a, amahun chu, amahuh leipa Lalpa hilhial kiheetmohbawl in, siamlouh tangsah thei gintuamnate a guuh in ahung luutpih diing va, amahuh tungah thakhat a siatna a tungsah diing uhi. 
2PE.2.2	Huchi'n mi tampiin a huuhna lam sil uh ahung chiing diing va; amahuh jiahin lam dih chu soisiat ahi diing hi. 
2PE.2.3	Huleh huaihamna jiahin zuauthu in sumkolveina diingin nanguh ahung nei diing uh: nidanglai a, a tungva vaihawmna chu a khawl sih a, a siamlouhtanna uh zong a ihmu sih hi. 
2PE.2.4	Ajiahchu, angelte’n sil a suhsual laiun Pathian in a hawi sih a, gawtmun ah a pai a, vaihawmsaha um diingin kokhuuh mial ah a khum zaw hi; 
2PE.2.5	Huchi'n amah ngaihsahlou khovel ah tuijiin tungsah in, nidanglai khovel chu a hawi sih a; hizongleh dihtatna thusoipa Noah midang sagih toh a hundamta hi; 
2PE.2.6	Sodom leh Gommorrah khopite chu vut suaahsah a mohtangsah in a paaikhia a, Pathian ngaihsahlou hung um diingte etsahna diingin a bawlta hi. 
2PE.2.7	Huleh migiloute umdan thanghuaitah jiah a lungsim na mahmah Lot midih chu a hunkheta hi. 
2PE.2.8	(Ajiahchu hu midihpa chu a kawmva a um laiin, a mit in a mu a, a bil in a ja a, daan lou banga a silbawlte un a lungsim dihtat chu a suna mahmah hi). 
2PE.2.9	Lalpa’n amah ngaihsah mite chu heemna apat hutkhiahdan leh midihtatloute chu vaihawm ni a diing a gawt di’a siitdan a he hi. 
2PE.2.10	Utna thanghuai lam a sadan banga um leh, vaihawmna simmoh mite ngeel houh vaihawm ni a diinga gawt di'a siitdan a he hi; ngolhaan leh chihhah ahi va, thupina a soisiat un zong a lau sih uhi. 
2PE.2.11	Angel haat leh silbawltheite’n bawn, Lalpa ma ah a tungthu uh soisah in a soise ngam sih uhi. 
2PE.2.12	Hizongleh hi ganhing ngaihtuahna nei lou mat a hihmang diingte bangin a heetsiam louh uh silte a soisia va; huchi'n amahuh siatna ah a beimang veh diing uhi; 
2PE.2.13	Huleh suun lai a ankuang lui buai nuamsa mi ahih jiahun dihtatlouhna man a mu diing uhi. Na kawmva ankuang a lui un, amahuh kihema ankuang lui ahih jiahun, thanghuaina soisiatna ahi uhi. 
2PE.2.14	Aangkawmna mit a dim, sual tawpsan thei loute a nei uh a; mi kiploute a heempuuh va; eenhaat lungsim a pua va; haamse thuaah tate ahi uhi: 
2PE.2.15	Lampi dih a taisan va, a vaahmang va, dihtatlouhna loh ngainapa Bosor tapa Balaam lampi a juita uhi; 
2PE.2.16	Hizongleh amah chu a giitlouhna jiahin taihilh in a um a: sabiltung haamthei lou mihing haam a hung haam in, zawlnei ngolna chu a khapta hi. 
2PE.2.17	Hute chu tuitohdoh tui um lou, huih muut leeng lehleh meilum ahi uh; amahuh diingin chu mial huaisetah kumtuang a diing siit ahi. 
2PE.2.18	Ajiahchu thuloi lou chiaahjen a soi in, gilou a umte apat a suaahta zoute chu tahsa utna ah huuhna in a heempuuh veu uhi. 
2PE.2.19	Amahuh chu siatna suaah hipum in mite suaahtaatna thu a chiam veu uhi: mi zoh a a umna humah in amah chu suaah in a siam veu hi. 
2PE.2.20	Ajiahchu Lalpa leh Hundampa Jesu Khrist heetna jiah a, khovel thanghuainate a nuutsiatsan nung va, humaha a taan kiit va, zoh a a um uleh, a umdan nunung u’chu a chiil a sangin a sezaw hi. 
2PE.2.21	Ajiahchu dihtatna lampi heet nunga, thupiah siangthou a kawmva kepsaha um chu nungngatsan sangin dihtatna lampi he lou ana hileh uh amahuh diingin a hoihzaw diing hi. 
2PE.2.22	Ui amah luaah maha kiihkiit a, vohpi kisilsiangsa buannawi a kisil diinga kiih, chih thupil dihtah bangmahin amahuh tungah ahung um zawta hi.
2PE.3.1	Deihtahte, tu a na kawmva ka gelh, hi lehkhathot a nihna ahi: hute geel ah heetzingna thu daanin na lungsim chiimtahte uh ka tohthou ahi: 
2PE.3.2	Zawlnei siangthoute’n ana soi masat uh thute, huleh keiuh Lalpa leh Hundampa sawllehte thupiah na heetzingna diingun: 
2PE.3.3	Hikhu he masa un, ni nununglam ah, simmoh haatte, amahuh utna ngei banga gamta ahung um diing va, 
2PE.3.4	Ahung kiitna thuchiam khoiah ahiai? silsiam chiil akipat sil bangkim pilepute ihmut ni a kipanin a um ngeingei bangin a um jel, a chi diing uhi. 
2PE.3.5	Ajiahchu hite haw a kiheetmohbawl jel uh, Pathian thuin nidanglaiin vaante ahung um a, lei zong tui apat leh tui lahah ana um hi. 
2PE.3.6	Huah chu hu lai a khovel um chu tui in a tuum a, a beimangta hi. 
2PE.3.7	Hizongleh tua um vaante leh lei chu hu thu jiah mahin Pathian ngaihsah lou mite vaihawmna leh manthatna ni a diinga siitin, mei a gawt diing a kholkhawm ahita hi. 
2PE.3.8	Hizongleh, deihtahte, hi sil khat he lou in um sih un, Lalpa ngaih in ni khat chu kum saangkhat bang ahi a, huleh kum saangkhat zong ni khat bang ahi. 
2PE.3.9	Mi khenkhat in zekai a sah bangun, Lalpa chu a thuchiam lamah a zekai sih hi: hizongleh koimah beimang deih louin, mi zousiah kisiih diing deih in eimah lamah a thuaahzou ahi zaw hi. 
2PE.3.10	Hizongleh Lalpa ni chu jan a guta bangmahin ahung tung diing hi; hu ni chiangin, vaante chu nasataha ging in a mang diing a, huleh silbulte chu mei a haaitui ahi diing, lei zong a sunga natoh umte toh haalmang in a um diing hi.
2PE.3.11	Hu silte zousiah chu huchia beimang diing ahi chih he in, umdan siangthou leh Pathian ngaihsahna lam photah mi bangchi hi diing na hi viai mah? 
2PE.3.12	Pathian ni hung tung diing kinem leh kilawp in; hu niin vaante chu hung kaang in a mang diing a, huleh silbulte zong mei a haaitui in a umta diing hi. 
2PE.3.13	Hizongleh a thuchiam dungjuiin a sunga dihtatna umna, vaan thah leh lei thah i kineppih ahi. 
2PE.3.14	Hujiahin deihtahte, hu silte kineppih na hi uh chih he in, niin baang lou leh dembei a, hamuangtah a ana um a muh na hih heetna diingun thanop suahun. 
2PE.3.15	Huleh i Lalpa thuaahzohna chu hutdamna in sim un; i unaupa deihtah Paul in a kawma piah pilna dungjui a na kawmva a gelh bangin; 
2PE.3.16	A lehkhathot zousiah ah hi silte tungtaang a soi phial hi; huah chu thu heetsiam hahsate a um a, hute chu mipillou leh mikiploute’n Pathian lehkhathu dang a ngaihkawi bang va ngaikawi in amahuh siatna diingin a zang veu uhi. 
2PE.3.17	Huchi'n deihtahte, nangun hu thute na heetlawh jiahun pilvaang un, huchilouin zaw migiloute khelhna a puimang a um in na kipna vapatin na puuhkha diing uhi. 
2PE.3.18	Hizongleh i Lalpa leh Hundampa uh Jesu Khrist hehpihna leh heetna ah hung khang lian un. Amah kawmah tu leh kumtuang in loupina um hen. Amen.
1JN.1.1	A chiil apat a um, ka jahsa uh, ka mit va ka muhsa uh, ka etsa uh, huleh ka khutun zong a thamsa, hu hinna Thu chu; 
1JN.1.2	(Hu hinna chu a kilangta a, huchu ka muta va, ka heetpih uh, huleh hu kumtuang hinna Pa kawma um, ka kawmva suhlata um chu na kawmvah ka hung hilh uhi). 
1JN.1.3	Hu ka muhsa uleh ka jahsa u’chu na kawmvah ka hung hilh uhi, nangun zong na hung kipawlkhawmpih theihna diingun; huleh tahzetin eiuh kipawlkhawmna chu Pa toh, a Tapa Jesu Khrist toh ahi. 
1JN.1.4	Huleh na kipaah uh a kimtheihna diingin hi thute na kawmvah ka hung gial uh ahi.
1JN.1.5	Huchi'n hichu a kawm apat a ka jah uh, huleh na kawmva ka hung hilhsawn uh thuhaah chu ahi, Pathian chu vaah ahi a, amah ah mial mawngmawng a um sih hi. 
1JN.1.6	Amah toh ka kipawlkhawm chi ngal a, mial a i um inchu zuau i soi a, huleh thutah zong i jui sih hi. 
1JN.1.7	Hizongleh amah vaah a a um banga ei zong vaah a i um leh khat leh khat kipawlkhawmna i nei a, huleh a Tapa Jesu Khrist sisanin sualna zousiah apat ahung silsiang hi. 
1JN.1.8	Sualna ka nei sih i chih inchu eimahle eimah kihem i hi a, huleh thutah eimah ah a um sih hi. 
1JN.1.9	I sualnate i phuan inchu, i sualnate ngaidam diing leh, dihtat louhna zousiah apat hung silsiang diingin amah chu a muanhuai in a dihtat ahi. 
1JN.1.10	Sualna ka nei sih i chih inchu, amah mizuau i hisah a, huleh a thu zong eimah ah a um sih hi.
1JN.2.1	Ka tate haw, na sual louhna diingun hi thute na kawmvah ka gial ahi. Huleh mi koi aha a sual taah leh, Pa kawma hung soipihtu, Jesu Khrist midihtat i nei uhi. 
1JN.2.2	Amah chu i sualnate diing a thuphatawina ahi; eiuh sualna chauh hilou in, khovel pumpi sual thuphatawina zong ahi.
1JN.2.3	Huleh a thupiahte i juih a ahihleh, hikhu in amah i he chih i he uhi. 
1JN.2.4	Amah ka he chi ngal a, a thupiahte jui lou chu mizuau ahi, huleh thutah amah ah a um sih hi. 
1JN.2.5	Hizongleh a thu jui photmah chu, amah ah Pathian lungsiatna a bukim tahzet ahi; hikhuin amah ah i um chih i he hi. 
1JN.2.6	Amah ah ka um zing chitu chu amah um bangin a umve diing ahi. 
1JN.2.7	Unaute, thupiah thah na kawmvah ka hung gial ahi sih a, thupiah lui, a chiil apat a na neih uh ka hung gial zaw ahi, Thupiah lui chu a chiil apat a na jah uh thu chu ahi. 
1JN.2.8	Huchiangleh thupiah thah na kawmvah ka hung gial ahi, huchu amah leh nanguh ah dihtahin a um hi; ajiahchu mial a beita a, tuin vaah dihtah ahung vaahta hi, 
1JN.2.9	Mi, vaah ah ka um chi a a unau mudah chu tutanin mial ah a um nalai ahi. 
1JN.2.10	A unau lungsiattu chu vaah ah a um zing a, amah ah kipalpuuh theihna mawngmawng a um sih hi. 
1JN.2.11	Hizongleh a unau mudah chu mialah a um a, huleh mialah a leeng ahi; mialin a mit a suhtawt jiahin a chiahna lam zong a he sih hi. 
1JN.2.12	Tate haw, a min jiaha na sualnate uh ngaihdam ahih taah jiahin na kawmvah ka gial ahi. 
1JN.2.13	Pate haw, a chiil apat a um, amah na heet jiahun na kawmvah ka gial ahi. Tangvalte haw, giloupa chu na zoh taah jiahun na kawmvah ka gial ahi. Tate haw, Pa chu na heet taah jiahun na kawmvah ka gial ahi. 
1JN.2.14	Pate haw, a chiil apat a um, amah na heet taah jiahun na kawmvah ka gial ahi. Tangvalte haw, na haat va, Pathian thu nanguh a a um zing a, huleh giloupa chu na zoh taah jiahun na kawmvah ka gial ahi. 
1JN.2.15	Khovel lungsiat sih unla, khovel a sil umte zong lungsiat sih un. Mi koipouh in khovel a lungsiat inchu Pa lungsiatna amah ah a um sih hi. 
1JN.2.16	Ajiahchu khovel a sil um zousiah, tahsa utnate, mit utnate, huleh damsung kisahtheihnate chu Pathian a kipan ahi sih a, khovel a kipan ahi zaw hi. 
1JN.2.17	Khovel chu a utna toh a bei zing ahi; hizongleh Pathian deihzawng bawl mi chu kumtuang in a um zing hi.
1JN.2.18	Tate haw, hun nunung ahita hi; Khrist doudaalpa ahung diing chih na jah bangun, tuin zong Khrist doudaal tampi a umta hi; hikhu jiahin hun nunung ahita chih i he hi. 
1JN.2.19	Amahuh chu i lah vapat a pawtdoh va, hizongleh ei u’laha mi ahi sih uhi; ajiahchu ei u’lah a mi na hitaleh uh i kawmva um zing diing hi va; hizongleh a bawnun ei u’lah a mi ahi sih uh chih kilatna diingin a pawtdoh uh ahi. 
1JN.2.20	Hizongleh nangun chu Mi Siangthoupa apat thaunuh na tang va, sil zousiah na he uhi. 
1JN.2.21	Thutah na heet louh jiahun na kawmvah ka gial ahi sih a, na heet jiah uleh thutah a zuau mawngmawng a pawt louh jiahin ka gial ahi zaw hi. 
1JN.2.22	Jesu chu Khrist ahi chih awilou loungal koi ahiai mizuau? Pa leh Tapa awilou mi chu Khrist doudaal ahi. 
1JN.2.23	Mi koipouh Tapa awilou inchu Pa a nei sih a; hizongleh Tapa pom photmah inchu Pa zong a nei hi. 
1JN.2.24	Hujiahin a chiil apat a na jah u’chu nanguh ah umsah zing un. Hu a chiil apat a na jah uh nanguh a a um zing inchu, nanguh zong Tapa ah leh Pa ah na um zing diing uhi. 
1JN.2.25	Huleh hikhu ahi silchiam ama’n piah diing a ahung chiam chu, kumtuang hinna ngei. 
1JN.2.26	Nanguh hung puimang tumte tung thu a hite ka hung gelh ahi. 
1JN.2.27	Hizongleh amah apat a thaunuhna na tan uh nanguh ah a um zing a, koimah hung hilh na kiphamoh sih uhi; hizongleh hu thaunuhna mahin sil zousiah nanguh ahung hilh bangin, thutah ahi a, zuau ahi sih a, huin nanguh ahung hilh bang ngei in, amah ah na um diing uhi. 
1JN.2.28	Huchi'n tate haw, amah ah um zing un; amah hung kilat chiang a kimuanna i neih theihna diing leh, ahung chiang a a ma a i zum louhna diingun. 
1JN.2.29	Amah chu midihtat ahi chih na heet uleh, michin dihtatna bawl photmah chu amaha piang ahi chih na he uhi.
1JN.3.1	Ngai un, bangchilawma lungsiatna Pa in eiuh hung pia a ta’imah, Pathian tate chih a i um jiang uh! hujiahin khovel in ahung he lou uh ahi, amah a heet louh jiahun. 
1JN.3.2	Deihtahte, tuin Pathian tate i hi a, huleh bangtobangin ahiai i um diing chihchu a kilang nai tadih sih hi; hizongleh amah ahung kilat chiangin amah bangin i um diing uh chihchu i he uhi; amah chu a um bangbang a mu diing i hih jiahin. 
1JN.3.3	Huleh michin amah a hi kinepna nei photmah chu amah a sianthou bangin a kisusiangthou veu hi.
1JN.3.4	Mi koipouh sual bawl in daan zong a botsia hi; ajiahchu sual chu daan bohsiatna ahi. 
1JN.3.5	Huleh amah chu i sualnate uh lamang diing a hung kilang ahi chih na he uhi; amah ah chu sual himhim a um sih hi. 
1JN.3.6	Mi koipouh amah a um zing in chu sual a bawl ngei sih; koipouh sual bawl in amah a mu sih a, he zong a he sih hi. 
1JN.3.7	Tate haw, kuamah heem in um sih un; dihtatna bawltu chu midihtat ahi, amah a dihtat bangmah in. 
1JN.3.8	Sual bawl mi chu diabol a kuan ahi, ajiahchu diabol in a chiil apatin sual a bawl zing hi. Ajiahchu Pathian Tapa hung kilatnasan chu diabol silbawlte suse diingin ahi. 
1JN.3.9	Mi koipouh Pathian a piangin sual a bawl ngei sih; ajiahchu a chi amahah a um hi; huleh Pathian a piang ahihjiahin sual a bawl thei sih hi. 
1JN.3.10	Hikhu ah Pathian tate leh diabol tate a kihethei hi; mi koipouh dihtatna bawl lou chu Pathian a kuan ahi sih hi, huleh a unau lungsiat lou zong Pathian a kuan ahi sih hi. 
1JN.3.11	Ajiahchu, a chiil apat a thuhaah na jah u’chu hikhu ahi, khat leh khat i kilungsiat diing uh ahi, chih. 
1JN.3.12	Giloupa a kuan, a unaupa that, Kaina banga umlou in bang jiahin ahiai a thah mai? Amah silbawlte a hoih louh a, a unaupa a dihtat jiahin ahi. 
1JN.3.13	Ka unaute, khovel in nanguh ahung muhdah leh limdang sa sih un. 
1JN.3.14	Unaute i lungsiat jiahin sihna apat hinna ah i luutta hi chi'n i he uhi. Mi koipouh a unau lungsiat lou chu sihna ah a um zing ahi. 
1JN.3.15	Hizongleh ke'n chu na kawmvah ka soi ahi, Koipouh numei enlahtah a en in a lungsimah amahnu toh a aangkawm zouta ahi. 
1JN.3.16	Hikhu ah Pathian lungsiatna i hethei uhi, ama’n eiuh diinga a hinna a piahkhiah jiahin; huleh eiun zong unaute diinga i hinna i piah ve diing uh ahi. 
1JN.3.17	Hizongleh mi koipouh in khovel sil hau henla, a unau tasam in mu in, amah chu lainat het sih leh, bangchi'n Pathian lungsiatna amah ah a um diai? 
1JN.3.18	Ka tate haw, thu chauh in i lungsiat sih diing a, kam chauh in zong i lungsiat sih diing uh; hizongleh silbawl leh thutah in hizaw hen. 
1JN.3.19	Hikhu ah thutah a kuan i hi uh chih i he a, huleh amah ma ah i lungtang uh i muangsah thei diing uhi. 
1JN.3.20	Ajiahchu i lungtang un siamlouh ahung tansah leh, Pathian chu i lungtang sangin a loupizaw a, sil zousiah a he hi. 
1JN.3.21	Deihtahte, i lungtang in siamlouh ahung tansah louh leh Pathian lamah i haang ahi. 
1JN.3.22	Huleh a thupiahte i juih a, a mitmuh a sil kipaahhuaite i bawl jiahin i nget photmah amah apat i mu hi. 
1JN.3.23	Huleh a thupiah chu hikhu ahi. Eihaw’n a Tapa Jesu Khrist min i gintaat a, huleh thu ahung piah banga khat leh khat i kilungsiat diing uh ahi, chih. 
1JN.3.24	Huleh mi koipouh a thupiah jui chu Amah ah a um a, Amah zong amah ah a um hi. Huleh hikhu ah amah chu eiuh ah a um zing chih i he uh, Hagau ahung piah ah.
1JN.4.1	Deihtahte, hagau taphot gingta sih unla, hagaute chu Pathian a kuan ahihleh hih louh chian zaw un; ajiahchu zawlnei tahlou tampi khovel ah a pawtdohta hi. 
1JN.4.2	Hikhuah Pathian Hagau na he diing uh: Jesu Khrist tahsa in ahung piang chih gum hagau photmah chu Pathian a kuan ahi. 
1JN.4.3	Huleh Jesu Khrist tahsa in ahung piang chih gum lou hagau photmah chu Pathian a kuan ahi sih; hichu Khrist doudaalpa hagau hung diing ahi chih na jah uh chu ahi; tuin zong khovel aha um zouta hi. 
1JN.4.4	Tate haw, nang u’chu Pathian a kuan na hi va, hute na zouta uhi; ajiahchu amah nanguh a um chu, khovel a umpa sangin a lianzaw hi. 
1JN.4.5	Amah u’chu khovel a kuan ahi va, hujiahin khovel sil thute a soi uhi, huleh khovel in a thu uh a ngaikhe veu uhi. 
1JN.4.6	Ei u’chu Pathian a kuan i hi a, Pathian he photin i thu a ngaikhe veu hi; Pathian a kuan hilouin i thu a ngaikhe sih hi. Hikhu ah hagau dih leh dihlou i he uhi.
1JN.4.7	Deihtahte, khat leh khat i kilungsiat diing uhi; ajiahchu lungsiatna Pathian a kuan ahi; huleh mi chin lungsiat siam photmah chu Pathian a piang ahi a, Pathian a he hi. 
1JN.4.8	Lungsiatna nei lou mi’n Pathian a he sih; bang jiahin ahiai i chih leh Pathian chu lungsiatna ahi. 
1JN.4.9	Hikhu ah Pathian in eiuh ahung lungsiatna a kilangta, amah jala i hin theihna diing a Pathian in a Tapa neihsun khovel a ahung sawl jiahin. 
1JN.4.10	Hi-ah lungsiatna a um, eiun Pathian i lungsiat chih ahi sih a, ama’n eiuh ahung lungsiat a, i sualnate thuphatawina hi diingin a Tapa ahung sawl chih ahi zaw hi. 
1JN.4.11	Deihtahte, Pathian in hichilawma ahung lungsiat leh, eihaw zong khat leh khat i kilungsiat diing uh ahi. 
