GEN.1.1	In het begin maakte God de hemelen en de aarde. 
JOL.3.19	Egypte zal veranderen in een woestenij en Edom in een dorre wildernis vanwege het geweld dat zij de Judeeërs hebben aangedaan. Want in deze landen zijn onschuldige mensen vermoord. 
JOL.3.20	Maar Juda zal welvarend zijn tot in eeuwigheid en Jeruzalem zal een bloeiende stad zijn voor altijd. 
JOL.3.21	Ik zal de moorden op mijn volk wreken. Ik zal de onderdrukkers niet ongestraft laten gaan. Want mijn woonplaats is in Jeruzalem, bij mijn volk.’
AMO.1.1	Amos was een schapenfokker uit het dorp Tekoa. De hele dag bracht hij door in de heuvels, waar hij op zijn schapen paste. 
AMO.1.2	Op een dag vertelde de 
AMO.1.2	De 
AMO.1.3	De 
AMO.1.4	Daarom zal Ik het paleis van koning Hazaël in vlammen laten opgaan, zodat het sterke fort van Benhadad wordt vernietigd. 
AMO.1.5	Ik zal de grendels van de poorten van Damascus verbreken en haar inwoners doden tot aan de vlakte van Aven. De inwoners van Syrië zullen als slaven naar Kir terugkeren.’
AMO.1.6	De 
AMO.1.7	Daarom steek Ik de muren van Gaza in brand en zal Ik haar forten vernietigen. 
AMO.1.8	Ik zal de inwoners van Asdod doden en Ik zal Ekron en de koning van Askelon vernietigen, alle overgebleven Filistijnen zullen van de aardbodem verdwijnen.’
AMO.1.9	De 
AMO.1.10	Daarom zal Ik de muren van Tyrus in brand steken en alle forten en paleizen in vlammen doen opgaan.’
AMO.1.11	De 
AMO.1.12	Daarom zal Ik Teman in brand steken, waardoor alle forten van Bosra worden vernietigd.’
AMO.1.13	De 
AMO.1.14	Daarom zal Ik de muren van Rabba in vuur en vlam zetten, waardoor hun forten en paleizen tot de grond toe zullen afbranden. Er zullen luide oorlogskreten klinken, als een wervelwind in een zware storm. 
AMO.1.15	Hun koning en andere leiders zullen gezamenlijk in ballingschap gaan.’
AMO.2.1	De 
AMO.2.2	Ik zal op mijn beurt vuur over Moab laten gaan en dat zal alle paleizen in Keriot verwoesten. Moab zal met veel lawaai ten onder gaan, met schreeuwende strijders en fel klinkende trompetstoten. 
AMO.2.3	En Ik zal hun regent en al zijn leiders uitroeien.’
AMO.2.4	De 
AMO.2.5	Daarom zal Ik Juda met vuur verwoesten en al Jeruzalems paleizen en forten platbranden.’
AMO.2.6	De 
AMO.2.7	Zij trappen de armen in het stof en lopen over de weerlozen heen. En een man en zijn vader gaan naar hetzelfde meisje en ontwijden zo mijn heilige naam. 
AMO.2.8	Tijdens hun godsdienstige feesten lopen zij in kleren die ze in onderpand hebben. In hun godshuizen brengen zij wijnoffers die zij kochten met geld dat zij als boete hadden ontvangen. 
AMO.2.9	En denk dan eens aan alles wat Ik voor hen heb gedaan! Voor hen uitgaand, maakte Ik het land van de Amorieten voor hen vrij, terwijl de Amorieten toch boomlange kerels zijn en sterk als ossen! Ik beroofde hen van hun vruchten en sneed hun wortels door. 
AMO.2.10	Ik bevrijdde u ook nog uit Egypte, leidde u veertig jaar door de woestijn, waarna u het land van de Amorieten in bezit kreeg. 
AMO.2.11	Ik verkoos sommigen van uw zonen tot Nazireeërs en profeten. Kunt u dat ontkennen, Israël?’ vraagt de 
AMO.2.12	‘Maar u liet de Nazireeërs zondigen door hen te dwingen uw wijn te drinken en u legde mijn profeten het zwijgen op door te zeggen: “U mag niet profeteren!”
AMO.2.13	Luister goed! Ik zal u laten kreunen als een wagen die volgeladen is met korenschoven. 
AMO.2.14	Uw snelste strijders zullen struikelen tijdens hun vlucht. Alle sterken zullen zwak zijn en de hooggeplaatsten kunnen zichzelf niet meer in veiligheid brengen. 
AMO.2.15	Hulp van de boogschutters zal niet baten en zelfs de snelste renners zullen niet meer kunnen vluchten. Ook de beste ruiters ontkomen dan niet aan het gevaar. 
AMO.2.16	De moedigsten onder uw heldhaftige mannen zullen hun wapens weggooien en die dag voor hun leven rennen,’ zegt de Oppermachtige 
AMO.3.1	Luister! Dit is uw vervloeking! De 
AMO.3.2	‘Uit alle volken heb Ik uitsluitend u gekozen. Daarom moet Ik u des te zwaarder straffen voor al uw zonden. 
AMO.3.3	Want hoe kunnen wij met elkaar praten als uw zonden ons scheiden en wij het niet eens worden? 
AMO.3.4	Zou Ik zonder reden brullen als een leeuw? Geloof Mij, Ik bereid Mij voor u te vernietigen. Zelfs een jonge leeuw laat door zijn grommen al merken dat hij voedsel heeft. 
AMO.3.5	Een val klapt pas dicht als iemand erop gaat staan, uw straf is welverdiend. 
AMO.3.6	De alarmklok heeft geluid. Luister en wees bang! Zal in uw land een ramp gebeuren zonder dat Ik daar de hand in heb? 
AMO.3.7	Maar Ik waarschuw altijd eerst, Ik vertel mijn profeten wat Ik ga doen.’
AMO.3.8	De leeuw heeft gebruld, beef van angst. De Oppermachtige 
AMO.3.9	Roep de Assyrische en Egyptische leiders vanaf de daken van hun burchten toe dat zij bijeen moeten komen en zeg: ‘Kom naar de bergen van Samaria, dan kunt u zien welke schandalige misdaden Israël heeft begaan. 
AMO.3.10	Mijn onderdanen hebben vergeten wat het betekent het goede te doen,’ zegt de 
AMO.3.11	Daarom,’ zegt de Oppermachtige 
AMO.3.12	De 
AMO.3.13	‘Luister naar deze aankondiging en maak hem in heel Israël bekend,’ zegt de Oppermachtige 
AMO.3.14	‘Op dezelfde dag dat Ik Israël voor haar overtredingen straf, zal Ik de afgodsbeelden in Betel verwoesten. De horens van het altaar zullen worden afgehakt. 
AMO.3.15	Ik zal ook de prachtige huizen van de rijken, hun winterverblijven en hun zomerhuizen, verwoesten. Hetzelfde zal Ik doen met hun ivoren paleizen.’
AMO.4.1	‘Luister naar mij, vette koeien van Basan die in Samaria wonen. U, vrouwen die de mannen aanmoedigen tot het beroven van de armen en het vertrappen van de hulpbehoevenden. U die nooit genoeg te drinken hebt! 
AMO.4.2	De Oppermachtige 
AMO.4.3	U zult uit uw prachtige huizen worden gesleept en door de dichtstbijzijnde bres in de muur naar buiten worden gesmeten.’ De 
AMO.4.4	‘Ga maar zo door en offer aan de afgoden in Betel en Gilgal. Blijf maar ongehoorzaam, uw zonden stapelen zich op. Offer elke morgen en breng uw tienden tweemaal per week! 
AMO.4.5	Volg uw zelfgemaakte wetten maar en geef extra in de vorm van lofoffers en vrijwillige offers. U bent zo trots op uzelf dat u het overal rondbazuint!
AMO.4.6	Uw tanden bleven schoon, want Ik stuurde honger in stad en dorp,’ zegt de 
AMO.4.7	Ik verwoestte uw gewassen door het in de drie maanden voor de oogst niet te laten regenen. De ene stad gaf Ik wel regen, maar de andere niet. Terwijl op de ene akker regen viel, lag een andere er droog en verdord bij. 
AMO.4.8	Mensen uit twee of drie steden maakten een uitputtende reis om water te halen in een stad waar het wel had geregend, maar er was nooit voldoende. Desondanks wilde u zich niet tot Mij bekeren,’ zegt de 
AMO.4.9	‘Ik stuurde korenbrand en honingdauw naar uw boerderijen en wijngaarden, de sprinkhanen aten uw vijgen op en vraten de olijfbomen kaal. En toch bleef u weigeren naar Mij terug te keren,’ zegt de 
AMO.4.10	‘Ik zond u ziekten die herinnerden aan de ziekten in Egypte, lang geleden. Ik doodde uw jongens in de oorlog en dreef uw paarden weg. De stank van de dood was vreselijk om te ruiken. Maar desondanks bleef u weigeren bij Mij terug te komen,’ zegt de 
AMO.4.11	‘Ik verwoestte enkele van uw steden, net zoals Ik met Sodom en Gomorra deed. Zij die het overleefden, leken op stukken halfverbrand hout die uit het vuur waren getrokken. Maar u wilt nog steeds niet naar Mij terugkeren,’ zegt de 
AMO.4.12	‘Daarom zal Ik deze verdere rampen over u brengen waarover Ik al heb gesproken. Maak u klaar om uw God in het oordeel te ontmoeten, Israël. 
AMO.4.13	Want u hebt te maken met degene die de bergen hun vorm gaf en de winden schiep. Die elke gedachte van u kent en u duidelijk maakt wat Hij denkt, Hij verandert de ochtend in duisternis en vermorzelt de bergen onder zijn voeten, 
AMO.5.1	Droevig zing ik dit klaaglied voor u, Israël: 
AMO.5.2	‘Het mooie Israël ligt gebroken en vertrapt op de grond en kan niet meer opstaan. Niemand zal te hulp komen. Zij is alleen gelaten op haar eigen bodem en wacht op de dood.’ 
AMO.5.3	Want de Oppermachtige 
AMO.5.4	Want de 
AMO.5.5	Zoek niet de afgoden van Betel, Gilgal of Berseba op, want de inwoners van Gilgal zullen als ballingen worden weggevoerd en de inwoners van Betel zullen verloren gaan.’ 
AMO.5.6	Zoek de 
AMO.5.7	Slechte mannen, u maakt de rechtvaardigheid tot een aanfluiting voor de armen en de verdrukten. ‘Gerechtigheid’ en ‘eerlijke behandeling’ betekenen niets voor u! 
AMO.5.8	Hij die het Zevengesternte en de Orion maakte, die de duisternis verandert in de ochtend en de dag in de nacht, die het water uit de zeeën oproept en in de vorm van regen over het land uitgiet, is de 
AMO.5.9	Met verwoestende snelheid en kracht brengt Hij vernietiging over de sterken en doorbreekt alle verdedigingen. 
AMO.5.10	Wat hebt u een hekel aan hen die in de poort opkomen voor het recht! Wat een verachting koestert u voor mensen die oprecht de waarheid spreken! 
AMO.5.11	U vertrapt de armen en ontneemt hun zelfs de laatste kruimel met al uw belastingen, boetes en buitensporig hoge rentes, daarom zult u nooit wonen in de prachtige huizen die u voor uzelf bouwt en nooit een druppel wijn drinken van de wijngaarden die u plant.
AMO.5.12	Want uw zonden en overtredingen zijn talrijk en groot. Ik ken ze allemaal zo goed. U bent vijanden van alles wat goed is, u laat zich omkopen en weigert de armen rechtvaardig te behandelen.
AMO.5.13	Daarom zullen de verstandige mensen wel zo wijs zijn zich nergens in te mengen op de vreselijke dag van uw bestraffing.
AMO.5.14	Wees goed, houd u verre van het kwaad, dán zult u leven! Dan zal de 
AMO.5.15	Haat het kwaad en houd van het goede, verander uw gerechtsgebouwen in echte bolwerken van rechtvaardigheid. Misschien zal de Oppermachtige 
AMO.5.16	Daarom zegt de Oppermachtige 
AMO.5.17	In elke wijngaard zal worden gerouwd en gehuild, want Ik zal verwoestend tussen u door trekken.’
AMO.5.18	U zegt: ‘Kwam de dag van de 
AMO.5.19	Op die dag zult u zijn als een man die wordt achtervolgd door een leeuw en op zijn vlucht een beer ontmoet, of als een man in een donkere kamer die tegen een muur leunt en dan zijn hand op een slang laat rusten. 
AMO.5.20	Ja, de dag van de 
AMO.5.21	‘Ik haat uw vertoon en al datgene wat u beweert te zijn, uw schijnheiligheid en uw “verering” van Mij met uw godsdienstige feestdagen en uw plechtige bijeenkomsten. 
AMO.5.22	Ik zal uw brandoffers en dankoffers niet aannemen. Ik weiger ook maar een blik te werpen op uw vredeoffers. 
AMO.5.23	Weg met uw lofliederen. Ik beschouw ze alleen maar als lawaai. Ik zal geen minuut luisteren naar uw muziek, hoe mooi het ook klinkt. 
AMO.5.24	Ik wil een stortvloed van rechtvaardigheid zien, een lawine van goede daden. 
AMO.5.25+AMO.5.26+AMO.5.27	Israël, hebt u Mij tijdens de veertig jaar in de woestijn ooit zulke offers gebracht? Nee, u had al die tijd alleen maar aandacht voor andere goden: voor Sakkut, uw koning, voor Kewan, uw god van de sterren en voor alle beelden die door uzelf waren gemaakt. Daarom zal Ik hen in gevangenschap met u meesturen naar het gebied ten oosten van Damascus,’ zegt de 
AMO.6.1	Wee de mensen die zorgeloos in Jeruzalem en Samaria leven, die beroemd zijn en vereerd worden door het volk van Israël. 
AMO.6.2	Ga maar eens naar Kalne en kijk wat daar is gebeurd, ga daarna naar het grote Hamat en vandaar naar het lagergelegen Gat in het land van de Filistijnen. Eens waren zij beter en groter dan u, maar kijk eens wat er nu van hen is geworden. 
AMO.6.3	U wilt niet denken aan de straf die u te wachten staat, maar u brengt door uw daden de dag van het oordeel alleen maar dichterbij. 
AMO.6.4	U ligt omringd door luxe op ivoren banken en eet het vlees van de malste lammeren en de beste kalveren. 
AMO.6.5	U zingt nietszeggende liedjes bij de muziek van de harp en denkt dat u net zulke goede muzikanten bent als koning David was. 
AMO.6.6	U drinkt liters wijn en smeert zoetgeurende zalven op uw lichaam, zonder er bij stil te staan dat het rijk op instorten staat. 
AMO.6.7	Daarom zult u tot de eerste ballingen behoren, plotseling zal er een einde komen aan uw mooie leventje.
AMO.6.8	De Oppermachtige 
AMO.6.9	Ook al zijn er nog maar tien van hen over of staat nog maar één huis overeind, dan zullen die ook nog verdwijnen. 
AMO.6.10	Iemands oom zal als enige overblijven om hem te begraven of te verbranden. Als hij naar binnen gaat om zijn lijk uit het huis te halen, zal hij de andere overlevende daar vragen: ‘Zijn er nog meer overlevenden bij u?’ Het antwoord zal luiden: ‘Nee,’ en hij zal daaraan toevoegen: ‘Sst… noem de naam van de 
AMO.6.11	Want de 
AMO.6.12	Kunnen paarden op de rotsen rennen? Kunnen runderen de zee ploegen? Dat klinkt dom, maar het is net zo dom dat u een loopje neemt met het recht en dat u alles wat goed en juist moet zijn, verzuurt en vergiftigt. 
AMO.6.13	Het is dom u te verheugen over uw grootheid, terwijl u helemaal niets voorstelt! En trots te zijn op uw eigen nietige kracht! 
AMO.6.14	Israël, Ik zal een land op u afsturen dat u van uw noordelijke grens tot uw uiterste zuidpunt zwaar zal onderdrukken, overal, van Hamat tot aan de beek van Araba,’ zegt de 
AMO.7.1	Het volgende liet de Oppermachtige 
AMO.7.2	Zij vraten elk sprietje op. Toen zei ik: ‘
AMO.7.3	De 
AMO.7.4	Toen liet de Oppermachtige 
AMO.7.5	Ik zei toen: ‘Och, Oppermachtige 
AMO.7.6	Toen liet de 
AMO.7.7	Daarna toonde Hij mij het volgende: de Here stond bij een muur die met behulp van een paslood was gebouwd en controleerde het bouwsel met het paslood om te zien of hij wel recht was. 
AMO.7.8	De 
AMO.7.9	De afgodenaltaren en tempels van Israël zullen verwoest worden en het koningshuis van Jerobeam zal Ik met het zwaard uitroeien.’
AMO.7.10	Maar toen de priester Amasja uit Betel de woorden van Amos hoorde, stuurde hij snel de volgende boodschap naar koning Jerobeam: ‘Amos is een landverrader en beraamt een aanslag op uw leven. Dat kunnen we niet toelaten. Het hele land zal in opstand komen. 
AMO.7.11	Want Amos zegt dat u zult worden gedood en dat het hele volk Israël als balling en slaaf naar een ver land zal worden weggevoerd.’ 
AMO.7.12	Vervolgens ging Amasja naar Amos en zei: ‘Maak dat je hier wegkomt, profeet! Vlucht maar naar Juda en ga daar maar profeteren! 
AMO.7.13	Val ons hier niet lastig met je visioenen, in elk geval niet hier in de hoofdstad, waar het heiligdom van de koning staat!’ 
AMO.7.14	Maar Amos antwoordde: ‘Ik ben niet echt een van de profeten. Ik kom ook niet uit een profetenfamilie. Ik ben gewoon een herder en fruitplukker. 
AMO.7.15	Maar de 
AMO.7.16	Luister daarom nu naar deze boodschap van de 
AMO.7.17	Het antwoord van de 
AMO.8.1	Toen liet de Oppermachtige 
AMO.8.2	‘Wat ziet u, Amos?’ vroeg Hij. Ik antwoordde: ‘Een mand met rijp fruit.’ De 
AMO.8.3	Dan zal het zingen in de tempel veranderen in geklaag. Overal zullen lijken liggen. In alle stilte zullen zij uit de stad worden gedragen.’
AMO.8.4	Luister, kooplieden, die de armen beroven en de hulpbehoevenden vertrappen, 
AMO.8.5	u die verlangt naar het einde van de sabbat en de godsdienstige feesten, zodat u weer verder kunt gaan met uw bedriegerijen met onzuivere weegschalen en te lichte gewichten, 
AMO.8.6	u die de armen tot slaven maakt door hen te kopen voor slechts een zilverstuk of een paar sandalen en hun kaf voor graan verkoopt!
AMO.8.7	De 
AMO.8.8	Het land zal in afwachting van deze vervloeking beven en ieder die er woont, zal rouwen. Ik zal oprijzen als de rivier de Nijl op het moment van de vloed, verwoesting zaaien en weer terugzakken. 
AMO.8.9	Op dat moment zal Ik de zon ʼs middags al laten ondergaan en zal Ik de aarde op klaarlichte dag verduisteren. 
AMO.8.10	Ik zal uw feesten veranderen in rouwbijeenkomsten en uw liederen zullen omslaan in vertwijfelde kreten. U zult rouwkleding dragen en uw hoofd kaalscheren als teken van uw verdriet, alsof uw enige zoon was gestorven. Die dag zal ten slotte een bittere dag zijn.’
AMO.8.11	‘Let op, want er komt een tijd,’ zegt de Oppermachtige 
AMO.8.12	Mensen zullen overal, van kust tot kust, ronddwalen op zoek naar het woord van de 
AMO.8.13	In die tijd zullen zowel mooie meisjes als flinke jongemannen vermoeid neerzitten. 
AMO.8.14	En zij die de afgoden in Samaria, Dan en Berseba vereren en bij hun namen zweren, zullen neervallen en nooit meer opstaan.’
AMO.9.1	Ik zag de Here naast het altaar staan en hoorde Hem zeggen: ‘Verniel de toppen van de pilaren en schud de tempel tot de pilaren in stukken vallen en het dak neerstort op de mensen beneden. Ook al vluchten zij, zij zullen niet ontsnappen, iedereen zal worden gedood. 
AMO.9.2	Ook al graven zij zo diep als het dodenrijk, Ik zal mijn hand uitsteken en hen omhoogtrekken. Ook al klimmen zij tot in de hemelen, Ik zal hen vandaar weer naar beneden halen. 
AMO.9.3	Al verschuilen zij zich tussen de rotsen op de top van de Karmel, Ik zal net zo lang zoeken tot Ik hen heb en hen gevangennemen. Als zij zich voor Mij verbergen op de zeebodem, zal Ik de zeeslang op hen afsturen om hen te bijten en te vernietigen. 
AMO.9.4	Al drijven hun vijanden hen als gevangenen naar een ver land, dan zal Ik het zwaard nog bevel geven hen daar te doden. Ik zal ervoor zorgen dat zij alleen te maken krijgen met onheil en niet met iets goeds.’
