MAT.1.1	Anuu nanülia na koo'uliwo'ukana Jesucristo chi nuu'uliwo'ukai David chi nuu'uliwo'ukai Abraham:
1JN.5.10	Chi eekai nünoujain nünain chi Nüchonkai Maleiwa, nütüjaweerü aa'u sünain shiimüin tü nüküjakat Maleiwa sünain niain Jesús chi Nüchonkai. Chi ayouktakai nüchiki Jesús sünain niain Nüchoin Maleiwa, a'alaajünüshija Maleiwa nütüma. 
1JN.5.11	Je nünüiki chi Maleiwakai sümüin wayuu süpüshua, müsü mayaa: “Sünainjee tü naa'inrakat chi Tachonkai ouktaiwa'aya saa'u jaainjala, tee'irateerü jaa'in süpüla eeinjanain jia tamaa waneepia”. 
1JN.5.12	Chi wayuu eekai wanaawajiraain naa'in nümaa chi Nüchonkai Maleiwa, nütüjaweerü aa'u sünain shiimüin shii'iranajaain naa'in. Alu'ujasa chi eekai nnojolüin wanaawajiraain naa'in nümaa chi Nüchonkai Maleiwa, anashi niyaawatüle saa'u sünain mee'iranajaainyülüin naa'in. Maleeichija nnojolin eein nümaa chi Maleiwakai.
1JN.5.13	Jia anoujakana nünain Jesucristo sünain niain chi Nüchonkai Maleiwa, tashajüin jümüin tüü süpüla jütüjaainjatüin saa'u sünain shii'iranajaain jaa'in süpüla eeinjanain jia weinshi nümaa Maleiwa. 
1JN.5.14+1JN.5.15	¿Jamüinjatü wakuaippa sünain arütkawaa nümülatu'umüin chi Maleiwakai süpüla achuntaa nümüin? Müleka wachuntüle nümüin tü nüchekakat wapüleerua, ja'itairü wachuntüin kasa eekai eein, watüjaa aa'ulu sünain naapüin wanüiki. Je süka watüjaain naa'u sünain naapüin wanüiki, watüjaa aa'uchi nia sünain naapeerüin tü kasa wachuntakat nümüin.
1JN.5.16+1JN.5.17	Süka jütüjaaitpain saa'u shii'iranajaain jaa'in, anakaja jüchuntüle naa'u wane juwala müleka kaainjarale nia. Müleka naa'inrüle kasa mojusü, kaainjalaichipa süka tia. Eesü aainjalaa eekai ouktajachin sütüma. Nnojoishi taluwataain jia sünain achuntaa saa'u. Akaajasa müleka naa'inrüle aainjalaa eekai nnojolin ouktajachin sütüma, anashii jüchuntüle naa'u. Je chi Maleiwakai, nükaaliijeechi chi juwalakai süpüla anaawainjachin nia nümaa nüchikua.
1JN.5.18	Watüjaa aa'ulu sünain nnojolin ayatüin kaainjalain chi wayuu eekai nüchoin Maleiwa. Aa'inmajünüshi nia nütüma chi Nüchonkai Maleiwa suulia nüta'ünnüin nütüma chi Kama'üraikai. 
1JN.5.19	Watüjaa aa'ulu sünain shiimüin nüchooin waya Maleiwa. Otta tü wayuu manoujainsatkalüirua sulu'u mmakat süpüshua, nia aluwataaka saa'u chi Yolujaakai. 
1JN.5.20	Je watüjaa aa'ulu sünain nüntüin chi Nüchonkai Maleiwa wa'akamüin süpüla we'raajüinjachin chi Nüshikai nütüma, aküjakai shiimüin, je süpüla wayaawatüinjatüin saa'u tü nikirajakat anain. Je sünainjee tü naa'inrakat Jesucristo chi Nüchonkai Maleiwa, wanaawajiraasü joolu'u waa'in nümaa je nümaa chi Nüshikai. Wanoujain nünain Jesucristo chi waneeshikai sünain Maleiwain. Je nünainjee Cristo, ee'iranajaasü waa'in süpüla eeinjanain waya waneepia nümaa Maleiwa.
1JN.5.21	Tachonniwaa, jia aishiikana tapüla, saa'u ji'raajüin chi Maleiwakai, chi waneeshikai Maleiwa, jalia jia suulia jüüjüüjüin namüin na maleiwayaashiikana aküjünakana achiki natüma na ekirajüliikana sünain alawaa. Amén.
2JN.1.1	Taya, chi laülaakai napüleerua na anoujashiikana nünain Jesucristo sulu'u tü outkajaaleekat yaaya, tashajüin joolu'u pümüin wawala aneekuushikat nütüma Maleiwa, oo'ulaka namüin na püchooinkana, na a'waajüshiikana Maleiwa jutkatshiikana cha'aya, jia aishiikana tapüla saa'u jünoujain tü shiimüinkat wanaa tamaa. Je nnojoliishii jia alin ne'e tapüla tamüiwa. Aishii jia süpüla tü wayuukolüirua süpüshua eekai sütüjaain saa'u tü shiimüinkat. 
2JN.1.2	Tashajüin jümüin süka jikirajuushin sünain tü shiimüinkat. Tacheküin süpüleerua jülüjüin jaa'in tü shiimüinkat süpüla jünoujainjatüin shia waneepia.
2JN.1.3	Achuntüshi taya jaa'u nümüin chi Washikai Maleiwa otta nümüin Jesucristo chi Nüchonkai süpüla nee'iyatüin na'anasia jümüin, süpüla namüliajüin jia, je süpüla naapüin wane anaa jümüin. Kasataalejese ayatüin jia sünain tü shiimüinkat sümaa aijiraain jia jüpüla jüpüshua.
2JN.1.4	Talatashaatasü ma'i taa'in süka taapüin jüchiki sünain ayatüin jia sünain anoujaa tü shiimüinkat, maa aka saa'in tü nuluwataakat anain waya chi Washikai Maleiwa. 
2JN.1.5	Tawalayuwaa, jiakana aishiikana tapüla, tü tashajakat achiki joolu'u jümüin, shia tü nuluwataatüjütkalia anain jia Maleiwa. Nnojotsü waneein pütchi naatajatü. Aluwataanüshii waya paala sümaiwa süpüla aijiraainjanain waya wapüla wapüshua. Shia ne'e tachekaka jüpüleerua maa'ulu yaa. 
2JN.1.6	Müleka waa'inrüle süpüshua tü kasa nuluwataakat anain waya Maleiwa, watüjaajeerü aa'u shiimüin alin nia wapüla je aijiraain waya wapüla. Je tü waapakat achiki wekeroloiwa'aya sünain anoujaa, shia tü aijirawaakat wapüla wapüshua waneepia.
2JN.1.7	Ekerotüsü wainma ekirajünnüü sünain alawaa sa'akamüin wayuu sainküin mmakat süpüshua. Naya na anujulajakana nüchiki Cristo sünain nüntüin sünain wayuuin sa'akamüin wayuu. Naya na nüpüshikana chi Ni'ipolokai Cristo, chi Ekirajüikai Alawaa. 
2JN.1.8	Jalia jia suulia sümalaja'alaain tü ji'yataakat apüla saaliijee jüüjüwaa namüin na ni'ipolokana Cristo. Jüchechera jaa'in sünain anoujaa tü shiimüinkat, süpüla juwalaajüneenain jia so'uweena wane ka'i nütüma Maleiwa saa'u tü kasa anasü jaa'inrakat. 
2JN.1.9	Watüjaa aa'ulu jaraliin na ekirajülii nnojoliikana wanaawajiraain aa'in nümaa Maleiwa. Naya na eekana nekirajüin sünain wane kasa naata suulia tü shiimüinkat nikirajakat anain Cristo. Otta na ayatakana sünain nekirajüin tü shiimüinkat nikirajakat anain Cristo, wanaawajiraasü naa'in nümaa Maleiwa otta nümaa chi Nüchonkai. 
2JN.1.10	Müleka nüntüle wane wayuu jünainmüin eekai nnojolin nikirajüin tü shiimüinkat nikirajakat anain Cristo, nnojo kamaneein jia nümüin. 
2JN.1.11	Chi eekai kamaneein nümüin, nükaaliijüin nia sünain tü mojusükat.
2JN.1.12	Kettaasü tü tashajüinjatkat joolu'u jümüin sulu'u tü karalouktakat, ja'itairü isain wainma tü tashajeekat jümüin. Kasataalejese tountüin to'unüin jünainmüin süpüla taashajaainjachin jümaa jümülatu'u. Tatüjaa aa'ulu sünain talateerüin ma'i taa'in müleka too'ulaküle tia.
2JN.1.13	Asakitshii jünain na a'waajüshiikana Maleiwa, na jutkatshiikana yaaya, na aneekuushikana nütüma Maleiwa maa aka jiakana.
3JN.1.1	Taya, chi laülaakai napüleerua na anoujashiikana nünain Jesucristo sulu'u tü outkajaaleekat yaaya, tashajüin joolu'u pümüin tawala Gayo, pia aishikai tapüla saa'u pünoujain tü shiimüinkat wanaa tamaa. 
3JN.1.2	Tawalachee, tatüjaa aa'ulu sünain talatüin Maleiwa pümaa. Kasataalejese ayatüin lotüin pia sünain anoujaa otta sünain nnojolin ayuulin pia. 
3JN.1.3	Talatüsü ma'i taa'in taapaiwa'aya püchiki aküjünakat tamüin natüma wane wawalayuu ale'ejakana yaamüin chajee püma'anajee. Naküjain püchiki tamüin sünain pünoujain tü shiimüinkat waneepia otta sünain paa'inrüin tü nüchekakat chi Maleiwakai püpüleerua süka pütüjaain saa'u sünain shiimüin tü nümakat pümüin. 
3JN.1.4	Talataleesia ma'i taa'in taapapa nachiki na tachooinkana, na takaaliijalakana sünain tü nanoulakat, sünain noonooin waneepia sümaa tü shiimüinkat ekirajünakat anain naya, maa aka paa'inrüin piaka'iya.
3JN.1.5	Tawalachee, tatüjaa aa'uchi pia sünain kamaneein waneepia namüin na wawalayuukana eekai nantapünaain pünainmüin, mayaashiije nnojoliin pi'raajüin. 
3JN.1.6	Je nale'ejapa chajee na wawalayuukana yaamüin, naküjain püchiki sümüin tü a'waajüsükalüirua Maleiwa yaaya sünain pii'iyatüin namüin sünain alin ma'i naya püpüla. Je nale'ejapeena pünainmüin so'uweena wane ka'i sünain pi'iyouin naya, tatüjaa aa'uchi pia sünain pükaaliijainjanain naya nachikua süpüla na'yataain nümüin Maleiwa. 
3JN.1.7	Sünain no'unüin nepialu'ujee süpüla aküjaa nüchiki chi O'tte'erüikai, nnojoliishii achuntüin sümüin tü manoujainsatkalüirua tü kasa che'ojaakat namüin süpüla o'unaa. 
3JN.1.8	Je sükajee tia, anashi müleka ayatüle pia sünain kamaneein namüin na puwalayuu eekai nantapünaain pünainmüin sünain a'yatawaa nümüin chi Senyotkai, süpüla wanaawajiraainjatüin paa'in waneepia namaa sünain ekirajaa tü shiimüinkat.
3JN.1.9	Tü taluwataakat anain sulu'u tü karaloukta tashajakat paala jümüin jia a'waajüshiikana Maleiwa cha'aya, ayouktünüsü nütüma chi wayuu ja'akakai, Diótrefeskai anülia. Nnojoliishii jamajanain waya nümüin, süka nücheküin sülateein nujut puulia sünain laülawaa jüpüleerua jia anoujashiikana jüpüshua. 
3JN.1.10	Je müleka to'unule jünainmüin, taashajaweerü achiki jümaa tü naa'inrakat sünain niperulajüin waya sümaa ni'rülin wayumüin wamüin. Nnojotsü shiain ne'e sümüiwa tü kasa mojusü naa'inrakat. Mamaneesai nia namüin na wawalayuu aküjüliikana nüchiki chi O'tte'erüikai, na chapünaakana jünainmüin. Je na wayuukana ja'aka eekai kamaneein namüin na antakana jünainmüin, achiajaanüshii naya nütüma sümaa najütünüin nütüma sulu'ujee tü outkajaaleekat.
3JN.1.11+3JN.1.12	Taluwataain joolu'u pünainmüin wane wawala kanüliashi Demetrio. Kojutshi nia sütüma tü anoujasükalüirua sainküin mmakat süpüshua, sünain “Anashi ma'i nia süka nikirajüin waya waneepia sünain tü shiimüinkat” sünain maa nümüin. Akaajaa wanüiki wayakana yaaje'ewaliikana nüchikiya. Je pütüjaa aa'ulu sünain shiimüin süpüshua tü waküjakat pümüin. Tawalachee, nnojo püshatüin tü kasa mojusü saa'inrakat tü wayuukolüirua eekai müin aka naa'in Diótrefes. Shia anaka alu'u müleka püshatüle tü kasa anasü saa'inrakat wayuu eekai müin aka naa'in Demetrio. Chi wayuu eekai naa'inrüin waneepia tü anasükat, nüchon Maleiwa nia. Otta chi eekai naa'inrüin waneepia tü mojusükat, nnojoishi ni'raajüin Maleiwa süka nnojolin nüchoin.
3JN.1.13	Kettaasü tü tashajüinjatkat joolu'u pümüin sulu'u tü karalouktakat, ja'itairü isain wainma tü tashajeekat pümüin. 
3JN.1.14	Kasataalejese tountüin to'unüin pünainmüin maalü süpüla taashajaainjachin pümaa pümülatu'u.
3JN.1.15	Tachuntüin joolu'u nümüin Maleiwa paa'u süpüla naapüinjachin wane anaa pümüin. Asakitshii pünain na puwalayuukana yaaya. “Asakitshii jünain”, pümawalai namüin na wawalayuukana cha'aya wane'ewaire nakua.
JUD.1.1	Taya, wane nüchepchiakai Jesucristo, Judaskai anülia, nuwalakai Santiago, ashajüshi joo taya jümüin jia eenakuushikana nütüma chi Washikai Maleiwa sümaa alin jia nüpüla, jia aa'inmajuushikana nütüma Jesucristo. 
JUD.1.2	Achuntüshi joo taya jaa'u nümüin chi Maleiwakai süpüla nümüliajüin jia je süpüla naapüin wane miyo'u anaa jümüin. Kasataalejese jiyaawatüin saa'u sünain shiimüin alin ma'i jia nüpüla Maleiwa.
JUD.1.3	Tawalayuwaa, jia aishiikana tapüla, kee'ireepü'üsü taa'in tashajeein jümüin süchiki tü o'tte'ennakat anainjee waya. Otta müsia joolu'u, anasü saa'in tamüin teme'ejüle jaa'in süpüla eejiraainjanain jia noulia na ekirajüliikana sünain alawaa süpüla nnojolüinjatüin sümalaja'alaajüin tü jünoulakat nünain Cristo, chi O'tte'erüikai. Aapünüitpa jümüin tü shiimüinkat nüchikikat, maa aka saapünüin namüin na nüchooinkana Maleiwa napüshua. Jalia jia joolu'u suulia kapülajüin jaa'in eekai waneejatüin suulia. 
JUD.1.4	Ashajüshi taya jümüin tüü süka süntüitpain ja'akamüin wane ekirajünnüü sünain alawaa. Nnojotsü sütüjaain aa'u wayuu sünain alawaain tü nekirajakat anain. Mojutsai chi Maleiwakai natüma je nnojoishi jamajachin namüin chi Wasenyotsekai Jesucristo, süka nnojolin niain laülaain naa'u saa'in namüin. Nnojoleena süsalain naainjala süka anamiain Maleiwa naajüin. Naa'inrakalaka waneepia kasa mojusü, maa aka a'luwajirawaa akuaippaa sümaa wayuu jierü otta wane jierü nümaa wane toolo. Shiimüin süsaleenain naya tü naa'inrakat nütüma Maleiwa so'uweena wane ka'i, maa aka tü ashajünakat achiki paala.
JUD.1.5	Anasü saa'in tamüin taso'irüle jaa'in joolu'u sünain nachiki na nüpüshikana Maleiwa wanaa sümaa nojuittinnüin nütüma sulu'ujee tü mmakat Egipto. Aja'ttüshii naya nütüma napüshua eekai nnojoliin noonooin sümaa nünüiki. 
JUD.1.6	Akaajaa no'utku na aapiee chaje'ewaliikana eejee Maleiwa, ja'itaina e'itaaushin naya nütüma süpüla laülawaa, nayouktüin tü e'itaanakat apüla naya sümaa no'unüin chajee eepü'üle na'yataain nümüin Maleiwa. Je sükajee tia, nnojoliishii aawannüin naya nütüma Maleiwa. Nüjünajaain naya chaa wattamüin süpüla püreesainjanain waneepia sa'aka piyuushi wane'ere'eya süntapa tü nakalia süsalainjatkat o'u naya.
JUD.1.7	Akaajaa paala sümaiwa na wayuu yarüttakana aa'in sulujunakana tü pueulokalüirua Sodoma oo'ulaka Gomorra je eekai pejein sü'ütpa'a, kaainjalashii naya waneepia, maa aka a'luwajirawaa akuaippaa sümaa wayuu jierü otta wane jierü nümaa wane toolo, je maa aka na tooloyuu ama'üjiraakana sümaa tooloyuu. Na'ajüin Maleiwa tia wayuukolüirua süka siki süsala saainjala, süpüla shiyaawatüinjatüin saa'u wayuu kaainjarannuu sünain meenain aka naya süsala naainjala süka wane siki matüjainsat oyokujawaa.
JUD.1.8	Akaajaa na ekerotshiikana jünainmüin sünain ekirajaa sünain alawaa, sünainjee kasa eekai ne'rüin na'lapüinru'u, naapüin ne'iruku süpüla naa'inrüin kasa mojusü yarüttakat atüma naa'in. Nayouktüin chi Senyotkai suulia laülaain nia naa'u otta e'rüliiyaain wayumüin namüin na laülaayuushii chakana iipünaa süka nanüiki. 
JUD.1.9	Otta Miguel sümaiwa paala, mayaainje niain sülaülain tü aapieekalüirua, nnojoishi müin aka naa'in na ekirajüliikana sünain alawaa ja'akakana. Wanaa sümaa nü'ülüjaain Miguel nümaa Satanás saa'ujee ni'iruku Moisés: “Nüchiajaajeechi pia Maleiwa”, müshi ne'e nümüin sümaa nnojolin e'rüliyaain wayumüin nia nümüin süka nünüiki. 
JUD.1.10	Otta na ekirajüliikana sünain alawaa, mojusü nanüiki sümüin tü kasa nnojotkat natüjaain aa'u. Müshii aka naya saa'in mürüt sünain naa'inrüin ne'e tü nachekakat namüiwa sünain nnojolüin jülüjüin naa'in tü naa'inrakat, müleka anale, müleka mojule. Shiimüin sünain aja'ttinneenain naya saaliijee tia so'uweena wane ka'i.
JUD.1.11	Aisha'ajaa na ekirajüliikana sünain alawaa süka kasalajaneerüin namüin tü mojusü naa'inrakat. Nayouktüin Maleiwa maa aka naa'in Caín paala sümaiwa, chi e'rüikai wayumüin sümüin tü nünoulakat chi nimüliakai. Na ekirajüliikana sünain alawaa, kachiirua aa'inchii washirüü, maa aka naa'in Balaam chi nünüikimaajachikai Maleiwa paala sümaiwa, chi aa'inrakai kasa mojusü shii'iree walaain nümüin. Je nayouktüin na eekai aneekünüin süpüla laülaain naa'u, maa aka naa'in Coré paala sümaiwa, chi o'utinnakai aa'in saaliijee niyouktüin Moisés süpüla laülaain naa'u. Meena aka naya naa'in Coré sünain no'utüneenain aa'in mapeena.
JUD.1.12	Mee'erapalashii jia sütüma wayuu, süka maa'in naa'in na ekirajüliikana sünain alawaa wanaa sümaa nekaain jümaa tü ekawaa sotüinjatkat aka jaa'in chi Senyotkai. Je nnojoliishii japülin naya sükajee tia. Naa'inmajeein jia naashin. Na'alain ne'e, shia kapülaka ne'e naa'in nakuaippa sümüiwa. Je süka nnojolüin pansaain nanüiki, müshii aka naya saa'in wane siruma eekai sülatüin ne'e sümaa nnojolüin sü'itüin tü juyakat sütüma. Je süka nnojolüin jükaaliijünüin süka tü nekirajakat anain, müshii aka naya saa'in wane wunu'u eekai machoin so'u sükalia süpüla kachoinjatüin, tü atu'utünakat süka ouktüitpain shia. 
JUD.1.13	Süka yarüttüin saa'in wayuu müleka sünoujale tü alawaa nekirajakat, müshii aka naya saa'in tü süshikat palaa sünain süpütüin kasa wainma eekai yarüttüin yaa sotpa'a. Müshii aka naya saa'in awalaasü eekai sülatüin sünain kettatüin sa'akamüin tü piyuushikat, süka najütüneenain sa'akamüin tü piyuushikat nütüma chi Maleiwakai süsala naainjala.
JUD.1.14	Tü taküjaitpakat jümüin, nüküja achikit Enoc chi nuu'uliwo'ukai Adán maa aka 200 juya süchikijee ouktüin Adán. Müsü nünüiki Enoc:
JUD.1.14	“Shiimüin sünain nüntajacheechin chi Maleiwakai
JUD.1.14	sünain eeinjaneenain watta naalin na aapieekana nümaa, na akataluushikana nütüma.
JUD.1.15	Iseeichi nia süpüla kasalajaneerüin sümüin saainjala wayuu süpüshua nütüma.
JUD.1.15	Na wayuu kaainjaraliikana, na mojutkana atüma Maleiwa,
JUD.1.15	nayaawateerü aa'u so'uweena ka'ikat tia sünain e'rüliin ma'i naya wayumüin nümüin
JUD.1.15	otta sünain mojushaatain ma'i nanüiki nümüin”.
JUD.1.16	Na ekirajüliikana sünain alawaa, saa'u nnojolüin talatüin naya sümaa tü naa'inrakat Maleiwa, keke'eralii naya nümüin. Naa'inrüin waneepia tü kasa mojusü nachekakat ne'e namüiwa sümaa na'waataain sulu'u. Müleka kamaneere naya sümüin wane wayuu, süpülajatü ne'e nakaaliijünüin nayakana namüiwa sükajee tia.
JUD.1.17	Otta müsia tawalayuwaa, soto jaa'in tü naküjapü'ükat achiki paalainka sümüin wayuu na Aluwataaushikana nütüma chi Wasenyotsekai Jesucristo, sünain naapirüin shia soo'opünaa tü alatajateetkat so'uweena wane ka'i. 
JUD.1.18	Mapü'üsü nanüiki: “So'uweena wane ka'i pejepa süpüla niitaainjachin Cristo, wainmeerü wayuu eekai kale'eru'uin süchiki kaainjalaa. Neme'erainpaleena jia saaliijee tü jünoulakat”. 
JUD.1.19	Shia nachiki na antakana ja'akamüin maa'ulu yaa. Naa'inrüin ne'e tü nachekakat namüiwa, süka nnojolin eein chi Naa'inkai Maleiwa sulu'u naa'in. Je jia anoujashiikana, nnojoliinapakalaka paa'inwain jia sünain anoujaa sütüma tü nekirajakat anain.
JUD.1.20	Otta müsia tawalayuwaa, anakaja müleka ayatüle jia sünain ekirajaa tü shiimüinkat süpüla jükaaliijiraain sünain koo'omüinjatüin jümüin sütsüin jaa'in sünain anoujaa. Je saa'u eein chi Naa'inkai Maleiwa sulu'u jaa'in, anakaja jüüjüüle jia nümüin süpüla juuntüin achuntaa nümüin Maleiwa. 
JUD.1.21	Iche jia nünain Cristo süpüla jiyaawatüinjatüin waneepia jaalin nüpüla Maleiwa. Je saa'u nümüliajüinapain jia chi Wasenyotsekai Jesucristo, anakaja jüchecherüle jaa'in süma'inru'u ja'atapajüin nikeraajüin tü naa'inrakat süpüla eeinjanain jia nümaa süpüla ka'ikat süpüshua.
JUD.1.22	Anakaja müleka jümüliarüle na juwalayuukana eekai matsüin aa'in sünain anoujaa süpüla katsüinjatüin naa'in. 
JUD.1.23	Je müleka eere ja'aka eekai kale'eru'uin süchiki kaainjalaa, anakaja müleka jüchiajaale nia suulia tia süpüla nnojolinjachin süsalain nia nütüma Maleiwa süka tü siki matüjainkat oyokujawaa. Jükaaliija jümaala na juwalayuukana napüshua eekai kaainjalain süpüla najuittüinjanain suulia. Otta jalia jia yarüttajayaa aa'in sütüma tü kasa mojushaatakat naa'inrakat.
JUD.1.24	Achuntüshi taya jaa'u joolu'u nümüin chi Maleiwakai süka niain aa'inmajüin jia suulia ojutuwaa. Nia aa'inmajaka jia süpüla jüsha'walaajeenain nü'ütpa'a so'uweena wane ka'i sünain lotüin jukuaippa no'ulu'u. Talataleejeeria ma'i jaa'in so'u ka'ikat tia, süka anashaateechin ma'i nia ji'rüin. 
JUD.1.25	Anakaja joolu'u wa'waajüle chi Maleiwa waneeshikai ma'i sünain o'tte'erüin waya sünainjee tü naa'inrakat chi Wasenyotsekai Jesucristo. Kojutuleeshia ma'i chi Maleiwakai watüma süka pülashin ma'i nia sünain aluwatawaa maa'ulu yaa, maa aka nuluwataapü'üin paala sümaiwa je maa aka nuluwataajeechin süpüla ka'ikat süpüshua. Amén.
REV.1.1	Anuu tü tashajakat, taya Juankai anülia, süchiki tü kasa alatajatkat maalü ee'iyatünakat tamüin nütüma wane aapiee nüma'anajeejachi Maleiwa ajütünakai tanainmüin nütüma Jesucristo. Ee'iyatünüsü shia paala nümüin Jesucristo nütüma Maleiwa süpüla nüküjirüinjatüin namüin na anoujashiikana nünain. 
REV.1.2	Tashaja achikit süpüshua tü te'rakat, maa aka soo'opünaa nünüiki Maleiwa je soo'opünaa tü shiimüin nüküjakat tamüin Jesucristo. 
REV.1.3	Anata'aleeshija'a ma'i chi wayuu eekai naashaje'erüin sümüin tü wayuukolüirua tü anuu tashajüin achiki sulu'u tü karalouktakat. Je anata'aleeshiija'a ma'i napüshua na oonookana sümaa tü pütchi naapakat. Süka jamüin, alü'ütsü joo sükalia süpüla keraainjatüin shia.
REV.1.4	Taya Juankai anülia, ashajüshi taya jümüin jiakana anoujashiikana nünain Jesucristo chakana sulu'u tü akaratshisükat outkajaalee sulu'u tü mmakat kanüliakat Asia. Achuntüshi taya jaa'u nümüin chi Maleiwakai süpüla nii'iyatüinjachin na'anasia waneepia jümüin je süpüla naapüinjachin anaa jümüin. Shiimüin sünain eein nia maa'ulu yaa, sünain eetüjülin nia nümaiwa, je sünain eeinjachin nia waneepia süpüla ka'ikat süpüshua. Je achuntüshi taya jaa'u nümüin chi Naa'inkai Maleiwa, chi eekai nümaa sümülatu'u tü niinasekat chakat iipünaa eere nuluwataain, chi eekai jüma'aya wane'ewaire jukua chaa sulu'u tü akaratshisükat outkajaalee. 
