MAT.1.1	Yisa Masia chɔɔŋkʋʋlɩŋ saara wʋnna: die ʋ yiwo Davidi haagɩŋ ta Davidi dɩaŋ dɩ yi Abarahami haagɩŋ.
HEB.3.10	Die wɩa maŋ jɩɩ sɩnyɩɩrɩŋ aŋaŋ vuosi mi ta baarɩ dɩ,
HEB.3.10	Ba sʋgɩtɩ ma, ba zeti mɩŋ mɩŋ, ta ka dɩɩ n sieti.
HEB.3.11	Die maŋ jɩɩ sɩnyɩɩrɩŋ ta yɩ nʋarɩ gie dɩ,
HEB.3.11	ba kaaŋ wɔŋ juu tɩŋgbaŋ dieke n tɩnna baa n yɩ ba voosiku wo me.’ ”
HEB.3.12	N zʋalɩŋ, nɩ sɩmma ta da vaa sʋŋanyilibɩatɩ aŋaŋ chɩɩlɩŋ yi nɩ wʋnyɩ yiŋŋi kʋaŋ ta va miivolitieŋ Nabidie Ŋmɩŋ. 
HEB.3.13	Ama nɩ suŋŋime taŋ daaŋ mana tɩ yene bie tɩ miivoli me naa, ta nɩ daa vaa bɩaŋ gaaŋ nɩ aŋ nɩ yi tɩbɩhagɩrɩtieliŋ. 
HEB.3.14	Dama dɩɩ yi tɩ yigi yada dieke tɩ yalla a nyɩŋ piiliku me wo a yallɩ keŋ keŋ a ga tʋgɩ kpatɩŋ, tɩnɩŋ aŋaŋ Masia nan yi tʋntʋntɩ chanchaalɩŋ.
HEB.3.15	Naa die ba maagɩ Ŋmɩŋ gbaŋkʋ sʋŋ dɩ:
HEB.3.15	“Dɩɩ yi nɩ wʋŋ Ŋmɩŋ lɔlɩŋ jinne,
HEB.3.15	nɩ daa ligi nɩ tɩba, sɩba nɩ chɔɔŋkʋʋlɩŋ die dɩ ligine ba tɩba dene wo
HEB.3.15	ta die wagɩ aŋaŋ Ŋmɩŋ ta zeti wo wo.”
HEB.3.16	Mɩnɩa mba die wʋnna Ŋmɩŋ lɔlɩkʋ ta zeti ke wo? Dɩ yiwo vuodiekemba mana die Mosisi dɩ dɩna ba nɩŋŋa a yaa ba a nyɩŋ Ijipiti tɩŋgbaŋ ma wa. 
HEB.3.17	Mɩnɩa mba Ŋmɩŋ die dɩ jɩɩ sɩnyɩɩrɩŋ a yɩ bɩna baŋɩsɩ-nɩɩsa wa? Dɩ yiwo vuodiekemba die dɩ yine bɩabʋ a kpi hagɩyeŋ me wo. 
HEB.3.18	Mɩnɩa mba Ŋmɩŋ dɩ die balɩ a yɩ dɩ, “Ba kaaŋ wɔŋ a juu tɩŋgbaŋ dieke n tɩnna baa n yɩ ba voosiku wo me?” Die dɩ yiwo vuodiekemba die dɩ zetine ʋ nʋarɩ. 
HEB.3.19	Die wɩa tɩ wa sɩba dɩ die ba ka bɩagɩ juu kanɩŋ tɩŋgbaŋka me, dama die ba wone yada wɩa.
HEB.4.1	Lele nɩŋ, Ŋmɩŋ wa yɩ tɩ nʋarɩ mi dɩ tɩ keŋ a ye voosi dieke ʋ bala ka wɩa wa. Die wɩa nɩ mana sɩmma amʋ nɩ wʋnyɩ kaaŋ waarɩ ka. 
HEB.4.2	Tɩ gbaŋ tɩ wʋŋ Ŋmɩŋ wʋvɩɩnaha mɩŋ sɩba die ba wʋnna dene wo. Die ba wʋŋ wʋvɩɩnaha mɩŋ ama die ka wo nyʋarɩ a yɩ ba, dama die ba wʋnna wa ba ka tuo ke aŋaŋ yada. 
HEB.4.3	Die wɩa, tɩnɩŋ vuodiekemba dɩ yine Ŋmɩŋ yada naa, nan keŋ juu voosi dieke Ŋmɩŋ dɩ yɩna nʋaŋ dɩ ʋ nan yɩ wa. Sɩba Ŋmɩŋ die dɩ bala die wo, dɩ
HEB.4.3	“Manɩŋ die n jɩɩ wa sɩnyɩɩrɩŋ ta yɩ nʋarɩ gie:
HEB.4.3	Ba kaaŋ wɔŋ juu tɩŋgbaŋ dieke n tɩnna baa n yɩ ba voosiku.”
HEB.4.3	Die ʋ keŋ bala naa, ta ʋ wɔŋ kpatɩ ʋ naamɩŋ tʋʋma piiliku me mɩŋ. 
HEB.4.4	Dama Ŋmɩŋ gbaŋkʋ sʋŋ jigiŋ kaanɩ ʋ wɔŋ balɩ mɩŋ yaa gamma daraa ayʋpɔyɩ wa gie daarɩ, dɩ: “Ŋmɩŋ die vaa wa ʋ tʋʋma mana ta voosi daraa ayʋpɔyɩ wa daraaŋ.” 
HEB.4.5	Ta die bɩ balɩ wɩɩrɩ gie gbaŋ gbaŋ dɩ: “Ba kaaŋ wɔŋ a juu tɩŋgbaŋ dieke n tɩnna yaala n yɩ ba voosiku.” 
HEB.4.6	Ama Ŋmɩŋ voosiŋ jigiŋ beri dɩ vuosi juu. Vuodiekemba die dɩ wolinne wʋŋ Ŋmɩŋ wʋvɩɩnaha die ka ye kanɩŋ voosiku mi, dama die ba ka yi Ŋmɩŋ yada. 
HEB.4.7	Ŋmɩŋ bɩ zieŋ wo daaŋ kaanɩ, ta wasa daarɩ mi “Jinne.” Ta bɩna pam kʋaŋ chaaŋ Ŋmɩŋ die dɩ bɩ daagɩ Davidi ma a balɩ wɩɩrɩ gie sɩba dɩ wone a maagɩ Ŋmɩŋ gbaŋkʋ ma dene wo dɩ:
HEB.4.7	“Dɩɩ yi nɩ wʋŋ Ŋmɩŋ lɔlɩŋ jinne,
HEB.4.7	nɩ daa keŋ vaa nɩ sʋgɩtɩ hagɩrɩma.”
HEB.4.8	Dɩ tɩŋ yi Josua dɩ bɩagɩ a yɩ ba voosiŋ, Ŋmɩŋ tɩŋ kaaŋ bɩ balɩ yaa gamma daaŋ kaanɩ. 
HEB.4.9	Naa dagɩya dɩ Ŋmɩŋ vuosi voosiku ye kieŋ mɩŋ sɩba Ŋmɩŋ dɩ voosine daraa ayʋpɔyɩ daraaŋ dene wo. 
HEB.4.10	Dɩnda daarɩ mi, Ŋmɩŋ vuosi nan vaa ba tʋʋma ta voosi sɩba Ŋmɩŋ die dɩ vana ʋ tʋʋma ta voosi dene wo. 
HEB.4.11	Die wɩa, nɩ vaa tɩ kpaŋŋɩ tɩ gbaŋ ta ye voosiku mi, amʋ tɩ wʋnyɩ kaaŋ waarɩ ka sɩba die ba zetine Ŋmɩŋ nʋarɩ ta waarɩ ka dene wo. 
HEB.4.12	Dama Ŋmɩŋ wɩaha yiwo wudieke dɩ yalla miivoli, ta yaa hagɩrɩŋ, ta bɩ die a tɩaŋ takoobi dieke dɩ yalla nʋa ale. Ŋmɩŋ wɩaha bɩagɩ gobe a tʋga vuota haalɩŋ aŋaŋ miivoli jigiŋ, ta tʋga ʋ gbime aŋaŋ ʋ kɔba kpaaŋ, ta tʋga ta puo ʋ sʋŋanyile aŋaŋ wudieke ʋ yilinene ʋ sʋŋ ma. 
HEB.4.13	Ta nyɩŋnaaŋka mana dɩ bie yaalɩŋ ma, ta Ŋmɩŋ, vuodieke dɩ bala ʋ keŋ dii tɩ sarɩya wa nine dɩ yese he; ta jaaŋ wori a lɔbɩrɩ.
HEB.4.14	Tɩ yaa wa kaabɩŋ jakʋʋŋ, vuodieke dɩ wolinne ga Ŋmɩŋ gbaŋ gbaŋ jigiŋ arɩzanna ma, wʋnɩŋ ʋ yine Yisa, Ŋmɩŋ Bʋadembike. Die wɩa, tɩ mʋ tɩ yigi keŋ keŋ yada dieke tɩ bala yaalɩŋ ma wa. 
HEB.4.15	Tɩ kaabɩŋ jakʋʋrɩ ka yi vuodieke dɩ kana ka chɩga tɩ zɔɔlɩŋ tɩ wabɩŋ ma, ama wʋnɩŋ nɩŋ die ʋ ye wo magɩsɩŋ yiri yiri sɩba tɩ gbaŋ, ama wʋnɩŋ die ʋ ka yi bɩaŋ. 
HEB.4.16	Die wɩa, nɩ vaa tɩ yaa kpaadensiŋ ta ga Ŋmɩŋ vuodieke dɩ yine burichini wo jigiŋ, ta ye zɔɔlɩnchɩgɩla aŋaŋ suŋŋiŋ aŋ ka suŋŋi tɩ saŋŋa dieke tɩ keŋ yaala.
HEB.5.1	Kaabɩŋ jakʋʋŋ mana Ŋmɩŋ ŋaana vʋara wa a nyɩna ʋ chanchaalɩŋ sʋŋ dɩ ʋ zie ba naŋ ma a kaabɩma a yɩma wʋnɩŋ Ŋmɩŋ ba bɩaŋ wɩa. 
HEB.5.2	Ʋ gbaŋ gbaŋ ʋ wabɩna sieti pam ma wɩa, ʋ bɩagɩ pɔgɩla vuodiekemba dɩ waarɩna yɩaŋ ta taarɩ nyɩŋ sieku me sɔmm. 
HEB.5.3	Ta ʋ gbaŋ gbaŋ ʋ wabɩna wɩa, ʋ ka yie kaabaha vuosi nyɩɩna ma wʋbɩatɩ wɩa, ama ʋ yie mɩŋ aŋaŋ ʋ gbaŋ gbaŋ ʋ wʋbɩatɩ wɩa. 
HEB.5.4	Vuoŋ ka vʋara ʋ gbaŋ a yie kaabɩŋ jakʋʋŋ, sie Ŋmɩŋ vʋarɩ wa sɩba die ʋ vʋarɩna Arɔni dene wo.
HEB.5.5	Die gbaŋ gbaŋ, Masia die dɩ ka kɔtɩ ʋ gbaŋ ta vʋarɩ ʋ gbaŋ dɩ ʋ yi kaabɩŋ jakʋʋŋ ama Ŋmɩŋ die bala a yɩ wa dɩ:
HEB.5.5	“Fʋnɩŋ fʋ yine n Bʋadembiŋ;
HEB.5.5	ta jinne maŋ bɩrɩŋ fʋ chɔɔŋ.”
HEB.5.6	Ta ʋ balɩ jigiŋ kaanɩ dɩaŋ
HEB.5.6	“Fʋnɩŋ nan keŋ yi kɩkaabɩtʋ yaa gamma haahuu,
HEB.5.6	sɩba Melikizedeki.”
HEB.5.7	Die Yisa dɩ yene bie tɩŋgbaŋka gie me wo, die ʋ ŋaaŋ jʋʋsa Ŋmɩŋ ta bala ʋ wumugisike aŋaŋ nɩntaantɩ a yɩa Ŋmɩŋ, vuodieke dɩ baaŋ bɩagɩ gbatɩ wa a nyɩŋ kumbu me wo. Die ʋ yine vuodieke dɩ sʋʋna ʋ gbaŋ a yɩa Ŋmɩŋ wɩa, Ŋmɩŋ die dɩ wʋŋ ʋ jʋʋsɩŋ. 
HEB.5.8	Die ʋ seŋ yiwo Ŋmɩŋ Bʋadembiŋ wusie, ama die ʋ dii wo wahala ʋ tuone Ŋmɩŋ nʋaŋ wɩa, 
HEB.5.9	ta die keŋ dii wahalaka kpatɩ, ta yi vuodiekemba mana dɩ tuone ʋ nʋaŋ dɩ ye gbatɩtaaŋ dieke dɩ wone kpatɩŋ. 
HEB.5.10	Dama Ŋmɩŋ die vʋarɩ wa mɩŋ dɩ ʋ yi kaabɩŋ jakʋʋŋ sɩba Melikizedeki.
HEB.5.11	Tɩ tɩŋ nan balɩ nɩ wɩa pam yaa gamma Masia aŋaŋ Melikizedeki ma, ama dɩ hagɩrɩ mɩŋ dɩ tɩ dagɩ nɩ a chɩasɩ, dama nɩ ka sɩba wɩa chɩasɩ lagɩ lagɩ. 
HEB.5.12	Dɩ tɩ mʋ nɩ yiwo dɩdagɩrɩŋ saŋka gie, ama nɩ ye yaala dɩdagɩrɩŋ aŋ ba dagɩ nɩ yaa gamma Ŋmɩŋ wɩaha wupiilikehe. Nɩ sɩɩ sɩba ballɩnyaalɩsɩ ta mʋ nɩ nyume biisiŋ daa nyindiiki dʋnsa. 
HEB.5.13	Vuodieke dɩ nyunene biisiŋ ye yiwo bʋanyaalɩŋ, ta ka sɩba wɩɩŋ mana yaa gamma vɩɩnɩŋ yaa bɩaŋ ma. 
HEB.5.14	Nyindiiki dʋnsa nɩŋ yiwo nyɩŋkʋra sɩɩtɩ, banɩŋ ba dagɩ ba mɩŋ ba sɩba wudieke dɩ yine vɩɩnɩŋ aŋaŋ wudieke dɩ yine bɩaŋ.
HEB.6.1	Die wɩa, nɩ da vaa tɩ wɩarɩ Masia wɩaha wupiilikehe dagɩŋ ma, ama nɩ vaa tɩ dagɩma wudiekemba dɩ mʋna a yɩma vuodiekemba dɩ kʋrɩnna Masia dɩɩsɩŋ ma wa. Die wɩa tɩ ka bɩ yaala tɩ balɩma yaa gamma wudieke wɩa tɩ mʋna tɩ chɩgɩ nyɩŋ tɩ wʋbɩatɩ ma ta yi Ŋmɩŋ yada, 
HEB.6.2	ta bɩ balɩma yaa gamma Ŋmɩŋ nyaabʋ sɩɩla wɩa aŋaŋ nuuŋ dɩɩsɩŋ vuosi ma aŋaŋ kumbu hagɩkʋ wɩa aŋaŋ Ŋmɩŋ dɩ balla ʋ dii vuosi sarɩya dene ta ka wo kpatɩŋ dene. 
HEB.6.3	Dɩɩ yi Ŋmɩŋ dɩ saagɩ tɩ nan ga nɩŋŋa.
HEB.6.4	Masia dɩdɩɩsɩrɩ diekemba dɩ zetine ʋ dɩɩsɩŋ, dɩ nan dɩ hagɩrɩŋ aŋ ba bɩagɩ a tarɩgɩ ba sʋŋanyile. Saŋŋa kaanɩ die ba bie wo Ŋmɩŋ chaanɩŋ ma, ta banɩŋ aŋaŋ ba chanchaalɩŋ dɩ tuo Ŋmɩŋ Halɩkasɩka, ta laŋ arɩzanna ma piini a ye, 
HEB.6.5	ta die sɩba Ŋmɩŋ wɩa nansɩŋ dɩ sɩna die, ta sɩba dʋnɩa dieke dɩ kienene wo hagɩrɩŋ wɩa, 
HEB.6.6	ama ta keŋ zeti Masia dɩɩsɩŋ. Dɩ nan dɩ hagɩrɩŋ dɩ ba yiŋŋi tarɩgɩ ba sʋŋanyile, dama ba bɩ kʋʋ wa Ŋmɩŋ Bʋadembike dagarɩkʋ ma ta yi wo viivi yeŋ me mɩŋ.
HEB.6.7	Tɩŋgbaŋ dieke nɩɩŋ dɩ ŋaana nɩɩ ka dɩ sʋnsɩ ta yie nyindiike a yɩa vuodiekemba dɩ kʋna wa, Ŋmɩŋ yi alibarika yɩ kanɩŋ tɩŋgbaŋka mi. 
HEB.6.8	Ama dɩɩ yi ka nyuuŋ haŋgɔɔsɩ aŋaŋ huubɩatɩ, die nɩŋ ka wo nyʋarɩ, dɩ kaaŋ yʋasɩ ta Ŋmɩŋ kaa kaatɩ yɩ ka aŋ ka dii boliŋ a chʋʋsɩ.
HEB.6.9	Ama tɩ nɩmballɩ, aŋaŋ tɩ bala naa mana, ama tɩ ka chele yaa gamma nɩ ma. Tɩ sɩba dɩ nɩ bie sievɩɩŋkʋ ma, gbatɩtaanɩŋ sievɩɩŋkʋ ma. 
HEB.6.10	Ŋmɩŋ nɩŋ yiwo wusietieŋ. Wʋnɩŋ ʋ kaaŋ daaŋ tʋŋ dieke nɩ tʋnna wa, yaa choti dieke nɩ yalla aŋaŋ wa wa ta die suŋŋi ta ye suŋŋe Masia dɩdɩɩsɩrɩba wa. 
HEB.6.11	Tɩ yaala nɩ wʋnyɩ mana yallɩma kanɩŋ sʋkʋ mi a ga tʋgɩ kpatɩkʋ, amʋ nɩ yalla tama dɩ nɩ nan ye jadieke wo nɩ nan seŋ a ye ke. 
HEB.6.12	Tɩ ka yaala nɩ yi walɩnkpɩatieliŋ, ama tɩ yaala nɩ yi vuodiekemba dɩ yine Yisa yada, ta yallɩma suguru, ta keŋ ye jadieke Ŋmɩŋ dɩ yɩna nʋaŋ dɩ ʋ nan yɩ ba wa.
HEB.6.13	Ŋmɩŋ die dɩ yɩna Abarahami nʋarɩ, die ʋ hʋʋ wa ʋ gbaŋ gbaŋ ʋ saaŋ ma, dama vuoŋ wori a tɩaŋ wʋnɩŋ Ŋmɩŋ ʋ baaŋ nan hʋʋ vuoke mi saaŋ ma. 
HEB.6.14	Die ʋ baarɩ dɩ, “Manɩŋ n yɩa fʋ nʋaŋ dɩ n nan yi alibarika a yi fʋ ma, ta yɩ fʋ haagɩsɩ pam.” 
HEB.6.15	Abarahami die dɩ dii suguru ta die keŋ ye jadieke Ŋmɩŋ dɩ yɩna nʋarɩ dɩ ʋ nan yɩ wa wa. 
HEB.6.16	Vuota dɩ keŋ baa ʋ hʋʋ ʋ ŋaaŋ hʋʋ wa vuodieke dɩ tɩanna wa saaŋ ma, ta ʋ hʋʋsɩsɩ dɩ kʋa nɩnhagɩrɩŋ mana. 
HEB.6.17	Vuodiekemba dɩ bala ba tuo nʋa dieke Ŋmɩŋ dɩ ziene wo, die ʋ yaala ʋ dagɩ ba dɩ ʋ kaaŋ tarɩgɩ ʋ sʋŋanyile; die wɩa die ʋ hʋʋ a gʋtɩ ʋ nʋarɩ ma. 
HEB.6.18	Ŋmɩŋ kaaŋ bɩagɩ chɩbɩ ŋmɩnchɩbɩsɩ. Die wɩa nyinti ale wa gie, ʋ nʋarɩ aŋaŋ ʋ hʋna wa wo tarɩgɩŋ. Die wɩa tɩ chɩgɩna a ga ʋ jigiŋ a ye gbatɩtaanɩŋ naa wa, dɩ mʋ tɩ vaa ʋ nʋarɩ gie kpaŋŋɩsɩ tɩ aŋ tɩ yigi tama dieke tɩ yalla wa a yalla keŋ keŋ. 
HEB.6.19	Tama dieke tɩ yalla naa die vana tɩ sʋgɩtɩ dɩ hagɩrɩ, ta ga juu arɩzanna ma Ŋmɩŋ jɩamɩŋ juokpeŋkpɩɩkʋ sʋŋ a garɩsa garɩ dieke dɩ puone juokpeŋkpɩɩkʋ a ga tʋgɩ juodieke dɩ yine kasɩ Ŋmɩŋ juokpeŋkpɩɩkʋ sʋŋ wa. 
HEB.6.20	Mi die Yisa die dɩ wɔŋ zie tɩ naŋ ma a yi tɩ sieyiiritu, ta yi kaabɩtɩba jakʋʋŋ yaa gamma haahuu sɩba Melikizedeki.
HEB.7.1	Melikizedeki wa gie die yiwo Salemi tɩŋ naaŋ, ta bɩ yi Nabidie Ŋmɩŋ kɩkaabɩtʋ. Die Abarahami die dɩ nyɩnna tɔŋ dieke die ʋ bɩagɩna a nyaŋŋɩ naalɩba banɩɩsa a yiŋŋi a kieŋ wo, die Melikizedeki die dɩ tuoli wo sieŋ me a yi alibarika a yi wo. 
HEB.7.2	Abarahami die dɩ yɩ wa nyindiekemba mana ʋ nagɩna a nyɩŋ mi wo baŋ mana sʋŋ kaanɩ. Ʋ saarɩ Melikizedeki wa chɩaŋ yine “Sʋgɩyɩalɩŋ Naaŋ” ta ʋ die bɩ yi Salemi tɩŋ naaŋ, ta Salemi chɩaŋ dɩ yi “Sʋgɩdʋagɩŋ” die wɩa ʋ bɩ yi “Sʋgɩdʋagɩŋ Naaŋ.” 
HEB.7.3	Wɩɩŋ die wori a daga yaa gamma Melikizedeki chɔɔŋ wɩa yaa ʋ nuŋ wɩa yaa ʋ chɔɔŋkʋʋlɩba wʋnyɩ wɩa yaa ʋ gbaŋ gbaŋ ʋ maarɩŋ yaa ʋ kuŋ wɩa. Ʋ sɩɩ sɩba Nabidie Ŋmɩŋ Bʋadembike, ta yi Ŋmɩŋ kɩkaabɩtʋ yaa gamma haahuu.
HEB.7.4	Ye Melikizedeki die dɩ yine vuokpɩɩŋ dene, ta tɩ chɔɔŋkʋʋŋkpɩɩŋ Abarahami die yɩ wa jadieke mana die ʋ wagɩna gbatɩ a nyɩŋ tɔŋ ma baŋ sʋŋ mana kaanɩ. 
HEB.7.5	Mɩraha die dagɩya dɩ Izara vuosisi gbaŋ mʋ ba vʋarɩ wa ba nyinti baŋ sʋŋ mana kaanɩ a yɩ ba gbaŋ gbaŋ ba buuriŋ die dɩ yine Liiva haagɩsɩsɩ ta yi Ŋmɩŋ kɩkaabɩtɩba aŋaŋ ba mana die dɩ yine Abarahami haagɩsɩ mana yɔrɩ. 
HEB.7.6	Melikizedeki die ka yi Liiva haagɩŋ ama Abarahami die yɩ wa wa ʋ nyinti baŋ sʋŋ mana kaanɩ. Die Melikizedeki die dɩ yi alibarika a yi Abarahami ma, wʋnɩŋ vuodieke Ŋmɩŋ dɩ yɩna nʋarɩ. 
HEB.7.7	Vuoŋ mana sɩba mɩŋ dɩ vuodieke dɩ yɩnana alibarika yiwo vuokpɩɩŋ a tɩaŋ vuodieke dɩ tuosinene alibarika ka. 
HEB.7.8	Kɩkaabɩtɩba diekemba die dɩ tuosinene nyinti baŋ mana sʋŋ kaanɩ a nyɩna vuosi jigiŋ die yiwo vuota ta die dɩ keŋ kpie, ama Melikizedeki vuodieke die dɩ tuosinene nyinti baŋ mana sʋŋ kaanɩ a nyɩna Abarahami jigiŋ ye bie wo ʋ miivoli me sɩba Ŋmɩŋ gbaŋkʋ dɩ dagɩna dene wo. 
HEB.7.9	A bɩ gʋtɩ tɩ nan bɩagɩ a baarɩ dɩ Liiva haagɩsɩ vuodiekemba die dɩ tuosinene nyinti baŋ mana sʋŋ kaanɩ wa, gbaŋ die yɩ wa Melikizedeki ba nyinti baŋ mana kaanɩ saŋŋa dieke Abarahami die dɩ yɩna wa. 
HEB.7.10	Dama saŋŋa dieke Melikizedeki die dɩ haarɩna Abarahami wa, die ba ye ka mɩɩrɩ Liiva ama wʋnɩŋ Liiva die bie wo ʋ chɔɔŋkʋʋŋ Abarahami wa ma.
HEB.7.11	Ŋmɩŋ die yɩ Izara vuosi mɩra ta die dagɩ Liiva maarɩŋ ba kaabɩŋ tʋʋma dɩ sɩna die. Dɩɩ yi ta kɩkaabɩtɩba diekemba die dɩ nyɩna Liiva maarɩŋ ma tʋʋma dɩ bɩagɩ a yie vuosi sʋgɩyɩalɩntieliŋ, dɩ tɩŋ kaaŋ bɩ yi talasɩ dɩ kɩkaabɩtʋ gaaŋ vuodieke dɩ kana ka nyɩŋ Arɔni maarɩŋ ma ama ta yi kɩkaabɩtʋ sɩba Melikizedeki keŋ. 
HEB.7.12	Dama ba keŋ tarɩgɩ kɩkaabɩtɩba vʋarɩŋ, dɩ yiwo talasɩ dɩ ba tarɩgɩ mɩraha gbaŋ. 
HEB.7.13	Ta tɩ Yɔmʋtieŋ vuodieke wɩa tɩ balala naa wa, nyɩŋ wa buurigaaŋ ma. Ta vuoŋ dɩ ye ka nyɩŋ ʋ buuriŋ ma a yi kɩkaabɩtʋ. 
HEB.7.14	Vuoŋ mana wɔŋ sɩba a baarɩ wʋnɩŋ Yisa die nyɩŋ wa Juda buuriŋ ma, ta Mosisi die dɩ ka balɩ dɩ kɩkaabɩtɩba nan nyɩŋ ba buuriŋ ma.
HEB.7.15	Saŋŋa dieke kɩkaabɩtʋ gaaŋ sɩba Melikizedeki die dɩ kenne keŋ wo die dɩ yi aŋ tɩ faasɩ sɩba wɩaha chɩaŋ. 
HEB.7.16	Wʋnɩŋ die ʋ ka yi kɩkaabɩtʋ yaa gamma vuota mɩraha ma, ama die ʋ bɩrɩŋ wa kɩkaabɩtʋ miivoli dieke dɩ wone kpatɩŋ hagɩrɩŋ ma. 
HEB.7.17	Dama dɩ maagɩya Ŋmɩŋ gbaŋkʋ ma dɩ, “Nan yi kɩkaabɩtʋ yaa gamma haahuu, sɩba Melikizedeki die dɩ sɩna die wo.” 
HEB.7.18	Die wɩa mɩrɩkʋʋrɩ ka bɩ tʋma dama ka wo hagɩrɩŋ aŋaŋ nyʋarɩ. 
HEB.7.19	Dama Mosisi mɩraha die ka bɩagɩ yi jaaŋ dɩ beri vɩɩnɩŋ. Ama lele tɩ yaa tama dieke dɩ kpana ka, ka ma tɩ chʋŋ gbigi Ŋmɩŋ.
HEB.7.20	Ta Ŋmɩŋ dɩ bɩ yɩ nʋaŋ a gʋtɩ ka ma. Ŋmɩŋ die ka yɩa nʋaŋ die ba kalɩnnana kɩkaabɩtɩba mi wo. 
HEB.7.21	Ama Yisa die keŋ yiwo kɩkaabɩtʋ saŋŋa dieke Ŋmɩŋ dɩ yɩna wa nʋaŋ ta balɩ wa dɩ:
HEB.7.21	“Manɩŋ Ŋmɩŋ yɩ wa nʋaŋ
HEB.7.21	ta kaaŋ bɩ tarɩgɩ n sʋŋanyile, ta baarɩ
HEB.7.21	‘Fʋnɩŋ fʋ bala fʋ yi kɩkaabɩtʋ yaa gamma haahuu.’ ”
HEB.7.22	Die wɩa, Yisa yiwo vuodieke dɩ dagɩna dɩ nʋa dieke dɩ kpana beri mɩŋ ta wo tarɩgɩŋ.
HEB.7.23	Kʋrɩŋ ma wa kɩkaabɩtɩba mi wo die kpiye mɩŋ ta ba chanchaalɩŋ dɩ tuose ba tʋʋma, die wɩa die ba dala. 
HEB.7.24	Ama Yisa nɩŋ ʋ nan dɩ beri ta yi kɩkaabɩtʋ yaa gamma haahuu ta ʋ tʋʋmaha kaaŋ nyɩŋ ʋ nuusi me aŋ vuogaaŋ tuoke. 
HEB.7.25	Die wɩa, vuodiekemba dɩ chʋnna gbigi Ŋmɩŋ, wʋnɩŋ Yisa saaŋ ma naa, ʋ nan bɩagɩ a gbatɩ ba a taaŋ leleke gie aŋaŋ saŋŋa dieke dɩ kienene wo, dama wʋnɩŋ ʋ bie wo ʋ miivoli me saŋŋa mana mɩŋ, ta jʋʋsa Ŋmɩŋ a yɩa ba.
HEB.7.26	Die wɩa, Yisa yine tɩ kɩkaabɩtɩba jakʋʋŋ dieke dɩ suŋŋinene tɩ tɩ yaalala dene. Wʋnɩŋ ʋ yiwo sʋgɩyɩalɩntieŋ ta wo bɩaŋ: ʋ bie ʋ tʋaŋ ta ka sɩɩ sɩba vuodiekemba dɩ yalla bɩaŋ wa, ta Ŋmɩŋ dɩ kɔtɩ wa a tɩaŋ arɩzanna ma tieliŋ mana. 
HEB.7.27	Kɩkaabɩtɩba nyɩŋkʋra banɩŋ ba die woliŋ kaaba daaŋ nɩŋ mana ba gbaŋ gbaŋ ba wʋbɩatɩ wɩa, ta bɩ kaaba yɩa vuosisi wʋbɩatɩ wɩa, wʋnɩŋ Yisa nɩŋ ka sɩɩ die, die ʋ nagɩ wa ʋ gbaŋ a yi kaabɩ balɩmɩŋ, kaabɩŋ bɩ wori. 
HEB.7.28	Mosisi mɩraha ŋaaŋ vʋara vuotaŋ a yie be kɩkaabɩtɩba nyɩŋkʋra ama ta ba ka mɩŋŋɩ beri vɩɩnɩŋ a kpatɩ. Mɩraha kʋaŋ chaaŋ Ŋmɩŋ die dɩ yɩ nʋaŋ ta nagɩ ʋ Bʋadembiŋ a yi wo kɩkaabɩtʋ, wʋnɩŋ ʋ nan dɩ beri vɩɩnɩŋ yaa gamma haahuu.
HEB.8.1	Wudieke tɩ bala naa chɩaŋ yiwo naa, tɩ yaa wa kɩkaabɩtɩba jakʋʋŋ ta ʋ kalɩ Ŋmɩŋ vuodieke dɩ yalla hagɩrɩŋ mana nuudiigiŋ chaaŋ naarɩ ma arɩzanna ma, 
HEB.8.2	ta ʋ tʋma kɩkaabɩtɩba nyɩŋkʋra tʋʋma Ŋmɩŋ kasɩ dɩaŋ kasɩ vɩɩkʋ ma; kanɩŋ ka yine wusie jɩamɩŋ vɩɩŋ ta tɩ Yɔmʋtieŋ die dɩ wʋnsɩ ka da vuota.
HEB.8.3	Kɩkaabɩtɩba jakʋʋŋ dieke nɩŋ mana ba vʋarɩna, die dɩ yiwo talasɩ dɩ ʋ nagɩ piinisi ta bɩ yi kaaba a yɩ Ŋmɩŋ, die gbaŋ die dɩ yi talasɩ dɩ tɩ kɩkaabɩtɩba jakʋʋŋ gbaŋ yɩ jaaŋ. 
HEB.8.4	Dɩɩ yi ʋ tɩŋ bie tɩŋgbaŋka gie me, ʋ tɩŋ kaaŋ yi kɩkaabɩtʋ naada, dama kɩkaabɩtɩba diekemba dɩ yɩnana Ŋmɩŋ piinisisi sɩba Juu vuosi mɩraha dɩ dagɩna die wo wɔŋ beri mɩŋ. 
HEB.8.5	Wudieke ba tʋnnana naa wa yiwo arɩzanna ma vɩɩŋ nɩasɩŋ. Naa wɩa Ŋmɩŋ die dɩ kpaaŋ Mosisi saŋŋa dieke die ʋ balla ʋ wʋnsɩ Ŋmɩŋ jɩamɩŋ vɩɩkʋ, Ŋmɩŋ die dɩ kpaaŋ wa ta baarɩ dɩ, “Yime jaaŋ mana mana sɩba n dagɩna fʋ tannɩ sikpeŋ wo.” 
