MAT.1.1	Rodovnik Jezusa Kristusa, Davidovega sina, Abrahamovega sina.
1PE.5.4	Ko bo prišel veliki pastir, boste dobili večno zeleni venec slave.
1PE.5.5	Prav tako vi mladi! Bodite poslušni starejšim! S ponižnostjo se vsi povežite, ker 
1PE.5.6	Prepustite se močni božji roki, da vas ob svojem času poviša. 
1PE.5.7	Vse svoje skrbi preložite nanj, saj on skrbi za vas.
1PE.5.8	Trezni bodite in čujte! Vaš sovražnik hudič hodi okrog kakor rjoveč lev in išče, koga bi požrl. 
1PE.5.9	Uprite se mu, ker ste trdni v veri. Saj veste, da prav takšno trpljenje prenašajo vaši bratje, ki so po svetu. 
1PE.5.10	Bog pa, darovalec vse milosti, ki vas je po Kristusu Jezusu poklical v svojo večno slavo, vas bo po kratkem trpljenju sam spopolnil, utrdil, okrepil in postavil na temelj. 
1PE.5.11	Njemu oblast na veke. Amen.
1PE.5.12	Po Silvánu, ki ga štejem za zvestega brata, vam na kratko pišem. Opominjam vas in vam jasno povem: to je resnična božja milost. V njej vztrajajte! 
1PE.5.13	Pozdravljata vas soizvoljena Cerkev, ki je v Babilonu, in moj sin Marko. 
1PE.5.14	Pozdravite se med seboj z ljubezenskim poljubom! Mir z vsemi vami, ki ste v Kristusu!
2PE.1.1	Simon Peter, služabnik in apostol Jezusa Kristusa, vam, ki ste po pravičnosti našega Boga in odrešenika Jezusa Kristusa prejeli prav tako dragoceno vero kakor mi, 
2PE.1.2	obilno milost in mir iz spoznanja Boga in Jezusa, našega Gospoda!
2PE.1.3	Njegova božja moč nam je podarila vse, kar je potrebno za življenje in pobožnost. Spoznati nam je dal tistega, ki nas je poklical s svojo slavo in močjo. 
2PE.1.4	Po njima so nam dane obljube tistih dragocenih in največjih dobrin, da bi se vi mogli ogniti posvetni pokvarjenosti, ki izvira iz poželenja, in bi postali deležni božje narave. 
2PE.1.5	Prav zato skušajte vneto razvijati iz vere krepost, iz kreposti spoznanje, 
2PE.1.6	iz spoznanja samoobvladanje, iz samoobvladanja potrpežljivost, iz potrpežljivosti pobožnost, 
2PE.1.7	iz pobožnosti bratoljubje, iz bratoljubja ljubezen. 
2PE.1.8	Če imate te kreposti in v njih napredujete, vas ne bodo pustile nedejavne in brez sadov za spoznavanje našega Gospoda Jezusa Kristusa. 
2PE.1.9	Kdor pa teh kreposti nima, je slep in kratkoviden. Pozabil je, da je bil očiščen svojih nekdanjih grehov. 
2PE.1.10	Zato se, bratje, tembolj potrudite, da boste utrdili svojo poklicanost in izvoljenost. Če boste namreč tako ravnali, se ne boste nikdar spotaknili. 
2PE.1.11	Tako vam bo na široko pripravljen vstop v večno kraljestvo našega Gospoda in odrešenika Jezusa Kristusa.
2PE.1.12	Zato vas mislim vedno opozarjati na te kreposti, čeprav za to resnico veste in ste v njej utrjeni. 
2PE.1.13	Mislim pač, da je prav, da vas opominjam k čuječnosti, dokler še živim v tem šotoru, 
2PE.1.14	ker vem, da bo moj šotor kmalu prestavljen. Tako mi je dal vedeti tudi naš Gospod Jezus Kristus. 
2PE.1.15	Potrudil pa se bom tudi, da se boste mogli tega kadarkoli spominjati, tudi po mojem odhodu.
2PE.1.16	Ko smo vam oznanjali mogočni prihod našega Gospoda Jezusa Kristusa, si nismo izmišljali pravljic. Na lastne oči smo videli njegovo veličastvo. 
2PE.1.17	Od Boga Očeta je prejel čast in slavo, ko mu je iz silnega veličastva zadonel glas Boga: »To je moj ljubljeni Sin, katerega sem vesel.« 
2PE.1.18	Ta glas smo slišali prihajati iz nebes, ko smo bili z njim na sveti gori. 
2PE.1.19	Prav zato je beseda prerokov za nas postala še trdnejša. In vi prav delate, da nanjo pazite kakor na svetilko, ki sveti na mračnem kraju, dokler ne zasije dan in ne vzide danica v vaših srcih. 
2PE.1.20	Predvsem pa védite: nobena prerokba v Svetem pismu ni stvar zasebne razlage. 
2PE.1.21	Nikoli namreč nobena prerokba ni bila izrečena na človeško pobudo, pač pa so ljudje, navdihovani od Svetega Duha, govorili v imenu Boga.
2PE.2.1	Med ljudstvom pa so nastopili tudi lažni preroki, kakor bodo tudi med vami lažni učitelji, ki bodo uvajali pogubne ločíne. Celo Gospoda, ki jih je odkupil, bodo tajili, s tem si bodo pa tudi nakopavali naglo pogubo. 
2PE.2.2	Mnogi bodo zabredli v njihovo izprijenost in po njihovi krivdi se bo sramotila pot resnice. 
2PE.2.3	Lakomni kakor so, vas bodo izkoriščali z izmišljotinami. Toda obsodba nad njimi že davno ne počiva in njihova poguba ne dremlje.
2PE.2.4	Bog še grešnim angelom ni prizanesel, temveč jih je strmoglavil v mračno peklensko brezno in jih prihranil za sodbo. 
2PE.2.5	Tudi davnemu svetu ni prizanesel. Vendar je obvaroval Nóeta, enega od osmih, za glasnika pravičnosti, ko je poslal potop na svet brezbožnih. 
2PE.2.6	Tudi mesti Sódomo in Gomóro je obsodil na uničenje in ju upepelil in postavil za svarilo prihodnjim brezbožnežem. 
2PE.2.7	Rešil pa je pravičnega Lota, ki ga je bolelo življenje brezbožnih razuzdancev. 
2PE.2.8	Zaradi njihovih brezbožnih del, ki jih je – ker je živel med njimi – gledal in poslušal iz dneva v dan, je njegova pravična duša trpela. 
2PE.2.9	Gospod pa zna pobožne rešiti iz preizkušnje, krivične pa bo prihranil za dan sodbe, da jih bo kaznoval, 
2PE.2.10	zlasti tiste, ki tekajo za umazanim telesnim poželenjem in prezirajo Gospoda.
2PE.2.10	Ti predrzni svojeglavci niti pred veličastvi ne trepečejo, ampak jih sramotijo, 
2PE.2.11	pa jih vendar angeli, ki jih po môči in oblasti prekašajo, ne žalijo in ne tožijo pred Gospodom. 
2PE.2.12	Ti svojeglavci so podobni brezumnim živalim, ki so že po naravi rojene zato, da jih lovijo in pobijajo. Sramotijo tisto, česar ne poznajo. Zato jih bo njihova lastna izprijenost uničila, 
2PE.2.13	za krivico pa bodo prejeli primerno plačilo. V veselje jim je kratkotrajna nasladnost. Umazanci so in izprijenci, ki živijo na vaš račun, ko se z vami razkošno gostijo. 
2PE.2.14	Njihove oči so polne prešuštva in naperjene v greh, zvabljajo omahljive duše, srce jim je izurjeno za lakomnost, prekleti. 
2PE.2.15	Zapustili so pravo pot in zabredli. Stopili so na pot Beórjevega sina Bileáma, ki ga je zmamil krivičen zaslužek, 
2PE.2.16	a ga je za njegovo nepoštenost posvarila nema vprežna živina, ki je spregovorila s človeškim glasom in preprečila prerokovo nespamet.
2PE.2.17	Taki so presahli studenci in oblaki, ki jih goni burja, čaka jih črna tema. 
2PE.2.18	Govorijo napihnjene in prazne besede in z razuzdanim telesnim poželenjem zvabljajo take, ki so se komaj izmaknili tistim, ki živijo v zablodi. 
2PE.2.19	Svobodo jim obljubljajo, sami pa so sužnji propada, zakaj človek je suženj tega, čemur podleže. 
2PE.2.20	Če se namreč tisti, ki so srečali našega Gospoda in odrešenika Jezusa Kristusa in ušli izprijenosti sveta, zopet zapletejo v svet in mu podležejo, so na slabšem kakor prej. 
2PE.2.21	Za take bi bilo namreč bolje, če ne bi bili spoznali poti pravičnosti, kakor pa da so jo spoznali, pa se kljub temu obrnili proč od svete zapovedi, ki jim je bila izročena. 
2PE.2.22	Take doleti, kar lepo pove pregovor: 
2PE.3.1	Preljubi, to je že drugo pismo, ki vam ga pišem. V obeh sem skušal opominjati in dramiti vaše jasno mišljenje. 
2PE.3.2	Pomnite besede, ki so jih že povedali sveti preroki, pa še zapoved Gospoda in Odrešenika, ki so jo oznanjali vaši apostoli. 
2PE.3.3	Predvsem pa morate vedeti, da bodo v poslednjih dneh prišli taki, ki se bodo brez vsake spoštljivosti norčevali iz vsega. Ti bodo živeli po svojih strasteh in govorili: 
2PE.3.4	»Kaj je z njegovim obljubljenim prihodom? Odkar so namreč očetje zaspali, je vse ostalo tako, kakor je bilo od začetka stvarjenja.« 
2PE.3.5	Sami hočejo, da jim ostane skrito, da je nebo obstajalo že zdavnaj in je zemlja iz vode in da je po božji besedi nastala na vodi. 
2PE.3.6	Po obojem je bil tedanji svet v povodnji pokončan. 
2PE.3.7	Sedanje nebo in zemlja sta po isti besedi prihranjena za ogenj, ohranjena za dan sodbe in pogubljenja brezbožnih ljudi.
2PE.3.8	Tega pa, preljubi, ne smete prezreti: pred Gospodom je en dan kakor tisoč let in tisoč let kakor en dan. 
2PE.3.9	Gospod ne odlaša z uresničevanjem obljube. Res nekateri mislijo, da je to odlašanje. Ne, le velikodušen je do vas, ker noče, da bi se kdo pogubil, temveč da bi vsi stopili na pot spreobrnjenja. 
2PE.3.10	Prišel pa bo Gospodov dan kakor tat. Tedaj bo nebo s hrumom prešlo, prvine se bodo v ognju raztopile, zemlja in dela na njej pa bodo preizkušena. 
2PE.3.11	Kako prav je torej, da živite sveto in pobožno, če bo že vse to tako razpadlo. 
2PE.3.12	Čakajte in pospešujte nastop božjega dne, ko bo nebo zaplamenelo in prešlo in se bodo temelji v žaru raztopili. 
2PE.3.13	Mi pa se po njegovi obljubi zanašamo na nova nebesa in novo zemljo, kjer biva pravičnost.
2PE.3.14	Preljubi, ker to pričakujete, se potrudite, da vas najde v miru brez madeža in brez graje. 
2PE.3.15	Velikodušnost našega Gospoda ceníte kot nekaj zveličavnega! Tako vam je pisal tudi naš ljubi brat Pavel, seveda po svoje, z njemu lastno modrostjo. 
2PE.3.16	Tako piše tudi v vseh pismih, v katerih govori o tem. V njih so nekatere težkó umljive stvari, ki jih taki, ki niso poučeni, povrh pa še omahljivi, zlorabljajo. Tako delajo tudi z drugimi knjigami Svetega pisma, in sicer v svojo pogubo. 
2PE.3.17	Ker ste torej vnaprej spoznali, preljubi, se varujte, da vas blodnje brezbožnih ne potegnejo za sabo, da bi se vaša trdnost ne zamajala. 
2PE.3.18	Rastite pa v milosti in spoznanju našega Gospoda in Odrešenika Jezusa Kristusa! Njemu slava zdaj in do dneva večnosti. Amen.
1JN.1.1	Kar je bilo od začetka, kar smo slišali, kar smo na lastne oči gledali, kar so otipale naše roke, to vam oznanjamo: Besedo življenja. 
1JN.1.2	To življenje se je razodelo, gledali smo ga. Pričujemo in oznanjamo vam večno življenje, ki je bilo pri Očetu in se je nam razodelo. 
1JN.1.3	Kar smo torej gledali in slišali, oznanjamo tudi vam, da bi bili tudi vi v občestvu z nami, ki smo v občestvu z Očetom in njegovim Sinom Jezusom Kristusom. 
1JN.1.4	To vam pišemo zato, da bi bilo naše veselje popolno.
1JN.1.5	To pa je oznanilo, ki smo ga slišali od njega in vam ga oznanjamo: Bog je luč in v njem ni nobene temè. 
1JN.1.6	Če rečemo, da smo v občestvu z njim, pa kljub temu živimo v temi, lažemo in se ne držimo resnice. 
1JN.1.7	Če pa živimo v luči, kakor živi v luči on sam, smo med seboj v občestvu in kri njegovega Sina Jezusa nas očiščuje vsakega greha. 
1JN.1.8	Če rečemo, da smo brez greha, sami sebe varamo in resnica ne živi v nas. 
1JN.1.9	Če pa svoje grehe priznavamo, nam jih bo odpustil in nas očistil vse krivičnosti, saj je zanesljiv in pravičen. 
1JN.1.10	Če rečemo, da nismo grešniki, delamo iz njega lažnivca in njegova beseda ne živi v nas.
1JN.2.1	Otroci moji, to vam pišem: Nikar ne grešite! Če pa že kdo greši, imamo pri Očetu zagovornika, Jezusa Kristusa, pravičnega. 
1JN.2.2	On je namreč spravna žrtev za naše grehe, pa ne le za naše, temveč tudi za grehe vsega sveta. 
1JN.2.3	Iz tega vemo, da ga zares poznamo, če spolnjujemo njegove zapovedi. 
1JN.2.4	Kdor pravi: »Poznam ga,« pa njegovih zapovedi ne spolnjuje, je lažnivec in v njem ni resnice. 
1JN.2.5	Res pa ima popolno ljubezen do Boga tisti, ki se drži njegovih zapovedi. Po tem tudi spoznamo, da živimo v njem. 
1JN.2.6	Kdor pravi, da živi v njem, je dolžan tudi sam živeti tako, kakor je živel on.
1JN.2.7	Preljubi, ne pišem vam nove zapovedi, temveč staro zapoved, tisto, ki jo imate od začetka. Stara zapoved je zajeta že v besedi, ki ste jo slišali. 
1JN.2.8	Z druge strani pa vam vendar pišem novo zapoved, ki se je uresničila v njem in se uresničuje v vas: tema namreč izginja in resnična luč že sveti. 
1JN.2.9	Kdor pravi, da živi v svetlobi, pa svojega brata sovraži, še zdaj živi v temi; 
1JN.2.10	kdor pa svojega brata ljubi, živi v svetlobi in se ne spotika. 
1JN.2.11	Kdor svojega brata sovraži, je v temi in hodi v temi in ne vé, kam gre, ker mu je tema zaslepila oči. 
1JN.2.12	Pišem vam, otroci: Zaradi njegovega imena so vam grehi odpuščeni. 
1JN.2.13	Pišem vam, očetje: Vi poznate njega, ki je od začetka. Pišem vam, mladi: Premagali ste hudiča. 
1JN.2.14	Vam, otroci, sem napisal, da poznate Očeta. Vam, očetje, sem napisal, da poznate tistega, ki je od začetka. Vam, mladi, sem napisal, da ste močni in je božja beseda v vas in da ste premagali hudiča.
1JN.2.15	Ne ljubíte sveta in tudi ne tistega, kar je v svetu! Če kdo ljubi svet, nima ljubezni do Očeta, 
1JN.2.16	kajti vse, kar je v svetu – telesno poželenje, poželenje oči in ošabno vedênje – ni od Očeta, ampak od sveta. 
1JN.2.17	Svet in njegovo poželenje mineta; kdor pa spolnjuje, kar hoče Bog, živi v večnost.
1JN.2.18	Otroci, poslednja ura je. Slišali ste, da prihaja antikrist. Veliko antikristov je že zdaj tu. Iz tega spoznamo, da teče poslednja ura. 
1JN.2.19	Izšli so izmed nas, a niso bili izmed naših. Ko bi namreč bili izmed naših, bi bili ostali z nami, pa niso. Tako so se končno razkrili, da niso vsi izmed naših. 
1JN.2.20	Vi pa imate maziljenje od Svetega in vsi to veste. 
1JN.2.21	Ne pišem vam, ker ne bi vedeli za resnico, ampak prav zato, ker jo poznate in ker nobena laž ne izvira iz resnice. 
1JN.2.22	Kdo je lažnivec, če ne tisti, ki trdi, da Jezus ni Kristus? Tisti, ki zanika Očeta in Sina, je antikrist. 
1JN.2.23	Kdorkoli zanika Sina, tudi Očeta nima; kdor pa prizna sina, ima tudi Očeta. 
1JN.2.24	Vi pa vztrajajte v tem, kar ste slišali od začetka. Če bo vzdržalo v vas, kar ste slišali od začetka, boste tudi vi živeli v Sinu in Očetu. 
1JN.2.25	Obljuba, ki nam jo je sam dal, je večno življenje.
1JN.2.26	To vam pišem glede tistih, ki vas skušajo zapeljati. 
1JN.2.27	Vi pa: maziljenje, ki ste ga dobili od njega, je v vas in zato ni treba, da vas kdo drug uči, saj vas njegovo maziljenje uči o vsem. Ker je resnično in ne laž, se ga držite, kakor vas je tudi poučilo.
1JN.2.28	Zato, otroci, vztrajajte v njem, da bomo lahko brez strahu, ko se prikaže, in ne doživimo pred njim sramote, kadar pride. 
1JN.2.29	Če veste, da je pravičen, spoznajte, da je tudi vsak, kdor pravično živi, njegov otrok.
1JN.3.1	Poglejte, kakšno ljubezen nam je podaril Oče! Celo božji otroci se imenujemo in to tudi smo. Svet nas le zato ne spozna, ker ni spoznal njega. 
1JN.3.2	Preljubi, zdaj smo božji otroci; ni pa še razodeto, kaj bomo. Ko se prikaže, pa vemo, da mu bomo podobni, ker ga bomo gledali takšnega, kakršen je. 
1JN.3.3	Vsak, kdor se zanaša nanj, se posvečuje, kakor je tudi on svet.
1JN.3.4	Kdor greši, dela tudi nepostavno, zakaj greh je nepostavnost. 
1JN.3.5	Vi veste: on je prišel, da bi odvzel grehe, a sam nima greha. 
1JN.3.6	Kdor živi v njem, ne greši; kdor pa greši, ga ni videl in ga ni spoznal. 
1JN.3.7	Otroci, nihče naj vas ne zapelje! Le kdor pravično živi, je pravičen, kakor je pravičen on. 
1JN.3.8	Kdor pa grešno živi, je od hudiča, kajti hudič greši že od začetka. Božji Sin pa se je razodel prav zato, da bi uničil hudičeva dela. 
1JN.3.9	Kdor je rojen od Boga, ne živi grešno, saj v njem klije božje seme. Ne more grešiti, ker ima življenje od Boga. 
1JN.3.10	Otroke Boga in otroke hudiča pa prepoznate po tem: kdor ne ravna pravično in kdor ne ljubi svojega brata, ni od Boga.
1JN.3.11	Od začetka ste slišali tole oznanilo: Ljubímo drug drugega! 
1JN.3.12	Ne kakor Kajn! Kajn je bil od hudiča in je ubil svojega brata. In zakaj ga je ubil? Ker so bila njegova dela hudobna, bratova pa pravična. 
1JN.3.13	Ne čudíte se, bratje, če vas svet sovraži. 
1JN.3.14	Mi vemo, da smo prešli iz smrti v življenje, ker brate ljubimo. Kdor pa ne ljubi, živi v smrti. 
1JN.3.15	Kdor sovraži svojega brata, je ubijalec. Vi pa veste, da noben ubijalec nima v sebi večnega življenja. 
1JN.3.16	Ljubezen pa poznamo po tem, da je On dal življenje za nas, in takó smo tudi mi dolžni dati življenje za brate. 
1JN.3.17	Kako more biti božja ljubezen v človeku, ki ima premoženje in vidi, da je brat v pomanjkanju, pa zapira svoje srce pred njim? 
1JN.3.18	Otroci, ne ljubímo z besedo, tudi ne z jezikom, ampak v dejanju in resnici!
1JN.3.19	In po tem bomo spoznali, da smo iz resnice, in pred njim bomo pomirili svoje srce. 
1JN.3.20	Čeprav bi nas naše srce česa obsojalo, je vendar Bog večji od našega srca in vé vse. 
1JN.3.21	Preljubi, če nas pa naše srce ne obsoja, se lahko zanesemo na Boga in 
1JN.3.22	dobimo od njega vse, za kar ga prosimo, ker se držimo njegovih zapovedi in delamo, kar mu je všeč. 
1JN.3.23	Zapoveduje pa nam, naj verujemo v njegovega Sina Jezusa Kristusa in naj drug drugega ljubimo, kakor nam je ukazal. 
1JN.3.24	Kdor se drži njegovih zapovedi, živi v Bogu in Bog živi v njem. Da živi v nas, pa spoznamo po Duhu, ki nam ga je dal.
1JN.4.1	Preljubi, ne zaupajte vsakemu duhu, ampak duhove presojajte, ali so od Boga, kajti veliko lažnih prerokov je prišlo v svet. 
1JN.4.2	Božjega duha spoznate po tem: vsak duh, ki prizna, da je Jezus Kristus prišel v telesu, je od Boga; 
1JN.4.3	noben duh, ki Jezusa ne priznava, pa ni od Boga. To je duh antikrista, o katerem ste slišali, da pride. Še več, že zdaj je v svetu. 
1JN.4.4	Otroci, vi ste od Boga in ste premagali take preroke, ker je tisti, ki je v vas, večji od onega v svetu. 
1JN.4.5	Oni so iz sveta. Ker govorijo posvetno, jih svet tudi posluša. 
1JN.4.6	Mi pa smo od Boga in vsak, kdor pozna Boga, nas posluša. Kdor pa ni od Boga, nas ne posluša. Po tem spoznavamo duha resnice in duha zmote.
1JN.4.7	Preljubi, ljubímo drug drugega, ker je ljubezen od Boga in ker je vsak, kdor ljubi, od Boga in Boga pozna. 
1JN.4.8	Kdor pa ne ljubi, Boga ne pozna, zakaj Bog je ljubezen. 
1JN.4.9	Božja ljubezen do nas se je razodela tako, da je Bog poslal v svet svojega edinorojenega Sina, da bi živeli po njem. 
1JN.4.10	Ljubezen ni v tem, da bi bili mi vzljubili Boga. On nas je vzljubil in poslal svojega Sina v spravo za naše grehe. 
1JN.4.11	Preljubi, če je Bog tako vzljubil nas, smo tudi mi dolžni ljubiti drug drugega. 
1JN.4.12	Boga ni nikoli nihče videl. Če drug drugega ljubimo, živi Bog v nas in je njegova ljubezen v nas popolna.
1JN.4.13	Po tem spoznamo, da živimo v Bogu in on v nas: dal nam je od svojega Duha. 
1JN.4.14	In mi smo ga gledali, zato pričujemo, da je Oče poslal Sina za odrešenika sveta. 
1JN.4.15	Kdor priznava, da je Jezus Božji Sin, živi Bog v njem in on v Bogu. 
1JN.4.16	Mi smo spoznali ljubezen, ki jo ima Bog do nas, in verujemo vanjo.
1JN.4.16	Bog je ljubezen, zato tisti, ki živi v ljubezni, živi v Bogu in Bog živi v njem. 
1JN.4.17	Ljubezen nam daje popolno zagotovilo za dan sodbe, kajti kakršen je on, takšni smo tudi mi že na tem svetu. 
1JN.4.18	V ljubezni ni strahu, saj popolna ljubezen odganja strah. Strah je namreč povezan s kaznijo, in človek, ki se boji, še nima popolne ljubezni. 
1JN.4.19	Mi ljubimo, ker nas je on prvi ljubil. 
1JN.4.20	Če kdo pravi: »Ljubim Boga,« pa sovraži svojega brata, je lažnivec. Kdor ne ljubi svojega brata, ki ga vidi, ne more ljubiti Boga, katerega ne vidi. 
