MAT.1.1	Knige rodstva Jezuš Kristuša, siná Dávidovoga, siná Abrahámovoga. 
PSA.38.10	Gospodne pred tebom je vsáko želênje moje, i zdühávanje nej skrito pred tebom. 
PSA.38.11	Trepeče mi srce moje; ostávila me je môč moja i posvêta ôč’ moji nega pri meni. 
PSA.38.12	Moji lübléni i priátelje stojíjo pred menom, i mrzi se njim nevola moja; i moji bližánji ôzdaleč postánejo. 
PSA.38.13	Oni, kí iščejo düšo mojo, mi mreže mečejo: i iskajôči nesrečo mojo, gučíjo meni na škodo, i jálnost zmišlávajo ves dén. 
PSA.38.14	Ali jas, kak glühi nečüjem, i liki nêmi sem, kí neodpré vüst svoji. 
PSA.38.15	Tak sem, kak človek, kí nečüje, i kí nema odgovora vu vüstaj svoji. 
PSA.38.16	Ár 
PSA.38.17	Ár sem erkao; naj se li neradüjejo nad menem, i či se posklesne nôga moja, naj se nehválijo nad menom. 
PSA.38.18	Ár sem jas na trplênje stvorjen, i boleznost moja je nestanoma pred menom. 
PSA.38.19	Ár vadlüjem neprávdenost mojo, i ceknem se za grêh moj. 
PSA.38.20	Ali nepriátelje moji so v žítki i zmožni, i povnožávajo se, kí me brez’ zroka odürjávajo. 
PSA.38.21	I z zlom mi za dobro povrnjávajôč, se protivíjo z menom; záto, kâ se toga dobroga držím. 
PSA.39.1	Dávida Žoltár k naprêspêvanji za Jedutuna.
PSA.39.2	Gori sem djao vu sebi: obarjem se na stezaj moji od grešênja zjezikom mojim: zdržím vüsta moja na vüzdi, dokeč de nepobožen pred monom. 
PSA.39.3	Obnêmo sem vu múčanji, zamučao sem od veseljá, i žalost mojo vu sebi grizém. 
PSA.39.4	Gorelo je vu meni srce moje, i liki ogen se znêto vu míslaj moji, tak da sem gúčao z jezikom mojim. 
PSA.39.5	Daj mi znati, Gospodne, konec moj: i račún dnévov moji, koliko ji je: da zvêm, kâ mi je preminôti. 
PSA.39.6	Ovo kak dlan si mi zmero dnéve moje, i bívost moja je kak ničes pred tebom. Kak ničestni so vsi lüdjé, kí dönok tak bátrivno živéjo. Šelah. 
PSA.39.7	Zaistino, tak hodi človek, kak tenja; stanovito se márno trüdi! vküp správla, i nevej, što de sranjüvao. 
PSA.39.8	Na koga bi se tak slono, Gospodne? Vu tebi je vüpanje moje. 
PSA.39.9	Oslôbodi me od vsega prestoplênja mojega: nepostavi me vö na špot pred te blázne. 
PSA.39.10	Obnêmim, i neodprém vüst moji; ár od tébe zhája tô. 
PSA.39.11	Vzemí z méne bič tvoj, nači prêdem pod vdárcom rôk tvoji. 
PSA.39.12	Gda kaštigaš človeka za grêhov volo; zêj se lepota njegova, liki od molov. Zaistino, márnost je vsák človek. Šelah. 
PSA.39.13	Slíšaj molbe moje, Gospodne, i vzemi vu vüha krič moj: nemúči nad mojimi skuzami, ár sem tühénec pred tebom, i želár, kak vsi očáci moji. 
PSA.39.14	Püsti me, da se rashladim, prvle, kak se tá správim ino me več nede!
PSA.40.1	Dávida Žoltár k naprê spêvanji.
PSA.40.2	Čakajôč sem čakao Gospodna; on se je k meni nagno, i poslühno je kričanje moje. 
PSA.40.3	Vö me je potégno z grozne jame; z kalíša blata; i postavo je nogé moje na pečíno, i močne je včíno stopáje moje. 
PSA.40.4	I dao je vu vüsta moja pesem nôvo, hválo Bôga našega; tô do vidili vnôgi, i bojali do se, ino se vüpali vu Gospodni. 
PSA.40.5	Blážen on môž, kí vu Gospodni položi vüpazen svojo, i nepridrüži se k tim gizdávim, i k tim na láž gibkim. 
PSA.40.6	Vnôga so, o Gospodin Bôg, čüda tvoja i míslí tvoje nad nami. Nišče je nej tebi glíhni. Oznanüvao i gláso bom je; ali vnogo vékša so, kak bi se pregovoriti mogla. 
PSA.40.7	Áldovi i dári so ti nej vugodni; ali vüha si mi ôdpro: neželêš žgánoga áldova, ni áldova vtišanja. 
PSA.40.8	Teda sem rekao: ovo idem; vu Knigaj je písano od méne. 
PSA.40.9	Gotov sem, o Bôg, činiti volo tvojo, i právda tvoja je vu srci mojem. 
PSA.40.10	Predgao sem pravico tvojo vu tvojoj velikoj občini: ovo vüst moji sem nêzápro: tí znáš, Gospodne. 
PSA.40.11	Pravice tvoje sem nêskrío vu srce moje: istino tvojo i tvoje zveličanje sem vörazgláso: nej sem skrío milošče tvoje ino istine tvoje pred tov velikov občinov. 
PSA.40.12	Tí pa, Gospodne, neprikráti meni smilenosti tvoje: po milošči tvojoj i tvojoj istini me na veke obdrži. 
PSA.40.13	Ár so me okôli vzelá hüda brez’ račúna: popadnole so me nepravdenosti moje, da ji nemorem viditi; več ji je, kak vlási gláve moje, záto me je ostavilo i srce moje. 
PSA.40.14	Dopadni se ti, Gospodne, vörêšiti mené. Gospodne, hiti mi na pomôč! 
PSA.40.15	Sramežlüvati se morejo i na špot spádnoti vsi, kí iščejo düšo mojo pogübiti: spét se naj obrnéjo, i na sramôto vržejo želejôči mojo nesrečo. 
PSA.40.16	Naj se léknejo nad sramôtov svojov, kí meni právijo: ahah! ahah! 
PSA.40.17	Naj se radüjo ino veselijo vu tebi, vsi iskajôči tebé, govoríjo vsi, kí lübíjo zveličanje tvoje: Gospôd bojdi visiko hválen! 
PSA.40.18	Jas sem pa obtežen i obôžan; ali Gospôd se za méne skrbí. Ti si pomôč moja i moj osloboditel, Bôg moj, nemüdi se.
PSA.41.1	Dávida Žoltár k naprêspêvanji.
PSA.41.2	Blážen, kí gorivzeme toga potrebüvajôčega; vu hüdom dnévi ga oslobodí Gospôd. 
PSA.41.3	Gospôd ga bode varvao, ino ga vu žitki zdrži: blážen bode na zemli, niti ga nedáš hotênji protivníkov njegovi. 
PSA.41.4	Bôg de ga otávlao na betéžnoj posteli. Tí vso lego njegovo preobrnéš vu betégi njegovom. 
PSA.41.5	Jas sem tak erkao: Gospodne, smilüj se nad menom, zvráči düšo mojo, ár sem grêšo prôti tebi. 
PSA.41.6	Nepriátelje moji hüda právijo na méne: gda merjé, i prêde imé njegovo? 
PSA.41.7	Či mi prído na glédanje, márna gučíjo; srce njíhovo povékšáva hüdòbo, vöido i razláčajo me. 
PSA.41.8	Vküp šepečejo prôti meni vsi odürjávci moji, i zmišlávajo zla na méne. 
PSA.41.9	Rêč Beliála ga naj pokríje, da, gda bode ležao, nedá se njemi več goristánoti. 
PSA.41.10	Ešče i priátel moj, vu kom sem se vüpao, kí je jo krüh moj, je gori zdigno petô prôti meni. 
PSA.41.11	Záto tí, Gospodne, se smilüj nad menom, i pomori mi gori, da njim nazâ pláčam. 
PSA.41.12	Z toga spoznam, kâ sem ti priéten, či se nebode radüvao nepriátel moj nad menom. 
PSA.41.13	Mené pa zdržíš za volo pobožnosti moje, i postáviš me pred líce tvoje na veke. 
PSA.41.14	Hválen bojdi Gospôd, Bôg Izraela, od vek i veka do vek i veka. Amen, Amen!
PSA.42.1	Návuk Korehovi otrokov k naprêspêvanji.
PSA.42.2	Kak jelen leca za hladnov vodôv; tak düša moja kričí k tebi, o Bože! 
PSA.42.3	Žéja düša moja Bôga, Bôga živoga. Gda prídem, ka bi se skázao pred lícom Božim? 
PSA.42.4	Skuze moje so hrána moja dén i nôč; da mi právijo cêli dén: gde je Bôg tvoj? 
PSA.42.5	Z toga gda se spomeném, vövlejém sam vu sebi düšo mojo; ár bi rad tá šô vu šereg, i spravo se ž njim k Hiži Božoj, z glasnim spêvanjem, i díčenjem, z vnožinov svétek svetéčov. 
PSA.42.6	Zaka se žalostíš, düša moja, ino si tak nemirovna vu meni? Čákaj na Bôga; ár bom ga ešče čestío, kâ me pomága z licom svojim. 
PSA.42.7	Bôg moj, túžna je düša moja vu meni; záto se z tébe spomínam vu držéli Jordána i Hermona mále gore. 
PSA.42.8	Prepast prepasti kričí z šümlênjem válov tvoji: vse slâpovje i povôdni tvoje se po meni válajo. 
PSA.42.9	Vu dne mi podelí Gospôd milosčo svojo, i v noči spêvam njemi, i molim Bogá žitka mojega. 
PSA.42.10	Erčém Bôgi: pečína moja, zaka si se spozábo z méne? zaka morem, težen od nepriátela, žalosten hoditi. 
PSA.42.11	Kak strtina je vu kôstaj moji, da me špôtajo nepriátelje moji, govorêči meni vsákdén: gde je Bôg tvoj? 
PSA.42.12	Ka se žalostíš, düša moja, ino si tak nemirovna vu meni? Čákaj na Bôga; ár bom ešče hválo njemi, kâ je zveličanje líca mojega, i Bôg moj.
PSA.43.1	Sôdi mené, o Bôg, i pelaj právdo mojo prôti lüdém nesvétim: vari me od jálnoga i hüdoga človeka. 
PSA.43.2	Ár si ti Bôg môči moje; zaka si me ostavo? zaka morem, težen od nepriátela žalosten hoditi? 
PSA.43.3	Pošli svetlost tvojo i istino tvojo: one me naj vodijo i spelajo k tvojoj svétoj gori i do tvojega prebiválišča. 
PSA.43.4	Da pristôpim k oltári božemi, k Bôgi radosti i veseljá, ino te díčim na cítari o Bôg, Bôg moj! 
PSA.43.5	Zaka se žalostíš, düša moja? zaka si nemirovna vu meni? Čákaj na Bôga, ár bom ga ešče čestío, kâ je zveličanje líca mojega, ino Bôg moj.
PSA.44.1	Návuk Korehovi otrokov k naprêspêvanji.
PSA.44.2	Bôg! z vühami našimi smo čüli: očeve naši so nam razkládali, ka za dela si tí činío vu nji dnévi, vu stári vrêmenaj. 
PSA.44.3	Tí si z rokôv tvojov pogane pregnao, i njé tá posádo: pogübo si te ove, i razplašo. 
PSA.44.4	Ár so nej z mečom svojim dôbili držélo, i njí rama je njim nê pomágala: nego dêsna tvoja i rama tvoja, i svetlost líca tvojega, záto, kâ se ti je dopadnolo vu njí. 
PSA.44.5	Tí, Bôg, si sam moj Král, kí Jákobi pomôč oblübiš. 
PSA.44.6	Po tebi protivníke naše stiramo: vu iméni tvojem skláčimo one, kí nad nás stánejo. 
PSA.44.7	Ár se nezavüpam na lok moj, i meč moj me neobráni. 
PSA.44.8	Ali tí nás obdržíš od naši protivníkov, i odürjávce naše si ošpotao. 
PSA.44.9	Vu Bôgi se ščémo hváliti vsákdén, i tvoje imé díčiti na veke. Šelah. 
PSA.44.10	Ali zdâ si nas ostavo, i na sramoto püsto; nê si vöšô z vojskov našov. 
PSA.44.11	Pobegnoti nam dopüstíš pred nepriátelmi, i odürjávci naši nás porobijo. 
PSA.44.12	Prêk nas dáš, liki ovcé na jêstvino, i med pogane nas rastepéš. 
PSA.44.13	Odao si lüdstvo tvoje brez pênez, i nê si pobôgšao cêne njegove. 
PSA.44.14	Vö si nas dao na špot sôsedom našim, na osmejávanje i cône onim, kí so okôli nas. 
PSA.44.15	Včíno si nas példo med poganmi, da bi kívali z glavámi nad nami. 
PSA.44.16	Vsákdén je sramota moja pred menom, i líce moje je puno sráma. 
PSA.44.17	Za volo guča ošpotávcov i psüvcov, za volo nepriátela i zadomesčavca. 
PSA.44.18	Vse tô je prišlo na nás; dönok smo se nej spozábili z tébe, ni grátali lažci vu závezki tvojem. 
PSA.44.19	Neobráča se názdrt srce naše: nevkleknejo stopáji naši od pôti tvoje. 
PSA.44.20	Či si nas taki sklačo med šárkane, i pokrío nas z séncov smrti. 
PSA.44.21	Či bi se spozábili z iména Bogá našega, ali vö raspréstreli roké naše prôti tühomi bôgi. 
PSA.44.22	Jeli Bôg ne bi tô prevido? da on zbrojáva ta skrita srcá. 
PSA.44.23	Ár se za tébe vmárjamo vsákdén; tak se držímo, liki na klánje bodôče ovcé. 
PSA.44.24	Prebüdi se! zaka spíš Gospodne? obüdi se, i neodvrži nas na veke. 
PSA.44.25	Zaka bi skrívao líce tvoje i spozábo se z nevôle naše, i obteženja našega? 
PSA.44.26	Ár je vugnjena do práha düša naša, i têlo naše prikeljeno k zemli. 
PSA.44.27	Stani nam na pomôč, i oslôbodi nas, za volo milosče tvoje.
PSA.45.1	Svadbena pesem i vučenje Korehovi otrokov od liliomov k naprêspêvanji.
PSA.45.2	Lêpo pesem nabéra srce moje: poročim náravo mojo Králi; jezik moj je, liki pero hitroga pisáča. 
PSA.45.3	Lepši si od vsê sinov lüdí: vö je vlejána slatkost vu vüsta tvoja; záto te blagoslovi Bôg na veke. 
PSA.45.4	Pripaši tvoj meč na stran tvojo, tí žmozen! díko tvojo i poštenjé tvoje. 
PSA.45.5	I vu ôpravi tvojoj srečno gezdi z rêčjov istine, krotkosti i pravice, i skáži čüda z dêsnov tvojov. 
PSA.45.6	Strêle tvoje so ostre, národje spokáplejo pred tebom, na srêdi med protivníkmi Krála. 
PSA.45.7	Stolec tvoj, o Bôg, je vsigdár i na veke; palica rávnosti je palica Králevstva tvojega. 
PSA.45.8	Lübiš istino, odürjávaš nepobožnost; záto te je namazao Bôg, Bôg tvoj z oliom vesélja víše tüvárišov tvoji. 
PSA.45.9	Mira i aloe i Kezia je vse oblečalo tvoje, z palač slonovi bodo te z mužikov razveseljávali. 
PSA.45.10	Čerí králevske so vu tvoji drágočaj; kre dêsne tvoje stoji záročnica vu čístom zláti. 
PSA.45.11	Poslühšaj či, glédaj, nagni vüha tvoja, i spozábi se z lüdstva tvojega, i z hiže očine. 
PSA.45.12	Veselío se bode Král vu lepoti tvojoj; ár je on Gospôd tvoj, záto se naklekni pred njim. 
PSA.45.13	I čerí Tíruša se bodo z dármi svojimi pred lícom tvojim molile; kak ti náj bogatêši lüdstva. 
PSA.45.14	Vsegavêč odíčena je čí králova znôtra, i oblečena z zlátim gvantom. 
PSA.45.15	V našítoj ôpravi se pripela k Králi; devojke za njôv kak priátelkinje njéne, se tüdi sprevodijo pred tébe. 
PSA.45.16	Sprevodíjo se zradostjov i veseljom, i šla bodo vu palače Krála. 
PSA.45.17	Mesto očév tvoji boš mêla otroke; postáviš njé poglávníke po cêloj zemli. 
PSA.45.18	Spomínao bom imé tvoje od déce do ostankov decé; záto te bodo vadlüvali národje na vse vek i veke.
PSA.46.1	Prêdnjemi spêvci Korehovi otrokov pesem na Alimot.
PSA.46.2	Bôg je obramba i môč naša, vu vsákom stiskávanji gotova pomôč náidena. 
PSA.46.3	Záto se nebojímo, či bi se svêt premenjávao, i goré se preobračale na srêdo vu môrje. 
PSA.46.4	Či bi šümlelo, z válovjom divjalo môrje, i od njegovoga vdérjanja goré prepadnole. Šelah. 
PSA.46.5	Potok i járki rasveseljávali bodo váraš boži, svêto prebiválišče víšešnjega. 
PSA.46.6	Bôg je na srêdi notri v njem, záto se negene; na pomôč njemi bode Bôg rano. 
PSA.46.7	Poganje moro trepetati, i králevstva spádnoti; gda vöpüstí glás svoj, rastopí se zemla. 
PSA.46.8	Gospôd šeregôv je z nami, obramba naša je Bôg Jákoba. Šelah. 
PSA.46.9	Hodte, glédajte dela Gospodnova, kí čüda činí na zemli. 
PSA.46.10	Kí bojni konec vrže po vsem svêti; zlámle lok, i stere dárdo, zêžgé kôla z ognjom. 
PSA.46.11	Hênjajte i spoznajte, kâ sem jas Bôg, kí se bom zvišávao med poganmi, zvišávao se bom na zemli. 
PSA.46.12	Gospôd šeregôv je z nami, obramba naša je Bôg Jákoba. Šelah.
PSA.47.1	Korehovi otrokov Žoltár k naprêspêvanji.
PSA.47.2	Vsi národje pôkajte v küp z dlanmi, i spêvajte Gospodni z glásom visikim. 
PSA.47.3	Ár Gospôd, te Víšešnji je grozni, veliki Král po vsoj zemli. 
PSA.47.4	On podvrže národe pod nás, i pogane pod nogé naše. 
PSA.47.5	Odebére nám k öročíni našoj díko Jákobovo, koga je lübo. Šelah. 
PSA.47.6	Gori je šô Bôg z kríčanjem, Gospôd z glásom trombönte. 
PSA.47.7	Spêvajte, spêvajte Bôgi: spêvajte, spêvajte králi našemi. 
PSA.47.8	Ár je Bôg Král nad cêlov zemlov: spêvajte njemi rázumno. 
PSA.47.9	Bôg kralüje nad poganmi; Bôg sedí na svojem svétom stôlci. 
PSA.47.10	Poglavníci národov so se vküp spravili k lüdstvi Bôga Abrahámovoga; ár so záslobe zemlé bože, kí je jáko zvíšeni.
PSA.48.1	Žoltárska pesem Korehovi otrokov k naprêspêvanji.
PSA.48.2	Veliki je Gospôd, i velike hvále vrêden, vu váraši Bogá našega, na svojoj svétoj gori. 
PSA.48.3	Gora Šion je, kak edna lêpa držéla, na vesélnost vsoj zemli; na njé stráni od sevra je mesto velikoga Krála. 
PSA.48.4	Bôg je vu njé palačaj znáni, kak obramba. 
PSA.48.5	Ár ovo Králove so vküp zprišli, i mimo so šli navküpe. 
PSA.48.6	Oni tô vidivši, krôto so se čüdüvali, léknoli so se i strašili. 
PSA.48.7	Trepetanje je na njé tam spadnolo; žalost, kak na rodéčo. 
PSA.48.8	Po zdôci razbíješ ládje môrja. 
PSA.48.9	Liki smo čüli, tak smo vidili vu váraši vsê šeregôv Gospôda, vu mesti Bogá našega. Obari ga Bôg na vek i veke. Šelah. 
PSA.48.10	Čákamo, Bože, na miloščo tvojo vu cérkvi tvojoj. 
PSA.48.11	Kak imé tvoje, o Bôg, tak i hvála tvoja je do koncov zemlé: dêsna tvoja je puna pravice. 
PSA.48.12	Veselíla se bode gora Šiona, radüvale se bodo čerí Jude, za volo pravice tvoje. 
PSA.48.13	Okôli obdájte Šion, i okôli ga nastante, prečtite törme njegove. 
PSA.48.14	Obrnte gedrnost na zíd njegov, i zvršávajte njega palače, da tô pripovedávati morete odvêtki pridôčemi. 
PSA.48.15	Kâ je ete Bôg, naš Bôg, na vse vek i veke. On nás bode vodo do smrti.
PSA.49.1	Žoltár Korehovi otrokov k naprêspêvanji.
PSA.49.2	Poslühnte eto vsi národje: kebzüjte vsi prebívajôči na zemli. 
PSA.49.3	Tak prôsti lüdjé, kak ti víšiši, navküpe bogátci i siromácke. 
PSA.49.4	Vüsta moja bodo gúčala môdrost, i premišlávanja srca mojega rázumnost. 
PSA.49.5	Tá nagnem k prílikam vüha moja: začnem na citari pripovest mojo. 
PSA.49.6	Zaka bi se starao vu hüdi dnévi; či me zločastnost oni, kí me pod péte mečejo, nájde? 
PSA.49.7	O, kí se zavüpajo na svoje bogátstvo, i nad vnožinov bogátstva svojega se zvišávajo! 
PSA.49.8	Nišče nemre nikak odküpiti brata, ni nika dati Bôgi za rešênje njegovo. 
PSA.49.9	Ár je tak drágo rešênje düš njíhovi, da je more z mísli püstiti na veke. 
PSA.49.10	I či bi taki dugo žívo, i nebi vido groba. 
PSA.49.11	Ár se viditi dá, kâ tak môdri mérajo, kak norci i blázni preidejo, i bogástvo svoje drügim povržejo. 
PSA.49.12	Mišlênja njíhova so, da bi hiže njíhove večne, stánek njíhov od odvêtka do odvêtka bio, i po njíhovom iméni se zválé držéle. 
PSA.49.13	Ali človek vu toj díki neobstojí, prispodobno k govedi, štero pogíne. 
PSA.49.14	Tô je djánje oni, kí bláznijo, i kí za njimi dopádnenjé májo vu vüstaj njihovi. Šelah. 
PSA.49.15	Kak ovcé se vu pekel zmečejo, smrt je bode jêla, i gospodüvali bodo nad njimi ti pravični rano: njí kêp obstara; pekel bode njí stáliš. 
PSA.49.16	Ali Bôg odküpi z pekla oblásti düšo mojo, ár me je gori príjao. Šelah. 
PSA.49.17	Nezburkaj se, gda obogati človek, i gda se povnôža précimba hiže njegove. 
PSA.49.18	Ár vu smrti nika z sebom nevzeme: nede šla za njim précimba njegova. 
PSA.49.19	Ár je düši svojoj vu žítki po vôli hodo; hváli se, kâ je dobro žívo. 
PSA.49.20	Poberé se vsáki za odvêtkom očév svoji, i na veke nebode vido svetlosti. 
PSA.49.21	Človek tak vu précimbi i brez’ rázuma, prispodoben k govedi, štero prêde.
PSA.50.1	Ašafa Žoltár.
PSA.50.1	Bôg Bogôv, Gospôd je gúčao i zvao svêt od zhoda sunca, do záhoda. 
PSA.50.2	Z Šiona se je ta lêpa svetlošča, Bôg obleščíla. 
PSA.50.3	Bôg naš príde i nebode múčao; ogen požgéči bode pred njim, i okôli njega vihér nesmerni. 
PSA.50.4	Zvao de nébo odzgora, i zemlo, naj sôdi národ svoj. 
PSA.50.5	Vküp mi správte svéte moje, preštímajôče závezek moj više áldova. 
PSA.50.6	I glásila bodo nebésa pravičnost njegovo, ár je Bôg sam sodec. Šelah. 
PSA.50.7	Poslühšaj lüdstvo moje! nâ gučim: Izrael, naj svêdočim med tebom: Jas Bôg, sem tvoj Bôg. 
PSA.50.8	Neščem te kárati za tvoji áldovov volo; goréči áldovi tvoji so vsigdár pred menom. 
PSA.50.9	Nevzemem z tvoje hiže telčíča, ni kozlov z tvoji štal. 
PSA.50.10	Ár je moja vsa živína logôv, i zvirina na jezero jezér goráj. 
PSA.50.11	Znam vse ftíce gôr, i mlajina polska je pred menom. 
PSA.50.12	Či bi lačen bio, nebi ti pravo; ár, moj je ves svêt, i punost njega. 
PSA.50.13	Jeli jêm mesô jüncov, ali pijém krv kozlôv? 
PSA.50.14	Aldüj Bôgi zahválnost, spuni Víšnjemi oblübo tvojo. 
PSA.50.15	I zazovi me vu dnévi stiskávanja: oslobodím te, i tí me bodeš díčo. 
PSA.50.16	Ali tomi nepobožnomi velí Bôg: zaka oznanüješ mojo právdo, i jemléš vu vüsta tvoja závezek moj? 
PSA.50.17	Geto odürjávaš káranja i za hrbet mečeš rečí moje! 
PSA.50.18	Či vídiš tatá, ž njim bežíš, i z práznikmi máš občinstvo. 
PSA.50.19	Vüsta tvoja püščaš na hüdo, i jezik tvoj zbéra jálnost. 
