MAT.1.1	Jesucrist ngol lo raz chaan rey David, ne lo raz chaan Abraham kuu ngok tey re zha Israel ndala.
HEB.6.12	Nlaazt nee gak goo zha tsaab, sinke thib bteke goo btsowka goo kuu mtsow re zha kuu wlipaa ngwalaaz Diox, ne mxek leettsoo zha ngebet zha, tsa kayaa zha kuu nzhab Diox taa Diox lo zha.
HEB.6.13	Leettsa nzhab Diox koree lo Abraham, lee Diox nak cho nzhabe, tak yent raa cho mas naro lo Diox par gateth Diox zha; 
HEB.6.14	ne nzhab Diox lo Abraham: “Wlipaa na kwathoz kuu tan loʼa ne tsowʼn lee raza gak kwathoz noroob men”. [Gn. 22:16-17] 
HEB.6.15	Ne mxek leettsoo Abraham mlet Abraham, tsa mkayaa zha kuu nzhab Diox taa Diox lo zha. 
HEB.6.16	Ne leettsa lee thib zha ntselo kruz; ntselo zha por thib zha kuu mas naro nake lee zha; ne leettsa mbez zha thib kwaa ne ntselo zha kruz, yent raa kwan kuu yodiz zha. 
HEB.6.17	Kona leeka tata mtsow Diox kon kuu nzhab Diox taa Diox, tak nambi ngwalaaz zha loo zhay lo re zha kuu kayaa kuu nzhab zha taa zha, ne tetsow zha kuu ne zha ne tseet zha xkiiz zha. 
HEB.6.18	Kona nzo chop kuu gagt tsee, ne Diox nkedit Diox lo koree; kona thib naley nzo leettsooʼaa ngekwaanaa kenap Diox reʼaa, ne thibka nzo yekaa kuu ngebetaa kayaaʼaa, kuu ne Diox taa Diox loʼaa. 
HEB.6.19	Ne kuu ngebetaa ntsow thib nali nzo leettsooʼaa ne ney ndoʼaa lo Diox, leey nak taxal thib yiib kuu ntekweet bark lo nitdoo. Ne leey ntsow tak tsinaa, asta tedib lad lo lar kuu ntow leen gwodoo chaan Diox, tsa tsinaa lo Diox, 
HEB.6.20	ta mndaab Jesús kwent chaanaa, par mxaal Jesús net loʼaa, ne tabaa mod thitanax nak Jesús ngwleyy kuu mas nataak loʼaa, leeka taxal, ngok Melquisedec thib ngwleyy kuu kwathoz nataak.
HEB.7.1	Lee Melquisedec ngok rey yez Salem, ne ngok zha ngwleyy kuu kwathoz nataak lo Diox kuu ndob yibaa. Leettsa lee Abraham mretab ngwa lo zhoo, leettsa mtsow Abraham gan lo re rey, tsa lee Melquisedec mroo mzaal Abraham net, ne mnaab zha kuu wen lo Diox par Abraham, 
HEB.7.2	tsa lee Abraham mndaa lo Melquisedec thib part lo tsii part, kuu mtsow Abraham gan lo zhoo. Ne lee le Melquisedec nak “rey nali”; ne lee zha ngok rey yez Salem, ne lee le yeza nak, “wen kwin men”. 
HEB.7.3	Ne myatht naa cho ngok xut zha ne xnaa zha, neeka re tey zha; ne neeka yent cho mndaa kwent naa pol ngol zha ne pol nguth zha; tak lee zha ngok taxal Xgann Diox, kona thitanax ngok zha ngwleyy kuu nataak.
HEB.7.4	Ne wii goo naa xa ngok nataak Melquisedec, kona lee teyaa Abraham zha ndala mndaa thib part lo tsii part re kuu mtsow Abraham gan lo zhoo lo zha. 
HEB.7.5	Ne taxal nak ley chaan Moisés, beeta re ngwleyy kuu nak raz chaan Leví, nak zha kuu ndoblo kayaa thib part lo tsii part lo reta kuu nap men, ne tegal zha liz zha re zha, ne reta zha nak zha raz chaan Abraham. 
HEB.7.6	Per lee Melquisedec tegal nagt zha, zha raz chaan Leví, lee zha mkayaa thib part lo tsii part kuu mtsow Abraham gan lo zhoo, ne tegal lo Abraham mtaan Diox diiz, per lee Melquisedec mnaab lo Diox, tsa taa Diox naroob kuu wen lo Abraham. 
HEB.7.7	Ne yent cho tak gab wlit koree, tak lee zha kuu naab kuu wen par tedib men, zhaʼa masraa nataak nake zha kuu kayaay. 
HEB.7.8	Ne nzhee xidaa, zha nzhath nak kuu nkayaa thib part lo tsii part kuu ntsowaa gan, per lee xkeets Diox ndaa kwent chaan Melquisedec, taxal thib zha kuu nabanka. 
HEB.7.9	Ne tak gabaa, lee Leví ne reta ngwleyy kuu mroo lo raz chaan Leví, re zha kuu mkayaa thib part lo tsii part chaan re teyaa, noga re zhaʼa mndaa zha thib part chaan zha lo Melquisedec, leettsa lee Abraham mndaay lo Melquisedec; 
HEB.7.10	kona lee kuu wli nak, leettsa lee Melquisedec mroo mzaal Abraham, terka keno Abraham re zha kuu gak raz Abraham tsya, tak lee re zhaʼa bee nzo zha leen kwerp Abraham tsya.
HEB.7.11	Kona os lee re ngwleyy kuu nak raz chaan Leví taxal nabee ley, gatsow zha gan gagakaa zha nali lo Diox, neeka gatetht Diox tedib ngwleyy kuu nak taxal Melquisedec, thib zha kuu nagt zha raz chaan Aarón, ne lee Aarón nak zha raz chaan Leví. 
HEB.7.12	Tak leettsa lee yalngwleyy nzee, noga ley ndoblo tsee. 
HEB.7.13	Ne kwent chaan Jesucrist Zha Nabee loʼaa ndaa xkeets Diox kwent, ne nagt Jesucrist, zha raz chaan Leví; tedib raz chaan re teyaa zha Israel nak Jesucrist, ne yent cho ngok ngwleyy lo raza. 
HEB.7.14	Tak wen neʼaa, lee Zha Nabee loʼaa myaad lo raz chaan Judá, ne mtetht Moisés raza, leettsa mndaa Moisés kwent chaan raz kuu gak re ngwleyy.
HEB.7.15	Ne mas nambi mloo koree, leettsa myaad tedib zha kuu ngok ngwleyy, kuu nak taxal Melquisedec, 
HEB.7.16	ne mzint zha ngok zha ngwleyy lo raz taxal nzhab ley, sinke ngok zha ngwleyy kon yalney chaan thib yalnaban kuu nluxt. 
HEB.7.17	Tak tenzhee nzhab lo xkeets Diox, leettsa ndaay kwent chaan zha:
HEB.7.17	Lu nak thib ngwleyy thitanax,
HEB.7.17	taxal ngok Melquisedec ngwleyy. [Sal. 110:4]
HEB.7.18	Kona lee ley nataagt raa ley nal, tak nake thib kuu neyt ne nlortsint raay nal, 
HEB.7.19	tak lee ley kuu mndaa Diox lo Moisés, yent kwan mtsowe tsa gagakaa zha nali lo Diox. Per nal napaa ne ngebetaa thib kuu mas wen, ne por leey tak bigaa lo Diox.
HEB.7.20	Ne wlipaa nzhab Diox koree, per lee tedib net re ngwleyy tabaata ngok zha ngwleyy. 
HEB.7.21	Per lee ngwleyy ree, wlipaa lee Diox nzhab gak zha ngwleyy, tak lo xkeets Diox ndaa kwent chaan zha, ne nzhabe:
HEB.7.21	Lee Zha Nabee nzhab tsowe ne tseet zha xkiiz zha:
HEB.7.21	“Lu nak ngwleyy thitanax”. [Sal. 110:4]
HEB.7.22	Diox mtaal Jesús loʼaa, tsa neʼaa wli diiz kuu mtaan Diox loʼaa, mas wene nake diiz kuu mtaan Diox ndala. 
HEB.7.23	Ne lee tedib net re ngwleyya kwathoz zha ngoke, tak nzhath re zha kona naroob zha ngok ngwleyy kuu nataak; 
HEB.7.24	per lee Jesús nak ngwleyy thitanax, tak thitanax naban Jesús. 
HEB.7.25	Kona thitanax tak telaa Jesús reʼaa lo yalguth, reʼaa kuu mbig lo Diox por Jesús, tak thitanax naban Jesús ne tak naab Jesús lo Diox por lee.
HEB.7.26	Ne lee Jesús nak ngwleyy kuu kwathoz nataak kuu ndecheʼaa. Tak lee Jesús nak zha kuu nali lo Diox, ne mtsowt zha neeka thib kuu went, zhaa nak zha nake re ngwleyy kuu mndaa falt, kona mtob Diox zha ta mas ya yibaa. 
HEB.7.27	Ne nagt Jesús taxal ngok re ngwleyy kuu ngok nataak lo yezlyu ree, re zha kuu mbeth maa kadta wiz, ne ner kwent falt zha nzhuth zha maa, tsaraa nzhuth zha maa kwent falt re men yez. Per lee Jesús thibka welt mtsow Jesúse por reta men, leettsa mndaa zha leeka lee zha nguth. 
HEB.7.28	Leettsa ngoo ley chaan Moisés mkwaan zha mbyi kuu nalit nak lo Diox; par ngok ngwleyy kuu nataak, per bluz lo ley kuu wlipaa nzhab Diox, lee Xgann Diox gak ngwleyy kuu nataak thitanax, tak thitanax nali nak Xgann Diox.
HEB.8.1	Ne koree nak kuu mas nataak lo re kuu ngetedizaa: Napaa thib ngwleyy kuu kwathoz nataak, zha kuu ndob lab ban lo Diox, ta ndob Diox nabee Diox yibaa. 
HEB.8.2	Ne lee zha nak ngwleyy kuu nke tsiin leen gwodoo kuu wlipaa nak gwodoo chaan Diox Ta Kwathoz Nayon, kuu mdexkwaa Diox ne nagte kuu mdexkwaa men. 
HEB.8.3	Tak loka cho ngwleyy kuu kwathoz nataak, lee rtsin zha nak, taa zha gon ne kuth zha maa taa zha lo Diox, kona lee ngwleyy kuu kwathoz nataak loʼaa, no zha ndoblo taa zha thib kwaa lo Diox. 
HEB.8.4	Ne os lo yezlyu ree ndo zha, neeka gagagt zha ngwleyy, tak nziʼa re ngwleyy kuu ndaa gon lo Diox taxal nabee ley chaan Moisés. 
HEB.8.5	Per lee re zha ree ntsow tsiin leen gwodoo yezlyu ree, kuu nak beeta xinn chaan gwodoo kuu wlipaa nak kuu yibaa, tak Diox mnabee lo Moisés texkwaa Moisés gwodoo taxal nzhab Diox lo Moisés: “Wii ne btexkwaay taxal kuu mloon loʼa yek yii Sinaí”. [Ex. 25:40] 
HEB.8.6	Per lee ngwleyy kuu kwathoz nataak loʼaa, mkayaa thib tsiin kuu mas wen, tak por lee zha mtaan Diox tedib trat kuu mas wen loʼaa, nake kuu ner, tak lee Diox ne taa Diox kuu mas wen loʼaa.
HEB.8.7	Tak os lee trat kuu myaan Diox kon Moisés ndala, gatsowe gagak men zha nali lo Diox, gataat Diox tedib diiz kuu nak trat kub. 
HEB.8.8	Per ne Diox nalit nda re mena, kona tenzhee nzhab Diox kwent chaan re zhaʼa lo xkeets Diox:
HEB.8.8	Too thib wiz, tsowʼn thib trat kub kon re goo, zha Israel ne zha Judá.
HEB.8.9	Lee trata nagte taxal kuu mtsowʼn kon re tey goo zha ndala,
HEB.8.9	leettsa mzhen na yaa zha ne mloon zha yezlyu Egipto;
HEB.8.9	ne tak mbint re zha diiz gatsow taxal nak trat da,
HEB.8.9	ta mod mlan zha, ne Zha Nabee.
HEB.8.10	Lee trat kuu tsowʼn kon re zha Israel bluz, tenzhee gake ne Zha Nabee:
HEB.8.10	Keen ley da leen xgab zha,
HEB.8.10	ne kee nay leen leettsoo zha.
HEB.8.10	Ne lee na gak Diox zha,
HEB.8.10	ne lee re zha gak zha yez da.
HEB.8.11	Ne yent raa cho loo lo tedib zha;
HEB.8.11	neeka lo re altaa zha neeka lo wets zha gabt raa zha:
HEB.8.11	“Ndoblo lebeeʼa Zha Nabee”,
HEB.8.11	tak reta zha lebeen,
HEB.8.11	asta zha kuu mas nataagt ne asta zha kuu mas nataak lo re zha.
HEB.8.12	Ne lat leettsoon nen zha lo re kuu went kuu mtsow zha,
HEB.8.12	ne thitanax nithlazʼn re falt kuu mtsow zha. [Jer. 31:31-34]
HEB.8.13	Ne leettsa nzhab Diox: “Taa Diox tedib trat kub”, leey nak, tak mtsow goxa Diox trat kuu ner. Ne lee kuu gox mera lux.
HEB.9.1	Ne kona lee trat kuu ner, mnabeey naa xomod ndoblo gol men lo Diox, leen thib gwodoo kuu natexkwaa lo yezlyu ree. 
HEB.9.2	Ne lee gwodooʼa tenzhee natexkwaay; lee leene ta ner le Ta Nayon, ta ndo kandeler kuu nke xni, ne lo bkoog ta ntsib zha pan kuu nayon lo Diox. 
HEB.9.3	Ne thib le lar ntow Ta Kwathoz Nayon; 
HEB.9.4	ne tya natexkwaa thib bkoog or, ta nteyy ngwleyy straak, ne tyaga ndo thib kaj kuu nzo trat kuu ner leen kuu nayi kon or dita cho. Ne leen kaja nzo thib jar or kuu nzo maná ne noga aga Aarón kuu mla bzhits, ne rop ke kuu nke ley lo. 
HEB.9.5	Ne dits kaj ndo chop zha kuu na taxal mandad chaan Diox, kuu le kerubin; ne lee xiil zha ntow dits kaj ta nxo re ngwleyy ren tsa tuyy Diox falt re men. Per lee nal ndechet raa tan kwent naa xomod nak re koree.
HEB.9.6	Ne, leettsa lista re koree, tsa lee re ngwleyy thibka ndaab leen ta nayon kuu ner, tsa tsow zha rtsin zha. 
HEB.9.7	Per lee Ta Kwathoz Nayon, ndaab beeta ngwleyy kuu kwathoz nataak, ne thibka welt ndaab zha thib liin; ne leettsa ndaab zha, ndoblo gwe zha ren chaan re maa, tsa taa zhay lo Diox, por re falt zha ne por re falt re men. 
HEB.9.8	Ne kon koree nlaaz Mbi Nayon ne loʼaa: Lee net kuu nzin Ta Kwathoz Nayon ter zhaale, dita leettsa lee gwodoo kuu ner nlortsinka par gol re men lo Diox. 
HEB.9.9	Ne koree nak diiz nanzee kuu nloo naa xomod nake nal. Kona nataagt re gon ne re maa kuu ndaa zha lo Diox lee roo gwodoo, tak gagt tsowe gak nambi xgab re zha kuu nzhool lo Diox. 
HEB.9.10	Re koree ndaa kwent chaan re kuu nzhuu men ne re kuu nzhow men, ne naa xomod ndoblo gak nambi men, re koree nak re ley chaan kwerp ne ngok nataake, asta leettsa lee Diox mndaa trat kub.
HEB.9.11	Per lee nal myaada Jesucrist, ne lee Jesucrist nak ngwleyy kuu kwathoz nataak loʼaa, ne ndyaadno Jesucrist kuu wen loʼaa. Ne mas wen ne nali nak gwodoo ta lee Jesucrist nak ngwleyy, ne nagte kuu natexkwaa kon yaa men; kuu nlazʼn nin nak, nagte kuu yezlyu ree. 
HEB.9.12	Ne thibka welt mndaab Jesucrist leen gwodoo Ta Kwathoz Nayon, mndaabt Jesucrist par mndaa Jesucrist ren re chib te ne ren re beser lo Diox, sinke mndaab zha par mndaa zha leeka ren zha, tsa mzhii zha lee, ne tenzhee mod mndaa zha yalnaban kuu thitanax loʼaa. 
HEB.9.13	Ne os wli lee ren chaan re ngon ne ren chaan re chib te, ne re di chaan re beser gol kuu nteyy zha lo bkoog, kuu nlaal zha dits re zha kuu nambit, tsow nayone ne ntembiy kwerp yezlyu ree. 
HEB.9.14	Os leey tatay, ¡masraa yalnabee nap ren Jesucrist! Tak Mbi Nayon mtsow ayud zha, kona mndaa zha leeka lee zha lo Diox, tsa lee ren zha tsow gak nambi xgabaa lo re kuu went, kuu ntsow ndyaʼaa lo yalguth, lee nal tak keʼaa tsiin lo Diox kuu naban thitanax.
HEB.9.15	Ne lo trat kub lee Jesucrist mtsow wen mrinaa kon Diox: Ne leettsa nguth Jesucrist mtuyy zha re faltaa kuu mtsowaa lo trat gox, tsa gakaa zha Diox ne kayaa lee re kuu ne Diox taa Diox lo re zha Diox. 
HEB.9.16	Ne leettsa ndexkwaa thib zha thib trat, ndoblo gath zha kuu mdexkwaay, tsa gak nataake. 
HEB.9.17	Ne os lee zha kuu mdexkwaa trat ngutha, tsa lee trat zha nataak, ne nataagt trat os le zha kuu mdexkwaay nabanka. 
HEB.9.18	Kona noga trat kuu ner mtaan Diozhe kon ren. 
HEB.9.19	Tak leettsa ngwalo mndaa Moisés kwent kuu nzhab lo ley lo re teyaa zha ndala: Tsaraa mzhen zha yits lad mbak zhiil kuu nane na, ne thib zhit ya kuu le hisopo, ne mloo zhay leen ren chaan re beser ne leen ren chaan re chib te kuu nabexnit kon nit, ne mlaal zhay dits libr chaan ley ne yek reta zha Israel. 
HEB.9.20	Tsa nzhab zha lo re men: “Ren ree nloo lee Diox mtaan thib trat loʼaa, kona ndoblo gonaa diiz xkiiz Diox kuu nke lo yeets ree”. [Ex.24:8] 
HEB.9.21	Ne oraaka mlaal Moisés ren dits gwodoo chaan Diox, ne dits re kuu nlortsin zha leen gwodoo. 
HEB.9.22	Ne lee lo ley nzhab: Reta kuu ndoblo gak nambiy kon ren; ne tuyyt Diox falt os lee ren zhot.
HEB.9.23	Ne os lee re kuu nak xinn chaan re kuu nzo yibaa tenzhee ngok nambiy, kona lee re kuu wlipaa nak kuu yibaa ngok nambiy kon ren kuu mas nambi. 
HEB.9.24	Tak mndaabt Jesucrist leen gwodoo kuu mdexkwaa re men yezlyu ree, kuu nak beeta xinn chaan gwodoo kuu wlipaa; sinke mndaab Jesucrist leen yibaa, tsa to Jesús lo Diox, tsa ni Jesús kwentaa. 
HEB.9.25	Ne mndaabt Jesús tyen welt leen gwodoo kadta liin, taxal ntsow re ngwleyy kuu kwathoz nataak, leettsa ndaab zha Ta Kwathoz Nayon, tsa ndaa zha ren kuu nagt ren zha. 
HEB.9.26	Tak os tenzheey, ndoblo gagath Jesucrist tyen welt desde leettsa mdexkwaa yezlyu. Per lee kuu wli nak, lee Jesucrist myaad thibka welt re wiz bluz ree, ne mndaa zha leeka lee zha nguth, tsa mtuyy zha re faltaa thitanax. 
HEB.9.27	Ne leeka taxal reta men thibka welt ndoblo gath men, ne bluz tsaraa lee Diox naab kwent lo re men, 
HEB.9.28	leeka tata, lee Jesucrist mndaa leeka lee, nguth thibka welt, tsa mtuyy zha falt kwathoz men. Ne tsaraa yaad zha tedib welt, per welt ree yaadt zha, par tuyy zha falt chaan re men, sinke yaad zha telaa zha re zha kuu ngebet yaad zha.
HEB.10.1	Tak lee ley chaan Moisés nak beeta xinn, chaan re kuu wen kuu yaadno Jesucrist kuu nak kuu wlipaa. Kona ngogt gatsow nali ley re men kuu mbig lo Diox kadta liin kon re maa kuu nzhuth zha ndaa lo Diox, taxal nabee ley. 
HEB.10.2	Ne os lee ley gatsow nambi re men lo re falt men lo Diox, ganet re men lee re men nap falt, ne gataat re men maa lo Diox. 
HEB.10.3	Per kuu wli nak, lee gon kuu ndaa zha ntsow ntelaaz zha re falt zha kadta liin, 
HEB.10.4	tak lee ren re ngon ne ren re chib te gagt kibe falt men.
HEB.10.5	Kona leettsa myaad Jesucrist yezlyu ree, nzhab Jesucrist lo Diox:
HEB.10.5	Nlaazta kuth zha maa taa zha loʼa,
HEB.10.5	neeka nlaazta taa zha gon loʼa,
HEB.10.5	sinke mndaaʼa thib kwerp lon.
HEB.10.6	Nyowt leettsooʼa kuth zha maa taa zha loʼa,
HEB.10.6	ne nyowt leettsooʼa teyy zha re maa gon loʼa por re falt zha.
HEB.10.7	Tsa nzhapʼn:
HEB.10.7	“Leen ndo nzhee,
HEB.10.7	taxal ndaa xkeets Diox kwent chaan da,
HEB.10.7	Xutʼn Diox, nlazʼn tsowʼn kuu nlaaza”. [Sal. 40:6-8]
HEB.10.8	Lee ner nzhab Jesús: “Nlaazta kuth zha maa taa zha loʼa, neeka nlaazta taa zha gon loʼa, neeka nlaazta tey zha maa gon loʼa por re falt zha”, ne tegal tata nabee ley. 
HEB.10.9	Tsaraa nzhab Jesús: “Lee na ndyal par tsowʼn kuu nlaaza”, koree nak, mluux Jesús trat gol, tsa lee trat kub telo. 
HEB.10.10	Ne mtsow Jesucrist ngok nambiʼaa lo Diox, tak mtsow Jesucrist kuu nlaaz Diox, leettsa mndaa zha leeka lee zha mke lo kruz thibka welt ne thitanax.
HEB.10.11	Ne reta ngwleyy, gandata wiz bee ntsow zha rtsin zha, nzhuth zha maa nda zha lo Diox, ne tegal gagt tuyy koree re falt men. 
HEB.10.12	Per lee Jesucrist thibka welt mndaa zha leeka lee zha nguth, tsa mtuyy zha re faltaa thitanax, ne ndya zha ndob zha lad ban lo Diox. 
HEB.10.13	Tya ndob zha ngebet zha, asta leettsa tetsin Diox re zha kuu nayii ne zha xann nii zha, tsa tobxub re zhaʼa lo zha. 
HEB.10.14	Ne por thibka gon kuu mndaa zha leeka lee zha, mtsow nambi zha re men thitanax lo Diox. 
HEB.10.15	Ne noga Mbi Nayon mndaa kwent re koree, leettsa nzhab Diox:
HEB.10.16	“Lee trat kub kuu tsowʼn lo re zha, re wiza, nak koree,
HEB.10.16	ne Zha Nabee:
HEB.10.16	Leen leettsoo zha keen ley da,
HEB.10.16	ne kee nay leen xgab zha”. [Jer. 31:33]
HEB.10.17	Ne noga ne Diox:
HEB.10.17	Thitanax nithlazʼn re falt chaan zha ne re kuu went kuu mtsow zha. [Jer. 31:34]
HEB.10.18	Kona leettsa lee re falt ngwaloʼa myuy, ndoblot raa taa zha mas gon por re falt.
HEB.10.19	Kona re goo wetsʼn ne btan na, lee nal kon dib ndroo leettsooʼaa tak tabaa leen gwodoo, asta Ta Kwathoz Nayon por ren Jesucrist, 
HEB.10.20	ne tekeʼaa dits net kub kuu ndaa yalnaban. Tak Jesucrist mxaal net ne mchat zha lar kuu ntow loʼaa Ta Kwathoz Nayon, leettsa nguth Jesucrist. 
HEB.10.21	Ne lee nal napaa thib ngwleyy kuu kwathoz nataak leen gwodoo chaan Diox; 
HEB.10.22	kona ndoblo bigaa lo Diox kon dib ndroo leettsooʼaa, tak wen neʼaa lee Diox kayaaʼaa; ne lee Diox mtembi leettsooʼaa lo re kuu went kuu mtsowaa, ne mteech Diox kwerpaa kon nit nambi. 
HEB.10.23	Thibka ney toʼaa ne gagt chop xgabaa lo kuu ngebetaa, tak nali nak Diox ne tetaa Diox kuu ne Diox loʼaa. 
HEB.10.24	Noga ndoblo koneyaa leettsoo altaaʼaa kon yalnkelaaz ne tsowaa kuu wen. 
HEB.10.25	Ndoblot laaʼaa kaltaataa par golaa lo Diox, taxal ntsow tedib net zha, sinke ndoblo koʼaa gan leettsoo altaaʼaa, ne masraa ndoblo tsow leey nal, tak ndetsin gaxa wiz kuu lee Zha Nabee bretab.
HEB.10.26	Tak os ndaaka lee falt taxal nlaazaa, leettsa neʼaa lee kuu wli, yent raa cho kib faltaa; 
HEB.10.27	beeta ngebetaa thib yalti thoz leettsa naab Diox kwent loʼaa, ne ko Diox reʼaa lo bel ta lux re zha kuu nayii ne Diox. 
HEB.10.28	Leettsa lee thib zha nzhont diiz lo ley chaan Moisés, ne nzo chop tson zha gab wliy, tsa nabee zha kuth zha zhaʼa ne latta leettsoo zha ne zha zhaʼa. 
HEB.10.29	¿Chu ndagt goo masraa naroob yalti ndoblo rid re zha kuu ngithno Jesucrist Xgann Diox, tak ndak zha nataagt ren Jesucrist, ne tabaa mod ntsow zha kuu went lo Mbi Nayon chaan Diox kuu nke leettsoo lee? Ne lee ren Jesús nak trat kub ne kon leey ngok nambi reʼaa. 
HEB.10.30	Noga neʼaa lee Zha Nabee nzhab: “Na naab kwent lo re men; na yizh lo zha”. [Dt. 32:35] Ne noga nzhab zha: “Lee Zha Nabee naab kwent lo re zha zha”. [Dt. 32:36] 
HEB.10.31	¡Kwathoz nathoz yalti rid men, os lee men tsow men kuu went lo Diox kuu naban!
HEB.10.32	Per btelaaz goo re wiz, leettsa mxaal Diox yek goo par mkayaa goo xni chaan Diox ne xomod mxek goo mriid goo yalti, 
HEB.10.33	nzo chop tson goo mtsalzhoo zha goo ne mndeno zha goo lo re men, ne techop tson goo mkaltaa kon re wets goo, ne no goo mriid goo yalti kon re zhaʼa. 
HEB.10.34	Ne mlat leettsoo goo mne goo re zha kuu nzo tsib, ne asta laz goo leettsa mkib zha re kuu nap goo, tak neʼa goo leen yibaa nap goo mas kuu wen kuu xek thitanax. 
HEB.10.35	Thibka bloo goo yek goo gwalaaz goo Zha Nabee, tak tabaa mod kayaa goo kuu tsow goo gan. 
HEB.10.36	Ne bxek leettsoo goo rid goo yalti, tsa leettsa mtsowa goo kuu nlaaz Diox, tsa kayaa goo kuu ne Diox taa Diox. 
HEB.10.37	Tak lo xkeets Diox nzhab:
HEB.10.37	Tak telutta ndo,
HEB.10.37	yaad zha kuu naka diiz yaad,
HEB.10.37	ne laket raa zha.
HEB.10.38	Lee zha kuu thibka nali ndo lon,
HEB.10.38	taban zha tak nyelaaz zha na.
HEB.10.38	Os lee zha bre zha lo kuu yezlyu,
HEB.10.38	went yo leettsoon nen zha. [Hab. 2:3-4]
HEB.10.39	Ne leeʼaa nagtaa zha kuu bre yelaaz kuu yezlyu ree, tsa ridaa yalti, sinke leeʼaa nakaa zha kuu nyelaaz Jesucrist, ne tsowaa gan yalnaban kuu thitanax.
HEB.11.1	Leettsa lee thib zha nyelaaz Diox, ne wen wen ne zha wli tekayaa zha kuu ngebet zha, ne wen wen ne zha kon dib ndroo leettsoo zha kuu nloot lo zha. 
HEB.11.2	Tak wen ngoo leettsoo Diox mne Diox re teyaa zha ndala, tak ngwalaaz zha Diox. 
HEB.11.3	Ne tak nyelaazaa Diox, kona neʼaa lee Diox mdexkwaa yezlyu kon xkiiz Diox, kona lee re kuu nloo loʼaa nal, mdexkwaay por re kuu nloot.
HEB.11.4	Tak ngwalaaz Abel Diox kona mndaa Abel thib gon kuu mas wen lo Diox nake kuu mndaa Caín, ta mod mkayaa Diox zha taxal zha nali, ne mkayaa Diox gon zha. Ne kona tegal ngutha Abel, per bee ngelooka zha naa xomod ngwalaaz zha Diox.
HEB.11.5	Ne tak ngwalaaz Enoc Diox, kona naban zha ndya zha yibaa, ne mkwaan re men zha, per mzalt zha lo re men, tak lee Diox ndano zha yibaa. Ne lee xkeets Diox nzhab, leettsa ter teno Diox zha, wen ngoo leettsoo Diox mne Diox re kuu mtsow zha. 
HEB.11.6	Os nyelaazt men Diox, thitanax went nzo leettsoo Diox ne Diox men. Tak os lee thib men nlaaz big gax lo Diox, ndoblo yelaaz men nzo thibka Diox, ne ndaa Diox kuu wen lo re zha kuu nkwaan Diox.
HEB.11.7	Ne tak ngwalaaz Noé kuu nzhab Diox, leettsa nzhab Diox lo zha rid re kuu terka loo, ne mbin zha diiz ne mdexkwaa zha thib bark, ta ngoo re lizta zha par mlaa zha. Ne tabaa mod mloo Noé lee re men yezlyu ree ndoblo gath zha, tak nyelaazt zha Diox, ne mtsow Noé gan myaan Noé thib zha nali lo Diox, tak ngwalaaz Noé Diox.
HEB.11.8	Tak ngwalaaz Abraham Diox, kona mbin zha diiz lo Diox, leettsa mrez Diox zha, tsa ya zha yo zha tedib yezlyu, ta taa Diox lo zha ne lo re zhiinn zha. Mroo zha laz zha ne neeka net zha naa pa nda zha; 
HEB.11.9	ne tak ngwalaaz zha Diox, kona ngoo zha taxal thib zha tith yezlyu kuu nzhab Diox taa Diox lo zha. Ne leen yuu yid ngoo zha, ne leeka tata ngoo Isaac ne Kob, ne noga rop zhaʼa mkayaa kuu nzhab Diox taa Diox. 
HEB.11.10	Ne lee Abraham mlet kayaa yez kuu naats nzo simyent kuu leeka Diox mta.
HEB.11.11	Ne noga Sara ngwalaaz Diox, ne tegal kwathoz ngoox Sara, per ngoo zhiinn Sara, ne ngop Sara thib mbet, tak ngwalaaz Sara kuu nzhab Diox tsow Diox lo Sara. 
HEB.11.12	Kona tenzhee mod lee Abraham tegal gax ndo gath zha, per mkeno zha thib xgann zha ne tata mod mkeno zha naroob raz zha, taxal re mbel kuu nzib lobee ne taxal re gux kuu nzi roo nitdoo, kuu gagt lab men.
HEB.11.13	Ne reta zhaʼa nguth zha ne mkayaat zha kuu nzhab Diox taa Diox lo zha, per tak ngwalaaz zha Diox; tith mwii zhay ne mni zha “diox” loy. Per myen zha ne nzhab zha, taxal zha tith nak zha lo yezlyu ree. 
HEB.11.14	Kona lee re zha kuu mbez nak zha tith lo yezlyu ree, kuu nlaaz zha ne zha nak, lee zha ngekwaan ta gak laz zha. 
HEB.11.15	Tak os lee zha nzo yek zha yez ta mroo zha lo yezlyu ree, ngok gabretab zha tya tedib welt. 
HEB.11.16	Per lee xgab re zha nak tsin zha tedib yez kuu masraa wen, kuu nak yibaa. Kona nthoyt Diox nak Diox Diox re zhaʼa, tak napa Diox thib yez naro ta yo re zhaʼa.
HEB.11.17	Tak ngwalaaz Abraham Diox, kona mtsow Diox thib kuu nagan lo Abraham, leettsa mzhen zha xgann zha Isaac gaguth zha ne gataa zha gon lo Diox, zha kuu nak thibka xgann zha kuu nzhab Diox taa Diox lo zha ner. 
HEB.11.18	Leettsa nzhab Diox: “Lo raz Isaac yazh raza”. [Gn. 21:12] 
HEB.11.19	Tak ne Abraham lee Diox nap yalnabee, tsow Diox roban zha xid re zha nguth; kona tak gabaa, lee Abraham mkayaa zhiinn tedib welt taxal thib zha kuu mroban xid re zha nguth.
