MAT.1.1	Chichato hen natontonan hen nangingganà an Jesu Cristu way ganà Arey David way narpon Abraham.
EPH.4.11	Ya chuar agé hen inidchatna way kafaelan hen tatagu ah katorongan hen ommafurot an hiya, te enammaana hen tapena ah man-aposel, ya anat hen kafaelan hen tapena way mangimfaga hen alen Apudyus way ekatchéén profeta. Ya inidchatna agé hen kafaelan way i manginwarawag hen anchi ammayay chamag ya anat hen kafaelan way manalimun hen anchichay ommafurot ya manudtuchu an chicha. 
EPH.4.12	Hen gagaran Jesu Cristu way nangidchat hen anchichay nankarakarasey kafaelan, ta wéhchin anchichay ommafurotén wachay érégna way mangamma hen laychén Apudyus ah katorongan hen afurot hen ihaiha amin hen anchichay kaman acharna. 
EPH.4.13	Ta hen mekaman koma, matapyatapyan hen innilataaw mepanggép hen anà Apudyus ingganah mapapchong koma hen afurottaaw amin ya ta matang hen hamhamàtaaw ta komamantaaw amin an Jesu Cristu way antaaw amin ammag aran hen anchi nenènong way hamhamàna. 
EPH.4.14	Te no yachi hen mekaman an chitaaw, faéntaaw tot-owa kaman ungunga way ammag naraka way ma-awis. Wat achitaaw ammag cha ma-awis ah heno way kadchachato way mitudtuchu, ya achitaaw agé ammag cha marokop hen anchichay manasilib way sabsafali hen chacha itudtuchu. 
EPH.4.15	Te hen ekamantaaw, antaaw ammag aryén yanggay hen katot-owaan hen anchichay tatagu way ammag maid koma kétkétém ah miyahrang, yag achitaaw agé iyaningarngar way mangimfaga ta antaawat an epàila hen layadtaaw. Te masapor komamantaaw an Jesu Cristu hen aminay ekamantaaw te hiya hen urutaaw. 
EPH.4.16	Ya hiya hen cha mangenmaneho an chitaaw way penaka-acharna ta mehohoop hen aminay parten hen hiyachiy achar way hen anchichay urat hen mamangchén. Wat no wéhchin parten hen acharén ammaana hen ustoy fiyangna, pomegsa ya chumakar hen yachiy achar. Wat yachi koma hen ekamantaaw way achar Jesus ta pomegsa hen tempoyugtaaw ya hen afurottaaw gapon chataaw man-ahelennaychan.
EPH.4.17	Wat hiyachi, hen itugun-o an chàyu way imfagan Apo Jesu Cristu an haén, masapor achitaaw koma cha unuchun hen a-amman hen anchichay achi omafurot te chicha, chacha torachén yanggay hen wachah hamhamàcha way maid poros sérfina 
EPH.4.18	te ammag helang hen hamhamàcha. Ya achicha agé mèawa hen ataguwan way idchat Apudyus te achicha ma-awatan hen mepanggép an hiya. Yag hen achicha mangawatan, te anchag cha epapelet way mangamma yanggay hen wacha an chicha. 
EPH.4.19	Wat ammag naka-an hen aminay fiincha ya chachaat agé iyuya hen heno way laychén hen acharcha way ammaan way anchag pommasag ah heno.
EPH.4.20	Ngém chàyu, faén metchi hen enacharyu mepanggép an Jesu Cristu. 
EPH.4.21	Te chengngaryu met hen mepanggép an hiya ya chayu agé torachén hen tot-owa way intudtuchuna. 
EPH.4.22	Wat yachi, masapor manchùganyu amin hen anchi laweng way gagangay way tenoradyu hen cha-anyu omafurotan, te yachi hen karokopan hen acharyu ya hen manachael an chàyu. 
EPH.4.23	Ta ad uwan, masapor mafalewan hen hamhamàyu 
EPH.4.24	way aranyu hen anchi ammayay hamhamà way narpon Apudyus way kaman-ayu kasen niyanà ah fummuru way tatagu way kommaman hen hamhamà Apudyus. Te hen anchi narpon Apudyus, nachachallos ya nalilimpiyu.
EPH.4.25	Wat hiyachi, masapor achitaaw chan kétkétem ta hen anchi tot-owa yanggay hen iyale, te wéhchin chitaawat parten hen achar Jesus. 
EPH.4.26	Yag no wachay omaningarngaran, arwachan ta achi mamfalinchi ah fumasoryan. Ya achi agé mafalin unongon hen aningarngar ingganah madhém ta achi koma mahen-awniyan yag naka-an. 
EPH.4.27	Ya achitaaw eparufus hen wayan Chumunyu way man-anchar an chitaaw. 
EPH.4.28	Yag mag-ay ta wachay manga-akaw, masapor etagayna ta anat an i mèlabfu ah ustousto ta wachay iyarana ah masaporna yah etorongna hen anchichay makasapor ah torong. 
EPH.4.29	Achitaaw agé cha ar-aryén hen laweng ta hen aryéntaaw yanggayat hen anchi makatorong hen anchichay mangngar ta achitaaw héphépén hen laweng ta an pomegsa hen hamhamàcha mepanggép hen usto. 
EPH.4.30	Ya achitaaw agé ammaan hen mangempatokar hen Espiritun Apudyus, te hen Espiritun Apudyus way nìyachar an chitaaw, hiya hen markan Apudyus way mangimfaga way enawan Apudyus chitaaw. Ya heno way tagu way wacha hen Espiritun Apudyus an hiya, sigurachu hen kahara-ana ah pegwana. 
EPH.4.31	Masapor achitaaw unongon hen lommawengan hen hamhamà ya umat agé hen nanggatan. Etagaytaaw agé hen aningarngar ya sosongel. Ya achi koma agé mafalin way mankapkapot ya lawrawengén hen ifa 
EPH.4.32	ta hen ekamantaaw koma, antaaw an man-ahe-ennanoh ya man-ahesennég-ang ta hen ammay yanggay hen ammaantaaw hen ifataaw. Ya masapor agé man-ahepennakawantaaw kaman hen namakawanan Apudyus an chitaaw gapon Jesu Cristu.
EPH.5.1	Chitaaw hen a-anà Apudyus way laylaychénay térén, wat hiyachi, masapor torachéntaaw hen aminay hamhamàna te hiyan Amataaw. 
EPH.5.2	Ya masapor agé man-ahelennayadtaaw way kaman hen manlaychan Jesu Cristu an chitaaw. Te hiya, gapon layadna an chitaaw, inidchatna hen acharna way matéy para an chitaaw way yachin ninchatonana hen acharna an Apudyus yag naraychan tot-owa ah Apudyus hen hiyachiy enammaan Jesus.
EPH.5.3	Gapo ta chitaaw hen tatagun Apudyus, achi koma mafalin way wacha hen man-am-ameam ya hen mangammah laweng way chumagchagas ya aminay lenoroko way uray hen mahaphapetan cha nadchi wat achi koma mafalin an chàyu. 
EPH.5.4	Ya achitaaw koma agé chan ale ah aggarémha way ale ya hen anchi nat-én hen mepayana ya umat agé hen maid gutokna ya hen narafus way sos-oro, ta hen epaenghataaw koma, hen manyamanantaaw an Apudyus. 
EPH.5.5	Te hen anchichay tatagu way aggaisaw ya lenoroko hen a-ammacha, sigurachu way achicha metape hen mantorayan Apudyus way hen-ama an Jesu Cristu. Ya umat agé hen anchichay man-am-ameam ah egad te chicha, ancha cha apudyusén hen kok-owa way yachin patigéncha yag faénat agé ah Apudyus. 
EPH.5.6	Ilanyu ta achi chàyu cha lokopon hen anchichay nan-asilib way mangaliyén faén tot-owa hen antoy imfagà. Te gapo angkay hen hiyahay a-amma, wat harémén angkay hen anchichay achi omafurot hen chusan Apudyus. 
EPH.5.7	Wat achiayu cha miyah-ahrang hen kaman an cha nadchiy tatagu. 
EPH.5.8	Te ilanyu ngén, hen anchi ar-argawat helang agé hen hamhamàtaaw way maid innilataaw an Apudyus. Ngém ad uwan, nahehellawan hen hamhamàtaaw gapon ommafurotantaaw an Apo Jesus. Wat masapor iyafiintaaw hen nahelawan hen hamhamàtaaw 
EPH.5.9	way hen kafud-asanaat ammag nalimpiyu hen hamhamàtaaw ya hen mangammaantaaw hen tot-owa way ammayén Apudyus. 
EPH.5.10	Ya antaaw an acharén hen anchi mangemparaylayad an hiya ta yachin ammaantaaw. 
EPH.5.11	Ya achitaaw agé mètemfuruy hen a-amman hen anchichay tatagu way achi omafurot way maid fanag hen chacha am-ammaan, ta antaaw an ammaan hen usto ah kahelawan hen anchi laweng way a-ammacha. 
EPH.5.12	Ya hen hiyachiy laweng way chacha etaro way mangamma, wat uray hen mangaryanéén ammag afifiin way térén. 
EPH.5.13	Wat no mahelawan hen anchi laweng way chacha ammaan, kapeletan way achi metat-aro yag narawag koma hen mangenlasinancha hen kenarawengna ta falewancha koma. 
EPH.5.14	Yag yachi agé hen cha itugun hen anchi nesosorat way alen Apudyus way ekatnéén,
EPH.5.14	“Chàyu way kaman nanasséy, fumangon-ayu
EPH.5.14	te kaman-ayu nanattéy, wat man-uchiayu
EPH.5.14	ta helawan Cristu hen hamhamàyu agé.”
EPH.5.15	Wat ar-arwachantaaw hen chataaw ekamkaman ta achitaaw ekaman hen anchichay achi maka-awat hen usto te chitaaw, na-awatantaaw met hen usto. 
EPH.5.16	Yag no wachay wayataaw way mangamma hen ammay, ammaantaawat ta achi pomegpegsa hen anchi laweng way cha omam-améd hen chana ka-ammaan ad uwan. 
EPH.5.17	Wat achitaaw wéwéngwéngén ta antaaw an emamad way manganap hen laychén Apudyus.
EPH.5.18	Achitaaw agé eparufus hen achar way mamfutang te ammag chumachaelchi. Ta hen ekamantaaw, antaaw an eparufus hen Espiritun Apudyus way mamangchén hen hamhamàtaaw. 
EPH.5.19	Yag no man-ub-ufuntaawén chataawat agé iyale hen alen Apudyus ya mankankanta agé ah manayawantaaw an hiya ya ah mangar-antaaw ah tugun. Ya antaaw an laylayad way mankankanta way chataaw agé ham-éham-én hen laychénay aryén. 
EPH.5.20	Yag gapon Apo Jesu Cristu, antaaw agég manyayaman an Amataaw way Apudyus, uray heno way ma-ammaan.
EPH.5.21	Wéhchiyén masapor epafafana hen acharna hen ifana te yachi hen mail-an hen mangempafafaantaaw hen achartaaw an Jesu Cristu. 
EPH.5.22	Chàyu way finufae, masapor epafafayu hen acharyu hen anah-ahaw-anyu way kaman hen chayu mangempafafaan hen acharyu an Apo Jesus. 
EPH.5.23	Te hen larae, hiya hen urun hen ahawana way kaman hen nan-uruwan Jesu Cristu hen aminay ommafurot, ya ah Jesus, henara-ana amin hen anchichay ommafurot way niyalig ah acharna. 
EPH.5.24	Wat hiyachi, kaman hen mangafurotan hen ommafurot an Jesu Cristu, wat kaman koma agéhchi hen mangafurotanyu way finufae hen anah-ahaw-anyu.
EPH.5.25	Ya chàyu agé way lenarae, masapor laylaychényu hen anah-ahaw-anyu way kaman hen nanlaychan Jesu Cristu an chitaaw way ommafurot an hiya, te ah Jesus, anggay hen layadna an chitaaw, inidchatna hen acharna way matéy 
EPH.5.26	ta mamfalinéna chitaaw ah maid fasfasorna an Apudyus way gapon nangurahana hen fasortaaw hen nangafurotantaaw hen enalena. 
EPH.5.27	Enammaan Jesu Cristuchi ah mangen-awaana an chitaaw way ammag maid fasfasortaaw ya maid amin guhguhawtaaw ta ammag ammay hen mangil-ana an chitaaw ya hen mangar-ana an chitaaw. 
EPH.5.28	Wat chàyu way larae, masapor kaman agéhchi hen manlaychanyu hen anah-ahaw-anyu way kaman chillu hen manlaychanyu hen acharyu, te hen ahawayu hen kaman pétén hen acharyu. Wat heno way manlayad hen ahawana, chana agé laychén hen acharna, 
EPH.5.29	ya maid ménat chillu tagu ah achi manlayad hen acharna, te pakay chana panganén ya chana halimunan nò. Yag yachi agé chillu hen cha ekaman Jesus way annag hahallimunan chitaaw way acharna ya laylaychéna chitaaw 
EPH.5.30	te chitaaw hen parteparten hen acharna. 
EPH.5.31	Yachi hen fanag hen anchi nesosorat way alen Apudyus way ekatnéén,
EPH.5.31	“No omahawa hen larae, taynana hen chàcha-arna yag enteponna hen ahawana way yachi hen mamfalinancha ah ihà-an way achar.”
EPH.5.32	Chakar hen laychén nadchiy aryén ya naunig te hen ma-awatà, ahapéna agé ah Jesu Cristu ya amin hen anchichay ommafurot an hiya. 
EPH.5.33	Ngém wacha chillu hen keyaryana hen hen-ahawa hen antoy lota, te hen larae, masapor laylaychéna hen ahawana way kaman hen manlaychana hen acharna. Ya hen fufae agé, masapor iyafiinna hen ahawana.
EPH.6.1	Chàyu way a-anà, masapor afurotonyu hen chinàcha-aryu te yachi hen nenènong way a-amman hen anchi ommafurot an Apo Jesus. 
EPH.6.2	Ya yachi chillu hen inyurchin Apudyus way ekatnéén, “Masapor rispituwényu hen chinàcha-aryu.” Ya yachi paat agén anchi pés-éy orchin Apudyus way wacha hen gungguna no afuroton 
EPH.6.3	te empostan Apudyus way mangaliyén, “No afurotonyuchi, ammay hen ataguwanyu hen antoy lota ya marakay-ayu ya an-ayuwat matéy.”
EPH.6.4	Chàyu way chinàcha-ar, achiyu ammag cha pa-aningarngarén hen a-anàyu hen manugunanyu an chicha, ta anyu an amhiwén chicha ya disiplinéén chicha. Ngém hen ekamanyu, kaman hen cha ekaman Apo Jesus an chitaaw.
EPH.6.5	Chàyu way alepan, masapor iyam-ammayu way mangafurot paat hen anchichay nangen-alepan an chàyu ya iyafiinyu agé chicha way hen ekamanyu, afurotonyu chicha way maid lawraweng ah hamhamàyu way kaman ah Jesu Cristu paat hen chayu afuroton. 
EPH.6.6	Ya faén agé yanggay hen mangi-il-ancha an chàyu hen mangammaanyu hen usto te no yachi, an yanggay hen machayawanyu hen chayu anapén. Ta hen ekamanyu koma, anyu an ammaan hen acharyu ah kaman alepan Jesu Cristu way ahelaylayad way mangamma hen laychén Apudyus. 
EPH.6.7	Ya layyalayyad-ayu koma agé way mangamma hen heno way mepa-amma an chàyu te hen katot-owana, faén yanggay tatagu hen nangen-alepan an chàyu te ah Apo Jesu Cristu agé. 
EPH.6.8	Yag innilataaw met way heno way ammay way ammaan hen tatagu way uray alepan ono faén, gunggunaan Apudyus amin.
EPH.6.9	Ya chàyu agé way nangen-alepan, masapor e-ènongyu agé hen ekamanyu. Achiyu cha ég-égyatén hen anchichay alepanyu. Te innilayu chillu way chitaaw amin way uray alepan ono ap-apo, an ihà-an hen Apotaaw ad uchu. Ya hiya, achina angkay epohowan hen tatagu, uray heno hen kasasa-adna.
EPH.6.10	Hen anongoh way ifagà an chàyuwat masapor epapatetaaw way mangamma amin hen laychén Apudyus way hen kafaelantaaw way mangamma, faén chillu chitaaw hen marpowana te marpo hen mannakafalin Apo Jesu Cristu way wawà-acha an chitaaw. 
EPH.6.11	Ya masapor iya-armastaaw hen amin anchichay armas way ini-idchat Apudyus ta wachay ekamantaaw way mangafà an Chumunyu way ammag narokkop. 
EPH.6.12	Te ah katot-owana, faén tatagu hen kafusortaaw te hen anchichay egachay chumunyu ya ongtan ya hen amin anchichay achi maila way wachan mannakafalinna, te chicha hen cha mangentoray hen tatagun antoy lota way ammag ngéngét hen hamhamàcha. Chichachi hen kafusortaaw way chataaw gufatén. 
EPH.6.13	Wat hiyaha hen masapor iya-armastaaw hen amin anchichay kaman armas way ini-idchat Apudyus an chitaaw. Ya usaréntaaw chachi way mangufat hen kafusortaaw ta achitaaw paat ma-afà no umchah hen laweng, ta no marpas hen anchi gufat, manga-afàtaaw chillu.
EPH.6.14	Wat antaaw ammag mansasaggana way kaman sorchachu way hen sorchachu, wat masaporna hen kénégay sentoron. Wat hen kaman esentorontaawat hen anchi mangaryantaaw hen ammag tot-owa paat way maid kétkétém. Ya hen iha agé, masapor hen sorchachu hen hapar hen paragpagna. Wat hen kaman ehapartaawat hen a-ammataaw way ammay ya nalimpiyu. 
EPH.6.15	Yag hen kaman esasappatostaaw agéat hen mansasagganaantaaw way mangimfaga hen anchi ammayay chamag mepanggép hen mètempoyugan an Apudyus. 
EPH.6.16	Yag masapor agé é-égnanantaaw hen afurottaaw an Jesu Cristu te yachi hen kaman arahagtaaw. Te no manokchuntaaw hiya, mahaparantaaw hen heno way aggaégyat way eposet Chumunyu an chitaaw way kaman cha gumilab way say-ang. 
EPH.6.17	Ya hen kaman agé helmettaawat hen nanara-an Jesu Cristu an chitaaw, te yachi hen mahaparan hen hamhamàtaaw. Ya antaaw agég ehehèat hen anchi fangid way inidchat hen Espiritun Apudyus way hiyachi hen alen Apudyus. 
EPH.6.18	Masapor agé way chataaw manluwaluwaru way uray heno way mekamanén chataawat manchawat ah torong Apudyus way chataaw agé torachén hen itudtuchun hen Espirituna hen manluwaruwantaaw. Yag antaaw agég epapate way manginluwaluwaru hen aminay ommafurot. 
EPH.6.19	Yag etapeyu agé haén hen manluwaruwanyu ta epahpahmà Apudyus hen ustoy aryê no mawayanà way man-ale. Ya chawatényu agé ta achiyà émég-égyat way mangimfaga hen anchi ammayay chamag way iggay ma-ammuwan ingganad uwan. 
EPH.6.20	Te yachi chillu hen chà enkamkaman way penaka-achar Apudyus yag yachiyat agé hen nifaruchà. Wat iluwaruwanà koma ta anà ammag cha tomorotorod way mangentoroy hen anchi impiyar Apudyus an haén.
EPH.6.21	Yachi yanggay hen ifagà, ngém achi fali te naway way umalehna ah Tikico way napateg way sonodtaaw te natalek way mansérfi an Apo Jesus. Wat egad hiya way manaphapet an chàyu amin hen mepanggép an haén. 
EPH.6.22	Yachi paat hen gagarà way mangempale an hiya ahna, ta haphapeténa hen mepanggép an chànihto ya ta epas-émna agé hen hamhamàyu amin.
EPH.6.23	Wat hiyachi, chàyu way sosnod way ommafurot, hen chawatê an Amay Apudyus ya Apo Jesu Cristu, wat ta papannohoncha hen hamhamàtaaw amin ya ta pomegsapegsa hen afurottaaw ya umat agé hen chataaw man-ahelennaychan. 
EPH.6.24	Wat ta totollongan chitaaw amin an Apudyus, amintaaw way maid péppég hen layadna an Apo Jesu Cristu. 
PHP.1.1	Haén ah Pablo ya antoyan agéh Timoteo way chàni hen chan sérfi an Jesu Cristu. Wat antoyan hen soratni way metongpar an chàyu amin way tatagun Apudyus ahnad Filipos gapo hen ommafurotanyu an Jesu Cristu ya umat agé chàyu way cha memponponò ya chàyu agé way cha manorong an chicha.
PHP.1.2	Wat ta totollongan chitaaw amin an Amataaw way Apudyus yah Apo Jesu Cristu, ya ta papannohoncha agé hen hamhamàtaaw.
PHP.1.3	Anà ammag manyaman an Apudyus hen aminay chà manmanma-an an chàyu, 
PHP.1.4+PHP.1.5	te nanepod hen pés-éy ommafurotanyu an Jesu Cristu ingganad uwan, anyug cha torotorongan haén way manginwarawag hen anchi ammayay chamag. Wat amin hen manginluwaruwà an chàyuwén ammag amchan hen laylayad-o. 
PHP.1.6	Ya sigurachuwà agé way halenonoton Apudyus hen afurotyu, te hiya chillu hen nangempahpahmà hen pés-éy ommafurotanyu. Wat annag etotoroychi ingganah kahènachan hen mamfangchan Jesu Cristu.
PHP.1.7	Nenènong way yachi chillu hen hamhamào an chàyu te napateg-ayu paat an haén way an-ayug cha melak-am hen aminay torong Apudyus an haén. Te cha-ayu mìligat hen antoy nifafalluchà ya kaman agé hen anchi nawawayyaà way manàchég hen anchi ammayay chamag ya hen chà nangempapegsaan hen afurot hen tapena. 
PHP.1.8	Innilan Apudyus hen ka-amchan hen enayù an chàyu ya hen layad-on chàyu, te kaman ménat hen layad Jesu Cristu an chitaaw.
PHP.1.9	Wat hen chawatê an Apudyus, ta an komag pomepegsa hen ekamantaaw way man-ahelennayad, ya ta matapyatapyan agé hen ma-awatantaaw mepanggép an Apudyus, ya antaaw agég lomaeng way mangenlasin hen aminay tot-owa. 
PHP.1.10	Te no hiyachi, kapeletan way afunantaaw hen anchi nenènong paat, ya achi chitaaw agé pafasoron hen mamfangchan Jesu Cristu te ichahan chitaaw way nachachallos. 
PHP.1.11	Wat antaaw an ammaan yanggay hen anchi usto way ammayén Apudyus way ah Jesu Cristu yanggay hen gapona ah ka-ammaan cha nadchi, ya hen kahalenonotanaat hen kachayawan Apudyus ya hen mepàil-an hen kaenammayna.
PHP.1.12	Chàyu way sosnod, awni yag ekatyuwén magat matepéd hen miwarawagan hen anchi ammayay chamag gapon amin antoy nepasamak an haén. Ngém masapor ma-awatanyu way faénat angkay, te an cha tomorongchi hen miwarawagana. 
PHP.1.13	Te ilanyu ngénat, nanchinngar amin hen antochay sorchachun Are ya umat agé hen amin antochay tapen hen tatagu way maid kasen nifaruchà no faén yanggay hen chà mansérfiyan an Jesu Cristu. 
PHP.1.14	Ya gapo agé hen antoy nifafalluchà wat ammag senésém-ém hen hamhamà hen kachùran hen anchichay sosnodtaaw an Apo Jesus yag naka-an hen égyatcha yag chachaat agé tomorod way manginwarawag hen alen Apudyus.
PHP.1.15	Manowat te hen katot-owana, nat-én hen ganchat hen tapena, te ah apéscha yanggay an haén hen chacha mangempagngaran hen mepanggép an Cristu, te laychénchay menlahyan an haén. Ngém wachacha chillu hen tapena way ustousto paat hen ganchatcha, 
PHP.1.16	te chicha, gapon layadcha an haén ya anchaat iwarawag, te na-awatancha way emparufus Apudyus hen antoy nifaruchà ah manàchégà an hiya ahto. 
PHP.1.17	Waman hen anchichay tapena, nat-én tot-owa hen ganchatcha mepanggép an Cristu, te hen machayawancha yanggay hen chacha anapén. Ya hen ekatcha agé, ta an koma machismaya hen hamhamào ahtoh pagfaruchan hen chà mangngaran hen chacha ammaan. 
