GEN.1.1	Gër ỹanar, Kaxanu nëcëtëguk
GAL.4.14	Ang ŝëxwëra bame ak, ane cus bana ɓëte ane kwëỹëta bana, w̃ëlaya këne ang meleka ir Kaxanu fo, ang Yesu 
GAL.4.15	Do feye ex onënga orewën ol? Gayikwa osede orewën olo këme reƴarand, kido awënd wënd bax, axor xor don en dëxët ɓangës ɓandewën ɓaŋ do ene yël. 
GAL.4.16	Awa ba arangoỹëra andewën nde hi këme ga këmun felënd ako ɗal in?
GAL.4.17	Ɓër këŋun w̃asinënd mëne aɓal këɓi ɓalënd endewën ɓëjo anun ŋan ex na. Er ỹandi këɓi enëɓo capëreli wëno gë wën, do wën eŋun ɓalënd endeɓën fo. 
GAL.4.18	Eɓalëkënali ed ɓeỹ el er ŝenene ex nand ex yo, ɓarikan ax gi ex and hi këne në ereɓat aŋ fo. Do ang baŋun ɓalënd endam ak ɓayiyin ga këŋun ɓalënd mondako fo. 
GAL.4.19	Wën oɓaŝ oram, angëmëne me kwitand ang soro këme në endewën na, gaŝëxe ke ƴambënënd ang asoxari ar orëw̃ fo. Do gë aƴambën ijo këme ɓayi xali nand kën wëndër ɗek gë 
GAL.4.20	Enimin oñandi odam ok ex me gido gërëgako dëŋ mërëxand irewën, mëŋ nangaxën dome ba mondake felëra domun. Ata ɗek wëlandëra ke ɗe endewën eŋ.
GAL.4.21	Wën ɓër ỹandi këŋun en tëf 
GAL.4.22	Ga ỹëgw ko wa mëne: «
GAL.4.23	Itox ind asoxari axaɗëp iŋ rëw̃ këno ga ỹandi baɓi eno cot. Ɓarikan ind asoxari ar ƴaƴa iŋ rëw̃ këno ga ɓeƴa baɓi Kaxanu. 
GAL.4.24	Gër endeƴ eŋo amatinali exëna gayikwa ɓësoxari ɓëxi ɓëjo ex oser oxi or gë Kaxanu oŋ. Eter eñanar el ex ed gër etënd ed Sinayi el, elo ex ed gë oxaɗëp el: mëŋ ex 
GAL.4.25	Ata Agar ex etënd ed Sinayi el gër ebar ed Arabi. Kaxanu fën yëlëgu këŋo acariya aŋ Moyis. Agar angol and Yerusalem and gërëgako aŋ, mëŋ gë oɓaŝ orexëm ol okaɗëp exëni. 
GAL.4.26	Ɓarikan Yerusalem ir ƴaŋ gër orën in ex asoxari ar ƴaƴa an, mëŋ ex nëma ireɓi. 
GAL.4.27	Mëŋ ỹëgwaxën këni:
GAL.4.27	«Nëngandëralexi wëj asoxari aɓoroxok an,
GAL.4.27	Nëngandëralexi wëj ar ax dëw̃ënd na an!
GAL.4.27	Ɗepërayind onënga ol,
GAL.4.27	wëj ar elod ax tëƴi ex na aƴambën ir orëw̃ an.
GAL.4.27	Gayikwa wëj ar fela këni gër eñër an,
GAL.4.27	Oɓaŝ oreƴ ol kë ỹëmb nëmëc
GAL.4.27	Gë or asoxari ar ɓayik gër eñër an
GAL.4.28	Ɓëmaỹe ga hi kën oɓaŝ or Kaxanu mëŋ dëŋ ɓeƴa këŋun ang ɓeƴa baŋo 
GAL.4.29	Do ang hi bax akarëk ak, itox ind rëw̃ këno gë oñandi od ɓela fo iŋ baŋo rixërand ind rëw̃ këno gë oñandi od Angoc and Kaxanu iŋ, mondako fo ex ɓëte gërëgako. 
GAL.4.30	Xarak ine rek Oñëgw Omënëk ok: «Ŋw̃ayëlëɓi asoxari ar ex xaɗëp an do gë asëñiw̃, gayikwa asëñiw̃ din ani ɓëteli na andamat gë asëñiw̃ ar asoxari ar ƴaƴa an
GAL.4.31	Mëŋ ex ɓëmaỹe, pënileŋun aye eŋo: Oɓaŝ or asoxari ar ƴaƴa ol hi këne, ane gi exe na or asoxari axaɗëp ol.
GAL.5.1	Ene canaxëne gër oxaɗëp or acariya racëtaxën këɓo Kërisët. Awa ɗëkayayin ŝenene eŋo do këren ɓaka na gaŝëxe gër oxaɗac or gë oxaɗëp.
GAL.5.2	Wëno Pol ga re këme angëmëne mondako kën yëland ɓër ŝenene hi kën gayik axac xac kënun, er ri ko 
GAL.5.3	Ga këme reƴand wa ɓëte: ar rek axac këno xac yo, tëfindëlexo ɗe ɗek er kë rend acariya in, gematak kërexo ɗifënd na. 
GAL.5.4	Anëka ŝapër kën gë 
GAL.5.5	Ɓiyi cëŋ paɓ gë Angoc Amënëk aŋ këne ŝëninde mëne gë ekwëta el këne ŝote or ŝenene or këne yarënde ol. 
GAL.5.6	Gër ɓër ɓarëk gër Yesu 
GAL.5.7	Ŝenene ỹana ban oxëreceŋ orewën ol, noỹo cëŋ yifa këŋun xali seɓ kën ɗal in? 
GAL.5.8	Endeƴ end yifaxën kënun eŋ, ax kaniw ex na ɗe gër Kaxanu, mëŋ ar sana këŋun an. 
GAL.5.9	Ax gi ex na nde lewir ir tëkër fo kë fufënënd ɗek pix ind negali këni iŋ? 
GAL.5.10	Wëno axwëta xwëta këmun mëne ang këme yëland ak ata mondako dëŋ kën yëland wën ɓëte ga ɓar këne gë Axwën an. Ar këŋun yëɓun an, hi ko yo ar hi ko, Kaxanu anëp këŋo nëp.
GAL.5.11	Wëno cëŋ ɓëmaỹe, kido aɓayi ɓayi bame ga këme femërand end oxac eŋ, arixëra nde done rixërand? Kërëwa in, er këni fokërënd ɓela in, ax bo dona. 
GAL.5.12	Ɓër këŋun yëɓunënd gë oxac ɓëjo kemënalexëni eni kacërënd oyëxwëƴët.
GAL.5.13	Ɓëmaỹe, wën cëŋ Kaxanu racët këŋun gër oxaɗëp, do an ɓayi ex na okaɗëp. Ɓalërindëleŋun do dëcarindën andewën rewën, kërex gi na akaƴa and en dind er ex oñandi od eman in. 
GAL.5.14	Ɗek 
GAL.5.15	Ɓarikan angëmëne wën en ŋatërënd, do en ƴambarënd andewën rewën aŋ, titinayin ɗe këdi kën law̃ër.
GAL.5.16	Awa ga re këme: ɗiyayindën ang këŋo ỹandind Angoc Amënëk ak ata kën seɓ etëf ed oñandi od eman el. 
GAL.5.17	Gayikwa oñandi od eman ok axucar xucarëk gë od Angoc Amënëk ok. Oñandi od Angoc Amënëk ok axucar xucarëk gë od eman ok ado mbaŋ xucarëk xali wën an korënd na en di er këŋun ỹandi in. 
GAL.5.18	Ɓarikan angëmëne Angoc Amënëk aŋ këŋun xaɗacënd, an ɓayi na ga këŋun xaɗacënd acariya aŋ. 
GAL.5.19	Xarak anang nang këne mëne oñandi od eman ok kë lënanënd: gër orekar, gër oɓuyaraxik, gër eñac, 
GAL.5.20	gër ekëla ed olaŝ, gër oŝaki, gër ecusër, gër ekeỹër ed gë ɓela, gër oƴakëraxi, gër oxeỹ, gër ebañër ed ɓela, gër ecapëreli ed ɓela, gër osëmbak, 
GAL.5.21	gër oh̃ateỹi, gër oŝeɓ, gër ekureliran, do gër ɓendako rako. Enimin, në ekwitan emun ang fel këmun ak: ɓër kë liyand mondako ɓën din ani ɗil na gër owun or Kaxanu.
GAL.5.22	Ɓarikan ɓër këɓi xaɗacënd Angoc Amënëk ɓën kë liyand: gë aŋana, gë onënga, gë oɓetak, gë eɓuŋan, gë oyekax, gë oɓëngw or onden, gë ekwëta, 
GAL.5.23	gë anjus do acariya ax cëɓan ex na ɓeŋo. 
GAL.5.24	Awa ɓër ɓar këni gë Yesu 
GAL.5.25	Angëmëne gë Angoc Amënëk aŋ këne liyande, ɗiyandëne ang këɓo xaɗacënd ak. 
GAL.5.26	Kërene dafënarande na, kërenëɓe ñanaxënënde na ɓëcandaw̃ ɓëŋ, këreɓo ƴakëraxind na.
GAL.6.1	Ɓëmaỹe, angëmëne eno pënga ala gër amena and ko rind, amena and ex yo, wën ɓër këŋun xaɗacënd Angoc Amënëk ɓën wërëŝëtino endëmane. Wën ɓëte titinayin këdi këŋun naŋëta do en mendëra ang mëŋ ak. 
GAL.6.2	Dëcarindën andewën rewën aŋ gër ocëmu gayik mondako kën ỹana en tëfënd acariya and 
GAL.6.3	Angëmëne ala exo yëland mëne mëŋ ala asëm hi ko, xarak ỹoweỹ axo gi ex na, gaf irexëm fo ko yifand. 
GAL.6.4	Ala kala dafënayindëlexo gaɓat në end er ko xorënd exo di eŋ, xarak ax gi ex na exo matinalind gë er aŝëxen in. 
GAL.6.5	Gayikwa ala kala gë er ko rind in ko yaka gër Kaxanu.
GAL.6.6	Ar këno sëƴalind eyeƴan ed Kaxanu an, cetindëleŋo ɗek napul irexëm in asëƴali arexëm an. 
GAL.6.7	Këren yifaya na: Kaxanu ala aŋo mëkëñaxënd na. Er ko neɗënd ala in, ejo fo ko xanand ɓëte. 
GAL.6.8	Ar kë liyand ang këŋo ỹandind eman an er kë rëw̃ënd oñandi od eman in ko xana, mëne ngëŋ ecës el. Ɓarikan ar kë liyand ang këŋo xaɗacënd Angoc Amënëk an, er kë rëw̃ënd Angoc Amënëk in ko xana, mëne ngëŋ, aniyan and din ir din aŋ. 
GAL.6.9	Këreɓo ɓarëɓarand na edi ed ɓenjekax el gayik axana këne xanaye oyekax or këne rinde ol and kë h̃at amëd aŋ angëmëne aɓo cena ex na. 
GAL.6.10	Awa mondako ex ɗe, ga ŝot këne ako amëd aŋ, dindëne ɓenjekax eɓi yeraxën ɓela ɓën ɗek, ado ɗek ɗek in ɓër ekun ed ekwëta ɓën.
GAL.6.11	Watin oñëgw oko ro ang rafëk ak, ata kën nang mëne wëno dëŋ ỹëgwëlik. 
GAL.6.12	Ɗek ɓër këɓi ỹandind enëɓi cëkwënd në end er ex gër eman ɓën këŋun nëỹalind enun kac këdi kënun ỹana enun dixërand në end ga kën femërand ecës ed 
GAL.6.13	Gayikwa ɓën ɓër kënëɓi xacënd ɓën dëŋ ani tëfënd er rek acariya in. Ɓarikan emat fo ỹandi këɓi: wën enun kac eni dafënaxënënd mëne në end endeɓën xacaxën kënun. 
GAL.6.14	Wëno emat fo ex end këme rafëna eŋ: end kërëwa ir Yesu 
GAL.6.15	Gayikwa gër Kaxanu, xac këni nde, ani kac ex na nde, mëŋ ax gi ex na eŋo këŋo ɓalënd. Er këŋo ɓalënd in ex ola oxaŝax or ŝot këƴ ol. 
GAL.6.16	Ɗek ɓër kë sëfënd osëƴali or apela aŋo ro ɓën, Kaxanu ayël këɓi yël oɓetak ol do gë axaỹënan in ɓër Isërayel ir Kaxanu ɓën!
GAL.6.17	Gërëgako ala kërexe ɓaŝën na toro iŋ gayik gër eman endam ro ex ɓambënut ɓand në end Yesu ɓaŋ. 
GAL.6.18	Ɓëmaỹe, Axwën Yesu 
EPH.1.1	Wëno Pol, parëxanda ir Yesu 
EPH.1.2	Awa Faba ireɓi Kaxanu do gë Yesu Kërisët, Axwën areɓi an, yëlëlenun oyekax ol do gë oɓetak ol!
EPH.1.3	Cëkwanëŋone Kaxanu, Sëm ir Yesu Kërisët, Axwën areɓi an! Mëŋ yël këɓo oɓetak or ex yo ƴaŋ gër orën paɓ gë Angoc andexëm aŋ gayik aɓar ɓar këne gë Kërisët. 
EPH.1.4	Do ga ɓar këne ako gë Kërisët, sanaxën këɓo Kaxanu ɗamana exo dixën ngwën iŋ ene giye ɓëw̃ënëk, ɓër gë end kënëɓo nëp këm gër ogës odexëm. Ga h̃an këɓo 
EPH.1.5	yataxën këɓo anëka fo ene giye oɓaŝ orexëm paɓ gë Yesu Kërisët. Mondako ri ko gayik aỹandi aỹandi këŋo eɓo masin onënga orexëm ol. 
EPH.1.6	Mondako ri ko enëŋo cëkwaxënënde Kaxanu në end oyekax oŝaraxik orexëm or yël këɓo ga ɓar këne gë Asëñiw̃ ar ex pëlot gër yomb irexëm an.
EPH.1.7	Ga ɓar këne gë mëŋ, ŝotaxën këne apexa aŋ paɓ gë oŝat orexëm oŋ, gë eteɓan ed ɓamena el, në end oyekax osëm orexëm eŋ. 
EPH.1.8	Ata Kaxanu, oyekax olo yël këɓo ngëŋ mbaŋ, ene cotaxëne ɗek orenik ol do gë onangëran ol. 
EPH.1.9	Anangën nangën këɓo enjekax end ỹandi baŋo exo di do ŝon baxo eŋ. Ata mondako fëna baxo exo di paɓ gë Asëñiw̃. 
EPH.1.10	Er fëna baxo ijo ah̃ata ko h̃ata gër ɓakey ɓapelatar: exo ɓaraxën ɓeỹ ɓën ɗek gër owun or Kërisët, hik ɓeɓër gër orën, hik ɓeɓër gër ebar ro.
EPH.1.11	Ga ɓar këne gë 
EPH.1.12	Awa mondako ri ko end ɓiyi ɓëỹanar ɓër xwëta kënëŋone Kërisët, ene ɗuwaxëne enjaran endexëm eŋ.
EPH.1.13	Ga ɓar kën gë mëŋ, wëlaxën kën eyeƴan ed ɗal el, Atëfëtan and apexa andewën aŋ. Ɓëte ex gixën nanganëme ir mëne mëŋ xwën këŋun in, Kaxanu ayël yël këŋun Angoc Amënëk and ɓeƴa baŋun aŋ gayik axwëta xwëta këno Kërisët. 
EPH.1.14	Angoc Amënëk aŋ ex oŝet or ỹana këɓo eyël ol, ɗamana ex ŋataxënëgu er fenin këɓo Kaxanu gër apexa and rin këɓo in, ene ɗuwaxëne enjaran endexëm eŋ.
EPH.1.15	Wëno awël wël këme ga këni re ɓela ɓën mëne wën mbaŋ xwëta këno Axwën Yesu. Ɓëte mbaŋ këŋun ɓalënd end ɗek ɓërëw̃ak endexëm eŋ. Mëŋ ex, 
EPH.1.16	laŋ këmo ŝëkwand Kaxanu endewën eŋ and këmun ŝalenënd aŋ. 
EPH.1.17	Kaxanu ir Axwën areɓi, Yesu Kërisët, mëŋ ar ex Faba ir gë enjaran an, këmo xarand eŋun yël Angoc and orenik, and këɓo nanganënënd enim noỹo hi ko aŋ. 
EPH.1.18	Axara këmo xarand Kaxanu eŋun ŋoɓa gër onden ondewën mëŋ kën nangaxën ang xëɓënëk er këni yarënd ɓër w̃ac këɓi gër apexa in do ine ex enjaran etëm end fenin këɓi ɓërëw̃ak eŋ. 
EPH.1.19	Ɓëte axara këmo xarand eŋun nangën ang rafëk do ang ỹañëk gë etël këm, panga ind ŝotën këɓo ɓiyi ɓër w̃ak endexëm ɓën. Ang rafëk panga indexëm ak w̃asin këɓo Kaxanu 
EPH.1.20	and xanin këŋo 
EPH.1.21	Ata 
EPH.1.22	Awa er hik yo, Kaxanu axwët xwët ko ɗila gër mbëña ind Kërisët. Ɓëte mëŋ sana këŋo exo gi emun end Amara and ɓërëw̃ak endexëm eŋ. 
EPH.1.23	Amara aŋo ex eman endexëm eŋ do gë Angoc andexëm aŋ ỹëmëk ɗek ex canayaxën paɓ gë mëŋ ɗek ola orexëm ol.
EPH.2.1	Wën cëŋ, anëka hi ban ɗe ɓëŝësëk në end ɓamena ɓandewën, në end ɓeñëŋënax ɓëndewën. 
EPH.2.2	Aliya ban liyand gër mbëña ind ɓeɓër gër ngwën ro, ɗila gër angoc and ŝotëk or gapak mërëxand ir orën gë ebar aŋ. Angoc aŋo këɓi ŝoñënd ɓër këŋo w̃ëŝenënd Kaxanu ɓën. 
EPH.2.3	Ado ɓiyi ɗek dëŋ ang ɓela ɓëjo ak hi bane. Ang ex oñandi oñëŋënax od eman ok fo bane liyande, do sëf bane wayët ɓanjëlan ɓandeɓi fo. Do mëŋ xoỹënaxën baɓo Kaxanu ang xoỹën këɓi ɓëjo ak. 
EPH.2.4	Ɓarikan Kaxanu ar gë axaỹënan isëm exo në end aŋana atëm and h̃an këɓo aŋ, 
EPH.2.5	and nemi bane në end ɓamena ɓandeɓi aŋ, aɓakali ɓakaliw këɓo gër aniyan andamat gë 
EPH.2.6	Ga ɓar këne gë Yesu 
EPH.2.7	Mondako ri ko Kaxanu eɓi masinaxën ɓela ɓën, ang këni ɓëtëraw ɓandëw̃ëra ɓaŋ gër ngwën ak, ang rafëk oyekax oŝaraxik orexëm, or nëcët ko gër Yesu 
EPH.2.8	Enimin, wën ga xwëta këno Kaxanu fexënaxën këŋun gë oyekax orexëm ol. Eŋo oyël orexëm ex, ax gi ex na er feyët kën gë andewën. 
EPH.2.9	Awa gayikako ax gi ex na në end ɓenjekax ɓend ri kën gë andewën fexaxën kën, ala ax kor na exo daf na. 
EPH.2.10	Enimin ɓiyi Kaxanu ri këɓo, ɓëte mëŋ fo nëngwët këɓo ga ɓar këne gë Yesu 
EPH.2.11	Awa kwitayindën eŋo: akarëk aŋ wën er hi ban ɓër anëɓi dëw̃ ex na Ɓëŝëwif, ɓëxacërëx, ang banun w̃acënd ɓër xac kënëɓi ak, xarak oxac oreɓën olo or gër eman fo ex, or ri këni ɓela fo ex. 
EPH.2.12	Ata wën er hi ban amëd aŋo, gë Afexën këm, ɓër aɓi ñap bana en ɗëg gër ebar ed Isërayel, ɓëliyër gër ɓeɓër ɓeƴa ko Kaxanu, gë er kën yar këm, gë ekwëta ed Kaxanu këm gër ngwën. 
EPH.2.13	Ɓarikan gërëgako, ga ɓar kën ako gë Yesu Kërisët, ado ga h̃awëta bano Kaxanu, gë oŝat or Yesu 
EPH.2.14	Gayikwa në end 
EPH.2.15	Kaxanu aƴepën ƴepën ko gë ecës ed 
EPH.2.16	 ŝësëk gër kërëwa eɓi ɓaraxën eni gi eman emat, do eni wëlëraxënënd gë Kaxanu. Mondako law̃ ko angoỹëra and Ɓëŝëwif do gë ɓër ax gi ex na Ɓëŝëwif aŋ. 
EPH.2.17	Ata eɓo nangënaxën angwëlëra aŋ ɓiyi ɓër sëka baŋo Kaxanu gë wën ɓër h̃awëta baŋo ɓën ƴowaxënëgu baxo Kërisët. 
EPH.2.18	Enimin, ga ɓar këne gë mëŋ ɓiyi ɗek, Ɓëŝëwif, gë ɓër ax gi ex na Ɓëŝëwif, ŝotaxën këne fëña ir ene ŋataxëne gër Faba gë panga ind Angoc Amënëk iŋ.
EPH.2.19	Awa mondako ex, wën an bo ex na ɓëliyer, an bo ex na ɓër yeɓa. Ɓarikan wën anëka hi kën ɓër ɓulunda iɓat gë ɓëw̃ënëk, ɓër ekun ed Kaxanu. 
EPH.2.20	Wën ang oxaỹ fo hi kën, do Kaxanu w̃eɗ këŋun ɓaƴaxën ko Aciw̃ andexëm aŋ. Edëɗa ed aciw̃ aŋo el exëni oparëxanda ok, gë ɓëlaw̃ënel ɓën, do Yesu 
EPH.2.21	Gër ndexëm kë ỹëpand këɓe ir këni ɓaƴ yo ex gixën gër Axwën, Aciw̃ and Kaxanu amënëk. 
EPH.2.22	Wën ɗek ɓëte, ga ɓar kën ako gë mëŋ, aɓar ɓar kën gë ɓërëw̃ak ɓëŝëxe ɓën do hi kën andamat iciw̃ ind gër ed lëg ko Kaxanu gë Angoc andexëm iŋ.
EPH.3.1	Mëŋ ex, wëno Pol aŝale këmo ŝalend Kaxanu, wëno andepëra and këŋo riyeninënd Yesu 
EPH.3.2	Yëla këme awël dëŋ wël kën mëne Kaxanu rin ke oyekax ga fana ke mun nangën oyekax olo. 
EPH.3.3	Yama er ŝon baxo elod akarëk in ga nangën ke nde, do wëno këmun ỹëgwënëlind ɓengas ɓepënëfëne ɓeŋo. 
EPH.3.4	And kën fën aŋ, axor kën xor eŋun pëni ang këme watënd kerët er ŝonayak gër 
EPH.3.5	Akarëk aŋ, er ŝonaya bax ijo, Kaxanu aɓi nangën bana ɓela ɓër ɓandëw̃ëra ɓand anëka fo ɓën. Gërëgako Kaxanu anangën nangën këɓi gë Angoc andexëm aŋ oparëxanda omënëk od ex ɓëlaw̃ënel ɓërexëm ok. 
EPH.3.6	Er nangën këɓi mëne ɓër ax gi ex na Ɓëŝëwif ɓën aŝot këni ŝot er fenin baɓi Ɓëŝëwif in. Eman emat hi këni, do ereɓat ɓeƴa këɓi paɓ gë eɓar ed ɓar kën gë Yesu 
EPH.3.7	Wëno gë oyekax or Kaxanu ol hixën këme ariyenin arexëm gë panga indexëm iŋ. 
EPH.3.8	Ayël yël ke oyekax olo wëno ar xurik ex ɓa gër ɗek ɓërëw̃ak mëni nangënaxënënd napul isëm ir 
EPH.3.9	Kaxanu yël ke ɓëte oyekax olo mëni masinaxënënd kerët, ɓën ɗek mondake h̃atak er ŝon baxo elod nand ri ko ngwën na. 
EPH.3.10	Gërëgako, Amara aŋ ỹandi këŋo eɓi nangëndërand ang rafëk orenik or Kaxanu ak ɓangoc ɓand wunëk gër ɓela ɓaŋ do gë ɓakeỹax ɓand ex ƴaŋ gër orën ɓaŋ. 
EPH.3.11	Ang fëna baxo elod din ir din ak h̃ata ko paɓ gë Yesu Kërisët, Axwën areɓi an. 
EPH.3.12	Ga ɓar këne gë mëŋ xwëtaxën kënëŋone, do ŝotaxën këne ekapina ed ỹapëk enëŋo tëkaxënënde Kaxanu gë anjiỹ këm el. 
EPH.3.13	Awa axara këmun xarand, këreŋun cena na gayik në endewën këme sorond: toro iŋo enjaran endewën ex.
EPH.3.14	Mëŋ ex, afoxi këme foxind mo cale Faba Kaxanu 
EPH.3.15	gayik enëng end ɓela, end ex yo gër ndexëm xaniwëk: hik gër orën, hik gër ebar. 
EPH.3.16	Gayikako mëŋ oɓetak or gë etël këm ŝot ko, axara këmo xarand eŋun yël panga iŋ paɓ gë Angoc andexëm aŋ en kemaxën gër ow̃ëkw orewën. 
EPH.3.17	Axara këmo xarand 
EPH.3.18	Ata amëd aŋo kën ỹana en korënd eŋun pëni andamat gë okëreceŋ ocandaw̃ ok ang ỹangëk, ang ŝakëk, ang siw̃ëk do ang songinak aŋana andexëm ak. 
EPH.3.19	Mondako kën nang aŋana and 
EPH.3.20	Awa Kaxanu, mëŋ ar xorëk exo di ɗek gë etël këm an, ayël këɓo yël nëmëc gër ga kënëŋo xaraye, do nëmëc gër ga këne yare. 
EPH.3.21	Cëkwënëŋone gër Amara and Yesu 
EPH.4.1	Wëno andepëra and Axwën Yesu aŋ axara xara këmun, kemënayin en ɗiyand ang ỹapëk eni ɗiyand ɓër sana këɓi Kaxanu ak. 
EPH.4.2	Ɓanayindën gër ɗek ɓandixa ɓandewën, en nënga do en ɓuŋand. Ɓuŋarindën andewën rewën aŋ do ɓalërindëleŋun. 
EPH.4.3	Gayikako Angoc and Kaxanu aŋ ɓar këŋun xali hi kën eman emat, kemënayin en kwëtaya angwëlëra aŋ.
EPH.4.4	Enimin, eman emat fo ex,
EPH.4.4	Angoc amat fo ex,
EPH.4.4	Ɓëte wën Kaxanu sana këŋun,
EPH.4.4	En yarënd ereɓat fo.
EPH.4.5	Axwën aɓat fo ex,
EPH.4.5	Ekwëta eɓat fo ex
EPH.4.5	Do xoɓuyi oɓat fo ex.
EPH.4.6	Kaxanu iɓat fo ex
EPH.4.6	Do mëŋ fo hik Sëm ir ɓela ɗek,
EPH.4.6	Mëŋ xorëk ɓeỹ ɗek,
EPH.4.6	Mëŋ kë riyenind gër ola or ɓela ɗek,
EPH.4.6	hi ko gër ɓela ɗek.
EPH.4.7	Ɓarikan ɓiyi ɗek ang hi këne ak, ala kala anjëla pit yël këŋo na Kaxanu do 
EPH.4.8	Mëŋ ỹëgwaxën këni gër Akayëta and Kaxanu:
EPH.4.8	«Aƴe ƴe ko ƴaŋ gër ed songinak,
EPH.4.8	Aw̃ëlali w̃ëlali këɓi ɓërangoỹëra gë mëŋ,
EPH.4.8	Ɓanjëla yëlëra këɓi ɓela ɓën
EPH.4.9	Do inew̃a w̃acayak aƴe ƴe ko ƴaŋ? Ax gi ex na nde mëne aŝëla ŝëla ko gër ngwën ind ɓëŝësëk, gëɗ gër ebar? 
EPH.4.10	Ar ŝëla bax gër ɓëŝësëk an fo ƴek ɓëte ƴaŋ gër orën, exo munaxën beɓët ir ex yo. 
EPH.4.11	Mëŋ yël këɓi ɓër gër Amara ɓën ɓanjëla ɓand eni gi: ɓëjo oparëxanda, ɓëjo ɓëlaw̃ënel, ɓëjo ɓëfemëra, ɓëjo ɓëxaɗac ɓër ɓamara, ɓëjo ɓëte ɓësëƴali ɓër eyeƴan edexëm. 
EPH.4.12	Mondako ri ko enëɓi tëƴalixënënd andiyen and Kaxanu aŋ ɓërëw̃ak ɓën eni gixën eman end 
EPH.4.13	xali ene cotaxëne ɓiyi ɗek ekwëta edeɓat do enëŋo nange andamat Asëñiw̃ ar Kaxanu an. Mondako ri ko ɓëte ene ŋatënaxëne ola or faỹayak or 
EPH.4.14	Angëmëne mondako ex, ane ɓayiye na ang oɓaŝ or kënëɓi yifand ɓësëƴali ɓësitik fo. Ɓëte ane ɓayiye ang ɓatëxësëx ɓand kë lëfërirand ekoc fo, ala aɓo mëkëñaxën na, ala aɓo nambeli na. 
EPH.4.15	Ɓarikan ga këne reƴande gë aŋana fo ɗal in këne nëngwëtaye xali ene tëkëne ola or 
EPH.4.16	Ang kë ŝosarënd aye owal gër eman ak exo dafaxën ala an, ɓiyi ɗek mondako ɓar këne do në edaf ex gër aŋana eman emat end hi këne eŋ.
EPH.4.17	Awa ɓaxëtin er këmun felënd in, er këme reƴand gër ow̃ac or Axwën in: këren ɗiyand na ang këni liyand ɓër aŋo kwëta ex na 
EPH.4.18	Onden ondeɓën oŋ ŝiw̃ëk ga këno w̃ëŝenënd Kaxanu do aniyan and ko yëlënd Angoc andexëm aŋ ani cot ex na, gayik ano nang ex na Kaxanu. 
EPH.4.19	Ga këni liyand gë aŝëfën këm yëlayaxën këni gër eñac, do këɓi ɓalënd wayët ɓemuyaraxik fo.
EPH.4.20	Ɓarikan wën ɓër sëƴak end 
EPH.4.21	Angëmëne enimin awël dëŋ wël kën end Yesu eŋ do angëmëne asëƴali sëƴali kënun ɗal irexëm in, 
EPH.4.22	afo en cuɗëta ang acuɗ akarëk fo ola oxarëk orewën ol, mëne ngëŋ en teɓ oñandi oñëŋënax ok, ɓetëmbak ɓend w̃ër baŋun ɓeŋ gayik ayifa këŋun yifand, eŋun mëlaxën gër ecës. 
EPH.4.23	Teɓënino Angoc and Kaxanu aŋ exo nëngwët ow̃ëkw orewën oŋ do gë onden ondewën oŋ. 
EPH.4.24	Cuɗayin ang acuɗ angaŝax fo ola or nëngwëtën këŋun Kaxanu ol, en gixën ɓër ɗal, do en ɗiyand aniyan and gë or ŝenene, gë ow̃ënëk.
EPH.4.25	Mëŋ ex, teɓin enëgwëŝ eŋ! Ala kala yeƴanindëlexo ɗal in gër aŝandaw̃ gayik ang owal od eman emat fo hi këne. 
EPH.4.26	Angëmëne axoỹ xoỹ kën, këren mendëra na. Këren pena na oxoỹ ol xali ex nëka, eñan eŋ kërex cëla na gër oxoỹ orewën. 
EPH.4.27	Këreno teɓ na ŝaɓucara in eŋun ɗila. 
EPH.4.28	Ar bax rekand an, teɓëlexo orek ol. Kemënayindëlexo exo cot er sëw̃ ko mëŋ dëŋ in, eŋo dëcaxënënd ar ŝëndëk an. 
EPH.4.29	Eyeƴan eñëŋënax kërex canënd na gër osëỹ orewën. Eyeƴan ejekax fo, ed kë ɓaŝënd ekwëta, ed këɓi rinënd oyekax ɓër kë wëlënd ɓën ỹapëk ex canënd gër osëỹ orewën. 
EPH.4.30	Këren dind na er ko ŝaminaxën Angoc Amënëk and Kaxanu in. Paɓ gë mëŋ yata këŋun Kaxanu xali yatir ko h̃ata apexa andewën aŋ. 
EPH.4.31	Epena ed oxoỹ el, ɓatakëra ɓaŋ, oxeỹër oŋ, odenar ok, gë owër ol, do gë oxeỹ or ex yo, dëxëtalex gër Amara andewën. 
EPH.4.32	Masindërindën onënga ol, ɓëngwin mbaŋ, do ɓalërindëleŋun mbaŋ. Teɓandërindën ang këŋun seɓanënd Kaxanu ak paɓ gë eɓar ed ɓar këne gë Kërisët.
EPH.5.1	Awa tëfëtelindëno ngëŋ Kaxanu gayikako oɓaŝ or pëlot gër yomb irexëm hi kën. 
EPH.5.2	Ɓalërindëleŋun gër aniyan andewën ang këŋo ɓalënd 
EPH.5.3	Asëk alakirand fo in, gë oɓuyaraxik or ex yo, gë aŋana and koɗi aŋ, kërex gi na gër Amara andewën. Ax ñap ex na eni dind mondako ɓër ex ɓëw̃ënëk ɓën. 
