MAT.1.1	Lùu ŋwaꞌlə kɔ̀ŋ ŋiꞌ ŋii Yeso Kristo, wee Deyvid, wee Abraham. 
JUD.1.25	Nsiŋ kɨ bəŋsə Nwi, faŋ luu sheꞌ ŋwə lùu Nwi nɨnɔŋ. Gaŋtə ŋwə gaŋtə nsiŋ fɨ yiba tɨta ŋwaa-nsiŋ Yeso Kristo. Kii sheꞌ Nwi kìi feenə, nə yikwalə nə wutə məsɔꞌ mbi. Nə luu nɨniŋ fɨ maa vənzi, baa lùu ndwə, ndɔ goꞌsə nɨniŋ vəshi və mbi və̀ vənshə. Ŋkə lùu nɨniŋ.
REV.1.1	Ŋwaꞌlə ŋwə̀ lùu ŋwaꞌlə kɔ̀ŋ vənu faŋ mbə nə ndènə fɨ ghɔ vɨɨ, Nwi ndi kɔ̀ ghɔ Yeso Kristo laa ŋwə də nu ŋkɨə faŋ ŋkə taa ghaa yasə gay tɨ́ vɨɨ faꞌ vi. Yeso nə tɔ̀ŋ wuu ntɔŋ wi maa nu kɔ́, ŋwə gə də̀ shwenə ki tɨ́ wuu faꞌ wi Jɔn. 
REV.1.2	Wuu faꞌ wi ghɔ́ fɨꞌtə yigisə Nwi yɔ́ tɨ́ vɨɨ, baa nə nu ŋkɨə faŋ Yeso Kristo nə də̀ tɨ́ ŋwə, faŋ ŋwə nə ye ŋwə nə yisɨ nə. 
REV.1.3	Mənɔŋ-bwaŋnə tɔ wə ntɨə faŋ ŋwə tìi nu ŋkɨə faŋ Nwi nə gì laa ŋkə taa gay nə, baa nə tɔ vɨɨ mbɨə faŋ vəŋ zɔ, jìa nu ŋkɨə faŋ mə ŋwaꞌlə taa ŋwaꞌlə ŋwə̀, buꞌ laa yighee vənu vɔ́ lùu nshənə.
REV.1.4	Lùu mə, Jɔn, faŋ mə tɔ̀ŋ ŋwaꞌlə ŋwə̀ tɨ́ vəməshəŋtə və vɨɨ Nwi kwatia fɨ nsi Asia. Mənɔŋ-bwaŋnə tɔ viŋ nə məduꞌ-nyɔŋ fɨ ghɔ Nwi faŋ ŋwə nə luu shɔ fɨshi, baa lùu shɔ ndwə, ndɔ baa jwi maa yighee yiba nə. Mənɔŋ-bwaŋnə baa lùu tɔ viŋ fɨ ghɔ vəzwitə vəleyvə kwatia mbɨə faŋ mbə lùu vɨsɨ yɨ ŋkaw Nwi, 
REV.1.5	baa nə fɨ ghɔ Yeso Kristo faŋ ŋwə nə də̀ yinsəŋ Nwi ŋkee yiley, fì vɨsɨ maa məywey fɨ shɨ yiku, sɔꞌ vəfwàŋ fɨ shɨ nsi nɨzi. Ŋwə baa luu kàw nsiŋ, kù tɔ nsiŋ maa məbweysə nsiŋ fɨ taa vənu vəbwəvə vaŋ-nsiŋ, 
REV.1.6	nàysə yifwàŋ tɨ́ nsiŋ, yɨ̀sə nsiŋ luu vɨɨ məfeꞌ Nwi tɨ́ Nwi tii wi. Nsiŋ kɔ feenə tɨ́ ŋwə. Ŋwə kwàlə shɔɔ, gòꞌsə yighee muꞌ. Ŋkə lùu nɨniŋ.
REV.1.7	Viŋ zɔ! Kristo ndɔ bəŋ jwi fɨ taa mbɔꞌ, vɨɨ vənshə ye ŋwə nə sɨ vəŋ. Ŋkee vɨɨ mbɨə faŋ vəŋ nə zwì ŋwə nə, ndɔ ye ŋwə nɨzi. Ŋiꞌ ŋii tɨ̀ me ŋiꞌ ŋii fɨ taa mbi ndɔ gwia buꞌ ŋwə. Ɔŋ, lùu faŋ ŋkə ndɔ luu. Ŋkə gòꞌsə nee. 
REV.1.8	Tɨta Nwi Nshɔɔ-mbi, faŋ ŋwə nə luu shɔ yighee vɨsɨ, baa lùu shɔ ndwə, ndɔ jwi yighee yiba nɨzi, ŋwə nə gì laa lee, «Lùu mə lùu vənzi, baa lùu vəndwə və vənu.»
REV.1.9	Lùu mə, Jɔn, weenshu wiŋ, faŋ nsiŋ ye ŋɨꞌ, ndɔ zɨ nu yifwàŋ Nwi mɔ́ꞌ, baa jìa fwi saŋ-nsiŋ maa ŋɨꞌ fɨ yiba Yeso, faŋ mə nyɔꞌ ŋwaꞌlə ŋwə̀ tɨ́ viŋ. Vɨ nə nùŋsə mə maa wee-shəŋ nsi mɔ́ꞌ nɨntəŋ mamuu, yizii shəŋ kɔ́ lùu Patmɔs. Vɨ nùŋsə mə buꞌ laa mə nəə fɨꞌtə nu Nwi, baa bìŋ nu Yeso ntee. 
REV.1.10	Kɨ luu maa shi zwisə Nwi mɔ́ꞌ, Zwitə Ley Nwi ŋii maa mə, mə zɔ gɨ wə gi fɨ yiba jɨŋ mə nəŋay yaa gɨ yisaw. 
REV.1.11	Gɨ yɔ́ gi laa mə nyɔꞌ nu ŋkɨə faŋ mə ye taa ŋwaꞌlə, tɔ̀ŋ tɨ́ vəməshəŋtə və vɨɨ Nwi kwatia. Vəməshəŋtə kwatia vɔ́ luu mbə fɨ shɨ Efesɔs, nə fɨ shɨ Smirna, nə fɨ Pergamum, nə fɨ Tiateyra, nə fɨ Sardis, nə fɨ Filadelfia, nə fɨ Laodosia. 
REV.1.12	Faŋ mə nə zɔ gɨ yɔ́ nɨniŋ nə, mə kiasə ŋwaa maa məndeynə wə ghɔ́ faŋ ŋwə gisə shee nə. Mə kiasə ŋwaa ŋwaa, ye təkiꞌ kwatia faŋ lùu ntə goolə, 
REV.1.13	yè wə mɔ́ꞌ faŋ ŋwə fɨnə Wuu yinsəŋ Nwi. Ŋwə nə dùꞌ nɨntəŋ ŋwaa təkiꞌ tɔ́, mɔ̀ꞌ dalə maa ŋwə, kà təŋii ti nə kɔtə goolə . 
REV.1.14	Tɔ ki ghɔ vɨ nyuŋsə tɔ si nə fɨfusə yaa fwəsə wuŋ, fu laa buu, sɨ ghi lùu yaa wisə biinə. 
REV.1.15	Ghuu ghi lùu yaa bwey bay faŋ vɨ fuusə fɨ taa bɨꞌ ndaa-dɨŋ. Gɨ yi lùu yaa gɨ muu məyaŋmə. 
REV.1.16	Ŋwə nə jìa məjwiŋ kwatia maa kwiŋ maꞌnə wi. Baꞌ yighaw shəsə fuu fɨ shuu ŋwə. Yikəꞌ yi ndwaꞌlə yaa shɨshwi faŋ ŋwə bee yizɔ buꞌtə ŋkee nə wutə. 
REV.1.17	Mə kɨ ye ŋwə, gù ghuu ŋwə yaa ŋku wə. Ŋwə mɔꞌ ghɔ ki maꞌnə maa mə, gì laa, «Kɨ ghɔ fee me, lùu mə, faŋ mə nə luu vɨsɨ, baa lùu yiba, 
REV.1.18	baa luu ŋkee wuu bwey. Mə nə ku, lùu ndwə, mə bwèy gòꞌsə yighee muꞌ. Ŋkwa yiku, nə ŋkwa shɨ vəŋku vənsisə lùu ghɔ mə, tɨ́ kɨ kaꞌ mə ŋaꞌsə baa fə̀ŋ shuu wi. 
REV.1.19	Zɔ mɔɔ! Nyɔꞌ nu ŋkɨə faŋ a ye, nə ŋkɨə faŋ ŋkə lùu ndwə, baa nə ŋkɨə faŋ ŋkə ndɔ jwi. 
REV.1.20	Zɔ ŋiꞌ məjwiŋ kwatia faŋ a yè ghɔ mə, nə ŋiꞌ təkiꞌ kwatia, faŋ lùu ntə goolə nə. Ŋiꞌ məjwiŋ mbɔ́ lùu nshiisə-ŋiisə Nwi kwatia faŋ nsə ndeynə vəməshəŋtə və vɨɨ Nwi vì kwatia nə. Təkiꞌ tɔ́ kwatia lùu vəməshəŋtə vɔ́ kwatia.»
REV.2.1	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Efesɔs, nyɔꞌ laa lee, «Wə ntɨə faŋ ŋwə jìa məjwiŋ mbɔ́ kwatia ghɔ ŋwə, maa kwiŋ maꞌnə wi, baa toꞌ fɨ taa ŋwaa təkiꞌ tɔ́ kwatia, faŋ lùu ntə goolə nə, gì laa, 
REV.2.2	«Mə kɨɨ nə vənu və, nə vəfaꞌ faŋ a faꞌ tɨ́ Nwi nə wutə nə, baa kɨ̀ɨ faŋ a jìa fwi yə taa ŋɨꞌ, baa bèe vənu vəbwəvə, mɔ̀ŋ vɨɨ mbɨə faŋ vəŋ gi laa vəŋ lùu vɨɨ ntɔŋ Kristo, luu nə, kee lùu me. A mɔŋ vəŋ, ye laa vəŋ lùu vɨɨ təba mu. 
REV.2.3	Mə kɔꞌ kɨɨ laa a jìa fwi yə taa ŋɨꞌ, bìꞌ vətɔ vədɨɨvə maa nu yizii kaŋ, kee bwa me. 
REV.2.4	Luu nə, nu ŋkɨə faŋ mə kee kaw me, lùu laa a mèꞌ ŋkawnə yə faŋ a nə kìi yighee vɨsɨ. 
REV.2.5	Bàw a lumə nu ŋkɨə faŋ a gù ŋkə, kwìinə fwi yə, baa kɨ yɨsə nu ŋkɨə faŋ a nəə yɨsə yighee vɨsɨ nə. A kee yɨ nɨniŋ me, kee kwìinə fwi yə me, buu mə taa jwi ye ghɔ, sùꞌtə kiꞌ wə fɨ maa shəŋ ŋkɨə faŋ ŋwə lùu shɔ nə. 
REV.2.6	Luu nə, a yɨ̀sə nu mɔ́ꞌ faŋ ŋkə kùꞌnə. Lùu faŋ a bèe vəfaꞌ və vɨɨ Nikolaytən, sheꞌ faŋ mə bee nɨzi.»
REV.2.7	Wə ntɨə faŋ ŋwə kìi tuulə zɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gisə tɨ́ vəməshəŋtə və vɨɨ Nwi. Mə taa kɔ məbwey vəlwaŋ tɨ́ wə ntɨə faŋ ŋwə ghɔꞌ nu bwə, zəsə ŋwə fɨ maa tɨ məbwey ŋkɨə faŋ ŋkə lùu taa ŋkɔꞌ Paradays faŋ luu ŋkɔꞌ Nwi.»
REV.2.8	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Smirna, nyɔꞌ laa lee, «Wə ntɨə faŋ ŋwə nə luu vɨsɨ, baa lùu yiba nə, ŋwə faŋ ŋwə nə kù, baa ywèy fɨ shɨ yiku, gì laa, 
REV.2.9	«Mə kɔꞌ kɨɨ nə ŋɨꞌ yə, nə bəə kə. Luu nə, a kìi yiyaŋ maa jɨɨ yiday. Mə kɨɨ nə ndisə vɨɨ nɨzi, faŋ vəŋ ndasə ghɔ shɔ nə. Lùu vɨɨ faŋ vəŋ gì laa vəŋ lùu vɨɨ Jus. Luu nə, vəŋ kee lùu vɨɨ Jus yinsəŋ me. Ŋii məshəŋtə vəŋ lùu ŋii məshəŋtə Satan, tɨɨ vəzwitə vəbwəvə. 
REV.2.10	Kɨ fee ŋɨꞌ njyə faŋ a taa ye nə me. Tɨɨ vəzwitə vəbwəvə Satan taa kwaŋ fɨ maa viŋ taa ŋii mfiŋ, laa vɨ mɔŋ viŋ. Viŋ taa kɨ ye ŋɨꞌ maa vəshi yighuŋ. Viŋ kii fwi yiweꞌ, twèꞌ maa nu Kristo, zìꞌ tɨ́ yiku, buu ŋwə ndɔ key viŋ nə məbwey vəlwaŋ.»
REV.2.11	Wə ntɨə faŋ tuulə ghi lùu shɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gisə tɨ́ vəməshəŋtə və vɨɨ Nwi! Wə ntɨə faŋ ŋwə jìa fwi yi taa ŋɨꞌ, kee kɨ twey Kristo me, buu ŋwə ndɔ ku, baa ywey, kaꞌ yiku lwesə ghee bɔɔ kee ndɔ kɔŋ ŋwə me.»
REV.2.12	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Pergamum, nyɔꞌ laa lee, «Wə ntɨə faŋ ŋwə kìi baꞌ yighaw shəsə nə, gì laa lee, 
REV.2.13	«Mə kɔꞌ kɨɨ nə shəŋ ŋkɨə faŋ a shi shɔ nə. Lùu shəŋ ŋkɨə faŋ ŋkaw Satan, tɨɨ vəzwitə vəbwəvə, lùu shɔ. Luu nə, a kee bìŋ ŋwə me; a jìa luu yizii nyaa. A nə kee ta twey maa məbiŋ nu kaŋ me. A nə jìa nu kaŋ ŋkee maa yighee njyə faŋ vɨ nə zwi Antipas, faŋ ŋwə nə bìŋ nu kaŋ ntee nə fwi yijəə nə, shɨ viŋ, faŋ Satan shi shɔ nə. 
REV.2.14	Luu sheꞌ wee-nu faŋ ŋkə kee baw too mə me. Nu kɔ́ lùu laa, vɨɨ mɔ́ꞌ fɨ taa ŋwaa viŋ jìa nu Balaam, faŋ ŋwə nə dèesə tɨ́ Balak faŋ ŋkə bàw maa məkɔꞌsə vɨɨ Isirayl, yɨsə vəŋ yɨ nu bwə, zɨ fazɨ faŋ lùu fazɨ vəŋku vənwi, baa tii vəki. 
REV.2.15	Vɨɨ baa lùu shɔ taa ŋwaa viŋ faŋ vəŋ jia nu Nikolaytən. 
REV.2.16	Kwiinə fwi yə! A kee kwiinə me, buu mə taa yasə jwi yɨ ghɔ, tùŋ yighaw yia vɨ vəŋ nə baꞌ yighaw ŋkɨə faŋ ŋkə fuu fɨ shuu mə nə.»
REV.2.17	Wə ntɨə faŋ tuulə ghi lùu shɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gisə tɨ́ vəməshəŋtə və vɨɨ Nwi! Mə taa kɔ fazɨ Nwi mana, ŋkɨə faŋ ŋkə nə ndènə fɨ ghɔ vɨɨ nə, tɨ́ wə ntɨə faŋ ŋwə ghɔ̀ꞌ nu bwə. Mə baa luu kɔ ŋoꞌ yifusə tɨ́ ŋwə faŋ vɨ nyɔꞌ yizii yifinə maa ŋoꞌ yɔ́, faŋ wə kee kɨ̀ɨ nə yizii yɔ́ me, kɨɨ sheꞌ wuu məfi.»
REV.2.18	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Tiateyra, nyɔꞌ laa lee, «Wee Nwi faŋ sɨ ghi bii yaa wisə, ghuu ghi luu yaa bwey bay faŋ vɨ fùusə fɨ taa bɨꞌ ndaa-dɨŋ laa, 
REV.2.19	«Mə kɔꞌ kɨɨ nə vənu və, baa nə ŋkawnə yə, faŋ a kaw vɨɨ shɔ nə. Mə kɨɨ faŋ a nùŋ fwi yə maa mə, gàŋtə vɨɨ ŋɨꞌ, jìa fwi yə taa ŋɨꞌ. Mə baa kɨɨ laa a faꞌ vəfaꞌ vəyaŋ maa yighee ndwə, shɔ̀ɔ faŋ a nəə faꞌ maa yighee vɨsɨ. 
REV.2.20	Luu nə, nu mɔ́ꞌ shɔ faŋ ŋkə kee bàw shee me. Nu kɔ́ lùu laa a bìŋ Jezebel, wəzwi wì faŋ ŋwə gì laa yi lùu nshiiŋii-sɔghɔ, faŋ ŋwə deesə nu ki tɨ́ vɨɨ, bweꞌsə vɨɨ vaŋ, vəŋ toꞌ tii vəki, zɨ vətɔ faŋ vɨ feꞌ vənwi vədayday shɔ nə. 
REV.2.21	Mə nə kɔ̀ yighee tɨ́ ŋwə maa məkwiinə fwi yi. Luu nə, ŋwə kee biŋ maa məkwiinə me, yuu meꞌtə nu sakə faŋ ŋwə yɨsə nə me. 
REV.2.22	Nɨniŋ, mə taa mɔꞌ ŋwə fuu fwaŋ nə za, ghɔ vɨ vɨɨ mbɨə faŋ ghɔ vɨ vəŋ shi nə, vəŋ ye ŋɨꞌ faŋ nyə shɔ̀ɔ wutə. Mə taa yɨsə nɨniŋ, faŋ vəŋ kee kwìinə fwisə vəŋ, mèꞌtə vənu vəbwəvə faŋ ghɔ vɨ vəŋ yɨ nə me. 
REV.2.23	Mə taa zwilə vaŋ vi. Nɨniŋ laa vəməshəŋtə və vɨɨ Nwi vənshə taa kɨɨ laa mə lùu wə ntɨə faŋ mə kɨɨ nə mbɨꞌtə vɨɨ, baa nə nu ŋkɨə faŋ vəŋ kəə. Mə taa ndɔꞌ wə tɨ̀ me wə sheꞌ maa nu ŋkɨə faŋ ŋwə nə yɨ̀sə. 
REV.2.24	Gə fɨ maa viŋ, bətə vɨɨ fɨ shɨ Tiateyra, faŋ viŋ kee bìŋ nu kɔ́ me, mə kee taa kɔ ntɨ yiday tɨ́ viŋ me, buꞌ laa viŋ kee kɨ̀ɨ nə ŋiꞌ nu njyoꞌ Satan kɔ́ me, faŋ vɨɨ mbii-wə gisə laa vəŋ kɨɨ nə ŋiꞌ nu nə. 
REV.2.25	Mə gi tɨ́ viŋ sheꞌ laa viŋ kɨ jia nu ŋkɨə faŋ ŋkə lùu ghɔ viŋ nə, gə kɔ tɨ́ shi ŋkɨə faŋ mə ndɔ jwi.
REV.2.26	Wə ntɨə faŋ ŋwə jìa nu kaŋ, kee mèꞌtə me, gə kɔ maa vəndwə, buu mə ndɔ kɔ wutə məsɔꞌ vɨɨ tətɔŋ fu tɨ́ ŋwə. 
REV.2.27	Ŋwə sɔꞌ vəŋ nə mbay bwey, nyeꞌtə vəŋ yaa shɔꞌ vəntɨɨ. 
REV.2.28	(Mə ndɔ wutə kɔ́ tɨ́ ŋwə,) sheꞌ faŋ Tii ŋwaa nə kɔ̀ shee nə. Mə baa kɔ fəjwiŋ fɨ taa nshia-ndoo-mbisɨ tɨ́ ŋwə nɨzi.»
REV.2.29	Wə faŋ ŋwə kìi tuulə ghi zɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gì tɨ́ vəməshəŋtə və vɨɨ Nwi!»
REV.3.1	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Sardis, nyɔꞌ laa lee, «Wə ntɨə faŋ vəzwitə və Nwi kwatia nə məjwiŋ kwatia lùu ghɔ ŋwə nə, gì laa lee, «Mə kɨɨ nə vənu və. Vɨɨ gisə laa a bwey, tɨ́ ghɔ lùu ŋku fa. 
REV.3.2	Yenə fɨ mbweysə, kwàŋ wutə maa vɨɨ mbɨə faŋ vəŋ kəə kɨ kukə nə. Mə kee ta ye nu faŋ a yɨsə ŋkə baw yikəꞌ Nwi kùꞌnə me. 
REV.3.3	Lumə faŋ nu Kristo nə jwì zìꞌ ghɔ ghɔ, faŋ a nə zɔ̀ nu kɔ́ nə. Nɨniŋ, kwiinə fwi yə, baa jia nu kɔ́. A kee kaw kɨ shi nə yikɨꞌ me, buu mə taa nyɔꞌtə jwi yaa ndɔꞌ maa yighee faŋ a kee yikɨɨ laa mə taa jwi yɨ ghɔ me. 
REV.3.4	Luu nə, mə kɨɨ nə vaŋ-mbusə vɨɨ fɨ taa ŋwaa viŋ, shɨ Sardis, faŋ vəŋ kee bɨsə fwisə vəŋ nə nu bwə me. Yia vɨ vɨɨ vɔ́ ndɔ kɨ toꞌ mɔ́ꞌ, mɔꞌ njwisə fusə, buꞌ laa vəŋ kùꞌnə tɨ́ Nwi. 
REV.3.5	Wə ntɨə faŋ ŋwə tɨ̀ŋnə, wèꞌ maa nu kaŋ, kɨ ghɔꞌ nu bwə, buu vɨ ndɔ mɔꞌ njwisə fusə maa ŋwə. Mə nyɔꞌ yizii yi taa ŋwaꞌlə məbwey vəlwaŋ, kee ndɔ baa ndɨɨsə me. Mə biŋ yizii yi vɨsɨ Tii ŋwaa, baa nə vɨsɨ nshiisə-ŋiisə Nwi.»
REV.3.6	Wə ntɨə faŋ tuulə ghi lùu shɔ, zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gisə tɨ́ vəməshəŋtə və vɨɨ Nwi!»
REV.3.7	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Filadelfia laa, «Wə ntɨə faŋ ŋwə bàw shɨlə, baa luu ŋkee wuu yinsəŋ, faŋ ŋkwa fwàŋ Deyvid lùu ghɔ ŋwə nə, faŋ ŋwə ŋaꞌsə, kaꞌ wə kee fəŋ me; ŋwə fəŋ, kaꞌ wə kee ŋaꞌsə me. Ŋwə gi laa lee, 
REV.3.8	«Mə kɨɨ nə vənu və. Ye mɔɔ, mə ŋaꞌsə shuufwə, meꞌtə zizi tɨ́ ghɔ, kaꞌ wə kee baa fəŋ me. Mə ŋaꞌsə tɨ́ ghɔ nɨniŋ nə, buꞌ laa wutə kə lùu kətɨtiꞌ. Luu nə, a jìa yigisə nyaa, kee twèy mə me. 
REV.3.9	Zɔ nu ŋkɨə faŋ mə taa kɨ yɨsə maa vɨɨ vì fɨ taa ŋii nshəŋtə Satan, faŋ vəŋ gisə laa vəŋ lùu vɨɨ Jus nə, kee bee lùu me, sɨɨ luu ba. Mə taa yɨsə vəŋ jwi ye ghɔ, tùŋ vətɔ vəyəə vəŋ nsi vɨsɨ ghɔ, taa kɨ kɨɨ laa mə kaw ghɔ. 
REV.3.10	Mə yɨsə nɨniŋ buꞌ laa a jìa nu kaŋ faŋ ŋkə kɔ wutə tɨ́ ghɔ maa məjia fwi yə taa ŋɨꞌ. Nɨniŋ, mə ndɔ gaŋtə ghɔ nɨzi maa yighee njyə faŋ nu məbweꞌsə vɨɨ ndɔ fuu taa mbi yinshə maa məmɔŋ vɨɨ vənshə. 
REV.3.11	Mə taa yasə jwi. Jia nu ŋkɨə faŋ ŋkə lùu ghɔ ghɔ, laa kɨ wə fi vəkeynə və me.
REV.3.12	Wə ntɨə faŋ ŋwə jia fwi yi, kee mèꞌtə nu Nwi me, buu mə ndɔ tə ŋwə maa ntɔŋ ŋii Nwi, ŋwə kee baa fùu fɨ maa shəŋ kɔ́ taa ŋii Nwi me. Mə ndɔ nyɔꞌ yizii Nwi ŋwaa maa ŋwə, baa nə yizii shɨ Nwi ŋwaa, faŋ lùu shɨ Jerusalem kəfikə, faŋ ŋkə ndɔ siꞌ fɨ taa yizɔ, fɨ ghɔ Nwi ŋwaa, siꞌ jwi nsi, baa nyɔ̀ꞌ yizii yifinə nyaa maa ŋwə nɨzi.»
REV.3.13	Wə ntɨə faŋ tuulə ghi lùu shɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Ley Nwi gisə tɨ́ vəməshəŋtə və vɨɨ Nwi!»
REV.3.14	Nyɔꞌ ŋwaꞌlə, tɔ̀ŋ tɨ́ nshiiŋii Nwi faŋ ŋwə lùu shɨ Laodosia, nyɔꞌ laa lee, «Wə ntɨə faŋ ŋwə goꞌsə yighee muꞌ nə, ŋgwə faŋ ŋwə nə ku buꞌ nu yinsəŋ ki, nə ŋwə faŋ ŋwə nə shɔɔ vɨsɨ, buu Nwi taa bɔŋ mbi, gì laa lee, 
REV.3.15	«Mə kɨɨ nə njɨɨnə yə; a kee yɨyoonə me, kee nɨndɔŋ me. Ŋkə nə bàw laa a yoonə, tɨꞌnə me ndɔŋ. 
REV.3.16	Nɨniŋ, faŋ a luu nɨntəŋ nə, kee nɨndɔŋ me, kee yɨyoonə me, mə taa tu ghɔ fɨ shuu mə. 
REV.3.17	A gisə laa a lùu tɨɨ ka, baa gù mfuꞌ, kee bəə fa me. A kee bee kɨɨ laa a lùu mbəə faŋ ŋwə bə̀ə gəŋsə nə mənɔŋ-bwaŋnə Nwi me. A luu wuu sɨ fɨsə, baa lùu nə ntɨŋ. 
REV.3.18	Mə tɨsə ghɔ laa a ywaŋ goolə fɨ ghɔ mə, faŋ vɨ twàŋ taa wi, ŋwə ley. Nɨniŋ laa a gu mfuꞌ. Bàw a ywaŋ njwisə fusə fɨ ghɔ mə, kɨ mɔꞌ laa a kee kɨ duꞌ nə ntɨŋ sɨ vɨɨ, tɔ kə dɨɨ me. Ywaŋ fɔ sɨ fɨsə fɨ ghɔ mə, wìŋsə sɨ ghə shɔ, yuu kɨ yenə vədɨꞌ. 
REV.3.19	Mə sɔꞌ vɨɨ mbɨə faŋ mə kaw vəŋ, saŋ vəŋ, laa vəŋ kwiinə fwisə vəŋ. Nɨniŋ, yasə kɔꞌlə kwiinə fwi yə! 
REV.3.20	Viŋ zɔ! Mə luu shuufɔ viŋ, buꞌtə. Wə faŋ ŋwə zɔ gɨ nyaa, ŋàꞌsə shuufɔ wi shee, buu mə taa ŋii shɔ, yè ŋwə, yia ŋwə zɨ, mə zɨ yia ŋwə.
REV.3.21	Wə ntɨə faŋ ŋwə jia fwi yi, kee mèꞌtə nu Nwi me, sheꞌ faŋ mə nə jìa fwi nyaa nɨzi, ziꞌ tɨ́ shi yiku nə, buu mə ndɔ biŋ laa yia ŋwə duꞌ fuu ŋkaw mə, kɨ sɔꞌ mbi mɔ́ꞌ, sheꞌ faŋ yia Tii ŋwaa duꞌ fuu ŋkaw ŋwə, kɨ sɔꞌ nə.»
REV.3.22	Wə ntɨə faŋ ŋwə kìi tuulə ghi zɔ, ŋwə zɔ nu ŋkɨə faŋ Zwitə Nwi gi tɨ́ vəməshəŋtə və vɨɨ Nwi!»
REV.4.1	Yiŋkii kɨ shɔɔ, mə ye shuufɔ mɔ́ꞌ ŋaꞌnə maa məŋii taa yizɔ, baa zɔ̀ gɨ wə ghɔ́ faŋ mə nə fɔŋ zɔ̀ yighee vɨsɨ nə, nyə baa gi shee ŋkee yaa yisaw, laa lee, «Koꞌ jwì feenə, mə də nu ŋkɨə faŋ ŋkə taa gay maa yighee yiba tɨ́ ghɔ.» 
REV.4.2	Zwitə Nwi gwəkə gù maa mə, mə ye ŋkaw yizɔ faŋ nə luu ŋkaw məsɔꞌ mbi. Wə duꞌ fuu ŋkaw kɔ́. 
REV.4.3	Gə fɨ maa wə ntɨə faŋ ŋwə nə duꞌ fuu ŋkaw kɔ nə, a ndeynə ŋwə, ŋwə fɨnə yiwey yifəŋnə nə yifusə nə yibaynə, tɨ́ kuluŋ kia ŋkaw kɔ́, a yɨye ŋkə fɨnə ŋoꞌ yindwaꞌlə. 
REV.4.4	Vəŋkaw və wutə vəmɔ́ꞌ njɔsə-yishwe muu-mbɔɔ kia ŋkaw kɔ́, vɨɨ taa njɔsə-yishwe muu-mbɔɔ duꞌ fuu vəŋkaw vɔ́, mɔ̀ꞌ njwisə fusə maa vəŋ, bèe təsɔꞌ tə goolə tɔ vəŋ. 
REV.4.5	Yibay bwələ fɨ maa ŋkaw kɔ́, gɨsə baa luu fùu fɨ fuŋ nɨzi, nə gɨ yimɔ́ꞌ faŋ nyə duŋ yaa yibay. Təkiꞌ təmɔ́ꞌ kwatia nə luu vɨsɨ ŋkaw kɔ́, bee fɨ fuŋ. Lùu vəzwitə və Nwi kwatia. 
REV.4.6	Vɨsɨ ŋkaw kɔ́, fa mɔ́ꞌ nə luu shɔ yaa mamuu, bee yaa ŋwaꞌlə məye sɨ. Vətɔ vəbweyvə vəmɔ́ꞌ yishwe nə dùꞌ mbɨɨ ŋkaw kɔ́, kìa ŋkaw kɔ́, nə sɨ yaŋ maa vətɔ vəbweyvə vɔ́ fɨ vɨsɨ nə fɨ yiba. 
REV.4.7	Vətɔ vəbweyvə vɔ́ nə fɨnə nyaasə səmɔ́ꞌ. Njyə vɨsɨ nə fɨnə bikəə. Njyə faŋ nyə beꞌsə fɨnə mbaw. Njyə faŋ nyə baa beꞌsə lwesə sətia, yikəꞌ yi fɨnə yikəꞌ wə. Njyə faŋ nyə beꞌsə lwesə yishwe kəꞌ yaa mbuꞌ. 
REV.4.8	Nyaa tɨ̀ me nyaa fɨ taa nyaasə sɔ́ yishwe nə, nə kìi ghalə ntɔfə, nə sɨ vəŋ lwaŋ fɨ fu nə fɨ taa tey yi. Nsə gisə vətuꞌ nə shɨshwi, kee shɨshia me, gisə laa, «Məley, məley, məley lùu tɨta Nwi Nshɔɔ-mbi. Ŋwə nə luu shɔ yighee vɨsɨ, baa lùu shɔ ndee, ndɔ jwi maa yighee yiba nɨzi.»
