GEN.1.1	Ŋgimbi nɛ̀ Sɔ̧ ku̧u̧ nɛ̀ naŋ dee yiwese in nù, 
TOB.6.16	Rafaɛl tɔɔ̧ ha̧ Tobia: «Tɛ-mɛ bii ɗoŋ mbɔrɔ ko dáà kɔ-mɛ nde? Bo nɛ a̧ tɔ̧ɔ̧ ha̧ mɛ mɛ ba kóò nutua ko dáà kɔ-mɛ na nde? De sɛm kɔ‘m, mɛ zíí! ká mɛ ta mɔ wen ɗaŋ-sɔ̧‘i na; Mɛ ba Sara nɛ kóò. Mi iŋa'e wa tɛ mgbɔ a̧ ha̧ mɛ mɛ ga̧a̧mɔ hɛ̧ɛ̧. 
TOB.6.17	Ɓɛɛ ŋgimbi nɛ mɛ tɛ ye babir ɗoŋ a̧, mɛ ba ɓira see-zoro in nyumu-a, mɛ a zu kɛ̧i-wee: ŋgimbi nɛ pɛr-a tɛ dun kɔ babir, ɗaŋ-sɔ̧‘i tɛ zíí pɛr-aa: a̧ tɛ gɔm yak, ɓɛɛ a̧ beka pii ɗɔŋ ɓɔ na. 
TOB.6.18	Ŋgimbi nɛ mɛ tɛ kɔ̧ mɛ iŋ tɛ in a̧, ɛnɛ kur yiitoo lɛŋ mɛ kɔfi Sɔ̧ mɛ yiwese, ha̧ A̧ mɛ de ko h’ɛ́nɛ́ in ha̧ A̧ mɛ pɛm'nɛ́. Ká mɛ de kíí na! Sɔ̧ hoka Sara nɛ kóò kɔ-mɛ ɓeemɛ, ɓɛɛ nɛ́ mɛ́ a̧ tɛ kpasi a̧. A̧ tɛ yak in mɛɛ, ɓɛɛ mi tɔ̧ nɛ kpasawen ha̧ mɛ: a̧ tɛ ko bem nɛ dɔkaa in mɛɛ: wa tɛ ya hee o nya-mɛ ga. Ká mɛ ta mɔ na.» 
TOB.6.19	Ɗoŋ nɛ Tobia zia wen nɛ Rafaɛl tɔ̧ɔ̧‘e Sara nɛ bokonya-a, pɛrnam ko dáà kɔ̧-a̧, ɓɛɛ soɓee see-a kura dúk tɛ Sara, ɓɛɛ a̧ kɔ̧ a̧ nɛ kpasaa.
TOB.7.1	Ngimbi nɛ wa hɔa Ekbatanɛ, Tobia tɔ̧ɔ̧ ha̧ Rafaɛl: «Azaria, sɛm kɔ‘m, mɛ mgbɔ‘m nɛnɛ zeeŋ tɛ ko nam kɔ‘m Raguɛl.» Rafaɛl mgbɔɔ a̧ nɛnɛ tɛ Raguɛl. Wa kpaa a̧ fara duk nù nú-beegara kɔ̧-a̧, ɓɛɛ wa fan a̧ ti. Raguɛl tɔ̧ɔ̧ ha̧ wa: «O nya'm, ɛ́nɛ́ tɛɛ nɛ dea nde? Mɛɛ, h’ɛ́nɛ́», ɓɛɛ a̧ mgbɔ wa si kɔ̧ tua kɔ̧-a̧. 
TOB.7.2	A̧ tɔ̧ɔ̧ ha̧ kóò kɔ̧-a̧ Ɛdna: «Oe, hɔɔ ŋmaa nɛ be-ŋgaiwi’ɛ hɔɔ nɛnɛ in nya'm Tobit wa!» 
TOB.7.3	Sa, Ɛdna ak wa: «O nya'm, ɛ́nɛ́ tɛ nɛ dée?» Wa kifa nú: «Ɛɛ nɛ o bezaŋ Nɛftali nɛ wa kaia so nɛ bara si Ninivɛ» 
TOB.7.4	A aka wa woyo: «Ɛnɛ iŋa nya-ɛɛ Tobia nde?» Wa kifa: «Ii, ɛɛ iŋa a̧.» 
TOB.7.5	A̧ aka mɔ woyo: «A̧ duk hee ge nde?» Wa kifa: «A̧ duk nɛ dea, a̧ ɓɔna nɛ kpasa kaŋ.» Ɓɛɛ Tobia tɔ̧ woyo: «Nɛ́ dáà kɔ‘m!» 
TOB.7.6	Ziaa nɛ Raguɛl zia hegɔ, a̧ kura zalaŋ, hɛr a̧ ndaɗi yi-see, ɓɛɛ zu̧ nú tɛ kɔ̧ɔ̧. Ɓɛɛ a̧ tɔ̧ ha̧ a̧: «Sɔ̧ a̧ tok de yoŋgo zu mɛ, bem kɔ‘m; dáà kɔ-mɛ nɛ kpasa bíí. Nɛ ge ɗaŋ sɔnti ge a kpaa dáà kɔ-mɛ, nɛ duka so nɛ widemɔ nɛ yuwar-a, in gasa wi-gbak-wisan, ha̧ a̧ mɛ kifi nɛ wan-bɔma-yí ge?» A̧ hɛra Tobia ɓɛɛ a̧ zu nú-a tɛ kɔ̧ɔ̧ woyo. 
TOB.7.7	Kóò kɔ̧-a̧ Ɛdna hi̧a̧ kɔ̧ɔ̧ ta nɛ Tobit, bokobem kɔ-wa Sara hi̧a̧ kɔ̧ɔ̧ mbɛt. 
TOB.7.8	Raguɛl gɔna vala-sami kpɛk nɛ o gɛnɛ kɔ‘i. 
TOB.7.9	Ɗoŋ nɛ wa zuia yi, nyɛm nɛ ɗoŋ dómɔ kɔ-wa, in nɛ wa yaa nu mɛ nyɔŋ mɔ kaɗi, Tobia tɔ̧ɔ̧ ha̧ Rafaɛl: «De sɛm kɔ‘m Azaria, mɛ ak Raguɛl a̧ a̧ ha̧ bokonya'm Sara ha̧‘m nɛ kóò.» 
TOB.7.10	Raguɛl zia wen'i, bɛɛ tɔ̧ ha̧ Tobia: «Mɛ nyɔŋ mɔ, a̧ mɛ nɔ mɔ nɛ dea, mɛ ga̧ tɛ-mɛ, wen ŋma bíí nɛ tɛ ba bokobem Sara nɛ kóò, yak zu mɛ, bo ɓɔ na. Mi bo nɛ ŋgai mɛ ha̧ a̧ ha̧ ŋma mbe wii na, wen mɛ nɛ mgbak nam ko dáà kɔ‘m. Hegɔ‘i bem kɔ‘m, mi tɛ tɔ̧ kpasawen lɛŋ ha̧ mɛ. 
TOB.7.11	Mi ha̧Sara nɛ kóò ha o nam k’ɛ́ɛ́ mɔárɔ-ɗoŋ-yiitoo ɗoŋ ŋmaa, ɓɛɛ wa lɛŋ wa fea, ŋgimbi nɛ wa nɛɛ si ka tɛ a̧. Kinii, bem kɔ‘m, mɛ nyɔŋ mɔ, mɛ nɔ mɔ, ɓɛɛ Gasa Wan tɛ yor ɗoŋ‘nɛ́.» 
TOB.7.12	Tobia tɔ̧a̧: «Mi beka nyɔŋ mɔ kóó nɔɔ mɔ na, hɔ ŋgimbi nɛ mɛ tɛ gba nɛ mgbara wen’ɛ sɛ.» Raguɛl tɔ̧a̧: «Ii, mi tɛ de. Hee mɔ'ɔ n'am ha̧Sara ha̧ mɛ, nyɛm nɛ ɗoŋ heembea ko Mɔise ga, nɛ́ Sɔ̧ mɛ yiwese a̧ ha̧ a̧ ha̧ mɛ. Mɛ ba bokonya-mɛ nɛ kóò kɔ-mɛ. Ku̧u̧ naŋ-a sɔsɔɔ, a̧ nɛ kóò kɔ-mɛ, mɛ nɛ wii kɔ̧-a̧. Gasa Wan mɛ yiwese tɛ de ha̧ mɔ mɛ yak zu'nɛ mɛ ze hɛ̧ɛ̧ nɛ dea, bem kɔ‘m. A̧ a̧ zɔk'nɛ́ nɛ ko, A̧ a̧ ha̧ ga̧a̧mɔ h’ɛ́nɛ́.» 
TOB.7.13	Raguɛl saa bokobem kɔ‘i Sara, ɓɛɛ Sara tɛ pii tɛ a̧. A̧ kasa er-a, a̧ ha̧ a̧ ha̧ Tobia, tɔ̧ nɛnɛ‘e: «Mɛ ba a̧ nɛ kóò, nyɛm nɛ ɗoŋ heembea ko Mɔise, nɛ ha̧ a̧ ha̧ mɛ‘i. Mɛ mgbɔ a̧ si tɛ kɔ dáà kɔ-mɛ. Sɔ̧ mɛ yiwese a̧ mgbɔ‘nɛ́ sinɛ tɛ ga̧a̧mɔ. 
TOB.7.14	Raguɛl saa nàà ko Sara, ɓɛɛ tɔ̧ ha̧ a̧ mɛ ba mɔɔ-yɔr-mɔ tɛnɛ; A̧ yɔra mɔɔ-sedaakɔ-baaŋmaa, nɛ tɔ̧‘e, nyɛm nɛ ɗoŋ heembea ko Mɔise, Sara nɛ kóò ko Tobia. Ɓɛɛ wa ku̧ naŋ nyɔŋa mɔ in nɔɔ mɔ.»
TOB.7.15	Raguɛl sa kóò kɔ‘i Ɛdna, ɓɛɛ tɔ̧ ha̧ a̧: «Bokonya'm, mɛ ɗafi ɓii gɔna bɛrtua, ɓɛɛ mɛ mgbɔ bem k’ɛ́ɛ́ si sɛnɛ.» 
TOB.7.16	Ɛdna nɛɛ ɗafi gado kɔ gɔna-bɛrtua, hee mɔ'ɔ nɛ wii tɔ̧ɔ̧ ha̧ a̧ ga, ɓɛɛ mgbɔ Sara si sɛnɛ, a̧ zu̧u̧ nu-a tɛ hi̧a̧ kɔ̧ɔ̧ ta nɛ Sara, ɓɛɛ a̧ tur yí-a yinɛ, tɔ̧ nɛnɛ‘e: 
TOB.7.17	«Mɛ nyɔŋ nin-mɛ, bem kɔ‘m, Gasa Wan mɛ yiwese a̧ kpai bɔnɛ kɔ-mɛ nɛ́ desee, mɛ nɔ ŋgiɗi, bem kɔ‘m», ɓɛɛ Ɛdna gbo.
TOB.8.1	Ɗoŋ nɛ wa kaɗa nyɔŋa mɔ in nɔɔ mɔ kaɗi, ŋgimbi ɔ nu hɔa, wa mgbɔa Tobia nɛnɛ si kɔ gɔna bɛrtua. 
TOB.8.2	Tɛ Tobia mbaŋa ɗoŋ wen ko Rafaɛl. A̧ baa see-zoro in nyumu-a gbonɛ nɛ kɔ̧ ŋgɔɓɔ, ɓɛɛ a̧ kai a zu kɛ̧i-wee. 
TOB.8.3	Pɛr-a ndaka ɗaŋ-sɔ̧ yinɛ, ɓɛɛ ɗaŋ-sɔ̧‘i gɔm, ye zaŋ búk, yak si nú Egyptɛ mɛ. Rafaɛl ndaka ɗoŋ a̧, nɔkɔɗi a̧, hɛr a̧ sɛn hi̧i̧. 
TOB.8.4	O dáà in nàà ko Sara gboo kɔ tua, kpɛ nutua e sɛn zu Tobia in Sara. Tobia kura nɛ gɔn gado, ɓɛɛ tɔ̧ ha̧ Sara: «Mɛ kur, bokonya'm, ɛɛ kɔfi Gasa Wan Sɔ̧ k’ɛ́ɛ́, ɛɛ ai nú ha̧ A̧: A̧ a̧ de ko h’ɛ́ɛ́, A̧ a pɛm yɛ.» 
TOB.8.5	Sara kura, ɓɛɛ wa ku̧ naŋ kɔfa Sɔ̧, ai nɛ nú ha̧ Sɔ̧ mɛ pɛm wa. Kɔfasɔ̧ ko Tobia nɛ́ mɔ'ɔ: «Ɛ́ɛ́ gasi'Nɛ́, Sɔ̧ ko o zɔmdáà k’ɛ́ɛ́. Nin-‘Nɛ́ a hu̧r kpoo nɛ kpoo. O mɔ mɛ yiwese in o mɔ mɛ zaŋnu, o mɔ nɛ‘Nɛ́ dea lɛŋ a zɔn'Nɛ́. » 
TOB.8.6	Nɛ́ Ɛ́nɛ́ a̧ dee Adam, nɛ́ Ɛ́nɛ́ a̧ dee kóò kɔ̧-a̧ Eva mɛ gbak a̧ in mɛ yor ɗoŋ a̧, ɓɛɛ nɛ sɛn tɛ wa yiitoo'i a̧ kpar-bíí gboo nɛnɛ, nɛ́ Ɛ́nɛ́ a tɔ̧a̧: «Bo nɛ ɔ dee ha̧ wiwii mɛ duk ɛnɛ na, Mi tɛ de ŋma bíí nɛ tɛ hɔɔ ŋmaa in a̧ mɛ gbak a̧.» 
TOB.8.7	Kinii, bo nɛ wɔ baakóò a̧ gbɛ‘m mɛ ba bokonya'm’ɛ na, ɓɛɛ nɛ́ wen mbɔɔ zu, nyɛm nɛ ɗoŋ heembea k’Ɛ́nɛ́. Ɛnɛ zɔ́k ɛɛ yiitoo nɛ ko, hɔ ŋgimbi sɔki k’ɛ́ɛ́. 
TOB.8.8	Ɓɛɛ wa tɔ̧ nɛ tigɛr kpɔk: «Amɛn! Amɛn!» 
TOB.8.9	Ɓɛɛ wa ɔ nu. 
TOB.8.10	Raguɛl kura, ɓɛɛ sa o widetom kɔ‘i, ɓɛɛ wa nɛɛ za̧ kɔfio, wen a̧ taa so nde: «ŋmafara be-ŋgaiwi'i tɛ fe, ɓɛɛ o bíí tɛ mam yɛ, da̧ nɛ ɛɛ mbɛt!» 
TOB.8.11	Ŋgimbi nɛ wa za̧a̧ kɔ̧ kaɗi, Raguɛl pia ɗoŋ pi kɔ̧ tua kɔ‘i, sa kóò kɔ‘i, 
TOB.8.12	ɓɛɛ tɔ̧ ha̧ a̧: «Mɛ tom ŋma kodetom kɔ-mɛ nɛnɛ kɔ gɔna bɛrtua mɛ zɔk mɔ kà Tobia nɛ duka nɛ kpasa. Kà a̧ nɛ fea, h’ɛ́ɛ́ gun a̧ nɛ hu̧saa, ká ŋma bíí tɛ̀ɛ́ iŋ.» 
TOB.8.13	Wa foo kodetom nɛnɛ, wa ha̧ wee ha̧ a̧, wa hu̧i̧ nu gɔna bɛrtua, a̧ ye tua, kpa wa fara ɔ zɔm ya in ŋmaa. 
TOB.8.14	A̧ gbɔa, ɓɛɛ a̧ tɔ̧: «A̧ dúk kpasa, mɔ lɛŋ nɛ́ nɛ dea!» 
TOB.8.15	Wa dee osoko ha̧ Sɔ̧ mɛ yiwese, tɔ̧ nɛnɛ‘e: «Sɔ̧ k’ɛ́ɛ́, ɔ dee ha̧ o bíí nɛ a̧a̧ nɛ sa̧-a̧see mɛ zɔn'Nɛ́ ŋgimbi lɛŋ. 
TOB.8.16	Osoko h’Ɛ́nɛ́ wen zɔm desee nɛ‘Nɛ́ ha̧ha̧‘m’ɛ, wen mɔ de hee wan n'am taa ga na; Ɛnɛ dee gba demɔ in yɛ tɛ gasa kɔ̧ɔ̧mɔ k’Ɛ́nɛ́. 
TOB.8.17	Osoko h’Ɛ́nɛ́ tɛ dee ko ha̧ o kpɔk bem nɔ'ɔ yiitoo’ɛ. Gasa Wan, Ɛnɛ zɔ́k wa nɛ kɔ̧ɔ̧mɔ, Ɛnɛ pɛm wa, Ɛnɛ dé ha̧ wa mɛ kpa desee tɛ dukaa kɔ-wa siti. 
TOB.8.18	Ɓɛɛ Raguɛl tɔ̧ ha̧ o widetom kɔ‘i mɛ kpe kɔ̧ nɛti ha̧ mɔ mɛ gɔn.
TOB.8.19	Raguɛl tɔ̧ɔ̧ ha̧ kóò kɔ‘i mɛ dɔ brɛt nɛ dɔkaa, ɓɛɛ a̧ ye poo o mɔdai kɔ̧ a̧ kai ndai yiitoo in vala sami náár, ha̧ ha̧ wa mɛ gi, ɓɛɛ wa ku̧ naŋ ɗafa mɔ wen gbaŋa. 
TOB.8.20	A̧ saa Tobia, ɓɛɛ tɔ̧ ha̧ a̧: «Mɛ tɛ ɔ hɛ̧ɛ̧ zɛ ɓu-zu-a-náár, nyɔŋ nɛ mɔ, nɔ nɛ mɔ, ha̧ nɛ desee ha̧ bokobem kɔ‘m, oi bɔnɛ kɔ̧-a̧. 
TOB.8.21	Kinii, mɛ bá reta mbɔi kɔ‘m, si nɛnɛ nɛ dea tɛ ko dáà kɔ-mɛ. Oi-a nɛ tɛ ɓɔn duk nɛ k’ɛ́nɛ́, oi fio k’ɛ́ɛ́ in kóò kɔ‘m. Mɛ nɔ́ ŋgiɗi, bem kɔ‘m, mi nɛ dáà kɔ-mɛ, ɓɛɛ Ɛdna nɛ nàà kɔ-mɛ. Ɛɛ a̧a̧ ka tɛ-mɛ in kóò kɔ-mɛ ku̧u̧-naŋ-a kinii, hegɔ ɓɔnsɛnɛ. Bem kɔ‘m, mɛ nɔ ŋgiɗi!»
TOB.9.1	Tobia saa Rafaɛl, ɓɛɛ tɔ̧ ha̧ a̧: 
TOB.9.2	«Azaria, de sɛm kɔ‘m, mɛ nɛ in widetom náár, á̧ mɛ ba ŋgeloba yiitoo, mɛ yak sɛn Raguɛs tɛ ko Gabaɛl, mɛ ha̧ mɔɔ-sedaako-mbɔi ha̧ a̧, mɛ bá mbɔi hi̧i̧ er-a, ɓɛɛ mɛ pii ɗoŋ in Gabaɛl wen gbaŋa-baaŋmaa. 
TOB.9.3+TOB.9.4	Mɛ iŋa nɛ dea'e dáà kɔ‘m tɔr nɛ zɛ wen piaa kɔ‘m wese lɛŋ. Ka'm ɓɔn zɛ kpɔk, tɛ ha̧ ɗaŋsee ha̧ a̧ nyɛmna. Mɛ iŋa mbɛt Raguɛl kanamɔ‘e wi nyɛm mɛ e'm mɛ yak na: mi nyɛm mɛ yak zu ha̧a̧nú kɔ̧-a̧ na. » 
TOB.9.5	Rafaɛl yaka in o widetom náár in ŋgeloba yiitoo sɛn Raguɛs, nú Mɛdii, wa ɔɔ tɛ ko Gabaɛl. Rafaɛl ha̧mɔɔ-sedaako-mbɔi ha̧ Gabaɛl. A̧ tɔ̧ɔ̧ wen baakóò ko Tobia, bem ko Tobit, ha̧ a̧, ɓɛɛ a̧ tɔ̧ tom sara wen gbaŋa-baakóò ha̧ a̧ mbɛt. Beebee mɔ‘i, Gabaɛl tɔra o ŋgoɓo-sede n'a̧a̧ ee so nɛ hɛraa, nɛ oi tumbal, ɓɛɛ kai wa a sɛn zu o ŋgeloba. 
TOB.9.6	Ɓɛɛ wa kai ŋmaa, mɛ gɔna ndaazan, nɛ si fara gbaŋa-baakóò. Wa yee tɛ kɔ Raguɛl, ɓɛɛ wa kpaa Tobia ka̧ nyɔŋmɔ. Tobia kura nɛ ŋgai mɛ fan Gabaɛl; Gabaɛl ŋmaa nú tɛ kɔ̧ɔ̧, ɓɛɛ tok nɛ de yoŋgo a zu a̧‘e: «Mɛ, de bem ko dewi, widemɔ nɛ yuwar-a in yaa-de-ko. Gasa Wan a̧ tok de yoŋgo nɛ yiwese pii sɛn zu mɛ in kóò ko-mɛ, pii sɛn zu dáà in nàà ko kóò kɔ-mɛ. Osoko ha̧ Sɔ̧ nɛ dee ha̧‘m mɛ zɔk nya'm Tobia, nɛ hɔɔ ŋmaa in dáà kɔ̧-a̧ nyɛmna.»
TOB.10.1	Hegɔ‘i dam ɗɔŋ wese kpɔk kpɔk, Tobit tɔr nɛ zɛ nɛaa sɛn Raguɛs, in zɛ piaa. Zɛ nɔ‘i lɛŋ yaka, ɓɛɛ bem kɔ̧-a̧ tɛ pii hɔɔ na. 
TOB.10.2	A taa mɔ: wa dora nɛ a̧ e hi̧i̧ ndé, ŋmafara Gabaɛl fe fee nde, kóó ŋma bíí bo wen ha̧sede'i ha̧ a̧ na ndé, 
TOB.10.3	ɓɛɛ a̧ ku̧ naŋ kpaa ɗaŋsee. 
TOB.10.4	Anna, kóò kɔ̧-a̧, tɔ̧̧: «Bem kɔ‘m fee kadi, bɛka'm kpa a̧ ɓɔ na.» A̧ ku̧u̧ naŋ hi̧a̧ kɔ̧a, ai nɛ nú-a wen bem kɔ̧-a̧, tɔ̧ nɛnɛ‘e: 
TOB.10.5	«Oe, bɔnɛ kɔ‘m wa, bem kɔ‘m! mɛ́ nɛ̀ mɛ̀ duk nɛ́ sa̧a̧mɔ yi'm, nɛ mɔ n'am ee mɛ mɛ yak’ɛ.» 
TOB.10.6	Tobit tɔ̧ɔ̧ ha̧ a̧: «Ká mɛ tɔ̧ wen hegɔ na, kóò kɔ‘m! a̧ dúk nɛ dea. Nɛ ŋma mɔ a sakala wa. Sɛm kɔ̧-a̧ nɛ wa yaka in ŋmaa nɛ́ mgbak bíí, a̧ nɛ ŋma nya-ɛɛ. Ká mɛ ta mɔ na, bokonya'm. Mɛ tɛ zɔk a̧: a̧ tɛ pii ɗoŋ. Dekpaa a̧ hɔɔ hɛ̧ɛ̧.» 
TOB.10.7	Anna kifa: «Mɛ kpe nú-mɛ! mɛ́ ɔr nɛ‘m! bem kɔ‘m fee kaɗi!» Wese lɛŋ, a̧ gbo zan nɛ hayaa mɛ zɔk mɔ si yuwar nɛ bem baa so, wen a̧ kɔ̧ so mɛ zíí wen kɔ ŋma bíí na. Dam ɗoŋ ga̧a̧mɔ lɛŋ, tɛ yee-wese a̧ ye tua, a̧ kiŋgili tɛ-a nɛ nu zaŋ zɛ lɛŋ, hi̧i̧ nɛ kɔ̧a, yá hɔ yi a̧ na.
TOB.10.8	Ɗoŋ nɛ zɛ ɓu-zu-a-náár, nɛ Raguɛl gɔna so wen gbaŋa baakóò dama kaɗi, Tobia tɔ̧ɔ̧ ha̧ for wi: «Ɛnɛ e ha̧‘m si, wen mi iŋa dáà kɔ‘m in nàà kɔ‘m bo nɛ taamɔ zɔka'm ɓɔ na. Hegɔ, dɛ́ kɔ‘m, mi ai nú‘m h’ɛ́nɛ́, ɛnɛ e yuwar ha̧‘m mɛ si tɛ ko dáà kɔ‘m, wen mi baa tɔ̧ so nyɛrɛ dukaa, n'am e nɛ wa sɛnɛ h’ɛ́nɛ́. » 
TOB.10.9	Raguɛl tɔ̧ ha̧ Tobia: «Bem kɔ‘m, ká mɛ yak na! mɛ duk in am! Mi tɛ tom bíí mɛ tɔ nyɛrɛ dukaa kɔ-mɛ ha̧ dáà kɔ-mɛ.» Tobia tɔ̧a̧: «Weyaa! mi ai nú h’ɛ́nɛ́! ɛnɛ é‘m mɛ si ɗoŋ tɛ kɔ dáà kɔ‘m!» 
TOB.10.10	Wen'i nu'i, ɓɛɛ Raguɛl ha̧ kóò kɔ̧-a̧ Sara ha̧ a̧, in reta mbɔi kɔ-a̧ lɛŋ mbɛt: o wi-de-tom in o koo-de-tom, o ndai in o sami, o tuifuu in o ŋgeloba, o laa, o sede, o nyɛk, in o ŋma mɔ nɛtɛ nɛtɛ. 
TOB.10.11	A̧ e ha̧ wa mɛ si nɛ desee, ɓɛɛ a̧ war Tobia, hee mɔ'ɔ ga: «De hayatɛ ha̧ mɛ, bem kɔ‘m, mɛ si nɛ dea. Gasa Wan mɛ yiwese a̧ duk ti h’ɛ́nɛ́, mɛ in kóò kɔ-mɛ Sara! A̧ a̧ de ha̧‘m mɛ zɔk o bem k’ɛ́nɛ́ nɛti ha̧‘m mɛ fe! » 
TOB.10.12	A̧ tɔ̧ɔ̧ ha̧ bem kɔ̧-a̧ Sara: «Mɛ̀ nɛ́ tɛ ko o for-mɛ, wen wa nɛ́ o dáà kɔ-mɛ kinii, hee ɛɛ n’ɛɛ́ koo mɛ ga. Bem kɔ‘m, mɛ nɛ́ ɗɔɔ ga̧a̧mɔ, mi kɔ̧ɔ̧ mɛ zíí nɛ́ nyɛrɛ demɔ kɔ-mɛ, ŋgimbi n’ɛɛ́ ɓɔna nɛ gbaayí-ɛɛ kaŋ.» A̧ wara wa, ɓɛɛ a̧ e wa yak. 
TOB.10.13	Ɛdna mbɛt tɔ̧ɔ̧ ha̧ Tobia: «Yaa-dua-see'am, Gasa Wan a̧ mgbɔ mɛ sinɛ nɛ dea. A̧ a̧ de ha̧‘m mɛ zɔk o bem k’ɛ́nɛ́ in Sara, nɛti ha̧‘m mɛ fe. Mi ha̧bokobem kɔ‘m ha̧ mɛ, nɛ nin Gasa Wan: mɛ kasi a̧ nɛ dea. Ká mɛ ha̧ tu̧u̧see ha̧ a̧ tɛ dukaa kɔ-mɛ zaŋnu’ɛ na! Bem kɔ‘m, mɛ nɛ ɗɔɔ ga̧a̧mɔ. Kinii mi nɛ nàà kɔ-mɛ, ɓɛɛ Sara nɛ bokonya-mɛ. Sɔ̧ a̧ de h’ɛ́ɛ́ mɛ kpa nɛ kpɔk desee tɛ dukaa k’ɛ́ɛ́ lɛŋ» Ɛdna hɛra wa yiitoo lɛŋ, ɓɛɛ a̧ e ha̧ wa mɛ yak nɛ gasa desee. 
TOB.10.14	Nɛ́ hegɔ a̧ Tobia gboo nɛ tɛ ko Raguɛl si nɛ tortɛ in nɛ nyɛŋɛ, de nɛ osoko ha̧ Gasa Wan mɛ yiwese in zaŋnu, Wi nɛ ɔ wan zu mɔ lɛŋ, wen A̧ dea ha̧ nɔ kɔ̧-a̧ mɛ ba nɛ a̧. Raguɛl tɔ̧ɔ̧ ha̧ a̧ woyo: «Sɔ̧ a̧ de ha̧ mɛ mɛ kpa desee, tɛ tu̧u̧ tɛ̧ o dáà kɔ-mɛ, wese lɛŋ tɛ duka-kpasa kɔ-wa.»
TOB.11.1	Hee mɔ'ɔ nɛ wa hɛɗa ka Kaserin ti Ninivɛ kaɗi ga, Rafaɛl tɔ̧a̧: 
TOB.11.2	«Mɛ iŋa hee mɔ'ɔ n’ɛɛ́ ee nɛ dáà kɔ-mɛ ga. 
TOB.11.3	Ɛɛ yak ti ha̧ kóò kɔ-mɛ, h’ɛ́ɛ́ mɛ nɛ ɗafi mɔ kɔ̧ tua, nɛti ha̧ a̧ mɛ hɔ in o dɔka bíí.» 
TOB.11.4	Wa kaia ŋmaa yiitoo lɛŋ yaknɛ. (Rafaɛl baa tɔ̧ so ha̧ Tobia: «Mɛ kasi pa̧i-zoro er-mɛ»). Ɓɛɛ kó toyo ko Tobia, kana nɛ ndaka ɗoŋ wa. 
TOB.11.5	Ŋgimbi'i, Anna dúk nɛ nu ka yuwar zɔk nɛ mɔ fara nɛ bem kɔ̧-a̧ tɛ pii nɛnɛ. 
TOB.11.6	A̧ zɔka a̧ fara piaa, ɓɛɛ a̧ tɔ̧ ha̧ dáà kɔ̧-a̧: «Mɛ zɔk bem kɔ-mɛ nɛ pii in gbamayari kɔ‘i mɛ‘i’ɛ.» 
TOB.11.7	Rafaɛl tɔ̧ɔ̧ ha̧ Tobia, nɛti ha̧ a̧ mɛ hɔ katɛ dáà kɔ̧-a̧: «Mi iŋa'e yí-dɛ́ kɔ-mɛ tɛ hu̧i̧. 
TOB.11.8	Mɛ a pa̧i-zoro yi-a̧; nyina tɛ fok, ɓɛɛ tɛ fo wíì yí-a yinɛ; ɓɛɛ dáà kɔ-mɛ tɛ zɔk mɔ nɛ sa̧-a̧, hee kuti-a nɛti ga.» 
TOB.11.9	Anna maa yi hɛr bem kɔ‘i, ɓɛɛ tɔ̧ ha̧ a̧: «Mi zɔka mɛ woyo, bem kɔ‘m, kinii mi nyɛma mɛ fe», ɓɛɛ a̧ zu nú-a̧ tɛ kɔ̧a̧. 
TOB.11.10	Tobit kura, tam nɛ mɔ nɛk nɛk nɛnɛ, ɓɛɛ gbo nɛ nutua mɛ beegara. 
TOB.11.11	Tobia ɗɔŋa si ka tɛ dáà kɔ‘i, kasi nɛ pa̧i-zoro er, a̧ ufa si kɔ̧ yi-dɛ́ kɔ̧-a̧, ɓɛɛ a̧ tɔ̧ kasi nɛ a̧: «dɛ́ kɔ‘m, ɛnɛ nɔ́ ŋgiɗi!» A̧ aa nyina yí-a, kasi nɛ a̧ yor nɛnɛ. 
TOB.11.12	Nɛ er-a yiitoo, a̧ wɛna yí-dɛ́ kɔ̧-a̧, ɓɛɛ wii hui a nu. 
TOB.11.13	Tobit hɛra ger-a rɔɔm, híí nɛ kɔ̧a̧, ɓɛɛ tɔ̧ ha̧ a̧: «Mi zɔka mɛ woyo, bem kɔ‘m nɛ mɛ dúk nɛ sa̧a̧mɔ yí‘m.» 
TOB.11.14	Ɓɛɛ a̧ tɔ̧: «Osoko ha̧ Sɔ̧. Ɛɛ gasi nɛ sa̧-a̧ nin-A̧. Ɛɛ zɔn nɛ o sa̧a̧ betom kɔ̧-A̧ lɛŋ. Sɔ̧, nɛ nin-A̧ ɔ sa̧-a̧, a̧ pɛm yɛ! Ɛɛ zɔn nɛ o sa̧a̧ betom kɔ̧-a̧ lɛŋ kpoo nɛ kpoo! Wen Gasa Wan ee so'm tɛ gasa bɔnɛ, ɓɛɛ kinii mi zɔk nɛ bem kɔ‘m Tobia woyo 
TOB.11.15	Tobia yee kɔ tua nɛ nyɛŋɛ, zɔn nɛ nin Sɔ̧ nɛ heeger. A̧ tɔ̧ɔ̧ ha̧ dáà kɔ̧-a̧‘e nɔ kɔ‘i baa nɛ wi, wi baa mbɔi piinɛ, in wi baa Sara, bem ko Raguɛl, nɛ kóò mbɛt, ɓɛɛ a̧ tɔ̧ siti'e: «A̧ hɛɗa hɔaa kaɗi, a̧ nyɛi̧ nɛ nu garo Ninivɛ na.» 
