MAT.1.1	Koi kani'imari a susunganna puli ni Yesus Kristus, men lee' ni Daud ka' lee' ni Abraham.
HEB.6.9	Utu-utusku men kolingu'ku! Maune' i kai morobu koiya'a muntundun i kuu, kasee surionmai na wawaumuu isian men porena mbali' i kuu salamatkonon. 
HEB.6.10	Alaata'ala sian kelo-kelos. Ia sian limbo'kon upa men wawauonmuu bo Ko'ona. Ia sian limbo'kon polingu'muu men kuu limangmo bo Ko'ona na tempo i kuu mangalawei simbaya'muu sa'angu' kaparasaya'an, mbaripianpo pataka koini'i. 
HEB.6.11	Kasee kikira'mai kada' i kuu sanda-sanda' mampari-pari tumuo' koiya'a pataka kokomburi'anna tutuo'muu kada' upa men ooskononmuu bo rumpakionmuu. 
HEB.6.12	Kai sian mingkira'kon i kuu sida mian molulu'. Kasee kikira'mai kada' i kuu tumuo' koikoimo tia mian men mangalabot upa men ia toonkon Alaata'ala, gause parasaya ka' moko pera na upa men Ia toonkon iya'a.
HEB.6.13	Tempo Alaata'ala nontoon i Abraham, Ia nobasumpa' se' upa men Ia poko toonkonmo iya'a bo wawauon-Na. Ia nobasumpa' tia mangaan ngaan-Na suungna gause sianta men balaki'na tii Ia. 
HEB.6.14	Tae-Na, “Sabole i Yaku' bo mambarakaati i koo tamban biai' tuu' a barakaat ka' minsidakon i koo anakon biai'.”
HEB.6.15	Abraham moko pera mempeperai mbaka' i ia nangalabot upa men ia toonkon Alaata'ala na ko'ona.
HEB.6.16	Kalu mian basumpa', ia basumpa' tia mangaan men moola'na tii ia. Mbaka' sumpa'na iya'a minsidakon poogagaian sianmo umimput. 
HEB.6.17	Koiya'a mbali' Alaata'ala nunturangi' sumpa'-Na iya'a. Ia namakadodor na mian men nangalabot toon-Na se' i Ia sian mombolii sagia-Na. 
HEB.6.18	Rurua' men Ia ngaan iya'a sian koboliian. Ia sian mangalusi toon-Na tia sumpa'-Na. Mbali' kita men mongooskon Alaata'ala pakadodoron a noanta montontoni upa men ooskononta ni'imarian.
HEB.6.19	Men ooskononta iya'a koimo tapu men moonggor ka' mokotaan bo parikokotan na tutuo'ta. Tapu iya'a minsoop na Lokis Molinas men na sambotakna toik pongola'.
HEB.6.20	Yesus nantatasmo salan mae' na lokis iya'a, ka' i Ia noko pinsoopmo bo ko'onta. Ia nosidamo Imam Moola' pataka manau' koi imam Melkisedek.
HEB.7.1	Melkisedek kani'i tomundo' na Salem ka' imamna Alaata'ala na ko'alayo'an. Sarataa i Abraham mule'kon na poopapatean nungurungku'i toropii tomundo', Melkisedek taka nangalaboti i ia ka' nambarakaati. 
HEB.7.2	Mbaka' i Abraham nantaraimo i Melkisedek sangobosan na lalomna sompulo' obosan upa men ia surung.
HEB.7.2	Ngaan Melkisedek aratina tomundo' men pontomundo'ina kana'. Ya'a aratina men tumbe. Gause i ia tomundo'na Salem mbaka' aratina ngaanna uga' tomundo' men pontomundo'ina ratong. 
HEB.7.3	Melkisedek kani'i sianta tundunan men muntundunkon se' i ia tamaan kabai se' i ia sinaan kabai se' i ia pulian. Sianta tundunan men muntundunkon ilio nongamea'anna ka' uga' nolapusanna. Ia koimo Anakna Alaata'ala; ia imam men pataka manau'.
HEB.7.4	Sida piile'onta ka'ita se' i Melkisedek angga'ion tuu', pataka i Abraham minti'inta nantarai i ia sangobosan na lalomna sompulo' obosan na giigii' upa men ia dapot na poopapateanna. 
HEB.7.5	Na ukum Torat nipoko patukomo se' imam men lee' ni Lewi tio mangala sangobosan na lalomna sompulo' obosan ule' na poto'utusanna, mau mune' poto'utusanna iya'a uga' lee' ni Abraham.
HEB.7.6	Kasee i Melkisedek men taasi' lee'na i raaya'a nangala sangobosan na lalomna sompulo' obosan na giigii' men ia poko ule' i Abraham ka' nambarakaati i ia men isianmo toonna Alaata'ala. 
HEB.7.7	Tuutuu' sian sida gagaion se' mian men sian alayo' a oruanganna barakaationna mian men daa alayo' a oruanganna.
HEB.7.8	Imam men mandapot sangobosan na lalomna sompulo' obosan, raaya'a bo lapus. Kasee koi men nitulis na Alkitaap, Melkisedek men nandapot sangobosan na lalomna sompulo' obosan iya'a, ia mian men ningaan tumuo' sidutu. 
HEB.7.9	Mbaka' sida ngaanon se' i Lewi men komburi'na nandapot sangobosan na lalomna sompulo' obosan na mian Israel uga' ia nambayarmo obos iya'a na tempo i Abraham nambayar ni Melkisedek. 
HEB.7.10	Maune' i Lewi sianpo nongamea', kasee sida ngaanon ia noko na lalomnamo waka ni Abraham pulina na tempo i Melkisedek nopoorumpak tii Abraham.
HEB.7.11	Ukum Torat nirookon na lipu' Israel tempo isian imam men ringkat na bense' Lewi. Kasee ka' imam men ringkat na bense' Lewi iya'a sian momoko mingilimang men kalepu, mbaka' tio isian imam moola' sambana koi imam Melkisedek, ka' taasi'mo men lee' ni imam Harun!
HEB.7.12	Kalu aturanna imam koboliianmo, mbaka' ukum Torat uga' tio koboliian. 
HEB.7.13	Mian men kai tundun iya'a mase ringkat na bense' sambana, ka' sianta sa'angu'po mian na bense'-Na men ninakat sida imam. 
HEB.7.14	Giigii' mian poto inti'i se' Tumpunta ringkat na bense' ni Yehuda, kasee i Musa sian notaatundun imam na bense' iya'a.
HEB.7.15	Upa men tundunkonon kani'i sida manasa soosoodo, kalu taka a sa'angu' imam sambana men koi Melkisedek. 
HEB.7.16	Imam iya'a ninakat nosida imam, taasi' mongololo'kon lee'na imam, kasee mongololo'kon tutuo'-Na men kuasaan men sian kokabu-kabusanna. 
HEB.7.17	Gause na Alkitaap isian nitulis,
HEB.7.17	“Koo mase Imam pataka manau' koi imam Melkisedek.”
HEB.7.18	Koini'i aturan men olukon mase sianmo sumalan, gause sianmo moonggor ka' sianmo kumana'. 
HEB.7.19	Ukum Torat sian minsidakon upa-upa sida kalepu. Kasee kita koini'i nitaraimo sa'angu' aturan men porena bo ooskononta, kada' i kita sida mangkarani' Alaata'ala.
HEB.7.20	Ka' aturan iya'a nipololo'i tia sumpa'na Alaata'ala. Sianta sumpa' men koiya'a na tempo imam sambana ninakat. 
HEB.7.21	Kasee tempo i Yesus ninakat sida imam, Alaata'ala nunsumpa' i Ia tae-Na,
HEB.7.21	“Tumpu noko basumpa'mo,
HEB.7.21	ka' Ia sian mombolii. Tae-Na,
HEB.7.21	‘Koo mase Imam pataka manau'.’ ”
HEB.7.22	Koiya'a mbali' i Yesus sida bookoi parasikoot bona sa'angu' toon men porena tia toon men olukon.
HEB.7.23	Mianna bense' Lewi men nosida imam tio biai'. Raaya'a sian sida bo imam pataka manau', gause i raaya'a sabole bo lapus. 
HEB.7.24	Kasee i Yesus tumuo' pataka sidutu, ka' limang-Na bookoi imam sian tolimba' na mian sambana. 
HEB.7.25	Mbali' pataka manau' i Ia momoko mansalamatkon mian men taka na Ko'ona mae' na Alaata'ala, gause i Ia tumuo' pataka sidutu bo pantakakon pa'ase'na mian iya'a na Alaata'ala.
HEB.7.26	Imam Moola' men koiya'a a men kana' bo ko'onta. Ia molinas, sianta sala'-Na, sianta idek-Na, nirensakon na mian men dosaon, ka' nipasawe'kon na ko'alayo'an men mingilingkudui lealaa. 
HEB.7.27	Ia taasi' koi imam moola' men sambana, men sanda' ilio tio mongorookon kurbaan kutung gause dosana waka-wakana, ka' moko daa iya'a kasi dosana mian. Ia nongorookon kurbaan tongko' pensan pataka sidutu, tempo i Ia nongorookon waka-Na bookoi kurbaan.
HEB.7.28	Ukum Torat manganakat mian men sian kalepu bo sida imam moola'. Kasee noko daa ukum Torat iya'a, Alaata'ala nangawawaumo toon tia sumpa' se' i Ia manganakat Anak-Na men talakana bookoi Imam Moola' pataka sidutu.
HEB.8.1	Tukona giigii' tundunan men nitundunkon kani'i mase muntundunkon se' i kita isian Imam Moola' men koiya'a, men umoruang paraas uananna Alaata'ala Men Kuasaan Tuu' men isian na surugaa.
HEB.8.2	Ia balimang bookoi Imam Moola' na Lokis Molinas men isian na lalomna Kema men tuutuu'na, men ia pokerer Tumpu, taasi'po ia pokerer mian.
HEB.8.3	Sanda' imam moola' ninakat bo pongorookon kurbaan ka' soor bona Alaata'ala. Koiya'a uga' a Imam Moola' kani'i. Ia tio isian upa bo rookonon-Na. 
HEB.8.4	Kalu se' i Yesus isian na tano' balaki' kani'i, Ia sabole sian sida bo imam, gause isianmo imam men bo pongorookon kurbaan koi men tio wawauon na ukum Torat. 
HEB.8.5	Palimangon men ia limang i raaya'a bookoi imam mase tongko' simpaatukanna kabai se' loolung na upa men isian na surugaa. Koiya'a mbali' ia poko bantilkonmo Alaata'ala mbaripian ni Musa, na tempo i Musa boomo momokerer Kemana Tumpu. Taena Alaata'ala, “Imamat pore-pore! Giigii' iya'a tio wawauoon koi men nipoko pisiso'konmo na ko'oom na wawona buu'na.”
HEB.8.6	Kasee koini'i i Yesus nandapotmo palimangon men umangga'na tia imam na tano' balaki' kani'i, gause i Ia nosidamo topobisarana toon men porena tia toon men olukon. Toon iya'a a porena tia toon men olukon gause Alaata'ala nontoonkonmo men porena bo ko'onta.
HEB.8.7	Kalu se' toon men olukon sianta men sala'na, mbaka' mosoomo isian toon men korua'na. 
HEB.8.8	Kasee Alaata'ala nansasala' mian-Na, tae-Na,
HEB.8.8	“Sabole bo taka a tempona,
HEB.8.8	Yaku' bo mantakakon toon men u'uru bona lipu' Israel,
HEB.8.8	ka' lipu' Yehuda.
HEB.8.9	Taasi' koi men Yaku' toonkonmo pulina i raaya'a
HEB.8.9	na tempo i Yaku' nimbibit ka' nantandan pulina umuar na tano' Mesir.
HEB.8.9	Pulina sian malolo' na toon men Yaku' toonkon i raaya'a,
HEB.8.9	mbali' i Yaku' sian ningimamat i raaya'a.
HEB.8.10	Kasee koi kani'imari a toon men bo wawauon-Ku
HEB.8.10	na lipu' Israel na ilio men bo taka:
HEB.8.10	Yaku' bo minsidakon i raaya'a minginti'i manganaa'
HEB.8.10	ukum-Ku na noana i raaya'a,
HEB.8.10	ka' muntulis na noana i raaya'a.
HEB.8.10	Yaku' bo sida Alaata'alana i raaya'a,
HEB.8.10	ka' i raaya'a bo sida mian-Ku.
HEB.8.11	Raaya'a mosoo mimisiso' simbaya'na i raaya'a,
HEB.8.11	ka' mambantilkon na utusna,
HEB.8.11	‘Alaka' inau' a Tumpu.’
HEB.8.11	Gause i raaya'a giigii', morio' tia moola', bo minginti'i i Yaku'.
HEB.8.12	Yaku' bo mingilino-linoi sala'na i raaya'a,
HEB.8.12	ka' sianmo minginau' dosana i raaya'a.”
HEB.8.13	Tempo Alaata'ala nuntundunkon toon men u'uru, Ia nambantilkon toon men olukon iya'a nosidamo manau', ka' men nosidamo manau' iya'a, uga' boomo penta'.
HEB.9.1	Toon men olukon isian aturan bakitumpu, ka' isian aturan bona laigan molinas men ia wawau mian. 
HEB.9.2	Isian Kemana Tumpu nipokerer. Na lokis torumpakan isian sulaan boloak, ka' isian uga' meja tia roti men nirookon bona Alaata'ala. Lokis iya'a ningaan Lokis Molinas.
HEB.9.3	Na sambotakna toik men mongola'i, isian lokis korua'na men ngaanion Lokis Molinas Tuu'.
HEB.9.4	Na lalomna lokis iya'a isian mesba men mosoni a niwawau bo puntunuan kamangian, ka' isian uga' Petina Toon men nikampiti mosoni longko-longkop. Na lalomna Peti iya'a isian kuren mosoni men ni'isii kakaan men ngaanion manna, isian tokon ni Harun men ninsumpe, ka' isian rurua' watu madempa' men na wawona nitulisii toonna Tumpu.
HEB.9.5	Na wawona peti iya'a isian rua' kerup laian men mintimbaani'kon kotakaanna Alaata'ala. Laina rurua' kerup iya'a kamba-kambang na wawona talopna peti men pontololokian dosa. Kasee giigii' men isian na lokis iya'a sianpo sida popo'inti'ikonon sanda-sanda'.
HEB.9.6	Koiya'a a kakalianganna nangatur Kema iya'a. Sanda' ilio isian imam minsoop na lokis men tumbe na Kema iya'a mansalankon limangna i raaya'a.
HEB.9.7	Kasee men daa sida minsoop na lokis men korua'na tongko' Imam Moola'. Ia mingilimang koiya'a tongko' sataun pensan. Imam Moola' mangawawa rara'na ayop bo kurbaankonon bona Alaata'ala gause sala'na ka' sala'na mian men sian ia talekon i raaya'a.
HEB.9.8	Aturan iya'a bookoi pompopanasakonna Alus Molinas se' kalu Kemana Tumpu men tumbena dauga'na isian, mbaka' salan minsoop na lalomna Lokis Molinas Tuu' iya'a sianpo kobongkatian. 
HEB.9.9	Giigii' iya'a nosidamo timbaani' bo ko'onta' tempo koini'i. Soor ka' kurbaan men rookonon bona Alaata'ala sian sida mompopokana' noana mian men mangawawa kurbaan. 
HEB.9.10	Aturan iya'a tongko' muntundun kakaan, inuman, ka' sanda' kaliangan pongoloe'ian. Giigii' tongko' aturan men kampiile'an men tongko' bo kopera-peraan pataka boliionna Alaata'ala.
HEB.9.11	Kasee i Kristus noko takamo bookoi Imam Moola' na giigii' upa pore men bo taka. Ia ninsoopmo ka' nobalimang na Kemana Tumpu men balaki'na ka' kalepuna. Kema iya'a taasi' ia wawau mian. Aratina Kema iya'a taasi' norumingkat na tano' balaki' men nisidakon kani'i. 
HEB.9.12	Kristus ninsoopmo na Lokis Molinas Tuu' na lalomna Kema iya'a tongko' pensan pataka sidutu. Ka' tempo iya'a Ia sian nangawawa rara'na bembe' moro'one kabai rara'na anakna sapi' bo kurbaankonon-Na. Ia nangawawa rara'na Suungna, ka' nontololoki i kita pataka sidutu.
HEB.9.13	Rara'na bembe' moro'one ka' sapi' moro'one nipipirkon na mian ka' awuna kurbaan sapi' rundara nipaasikon na mian. Panduungna kada' mongoloe'i wakana mian men koi taena aturanna ukum Torat se' marere.
HEB.9.14	Kalu rara' tia awu iya'a sida mongoloe'i rerena wakana mian, upa mune' ka' rara' ni Kristus. Gause ia tulung Alus men sidutu, mbaka' Kristus nongorookonmo waka-Na bona Alaata'ala bookoi kurbaan men sianta idekna. Rara'-Na mongoloe'i noanta na wawau men sian kumana', kada' i kita sida balimang bona Alaata'ala men tumuo'.
HEB.9.15	Mbali' i Kristus nosida Topobisara bona sa'angu' toon men u'uru, kada' mian men ia poko leelo'mo Alaata'ala sida mangalabot budel sidutu men Ia poko toonkonmo. Giigii' iya'a nosida gause i Yesus nolapusmo bo pontololoki sala'ta men kita poko limangmo tempo toon men olukon.
HEB.9.16	Kalu isian surat potuun bo pongobos budel, tiodaa tuutuu' se' men tombono budel iya'a noko lapusmo. 
HEB.9.17	Gause surat potuun iya'a tongko' sida kalu mian men tombonona nolapusmo. Surat potuun iya'a sianpo sida kalu men tombono budel iya'a dauga' tumuo'. 
HEB.9.18	Mbali' toon men olukon uga' nipotuutuu' tia rara'na ayop men nikoyo'. 
HEB.9.19	Sarataa i Musa nambantilkon na lipu' Israel giigii' potoo men isian na ukum Torat, kasi ia nangala rara'na anakna sapi' ka' rara'na bembe' moro'one, ka' nontomok tia weer. Noko daa iya'a, kasi ia namake rakut hisop ka' wuluna domba memea' nimpipiri Kitap Ukum Torat iya'a ka' giigii' mian.
HEB.9.20	Pori-porimban mangawawau iya'a i Musa norobu taena, “Ni'imo a rara' men mompotuutuu' toonna Alaata'ala men nipotookon bo ko'omuu.” 
HEB.9.21	Kasi i Musa nimpipirkon soosoodo rara' iya'a na Kemana Tumpu ka' na giigii' pakakas bakitumpuan.
HEB.9.22	Koi taena ukum Torat, toro-toro giigii' upa tio loe'ion tia rara', ka' dosa sian ampunion kalu sianta rara' men tonturo'.
HEB.9.23	Giigii' pakakas men mintimbaani'kon upa-upa men isian na surugaa tio loe'ion koiya'a. Kasee pakakas men na surugaa iya'a tio loe'ion tia kurbaan men porena tia kurbaan ayop. 
HEB.9.24	Mbali' i Kristus taasi'po ninsoop na Lokis Molinas men ia wawau mian, gause Lokis Molinas men ia wawau mian tongko' simpaatukanna Lokis Molinas men tuutuu'na. Kristus ninsoop na surugaa. Koini'i i Ia ra'aa na Alaata'ala bo topobisaranta. 
HEB.9.25	Imam Moola' na Yahudi sanda' taun mangawawa rara'na sa'angu' ayop minsoop na Lokis Molinas Tuu'. Kasee i Kristus sian piribiai' minsoop mongorookon waka-Na. 
HEB.9.26	Gause kalu koiya'a, ansee i Ia piribiai' nitalalais muntumbeipo dunia kani'i nisidakon. Kasee koini'i na tempo men kokomburi'anna Ia tongko' pensan taka kada' mompopokale dosa tia mongorookon waka-Na bookoi kurbaan. 
HEB.9.27	Alaata'ala nangaan se' mian tongko' pensan lapus, ka' moko daa lapus kasi ukumion-Na. 
HEB.9.28	Koiya'a uga' i Kristus tongko' pensan nirookon bookoi kurbaan bo pontololoki dosana mian biai'. Ia bo taka soosoodo kopinduanna, taasi'mo bo pontololoki dosa, kasee bo pansalamatkon mian men mempeperai kotakaan-Na.
HEB.10.1	Ukum Torat tongko' simpaatukanna barakaat men bo taka iya'a, taasi'po men tuutuu'na. Mbali' tia kurbaan men koikoimo men sinampang kurbaankonon sanda' taun, Ukum Torat sian sida mompopokalepu i raaya'a men taka bakitumpu. 
HEB.10.2	Kalu se' mian men bakitumpu iya'a tuutuu' noloe'mo a dosana, raaya'a sianmo munsurikon dosaon, ka' munsurikon sianmo mosoo momokela kurbaan. 
HEB.10.3	Kasee men tuutuu'na kurbaan men nikurbaankon sanda' taun iya'a tongko' mompopo'inau'kon mian na dosana i raaya'a, 
HEB.10.4	gause rara'na sapi' moro'one tia rara'na bembe' moro'one sian momoko manganui dosa.
HEB.10.5	Mbali' na tempo i Kristus taka na tano' balaki', Ia norobu na Alaata'ala, tae-Na:
HEB.10.5	“Kuu sian mingkira'kon kurbaan ka' soor,
HEB.10.5	kasee i Kuu ninsidakonmo i Yaku' montombonoi waka.
HEB.10.6	Kuu sian mingkira'kon kurbaan men tunuon kabai kurbaan men bo pontololoki dosa.
HEB.10.7	Kasi Yaku' norobu taeng-Ku',
HEB.10.7	‘Alaata'ala, ni'imo i Yaku'!
HEB.10.7	Yaku' taka bo mingilimang men kikira'-Muu,
HEB.10.7	koi men nitulismo na lulunanna kitap men nuntundunkon wakang-Ku.’ ”
HEB.10.8	Tumbena i Kristus norobu tae-Na, “Kuu sian mingkira'kon kurbaan ka' soor. Kuu sian mingkira'kon kurbaan ayop men tunuon tia kurbaan bo pontololoki dosa.” Kristus norobu koiya'a, maupo uga' giigii' kurbaan iya'a niwawaumo sintutu' koi na ukum Torat. 
HEB.10.9	Noko daa iya'a Kristus norobu tae-Na: “Alaata'ala! Ni'imo i Yaku'. Yaku' taka bo mingilimang men kikira'-Muu.” Mbaka' Alaata'ala nansapui toon men olukon iya'a, ka' nombolosi tia toon men korua'na. 
HEB.10.10	Yesus Kristus daamo ningilimang upa men kikira'na Alaata'ala ka' nongorookonmo waka-Na bookoi kurbaan see tongko' pensan pataka sidutu. Gause kurbaan iya'a, mbaka' dosanta giigii' noloe'mo.
HEB.10.11	Sanda' imam kumekerer mansalankon limangna sanda' ilio ka' sinampang momokela kurbaanna men koikoimo. Kasee kurbaan iya'a sian sida manganui dosa. 
HEB.10.12	Kasee i Kristus nomokela tongko' sa'angu' kurbaan bo pontololoki dosa. Noko daa nomokela kurbaan iya'a, Kristus no'umoruangmo pataka manau' na paraas uananna Alaata'ala. 
HEB.10.13	Ka' koini'i Kristus tongko' mempeperai tempona Alaata'ala mompoporungku' giigii' mian men mangka'idek i Kristus sida malolo' ni Ko'ona. 
HEB.10.14	Kristus tongko' pensan nongorookon waka-Na bookoi kurbaan ka' i Ia nompopokana' pataka manau' mian men popokalepuion.
HEB.10.15	Men koiya'a Alus Molinas uga' nompotuutuu' na ko'onta'. 
HEB.10.16	Ia norobu tae-Na,
HEB.10.16	“Koi kani'imari a toon men bo toonkonon-Ku na ko'ona i raaya'a ni'imarian:
HEB.10.16	Yaku' bo monsoopkon ukum-Ku na noana i raaya'a,
HEB.10.16	ka' muntulis na noana i raaya'a!”
HEB.10.16	Koiya'a wurungna Tumpu.
HEB.10.17	Alaata'ala uga' norobu tae-Na,
HEB.10.17	“Yaku' sianmo minginau' dosana ka' idekna i raaya'a”.
HEB.10.18	Kalu se' giigii' iya'a ampunionmo, mbaka' mosoomo momokela kurbaan bo pontololoki dosa.
HEB.10.19	Utu-utus! Gause kolapusan ni Yesus iya'a mbaka' i kita koini'i momoko miminsoopi Lokis Molinas Tuu'. 
HEB.10.20	Yesus noko pantatasmo sa'angu' salan men u'uru bo ko'onta'. Salan iya'a lumiu na toik pongola' ka' mangawawa i kita na tutuo' men pore. Salan iya'a ia tatas i Yesus tia waka-Na. 
HEB.10.21	Kita koini'i montombonoi sa'angu' Imam Moola' Tuu' bo pantanaasi Laiganna Alaata'ala. 
HEB.10.22	Mbaka' maimo kita taka na Alaata'ala tia noa men maloos ka' imaan men moonggor, ka' noa men tuutuu' parasaya gause niloe'imo na upa men ba'idek, ka' wakanta nitogisimo tia weer molino.
HEB.10.23	Kita tio sinampang mompotuutuu' men kita ooskonmo, gause Ia men nontoonkon mase malolo'. 
HEB.10.24	Ka' mai kita poo'imamat kada' molingu'kon simbaya'ta ka' mingilimang men pore. 
HEB.10.25	Alia i kita kobude'an poorimpungi bakitumpu koi men malia' wawauonna toropii mian. Kasee mai kita poo'ururanii tontuko tuu' na tempo koini'i, gause kuu inti'imo se' ilio kotakaanna Tumpu kaekae' karani'.
HEB.10.26	Gause kalu i kita sawauwau dosa, kasee i kita noko pinginti'imo pisiso' men kana', mbaka' sianmo isian kurbaan men bo pontololoki dosanta. 
HEB.10.27	Men daa isian na ko'onta' somo mempeperai pungukumian men koriri' ka' apu men lumeleaambang muntunu giigii' mian men mangka'idek Alaata'ala.
HEB.10.28	Kalu rua' kabai tolu' mian mompotuutuu' se' isian mian men mongkosiankon ukum men ia tadulkon i Musa, mbaka' mian iya'a tio ukumon pate men sianta lino-linoan. 
HEB.10.29	Upa mune' kalu rawatna ukuman men rookonon na mian men sian mangangga'i Anakna Alaata'ala, men munsurikon sianta angga'na a rara'na toonna Alaata'ala men nongoloe'i dosana! Ia sian mangangga'i Alus Molinas men pu'una kaporean. 
HEB.10.30	Kita minginti'i i Ia men norobu taena,
HEB.10.30	“Yaku' a pangawalos! Yaku' bo mangawalos sala'na mian!”
HEB.10.30	Ka' men norobu taena,
HEB.10.30	“Tumpu bo mungukumi mian-Na.”
HEB.10.31	Koriri' tuu' kalu Alaata'ala men tumuo' mansangkumi ka' mungukum i kita.
HEB.10.32	Inau' a tutuo'muu men mbaripian. Na tempo iya'a, sarataa ruarna Alaata'ala nunguruari i kuu, kuu nongololongi solon-solong men balaki', kasee i kuu nomoko bakitaan. 
HEB.10.33	Mbaripian i kuu ni'iroki ka' niwawaukon men sian pore na aropna mian biai'. Isian uga' i kuu men tonsoop nangkaba' i raaya'a men niwawaukon koiya'a. 
HEB.10.34	Ka' i kuu tonsoop nunsurikon repaanna mian men nitarungku. Na tempo kupangmuu ni'omuru, kuu nangalabot iya'a tia noa pore, gause i kuu ninginti'i se' i kuu dauga' montombonoi upa-upa men pore tuu' ka' men mantaan pataka manau'.
HEB.10.35	Mbaka' alia babata. Kalu i kuu sinampang parasaya, mbaka' isian dale' men balaki' bo ko'omuu! 
HEB.10.36	Kuu tio moko pera kada' moko daa i kuu mingilimang pingkira'na Alaata'ala, kuu mandapot upa men Ia toonkon iya'a. 
HEB.10.37	Gause na Alkitaap isian nitulis,
HEB.10.37	“Sianmo paraa manau', Ia men bo taka iya'a, daa takamo.
HEB.10.37	Ia sian monsompo' kotakaan-Na.
HEB.10.38	Mian men tumuo' mase mian men popokana'on-Ku gause parasaya na Ingku'.
HEB.10.38	Kasee kalu i ia mongkokundai i Yaku',
HEB.10.38	mbaka' i ia sianmo kokana'-Ku.”
HEB.10.39	Kasee i kita taasi'po mian men mongkokundai i Ia ka' silaka'. Kita mase mian men parasaya na Alaata'ala ka' mantausi tutuo' men pore.
