MAT.1.1	Magtub ke ɔje dè girkà le Jésu-Krist ngonnkà David, ngonnkà Abraham, 
2TH.2.12	Dooge malang ke mbati kundei kem̂ de dè ngarankum tà’t, nè rai ranel dè nyan ke se dè naje’n lé nga, d’a gangtà dè de’t kuwe.
2TH.2.13	Ngakon jége, sei kotárge le Kuwe-ɓee, jè ɓaa jè ra Nube oiyo se ndɔge malang tede le si. Jè ra’n oiyo tede tɔr ke è tɔr sei kété mari ke desêin tede le kaje si se go tɔgmong le Ndil-Kem̂nda. Ndil-Kem̂nda tɔr sei undei sei se ninn’n gai tede kem̂ si ke undei dè ngarankum tà’t nga. 
2TH.2.14	Nube ɓar sei ɔje dè è ke nè nga se go Tà ke Maje ke ndɔ ke j’ile mber’n j’ade sei. Sei oréi nan se Kuwe-ɓee le jéi Jésu-Krist dè ndubra’t le’n. 
2TH.2.15	Bè ɓaa, ngakon jége, i ndai dè nja si’t njáng i ngonmi nyange ke ndɔ ke jè ndó sei se tà jé éké se magtub nga meĵ-meĵ.
2TH.2.16	Bɔ jéi Nube tár jéi, è sɔl kem̂ jéi sár se non ade jèi kundekem̂ tchên ke maje ngain. Jè deje Bɔ jéi Nube a, jè deje Kuwe-ɓee le jéi Jésu-Krist a tɔ, 
2TH.2.17	le kade sɔli ngarankem̂ si adi sei tɔg si tede kade nyanra si se tà tam si è ke maje se ndɔ-ndɔ.
2TH.3.1	Ngakon jége, nyan ke nain ɓaa, ɔji tà se Nube tede jé le kade tà le Kuwe-ɓee an-in ngɔde kum’n ke kété-kété a, le kade unn banga ade d’ile’n riɓar dènn’t titeke ndɔ ke unn’n banga ɓéee le si nga bè tɔ. 
2TH.3.2	Ɔji tà se Nube le kade taa jè ji njé kem̂ tɔ kuju tà lége se kem̂ majelége tede ei nè nga malang undei kem̂ de dè Nube’t lé.
2TH.3.3	Kuwe-ɓee è njègel goto: è à ade a i ndai dè nja si’t njáng a, à an dè si sêw-sêw le kade njè kem̂ majelé gang kɔte si’t lé. 
2TH.3.4	Kuwe-ɓee ade j’um kem̂ jé dè si’t bɔk-bɔk: nyan ke j’unn’n ndu jé j’ade sei tede nga, sei i rai ɓá a, a i rai kum si ke kété-kété ɓai a tɔ. 
2TH.3.5	Maje kade Kuwe-ɓee ade i tári Nube dè ɓengre si’t. Maje kade i ndai njáng dè kum nan’t bɔk se Krist.
2TH.3.6	Ngakon jége, j’unn ndu jé j’ade sei se ri Kuwe le jéi Jésu-Krist: Utei ra si mbeng ra njètaakem̂-Kristge ke rai dabe a, ke mbati kumi kem̂ de dè nyan-ndó ke ndɔ jè ndó de’t nga lé. 
2TH.3.7	Gar-gar, sei ɓaa, i geri gos ndaje kum jé mbak ɓá ta: kété ke ndɔ ke jè nain dann si’t ɓai nga, jè njé ra dabege lé. 
2TH.3.8	Doo karé bè géa ndɔ ke ade jè mapa j’use karè lé. Nè j’ule ra jé ndibe, jè ra kule j’ɔr yàl-yàl ndɔ a, kada a tɔ. Jè ra titeke bè tede le kɔi’n dè doo karé dann si’t lé. 
2TH.3.9	Kerɔte kuwe, j’asekum kinge nyankul ra jé ji si’t gar-gar. Nè j’inye ra jé j’ade le kade è nyan ndaje kum le si. 
2TH.3.10	Taɓai, kété ke ndɔ ke jè nain se si nú nga, j’unn ndu jé j’ade sei j’ede nè: «Ke nè á doo karé ndige ra kule lé ɓaa, maje ebe ra’n kuse nyan tɔ.»
2TH.3.11	Taɓai, jè j’oo titeke njé ke nange dann si’t ei njé ra dabege. Kule ra de ke rang goto, nè ei njé kunde ra de nyan’t le dooge ke rang. 
2TH.3.12	Dé dooge nè nga, jè ndeje de, taɓai j’unn ndu jé j’ade de se ri Kuwe-ɓee Jésu-Krist: maje kade ei kuwe rai kule se tà de ke mundu a, usei nyankinge de ei kuwe a tɔ. 
2TH.3.13	Sei ngakon jége ɓaa, adi ra si ate sei dè nyanra ke maje’t nga lé. 
2TH.3.14	Ke nè á doo karé ile koje dè tà’t le jé ke j’ede sei kem̂ magtub’t nè nga lé ɓaa, undei kum si goon’t tênn-tênn, utei ra si mbeng rann’t kɔke tede kade ra’n sɔl’n ade ndii’n gugum. 
2TH.3.15	An-in nin asenan se njèban le si lé, nè i ndángi nin tite ngokon si bè.
2TH.3.16	Maje kade è Kuwe-ɓee ke njè kem̂lom kuwe ade sei kem̂lom se ndɔge malang se loo malang. Maje kade Kuwe-ɓee nain se si malang.
2TH.3.17	Man Paul kuwe m’ra sei lapya se ji’m. E ke nè á è nyan-tɔje kem̂ magtub’t le’m karé-karé malang ke m’ndang nga.
2TH.3.18	Maje kade kem̂-maje le Kuwe-ɓee le jéi Jésu-Krist nain se si malang.
1TI.1.1	Man Paul njèkawkule le Jésu-Krist tede Nube njèkaje jéi se Jésu-Krist nyan kundekem̂ tchên dè’t le jéi unni ndu de adi man. 
1TI.1.2	M’ndang magtub nè m’ade Timothée ngonn kem̂’m gir kundekem̂’t. Maje kade kem̂-maje se kem̂kanm se kem̂lom ke in ra Bɔ jéi Nube’t se ra Kuwe-ɓee le jéi Jésu-Krist nain se si.
1TI.1.3	Loo ke ndɔ ke m’in le kaw kem̂ ɓeekon ke Macédoine nga, m’deji kade i nain kem̂ ɓee-bò ke Ephèse. M’inyei kem̂ ɓee-bò’t nè le kade in se njé ke nange ade ebi ra de dè ndó dooge tàge ke raikarè. 
1TI.1.4	M’adi i ndi kem̂ ɓee-bò ke Ephèse le kade in se doo ke nange dè liger dè sú tàge’t se dè kɔrgir kàge ke kété-kété anje kunde ngang’n. Kɔrgir kàge ke titeke bè nga oje tà najege m ade nyan ke Nube ɔje le kade doo inge se go kundekem̂ tee kɔde lé. 
1TI.1.5	Gir ndukunn nè nga è le kɔse gir tár nan se kem̂nda káng ke in dè tàgir ke maje ke kem̂’t se dè kundekem̂ dè Nube’t ke get nal kede gos kade ra tɔge ke kété-kété. 
1TI.1.6	Njé ke nange inyei go nyange nè nga ndemi osoi kɔke se go tà tamge ke raikarè. 
1TI.1.7	Dé ndige le k’ee njéndó dooge gute-ndu Nube, nè dé ger gir tà ke dé tam éké ke dé tam njáng nga lé a tɔ.
1TI.1.8	Oiyo, jè ger titeke gute-ndu Nube nga è nyan ke maje tede le doo ke an dè sêw-sêw. 
1TI.1.9	Taɓai, jè ger titeke gute-ndu Nube nga tò tede le njé ra nyan se dè naje’n lé, nè tò tede le njékaltàge se njé dum nange se njé nede Nubege se njékaiyage se njé kile rasɔl dè Nube’t se dè loo le’n ke tò se ninn’t. Gute-ndu Nube tò tede le njé tɔl bɔ dege se kon dege, tò tede le njé tɔl dooge a tɔ. 
1TI.1.10	Gute-ndu Nube nga tò tede le njé tò se dinyege ke rang, tò tede le dingemge ke njé tò se dingem made dege, tò tede le njé kige ɓerge se njé lanmge se njé kubu ra dege. Nyange ke rang malang ke uwei made nan se nyan-ndó ke majelé nga, ute de mbeng. 
1TI.1.11	Nyan-ndó ke maje nga uwe made nan se Tà ke Maje le Nube ke njè ndubra se njè gir ranel a tɔ. Oiyo, Nube ke njè tɔgmong um kule mber Tà ke Maje nè nga jim’t kuwe.
1TI.1.12	Kuwe-ɓee le jéi Jésu-Krist ke ade’m tɔg’m nga, m’ra’n oiyo. M’ra’n oiyo tede è an’m ke doo ke ase kade um kem̂’n dèm’t á unde’m dè kule’t le’n. 
1TI.1.13	Man nga, kété m’ee njè kile rasɔl dè rinn’t a, m’ee njè kɔr’n kororoi se njè taje’n a tɔ. Nè Nube ra se’m kem̂kanm tede nyan ke m’ra kété nga, m’ra dè mbe’t nal kundekem̂ dè Krist’t. 
1TI.1.14	Oiyo, Kuwe-ɓee le jéi ra se’m kem̂-maje ke bò: è ade m’unde kem̂ dènn’t tede tár ke Jésu-Krist tár’m ade m’um se’n nan’t bɔk a tɔ. 
1TI.1.15	Tà nè nga è tà kerɔte ke le kade nanan géa taa um kem̂’n dè’t bɔk-bɔk: Jésu-Krist ree dè nang nè le kaje njé ra majelége. Man nga kuwe m’ee ke desêin sàk-sàk le njé ra majelége. 
1TI.1.16	Nè Nube ra se’m kem̂kanm. Gir’n ke nè á Jésu-Krist tɔje’n kem̂kile le’n ke deri ke nata tede’m man ke njè ra majelé dum njé ra majelége malang. Krist ra se’m titeke bè le kade m’ee nyan-tɔje tede le njé ke ndɔn’t à undei kem̂ de dè Krist’t le kinge’n ndikumgajer se non. 
1TI.1.17	Ngar ke njèndi se non, ngar ke njè kwei lé, ngar ke doo asekum kan’n lé, Nube karé bere luk-luk nga, maje kade riɓar se ndubra ei le’n sár se non. Maje kade è titeke bè kuwe.
1TI.1.18	Ngonn’m Timothée, m’unn ndu’m m’adi se go tàge ke tà Nube’t ke dé tam d’ɔje’n dèi kété mari nga. Maje kade tàge nè nga adi nin tɔgi kade i ra’n rɔ maje 
1TI.1.19	se kundekem̂ a, se tàgir ke maje ke kem̂i’t a tɔ. Njé ke nange ndɔ ke surei go tàgir ke maje ke kem̂ de’t inyei adi kundekem̂ le de nduii’n mann. 
1TI.1.20	Hyménée se Alexandre ei dann dooge’t nè nga tɔ. M’inye de ji Sú’t. Titeke bè á ndɔ ke rang à teli kilei rasɔl dè Nube’t gugu lé ta.
1TI.2.1	Nyan ke kété non nyange’t malang ɓaa, m’ndeje sei le kade i deji nyange Nube ɔji se’n tà i kati nin kàt-kàt, i rai nin oiyo tede dooge malang a tɔ. 
1TI.2.2	Ɔji tà se Nube tede ngar-ɓeege, tede le njé ke tɔge konɓee è ji de’t tede kade jè ndii jêke^ se kem̂lom dè kile koje dè Nube’t. Titeke bè á j’à ra’n nyange gai-gai ke maje. 
1TI.2.3	E á è nyan ke maje ke taa kum Nube njèkaje jéi 
1TI.2.4	ke ndige le kade dooge malang ingei kaje a, le kade kum de gang dè ngarankum tà’t maje a tɔ. 
1TI.2.5	Nube è karé bere luk-luk, njè nda dann Nube’t se dooge géa è karé bere luk-luk a tɔ. Doo nè nga è Jésu-Krist. 
1TI.2.6	Jésu-Krist inye ra’n è kuwe ade yo uge’n dè dooge malang. E ke nè á è tà ke è ɔrgo kété kem̂ ndɔn’t le’n nga. 
1TI.2.7	E tede kɔrgo tà nè á Nube ɔr’m unde’m ke njèkile mber a, ke njèkawkule a tɔ. Man nga Nube ɔr’m unde’m ke njèndó nyan dooge ke ei Juipge lé kade undei kem̂ de dènn’t a, dè ngarankum tà’t a tɔ.
1TI.2.8	M’lanm lé; è Nube kuwe ɔr’m unde’m ke njèkile mber le’n. Man m’ndige le kade dingemge ɔyi ji de ke unju nyang-nyang ke danrán ɔji tà se Nube se loo malang se kem̂nda káng anje ra wong se naje tà.
1TI.2.9	Dinyege géa, m’ndige le kade ulei kubu ke karè ke tuwe de ɗêw se kumkunju’n. Maje kade ebi ra de kuwe dè de se nyange ke mbirin-mbin éké dè tule mede-mbi ke dé ra se nar-ɔr mbi de’t. Maje kade ebi ra de dè tule kubuge ke nar de ur kugu-kugu a tɔ. 
1TI.2.10	Nè maje kade nyanrage ke maje á ei kubu kule ra’t le de. E ke nè á è nyan ke tuwe dinyege ke njétaakem̂-Kristge nga ɗêw. 
1TI.2.11	Maje kade dinye ndi loo ndó nyan’t tà’n mundu se ngonn koje ke deri. 
1TI.2.12	Man m’inye loo m’ade dinye kade ndó nyan dingem éké le kade on dè’n lé a tɔ. Nè maje kade dinye ndi tà’n mundu. 
1TI.2.13	Tede Nube unde Adam kété pa ɓita unde Eve ute’n go’n ɓai. 
1TI.2.14	E Adam á ade dé sú’n lé, nè è dinye á ade dé sú’n d’ade al’n tà tà Nube’t. 
1TI.2.15	Nè né è bè géa, d’a d’ade dinye à aje loo koje ngannge’t ke nè á è nda njáng dè kundekem̂ se dè tár nan’t se dè ra ke unju nyang-nyang a, se dè nal ti ra’t a tɔ.
1TI.3.1	Tà nè nga è tà kerɔte kuwe: ke nè á doo karé sang le k’ee njèkan dè njékebe nange le Nube ɓaa, è aw ndoo ngar kule. 
1TI.3.2	Doo nè nga, gar-gar à è njègel goto, njè dinye karé luk-luk, njè kain yibe kade ule mbe dènn’t lé, à è njè kunde kumkunju dè rann’t, à è njè kan go ra’n sêw-sêw, à è njè ra mba, a è doo ke ase ndó nyan njé ke rang a tɔ. 
1TI.3.3	Gar-gar, njèkan dè njékebe nange le Nube à è ɓer le yibe lé a, è njè ɓeekos lé, nè gar-gar à è njè kaw lom-lom, à è njè kɔl se doo lé, à è njè ndige nar lé a tɔ. 
1TI.3.4	Njèkan dè njékebe nange le Nube nga gar-gar à è doo ke ger rebe kɔr non njékem̂keige le’n ke kinge’n maje, à è njè kan-in ngang ngann’n kade ei njékile kojege ke deri. 
1TI.3.5	Ke nè á doo ger rebe kɔr non njékem̂keige le’n ke kinge’n maje lé ɓaa, ké à ger tɔse kum’n dè njékebe nange’t le Nube titeke bain wa? 
1TI.3.6	Gar-gar, njèkan dè njékebe nange le Nube nga è njè kundekem̂ ke kige lé, nè bainléa ti ra à libe kum’n le kade Nube gang’n tà dènn’t titeke ndɔ ke gang’n tà dè sú’t nga. 
1TI.3.7	Gar-gar, njèkan dè njékebe nange le Nube nga, njé ke nata géa à tami tà le’n maje. Titeke bè á à ndii’n dann rasɔl’t le kade oso’n kem̂ gum’t le sú nga lé.
1TI.3.8	Njékan dè nyange le njékebe nange le Nube nga géa, gar-gar à ei dooge ke ri de ɓar maje, à ei njé kum tà minye’t joo lé, à ei gon kain yibe lé a, à ei njé kain ngɔde go nyankinge ke se dè naje’n lé lé a tɔ. 
1TI.3.9	Nyan-ndó ke ɔje dè kundekem̂ ke tò loo ɓɔyɔn’t nga, maje kade an-in dè sêw-sêw se tàgir ke unju nyang-nyang ke kem̂ de’t. 
1TI.3.10	Njékan dè nyange le njékebe nange le Nube nga géa, è soo’t le nan de kan kété pa ɓita. Ke nè á tà karé uwe dè de lé ɓaa à rai kule kan dè nyange le njékebe nange le Nube. 
1TI.3.11	Neen dege géa, gar-gar à ei dinyege ke ri de ɓar maje, à ei njé tam tede dooge lé, à ei njé kain yibe kade ule mbe dè de’t lé a tɔ. Gar-gar à ei ke maje-kojege ɔje dè nyange malang. 
1TI.3.12	Gar-gar, njékan dè nyange le njékebe nange le Nube nga à ei njé dinye karé luk-luk, à ei njé kain ngang ngann dege, à ei njékɔr non njékem̂keige le de ke kinge de maje a tɔ. 
1TI.3.13	Kerɔte kuwe, njékan dè nyange le njékebe nange le Nube ke rai kule le de maje ɓaa à ingei riɓar a, à ingei loo tam tà se kem̂nda káng ke deri ɔje dè kundekem̂ ke j’awi takul kum ke j’umi nan’t bɔk se Jésu-Krist.
1TI.3.14	M’ndang tà nyange nè m’adi tede m’unde kem̂’m tchên le kaw kingei nú ngɔr. 
1TI.3.15	Ke nè á m’aw m’ingei kalang lé ɓai géa, magtub nè kuwe à tɔji rebe njiye dann njékem̂keige le Nube. Njékem̂keige le Nube ke njèndi kumgajer nga ei njékebe nange le’n; ei kage ngaw-dann kei ke gete ngarankum tà. 
1TI.3.16	Kerɔte kuwe, nyanger le jéi ke bò ke tò loo ɓɔyɔn’t ke jè geri se go kundekem̂ le jéi nga á tò nè:
1TI.3.16	Krist
1TI.3.16	unde loo tee pan tel ra’n tite jéi jèi dooge bè,
1TI.3.16	Ndil-Kem̂nda ɔr tà dènn’t.
1TI.3.16	Dooge ke danrán an-in nin loo kunde loo tee dann njé ke koo’t a,
1TI.3.16	loo kin kaw danrán’t a tɔ.
1TI.3.16	D’ile mber tà le’n dann dooge ke ei Juipge lé.
1TI.3.16	Dooge ke dè nang nè undei kem̂ de dènn’t a,
1TI.3.16	d’unn’n mbeng d’aw se’n danrán dann ndubra’t a tɔ.
1TI.4.1	Ndil-Kem̂nda tam ndàt ede nè: kem̂ ndɔge ke ngeinn’t dooge ke nange à surei kundekem̂ le de kinyei tede le liger go sú’t se dè nyan-ndóge le ndilge ke majelé a tɔ. 
1TI.4.2	Njé ke nange à ei njé tà lanmge se njékede gosge le súi made dege kade ndemi. Njé tà lanmge se njékede gosge nè nga tàgir le de ke kem̂ de’t wei mɔk-mɔk tite dò ke tɔl se nar nyan ke kule poro kade ker mbon bè. 
1TI.4.3	Dé nè nga d’ɔge dooge taa nan a, d’ede de le kade ɔgi ra de dè nyankusege ke nange a tɔ. Nè nyankusege nè nga è Nube á unde le kade njétaakem̂-Kristge ke geri ngarankum tà usei rai nin oiyo. 
1TI.4.4	Nyan malang ke Nube unde nga, è nyan ke maje. Nyan karé bè ke doo à kɔr kile kɔke goto; nè è soo’t le ra’n oiyo kété ɓita kuse ɓai, 
1TI.4.5	tede tà le Nube se kɔje tà se Nube tel nyan malang ke è unde ade unju nyang-nyang ɓá.
1TI.4.6	I tee se nyange nè i ndó njétaakem̂-Kristge ɓaa a i ngonn njèndi ke maje le Jésu-Krist kuwe. Titeke bè á d’a d’an-in ke doo ul ra’n se tàge ke ɔje dè kundekem̂ dè Nube’t. Taɓai d’a d’an-in ke doo ke unn go nyan-ndó ke maje nga nè nga têr-têr. 
1TI.4.7	Nè tàge ke raikarè se sútàge le kon dinyege ke uwei made nan se kundekem̂ lé nga, ute mbeng. Ule rai bàj dè kile koje dè Nube’t. 
1TI.4.8	Ndaje ngire ra è nyan ke maje kuwe, nè maje tede le nyange malang lé. Nè kile koje dè Nube’t ɓaa, maje tede nyange malang. Takul kile koje dè Nube’t nga, j’inge’n kunn-ndu ke ɔje dè ndikumgajer ɗarinè a, kem̂ ndɔge ke à reei ɓai a tɔ. 
1TI.4.9	Tà nè nga è tà kerɔte ke le kade nanan géa taa um kem̂’n dè’t bɔk-bɔk. 
1TI.4.10	Ke nè á j’ule ra jé ndibe loo kule’t a, jè ra rɔ maje a ɓaa, è tede kem̂ jé ke j’unde tchên dè Nube’t ke njèndi kumgajer. Nube ke njèndi kumgajer nga è njèkaje dooge malang, nè njé ke undei kem̂ de dènn’t tá è njèkaje de ke get ɓai. 
1TI.4.11	E ke nè á è nyange ke kade i ndó de a, unn ndui ade dé ra a tɔ.
1TI.4.12	An tá nè kade doo karé bè géa nedi tede k’ee ke i basa. Nè i tel i nyan-ndaje kum le njétaakem̂-Kristge se tà tami, se pa njiyei, se tár lei, se kundekem̂ lei a, se ra kunju nyang-nyang lei a tɔ. 
1TI.4.13	I tɔse kumi dè tute magtub ke tò se ninn’n kade njétaakem̂-Kristge a, i ndeje de a, i ndó de nyan a tɔ. I ra titeke bè sár kade m’ree m’ingei dè’t. 
1TI.4.14	Nyan-noje ke Ndil-Kem̂nda uwe’n sei noje nga i tɔse kumi dè’t maje. Nyan-noje nè nga ndɔ ke inge se go tà ke in tà Nube’t loo ke ndɔ ke ngatɔgege kebi nan ilei ji de dèi’t. 
1TI.4.15	I tɔse kumi dè nyan nè malang i rise rai nang tà’t. Titeke bè á kaw kum ke kété-kété lei à too’n nata ndái-ndái tàkum dooge’t malang. 
1TI.4.16	An go rai sêw-sêw a, unde kumkunju dè rai’t ɔje dè nyan ke i ndi a i ndó dooge. Ke nè á i nda njáng dè nyange’t nè ɓaa, i kuwe a aje’n rai a, a aje’n njé ke i ndi a i ndó de nyan nga a tɔ.
1TI.5.1	In se bɔ dingem i ndáng’n ɓej-ɓej lé, nè i ndeje’n tite bɔi bè. I ndeje basa titeke i ndeje’n ngakoinge bè. 
1TI.5.2	I ndeje kon dinyege asenan se koinge bè a, i ndeje dinyege ke nain-in mande ɓai titeke i ndeje’n kon nannige bè se tàgir ke unju nyang-nyang.
1TI.5.3	Ngarankum njékei-kingege nga, ile koje dè de’t. 
1TI.5.4	Ke nè á njèkei-kinge karé aw se ngannenge éké ngannkànnge ndii tutu ɓai ɓaa, è tà le de ei kuwe kété le ndó kile koje dè njékem̂keige le de. D’a ra titeke bè tede kɔr’n kure koto ke ndɔ ke njékoje dege éké kà dege otoi de nga. E ke nè á è nyan ke maje tàkum Nube’t. 
1TI.5.5	Ngarankum njèkei-kinge ke ndi se kar’n nga, unde kem̂’n tchên dè Nube’t. E liger lagr-lagr dè kɔje se’n tà’t a, dè ndête’n ɓɔk-ɓɔk kada a, ndɔɔ a tɔ. 
1TI.5.6	Nè njèkei-kinge ke ndi tede ranel le danra nga, né ndi kumgajer ɓai géa, è nain ke doo ke wei ɓá ta. 
1TI.5.7	Ede de tà dè nyange’t nè nga ndàt-ndàt tede kade doo karé bè ile’n tà dè de’t lé. 
1TI.5.8	Ke nè á doo karé tɔse kum’n dè njénojege’t le’n éké dè njékem̂-keige le’n kuwe mbain sêw-sêw lé ɓaa, è doo ke naje se ra’n dè kundekem̂’t le’n. E tel majelé ngain dum doo ke unde kem̂’n dè Nube’t lé ɓai.
1TI.5.9	Njèkei-kinge ke ɓal’n ase kɔr-mute-mute lé ɓai nga, è tà le ndang ri’n kem̂ magtub ke ɔje dè njékei-kingege nga lé; ke nè á ɓal’n ase kɔr-mute-mute géa, gar-gar maje kade ndɔ ke è njè taa ngaw gir karé bere m è njè taa ngaw kage ke kété-kété lé. 
1TI.5.10	Gar-gar, njèkei-kinge à è doo ke d’ɔrgo nyanra’n ke maje a, à è njè koto ngannenge maje a, à è njè ra mba a, à è njè togo nja dooge le Nube a, à è njè ra se njé ke ndii dann nyantosowurge’t a, à è njè ra kulege ke maje malang se ndɔ’n-ndɔ’n a tɔ.
1TI.5.11	Nè njékei-kingege ke nain-in mande ɓai nga, i ndang ri de go njékei-kingege’t lé. Kerɔte kuwe, loo ke ngur nyange ule por kem̂ de’t ɓaa, ke loon’t nè kuwe dé ndige tur gide de kade Krist le tel taa ngaw. 
1TI.5.12	Loo ke ei rai titeke bè nga, Nube gangtà dè de’t tede kinye ke ei inyei go ndukunn le de ke desêin ke unni adi Krist nga. 
1TI.5.13	Dé njékei-kingege ke titeke bè nga kule ra de ke get goto, nè d’ase loo nák-nák se tà kei, tà kei. E ke nè á se kar lé ɓai, nè dé njé kɔje tà neng-neng-ge a, se njé kal bal kur dann nyange ke ndête de’t lé a tɔ. Tà ke kum tam lé géa, dé tam a tɔ. 
1TI.5.14	Gir’n ke nè á m’ndige kade njékei-kingege ke nain-in mande ɓai teli taai ngaw oji ngannge a, an-in go loo ke kem̂ kei le de sêw-sêw a tɔ. Titeke bè á njèban à inge’n loo kile’n rasɔl dè jéi’t lé. 
1TI.5.15	Kerɔte, njékei-kingege ke nange tɔi pum go Njè sú dooge’t ɓá ta. 
1TI.5.16	Ke nè á njètaakem̂-Krist karé ke dinye éké ke dingem aw se njékei-kingege dann njénojege’t le’n éké kem̂ kei le’n ɓaa, maje kade ra se de. Titeke bè á dè njékebe nange le Nube à ɔlé’n pêl tede kade rai se ngarankum njékei-kingege.
1TI.5.17	Ngatɔgege ke ɔri non njékebe nange le Nube maje nga, è soo’t kade d’ile riɓar dè de’t nja joo. Nè njé ke ulei ra de ndibe dè kule kɔrgir tà’t éké dè kule ndó dooge nyan’t kuwe mbain á ei dooge ke maje kile riɓar dè de’t nja joo. 
1TI.5.18	Kerɔte kuwe, Magtub ke tò se ninn’n tam ede nè: «Dig mang ke ade njiye dè ko’t tal njar’n nga, i a kule ɗêng tànn’t kɔge’n kuse lé.» Magtub le Nube tam ɓai ede nè: «Njèkule asekum kinge nyan dè ji’n kuwe.» 
1TI.5.19	Maje kade njékɔrgo tàge joo éké mute tá ilei tà dè ngatɔge’t. Ke nè á è bè lé ɓaa, i taa tà nè nga lé ɓai. 
1TI.5.20	Njé ke rai majelé kum de ke kété-kété nga, in se de dè’t tàkum njékebe nange’t le Nube malang tede kade njétaakem̂-Kristge ke rang ɓeli rai kaiya.
1TI.5.21	Man m’ndeji tàkum Nube’t a, tàkum Jésu-Krist a, se tàkum dooge ke danrán le Nube a tɔ: an dè nyange nè nga sêw-sêw anje ndête éké kɔr kum doo a tɔ. 
1TI.5.22	In kalang ile ji dè doo’t tede kum’n kule kɔr non njékebe nange le Nube jinn’t lé. Um nan’t se doo ke rang dè majelége’t le’n lé. I kuwe an go rai sêw-sêw.
1TI.5.23	I nga ratur rai dɔ-dɔ. Ebe rai kain mann ke karè kuwe njing-njing. An-in mann nduu ndêin bè tede kem̂i ke rai se ndɔ karé-karé nga.
