GEN.1.1	Mula-mula Tuhan Allah bekin langit deng bumi.
EPH.4.13+EPH.4.14	sampe kotong samua ju parcaya satu hati. Deng kotong samua kanál batúl sang Tuhan Allah pung Ana. Kotong su sonde ke ana kici lai, te kotong su iko batúl-batúl Dia pung jalan, deng jadi orang yang langkáp, yang pikir panjang, deng yang idop iko Dia pung mau samua. Kalo kotong su idop bagitu, na, kotong su sonde sama ke karbó tusu idong, yang tarek pi mana sa dia iko. Te kalo ada tukang tipu datang ajar hal putar-balek, na, kotong su sonde iko kaná bodo lai.
EPH.4.15	Ma kotong cuma omong manis iko apa yang batúl kasi kotong pung sodara dong, tagal kotong sayang sang dong. Deng kalo kotong idop bagitu dalam hal apa sa, na, kotong jadi satu model ke Kristus. Te Dia tu, kotong pung Kapala yang ator sang kotong. 
EPH.4.16	Deng kotong ni, sama ke Dia pung badan. Kalo orang pung kaki-tangan deng mulu-idong karjá babantu iko satu-satu pung tugas, na, dia pung badan tamba kuat. Bagitu ju deng Kristus pung orang dong. Kalo kotong basayang deng batolong, na, kotong samua ju tamba kuat.
EPH.4.17	Dengar bae-bae apa yang beta mau omong sakarang, tagal beta pung Bos sandiri yang kasi tau sang beta. Bosong jang idop lai sama ke orang yang sonde kanál sang Tuhan Allah. Te apa yang dong bekin, iko dong pung bodo sa. 
EPH.4.18	Dong jalan sala-sala, sama ke orang yang jalan di galáp. Dong idop tapisa dari Tuhan Allah, tagal dong tu kapala batu, deng sonde mau toe sang Dia. 
EPH.4.19	Dong sonde tau malu lai. Andia ko dong iko dong pung mau-mau sa, deng idop kamomos. Ma dong sonde tau puas-puas ju.
EPH.4.20	Ma Kristus pung jalan idop yang bosong su balajar tu, sonde bagitu! 
EPH.4.21	Te apa yang bosong su balajar soꞌal Yesus Kristus, memang ajaran yang batúl. Pasti bosong su dengar na! 
EPH.4.22	Jadi kasi tenga bosong pung jalan idop yang lama! Te kalo bosong idop kamomos iko manusia pung mau-mau, na, bosong su kaná tipu tarús, andia tu. Bosong sonde ada pung hak di situ lai.
EPH.4.23	Ma biar ko Tuhan Allah bekin bosong pung hati deng pikiran jadi baru, 
EPH.4.24	ko bosong jadi manusia baru, iko Dia pung model. Andia ko bosong musti kasi tunju hati baru, yang barisi deng lurus.
EPH.4.25	Jadi sakarang barenti baputar-balek su! Omong yang batúl satu deng satu, te kotong samua su taꞌika jadi satu, sama ke satu badan ada pung kaki-tangan mulu-idong.
EPH.4.26	Kalo mara, na, jang mara sampe bosong bekin sala. Lebe bae bosong babae su! Jang simpan mara sampe matahari tanggalám!
EPH.4.27	Deng bagitu, setan dong pung bos sonde bisa goda sang bosong. Jang kasi biar dia dapa jalan sadiki ju! 
EPH.4.28	Orang yang suka pancuri, barenti su! Lebe bae orang bagitu karjá bae-bae pake dia pung tangan sandiri, ko biar dia bisa babagi dia pung hasil karjá kasi orang kasian dong. 
EPH.4.29	Kalo omong, na, jang omong jahat, biar cuma satu kata ju! Lebe bae, omong yang bae sa. Deng kasi nasiat orang, ko tolong batúl-batúl sang dong, deng kasi kuat dong pung hati. 
EPH.4.30	Jang bekin saki hati sang Tuhan Allah pung Roh Barisi, te Dia ada di bosong pung hati. Deng Dia su cap sang bosong bilang, bosong ni, Tuhan Allah pung milik. Dia pung Roh ju jamin bilang, nanti sampe dunya kiamat, Tuhan Allah kasi salamat sang bosong ko bosong idop tarús-tarús deng Dia. 
EPH.4.31	Jadi jang simpan hati deng orang laen! Jang makan gigi deng orang! Jang bamara! Jang babakalai! Jang omong bekin rusak orang pung nama! Deng jang bekin hal jahat yang laen dong! 
EPH.4.32	Ma lebe bae bosong basayang, deng bekin hal-hal bae satu deng satu. Bosong musti lupa buang orang pung sala, deng kasi ampon sang dia, sama ke Tuhan Allah su hapus buang bosong pung sala, tagal bosong su taꞌika deng Kristus.
EPH.5.1	Bosong ni, Tuhan Allah pung ana sayang. Tagal itu, bosong musti idop iko Dia pung mau. 
EPH.5.2	Deng bosong musti idop basayang satu deng satu, sama ke Kristus sayang sang bosong. Te Dia su sarakan Dia pung diri ko mati ganti sang kotong. Deng bagitu, Dia jadi korban bakar yang baboo wangi, ko bekin sanáng sang Tuhan Allah.
EPH.5.3	Bosong ni, ju Tuhan Allah pung orang barisi. Jadi jang idop kamomos! Pikir hal kamomos ju, jang! Jang maen serong deng orang yang bukan lu pung laki ko lu pung bini! Jang saraka! 
EPH.5.4	Jang omong kotor! Deng jang omong sambarang! Te Tuhan pung orang sonde pantas omong bagitu. Lebe bae bosong omong yang bae sa, deng minta tarima kasi sang Tuhan. 
EPH.5.5	Inga bae-bae! Te Tuhan Allah sonde tarima orang yang idop kamomos, deng orang yang maen serong deng orang yang bukan dia pung laki ko dia pung bini! Dong sonde bisa maso jadi Kristus pung orang, deng Tuhan Allah sonde jadi dong pung Raja. Tuhan Allah ju sonde tarima orang saraka, tagal dong seti buang sang Dia, deng angka tinggi-tinggi hal laen dong.
EPH.5.6	Jang kaná bodo deng orang yang omong kosong bilang, “Sonde usa idop barisi!” Te Tuhan Allah pasti mara sang orang yang sonde idop iko Dia pung mau. 
EPH.5.7	Tagal itu, bosong jang baꞌika diri deng orang model bagitu. 
EPH.5.8	Dolu bosong sama ke orang yang idop dalam galáp, tagal bosong sonde kanál sang Tuhan Allah. Ma sakarang Dia su kasi turun Dia pung taráng ko bekin bosong jadi Dia pung ana-ana dong. Andia ko, bosong musti idop dalam Dia pung taráng. 
EPH.5.9	Te orang yang idop tarús dalam taráng, dia bekin hal bae, dia idop lurus, deng dia omong jujur. 
EPH.5.10	Cari-cari jalan ko bekin sanáng Tuhan Allah pung hati, te Dia yang hak parenta sang kotong. 
EPH.5.11	Jang baꞌika diri deng orang yang idop dalam galáp. Te dong pung bekin-bekin, sonde ada pung guna apa-apa ju. Jadi bosong musti togor sang dong, deng buka kasi tunju dong pung sala-sala. 
EPH.5.12	Te apa yang dong bekin deng sambunyi-sambunyi, kotor talalu, sampe kotong ni rasa malu kalo mau baꞌomong. 
EPH.5.13	Beta kasi conto bagini: kalo orang kasi taráng barang-barang dalam galáp, pasti orang dapa lia itu barang deng taráng-taráng. 
EPH.5.14	Bagitu ju, kalo kotong kasi taráng hal jahat yang orang bekin, dia bisa mangarti bilang, itu hal yang dia bekin tu, jahat. Ada lagu satu bilang,
EPH.5.14	“Woi! Bosong yang tidor, bangun su!
EPH.5.14	Bosong yang mati, idop kambali su!
EPH.5.14	Te Kristus mau kasi taráng sang bosong.”
EPH.5.15	Tagal itu, lia bae-bae bosong pung idop, ko bosong jang sama ke orang bodo. Lebe bae pake akal bae-bae dari Tuhan. 
EPH.5.16	Sakarang ni, banya orang bekin hal-hal jahat tarús. Jadi kalo ada waktu bekin hal-hal bae, na bekin su. Jang tunggu-tunggu lai!
EPH.5.17	Pikir bae-bae ko mangarti sang kotong pung Bos pung mau, ko bosong jang bodo.
EPH.5.18	Jang mabo, te nanti itu minuman yang ator sang bosong, ko bosong bekin hal tar bae dong. Ma buka bosong pung hati ko biar Tuhan Allah pung Roh Barisi yang ator sang bosong. 
EPH.5.19	Deng bagitu, nanti bosong baꞌomong satu deng satu pake kata-kata dari Tuhan Allah pung Tulisan Barisi, dari lagu yang puji-puji sang Dia, deng dari lagu-lagu yang bosong dapa dari Dia pung Roh Barisi. Deng kalo manyanyi, jang di bibir sa. Ma puji sang Tuhan Allah dari bosong pung hati. 
EPH.5.20	Te Yesus Kristus jadi kotong pung Bos, deng Allah Bapa su bekin banya hal kasi kotong. Andia ko kotong minta tarima kasi tarús-tarús sang Dia.
EPH.5.21	Bosong samua musti baku topang deng baku dengar satu deng satu. Te deng bagitu, bosong kasi tunju hormat deng taku sang Yesus Kristus.
EPH.5.22	Bini dong! Bosong musti topang deng dengar sang bosong pung laki dong, sama ke bosong topang deng dengar sang bosong pung Bos Yesus Kristus. 
EPH.5.23	Te laki tu, sama ke bini pung kapala. Deng Kristus ju Kapala kasi Dia pung orang dong. Te Dia yang buka jalan ko dong salamat.
EPH.5.24	Andia ko Kristus pung orang dong musti topang deng dengar sang Dia. Bagitu ju, bini dong musti topang deng dengar sang dong pung laki dalam samua hal.
EPH.5.25	Bagitu ju, laki dong! Bosong musti sayang sang bosong pung bini dong, sama ke Kristus sayang sang Dia pung orang, sampe Dia sarakan Dia pung diri, ko mati ganti sang dong.
EPH.5.26	Dia bekin bagitu, ko dong jadi barisi di Tuhan Allah pung muka, tagal dong su iko Dia pung Kata-kata, deng dong su dapa sarani. 
EPH.5.27	Yesus Kristus pung orang dong ju sama ke baroit parampuan yang su barias manis, te baroit laki-laki mau datang ame sang dia. Bagitu ju, Kristus mau datang ame sang Dia pung orang dong. Andia ko dong musti idop manis deng barisi, sampe sonde ada pung sala sadiki ju.
EPH.5.28	Bagitu ju, laki dong! Bosong musti sayang sang bosong pung bini dong, sama ke bosong sayang bosong pung badan sandiri. Te kalo laki sayang sang dia pung bini, dia pung arti bilang, dia sayang dia pung badan sandiri. 
EPH.5.29	Sonde ada orang yang binci dia pung badan sandiri. Ma dia urus deng piara bae-bae, sama ke Kristus urus bae-bae Dia pung orang dong, 
EPH.5.30	tagal kotong ni, sama ke Dia pung badan. 
EPH.5.31	Di Tuhan Allah pung Tulisan Barisi ada tatulis bilang, “Tagal itu, laki-laki musti kasi tenga dia pung papa deng dia pung mama, ko pi idop satu hati deng dia pung bini, te dong dua su taꞌika jadi satu.”
EPH.5.32	Tuhan pung Kata-kata yang hebat, su kasi tunju dari dolu, soꞌal laki-bini pung sayang. Ma sakarang kotong ju tau bilang, itu Kata-kata ju kasi tunju soꞌal Kristus pung sayang sang Dia pung orang dong. 
EPH.5.33	Jadi laki musti sayang sang dia pung bini sama ke dia sayang dia pung badan sandiri. Deng bini musti taro hormat sang dia pung laki.
EPH.6.1	Bagitu ju ana-ana dong! Bosong musti topang deng dengar sang bosong pung orang tua, te itu yang pantas, iko kotong pung Bos pung mau.
EPH.6.2	Di Tuhan Allah pung Tulisan Barisi ada tatulis bilang, “Lu musti hormat sang lu pung mama deng papa.” Ini ni, Tuhan Allah pung parenta partama yang pake janji. 
EPH.6.3	Te waktu Tuhan kasi itu parenta, Dia ju janji bilang, “Kalo lu bekin iko bagitu, nanti lu dapa berkat bam-banya, deng lu dapa umur panjang.”
EPH.6.4	Bagitu ju, orang tua dong! Bosong jang maen kasar deng bosong pung ana-ana dong, te itu nanti bekin dong kakodok. Lebe bae urus bae-bae sang dong, deng ajar sang dong dari kici ko iko Tuhan pung jalan. Kalo dong bekin sala, na, kasi tunju yang batúl iko Tuhan pung mau.
EPH.6.5	Bagitu ju, orang karjá dong! Bosong musti taku sang bosong pung bos yang parenta sang bosong di ini dunya, ju topang deng dengar sang dia. Jang karjá satenga-satenga sa, ma iko batúl-batúl sang bos pung mau, sama ke bosong ju iko batúl-batúl sang Kristus pung mau. 
EPH.6.6	Te bosong ni, ju Kristus pung orang karjá. Jadi di ini dunya, jang rajin kabauk tagal bos ada lia sang bosong. Ma karjá batúl-batúl kasi sang dia, biar dia sonde ada ju. Te itu yang iko Tuhan Allah pung mau. 
EPH.6.7	Jadi kasi jalan bosong pung karjá deng samangat, sama ke bosong ada karjá kasi sang kotong pung Bos Tuhan Allah, bukan karjá kasi sang bos manusia sa. 
EPH.6.8	Tagal kotong tau bilang, nanti Tuhan Allah balas kasi sang orang yang bekin hal bae. Biar dong tu, orang karjá ko, bos ko, budak ko, orang bebas ko, Dia balas samua.
EPH.6.9	Bagitu ju, bos-bos dong! Bosong jang maen garatak sang bosong pung orang karjá dong. Te dong ada pung Bos di sorga, yang sama deng bosong pung ju. Dia sonde bapili muka, ma Dia dengar sang sapa sa. Mau bos ko, orang karjá ko, Dia dengar samua.
EPH.6.10	Dengar bae-bae beta pung omong yang tarahir ni. Bosong musti pegang kuat-kuat bosong pung parcaya sang Tuhan Allah, tagal Dia yang hak parenta sang bosong, deng Dia pung kuasa talalu hebat. Itu yang bisa kasi kuat sang bosong! 
EPH.6.11	Tantara dong pake sanjata ko lawan dong pung musu. Bagitu ju Tuhan ada mau pake sang bosong sama ke tantara. Te Dia mau ko bosong lawan samua akal jahat yang setan dong pung bos bésar ada bekin. Andia ko bosong musti basiap pake Tuhan Allah pung sanjata langkáp. 
EPH.6.12	Te kotong ni, ada baparáng! Kotong sonde baparáng lawan manusia, ma kotong ada baparáng lawan kuasa jahat yang kotong sonde dapa lia, lawan yang pegang parenta dong, lawan kuasa-kuasa galáp, deng lawan hal-hal jahat. 
EPH.6.13	Jadi bosong musti siap pake Tuhan Allah pung sanjata paráng samua. Nanti kalo itu hari-hari jahat su datang, na, bosong bisa lawan tarús sampe abis. Te kalo bosong sonde jato, na, bosong su batahan sampe manáng, andia tu. 
EPH.6.14	Jadi bosong musti pasang kaki ko badiri kuat-kuat! Parcaya sa deng Tuhan pung Kata-kata yang batúl, te itu sama ke bosong ada pake tantara pung ika pinggang.
EPH.6.15	Siap-siap pi kasi tau Kabar Bae yang kasi tunju jalan ko orang idop badame deng Tuhan Allah, te itu sama ke bosong ada pake sapatu tantara.
EPH.6.16	Parcaya tarús-tarús sang Tuhan, te itu sama ke satu sanjata buat batangkis. Deng itu sanjata, bosong bisa kasi mati setan jahat pung pana api samua yang dong ser pi bosong. 
EPH.6.17	Pegang kuat-kuat bosong pung parcaya bilang, bosong su dapa salamat dari Tuhan Allah, te itu sama ke tantara ada pake topi waja. Pegang kuat-kuat Tuhan Allah pung Kata-kata dari Dia pung Roh Barisi, te itu sama ke tantara pegang kalewang.
EPH.6.18	Kalo bosong mau badiri kuat-kuat, na, bosong musti sambayang tarús-tarús pake Tuhan Allah pung Roh Barisi pung kuasa. Bajaga tarús, deng jang barenti sambayang kasi sang Tuhan pung orang samua di mana sa. 
EPH.6.19	Deng jang lupa sambayang kasi sang beta ju. Minta ko Tuhan Allah kasi beta Dia pung pasán, ko biar beta bisa kasi tau taráng-taráng Dia pung maksud kasi orang laen dong.
EPH.6.20	Biar beta su jadi orang bui, ma Tuhan Yesus utus sang beta, ko jadi Dia pung wakil. Jadi sambayang kasi sang beta, ko beta jang taku omong yang batúl, te itu memang beta pung tugas na!
EPH.6.21	Beta mau ko bosong tau beta pung dudu-badiri. Tagal itu, beta kirim Tikikus pi sang bosong. Dia tu, beta pung sodara sayang, deng dia rajin kasi jalan Bos Yesus Kristus pung karjá.
EPH.6.22	Biar ko dia carita soꞌal botong pung idop di sini. Deng beta mau ko dia ju kasi kuat bosong pung hati.
EPH.6.23	Beta minta sang Tuhan Allah, andia kotong pung Bapa, deng Yesus Kristus, andia kotong pung Bos, ko Dong bekin sodara samua dong badame satu deng satu, deng basayang satu deng satu, tagal bosong parcaya sang Dong. 
EPH.6.24	Beta ju sambayang, ko kotong pung Bos Yesus Kristus kasi tunju Dia pung hati bae sang samua orang yang sayang tarús sang Dia.
EPH.6.24	Beta pung surat sampe sini sa!
EPH.6.24	Saloom,
EPH.6.24	Paulus
PHP.1.1	Ini surat dari beta, Paulus. Beta pung tamán Timotius ju ada titip salam kasi bosong. Botong dua ni, Yesus Kristus pung orang suru-suru.
PHP.1.1	Botong kirim ini surat kasi samua orang yang parcaya sang Yesus Kristus di kota Filipi. Deng botong ju mau ko samua pimpinan jamaꞌat, deng yang bantu pimpinan jamaꞌat dong, mangarti bae-bae ini surat pung isi ju.
PHP.1.2	Tuhan Allah, kotong pung Bapa. Deng Yesus Kristus tu, kotong pung Bos. Ais botong minta ko Dong kasi tunju Dong pung hati bae sang bosong, ko biar bosong bisa idop aman, dame, deng tanáng.
PHP.1.3	Biar beta su lama sonde lia sang bosong, ma beta sonde lupa sang bosong! Tiap kali beta inga bosong, beta minta tarima kasi sang Tuhan, tagal bosong parcaya tarús sang Dia. 
PHP.1.4	Tiap kali beta sambayang kasi sang bosong, beta pung hati sanáng, 
PHP.1.5	tagal dari hari partama bosong tarima Tuhan pung Kabar Bae, bosong kasi jalan tarús Dia pung karjá sama-sama deng beta. 
PHP.1.6	Itu kasi tunju bilang, Tuhan Allah su mulai karjá di bosong pung hati. Deng beta tau batúl bilang, Dia kasi jalan tarús Dia pung karjá yang bae tu, sampe jadi langkáp nanti waktu Yesus Kristus datang kambali.
PHP.1.7	Memang pantas beta sayang sang bosong, tagal beta pung hati su taꞌika deng bosong dari dolu. Tempo hari, bosong ada iko karjá sama-sama deng beta, waktu beta kasi tau orang dong soꞌal Tuhan pung Kabar Bae, deng waktu beta balas manyao sang orang yang lawan itu Kabar Bae. Biar beta maso bui ju, ma bosong sonde ondor dari beta. 
PHP.1.8	Tuhan Allah sandiri tau bilang, beta pung hati ada rindu batúl sang bosong. Te beta pung sayang sang bosong tu, sama ke Yesus Kristus pung sayang.
PHP.1.9+PHP.1.10	Jadi beta sambayang kasi sang bosong bagini: beta minta ko bosong pung sayang satu deng satu batamba tarús, sampe tapoꞌa kaluar. Beta ju minta ko Tuhan Allah kasi bosong mangarti batúl-batúl hal mana yang bae, ko biar bosong pung idop jadi barisi. Ais nanti, waktu Kristus putus parkara kasi samua orang, na, Dia kasi tau bilang, bosong sonde ada pung sala apa-apa, 
PHP.1.11	tagal Dia sandiri yang su bekin bosong pung hati barisi ko bosong bisa idop lurus. Deng bosong idop lurus bagitu, orang laen dong angka nae tinggi-tinggi sang Tuhan Allah, deng puji-puji sang Dia.
PHP.1.12	Sodara sayang dong! Beta mau ko bosong tau bilang, ada orang yang bekin susa sang beta, sampe dong kasi maso beta di bui. Ma tau-tau te Tuhan pung Kabar Bae tasiar tarús, 
PHP.1.13	sampe tantara jaga di ruma jabatan, deng samua orang laen ju tau bilang, beta maso bui tagal beta iko sang Yesus Kristus.
PHP.1.14	Ais Tuhan Allah pung orang dong di sini lia bilang, Tuhan ada bekin bagitu waktu beta ada dalam ini bui. Andia ko dong tamba barani, sampe dong su sonde taku-taku lai. Ais ju dong omong taráng-taráng Tuhan pung Kata-kata di mana-mana.
PHP.1.15+PHP.1.16+PHP.1.17	Di sini ada dua macam orang yang rajin ajar soꞌal Kristus. Andia, ada yang karjá deng hati lurus, deng ada yang karjá deng hati babengko. Yang karjá deng hati lurus, dong hati bae sang beta. Dong tau batúl bilang, beta ada pikol beta pung susa ni, tagal beta kasi jalan beta pung karjá, deng sonde ondor sadiki ju.
PHP.1.15+PHP.1.16+PHP.1.17	Ma yang karjá deng hati babengko, dong baꞌiri hati, deng cari nama. Dong bekin tapica-pica orang parcaya dong, asal ada yang iko sang dong. Te dong cari jalan ko bisa angka-angka diri bilang, dong lebe hebat dari beta. Dong kira kata, kalo ada orang yang iko sang dong, na, itu nanti bekin tamba barát beta pung susa dalam bui.
PHP.1.18	Ma kasi tenga pi sa! Beta sonde toe kalo orang ajar deng hati lurus ko, sonde ko. Yang pantíng, dong ada ajar soꞌal Kristus! Naa, itu yang bekin beta pung hati sanáng.
PHP.1.18	Deng beta sanáng batúl-batúl, 
PHP.1.19	tagal beta tau bilang, bosong ada sambayang kasi sang beta, deng Yesus Kristus pung Roh ada tolong sang beta. Andia ko beta tau dia pung ujung-ujung tu, aman sa! 
PHP.1.20	Biar beta idop ko, beta mati ko, sonde apa-apa. Asal Tuhan Allah pake sang beta ko angka tinggi-tinggi Tuhan Yesus pung nama, deng ajar taráng-taráng soꞌal Dia, sampe sonde ada satu apa ju yang bekin malu sang beta. Ini samua yang beta ada baharap tarús dari dolu sampe sakarang.
PHP.1.21+PHP.1.22+PHP.1.23	Te beta ada pikir bagini: kalo beta idop, na, biar beta idop taꞌika deng Kristus, deng beta kasi jalan tarús Dia pung karjá. Itu bae. Ma kalo beta mati, beta dapa ontong lebe lai. Tagal beta bisa kasi tenga ini dunya, deng idop kambali ko tenga sama-sama deng Kristus di sorga. Andia ko beta pung hati bacabang, deng beta sonde tau mana yang paling bae! 
PHP.1.24	Jadi bagini sa! Tagal bosong masi parlú beta di sini, ada lebe bae beta tenga sama-sama deng bosong di ini dunya sa. 
PHP.1.25	Beta parcaya beta pung umur masi panjang, ko beta bisa tenga sama-sama deng bosong. Te Tuhan mau ko beta bekin kuat bosong pung hati, ais bosong tamba parcaya sang Dia deng hati sanáng. 
