GEN.1.1	Ese agafare Anumzamo monane mopane trohu'ne. 
REV.10.8	Anante monafintima koma antahinoa agerumo'a mago'ane kea hunamino anage hu'ne, vunka hagerimpine mopafinema agama reno oti'nea ankeromofo azampima vakarente'nea avontafera omerio huno nasmi'ne. 
REV.10.9	Hanki anage higena nagra vuna, osi avontafe naminogu ana ankeromofo ome antahigogeno, agra anage huno nasamine, erinka nesankeno'a karimpafina aka hugahianagi, kagitera tumerimoma hiaza huno tusi haga kavesigahie. 
REV.10.10	Ana osi avontafera ankeromofo azampintira nagra omerina nogeno, nagipina tume rimoma hiaza huno haga higena netogeno, narimpafina tusi aka ahe'ne. 
REV.10.11	Anante zmagra nagrikura anage hu'naze, kagra mago'ane rama'a vaheku'ene kumataminku'ene, zmagerukuma, kini vahekura kasnampa kea ome huo hu'za hu'naze.
REV.11.1	Anante mago azota anteno mesarim huno ke'za nenamigeno mago'mo huno, Anumzamofo ra mono none, kresramna vunentaza ita azota antenka mesarim nehunka, anampima monoma hunentaza vahera, hamprinka ko. 
REV.11.2	Hagi ra mono nomofo megi'a kumara aozota antenka mesarimia osunka atro, na'ankure megia vahe'mofo zamineankino, 42'a ikampi ruotgema hu'nea rankumara, zmagareti eme repehana hugahaze. 
REV.11.3	Hanki ana hanige'na Nagri nanekema huama hana'a netrena, hanavea zanaminuge'ne, 1,260'a zgegnafi znasunku kukena huke, kasnampa kea huama hugaha'e.
REV.11.4	Ama ana netrena, tare olivi zafane, tare lamu tavikna huke, maka ama mopamofo Ramofo avugama oneti'a netrene. 
REV.11.5	Hanki iza'o ana netre'ma znahenakuma hanamokizmia, znagipinti tevemo'a hagana hagana huno atiramino ana vahera tefanane hugahie. Hagi ina vahe'mo'za znahenaku'ma hanamokizmia, anahukna kante ahegahie. 
REV.11.6	Ama ana netremokea monama eriginakeno koma noranigeno hanavea erina'ankino, kasnampa kema huamama hana'a knafina, kora azerinakeno norina, tina amne erikoranke nehuke, znagrima znavesisiaza huke amne mopamofona knazana amigaha'e. 
REV.11.7	Znagrama ana nanekema huvgamaretesakeno'a, riga omane kerifintima etiramino esia afi zgamo hara huznagatereno znahe frigahie. 
REV.11.8	Hagi ana znahe frisia znavufamo'a, rankuma'mofo kampi me'nenigeta, e'i ana kumaku fronka ke huta Sodomune Isipie huta hugahune. E'ina kumapinke Ra zanimofona rugeka zafare ahe'naza kumapi, znavufgamo'a megahie. 
REV.11.9	Ama ana fri'na'a znavufgamofona 3'a knagi mago zgeferupi mene'nige'za, maka vahepinti'ene, naga nofipinti'ene, zmagerupinti'ene, maka kazigati vahe'mo'za znagegahaze. Hianagi kerifima eriza ome aseznante zankura i'o huzmantegahie. 
REV.11.10	Hagi mopafima mni'namo'za ana kasnampa netrema frina'a zankura musena nehu'za, ana zankura nezana retro hu'za nene'za, musezana omi ami hugahaze. Na'ankure ana tare kasnampa netremoke mopafima mani'naza vahera zmatazama zminaza zanku, ana musena hugahaze. 
REV.11.11	Hianagi 3'a knagi mago zgeferu evanigeno'a, Anumzamo'a zanasimura znamina, znagra otinake'no, kesaza vahe'mo'za tusi kore hugahaze. 
REV.11.12	Hagi ana netre'mokea nentahikeno, monafinti ranke huno, amare emareri'o huno higene, ha'ma reznante'naza vahe'mo'za negazageno, hampompi monafi marerina'e. 
REV.11.13	Anama neha'a kna fatgore tusi'a imi erigeno 10ni'a rankuma menefinti, mago rankumamo'a fragu vaziramigeno, 7 tauseni'a veara imimo'a zmahe fri vgaregeno, mago'amo'za kore hu'za monafi Anumzamofo ra agi erisaga hu'naze.
REV.11.14	Hanki nampa 2 knazamo'a agatereno evigena negogeno, nampa 3 knazamo'a ame huno fore hu'za nehianki kva hiho.
REV.11.15	Anante nampa 7ni ankeromo ufe regeno, ranke hu'za monafintira kezati'za anage hu'naze, Ama mopafi rankumamo'a, tagri Ramofo kuma nesenkeno, Agri Kraisi kuma fore hinkino, Agra kini manino kegva huvava hugahie. 
REV.11.16	Hanki 24'a ugagota kva vahe'mo'za kini tratema Anumzamofo avuga mni'nazareti, atre'za zmavugosaregati emase'za, Anumzamofo mono hunente'za, 
REV.11.17	anage hu'za, hanave nentake Ra Anumzamoka, tagra rankagi kamune, korapa mni'namoka, menina mani'nane, na'ankure Kagra tusi'a hihamu hanave e'nerinka, menina erigafa hunka kini maninka kegva nehane. 
REV.11.18	Hagi miko kokankoka vahe'mokizmia zmarimpa nehenkeno, Kagri karimpa hezamo'a ne-enkeno, fri vahema refkoma hanana knamo'a ne-enkeno, kazokzo eriza vahe'ene kasnampa vaheka'ane mono naga'ene zamagi me'nenia vahero, zamagi omnene'nia vahe'mo'za Kagri kagiguma korema nehaza vahera mizana nezaminka, ama mopafima vahe zmahenefriza vahera, zmahe frigahane.
REV.11.19	Hagi monafima me'nea Anumzamofo ra mono nomofo kafamo'a anagi hagro higeno, Agrama huvempa ke huno huhagerafi'nea vogisimo'a, Agri mono nompintira efore higeno, kopasinamo'a trege huno vuno eno higeno, ranke huno monage nehigeno, imi e'nerigeno, tusi ko'mopa ko ru'ne.
REV.12.1	Mago ruzahukna huno tusi'a avame'za monafina efore higena kogeno, mago a'mo'a zgenu kukena hunegeno, ikamo'a agafi menegeno, asenifina 12fu'a hanafimo kini fetorikna huno asenire me'ne. 
REV.12.2	Ana a'mo'a amu'ene huno mofavre kasenteza nehuno, ranke huno mofavre'za negegeno krafa hu'ne. 
REV.12.3	Anantera ru avame'za monafina efore higena kogeno, mago agaza hunte koranke osifavemofona, 7ni'a agenopa me'negeno, 10ni'a pazive hanatinegeno, aseniramintera 7ni'a kini fetori me'ne. 
REV.12.4	Hanki risonamo'a tagufa kevu hanafi monafi me'nefinti, mago kevu hanafira mopafi ruharfi huzmatrene. Ana osifavemo, a'mo'ma mofavrema kasentenaku'ma nehia avuga otine. Anama hu'neana ana mofavre kasentenkeno aheno asga hunakrinaku otine. 
REV.12.5	Anante ana a'mo ne'mofavre ksente'ne. Henka'a ana mofavremo nena huno maka vahera aeni azompareti kegva huzmantenia ne'kino, ana mofavre avreno Anumzamofonte vuno, Agri'a kini trate avreno ome antene. 
REV.12.6	Anantera ana a'mo kore freno Anumzamo retro hunte'nea mopare ka'ma kopi umanine. Anantega ana ara kegva krinte'za nezana nemisageno, 1,260ti'a kna manigahie.
REV.12.7	Hanki tusi'a ha' monafina fore hu'ne. Maikoli ene ankero naga'amo'za, osifavene ana osifavemofo ankero naga'a hara huzmante'naze. 
REV.12.8	Ana osifavemofo ankero nagamo'za hanavezmia omnege'za, hara agateregara osazageno monafima manisaza kumara omnene. 
REV.12.9	Ana koranke osifavea asgahutregeno erami'neankino, ana ne'kura korapa mani'nea osifave nehu'za, hankrore nehu'za, Sata'ema nehaza ne'ma ama mika mopafi vahema rezmatgama nehia nera, asgafetregeno ankero naga'ane mopafi erami'naze. 
REV.12.10	Anante nentahugeno mago ra ageru monafinti runo anage hu'ne, menina vahe'ma ahoke aheno agu'vazizane, hanavene, tagri Anumzamofo kumamo'ene Agrama huhampri'ranteno tavaregahie hu'nea nemo'a, hago tusi'a hihamu eri'ne. Na'ankure tagri nerafukizmima hanine zgene, tagri Anumzamofo avure agra havige kegaga hunezmantea nera asgahu atregeno urami'ne. 
REV.12.11	Zamagra ana ne'mo'ma ha'ma huzmantea hara, Sipisipi anentamofo koranteti'ene agenke'ama huama hazareti agatenere'za, zamagra zmavufagura nontahi'za, zamagri'ma zmahe frizanku enena korera osu'naze. 
REV.12.12	Na'ankure ama ana agafare, monafinka mni'namota muse hiho. Hianagi mopane hagerimoka kva hi'o, na'ankure hankromo'a tanaagrite ko uramine, keno antahinoma hiana osi'agna me'negeno, tusi rimpa nehegeno uramine.
REV.12.13	Ana agaza hunte osifavemo'ma keno antahinoma hiana mopafima mate'mavutregeno'a, ne' mofavrema kasente'nea ara eme aheno atahoza ami'naku avaririne. 
REV.12.14	Hianagi tusi'a tumpamofo agekonarere ana ara amigeno, ana a'mo'a hareno vahe omani kama mopafi, ana osifavea atreno, 3'a kafugi 6gisi'a ikampi agri kuma'ma retroma huntenerega umani'nenigeno kegva huntegahie. 
REV.12.15	Hanki ana osifavemo'a, ana ara ti mreno vaniegu agipinti tina ruvaritregeno, tusi'a ti hageaza huno ana ara avaririne. 
REV.12.16	Hianagi ana agaza hunte osifavemofo agipintima evu'nea rantina, mopamo ana ara aza huno, ana tina agira aka huno nakri vgare'ne. 
REV.12.17+REV.12.18	Ana higeno ana tusi'a osifavemo'a ana a'mofona rimpa ahenenteno, maka mofavrenaga'amo'za Anumzamofo kasege amage nente'za, Jisasi avu'avazama nevaririza naga ha' huzmante'naku vu'ne. Ana agaza hunte osifavemo hagerinkenare otino mni'ne.
REV.13.1	Anantera mago afi zga hagerimpinti hanatino mrerige'na kogeno, 7ni'a agenopa megeno, 10ni'a pazive ana agenopafintira mrerigeno, ana 10'a pazivetera kini fetori menegeno, Anumzamofo huhaviza hunte agiramina zmasenire me'ne. 
REV.13.2	Hagi ana afi zgama ke'noana lepatigna higeno, agamo'a bea agagna higeno, agi'mo'a laioni agikna hu'ne. Hanki agaza hunte tusi osifavemo agra'a hihamu hanavene, kini tra'ane maka kegvahu hanavea ami'ne. 
REV.13.3	Nagra koana mago agenopa ko aheneanagi, anama ahe'nea zamo'a teganigeno so'e huntene. Higeno maka mopafi vahe'mo'za antri nehu'za, muse hunte'za, ana afi zgamofo amage ante'naze. 
REV.13.4	Ana vahe'mo'za agaza hunte osifavemofo monora hunte'naze. Na'ankure ana agaza hunte osifavemo'a, afi zgamofona kegvahu hanavea ami'negu, ana vahe'mo'za monora tusi zgamofona hunente'za anage hu'naze, iza ama tusi zgagna hu'nesimo hara huntega hu'ne? hu'za hu'naze.
REV.13.5	Hanki Anumzamo'a atregeno, ana afi zgamo'a avufga ra nehuno, Anumzamofona azanava kea nehuno, 42'a ikamofo agu'afi hanavea amigeno ruzahu ruzahu kaguvazana hu'ne. 
REV.13.6	Hanki ana afi zgamo'a agira aka huno, Anumzamofona azanava kea hunenteno, Agi'amofona huhaviza hunenteno, Agri nagama monafinka mono noma'agna hu'za mni'naza nagara, huhaviza huzmante'ne. 
REV.13.7	Hagi Anumzamofo nagama ha'marezmante hanavenena amigeno, hahu zmagatenereno, maka naga nofima, vahe'ma, zmageruma maka kumama, kegvama kri hanave ami'ne. 
REV.13.8	Maka ama mopafi mni'naza vahe'ma, ahe'naza Sipisipi Anentamofo asimu eri avontafepi zmagima, monane mopanema tro'ma osu'neno kre ontenesia vahe'mo'za, ana afi zgarera monora huntegahaze. 
REV.13.9	Izago kagesa me'nenigenka nentahisamoka, antahise huo. 
REV.13.10	Izano Anumzamo huno avreno kina huntegahie hunesimo'a, kina ome hino. Izano kazinknonteti ahefrigahie hunesimofona kazinknonteti ahefrigahie. Hanki ama ana zmavu'zmavazana akohe'za mni'neza kazigazi hu'za knazama eri'za vnagu kea hu'ne!
REV.13.11	Anantera ru afi zgamo mopafinti hanatino egena kogeno, sipisipi anentamofo tare pazivekna pazive asenirera me'negeno, kema hiana tusi'a agaza hunte osifavemofo agerukna ageru ru'ne. 
REV.13.12	Nampa 2 afi zgamo'a, nampa 1ni afi zgamofo kegvahu hanave'a, agri avure eri ama nehuno maka ama mopafi mni'naza vahera, nampa 1ni afi zgama koma ahazageno namuma'amo tegani'nemofo monora hunteho hu'ne. 
REV.13.13	Anante nampa 2 afi zgamo'a ruzahu ruzahu avameza eri fore nehuno, maka vahe'mokizmi zmavufi kaguvaza higeno monafinti'enena tevea reno erami'ne. 
REV.13.14	Ana nehuno mopafima mni'naza vahera rezmataga hu'ne, na'ankure nampa 1ni afi zgamofo avufina, ruzahu ruzahu avame'za nehuno, nampa 1ni afi zgama koma kazinknonu ahazageno friteno asimuma erinea afi zgamofo amema'a tro hiho huno zmasami'ne. 
REV.13.15	Asimu'ante hanave amizageno, ana amema'a tro hunte'naza amema'a asimu amigeno, ana amema'amo'a keaga higeno, ana amema'ama mono huontesaza vahera zmahe frigahie. 
REV.13.16	Hagi anante nampa 2 afi zgamo huzmanteno, mika amane vahero zamagi me'nea vahero, zgo'a me'nea vahero, zgo'a omne vahero, amne vahero, kazokazo eri'za vahe'mokizmia avame'za tamaga zmazante'ene, kokovite'enena krentegahaze. 
REV.13.17	Ana hanigeno mago vahe'mo'e huno mizasege, zgorera atrege osugahianki, ana afi zgamofo agimofo nampama erinenia vahe'moke mizasege, zgore atrege hugahie. 
REV.13.18	Vahe'mo'ma knare antahintahima erinenimo'a atregeno, ana afi zgamofo nampana refko huno keno, ana nampana mago ne'mofo nampakino, ana nampana 666 me'ne.
REV.14.1	Anantera Sipisipi Anentamo'a Saioni agonare otinegeno, Agri agine, Nefa aginema kokovitema krente'neana 144 tauseni'a vahe'mo'za magoka oti'nazagena ke'noe. 
REV.14.2	Ana higena mago agerura antahuana monafintira agerura rama'a timofo agasasamoma hiaza nehigeno, monagemoma hiaza nehigena, mago ageruma antahuana kita (harp) ahazageno neriankna ageru nerigena antahi'noe. 
REV.14.3	Ana nehu'za kini trate'ene, 4'a kasefa hu'za mni'naza zgane, 24'a ugota kva vahe zamurera kasefa zgamera hu'naze. Ana zgamera mago vahe'mo'e huno ontahinazankino, 144 tauseni'a nagama maka mopafinti mizama sezamantenea vahe'mo'za antahi'naze. 
REV.14.4	Hanki ana vahe'mo'za a'nene savrira osu fatgo hu'za mani'naze. Na'ankure zamagrazmi agru hu'za mni'naze. Ama ana vahe'mo'za Sipisipi Anentamo'ma inaregama viana zmagra nevaririza vahere. Ana vahera Anumzamo'a ese hoza vasageakna huno maka vahepinti miza sezmante'neankino, Anumzamofone Sipisipi afu Anentamofo naga manigahaze. 
REV.14.5	Hagi ana vahe'mofo zmagipina havigea omnetfa higeno, hazenkezmia omne vahe zmagra mni'naze.
REV.14.6	Hagi anantera mago ankero kogeno monafi hareno enevuno, mevava knare musenkea mopafima mni'naza vahete ene, maka kumate'ene naga nofite'ene, zmagerute ene, vahete'ene huama hu'ne. 
REV.14.7	Ana nehuno ranke huno amanage hune, Anumzamofonku kore hunentetma ra agi amiho, Agrama vahema refkoma haniankna hago e'ne. Monane mopane hagerine, maka tinkampuima troma hu'nemofo monora hunteho hu'ne.
REV.14.8	Anantera nampa 2 ankeromo kota ankeromofo amefi hareno ne-eno anage hu'ne, Babiloni tusi'a kumamo'a trakahu'ne, trakahu'ne, ana amo'a maka mopafi kumatamina, agra havi avu'avaza hanavetino hu avesizamofo waini tina zamige'za ne'naze.
REV.14.9	Anantera nampa 3 ankeromo'a, tare ankerofomo znamefi ne-eno anage huno ranke hu'ne, iza'o afi zgamofone, amema'arema mono hunenteno, azante'ene kokovitema avame'zama'a eri'nenimo'a, 
REV.14.10	Anumzamofo tusi'a rimpahe knazamofo waini erihavia huno tagi avitenea kapufinti neneno, ana vahe'mo'a ruotge ankero vahe'ene, Sipisipi anentamofo avure, havere te kasinkasi nehia tevefi atazana erigahie. 
REV.14.11	Ana afi zgare'ma mono hunente'za, amema'arema mono hunentesageno, iza'zo agri agimofo avame'zama'a erisi'amo'za, zmatazama erisaza tevemofo tokimo mreri vava nehina, hanine zgenena fru hu'za omnigahaze.
REV.14.12	Anumzamofo kasege amage'nenteza zamentintima Jisasinte nehaza vahe'mo'za amanahu hugahaze, akohe'za manine'za kazigazi hu'za knazana eneriza oti hanavetigahaze.
REV.14.13	Anante mago ageru monafinti arigena nentahugeno anage hu'ne, avona krento, Ramofompi mni'ne'za frinamo'za, menintetima agafa huno vaniana muse hugahaze! Ozo huno Avamumo'a hu'ne. Zamagrama mraguzati'za e'naza zana manifru hugahaze. Na'ankure zamagrama knare zmavu'zamavama hu'zama e'naza zmavuzmavamo'a, zamagrane magoka zamage zmavaririno ne-e.
REV.14.14	Anante kogeno efeke hampopina Vahe'mofo Mofavregna Ne' mni'neno, kolire tro hu'naza kini fetori asenire antanineno, sikolie nehaza ananke fagagino asane'nea kazi azampina eri'ne. 
REV.14.15	Hanki mago ankeromo mono nompinti atiramino, ranke huno hampopima mni'nemofonkura huno, kazinkno ka'a erinka kavera hamaro. Na'ankure ne'zama hamare kna e'ne, na'ankure mopafina nezamo'a afureanki ome hamaro huno hu'ne. 
REV.14.16	Anante efeke hampopima mni'nemo'a ananke fagagino asane'nea kazi erino, maka mopafima nenahu'nea hoza hamare'ne.
REV.14.17	Anantera mago ankeromo, ra mono no monafi me'nefinti atiramino, agranena sikolie nehaza ananke fagagino asane kazi erinegena ke'noe. 
REV.14.18	Anante ru ankerona, tevema kvahu hanavema erinemo, kresramnavu itareti eno, ranke huno asane kazima erinemofonkura anage hu'ne, sikolie nehaza ananke fagagi kazinka'a erinka waini zafa rga mopafintira tagio, na'ankure rga'amo'a afure'ne. 
REV.14.19	Anante ankeromo'a ananke fagagi asane kazima'a erino mopafi uramino waini rga tga huno eri atru nehuno, ana wainia erinteno rerati keri havereti tro huntenefi atre'ne. E'i anazamo'a Anumzamofo tusi'a rimpahe knaza huvame huno me'ne. 
REV.14.20	Rankumamofo megi'a, waini rga rerati keri havereti tro huntenaza kerifi rehapa netizageno, koramo tusiza huno vu'ne. Hanki ana koramo'a 300 kilo mitanaza vu'ne. Hanki tusiza huno nevuno tiru nemreno, mrerino hosimofo agite ome atre avamente vu'ne.
REV.15.1	Hanki anantera monafina tusi'a ruzahu avame'za fore nehige'na negogeno, 7ni'a ankeromo'za, tusi'a rimpahe knazana 7ni'a eri'naze. E'ina knazana Anumzamofo vgare rimpa he'zane. Na'ankure Anumzamofo rimpa hezamo'a, e'i ana knazampi vgaregahie. 
REV.15.2	Anantera kogeno mago hagerina kapokna hu'negeno, tevene eri havia hu'ne. Afi zgamofone, amema'ane, agi'amofo nampama azeri agaterenaza nagamo'za, kapokna hu'nea hagerimofo agofetu oti'ne'za, Anumzamofo zavena (harps) azeri'naze. 
REV.15.3	Anumzamofo eri'za vahe Mosese zgame'ene Sipisipi Anentamofo zgame hu'za anage hu'naze, 
REV.15.4	 (Eks-Uti 15:1-18, Diu-Kas 32:1-44)
REV.15.5	Anantera ama anazama fore'ma hutegena, Anumzamofo agi agenkehu seli mono nomo'a monafina anaginegena kogeno, 
REV.15.6	7ni'a knazama eri'naza, 7ni'a ankeromo'za, ra mono nona atre'za atiramiza, zaza kukena (linen) hunazageno agru huno efenentake higeno, kolire tro hu'naza nofi zmafunteti kreramino zmasoparega evuraminea nofi hu'naze. 
REV.15.7	Anante 4'a kasefa hu'za nemaniza zgafinti mago zmimo, 7ni'a kolire zuompafi kasefa huno manivava Anumzamofo rimpahe knazamo mevite'nea erino, 7ni'a ankero vahera ome zamigena ke'noe. 
REV.15.8	Hanki ra mono nomofona, Anumzamofo msa'zamofone, Agri hihamu hanavemofo tokimo avitegeno, mago vahe'mo'a, ana ra mono nompina ufregara osunegeno, 7ni'a knazamofo erizana, 7ni'a ankero vahe'mo'za eri vgare'naze.
REV.16.1	Anantera mago ra ageru antahugeno Anumzamofo ra mono nompinti, 7ni'a ankero vahekura anage hu'ne, vutma 7ni'a Anumzamofo rimpahe knazama me'nea zuompa mopafina omeri tagi atreho. 
REV.16.2	Hanki nampa 1ni ankeromo'a vuno Anumzamofo rimpahe zuompa mopa agofetu ome tagitregeno, afi zgamofo avame'za eri'ne'za amema'arema monoma hunentaza vahete haviza huno agotega namuzgamo fore hu'ne.
REV.16.3	Anante nampa 2 ankeromo'a Anumzamofo rimpahe zompa'a hagerimpi tagitregeno, fri'nea vahe'mofo korankna higeno, maka zamasimu ante'za mni'naza zgamo'za hagerimpina fri vgare'naze.
REV.16.4	Anantera nampa 3 ankeromo'a Anumzamofo rimpa he'zana zompafintira, ranra tiranpine osi ti tamimpinena eri tagi atregeno, maka timo'za koranke hu'naze. 
REV.16.5	Nagra nentahugeno tintamima kvama hu'nea ankeromo'a huno, Kagra fatgo hu'nane, korapara mni'nanankinka, menina mni'nane. Kagrake Ruotge hu'nane. Na'ankure Kagra ana maka'zana refko nehane. 
REV.16.6	Na'ankure zmagra Anumzamoka kagri nagaka'ane, kasnampa vaheka'amofo korama zmahe'za eri tagi atre'nagu, Kagra karimpa he'zamofo korantima zaminke'za, zamagra ana koranti nega nagaki'za ne'naze! 
REV.16.7	Anante nentahugeno kresramnavu itamo'a huno, ozo Hanaveka'ane Ra Anumzamoka, refako huzanka'amo'a, tamage huno fatgo hu'ne.
REV.16.8	Anante nampa 4 ankeromo Anumzamofo rimpahe zompa zgemofonte eritagitregeno, zgemo'a tevemo'ma hiaza huno ana vahera zmavufgare rentege'za zmatagu hu'naze. 
REV.16.9	Zgemofo amuhomo'a tevemo'ma hiaza huno ana vahera zmavufgare rentege'za, zmatagu nehu'za ana knazama atregeno erami'nea Anumzamofo agi'a huhaviza hunente'za, zmagu'a rukrehe hu'za ra agi omi'naze.
REV.16.10	Anantera nampa 5 ankeromo Anumzamofo rimpahe knaza me'nea zuompa afi zgamofo trate eritagitregeno, agrama kegva hu'nea kumamo'a hani higeno, ana kumapima mni'naza vahe'mo'za tusi'a zmatagu nehu'za zmagnefuna anitraga nehu'za, 
REV.16.11	monafi mni'nea Anumzamofona huhaviza hu'naze. Na'ankure zmatama kri'nea zanku'ene namuma zmare'nea zanku anara nehu'za, ana zmavu'zmavazankura zmagu'a rukrehe osu'naze.
REV.16.12	Anantera nampa 6 ankeromo'a Anumzamofo rimpahe knaza me'nea zuompa tusi'a Yufretisi tirampi tagi atregeno, ana tiramo'a ho'mu huno, zage hanati kazigati esnaza kini vahe'tamimofo ka retro hu'ne. 
REV.16.13	Ana higena kogeno agaza hunte osifavene, afi zgamofo agipinti'ene, havige kasnampa ne'mofo agipintira, 3'a agru osu avamutamina hogakna hu'naza atirami'naze. 
REV.16.14	Na'ankure zmagra hankrotamimofo avamutamimo'za, avame'zana erifore nehu'za, maka ama mopafi kini vahete vu'za ome zmazeri atru nehu'za, tusi'a hihamu hanave'ane Anumzamo'ma vahe'ma refko hania knarema, ha'ma hanagu zmazeri retro hu'naze. 
REV.16.16	Ana nehu'za havi avamumoza kini vahe'zmine, ha' vahe'zminena Hibru kefina Amakedonie nehaza kumate zmazeri atru hu'naze.
REV.16.17	Anantera nampa 7ni ankeromo Anumzamofo rimpahezama me'nea zuompa zahopi eritagi atregeno, ra mono no agu'afi me'nea kini trateti magomofo agerumo ranke huno, havgare hu'ne. 
