MAT.1.1	Ho’oy tulurn empo de Mori Yésus Kristus, wa’u di Daud, wa’u di Abraham. 
JAS.3.6	Lema hitu cama ného apiy. Hia dé pu’un da’at te wécak da’at situ oné sanggéd taung weki dité. Le api wa-mai neraka hia pandé muntung taung sanggéd weki dité. 
JAS.3.7	Sanggéd taung kaka mila, kaka lélap, agu sanggéd kaka horos wa tana agu kaka oné tacik ngancéng pandé merups agu poli merupd le manusia. 
JAS.3.8	Maik toé kéta manga cengatan ata ngancéng pandé merup leman. Lema dité hitu cama ného kaka rani ata toé ngancéng petun, hia penong ali rasung te pandé mata laing. 
JAS.3.9	Le lema, ité naring Morin agu Ema dité; le lema hitu kolé, ité mawang haé atad hitut poli dédék lorong tara de Mori Keraéng. 
JAS.3.10	Oné-mai mu’u hitu kin, tuad berkak agu mawang. Asé-ka’é daku, néka manga pandé nenggitu. 
JAS.3.11	Asa léng, oné-mai ca ulu waé, ngancéng cengkali pé’angn waé belé agu waé pa’it ko? 
JAS.3.12	Asé-ka’é daku, ngancéng néng ca pu’u ara cir wua zaitun, ko ca pu’u anggor cir wua aray? Nenggitu kolé mata waé cerak toé ngancéng pé’ang waé belé.
JAS.3.13	Émé manga ata nggalas agu gauk di’a, hia hitu poro toto oné mosén le pandé di’a ali nggalas agu lembak nai. 
JAS.3.14	Émé méu manga beti-nai agu haé ata, ko céwé nuk weki ru, néka mésé-nai landing le nggalas hitu, ai le hitu méu nggopét te dungkang molor. 
JAS.3.15	Hitu toé nggalas éta mai, maik nggalas de lino, ngong nggalas de belek da’at agu nggalas de jing da’at. 
JAS.3.16	Ai nia manga beti-nai agu ata, ko nuk weki ru, nitu mangan ngai-ngaok agu sanggéd taung pandé da’at. 
JAS.3.17	Maik nggalas éta mai, laring cain kéta nggélok taran, poli hitu ngoéng te hambor, lumu, lorong, lembak nai agu sanggéd pandé di’a, toé kambé agu pisik. 
JAS.3.18	Agil hitu cir oné-mai hambor-libur, ata wécak lisét momang hambor-libur.
JAS.4.1	Mai nia-maid ngai-ngaok agu léwang tau oné bahi-réha méu? Toé weli mai oné-mai belek da’at de méu situt rié taud oné wekis? 
JAS.4.2	Méu nanang hitu-ho’o, maik toé haéngy, itu kali méu mbelé ata. Méu mping kétam te paéng caoca, maik méu toé haéng salangn, itu kali mangan léwang agu pulang taus. Méu toé manga dumpu apa-apas, ai méu toé ngajim. 
JAS.4.3	Aram bo ngajis méu, maik toé manga tiba apa-apas ai toé molor ngajis, ai apa ata tegi de méu kudut pandé laos belek da’ats kanang. 
JAS.4.4	Oé méut ata toé junggu! Toé pecing le méu ko, te haé reba agu belek de lino pandé bali agu Mori Keraéng? Jari, céing kaut ata pandé haé reba agu lino ho’o, hia hitu te ciri bali de Mori Keraéng. 
JAS.4.5	Néka nggo’o bet de méu, toé manga campitn curup de Surak Nggeluk, ata taé nenggo’o: “Nai hitut widang de Mori Keraéng oné weki dité, mberes kéta ngoéngn.” 
JAS.4.6	Maik widang hitut téing Diha, céwé mésé oné-mai nanang de nai dité hitu. Landing hitu taé kole le Surak Nggeluk:
JAS.4.6	“Mori Keraéng pangga salang data siot mésé nai,
JAS.4.6	maik momang ata siot jinggop.”
JAS.4.7	Landing hitu, tengguk ga oné Mori Keraéng agu dungkang jing da’at, wiga jing da’at hitu losi oné-mai ranga de méun! 
JAS.4.8	Ruis-ruis koém agu Mori Keraéng kudut Hia kolé ruis méuy. Oé méu ata ndékok! Pandé nggélok koé limes. Oé méut rambang-bali nais! Pandé nggeluk koé nais. 
JAS.4.9	Teserm ga, le rétang-nenep. Nahé tawas lesing le rétang, nisang nais lesing le wéong nai. 
JAS.4.10	Jinggop koé ba wekis oné ranga de Morin, wiga Hia te pandé langkas méu.
JAS.4.11	Asé-ka’é daku, néka manga pocu taus méu! Céing ata pocu agu maja asé-ka’é ca imbin, hia mbéis agu maja wintuk de Mori Keraéng. Émé hau maja wintuk de Mori Keraéng, hau dé ga toé ata pandé lorong wintuk de Mori Keraéng, maik ciri adak ata beté-bicar. 
JAS.4.12	Kali po hanang Mori Keraéng kali ata manga hakn te téing wintuk agu te bicar manusia. Hia ata manga kuasaN te pandé selamak agu te pandé ampus manusia. Jari, céing kéta méu, wiga méu ngoéng te maja cama taus?
JAS.4.13	Oé méut taé nenggo’o, “Leso ho’o ko diang ami ngo oné béndar hitu, agu nituk ami ka’éng ca ntaung te lékong agu kawé séng.” 
JAS.4.14	Séngét le méu toing daku: toé baé le méu apa ata jarin diang agu apa betuan mosé de méu. Mosé de méu hitu cama ného wos hitut cekoé kaut itan, poli hitu mora gi. 
JAS.4.15	Ata tu’ungn kali, méu paka taé nenggo’o: “Émé sendo le Morin, ami te mosékm te pandé hitu-ho’o.” 
JAS.4.16	Maik te ho’on méu mésé-nai agu joak. Da’atd joak de méu situ. 
JAS.4.17	Jari, émé manga ata baé co’oy pandé di’a, maik toé pandés liha, hia hena le ndékoky.
JAS.5.1	Oé méut bora, rétang-nenepm ga, ai méu te hena le pa’it réa! 
JAS.5.2	Bora de méu poli waud, agu ceca paké de méu poli hang le pakotd! 
JAS.5.3	Emas agu pérak de méu penong le ta’i-upas. Ta’i-upa situ te ciri saka-si latang te dungkang méu, cama ného api te pandé muntung weki de méu. Méu poli nongko bora du leso turung cemol. 
JAS.5.4	Toé bajars le méu lahé data pala, ata poli nongko dani oné umas wiga sanggéd gesar agu kepok disé caing oné tilu de Mori Keraéng ata dédék tanan wa – béangn éta. 
JAS.5.5	Poli manten le méu mosé sogél oné lino ho’o, agu ciri ného jimbal becé ata ambi te mbelé du leso béte-bicar. 
JAS.5.6	Méu poli wahéng ngot mbelé ata molor agu isé toé ngancéng dungkang méu.
JAS.5.7	Asé-ka’én, ta’ong koém dengkir cai de Mori! Damang lélo le méu, co’oy ta’ong data ciwal uma te géréng dani situt méséng oné-mai umad. Isé kolé ta’ong dengkir cai usang cekeng rencak agu usang cekeng wéla. 
JAS.5.8	Méu kolé paka ta’ong agu paka mberes nais, ai ruis dé te maig Morin! 
JAS.5.9	Asé-ka’én, méu néka jugut agu maja cama taus, boto wahéng le Mori Keraéng. Nuk dé, ho’o wa ranga gi Adak atat beté-bicar. 
JAS.5.10	Asé-ka’én, lorong agu tunti koé ta’ong susa de sanggéd nabi ata poli ba keréba le ngasang de Morin. 
JAS.5.11	Ité caro isé ata mosé di’a, ai isé poli ta’ong susa. Méu poli dengé latang te gepek di Ayub agu poli baén le méu apa ata ambi de Mori du cemol latang te hia. Mori hitu pu’un momang agu penong lembak nai.
JAS.5.12	Asé-ka’én, ata mésén kéta: néka wada landing Surga, landing lino, ko landing le apa kaut. Émé éng, taé kaut éng, émé toé, taé kaut toé, kudut méu toé wahéng le Morin.
JAS.5.13	Émé manga cengata oné-mai méu ata hena le susay, céwé di’an hia ngajiy! Émé manga cengata ata nisang nain, céwé di’an hia ngaji mazmury! 
JAS.5.14	Émé manga ata hena le beti, céwé di’an siro ata tu’a laing de weki serani kudut ngaji latang te hia agu luma le mina nggeluk le ngasang de Morin. 
JAS.5.15	Ngaji landing le imbi disé oné Morin Keraéng ngancéng ina laing beti data hitu. Émé ata beti hitu manga ndékokn, ndékok diha te ampongs. 
JAS.5.16	Landing hitu poro méu tura ndékoks agu ngaji cama taus, kudut méu inam. Ngaji data molor, mésé tu’ung kuasan agu manga cirn. 
JAS.5.17	Hi Élia manusia bon cama ného itéy. Hia ngaji tu’u-tu’ung kétay kudut néka cai usang, og kali usang hitu toé manga cain tédéng telu ntaung agu enem wulang. 
JAS.5.18	Poli hitu, ngaji kolé hia te tegi usang, og kali cain usang éta-mai awang wiga tana lino ho’o cir wuan.
JAS.5.19	Asé-ka’é ata momang laku, émé manga ata wéléng oné-mai salang de Mori agu manga cengata ata pandé holés koléy hia, 
JAS.5.20	nuk di’a-di’a ho’o: céing ata pandé holés kolé ata ndékok oné-mai salang wéléngn, hia te pandé selamak wakar data hituy oné-mai mata, agu sanggéd ndékok data te ampong taungs le Mori Keraéng.
1PE.1.1	Oné-mai hi Pétrus, rasul di Yésus Kristus, latang te sanggéd isét long ata manga oné tana Pontus, Galatia, Kapadokia, Asia Koé agu Bitinia. 
1PE.1.2	Méu poli pilé lorong nanéng de Mori Keraéng Ema dité agu poli pandé nggeluks le Nai Nggeluk, kudut junggu oné hi Yésus Kristus agu poli pandé nggélok le dara Diha. Nahé tabing agu hambor libur penong kéta latang te méu.
1PE.1.3	Naring ga Mori Keraéng, ngong Ema de Mori dité hi Yésus Kristus. Ali nabit mésé, Hia poli widang ité mosé weru lut to’o kolé di Yésus Kristus oné-mai ata mata. Mosé dité penong le bengkes, 
1PE.1.4	kudut tiba mbaté hitut toé ngancéng ampusy, toé ngancéng rowak agu toé ngancéng moray, hitut pedeng éta Surga latang te méu. 
1PE.1.5	Ai méu imbi oné Mori Keraéng, itu tara tinus méu Liha le mberes kuasaN dengkir agu si’angn selamak hitu du leso cemol tai. 
1PE.1.6	Nakam ga latang te sanggéd situ, koném po te ho’on méu paka wéongm ali do tarad damang. 
1PE.1.7	Sanggéd taung situ betuad kudut kapang, tu’ung ko toé imbi de méu. Imbi de méu céwé belar oné-mai emas. Emas kaut paka kapang oné api, céwén kolé imbi de méu paka kapang kudut mberesn. Ali hitu, méu tiba naring, mengit agu hiang du leso mai kolé di Yésus Kristus tai. 
1PE.1.8	Koném po toé dé’it ita le méu hi Yésus Kristus, maik méu momang Hiam. Méu imbi oné Hiam, koném po te ho’on toé ita taraN. Méu nakam ali nisang-nai ata mengit agu mésé kéta. 
1PE.1.9	Ai polig cai wan imbi de méu, ngong selamak de wakars. 
1PE.1.10	Selamak hitu ata mbajik kéta cécan le sanggéd nabi, ata poli keréban latang te méu. 
1PE.1.11	Isé kolé mbajik kéta cécan, te du niay agu co’oy jarin lorong nuk de Nai di Kristus hitut manga oné isé. Nai hitu dé ata poli keréba latang te sanggéd susa ata kudut hena hi Kristus agu latang te sanggéd mengit situt tua musi-maid. 
1PE.1.12	Latang te nabi situ poli si’ang le Mori Keraéng, te isé toé gori keturu latang te weki rud, maik gori keturu latang te méu; ngong sanggéd cao-ca ata poli si’ang dengéd le méu oné-mai ata ba Keréba Di’a. Sanggéd ata situt ba Keréba Di’a, téing kuasa le Nai Nggeluk hitut wuat éta-mai Surga. Ngot sanggéd malékat kolé nanang te pecing Keréba Di’a hitut wéro disé.
1PE.1.13	Landing hitu, mengkek di’a-di’a nai-nawa de méu. Jerék agu bengkes koé tu’ung-tu’ungm oné tabing hitut kudut téing oné méu du mai di Yésus Kristus tai. 
1PE.1.14	Mosé koém ného anak ata sundur agu néka lut belek da’at hitut kuasa weki de méu du toé di tiba Keréba Di’a. 
1PE.1.15	Maik poro mosé de méu kali ciri nggeluk, ai ngggelukN Mori Keraéng hitut poli bénta méun. 
1PE.1.16	Ného manga ata poli tulis oné Surak Nggeluk: Nggeluk koé méu, ai Aku nggelukG.
1PE.1.17	Koném po caro Ema Hia le méu du ngaji, méu paka noing kin, te Hia toé manga lélo taran ata du leso beté-bicar. Landing hitu, hiang koé Mori Keraéng oné mosé dokong lino ho’o. 
1PE.1.18	Ai pecing le méu, mosé de méu hitut toé manga belar ata tiba oné-mai empos, poli sambén le Mori Keraéng, toé ali ceca dokong, toé kolé ali pérak ko emas. 
1PE.1.19	Mori Keraéng sambé méu ali dara ata wegit kétay, ngong dara di Kristus ata cama ného dara de anak jimbal hitut toé manga maja agu celan. 
1PE.1.20	Hi Kristus hitu, poli pilén le Mori Keraéng du toéd dédék lino. Du tiong leso cemol de lino, Hia mai koley kudut méu tiba selamak. 
1PE.1.21	Lut hi Kristus hitu, méu tara imbis oné Mori Keraéng hitut poli pandé to’o kolé Hia oné-mai ata mata agu poli bong Hia. Ali hitu, méu paka imbi agu bengkes hanang oné Mori Keraéng.
1PE.1.22	Méu poli pandé nggeluk wekis ali lorong wintuk de Mori Keraéng, wiga méu ngancéng momang tau asé-ka’é ca imbi le nai bakok. Poro méu tu’ung-tu’ung momang tau mai wa-mai nain. 
1PE.1.23	Ai lut reweng de Mori Keraéng hitut mosé tédéng lén, méu ciri manusia werum ata toé loas le manusia hitut mosé dokongy, maik le Hia hitut mosé tédéng lén. 
1PE.1.24	Ai manga tulis oné Surak Nggeluk:
1PE.1.24	“Sanggéd manusia cama ného remangs,
1PE.1.24	sanggéd mbasakn cama ného wéla remangs.
1PE.1.24	Mélos remang,
1PE.1.24	lodas wélan.
1PE.1.25	Maik reweng de Mori Keraéng mosé kin dengkir te tédéng lén.”
1PE.1.25	Hituy dé Keréba Di’a ata wéro oné méu.
1PE.2.1	Landing hitu oké-koés sanggéd da’at, sanggéd nggapét, sanggéd pisik, jogot agu pocu. 
1PE.2.2	Jari koém ného anak wara hiot loas weru, hiot masa mtaung waé cucu ata nggélok, ngong reweng de Mori Keraéng, ali hitu uwa imbis agu haéng selamak. 
1PE.2.3	Manga tulis oné Surak Nggeluk: “Poli mantén tu’ung le méu di’a de Morin.” 
1PE.2.4	Ali hitu, mai ruis ga oné Hia, ai Hia hitu watu ata téing mosé. Watu hitu poli okén le manusia, maik pilé agu hiangy le Mori Keraéng. 
1PE.2.5	Méu ondang wekis te papé laing ného watu mosé, te pandé ca mbaru nggeluk de Mori Keraéng. Ali hitu méu ciri ného imam ata gori latangt Mori Keraéng, agu létang hi Yésus Kristus podo takung ata henan oné nai de Mori Keraéng. 
1PE.2.6	Ai manga tulisn oné Surak Nggeluk:
1PE.2.6	“Lélo dé, Aku poli pésék ca watu oné béndar Sion,
1PE.2.6	watu landuk ata poli nggalé agu wegitn,
1PE.2.6	céing ata imbi oné Hia, toé manga ritak laingn.”
1PE.2.7	Watu hitu wegitn latang te méut imbi, maik latang te isét toé imbi:
1PE.2.7	“Watu hitut poli okén le tukang,
1PE.2.7	ciri watu landuky,
1PE.2.7	poli kolé ciri watu pangga
1PE.2.7	ata pandé timpok laing.”
1PE.2.8	Hia ciri watu te timpok isé, ai isé toé lorong reweng de Mori Keraéngs. Hitu muing wérétd isé le Mori Keraéng.
1PE.2.9	Maik méu dé wa’u ata poli pilés, imam ata gori keturu raja, wa’u nggeluk, ro’éng Run Mori Keraéng. Méu poli pilés te keréba sanggéd pandé lenget Diha, hitut poli bénta méu pé’ang oné-mai nendep nggere-oné gérakN hitut néra.
1PE.2.10	Danong méu toé ro’éng de Mori Keraéngm,
1PE.2.10	maik te ho’on poli ciri ro’éng Dihas.
1PE.2.10	Danong méu toé momangm le Mori Keraéng, maik te ho’on poli tiba momang Dihas.
1PE.2.11	Asé-ka’é ata momang laku! Aku toing méu, ai méu ata long agu ata mbéot oné lino ho’o. Tadang koém oné-mai belek da’at hitut toé ké’ét dungkang wakar. 
1PE.2.12	Di’a koé ba wekis oné bahi-réha wa’u situt toé pecing Mori Keraéngs, kudut émé pocu méus te méu ata pandé da’at, ngancéng ita kin lisé sanggéd pandé di’a de méu agu bong Mori Keraéngs du leso mai Diha.
1PE.2.13	Lorong toming de Morin, junggu koém latang te sanggéd ata cau kuasa, pu’ung oné-mai Kaisér ata landongn kuasa, 
1PE.2.14	dengkir agu gubérnur ata téti le Kaisér latang te wahéng sanggéd ata pandé da’at agu hiang sanggéd ata pandé di’a. 
1PE.2.15	Ai ho’oy ngoéng de Mori Keraéng: Ali pandé di’a, méu tadu mu’u data bodok. 
1PE.2.16	Mosé koém ného ata toé mendi, maik néka papé mosé toé mendi hitu latang te tadu sanggéd da’at, maik mosé koém ného mendi de Mori Keraéng. 
1PE.2.17	Hiang ga sanggén ata, momang koés sanggéd asé-ka’é ca imbi, hiang ga Mori Keraéng, hiang ga Kaisér!
1PE.2.18	Oé méu sanggés mendi! Junggu koém kamping moris ali hiang, toé hanang latang te isét di’a naid agu joél, maik latang te isét gutek kolé. 
1PE.2.19	Émé méu ta’ong kélo hitut toé paka tanggong le méu landing noing ngoéng de Mori Keraéng, méu te tiba widangm. 
1PE.2.20	Ngancéng weli naring laing ko, émé méu ta’ong hena le ongga, ai méu pandé ndékokm? Émé méu ta’ong susa landing le pandé di’a, méu te tiba widang oné-mai Mori Keraéng. 
1PE.2.21	Ali hitu tara béntas méu le Mori Keraéng, ai hi Kristus kolé poli ta’ong susa latang te méu agu poli reding tomingN, kudut méu lut lé’é Diham.
1PE.2.22	Hia toé manga dé’it pandé ndékokn,
1PE.2.22	agu toé dé’it manga curup nggopétN.
1PE.2.23	Du Hia tida wincar-winaky lata, Hia toé gorin te léko. Du ta’ong susaN, Hia toé manga ngetek atan, maik condo wekiN oné Mori Keraéng hitut agil beté-bicarN. 
1PE.2.24	Weki Run Mori Yésus poli pola panggol landing ndékok dité, kudut ité toé ngoéng te pandé ndékok kolé, maik mosé latang te pandé molor. Ali sanggéd réu Diha méu poli inas ga. 
1PE.2.25	Ai danong méu ného jimbal wéléngm, maik te ho’on poli émba kolé nggere-oné ata lami agu ata tinu wakars.
1PE.3.1	Oé sanggés méut ngasang wina! Junggu koém agu ronas, kudut émé manga ronas ata toé lorong reweng de Mori Keraéng, ngancéng imbis le di’a ba weki de méut ngasang wina. 
1PE.3.2	Ai ita lisé co’oy nggélok agu nggelukn mosé de méu. 
1PE.3.3	Molas de méu néka molas hanang taras, ného dolé laing sua wuks, papé emas ko ali sélék ceca ata wegitd. 
1PE.3.4	Céwé di’an molas nais, jinggop agu lembak. Hituy dé molas ata méséngn kéta tédéng lén oné ranga de Mori Keraéng. 
1PE.3.5	Ai nenggitu muing molas de sangéd iné-wai nggeluk danong, ngong sanggéd iné-wai situt manga bengkesd oné Mori Keraéng, isé hiang ronad. 
1PE.3.6	Cama ného hi Sara, hiang agu bénta mori liha hi Abraham. Méu te ciri anak di Sara, émé di’a ba wekis agu toé rantang apa kaut. 
1PE.3.7	Oé sanggés méut ngasang rona! Méu kolé, nggalas koém agu winas, ai isé toé mberes ného méu. Hiang ga isé cama ného haé-reba ata tiba mbaté, ngong mosé di’a oné-mai Mori Keraéng. Ali hitu, ngaji de méu toé manga do’ongn.
1PE.3.8	Cai wan ga, nahé sanggés taung méu, néka woléng curup, ca naim kali, momang asé-ka’é ca imbis, ba’éng agu jinggop. 
1PE.3.9	Néka léko pandé da’at ali pandé da’at, ko tida ali tida. Maik, poro léko le tegi berkak de Mori Keraéng, ai latang te hitu muing méu tara pilés, te tiba berkak oné-mai Hia. Ai manga tulis oné surak nggeluk:
1PE.3.10	“Céing ata momang mosén
1PE.3.10	agu kudut ita leso-leso di’a,
1PE.3.10	paka kitep mu’un oné-mai sanggéd curup da’at agu nggopét.
1PE.3.11	Hia paka oké taungs ata da’atd agu pandés ata di’ad, nahé hia kali mping koé te kawé hambor agu haé ata.
1PE.3.12	Ai toé tadu mata de Morin te lélo sanggéd ata molor, agu sintong tiluN te séngét isét tegi campé, maik lawangs Liha sanggéd ata pandé da’at.”
1PE.3.13	Céing ata pandé da’at agu méu, émé méu seber pandé di’a? 
1PE.3.14	Maik, koném po méu paka ta’ong susa landing pandé molor, méu te mosé di’am. Landing hitu, néka rantang céing kaut agu néka simpung. 
