MAT.1.1	Man buk me kwari a Yecu Kricito, akwar Daudi, akwar Iburaim. 
COL.3.20	Wun itino, winy wunu onywalwu i kop luŋ, pien kodi timmono yomoro yi Rwot. 
COL.3.21	Wun papo, kur iter itinowu kolokolo, naka mio cunygi balle oko. 
COL.3.22	Wun opii, winy wunu odoŋewu me loba man i kop luŋ i cuny acel, mom i tic a yeŋo waŋ, me yomoro ka cuny dano keken, ento i cuny a lworo Rwot. 
COL.3.23	I ticcoro ame itio wunu, ti wunu aber i cunywu luŋ acalo itiyi wunu Rwot, ento mom pi dano. 
COL.3.24	Ŋe wunu ni ibino nywako wunu jami ame Rwot oyiko pi jo mere acalo ocarawu. Wun opii a Rwotwa Kricito. 
COL.3.25	Pien atim gin arac, obino daŋ cule pi gin arac ame en otimo, pien Rwot mom poko i akina jo.
COL.4.2	Miye wunu atek i kwayo Obaŋa, kur inin wunu iye; mi wunu pwoc daŋ. 
COL.4.3	Kwa wunu pirwa daŋ, me Obaŋa yabbiwa doggola me rabo muŋ i kom Kricito, pien pire, en omio an atye i buc kan, 
COL.4.4	me arab i kit a myero, ami ŋeye odoco.
COL.4.6	Kopwu myero bed ame kado oromo aber dok amit, me iŋe wunu kite a myero idok wunu kede i peny a ŋat acel acel.
COL.4.8	Acwae baŋwu pi kop man ikome, me miwu iŋe wunu kite ame wan otye kede, dok cuk cunywu. 
COL.4.9	Acwae gin kede ominwa ocele ame omaro, Onesimo; en daŋ genne, dok en ŋat acel oya i baŋwu. Gin bino tittiwu ginnoro ducu ame otimere kan.
COL.4.11	dok kede Yecu ame nyiŋe ocele Yucito, daŋ omotowu. Jo-nu adek-k i keken, gin Ojudaya ame tio karacel kedwa kan i loc Obaŋa. Gin okweo cunya meicel. 
COL.4.12	Epapira amiro a Yecu Kricito ame ŋat acel a daŋ oya i baŋwu, daŋ omotowu. I kwaccere me kare luŋ, en po pirwu atek ateka, me iniaŋ wunu i gin luŋ ame Obaŋa mito aboŋo kala akala. 
COL.4.13	An cadennere ame amoko ni en atic atek pirwu kede jo a tye Laodikia kede Kerapoli. 
COL.4.14	Dakatal Luka ame omaro kede Dema daŋ omotowu. 
COL.4.15	Cwa wunu amotta baŋ omegowa a tye i Laodikia kede baŋ Nimpa daŋ, naka lwak jo oye Kricito a cokere i ode. 
COL.4.16	Ka waraga man doŋ otyeko kwano oko i akinawu, myero imi wunu kwan daŋ baŋ lwak jo oye Kricito a tye i Laodikia; wun daŋ kwan wunu waraga oya i Laodikia. 
COL.4.17	Kobbi wunu Arakipo ni, myero enen ni ecobo tic a rik omie i Rwot.
COL.4.18	An Paulo amotowu i ciŋa. Wiwu kur wil i jegerena. Winyo Obaŋa bed kedwu.
1TH.1.1	Winyo kede kuc obed baŋwu.
1TH.1.2	Wan opwoo Obaŋa didik pirwu luŋ kun otuco nyiŋwu i kwacwa me kare luŋ, 
1TH.1.3	kun opoo i kite ame iketo wunu kede iyeewu i tic i nyim Obaŋa Papawa, kede kite ame icanne wunu pi mar, karacel kede kite ame idio wunu kede cunywu pi genwu i Rwotwa Yecu Kricito. 
1TH.1.4	Omegowa ame Obaŋa maro, wan oŋeo ni Obaŋa doŋ oyerowu oko, 
1TH.1.5	pien amut aber ame orabo baŋwu, rik mom obino baŋwu i kop keken ento kede teko daŋ, kede i Cuny Acil, kun onwoŋo odonyo atut i cunywu. Wun iŋeo wunu aber kite ame wan obedo kede baŋwu pi konyowu. 
1TH.1.6	Wun daŋ rik icako wunu potto kitewa kede mea Rwot, pien igamo wunu koppere i dye awunawuna adwoŋ a kun ilelo wunu i yomcuny ame Cuny Acil mio. 
1TH.1.7	Man omio idoko wunu anen baŋ jo luŋ oye Yecu ame tye i Makedonia kede Akaya. 
1TH.1.8	Pien imio wunu kop a Rwot owinyere, mom ka i Makedonia kede Akaya keken, ento kop i kom iyeewu i kom Obaŋa doŋ olal i kabedo luŋ, ame wan mom dok oromo kobo ginnoro iye. 
1TH.1.9	Pien gin ikomgi onyao kop i komwa, kite a rik ijolowa wunu kede, naka kite ilokere wunu kede baŋ Obaŋa, kun iweko wunu cal jogi pi woro Obaŋa akwo, dok me ateni, 
1TH.1.10	dok ikuro wunu Wode ame bino dwogo i polo, a rik en ocero iya i akina jo oto, en Yecu ame olarowa i akemo Obaŋa ame bino tuno.
1TH.2.1	Omegowa, wun ikomwu iŋeo wunu ni, binowa baŋwu rik mom oke nono. 
1TH.2.2	Kadi bed wan oneno can dok otimowa tim me lewic i Pilipi acalo iŋeo wunu, kadi pyem obedo dwoŋ, Obaŋawa omiowa tekcuny me rabbiwu amuttere aber kannaler. 
1TH.2.3	Pien kop ame wan okelo mom oya i tam ogom onyo a mom olony, goba daŋ mom iye. 
1TH.2.4	Ento kite acalo Obaŋa doŋ otyeko pwoyowa, ote miyowa amut aber me araba, wan daŋ doŋ ote rabo amannono, mom pi yomoro cuny dano, ento pi yomoro cuny Obaŋa ame ŋio yiwa. 
1TH.2.5	Wun iŋeo wunu ni, wan rik mom olebo kop abeco nono, mom okano tamwa pi nwoŋo lim, Obaŋa en cadenwa. 
1TH.2.6	Mom daŋ oyenyo kwogo i baŋ dano moro, kadi i baŋwu onyo i baŋ jo ocele; kadi bed onwoŋo otye i twer me keto peko i komwu, pien wan okwena a Kricito. 
1TH.2.7	Ento rik omwol i kinwu acalo toto a gwoko itino mere. 
1TH.2.8	Parowu ocirowa meicel, omio rik mom omito miyowu ka amut aber keken ame oya i baŋ Obaŋa, ento anaka wan i komwa omiye baŋwu, pien omarowu meicel.
1TH.2.9	Omegowa, itwero wunu po kite ame nwaŋ ocanne kede i tic, i kare ame orabbiwu amut aber ame oya i baŋ Obaŋa, otio dyeceŋ kede dyewor me kur oket peko i kom ŋattoro i akinawu. 
1TH.2.10	Wun ocadenwa, kede Obaŋa daŋ ŋeo kite ame wan obedo kede acil dok a kitewa atira, aboŋo kopporo ame oloowa i nyimwu wun jo oye Yecu. 
1TH.2.11	Dok iŋeo wunu kite ame obako kede dogwa baŋwu, kun otero ŋat acel acel i akinawu, ojiŋo cunywu acalo apap kede itino mere. Dok ocikowu ni, 
1TH.2.12	ilub wunu kite kwo a myero baŋ Obaŋa ame olwoŋowu i loccere kede i kwogo mere.
1TH.2.13	Man en omio wan opwoo Obaŋa teretere, pien cakere ame igamo wunu kop Obaŋa ame iwinyo wunu i baŋwa, mom ijolo wunu acalo kop a dano, ento acalo kop Obaŋa. Kop Obaŋa gire ateni, tye daŋ ka tic i yiwu wun jo ame oye Yecu. 
1TH.2.14	Omegowa, wun daŋ ikoporo wunu kite a Iwak jo oye Obaŋa luŋ a tye i Kricito Yecu, i kabedo luŋ ame tye i Judaya, pien wun daŋ ineno wunu can i baŋ jowu ikome a rom i en a gin oneno i baŋ Ojudaya, 
1TH.2.15	ame nwaŋ gin oneko Rwot Yecu kede odwarpiny, ote ryemowa daŋ oko. Gin mom oyomoro cuny Obaŋa, cite opyem i jo luŋ, 
1TH.2.16	kun ogeŋowa kop baŋ Orok me gin larre. Mano omio gin omedo poŋo balgi apoŋa. Ento akemo Obaŋa doŋ obino i komgi atwal.
1TH.2.17	Omegowa, ka rik opokowa kedwu pi kare anok, i kom ento mom i cuny, wan otemo meicel kede mit adwoŋ me nwoŋo yo me dok onenne wunu waŋ i waŋ. 
1TH.2.18	Rik wan omito bino baŋwu. An Paulo atemo tyen apol, ento Catan ogeŋowa oko. 
1TH.2.19	Pien genwa kede yomcunywa kede tok kwogo me nattewa i nyim Rwot Yecu Kricito i dwogo mere, en gin aŋo? Mom wun? 
1TH.2.20	Pien wun ikelliwa wunu kwogo kede yomcuny.
1TH.3.2	eka ote oro baŋwu Temoteo, en ominwa kede atic Obaŋa i rabo amut aber a Kricito, me ojiŋwu atek dok odi cunywu i kom iyee mewu; 
1TH.3.3	me dano moro kur yeŋere i can magu. Wun ikomwu iŋeo wunu ni, cannogo myero pot i komwa. 
1TH.3.4	Pien i kare ame wan otye kedwu otittiwu con ni olwaŋnoro obino neno can, ame daŋ doŋ otimere acalo iŋeo wunu. 
1TH.3.5	A doŋ aneno ni mom aromo diyo cunya, aoro dano wek aniaŋ i kom iyeewu, pi Iworo ni onyo ca ŋit Abit jo obitowu oko te miyo ticwa ke nono.
1TH.3.7	Omegowa, mano en omio cunywa doŋ okwe i komwu pi iyeewu, i can kede i awunawuna ame owunowa kede luŋ; 
1TH.3.8	pien aman wan obedo kwo ka icuŋ wunu atek i Rwot. 
1TH.3.9	Kara kit pwoc aŋo a porrewa miyo baŋ Obaŋa pirwu, i yomcuny luŋ ame olelo kede pirwu i nyim Obaŋa? 
1TH.3.10	Iwor kede iceŋ wan okwao Obaŋa atek meicel pi neno waŋwu, me omed gin a pwod orem i kom iyee wu.
1TH.3.11	Obaŋa Papawa ikome, kede Rwotwa Yecu Kricito, myero miwa onwoŋ yo me bino baŋwu. 
1TH.3.12	Dok Rwot miwu imedde wunu atek meicel i marre, ŋat acel acel baŋ awottere kede baŋ jo luŋ, i kite a wan omarowu kede, 
1TH.3.13	wek en jiŋ cunywu ibed wunu jo acil aboŋo kopporo a loowu i nyim Obaŋa Papawa, i kare me dwogo a Rwotwa Yecu kede jo mere ducu acil.
1TH.4.1	Me agikki omegowa, okwaowu dok obako dogwa baŋwu i Rwot Yecu ni, imedde wunu anyim nakanaka i kite kwo ame imako wunu i baŋwa, ame yomoro cuny Obaŋa, ame itye wunu ka lubo-ni. 
1TH.4.2	Pien wun iŋeo wunu cik ame rik omiowu pi Rwot Yecu. 
1TH.4.3	Gin ame Obaŋa mito en ene, ni idok wunu jo acil: iwek wunu kite me coco, 
1TH.4.4	ŋat acel acel myero ŋe bedo kede cege
1TH.4.5	Kur imi wunu mit me kom bwowu oko bala Orok a mom ŋeo Obaŋa. 
1TH.4.6	Ŋattoro kur bal baŋ ominnere onyo bwole i kop man; pien Rwot culo kwor i kop magi ducu acalo wan rik okobbiwu dok daŋ okwenyorowu. 
1TH.4.7	Obaŋa mom olwoŋowa pi jebere i bal, ento me bedo jo acil. 
1TH.4.8	Kite-nono ŋat ame kwero cik man, mom okwero dano ento okwero Obaŋa ame omiowu Cuny Acil.
1TH.4.9	Kop a mako mar me omego, mom myero coyiwu kopporo iye, pien wun ikomwu Obaŋa otyeko pwonyowu oko me marre kenwu kenwu, 
1TH.4.10	daŋ doŋ imaro wunu omego luŋ me Makedonia ducu. Ento abako doga omegowa, medde wunu iye nakanaka, 
1TH.4.11	dok ket wunu cunywu i bedo mot. Ŋat man opar pi ticcere, kun daŋ tio kede ciŋe acalo nwaŋ ocikowu, 
1TH.4.12	me jo ame mom ŋeo Yecu pwo kitewu dok ginnoro kur rem i baŋwu.
1TH.4.13	Omegowa, wan mom omito ibed ame ikwia wunu kop i kom jo a doŋ oto, mio ibino wunu bedo i cwercuny bala jo ocele a mom i gen. 
1TH.4.14	Wan oye Yecu oto, eka te cer. Jo ame oto kun oye Yecu daŋ amannono, Obaŋa bino kelogi karacel i Yecu. 
1TH.4.15	Okobbiwu kop a Rwot okobo ni, wan jo akwo ame odoŋ naka i nino me dwogo a Rwot, mom obino telo nyim jo a doŋ oto. 
1TH.4.16	Rwot ikome bino yitto piny kun ya i wi polo kede lwoŋo me twer, ame dwon amalaika adittere bino winyere, gwara Obaŋa bino kok. Jo ame yam oto i Kricito gin en a bino kwoŋo cer, 
1TH.4.17	icennere wan jo akwo, ame odoŋ, obino gwarowa karacel kedgi i pol, wek orwatte i Rwot i dye yamo; wan doŋ ote bino bedo baŋ Rwot nakanaka. 
1TH.4.18	Kwe wunu cunywu kenwu kenwu nakanaka i kop man.
1TH.5.1	Ento kop a mako kare, kede nino, omegowa, mom myero aco pire baŋwu, 
1TH.5.2	pien wun ikomwu iŋeo wunu aber ni, nino a Rwot bino bino acalo akwo ame bino dyewor. 
1TH.5.3	Ka jo kobo ni, “Piny okwe, ginnoro arac mom,” to bino tuyogi atua bala rem me nywal ame bino i kom dako ayac, ka larre bino loyogi oko. 
1TH.5.4	Ento wun omegowa, mom itye wunu i piny acol, ame twero miyo nino-nu tuowu atua bala akwo. 
1TH.5.5	Pien wun ducu ibedo wunu jo me ceŋ, jo me dyeceŋ; wan mom jo me dyewor onyo me piny acol. 
1TH.5.6	Pi mano, mom myero inin wunu calo jo ocele, ento bed wunu neno kun igwokere wunu. 
1TH.5.7	Pien jo ame nino, gin nino dyewor, jo a mer koŋo, mer daŋ dyewor, 
1TH.5.8	ento wan jo me dyeceŋ, myero obed ame ogwokere. Oruk wunu iyee kede mar bed nyonyo geŋo korwa, oruku daŋ gen me larre, bed tok nyonyo wiwa me romo. 
1TH.5.9	Pien Obaŋa mom oyerowa me akemo mere pot i komwa, ento me olarre pi Rwotwa Yecu Kricito, 
1TH.5.10	ame con oto pirwa, me wek kadi oneno onyo onino, obin obed wunu kwo karacel kede. 
1TH.5.11	Pi mano, jiŋ wunu cunywu kenwu, ite daŋ konyere wunu i doŋo cunywu, ŋat man kede wadgi, acalo itye wunu ka timo.
1TH.5.12	Obako dogwa baŋwu omegowa, wor wunu jo ame tye ka tic iyi akinawu ame canne pirwu i Rwot, kun gin pwonyowu. 
1TH.5.13	Ket wunu kwogo adwoŋ i komgi pi tic megi, kun imaro wunugi. Bed wunu i kuc kenwu kenwu. 
1TH.5.14	Obako dogwa baŋwu omegowa, juku jo ame balo kare aboŋo tic, jiŋ wunu cuny jo a cunygi toco, kony wunu jo agoro, di cunywu i kom jo ducu. 
1TH.5.15	Nen wunu ni ŋattoro i akinawu mom oculo gin arac kede gin arac, ento i kare luŋ tem wunu timo ber i akinawu kenwu kede baŋ jo luŋ. 
1TH.5.16	Lel wunu i kare ducu. 
1TH.5.17	Kwa wunu Obaŋa aboŋo keŋ. 
1TH.5.18	Mi wunu pwoc i jami ducu, pien mano en ame Obaŋa mito i baŋwu i Kricito Yecu. 
1TH.5.19	Kur igen wunu Cuny Acil tiyo ticcere i yiwu, 
1TH.5.20	kur ica wunu kop odwarpiny, 
1TH.5.21	bed wunu iwaŋ abit i jami luŋ; mak wunu atek gin ducu aber, 
1TH.5.22	kwer wunu tim luŋ areco.
1TH.5.23	Obaŋa ikome won kuc mi idok wunu jo acil i yore luŋ, ogwok cunywu kede tipowu kede komwu me ibed wunu aboŋo kopporo a loowu i kare me dwogo a Rwotwa Yecu Kricito. 
1TH.5.24	Ŋat olwoŋowu genne; bino timo man pirwu.
1TH.5.25	Omegowa, kwa wunu Obaŋa pirwa. 
1TH.5.26	Mot wunu omego ducu kede amot me mar. 
1TH.5.27	Acikowu atek i nyin Rwot, myero ikwan wunu waraga man baŋ omego luŋ.
1TH.5.28	Winyo a Rwotwa Yecu Kricito bed kedwu,
2TH.1.1	Baŋ lwak jo oye Kricito ame bedo i Tecalonika ame tye i Obaŋa Papo kede Rwotwa Yecu Kricito.
2TH.1.2	Obaŋa Papo kede Rwotwa Yecu Kricito miwu winyo kede kuc.
2TH.1.3	Omegowa, wan myero opwo Obaŋa didik pirwu. Ber opwoe wunu pien iyeewu tye adoŋo atek meicel, kede mar a dano acel acel i kom awottere daŋ tye amedde. 
2TH.1.4	Pi mano wan daŋ otye awaka i komwu i kin lwak jo oye Obaŋa i kabedo luŋ, pi diyo cunywu kede pi iyeewu i awuna kede can luŋ ame itye wunu ka kanyo. 
2TH.1.5	Mano en anen a nyuto kite ame Obaŋa ŋolo kede kop kakare, me wek bin kwanwu ni wun jo a myero i loc Obaŋa ame itye wunu ka neno can pire. 
2TH.1.6	Pien baŋ Obaŋawa nen atira ni, myero cul awunawu baŋ jo awunowu, 
2TH.1.7	eka te miyowu weo, wun jo ame owunowu, anaka wan daŋ. Mano en bino timo i kare ame Rwot Yecu bino nen iye a kun aya i polo karacel kede omalaika mere atek i dye mac a lyel. 
2TH.1.8	I kare-nono en bino culo kwor i kom jo ame mom ŋeo Obaŋa kede i kom jo a pyem amut aber i kom Rwotwa Yecu. 
2TH.1.9	Kop ame obino ŋolo i komgi en can me to a mom tum, kun oryemogi oko i nyim Rwot kede i nyim teko me kwogo mere, 
2TH.1.10	i nino-nono, i kare ame en bino dwogo kun jo mere mie kwogo, ame owure i akina jo ducu oye en; pien rik iye wunu kop ame wan otito baŋwu.
2TH.1.11	En omio wan okwao Obaŋa pirwu nino luŋ, me en mi ibed wunu jo a kwowu rwatte i mittere me lwoŋowu, me Obaŋawa konywu cobo mitwu luŋ abeco kede tic ducu ame itio wunu pi iyee. 
2TH.1.12	Mano bino miyo jo keto kwogo i nyiŋ Rwotwa Yecu Kricito pirwu, dok wun daŋ ibino wunu nwoŋo kwogo pire, pi winyo ame oya i baŋ Obaŋawa kede Rwotwa Yecu Kricito.
2TH.2.2	kur iwek tamwu rweny oko iye oyotoyot, cunywu daŋ kur poti, kadi pi kop adwarpinnyoro onyo pi kop ame orabo, onyo waraga moro ame okobo ni oya i baŋwa, ame kobo ni, nino a Rwot doŋ otuno oko. 
2TH.2.3	Ŋattoro kur bwolwu i yore luŋ, pien nino-nono mom ru abino, tuno waŋ ame jem i kom Obaŋa koŋ obedo tye, dok aturcik daŋ doŋ otyeko nen oko, dano ame bino rwenyo odoco. 
2TH.2.4	En pyem, dok kette kene me bedo malo aloo gin luŋ ame olwoŋo ni Obaŋa, onyo ginnoro ame oworo; dok bedo i kommere i ot Obaŋa kun nyutte kene ni en Obaŋa. 
2TH.2.5	Mom ipo wunu ni, rik atittiwu man i kare ame pwod atye baŋwu? 
2TH.2.6	Daŋ iŋeo wunu gin ame tye ka geŋe i kare-ni, wek onen ka doŋ kare mere oromo. 
2TH.2.7	Pien twer a mom ŋeye ame mio jo turo cik aman tye doŋ atic; cite ŋat a geŋo pwod bino geŋo ituno ka doŋ oryemo oko. 
2TH.2.8	Icennere aturcik bino nen, eka Rwot Yecu te neko oko kede awura doge, tyeko oko, i kare ame en bino dwogo te nen oko kannaler. 
2TH.2.9	Bino aturcik aya i tic Catan kun tye kede kwone tic atek luŋ, anyuttogo kede taŋo mogo me goba. 
2TH.2.10	Dok bino bedo kede lwak abwole areco pi jo ame bino rwenyo odoco, pien gin okwero maro kop me ateni ame kono largi. 
2TH.2.11	Pi mannono Obaŋa bino ketogi i te twer me bwol, me gin oye goba, 
2TH.2.12	wek kop lo jo luŋ a mom ye kop me ateni, ento yigi yom i tim a mom atira.
2TH.2.13	Omegowa ame Rwot maro, myero wan opwo Obaŋa pirwu nino ducu, pien Obaŋa ogeo yerowu con me larowu pi Cuny Acil ame lonyowu bedo acil, kede pi ye kop me ateni. 
2TH.2.14	Olwoŋowu i man kede amut aber a wan orabo me mi inwoŋ wunu kwogo a Rwotwa Yecu Kricito.
2TH.2.15	Pi mano omegowa, cuŋ wunu atek, mak wunu kite a wan opwonyowu kede, i kop onyo i waraga.
2TH.2.16	Rwot Yecu Kricito ikome kede Obaŋa Papawa ame marowa dok kweo cunywa odoco kede gen aber ame obino pi kica, 
2TH.2.17	okwe cunywu, omokwu atek i tic kede i kop luŋ abeco.
2TH.3.1	Omegowa, me agikki mere, kwa wunu Obaŋa pirwa, me wek kop a Rwot oriŋ olal piopio, jo ket iye kwogo acalo otimere daŋ i akinawu. 
2TH.3.2	Dok daŋ miwa olarre i baŋ jo areco, a kitegi oballe; pien jo luŋ mom tye kede iyee. 
2TH.3.3	Rwot genne, en bino miyowu teko, dok bino gwokowu i baŋ Arac
2TH.3.4	Dok Rwot omio wan daŋ otye i gen i komwu ni, itye wunu ka timo gin a nwaŋ ocikowu iye, dok daŋ ibino medde wunu tiyo. 
2TH.3.5	Rwot myero tel cunywu naka i mar Obaŋa kede i diyo cuny a ya i baŋ Kricito.
2TH.3.6	Omegowa, doŋacikowu i nyiŋ Rwotwa Yecu Kricito ni, pokere wunu oko kede ominwu moro ame bedo wirre balo kare nono aboŋo ticcoro, kun mom lubo kite a myero ame imako wunu i baŋwa. 
2TH.3.7	Wun ikomwu iŋeo wunu kite a myero ipotto wunu kede kitewa. I kare a nwaŋ wan otye baŋwu, mom obedo balo kare nono. 
2TH.3.8	Wan rik mom ocamo cam a ŋattoro aboŋo culo, ento ocanne i tic dyewor kede dyeceŋ me wek kur oket peko i kom ŋattoro i akinawu. 
2TH.3.9	Mom ni pien wan omom i twer, ento wan omiye giwa kenwa me obed anen me alubawu. 
2TH.3.10	Pien i kare a rik otye baŋwu, omiowu cikwa ni, ŋat okwero tic myero mom cem gire. 
2TH.3.11	Owinyo ni jo mogo i akinawu bedo wirre balo kare nono; mom otio, ento oridde i tic ajo ocele. 
2TH.3.12	Ociko kodi jo-nono, dok obako dogwa baŋgi i Rwot Yecu Kricito ni, myero gin ti ticgi mot, me wek ŋat acel acel pitte gire kene.
2TH.3.13	Omegowa, mom iol wunu tiyo gin aber. 
2TH.3.14	Ka ŋattoro okwero lubo gin ocoo i waraga man, myero iniaŋ wunu i kom dano-nono, mom iribere wunu kede, me lewic make. 
2TH.3.15	Kur itere wunu acalo akwor, ento juke wunu acalo ominwu.
2TH.3.16	Rwot won kuc, en ikome omiwu kuc i kare ducu i yore luŋ. Rwot obed i wun luŋ.
2TH.3.17	An Paulo acoo amot man kede ciŋa an ikoma. Man anen i waragana ducu; acoo kite-ni.
2TH.3.18	Winyo a Rwotwa Yecu Kricito obed kedwu ducu.
1TI.1.1	Waraga man oya i baŋ Paulo ame akwena a Kricito Yecu pi cik Obaŋa Alarwa kede Yecu Kricito ame genwa ocuŋ i kome.
1TI.1.2	Obaŋa Papo kede Kricito Yecu Rwotwa omii winyo, kica kede kuc.
1TI.1.3	Acalo rik akwai i kare ame awoto Makedonia, pwod amito idoŋ i Epeco me wek icik jo mogo kur pwony pwonnyoro apat, 
1TI.1.4	dok kur keto cunygi i kop me icina kede nyiŋŋogo ame oryeo abocoboco me kwaro, ame kelo ka tam atata, mom konyo yik Obaŋa ame ocuŋ i kom iyee. 
1TI.1.5	Rik aciki kit man me jo bed kede mar ame dano bedo ka yie cil daŋ ler aboŋo balloro, dok iyee mere daŋ goba mom iye. 
1TI.1.6	Jo mogo ogak iye oko ote donyo i ceko koppogo a konnyere mom. 
1TI.1.7	Gin omito bedo opwony cik, kun mom oniaŋ a kadi kop ame okobo, onyo gin ame okobo kop i kome, ame gin ocuŋ iye atek wok-ki.
1TI.1.8	Wan oŋeo ni cik ber ka dano otio kede i kite a cik mito, 
1TI.1.9	kun niaŋ ni, cik mom oketo pi jo a kitegi atira, ento pi oturcik kede jo a mom kede winy; pi jo a mom lworo Obaŋa kede obalo, pi jo a mom cil kede jo a mom ŋeo Obaŋa, onek papagi, onek totogi, kede onek jo ocele. 
1TI.1.10	Dok pi jo a timo tim me coco, ocod co wadgi, okwal jo me acata, ogoba, jo a kwoŋo nononono, kede en ocele mere luŋ a mom rwatte kede pwony me ateni. 
1TI.1.11	Mano en pwony ame nwoŋere i amut aber a rik omia me araba, amut aber ame tito pi kwogo Obaŋa ame opwoo.
1TI.1.12	Apwoo ŋat ame omia teko me tiyo man, en Kricito Yecu Rwotwa, pien en doŋ okwana ibedo agen, eka te keta i ticcere, 
1TI.1.13	kadi bed rik an koŋ ageo yete, wune, kede roko kolo i kome. Ento otima kica, pien rik atimo i towaŋ kede aboŋo iyee, 
1TI.1.14	eka winyo a Rwotwa te medde meicel i koma karacel kede iyee kede mar ame tye i Kricito Yecu. 
1TI.1.15	Kop man kop ateni, myero jo luŋ oye ni, Kricito Yecu rik obino i lobo pi laro obalo Iyi akina obalo, an me agege; 
1TI.1.16	ento otima kica pi kop man, me wek i akina obalo, Yecu Kricito ge nyuto diyo cunyere aber tuŋ baŋa acalo anen baŋ jo ocele ame bino ye en, eka ote nwoŋo kwo a perakino nakanaka. 
1TI.1.17	Woro kede kwogo obed nakanaka baŋ Abaka a loo kare luŋ, a mom to, a mom nen, Obaŋa acel kene. Amen.
1TI.1.18	Atina Temoteo, amii cik man ame rwatte kede kop ame rik odwarpiny okobo, me wek ka ilubo kopgi, irom romo aber i mony, 
1TI.1.19	a kun imako iyee atek kun yii ler. Pi kwero tam ame i yigi ame nyuttigi balgi, jo ocele iyeegi aballe oko. 
1TI.1.20	Jo mogo i akinagi Kumenayo kede Alegejanda, rik amio iciŋ Catan wek opwonyere owek yeto Obaŋa.
1TI.2.1	Doŋ me agege aciki ni, bako dog, kwayo Obaŋa, kwae pi jo ocele, kede pwoc, myero timere pi jo luŋ, 
1TI.2.2	pi rwode kede jo a tye i rwom a malo, me wan obed mot aboŋo ayela, a kun oworo Obaŋa dok kitewa beco i yore luŋ. 
1TI.2.3	Man ber, Obaŋa Alarwa daŋ pwoo. 
1TI.2.4	En mito laro jo luŋ, dok mito ni jo luŋ ŋe kop ateni. 
1TI.2.5	Pien Obaŋa gire tye acel, Anot Obaŋa kede dano daŋ tye acel, ame daŋ rik obedo dano, en Kricito Yecu, 
1TI.2.6	ame omiye kene me bedo gi-Iakoro jo luŋ; mano en caden ame omio i kare ikome. 
1TI.2.7	Pi man, oketa me bedo arab kop kede akwena, (akobo kop ateni, goba mom iye), apwony Orok, iyi iyee kede kop ateni.
1TI.2.8	Man omio amito ni co myero kwa Obaŋa i kabedo luŋ, kun otiro ciŋgi acil malo aboŋo akemo onyo daa. 
1TI.2.9	Kit-enno, mon myero rukere aber kede mwolo, kun ogwokere, mom i yer okedo, onyo i jabu, onyo tigo, onyo rukkogo me wel amalo; 
1TI.2.10	ento bergi myero nen i tic aber ame gin tio, mano en gin a mitte baŋ mon ame lwoŋere kengi ni gin jo a woro Obaŋa. 
1TI.2.11	Dako myero pwonyere liliŋ kede winy. 
1TI.2.12	Mom ayeyi dako me pwony onyo bedo i twer i kom co; en myero lin aliŋa. 
1TI.2.13	Pien Adam rik en ame ogeo cweyo, eka ote cweyo Kawa. 
1TI.2.14	Dok Adam rik mom obwolo, ento obwolo dako, eka te geyo kalo wi cik. 
1TI.2.15	Kadi bed amanno, dako bino bwot i kare me nywal, ka ce en omedde bedo i iyee kede mar, dok bedo acil kun gwokere.
