GEN.1.1	Ne waro Õꞌacʉ̃ ʉꞌmʉse, tojo nicã diꞌtare bajurẽcʉ niwĩ. 
ROM.4.16	Õꞌacʉ̃rẽ ẽjõpeorã diaꞌcʉ̃rẽ Abrahãrẽ “Tojo weegʉti” níꞌquere oꞌogʉsami. Cʉ̃ marĩrẽ maꞌitjĩagʉ̃, marĩ basu weetutuacã mejẽta, tere oꞌosami. Moisé dutise cũuꞌquere weerã́ diaꞌcʉ̃rẽ oꞌosome. Nipeꞌtirã Abrahã weronojõ ẽjõpeorãrẽ oꞌogʉsami. Abrahã nipeꞌtirã ẽjõpeose cʉorã ñecʉ̃ nimi. 
ROM.4.17	Õꞌacʉ̃ ye queti ojáca pũrĩpʉ aꞌtiro niwʉ̃ Abrahãrẽ: “Mʉꞌʉrẽ peje cururicjãrã ñecʉ̃ sõrõwʉ̃”, nicʉ niwĩ Õꞌacʉ̃. Cʉ̃ tojo nicã tʉꞌogʉ, Abrahã ẽjõpeocʉ niwĩ. Abrahã Õꞌacʉ̃ ĩꞌorõpʉre cʉ̃rẽ ẽjõpeoyugʉ, marĩ ñecʉ̃ nicʉ niwĩ. Õꞌacʉ̃ta nipeꞌtisere weemasĩpeꞌocãꞌmi. Wẽrĩꞌcãrãpʉreta masõsami. Cʉ̃ dutiro meꞌrã noꞌo marĩsepʉreta weebajurẽsami.
ROM.4.18	Õꞌacʉ̃ Abrahãrẽ “Mʉꞌʉ pãrãmerã nituriarã pãjãrã nirãsama” nirĩ curare ne põꞌrãmarĩcʉ niwĩ. Põꞌrãmarĩmigʉ̃, Õꞌacʉ̃ cʉ̃rẽ níꞌquere “Queoro weegʉsami”, ni ẽjõpeocʉ niwĩ. Tojo weegʉ Õꞌacʉ̃ níꞌcaronojõta peje cururicjãrã ñecʉ̃ waꞌacʉ niwĩ. 
ROM.4.19	Abrahã cien cʉ̃ꞌmarĩ waꞌtero cʉocʉ niwĩ. Cʉ̃ nʉmo Sara quẽꞌrã bʉcʉo waro nico niwõ. Tojo nimicã, Abrahã “Ʉ̃sã põꞌrãtimasĩtisaꞌa, bʉcʉrã waro niꞌi”, niticʉ niwĩ. Õꞌacʉ̃ cʉ̃ níꞌcaronojõ “Ʉ̃sãrẽ põꞌrãticã weegʉsami” nígʉ̃, cʉ̃rẽ ẽjõpeoduꞌuticʉ niwĩ. 
ROM.4.20	“Apetero weegʉ cʉ̃ ‘Weegʉti’ níꞌquere weetisami”, niticʉ niwĩ. Tojo weronojõ oꞌogʉ, Õꞌacʉ̃rẽ ẽjõpeonemocʉ niwĩ. Wãcũtutua, cʉ̃rẽ nicʉ niwĩ: “Añuyʉꞌrʉami, tutuayʉꞌrʉgʉ nimi”, nicʉ niwĩ. 
ROM.4.21	“Õꞌacʉ̃ yʉꞌʉre cʉ̃ ‘Weegʉti’ nisere weemasĩpeꞌocãꞌsami”, ni ẽjõpeocʉ niwĩ. 
ROM.4.22	Cʉ̃ tojo ẽjõpeocã ĩꞌagʉ̃, Õꞌacʉ̃ Abrahãrẽ, “Añugʉ̃, buꞌiri marĩgʉ̃ nimi”, nicʉ niwĩ.
ROM.4.23	Õꞌacʉ̃ tojo níꞌquere Abrahã diaꞌcʉ̃rẽ Õꞌacʉ̃ ye queti ojáca pũrĩpʉ ojanoꞌticaro niwʉ̃. 
ROM.4.24	Marĩ quẽꞌrãrẽ ojanoꞌcaro niwʉ̃. Marĩ Õꞌacʉ̃rẽ ẽjõpeocã, Abrahãrẽ níꞌcaronojõta marĩrẽ “Añurã, buꞌiri marĩrã nima”, nisami. Cʉ̃́ta marĩ wiogʉ Jesú wẽrĩꞌcʉpʉre masõcʉ niwĩ. 
ROM.4.25	Jesú marĩ ñaꞌarõ weeꞌque wapare wẽrĩcʉ niwĩ. Cʉ̃ wẽ́rĩ́ca beꞌro Õꞌacʉ̃ marĩrẽ buꞌiri marĩrã tojadutigʉ cʉ̃rẽ masõcʉ niwĩ.
ROM.5.1	Marĩ buꞌiri cʉomiꞌcãrãrẽ marĩ wiogʉ Jesucristore ẽjõpeocã, Õꞌacʉ̃ “Mʉsã añurã niꞌi”, ni ĩꞌasami. Tojo weerã marĩ ñaꞌarõ weeꞌquere wẽrĩ wapayeyucã, Õꞌacʉ̃ meꞌrã wãcũqueꞌtiro marĩrõ añurõ nicãꞌa. 
ROM.5.2	Jesucristore ẽjõpeocã, Õꞌacʉ̃ marĩrẽ maꞌígʉ̃, cʉ̃ meꞌrã niato nígʉ̃ yʉꞌrʉosami. Cʉ̃ tiropʉ cʉ̃ añuyʉꞌrʉagʉ nisere buꞌipejatamurãsaꞌa. Marĩrẽ “Añurõ weewʉ”, nigʉ̃sami. Cʉ̃ tojo weegʉsami nírã, eꞌcatise meꞌrã coꞌteꞌe.
ROM.5.3	Apeyema tja piꞌetirã, eꞌcatimasĩꞌi. Marĩ piꞌetirã, nemorõ wãcũtutuarãsaꞌa. 
ROM.5.4	Marĩ wãcũtutuacã, Õꞌacʉ̃ “Mʉsã añurõ weewʉ”, nigʉ̃sami. Tere masĩrã, cʉ̃ marĩrẽ añurõ weeatjere wãcũrã, eꞌcatiyutojaꞌa. 
ROM.5.5	Õꞌacʉ̃ Espíritu Santure marĩ meꞌrã ninuꞌcũdutigʉ oꞌócʉ niwĩ. Tojo weerã cʉ̃ meꞌrã nírã, Õꞌacʉ̃ marĩrẽ maꞌisere masĩnoꞌo. Tere masĩrã, “Queorota marĩrẽ ‘Añurõ weegʉti’ níꞌquere weegʉsami”, ninoꞌo.
ROM.5.6	Õꞌacʉ̃ marĩrẽ marĩ basu deꞌro yʉꞌrʉta basioticã ĩꞌacʉ niwĩ. Tojo weegʉ cʉ̃ besecatero ejacã, Jesucristo marĩ ñaꞌarãrẽ wẽrĩbosacʉ niwĩ. 
ROM.5.7	Marĩ pũrĩcã ne ãpẽrãrẽ wẽrĩbosasĩꞌrĩtisaꞌa. Noꞌo niꞌcʉ̃ queoro weegʉ́ nimicã, ne wẽrĩbosamasĩtisaꞌa. Apetero weegʉ niꞌcʉ̃ añugʉ̃ warore wẽrĩbosagʉ, wẽrĩbosabosami. 
ROM.5.8	Õꞌacʉ̃ pũrĩcã marĩ ñaꞌarã nimicã, cʉ̃ maꞌisere ĩꞌocʉ niwĩ. Tere ĩꞌogʉ̃, Jesucristore marĩrẽ wẽrĩbosacã weecʉ niwĩ. 
ROM.5.9	Jesucristo marĩrẽ wẽrĩbosase meꞌrã cʉ̃ ye dí oꞌmabʉrose meꞌrã Õꞌacʉ̃ cʉ̃ ĩꞌorõpʉre marĩrẽ buꞌiri marĩrã tojacã weecʉ niwĩ. Tojo weegʉ cʉ̃ Jesucristo meꞌrãta tja nemorõ weetamugʉ̃sami. Õꞌacʉ̃ masãrẽ buꞌiri daꞌreri nʉmʉ nicã, marĩrẽ yʉꞌrʉweticã weegʉsami. Marĩrẽ buꞌiri daꞌresome. 
ROM.5.10	Marĩ Õꞌacʉ̃rẽ ʉatirã nimicã, cʉ̃ macʉ̃rẽ marĩrẽ wẽrĩbosacã weecʉ niwĩ. Jesucristo wẽ́rĩ́gʉ̃ dí oꞌmabʉrose meꞌrã Õꞌacʉ̃ marĩrẽ cʉ̃ meꞌrãcjãrã sãjãcã weecʉ niwĩ. Tojo weerã marĩ niꞌcãrõacãrẽ cʉ̃ meꞌrãcjãrã niyurã, aꞌtiro masĩꞌi. Jesucristo wẽrĩ, cʉ̃ masãꞌque meꞌrãma majã marĩ buꞌiri daꞌrenoꞌboꞌcãrãrẽ yʉꞌrʉcã weegʉsami. 
ROM.5.11	Apeyema tja marĩ wiogʉ Jesucristo meꞌrã Õꞌacʉ̃ marĩrẽ maꞌisere wãcũrã, eꞌcatiyʉꞌrʉaꞌa. Marĩ cʉ̃ wẽrĩꞌque meꞌrã Õꞌacʉ̃ yarã sãjãꞌa.
ROM.5.12	Niꞌcʉ̃ ʉmʉ Adã́ wãmetigʉ meꞌrã ñaꞌarõ weese nʉꞌcãcaro niwʉ̃. Te meꞌrã wẽrĩse bajuanʉꞌcãcaro niwʉ̃. Nipeꞌtirã masãnʉcʉ̃pʉre marĩ ñaꞌarõ weerã́ niyucã, pẽꞌrĩpejapeꞌtia waꞌacaro niwʉ̃. Tojo weero aꞌti ʉmʉcopʉre wẽrĩse seꞌsapeꞌtia waꞌapã. 
ROM.5.13	Masã Õꞌacʉ̃ Moisére dutise cũuatji dʉporopʉ ñaꞌasere weetojacãrã niwã. Na ñaꞌarõ weemicã, Õꞌacʉ̃ dutise marĩyucã, cʉ̃ narẽ “Yʉꞌʉ dutise cũuꞌquere yʉꞌrʉnʉꞌcãꞌa”, niticʉ niwĩ. Narẽ buꞌiri daꞌreticʉ niwĩ. 
ROM.5.14	Tojo nimicã, Adã́ beꞌrocjãrã téé Moisé nícaterocjãrãpʉ wẽrĩcãrã niwã. Na Adã́ Õꞌacʉ̃ dutiꞌquere yʉꞌrʉnʉꞌcãꞌcaronojõ weetimirã, ñaꞌarõ weeꞌque wapa wẽrĩcãrã niwã.
ROM.5.14	Adã́ dʉꞌpocã́ticʉ niwĩ ñaꞌarõ weesere. Jesucristo peꞌe aꞌti turipʉ aꞌtigʉ, añurõ weesere cʉ̃ quẽꞌrã dʉꞌpocã́ticʉ niwĩ.
ROM.5.15	Marĩ Adã́ yʉꞌrʉnʉꞌcãꞌquere, Õꞌacʉ̃ marĩrẽ maꞌígʉ̃ añurõ weeꞌquere aꞌtiro nímasĩꞌi. Adã́ niꞌcʉ̃ cʉ̃ yʉꞌrʉnʉꞌcãꞌque buꞌiri nipeꞌtirã wẽrĩsirutuma. Õꞌacʉ̃ peꞌe marĩrẽ maꞌígʉ̃, añubutiaro weemi. Marĩ wapayetimicã, niꞌcʉ̃ ʉmʉ Jesucristo meꞌrãta tja nipeꞌtirãrẽ añubutiaro weemi. Pecameꞌepʉ waꞌaboꞌcãrãrẽ cʉ̃ meꞌrã catinuꞌcũcã weemi. 
ROM.5.16	Õꞌacʉ̃ marĩrẽ añurõ weeꞌquere, niꞌcʉ̃ ʉmʉ Adã́ cʉ̃ ñaꞌarõ weeꞌquere “Aꞌtiro niꞌi”, ninemomasĩꞌi. Adã́ niꞌcãtiacã cʉ̃ yʉꞌrʉnʉꞌcãꞌque meꞌrã marĩ nipeꞌtirãrẽ buꞌiritirã tojacã weecʉ niwĩ. Õꞌacʉ̃ marĩrẽ yʉꞌrʉose peꞌe aꞌtiro niꞌi. Marĩ pejetiri yʉꞌrʉnʉꞌcãmicã, Õꞌacʉ̃ marĩrẽ maꞌígʉ̃, buꞌiri marĩrã, añurã tojacã weecʉ niwĩ. Marĩ wapayetimicã, tojo weecʉ niwĩ. 
ROM.5.17	Niꞌcʉ̃ yʉꞌrʉnʉꞌcãꞌque meꞌrã wẽrĩse seꞌsa waꞌapã. Tojo weero Jesucristo wẽrĩꞌque peꞌe totá yʉꞌrʉoquejoꞌo. Õꞌacʉ̃ marĩrẽ pajañaꞌgʉ̃, wapayetimicã, marĩrẽ buꞌiri marĩrã tojacã weecʉ niwĩ. Jesucristo niꞌcʉ̃ meꞌrãta tja marĩrẽ ʉꞌmʉsepʉ catinuꞌcũatjere oꞌocʉ niwĩ.
ROM.5.18	Niꞌcãtiacã Adã́ yʉꞌrʉnʉꞌcãꞌque meꞌrã nipeꞌtirã buꞌiri daꞌrenoꞌajã tojacãrã niwã. Jesucristo queoro wéégʉ, cʉ̃ wẽrĩse meꞌrã peꞌe nipeꞌtirã buꞌiri marĩrã tojata basioꞌo. Tojo nicã catinuꞌcũsere bocata basioꞌo. 
ROM.5.19	Aꞌtiro niꞌi. Niꞌcʉ̃ Õꞌacʉ̃rẽ yʉꞌrʉnʉꞌcãꞌque meꞌrã nipeꞌtirã cʉ̃ beꞌrocjãrã marĩ quẽꞌrã ñaꞌarã ni, buꞌipejasirutuꞌu. Mejãrõta tja niꞌcʉ̃ Õꞌacʉ̃ dutisere yʉꞌtigʉ Jesucristo meꞌrã nipeꞌtirã cʉ̃rẽ ẽjõpeorãrẽ Õꞌacʉ̃ “Añurã, buꞌiri marĩrã nima”, nisami.
ROM.5.20	Õꞌacʉ̃ Moisére dutise cṹúgʉ̃, marĩ ñaꞌarã niꞌi nisere masĩdutigʉ cũucʉ niwĩ. Cʉ̃ tojo weemicã, ñaꞌarõ weenemopeocãrã niwã. Õꞌacʉ̃ peꞌe ñaꞌase weenemocã, nemorõ pajañaꞌnemopeocʉ niwĩ. 
ROM.5.21	Ñaꞌarõ weeꞌque wapa wẽrĩse nipeꞌtirãpʉre seꞌsabiꞌacaro niwʉ̃. Te seꞌsaꞌcaro weronojõ Õꞌacʉ̃ marĩrẽ maꞌígʉ̃ añurõ weese quẽꞌrã seꞌsabiꞌacaro niwʉ̃. Marĩ wiogʉ Jesucristo wẽrĩse meꞌrã marĩrẽ añurã, buꞌiri marĩrã tojacã weecʉ niwĩ. Tojo nicã cʉ̃ meꞌrã catinuꞌcũatjere oꞌocʉ niwĩ.
ROM.6.1	Yʉꞌʉ níꞌcaronojõta ñaꞌase weenemocã, Õꞌacʉ̃ nemorõ pajañaꞌnemopeosami. ¿To pũrĩcãrẽ marĩrẽ maꞌígʉ̃ pajañaꞌnemoato nírã ñaꞌarõ weenuꞌcũrãsari? 
ROM.6.2	Tojo niweꞌe. Jesucristo curusapʉ wẽrĩcã, marĩ quẽꞌrã cʉ̃ meꞌrã wẽrĩꞌcãrã weronojõ waꞌacãrã niwʉ̃. Wẽrĩꞌcãrã, catirã na weeꞌquere weetisama. ¿Deꞌro weerã marĩ todʉporo ñaꞌarõ weeꞌcaronojõ weenuꞌcũbosaʉ? 
ROM.6.3	Mʉsã masĩsaꞌa, marĩ Jesucristore ẽjõpeorã nitjĩarã, wãmeyenoꞌo. Wãmeyenoꞌrã, cʉ̃ wẽrĩꞌquere buꞌipejatamurã weronojõ niꞌi nisere ĩꞌoꞌo. 
ROM.6.4	Jesucristo wẽ́rĩ́ca beꞌro yaanoꞌcʉ niwĩ. Marĩ wãmeyenoꞌrã, cʉ̃rẽ yaaꞌcaro weronojõ marĩ ñaꞌarõ weesere duꞌucãrã niwʉ̃. Marĩ pacʉ cʉ̃ tutuase meꞌrã Jesucristore wẽrĩꞌcʉpʉre masõcʉ niwĩ. Cʉ̃rẽ masõꞌcaro weronojõ marĩ quẽꞌrãrẽ ape upʉ sãjãcã weecʉ niwĩ.
ROM.6.5	Marĩ Jesucristo meꞌrã niyurã, cʉ̃ wẽrĩꞌquere buꞌipejatamuꞌcãrã weronojõ niꞌi. Mejãrõta cʉ̃ wẽrĩꞌcʉpʉ masãꞌcaro weronojõ marĩ quẽꞌrã masãrãsaꞌa. 
ROM.6.6	Aꞌtiro masĩꞌi. Marĩ todʉporopʉ ñaꞌarõ nisetiꞌquere Jesucristo wẽrĩse meꞌrã curusapʉ paabiꞌpecõꞌanoꞌrõ weronojõ waꞌacaro niwʉ̃. Marĩ ñaꞌarõ weeꞌquere duꞌudutiro tojo waꞌacaro niwʉ̃. Tojo weerã ñaꞌasere weeticãꞌrõʉaꞌa. Marĩrẽ te wejeñeꞌenʉꞌcõrõ weronojõ weeweꞌe majã. 
ROM.6.7	Wẽrĩꞌcʉpʉ cʉ̃ catigʉ ñaꞌarõ weeꞌquere weetimimiba majã. Tojo weerã marĩ quẽꞌrã cʉ̃ weronojõ te ñaꞌarõ weesere yʉꞌrʉwetiꞌcãrãpʉ nírã, weeticãꞌrõʉaꞌa. 
ROM.6.8	Marĩ Jesucristo meꞌrã wẽrĩbuꞌipejatamuꞌcãrã niyurã, aꞌtiro masĩꞌi. Cʉ̃ wẽrĩ masãꞌcaro weronojõ marĩ quẽꞌrã mejãrõta cʉ̃ meꞌrã cʉ̃ weronojõ masãrãsaꞌa. 
ROM.6.9	Apeyere aꞌtiro masĩꞌi. Jesucristo wẽrĩꞌcʉpʉ masãcʉ niwĩ. Cʉ̃ ne wẽrĩnemosome. Cʉ̃rẽ wẽrĩse ne põtẽosome majã. 
ROM.6.10	Jesucristo masã ñaꞌarõ weeꞌque wapare wẽrĩbosagʉ, niꞌcãtita wẽrĩcʉ niwĩ. Niꞌcãrõacãrẽ majã cʉ̃ masã́ca beꞌro Õꞌacʉ̃ meꞌrã añurõ ninuꞌcũmi. 
ROM.6.11	Te weronojõ marĩ Jesucristo meꞌrã wẽrĩꞌcãrã weronojõ tʉꞌoñaꞌrã. Cʉ̃ yarã niyucã, ñaꞌarõ weese marĩrẽ dutimasĩtisaꞌa majã. Tereta marĩrẽ yʉꞌrʉotojacʉ niwĩ. Tojo weerã Õꞌacʉ̃ ʉaronojõ weesetirã. Ñaꞌasere weeticãꞌrã.
ROM.6.12	Marĩ upʉ boatji upʉre ñaꞌase weesĩꞌrĩcã, cãꞌmotaꞌarã. Ti upʉ ñaꞌarõ ʉaripejasere weeticãꞌrã. 
ROM.6.13	Marĩ ĩꞌase, ucũse, wãcũse nipeꞌtise marĩ upʉpʉ nise meꞌrã ñaꞌarõ weeticãꞌrã. Ñaꞌasere weeronojõ oꞌorã, Õꞌacʉ̃ ʉaro weesetirã, marĩ upʉpʉ nisere cʉ̃pʉre oꞌorã. Wẽrĩ masãꞌcãrã weronojõ añuse peꞌere weerã. 
ROM.6.14	Moisé dutiꞌque doca nírã, tere weetirã, buꞌiri daꞌrenoꞌrãsama. Marĩ cʉ̃ dutise doca niweꞌe. Õꞌacʉ̃ marĩrẽ buꞌiri daꞌreronojõ oꞌogʉ, marĩrẽ maꞌígʉ̃, acobojocʉ niwĩ. Tojo weero ñaꞌarõ weese marĩrẽ deꞌro põtẽomasĩtisaꞌa.
ROM.6.15	“Marĩ Moisé dutise doca niweꞌe. Õꞌacʉ̃ marĩrẽ maꞌígʉ̃, acobojocʉ niwĩ”, niꞌi. ¿To pũrĩcãrẽ marĩ ñaꞌarõ weecã, añusari? Niweꞌe. 
ROM.6.16	Mʉsã masĩsaꞌa, marĩ apĩ dutiro wéérã, cʉ̃rẽ daꞌrawãꞌñacoꞌterã sãjãrã weeꞌe. Cʉ̃ marĩ wiogʉ tojagʉ weesami. Te weronojõ marĩ ñaꞌasere wéérã, ñaꞌase weewãꞌñacoꞌterã weronojõ nisaꞌa. Ñaꞌarõ weese wapa wẽrĩsere bocarãsaꞌa. Marĩ Õꞌacʉ̃ dutiro wéérã pũrĩcã, cʉ̃rẽ daꞌrawãꞌñacoꞌterã weronojõ niꞌi. Marĩ cʉ̃ dutisere wéérã, ñaꞌase weero marĩrõ nirãsaꞌa.
ROM.6.17+ROM.6.18	Todʉporopʉ mʉsã ñaꞌasere wéérã, daꞌrawãꞌñacoꞌterã weronojõ nicãrã niwʉ̃. Niꞌcãrõacãrẽ ãpẽrã mʉsãrẽ Jesucristo ye quetire werecã tʉꞌorã, añurõ ẽjõpeocãrã niwʉ̃. Tojo weerã ñaꞌarõ weesere yʉꞌrʉonoꞌtjĩarã, añusere weewãꞌñaꞌa. Mʉsã tojo weecã wãcũgʉ̃, yʉꞌʉ Õꞌacʉ̃rẽ eꞌcatise oꞌoꞌo. 
ROM.6.19	Mʉsãrẽ tʉꞌomasĩcã ʉagʉ, masã na ucũwʉasenojõ meꞌrã wereꞌe. Mʉsã todʉporopʉre ñaꞌasere mʉsã upʉre wiapecãrã niwʉ̃. Siape meꞌrã ñaꞌarõ weedojacãrã niwʉ̃. Niꞌcãrõacã peꞌere añusere wiarã, Õꞌacʉ̃rẽ mʉsã upʉre wiaya. Cʉ̃ meꞌrã nibutiarã, siape meꞌrã cʉ̃ ʉaro diaꞌcʉ̃rẽ weeya.
ROM.6.20	Mʉsã todʉporopʉre ñaꞌarõ weewãꞌñarã, ñaꞌase dutise doca níniꞌwʉ̃ yujupʉ. Tojo weerã añurõ weeroʉasato nirṍ marĩrõ nicãꞌwʉ̃. 
ROM.6.21	Mʉsã ñaꞌarõ wéérã, ¿ñeꞌenojõ añusere bocari? Todʉporopʉre mʉsã ñaꞌarõ weeꞌquere wãcũrã, niꞌcãrõacãrẽ bopoyasaꞌa. Te ñaꞌarõ weeꞌque wapare pecameꞌepʉ buꞌiri daꞌrenoꞌbopã. 
ROM.6.22	Niꞌcãrõacãrẽ majã marĩ ñaꞌarõ weesere yʉꞌrʉwetiꞌcãrãpʉ niꞌi. Ñaꞌarõ weese doca niweꞌe. Õꞌacʉ̃ dutisere daꞌrawãꞌñacoꞌterã niꞌi. Te pũrĩcã añurõ yapatisaꞌa. Marĩ, marĩ wiogʉ Õꞌacʉ̃ meꞌrã niꞌi. Siape meꞌrã cʉ̃ ʉaronojõ wéérã, añuse, cʉ̃ tiropʉ catinuꞌcũsere bocarãsaꞌa. 
ROM.6.23	Ñaꞌarõ weeꞌque wapare pecameꞌepʉ buꞌiri daꞌrenoꞌo, wẽrĩdojasere bocanoꞌsaꞌa. Õꞌacʉ̃ marĩrẽ wapamarĩrõ oꞌose peꞌe catinuꞌcũatjere bocatje niꞌi. Marĩ wiogʉ Jesucristo meꞌrã tere oꞌogʉsami.
ROM.7.1	Acawererã, mʉsã Õꞌacʉ̃ Moisére dutise cũuꞌquere masĩsaꞌa. Marĩ catiri ʉmʉcopʉ diaꞌcʉ̃rẽ te dutiꞌquere yʉꞌtisaꞌa. 
ROM.7.2	Queose meꞌrã mʉsãrẽ weregʉti. Marĩrẽ dutiꞌque aꞌtiro niꞌi. Niꞌcõ omocã dʉꞌteꞌco co marãpʉ catiro ejatuaro cʉ̃ nʉmo nimo. Cʉ̃ wẽ́rĩ́ca beꞌro na dʉꞌteꞌque peꞌtia waꞌasaꞌa. Co marãpʉ moogõ tojasamo tja. 
ROM.7.3	Co marãpʉ catimicã, apĩrẽ nʉorẽgõ, ñaꞌarõ weego weesamo. Õꞌacʉ̃ dutisere yʉꞌrʉnʉꞌcãgõ weesamo. Co marãpʉ wẽ́rĩ́ca beꞌro pũrĩcãrẽ apĩrẽ nʉorẽcã, ñaꞌase mejẽta niꞌi. Õꞌacʉ̃rẽ yʉꞌrʉnʉꞌcãtisamo.
ROM.7.4	Co marãpʉ wẽrĩꞌcaro weronojõ marĩrẽ niꞌcãrõacãrẽ aꞌtiro waꞌaꞌa. Todʉporopʉre Moisé dutiꞌquere yʉꞌtiniꞌwʉ̃ yujupʉ. Jesucristo cʉ̃ wẽrĩcã, marĩ quẽꞌrã wẽrĩꞌcãrã weronojõ waꞌacãrã niwʉ̃. Tojo weerã Jesucristo wẽrĩse meꞌrã marĩ Moisé dutise doca níꞌquere duꞌunoꞌwʉ̃. Niꞌcãrõacãrẽ Jesucristo wẽrĩ masãse meꞌrã cʉ̃ yarã niꞌi. Marĩrẽ Õꞌacʉ̃ ʉaro weeato nígʉ̃, cʉ̃ yarã sãjãcã weecʉ niwĩ. 
ROM.7.5	Todʉporopʉ marĩ tʉꞌsasenojõ ñaꞌasere ʉaripejawʉ. Moisé dutiꞌquere marĩrẽ cãꞌmotaꞌacã, weeya nírõnojõ waꞌawʉ. Nipeꞌtise marĩ upʉpʉ nise meꞌrã marĩ ñaꞌarõ ʉaripejasere weewʉ. Te ñaꞌasere wéérã, pecameꞌepʉ buꞌiri daꞌrenoꞌo, yapatidijabopã. 
ROM.7.6	Todʉporopʉ Moisé cʉ̃ dutise doca níniꞌwʉ̃ yujupʉ. Niꞌcãrõacãrẽ majã marĩ Jesucristo meꞌrã nírã, Moisé dutise doca niweꞌe. Tere yʉꞌrʉwetiꞌcãrãpʉ niꞌi. Tojo weerã marĩ Espíritu Santu meꞌrã ape upʉ sãjãꞌa. Cʉ̃ weetamurõ meꞌrã Õꞌacʉ̃ ʉaro weesetimasĩꞌi.
ROM.7.7	¿To pũrĩcãrẽ “Moisé dutiꞌque ñaꞌa niꞌi”, nirãsari? Niweꞌe. Te dutise marĩcãma, yʉꞌʉ ñaꞌagʉ̃ niꞌi nisere masĩtibopã. Cʉ̃ dutise aꞌtiro niꞌi. “Ãpẽrã yere ʉoticãꞌña”, niꞌi. Te marĩcãma, yʉꞌʉ te ʉosere “Ñaꞌase niꞌi”, ni masĩtibopã. 
ROM.7.8	Te dutise “Weeticãꞌña” nimicã, yʉꞌʉ peꞌere nipeꞌtise noꞌo ʉaro ʉaripejasere weeya nírõnojõ waꞌawʉ. Dutise marĩcãma, “Ñaꞌase niꞌi”, ni masĩnoꞌña marĩbopã.
ROM.7.9	Dʉporopʉ yʉꞌʉ Moisé dutiꞌquere sõꞌowaro masĩtigʉ, wãcũqueꞌtiro marĩrõ nicãꞌmiwʉ̃. “Añurõ weegʉ́ niꞌi”, ni wãcũmiwʉ̃. Beꞌro te dutise masĩ́ca beꞌro naꞌirõ ãpẽrã yere ʉoya nírõnojõ waꞌawʉ. Yʉꞌʉ ñaꞌarõ wéégʉ, “Ñaꞌagʉ̃ niꞌi”, ni tʉꞌoñaꞌwʉ̃. 
ROM.7.10	Marĩ Õꞌacʉ̃ dutisere wéérã, añurõ nicãꞌbosaꞌa. Yʉꞌʉ peꞌe te dutise deꞌro weepeꞌomasĩtigʉ, buꞌiritigʉ tojawʉ. Te dutise masãrẽ Õꞌacʉ̃ meꞌrã añurõ tojacã weeboronojõ nírõ, yʉꞌʉ peꞌere buꞌiritigʉ tojacã weewʉ. 
ROM.7.11	Ñaꞌase yʉꞌʉpʉre nírõ, Õꞌacʉ̃ dutisere yʉꞌrʉnʉꞌcãcã weewʉ. Te ñaꞌase yʉꞌʉre nisoowioritiqueꞌawʉ. Tojo weegʉ yʉꞌʉ te dutise niyucã, ñaꞌarõ wéégʉ, buꞌiritigʉ tojawʉ. Õꞌacʉ̃ meꞌrã aꞌpepũrĩgʉ̃ tojawʉ.
ROM.7.12	Õꞌacʉ̃ Moisére dutiꞌque añuse warota niꞌi. Diacjʉ̃ weremeꞌrĩcãꞌa. Te dutise marĩ ye niatjere weetamuꞌu. 
ROM.7.13	To pũrĩcãrẽ Õꞌacʉ̃ dutise añuse nimirõ, ¿deꞌro weero marĩrẽ buꞌiritirã tojacã weesari? Weetisaꞌa. Marĩ ñaꞌase wapa peꞌe buꞌiritirã tojasaꞌa. Tojo weero te dutise añuse meꞌrã ñaꞌasere “Ñaꞌaseta niꞌi”, ni masĩnoꞌo. Tojo weerã marĩ ñaꞌarõ wéérã, Õꞌacʉ̃rẽ yʉꞌrʉnʉꞌcãrã weeꞌe nírã, marĩrẽ cʉ̃ buꞌiri daꞌreatje quẽꞌrãrẽ masĩwʉ̃.
ROM.7.14	Marĩ masĩꞌi, Moisé cʉ̃ dutiꞌquere Espíritu Santu meꞌrã Õꞌacʉ̃ta cũucʉ niwĩ. Tojo weero añuse diaꞌcʉ̃ niꞌi. Marĩ peꞌe ñaꞌarã ẽjãnʉꞌcãtjĩarã, ñaꞌase marĩpʉre nise doca niꞌi. 
ROM.7.15	Yʉꞌʉ, yʉꞌʉ weesĩꞌrĩsere weeweꞌe. Yʉꞌʉ ne weesĩꞌrĩtise peꞌere weeꞌe. Yʉꞌʉ aꞌtere masĩtisaꞌa. Deꞌro weegʉ tojo weesasaꞌa. 
ROM.7.16	Yʉꞌʉ weesĩꞌrĩtise peꞌere wéégʉ, aꞌtiro masĩꞌi. “Õꞌacʉ̃ dutise añuseta niꞌi”, niꞌi. 
ROM.7.17	Yʉꞌʉ mejẽta ñaꞌarõ weeꞌe. Yʉꞌʉpʉre ñaꞌase niyuro, yʉꞌʉre ñaꞌarõ weecã weeꞌe. 
ROM.7.18	Yʉꞌʉ añurõ weesĩꞌrĩmigʉ̃, weepõtẽotisaꞌa. Tojo weegʉ aꞌtiro masĩꞌi. Yʉꞌʉpʉre ne añuse marĩꞌi. 
ROM.7.19	Añuse yʉꞌʉ weesĩꞌrĩsere weeboronojõ oꞌogʉ, ñaꞌase yʉꞌʉ weesĩꞌrĩtise peꞌere weeꞌe. 
