MAT.1.1	Dabíii, Aavaráaa, íjcyámútsiúvúj tsɨɨménémúhaabéhjáa Jetsocríjtó íjcyáábé ɨhdé múnáaúvú ílluúme:
TIT.3.15	Ahdícyane óvíi Píívyéébe pámeekéré ámúhakye pɨ́aabóhi. Pámeere ménahbémú íílle íjcyame uke duurúváhi. Áhdure elle íjcyámeke o duurúváhi. Áyu tehdújuco.
PHM.1.1	Oo Páávoro Críjtoke o úráávyéné déjúcotu cúvéhóójari o íjcyáábema ménahbe Timotéó íjcyáábema muhtsi íhyaamɨ diéllevu mécaatúnú Píívyéébé wákimyéí muhtsi meméénuhíjcyádú téhdure tééné wákimyéí u méénúúbeke mítyane uke muhtsi mewájyuube Piremóo éllevu. 
PHM.1.2	Téhdure idyé dihjyávú píhcyáávehíjcyáné cahcújtso múnáá wáábyuta téhaámɨ. Áhdure uwáábotu meke pɨ́áábohíjcyaabe Akíípoo, ménaalle Áápiaa, íjcyamútsí wáábyuta téhaámɨ. 
PHM.1.3	Áámeke ihdyu óvíi ámúhakye Máavyéjuube Jetsocríjtomútsí Méécááni Píívyéébema pɨ́aabó ɨ́búwajɨ́ɨ́ ámuha meíjcyaki.
PHM.1.4+PHM.1.5	Muurá paíjyuváré Píívyéébema o íhjyúvácooca díhyallúvú ó téhdútsohíjcyá uuva ímí Máavyéjuube Jetsocríjtoke u cáhcújtsóne pámeekéré cahcújtso múnáake u wájyuhíjcyáné uubállé o lléébónélliíhye. 
PHM.1.6	Áánéllii díhyallúvú ó táúmeíhijcyá pɨáábó íñe Jetsocríjtoke mecáhcújtsónej tééveríyé mééma pɨáábó íjcyane éhnííñevu u wáájácúne tsíjtyeke u úwááboki. 
PHM.1.7	Muurá mítyane ó ímíjyuuvé ímí tehdújuco ménahbémuke u wájyúne panévaríyé diityéké u ímíjyúúvétsohíjcyáneri.
PHM.1.8	Áábeke muurá uke ó piivyéterá o táuhbáné ɨɨná u méénúiñévú Críjtorée oke uwáábóóbedívú pícyoóbe. 
PHM.1.9+PHM.1.10	Aabe íñe ɨ́dátsó keeméjuco o íjcyaabe dííbyeke o cáhcújtsóné déjúcotu cúvéhóójari o íjcyaabe úúma ó ihjyúvá Onéétsimó hallúvú táuwáábori dibye Píívyéébeke cáhcújtsónéllii tájtsɨɨménédú o ɨ́jtsúcunúúbé hallúvu. Áánéllii uke o néé oke u wájyúhajchíí dííbyeke u pɨ́ááboki.
PHM.1.11	Muuráhjáa ihdyu éíjyu díhyójtsɨ́ pañe íjcyaabe tsá ɨ́ɨ́netú uke pɨ́áábohíjcyatú átéréejpi iíjcyánélliíhye. Ároobe ícyooca tsúúca ímíjpyetéhi. 
PHM.1.12	Áábeke íñe tsiiñe diéllevu o óómíchóóbeke ihdyu ímíñeúvú waatsúcúpéjtsoco muhdú oke u wáátsúcúiyódu. 
PHM.1.13	Ó imíllerá dibyéi óómaye íjcyane íñe ɨ́mɨá uwáábójú déjúcotu cúvéhóójari o íjcyáné hajchótá oke dibye ɨpɨ́áábo oke u pɨ́áábóiyódu. 
PHM.1.14	Árónáa tsá o ímílletú u wáájácútúnáa dibye óhdivu cóeváne. Ihdyu díicyánéjcutu u ímílléhajchíí tehdújuco óhdivu icyóéváne oke dibye pɨ́áábóiyóne. 
PHM.1.15	Muuráhjáubáhjáa ihdyu úhdityu úmɨ́vaabe iímíbáávyéne úúmaye iíjcyaki. 
PHM.1.16	Aabe ihdyu tsiiñe díhyójtsɨ́ pañévú úújetéébeke éhnííñevu ú wájyuúhi. Muurá téhdure dííbyeke mítyane ó wajyúhi. Ááné ehnííñevu dííbyeke wajyu tsúúca Píívyéébeke cáhcújtsoobe díñahbéduréjuco néébeke.
PHM.1.17	Ahdícyane tsáma ímíñeúvú dííbyeke waatsúcuco muhdú oke u wáátsúcúiyódú ɨ́mɨááné díñahbéébé o íjcyáábeke u wájyúhajchííjyu. 
PHM.1.18	Aabée uke ímityúné dárɨ́ɨ́véhajchííjyu, dibyée tsíeméné úhdityu áhdótuube újcúhajchíí néhi páneere ookéréjuco dahdótso. 
PHM.1.19	Aane uke o áhdoíñé o nééne oo Páávoro ó caatúnúhi. Árónáa ihdyu tsá uke o néétu téhdure oke u áhdóiyóné ukée o pɨ́aabóne. 
PHM.1.20	Ehdu teéne, muúbej. Ahdícyane óvíi Ávyéjuube Jetsocríjtoke mecáhcújtsónéjcutu táñahbe u íjcyaabe oke ú tsɨ́pajtsóhi.
PHM.1.21	Ehdu íñe diéllevu ó caatúnú panévatúré ɨ́mɨáábé u íjcyane o wáájácúnélliíhye. Áánéllii ó waajácú uke o néhíjcyáné ehnííñevu panéváré tsaímíyé u méénuíñe. 
PHM.1.22	Aane uke o néé táɨhde tsátsii u ímíbájchoki. Tsáijyu múúne Píívyéébeke ámuha táhallúvú pɨáábó metáúmeíhíjcyánej péévé ámúhadívú ó úújetéhi.
PHM.1.23	Áhdure uke ó úúballé Epáápara uke dúúruváné téhdure Jetsocríjtoke iúráávyéné déjúcotu óóma cuvéhóójari íjcyaábe. 
PHM.1.24	Áhdure uke duurúvámé Máácoó, Arijtáácoo, Déémaá, Róócaá, ehdume muha mewákímyeíhijcyáme.
PHM.1.25	Ahdícyane óvíi Máavyéjuube Jetsocríjtó ámúhakye pɨ́aabóhi. Áyu tehdújuco.
HEB.1.1	Éíjyuúvúhjáa Píívyéébe ihjyúvahíjcyá méɨhdé múnáaúvuma páhduváré nénehjɨ íhjyú uubálle múnáadívú ibóhówajcárónej tééveri. 
HEB.1.2	Áánetu ícyooca íjcyáné mɨ́amúnáama ihjyúvaabe Ílli Jetsocríjtoj tééveri. Aanéhjáa dííbyej tééveri páneere múhdúné tsíeméné iípívyéjtsóne dííbyé hójtsɨ́ pañévú pícyoobe tééné avyéjuube dibye iíjcyaki. 
HEB.1.3	Aabéhjáa Cááni Píívyéébeke bóhówájtsoobe meke úújetsó muhdú dibye íjcyane. Áábedítyú dííbyé ámɨ́tsaráhcó bóhówaúcunúúbé ɨ́htsútuube íjcyáábe tájpí páneere ijcyáhi. Muuráhjáa ɨdsɨ́jɨ́véneri méimítyuháñé iímíbájchóne Cáání éllevu níjkyejɨ́vú ipyééne ílluréjuco dibye ávyéjuuténe.
HEB.1.4	Aabe níjkyéjɨ múnáá ehnííñevu ɨ́htsútuube Cááníye Píívyéébe dííbyeke ávyéjújtsoóbe. 
HEB.1.5	Tsáháhjáa muurá múijyú dibye tsáápiikye níjkyéjɨ múnáadítyú néétune:
HEB.1.5	Uu Hájchíwu u íjcyáábeke uke o ávyéjujtsóhi.
HEB.1.5	Áhdurée tsá dibye dííbyedítyú néétune:
HEB.1.5	Dííbyéj caani o íjcyánéllii tájtsɨɨméné diíbye.
HEB.1.6	Árónáacáhjáa ihdyu Íllíkye apáábyéré ɨ́htsútuube íjcyáábeke ííñujɨ́vú ibóhówajcáróóbedítyú neébe:
HEB.1.6	Óvíi pámeere tahñéjté níjkyéjɨ múnaa Hájchíwúuke iávyéjújtsóóbeke duurúváhi.
HEB.1.7	Áánetúhjáa ihdyu diitye níjkyéjɨ múnáadítyú neébe:
HEB.1.7	Tápɨáábojte níjkyéjɨ múnaa kííjyebádu. Áhdure cúújuwádú diítye.
HEB.1.8	Téhduréhjáa tsiiñe Íllídityu neébe:
HEB.1.8	Uu ɨ́htsútuube Píívyéébe u íjcyáábé avyéjú tsá múijyú nɨ́jkéváityúne. Aabe ɨ́mɨáábé u íjcyaabe muhdú tene íjcyadújuco mɨ́amúnáama u méénuíñe. 
HEB.1.9	Muurá ɨ́mɨáábé u íjcyánéllii tsá ímityúné u ímílletúne. Áánéllii oo Dípiivyéébé o íjcyaabe uke pámé ehnííñevu ó pɨ́ááboó ɨ́ɨ́né imíjyaú u íjcyaki.
HEB.1.10	Téhduréhjáa tsiiñe dííbyedítyú neébe:
HEB.1.10	Uu ɨ́htsútuube ávyéjuube u íjcyaabée ú ípívyejtsó páneere íévéhóówari íjcyánéhjɨma ííñujɨ. 
HEB.1.11+HEB.1.12	Áronéhjɨ́ wágóóóveé wájyamu nójcanújá wágóoovédu. Ehdu ténehjɨ u wáágóóné boone béhnéréjuco u ípívyéjtsoíñé éhne múúne wájyamu nójcanúné boone béhjáréjuco ditye cápáyoácódu. Árónáa ihdyu dɨ́ɨ́jtsaméí tsá múijyú cápáyóóvéityúne. Áhdure tsá múijyú muhdú u íjcyáityúne.
HEB.1.13	Téhduréhjáa tsá múijyú dibye tsáápikye níjkyéjɨ múnáadítyú néétune:
HEB.1.13	Íchihvúi táúniúvú diicya dímunáake úúma o táhjáné hajchóta.
HEB.1.14	Muurá diitye níjkyéjɨ múnaa Píívyéébé pɨáábojte íjcyame tsá íjpííma íjcyatúne. Aame panévatúré pɨ́áábohíjcyá pájtyetéímyeke.
HEB.2.1	Áánéllii metsu téɨɨbúwá meíjcyáne ímíñeúvú meúráávye íñe mepájtyetéíñé uwááboju melléébohíjcyáné téénetu memújtátuki. 
HEB.2.2	Éíjyuúvúhjáa muurá diitye níjkyéjɨ múnáaj tééveri Píívyéébe úwáábohíjcyá ímí tehdújuco. Aanéhjáa tsaate lléébotúmé ímityúné méénuhíjcyámeke tééné hallútú ɨ́cúbáhrahíjcyaábe. 
HEB.2.3	¿Aane íñe teenéjuco mepájtyetéíyóneri meɨ́ɨ́cúvétúhajchíí múhdutú mépájtyéteéhi? Muuráhjáa dííbyere Ávyéjuube Jetsocríjtó úúballé tsúúca teene mééma imyéénune. Ááné uwáábojúu lléébótujkénúmé méhdivu pajtyétsóhi. 
HEB.2.4	Áánevúu Píívyéébe meke ímíñeúvú waajácutsó páhduváré nénehjɨ méénúráítyuróné imyéénúneri. Muuráhjáa dííbyeke cáhcújtsómé pañévú Íapííchó ipícyóónej tééveri páhduváré pɨ́áábohíjcyaabe muhdú ɨɨ́jtsúcunúdu.
HEB.2.5	Árónáacáa tsá dibye néétu béhné iiñújɨri meíhjyúvahíjcyajɨ iípívyéjtsojɨ níjkyéjɨ múnáá hójtsɨ́ pañévú ipícyooíñe. 
HEB.2.6	Muurá dííbyé waajácúháámɨtu nééneé:
HEB.2.6	¿Aca muhdú ɨ́ɨ́vámedi mɨ́amúnáadi ú ijyácunúhijcyáhi? Áhdure ¿muhdú ɨ́ɨ́váábedi Mɨ́amúnáájpidívúu ípívyéévéébedi ú ijyácunúhijcyáhi? 
HEB.2.7	Muuráhjáa dííbyeke ú picyóó wahájchotáwu dibye níjkyéjɨ múnáá ɨhtsútú lliiñévuréjuco iíjcyaki. Áróóbekée bóónétu u ávyéjújtsóne ú picyóó páné avyéjuubéré dibye iíjcyaki.
HEB.2.8	Ehdu Píívyéébé waajácúháámɨtu nééne páneere Críjtó hójtsɨ́ pañe íjcyane. Árónáa tsáhái panéváré dííbyé hójtsɨri íjcyatúne. Íjcyaíñéi ihdyu múijyú páneere dííbyé hójtsɨríyéjuco íjcyane. 
HEB.2.9	Muuráhjáa ihdyu Píívyéébe dííbyeke wahájchotáwu picyóó níjkyéjɨ múnáá lliiñévuréjuco mɨ́amúnáa wájyuri dibye ɨdsɨ́jɨ́veki. Ároobe ícyooca ílluréjuco ávyéjuuténe.
HEB.2.10	Dííbyej tééveríi páneere Píívyéébe ípívyejtsó tééneri iávyéjújtsámeíki. Áánélliihyée mewájyuri dííbyeke ɨ́hvéjtsoobe Mépájtyetétsoobe íjcyaabe ɨ́cúbáhrámeíñej tééveri meímíbáávyeki. 
HEB.2.11	Aame dííbyema tsané nahbémuréjuco meíjcyame tsaapííkyéré mécaaníváhi. Áánéllii Píívyéébé Hajchi tsáhájuco meke núcojpɨ́lletú tsúúca íñahbémú meíjcyámeke. 
HEB.2.12	Muurá dííbyé waajácúháámɨtu nééneé:
HEB.2.12	Uke ó bóhówájtsoó táñahbémudívu. Aame tsaméhjɨ́ uke muha medúúruváné mémátsívahíjcyaáhi.
HEB.2.13	Téhdure nééneé:
HEB.2.13	Píívyéébedívú ó cátsɨ́páávehíjcyaáhi.
HEB.2.13	Téhdure tsiiñe nééneé:
HEB.2.13	Tsúúca okée Píívyéébe náhbénúmema oó.
HEB.2.13	Ehdu nééne Píívyéébé waajácúháámɨtu.
HEB.2.14	Muurá íñe mɨ́amúnaa meíjcyadúrée idyé Jetsocríjtó ijcyá íjpííma, ítyujpácyoma. Ehdúu mɨ́amúnáájpidívú iípívyéévéne dsɨ́jɨ́veebe mépée mewágóóóvéíyónejcúvú meke ɨ́búwátsohíjcyaabe Naavéneke ityáhjaki. 
HEB.2.15	Ehdúu dííbyé hójtsɨ́ pañétú meke pájtyetétsoobe mewágóóóvéíyónetu. 
HEB.2.16	Tsáháa Críjto tsáátu níjkyéjɨ múnáake ɨpɨ́ááboki. Tsaabée Aavaráaúvúj tsɨɨménémúhaabe meíjcyámeke ɨpɨ́ááboki. 
HEB.2.17	Áánélliihyée mɨ́amúnáájpidívú ípívyééveebe ɨ́mɨá lluuváábé íjcyaabe íñe muhdú meícyahíjcyáné iwáájácu méhdi ɨɨ́dáátsóvéne máhallúvú Píívyéébeke pɨáábó ityáúmeíki. Aabée mewájyuri pájámeííbyedi ɨ́cúbahrámé méimítyuháñé iábájɨ́ɨ́vémeíki. 
HEB.2.18	Téhdurée dííbyeke Naavéné máváríjchóneri ɨɨ́cúbáhrámeíñéllii waajácuube muhdú ténehjɨ meke dómácohíjcyáne. Aabe piivyété meke téénetu ɨpɨ́aabóne.
HEB.3.1	Ehdu teéne, ámuúha táñahbémuj. Áánéllii Píívyéébeéjté meíjcyame metsu ímíñeúvú meúráávye uwááboobe Jetsocríjtoke, dííbyeke meúráávyehíjcyánéjcú lluuváábé páñétúejpi íjcyáábeke. 
HEB.3.2	Muuráhjáa Píívyéébe dííbyeke níwáávéné wákimyéí tsaímíyé nɨjkévaabe Moitséeúvukéhjáa dibye ihñéjtedívú níwáávémeke dibye tsaímíyé téhmehíjcyádu. 
HEB.3.3	Árónáa ihdyu Moitséeúvú ehnííñevu avyéjúúllémeííbyé páneerée dibye ípívyéjtsónéllii éhne múúne jaa méénuube tééjá ehnííñevu ávyejúúllémeídyu. 
HEB.3.4	Muurá mɨ́amúnaa jaa meenúhi. Árónáacáa ihdyu páneere Píívyéébere ípívyéjtsónéllii éhnííñevu diibye avyéjúúhií. 
HEB.3.5+HEB.3.6	Ehdu muurá Críjto Moitséeúvú ehnííñevu ávyéjújtsámeíhi. Muuráhjáa dííbyeúvú Píívyéébeéjté jahdu néémeke ímí téhmehíjcyáhi. Ároobée dííbyé ɨɨcúve múnáajpíye. Áánetu ihdyu Ílli Críjto dííbyeéjté avyéjuúbe. Áábedítyúu muurá diibye Moitséeúvú meke úúballéhi. Aane ɨ́mɨááné dííbyeéjté meíjcyame dííbyedívú mecátsɨ́páávéne nihñéétsihvúré ímí dííbyeke meúráávyéhajchíí tsaímíyé méíjcyaáhi.
HEB.3.7	Muurá Píívyéébé waajácúháámɨtu dííbyé Apííchó túkevéjtsóneri dííbyé ihjyú uubálle múnáajpi nééhií:
HEB.3.7	Píívyéébe o íjcyaabe ámúhakye o nééne melléébo. 
HEB.3.8	Tsá múu oke táhjálletú éhnée ámúhá ɨhdé múnáaúvú ɨ́ɨ́néubá píívyétúné iiñújɨri iíjcyácooca oke dárɨ́ɨ́vehíjcyádu. 
HEB.3.9	Ehdúu téhulle íjcyame dárɨ́ɨ́vémeíhijcyá 40 píjcyá hajchótá diityémá méénúráítyúronéhjɨ́ o méénuhíjcyáné ájtyumɨ́júcooróme. 
HEB.3.10	Aanée oke cáyobáávatétsoobe diityédítyú o nééhií: “Ɨ́ɨ́jtsaméí tútávaavémé tsá ímílletú diityéké o túkévejtsóné illéébone.” 
HEB.3.11	Ehdúu diityédívú o cáyobáávaténe ɨ́mɨáánetúré o néé diityékée tsaímíyé o pícyooíñé o néhíjcyátsihvu ditye úújetéityúne.
HEB.3.11	Ehdúhjáa Píívyéébé waajácúháámɨtu dííbyé ihjyú uubálle múnáajpi néé dííbyé Apííchóré túkévéjtsóneri.
HEB.3.12	Ahdícyane tsáma téɨɨbúwá méíjcyaco, ámuúha táñahbémuj. Ámúhá ɨ́jtsaméí métútáváávedí diibyéjuco ɨ́mɨá Piivyéébé íjcyáábeke ámuha mecáhcújtsónetu ámuha memújtátuki. 
HEB.3.13	Múu tsápɨ́tsójcatsí teenéjuco ícyooca meíjcyárááhori meíjcyáné hajchótá ímityúné ámúhakye imújtátsótuki. 
HEB.3.14	Muurá tujkénutújuco nihñéétsihvúré tsaímíyé Píívyéébedívú mecátsɨ́páávéne dííbyeke meúráávyéhajchíí ɨ́ɨ́né imíjyaú Críjtoma méíjcyaá íavyéjuri. 
HEB.3.15	Áánéllii máábájɨ́ɨ́vedí Píívyéébe íwaajácúháámɨtu íllu nééneé:
HEB.3.15	Píívyéébe o íjcyaabe ámúhakye o nééne melléébo. Tsá múu oke táhjálletú ámúhá ɨhdé múnáaúvúu oke táhjállehíjcyádu.
HEB.3.16	¿Acáa caatyé Píívyéébeke ímítyú dárɨ́ɨ́vehíjcyáhi? Muuráhjáa Ejíhto múnáá hójtsɨ́ pañétú Moitséeúvú íjchívyetsómé Píívyéébeke ímityúné dárɨ́ɨ́vehíjcyáhi. 
HEB.3.17	¿Acáa caatyédí Píívyéébe icyááyóbáne ɨ́cúbahrá 40 píjcyá hajchóta? Diityérée muurá íimítyú nɨ́jcaúvú úújetémé ɨ́ɨ́néubárá píívyétúné iiñújɨvu dsɨ́jɨ́vehíjcyáhi. 
HEB.3.18	¿Acáa caatyéké neebe tsaímíyé diityéké ipícyooíñé iñéérótsihvu ditye úújetéityúne? Diityédítyúrée ehdu neebe ditye dííbyeke lléébohíjcyátúné déjúcotu. 
HEB.3.19	Áhdújucóo muurá tsá ditye úújetétú dibyée diityéké néhíjcyátsihvu ípyée icyáhcújtsótúnélliíhye.
HEB.4.1	Áhdure muurá ícyooca mééma ijcyájúcooróné Píívyéébe meke néhijcyáné tsaímíyé dííbyema maávyéjuutéiyóne. Áánéllii téɨɨbúwá méíjcyaco tééneri mebáñúmeítyu dityéhjáa báñúmeídyu. 
HEB.4.2	Muuráhjáa diityéké iúwáábohíjcyádúré ícyooca Píívyéébe méhdivu muhdú mepájtyetéíñé uwááboju bóhówátsohíjcyáhi. Aane muurá dityée íjcyadúré melléébójúcoorómé mecáhcújtsótúhajchíí tsá ɨ́ɨ́netú meke tene pɨ́áábóityúne. 
HEB.4.3	Áánetu ihdyu ɨ́mɨááné cáhcujtsómé tsaímíyé íjcyaá Píívyéébema. Muurá cáhcújtsótúmedítyú neébe:
HEB.4.3	Cáhcújtsótúmedívú o cáyobáávaténe o néé múijyú ditye úújetéityúné diityékée tsaímíyé o pícyooíñé o nétsihvu.
HEB.4.3	Ehdúhjáa cáhcújtsótúmedítyú neebe ííñujɨ́ɨ iípívyéjtsóijyújuco pámeere mɨ́amúnaa ɨ́ɨ́né imíjyaú dííbyema íjcyaíñé iñéijyu. 
HEB.4.4	Muurá dííbyé waajácúháámɨtu nééneé:
HEB.4.4	Páneerée Píívyéébe íwákimyéí ɨnɨ́jkévátsihdyu 7 coojɨ́vá úújetéjcóójɨ́ ílluréjuco wáyéeevéne.
HEB.4.5	Áhdure nééne cáhcújtsótúmedítyu:
HEB.4.5	Tsá múijyú ditye úújetéityú diityékée tsaímíyé o pícyooíñé o nétsihvu.
HEB.4.6	Árónáa ijcyámé tsaate pajtyété uwááboju icyáhcújtsóne ímí Píívyéébema íjcyame. Áánetúu tujkénú tééné uwááboju illéébójúcooróné cáhcújtsotúmé íllure báñúmeíhi. 
HEB.4.7	Áánélliihyée Píívyéébe meke íyaahóvú iájcúrááhori Dabíiúvuj tééveri íwaajácúháámɨtu nééhií:
HEB.4.7	Píívyéébe o íjcyaabe ámúhakye o nééne melléébo. Tsá múu oke táhjálletúne.
HEB.4.7	Ehdúu Píívyéébe néé íwaajácúháámɨtu. 
HEB.4.8	Aanée muurá méɨhdé múnáaúvuke tsaímíyé ipícyooíñé iñééne Jotsoéeúvuj tééveri imyéénuca tsáhájuco Dabíiúvuj tééveri mééma dibye íhjyúváítyuróne. 
HEB.4.9	Áánéllii muurá ijcyánéi méúmɨ́wari tsaímíyé Píívyéébema meíjcyaíñe. Tsáhái mééma tene pánéévetú mekée iájcuíñé dibye nééneé. 
HEB.4.10	Muurá ihdyu dííbyema tsaímíyé meíjcyácooca ílluréjuco mewáyéééveíñé dibyée panéváré iípívyéjtsóné nɨ́jcáutu wáyéeevédu. 
HEB.4.11	Áánéllii metsu tsaímíyé Píívyéébeke meúráávye ímí dííbyema meíjcya méɨhdé múnáaúvúhjáa báñúmeídyú mebáñúmeítyuki.
HEB.4.12	Muurá dííbyé ihjyu ɨ́htsutúné iíjcyánéllií páneere mɨ́amúnáá ɨ́ɨ́búwá ɨ́jtsaméí bóhówajtsó éhne múúne nɨɨtsúwari tsíeméné mewáhdahɨ́róné pañe muhdɨ́ɨ́vané íjcyane maájtyumɨ́du. 
HEB.4.13	Dííbyerée páneere ípívyéjtsónéllií tsá ɨɨná dííbyedívú téévetúne. Páneere muurá waajácuúbe. Áábé úmɨ́wari meíjcyácooca páneere mééma ímíbájchóiibye muhdú meícyahíjcyáne.
HEB.4.14	Áábé Hajchi muurá Jetsocríjtó páñétúejpi méhlluuváábé ɨ́htsútuúbe. Aabe dííbyema íjcyaabe máhallúvú pɨáábó táúmeíhijcyáhi. Áánéllii metsu ímíñeúvú dííbyeke meúráávyeki. 
HEB.4.15	Muurá meke ɨɨ́daatsólléne pɨ́áábohíjcyaabe mávaríjchojúúnevu metáhjátsámeítyuki. Muuráhjáa téhdure ɨ́jɨɨri iíjcyácooca ténéhjɨri ɨɨ́cúbáhrámeíñéllií waajácuube muhdú meɨ́cúbáhrámeíñe. Árónáacáa ihdyu tsá dibye ímityúné méénutúne. 
HEB.4.16	Ahdícyane cáhawáá metsu dííbyedívú mecátsɨ́páávéne Píívyéébeke pɨáábó metáúmeí méhdi ɨɨ́dáátsóvéne meke dibye ɨpɨ́ááboki.
HEB.5.1	Muurá mee mɨ́amúnáadítyú páñétúejte llúúvájte íjcyáímyeke meménuhíjcyámé ityújkevééllémeke ditye Píívyéébema tsaaté hallúvú iíhjyúváne dííbyeke ɨɨ́ɨ́cúvéné iyámeke icyóvájtso diityé imítyú iábájɨ́ɨ́vémeíki. 
HEB.5.2	Árónáa llúúváábe íjcyároobe mɨ́amúnáajpi iíjcyánéllií waajácú muhdú mávaríjchó íjcyane. Áánéllii tsaate ímíñeúvú wáájácutúmé mújtámeke piivyéteebe chooco iúwaabóne. 
HEB.5.3	Aabe tujkénú íhyallúvú Píívyéébeke ɨɨ́ɨ́cúvéné iyáábeke cóvajtsó íimítyú iábájɨ́ɨ́vémeíki. Ááné boonétú tsíjtyé hallúvú méénuube diityé imítyú iábájɨ́ɨ́vémeíki. 
HEB.5.4	Tsá tsaapi iiye méménúmeíítyuró llúúváábedívu. Píívyéébere ihdyu ityújkevééllémeke téénevu picyóó Aróoúvukéhjáa ipícyohdu. 
HEB.5.5	Ahdúu Críjtoke Píívyéébere picyóó páñétúejpi llúúváábe dibye iíjcyaki. Tsáháa iiye dibye méménúmeítyúne. Áábedítyú muurá neebe íwaajácúháámɨtu:
HEB.5.5	Uu Hájchíwu u íjcyáábeke uke ó ávyéjujtsóhi.
HEB.5.6	Téhdure tsiiñe neébe:
HEB.5.6	Uke ó picyóó nɨ́jkéváityúné ɨ́htsútuube llúúváábe u íjcya Mekitsedéé íjcyadu.
HEB.5.6	Ehdu Píívyéébe néé íwaajácúháámɨtu Críjtodítyu. 
HEB.5.7	Aabée Críjto ɨ́jɨɨri iíjcyácooca Cááni Píívyéébema ávyétá ɨhnáhó kímóóveebéré ihjyúvahíjcyá dibyée dsɨ́jɨ́véíñetu dibye muhdú iñéhajchíí dííbyeke ipájtyetétsoki. Árónemáhjáa ɨ́hvéjtsámeííbyé muhdú dibye ímillédú dííbyema tene ipájtyeki. Áánélliihyéhjáa Píívyéébe dííbyeke pɨ́aabóhi. 
HEB.5.8	Aabée muurá dííbyé Hajchi íjcyaabe páñetu ɨɨ́cúbáhrámeíñéllii waajácú muhdú mecáhcujtsóne. 
HEB.5.9	Ehdúhjáa ɨ́mɨáábé iíjcyánéllií mepájtyetéiñe méénuube dííbyeke cáhcujtsómé muhdú íjcyáityúmeréjuco dííbyema iíjcyaki. 
HEB.5.10	Áánélliihyéhjáa Píívyéébe dííbyeke picyóó ɨ́htsútuube páñétúejpi llúúváábe dibye iíjcya Mekitsedéé íjcyadu.
HEB.5.11	Íjcyaróné téénetu mítyane ámúhakye o úwáábóiyóne. Árónáa tsáhájuco ámúhakye o úwáábóityú tééneri ámuha meɨ́ɨ́cúvehíjcyátúnélliíhye. 
HEB.5.12	Tsáhájuco béjte ámuha meíjcyájúcóóturóne. Muurá ícyooca ámuha tsíjtyekéréjuco meúwáábóiyóne. Árónáa muhdú ɨ́ɨ́vane ámúhakye túhuutúné piéénéréi tsiiñe ó úwáábohíjcyá éhne múúne tsɨ́ɨ́mene majcho méénútutsɨ tsanééré mújpañe óóvedu. 
HEB.5.13	Aane ehdu tsɨ́ɨ́menédú nééme tsáhái ímíñeúvú wáájácutú muhdú ɨ́mɨájɨ́jtó meúráávyéiyóne. 
HEB.5.14	Áánetu ihdyu kéémejte tsanééréjuco majcho méénudu nééme tsúúca waajácú ímítyúnetu keená ɨ́mɨááné íjcyane.
HEB.6.1+HEB.6.2	Áánéllii metsu ímíñeúvú Píívyéébé uwááboju meúráávye éhnííñevu ténejcu mewáájácuki. Tsá apááñeríyé meíhjyúváítyuró Píívyéébema meímíbáávye méɨ́jtsaméí mecápáyóóvéneri, dííbyeke mecáhcujtsómé ímítyunéhjɨ́ meméénúné déjúcotu mewágóóóvéíyóneri, metsójtsótsámeíñeri, cahcújtso múnáá hallúvú méhójtsɨne mepícyóóne dííbyeke pɨáábó metáúmeíñeri, medsɨ́jɨvémé mebóhɨ́ɨ́íñeri, dibye muhdú meícyahíjcyáné mééma ímíbájchóíñeri. Éhdúneri tsá apááñeríyé tsúúca Críjtodítyú íjcyáné uwááboju mewáájácúneri meíhjyúváítyuróne. 
