GEN.1.1	I muan tan tatanik, tan nainy te kat faruak e Gov a gormirmir an puputaa, 
1TI.1.5	A ka te tsue faparits iny anyo to tsurin vainy fafaaman te kaa ror na aya, aave rari ma via tsitapuu men kat iny mangiir a mes a vainy an mangiir to ayei te tapokaa minon tan aaven a sikia ta fo bong nan, ai te tapokaa kan me tan fakats arasan rof ai tana faason faman ten Jisas Krais. 
1TI.1.6	Mesapan tsuri takopis osing a fo kat to, ri vevegiau babainy tsun rato. 
1TI.1.7	Ri pon ror ma faatsuts ir a mesapan tana Faun te kirkir iny e Moses, sana ri gim ror ma natiny a fo vegiau te vevegiau tsuk rori, ge ari gim ror ma arasan faarof iny vegiau tsuri.
1TI.1.8	Ara nater, U Faun te kirkir iny e Moses kan rof, tan nainy te vovou faarof finy rorin Faun tan kat te komainy non e Gov. 
1TI.1.9	Ara kan ma nat, faun sikia ma kaa tan vainy tavaron, sana kaa tan vainy ngatsngats faun, an vainy pisiin, ana ri kan ton vainy to te tsugei e Gov, an vainy te kat kat aveto, ana ri kan vainy vavaajets a sikia tu Aaven Taabos, ana ri kan ton vainy to te baainy a binun ten Gov, ai tsuri kan ton vainy te atsun famat ir tamar min tsinar, ana ri kan ton vainy fifitokon, 
1TI.1.10	ai tsuri kan ton tsitsikoor, gen fifipisui, gen fifiinaum, ai to tsuri te faarei raror vainy iny Sodom, ito te kat fi rorin tsoiny min mes tsoiny to tan fiinot fatabin, ai to tan vainy kakabuts mes ri te kat faarei rarin tsoiny binun babainy, ai tsuri kan ton gamgam ri te pokein vegiau gam faarei rorin tsuen man, ge ri kat ror mes a fo kat a fo iring to te rurei non fifaatsuts ten Krais. 
1TI.1.11	U fifaatsuts man to ayei te kat faarei non Vurungan Rof nane Krais te fakei e Gov nima vanyo ma pokei anyo ya, an Vurungan Rof nane Krais to ayei te poo fi minon ten Gov, via minon siinaiv, ana kifon a faan iny faparits.
1TI.1.12	Nyo tsue faarof rou ten Krais Jisas a Tsunaun tsura, to te faan vanyo na parits tana binun tsonyo. Nyo tsue faarof rou Tsunia, Tsunia te fakats vanyo te onot rou sa pisan vanyo ma binun tana binun Tsunia, 
1TI.1.13	kainon to te tsue vaaserere fi nyo Ya muan, nyo kat fifiiring Towa, ana nyo kat fatafisuainy kainy Towa. San e Gov te tagtag fiisok vanyo, tana saa anyo gima faamainy e Jisas ana nyo gim kan to ma inainy fanatnat iny a ka te kat anyo. 
1TI.1.14	Ana koma ree'un tana Tsunaun tsura na sikia ta fafakap nan tatsiiu of vatuanyo ana Ayei faan vatuanyo na faason an mangiir tsian tsonyo to te kaa mirora koman e Krais Jisas.
1TI.1.15	U vegiau tovei man ovei, ma nom a fokinai ri te faamainy ya: “E Krais Jisas naa me tana monaagits to ma saup fatabiny Yan vainy katkat aveto;” ana nyo na isen fapoopoan narari na iring vavajia ovei fis pis rarori. 
1TI.1.16	Sai to aya tsun a ka sen Gov kaa me na koma tagtag tsian tsonyo, an tan kat to aya Krais Jisas faatok iny kat iny anaanos men koma tamee tsian Tsunia to te saup fatabiny fi vanyo Ya, a mes a iring vavajia fiisok fis pis non vainy faavot. An kat iny anaanos faamo Tsunia to ayei te faatok iny non a sanaan ten sei na mes te faaman non Tsunia tan nainy vou ee, te nom ror a toto na suu.
1TI.1.17	Fo fatsiitsii ana vamarits naa fi non tana Aatouf a Suu tan mamatsiny nainy a sikia ta fafakap nan, a isen tsun a Gov a sikia ta vainy ma tatagei ana sikia ma natiny mat! Man ovei.
1TI.1.18	Timoti, guei tsoiny tsonyo, nyo fakats fatabiny rou a fo vegiau te pokei iny e Gov nguer mes vainy to tsumanyi tan nainy te bobot fi mam anyi ma Pasta minyi, ana nyo faan marom anyin vegiau to tana ka ma kat anyi: Nyi ma tanyiny vegiau te pokei iny vainy tan nainy te naa en ma faparits manyi ya ma fataatsun faparits anyi, nyi te faduem a fo kat a fo iring, 
1TI.1.19	nom tap iny a faason tsumanyi ten Krais, nyi te kaa men fakats tsuam arasan matan e Gov. Mesapan te gima vovou iny fakats arasan matan e Gov, ana ri kat fifiiring to na fo faason tsuar. 
1TI.1.20	Fapoopoan narari ere Aimenias ai Aleksanda, nyo faan ra naa ri niman e Satan, ma faonot ari tan tsue vaaserere iny e Gov.
1TI.2.1	Vaamuan nana ka ma kat anyi to, nyi ma tsue of ir vainy tan gum nar vainy fafaaman tsuam ma faakats of arin fuainy vainy ten Gov. Ri ma rangats Ya ma faakouts rari ri, ai to kan tana foka te aaruts iny rori; ai to kan tan tsue faarof naa ten Gov. 
1TI.2.2	Faakats of ir fuainy gotouf ana ri kan a fo tsunaun, ai to kan tsuri te kaa miror gumgum ma faakouts rari Gov ma kat arin kat rof, tana saa tan nainy te kat rori na binun a rof ana ra faavot te kaa iny tomani ana aaverof fiisen men kat tavaron ten Gov an kat iny taabos Tsunia. 
1TI.2.3	Te rof fiisok non tan faakats of ir vainy faavot, kat to ayei te kat fapaparei fiisok non e Gov a Tsoiny Fiisaup tsura, 
1TI.2.4	Gov komainy fiisok non a vainy faavot ma saup fatabin ana ri te naa me er nat faarof iny to na man, 
1TI.2.5+1TI.2.6	tana saa, kaa tsun minon a isen a Gov, ana mes a ka, te kaa tsun minon a isen a mes to te tsutsun of non a vainy ten Gov, a mes to ayei e Krais Jisas, to te fa'orovus iny a toto Tsuan ma pats Ya na vainy faavot ma kaa mi ya na aaverof fapoopoan nane Gov ana vainy. Ka to aya faatok iny non a ka tan nainy tsunia fatoobing, Gov te komainy ma saup fatabin ir vainy faavot, 
1TI.2.7	ai tan kat to ayei Gov pisan vatuanyo, nyo faarei to na amaraav ana tsoiny fifaatsuts tana vainy sikia ma taa Jiu, ma favaanan iny anyon vaanan nana man an vaanan nana faason ten Krais. Nyo sikia ma gam rou, nyo tsue iny rou a man!
1TI.2.8	Nyo komainy rou fo tsoiny fafaaman faavot tan mamatsiny fan ma faakats, iton tsoiny te tap er ra naa ten Krais ana ri te faakats ri te faarua fi naanaa fo nimar jias u sikia tu aveto ma faakats fiisen miri na sikia ta peits an tu vatsitsien.
1TI.2.9	Nyo komainy kainy rou moun, u muiny fafaaman ma fakats vaaren vau, ri te faatok vaare iny a fo puar ari ma kat fanatnat tana fo vau tsuri to te vavau rori; ri ma fakaaras gengen vaare, ge pous gengen vaare me na fo gol pous vakiri ana fo ngip gengen, ana ri te vau vaaren vau foiny nan ya nai jias, ka iny kat famamarof tsun rari. 
1TI.2.10	Sana fo kat a fo rof tsuri ma faarei me na fo vaun rof tsuar, an kat to ayei te tamainy non kat tana fo muiny fafaaman to te pokei miror kat iny fafaatouf tsuri ten Gov. 
1TI.2.11	Muiny fafaaman ma nom fifaatsuts ri te tomani ana ri te kaa fair fuainy tsunaun tsuri. 
1TI.2.12	Nyo gim rou ma famanat ir fuainy muiny fafaaman ma faatsuts ari tana gum nar vainy fafaaman ge ma tagaa ot ir fuainy tsoiny; ari ma tomani, 
1TI.2.13	tana saa, e Adam te tapogaar faamuan me ai Ivi vovou mito. 
1TI.2.14	Sikia ma Adam to te faamainy gam ten Satan, a moun te faamainy gam ten Satan, ana ya ruak iny muiny kat kat aveto mito. 
1TI.2.15	Ai Gov faan iny to na kamits an kat iny saraa kamits tan moun to te faagiir fi rorin guei, sana Ayei nai saup fatabin non a fo aave rari to te faason fatatabin rori Tsunia ana ri te kat fanatnat, ri te taabos me matan e Gov fiisen men kat iny mangiir a mesmes.
1TI.3.1	U vegiau tovei man ovei: E sei na mes te pon non ma faarei na tsoiny mumua tan gum nar vainy fafaaman ee, ayei pisainy a binun a saavits fiisok. 
1TI.3.2	A tsoiny mumua tan vainy fafaaman ma kaa vaare me ta iring, ayei ma kaa tsun me na isen a moun, ana mes a tatagaa ot faarof iny kat tsuan patsukanen, ana mes a katkat fanatnat, ana mes a katkat, kat tavaron onots non a vainy ma nongoiny ya, ayei ma koma rof ir vainy sagoor numaa tsuan, ana ayei te onot ma faatsuts, 
1TI.3.3	ayei ma faarei vaare na mes a jijiu famafuu ge na mes a toptop babainy, sana ayei ma koma tamee ana ayei ma fatsitsien vaare me na mesmes, ayei ma mangiir fiisok vaare na painy moni, 
1TI.3.4	ayei ma tatagaa ot faarof iny a numaa iny guei tsunia, ana ya te kat ir fuainy guei tsunia ma famaari faarof ari ya, ana ri te manaats vegiau tsunia, 
1TI.3.5	tana saa, a mes, to te gim non ma natiny tatagaa ot faarof iny a numaa iny guei tsunia, kat fi non ya, ya te tatagaa ot faarof ir gum nar vainy fafaaman ten Krais ei? 
1TI.3.6	Ayei ma faarei vaaren a mes a see tatakopis osing aveto tsunia, kat non sana ayei via men kat iny kat faatok ana ayei te naa fi tan senviir vaatsuk faarei non a Vinasaar, muan. 
1TI.3.7	Ayei na mes ma tavaron me an vainy vavaajets ma famaari ya, tan kat to aya, vainy vavaajets gim ror ma tsue kabuts iny ya, kat non sana Vinasaar to ayei ras fagotsiny naa ya tana vavaatsu tsunia.
1TI.3.8	Jesan kan tan fuainy tsoiny tatagaa ot tan gum nar vainy fafaaman ma kaa men kat tavaron an kat man, ari ma jijiu famafuu vaaren wain ge ari ma fafatsing painy moni vaare, 
1TI.3.9	ari ma nom tap faparits tsun fiisen men fakats arasan tan fafaatsuts ten Krais to te faason tsun rora tsunia. 
1TI.3.10	Fuainy tsoiny tatagaa ot kan, a vainy ma tanaf faamuainy tsom rari, nainy te fabiu rorin tanaf to ayei, ana ri te see bibinun. 
1TI.3.11	Moun tsuri kan ma kaa men kat tavaron ana ri te tsue kabuts vaare, ana ri ma kat famaun, ri te gam vaare tana fo mamatsiny ka. 
1TI.3.12	A tsoiny tatagaa ot tan vainy fafaaman ma kaa tsun me na isen a moun, ana ya te tagaa ot faarof ir numaa iny guei faavot tsunia. 
1TI.3.13	Tsurin vainy tatagaa ot to ari to te kat rora binun a rof, ri kaa miror asangan rof ana ri te ongoor ma tsue pokaa iny a faason tsuri ten Krais Jisas.
1TI.3.14	Te kirkir finy ronyon noun tovei tsumanyi, nyo komainy naa mirou tovei tsun ana nyo te tagaa manyi tana fo mar nainy. 
1TI.3.15	Sai to te vegits ronyo, u noun tovei nai tsue fanat of maromin saf a sanaan ma kaa ra na, koman numaa iny guei ten Gov ito na gum nar vainy fafaaman ten Krais tana Gov te kaa minon a toto, an vainy fafaaman ten Krais to te faparits ror a man ana ri te bei tap iny a man. 
1TI.3.16	Man ovei, a man nana faason ten Krais to te pokei bus iny e Gov, a ka na karap fiisok:
1TI.3.16	Krais te tapogaar faarei me na mes tsun,
1TI.3.16	An Aaven Taabos pokei mi Towa, Tsunia na Tsunaun,
1TI.3.16	An Ayei kaa miton gumgum kookop raror fo morena.
1TI.3.16	A vainy te vovovou iny Ya favaanan vavis iny Towa tana vainy a sikia ma taa Jiu,
1TI.3.16	Ana mes a vainy tana monaagits faamainy Towa,
1TI.3.16	Ana Ayei tabin fatabin enato tana pan iny fatsiitsii Tsuan unya Gormirmir.
1TI.4.1	Aaven Taabos te tsue fa'arasan en tana mes a vainy te faonot osing rora faason tsuar ten Krais tan fafakap nan nainy, ri nai manaats raror aaven gamgam ana ri te vovou iny fafaatsuts tan masarau. 
1TI.4.2	U fafaatsuts to ayei te poo fi minon tana Vinasaar tan nguer vainy kat mapam, an fakats tsurin nun ovei. 
1TI.4.3	Vainy te katkat fi ror to, ito te faatsuts iny ror fo kat tovei te iring fi non ya tan fifanging, ai to kan tan ainy pinpin mes a fo kainy ainy. San e Gov faan bus iny a fo kainy ainy, ka iny ainy tsun, voun faakats iny faarof tsuri to na vainy fafaaman te natiny a man, 
1TI.4.4	tana saa, fo mamatsiny kainy ainy te fapogaar e Gov, u rof; bainy vaare ta isen ta kainy ainy, to ma faakats ara ana ra te tsue faarof naa ten Gov, ana ra te paparaa me na fo kainy ainy to te ainy rora, 
1TI.4.5	tana saa a fo kainy ainy, te taabos non tan vegiau ten Gov an faakats iny tsue faarof naa Tsunia.
1TI.4.6	Nainy te favaanan finy naa rom anyin a fo fafaatsuts to tana fo vamuinyasiny fafaaman, anyi faarei rom a tsoiny binun a rof ten Krais Jisas, nyi ma faparits fatatabiny a aavem tan faatsuts te nom anyi tan Vegiau Nana Faason ana fo fafaatsuts man ten Krais to te vovou bus iny anyi. 
1TI.4.7	Sana nyi ma fataanis osing a fo siisio babainy tana fo tsuvurara muan, a sikia ta man nane Gov tsunia. A sikia, faatsuts a tsivom tan faparits a aavem, tan kat tavaron ten Gov, 
1TI.4.8	tana saa, faatsuts nan puainy mes faakouts tsun non puan ma reits en ya ai te kaa me na rof nan tana fo mes a fo sanaan tan nainy roman; san faatsuts nan aaven tan kat tavaron ten Gov te rof fiisok non tana fo mamatsiny sanaan, tana saa ayei faan kan iny non a fo mamatsiny ka ana toto tan nainy roman ai tan nainy te naa minon, 
1TI.4.9	u vegiau to ayein man ovei ma nom a fokinai ri te faamainy ya. 
1TI.4.10	To ayei na ka te vaputs of rora ra te binun faparits, tana saa ara suu iny ror a fo fakats tsuar, ra te naano anaanos a Gov te kifon iny non a toto, ana Ayei onot non ma saup fatabin ir a vainy faavot, eye, Ayei saup fatabin tsuiny non a vainy te faaman ror Tsunia. 
1TI.4.11	Anyi, Timoti, ma faatsuts ir vainy fafaaman ten Krais, tana fo mamatsiny ka to, nyi te faan iny tsuen parits ma vovou iny ari ri.
1TI.4.12	Famanat vaare ir a vainy ma kat fagoguei vaare manyi ri faarei marom anyi na vurots tana saa anyi na vurots fiisok, sana nyi ma faatok ir vainy fafaaman tana fo vegiau tsumanyi, an kat tavaron tsumanyi, mangiir tsumanyi, ana faason tsumanyi ten Krais, an fakats kaamos tsumanyi, tan kat to ayei, vainy fafaaman ravei jesan miror tsumanyi. 
1TI.4.13	Anyi ma faan iny a parits tsuam tan gogosias Vegiau Ten Gov matar a vainy faavot, ai tan favaanan, ai to tan faatsuts rari faavot onot non te ruak naa ronyo. 
1TI.4.14	Anyi ma fagagaar vaare, binun faarof fiisen me na fo parits ana nat ten Gov tan favaanan an fafaatsuts te faan manyi Ya tan nainy te pokei mi Ya nguer fuainy tsoiny mumua an fuainy tsoiny tatagaa ot tan gum nar vainy fafaaman to te fasaur fi ri na nimar patsuu manyi. 
1TI.4.15	Nyi ma kat patsukan fi em jesan tana fo kat to, ana nyi te faan iny nainy ana parits tsumanyi tan fo kat to ayei, ana fokinai te tagei a binun na rof tsumanyi te ruak iny savits minon. 
1TI.4.16	Tamomots faarof a tsivom ana nyi te taatag faatsuts tsumanyi. Nyi ma kat patsukan fi em to jesan tana fo kat to, tana saa, te kat rom anyin fo kat to, nyi saup fatabiny rom a tsivom ai ere sei te nongoiny varom anyi ee.
1TI.5.1	Anyi ma tsue ets'ets vaare na tsokanei, sana nyi ma tsue taatag faamo of ya, nyi te famaari ya, kat faarei rom anyi tamamanyi; kat ir vainy see mes ma faarei arin vamuinyasiny tsumanyi; 
1TI.5.2	ana rin fuainy tobo'an, kat faarei ir tsinam; ana rin moun see moun, kat ir ma faarei arin fuainy fafinem, kat a ka to fiisen men fakats tsumanyin kaamos.
1TI.5.3	Vainy fafaaman ma faakouts faarof ir a fo amov ngapafus iton fuainy tsoiny tsuri te mat er. 
1TI.5.4	Sai te kaa fi minon a amov fuainy guei gen fuainy tsubnaain tsunia, anyi ma faakouts rari er nat fi to nei, a vaamuan nana binun tsuri matan e Gov, ayei na binun ma tagaa ot faarof iny ari na amov tsuri tovei. Tan kat to aya, ari onot ror ma biny fatabiny siivan kinai tana amov tovei, tan nainy te faakouts finy ya ri muan. Gov komainy fiisok non kat to ayei. 
1TI.5.5	Vainy fafaaman ma tagaa ot faarof iny a fo amov ngapafus an aaruts tovei te naano anaanos fi naa rori ten Gov ma nom ari tu fifaakouts, ai to kan te faakats fatatabin naa rori ten Gov ma faakouts rari. 
1TI.5.6	Sana amov to te komainy vovou iny non koman tsunia patsukanen ana ayei sainy vavis non fo paparaa tan petoo tovei, kainon to te toto fi non puainy mes tsunia, a aaven ya faarei non a mat matan e Gov, an vainy fafaaman ma tagaa ot vaare iny ya. 
1TI.5.7	Faan iny tsuen parits to tsuri ma tagaa ot faarof iny arin amov an fuainy guei tsuri faavot ma tsue vasuar vaare rari na vainy. 
1TI.5.8	San e sei na mes te gim non ma makok faarof fuainy vainy tsunia fatoobing ee, tan nainy te komainy rori tu fifaakouts, iton vainy numaa tsunia fatoobing, ayei ma koo vaare na tsivon a mes tan vainy fafaaman. A mes to ayei te iring fafis iny non vainy vavaajets.
1TI.5.9	Kirkir faavots vaare ta asangan ta amov fiisen men asangar mes panainy amov to te tsue faman ror ma kat a binun ten Krais, onot non te fis non yan gonom safunuu na ingainy, ana ayei kan te fanging busen tan isen nainy tsun, 
1TI.5.10	ayei kaa bus men kat iny taatsuan me na fo viir kat rof, ana ya te makok faarof ir fuainy guei tsunia ri karap faarof mito, ayei fafasof ton vainy sagoor koman a numaa tsuan, ana ayei fauf to na tsivon fain vainy fafaaman ten Krais, ya faakouts faarof to na vainy te kaa miror fo patang, ana ayei faan iny to na tsivon tana fo viir kat savits sa faakouts ir a mesapan.
1TI.5.11	Sana mi ma kirkir faavots vaaren asangar fo amov u see moun fiisen ramen mes panainy amov; tana saa nainy te tsun non a koma rari ma kaa men koman tsian iny fifanging pis, ri te naus osing a binun tsuar ten Krais, 
1TI.5.12	ana ri te kaa me na iring, tana saa, ri gim ror ma vovou iny vaamuan nan tsuen man to ayei te kat bus ari ten Krais. 
1TI.5.13	Ana mesapan nan ya to, ri fakap babainy tsuiny ror nainy tsuar tan vavis pinpin tana fo numaa; ana ri te tsue kabuts, ri te tsue tsuk iny a ka na sikia ma kaa tsuri, ana ri te vegiau tsuk iny a foka te gim rori ma onot ma tsue tsuk iny. 
1TI.5.14	To sana nyo pon fi rou nei, u amov see moun to ari ma fanging pis ma kaa mi ri tu guei, ana ri te tagaa ot faarof iny a fo numaa tsuar, ma tsue fifiiring vaaren vainy vavaajets u vainy fafaaman, 
1TI.5.15	tana saa, mes amov takopis fuainy er, ri vovou iny to Satan. 
1TI.5.16	Sen sei na muiny fafaaman te kaa minon amov koman numaa iny guei tsuan ee, ayei ma makok faarof rari, ana ayei te gima fapatang ir gum nar vainy fafaaman ma tagaa ot faarof rari rin amov to te kaa iny ngap fi rori.
1TI.5.17	Rin tsoiny tatagaa ot tan gum nar vainy fafaaman to te kat ror fo binun tsuar rof ma nom a foiny a rof ana karap tana binun to ayei, ai to tsurin fuainy tsoiny tatagaa ot to te vaputs miror favaanan iny Vurungan Rof nane Krais ai to tan faatsuts ir a vainy fafaaman tan kat te komainy non e Gov, 
1TI.5.18	tana saa, Vegiau Ten Gov te tsue na ka,
1TI.5.18	“Nainy te faakouts non a kau a tsoiny tatagaa ot tsuan to te kip ravainy fi non yan pempem nan rais,
1TI.5.18	ayei ma kotskots vaare na nguen a kau, tanyiny ma ainy ya tan nainy te binun non ya.” 
1TI.5.18	ana
1TI.5.18	“Tsoiny binun te onot non ma nom a foiny tsuan.” 
1TI.5.19	Nongoiny vaaren vegiau te kat non ta isen ta tsoiny tatagaa ot tan vainy fafaaman, onot non te nom rom anyi ta ina fuan ge ta ina pis ta mes te tagaa iny matan fi rori tana iring to ayei. 
1TI.5.20	San a tsoiny tatagaa ot tan vainy fafaaman te kat non aveto, nyi ma tsue ets'ets ya matar a vainy faavot ma oraav patsu na mesapan tsuri tan kat aveto to.
1TI.5.21	Matan e Gov, ai Krais Jisas an fuainy morenan taabos, nyo sing marom anyi ma vovou faarof iny a fo tsue fanat tovei, anyi ma komainy fafisfis vaare na isen a mes nyi te komainy tsuiny a mesmes, sana nyi ma kat tsuiny senviir kat tana vainy faavot to te kat rom anyi na ka. 
1TI.5.22	Faveveesau vaare tan fasaur a nimam patsuur a vainy ma kat a binun tana Tsunaun, tana saa te fasaur fi rom anyi na nimam tana mes a aveto tovei, nyi faarof iny rom aveto tana mes a aveto to ma paas manyi ya. Nyi te fataanis osing aveto tana mesapan; nyi ma fakaamos fatatabiny a tsivom.
1TI.5.23	Jiu tsuiny vaare na aurom, sana nyi ma jiu ta ar wain ma guats faarof yan tsinai namanyi, tana saa nyi faadis fatatabin rom.
1TI.5.24	U aveto tana mes a vainy tapokaa enanon tana arasan, an aveto tsuri kaa enanon tan vaatsuk; san aveto tana mesapan te takop non ana ya te tapokaa enanats non vou. 
1TI.5.25	Jesan kan, u kat rof, tapokaa ror tana arasan. Ai to te gim fi rori na mesapan ma tapokaa veesau me na mes a fo kat rof tana arasan, ari kan te gim ror ma takop.
1TI.6.1	Fuainy tsoiny binun babainy ton fafaaman, ma famaari faarof ir tatagaa ot tsuar, er kaa to fair rari, ri te binun faparits ma tsue fifiiring iny vaare ta mes a asangan e Gov an faatsuts tsura to te poo fi me ten Krais. 
1TI.6.2	Fuainy tsoiny binun babainy tana fo tatagaa ot iton fafaaman ma kat kopkop vaare rari tana saa ari te faarei ror vamuinyasiny tsuri. Sana sikia, ari ma binun fatsian pis tsuri, tana saa, ari te mangiir ror tsoiny tatagaa ot fafaaman to, ana ri te nom asangan tsian tana binun a rof te kat ari.
