MAT.1.1	Jisu Krista rui ryzâm dân chu: David sapâ, Abraham sapâ kyntâ: 
1TH.1.5	hikhanin kyi Retep Thâ chu chawng hawl rengnin nyng kyn mitung chang mak, sinthyinâ le Rythâ Rythyng le sadim kân khymnâ le ai hawng tung â chang ha, nyng kyn kyi awm lâi nyng chunga i zâtmi maw kyi chang ha kyi na nyng hoi. 
1TH.1.6	Khanung, chawng chu rawkhawlnâ tor bylamnin, Rythâ Rythyng zâipârnin, nyng hai pawm a, kyini le Pumâ kyntâ a rysyimi nyng chang ta. 
1TH.1.7	Khanungchu, Makedonia le Akaia ram kyn â khym kipka ngyi tâsik ennâ zawngkhâ nyng hawng chang ta. 
1TH.1.8	Pumâ chawng chu nyng kyntâ soknin a rethek ta ia, Makedonia le Akaia rama reng teklounin, mun tina khawm Pathyn lam tyng nyng khymnâ chu a rethek ta ia; hanungchu kyini i ril rang ngan nang khâi mak. 
1TH.1.9	Asik chu nyng kyn hakhanin maw kyi hawng dân ha, yngnin tâ yngnin ngan kyini tâsik yng ril a, hanung hakhanin maw rimil kyntâ kirnin Pathyn kyn nyng hawng pan, âdam âdikmi Pathyn rang reng nyng byk thyi rang kân, 
1TH.1.10	hanung a sapâ (âthi kyntâ ai mythoumi ha, ningsy a la hawng tung rang kyntâ yi na rung lom Jisu ha) ryvân atâ a hawng tung lom rang ngâknin nyng awm thyi rang kân.
1TH.2.1	Sokpui ngyi, nyng na kyi hawng lutnâ chu nybyi changmak tinin nyngni rêlê nyng hoi ha; 
1TH.2.2	nybyi nêknin, hamâ mâna tâ nyng hoi sai kuvangnin, Philippi kho kyn ronnâ le zakyrai tak symnin kyi awm nunga ha, rawkhawl tak bylamnin khawm Pathyn Retep Thâ nyng kyn ril rangnin, kyi Pathyn kyn chu kyi hawng ngam ta chem ha. 
1TH.2.3	Asik chu kyi chawngril hi lêm chang mak a, a repek khawm chang mak; 
1TH.2.4	imyitinung Retep Thâ ril rang tâsiknin Pathyn chu chuknin kyi nai hoi kuvangnin, maniâ rang zâi mipâr chang lounin; yi mulung rang a miridikmi Pathyn zâi mitou mipâr rangnin chawng kyi ril sin. 
1TH.2.5	Hatika khawm tak mawsawrnâ maw, lyksyruthupnâ maw kyi mang sin hoi ma ngyi tinin nyng hoi ha (Pathyn kyi nâ hoipuimi); 
1TH.2.6	Krista koudep ki chang tâsiknin mi tâsik rik tak sym thyi nang khawm, maniâ kyn, nyng kyn khawm, midang ngyi kyn khawm, mypâknâ kyi zawng reng la hoi ma ngyi. 
1TH.2.7	Nu, a nâu pawmnin a nâu ngyi rang ai mawawl kuvang nyng kyn roudâi taknin tou kyi awm ha. 
1TH.2.8	Hakhavangnin kyi nom tak kuvang nyng chang tâsik ha, luk nyng na kyi nom a, Pathyn Retep Thâ reng chang lounin, kyi nun tenka khawm pe rang tâ khawm kyi sawi ha. 
1TH.2.9	Sokpui ngyi, kyi zâl sawngnâ le kyi nai sol ha nyng lâ hoi a; nyng sung atâ atu rang khawm munrik kyi sym pêk mak rang kânin zân sun sinnin, Pathyn Retep Thâ kyi ril sin ha. 
1TH.2.10	Nyngni â khymmi ngyi chunga rythyng tak le, dik tak le rêsêl lom awm lou taknin kyi awm dân ha kyi na hoipuimi nyng chang, Pathyn le ile. 
1TH.2.11	Nyngni himâ khawm nyng hoi a, pâ a nâu ngyi chunga ai tho kuvangnin kyini khawm yngni rang alu rima zâipârnâ le sungdâinâ nyng na kyi pêk a, nyng na kyi rep a, 
1TH.2.12	nyng na koumi Pathyn, a rama le a roulynnâ le yng na koumi kyn chuknin nyng awm thyi rang kân.
1TH.2.13	Hamâtâsiknin mawng lounin Pathyn kyn lawmchawng kyi ril sin, Pathyn chawng kyi kyntâ hoinin, nyng pawm lâi ha, maniâ chawng kuvangnin pawm mak chou va, Pathyn chawng kuvangnin nyng pawm kuvang ha; hamâ ha Pathyn chawng ngan â chang a, nyngni â khymmi ngyi sunga khawm â sinmi ngan â chang. 
1TH.2.14	Nyngni, sokpui ngyi, Juda rama Pathyn kouchawrai, Krista Jisu kyn â awm ngyi awm misirmi nyng chang ha, yngni chu Juda ngyi kyn yng tor kuvangnin, nyngni khawm nyng ram atâ mi ngyi kyn nyng tor seng vang. 
1TH.2.15	Hâ Juda ngyi chu Pumâ Jisu le zawlnyi ngyi rang khawm yng nyng that a, kyini rang khawm kyi nyng um a, Pathyn zâi mipâr ma ngyi a, mi kipka rang yng rydoupui sin, 
1TH.2.16	mawzawk yng man thyi rang kânin Jentail ngyi kyn chawngril mak rang tâ kyi nyng khap sin; yng thamaknâ mawngkhui a tung ta ia, ningsynâ chu yng chunga a hawng tâk ta rêlê â chang.
1TH.2.17	Imyitinung, sokpui ngyi, tawtkatê tâsik nyngni le mulung tyng tâ rytyi chang lounin, mêl tyngnin rytyinin yi awm tâsiknin, luk nyng mêl mu rang nomnin zâl kyi sawng sin; 
1TH.2.18	nyng kyn hawng rêlê rangnin kyi rawthawk a kyima Paul rêlê khawm hi vawi nika thik hawng rang ky rawthawk ta ia, imyitinung Setan ka khap sin. 
1TH.2.19	Yi khymnâ maw, yi zâipârnâ maw, yi mylallukhum ryymnâ maw imaw â chang? A hawng tika Pumâ Jisu makunga chu nyngni rêlê tou changnâ chynyu maw? 
1TH.2.20	Nyngni ngyi ngan tou kyi ryymnâ le kyi zâipârnâ nyng chang ha.
1TH.3.1	Khanungchu, a dang tip kyi sawi zou thyi mak kale chu, Athen kho kyn kyini rang reng kyi na manin awm nang tha iat kyi ti a, 
1TH.3.2	kyi sokpui, Timothi, Krista Retep Thâ lam tyng Pathyn tulsin rang hi, nyng na minget le nyng khymnâ lam tyng nyng sung midâi rang tâ kyi hawng dep a, 
1TH.3.3	hi rawkhawl tornâ ngyi siknin mi atu khawm yng nyng ngawng mak rang kânin, hi ngyi hi tor rang tânin sym kyi chang, tinin nyngni rêlênin nyng hoi. 
1TH.3.4	Nyng kyn kyi awm lâi ha rawkhawl â tor lom kyi chang tinin nyng na kyi ril sai ha; hakha rêlê ngan tou a tung ta ia, hamâ nyng hoi ha. 
1TH.3.5	Hamâsiknin tip ky sawi zou maknâ kyn, mêthêmmi chu nyng na mêthêmnin nyng na michul at a, kyi zâl sawngnâ chu nybyi chang at, tinin nyng khymnâ ky hoi thyinâ rangnin maniâ ki hawng dep â chang.
1TH.3.6	Imyitinung, Timothi chu nyng kyntâ atun kyi kyn hawng tungnin, nyng na mu rang kyi nom kuvangnin, luk kyi na mu rang nomnin ryngmunin pat kyi na ryngâinâ chawng le, nyng khymnâ le nyng mawawlnâ retep lawmawm tak kyi na hawng ril a; 
1TH.3.7	hamâsiknin sokpui ngyi, kyi sungthikawrnâ le rawkhawlnâ tinka, nyng khymnâ tâsiknin nyng chunga sungdâi taknin kyi awm ta. 
1TH.3.8	Asik chu Pumâ kyn ngetnin nyng awm kale kyi dam ta. 
1TH.3.9	Nyngni tâsik yi Pathyn kyn kyi zâipârnâ chu hamâ ruthulnin nyngni tâsik Pathyn kyn hakhanin maw lawmchawng ril kyi ai? 
1TH.3.10	Nyngni tâsiknin zân sun ryngam lounin chawngmychainin kyi awm, asik chu mêl le mêl rawtawngnin yi awm thyi rang le nyng nai nang nyng na kyi pêk thyi rang kân.
1TH.3.11	Khanungchu, yi Pathyn, yi Pâ rêlê ngan yi Pumâ Jisu khawm nyng tyng kyi nai roi chang se. 
1TH.3.12	Khanung, nyngni rang ryng nyng na kyi mu kuvangnin, nyngni le nyngni kyn le maniâ kipka kyn rawawlnâ chu, Pumâ chu mipungnin ai mirylyi chang se; 
1TH.3.13	khanungchu yi Pumâ Jisu, a mi rythyng kipka ngyi le a hawng tikân, yi Pathyn le yi Pâ makunga nyng mulung ngyi rythyngnâ tyng rêsêlnâ awm lounin a minget thyi rang kân.
1TH.4.1	Khanungchu, sokpui ngyi, a nungchema chu nyng awm dân lom le Pathyn rang nyng milawmnâ lom (atun nyng awm dân kuvang hi), kyi kyntâ nyng lâk kuvang hanungzika nyng nyi rang kânin, Pumâ Jisu kyn chu nyng na u nin nyng na kyi ril chu â chang. 
1TH.4.2	Pumâ Jisu zâra i chawng maw nyng na kyi pêk ha nyng hoi. 
1TH.4.3	Pathyn ai nom kân nyng rythyngnâ lom chu himâ hi â chang, rawawldikmak mythâ nang; 
1TH.4.4	nyngni a milunin Pathyn hoi mak Jentail ngyi kuvangnin hur lounin, 
1TH.4.5	imyitinung hakhanin maw rythyngnâ le zânin nyng tak rang rung lom, hamâ nyng hoi thyi rang kân; 
1TH.4.6	hatyng khak tyngtâ mi atu khawm thamak kânin a parolpâ chunga pubâ la mar se; Pumâ tou hakhan thamak â tho kipka ngyi rang pubâ â lâk lommi ai chang siknin kyini khawm aphut kale kyi ril sai le nyng na kyi mihoi sai ha. 
1TH.4.7	Asik chu Pathyn te rono rang tâsik yi nai kou chang mak a imyitinung rythyng rangnin tou â chang. 
1TH.4.8	Hamâsiknin, hâ kounâ rang â hengmi chu maniâ rang chang mak a, imyitinung nyng mulunga Rythâ Rythyng â pêkmi Pathyn rang tou ai heng â chang.
1TH.4.9	Imyitinung, sokpui ngyi nyng mawawlnâ tyngtâ chu nyng na sui pêk rang nang nâ ni, rawawl zylai rangnin nyngni rêlê Pathyn kyntâ rysyi â manmi nyng chang ta. 
1TH.4.10	Makedonia ram pumpui atâ sokpui ngyi kipka chunga khawm hakhavangnin nyng tho ia, hanung tou tho rang tânin nyng na ki u. 
1TH.4.11	Nyng na kyi ril kân rêlênin ha, sungdâi taknin a milu rimnin pheng sin nyinin, nyng kut rêlê mangnin tulsin rou; 
1TH.4.12	hanungchu pên atâ mi ngyi makunga nyng awm â en a hyi rang kân le i nyng na ryvâi mak rang kân.
1TH.4.13	Imyitinung, sokpui ngyi, midang khymnâ reng nyi mak ngyi kuvang nyng mulung nanâ a chang mak rang kân, â in rumu âsê sai ngyi rou hoi lounin nyng awm ha nom mung. 
1TH.4.14	Jisu â thi a, a thounok ta tinin yi khym nung chu, Jisu kyn â in sai ngyi rang Pathyn ha a bylap yng na hawng roi seng at. 
1TH.4.15	Himâ hi Pumâ chawng kânin nyng kyn kyi ril â chang. Yini Pumâ hawngnâ tenka a la hai awm ngyi hi, â in sai ngyi rang chu dep yng na êl thyi nâ mini. 
1TH.4.16	Pumâ rêlê ha mêhêtnâ ryhâu rohoinin, ryvânpilâi rysângchem hê le, Pathyn muri ryhâu le, ryvân kyntâ hawng chum at tia; hanung, Krista kyn âthi sai ngyi chu mânsânin thou yng a; 
1TH.4.17	hamâ zou chu yini a lâ dam ngyi hi, ryvâna Pumâ le rawtawng rang tânin, yngni le munka sum kân dawmnin la awm yi; khanungchu kumkhoka Pumâ bylap awm tai ti. 
1TH.4.18	Hamâsiknin, hâ chawng ngyi le nyngni ririlnin ry mêthêm rou.
1TH.5.1	Imyitinung, sokpui ngyi, a zo le a ni ngyi pheng te nyng na sui pêk rang nang lêm mak. 
1TH.5.2	Pumâ ni chu zâna chur kuvang hawng tung at tinin nyngni rêlê ngan sadim kân nyng hoi. 
1TH.5.3	“Sungdâinâ le rungnâ,” tinin yng ril lâizing kyn, nupang nâu nyi ruut kuvangnin, rymangnâ yng chunga tung at a, dep rykâng thyi nâ ni ngyi. 
1TH.5.4	Imyitinung, sokpui ngyi, nyngni chu hâ ni kyn chur kuvang nyng na hawng tung khawm âzinga te awm khâi mak chou; 
1TH.5.5	âvâr synâu ngyi le ni synâu pheng nyng chang a; zâna mi chang mak a, âzinga awmmi khawm chang mak me ia. 
1TH.5.6	Hamâsiknin, midang ngyi kuvang yi in rumu misê nâ mini, raknin sanghepnin awm yi ti. 
1TH.5.7	A in rumu â sê ngyi chu zân kyn tou, yng in rumu â sê; zu murui ngyi khawm, zân kyn tou yng na murui. 
1TH.5.8	Imyitinung, yini chu nusuna mi yi chang tâsiknin khymnâ le mawawlnâ chângpho chu silnin, zawknâ khymnâ chu lukhum mangnin rawthawknin awm yi ti. 
1TH.5.9	Pathyn chu ningsy tornâ rang chang lounin, yi Pumâ Jisu Krista zâra zawknâ yi man thyi rangnin tou yi nai sym â chang a; 
1TH.5.10	yi in rêk in mak rêk, a kyn munka yi dam thyi rang kânin yi thi ruthulnin ai thi â chang. 
1TH.5.11	Hamâsiknin, mulung ryvaknin rysym zylai rou, nyng tho reng sin kuvangnin.
1TH.5.12	Imyitinung sokpui ngyi, nyng khym tulsin zâl â sawng ngyi le Pumâ kyn nyng nâ zai ngyi le nyng nâ ril ngyi rang yng na zâ rangnin nyng na ki u, 
1TH.5.13	yng tulsin tâsik mawawlnânin luk yng na rysângnin yng na en rou, yngni le ryngyinin awm rou.
1TH.5.14	Khanung, sokpui ngyi, nyng na kyi u hi, a dân kân awm mak ngyi rang yng na pun nang, mulung tom ngyi rang rykyrnâ ril nang, zâlhek ngyi rang yng na chang nang, pheng tâsiknin tipsawi taknin awm rou. 
1TH.5.15	Mi atu khawm dikmak rang dikmak le thung mak rang tânin rikimnin awm rou; imyitinung nyngni le nyngni kyn hanungzika pheng chunga khawm pat âtha nyng tho thyi rang kân lam en rou. 
1TH.5.16	Zai nyng zâi mipâr nang; 
1TH.5.17	mawng lounin chawngmychai nang; 
1TH.5.18	atinka tâ lawmchawng pat ril sin rou; hamâ ngan tâk Krista Jisu kân Pathyn nyng nai nom â chang. 
1TH.5.19	Rythâ myichawk chu that ma rou: 
1TH.5.20	chawngril ngyi rang yng na mêtêk ma rou; 
1TH.5.21	hamâ nêknin atinka miridik nang; âtha khoka chu sadim kân pawm nang; 
1TH.5.22	thamak tinka kyntâ rikimnin awm rou.
1TH.5.23	Khanung, ryngyinâ Pathyn chu nyng pumpyl ai mirythyng chang se; hanung, nyng rythâ le, nyng mulung le, nyng tak chu yi Pumâ Jisu Krista a hawng tika chu, mêtêknâ awm lounin a pumpyl rurungnin awm se. 
1TH.5.24	Nyng na koumi chu khymawm â chang a, atak te tho rêlê iat. 
1TH.5.25	Sokpui ngyi, chawng kyi na mychai pêk sin rou. 
1TH.5.26	Sokpui ngyi kipka rang ha tymnâ rythyngnin kyi chibai yng na ril rou. 
1TH.5.27	Hi lekhâ hi sokpui ngyi kipka kyn pawrê rang tâ Pumâ rimingnin nyng na ki u.
1TH.5.28	Yi Pumâ Jisu Krista ryngmunâ chu nyng kyn awm se.
2TH.1.1	Paul, Silvana le Timothi chu, Pathyn yi Pâ le Pumâ Jisu Krista kyn Thessalonika khomi kouchawrai ngyi kyn:
2TH.1.2	Pâ, Pathyn le Pumâ Jisu Krista kyntâ ryngmunâ le ryngyinâ chu nyng kyn awm se.
2TH.1.3	Sokpui ngyi, nyngni tâsiknin Pathyn kyn pat lawmchawng â ril lom ngan kyi chang; hamâ âdik, asik chu nyng khymnâ ha sadim kân pungnin, nyng châknin nyng rawawl zylyinâ chu hanungzika â pung a; 
2TH.1.4	khanung chu ronnâ le, rawkhawlnâ nyng tornâ ngyi kyn khawm tip nyng sawinâ le nyng khymnâ tâsiknin, Pathyn kouchawrai ngyi sunga chu kyini ngyi nyng na kyi ryympui sin â chang; 
2TH.1.5	hamâ chu Pathyn ram kyntâ mi chang thyi nyng tinin, Pathyn roubo diktak ridiknâ tak â chang a, hamâtâsiknin tou nyng tor â chang hi; 
2TH.1.6	asik chu Pathyn chu â dik, nyngni rang â ron ngyi rang yng na ron hi, 
2TH.1.7	hanung, nyngni â tor ngyi rang kyi bylap ryngamnâ nyng na pe iat; Pumâ Jisu chu a ryvânpilâi rât tak ngyi le, myichawk kânin tou hawng rylang at, 
2TH.1.8	hanung, Pumâ Jisu, Pathyn rang hoimakmi ngyi le yi Pumâ Jisu Retep Thâ pawm makmi ngyi chunga pubâ hawng la iat. 
2TH.1.9	Yngni chu Pumâ makung kyntâ le a râtnâ rysâng tak kyntâ soknin kumkhoka rymangnâ le tornin awm yng; 
2TH.1.10	a mi rythyng ngyi kyn chu a roulyn rang tâ a hawng tikân chu hakhanin chang at, hanung, nyng kyn kyi chawng ngyi khymnin pawm ai chang tâsiknin, a kyn mi ngyi rang khawm yng na michâu pêk rangnin hawng at. 
2TH.1.11	Hakhavang mypâknin le chawptak a chang thyi rang kân, yi Pathyn nyng na kou rang tika chu kou lom nyng chang thyi rang kânin le, tha rang nomnâ tinka le khym tulsin tinka a lyn thyi rang kânin, pat chawng nyng na kyi mychai pêk sin hi; 
2TH.1.12	khanungchu yi Pathyn le Pumâ Jisu Krista ryngmunâ kuvang rengnin, yi Pumâ Jisu riming chu nyng kyn rypâknin awm thyi iat a, nyngni khawm a kyn rypâknin awm thyi nyng.
2TH.2.1	Imyitinung sokpui ngyi, yi Pumâ Jisu Krista a hawngnâ le a kyn yi va rubumnâ lom chawng chu, 
2TH.2.2	“Pumâ Ni te a tung ta,” tinâ rythâ tâsik maw, kyi kyntâ lekhâ kuvangnin maw, nyng mulung harawkhra nyng michukrypak mak rang kân le nyng sungthi mikawr mak rang tânin nyng na kyi u. 
2TH.2.3	Mi atu khawm nyngni rang zâlrâtnin nyng na mithing ma ngyi se; asik chu byknyi lou mânsâ hawng tung at a, Dân mysytmi, rypai sapâ ha a hawng rylang mak nung hâ Ni chu hawng tung nâ nia. 
2TH.2.4	Atak chu Pathyn yng bê kipka le, byk kipka le rutuknin, yng chunga â awm rawthawknin rawdawm at. Khanungchu Pathyn byk ina sungnin amân tâ amân Pathyn rêbênin ropong at.
2TH.2.5	Nyng kyn ky awm lâi hangyi ha nyng na ki ril sin chu hoi khâi mak chou maw? 
2TH.2.6	Azo kyn reng a rylang thyinâ rangnin ile maw atun a khap nyng hoi ha. 
2TH.2.7	Dân mysytnâ chawng ruthup chu atun khawm a sin reng a; imyitinung khai a chang mak tenka chu atun hi â khap lom â awm. 
2TH.2.8	Hamâ rang khai a chang tika chu Dân mysytmi chu hawng rylang tiat, Pumâ Jisu chu atak rang a mur ringik le that at a, hawngnin a rylangnâ rêlênin hawng mirymang at. 
2TH.2.9	Hâ Dân mysytmi chu Setan zâl le hawng at ia thothyinâ tinka le, risinnâ rimil tinka, lêmkâmchawp tinka ngyi le hawng at, 
2TH.2.10	thyi a rymang ngyi tâsik dik maknâ lêmnâ tinka le chang at; mawzawknin yng awm thyi rang kânin chawngtak ryngmunâ chu yng pawm mak tâ â chang. 
2TH.2.11	Hamâsiknin lêmchawng chu yng khym thyi rang kânin Pathyn chu rono sin a thonâ yng kyn mitung at, 
2TH.2.12	chawngtak rang khym lounin dikmakmi rang â lawm ngyi chu pheng yng na tem thyi rang kân.
2TH.2.13	Pumâ kyn mawawl chem, sokpui ngyi, Rythâ Rythyngnin le chawngtak khymnin damnin awm rang tânin, tynatâ phut Pathyn chu nyng nai zen tâsiknin, nyng tak tâsiknin Pathyn kyn lawmchawng pat ril lom rangnin ngan kyi chang. 
2TH.2.14	Hakhantâ rangnin chu atak chu yi Retep Thâ kân nyng nai kou â chang, asik chu yi Pumâ Jisu Krista roulynnâ nyng man thyi rang kân.
2TH.2.15	Khanungchu, sokpui ngyi, ngetnin ding rou, rubul ngyi chawngmâk chu kyi chawngril le maw, kyi lekha dep le maw nyng na kyi rysyi ngyi ha thep pawmnin awm rou. 
2TH.2.16	Khanungchu, yi Pumâ Jisu Krista rêlê le Pathyn yi Pâ, yi na mawawlmi le ryngmunâ tâsiknin kumkhoka tâ sungdâinâ le khymnâ thâ yi na pemi chu, 
2TH.2.17	mulung sung min dainin, sinthâ le chawngril thâ tinka kyn ai minget chang se.
2TH.3.1	Amawngnâ chema chu sokpui ngyi, Pumâ chawng nyng kyn ai awm kuvang ha, pungnin le mawsawrnin a awm thyi rang kân chawng kyi na mychai pêk rou; 
2TH.3.2	hanung, mi thamak le rythâ thamak kut kyntâ kyi zawk thyi rang kân, asik chu mi awm tenka pheng khymnâ nyi ma ngyi. 
2TH.3.3	Imyitinung, Pumâ chu khym â awm a, atak chu nyng na mingetnin thamak kyntâ nyng na rung at. 
2TH.3.4	Nyng na kyi ril khoka ha nyng la zawm sin a, hanung khawm la zawm nok nyng tinin Pumâ kyn chu nyng na kyi khym. 
2TH.3.5	Khanung, Pumâ chu nyng mulung ngyi ha Pathyn mawawlnâ kyn le Krista tipsawinâ kyn chu nyng na roi se.
2TH.3.6	Khanung, sokpui ngyi, kyi kyntâ rubul ngyi chawngmâk yng man kuvang awm lounin dân kân chang lounin â awmmi sokpui kipka ngyi kyntâ rikimnin awm rang tâ yi Pumâ Jisu Krista rimingnin chawng nyng na kyi pêk â chang. 
2TH.3.7	Nyngni rêlê ngan kyi kyntâ rysyi lom dân nyng hoi a; nyng kyn dân lounin awm mung ha; 
2TH.3.8	atu kut atâ khawm arawrawngnin bai kyi sâk la awm mak a, nyng kyn atu rang khawm kyi mirikpêk mak rang kânin, zân sun sol tak le pylak taknin sinnin tou kyi sâk; 
2TH.3.9	kyi thyi mak tâ chang mak a, kyi kyn nyng rysyinâ rangnin nyng zawngkhâ chang rang tânin kyi rawthawk tou hi. 
2TH.3.10	Nyng kyn kyi awm lâi tâ phut ngan hi chawng hi nyng na kyi pêk ha, “Mi atu khawm tulsin nom makmi chu ne khawm ne mar se,” ti hi. 
2TH.3.11	Asik chu nyng sunga atu ngyi mychang dân lounin yng awm tinin kyi hoi a, hangyi ha dep tul sin lounin lêng reng yng lêng sin. 
2TH.3.12	Khanungchu, hamâ ngyi kuvang chu, i chawng lounin sin rangnin le, yng bu ne rangnin Pumâ Jisu Krista rimingnin mulung rysamnâ chawng yng na kyi ril sin. 
2TH.3.13	Imyitinung sokpui ngyi nyngni chu tharo thâ tho hi nok ma rou. 
2TH.3.14	Khanung, atu khawm hi kyi lehkhâ kân kyi chawng a zawm mak nung chu, hamâ rang chu rawpawlpui mak rangnin risinnin awm rou, a zak thyinâ rangnin. 
2TH.3.15	Imyitinung, mâitem kuvangnin en lounin sokpui kuvangnin lam ril rou.
2TH.3.16	Khanung, ryngyinâ Pumâ rêlê chu kumkhoka lam tinka kyn sungdâinâ nyng nai pêk chang se. Pumâ chu nyng châk bylap awm se.
2TH.3.17	Kyima Paul, ku kut le chibai nyng na ki buk â chang hi; himâ hi ky lekha dep tinka kyn ridiknâ â chang, hi khanin ki sui hi. 
2TH.3.18	Yi Pumâ Jisu Krista ryngmunâ nyng châk kyn awm se.
1TI.1.1	Paul, Pathyn Zawknâ kâ pemi le Krista Jisu rang yi Khymnânin ai sym kânin Jisu koudep chu:
1TI.1.2	Khymrawdawnnânin ky sapâ tak Timothi kyn:
1TI.1.2	Pathyn yi Pâ le Krista Jisu yi Pumâ kyntâ, ryngmunâ ngyi, mulungkhamnâ ngyi, ryngyinâ ngyi hawng awm se.
1TI.1.3	Makedonia ram ky sê rang lâi nyng ki rep kuvang ha, atun khawm Ephesi kho kyn pat awm rang tânin nyng ke rep. Hanân ha mi lu nik thumka rysyinâ dikmak yng thek a, a dang tho mak rang tânin yng na ril raw. 
1TI.1.4	Retep hawl le rubul ngyi riming tin zou lou khau âtin ngyi mythâ ta ngyi se; hangyi ha khymnânin Pathyn tyng pung lounin rykhalnâ reng tou â pung. 
1TI.1.5	Mulung rythyng le âsy âtha hoinâ rythyng le khymnâ diktak kyntâ ai hawng sok, ryngmu nyi thyi rang tâsik hamâ ki ti â chang. 
1TI.1.6	Atu tu mychang ngyi yng kal dân ai koi tâsiknin yng pêt â chang a, roson dikmak tyngnin yng sê ta; 
1TI.1.7	yng chawngril zy le nget taknin yng chawngril retep chu hoi lounin, Dân a rysyimi â chang yng nom sin. 
1TI.1.8	Dân te â tha tinin yi hoi a, maniâ ngyi â mang dân yng thyi nung chu. 
1TI.1.9	Himâ hi hoi ngyi sylâ; Dân hi mi tha ngyi tâsik sym chang mak a, dân milung mak ngyi le dân a mysytmi ngyi tâsik, Pathyn rang ryvak mak ngyi tâ le mi rono ngyi tâ, mi rythyng mak ngyi le Pathyn rang zâ mak ngyi tâsik, a pâ rang â that ngyi le a nu rang â that ngyi tâsik, maniâ â that ngyi tâsik, 
1TI.1.10	rawawl â bawi ngyi tâ, pin hur ngyi tâ, muruk bawi ngyi tâ, lêmsy ngyi tâ lêmnin samâiton ngyi tâ, 
1TI.1.11	hanung mawsawrkâi Pathyn Retep Thâ lyntak rysyinâdik kyn ai awm kuvang chang lounin le a dang ryymnâ rysyinâ mâitem ngyi tâsik ngan tou dân chu sym ai chang.
1TI.1.12	Râtnâ kâ pemi Krista Jisu yi Pumâ kyn lawmchawng ki ril a, asik chu a tulsin rang tânin kai sym tâsiknin, 
1TI.1.13	aphut kale a misitmi le â ronmi le mâimok â symmi ky chang khawm; imyitinung khymlou bylampa hoi lounin â thomi ki chang tâsiknin tou, ryngmu ki man; 
1TI.1.14	hanung, yi Pumâ ryngmunâ chu khymnâ le Krista Jisu kyn mawawlnin sadim kân a lym ta.
1TI.1.15	“Krista Jisu maniâ rono ngyi mawzawknâ rangnin hi khawmola ai hawng,” ti hi khym â awm a thep pawm lom â chang; yng sunga mi rono chem ki chang hi. 
1TI.1.16	Imyitinung himâtâsik â chang, ryngmunâ ki man a, Jisu Krista chu mi rono chem, ku chunga a rawdawlthyinâ tinka a mirylang thyi rang kân; nunga kumkhoka damnâ yng man rang tâ atak a lâ khym lom ngyi yng na rumu thyi rangnin, 
