MAT.1.1	Maketourou gel ka dooudjé lo Jésus Christ, ngon lo David, ngon lo Abraham.
2TH.3.13	Mbata losè, ngakömdjé, eoidjé ta da madji ang.
2TH.3.14	Tokou mare doou mbeté ta ko tar ke djèdjè mpa mè maketourou té nèn, woidjé deo la, edaidjé mè kada sa ang, baa ta kare nè ninga ròkoul.
2TH.3.15	Woèdjé to ndjè kembaa ang, a ndedjèdjé tokou lo ngokö.
2TH.3.16	Ase kare Mbaibé Seigneur ke mè woul ndja aresè mè woul ke ndò toï, deo té toï. Mbaibé Seigneur éh kesè toï.
2TH.3.17	Mam nda maketourou laphia nèn, ma Paul, ke djim ndja. Yéh nèn to né ke mam nda mè maketourou té lom toï, to tokou ban ke mam nda maketourou.
2TH.3.18	Tòkou mè madji lo Mbaibé lodjè Jésus Christ éh kesè toï.
1TI.1.1	Paul, ndjè koula lo Christ Jésus, deo kare ta té lo Allah ndjè kadjidjè ke lo Christ Jésus mè ngebe lodjè.
1TI.1.2	Moula mare Timothée ngonem ke tokoro deo ko mè té. Tokou mè madji ke mè madji, ke mè woul éh sei deo té lo Allah Bòdjèdjè, ke Christ Jésus Mbaibé lodjè.
1TI.1.3	Ma molè mei ndedji té ke ma mpa mari tokou ma mao Macédoine té, ta kisi Ephèse té, ta kare i ase ndange mare dooudjé ta tòdjou tar ke dang ang.
1TI.1.4	Ta karedè do tar kòrou sou ang, ke gel tar ke leo ke tourè goto, mbata tar nèn to deo maina té, a tòdjou koula lo Allah ke éh ke ko mè té ang.
1TI.1.5	A gel ndedji lodjè to ndiki ke téh ke mè ke éh ke madjang kada ang, mè kedji né geré té ke madji, ke ko mè té ke tokoro.
1TI.1.6	Mare dooudjé mbata dèdè dao gatang, dèdè dïya né nèn, dèdè ntél tar té dang dang ke ba.
1TI.1.7	Dèdè ndiki ta dé ndjè tòdjou maketourou ndedjidjé ka dèdè ngeré ta ke dèdè mpa ang, aséh deo tar té ke dèdè mpa ke singa.
1TI.1.8	A djèdjè ngeré tar ndedji to madji tokou doou pa tar ndedji ke deoè.
1TI.1.9	Ngeré yèn, tar ndedji to mbata dooudjé ke gaté gaté ang, a mbata dooudjé ke mbeté Allah ke dooudjé ke ndjè né da ke madjang, mbata ndjè ke madjidjé ang, ke dooudjé ke bar ri Allah to né ke gatang, mbata dooudjé ke tòl bòdèdè ke ködèdè, ke mbata dooudjé ke ndjè tòl doou.
1TI.1.10	Mbata dooudjé ke ndjè kaiya, mbata dooudjé ke to ke mare dooudjé koutoudè té, mbata dooudjé ke ndoko mare doou, mbata dooudjé ke ere ngem, mbata dooudjé ke ndjè pa tar nadji ngem, ke mbata mare né toï ke mbeté tar ke madji,
1TI.1.11	Deo tar ndokoo té ke madji lo Allah ke éh ke madji, ke dïya darem ta ngem.
1TI.1.12	Mam nda woio nè ke narem singa mbata yèn, Christ Jésus Mbaibé lodjè, mbata nè nom to doou ke mèa ndaa kaï, mbata nè mmarem koula té la.
1TI.1.13	Lé tokou mam nto ndjè né tadji leo, ke ndjè ngätar, ke doou ke mbetè, a ma minga mè madji mbata mam nda tokou ban tokou mam nai ngeré ang, ke mo mem té ang.
1TI.1.14	Tòkou mè madji lo Mbaibé Seigneur lodjè dé nya wota mbata lom, ke ko mè té ke ndiki ke éh mè Christ Jésus té.
1TI.1.15	Tar nèn to tar ke tokoro ke ase kare dooudjé wo toï, Christ Jésus dé nange nèn mbata kadji ndjè né da ke madjang, ke horodè té mam nto ndjè né da ke madjang ke dongor.
1TI.1.16	A mbata tar nèn minga mè madji, mbata deo té lom ke to ndjè né da ke madjang ke dongor, Jésus Christ ase ta tòdjou ke daka mèa ke madji toï ke enge ang, tokou né tòdjou mbata dèdè ke gè té ke da ko mèdè té sa, mbata tébe ke ke ndò ke ndò.
1TI.1.17	Mbaibé ke ke ndò ke ndò ke ase ta kwoei ang, ke kem woè ang, Allah ke kadaba, piti ke ndokoo to ngë ke ndò ke ndò. Amen.
1TI.1.18	Mïya tar nèn mari, ngonem Timothée, deo tar té ke Allah oula dongor ke tòdjou tar loi, mbata deo tar té nèn i ase ta da dòò ke madji.
1TI.1.19	Deo ngem ko mè té ke kedji né geré ke madji. Mbata maredjé ïya deoè tokou ban, dèdè ntoudjou ko mè té lodè tokou to woei mè man té.
1TI.1.20	Ke horodè té Hyménée ke Alexandre déh tén, dèdè ke mïyadè mare Satan, baa ta karedè ngeré ta tadji né ang.
1TI.2.1	Dongor lo né toï, mam ndedji ta koi nya ke ta doudjou Allah ke da rò to ndoo, ke ta da woio Allah mbata dooudjé toï.
1TI.2.2	Mbata mbaibédjé ke dooudjé toï ke to tòkou dooudjé, baa ta kare djèdjè to djisi dò gòldjè té ke mè woul, ta ngem tar lo Allah ke mè madji deo té toï.
1TI.2.3	Mbata yèn to madji, ke ase kem Allah té ndjè kadjidjè.
1TI.2.4	Nè ke ndiki ta kare dooudjé toï inga kadji, ke ta karedè ngeré tar ke tokoro.
1TI.2.5	Mbata Allah ke kadaba, ke ndjè moso tar kada to horo Allah té ke dooudjé, nè ndja nto doou, Christ Jésus.
1TI.2.6	Nè ke noun rè ndja tokou lo andé ta kouka né dooudjé toï, tar nadji lo tar nèn dé ndò té la ndja.
1TI.2.7	Mbata tar nèn, mmarem ke daka to ndjè tòdjou tar, ke ndjè koula, ma mpa tar ke tokoro, mere ngem ang, ndjè tòdjou tar lo Gentildjé ke ko mè té ke tar ke tokoro.
1TI.2.8	Tokou ban mam ndiki ta kare dingaodjé ndja doudjou Allah loou té toï, ta kare doula djidè ke madji toï ke tarr, ke ongou ke maitar goto.
1TI.2.9	Tokou ban tò, mam ndiki ta kare dènèdjé oula koubou ke ase ròkoul ke kem té ang, ke kemkarè ngem ròdè, dèdè dwaa bi dodè ang, dèdè do lor ang aséh mere perle ang, aséh doula koubou ke narè ngeng nya ang.
1TI.2.10	A ase kare dèdè nda koula ke madji asedè, dènèdjé ke éh deo ngem tar té lo Allah.
1TI.2.11	Ase kare dènè isi dèkèkè wo tar ta geré gelè.
1TI.2.12	Mam ndiki ta kare dènè kada tòdjou tar aséh ö dò dingao ang, nè nase ta kisi dèkèkè.
1TI.2.13	Mbata Allah da Adam dongor, gè té Eve.
1TI.2.14	Adam wo kere ang, a dènè wo kere, ke nè noso deo mbeté tar ndedji té.
1TI.2.15	A dènè a kinga kadji deo koudjou ngon té, tokou nè nisi ke ko mè té ke ndiki, ke ngem rè mbata Allah, deo ndoi rè té ang.
1TI.3.1	To tar ke tokoro, tokou doou sange koula ndjè ndja ta ngem kei Allah, nè ndiki koula ke madji.
1TI.3.2	Tokou ban ase kare doou ke ndjè ndja ta ngem kei Allah éh ke mare tar dè té ang, ngao lo dènè ke kadaba, nè nto boo ke rè té. Nè nto doou ke kedji ke madji, nè ngem rè madji, nè nda madji ke ndò toï, nè ngeré tòdjou dooudjé tar.
1TI.3.3	Nè nto bere lo koto ang, doou ke da ngeng ang, a néh ke mè ke dèkèkè, nè nsange tar ang, nè nto ndjè ndiki narè ang.
1TI.3.4	Nè ngem kei la ndja madji, tokou nganè wo tè, dèdè disi do gòldè té deo té toï.
1TI.3.5	Mbata tokou doou geré ngem kei la ndja ang, a na ngem kei Allah tokou di wa?
1TI.3.6	Ase kare nè nto doou ke wo mè té bashénè ba ang, mbata dòmadjang a do ngeng la a télè mbe karè noso saria té lo Satan.
1TI.3.7	Ase kare dooudjé ke daka pa tar nadji la tokou madji, mbata dòmadjang a na koso tar tadji té lo dooudjé ke koulaa kiyaa té lo Satan.
1TI.3.8	Tokou ban ase kare ndjè kö dò kei Allah isi dò gòldè té, ke tourou ta ang, dèdè nto beredjé lo koto ang, déh ke boo né kinga ke madjang ang.
1TI.3.9	Dase ngem tar ko mè té ke yarè ke kedji né geré ke éh ke madjang kada ang.
1TI.3.10	Ase kare nnaadè dongor to, bana tokou tar goto dodè té, aredè ta da koula tokou ndjè ko do kei Allah.
1TI.3.11	Tokou ban ase kare dènèdjé isi do gòldè té to, dènèdjé ke dabe doou ang, ke nto boo ke ròdè té, dènèdjé ke mèdè ndaa kaï ke né té toï.
1TI.3.12	Ase kare ndjè kö dò kei Allah taa dènè kadaba, aredè ngem ngandè ke kei lodè ndja madji.
1TI.3.13	Mbata dèdè ke nda koula ndjè ko do kei Allah, dèdè dinga loou piti ke madji mbata lodè ndja, ke mèdè oso pon nya ke ko mè té ke éh mè Christ Jésus té.
1TI.3.14	Mam nda né nèn maketourou té mari, mbata mam ndiki ta kao ròi té loshénè.
1TI.3.15	A tokou mam ndé ndjange ang, tokou ban i ase geré ta kare dooudjé ngem ròdè tokou ban wa mè kei Allah té, ke to kei Allah lo Allah ke tébe, nè nto gadji ke gòl tar ke tokoro.
1TI.3.16	Ke maitar kada ang, tar ke yarè lo tar ke madji lo Allah lodjè, ke to bo,
1TI.3.16	Nè ntéh da rò té, nè nto gaté gaté mè Ndil té, angedjé woè, ntòdjou tar la horo Gentildjé té, do mèdè té sa nange nèn, dwèè ke tarr ke ndokoo.
1TI.4.1	A Ndil ke madji toï pa tokoro, ke ndò té ke goukou maredjé a kïya ko mè té, dèdè da ko tar lo ndii kere ke tar ke ndildjé ke madjang tòdjou.
1TI.4.2	Deo ngem té lo dooudjé ke tòdjou tar ngem, dèdè ke kedji né geré lodè ndja to tokou andé ke pourou nya notè.
1TI.4.3	Dèdè dare tar ndedji na doou taa dènè ang, dèdè dare tadè dooudjé ta kousa nédjé ang ke Allah dadè ta taa ke woio, mbata dèdè ke do mèdè té ke ngeré tar ke tokoro.
1TI.4.4	Mbata né toï ke Allah da to madji, yéh ke ta mbeté goto tokou doou taa ke woio,
1TI.4.5	Mbata yèn ndé madji toï deo tar té lo Allah ke deo doudjou Allah té.
1TI.4.6	Tokou i pa né nèn are ngaködjèdjè, i a dé to doou tòdjou tar ke madji lo Christ Jésus, ngeng ke tar ko mè té ke tar ke madji ke i ao ndja gè té.
1TI.4.7	A mbeté tar ke gatang, ke tar kòrou sou lo bouka dènèdjé.
1TI.4.8	Ngem ròi ndja deo ngem tar té lo Allah, mbata da rò inga né ngadji deo ndam té, a doou inga né ke ase né toï deo ngem tar té lo Allah, mbata tar tòna to tén mbata tébe ke loshénè, ke mbata tébe ke ao dé tò.
1TI.4.9	To tar ke tokoro ke ase kare dooudjé wo toï.
1TI.4.10	Mbata tar nèn djèdjè nda koula ke djinga ongou ke tar tadji dòdjè té, mbata djèdjè djounda mè ngebe lodjè ke rò Allah té ke tébe, ke to ndjè kadji dooudjé toï, to ndjè kadji ke tokoro lo ndjè ke wo mèdè té.
1TI.4.11	Epa né nèn ke daka, etòdjoudè.
1TI.4.12	Are doou kada mbeti ang mbata i nai basä bai, a edé to né tòdjou lo dèdè ke do mèdè té, ke tar ke i pa, ke ngem rò, ke ndiki, ke ko mè té ke mè ke éh ke madjang kada ang.
1TI.4.13	Nderèng mam ndé, ounda mei dò toura maketourou té no dooudjé té, ke ta ndedji ke ta tòdjou tar.
1TI.4.14	Eda sä ke né kare ba ke to mei té ang, ke dari deo tar té ke Allah oula, tokou tòkou dooudjé ila djidè dòi té.
1TI.4.15	Ngem né nèn toï madji, ounda mei toï kendé, tokou ban dooudjé toï ase ko bar loi.
1TI.4.16	Ngem ròi ndja, ke tar ke i tòdjou, eda né nèn ke ndò toï, mbata ke koula té nèn i a kadji ròi ndja ke ndjè ke wo tai tò.
1TI.5.1	Ndange tokou doou ang, a ndedjè tokou lo bòidjè, eda ke dooudjé ke to basädjé tokou lo ngaköi.
1TI.5.2	Tokou dènèdjé tokou lo köidjèdèdè, ngamandédjé tokou lo ngakönani ke mè ke to madji toï.
1TI.5.3	Wal dènè ndoubadjé ke to dènè ndoubadjé ke tokoro.
1TI.5.4	A tokou mare dènè ndouba éh ke ngandjé, aséh ngandjé lo nganè, are dèdè ngeré dongor ta tòdjou deo ngem tar lo Allah mè kei té lodè ndja, ke ta tél kouka bòdèdè ke kòdèdè madji ke né ke dèdè dinga, mbata yèn to madji kem Allah té.
1TI.5.5	Nè ke nto dènè ndouba ke tokoro ke nisi la ke kadèba, nè nounda mè ngebe la ke rò Allah té, ke ndò toï nè ndoudjou Allah nya ke doudjou tilti rem kade rem.
1TI.5.6	A nè ke noun rè ndja to né kinga koukou, nè nto yo, lé nisi tokou kem.
1TI.5.7	Epa tar nèn aredè to, ta kare tar ke madjang dé dodè té ang.
1TI.5.8	Tokou mare doou ngem ndjè ang ke to la ndja, nè mbeté ko mè té mbä, nè nto madjang nouta madjang lo doou ke wo mèa té ang.
1TI.5.9	Eda ri dènè ndouba maketourou té lo dènè ndoubadjé ang, tokou bal la ase dòmisä ang, aséh tokou nè ntaa dingao wota gar kadaba.
1TI.5.10	Dase pa tar nadji madji dò koula té la ke madji, tokou nè ngem ngandjé, tokou nè nda madji ke ndjè mbaadjé, tokou nè ntoko gòl ndjè ko mè tédjé, tokou nè nda madji ke ndjè ke éh ke ongou, tokou nè ngem ta da koula ke madji deo té toï.
1TI.5.11	I mbeté ta da ri dènè ndoubadjé ke nai mandé mè maketourou té, mbata tokou dèdè nda ta mbeté Christ mbata boo ke rò té, dèdè ndiki ta taa ngao.
1TI.5.12	Tokou ban dèdè dinga saria mbata dèdè mbeté ko mè té lodè ke dongor.
1TI.5.13	Dò tar té nèn, dèdè ndé to ndjè dabe, dèdè ndja dang dang ta kei té kada kada, ke dèdè nda dabe ke kadèba ang, a ndé to ndjè ton tam ba ke ndjè tar ke dèkerè, dèdè mpa tar ke ase kare mpa ang.
1TI.5.14	Tokou ban mam ndiki kare dènè ndoubadjé ke nai mandé taa ngao, kare doudjou ngandjé, ngem kei lodè, ke dare deo ndjè kembaa ta toula dòdjè ang.
1TI.5.15	Mbata loshénè maredjé tél ao ke go Satan té.
1TI.5.16	Tokou mare ndjè ko mè té ke dingao aséh ke dènè déh ke dènè ndoubadjé, ase kare nè ndja ngemdè, are kei Allah ngemdè ang, tokou ban kei Allah ase ngem ndjè ke to dènè ndoubadjé ke tokoro.
1TI.5.17	Tòkou dooudjé ke ngem deo lodè madji, are dooudjé òsou gadjidè nya wota, dèdè ndja ke nto ndjè da koula pa tar, ke ntòdjou tar.
1TI.5.18	Mbata maketourou lo Allah pa, Ase kare eto ta mange ang, tokou nè nouba kandé ko, ke, Ndjè koula ase kinga kouka la.
1TI.5.19	Epa tar toula dò dò tokou doou té ang tokou ndjè tar nadji éh djo aséh mouta ang.
1TI.5.20	Dèdè ke nda né ke madjang, ndangedè nò dooudjé té toï, ta kare bel da kesedjé.
1TI.5.21	Mam ndedji no Allah té ke Christ Jésus ke angedjé ke mmardè ke daka, eda né nèn ke mè ke geré tar dongor ang, ke ta ndiki marè wota marè ang.
1TI.5.22	Ila dji dò doou té kada ndjange ba ang, eda naaté ke madjang lo mare doou ang, ngem ròi ndja are madjang òrou ang.
1TI.5.23	Aih man ke ba marè ang, aih vin ngadji mbata wouri ke mbata rò too ke dai ke ndò ndò.
1TI.5.24	Né ke madjang lo mare dooudjé téh daka kem dooudjé té, baa dao kedè saria té, a né ke madjang lo maredjé téh gè té goukoudang.
1TI.5.25	Deo kadaba ban to, koula ke madji téh daka kem dooudjé té, ke yéh ke téh ang da kiyaadè pi.
1TI.6.1	Ase kare dèdè toï ke nto ko kake bange né bere té, dèdè nwal ebèèdèdè ndja tokou doou ke dase kòsou gadjè, ban baa ta kare ri Allah ke tar la ndé né tadji ang.
1TI.6.2	Dèdè ke ebèèdèdè to ndjè ko mè tédjé, are mbetédè ang mbata dèdè nto ngaköna, a ase kare dèdè nda koula lodè madji wota, mbata dèdè ke dinga né deo koula té lodè to ndjè ko mè tédjé ke ndikidè, etòdjou ke ndedji deo né té nèn.
1TI.6.3	Tokou mare doou tòdjou tar ke dang, ke ndiki gè ke tar ke gaté gaté lo Mbaibé lodjè Jésus Christ ang, tar ke to deo ngem tar té lo Allah,
1TI.6.4	Dè ngeng nya ke boro, nè ngeré né ang, néh ke boo doudjou tar dabe, ke ta maitar deo té ke are mè ï, ke kòlna, ke né tadji, ke sange mè ke tar ke madjang.
1TI.6.5	Kòl horo dooudjé té ke gousou lodè toudjou mbä, ke tar ke tokoro éh kedè ang, mèdè pana deo ngem tar lo Allah to ngä kinga né.
1TI.6.6	Né kinga nya éh deo ngem tar té lo Allah ke mè koukou.
1TI.6.7	Mbata djèdjè ndé ke né kada dò nange té nèn ang, ke djase ta kao ke né kada ang, tokou djèdjè djïya nange nèn.
1TI.6.8	A tokou djèdjè djéh ke né kousa ke koubou, yèn a kasedjè.
1TI.6.9	A dèdè ke ndiki kinga né kinga, doso kere té, ke koulaa kiyaa té, ke boo mbe, ke boo nya ke are ongou ke ila dooudjé loou toudjou té ke loou kem pourou té.
1TI.6.10	Mbata gòl né ke madjang to ka ndiki narè, to mbata boo ban ke maredjé ao dang dang, dïya deo ko mè té ke dila ròdè ndja né ongou té nya.
1TI.6.11	A mbata i, doou lo Allah, aïn nèn toï, eda ta ndja go gaté gaté té, ke deo ngem tar lo Allah, ko mè té, ndiki, ke mè ke enge ang, ke mè ke isi dèkèkè.
1TI.6.12	Eda dòò ke madji lo ko mè té, etaa tébe ke ke ndò ke ndò ke mmari ta taa leo, ndò ke i pa tar nadji ke madji no ndjè nadjidjé té nya.
1TI.6.13	Mam ndedji no Allah té, nè ke nare tébe né toï, ke nò Christ Jésus té, nè ke mpa tar nadji ke madji no Ponce Pilate té,
1TI.6.14	Mam ndedji ta ngem tar nèn, ta kare yèdo aséh tar tadji to kendé kada ang, sar téh lo Mbaibé lodjè Jésus Christ.
1TI.6.15	Ke na tòdjou yèn ke daka ndò té la, deo té lo nè ke nto tokou Mbaibé ke madji kadaba, Mbaibé lo mbaibédjé, Mbai lo mbaidjé.
1TI.6.16	Nè kadaba ke nisi ke tébe ke ke ndò ke ndò, ke nisi lokarè té ke doou ase ta kao kendé ang, nè ke doou kada woè ang, ke ase koè ang. Are piti ke singa ke ke ndò ke ndò to la. Amen.
1TI.6.17	Ndedji ndjè ke éh ke né kinga nange nèn are mboro ang, ke dounda mèdè do né kinga té ang ke ase goto, a dounda mèdè do Allah té, nè ke naredjè né nya toï mbata rònèl lodjè.
1TI.6.18	To tar lodè ta da madji, ta kare koula ke madji lodè to né kinga lodè, ta da mè madji ta kare né, ke ta kaina né lodè.
1TI.6.19	Tokou ban dèdè ngem mbata ndò ke goukou gòl né kinga ke madji mbata lodè ndja, baa ta kare ntaa tébe ke to tébe ke tokoro.
1TI.6.20	A Timothée, ngem né ke dari ta ngem, mbeté tar kòrou sou ke tar dang dang ke ba, ke maitar gousou ke doou bar to gousou ke tokoro, a to ngem.
1TI.6.21	Ke maredjé ke ndiki gè kendé dao dang dang, dïya deo ko mè té. Tòkou mè madji éh sei.
2TI.1.1	Paul, ndjè koula lo Christ Jésus, deo ndiki té lo Allah, deo to tar tébe ke éh mè Christ Jésus té.
2TI.1.2	Moula mare Timothée, ngonem ke mam ndikè nya.
2TI.1.2	Allah Bòdjèdjè ke Christ Jésus Mbaibé lodjè ari tòkou mè madji, ke mè madji ke mè woul.
2TI.1.3	Mam nda woio Allah, nè ke mam nda sa ke kedji geré né lom ke éh ke madjang kada ang, tokou kamdjédèdè nda sa leo, tokou mem olè dòi té ke doudjou Allah té lom kade rem tilti rem.
2TI.1.4	Tokou mem olè dò man kemi té, mam ndiki nya ta koi tilti rem kade rem, ta kare mem ase dousou ke koukou.
2TI.1.5	Mounda mem do ko mè té loi ke tokoro, ke to mè kaidjè té Loïs ke mè köindjè té Eunice dongor, ke loshénè mam ngeré tokoro to mei té tò.
2TI.1.6	Mbata tar nèn, mam ndedji ta tél kòrou né kare ba lo Allah ke i inga deo kila djim dòi té.
2TI.1.7	Mbata Allah aredjè ndii bel ang, a nè naredjè ndii singa ke ngä ndiki ke kemkarè.
2TI.1.8	Tokou ban éh ke ròkoul kada ang mbata tar nadji lo Mbaibé Seigneur lodjè, aséh mbata ma ke nto ndjè kei koula la, a inga né ongou sem mbata tar ke madji deo singa té lo Allah.
2TI.1.9	Nè ke nadjidjè ke mmardjè ke bar ke madji toï, ke deo koula té lodjè ang, a deo né té ke nè ndja ndiki, ke tòkou mè madji ke nè naredjè mè Christ Jésus té dongor bal toï.
2TI.1.10	Ke téh loshénè mbä, deo téh té lo ndjè kadjidjè Christ Jésus, nè ke ntoudjou singa lo yo, ke nare tébe ke né ke toudjou ang ntéh lokarè té deo tar té ke madji.
2TI.1.11	Mbata tar ke madji nèn, mmarem ke daka to ndjè kila mber tar, ke ndjè koula, ke ndjè tòdjou tar.
2TI.1.12	Ke mbata yèn tò, ma minga ongou né nèn ngeng. A ma méh ke ròkoul ang, mbata mam ngeré nè ke mo mem té sa, ke mam ngeré tokoro nè nase ngem né ke mïya marè ta ngem, sar ndò té ke nou.
2TI.1.13	Ngem né tòdjou tar ke madji ke i wo tarn té, ke ko mè té ke ndiki ke éh mè Christ Jésus té.
2TI.1.14	Ngem tar ke tokoro ke dari ta ngem, deo té lo Ndil ke madji toï ke isi mèdjè té.
2TI.1.15	I geré ndjè ke Asie té toï dïyam mbä, Phygelle ke Hermogène déh horodè té tò.
2TI.1.16	Are Mbaibé Seigneur da mè madji kei lo Onésiphore, mbata nè nda nare mem woul gar baya nya, ke néh ke ròkoul mbata koulaa narè ke waam ang.
2TI.1.17	A tokou nè ntéh Rome té, nè nsangem ndjange ndjange, ke nè ningam.
2TI.1.18	Mbaibé Seigneur arè ta kinga mè madji dji Mbaibé Seigneur té ndò té ke nou, ke i ndja geré madji né nya ke nè nda sem Ephèse té.
2TI.2.1	Tokou ban ngonem, edé ngeng ke tokou mè madji ke éh mè Christ Jésus té.
2TI.2.2	Ke né ke i wo tarn té horo ndjè tar nadjidjé té nya, are tar nèn ndjè ke éh ke mè ndaa kaï, dèdè ke dase tòdjou tar mare dooudjé tò.
2TI.2.3	Ndiki gè ta kinga né ongou ase loi tokou ndjè pourou ke madji lo Christ Jésus.
2TI.2.4	Doou ke ao dòò tokou ndjè pourou, ounda mèa do né tébe té ke béh ang, mbata nè ndiki ta kare koukou doou ke barè pourou té.
2TI.2.5	Ke tokou doou ke da ndam, da karè djòkedò ang tokou nè ntana ke deoè ang.
2TI.2.6	Ase kare doou ke ndjè ndòò ke da koula nya inga kandé ko ke dongor.
2TI.2.7	Ounda mei tar té ke ma mpa mari, mbata Mbaibé Seigneur a kari kemkarè né geré toï.
2TI.2.8	Ounda mei dò Jésus Christ té, ke ï mè bwa yo té mbä, doou ke gel David té, deo kadaba ke tar ke madji ke ma mpa.
