MAT.1.1	Taki̱da ki̱kuwang Yesu Masiya, buke Dauda, wu n ki̱n buke Yibrayime.
1PE.2.20	Aya ka ni̱bu a twalan a wuka ki̱le, kasi no m mu ni̱ri yire we ti̱tu a ne ki̱ti̱me we. Aya ka ti̱ma nangang ki̱yilange, yinu ti̱nwe riye we dur ki̱ne, ti̱ma bwanuwe, a le, n Kwama ka yo chimi̱n delaku. 
1PE.2.21	Nang chi n Kwama a yal mi̱ne chi̱ne, n Masiya a nwe riye ti̱n di̱ne chi̱ne. Nang tiyangu a du chimi̱n ko ti̱bunti̱ nani kiyu.
1PE.2.22	“N ki̱n a manbu ki̱le we ko bayim,
1PE.2.22	a ne nii a nwe mi̱nti̱ ti̱kwani a yiko we.”
1PE.2.23	Ki̱dangu ni̱bu a tu ki̱nangu, n ki̱n a yeebu. Ki̱dangu a nwe riyengu, a yibu ko ka yeedu. Aya n ki̱n a yo ni̱r ki̱nu a ka di̱Kwama, wu ki̱ma mwataki̱ ki̱yilange. 
1PE.2.24	N ki̱n ki̱fwan a da̱u ki̱leti chireyu we bwikiyu yo ni̱bu a kuka ki̱n a ki̱tiyang bwange. A ma yiko ke we bwako ke ni du ki̱leti chireyu ni kau ni̱bu yilem. We bunbi kitu ti̱ya beku. 
1PE.2.25	Feredi a no ti̱le we wa̱re yinang kwanti, aya ki̱ka̱ngu ti̱ki̱lawe bwa Naba Toke, wu ki̱to ti̱kuri chi̱ne.
1PE.3.1	A fi wiine, n ti̱n nati̱bu ti̱ma kwartabu chimu mi̱n kwa̱mbi̱r, ke ka bi̱kam we tibe chi a bunti̱bu ya̱m Kwamame, we daati yiyili chiyu ka yodu n Kwama ka wuwe chidu, kasi no niya ma chimi̱nbu di̱kan di̱mwar, 
1PE.3.2	di̱ne n chi ka kudu tiyangu n ti̱ni wa̱la̱k we ni̱tu chi̱ntu n ti kwa̱mbi̱r chi̱nu.
1PE.3.3	Leran chi̱ntu a kadu ka ti̱tu a bwi we, yinang yikki̱ durang ka doku bukki si̱nariya, ka kuli̱n di̱du ki̱ni kwa̱ti̱ri̱ne. 
1PE.3.4	N ti ki̱ku ta madi yangu, leran chi̱ntu a kau ti̱tu a mure ni̱r chi̱ne, ti̱kabi buk ki̱ni takku durang ti̱tu nang daatiyu a kayabu kayane. Ti̱tu nang chi a la chiye we di̱Kwama. 
1PE.3.5	Nang chi nati̱bu feredimu bi̱bi wauwadi̱mu bi̱bu a yo ni̱tu chitu a di̱Kwama yinu a dosa dutu chitu. N chi ki̱ma kwartabi̱ chimu mi̱n kwa̱mbi̱r. 
1PE.3.6	Yinang Saratu, wu a ma kwartako, n Yibrayim mi̱n kwa̱mbi̱re yinu ki̱yal kwartako ko, “Tete.” N ti̱n ta kau fwa̱niki ka nangi̱n chi̱ntu a lenge yinu ta nwebu taye.
1PE.3.7	Yiko ti̱n, n ti̱n kwartabu, ti̱swe n ti nati̱bu chimu ki̱ni swaangku, ti̱yim n chi a ne dukan we yinang chi̱n. Ti̱ni chi dwiyentu di̱ne n ti̱n n ti nati̱bu chimu ti̱ya ti̱kuri ware di̱ne li̱me Kwama. Ti̱ma ying ke twa̱ba̱ku chi̱ngu a ledu wa̱re we.
1PE.3.8	We kutengi kwang, n ti̱ni ki̱ni kwang ti̱yo ti̱kuran chi̱ntu a fi wiine, ti̱nwe ki̱bune yichiyu, ti̱mi̱la kebi̱bu, ti̱maka yichiyu, ni a kukki̱du dur ki̱nu we. 
1PE.3.9	Ti̱yedu bwila we ki̱ni bwila, ka di̱tur ki̱ni di̱ture. We yiko, ti̱yo chi mi̱n delaku. Di̱ne yiko n Kwama a yal chi̱ne a bwa̱u ta ya delaku. 
1PE.3.10	A mwalmwale ko,
1PE.3.10	“Wu ki̱baddu ka nwe ta̱ma̱ng ti̱kuri kiye,
1PE.3.10	yinu ki̱baddu diti kiyu ka lediye,
1PE.3.10	a tau ben ki̱nu we chi ti̱bwilaitu,
1PE.3.10	a tatti̱ yii ko we ti̱kwanitu.
1PE.3.11	N ki̱n ka sabi̱r kuteng we bwila ka ma chi ti̱yili,
1PE.3.11	a bau li̱mangu ki̱ni ni̱r ki̱ni diin.
1PE.3.12	Di̱ne nui Tewuduwe we a nii ki̱tum yile,
1PE.3.12	ki̱telikiyu ki̱nwe twa̱ba̱ki̱bune chitu.
1PE.3.12	Aya n Tewuduwe a sabi̱r kuteng
1PE.3.12	we ni̱bu ki̱tum bwilamu.”
1PE.3.13	N wure ka ma chimi̱n muli̱nu ka ti̱funti̱bwi ti̱ma chi ti̱yiliye? 
1PE.3.14	Aya kasi no ti̱ nwe riye we chi ti̱yilitu ti̱maditu, n Kwama ka yo chimi̱n delaku. Di̱ne yiko ti̱nwedu tayi bi̱bu ki̱ma chimi̱n muli̱ni̱mu we, a buddu chi̱n ni̱r we.
1PE.3.15	Aya we ni̱tu chi̱ntu ti̱ni Masiya dwiyentu, di̱ne ki̱n nang Tewuduwe. Ti̱swe ki̱ni doku bwiyang ka wuwule ki̱swiye ke ti̱ni ka wuwule niiye di̱ki̱li̱nu wu ka bi̱u chi̱nu we yo ni̱re n ti̱ni ki̱ne, 
1PE.3.16	aya ti̱ma ki̱ni ni̱ri bukki̱n n ti niku dwiyenang. Ti̱ma ka nang ti̱ti̱le chiye ki̱ni ni̱r di̱yili̱ni kwadu, ke ka ni̱bu a tu chi̱ne, bi̱bu ki̱fwa bwila we da wuyile chi̱n wu a ni̱bu bunti̱ki̱m Masiyame be ka nwe dibwi.
1PE.3.17	Di̱ne a dakan, ta nwe riye we chi ti̱yilitu ti̱maditu ka ki̱ke Kwama, n ti ki̱ku ta nwe riye a tunku bwila.
1PE.3.18	We yiko n Masiya a bwa di̱ne ki̱leti ki̱da kiin a ri, n ki̱n naba yile a bwa di̱ne chi̱ni ni̱bu ki̱leti̱m, ke a yo ni we kakku Kwamangu. N chi a chi̱u ki̱n we bale bwiye, aya n ki̱n a kuku ki̱n wukure ki̱ni dukan Fi̱ki̱m.
1PE.3.19	Yinu we dukan Fi̱ki̱mi̱nu n ki̱n a yikan a ma di̱mwaru we fi̱ki̱mtiyu a lo di̱bi̱nti̱leyu. 
1PE.3.20	Bi̱bu nang fi̱ki̱mti bi̱bu chi a ko a bunti̱bu chi n Kwama fwa ferediye, ki̱dangu ki̱n a swe ki̱ni bwanu we yo n Nufu a yaki̱ do kwa̱mbi̱re mwe. Ni̱bu a swimi bayim we mwe bambi̱lake, n chi nari̱bu we kwa̱mbi̱re mwe.
1PE.3.21	Mwe wu a kau di̱mwal batisma di̱du a yu chi̱n ki̱ka̱ngi̱nu. N ke nuraku dutang we bwiti chiyu, aya nang bakku ta ma Kwama mi̱n nangu ki̱ni ni̱ri diine. Ki̱yu chi̱nu we kunku Yesu Masiyangu we furu.
1PE.3.22	Ki̱ka̱ngu m Masiya a yika dii. A swe a kang ki̱yilang Kwamang, ki̱ma mati̱n ni̱bu ti̱tumbi̱ri Kwamamu n ti mati̱mu n ti ni̱bu ki̱ni dukani̱mu a swe a wume ko.
1PE.4.1	Yiko ti̱n yinangu m Masiya a nwe riye we a bwiye, n ti̱n fal ti̱ mu ni̱ru ti̱bunti̱ da ko we nwe riye, di̱ne ka nang wuwule niye wu a nwe riye a bwiye, ka du maku ki̱letiyangu. 
1PE.4.2	We ki̱swi a du ta swedu we ti̱ti̱nite, ne ta ki̱lati̱nu we da chi̱n wa kubeku bwiyange, aya ti̱ bunti̱ ki̱ke Kwama. 
1PE.4.3	Ti̱kai ki̱swi chi̱n feredi ti̱ma chi kuu ni̱bu a yimbu Kwama ki̱maditu. Ti̱lekan we ti̱kulitu, n ti kubeki̱ bwiyangu dangtidangti, n ti ti̱tosantu, n ti ki̱fi̱bti n ti ti̱noran ta mabwi n ti siiku di̱yor.
1PE.4.4	Yinu ki̱kangu fati̱bu chimu feredimu ki̱ya̱r yii yo ta kunkabu n ti chi we maku chi ti̱bwilatu yinangu no kwadangu, n chi ki̱ swa̱ba chi̱nu. 
1PE.4.5	Aya n chi ka fwa ki̱leti chiyu we kakku Kwamangu, wu ka mwata bi̱bu ki̱ni ti̱kurimu n ti bi̱bwari̱mu mi̱nu. 
1PE.4.6	Nang chi a yo ni̱bu a ma bi̱bwari̱mu mi̱n di̱mwar ya̱m bi̱li̱me, kasi ki̱ku ni̱bu a mwata chimi̱n we a bwiyangu yinangu a fwe ti bi̱kamu ni̱bangu, ni̱bu n chi ka medu ka swedu we Fi̱ki̱mu yinang Kwama.
1PE.4.7	Ti̱ti̱nitu a mwatan ki̱ridu, di̱ne yiko ti̱ti ki̱ni ki̱yolang, n ka wure a tau dur ki̱nu, ke ti̱yim tiwe twa̱ba̱ku buningu. 
1PE.4.8	Chi a la chiye nang ti̱tu, ti̱ mi̱la yichiyu ki̱ni ni̱ri diin, di̱ne mi̱laki̱ku ki̱yo duku ki̱letiyangu nabwen. 
1PE.4.9	Ti̱yiu kal chi̱nu a chau chitu we loni chiyu a ne kungakunga we. 
1PE.4.10	N Kwama a ni ka wure wakili ki̱ti̱me wu ka mang chiye dangti dangti, wu a li̱me ko, di̱ne ke ni ma nangangi ki̱n ke ni maka kal chi̱renu. 
1PE.4.11	Nii wu ki̱ti̱me ko wu a di̱mware, a mwintuwe ka ma di̱mwar ya̱m bi̱bu a chire a di̱Kwamam. Bi̱bu ki̱ti̱me chi nangange, a chakakku a nang ma nangangu ki̱ni dukan di̱du n Kwama a ni chi̱nu, ke we chiti kwang n Kwama ka ya delaku we di̱Yesu Masiya, wu dwiyentu n ti dukanu n ti̱ki̱n ki̱diya kwadu. Amin.
1PE.4.12	Kebu bi̱bu mi̱n mi̱ladi̱mu, ti̱yaru yii we riye ti̱nwedi budde di̱ne sweku change, ti̱da̱du we ti ti̱kan chi ti̱fwi ki̱fwedu n ti chi̱n. 
1PE.4.13	N ti̱ki̱ki yikongu, ti̱ri ki̱ni ti̱mi̱lan di̱ne ti̱nwe riye tiyangu m Masiya nwengu, ke ti̱ri ki̱ni furi mwe mwen nabwen yo n ki̱n ka bedu ki̱ni dwiyen kite. 
1PE.4.14	N ti̱n ni̱bu delaki̱m ka ni̱bu ki̱tu chi̱nu di̱ne ti̱bunti̱ Masiya, ti̱tu ki̱yung Fi̱ki̱m Kwamam bi̱bu ki̱ni dwiyeni̱m we ware ti chi̱n. 
1PE.4.15	Nwe riye chi̱n a kaduwe di̱ne ti̱kau dute, ka kute, ka ti̱ma chi ti̱bwilaiye, ka ti̱ yo dur chi̱nu we chitu a ne lwangang chang we. 
1PE.4.16	Aya ka wuka we tibe chi̱n ki̱nwe riye di̱ne ki̱bunti̱ Masiya, a nwedu dibwi we, aya a nang wana Kwama di̱ne ni̱bu ki̱yal ki̱nu ko naba bunti̱ke.
1PE.4.17	Ki̱swi a lam di̱ne mwatake, ka mwedu we ni̱bu bi̱bu m bi̱u Kwamamu. Ka a mwetuwe di̱chi̱niye, kanodu bi̱bu a kebu ya̱m bi̱li̱m Kwamamu ka kadi yire? 
1PE.4.18	A mwalmwale ko,
1PE.4.18	“ka ni̱bu yilemu ka swidu bawiye,
1PE.4.18	ka kadi yire we bi̱bu a yimbu Kwamamu
1PE.4.18	n ti ni̱bu ki̱letimu?”
1PE.4.19	Di̱ne yiko, bi̱bu ki̱nwe riye di̱ne ki̱ke Kwama, a chakakku a nang ma chi a leetu. A ni dutu chitu a di̱Kwama wu a mu chi kwange, n ki̱n wu a kwiyabu bwa̱ki̱ kange.
1PE.5.1	M mi̱n wu mang kau sele mi̱n fwan, mi̱n mwa chi̱nu n ti̱n seli̱bu kanbi Kwamamu. M mi̱n wetuwe bi̱bu a ku riye Masiyame. M mi̱n wetuwe bi̱bu ka ya delaku kangu we di ki̱lake ko. Mi̱n wana chi̱nu mi, 
1PE.5.2	ti̱ to ki̱ran kwanti di̱du n Kwama a ni chini̱nu. Ti̱nang da̱ngdu ki̱ni ki̱ ke chi̱n, n ke yinangu ni̱bu ki̱yo chi̱nu yong. Ti̱maduwe di̱ne ni̱bu ka fee chi̱ne, aya ti̱ma di̱ne ti̱ badu siin ta ma nangang Kwamang. 
1PE.5.3	Ti̱yungdu dukan we ni̱bu bi̱bu n Kwama a ni chini̱mu, aya ti̱yung da wuyile we kwanti n chi ka miyade. 
1PE.5.4	Yinu yo Naba Toke Wuduwe ka fwadede, taya di̱ki̱ri̱n di̱yili̱n di̱du dwiyen kitu a ne ridu riye ki̱diya kwadunu.
1PE.5.5	Bwelemu ti̱n, ti̱bunti̱ ya̱m seli̱bu. N ti̱ni ki̱ni kwang, ti̱kuki̱du dutu chi̱ntu we, ti̱maka yichiyu we nangangu, di̱ne ya̱m Kwamamu a fwa ko,
1PE.5.5	“N Kwama ki̱ko ni̱bu ki̱kuki̱ duti̱mu,
1PE.5.5	aya ki̱yung ni̱bu bi̱bu a kuki̱bu dutu chiti̱mu mi̱n li̱me.”
1PE.5.6	Di̱ne yiko, ti̱kuki̱du dutu chi̱ntu we kakku Kwama naba dukane, ke we ki̱swi a dakane ka ni chi̱n dwiyentu. 
1PE.5.7	Ti̱du ti̱kuran chi̱ntu kwang a di̱ki̱ne, di̱ne n ki̱n nang naba tore chi̱n.
1PE.5.8	Ti̱do bwi, ti̱swe ki̱ni ki̱yolang! N Setan ki̱bwa̱ladu yinang turum wu ki̱kii wii chune, ki̱bau wu ka wude. 
1PE.5.9	Ti̱nidu ki̱n da we, ti̱ti ki̱ri̱ng we keku bi̱yili̱mang changu, di̱ne ta yim kebu chimu ni̱bu bunti̱ki̱m ka nang bwa̱le we ti̱ti̱nitu, n chi ti̱n ki̱nweti̱ riye wu yiko. 
1PE.5.10	A kutengu ta nwe riye a baku ki̱swi bayimangu, n Kwama naba li̱me kwang, wu a yal chi̱ne a di̱ Yesu di̱ne ke ti̱ya dwiyenkitu ta ki̱diya kwadi, n ki̱n ka yodu ta kadi di̱mbi̱ri̱m, ka ni chi̱n dukan yinang, yinu ka ru ti̱chinu. 
1PE.5.11	Mati̱nti kwang n ti̱ki̱n ki̱diya kwadu! Amin. 
1PE.5.12	M mwal chimi̱n lwangi̱n di̱du ki̱ni makaku Sila,
1PE.5.13	Ni̱bu bunti̱ki̱mu a fi a Babilamu,
1PE.5.14	Ti̱siikan ki̱ni kwarkaku ki̱yung mi̱laku ni̱bu bunti̱ki̱me. Li̱mangu a swe ware n ti chi̱ni kwang, n ti̱n bi̱bu m bi̱u Masiyamu.
2PE.1.1	M mi̱na Simun Biti̱r, bwe nanga n ti fandu Yesu Masiya. Mi̱n mwal bi̱bu a ya keku bi̱yili̱mang ki̱yilang yinangu n ni̱n nang ya ti̱nangu, we yile Kwama chire n ti naba yuke chire n Yesu Masiya.
2PE.1.2	Li̱me n ti li̱mangu burtu we di̱chine di̱ne ta yim Kwama n ti Yesu Tewuduwe chire.
2PE.1.3	N Kwama we a dukan ki̱nu a ni chi̱ni chi no ni yaditu kwang ke ni ma duum fiswe wu a ni̱bu ki̱nwe tayi kiye. Ki̱chitu wu kwang ka ti̱chirei di̱ne niyang yim Masiya yinange. N ki̱n a yal niye ke ni ma fiswe lwekake ware n ti ki̱n we dwiyen kitu n ti da wuyile ko. 
2PE.1.4	Di̱ne dwiyen kitu n ti da wuyile ko, n ki̱n a bwa̱u ka ma nimi̱n chitu nabwen ti̱tu a lelei. We ti̱tu, ta kadu ki̱ni da Kwama, yinu ta swidu we muli̱nu a ti̱ti̱nitu ki̱bunte kubeku ki̱kusangu.
2PE.1.5	Di̱ne yiko, ti̱funti̱ bwi yinang, ti̱su ti̱tu ta mwemi̱netu ki̱nitu, ti̱su keku bi̱yili̱mang changu ki̱ni yile, we yile ti̱n, ti̱subi ki̱ni yingku, 
2PE.1.6	we yingki̱ku, ti̱subi ki̱ni takku durang, we takku durangu, ti̱subi ki̱ni muku ni̱rang, we muku ni̱rangu, ti̱subi ki̱ni da wu a bunti̱ki̱ Kwamange, 
2PE.1.7	we da wu a bunti̱ki̱ Kwamange, ti̱subi ki̱ni maku chi a lele we ka wuwule niye yinang kebu, we maku chi a leletu, ti̱subi ki̱ni mi̱laku.
2PE.1.8	Yiyu nang datiyu a dakan ta kadi ki̱niyu. Ka n ti̱ni ki̱ni burte, ka yodu ta kadu ki̱ni funti̱ku bwiyang n ti bi̱bu ki̱ni ki̱kwi we yinku Tewuduwe chire n Yesu Masiya. 
2PE.1.9	Di̱ne ka nang wuwule niye wu a kwala datiye, a yung n ki̱n a kubu di yinang, n ki̱n ki̱du yinu a tabu ki̱ni nuraki̱ku ni̱bu a ma ki̱mi̱n we ki̱leti kiyu ferediye.
2PE.1.10	Di̱ne yiko kebu mi̱m, ti̱su funti̱ku bwiyang changu, ti̱yungi siin kasi di̱yal n ti sutuki̱ku n Kwama a ma chimi̱nangu. Ka ti̱maye, a ne ta yari̱nduwe ko bayim. 
2PE.1.11	Nang ki̱swi n Kwama ka niin chi̱n nabwe da wu ta le mati̱n Tewuduwe chire n ti Naba Yuke Yesu Masiya wu ki̱diya kwade.
2PE.1.12	We yiko, manni̱n kur chimi̱n ki̱chitu wu kwadu, kasi ki̱ku ta tu ta yim yinu tati ki̱ri̱ng we ya̱m bi̱yili̱mu ta yi̱bi̱mu. 
2PE.1.13	We da̱ngki̱ mangu, a da, manni̱n kur chimi̱n ti̱tu chi ka m mi̱n we ki̱ni ti̱kuriye. 
2PE.1.14	Di̱ne n yim diti miyu we ti̱ti̱nitu a dubu nabwen, kangu n Tewuduwe chire Yesu Masiya a yungyangu. 
2PE.1.15	Di̱ne yiko, mang funti̱bwi, ke ti̱swaan ki̱chitu wu, ta tadu we ni̱tu chi̱ntu kasi no a kutengu mang du ti̱ti̱nitangu.
2PE.1.16	We ya̱m dukan n ti beki̱ Tewuduwe n Yesu Masiya nang fwa chimi̱nangu n ke di̱buti̱r ka ki̱si̱nni kasani nang kaba ni̱ri, aya ni̱n ku dwiyen kitu ki̱ni nui ni̱n. 
2PE.1.17	Di̱ne n ki̱n a yiu ri̱kaku n ti dwiyentu we di̱Kwama Te, yo ker a chir ki̱mi̱ne we dwiyen Kwamatu ki̱ni dukan ki̱fwadu ko, “Wu nang Bwemi, mi̱n mi̱lade, wu mi̱n nwe ta̱ma̱ng n ti ki̱n yinang.”
2PE.1.18	N ni̱n ni̱n fwan ni̱n nwe ker di̱du a chire a dii, yo ni̱n we ware n ti ki̱n we kun di̱di wauwadi̱nu. 
2PE.1.19	Ti̱chitu wu kwang a yo ni̱n yim ko bi̱yili̱m chi fa̱kubu bi̱bu feredimu a fwaatu. A dakan ta madi daan daan we ya̱m bi̱bu di̱ne a kau yinang ki̱yiiye wu ki̱yiidu a ki̱liye a lami̱nti̱ yo ti̱mu ka kwiyade, yo m Masiya wu n ki̱n nang Di̱turmi̱ne kama yiiku we ni̱tu chintangu.
2PE.1.20	We ti̱ti kwang, a dakan ta swaanu tiko ya̱mi fa̱kuyi bi̱bu a mwalang we ya̱m Kwamamu ni̱bu a mwalbu ki̱ni swaanku ki̱ku a Fa̱kubang. 
2PE.1.21	We ya̱m fa̱kuyimu, a bebu a ki̱ke niye, aya Fi̱ki̱m Kwamamu a le ni̱tu ni̱bitu a yo n chi a fwa chi n chi a yiuwe a di̱Kwamatu.
2PE.2.1	Aya yo no ferediye, fa̱kubu ti̱kwanimu a chire we ni̱bu Kwamamu, yinangu a ne ni kwala ni̱bu yungku ti̱kwanimu we di̱ chiniyemu. N chi ka bedu ki̱ni ki̱ka̱ng miyaku ti̱kwani ki̱ku ka yodu ni̱bu ka twa̱ndu we keku bi̱yili̱m chimu, n chi ka ko Tewuduwe wu tu a chiye, di̱ne yiko n chi ka wu dutu chitu mi̱ne ti̱welan ti̱bwilai. 
2PE.2.2	Ni̱bu nabwen ka bunti̱ chi dibwi ti̱tu a yaritu. We chitu n chi ki̱maditu, bi̱kamu ni̱bu nabwen ka swa̱ba wa̱re wa bi̱yili̱me. 
2PE.2.3	We mi̱kakwiye chi ni̱bu miyaku ti̱kwanimu ka funti̱bwi we fwaku ki̱sini ya̱m ti̱kwanimu ke chi ya ka̱mbi̱ru nabwen we di̱chi̱ne. Feredi n Kwama a tu a mwata chi mi̱n, ki̱swi twiyake chi we ki̱yang chidu.
2PE.2.4	Kono nang ni̱bu ti̱tumbi̱ri Kwamamu feredimu n Kwama a dubu chi yo n chi a ma ki̱lenge, n ki̱n a mar chi a far ki̱rangi̱n, bwar ti̱tu a su a ne yiiku we ka ki̱liye fi n chi kani̱n ya̱mi̱n di mwatake. 
2PE.2.5	Ko nang ki̱dangu ferediyangu n Kwama a dubu ti̱ti̱nitu, n Ki̱n a fi̱r ni̱bu a bunti̱bu da komu we ti̱ti̱nitu ki̱ni mwe bambi̱lake, a du ka Nufu wu ki̱ma di̱mwar yilene, n ti bi̱kam ni̱bu chi bi̱dibiin. 
2PE.2.6	N Kwama a wur bi̱n Sodom n ti Komara ki̱ni ki̱rang, a du fiko a kau di̱kun buken a yung nang chi ka fwedu n ti bi̱bu a bunti̱bu da komu.
2PE.2.7	N ki̱n a yu Lotu, naba yile, n ki̱n a kai ni̱r ki̱ni chi dibwi ti̱tu a yari ni̱bu Sodom bi̱bu a bunti̱bu yili̱ni̱mu. 
2PE.2.8	Kasi ki̱ku ni wu naba yilengu, yo n ki̱n ki̱swedu n ti chiye, n ki̱n ki̱ku bwila chi ka wuwule diye, ki̱nweti̱ ya̱mi yikusi chiyu, ti̱tu a yo ni̱r ki̱nu a kaiyan yinang di̱ne n chi a bunti̱bu yili̱ntu. 
2PE.2.9	Yinu n Tewuduwe a yim kangu ka yu ni̱bu bi̱bu ki̱bunti̱ dakomu we kasi no a ki̱ki̱le sweku chiyangu, yinu ti kangu ka to bi̱bwilamu ka lami̱nti̱ di kabake. 
2PE.2.10	Mwataki̱ku ka la chi a bi̱bu ki̱bunti̱ chi ti̱bwilai ti̱tu bwi chi ki̱kubeditu, n ti bi̱bu ki̱ swa̱ba mati̱ni̱mu.
2PE.2.10	Ni̱bu yungku ti̱kwanim bi̱bu a ne dibwi we ko bayim we di̱chiye, n chi ki̱ kuki̱ ka dutu. N chi a nwebu tayi ti̱kanchi, kono n nang bi̱bu ki̱ma mati̱n a diimu n chi ki̱ tudu. 
2PE.2.11	Aya n chi ni̱bu ti̱tumbi̱ri Kwamamu chi fwan, kasi ki̱ku a la ni̱bu yungki̱m ti̱kwanim bi̱bu ki̱ni dukanangu n ti dwiyentangu, n chi a swa̱ba bu bi̱bu ki̱ma mati̱n a diimu we kakku Tewuduwengu.
2PE.2.12	Aya ni̱bu bi̱bu ki̱fwa ya̱m swa̱ba ni̱mu we chi n chi a swaanbe. N chi yinang nai a ne ti̱kuran we, yiyu a yim ka chi bwi chi ki̱badde. Ni̱bu a bi̱u chi di̱ne ka taba chidu ka chibedu, yinu n chi ka bwaradu yinang nai di̱kiri. 
2PE.2.13	Ti̱nti̱ne yinangu n chi a ni bi̱kamu ni̱bu riyengu, ni̱bu ka ma chimi̱n ti̱ni yiko. N chi a da̱ng ko yaritu nang nwe ta̱me chi, n chi ki̱mati̱ni tibe kuko. Fiswe chi we tibe chi̱n a kau chi ti̱kwani chi dibwi. N chi ki̱ chadu, ki̱nodu ware n ti̱chi̱n, aya we kuteng ki̱ku n chi ki̱ma chitu n chi a ku diye.
2PE.2.14	Ti̱kuran chiti kwadu a kana maku ti̱kuli, maku ki̱letingu a twibu chi bwi. N chi ki̱butu bi̱bu a kebu bi̱yili̱mangu a ne dukan wemu. Kubeki̱ku a la dukan chi̱nu, ki̱kumang n Kwama ka kai chidu. 
2PE.2.15	N chi a du wa̱re wu dere, ki̱bunti̱ wa̱re Balaam bwe Beyore, wu ki̱baddu kaya ka̱mbi̱ru we maku chi ti̱bwilatu. 
2PE.2.16	Aya ni̱bu a wela ki̱n we ki̱leti kiyu, kurunge a fwabu ya̱me, a fwa ki̱mi̱n ya̱m ki̱ni ker yinang nii ke a yo fa̱ku wu a du maku funti̱ki̱teliyangu.
2PE.2.17	Ni̱bu bi̱bu yinang nebwi wu a ne mwe we. N chi yinang di̱kunu ki̱fi̱be ki̱ kari̱n. N Kwama a do chimi̱n fiswe wu a mwan a ma ki̱liye. 
2PE.2.18	N chi ki̱ kuku dutu chitu ki̱fwati̱ ya̱mi yikusi. We da chi wu a sulaiye n chi ki̱si lan ki̱butu bi̱bu a no swi we ni̱bu ki̱letimu a tibukemu, ki̱ ki̱late da wu a ki̱letiye we. 
2PE.2.19	N chi ki̱bwa̱u chimi̱nu ko da wuyile we yayu chi, kasi ki̱ku n chi chifwan ka̱bi we sulaitangu. Di̱ne ni ki̱kau ka̱be we chi a da̱u ti̱kuran kiye.
2PE.2.20	Ka ni swaan ko n Yesu Masiya nang Tewuduwe ti Naba Yuke chire, yinu ke ni swi we nangi̱n ti̱tu ki̱kwaba ni̱bu a ti̱ti̱niye, yinu ki̱ni kuteng ki̱ku, chi ki̱latuwe wa̱ri yi bwilaiyu, a kau chimi̱n bwi yinang, ki̱dum ni̱bu bi̱bu, da a swan mi̱ne a la wu a mwe mi̱ne ki̱ni bwila yinang.
2PE.2.21	Ka no ki̱dum ni̱bu bi̱bu a yimbu wa̱re yile we, a no la chimi̱n chi. Aya a kutengu n chi a yim wa̱rengu, n chi a ki̱lan ni kuteng a bunti̱bu yili̱ntu n Kwama a ni chitu. 
2PE.2.22	A tiwe chi baltaki̱ku a fwa ko, “Kada a kwi a ki̱latuwe ki̱kwiyeko ki̱chadu,” yinu “Sulki̱m lo ni̱bu a ru ki̱ni mwe, a ki̱lati̱ ki̱bwiriyu ki̱burti̱ti̱nu we.”
2PE.3.1	Di̱du nang lwangi̱n di̱robi̱nu mi̱n mwal chimi̱ndi̱nu n ti̱n bi̱bu mang mi̱lani̱mu, we lwangi̱n ti̱tu mi̱n kur chimi̱nu di̱ne ke n su chi̱n ti̱ma ti̱kuran ti̱yili. 
2PE.3.2	Mi̱n baddu ta kuru ta swaati̱ chi fandubu Kwamami wauwadi̱mu a fwa fereditu n ti chi Tewuduwe n ti Naba Yuke a fwa yii fa̱kube. 
2PE.3.3	Mi̱n baddu ta mwedu ta swaan bi̱bu, we diti swan kutengu ni̱bu ki̱fiyem ka chiredu bi̱bu ka nura chi̱nu nurane. N chi ka chakakku ki̱ni kubeku chi ti̱bwilatu. 
2PE.3.4	N chi ka ni̱n fwadi ying, “A n Yesu a bwa̱u ko ki̱ki̱ladu, a ki̱lawenga? Feredi ki̱dangu tukebu chi̱remu a du ti̱ti̱nitangu, kanang ti̱ti̱le chiye a sutebu yinangu ni̱bu a yo mi̱ne ti̱ti̱nitangu.”
2PE.3.5	N chi a mwenti̱ki̱ti a tabu ko feredi n Kwama a yo dii ki̱ni ya̱m a fwa yiikom, ki̱ni mwe n ki̱n a chake ti̱mu, a kana ti̱mu ki̱ni mwe. 
2PE.3.6	N Kwama a ma nangangu ki̱ni mwe bambi̱lake a wur ti̱ti̱nitu we ki̱dang kangu. 
2PE.3.7	Ka ya̱m bi̱biini̱m, dii n ti ti̱mu a yang di̱ne ki̱range. Ki̱yo chidu di̱ne di mwatake, yo ni̱bu bi̱bu a bunti̱bu Kwamamu ka twiyade.
2PE.3.8	Aya n ti̱n kebi̱ bi̱bu mi̱n mi̱ladi̱mu, ti̱tabi̱duwe tiko di wiine yinang swa̱tu kuneng we kakku Kwamangu, ti̱nti̱ne swa̱tu kunengitu yinang dii wiin we kakku kangu. 
2PE.3.9	N Tewuduwe a ti̱kabu we bwa̱ki̱ kangu a yi ko ka bedangu yinangu bi̱kamu ki̱kuradangu. N ki̱n ki̱ma bwanu di̱ne mune, n ki̱n a babu wuka ni ka twiyadu. N ki̱n a ni ki̱swi nabwen ke n kawure a wo ki̱ti̱m. 
