MAT.1.1	Iyan haini mga gin-apuan hi Cristo Jesus. Si Jesus kaliwat hi David sa kaliwat daan hi Abraham.
2TI.3.5	tagpasibù-sibù sidan ha tumutuu hu Dios ba harì dan agbuhaten sa agkabayaan din. Magpadiyù ka duun hu mga etaw ha iling taena.
2TI.3.6	Sa duma kandan taglatun-latun duun hu mga balay daw panlimbung hu mga bahi ha agkasamuk tumenged ta madakel sa mga salà dan daw madalì dà sidan agkauwit duun hu mga madaet. 
2TI.3.7	Saini sidan tagpaliliman hu bisan sin-u ha tag-ikagi ba harì gayed sidan pakatuen hu kamatuuran. 
2TI.3.8	Sa mga etaw ha tagsupak hu kamatuuran agkailing ki Janes daw ki Jambres sa suminukul ki Moises su anay, ta sa henà-henà dan migdaet en daw sa pagtuu dan kenà laus. 
2TI.3.9	Ba saena ha tagsupak hu kamatuuran harì gayed mag-uswag ta natun-an en hu mga etaw ha buang-buang gayed sidan iling ki Janes daw ki Jambres.
2TI.3.10	Sikaw Timoteo, natun-an nud en sa mga katudluanan daw sa pamatasan ku, sa katuyuan daw sa pagsalig ku ki Cristo Jesus, sa pagpailub daw sa pagpalanggà ku hu bisan sin-u daw sa pagkamainantusen ku. 
2TI.3.11	Bisan pa ku pinasipalahan a daw malegen sa naula-ula ku diyà ta Antiokia, Iconio, daw ta Listra, ba naantus ku haena alan tumenged ta sa Dios iyan migbulig kanak. 
2TI.3.12	Laus gayed ha sa mga tumutuu ki Cristo Jesus ha agkabayà tagbuhat hu agkabayaan hu Dios tag-antus daan hu mga pasipala 
2TI.3.13	ta sa mga madaet ha etaw daw sa limbungan mag-iseg gayed sa kadaet dan. Manlimbung sidan ba malimbungan daan sidan. 
2TI.3.14	Ba sikaw padayun gayed duun hu kamatuuran ha natun-an nud daw iyan tinuuwan nu, daw henhenaa haena sa migtudlù ikaw 
2TI.3.15	ta su atiyuay ka pa natun-an nud en sa insulat ha lalang hu Dios ha tagpasabut ikaw mahitenged hu kaluwasan pinaagi hu pagtuu diyà ki Cristo Jesus. 
2TI.3.16	Sa lalang hu Dios insulat hu mga etaw ha ginaheman din daw mapuslanen haini pagtudlù hu kamatuuran daw pagbaldeng taena ha tagbuhat hu madaet, pagsambag taena ha agkasayep daw pag-anad hu pagkamatareng 
2TI.3.17	ta daw sa etaw hu Dios mahimpit daw maandam gayed pagbuhat hu maayad.
2TI.4.1	Duun hu atubangan hu Dios daw hi Cristo Jesus ha iyan maghukum hu mga minatay en daw mga bubuhay pa daw tumenged ta aglikù si Jesus hu pagharì, ikagiyen ku ikaw 
2TI.4.2	isangyaw sa lalang hu Dios daw andam ka gayed pagbuhat taena bisan inu ha panahun. Sambagi haena sa agkasayep daw baldenga daan sa tagbuhat hu madaet. Dasiga sidan pinaagi hu pagpailub nu daw hu hustu ha pagtudlù. 
2TI.4.3	Ta makauma sa panahun ha sa mga etaw tumambag magpaliliman hu kamatuuran ba magpatudlù sidan hu lain ha manunudlù sumalà hu agkabayaan dan agpalilimani. 
2TI.4.4	Harì en gayed sidan magpaliliman hu kamatuuran ta iyan dan gayed sunuren sa bidù ha mga tultulanen. 
2TI.4.5	Ba sikaw magpugung ka gayed hu kaugalingen nu daw dawata sa mga alantusen, dayuna daan sa pagsangyaw hu Maayad ha Tultulanen daw tumana sa katengdanan nu ha in-ila ikaw hu Dios.
2TI.4.6	Siak iman iling a hu ighalad ha inluntud en duun hu halaran ta sa kamatayen ku na ubay en. 
2TI.4.7	Dinawat ku sa alan ha mga alantusen isip buutan ha sundalu hi Cristo Jesus, nauma kud sa daeganan daw tagpadayun a iman hu pagtuu. 
2TI.4.8	Aman intagana en sa bales ha ig-ila kanak hu Ginuu sa matareng ha Maghuhukum duun asem taena ha aldaw tumenged hu mga matareng ha binuhat ku. Daw kenà a iyan dà makadawat taena ta lagkes en daan sa alan ha tagsalap hu paglikù din.
2TI.4.9	Timoteo, agpas ka dini ta kanak. 
2TI.4.10	Ta inawaan a hi Demas tumenged ta babayaen taena sa kalibutanen ha mga butang aman duminiyà en ta Tesalonica. Si Crescente duminiyà ta prubinsya ta Galacia daw si Tito duminiyà daan ta Dalmacia. 
2TI.4.11	Iyan dà iman dini ta kanak si Lucas. Aman dumaha nu dini si Marcos ta mapuslanen haena hu pagbulig kanak. 
2TI.4.12	Impadiyan ku si Tiquico ta Efeso. 
2TI.4.13	Asem ku dumini ka uwita nu su makepal ha pinaksuy ha nakabilin ku diyà ta balay hi Carpo ta Troas, daw uwita daan dini su mga libru labi en sa mga sinulat ku.
2TI.4.14	Si Alejandro sa mananalsal pinasipalahan a gayed kandin ba iyan en sa Dios magbales taena ha binuhat din. 
2TI.4.15	Bantayi nu haena ta sinupak din gayed sa mga intudlù ta.
2TI.4.16	Su anay ha mangatubang a duun hu hukmanan hurà gayed luminaban ta alan en sidan uminawà dini ta kanak. Ba in-ampù ku duun hu Dios ha pasayluwen din sidan. 
2TI.4.17	Bisan pa ku inawaan a kandan ba sa Dios iyan migbulig daw mig-ila kanak hu bis-ay hu pagsangyaw hu Maayad ha Tultulanen ta daw makapaliman sa kenà mga Judio. Duun taena aghimatayan ad gayed ngaay kandan ba binuligan a gihapun hu Dios. 
2TI.4.18	Aman bisan inu sa maul-ulahan ku ba sa Dios iyan taglibri kanak hangtud ha uwiten a kandin duun hu tagharian din diyà ta langit. Dayeen gayed sa Dios hu hinangturan.
2TI.4.19	Ipangamusta a ikaw ki Priscila, Aquila daw duun hu pamilya hi Onesiforo. 
2TI.4.20	Si Erasto diyà dà ta Corinto. Si Trofimo agkadaluwan aman intabun ku diyà ta Mileto. 
2TI.4.21	Agpas ka gayed dini ha harì pa lumendeng.
2TI.4.21	Agpangamusta ikaw si Eubulo, Pudente, si Lino, Claudia daw sa alan ha mga suled ta ha tumutuu dini.
2TI.4.22	Panalanginan ka gayed hu Ginuu.
TIT.1.1	Iyan a si Pablo ha suluguen hu Dios daw apustul daan hi Cristo Jesus sa migsulat taini. Sinugù a hu Dios duun hu mga etaw ha pinilì din ta daw malig-enan sa pagtuu daw makaiseg sa natun-an dan mahitenged hu kamatuuran ha iyan tinuuwan taw 
TIT.1.2+TIT.1.3	daw mahinam dan daan sa kinabuhì ha hurà din katapusan ha insaad kanuy hu Dios su hurà pa tanghagaa sa kalibutan. Sa Dios ha Manluluwas taw harì gayed tagbidù, aman duun hu natugun ha panahun impadayag din haena pinaagi hu pagpanunultul ku hu lalang ha insalig din kanak.
TIT.1.4	Sinulatan ku ikaw, Tito sa batà ku duun hu pagtuu.
TIT.1.4	Sa Dios ha Amay taw daw si Cristo Jesus ha Manluluwas taw mag-ila ikaw hu grasya daw kalinaw.
TIT.1.5	Sa hinengdan ha intabun ku ikaw diyan ta Creta ta daw mabuhat nu sa hurà pa kapengahi ha buluhaten daw makapilì ka hu mga agalen hu mga tumutuu duun hu alan ha mga banuwa. Harì nu aglipati haena sa intudlù ku ikaw su anay ha 
TIT.1.6	sa pilien nu ha agalen kinahanglan ha hurà ikasaway kandin. Sabuwa dà sa igbahi batà din tumutuu ha harì maikagi hu mga etaw ha tagpateyeng sidan hu kalibutanen ha kalipayan daw kenà daan sidan masinupaken. 
TIT.1.7	Tumenged ta saini sinaligan duun hu buluhaten hu Dios kinahanglan hurà ikasaway kandin. Harì tagpalabaw-labaw daw kenà madalì mapauk, kenà daan palainum hu binu, kenà mapasipalahen daw harì tag-agpas ha magsapian. 
TIT.1.8	Ba kinahanglan ha matanul gayed hu langyaw, babayaen din sa pagbuhat hu maayad, maligdeng, matareng, mahimpit daw tagpugung daan hu kaugalingen din. 
TIT.1.9	Kinahanglan pangesegan din sa kamatuuran ha intudlù en ha kasaligan ta daw madasig din sa duma ha mga etaw pinaagi hu laus ha tinuuwan, daw saena ha agsupak hu kamatuuran agsaysayan din ta daw matun-an dan ha nasayep sidan.
TIT.1.10	Madakel iman ha mga etaw sa masinupaken gayed daw aglimbungan dan sa duma pinaagi hu mga lalang dan ha hurà din pulus. Saen ha tagbuhat taini kadakelà kandan iyan sa mga Judio ha nakatuu en ba tagtudlù gihapun ha kinahanglan gayed sa pagsirkunsida. 
TIT.1.11	Saini ha mga etawa kinahanglan ha ipahagteng gayed ta iyan sidan pakabengkag hu mga pamilya tumenged taena ha pagtudlù dan hu hurà dan ngaay duun katenged, ta tagbuhaten dan haena ta daw magsapian sidan. 
TIT.1.12	Bisan su sabuwa ha manalagnà dan tagyanaen, “Sa mga taga-Creta mga biduen gayed mga mapasipalahen daw pugulen daan ha agapan pa.” 
TIT.1.13	Laus gayed sa inikagi din. Aman paniguruwi sa pagsaway nu taini ha mga etawa ta daw matul-idan sa pagtuu dan 
TIT.1.14	daw harì en sidan magpaliliman hu bidù ha mga tultulanen hu gin-apuan dan ha Judio daw isalikway sa kasuguan hu mga etaw ha hurà dawat hu kamatuuran. 
TIT.1.15	Sa mahimpit ha mga etaw tagpadayun gayed ha mahimpit, ba sa mga etaw ha madaet daw harì agtuu hurà gayed mahimpit diyà ta kandan ta sa henà-henà dan migdaet en gayed daw harì dan igkasamuk sa pagpakasalà dan. 
TIT.1.16	Tag-ikagi sidan ha nakilala dan sa Dios ba tagpaahà ha kenà sidan tumutuu pinaagi hu mga buhat dan, ta sa tagbuhaten dan iyan sa agtambagan hu mga etaw daw masinupaken daan sidan daw harì gayed sidan pakahimu tagbuhat hu maayad.
TIT.2.1	Sikaw Tito, kinahanglan ha sa pagtudlù nu harì gayed makasuway duun hu kamatuuran. 
TIT.2.2	Tudlui sa mga laas ha maama ha magtigel sidan pag-inum daw iyan dan buhaten sa ikatahuri kandan hu mga etaw, magpugung daan sidan hu kaugalingen daw sa pagtuu dan matul-id gayed, amin dan laus ha pagpalanggà hu mga duma dan daw magmainantusen gayed sidan.
TIT.2.3	Tudlui daan sa mga laas ha bahi ha kinahanglan sa pamatasan dan matareng gayed. Harì sidan mandaet hu dengeg daw kenà palainum hu binu. Sa itudlù dan iyan sa maayad 
TIT.2.4	ta daw sa mga batan-en pa ha bahi makatuen pagpalanggà hu igmaama dan daw hu mga batà dan. 
TIT.2.5	Tudluan daan hu mga magulang sa mga batan-en ha magpugung hu kaugalingen dan daw magmahimpit, alimahan daan sa pamilya dan, magmaluluy-en daw matinumanen duun hu igmaama dan ta daw harì masaway hu bisan sin-u sa lalang hu Dios.
TIT.2.6	Tudlui daan sa mga batan-en pa ha maama ha magpugung sidan hu kaugalingen dan. 
TIT.2.7	Kinahanglan iyan ka sampitan diyà ta kandan pinaagi hu pagbuhat nu hu maayad. Ku tagtudlù ka kinahanglan matul-id sa tigtudlù nu ha amin duun kaligdeng, 
TIT.2.8	daw gamita nu sa mga lalang ha harì masaway ta daw saena ha mga agsupak ikaw bà dà kagayhai ta hurà dan gayed ikasaway kanit.
TIT.2.9	Tudlui sa mga suluguen ha magmatinumanen hu agalen dan duun hu bisan inu. Harì magsukul-sukul ba iyan gayed buhaten dan sa igkabayà-bayà hu agalen dan. 
TIT.2.10	Harì daan sidan magsaup hu butang taena ha agalen dan, ba ipaahà dan ha kasaligan gayed sidan ta sa buhat ha iling taena iyan dayan-dayan hu katudluanan mahitenged hu Dios ha Manluluwas taw.
TIT.2.11	Impahà hu Dios kanuy sa grasya din ta daw mahimu ha maluwas sa alan ha kaet-etawan. 
TIT.2.12	Pinaagi hu grasya tagtudluan kuy kandin ha endaan taw sa pakasupak hu Dios, sa kalibutanen ha kabayà, daw kinahanglan ha magpugung kuy hu kaugalingen taw daw magmatareng kuy ta iyan haena pamatasan ha agkabayà-bayaan hu Dios. 
TIT.2.13	Buhaten taw haena iman ha tag-angat kuy pa hu pagdini hu gamhanan ha Dios ha si Cristo Jesus sa Manluluwas taw 
TIT.2.14	ha migpakamatay para kanuy ta daw malibri kuy duun hu pagkaulipen taw hu salà, daw aghimpiten kuy kandin ta daw mabuhat kuy ha mga etaw din ha madasigen pagbuhat hu maayad.
TIT.2.15	Itudlù haini sa insulat ku diyan ta ikaw. Gamita sa katenged ha in-ila ikaw hu Dios hu pagdasig kandan daw sawaya sa buhat taena ha harì tagtuman. Kinahanglan harì ka maminusan hu bisan sin-u.
TIT.3.1	Ikagiyi dà sa mga tumutuu ha magmatinumanen gayed sidan hu mga agalen daw hu panggubirnuhan daw maandam daan sidan pagbuhat hu maayad. 
TIT.3.2	Kinahanglan ha harì sidan mandaet hu dengeg daw harì makigsawalà, ba magmahid-uwen sidan daw magmatinahuren gayed hu bisan sin-u.
TIT.3.3	Bisan su anay mga buang-buang ki daan, masinupaken ha nalaag duun hu kamatuuran, nabuhat ha ulipen taena ha kabayà ta hu bisan inu ha madaet daw kalibutanen ha kalipayan. Dayun dà madaet sa henà-henà ta duun hu duma daw amin ta kasina, sigi ta tagkuntrahen sa mga etaw daw kuntra ki daan kandan. 
TIT.3.4	Bisan pa ku iyan haena mga buhat ta su anay ba sa Dios ha Manluluwas taw impaahà din kanit sa pagmahid-uwen daw sa pagpalanggà din kanit 
TIT.3.5	ta linuwas ki kandin. Sa ingkaluwas ta kenà tumenged hu matareng ha binuhat ta ba tumenged dà gayed hu kahid-u din kanit. Linuwas ki kandin pinaagi hu paglimpyu kanit ha iyan nakapahimu ha in-isab ki dà imbatà daw pinaagi daan hu Balaan ha Ispiritu ha mig-ila kanit hu bag-u ha kinabuhì. 
TIT.3.6	Iman hurà tad en kulang ta in-ila en kanit sa Balaan ha Ispiritu pinaagi ki Cristo Jesus ha Manluluwas taw 
TIT.3.7	ta daw pinaagi hu grasya din nabuhat ki ha matareng, aman tagsalapen ta iman sa katumanan hu kinabuhì ha hurà din en katapusan. 
TIT.3.8	Saini ha mga lalang kasaligan gayed. Agkabayaan ku ha ipanday nu gayed haini itudlù ta daw sa mga tumutuu hu Dios maniguru pagbuhat hu maayad ta saini hurà duun sayep daw mapuslanen hu bisan sin-u.
TIT.3.9	Harì ka makig-amul-amul hu pagsawalà ha binuang, pamatbat hu gin-apuan daw pagsawalà mahitenged hu Kasuguan ta saena hurà din pulus ta bà dà pakadaet. 
TIT.3.10	Ku amin diyan sigi dà pakigsawalà ta daw mabengkag sa mga tumutuu baldenga nu haena. Ku harì magpaliliman baldenga nu hu ikaduwa. Ba ku harì pa gayed tumuu ikaw bay-anan nud en 
TIT.3.11	ta siguru gayed ha sa etaw ha iling taena nakasuway en duun hu pagkamatareng daw makasasalà en gayed. Ba sa mga salà din iyan en maghukum kandin hu silut.
TIT.3.12	Igpadiyan ku ta ikaw si Artemas daw ku iyan ba si Tiquico. Ku makauma haini diyan sal-awen a ikaw diyà ta Nicopolis ta asem ku tilendeng diyà a tagtimà. 
TIT.3.13	Buligi gayed si Zenas ha abugadu daw si Apollo hu alan ha mga kinahanglanen dan ku dumayun sidan hu paghipanaw. 
TIT.3.14	Tudlui nu sa mga etaw ha maniguru sidan magbuhat hu maayad ta daw mabuligan dan haena sa taglised. Ku buhaten dan haena mapuslanen gayed sidan.
TIT.3.15	Agpangamusta ikaw sa alan ha mga duma ku dini. Ipangamusta kay daan duun hu tagpalanggà kanay duun hu pagtuu.
TIT.3.15	Panalanginan kaw alan hu Dios.
PHM.1.1	Iyan a si Pablo ha naprisu tumenged hu pagsangyaw mahitenged ki Cristo Jesus sa migsulat taini duma ki Timoteo sa suled taw hu pagtuu.
PHM.1.1	Sinulatan day ikaw, Filemon sa pinalanggà ha bulig day duun hu buluhaten hu Dios 
PHM.1.2	daw si Apia ha suled taw ha bahi duun hu pagtuu, si Arquipo duma day daan ha sundalu hi Cristo Jesus daw sa mga tumutuu ha tag-amul-amul hu pagsimba diyan ta balay nu.
PHM.1.3	Sa Dios ha Amay taw daw si Cristo Jesus ha Ginuu mag-ila inyu hu grasya daw kalinaw.
PHM.1.4	Sigi ku tagpasalamatan sa Dios ku agkahenà-henà ku ikaw duun hu pag-ampù ku 
PHM.1.5	ta napaliman ku ha adagi gayed sa pagsalig nu ki Cristo Jesus ha Ginuu daw tagpalanggaen nu daan sa alan ha mga tumutuu. 
PHM.1.6	Iyan iman tig-ampù ku ha maniguru ka hu pagpanunultul hu pagtuu nu ta daw masabut taw gayed sa alan ha mga panalangin tumenged hu pagpakigsabuwa taw diyà ki Cristo. 
PHM.1.7	Suled ku, adagi gayed sa kalipay ku daw nakadasig daan kanak su mapaliman ku sa pagpalanggà nu hu alan ha mga etaw hu Dios diyan daw sa pagdasig nu kandan.
PHM.1.8	Tumenged hu katenged ha in-ila kanak hi Cristo mahimu ku gayed sa pagsugù ikaw hu agkabayaan ku ha buhaten nu. 
PHM.1.9	Ba tumenged ta palanggà ku ikaw, bà ku dà ikaw aghangyua bisan pa ku laas ad en daw prisu a iman tumenged hu pagtuu ku ki Cristo Jesus.
PHM.1.10	Sa ighangyù ku ikaw iyan sa mahitenged hu ulipen nu ha si Onesimo sa batà ku daan duun hu pagtuu tumenged ta nakatuu daan pinaagi hu pagtudlù ku kandin dini ta prisuhan. 
PHM.1.11	Su anay hurà nu pulus ki Onesimo ba iman mapuslanen en gayed ikaw daw kanak.
PHM.1.12	Igpaulì ku iman si Onesimo diyan ta ikaw bisan en ku agkabulung a pa ngaay kandin. 
PHM.1.13	Agkabayà a ngaay ha dini dà magtimà ta daw iyan makabulig kanak ilis ikaw iman ha dini a pa naprisu tumenged hu pagsangyaw ku hu Maayad ha Tultulanen. 
PHM.1.14	Ba harì ku haini aghawidan dini ku harì ka magtugut ta daw sa bulig nu kanak kenà pineges. 
PHM.1.15	Kan ku sa hinengdan ha nakaawà si Onesimo diyan ta ikaw hu mababà ha panahun ta iyan sa ku makalikù diyan ta ikaw harì kaw en makagsuwayà. 
PHM.1.16	Iman saini kenà nud en ulipen ba nabuhat en ha suled nu duun hu pagtuu. Saini palanggà ku tungkay ba ayuwà nu pa gayed palangga ta ulipen nu daw suled nu pa gayed duun hu pagtuu hu Ginuu.
PHM.1.17	Aman ku isipen nu ha migsuled ki duun hu pagtuu dawata nu gayed si Onesimo iling hu pagdawat nu kanak. 
PHM.1.18	Ku amin din salà daw ku utang ba diyan ta ikaw isipen nu ha kanak en haena ha utang 
PHM.1.19	ta iyan a si Pablo sa migsulat taini ha magbayad hu mga utang din diyan ta ikaw. Ba henhenaa nu daan ha nakautang ka dini ta kanak ta pinaagi kanak amin nu kinabuhì ha hurà din katapusan. 
PHM.1.20	Aman buhata nu haena tumenged hu pagtuu ta hu Ginuu ta daw madasig a duun hu pagkasabuwa ta diyà ki Cristo. 
PHM.1.21	Tagsiguruwen ku gayed ha magpaliliman ka kanak daw natun-an ku daan ha buhaten nu sa labaw pa dì hu hinangyù ku diyan ta ikaw.
PHM.1.22	Iman amin pa aghangyuen ku ha taganahi a diyan hu aghidegaan ku, ta tumenged hu pag-ampù nu ima ku ha makaguwà a dini ta prisuhan daw makadiyan a daan ta ikaw.
PHM.1.23	Agpangamusta ikaw si Epafras sa duma ku ha naprisu daan tumenged hu pagtuu din ki Cristo Jesus. 
PHM.1.24	Daw agpangamusta daan ikaw si Marcos, si Aristarco, si Demas daw si Lucas ha iyan bulig ku duun hu buluhaten hu Dios.
PHM.1.25	Panalanginan ka gayed hi Cristo Jesus ha Ginuu.
HEB.1.1	Su anay sa Dios mig-ikagi duun hu mga gin-apuan taw pinaagi hu mga prupita duun hu hurà mag-iiling ha mga paagi, 
HEB.1.2	ba iman taini ha panahun mig-ikagi dini ta kanuy pinaagi hu Batà din. Pinaagi kandin tinanghagà hu Dios sa alan daw iyan daan haena tinaganahan din hu alan. 
HEB.1.3	Sa pagpangaluanlag hu Dios impadayag pinaagi hu Batà din ta iling dà gayed sidan, daw iyan sa Batà din tagbayà hu alan ha tinanghagà pinaagi hu gahem hu pag-ikagi din. Su mapalas din en sa mga salà hu kaet-etawan pinaagi hu kamatayen din, luminikù diyà ta langit daw duun mininuu hu kawanan hu Dios ha gamhanan. 
HEB.1.4	Aman sa Batà hu Dios nadayag ha labaw gayed dì hu mga balinsuguen hu Dios, daw sa ngaran hu Batà hu Dios gamhanan pa dì hu ngaran hu mga balinsuguen.
HEB.1.5	Hurà gayed balinsuguen ha inikagiyan hu Dios,
HEB.1.5	“Batà ku ikaw na iman taini ha aldaw igpadayag ku ha iyan a Amay nu.”
HEB.1.5	Daw hurà daan balinsuguen ha sinubay din,
HEB.1.5	“Iyan a Amay din daw Batà ku daan.”
HEB.1.6	Ba su ipadini hu Dios sa gamhanan ha Batà din ta kalibutan minikagi haena,
HEB.1.6	“Sa alan ha mga balinsuguen ku sumimba gayed kandin.”
HEB.1.7	Mig-ikagi daan sa Dios mahitenged hu mga balinsuguen din,
HEB.1.7	“Sa mga balinsuguen ku maalistu gayed hu pagtuman kanak daw iling sidan hu kalamag daw hu tagkalayab-layab ha legdeg.”
HEB.1.8	Ba sa inikagi hu Dios duun hu Batà din iyan haini,
HEB.1.8	“Sikaw sa Dios, hurà gayed katapusan hu pagharì nu daw sa pagkaharì nu matareng gayed. 
HEB.1.9	Babayaen nu sa pagkamatareng daw agtambagan nu sa pagkamasinupaken. Tumenged taini siak sa Dios ha iyan Magbabayà nu, binuhat ku ha labaw ka dì hu mga duma nu daw malipayen ka gayed.”
HEB.1.10	Daw minikagi daan sa Dios,
HEB.1.10	“Sikaw sa Ginuu, iyan ka migtanghagà ta langit daw ta kalibutan. 
HEB.1.11	Saini mangahanaw dà ba sikaw magpabilin ka gayed. Malegdak daan haini iling hu pinaksuy 
HEB.1.12	daw ilisan hu bag-u, ba sikaw harì ka gayed mabalhin daw hurà nu gayed katapusan.”
HEB.1.13	Ba sa mga balinsuguen hu Dios hurà din ikagiyi,
HEB.1.13	“Dini ka pinuu ta kawanan ku hangtud ha madaeg ku sa mga kuntra nu.”
HEB.1.14	Sa mga balinsuguen bà dà sinugù hu Dios hu pagbulig taena ha agluwasen.
HEB.2.1	Tumenged ta iling taena sa pagkagamhanan hu Batà hu Dios, kinahanglan ha palilimanan taw gayed sa kamatuuran ha intudlù kanuy ta daw harì kuy makasuway duun. 
HEB.2.2	Ta ku malig-en man sa Kasuguan ha impadayag hu mga balinsuguen hu Dios, duun hu mga gin-apuan taw daw matareng gayed sa pagsilut kandan sumalà hu nasupak dan, 
HEB.2.3	in-inuwen taw man paglikay hu paghukum hu Dios ku bay-anan taw sa kamatuuran mahitenged hu mahinengdanen gayed ha kaluwasan? Sa nauna ha migpadayag taini ha kaluwasan iyan sa Ginuu dayun sa mga etaw ha nakapaliman kandin nanunultul dini ta kanuy. 
HEB.2.4	Pigpamatud-an haini hu Dios pinaagi hu mga timaan daw hu hurà mag-iling ha mga belenganen daw hu mga katatau ha in-ila din sumalà hu pagbayà din pinaagi hu Balaan ha Ispiritu.
HEB.2.5	Asem ku malugay ag-ilisan hu Dios haini sa kalibutan. Ba hurà pilia hu Dios sa mga balinsuguen din ha iyan magharì taini 
HEB.2.6	ba pinilì din sa mga etaw, ta amin inikagi ha tagyanaen
HEB.2.6	“Inu man diay sa etaw imbà nu man taghenhenaa daw tagpandayai? 
HEB.2.7	Binuhat nu ha minus sa kahimtang din dì hu mga balinsuguen duun hu mababà ha panahun. Ba makauma sa panahun ha ipatangkaw nu daw dayeen 
HEB.2.8	daw buhaten nu ha iyan magharì hu alan.”
HEB.2.8	Saini ha inikagi, “iyan magharì hu alan” tagpasabut ha hurà gayed tinanghagà ha harì pagharian asem hu etaw. Iman harì taw pa haini agkaahà. 
HEB.2.9	Ba sa naahà taw en iman iyan si Jesus ha binuhat ha minus sa kahimtang din dì hu mga balinsuguen hu Dios duun hu mababà ha panahun ta daw tumenged hu grasya hu Dios magpakamatay para hu kaet-etawan. Ba iman impatangkaw daw dinayè tumenged hu mga pag-antus din hu kamatayen.
