MAT.1.2	Ibrahím waalʊ́rʊ 
MAT.22.31	Bɩɩga ɩsɩɖáa‑dɛ́ɛ fém tɔ́m nɛ́, mɩ́dákála Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m‑daá baaŋmáa sɩsɩ: 
MAT.22.32	«Mɔ́ɔ́ gɛ Ibrahím na Isaáka na Yaakúbu bɛdɛ́ɛ Ɩsɔ́ɔ nɛ́? Ɩdɛkɛ́ɛ ɩsɩɖáa‑dɛ́ɛ Ɩsɔ́ɔ, amá weezíni‑dɩnáa dɛ́ɛ ńnɩ́ gɛ ɩgɛ́ɛ.» 
MAT.22.33	Zamɔ́ɔ waanɩ́ɩ bɩlɛ́ nɛ́, ngɛ ɩdɛ́ɛ wɩlɩ́ɩ waalá wɛ bítí.
MAT.22.35	Ngɛ badaá kʊ́ɖʊḿ weení ɩgɛ́ɛ 
MAT.22.36	«Kʊ́bɔnɩ́, Mará‑daá wenɖé gɛ kʊ́bɔńɖɛ?» 
MAT.22.37	Yeésu woobúsi yɩ sɩsɩ: «Nyɔ́nzɔɔlɩ́ Nyádʊ́ʊ Ɩsɔ́ɔ na nyéwénbiré rɩ́ŋa na nyégézeŋa rɩ́ŋa na nyólomaazɛ́ rɩ́ŋa.» 
MAT.22.38	Mará‑daá kʊ́bɔńɖɛ nbɩlɛ́, ɖɩnáa kaɖaa ńɖɛ. 
MAT.22.39	Kʊ́bɔńɖɛ sɩ́ɩ́lɛ ńɖɛ ɖɩɩlɩ́ɩ ɖɛ nɛ́ nɖɔ́: «Nyɔ́nzɔɔlɩ́ nyɔ́rɔwʊ́ nyazɩ nyádɩtɩŋa.» 
MAT.22.40	Mará amʊ́ alɛ́ɛ́nɩ́ gɛ 
MAT.22.42	sɩsɩ: «Wentí gɛ mɩ́nmaazɩnáa 
MAT.22.43	Ngɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Bɩɩlá nŋɩ́nɩ́ gɛ Kezeŋa ɖacɩrɩ‑cɩrɩ ńga waaŋmatɩná yɩ ɩyáa Lɛɛrʊ́ sɩsɩ "Mádʊ́ʊ". Káma wɔɔdɔ́ gɛ sɩsɩ:
MAT.22.44	«Ɖádʊ́ʊ wɔɔdɔ́ Mádʊ́ʊ sɩsɩ:
MAT.22.44	Cɔɔ mégíɖíiwú‑rɔ
MAT.22.44	Hálɩ manɖʊ nbáɖáanáa nyánʊvɔ́‑dɛ.»
MAT.22.45	«A bɩlɛ́ gɛ 
MAT.22.46	Badaá naárʊ toyuú tɔ́m‑bú ibúsi. Bɩdɩ́ŋa‑rɔ gɛ naárʊ tokúti ɩbɔ́ɔ́zɩ yɩ tɔ́m.
MAT.23.1	Bɩlɛ́ bʊwɔ́rɔ́ gɛ Yeésu waaŋmatɩná zamɔ́ɔ na 
MAT.23.2	sɩsɩ: «
MAT.23.3	Bɩlɛ́ nɛ́, ɩlá bɩka ifu wentí rɩ́ŋa bánŋmatɩ́ mɩ́ɩ nɛ́, amá ɩ́kámáázɩ balakásɩ. Káma badánlaḿ wentí bánŋmatɩ́ nɛ́. 
MAT.23.4	Bɔ́nvɔkɩ́ sʊʊ́tɩ yíni ńdɩ bándɩnɩ́ ɩráa faamɩ́nɩ‑rɔ, amá bɛḿ badɩtɩŋa bedéndendekiná tɩ na niiká basɩná wɛ. 
MAT.23.5	Bánlám balakásɩ rɩ́ŋa gɛ sɩsɩ na ɩráa ɩna wɛ. Bʊrɔɔzɩ́ nɛ́, bɔ́ngbɔwʊ́ʊ tɔná bátawá
MAT.23.6	Kʊ́bɔ́ɔ‑ɖɩdáarɛ gɛ bɔɔzɔ́ɔ́lɩ cɔwʊ́ʊ ɖíínawá‑daá na 
MAT.23.7	bɩka bɔzɔɔlɛ́ɛ ɩráa wɔ́nɖɔɔzɩ́ wɛ bɛ́nzɛɛ́ wɛ nɛ́, bɩka bánÿaá wɛ sɩsɩ «Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m wɩlɩɖáa kʊ́bɔnáa» zamɔ́ɔ‑daá. 
MAT.23.8	Bɩɩga mɩ́nyɔ́ɔ́ nɛ́, ɩ́kɔ́sɔ́ɔ́lɩ sɩsɩ báyaa mɩ́ɩ sɩsɩ Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m wɩlɩɖáa kʊ́bɔnáa, káma Ɩsɔ́ɔ‑dɛ́ɛ tɔ́m wɩlɩɖʊ́ kʊ́bɔnɩ́ kʊ́ɖʊḿ gɛ mɩ́wɛná, bɩɩga mɩ́rɩ́ŋa nɛ́, koobíya gɛ mɩ́gɛ́ɛ. 
MAT.23.9	Ɩkáyaa naárʊ adɛ laadɔ́ɔ‑rɔ sɩsɩ mɩ́jáa, káma Caawʊ́ kʊ́ɖʊḿ gɛ mɩ́wɛná, ɩnáá Caawʊ́ ɩwɛ ɩsɔ́ɔ́dáá nɛ́. 
MAT.23.10	Íkéyéle bayáa mɩ́ɩ́ sɩsɩ "Nɩ́báádɛɛrʊ́", káma Nɩ́báádɛɛrʊ́ kʊ́ɖʊḿ gɛ mɩ́wɛná, ɩnaá 
MAT.23.11	Mɩ́dáá kʊ́bɔnɩ́ ɩ́bɩsɩ mɩ́dɛ́ɛ bɔwʊtá‑dʊ́ʊ. 
MAT.23.12	Weení ɩrɩ́ŋa wángbaazɩ́ ɩdɩ nɛ́, béndisí yɩ, bɩka weení ɩrɩ́ŋa wéndisí ɩdɩ nɛ́, bángbaazɩ́ yɩ.
MAT.23.13	Nbusú ɖamáana mɩ́ɩ 
MAT.23.13	[
MAT.23.14	Nbusú ɖamáana mɩ́ɩ 
MAT.23.15	Nbusú ɖamáana mɩ́ɩ 
MAT.23.16	Nbusú ɖamáana mɩ́ɩ nɩ́báadɛɛráa njɛma wenbá mɩ́ndɔ́m sɩsɩ: "A ɩrʊ́ wooɖuuná 
MAT.23.17	Kʊjʊʊ́ fɛ́yɩ́‑dɩnáa njɛma mɩ́ɩ. Ngbetíi waagɩlɩ ná gɛ ye? Siká yáá Ɩsɔ́ɔ‑dɛ́ɛ ɖaáná wenká keeyéle gɛ siká waabɩ́sɩ Ɩsɔ́ɔ‑dɛ́ɛ ńbɩ nɛ́? 
MAT.23.18	Mɩ́ndɔtɔ́m ɖʊɖɔ sɩsɩ: «A ɩrʊ́ wooɖuuná 
MAT.23.19	Njɛma bana! Ngbetíi waagɩlɩ ná gɛ ye? Sarɔ́ɔ yáá kayaalanɖɛ́ wenɖé diiyéle gɛ sarɔ́ɔ waabɩ́sɩ Ɩsɔ́ɔ‑dɛ́ɛ ńbɩ nɛ́? 
MAT.23.20	Bɩlɛ́ nɛ́, ɩdɩlɩ́ sɩsɩ weení wooɖuuná 
MAT.23.21	Weení wooɖuuná 
MAT.23.22	Weení wooɖuuá Ɩsɔ́ɔ‑daá nɛ́, wooɖuuná Ɩsɔ́ɔ‑dɛ́ɛ kowuro‑gbelé na Ɩsɔ́ɔ weení ɩjɔɔ́ kɔrɔ nɛ́.
MAT.23.23	Nbusú ɖamáana mɩ́ɩ 
MAT.23.24	Nɩ́báadɛɛráa njɛma, mɩ́njɛtɩ́ lɩ́m mɩ́nlɩzɩ́ bɔɖʊʊ́ bɩká mɩ́nnyɔɔ́ mɩ́ngbɛdɩ́na raakúm!
MAT.23.25	Nbusú ɖamáana mɩ́ɩ́ 
MAT.23.26	Faríizi‑dʊ́ʊ njɛm! Yaalɩ yíka‑daá naanɩ́ na kɔwɔ́rɔ́ ɖʊɖɔ ɩlá ɖacɩrɩ‑cɩrɩ.
MAT.23.27	Nbusú ɖamáana mɩ́ɩ́ 
MAT.23.28	Bɩlɛ́ ɖʊɖɔ gɛ mɩ́nyɔ́ɔ́, ɩráa ɩzá‑daá nɛ́, bɛbɛɛ́na mɩ́ɩ́ sɩsɩ toovonúm‑dɩnáa, ngʊ́ nbɛ́ɛ́m nɛ́, mɩ́dáá nɛ́, munááfíísi na kidaavééníti riké gɛ.
MAT.23.29	Nbusú na mɩ́ɩ́ 
MAT.23.30	bɩka mɩ́ndɔ́m sɩsɩ: «A ɖáfʊ́nwɛ ɖájáajaanáa‑dɛ́ɛ sáátɩ, ɖátátasɩná wɛ ɖɩkʊ anɖébiwá. 
MAT.23.31	Bɩlɛ́ gɛ mɩ́dɩ́tɩŋa mɩ́nlɩzɩ́ɩ mɩ́dɩ seríya sɩsɩ mɩ́gɛ́ɛna wenbá baagʊ anɖébiwá nɛ́ bebíya. 
MAT.23.32	Bɩlɛ́ nɛ́ ɩdɛ́ɛ́zɩ wenbí mɩ́jáanáa waabáázɩ nɛ́. 
MAT.23.33	Mɩ́ɩ́ ɖomáa bɔɔzá ana ɖɔ́! Nŋɩ́nɩ́ gɛ sɩ ɩlá na ɩlɩ́ɩ azáába nɩgbamʊʊ́ narɩ́ɩ‑daá? 
MAT.23.34	Bʊrɔɔzɩ́ gɛ méngediríi mɩ́ɩ́ 
MAT.23.35	na bɩka ɩráa toovonúm‑dɩnáa, kɔgbɔɔ Abílu ɩrʊ́ toovonúm‑dʊ́ʊ hálɩ ngɔ́nɩ Sákárɩ Barasíi biyaalʊ́ weení mɩ́ɩ́gʊ́ yɩ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána na sarásɩ yaalanɖɛ́ bɔlɔwʊ́táá nɛ́ bɛdɛ́ɛ azimá‑dɛ́ɛ nɩgbamʊʊ́ narɩ́ɩ ití mɩ́rɔ́. 
MAT.23.36	Ménveerím mɩ́ɩ́ toovonúm sɩsɩ zaamáánɩ kɩna kɩdɛ́ɛ ɩráa‑rɔ gɛ nbusúwá tɩḿ tɩrɩ́ŋa ɖɔ́ sɩ tití.
MAT.23.37	Yerusalɛ́m, Yerusalɛ́m, nyɔ́ɔ́ weení nyángʊ́ʊ 
MAT.23.38	Bɩlɛ́ nɛ́, Ɩsɔ́ɔ wándalɩnáa mɩ́ɩ́ mɩ́ɖaána. 
MAT.23.39	Káma ménveerím mɩ́ɩ toovonúm sɩsɩ kɛtɛngɛrɛ mɩ́dándanáa ma hálɩ wɩ́rɛ wenɖé sɩ ɩtɔ́ sɩsɩ: «Sám mɔɔ́na kʊ weení ɩgɛrɛŋɛ na Ɖádʊ́ʊ yɩ́ɖɛ‑daá nɛ́.»
MAT.24.1	Yeésu waalɩ́ɩ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána‑daá wɛ́nɖɛɛ́ nɛ́, ngɛ ɩdɛ́ɛ wanbaaráa woogóduu ɩjɔ́ bánwɩlɩ́ɩ yɩ Ɩsɔ́ɔ‑dɛ́ɛ ɖaána‑dɛ́ɛ máa‑dɛ́ɛ kazɔ́ɔ. 
MAT.24.2	Ńna gɛ Yeésu wɔɔdɔ́ wɛ sɩsɩ: «Mányɩ sɩsɩ mɩ́bɛ́ɛna bɩrɩ́ŋa ɖɔ́ ya, bɩdángáa bʊ́ʊ́rɛ ɖɩdɩ́nɛ́ɛ ɖɩrɔwʊ́‑rɔ. Bɩrɩ́ŋa bínnuudí.»
MAT.24.3	Ɩjɔɔ́ɔ olivíyéé tɩ́ɩ́nɩ bʊ́ʊ‑daá nɛ́ gɛ 
MAT.24.4	Ngɛ Yeésu woobúsi wɛ sɩsɩ: «Iguná laakáárɩ, naárʊ ɩ́kɛtɛlɛ́sɩ mɩ́ɩ. 
MAT.24.5	Káma ɩráa ɖabata wɔ́ngɔnɩ́ na máyɩ́ɖɛ‑daá, bɔtɔ́ sɩsɩ: «Mɔ́ɔ́ gɛ Lɛɛrʊ́», na bɛtɛlɛ́sɩ ɩráa ɖabata. 
MAT.24.6	Mɩ́nnɩɩ́ baŋmátɩ yóóni tɩjʊ́ʊ́na nɛ́, na bolíni ńdɩ tɔ́m. Ɩ́kanɩ́ɩ nɩndáárɛ! Bɩmɔɔ́na bɩlɛ́ bɩrɩ́ŋa bɩtála. Amá bɩdɛkɛ́ɛ sɩsɩ ɖúúlínya kʊrʊ́ʊ waadalaná. 
MAT.24.7	Káma yíri wónÿoó yíri, wúro iyóo wúro; Fáráńdɩ́wá ndɩ‑ndɩ‑daá nyɔɔ́sɩ wánlám, adɛ iséle. 
MAT.24.8	Bɩlɛ́ bɩrɩ́ŋa bɩlɛ́ nɛ́, bɩjɔɔ́ɔ gɛ nyazɩ alʊ́ fuwá‑dʊ́ʊ‑dɛ́ɛ nʊŋásɩ kabaazɩya. 
MAT.24.9	Na bayá mɩ́ɩ, banaazɩ́ mɩ́ɩ bɩka bakʊ mɩ́ɩ. Wenbá rɩ́ŋa baasɩ Ɩsɔ́ɔ nɛ́, bánlɩzɩ́ɩ mɩ́ɩ báɖáárɛ máyɩ́ɖɛ‑rɔɔzɩ́. 
MAT.24.10	Na ɩráa ɖabata ɩbɛ́ɖɩ toovonúm fáa. Bánlɩɩ́ ɖamá wɔ́rɔ́ bɩka balɩzɩ́ ɖamá báɖáárɛ. 
MAT.24.11	 bʊbɔtɩnáa ɖabata wánɖʊ́ʊ balɩ́ɩ na bɛtɛlɛ́sɩ ɩráa ɖabata. 
MAT.24.12	Kidaavééníti lám wɔ́nɖɔɔ́ hálɩ biyéle ɩráa tuutúúma‑dɛ́ɛ sɔɔlɩ́m ɩfʊ́ʊ. 
MAT.24.13	Amá weení wɔ́nɖɔkɩ́ ɩdɩ hálɩ bɩkádʊ́lʊ́ nɛ́, Ɩsɔ́ɔ wɛ́nlɛɛ́ yɩ. 
MAT.24.14	Bénveerím ɖúúlínya rɩ́ŋa Ɩsɔ́ɔ‑dɛ́ɛ 
MAT.24.15	«A mɩ́ɩ́gɔ́nɩ ɩna "Fɔrɔ́sɩrʊ láálɩ́‑dʊ́ʊ" 
MAT.24.16	bɩdɛ́ɛ sáátɩ nɛ́, wenbá bɔwɛ Yuudée laadɔ́ɔ‑daá nɛ́ bésé bɛɖɛ́ɛ bʊ́ʊ́nɩ‑daá. 
MAT.24.17	Weení ɩwɛ ɖaḿ kʊjʊʊ́‑daá dáálɩ rɔ
MAT.24.18	Weení ɩwɛ fɔɔ́ nɛ́ ɩ́kabɩ́sɩ ɩwɔ́rɔ́ sɩsɩ sɩ ɩkɔ́gbɔ́ɔ ɩdɛ́ɛ kpáyɩ. 
MAT.24.19	Nbusú ɖamáa na aláa bɛyɛ́ɛ na fúúzi nɛ́, na wenbá bebíya wánmʊzʊ́ʊ wɛ wɛ́ amʊ́ nɛ́. 
MAT.24.20	Ɩzʊ́lʊ Ɩsɔ́ɔ sɩsɩ sɩ ise nɛ́, bɩ́kasaaná kaanɩŋá sáátɩ yáá fɛɛzɩrɛ wɩ́rɛ. 
MAT.24.21	Sáátɩ kɩḿ, ɩráa wánnáa fúkúḿsi kɛtɛngɛrɛ badanáa ta sɩ ɖoo ɖúúlínya kabaazɩya hálɩ ngɔ́nɩ lɛlɛɛɖɔ́ nɛ́. Ngʊ́ bɩlɛ́ gɛ naárʊ tándanáa sɩdaká. 
MAT.24.22	A Ɩsɔ́ɔ ɩ́tátʊʊ́ wɛ́‑bíya bɛḿ, naárʊ ɩ́tábɩ́ɩ́zɩ ɩcɔ́ɔ weezuú‑daá. Amá wenbá waada ɩlɩzɩ́ wɛ nɛ́ bɔrɔɔzɩ́, waadʊʊ́ wɛ́‑bíya bɛḿ. 
MAT.24.23	Bɩlɛ́ nɛ́, a naárʊ wɔɔdɔ́ mɩ́ɩ sɩsɩ 
MAT.24.24	Káma lɛɛráa bʊbɔtɩnáa na anɖébiwá bʊbɔtɩnáa wángʊrʊ́ʊ balá mamáaciwá kʊ́bɔńdɩ na mááɖéwá na a bɩ́njɔ́ɔ, bɛtɛlɛ́sɩ bɩkpɛdɩ́na wenbá Ɩsɔ́ɔ waada ɩlɩzɩ́ wɛ nɛ́. 
MAT.24.25	Bɩlɛ́ nɛ́ máábásɩ mɩ́ɩ.
MAT.24.26	«Bɩlɛ́ nɛ́, a beevééri mɩ́ɩ sɩsɩ ɩbɛ́ɛ yɩ tɛɛwʊ́lɔ́ɔ‑daá, íkobó. Yáá a bɔɔdɔ́ mɩ́ɩ́ sɩsɩ ɩbɛ́ɛ yɩ, ɩmʊ́sɛ́ɛ cé, ɩkáfa wɛ toovonúm. 
MAT.24.27	Káma ńŋɩnáa bɩ́nnyaláázɩ wɩ́sɩ yaalɩɩɖɛ́ fáráńdɩ́ na bikólósi sɩ yaazalaɖɛ́ fáráńdɩ́ nɛ́, bɩlɛ́ gɛ sɩ bɩlá 
MAT.24.28	Lénlé wenbí bɩ́ńzɩ́ḿ nɛ́ bʊwɛ nɛ́, ńna gɛ abɛ́ŋtɛ́wá wónduuzí.»
MAT.24.29	«Wɛ́‑bíya bɛḿ baajáŋ bɛdɛ́ɛ fúkúḿsi wɔ́rɔ́ nɛ́, wɩ́sɩ‑daá, bɩ́nlám temeenuú; fenɔɔ́‑dɛ́ɛ ɖɛnyɛm tóndolósi, wɩlásɩ wánlɩɩ́ ɩsɔ́ɔ́dáá sɩ́nzalɩ́ɩ bɩka ɩsɔ́ɔ́dáá yíkowá iséle. 
MAT.24.30	Na 
MAT.24.31	Wéngediríi ɩdɛ́ɛ 
MAT.24.32	Ɩgbɛlɛmná fiigíyée tɩɩwʊ́. A bɩgɛ́ɛ kɩdɛ́ɛ wiláázɩ waalá siíni bɩka fáádɩ wánzʊʊ́, mɩ́nyɩ sɩsɩ lʊngʊrɛ́ waajʊ́ʊ. 
MAT.24.33	Bɩlɛ́ ɖʊɖɔ gɛ mɩ́nyɔ́ɔ́ ɖʊɖɔ, a mɩ́ɩ́ná wentí rɩ́ŋa mááŋmátɩ mɩ́ɩ nɛ́, ɩdɩlɩ́ sɩsɩ 
MAT.24.34	Ménveerím mɩ́ɩ toovonúm sɩsɩ zaamáánɩ kɩna kɩdɛ́ɛ ɩráa tɛ́ndɛḿ na bɩrɩ́ŋa máádɩ́ ɖɔ́ nɛ́ bɩtála. 
MAT.24.35	Adɛ na ɩsɔ́ɔ́dáá wɛ́ndɛlɛ́m, amá mɛ́dɛ́ɛ ŋmatɩrɛ́ tɛ́ndɛlɛ́m kɛtɛngɛrɛ.
MAT.24.36	Amá naárʊ waasɩ bɩdɛ́ɛ wɩ́rɛ yáá alʊwáátɩ. 
MAT.24.37	Wenbí bɩɩlá 
MAT.24.38	Bɩdɛ́ɛ sáátɩ kɩḿ, naanɩ́ na tɛ́ɛ́wʊ kʊ́bɔńgɩ ɩbáázɩ nɩɩ́ lɩ́m iɖi ɩráa nɛ́, ɩráa wénɖíi bɔ́nnyɔɔ́, bɔ́ngbɔwʊ́ʊ aláa bɩka bánváa bebíya hálɩ wɩ́rɛ wenɖé Núhum waazʊ́ʊ 
MAT.24.39	Bidefééri wɛ natɩ́rɩ hálɩ lɩ́m kʊ́bɔńbɩ ɩkɔ́nɩ biɖi barɩ́ŋa. Bɩlɛ́ ɖʊɖɔ gɛ sɩ bɩlá 
MAT.24.40	Ɩráa nɔwɔ́lɛ wɛ fɔɔ́‑daá gɛ na bɩsɛlɩ́ kʊ́ɖʊḿ biyéle sɩɩlɛ ńnɩ́. 
MAT.24.41	Aláa nɔwɔ́lɛ wɛ bánnaḿ namɩ́rɛ‑rɔ gɛ na bɩsɛlɩ́ kʊ́ɖʊḿ biyéle lí ńní. 
MAT.24.42	Bɩlɛ́ nɛ́ ivére, káma mɩ́ɩ́sɩ wɩ́rɛ wenɖé Mɩ́dʊ́ʊ sɩ ɩkɔ́nɩ nɛ́. 
MAT.24.43	Mɩ́nyɩ bɩlɛ́ sɩsɩ a ɖɔɔ́‑dʊ́ʊ ɩ́fʊnnyɩ nuvoowú‑dɛ́ɛ alʊwáátɩ wenkí ŋmɩɩlʊ́ sɩ ɩkɔ́nɩ nɛ́, wénveríi ɩcɔɔná waazá na ŋmɩɩlʊ́ ɩ́kɔkɔ́nɩ ɩsʊ́ʊ ɖaána‑daá. 
MAT.24.44	Bʊrɔɔzɩ́ nɛ́, mɩ́nyɔ́ɔ́ ɖʊɖɔ ɩgbɩ́ɩ́rɩ mɩ́ɖámáa káma 
MAT.24.45	«Weení gɛ bɔwʊtá‑dʊ́ʊ ɩzɩɩzɛ́ɛ bɩka ɩgɛ́ɛ tɩlɩ́ɖʊ ɩgʊ́bɔnɩ́ waazɩ́ɩ yɩ wɛ́nbɛɛḿ ɩɖaána‑daá bɔwʊtá‑dɩnáa‑rɔ, bɩka wánváa wɛ kíɖíím sáátɩ wenkí bɩɩbɔ́ɔ́zɩ nɛ́? 
MAT.24.46	A bɩgɛ́ɛ bɔwʊtá‑ɖʊ́ʊ ɩmʊ́ ɩgʊ́bɔnɩ́ waagábɩsɩ, ngɛ wɔɔmɔɔná yɩ wánlám tɩmɛ́rɛ wenɖé waaɖʊ yɩ nɛ́, ɩ́naa wenbi‑niíni‑dʊ́ʊ. 
MAT.24.47	Ménveerím mɩ́ɩ toovonúm sɩsɩ wánzɩɩ́ yɩ kʊ́bɔńdɩ ɩdɛ́ɛ ɖɔ́ɔ́lɛ rɩ́ŋa‑rɔ. 
MAT.24.48	Amá a ɩgɛ́ɛ bɔwʊtá‑dʊ́ʊ tɩtɛ ńnɩ́, wɔ́ndɔ́m iwenbiré‑daá sɩsɩ: "Mágʊ́bɔnɩ́ tángábɩsɩ ɖasam" 
MAT.24.49	ngɛ wɛɛɖɛ́ɛ wánmám ɩ́na wenbá tɩmɛ́rɛ‑daá nɛ́, wénɖíi bɩka ɩ́na nyɔɔráa bɔ́nnyɔɔ́, 
MAT.24.50	bɔwʊtá‑dʊ́ʊ ɩmʊ́ ɩdɛ́ɛ kʊ́bɔnɩ́ wándalɩ́ɩ wɩ́rɛ na alʊwáátɩ wenkí ɩyaaɖʊ́ʊna nɛ́. 
MAT.24.51	Ɩgʊ́bɔnɩ́ wɔ́nɖɔwʊ́ʊ yɩ na ɩfɛ́rɛ yɩ munáávikíwá‑dɛ́ɛ kɩvɛrɛwʊ. Ńna gɛ wénwií bɩka wánlám mányɩ lé.
MAT.25.1	«Bɩlɛ́ nɛ́, wenbí bɛ́ngɛɛzɩnáa 
MAT.25.2	Badaá nɔɔ́nʊ́wá kɛ́ɛ laakáárɩ buḿsi‑dɩnáa, bɩka nɔɔ́nʊ́wá baaganáa kɛ́ɛ áséńsí‑dɩnáa. 
MAT.25.3	Nɔɔ́nʊ́wá laakáárɩ buḿsi‑dɩnáa wɔɔgbɔ́ɔ bɛdɛ́ɛ fɩtɩ́lawá nɛ́, bɛdɛkpɛdɩ́na núm 
MAT.25.4	Amá nɔɔ́nʊ́wá baaganáa kɛ́ɛ asénsí‑dɩnáa, bɛlɛ́ bɛɛgbɛdɩ́na núm azíya bɛdɛ́ɛ kpárábáyáawá‑daá. 
MAT.25.5	Weetáhárʊ tofolí kɔnɖɛ́ nɛ́, ɖóm waalá aléewá bɛḿ barɩ́ŋa bɔkpɔ́ɔ ɖóm. 
MAT.25.6	Nuvoo‑lɔwʊ́rɛ gɛ ɖugogoore wɔɔvɔ sɩsɩ: "Ɩbɛ́ɛ weetáhárʊ, ɩlɩ́ɩ ɩsɩ́m yɩ!" 
MAT.25.7	Ńna gɛ aléewá bɛḿ barɩ́ŋa beevé bángbɩɩrɩ́ bavɩtɩ́lawá. 
MAT.25.8	Nɔɔ́nʊ́wá laakáárɩ buḿsi‑dɩnáa wɔɔdɔ́ áséńsí‑dɩnáa sɩsɩ: "Ɩva ɖáa mɩ́dɛ́ɛ núm, ɖɛ́dɛ́ɛ fitɩ́lawá wánɖɩ́m." 
MAT.25.9	Áséńsí‑dɩnáa woobúsi wɛ sɩsɩ: "Aayɩ́. Bɩdándalɩ́ ɖána mɩ́ɩ, bɩlɛ́ nɛ́ ibó yanɖáa‑jɔ́ ɩkámʊ́." 
MAT.25.10	Sáátɩ wenkí bɛɛɖɛ́ɛ mʊ́ʊ nɛ́ gɛ weetáhárʊ waadála. Wenbá báńgbɩ́ɩ́rɩ badɩ baɖamáa nɛ́, boovu yɩ basʊ́ʊ hiije ɖaána‑daá, ngɛ bɔɔdɔ tará. 
MAT.25.11	Bɩlɛ́ bʊwɔ́rɔ́ gɛ aléewá baaganáa waadála bɔ́ndɔ́m sɩsɩ: "Kʊ́bɔnɩ́, kʊ́bɔnɩ́ bátʊlʊ́‑ɖáa." 
MAT.25.12	Amá woobúsi wɛ sɩsɩ: "Ménveerím mɩ́ɩ toovonúm sɩsɩ máásɩ mɩ́ɩ." 
MAT.25.13	Bɩlɛ́ nɛ́, ivére káma mɩ́ɩ́sɩ wɩ́rɛ yáá alʊwáátɩ wenkí 
MAT.25.14	«
MAT.25.15	Weejéle kʊ́ɖʊḿ siká liideé kákpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá, naárʊ siká liideé kákpáŋá, ngɛ weejéle toozo ńnɩ́ siká liideé nɩɩ́nʊ́wá. Weejéle báa weení bɩlɩɩná ɩdɛ́ɛ konkárɩ́‑rɔ. Ngɛ wɛɛɖɛ́ɛ ɩdɛ́ɛ nɩ́bááwʊ. 
MAT.25.16	Weení beejéle yɩ siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wa nɛ́, waajáŋ ibó ɩlaná yɛ tɩmɛ́rɛ́ iyuú alɩbɔ́ɔ siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá. 
MAT.25.17	Siká liideé kakpáŋa‑dʊ́ʊ woobó ɩlá bɩlɛ́ ɖʊ́ɖɔ iyuú alɩbɔ́ɔ siká liideé kakpɩ́ŋa ɖʊɖɔ. 
MAT.25.18	Amá weení beejéle yɩ siká liideé nɩɩ́nʊ́wá nɛ́ woobó ɩbáa bɔɔwʊ́ adɛ ɩkpɔ́ɔ ɩdɛ́ɛ kʊ́bɔnɩ́‑dɛ́ɛ liideé ɩmʊ́sɩ ńna. 
MAT.25.19	Bʊwɔ́rɔ́ kpeteree nɛ́, bɔwʊtá dɩnáa bana bɛdɛ́ɛ kʊ́bɔnɩ́ waadála, ngɛ waayáa badaá báa weení sɩsɩ ɩtɩ́ yɩ wenbí waalaná iliideé nɛ́. 
MAT.25.20	Weení beejéle yɩ siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá nɛ́ wɔɔgɔ́nɩ ɩgʊ́bɔnɩ́ ɩzá‑daá, ngɛ waazɩ́ɩ siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá kɩ́falá ɩtɔ́ sɩsɩ: "Kʊ́bɔnɩ́, nyééjéle ma siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá gɛ, bɛɛ siká liideé kakpɩ́ɩ́zɩ nasɩ́lɛ na nɩɩ́nʊ́wá móóyúu alɩbɔ́ɔ nɛ́ nɖɔ́." 
MAT.25.21	Ńna gɛ ɩgʊ́bɔnɩ́ wɔɔdɔ́ yɩ sɩsɩ: "Nyáálá kazɔ́ɔ, nyɛ́gɛ́ɛ bɔwʊtá‑dʊ́ʊ kazɔ́ɔ ńnɩ́ na toovonúm‑dʊ́ʊ; mééjéle nya cʊ́kɔ, ngɛ nyááláná kɩ tɩmɛ́rɛ na toovonúm nɛ́, ménjelíi nya tɩmɛ́rɛ kʊ́bɔńɖɛ. Kɔnɩ mána nya ɖɩfáárɩ." 
MAT.25.22	Weení beejéle yɩ siká liideé kákpáŋa nɛ́ wɔɔgɔ́nɩ ɩgʊ́bɔnɩ́ ɩzá‑daá ɩtɔ́ yɩ sɩsɩ: "Kʊ́bɔnɩ́, nyééjéle ma siká liideé kákpáŋa gɛ, bɛɛ siká liideé kákpáŋa móóyúu alɩbɔ́ɔ nɛ́." 
