GEN.1.1	Pakuyamba Mulungu adalenga dzulu napantsi. 
PSA.119.118	yinde, kuchenjela kwawo nkwapezi.
PSA.119.119	Wakuyipa wentse wapadziko muniwataya ninga bzinthu bzapezi-pezi;
PSA.119.119	nakutenepo ninfuna umboni wanu.
PSA.119.120	Nyama yangu intetemela nakugopa imwe,
PSA.119.120	nin'gopa matongelo yanu.
PSA.119.121	Ndachita kutonga nachilungamo;
PSA.119.121	lekani kundisiya m'manja mwaanyakundipondelela!
PSA.119.122	Khalani chiphatiso chamulanda wanu kuti bzimukomele!
PSA.119.122	Lekani kuti wakubzikuza andipondelele!
PSA.119.123	Maso yangu yansuwila chipulumuso chanu,
PSA.119.123	pomwe yansuwila chitsimikizo chanu chakulungama.
PSA.119.124	Chitilani mulanda wanu kuteyeza ntsisi zanu!
PSA.119.124	Ndifundiseni malango yanu!
PSA.119.125	Ndine mulanda wanu, ndipaseni kubvesesesa,
PSA.119.125	kuti ndidziwe umboni wanu!
PSA.119.126	Ninthawe ya Chawuta kuti achite,
PSA.119.126	aphwanya fundiso yanu.
PSA.119.127	Nakutenepo ninfuna mitemo yanu,
PSA.119.127	kuposa golidhe, kuposa golidhe yakunyodoka.
PSA.119.128	Nakutenepo niniwona maweluzo yanu yentse kukhala yakukonkholoka,
PSA.119.128	nin'zonda njila zentse zamagunkha.
PSA.119.129	Umboni wanu un'dabwisa,
PSA.119.129	nakutenepo moyo wangu uniwuchengeta.
PSA.119.130	Kubula padecha kwamafala yanu kwawinikila,
PSA.119.130	kumpasa kubvesesesa kwawakupusa.
PSA.119.131	Niniyashama mulomo wangu, ninfemuluka,
PSA.119.131	pakuti ninsuwila mitemo yanu.
PSA.119.132	Chewukilani kwayine mundikomele ntima,
PSA.119.132	kuteyeza ntongelo wanu kwaawo anfuna dzina lanu.
PSA.119.133	Mulimbise nzayo zangu kuteyeza tsimikizo yanu,
PSA.119.133	bzakuyipa ngabzileke kunditonga.
PSA.119.134	Ndilomboleni kuchoka mukupondelela kwawanthu,
PSA.119.134	kuti nditeyeze maweluzo yanu.
PSA.119.135	Winikani nkhope yanu kwamulanda wanu,
PSA.119.135	mundifundise malango yanu.
PSA.119.136	Maso yangu yakuyelela tukamadzi twamisozi,
PSA.119.136	pakuti wanthu anteyeza lini fundiso yanu.
PSA.119.137	Ndimwe wakulungama, imwe Chawuta,
PSA.119.137	pomwe kutonga kwanu nkwakukonkholoka.
PSA.119.138	Mudalewa umboni wanu muchilungamo
PSA.119.138	namuchikhulupililo chachadidi.
PSA.119.139	Shungu zangu zandidya
PSA.119.139	nathangwe lakuti azondi wangu akuyebwa fala lanu.
PSA.119.140	Chitsimikizo chanu n'chakuchenesewa kwene-kwene,
PSA.119.140	mulanda wanu an'chifuna.
PSA.119.141	Ndine wakuchepseka, pomwe wakunyozeka,
PSA.119.141	koma niniyebwa lini maweluzo yanu.
PSA.119.142	Chilungamo chanu n'chakulungama kufika lini nalini,
PSA.119.142	fundiso yanu n'chadidi.
PSA.119.143	Nthamu nakuwawidwa bzandiphata,
PSA.119.143	koma mitemo yanu nkukondwa kwangu.
PSA.119.144	Umboni wanu niwakulungama kufika lini nalini,
PSA.119.144	ndipaseni kubvesesesa kuti ndikhale wamoyo.
PSA.119.145	Nantima wangu wentse, ninilila; ndidayileni, imwe Chawuta
PSA.119.145	nin'zateyeza malango yanu!
PSA.119.146	Ninilila kwayimwe, ndichizeni!
PSA.119.146	Kuti nditeyeze umboni wanu.
PSA.119.147	Ninilamuka kumadandakucha ndichililila thandizo,
PSA.119.147	nin'nyanganila mafala yanu.
PSA.119.148	Maso yangu yan'khala yadapenya usiku wentse,
PSA.119.148	kuti ndilingilile pachitsimikizo chanu.
PSA.119.149	Ibvani fala langu kuteyeza ntsisi zanu!
PSA.119.149	Imwe Chawuta, kuteyeza kutonga kwanu, musuluzani umoyo wangu!
PSA.119.150	Afendela pafupi awo aninsawusa nanzelu zakuyipa,
PSA.119.150	ali kutali nafundiso yanu.
PSA.119.151	Koma imwe Chawuta muli pafupi,
PSA.119.151	pomwe mitemo yanu yentse n'chadidi.
PSA.119.152	Kuyambila kale ndidadziwa muwumboni wanu,
PSA.119.152	kuti ndimwe mudabziyamba kufika lini nalini.
PSA.119.153	Nyanganani nyathwa zangu, mundipulumuse!
PSA.119.153	Pakuti niniyebwa lini fundiso yanu.
PSA.119.154	Ndileweleleni mundilombole,
PSA.119.154	ndimusuluzeni kuteyeza chitsimikizo chanu!
PSA.119.155	Chipulumuso chili kutali kwawakuyipa,
PSA.119.155	pakuti ampsaga lini malango yanu.
PSA.119.156	Chifundo chanu n'chikulu, imwe Chawuta,
PSA.119.156	ndimusuluzeni kuteyeza matongelo yanu.
PSA.119.157	Aninsawusa naanin'zonda mbaazinji,
PSA.119.157	koma ine nimpatuka lini muwumboni wanu.
PSA.119.158	Nin'nyangana amaluku ndichinyantsiwa,
PSA.119.158	pakuti anteyeza lini bzamunilewa.
PSA.119.159	Wonani kufuna kwanin'chita maweluzo yanu!
PSA.119.159	Imwe Chawuta, ndimusuluzeni kuteyeza ntsisi zanu!
PSA.119.160	Nsolo wafala lanu n'chadidi;
PSA.119.160	ntongelo wanu wentse wakulungama um'mala lini.
PSA.119.161	Manduna yaninsawusa palibe mulandu,
PSA.119.161	koma ntima wangu un'gopa mafala yanu.
PSA.119.162	Ninsekelela thangwe lafala lanu,
PSA.119.162	ninga munthu waphata sipodyo izinji.
PSA.119.163	Nin'zonda, ndichinyantsiwa namagunkha,
PSA.119.163	koma ninfuna fundiso yanu.
PSA.119.164	Ninkudumbizani kanomwe pantsiku yokha-yokha,
PSA.119.164	nathangwe lamatongelo yanu yakulungama.
PSA.119.165	Nkhalo ikulu ina awo anfuna fundiso yanu;
PSA.119.165	palibe chiniwachitisa kuti akhukhumudwe.
PSA.119.166	Nin'nyanganila chipulumuso chanu imwe Chawuta,
PSA.119.166	nin'chengeta mitemo yanu.
PSA.119.167	Moyo wangu un'chengeta umboni wanu,
PSA.119.167	niniwufuna kwene-kwene.
PSA.119.168	Ninteyeza maweluzo yanu, nawumboni wanu,
PSA.119.168	pakuti njila zangu zentse zili patsogolo panu.
PSA.119.169	Lekani kulila kwangu kufendele patsogolo panu, imwe Chawuta!
PSA.119.169	Ndipaseni kubvesesesa kuteyeza fala lanu!
PSA.119.170	Lekani kukumbila kwangu kubwele patsogolo panu!
PSA.119.170	Ndipulumuseni kuteyeza fala lanu!
PSA.119.171	Milomo yangu in'zathulula dumbizo,
PSA.119.171	kuti mundifundise malango yanu.
PSA.119.172	Lilimi langu lin'zayimba bzafala lanu,
PSA.119.172	pakuti mitemo yanu yentse niyakulungama.
PSA.119.173	Lekani janja lindithandize!
PSA.119.173	Pakuti ndasankhula maweluzo yanu.
PSA.119.174	Ninsuwa chipulumuso chanu, imwe Chawuta,
PSA.119.174	fundiso yanu nkukondwa kwangu.
PSA.119.175	Musuluzani moyo wangu, kuti ndikudumbizeni!
PSA.119.175	Lekani matongelo yanu yandithandize!
PSA.119.176	Ndatsakalila ninga bila latayika, psagani mulanda wanu,
PSA.119.176	pakuti niniyebwa lini mitemo yanu.
PSA.120.1	Munthamu zangu, ninilila kwa Chawuta,
PSA.120.1	pomwe anin'dayila:
PSA.120.2	“Imwe Chawuta, pulumusani moyo wangu,
PSA.120.2	kumilomo yamagunkha,
PSA.120.2	kumalilimi yachinyengo.”
PSA.120.3	Ko n'chinyi chawun'zapasiwa?
PSA.120.3	Pomwe n'chinyi chin'zathimiziliwa kwayiwe,
PSA.120.3	iwe lilimi lachinyengo?
PSA.120.4	Nsewe wakuthwa wawankhondo,
PSA.120.4	namasimbe yakuphsa yamuti wamphsayilo!
PSA.120.5	Tsoka kwayine! Nin'khala ninga mulendo mu Mesheki,
PSA.120.5	nin'khala m'matenti yaku Kedhari!
PSA.120.6	Moyo wangu wakhala nthawe itali,
PSA.120.6	nawanthu an'zonda nkhalo.
PSA.120.7	Ndine wankhalo;
PSA.120.7	koma paninilewa-lewa,
PSA.120.7	iwo anfuna bzankhondo.
PSA.121.1	Ninsumusila maso yangu kumapili.
PSA.121.1	Ko thandizo langu lin'choka kuponi?
PSA.121.2	Thandizo langu lin'choka kwa Chawuta,
PSA.121.2	nyakulenga kudzulu napantsi.
PSA.121.3	Anilekelela lini, nzayo zako zichitelela,
PSA.121.3	aniwodzila lini, uyo ankuchengeta.
PSA.121.4	Wonani! Aniwodzila lini, panango kugona,
PSA.121.4	uyo an'chengeta Izraeli.
PSA.121.5	Chawuta ndiye nyakukuchengeta;
PSA.121.5	Chawuta ndiye nthunzi wako,
PSA.121.5	kujanja lako ladidi.
PSA.121.6	Masikati, dzuwa lin'zakutentha lini,
PSA.121.6	panango mwezi usiku.
PSA.121.7	Chawuta an'zakuchengeta kubzakuyipa bzentse,
PSA.121.7	an'zachengeta umoyo wako.
PSA.121.8	Chawuta an'zachengeta, kubula kwako nakubwela kwako,
PSA.121.8	kuyambila nthawe ino kufika lini nalini.
PSA.122.1	Ndidasekelela paadati kwayine,
PSA.122.1	“Tiyendeni kunyumba ya Chawuta!”
PSA.122.2	Nzayo zathu zayima,
PSA.122.2	pamisuwo yako, iwe Jerusalema!
PSA.122.3	Jerusalema idamangiwa ninga guta,
PSA.122.3	lidaphataniziwa pabodzi,
PSA.122.4	uko kunkwila mishowo,
PSA.122.4	mishowo ya Chawuta;
PSA.122.4	ninga umboni kwa Izraeli,
PSA.122.4	kuti atende dzina la Chawuta.
PSA.122.5	Pakuti m'mwemo mazimambo yadakhala pamipando kutonga,
PSA.122.5	mipando yawumambo wanyumba ya Dhaveti.
PSA.122.6	Pemphelelani nkhalo ya Jerusalema!
PSA.122.6	“Awo ankufuna, ngaakhale mun'delekho!
PSA.122.7	Nkhalo ngayikhale nkati mwamipanda yanu,
PSA.122.7	pomwe n'delekho ukhale nkati mwamadala yanu!”
PSA.122.8	Nathangwe laabale wangu naanzangu,
PSA.122.8	nin'zati, “Nkhalo ngayikhale nkati mwako!”
PSA.122.9	Nathangwe lanyumba ya Chawuta Mulungu wathu,
PSA.122.9	nin'zapsaga kukoma kwako.
PSA.123.1	Kwayimwe, ninsumusa maso yangu,
PSA.123.1	imwe mudakhala pampando wawumambo kudzulu!
PSA.123.2	Wonani! Ninga maso yaalanda kunyanganila janja lambuya wawo,
PSA.123.2	ninga maso yamulandakazi kunyanganila kujanja lambuyakazi wake;
PSA.123.2	nakutenepo maso yathu yan'nyanganila kwa Chawuta Mulungu wathu,
PSA.123.2	kufikila watichitila chifundo.
PSA.123.3	Tichitilene chifundo, imwe Chawuta, tichitileni chifundo,
PSA.123.3	pakuti kunyozewa kwatin'chitiwa kwawanda.
PSA.123.4	Moyo yathu yaneta,
PSA.123.4	nakusekewa nawanthu ali mun'delekho,
PSA.123.4	kuchepsewa nawanthu am'bzikuza.
PSA.124.1	“Ninga Chawuta akhali lini kumbali kwathu,”
PSA.124.1	lekani Izraeli ilewe kuti,
PSA.124.2	“Ninga Chawuta akhali lini kumbali kwathu,
PSA.124.2	wanthu paadatimukila;
PSA.124.3	pamwepo akhadatimeza tili wamoyo,
PSA.124.3	ukali wawo pawudatigakila;
PSA.124.4	pamwepo madzi yakhadatigwanila,
PSA.124.4	kukukuma kwamadzi kukhadatinyuza;
PSA.124.5	pamwepo madzi yamphamvu,
PSA.124.5	yakhadatinyuza.”
PSA.124.6	Ngaadalisiwe Chawuta,
PSA.124.6	uyo alibe kutipeleka,
PSA.124.6	kukhala chakudya chamano yawo!
PSA.124.7	Tidaphsukunyuka ninga mbalami,
PSA.124.7	muwukhukha waanyakuteya,
PSA.124.7	ukhukha wagwatika,
PSA.124.7	ise taphsukunyuka!
PSA.124.8	Thandizo lathu lili mudzina la Chawuta,
PSA.124.8	nyakulenga kudzulu napantsi.
PSA.125.1	Awo an'themba na Chawuta, aninga phili la Ziyoni,
PSA.125.1	linsaya kutekenyeka,
PSA.125.1	linkhala kufika lini nalini.
PSA.125.2	Ninga mapili yadazungunuka Jerusalema,
PSA.125.2	nakutenepo Chawuta adazungunuka wanthu wake,
PSA.125.2	kuyambila nthawe ino kufika lini nalini.
PSA.125.3	Pakuti mphsimbo yawumambo yawakuyipa, in'zakhala lini,
PSA.125.3	muchigawo chawakulungama,
PSA.125.3	pakuti wakulungama angazapfuthule manja yawo kuchita bzakuyipa.
PSA.125.4	Chitani bwino, imwe Chawuta, kwaawo ali bwino!
PSA.125.4	Nakwaawo adakonkholoka mumitima yawo.
PSA.125.5	Koma awo ampatukila kunjila zawo zakupotoka,
PSA.125.5	Chawuta an'zaachosa pabodzi nawanthu wakuyipa!
PSA.125.5	Nkhalo ngayiwe pa Izraeli.
PSA.126.1	Chawuta paadabwezelapo Ziyoni,
PSA.126.1	tikhali ninga awo anilota.
PSA.126.2	Pamwepo milomo yathu idadzala nakuseka,
PSA.126.2	lilimi lathu nachiwowo chakusekelela.
PSA.126.2	Pamwepo wamadziko adati pakati pawo,
PSA.126.2	“Chawuta waachitila bzinthu bzikulu.”
PSA.126.3	Chawuta watichitila bzinthu bzikulu;
PSA.126.3	tinkondwa.
PSA.126.4	Bwezelanipo kupambiwa kwathu! Imwe Chawuta,
PSA.126.4	ninga tumikulo mu Negebhu!
PSA.126.5	Awo am'bzala namisozi,
PSA.126.5	an'zakolola nakukuwa kwakusekelela.
PSA.126.6	Uyo aniyenda achilila,
PSA.126.6	adatakula mbewu zakukabzala,
PSA.126.6	an'zabwelela kumuyi achikuwa kwakusekelela
PSA.126.6	adatakula mitolo yatiligu.
PSA.127.1	Kunja kwakuti Chawuta ndiye wamanga nyumba,
PSA.127.1	aniyimangawo am'manga papezi.
PSA.127.1	Kunja kwakuti Chawuta ndiye wakhaliliza guta,
PSA.127.1	akhalilizi an'khaliliza papezi.
PSA.127.2	M'bzapezi kwaawo anilamuka machibese-bese nakuchedwa kagona;
PSA.127.2	nakudya chakudya mwakuthamanga thangwe labasa;
PSA.127.2	pakuti ampasa waanfuna, adagona.
PSA.127.3	Wonani! Wana ninthaka in'choka kwa Chawuta,
PSA.127.3	n'chelo wamimba nimpagalo.
PSA.127.4	Ninga misewe mujanja lawankhondo,
PSA.127.4	ndiwo wana wapawulumbwana.
PSA.127.5	Ali bwino munthu,
PSA.127.5	ana chikwama chidadzala nawo.
PSA.127.5	An'zanyazisiwa lini,
PSA.127.5	paan'zalewa-lewa naazondi wake pansuwo.
PSA.128.1	Ali bwino munthu wentse an'gopa Chawuta,
PSA.128.1	anfamba munjila zake!
PSA.128.2	Un'zadya michelo yabasa lamanja yako;
PSA.128.2	un'zakhala bwino, bzichizakukomela.
PSA.128.3	Nkazi wako an'zachita ninga muvayini um'bala michelo munyumba mwako,
PSA.128.3	wana wako an'zachita ninga bziphuphu bzamuolivi,
PSA.128.3	kuzungunuka thebulu yako.
PSA.128.4	Wonani! Ndiko kudalisiwa kun'zachitiwa munthu an'gopa Chawuta.
PSA.128.5	Chawuta ngaakudalise kuchoka ku Ziyoni,
PSA.128.5	uwone bzinthu bzabwino bza Jerusalema,
PSA.128.5	muntsiku zentse zawumoyo wako!
PSA.128.6	Uwonembo wana wawana wako!
PSA.128.6	Nkhalo ngayiwe pa Izraeli.
PSA.129.1	“Adandiwonesa nyathwa kwene-kwene, kuyambila pawubwana wangu,”
PSA.129.1	Lekani Izraeli ilewe kuti,
PSA.129.2	“Adandiwonesa nyathwa kwene-kwene, kuyambila pawubwana wangu,
PSA.129.2	koma alibe kundikunda.
PSA.129.3	Anyakulima adalima pansana pangu;
PSA.129.3	adatala mizela yawo mitali.”
PSA.129.4	Chawuta niwakulungama,
PSA.129.4	adagwata bzingwe bzawakuyipa.
PSA.129.5	Wentse an'zonda Ziyoni,
PSA.129.5	ngaanyazisiwe, abwezewe m'mbuyo!
PSA.129.6	Lekani achite ninga upsa pantsodzi yanyumba,
PSA.129.6	unfota unati wakula,
PSA.129.7	unsaya kudzala mujanja lanyakucheka,
PSA.129.7	panango wakumanga mitolo yatilugu kuwukumbatila,
PSA.129.8	naawo ampita nanjila anilewa lini kuti,
PSA.129.8	“Daliso la Chawuta ngalikhale payiwe!
PSA.129.8	Tinkudalisani mudzina la Chawuta!”
PSA.130.1	Ndili m'boo ndidachemelela kwayimwe Chawuta!
PSA.130.2	Mfumu, ibvani fala langu!
PSA.130.2	Makutu yanu ngayatetekele,
PSA.130.2	kufala lakukumbila kwangu!
PSA.130.3	Tsono, imwe Chawuta mukachengeta bzakuyipa,
PSA.130.3	Mfumu, mbani angayime?
PSA.130.4	Koma muna kulekelela mwayimwe,
PSA.130.4	kuti imwe mugopewe.
PSA.130.5	Niniyimila Chawuta, moyo wangu uniyimila,
PSA.130.5	mufala lake nin'nyanganila;
PSA.130.6	moyo wangu uniyimila Mfumu,
PSA.130.6	kuposa nkhalilizi aniyimila machibese,
PSA.130.6	kuposa nkhalilizi aniyimila machibese.
PSA.130.7	Iwe Izraeli, nyanganila kwa Chawuta,
PSA.130.7	pakuti mwa Chawuta muna ntsisi,
PSA.130.7	mwayiye muna kulombola kuzinji.
PSA.130.8	An'zalombola Izraeli,
PSA.130.8	mubzakuyipa bzayene bzentse.
PSA.131.1	Imwe Chawuta, ntima wangu um'bzikuza lini,
PSA.131.1	maso yangu yali lini padzulu;
PSA.131.1	Nintoleka lini ntima nabzinthu
PSA.131.1	bzikulu, panango bzin'dabwisa kwene-kwene kwayine.
PSA.131.2	Ndidabzinyamaliza, ndichibweza moyo wangu,
PSA.131.2	ninga mwana walekesewa nkaka ali pana amayi wake,
PSA.131.2	moyo wangu uninga mwana walekesewa nkaka.
PSA.131.3	Iwe Izraeli nyanganila kwa Chawuta,
PSA.131.3	kuyambila nthawe ino kufika lini nalini.
PSA.132.1	Imwe Chawuta kumbukani Dhaveti,
PSA.132.1	nthamu zentse zidamuchitikila;
PSA.132.2	kulumbila kwaadachita kwa Chawuta,
PSA.132.2	nakulumbila kwaadachita kwa Nyamphamvu wa Jakobho,
PSA.132.3	“Nin'zapita lini mutenti yanyumba yangu,
PSA.132.3	panango kugona pachalimba pangu.
PSA.132.4	Nin'chita lini kuti maso yangu yagone,
PSA.132.4	panango kuti bzikope bzangu bziwodzile,
PSA.132.5	kufikila ndawonela Chawuta mbuto,
PSA.132.5	mbuto yakukhala Nyamphamvu wa Jakobho.”
PSA.132.6	Wonani! Tidalibvela mu Efurata,
PSA.132.6	tidaliwona m'munda wa Jaari.
PSA.132.7	“Tiyendeni kumbuto yake yakukhala,
PSA.132.7	tiyendeni tipembeze pampondelela nzayo zake!”
PSA.132.8	Sumukani, imwe Chawuta muyende kumbuto yanu yampumulo!
PSA.132.8	Imwe na Bhokisi la Chibvano champhamvu zanu.
PSA.132.9	Lekani anyantsembe wanu abvale chilungamo!
PSA.132.9	Lekani wantsisi wanu akuwe kwakusekelela!
PSA.132.10	Nathangwe lamulanda wanu Dhaveti,
PSA.132.10	lekani kulamba nkhope yawakudzodzewa wanu!
PSA.132.11	Chawuta adalumbila kwa Dhaveti, kulumbila kwakukhulupilika,
PSA.132.11	bzaan'zasaya kuleka kuchita:
PSA.132.11	“Kuchokela mum'badwe wako,
PSA.132.11	m'bodzi nin'zamukhazika pampando wawumambo wako.
PSA.132.12	Wana wako akateyeza chibvano changu,
PSA.132.12	nawumboni wangu wanin'zaafundisa,
PSA.132.12	wana wawombo pomwe kufika lini nalini,
PSA.132.12	an'zakhalambo pampando wako wawumambo.”
PSA.132.13	Pakuti Chawuta wasankhula Ziyoni;
PSA.132.13	wayifuna kuti ikhale mbuto yake yakukhala:
PSA.132.14	“Iyi nimbuto yangu yakupumulila kufika lini nalini,
PSA.132.14	pano nin'zakhala, pakuti ndapafuna.
PSA.132.15	Nin'zadalisa Ziyoni nabzinthu bzizinji,
PSA.132.15	nin'zakhutisa amphayi wayene nachakudya.
PSA.132.16	Anyantsembe wake nin'zaabvadzika chipulumuso,
PSA.132.16	wantsisi wake achizakuwa kwakusekelela.
PSA.132.17	Pamwepo nin'zamelesela Dhaveti nyanga;
PSA.132.17	ndakonzela mwenje wakudzodzewa wangu.
PSA.132.18	Azondi wake nin'zaabvadzika manyazi,
PSA.132.18	koma payiye ngundu yake in'zachita mbili.”
PSA.133.1	Wonani! Nkukoma tani nakukondwesa tani,
PSA.133.1	abale achikhala pabodzi mwakubvana.
PSA.133.2	Bzidalingana namafuta yabwino pansolo,
PSA.133.2	yachiyelela pandebvu.
PSA.133.2	Pandebvu za Aroni,
PSA.133.2	yachiyelela mukhosi mwabzakubvala bzake!
PSA.133.3	Bzidalingana namame ya Herimoni,
PSA.133.3	yan'gwela pamapili ya Ziyoni!
PSA.133.3	Pakuti pamwepo Chawuta adalewa daliso,
PSA.133.3	yawumoyo kufika lini nalini.
PSA.134.1	Wonani! Dalisani Chawuta,
PSA.134.1	imwe mwentse alanda wa Chawuta,
PSA.134.1	muniyima munyumba ya Chawuta usiku!
PSA.134.2	Sumusani manja yanu kumbuto yakuyela,
PSA.134.2	dalisani Chawuta!
PSA.134.3	Chawuta ngaakudaliseni kuchoka mu Ziyoni,
PSA.134.3	nyakulenga kudzulu napantsi!
PSA.135.1	Aleluya!
PSA.135.1	Dumbizani dzina la Chawuta!
PSA.135.1	Dumbizani, imwe alanda wa Chawuta,
PSA.135.2	imwe muniyima munyumba ya Chawuta,
PSA.135.2	mubzintalo bzanyumba ya Mulungu wathu!
PSA.135.3	Aleluya! Pakuti Chawuta niwabwino;
PSA.135.3	imbilani dzina lake pakuti linkondwelesa!
PSA.135.4	Pakuti Chawuta adabzisankhulila Jakobho,
PSA.135.4	Izraeli achiyichita chinthu chake.
PSA.135.5	Pakuti ine nin'dziwa kuti Chawuta ninkulu,
PSA.135.5	kuti Mfumu wathu ali padzulu kuposa amilungu wentse.
PSA.135.6	Chentse chaanfuna Chawuta, an'chita;
PSA.135.6	kudzulu napantsi,
PSA.135.6	munyanja nam'maboo mwentse.
PSA.135.7	Iye ndiye an'chitisa kuti mitambo isumuke kudamalila dziko,
PSA.135.7	ndiye ankonza mpheni zamvula,
PSA.135.7	am'bwelesa chonzi kuchoka kumagwangwa yake.
PSA.135.8	Iye ndiye adapha wana wakuyamba wa Ijipiti,
PSA.135.8	wawanthu nawabzifuwo;
PSA.135.9	pakati pako, iwe Ijipiti,
PSA.135.9	adatuma bzilatizo nabzidabwiso,
PSA.135.9	kwa Farawo naalanda wake wentse;
PSA.135.10	ndiye adacheneka wamadziko azinji,
PSA.135.10	achipha mazimambo yamphamvu,
PSA.135.11	Sihoni mambo waa Amori,
PSA.135.11	na Ogi mambo wa Bhashani nawumambo wentse wa Kenaani,
PSA.135.12	adapeleka dziko lawo kuchita nthaka,
PSA.135.12	nthaka ya Izraeli wanthu wake.
PSA.135.13	Dzina lanu, imwe Chawuta lim'mala lini,
PSA.135.13	mbili yanu, imwe Chawuta kum'badwe nam'badwe.
PSA.135.14	Pakuti Chawuta an'zayimilila wanthu wake,
PSA.135.14	achizachitila chifundo alanda wake.
PSA.135.15	Bzifanikizo bzawamadziko nisiliva nagolidhe,
PSA.135.15	basa lamanja yamunthu.
PSA.135.16	Bzina milomo, koma bzinilewa-lewa lini,
PSA.135.16	bzina maso, koma bziniwona lini,
PSA.135.17	bzina makutu, koma bzinibva lini,
PSA.135.17	pomwe bzilibe mpuye mumilomo yabzene.
PSA.135.18	Awo am'bzikonza ngaakhale ninga ibzo!
PSA.135.18	Wentse an'themba nayibzo!
PSA.135.19	Imwe nyumba ya Izraeli, dalisani Chawuta!
PSA.135.19	Imwe nyumba ya Aroni, dalisani Chawuta!
PSA.135.20	Imwe nyumba ya Levi, dalisani Chawuta!
PSA.135.20	Imwe mun'gopa Chawuta, dalisani Chawuta!
PSA.135.21	Ngaadalisiwe Chawuta kuchoka mu Ziyoni,
PSA.135.21	uyo an'khala mu Jerusalema.
PSA.135.21	Aleluya!
PSA.136.1	Tendani Chawuta pakuti niwabwino!
PSA.136.1	Pakuti ntsisi zake zim'mala lini.
PSA.136.2	Tendani Mulungu waamilungu!
PSA.136.2	Pakuti ntsisi zake zim'mala lini.
PSA.136.3	Tendani Mfumu wamafumu!
PSA.136.3	Pakuti ntsisi zake zim'mala lini.
PSA.136.4	Uyo yekha an'chita bzidabwiso bzikulu!
PSA.136.4	Pakuti ntsisi zake zim'mala lini.
PSA.136.5	Uyo adalenga kudzulu nakubvesesesa!
PSA.136.5	Pakuti ntsisi zake zim'mala lini;
PSA.136.6	uyo adatandika dziko padzulu pamadzi!
PSA.136.6	Pakuti ntsisi zake zim'mala lini;
PSA.136.7	uyo adalenga mwenje mikulu!
PSA.136.7	Pakuti ntsisi zake zim'mala;
PSA.136.8	dzuwa kuti litonge masikati!
PSA.136.8	Pakuti ntsisi zake zim'mala lini;
PSA.136.9	mwezi nanyenyezi kuti bzitonge usiku!
PSA.136.9	Pakuti ntsisi zake zim'mala lini;
PSA.136.10	uyo adapha wana wakuyamba wa Ijipiti!
PSA.136.10	Pakuti ntsisi zake zim'mala lini;
PSA.136.11	uyo adachosa Izraeli nkati mwawo!
PSA.136.11	Pakuti ntsisi zake zim'mala lini;
PSA.136.12	najanja lakulimba nalakupfuthuka!
PSA.136.12	Pakuti ntsisi zake zim'mala lini;
PSA.136.13	uyo adapatula nyanja yamitete pakati!
PSA.136.13	Pakuti ntsisi zake zim'mala lini;
PSA.136.14	achichita kuti Izraeli ipite napakati!
PSA.136.14	Pakuti ntsisi zake zim'mala lini;
PSA.136.15	adathusa Farawo nankhondo yake munyanja yamitete!
PSA.136.15	Pakuti ntsisi zake zim'mala lini;
PSA.136.16	uyo adatsogolela wanthu wake muchipululu!
PSA.136.16	Pakuti ntsisi zake zim'mala lini;
PSA.136.17	uyo adamenya mazimambo makulu!
PSA.136.17	Pakuti ntsisi zake zim'mala lini;
PSA.136.18	uyo adapha mazimambo yawukulu!
PSA.136.18	Pakuti ntsisi zake zim'mala lini;
PSA.136.19	Sihoni mambo waa Amori!
PSA.136.19	Pakuti ntsisi zake zim'mala lini;
PSA.136.20	na Ogi mambo wa Bhashani!
PSA.136.20	Pakuti ntsisi zake zim'mala lini;
PSA.136.21	nakupeleka dziko lawo kuchita nthaka!
PSA.136.21	Pakuti ntsisi zake zim'mala lini;
PSA.136.22	nthaka kwa Izraeli mulanda wake!
PSA.136.22	Pakuti ntsisi zake zim'mala lini.
PSA.136.23	Ndiye adatikumbuka panthawe yakushupika kwathu!
PSA.136.23	Pakuti ntsisi zake zim'mala lini;
PSA.136.24	achitichiza kwaazondi wathu!
PSA.136.24	Pakuti ntsisi zake zim'mala lini;
PSA.136.25	uyo ampasa chakudya kubzamoyo bzentse!
PSA.136.25	Pakuti ntsisi zake zim'mala lini.
PSA.136.26	Tendani Mulungu wakudzulu!
PSA.136.26	Pakuti ntsisi zake zim'mala lini.
PSA.137.1	Mbali mwatukamadzi twa Bhabhiloni,
PSA.137.1	kumweko tidakhala pantsi tichilila,
PSA.137.1	patidakumbuka Ziyoni.
PSA.137.2	Pamiti yamupopula,
PSA.137.2	tidamanika bzipendani bzathu pamwepo.
PSA.137.3	Pakuti kumwepo anyakutipamba,
PSA.137.3	akhafuna nyimbo kuchoka kwayise.
PSA.137.3	Anyakutiseka akhafuna kuti tiwakondwese achiti,
PSA.137.3	“Tiyimbileniko nyimbo ibodzi ya Ziyoni!”
PSA.137.4	Ko tingayimbe tani nyimbo ya Chawuta,
PSA.137.4	mudziko lachilendo?
PSA.137.5	Peno ndakuyebwa, iwe Jerusalema,
PSA.137.5	janja langu ladidi ngaliyebwe unyabezi walene!
PSA.137.6	Lilimi langu ngalimamatile kudzulu kwakhamwa langu,
PSA.137.6	peno ninkukumbuka lini,
PSA.137.6	peno ninileka kuyikha Jerusalema,
PSA.137.6	padzulu pabzentse bzininkondwesa!
